Orthogroup	Arabidopsis_thaliana	Arabidopsis_lyrata
OG0017009	AT3G05630	fgenesh2_kg.3__555__AT3G05630.1
OG0017011	AT5G67600	fgenesh2_kg.8__2651__AT5G67600.1
OG0017012	AT3G56350	fgenesh1_pm.C_scaffold_5001696
OG0017014	AT5G64190	fgenesh2_kg.8__2433__AT5G64190.1
OG0017016	AT2G33680	fgenesh2_kg.4__1376__AT2G33680.1
OG0017017	AT3G24690	fgenesh2_kg.3__2681__AT3G24690.1
OG0017018	AT5G39970	fgenesh2_kg.7__3422__AT5G39970.1
OG0017019	AT5G27390	scaffold_602902.1
OG0017020	AT3G09870	scaffold_301121.1
OG0017022	AT1G31430	fgenesh2_kg.1__3587__AT1G31430.1
OG0017023	AT1G09240	fgenesh2_kg.1__967__AT1G09240.1
OG0017024	AT5G53140	scaffold_801784.1
OG0017025	AT5G14650	fgenesh2_kg.6__1440__AT5G14650.1
OG0017026	AT4G34310	scaffold_700703.1
OG0017027	AT1G68940	fgenesh1_pg.C_scaffold_2001237
OG0017028	AT3G06450	fgenesh2_kg.3__651__AT3G06450.1
OG0017029	AT3G07150	fgenesh1_pg.C_scaffold_3000670
OG0017030	AT2G35480	scaffold_402155.1
OG0017031	AT5G08070	fgenesh2_kg.6__773__AT5G08070.1
OG0017032	AT5G48970	fgenesh2_kg.8__776__AT5G48970.1
OG0017033	AT5G13770	scaffold_601386.1
OG0017034	AT5G46180	fgenesh2_kg.8__172__AT5G46180.1
OG0017035	AT2G34680	fgenesh1_pm.C_scaffold_4001242
OG0017036	AT5G22810	Al_scaffold_0006_2152
OG0017037	AT5G22410	fgenesh2_kg.6__2231__AT5G22410.1
OG0017039	AT1G20150	Al_scaffold_0001_2100
OG0017041	ATCG01310, ATCG00830	fgenesh1_pm.C_scaffold_2000597, Al_scaffold_0002_934
OG0017042	AT3G14580	Al_scaffold_0003_1518
OG0017043	AT2G20142	Al_scaffold_0003_3485, Al_scaffold_0003_3484
OG0017044	AT3G04903	Al_scaffold_0003_447
OG0017045	AT2G38050	Al_scaffold_0004_2365
OG0017046	AT2G39880	Al_scaffold_0004_2572, Al_scaffold_0612_1
OG0017047	AT3G45280	Al_scaffold_0005_1287
OG0017049	AT4G08485, AT5G18407	scaffold_603287.1
OG0017049	AT4G08869, AT4G08875	fgenesh1_pm.C_scaffold_6002327, scaffold_603224.1, Al_scaffold_0006_2916, scaffold_603128.1, scaffold_603227.1, scaffold_603131.1, scaffold_603228.1
OG0017050	AT4G04500	Al_scaffold_0006_3517
OG0017051	AT4G01120	Al_scaffold_0006_3899
OG0017052	AT5G01190	Al_scaffold_0006_91
OG0017053	AT5G44265	Al_scaffold_0008_549
OG0017055	ATCG00020	Al_scaffold_0096_3
OG0017056	AT1G32127	fgenesh1_pg.C_scaffold_1002854
OG0017057	AT3G08790	fgenesh1_pg.C_scaffold_3000780
OG0017058	AT2G17090	fgenesh1_pg.C_scaffold_3003089
OG0017059	AT2G32790	fgenesh1_pg.C_scaffold_4001377
OG0017060	AT4G08690	fgenesh1_pg.C_scaffold_6002570
OG0017062	AT1G35435	fgenesh1_pm.C_scaffold_1002800
OG0017063	AT1G47271	fgenesh1_pm.C_scaffold_1002966
OG0017064	AT1G69825	fgenesh1_pm.C_scaffold_2001017
OG0017064	AT1G69828	fgenesh1_pm.C_scaffold_2001018
OG0017064	AT1G69818	scaffold_201850.1
OG0017065	AT3G10620	fgenesh1_pm.C_scaffold_3000879
OG0017066	AT3G23715	fgenesh1_pm.C_scaffold_3002098
OG0017066	AT4G10115, AT4G10767	scaffold_302874.1
OG0017068	AT4G31350	fgenesh1_pm.C_scaffold_7000815
OG0017069	AT5G55131, AT5G55132	fgenesh1_pm.C_scaffold_8001194
OG0017070	AT1G11710	fgenesh2_kg.1__1264__AT1G11710.1
OG0017071	AT1G19025	fgenesh2_kg.1__2081__AT1G19025.1
OG0017072	AT1G21245	fgenesh2_kg.1__2315__AT1G21245.1
OG0017073	AT1G25460	fgenesh2_kg.1__2781__AT1G25460.1
OG0017074	AT1G30755	fgenesh2_kg.1__3260__AT1G30755.1
OG0017075	AT1G36060	fgenesh2_kg.1__3660__AT1G36060.1
OG0017076	AT1G43620	fgenesh2_kg.1__3722__AT1G43620.1
OG0017077	AT1G52695	scaffold_105077.1, scaffold_105078.1, fgenesh2_kg.1__4350__AT1G52695.1
OG0017078	AT1G54445	fgenesh2_kg.1__4673__AT1G54445.1, scaffold_105478.1
OG0017079	AT1G67950	fgenesh2_kg.2__1062__AT1G67950.2
OG0017080	AT1G68250	fgenesh2_kg.2__1075__AT1G68250.2
OG0017081	AT1G75550	fgenesh2_kg.2__1832__AT1G75550.1
OG0017082	AT1G61630	fgenesh2_kg.2__294__AT1G61630.1
OG0017083	AT3G12685	fgenesh2_kg.3__1329__AT3G12685.1
OG0017084	AT3G19610	fgenesh2_kg.3__2178__AT3G19610.1
OG0017085	AT2G22090	fgenesh2_kg.4__132__AT2G22090.1
OG0017086	AT2G34520	fgenesh2_kg.4__1473__AT2G34520.1
OG0017087	AT2G22942	fgenesh2_kg.4__217__AT2G22942.1
OG0017088	AT2G40765	fgenesh2_kg.4__2194__AT2G40765.1
OG0017089	AT2G21450	fgenesh2_kg.4__70__AT2G21450.1
OG0017090	AT3G52210	fgenesh2_kg.5__1579__AT3G52210.3
OG0017091	AT3G53800	fgenesh2_kg.5__1766__AT3G53800.1
OG0017092	AT3G54430	fgenesh2_kg.5__1835__AT3G54430.1
OG0017093	AT3G29000	fgenesh2_kg.5__659__AT3G29000.1
OG0017094	AT5G11830	fgenesh2_kg.6__1154__AT5G11830.1
OG0017095	AT5G14105	fgenesh2_kg.6__1377__AT5G14105.1
OG0017096	AT5G16140	fgenesh2_kg.6__1598__AT5G16140.1
OG0017097	AT5G16160	fgenesh2_kg.6__1602__AT5G16160.1
OG0017098	AT5G21910	fgenesh2_kg.6__2170__AT5G21910.1
OG0017099	AT5G22830	fgenesh2_kg.6__2270__AT5G22830.1
OG0017100	AT4G08240	fgenesh2_kg.6__2872__AT4G08240.2
OG0017101	AT4G08685	fgenesh2_kg.6__2901__AT4G08685.1
OG0017102	AT4G10950	fgenesh2_kg.6__3069__AT4G10950.1
OG0017103	AT4G01140	fgenesh2_kg.6__3590__AT4G01140.1
OG0017104	AT5G06550	fgenesh2_kg.6__599__AT5G06550.1
OG0017105	AT5G07150	fgenesh2_kg.6__671__AT5G07150.1
OG0017106	AT5G07160	fgenesh2_kg.6__672__AT5G07160.1
OG0017107	AT4G28780	fgenesh2_kg.7__1310__AT4G28780.1
OG0017108	AT4G25780	fgenesh2_kg.7__1675__AT4G25780.1
OG0017109	AT4G25330	fgenesh2_kg.7__1731__AT4G25330.1
OG0017110	AT4G38090	fgenesh2_kg.7__236__AT4G38090.1
OG0017111	AT4G17483	fgenesh2_kg.7__2562__AT4G17483.1
OG0017112	AT5G41560	fgenesh2_kg.7__3265__AT5G41560.1
OG0017113	AT5G41470	fgenesh2_kg.7__3268__AT5G41470.1
OG0017114	AT4G36980	fgenesh2_kg.7__339__AT4G36980.2
OG0017115	AT5G52270	fgenesh2_kg.8__1112__AT5G52270.1
OG0017116	AT5G64480	fgenesh2_kg.8__2475__AT5G64480.1
OG0017117	AT5G64980	fgenesh2_kg.8__2534__AT5G64980.1
OG0017118	AT5G44740	fgenesh2_kg.8__324__AT5G44740.2
OG0017119	AT5G50710, AT5G50610	fgenesh2_kg.8__949__AT5G50710.1
OG0017120	AT1G05010	scaffold_100473.1
OG0017121	AT1G11572	scaffold_101257.1
OG0017122	AT5G49525	scaffold_801335.1, scaffold_102543.1
OG0017124	ATCG00900	scaffold_104084.1
OG0017124	ATCG01240	scaffold_104084.1
OG0017124	ATCG00900	scaffold_201137.1
OG0017124	ATCG01240	scaffold_201137.1
OG0017124	ATCG00900	scaffold_900036.1
OG0017124	ATCG01240	scaffold_900036.1
OG0017125	AT1G65032	scaffold_200924.1
OG0017126	AT2G18540	scaffold_304209.1
OG0017128	AT2G38830	scaffold_402623.1
OG0017129	AT2G43390	scaffold_403227.1
OG0017130	AT2G03140	scaffold_500286.1
OG0017131	AT3G43270	scaffold_501129.1
OG0017132	AT3G46540	scaffold_501551.1
OG0017133	AT3G50980	scaffold_502149.1
OG0017134	AT5G04045	scaffold_600342.1, scaffold_600343.1, scaffold_600341.1
OG0017135	AT5G15340	scaffold_601564.1
OG0017136	AT5G22470	scaffold_602297.1
OG0017137	AT5G22530	scaffold_602301.1
OG0017138	AT4G04370	scaffold_603758.1
OG0017139	AT5G53910	scaffold_801896.1
OG0017140	AT5G55650	scaffold_802108.1
OG0017141	AT5G55856	scaffold_802127.1
OG0017142	AT5G57760	scaffold_802355.1
OG0017183	AT1G15580	fgenesh2_kg.1__1712__AT1G15580.1
OG0017184	AT1G22080	fgenesh1_pg.C_scaffold_1003103, scaffold_103883.1
OG0017185	AT1G18590	fgenesh2_kg.1__2033__AT1G18590.1
OG0017186	AT3G13226	Al_scaffold_0003_1352
OG0017187	AT4G17380	fgenesh2_kg.7__2572__AT4G17380.1
OG0017188	AT2G46915	scaffold_403663.1
OG0017190	AT1G35220	fgenesh2_kg.1__3618__AT1G35220.1
OG0017191	AT5G49350	fgenesh2_kg.8__809__AT5G49350.1
OG0017194	AT1G02290	scaffold_100160.1
OG0017195	AT3G52540	scaffold_502334.1
OG0017196	AT2G26920	scaffold_401001.1
OG0017197	AT1G18640	fgenesh2_kg.1__2039__AT1G18640.2
OG0017200	AT4G00190	Al_scaffold_0006_4004
OG0017201	AT5G58210	fgenesh2_kg.8__1743__AT5G58210.2
OG0017202	AT1G45150	fgenesh2_kg.1__3791__AT1G45150.1
OG0017203	AT1G31460	scaffold_103912.1
OG0017204	AT1G67210	fgenesh2_kg.2__948__AT1G67210.1
OG0017207	AT3G61840	fgenesh2_kg.5__2677__AT3G61840.1
OG0017208	AT3G23580	fgenesh2_kg.3__2568__AT3G23580.1
OG0017209	AT3G61490	fgenesh2_kg.5__2622__AT3G61490.1
OG0017210	AT4G08290	fgenesh2_kg.6__2874__AT4G08290.1
OG0017211	AT2G34585	scaffold_402045.1
OG0017214	AT3G13672	Al_scaffold_0003_1404
OG0017217	AT5G21120	fgenesh1_pg.C_scaffold_6001799
OG0017219	AT1G75125	fgenesh1_pg.C_scaffold_2001794
OG0017220	AT1G60430	scaffold_200580.1
OG0017222	AT3G12940	scaffold_301474.1
OG0017224	AT5G48590	scaffold_4300007.1, scaffold_801167.1
OG0017225	AT3G50110	fgenesh2_kg.5__1361__AT3G50110.1
OG0017227	AT1G04150	Al_scaffold_0001_337
OG0017228	AT1G31840	Al_scaffold_0001_3243
OG0017229	AT5G66110	fgenesh2_kg.8__2821__AT5G66110.1
OG0017230	AT3G27415	fgenesh2_kg.5__523__AT3G27415.1
OG0017232	AT4G26090	scaffold_701696.1
OG0017233	AT3G22150	fgenesh2_kg.3__2428__AT3G22150.1
OG0017235	AT1G55640	scaffold_105359.1
OG0017236	AT3G29330	fgenesh1_pm.C_scaffold_5000551
OG0017237	AT4G35930	Al_scaffold_0007_449
OG0017238	AT5G56430	fgenesh2_kg.431__1__AT5G56430.1, fgenesh2_kg.8__1549__AT5G56430.1
OG0017239	AT3G19190	scaffold_302264.1
OG0017240	AT5G14760	fgenesh2_kg.6__1457__AT5G14760.1
OG0017241	AT2G21110	fgenesh2_kg.4__20__AT2G21110.1
OG0017242	AT2G21230	fgenesh2_kg.4__38__AT2G21230.1
OG0017243	AT4G12710	fgenesh2_kg.9__115__AT4G12710.1
OG0017244	AT3G15395	fgenesh2_kg.230__4__AT3G15395.3, fgenesh2_kg.3__1679__AT3G15395.4
OG0017245	AT5G62400	Al_scaffold_0008_2747
OG0017246	AT4G31070	fgenesh2_kg.7__1071__AT4G31070.1
OG0017249	AT4G12670	Al_scaffold_0009_204
OG0017250	AT1G23201	scaffold_102647.1, scaffold_702586.1, fgenesh1_pg.C_scaffold_7002077, scaffold_102641.1
OG0017251	AT3G27770	scaffold_500735.1
OG0017252	AT4G28690	fgenesh1_pm.C_scaffold_7001056
OG0017253	AT1G43560	scaffold_104121.1
OG0017255	AT4G28170	scaffold_701447.1
OG0017256	AT3G58300	fgenesh2_kg.5__2275__AT3G58300.1
OG0017257	AT4G14780	scaffold_703101.1
OG0017258	AT5G24316	Al_scaffold_0006_2325
OG0017259	AT3G59040	scaffold_503106.1
OG0017261	AT3G60310	fgenesh2_kg.5__2495__AT3G60310.1
OG0017262	AT4G09420, AT1G72850	Al_scaffold_0002_1976
OG0017263	AT3G46970	fgenesh2_kg.5__1066__AT3G46970.1
OG0017264	AT1G63460	fgenesh2_kg.2__137__AT1G63460.1
OG0017265	AT3G54880	fgenesh2_kg.5__1893__AT3G54880.1
OG0017266	AT5G64820	fgenesh1_pm.C_scaffold_8002046
OG0017267	AT1G03340	scaffold_100282.1
OG0017268	AT5G66150	fgenesh2_kg.8__2817__AT5G66150.1
OG0017269	AT1G13050	fgenesh2_kg.1__1412__AT1G13050.1
OG0017270	AT1G11920	fgenesh1_pm.C_scaffold_1001001
OG0017271	AT3G50240	fgenesh2_kg.5__1371__AT3G50240.1
OG0017272	AT4G19590	fgenesh2_kg.7__2340__AT4G19590.1
OG0017274	AT1G01800	scaffold_100056.1
OG0017276	AT1G74000	fgenesh2_kg.2__1670__AT1G74000.1
OG0017277	AT2G19320	scaffold_303923.1
OG0017278	AT5G44780	fgenesh2_kg.8__320__AT5G44780.1
OG0017279	AT3G01630	fgenesh2_kg.3__53__AT3G01630.1
OG0017280	AT1G15125	fgenesh1_pg.C_scaffold_1001369
OG0017281	AT4G24090	fgenesh2_kg.7__1887__AT4G24090.1
OG0017282	AT5G01110	fgenesh2_kg.6__102__AT5G01110.1
OG0017283	AT3G29590	fgenesh2_kg.5__706__AT3G29590.1
OG0017284	AT5G01730	fgenesh2_kg.6__28__AT5G01730.1
OG0017285	AT1G10460	scaffold_101109.1
OG0017287	AT2G42640	scaffold_403137.1
OG0017288	AT2G13370	fgenesh2_kg.3__3007__AT2G13370.1
OG0017289	AT3G01860	fgenesh2_kg.3__30__AT3G01860.1
OG0017290	AT3G62880	fgenesh2_kg.5__2786__AT3G62880.1
OG0017291	AT5G44230	scaffold_800595.1
OG0017292	AT3G27730	scaffold_500731.1
OG0017294	AT2G20880	scaffold_304438.1
OG0017295	AT5G17460	scaffold_601798.1
OG0017296	AT1G53640	fgenesh1_pm.C_scaffold_1003460
OG0017297	AT1G66000, AT1G66060	scaffold_201308.1
OG0017298	AT3G55860	fgenesh1_pg.C_scaffold_5002064, fgenesh1_pm.C_scaffold_5001629
OG0017299	AT5G22210	fgenesh2_kg.6__2205__AT5G22210.2
OG0017300	AT5G42785	fgenesh2_kg.8__559__AT5G42785.1
OG0017302	AT5G35660	Al_scaffold_0007_3147
OG0017303	AT1G63710	Al_scaffold_0002_123
OG0017304	AT4G35680	scaffold_700546.1
OG0017305	AT5G56050	fgenesh2_kg.8__1508__AT5G56050.1
OG0017306	AT4G01023	fgenesh2_kg.6__3601__AT4G01023.1
OG0017308	AT2G22000	fgenesh2_kg.4__124__AT2G22000.1
OG0017309	AT5G38890	fgenesh2_kg.7__3522__AT5G38890.1
OG0017310	AT1G09550	fgenesh1_pm.C_scaffold_1000777
OG0017311	AT5G24940	fgenesh2_kg.6__2488__AT5G24940.1
OG0017312	AT1G53100	fgenesh2_kg.1__4384__AT1G53100.1
OG0017313	AT3G01030	fgenesh2_kg.3__133__AT3G01030.1
OG0017314	AT1G49420	Al_scaffold_0001_4270
OG0017315	AT3G18640	scaffold_302203.1
OG0017316	AT1G69080	fgenesh2_kg.2__1168__AT1G69080.1
OG0017318	AT1G10050	fgenesh2_kg.1__1072__AT1G10050.1
OG0017319	AT2G25900	fgenesh2_kg.4__504__AT2G25900.1
OG0017320	AT5G09630	scaffold_600971.1
OG0017321	AT3G56470	fgenesh2_kg.5__2081__AT3G56470.1
OG0017322	AT4G26160	fgenesh2_kg.7__1629__AT4G26160.1
OG0017324	AT4G34550	fgenesh2_kg.7__636__AT4G34550.1
OG0017325	AT1G70100	fgenesh2_kg.2__1264__AT1G70100.1
OG0017326	AT5G41170	scaffold_703831.1
OG0017327	AT1G68520	scaffold_201694.1
OG0017329	AT5G42690	fgenesh1_pm.C_scaffold_8000475
OG0017330	AT5G37180	fgenesh2_kg.7__3124__AT5G37180.1
OG0017332	AT2G22010	fgenesh2_kg.4__125__AT2G22010.1
OG0017333	AT2G02910	fgenesh2_kg.5__193__AT2G02910.1
OG0017334	AT5G14980	scaffold_601524.1
OG0017335	AT5G06620	fgenesh2_kg.6__608__AT5G06620.1
OG0017336	AT5G01880	scaffold_600016.1
OG0017337	AT1G10330	scaffold_101089.1
OG0017338	AT5G37860	fgenesh1_pg.C_scaffold_7002915
OG0017339	AT1G77930	fgenesh2_kg.2__2087__AT1G77930.1
OG0017340	AT5G63930	fgenesh2_kg.8__2401__AT5G63930.1
OG0017341	AT5G09978	Al_scaffold_0006_904
OG0017343	AT1G34580	fgenesh2_kg.1__3559__AT1G34580.1
OG0017344	AT5G15260	fgenesh2_kg.6__1507__AT5G15260.1
OG0017345	AT1G63105	scaffold_200232.1
OG0017346	AT5G06780	fgenesh2_kg.6__625__AT5G06780.1
OG0017347	AT1G52290	fgenesh2_kg.1__4299__AT1G52290.1
OG0017348	AT5G66270	fgenesh2_kg.8__2795__AT5G66270.1
OG0017349	AT4G34430	fgenesh2_kg.7__652__AT4G34430.4
OG0017351	AT1G77855	fgenesh1_pm.C_scaffold_2001729
OG0017353	AT5G42910	Al_scaffold_0008_749
OG0017354	AT3G55040	scaffold_502624.1
OG0017355	AT5G63660	Al_scaffold_0008_2899
OG0017357	AT1G50590	fgenesh1_pm.C_scaffold_1003227
OG0017358	AT5G65370	fgenesh1_pg.C_scaffold_8002523
OG0017359	AT2G23470	fgenesh2_kg.4__277__AT2G23470.1
OG0017360	AT5G40620	fgenesh2_kg.7__3353__AT5G40620.1
OG0017361	AT5G50080	fgenesh2_kg.8__881__AT5G50080.1
OG0017362	AT1G17145	fgenesh2_kg.1__1869__AT1G17145.1
OG0017364	AT1G62680	scaffold_200287.1
OG0017365	AT5G55040	fgenesh2_kg.8__1402__AT5G55040.2
OG0017366	AT1G10400	fgenesh2_kg.1__1108__AT1G10400.1
OG0017367	AT1G43640	scaffold_104129.1, fgenesh2_kg.1__3724__AT1G43640.1
OG0017368	AT3G29455, AT5G35050, AT5G25000	fgenesh2_kg.5__919__AT3G29520.1
OG0017369	AT5G36300	fgenesh1_pm.C_scaffold_7002462
OG0017370	AT4G27360	Al_scaffold_0007_1403
OG0017371	AT1G66750	fgenesh2_kg.2__902__AT1G66750.1
OG0017372	AT3G63290	fgenesh2_kg.5__2827__AT3G63290.1
OG0017373	AT5G40050	scaffold_703999.1
OG0017374	AT5G37450	fgenesh2_kg.7__3153__AT5G37450.1
OG0017375	AT2G28050	scaffold_401216.1
OG0017376	AT1G16630	fgenesh2_kg.1__1816__AT1G16630.1
OG0017378	AT5G48210	scaffold_801111.1
OG0017380	AT2G35780	fgenesh2_kg.4__1610__AT2G35780.1
OG0017383	AT3G53770	fgenesh1_pm.C_scaffold_5001460
OG0017384	AT1G02190	fgenesh2_kg.1__2__AT1G02190.2
OG0017385	AT2G17140	fgenesh2_kg.3__3297__AT2G17140.1
OG0017386	AT1G67140	fgenesh2_kg.2__940__AT1G67140.1
OG0017388	AT4G23520	fgenesh1_pm.C_scaffold_7001528
OG0017389	AT3G12570	fgenesh2_kg.3__1314__AT3G12570.2
OG0017390	AT4G27900	scaffold_701477.1
OG0017391	AT5G46600	fgenesh1_pg.C_scaffold_8000124
OG0017392	AT5G05130	fgenesh2_kg.6__436__AT5G05130.1
OG0017393	AT1G31490	scaffold_103909.1
OG0017394	AT5G45150	fgenesh2_kg.8__280__AT5G45150.1
OG0017397	AT1G34065	fgenesh1_pm.C_scaffold_1002702
OG0017398	AT1G10380	scaffold_101094.1
OG0017399	AT2G30870	fgenesh2_kg.4__1064__AT2G30870.1
OG0017400	AT1G76610	fgenesh2_kg.2__1949__AT1G76610.1
OG0017401	AT4G35970	fgenesh2_kg.7__473__AT4G35970.1
OG0017402	AT4G16350	fgenesh2_kg.7__2684__AT4G16350.1
OG0017403	AT5G48790	fgenesh2_kg.8__758__AT5G48790.1
OG0017404	AT2G29525	fgenesh2_kg.4__929__AT2G29525.1
OG0017405	AT2G21185	fgenesh2_kg.4__29__AT2G21185.1
OG0017406	AT1G67030	fgenesh2_kg.2__927__AT1G67030.1
OG0017407	AT1G29270	Al_scaffold_0001_2985
OG0017408	AT5G59200	fgenesh2_kg.8__1853__AT5G59200.1
OG0017409	AT1G11840	scaffold_101291.1
OG0017410	AT2G31150	fgenesh1_pm.C_scaffold_4000922, scaffold_16300003.1
OG0017411	AT2G46375	scaffold_403593.1
OG0017412	AT1G09610	scaffold_100999.1
OG0017413	AT4G00030	fgenesh2_kg.6__3698__AT4G00030.1
OG0017414	AT5G56310	scaffold_802175.1
OG0017415	AT3G42860	fgenesh1_pm.C_scaffold_5000617
OG0017416	AT5G19660	fgenesh1_pg.C_scaffold_6001659
OG0017418	AT5G55390	fgenesh2_kg.8__1438__AT5G55390.1
OG0017419	AT1G09360	scaffold_100971.1
OG0017420	AT5G02250	fgenesh2_kg.6__137__AT5G02250.1
OG0017421	AT1G60760	scaffold_200538.1
OG0017422	AT5G45420	fgenesh2_kg.185__3__AT5G45420.1
OG0017423	AT5G47970	scaffold_801042.1
OG0017424	AT1G70070	fgenesh2_kg.2__1261__AT1G70070.1
OG0017425	AT1G78530	fgenesh2_kg.2__2147__AT1G78530.1
OG0017426	AT5G65613	fgenesh1_pg.C_scaffold_8002546, fgenesh1_pg.C_scaffold_112000002
OG0017427	AT3G43210	fgenesh1_pm.C_scaffold_5000623
OG0017428	AT3G53210	fgenesh2_kg.5__1688__AT3G53210.1
OG0017429	AT2G25200	fgenesh2_kg.4__438__AT2G25200.1
OG0017430	AT1G60570	fgenesh1_pm.C_scaffold_2000326
OG0017431	AT4G30490	fgenesh2_kg.7__1134__AT4G30490.1
OG0017432	AT3G58770	fgenesh2_kg.5__2323__AT3G58770.1
OG0017434	AT1G07280	fgenesh2_kg.1__699__AT1G07280.1
OG0017435	AT5G65960	scaffold_803539.1
OG0017436	AT4G12680	fgenesh2_kg.9__112__AT4G12680.1
OG0017437	AT3G17250	fgenesh2_kg.3__1901__AT3G17250.1
OG0017438	AT5G20410	fgenesh2_kg.6__2084__AT5G20410.1
OG0017439	AT1G75770	Al_scaffold_0002_2279
OG0017440	AT4G01030	fgenesh1_pm.C_scaffold_6002895
OG0017441	AT3G05327	fgenesh2_kg.3__522__AT3G05327.1
OG0017442	AT1G77655, AT1G77650	fgenesh1_pm.C_scaffold_5001377
OG0017443	AT5G36670, AT5G36740	scaffold_703515.1
OG0017444	AT3G51960	fgenesh2_kg.5__1547__AT3G51960.2
OG0017445	AT5G22190	scaffold_602261.1
OG0017446	AT1G61097	scaffold_200490.1
OG0017446	AT1G61093, AT1G61095	Al_scaffold_0002_427
OG0017447	AT3G45110	scaffold_501359.1
OG0017449	AT5G53130	scaffold_801783.1
OG0017450	AT3G57740	fgenesh2_kg.5__2216__AT3G57740.1
OG0017451	AT1G76190	fgenesh1_pm.C_scaffold_2001574
OG0017452	AT1G65540	fgenesh2_kg.2__783__AT1G65540.1
OG0017453	AT4G10120	fgenesh2_kg.6__2993__AT4G10120.2
OG0017454	AT5G17650	scaffold_601820.1
OG0017455	AT1G32585	scaffold_103630.1
OG0017456	AT2G42670	scaffold_403140.1
OG0017457	AT2G26520	scaffold_400917.1
OG0017458	AT1G19720	fgenesh1_pg.C_scaffold_1001789
OG0017459	AT5G56990	scaffold_802260.1, fgenesh1_pg.C_scaffold_8001703
OG0017462	AT5G62030	fgenesh2_kg.8__2193__AT5G62030.1
OG0017466	AT2G23740	fgenesh2_kg.4__295__AT2G23740.1
OG0017467	AT3G12550	fgenesh1_pm.C_scaffold_3001040
OG0017468	AT2G36660	fgenesh2_kg.4__1704__AT2G36660.1
OG0017470	AT3G51230	Al_scaffold_0005_1989
OG0017471	AT2G23140	fgenesh2_kg.4__246__AT2G23140.1
OG0017472	AT3G53100	scaffold_502399.1
OG0017473	AT2G47350	scaffold_403711.1
OG0017474	AT5G04780	scaffold_600423.1
OG0017475	AT4G27530	fgenesh2_kg.7__1473__AT4G27530.1
OG0017476	AT1G70220	fgenesh2_kg.2__1276__AT1G70220.1
OG0017477	AT1G03770	fgenesh2_kg.1__304__AT1G03770.1
OG0017478	AT1G01150	scaffold_100136.1
OG0017479	AT2G25640	fgenesh2_kg.4__476__AT2G25640.1
OG0017480	AT2G40300	fgenesh2_kg.4__2143__AT2G40300.1
OG0017481	AT5G27400	scaffold_602901.1
OG0017482	AT5G48430	fgenesh2_kg.8__713__AT5G48430.1
OG0017483	AT2G20500	scaffold_304377.1
OG0017484	AT1G05750	fgenesh2_kg.1__536__AT1G05750.1
OG0017485	AT5G09610	scaffold_600968.1
OG0017486	AT1G14680	scaffold_101644.1
OG0017487	AT1G09890	fgenesh1_pg.C_scaffold_1000836
OG0017488	AT1G04940	scaffold_100463.1
OG0017490	AT2G26640	scaffold_400944.1
OG0017491	AT2G44490	scaffold_403374.1
OG0017492	AT1G09680	scaffold_101007.1
OG0017494	AT3G04370	fgenesh2_kg.3__397__AT3G04370.2
OG0017495	AT2G40840	fgenesh2_kg.4__2206__AT2G40840.1
OG0017498	AT3G63360	fgenesh1_pm.C_scaffold_5002304
OG0017500	AT5G16310	fgenesh2_kg.6__1618__AT5G16310.1
OG0017501	AT4G24420	Al_scaffold_0639_1, scaffold_700545.1
OG0017502	AT4G26940	fgenesh2_kg.7__1537__AT4G26940.1
OG0017503	AT1G56460	fgenesh2_kg.1__4763__AT1G56460.1
OG0017505	AT4G04710	fgenesh2_kg.6__3243__AT4G04710.1
OG0017506	AT4G25430	Al_scaffold_0007_1599
OG0017507	AT1G16420	fgenesh2_kg.1__1793__AT1G16420.1
OG0017508	AT3G08820	fgenesh2_kg.3__885__AT3G08820.1
OG0017510	AT1G62700	fgenesh2_kg.2__212__AT1G62700.1
OG0017511	AT3G04450	fgenesh1_pm.C_scaffold_3000324
OG0017513	AT5G66631	scaffold_803464.1
OG0017514	AT1G73140	fgenesh1_pm.C_scaffold_2001297
OG0017515	AT5G24080	scaffold_602484.1
OG0017517	AT1G26260	fgenesh2_kg.1__2745__AT1G26260.3
OG0017518	AT2G14160	Al_scaffold_0003_2881
OG0017520	AT1G32320	scaffold_103594.1
OG0017521	AT1G66830	fgenesh2_kg.2__909__AT1G66830.1
OG0017522	AT3G22070	fgenesh2_kg.3__2423__AT3G22070.1
OG0017523	AT4G13020	Al_scaffold_0009_119
OG0017524	AT3G58470	scaffold_503031.1
OG0017525	AT5G18140	fgenesh2_kg.6__1814__AT5G18140.1
OG0017526	AT1G51620	fgenesh2_kg.1__4230__AT1G51620.1
OG0017527	AT2G02795	Al_scaffold_0096_5
OG0017528	AT2G15310	fgenesh2_kg.3__3101__AT2G15310.1
OG0017529	AT5G54070	fgenesh2_kg.8__1300__AT5G54070.1
OG0017531	AT4G39745	fgenesh2_kg.7__190__AT4G39745.1
OG0017533	AT1G79370	fgenesh1_pm.C_scaffold_2001861
OG0017534	AT2G16790	Al_scaffold_0003_3623
OG0017536	AT4G38460	scaffold_700035.1
OG0017537	AT3G04430	Al_scaffold_0001_135
OG0017538	AT5G01970	fgenesh2_kg.6__6__AT5G01970.1
OG0017539	AT4G38130	fgenesh1_pm.C_scaffold_7000002
OG0017540	AT5G18950	scaffold_601971.1
OG0017541	AT1G78550	fgenesh2_kg.2__2149__AT1G78550.1
OG0017542	AT2G02980	fgenesh2_kg.5__204__AT2G02980.1
