Orthogroup	Arabidopsis_thaliana	Eutrema_salsugineum
OG0015185	AT3G62240	EUTSA_v10005791mg
OG0015186	AT5G38900	EUTSA_v10027927mg
OG0015187	AT4G03620	EUTSA_v10029201mg
OG0015188	AT3G30300	EUTSA_v10003752mg
OG0015189	AT5G52580	EUTSA_v10012867mg
OG0015190	AT2G14095	EUTSA_v10022863mg
OG0015191	AT5G34930	EUTSA_v10020287mg
OG0015192	AT3G25560	EUTSA_v10003811mg
OG0015193	AT1G53770	EUTSA_v10011359mg
OG0015194	AT1G74720	EUTSA_v10018050mg
OG0015195	AT3G51630	EUTSA_v10010261mg
OG0015197	AT1G72690	EUTSA_v10019375mg
OG0015198	AT1G21350	EUTSA_v10008558mg
OG0015199	AT4G36240	EUTSA_v10026110mg
OG0015200	AT5G51700	EUTSA_v10014608mg
OG0015201	AT5G40160	EUTSA_v10027842mg
OG0015202	AT4G23860	EUTSA_v10025382mg
OG0015204	AT4G17540	EUTSA_v10025654mg
OG0015205	AT4G05220	EUTSA_v10028945mg
OG0015206	AT1G56345	EUTSA_v10023586mg
OG0015207	AT4G36850	EUTSA_v10025420mg
OG0015208	AT5G08650	EUTSA_v10012870mg
OG0015209	AT3G23400	EUTSA_v10021276mg
OG0015210	AT1G03320	EUTSA_v10009886mg
OG0015211	AT5G11600	EUTSA_v10014651mg
OG0015212	AT5G61350	EUTSA_v10003647mg
OG0015213	AT1G63410	EUTSA_v10023707mg
OG0015214	AT2G26470	EUTSA_v10003450mg
OG0015216	AT3G57080	EUTSA_v10006218mg
OG0015217	AT5G12440	EUTSA_v10012926mg
OG0015218	AT1G67180	EUTSA_v10018524mg
OG0015219	AT3G54870	EUTSA_v10010108mg
OG0015220	AT2G28260	EUTSA_v10016341mg
OG0015221	AT1G09630	EUTSA_v10008742mg
OG0015222	AT4G30830	EUTSA_v10025538mg
OG0015223	AT4G00980	EUTSA_v10029236mg
OG0015224	AT3G06170	EUTSA_v10020853mg
OG0015225	AT2G39840	EUTSA_v10016951mg
OG0015226	AT3G57062	EUTSA_v10006358mg
OG0015227	AT1G26190	EUTSA_v10006992mg
OG0015229	AT3G55840	EUTSA_v10010400mg
OG0015230	AT4G15563	EUTSA_v10026419mg
OG0015231	AT1G75170	EUTSA_v10018941mg
OG0015232	AT1G13220	EUTSA_v10006601mg
OG0015233	AT4G16340	EUTSA_v10024194mg
OG0015234	AT3G62340	EUTSA_v10006458mg
OG0015235	AT5G44010	EUTSA_v10003421mg
OG0015236	AT4G33620	EUTSA_v10024447mg
OG0015237	AT1G07040	EUTSA_v10007958mg
OG0015238	AT2G03070	EUTSA_v10004003mg
OG0015239	AT4G02780	EUTSA_v10029352mg
OG0015240	AT4G31920	EUTSA_v10024866mg
OG0015241	AT5G43710	EUTSA_v10003168mg
OG0015242	AT5G51560	EUTSA_v10012874mg
OG0015243	AT5G05510	EUTSA_v10013424mg
OG0015244	AT2G14045	EUTSA_v10023143mg
OG0015245	AT3G25480	EUTSA_v10002639mg
OG0015246	AT1G63520	EUTSA_v10023379mg
OG0015247	AT5G63460	EUTSA_v10005047mg
OG0015248	AT1G64860	EUTSA_v10002486mg
OG0015249	AT1G02640	EUTSA_v10006876mg
OG0015250	AT1G77030	EUTSA_v10018119mg, EUTSA_v10000296mg
OG0015251	AT5G01930	EUTSA_v10013730mg
OG0015253	AT1G80400	EUTSA_v10018651mg
OG0015254	AT3G56310	EUTSA_v10005987mg
OG0015255	AT4G39380	EUTSA_v10024889mg
OG0015256	AT3G44600	EUTSA_v10002440mg
OG0015257	AT5G64110	EUTSA_v10004567mg
OG0015259	AT4G17750	EUTSA_v10025116mg
OG0015260	AT5G65230	EUTSA_v10004620mg
OG0015261	AT1G08750	EUTSA_v10007907mg
OG0015262	AT4G08790	EUTSA_v10028848mg
OG0015263	AT5G18100	EUTSA_v10014873mg
OG0015264	AT4G27750	EUTSA_v10025816mg
OG0015265	AT3G42950	EUTSA_v10002498mg
OG0015266	AT2G24310	EUTSA_v10000603mg
OG0015267	AT2G24350	EUTSA_v10000139mg
OG0015268	AT5G53486	EUTSA_v10015155mg
OG0015269	AT4G09140	EUTSA_v10028465mg
OG0015270	AT3G47250, AT3G47200, AT3G47210	EUTSA_v10011001mg, EUTSA_v10010335mg
OG0015271	AT1G01910	EUTSA_v10008053mg
OG0015272	AT1G80310	EUTSA_v10019779mg
OG0015273	AT3G13170	EUTSA_v10022332mg
OG0015274	AT5G65495	EUTSA_v10005325mg
OG0015275	AT4G31270	EUTSA_v10025787mg
OG0015276	AT1G53710	EUTSA_v10011378mg
OG0015277	AT5G58620	EUTSA_v10012984mg
OG0015279	AT1G06990	EUTSA_v10008013mg
OG0015280	AT2G30070	EUTSA_v10016325mg
OG0015281	AT1G30090	EUTSA_v10007818mg
OG0015282	AT5G56320	EUTSA_v10014463mg
OG0015283	AT3G07525	EUTSA_v10022158mg
OG0015284	AT1G75270	EUTSA_v10019864mg
OG0015285	AT4G23810	EUTSA_v10025724mg
OG0015286	AT2G02500	EUTSA_v10004647mg
OG0015287	ATCG00490	EUTSA_v10010325mg
OG0015288	AT1G76790	EUTSA_v10018739mg
OG0015289	AT5G55220	EUTSA_v10013195mg
OG0015290	AT1G13690	EUTSA_v10008898mg
OG0015291	AT1G12230	EUTSA_v10007790mg
OG0015292	AT5G25320	EUTSA_v10004050mg
OG0015294	AT5G01820	EUTSA_v10013496mg
OG0015295	AT3G28470	EUTSA_v10005502mg
OG0015296	AT5G24920	EUTSA_v10005084mg
OG0015297	AT1G16070	EUTSA_v10007810mg
OG0015298	AT5G40390	EUTSA_v10027649mg
OG0015299	AT3G17668	EUTSA_v10021734mg
OG0015300	AT3G55820	EUTSA_v10010736mg
OG0015301	AT5G22790	EUTSA_v10013586mg
OG0015302	AT1G75210	EUTSA_v10018265mg
OG0015303	AT5G16610	EUTSA_v10012945mg
OG0015304	AT2G14620	EUTSA_v10022791mg
OG0015305	AT1G49430	EUTSA_v10011292mg
OG0015306	AT1G03160	EUTSA_v10006729mg
OG0015307	AT5G66590	EUTSA_v10004516mg
OG0015308	AT1G62850	EUTSA_v10023661mg
OG0015309	AT1G10040	EUTSA_v10007805mg
OG0015310	AT3G19700	EUTSA_v10022054mg
OG0015311	AT5G45520	EUTSA_v100007490mg, EUTSA_v100007491mg
OG0015312	AT5G09380	EUTSA_v10014696mg, EUTSA_v10002636mg
OG0015313	AT3G27310	EUTSA_v10004822mg
OG0015314	AT4G11410	EUTSA_v10028811mg
OG0015315	AT2G18460	EUTSA_v10023122mg
OG0015316	AT3G59390	EUTSA_v10006168mg
OG0015317	AT3G49740	EUTSA_v10010148mg
OG0015318	AT4G24270	EUTSA_v10024416mg
OG0015319	AT1G68470	EUTSA_v10018517mg
OG0015320	AT1G54610	EUTSA_v10023378mg
OG0015321	AT4G25450	EUTSA_v10024541mg
OG0015322	AT1G79080	EUTSA_v10018334mg
OG0015323	AT1G33470	EUTSA_v10008315mg
OG0015324	AT2G02400	EUTSA_v10004604mg
OG0015325	AT1G79760	EUTSA_v10018887mg
OG0015326	AT5G11410	EUTSA_v10014040mg
OG0015327	AT1G78060	EUTSA_v10018160mg
OG0015328	AT4G26440	EUTSA_v10027010mg
OG0015329	AT2G17300	EUTSA_v10023149mg, EUTSA_v10021664mg
OG0015330	AT3G53920	EUTSA_v10010251mg
OG0015331	AT2G01818	EUTSA_v10005480mg
OG0015333	AT3G02645	EUTSA_v10022378mg
OG0015334	AT3G54940	EUTSA_v10010475mg
OG0015335	AT5G65520	EUTSA_v10005489mg
OG0015336	AT5G51720	EUTSA_v10015074mg
OG0015337	AT5G62110, AT5G62120	EUTSA_v10005676mg
OG0015338	AT3G49710	EUTSA_v10010157mg
OG0015339	AT5G03310	EUTSA_v10015803mg
OG0015340	AT4G31990	EUTSA_v10025142mg
OG0015341	AT1G73850	EUTSA_v10018279mg
OG0015342	AT5G52220	EUTSA_v10015042mg
OG0015343	AT5G01740	EUTSA_v10014882mg
OG0015344	AT1G15710	EUTSA_v10008067mg
OG0015345	AT5G20060	EUTSA_v10014480mg
OG0015346	AT2G01460	EUTSA_v10000761mg
OG0015348	AT5G09860	EUTSA_v10013059mg
OG0015349	AT4G24210	EUTSA_v10026481mg
OG0015350	AT3G63350	EUTSA_v10006463mg
OG0015351	AT1G01180	EUTSA_v10008287mg
OG0015352	AT2G40930	EUTSA_v10016401mg
OG0015353	AT5G57100	EUTSA_v10013779mg
OG0015355	AT1G73177	EUTSA_v10019421mg
OG0015356	AT5G47400	EUTSA_v10000783mg
OG0015358	AT4G32560	EUTSA_v10025779mg
OG0015359	AT5G60960	EUTSA_v10004006mg
OG0015362	AT4G10240	EUTSA_v10029034mg
OG0015363	AT2G28810	EUTSA_v10016938mg
OG0015365	AT3G20150	EUTSA_v10019945mg
OG0015366	AT3G24560	EUTSA_v10002431mg
OG0015367	AT3G06110	EUTSA_v10021629mg
OG0015368	AT1G10800	EUTSA_v10009458mg
OG0015369	AT3G25870	EUTSA_v10005009mg
OG0015370	AT3G60890	EUTSA_v10006309mg
OG0015372	AT3G07670	EUTSA_v10020552mg
OG0015373	AT3G27110	EUTSA_v10004520mg
OG0015374	AT2G22070	EUTSA_v10000053mg, EUTSA_v10000473mg
OG0015375	AT3G14750	EUTSA_v10021120mg
OG0015377	AT5G61370	EUTSA_v10004085mg
OG0015378	AT4G40050	EUTSA_v10024726mg
OG0015379	AT5G07790	EUTSA_v10015619mg
OG0015380	AT5G56730	EUTSA_v10012682mg
OG0015381	AT1G23860	EUTSA_v10008869mg
OG0015382	AT5G07810	EUTSA_v10012481mg
OG0015383	AT3G01720	EUTSA_v10020079mg
OG0015385	AT1G31790	EUTSA_v10009456mg
OG0015386	AT4G24470	EUTSA_v10025795mg
OG0015387	AT1G26900	EUTSA_v10009468mg
OG0015388	AT1G04390	EUTSA_v10006788mg
OG0015389	AT4G14210	EUTSA_v10024795mg
OG0015390	AT4G09530	EUTSA_v10029288mg
OG0015391	AT4G02140	EUTSA_v10029260mg
OG0015392	AT1G67770	EUTSA_v10018362mg
OG0015393	AT1G61670	EUTSA_v10023415mg
OG0015394	AT3G51790	EUTSA_v10010653mg
OG0015396	AT3G61170	EUTSA_v10006471mg
OG0015397	AT1G10522	EUTSA_v10008855mg
OG0015398	AT2G13820	EUTSA_v10022877mg
OG0015399	AT5G49880	EUTSA_v10012797mg
OG0015400	AT3G02860	EUTSA_v10021193mg
OG0015402	AT5G23570	EUTSA_v10003814mg
OG0015403	AT1G27960	EUTSA_v10007434mg
OG0015404	AT5G64720	EUTSA_v10005395mg
OG0015405	AT5G11450	EUTSA_v10014231mg
OG0015406	AT2G23340	EUTSA_v10000354mg
OG0015407	AT5G13980	EUTSA_v10012546mg
OG0015408	AT5G23590	EUTSA_v10004704mg
OG0015409	AT2G18950	EUTSA_v10022720mg
OG0015410	AT1G33430	EUTSA_v10007836mg
OG0015411	AT1G17640	EUTSA_v10007978mg
OG0015412	AT5G63790	EUTSA_v10004786mg
OG0015413	AT5G01260	EUTSA_v10013736mg
OG0015414	AT1G16260	EUTSA_v10006974mg
OG0015415	AT5G24165	EUTSA_v10005218mg
OG0015416	AT2G04860	EUTSA_v10002423mg
OG0015417	AT2G20890	EUTSA_v10002049mg
OG0015418	AT5G13230	EUTSA_v10012703mg
OG0015419	AT4G18372	EUTSA_v10026609mg
OG0015420	AT1G48350	EUTSA_v10011822mg
OG0015421	AT5G55570	EUTSA_v10014968mg
OG0015422	AT1G60050	EUTSA_v10023532mg
OG0015423	AT5G45350	EUTSA_v10001039mg
OG0015424	AT4G25770	EUTSA_v10025307mg
OG0015425	AT5G03980	EUTSA_v10015988mg, EUTSA_v10015547mg
OG0015426	AT2G26290	EUTSA_v10002290mg, EUTSA_v10002210mg
OG0015428	AT1G29010	EUTSA_v10009513mg
OG0015429	AT3G19970	EUTSA_v10020748mg
OG0015430	AT4G18640	EUTSA_v10024616mg
OG0015431	AT5G66890	EUTSA_v10005517mg
OG0015432	AT4G09980	EUTSA_v10028402mg
OG0015433	AT1G56420	EUTSA_v10023712mg
OG0015434	AT4G02485	EUTSA_v10002719mg, EUTSA_v10028943mg
OG0015435	AT1G34670	EUTSA_v10001820mg
OG0015436	AT4G24460	EUTSA_v10025263mg
OG0015437	AT4G35350	EUTSA_v10025568mg, EUTSA_v10000553mg
OG0015438	AT5G62630	EUTSA_v10003739mg
OG0015439	AT4G07990	EUTSA_v10028923mg
OG0015440	AT5G10860	EUTSA_v10014695mg
OG0015441	AT5G16020	EUTSA_v10015867mg
OG0015442	AT4G28070	EUTSA_v10025101mg
OG0015443	AT2G30940	EUTSA_v10017785mg
OG0015444	AT4G13550	EUTSA_v10024569mg
OG0015445	AT1G35440	EUTSA_v10001866mg
OG0015446	AT1G49130	EUTSA_v10011633mg
OG0015448	AT5G20860	EUTSA_v10013149mg
OG0015449	AT3G47400	EUTSA_v10010228mg
OG0015450	AT4G35130	EUTSA_v10024444mg
OG0015451	AT1G76370	EUTSA_v10018707mg
OG0015452	AT5G02190	EUTSA_v10013546mg
OG0015453	AT5G52240	EUTSA_v10014624mg
OG0015454	AT5G55830	EUTSA_v10012869mg
OG0015455	AT5G56250	EUTSA_v10012702mg
OG0015456	AT1G80880	EUTSA_v10018367mg
OG0015457	AT1G18550	EUTSA_v10006920mg
OG0015459	AT1G50650	EUTSA_v10012178mg
OG0015460	AT2G17520	EUTSA_v10022558mg
OG0015461	AT5G51210	EUTSA_v10015754mg
OG0015462	AT1G48870	EUTSA_v10011347mg
OG0015464	AT2G26500	EUTSA_v10001257mg
OG0015465	AT3G13229	EUTSA_v10022027mg
OG0015466	AT1G66810	EUTSA_v10018817mg
OG0015467	AT1G16830	EUTSA_v10007086mg
OG0015468	AT3G15150	EUTSA_v10021394mg
OG0015469	AT5G24010	EUTSA_v10003655mg
OG0015470	AT1G55450	EUTSA_v10011654mg
OG0015471	AT5G27950	EUTSA_v10003818mg
OG0015472	AT1G48270	EUTSA_v10011644mg
OG0015473	AT2G36810	EUTSA_v10016131mg
OG0015474	AT5G64920	EUTSA_v10005668mg
OG0015475	AT3G52640	EUTSA_v10010197mg
OG0015476	AT4G38370	EUTSA_v10004876mg
OG0015477	AT3G16230	EUTSA_v10020736mg
OG0015478	AT2G37300	EUTSA_v10017275mg
OG0015479	AT4G35000	EUTSA_v10025911mg
OG0015480	AT2G39170	EUTSA_v10017199mg
OG0015481	AT4G31200	EUTSA_v10024645mg
OG0015482	AT3G14075	EUTSA_v10020264mg
OG0015483	AT3G02060	EUTSA_v10020076mg
OG0015484	AT3G54860	EUTSA_v10010229mg
OG0015485	AT1G50670	EUTSA_v10011780mg
OG0015486	AT4G28540	EUTSA_v10025069mg
OG0015487	AT4G10920	EUTSA_v10029021mg
OG0015488	AT1G68820	EUTSA_v10018496mg
OG0015489	AT1G52830	EUTSA_v10012354mg
OG0015490	AT3G09080	EUTSA_v10022253mg
OG0015491	AT2G28440	EUTSA_v10017667mg
OG0015492	AT5G52310	EUTSA_v10015427mg
OG0015493	AT5G40630	EUTSA_v10028263mg
OG0015494	AT1G71240	EUTSA_v10018126mg
OG0015495	AT2G17440	EUTSA_v10022639mg
OG0015496	AT5G48060	EUTSA_v10003567mg
OG0015497	AT5G35970	EUTSA_v10003611mg
OG0015498	AT2G24540	EUTSA_v10000205mg
OG0015499	AT5G50380	EUTSA_v10012863mg
OG0015500	AT5G27710	EUTSA_v10005730mg
OG0015501	AT1G17410	EUTSA_v10008875mg
OG0015502	AT3G27580	EUTSA_v10003895mg
OG0015503	AT4G25580	EUTSA_v10024860mg
OG0015504	AT3G11640	EUTSA_v10022040mg
OG0015505	AT1G69800	EUTSA_v10018543mg
OG0015506	AT1G50890	EUTSA_v10011243mg
OG0015507	AT3G47450	EUTSA_v10010252mg
OG0015508	AT5G01590	EUTSA_v10013251mg
OG0015509	AT3G10360	EUTSA_v10019985mg
OG0015510	AT1G06240	EUTSA_v10007851mg
OG0015511	AT5G42780	EUTSA_v10009416mg
OG0015512	AT5G08030	EUTSA_v10013858mg
OG0015513	AT3G52390	EUTSA_v10010578mg
OG0015514	AT5G01170	EUTSA_v10015965mg
OG0015515	AT1G75450	EUTSA_v10018378mg
OG0015516	AT5G63610	EUTSA_v10004142mg
OG0015517	AT3G09400	EUTSA_v10022396mg
OG0015518	AT3G56650	EUTSA_v10006177mg
OG0015519	AT4G35080	EUTSA_v10025471mg
OG0015520	AT2G44110	EUTSA_v10001415mg
OG0015521	AT3G47420	EUTSA_v10010285mg
OG0015523	AT4G28820	EUTSA_v10026155mg
OG0015524	AT3G60340	EUTSA_v10006085mg
OG0015525	AT1G12845	EUTSA_v10010043mg
OG0015526	AT1G21510	EUTSA_v10009526mg
OG0015527	AT5G49410	EUTSA_v10005097mg
OG0015528	AT4G29890	EUTSA_v10025251mg
OG0015530	AT1G70950	EUTSA_v10018477mg
OG0015531	AT5G54880	EUTSA_v10013739mg
OG0015532	AT5G08780	EUTSA_v10015336mg
OG0015533	AT5G02820	EUTSA_v10015802mg
OG0015534	AT5G40800	EUTSA_v10028138mg
OG0015535	AT3G24320	EUTSA_v10002376mg
OG0015536	AT3G56260	EUTSA_v10006243mg
OG0015537	AT2G47310	EUTSA_v10001438mg
OG0015538	AT4G31720	EUTSA_v10026546mg
OG0015539	AT2G43210	EUTSA_v10001393mg
OG0015540	AT2G19990	EUTSA_v10002159mg
OG0015541	AT3G07400	EUTSA_v10019992mg
OG0015542	AT4G17085	EUTSA_v10026742mg
OG0015543	AT4G21323	EUTSA_v10024459mg
OG0015544	AT5G46150	EUTSA_v10000949mg
OG0015545	AT2G17030	EUTSA_v10022716mg
OG0015546	AT2G39920	EUTSA_v10017044mg
OG0015547	AT2G47750	EUTSA_v10001368mg
OG0015548	AT1G67190	EUTSA_v10018615mg
OG0015549	AT1G63490	EUTSA_v10023217mg
OG0015550	AT3G49540	EUTSA_v10010792mg
OG0015551	AT1G20560	EUTSA_v10007137mg
OG0015552	AT3G26500	EUTSA_v10004130mg
OG0015553	AT5G09300	EUTSA_v10013452mg
OG0015554	AT3G08800	EUTSA_v10022535mg
OG0015555	AT5G46370	EUTSA_v10000885mg
OG0015556	AT5G49810	EUTSA_v10028379mg
OG0015558	AT2G14910	EUTSA_v10022715mg
OG0015559	AT5G51340	EUTSA_v10012792mg
OG0015560	AT2G33580	EUTSA_v10016366mg
OG0015562	AT1G73090	EUTSA_v10018923mg
OG0015563	AT2G25297, AT3G13433	EUTSA_v10021876mg
OG0015565	AT1G58170	EUTSA_v10023714mg
OG0015566	AT1G60560	EUTSA_v10023307mg
OG0015567	AT4G20070	EUTSA_v10024702mg, EUTSA_v10025370mg
OG0015568	AT5G36120	EUTSA_v10005006mg
OG0015569	AT5G58960	EUTSA_v10013123mg
OG0015570	AT3G52290	EUTSA_v10010395mg
OG0015571	AT1G67350	EUTSA_v10019308mg
OG0015572	AT3G17680	EUTSA_v10021085mg
OG0015573	AT1G34640	EUTSA_v10001839mg
OG0015574	AT4G11440	EUTSA_v10028506mg
OG0015575	AT4G31500	EUTSA_v10010978mg, EUTSA_v10004064mg
OG0015576	AT5G40510	EUTSA_v10027837mg
OG0015577	AT1G75860	EUTSA_v10019693mg
OG0015578	AT3G59470	EUTSA_v10006173mg
OG0015579	AT1G55880	EUTSA_v10011512mg
OG0015580	AT1G68350	EUTSA_v10019802mg
OG0015581	AT1G72440	EUTSA_v10018056mg
OG0015582	AT1G29000	EUTSA_v10009467mg
OG0015583	AT5G04710	EUTSA_v10013255mg
OG0015584	AT3G16840	EUTSA_v10020025mg
OG0015585	AT4G15030	EUTSA_v10026084mg
OG0015586	AT2G01735	EUTSA_v10004486mg
OG0015587	AT3G50360	EUTSA_v10008929mg
OG0015588	AT5G46874, AT5G46871	EUTSA_v10001109mg
OG0015589	AT4G17905	EUTSA_v10025810mg
OG0015590	AT2G06050	EUTSA_v10002563mg
OG0015591	AT1G74400	EUTSA_v10018864mg
OG0015592	AT1G34770	EUTSA_v10001858mg
OG0015593	AT3G50700	EUTSA_v10010353mg
OG0015594	AT1G10130	EUTSA_v10006682mg
OG0015595	AT2G46640	EUTSA_v10001576mg
OG0015596	AT1G52200	EUTSA_v10011813mg
OG0015597	AT1G52770	EUTSA_v10011482mg
OG0015598	AT4G14170	EUTSA_v10027059mg
OG0015599	AT2G19620	EUTSA_v10002029mg
OG0015600	AT5G03180	EUTSA_v10013453mg
OG0015601	AT3G11530	EUTSA_v10021777mg
OG0015602	AT3G20810	EUTSA_v10021129mg
OG0015603	AT3G23255	EUTSA_v10021467mg
OG0015604	AT2G23670	EUTSA_v10000353mg
OG0015605	AT3G46760	EUTSA_v10002855mg
OG0015606	AT4G11140	EUTSA_v10029132mg
OG0015607	AT4G40090	EUTSA_v10027594mg
OG0015608	AT5G58800	EUTSA_v10014688mg
OG0015609	AT5G51160	EUTSA_v10015548mg
OG0015610	AT4G33080	EUTSA_v10024933mg
OG0015611	AT1G69060	EUTSA_v10018302mg
OG0015612	AT3G02450	EUTSA_v10020311mg
OG0015614	AT4G15830	EUTSA_v10025856mg
OG0015616	AT4G11290	EUTSA_v10028797mg
OG0015617	AT5G26240	EUTSA_v10003643mg
OG0015618	AT3G02210	EUTSA_v10020716mg
OG0015619	AT4G09620	EUTSA_v10028979mg
OG0015621	AT3G24750	EUTSA_v10002691mg
OG0015622	AT2G33170	EUTSA_v10016163mg
OG0015623	AT5G26880	EUTSA_v10006150mg
OG0015624	AT1G13990	EUTSA_v10008453mg
OG0015625	AT1G28210	EUTSA_v10007688mg
OG0015626	AT4G14920	EUTSA_v10024261mg
OG0015627	AT4G17150	EUTSA_v10027147mg
OG0015628	AT2G23890	EUTSA_v10000110mg
OG0015629	AT2G17972	EUTSA_v10022884mg
OG0015630	AT5G42310	EUTSA_v10027665mg
OG0015631	AT5G04180	EUTSA_v10014397mg
OG0015632	AT1G47900	EUTSA_v100112021mg
OG0015633	AT5G52790	EUTSA_v10013346mg
OG0015634	AT5G33280	EUTSA_v10003685mg
OG0015635	AT3G42960	EUTSA_v10003119mg
OG0015636	AT4G02670	EUTSA_v10028701mg
OG0015637	AT2G45600	EUTSA_v10001557mg
OG0015638	AT5G52170	EUTSA_v10015677mg
OG0015639	AT1G76200	EUTSA_v10019410mg
OG0015640	AT1G69440	EUTSA_v10018068mg
OG0015641	AT4G29070	EUTSA_v10026099mg
OG0015642	AT5G58300	EUTSA_v10012925mg
OG0015643	AT1G71220	EUTSA_v10018004mg
OG0015644	AT2G30600	EUTSA_v10016264mg
OG0015645	AT2G17033	EUTSA_v10022675mg
OG0015646	AT1G25360	EUTSA_v10006846mg
OG0015647	AT5G64320	EUTSA_v10005307mg
OG0015648	AT2G30105	EUTSA_v10016813mg
OG0015649	AT4G01395	EUTSA_v10028369mg
OG0015650	AT1G26230	EUTSA_v10007125mg
OG0015651	AT1G32900	EUTSA_v10007089mg
OG0015652	AT1G16590	EUTSA_v10008810mg
OG0015653	AT5G56850	EUTSA_v10013398mg
OG0015654	AT5G54090	EUTSA_v10012724mg
OG0015655	AT5G38865	EUTSA_v10028187mg
OG0015656	AT4G16310	EUTSA_v10024204mg
OG0015657	AT5G40400	EUTSA_v10027688mg
OG0015658	AT5G14450	EUTSA_v10013537mg
OG0015659	AT5G10190	EUTSA_v10013341mg
OG0015660	AT4G34140	EUTSA_v10025133mg
OG0015663	AT4G15420	EUTSA_v10024806mg
OG0015664	AT2G19870	EUTSA_v10002296mg
OG0015665	AT1G55150	EUTSA_v10011413mg
OG0015666	AT5G18580	EUTSA_v10013373mg
OG0015667	AT2G38660	EUTSA_v10016863mg
OG0015668	AT1G45160	EUTSA_v10011200mg
OG0015670	AT3G62000	EUTSA_v10006151mg
OG0015671	AT2G20250	EUTSA_v10001946mg
OG0015672	AT1G80630	EUTSA_v10018340mg
OG0015673	AT2G27060	EUTSA_v10001893mg
OG0015674	AT3G61670	EUTSA_v10005787mg
OG0015675	AT1G30570	EUTSA_v10006779mg
OG0015676	AT4G21780	EUTSA_v10027254mg
OG0015677	AT3G62130	EUTSA_v10005965mg
OG0015678	AT5G19670	EUTSA_v10013011mg
OG0015679	AT1G53270	EUTSA_v10011974mg
OG0015680	AT5G06140	EUTSA_v10013711mg
OG0015681	AT3G01180	EUTSA_v10020091mg
OG0015682	AT3G25210	EUTSA_v10002564mg
OG0015683	AT4G24370	EUTSA_v10026382mg
OG0015684	AT5G14660	EUTSA_v10014367mg
OG0015685	AT1G53910	EUTSA_v10011606mg
OG0015686	AT5G03660	EUTSA_v10014828mg
OG0015687	AT4G35170	EUTSA_v10025836mg
OG0015688	AT5G53460	EUTSA_v10012414mg
OG0015689	AT1G56423	EUTSA_v10023634mg
OG0015690	AT5G22510	EUTSA_v10012973mg
OG0015691	AT3G28150	EUTSA_v10005387mg
OG0015692	AT4G38890	EUTSA_v10024574mg
OG0015693	AT5G57700	EUTSA_v10013983mg
OG0015694	AT5G35580	EUTSA_v10004211mg
OG0015695	AT1G09910	EUTSA_v10007058mg
OG0015696	AT3G24630	EUTSA_v10002425mg
OG0015697	AT5G14530	EUTSA_v10014091mg
OG0015698	AT5G45850	EUTSA_v10000904mg
OG0015699	AT5G35170	EUTSA_v10003444mg
OG0015700	AT3G24495	EUTSA_v10002887mg
OG0015701	AT3G17930	EUTSA_v10021570mg
OG0015702	AT1G04100	EUTSA_v10008519mg
OG0015703	AT5G41960	EUTSA_v10027936mg
OG0015704	AT1G14440	EUTSA_v10008236mg
OG0015705	AT4G02610	EUTSA_v10028877mg
OG0015706	AT3G21060	EUTSA_v10020461mg
OG0015707	AT3G19870	EUTSA_v10019942mg
OG0015708	AT4G03200	EUTSA_v10028434mg
OG0015709	AT2G22530	EUTSA_v10000032mg
OG0015710	AT5G11030	EUTSA_v10013026mg
OG0015711	AT4G02090	EUTSA_v10029320mg
OG0015712	AT5G57140	EUTSA_v10013720mg
OG0015713	AT1G79810	EUTSA_v10018845mg
OG0015714	AT3G52520	EUTSA_v10011026mg
OG0015715	AT2G04160	EUTSA_v10002408mg
OG0015716	AT4G39150	EUTSA_v10025633mg
OG0015717	AT3G57910	EUTSA_v10006171mg
OG0015718	AT1G26460	EUTSA_v10007071mg
OG0015719	AT4G38530	EUTSA_v10024782mg
OG0015720	AT5G19950	EUTSA_v10013545mg
OG0015721	AT2G29560	EUTSA_v10016594mg
OG0015722	AT1G68790	EUTSA_v10019562mg
OG0015723	AT2G37025	EUTSA_v10016738mg
OG0015725	AT3G10405	EUTSA_v10021497mg
OG0015726	AT1G66900	EUTSA_v10018994mg
OG0015727	AT4G33470	EUTSA_v10025266mg
OG0015729	AT1G56590	EUTSA_v10023492mg
OG0015730	AT2G37310	EUTSA_v10016362mg
OG0015731	AT1G42990	EUTSA_v10004635mg
OG0015732	AT4G36120	EUTSA_v10024308mg
OG0015733	AT2G28290	EUTSA_v10016121mg
OG0015734	AT5G22545	EUTSA_v10015057mg, EUTSA_v10015096mg
OG0015735	AT4G05070	EUTSA_v10029473mg
OG0015736	AT5G09580	EUTSA_v10013860mg
OG0015737	AT4G02550	EUTSA_v10028829mg
OG0015738	AT5G41970	EUTSA_v10027801mg
OG0015739	AT3G60970, AT3G60160	EUTSA_v10005742mg
OG0015741	AT5G57880	EUTSA_v10015603mg
OG0015742	AT4G22740	EUTSA_v10025744mg
OG0015743	AT5G20080	EUTSA_v100141990mg
OG0015744	AT1G27752	EUTSA_v10006764mg
OG0015745	AT3G01810	EUTSA_v10022949mg, EUTSA_v10020012mg
OG0015746	AT5G37850	EUTSA_v10027854mg
OG0015747	AT1G23000	EUTSA_v10009651mg
OG0015748	AT5G58910	EUTSA_v10013285mg
OG0015749	AT5G18570	EUTSA_v10012865mg
OG0015750	AT3G18110	EUTSA_v10019896mg
