Orthogroup	Arabidopsis_thaliana	Tarenaya_hassleriana
OG0010946	AT5G67430	Th2v11739, Th2v14245, Th2v26637
OG0010948	AT3G56080	Th2v06725, Th2v15422
OG0010949	AT2G25280	Th2v03685
OG0010951	AT5G26600	Th2v11246, Th2v18433
OG0010952	AT1G23390	Th2v25695
OG0010953	AT2G35790	Th2v03593
OG0010954	AT1G19530	Th2v28045, Th2v28046
OG0010955	AT5G19680	Th2v19074
OG0010956	AT3G04610	Th2v17673, Th2v25390
OG0010957	AT1G68150	Th2v29994
OG0010958	AT3G22450	Th2v18661
OG0010959	AT1G52320	Th2v21943
OG0010960	AT2G05790	Th2v08540
OG0010961	AT5G23030	Th2v24112
OG0010962	AT5G19960	Th2v21509
OG0010963	AT5G67490	Th2v11744
OG0010964	AT3G25400	Th2v08583, Th2v19595
OG0010965	AT1G67930	Th2v28268
OG0010966	AT3G51990	Th2v11584, Th2v08630
OG0010967	AT4G34810	Th2v02799
OG0010968	AT3G58600	Th2v03505
OG0010969	AT2G07690	Th2v19702
OG0010970	AT4G20000	Th2v04282, Th2v16615
OG0010971	AT5G20500	Th2v18996
OG0010972	AT1G70190	Th2v04279
OG0010973	AT5G58730	Th2v18715
OG0010974	AT1G67850	Th2v28258
OG0010975	AT3G43720	Th2v18956
OG0010976	AT5G55250	Th2v09440, Th2v21648
OG0010977	AT2G26180	Th2v01942, Th2v02626
OG0010978	AT5G53890	Th2v09662
OG0010981	AT1G54410	Th2v00685, Th2v30249, Th2v31385
OG0010982	AT5G54585	Th2v20410
OG0010984	AT1G32520	Th2v29229
OG0010985	AT1G62970	Th2v02702
OG0010986	AT3G01710	Th2v23181
OG0010987	AT3G54050	Th2v03696
OG0010988	AT5G59560	Th2v03848
OG0010989	AT3G17090	Th2v18275
OG0010990	AT3G52380	Th2v31047
OG0010991	AT1G12430	Th2v06025, Th2v14733
OG0010992	AT4G33170	Th2v01932
OG0010993	AT4G04880	Th2v04398
OG0010994	AT4G11720	Th2v10842
OG0010995	AT2G12550	Th2v19718
OG0010996	AT1G68010	Th2v12599
OG0010997	AT1G26820	Th2v25625
OG0010998	AT2G33610	Th2v17231
OG0010999	AT5G51430	Th2v09335
OG0011000	AT1G64620	Th2v20433
OG0011001	AT1G14205	Th2v28687
OG0011002	AT5G58450	Th2v17787, Th2v21330
OG0011003	AT5G42100	Th2v06089, Th2v14798
OG0011005	AT5G57390	Th2v05568, Th2v09583
OG0011006	AT5G48230	Th2v11505
OG0011007	AT5G49840	Th2v29562, Th2v29564
OG0011008	AT3G17350	Th2v25532
OG0011009	AT5G07910	Th2v13864
OG0011010	AT4G02350	Th2v07931
OG0011013	AT5G63940	Th2v13747
OG0011014	AT2G40760	Th2v28399
OG0011015	AT5G66815	Th2v14204, Th2v26678
OG0011016	AT3G20450	Th2v21811
OG0011017	AT2G37250	Th2v14626
OG0011018	AT1G75100	Th2v31187
OG0011019	AT3G63500	Th2v07445
OG0011020	AT5G67340	Th2v13530, Th2v14238, Th2v26644
OG0011021	AT5G17240	Th2v22959
OG0011022	AT4G32272	Th2v01871
OG0011023	AT3G02570	Th2v23033
OG0011024	AT1G27880	Th2v26448
OG0011025	AT1G06010	Th2v08168
OG0011026	AT3G44200	Th2v17955
OG0011027	AT2G26150	Th2v11067, Th2v11066, Th2v29807
OG0011028	AT1G13330	Th2v00197
OG0011030	AT5G23710	Th2v17340
OG0011031	AT2G25260	Th2v01862
OG0011032	AT5G06940	Th2v14302, Th2v22126
OG0011033	AT2G37420	Th2v16967
OG0011034	AT4G10130	Th2v18247
OG0011035	AT5G47500	Th2v17092
OG0011036	AT4G34940	Th2v02516, Th2v02875
OG0011037	AT4G17830	Th2v27181
OG0011038	AT5G12200	Th2v17560, Th2v19214
OG0011039	AT1G19600	Th2v28050
OG0011040	AT2G37500	Th2v25104
OG0011041	AT1G09010	Th2v00781
OG0011042	AT2G31200	Th2v08185, Th2v29184
OG0011043	AT4G24710	Th2v26801, Th2v30371
OG0011044	AT3G55730	Th2v03375, Th2v22358
OG0011045	AT1G62370	Th2v04916, Th2v20598
OG0011046	AT4G15650	Th2v26243
OG0011047	AT3G12680	Th2v13418, Th2v19839
OG0011049	AT3G12080	Th2v17526
OG0011050	AT2G37920	Th2v14592
OG0011051	AT5G11490	Th2v17628
OG0011052	AT4G31560	Th2v08640
OG0011053	AT4G17300	Th2v20690
OG0011054	AT1G19230	Th2v29573
OG0011056	AT2G31930	Th2v01190
OG0011057	AT5G59770	Th2v18803
OG0011058	AT4G39820	Th2v03194, Th2v12699
OG0011060	AT2G28690	Th2v07566, Th2v15720, Th2v01077, Th2v08299
OG0011061	AT3G50685	Th2v14195, Th2v26687
OG0011062	AT1G50620	Th2v29909
OG0011063	AT3G25620	Th2v00184, Th2v28567
OG0011065	AT2G38100	Th2v16908
OG0011066	AT5G41760	Th2v06069, Th2v14777
OG0011067	AT4G35770	Th2v02969, Th2v21586
OG0011068	AT3G09520	Th2v08919
OG0011069	AT3G12180	Th2v14304, Th2v22128
OG0011070	AT1G28220	Th2v10347, Th2v26471
OG0011071	AT3G15800	Th2v21965
OG0011072	AT3G05070	Th2v11153
OG0011073	AT5G60460	Th2v17888, Th2v18840
OG0011074	AT5G43150	Th2v10330
OG0011075	AT1G51080	Th2v21839
OG0011076	AT5G13950	Th2v06960, Th2v18200, Th2v23207
OG0011077	AT1G31600	Th2v27808
OG0011078	AT1G04200	Th2v08026
OG0011079	AT5G04860, AT2G10560	Th2v08876
OG0011080	AT1G20850	Th2v20866
OG0011081	AT1G73740	Th2v05912, Th2v21024
OG0011082	AT3G05675	Th2v08715
OG0011083	AT4G32270	Th2v02052
OG0011084	AT3G21530	Th2v25485
OG0011085	AT5G50970	Th2v26847
OG0011086	AT5G43540	Th2v16110, Th2v19400
OG0011087	AT5G42800	Th2v29825
OG0011088	AT1G01190	Th2v16371
OG0011089	AT2G30780	Th2v10467, Th2v15859
OG0011090	AT5G56930	Th2v21720
OG0011091	AT5G63810	Th2v13750
OG0011092	AT3G01980	Th2v23199
OG0011093	AT3G51740	Th2v03733, Th2v17000
OG0011094	AT3G58830	Th2v06884, Th2v25922
OG0011095	AT5G54200	Th2v09649
OG0011096	AT1G69370	Th2v24934
OG0011097	AT5G01720	Th2v08977, Th2v19875
OG0011098	AT3G22060	Th2v19301
OG0011099	AT5G25070	Th2v30223
OG0011100	AT5G58760	Th2v21321
OG0011101	AT1G49050	Th2v26386, Th2v27723
OG0011102	AT4G11160	Th2v10859
OG0011103	AT1G03310	Th2v16233
OG0011104	AT4G01050	Th2v22042
OG0011105	AT1G79690	Th2v05633, Th2v23380
OG0011106	AT5G57460	Th2v09587
OG0011109	AT5G22350	Th2v18909
OG0011110	AT1G77020	Th2v09838
OG0011111	AT5G13310	Th2v28168, Th2v31077
OG0011112	AT3G59420	Th2v13329, Th2v25959
OG0011113	AT1G73780	Th2v09918
OG0011114	AT1G69220	Th2v24917, Th2v30861
OG0011115	AT1G29220	Th2v26529
OG0011116	AT1G54050	Th2v00931
OG0011117	AT3G59410	Th2v13328, Th2v25958
OG0011118	AT3G44370	Th2v21199
OG0011119	AT3G54670	Th2v03554
OG0011120	AT1G69030	Th2v03974, Th2v24904
OG0011121	AT4G08555	Th2v04764, Th2v10965
OG0011122	AT1G44830	Th2v04790, Th2v17178
OG0011123	AT2G35490	Th2v01476, Th2v27766
OG0011125	AT4G08150	Th2v03826, Th2v28869
OG0011126	AT1G24706	Th2v03923, Th2v28271
OG0011129	AT5G58410	Th2v18688
OG0011130	AT3G06510	Th2v11355
OG0011131	AT2G45850	Th2v07165, Th2v12868, Th2v22563
OG0011132	AT4G18040	Th2v27160
OG0011133	AT3G23700	Th2v19468, Th2v28773
OG0011134	AT1G78770	Th2v10072
OG0011135	AT1G05385	Th2v15987
OG0011136	AT1G78910	Th2v05669
OG0011137	AT1G56180	Th2v13411
OG0011138	AT2G32290	Th2v16000
OG0011139	AT3G17520	Th2v18288
OG0011140	AT2G43480	Th2v13346, Th2v25969
OG0011141	AT5G13830	Th2v08669
OG0011142	AT4G29560	Th2v01198
OG0011145	AT5G55760	Th2v09469
OG0011146	AT4G39070	Th2v12563
OG0011147	AT4G09784, AT3G18520	Th2v26391, Th2v27717
OG0011148	AT5G13940	Th2v06959, Th2v18201
OG0011149	AT1G07010	Th2v10424, Th2v15824
OG0011150	AT1G61760	Th2v04946
OG0011151	AT4G22530	Th2v11945
OG0011152	AT3G18930	Th2v29965
OG0011153	AT4G36890	Th2v03090, Th2v12311
OG0011154	AT1G67400, AT3G43400	Th2v29643
OG0011155	AT4G36440	Th2v02430
OG0011156	AT5G10900	Th2v21399
OG0011157	AT3G28690	Th2v00370, Th2v23221
OG0011158	AT3G45400	Th2v05165, Th2v29219, Th2v30109
OG0011159	AT3G24430	Th2v19537
OG0011160	AT5G26720	Th2v18431
OG0011161	AT5G63520	Th2v09285, Th2v17358
OG0011162	AT2G39725	Th2v06683, Th2v15382
OG0011163	AT2G19940	Th2v01626
OG0011164	AT3G52105	Th2v11543
OG0011165	AT1G17330	Th2v23272
OG0011166	AT5G01010	Th2v19845
OG0011167	AT3G09740	Th2v20015
OG0011168	AT2G18050	Th2v02998, Th2v21557, Th2v12222
OG0011169	AT5G47380	Th2v27212
OG0011170	AT4G35520	Th2v12172
OG0011171	AT5G19900	Th2v18051, Th2v19039
OG0011172	AT5G42200	Th2v11053, Th2v31039
OG0011173	AT3G12587, AT5G02502, AT3G09455	Th2v17752
OG0011174	AT3G49070	Th2v14106, Th2v26785
OG0011175	AT5G08560	Th2v24149
OG0011176	AT2G23390	Th2v19805
OG0011177	AT5G50310	Th2v26817
OG0011178	AT3G05990	Th2v11270
OG0011179	AT3G19990	Th2v08460
OG0011180	AT5G25360	Th2v02048, Th2v17654, Th2v21424
OG0011181	AT5G55125	Th2v09431, Th2v21637
OG0011182	AT5G36290	Th2v06261, Th2v14962
OG0011183	AT4G22730	Th2v16738
OG0011184	AT3G58490	Th2v13251, Th2v25886
OG0011185	AT1G09155	Th2v00803
OG0011186	AT3G20860	Th2v21845
OG0011187	AT1G69070	Th2v24907
OG0011188	AT5G08580	Th2v11838, Th2v24151
OG0011189	AT1G16740	Th2v10094
OG0011190	AT5G63000	Th2v23969
OG0011191	AT3G06660	Th2v11370
OG0011192	AT2G01275	Th2v05441
OG0011193	AT5G36925, AT5G36920	Th2v00612
OG0011194	AT1G10700	Th2v20700
OG0011195	AT5G14080	Th2v06968, Th2v18192
OG0011196	AT4G03320	Th2v16204
OG0011197	AT1G08670	Th2v06221, Th2v14922
OG0011198	AT5G13390	Th2v28159
OG0011199	AT3G07390	Th2v24785
OG0011201	AT5G20380	Th2v21495
OG0011203	AT5G61930	Th2v13916
OG0011204	AT3G54450	Th2v03523
OG0011205	AT3G22104	Th2v18205, Th2v24615
OG0011206	AT2G40100	Th2v06711, Th2v15409
OG0011207	AT4G00700	Th2v24521
OG0011209	AT4G16695	Th2v01528
OG0011210	AT3G01920	Th2v23194
OG0011211	AT4G22580	Th2v04465
OG0011212	AT1G01260	Th2v07843, Th2v16378
OG0011214	AT5G57690	Th2v05580
OG0011215	AT3G02360	Th2v09051, Th2v23054
OG0011216	AT3G54720	Th2v29186
OG0011217	AT2G30080	Th2v07460, Th2v15810
OG0011218	AT3G56230	Th2v15432
OG0011219	AT4G21450	Th2v16668
OG0011220	AT2G40610	Th2v28387
OG0011222	AT3G10440	Th2v08823
OG0011223	AT2G24395	Th2v01814
OG0011224	AT5G15480	Th2v18610
OG0011225	AT5G11550	Th2v21192
OG0011226	AT5G12150	Th2v17549, Th2v19202
OG0011227	AT5G46390	Th2v07419, Th2v10658
OG0011228	AT1G67320	Th2v28195, Th2v29795
OG0011229	AT2G43250	Th2v06910
OG0011230	AT5G51570	Th2v09324, Th2v26876
OG0011232	AT1G80120	Th2v05609
OG0011233	AT2G15680	Th2v02871
OG0011234	AT5G46060	Th2v07392, Th2v07391, Th2v10685
OG0011235	AT5G63690	Th2v08287
OG0011236	AT1G53120	Th2v23787, Th2v27374
OG0011237	AT3G18290	Th2v22047, Th2v24273
OG0011238	AT2G32360	Th2v27135
OG0011239	AT1G53820	Th2v00918, Th2v23723
OG0011240	AT1G80940	Th2v23384
OG0011241	AT1G11680	Th2v03857
OG0011242	AT3G17040	Th2v26302, Th2v27669
OG0011243	AT4G30630	Th2v02119, Th2v12451
OG0011244	AT2G25560	Th2v28201
OG0011245	AT1G05330	Th2v17208, Th2v07795, Th2v29693, Th2v29606
OG0011246	AT1G25570	Th2v24871, Th2v07804, Th2v29701
OG0011247	AT1G11930	Th2v05999, Th2v14708
OG0011248	AT2G43710	Th2v06930
OG0011249	AT5G51070	Th2v09357
OG0011251	AT3G43800	Th2v18950
OG0011252	AT4G29830	Th2v12474
OG0011253	AT1G48090	Th2v18278
OG0011254	AT2G42920	Th2v13294, Th2v25927
OG0011255	AT1G06110	Th2v15921
OG0011256	AT5G66120	Th2v14141, Th2v26745
OG0011257	AT4G19880	Th2v04269
OG0011258	AT2G17760	Th2v12202
OG0011259	AT4G01040	Th2v07838
OG0011260	AT5G62360	Th2v13958
OG0011261	AT1G21600	Th2v05713, Th2v20801
OG0011262	AT5G10330, AT1G71920	Th2v27922
OG0011264	AT2G23320	Th2v03089, Th2v12310
OG0011265	AT2G01070	Th2v05389
OG0011266	AT5G17630	Th2v22912
OG0011267	AT5G01400	Th2v19896
OG0011268	AT2G32550	Th2v16022, Th2v27130
OG0011269	AT1G71870	Th2v27918
OG0011270	AT5G54910	Th2v25577
OG0011271	AT3G14120	Th2v26122
OG0011272	AT4G17070	Th2v10549
OG0011273	AT2G42160	Th2v19740, Th2v25142
OG0011274	AT5G14890	Th2v07006, Th2v18157
OG0011275	AT1G27461	Th2v28848, Th2v28644
OG0011276	AT4G28290	Th2v01560
OG0011277	AT1G57790	Th2v20073, Th2v20074
OG0011278	AT3G14770	Th2v00896, Th2v26040
OG0011279	AT1G25540	Th2v24868
OG0011280	AT5G38470	Th2v05326
OG0011281	AT5G67330	Th2v11731, Th2v14237, Th2v26645
OG0011282	AT2G40540	Th2v06741, Th2v15440, Th2v28380
OG0011283	AT2G19530	Th2v01664
OG0011284	AT5G20930	Th2v17985, Th2v18963
OG0011285	AT1G11660	Th2v20630
OG0011286	AT3G52480	Th2v08730
OG0011287	AT3G16250	Th2v21920
OG0011289	AT3G55390	Th2v22329
OG0011290	AT3G15430	Th2v22001
OG0011291	AT1G30300	Th2v26601
OG0011292	AT5G07900	Th2v13053, Th2v22761
OG0011293	AT3G48990	Th2v14096, Th2v31290
OG0011294	AT1G79480	Th2v05644
OG0011295	AT3G04710	Th2v25394
OG0011296	AT5G58000	Th2v21775
OG0011298	AT1G52780	Th2v21986
OG0011299	AT5G35220	Th2v06228, Th2v14929
OG0011300	AT1G17160	Th2v30185, Th2v05971, Th2v21095
OG0011301	AT5G02270	Th2v08935
OG0011302	AT1G64500	Th2v04817
OG0011303	AT5G05590, AT1G07780, AT1G29410	Th2v20219
OG0011305	AT5G23730	Th2v17343
OG0011306	AT3G23490	Th2v28761
OG0011307	AT1G52920	Th2v00868
OG0011308	AT3G46630	Th2v01244, Th2v26427
OG0011309	AT5G49060	Th2v09228
OG0011310	AT4G34850	Th2v02797
OG0011311	AT5G52210	Th2v28948
OG0011312	AT1G55580	Th2v26146
OG0011313	AT4G24230	Th2v03842
OG0011314	AT2G41600	Th2v13173, Th2v25816
OG0011316	AT5G16520	Th2v09082, Th2v18597
OG0011317	AT2G40180	Th2v06717
OG0011318	AT4G38800	Th2v03277
OG0011319	AT1G24490	Th2v03910
OG0011321	AT1G20530	Th2v28134
OG0011322	AT1G04530	Th2v08059, Th2v16083
OG0011323	AT4G29110	Th2v01621, Th2v12498
OG0011324	AT1G24160	Th2v24967
OG0011325	AT4G33220	Th2v01922
OG0011326	AT5G23210	Th2v24119
OG0011327	AT1G22950	Th2v25071, Th2v30181
OG0011328	AT4G23340	Th2v16801
OG0011330	AT1G19835	Th2v28059
OG0011331	AT1G14190, AT1G14185	Th2v28690
OG0011333	AT5G59020	Th2v17816, Th2v21303
OG0011334	AT1G47270	Th2v29826
OG0011335	AT4G01220	Th2v16399
OG0011336	AT4G14650	Th2v19373
OG0011337	AT1G07130	Th2v07462, Th2v15808
OG0011339	AT2G38290	Th2v03726
OG0011340	AT1G15240	Th2v10266
OG0011341	AT1G32360	Th2v10566
OG0011342	AT3G10870	Th2v20184
OG0011343	AT5G45980	Th2v27256
OG0011344	AT4G14890	Th2v24603
OG0011345	AT2G20190	Th2v01601, Th2v12514
OG0011346	AT2G19640	Th2v26467
OG0011347	AT5G40440	Th2v06377, Th2v15077
OG0011348	AT2G38500	Th2v17012
OG0011349	AT1G62260	Th2v02896, Th2v29758
OG0011350	AT1G27390	Th2v03892, Th2v28214
OG0011351	AT1G55480	Th2v23639
OG0011352	AT2G18196	Th2v20415
OG0011353	AT5G22260	Th2v18916
OG0011354	AT2G42250	Th2v13216, Th2v25854
OG0011355	AT2G36650	Th2v14657
OG0011356	AT2G42120	Th2v06837, Th2v15535
OG0011358	AT4G38430	Th2v12613
OG0011359	AT2G20480	Th2v21592
OG0011360	AT5G12100	Th2v19233
OG0011361	AT1G28470	Th2v26504
OG0011362	AT3G44530	Th2v18901
OG0011363	AT5G08400	Th2v24136
OG0011364	AT3G52610	Th2v29761, Th2v29762
OG0011365	AT4G16845	Th2v29193
OG0011366	AT5G27460	Th2v16432
OG0011367	AT4G23496	Th2v04545, Th2v16809
OG0011368	AT5G38747, AT2G25870	Th2v11096
OG0011369	AT5G50000	Th2v23524, Th2v20378
OG0011370	AT3G03770	Th2v22882
OG0011371	AT3G53170	Th2v08619
OG0011372	AT4G32580, AT4G04950	Th2v16678
OG0011373	AT3G51130	Th2v11663
OG0011374	AT5G15430	Th2v18607, Th2v24665
OG0011375	AT3G52170	Th2v06709, Th2v15407
OG0011377	AT4G19490	Th2v07366, Th2v10713
OG0011378	AT5G62270	Th2v13950, Th2v26447
OG0011379	AT2G18410	Th2v23032
OG0011380	AT3G48530	Th2v14067
OG0011381	AT4G12240	Th2v16736
OG0011382	AT1G16750	Th2v10093
OG0011383	AT2G22560	Th2v03162
OG0011384	AT3G63490	Th2v13111, Th2v22821, Th2v25756
OG0011385	AT5G49330	Th2v08999
OG0011386	AT3G02750	Th2v23008
OG0011387	AT3G61480, AT5G28350	Th2v12881, Th2v22578
OG0011388	AT2G45590	Th2v12847, Th2v22538
OG0011389	AT3G50040	Th2v11732, Th2v13531
OG0011390	AT5G52160	Th2v26901
OG0011393	AT4G25830	Th2v21748
OG0011395	AT5G24980	Th2v29460
OG0011395	AT5G10745	Th2v21392
OG0011396	AT3G54826	Th2v22272, Th2v29153
OG0011398	AT1G13870	Th2v06483, Th2v15180
OG0011399	AT4G13970	Th2v01238, Th2v10321
OG0011400	AT5G64270	Th2v13719
OG0011401	AT3G51410	Th2v13428
OG0011402	AT2G33385	Th2v27089
OG0011403	AT5G49480	Th2v11364
OG0011404	AT1G29810	Th2v10396
OG0011405	AT3G62730	Th2v13045, Th2v22753
OG0011406	AT3G61870	Th2v12946, Th2v22643
OG0011407	AT3G54130	Th2v14579
OG0011408	AT3G57560	Th2v13195
OG0011410	AT3G19920	Th2v25103
OG0011411	AT5G49030	Th2v11401
OG0011412	AT5G06180	Th2v20275
OG0011413	AT5G05740	Th2v14369, Th2v22195
OG0011415	AT5G19410	Th2v29006
OG0011417	AT3G17611	Th2v25539
OG0011418	AT1G75400	Th2v05842, Th2v20940, Th2v28034
OG0011419	AT3G17830	Th2v26333, Th2v27636
OG0011420	AT1G08180	Th2v08352
OG0011421	AT1G20230	Th2v04090, Th2v28116
OG0011422	AT3G53970	Th2v16927
OG0011423	AT5G35570	Th2v08528, Th2v19661
OG0011424	AT5G47360	Th2v22389
OG0011425	AT3G02600	Th2v23024
OG0011427	AT5G08170	Th2v11864
OG0011428	AT1G21650	Th2v09861
OG0011429	AT4G21390	Th2v16661
OG0011430	AT2G32500	Th2v16018
OG0011431	AT2G34400	Th2v18737
OG0011432	AT3G15410	Th2v23808, Th2v27355
OG0011434	AT5G63480	Th2v09282, Th2v17361
OG0011435	AT4G00080	Th2v24507
OG0011436	AT3G45230	Th2v17896, Th2v18847
OG0011437	AT1G24310	Th2v28218
OG0011438	AT5G50150	Th2v20375, Th2v28651, Th2v30764
OG0011439	AT5G26040	Th2v19259
OG0011440	AT2G32600	Th2v27127
OG0011441	AT3G50770	Th2v11693
OG0011442	AT5G26940	Th2v11231
OG0011443	AT3G20320	Th2v24445, Th2v21801
OG0011444	AT1G80380	Th2v10223, Th2v23418
OG0011445	AT5G10730	Th2v21388
OG0011446	AT1G48850	Th2v09190
OG0011447	AT3G56040	Th2v03396, Th2v06721, Th2v15418
OG0011448	AT3G54120	Th2v03704
OG0011449	AT3G57050	Th2v06787, Th2v15486
OG0011450	AT3G54710	Th2v29185
OG0011451	AT4G13370	Th2v25319
OG0011452	AT1G78230	Th2v04203
OG0011453	AT3G48240	Th2v14042
OG0011454	AT2G16750	Th2v02882, Th2v12109
OG0011455	AT3G23610	Th2v19457
OG0011456	AT1G27200	Th2v24973, Th2v25665
OG0011457	AT3G05140	Th2v18473
OG0011458	AT1G18530	Th2v23515, Th2v05902, Th2v21012
OG0011459	AT2G05210, AT2G04395	Th2v10295
OG0011460	AT2G02710	Th2v28674
OG0011461	AT1G59850	Th2v05014
OG0011462	AT5G03440	Th2v20037
OG0011464	AT1G74110	Th2v05899, Th2v21009
OG0011465	AT1G54860	Th2v00777
OG0011466	AT5G01650	Th2v08975
OG0011467	AT1G67540	Th2v29649
OG0011468	AT3G54800	Th2v29160
OG0011469	AT5G47460	Th2v17089
OG0011470	AT4G03560	Th2v07994, Th2v16190
OG0011471	AT5G58130	Th2v30169
OG0011472	AT1G04690	Th2v16070, Th2v27107
OG0011473	AT2G03050	Th2v28691
OG0011474	AT4G12540	Th2v16721, Th2v16725
OG0011475	AT1G49470	Th2v29971
OG0011476	AT5G67410	Th2v11736
OG0011477	AT2G15910	Th2v02550
OG0011478	AT4G08330	Th2v04800, Th2v17184
OG0011479	AT2G37260	Th2v14625
OG0011480	AT5G41880	Th2v20455
OG0011481	AT2G03060	Th2v00113
OG0011483	AT1G30450	Th2v27890
OG0011484	AT5G58310	Th2v20752
OG0011485	AT5G12130	Th2v20000
OG0011486	AT3G07140	Th2v11437, Th2v18336
OG0011487	AT1G04945	Th2v08090
OG0011488	AT5G42710	Th2v11041, Th2v29672
OG0011489	AT1G72560	Th2v10011, Th2v23266
OG0011491	AT1G72416	Th2v05960, Th2v21081
OG0011492	AT1G76220	Th2v05790, Th2v20885
OG0011493	AT5G63890	Th2v17875, Th2v18824
OG0011494	AT3G13224	Th2v26182
OG0011495	AT2G40640	Th2v03414
OG0011496	AT3G52710	Th2v03619, Th2v29314
OG0011497	AT4G19460	Th2v04247
OG0011498	AT4G38670	Th2v03307, Th2v29380
OG0011499	AT1G18850	Th2v23552
OG0011500	AT2G37400	Th2v16971
OG0011501	AT5G63200	Th2v23957, Th2v23956
OG0011502	AT5G25830	Th2v17612
OG0011503	AT2G19080	Th2v12429
OG0011504	AT2G19590	Th2v01197
OG0011505	AT4G32060	Th2v01865, Th2v02058
OG0011506	AT1G65700	Th2v00593, Th2v05268
OG0011507	AT1G11905	Th2v04926, Th2v20613
OG0011508	AT1G17620	Th2v09982
OG0011509	AT1G70505	Th2v25694
OG0011510	AT1G04950	Th2v16040
OG0011511	AT5G45300	Th2v16595
OG0011512	AT3G17740, AT3G17712	Th2v25545
OG0011513	AT4G25130	Th2v23480
OG0011514	AT5G61480	Th2v09339, Th2v24062
OG0011515	AT1G70350	Th2v04029, Th2v25042
OG0011516	AT3G11980	Th2v08703, Th2v17697
OG0011517	AT3G28970	Th2v00394
OG0011519	AT1G01430	Th2v07833, Th2v24540
OG0011520	AT4G24500	Th2v03818, Th2v28574
OG0011521	AT4G32660	Th2v11061, Th2v29802
OG0011522	AT2G42400	Th2v03499
OG0011523	AT4G14790	Th2v19355
OG0011524	AT5G19485	Th2v19218
OG0011525	AT5G47470	Th2v17090
OG0011526	AT1G44750	Th2v08432
OG0011527	AT1G15260	Th2v05605
OG0011529	AT2G28060	Th2v07621, Th2v15671, Th2v08336
OG0011530	AT4G02600	Th2v00709
OG0011532	AT3G58460	Th2v13253, Th2v25888
OG0011533	AT1G69040	Th2v00156
OG0011534	AT2G26800	Th2v24449, Th2v07746, Th2v15555
OG0011535	AT5G47780	Th2v10601
OG0011536	AT5G50860	Th2v11333, Th2v26841
OG0011537	AT1G48520	Th2v19528, Th2v25326
OG0011538	AT2G41705	Th2v28001
OG0011540	AT5G66860	Th2v13489
OG0011541	AT3G26600	Th2v00237, Th2v06427, Th2v15126
OG0011542	AT5G56290	Th2v05528
OG0011543	AT3G13880	Th2v26106
OG0011544	AT1G21760	Th2v04155, Th2v30639
OG0011545	AT1G42960	Th2v29618, Th2v11015, Th2v17234
OG0011546	AT2G19450	Th2v01677, Th2v12479
OG0011547	AT1G48950	Th2v26397, Th2v27707
OG0011548	AT3G09320	Th2v13779
OG0011549	AT5G60990	Th2v13405, Th2v13854
OG0011550	AT5G13530	Th2v11622
OG0011551	AT3G52080	Th2v07448
OG0011552	AT4G16410	Th2v01540
OG0011553	AT1G35530	Th2v04717
OG0011554	AT4G33200	Th2v01928
OG0011555	AT3G14395	Th2v00912, Th2v23731
OG0011556	AT3G53520	Th2v03670
OG0011557	AT4G34270	Th2v02752, Th2v12019
OG0011558	AT5G46840	Th2v17068
OG0011559	AT5G57510	Th2v09591
OG0011560	AT4G27435	Th2v09648
OG0011561	AT1G73470	Th2v09945
OG0011562	AT5G12410	Th2v19193
OG0011563	AT2G27800	Th2v07654, Th2v15638
OG0011564	AT3G59300	Th2v13316
OG0011565	AT4G19980	Th2v16611
OG0011566	AT5G39960	Th2v00079
OG0011567	AT5G35090	Th2v19693, Th2v25257
OG0011568	AT1G20080	Th2v04084, Th2v28097
OG0011569	AT5G22080	Th2v18923
OG0011570	AT1G32700	Th2v10553
OG0011572	AT1G26100	Th2v24875
OG0011573	AT3G14020	Th2v00946, Th2v26116
OG0011574	AT2G10440	Th2v00439, Th2v05336
OG0011575	AT1G13710	Th2v00150
OG0011576	AT5G05930	Th2v14362, Th2v22187, Th2v20245
OG0011577	AT2G41350	Th2v06790, Th2v15490
OG0011578	AT3G60720	Th2v12821, Th2v22510
OG0011579	AT2G07360	Th2v19706
OG0011580	AT5G40840	Th2v00281
OG0011581	AT5G57710	Th2v09609
OG0011582	AT5G23760	Th2v17345, Th2v23925
OG0011583	AT1G09920	Th2v06146, Th2v14854
OG0011585	AT3G54960	Th2v22288, Th2v06644, Th2v15343
OG0011587	AT2G21150	Th2v03279
OG0011588	AT5G52950	Th2v26928
OG0011591	AT4G38440	Th2v12612
OG0011592	AT3G27950	Th2v06347, Th2v15045
OG0011593	AT5G56880	Th2v09547
OG0011594	AT3G13130	Th2v23606, Th2v26192
OG0011596	AT1G62990	Th2v20549
OG0011597	AT3G58190	Th2v06856
OG0011598	AT1G64050	Th2v04838
OG0011599	AT5G42330	Th2v11009, Th2v29900
OG0011600	AT2G04660	Th2v28693
OG0011601	AT2G47860	Th2v13058, Th2v22765
OG0011602	AT3G24180	Th2v19505
OG0011603	AT2G31130	Th2v15900, Th2v15902
OG0011604	AT1G72480	Th2v10018, Th2v23271
OG0011605	AT2G35155	Th2v01425, Th2v10520
OG0011606	AT3G12345	Th2v09202, Th2v14275, Th2v22098
OG0011607	AT4G17240	Th2v17099
OG0011608	AT3G23330	Th2v19426
OG0011609	AT2G20940	Th2v12602
OG0011611	AT1G05290	Th2v16003
OG0011612	AT1G53490	Th2v26038
OG0011613	AT1G61720	Th2v20642
