Orthogroup	Arabidopsis_thaliana	Thellungiella_parvula
OG0014922	AT4G09750	Sp6g07750.1
OG0014923	AT4G32960	Sp7g30740.1
OG0014924	AT1G68760	Sp5g23870.1
OG0014925	AT3G17380	Sp3g15560.1
OG0014926	AT1G79420	Sp5g34470.1
OG0014927	AT1G09430	Sp1g08040.1
OG0014928	AT4G24430	Sp7g22390.1
OG0014929	AT2G26200	Sp4g06300.1
OG0014931	AT1G13000	Sp1g11560.1
OG0014932	AT3G11590	Sp3g09830.1
OG0014933	AT5G55135	Sp6g17080.1
OG0014934	AT5G50335	Sp6g12420.1
OG0014935	AT4G04180	Sp6g04620.1
OG0014936	AT5G66350	Sp2g30370.1
OG0014938	AT2G31750	Sp4g14170.1
OG0014939	AT2G17770	Sp3g31180.1
OG0014940	AT5G66520	Sp2g30210.1
OG0014941	AT3G01790	Sp3g00270.1
OG0014942	AT4G27590	Sp7g25520.1
OG0014943	AT3G13550	Sp3g11760.1
OG0014944	AT3G47610	Sp5g14300.1
OG0014945	AT5G27280	Sp7g08460.1
OG0014946	AT2G16880	Sp3g30160.1
OG0014947	AT5G13070	Sp6g30910.1
OG0014948	AT5G19590	Sp6g24800.1
OG0014949	AT4G38490	Sp7g37290.1
OG0014950	AT5G26610	Sp2g21260.1
OG0014951	AT2G36630	Sp4g18910.1
OG0014952	AT5G06080	Sp6g36830.1
OG0014953	AT1G59720	Sp2g04830.1
OG0014954	AT2G31290	Sp7g16930.1
OG0014955	AT4G15840	Sp7g14240.1
OG0014956	AT4G05100	Sp6g03890.1
OG0014957	AT1G66680	Sp5g21620.1
OG0014958	AT1G07250	Sp1g06010.1
OG0014959	AT5G64290	Sp2g27350.1
OG0014960	AT1G73820	Sp5g29010.1
OG0014961	AT4G32050	Sp7g29850.1
OG0014962	AT5G37830	Sp7g04200.1
OG0014963	AT1G69935	Sp5g25060.1
OG0014964	AT5G65320	Sp2g28430.1
OG0014965	AT1G14140	Sp1g12480.1
OG0014966	AT5G35200	Sp7g07140.1
OG0014967	AT1G32415	Sp1g28470.1
OG0014968	AT1G73810	Sp5g29000.1
OG0014969	AT5G54270	Sp6g16310.1
OG0014970	AT1G64385	SpUn0393_0010.1
OG0014971	AT4G29920	Sp7g27730.1
OG0014972	AT5G04885	Sp6g37940.1
OG0014973	AT3G11520	Sp3g09760.1
OG0014974	AT4G16850	Sp7g17230.1
OG0014976	AT4G38830	Sp7g37000.1
OG0014977	AT1G52560	Sp1g39110.1
OG0014978	AT5G66180	Sp2g30510.1
OG0014979	AT1G37140	Sp1g31370.1
OG0014980	AT1G78790	Sp5g33820.1
OG0014981	AT1G68830	Sp5g23940.1
OG0014982	AT2G16440	Sp3g29720.1
OG0014983	AT5G47900	Sp2g18400.1
OG0014984	AT1G73720	Sp5g28910.1
OG0014985	AT5G10620	Sp6g32830.1
OG0014986	AT1G22970	Sp1g20430.1
OG0014987	AT1G13290	Sp1g11800.1
OG0014988	AT1G30100	Sp1g25960.1
OG0014989	AT1G18490	Sp1g16440.1
OG0014990	AT3G26720	Sp2g15840.1
OG0014991	AT1G77590	Sp5g32740.1
OG0014992	AT2G47320	Sp4g29270.1
OG0014993	AT2G28420	Sp4g11240.1
OG0014994	AT3G15160	Sp3g13370.1
OG0014995	AT5G05950	Sp6g36950.1
OG0014996	AT5G47040	Sp2g11850.1
OG0014997	AT5G17930	Sp6g26340.1
OG0014998	AT2G35430	Sp4g17650.1
OG0014999	AT3G49650	Sp5g12430.1
OG0015000	AT1G55820	Sp1g41400.1
OG0015001	AT3G26380	Sp2g15530.1
OG0015002	AT1G06270	Sp1g05080.1
OG0015003	AT5G24840	Sp2g22610.1
OG0015004	AT1G03400, AT1G03410	Sp7g03810.1
OG0015005	AT2G47680	Sp4g29610.1
OG0015006	AT4G01230	Sp6g00890.1
OG0015007	AT2G24220	Sp4g03160.1
OG0015008	AT3G63240	Sp5g00300.1
OG0015009	AT5G07370	Sp6g35500.1
OG0015010	AT2G25605	Sp4g05090.1
OG0015011	AT5G58100	Sp6g19790.1
OG0015012	AT5G53710	Sp6g15790.1
OG0015013	AT1G74850	Sp5g29980.1
OG0015014	AT4G30090	Sp7g27940.1
OG0015015	AT4G28590	Sp7g26570.1
OG0015016	AT3G66658	Sp3g05630.1
OG0015017	AT1G57700	Sp2g05670.1
OG0015018	AT3G61810	Sp5g01560.1
OG0015019	AT1G78995	Sp5g34040.1
OG0015020	AT5G20520	Sp6g23940.1
OG0015021	AT4G29880	Sp7g27690.1
OG0015022	AT3G17590	Sp3g15720.1
OG0015023	AT4G31810	Sp7g29620.1
OG0015024	AT2G29380	Sp4g12110.1
OG0015026	AT3G48920	Sp5g13130.1
OG0015027	AT2G37290	Sp4g19610.1
OG0015028	AT1G74900	Sp5g30040.1
OG0015029	AT1G35660	Sp1g30370.1, SpUn0216_0010.1
OG0015030	AT5G03345	Sp6g39390.1
OG0015031	AT5G09360	Sp6g33970.1
OG0015033	AT4G28450	Sp7g26430.1
OG0015034	AT5G06960	Sp6g35910.1
OG0015035	AT1G62350	Sp2g02250.1
OG0015036	AT1G77170	Sp5g32350.1
OG0015037	AT1G50280	Sp1g37130.1
OG0015038	AT5G17250	Sp6g26980.1
OG0015039	AT5G55950	Sp6g17800.1
OG0015040	AT1G68780	Sp5g23890.1
OG0015041	AT3G28720	Sp2g17370.1
OG0015042	AT1G42480	Sp1g32030.1
OG0015043	AT1G32710	Sp1g28250.1
OG0015044	AT4G11120	Sp6g06290.1
OG0015047	AT4G25000	Sp7g23000.1
OG0015048	AT5G19850	Sp6g24550.1
OG0015049	AT5G38070	Sp7g04010.1
OG0015050	AT1G79620	Sp5g34690.1
OG0015051	AT5G13960	Sp6g30040.1
OG0015053	AT1G47280	Sp1g34430.1
OG0015054	AT2G43100	Sp4g25230.1
OG0015055	AT3G09860	Sp3g08200.1
OG0015056	AT5G24310	Sp2g23040.1
OG0015057	AT1G75870	Sp5g31010.1
OG0015058	AT5G43840	Sp2g08640.1
OG0015059	AT3G46880	Sp5g14870.1
OG0015061	AT4G20760	Sp7g18830.1
OG0015062	AT5G49540	Sp2g19850.1
OG0015063	AT2G41000	Sp4g23320.1
OG0015064	AT2G28400	Sp4g11200.1
OG0015065	AT4G01860	Sp6g01700.1
OG0015066	AT4G04940	Sp6g04020.1
OG0015067	AT3G55920	Sp5g06600.1
OG0015068	AT1G32070	Sp1g27730.1
OG0015069	AT5G48800	Sp2g19200.1
OG0015070	AT4G09040	Sp6g08470.1
OG0015071	AT3G20240	Sp3g18260.1
OG0015072	AT5G01700	Sp6g40960.1
OG0015073	AT5G43500	Sp2g08350.1
OG0015074	AT5G57980	Sp6g19640.1
OG0015075	AT1G08300	Sp1g06930.1
OG0015076	AT4G19010	Sp7g17740.1
OG0015077	AT1G53600	Sp1g40100.1
OG0015078	AT1G51745	Sp1g38400.1
OG0015079	AT3G51250	Sp5g10970.1
OG0015080	AT5G42700	Sp2g07220.1
OG0015081	AT4G00350	Sp6g00420.1
OG0015082	AT4G03120	Sp6g03160.1
OG0015083	AT3G50590	Sp5g11620.1
OG0015084	AT3G15080	Sp3g13280.1
OG0015085	AT1G04660	Sp1g03500.1
OG0015086	AT2G21620	Sp4g00780.1
OG0015087	AT3G27325	Sp2g16490.1
OG0015088	AT2G22122	Sp4g01200.1
OG0015089	AT4G00525	Sp6g00560.1
OG0015090	AT1G62790	Sp2g01820.1
OG0015091	AT2G25100	Sp4g04110.1
OG0015092	AT4G28490	Sp7g26470.1
OG0015094	AT3G58520	Sp5g04350.1
OG0015096	AT1G11210	Sp1g09880.1
OG0015097	AT4G10180	Sp6g07220.1
OG0015098	AT4G19830	Sp7g18330.1
OG0015100	AT2G31690	Sp4g14090.1
OG0015101	AT3G50760	Sp5g11470.1, SpUn0083_0010.1
OG0015102	AT1G02310	Sp1g01390.1
OG0015103	AT1G68510	Sp5g23580.1
OG0015104	AT1G19290	Sp1g17190.1
OG0015105	AT5G02240	Sp6g40210.1
OG0015106	AT1G60700	Sp6g17470.1
OG0015107	AT3G02130	Sp3g01200.1
OG0015108	AT3G24000	Sp7g31850.1
OG0015109	AT2G30330	Sp4g12890.1
OG0015110	AT1G32340	Sp1g28560.1
OG0015111	AT1G20840	Sp1g18540.1
OG0015113	AT5G51920	Sp6g14170.1
OG0015114	AT2G32770	Sp4g15120.1
OG0015115	AT2G26930	Sp4g08430.1
OG0015116	AT3G03630	Sp3g02610.1
OG0015117	AT2G22650	Sp7g16040.1
OG0015119	AT1G04900	Sp1g03740.1
OG0015120	AT4G24510	Sp7g22500.1
OG0015121	AT5G50260	Sp6g12360.1
OG0015122	AT3G47180	Sp5g14600.1
OG0015123	AT5G40030	Sp7g02050.1
OG0015124	AT3G59030	Sp5g03950.1
OG0015125	AT2G43470	Sp4g25560.1
OG0015126	AT4G35250	Sp7g33020.1
OG0015127	AT2G26170	Sp4g06200.1
OG0015128	AT1G65230	Sp5g19910.1
OG0015129	AT1G73655	Sp5g28830.1
OG0015130	AT1G78050	Sp5g33180.1
OG0015131	AT3G04130	Sp3g03100.1
OG0015132	AT5G61010	Sp2g24320.1
OG0015133	AT2G20020	Sp3g33340.1
OG0015134	AT4G21060	Sp7g19140.1
OG0015135	AT1G73550	Sp5g28710.1
OG0015136	AT2G16270	Sp3g29460.1
OG0015137	AT3G08780	Sp3g07200.1
OG0015138	AT5G62990	Sp2g26120.1
OG0015139	AT3G05350	Sp3g04230.1
OG0015140	AT4G33730	Sp7g31480.1
OG0015141	AT3G55450	Sp5g07020.1
OG0015142	AT1G51100	Sp1g37830.1
OG0015143	AT3G15780	Sp3g14100.1
OG0015144	AT1G63530, AT1G63540	Sp2g01080.1
OG0015145	AT5G20140	Sp2g18290.1
OG0015146	AT3G18900	Sp3g17000.1
OG0015148	AT3G04900	Sp4g30010.1
OG0015149	AT1G33410	Sp1g28860.1
OG0015150	AT1G34420	Sp1g29610.1
OG0015151	AT1G26500	Sp1g22250.1
OG0015154	AT3G02100	Sp3g01160.1
OG0015155	AT1G01950	Sp1g00350.1
OG0015156	AT4G37925	Sp7g35570.1
OG0015157	AT5G23300	Sp2g23850.1
OG0015158	AT5G48880	Sp2g19270.1
OG0015159	AT1G65910	Sp5g20960.1
OG0015160	AT4G01310	Sp6g00830.1
OG0015161	AT3G14880	Sp3g13090.1
OG0015162	AT4G03820	Sp6g04780.1, Sp6g04770.1
OG0015163	AT1G01480	Sp1g00830.1
OG0015164	AT1G16022	Sp1g14340.1
OG0015165	AT1G08550	Sp1g07210.1
OG0015166	AT2G30890	Sp4g13360.1
OG0015167	AT3G06340	Sp3g05250.1
OG0015168	AT1G28120	Sp1g24310.1
OG0015169	AT4G19440	Sp7g18060.1
OG0015170	AT5G67230	Sp2g29440.1
OG0015171	AT4G12610	Sp6g04900.1
OG0015172	AT5G61580	Sp2g24790.1
OG0015173	AT3G01780	Sp3g00280.1
OG0015174	AT3G02030	Sp3g00080.1
OG0015175	AT4G10465	Sp6g07000.1
OG0015176	AT1G03250	Sp1g02240.1
OG0015177	AT5G63080	Sp2g26210.1
OG0015178	AT1G21560	Sp1g19100.1
OG0015179	AT2G39795	Sp4g22070.1
OG0015181	AT4G15180	Sp7g13400.1
OG0015182	AT1G11800	Sp1g10430.1
OG0015183	AT1G73170	Sp5g28130.1
OG0015184	AT1G30220	Sp1g26040.1
OG0015185	AT3G62240	Sp5g01150.1
OG0015186	AT5G38900	Sp7g03000.1
OG0015187	AT4G03620	Sp6g03610.1
OG0015188	AT3G30300	Sp2g18140.1
OG0015189	AT5G52580	Sp6g14780.1
OG0015190	AT2G14095	Sp3g27450.1
OG0015191	AT5G34930	Sp7g07340.1
OG0015192	AT3G25560	Sp2g14820.1
OG0015193	AT1G53770	Sp1g40290.1
OG0015194	AT1G74720	Sp5g29840.1
OG0015195	AT3G51630	Sp5g10640.1
OG0015196	AT5G50760	Sp6g12840.1
OG0015197	AT1G72690	Sp5g27750.1
OG0015198	AT1G21350	Sp1g18900.1
OG0015199	AT4G36240	Sp7g33980.1
OG0015200	AT5G51700	Sp6g13920.1
OG0015201	AT5G40160	Sp7g01840.1
OG0015202	AT4G23860	Sp7g21810.1
OG0015204	AT4G17540	Sp7g16620.1
OG0015205	AT4G05220	Sp6g03770.1
OG0015206	AT1G56345	Sp2g06490.1
OG0015207	AT4G36850	Sp7g34500.1
OG0015208	AT5G08650	Sp6g34210.1
OG0015209	AT3G23400	Sp3g21070.1
OG0015210	AT1G03320	Sp1g02310.1
OG0015211	AT5G11600	Sp6g32015.1
OG0015212	AT5G61350	Sp2g24570.1
OG0015213	AT1G63410	Sp2g01200.1
OG0015214	AT2G26470	Sp6g10380.1
OG0015215	AT5G57370	Sp6g19090.1
OG0015216	AT3G57080	Sp5g05500.1
OG0015217	AT5G12440	Sp6g31190.1
OG0015218	AT1G67180	Sp5g22110.1
OG0015219	AT3G54870	Sp5g07550.1
OG0015220	AT2G28260	Sp4g11070.1
OG0015221	AT1G09630	Sp1g08240.1
OG0015222	AT4G30830	Sp7g28710.1
OG0015223	AT4G00980	Sp6g01170.1
OG0015224	AT3G06170	Sp3g05150.1
OG0015225	AT2G39840	Sp4g22120.1
OG0015227	AT1G26190	Sp1g22470.1
OG0015229	AT3G55840	Sp5g06640.1
OG0015230	AT4G15563	Sp7g13860.1
OG0015231	AT1G75170	Sp5g30320.1
OG0015232	AT1G13220	Sp1g11740.1
OG0015233	AT4G16340	Sp7g14850.1
OG0015234	AT3G62340	Sp5g01050.1
OG0015235	AT5G44010	Sp2g08850.1
OG0015236	AT4G33620	Sp7g31340.1
OG0015237	AT1G07040	Sp1g05760.1
OG0015238	AT2G03070	Sp2g14070.1
OG0015239	AT4G02780	Sp6g02810.1
OG0015240	AT4G31920	Sp7g29740.1
OG0015241	AT5G43710	Sp2g08500.1
OG0015242	AT5G51560	Sp6g13780.1
OG0015243	AT5G05510	Sp6g37340.1
OG0015244	AT2G14045	Sp3g27300.1
OG0015245	AT3G25480	Sp3g23000.1
OG0015246	AT1G63520	Sp2g01100.1
OG0015247	AT5G63460	Sp2g26540.1
OG0015248	AT1G64860	Sp5g19000.1
OG0015249	AT1G02640	Sp1g01640.1
OG0015250	AT1G77030	Sp5g32190.1
OG0015251	AT5G01930	Sp6g41180.1
OG0015253	AT1G80400	Sp5g35410.1
OG0015254	AT3G56310	Sp5g06190.1
OG0015255	AT4G39380	Sp7g36480.1
OG0015256	AT3G44600	Sp5g16610.1
OG0015259	AT4G17750	Sp7g16360.1
OG0015260	AT5G65230	Sp2g28330.1
OG0015261	AT1G08750	Sp1g07390.1
OG0015262	AT4G08790	Sp6g08980.1
OG0015263	AT5G18100	Sp6g26210.1
OG0015264	AT4G27750	Sp7g25720.1
OG0015265	AT3G42950	Sp3g03930.1
OG0015266	AT2G24310	Sp4g03310.1
OG0015267	AT2G24350	Sp4g03350.1
OG0015268	AT5G53486	Sp6g15620.1
OG0015269	AT4G09140	Sp6g08400.1
OG0015271	AT1G01910	Sp1g00390.1
OG0015272	AT1G80310	Sp5g35500.1
OG0015273	AT3G13170	Sp3g11340.1
OG0015274	AT5G65495	Sp2g28580.1
OG0015275	AT4G31270	Sp7g29130.1
OG0015276	AT1G53710	Sp1g40250.1
OG0015277	AT5G58620	Sp6g20320.1
OG0015278	AT2G26530	Sp4g07730.1
OG0015279	AT1G06990	Sp1g05690.1
OG0015280	AT2G30070	Sp4g12630.1
OG0015281	AT1G30090	Sp1g25950.1
OG0015282	AT5G56320	Sp6g18160.1
OG0015283	AT3G07525	Sp3g06430.1
OG0015284	AT1G75270	Sp5g30440.1
OG0015285	AT4G23810	Sp7g21770.1
OG0015286	AT2G02500	Sp2g13750.1
OG0015289	AT5G55220	Sp6g17150.1
OG0015290	AT1G13690	Sp1g12220.1
OG0015291	AT1G12230	Sp1g10840.1
OG0015292	AT5G25320	Sp2g22220.1
OG0015293	AT5G63550	Sp2g26640.1
OG0015294	AT5G01820	Sp6g41070.1
OG0015295	AT3G28470	Sp2g17240.1
OG0015296	AT5G24920	Sp2g22530.1
OG0015297	AT1G16070	Sp1g14380.1
OG0015298	AT5G40390	Sp7g01530.1
OG0015299	AT3G17668	Sp3g15800.1
OG0015300	AT3G55820	Sp5g06670.1
OG0015301	AT5G22790	Sp6g22640.1
OG0015302	AT1G75210	Sp5g30370.1
OG0015303	AT5G16610	Sp6g27560.1
OG0015304	AT2G14620	Sp3g27750.1
OG0015305	AT1G49430	Sp1g36280.1
OG0015306	AT1G03160	Sp1g02185.1
OG0015307	AT5G66590	Sp2g30120.1
OG0015308	AT1G62850	Sp2g01760.1
OG0015309	AT1G10040	Sp1g08690.1
OG0015310	AT3G19700	Sp3g17740.1
OG0015311	AT5G45520	Sp2g10420.1
OG0015312	AT5G09380	Sp6g33950.1
OG0015313	AT3G27310	Sp2g16470.1
OG0015314	AT4G11410	Sp6g06020.1
OG0015315	AT2G18460	Sp3g31880.1
OG0015316	AT3G59390	Sp5g03750.1
OG0015317	AT3G49740	Sp5g12340.1
OG0015318	AT4G24270	Sp7g22260.1
OG0015319	AT1G68470	Sp5g23540.1
OG0015320	AT1G54610	SpUn0001_0040.1
OG0015321	AT4G25450	Sp7g23500.1
OG0015322	AT1G79080	Sp5g34130.1
OG0015323	AT1G33470	Sp1g28910.1
OG0015324	AT2G02400	Sp2g13670.1
OG0015325	AT1G79760	Sp5g36010.1
OG0015326	AT5G11410	Sp6g32190.1
OG0015327	AT1G78060	Sp5g33190.1
OG0015328	AT4G26440	Sp7g24350.1
OG0015329	AT2G17300	Sp3g30650.1
OG0015330	AT3G53920	Sp5g08490.1
OG0015333	AT3G02645	Sp3g01680.1
OG0015334	AT3G54940	Sp5g07480.1
OG0015335	AT5G65520	Sp2g28620.1
OG0015336	AT5G51720	Sp6g13940.1
OG0015337	AT5G62110, AT5G62120	Sp2g25290.1
OG0015338	AT3G49710	Sp5g12380.1
OG0015339	AT5G03310	Sp6g39430.1
OG0015340	AT4G31990	Sp7g29790.1
OG0015341	AT1G73850	Sp5g29050.1
OG0015342	AT5G52220	Sp6g14470.1
OG0015343	AT5G01740	Sp6g41000.1
OG0015344	AT1G15710	Sp1g14010.1
OG0015345	AT5G20060	Sp6g24350.1
OG0015346	AT2G01460	Sp2g12910.1
OG0015348	AT5G09860	Sp6g33550.1
OG0015349	AT4G24210	Sp7g22190.1
OG0015350	AT3G63350	Sp5g00190.1
OG0015351	AT1G01180	Sp1g01110.1
OG0015352	AT2G40930	Sp4g23240.1
OG0015353	AT5G57100	Sp6g18830.1
OG0015354	AT2G06005	Sp3g24570.1
OG0015355	AT1G73177	Sp5g28140.1
OG0015356	AT5G47400	Sp2g12115.1
OG0015357	AT3G19508	Sp3g17560.1
OG0015358	AT4G32560	Sp7g30340.1
OG0015359	AT5G60960	Sp2g24260.1
OG0015360	AT4G15920	Sp7g17373.1
OG0015361	AT5G02670, AT3G06560	Sp3g05500.1
OG0015362	AT4G10240	Sp6g07210.1
OG0015363	AT2G28810	Sp4g11650.1
OG0015364	AT3G01900	Sp3g00190.1
OG0015365	AT3G20150	Sp3g18140.1
OG0015366	AT3G24560	Sp3g22350.1
OG0015367	AT3G06110	Sp3g05060.1
OG0015368	AT1G10800	Sp1g09500.1
OG0015369	AT3G25870	Sp2g15110.1
OG0015370	AT3G60890	Sp5g02360.1
OG0015372	AT3G07670	Sp3g06610.1
OG0015373	AT3G27110	Sp2g16240.1
OG0015374	AT2G22070	Sp4g01100.1
OG0015375	AT3G14750	Sp3g12980.1
OG0015376	AT3G07290	Sp3g06240.1
OG0015377	AT5G61370	Sp2g24580.1
OG0015378	AT4G40050	Sp7g35800.1
OG0015379	AT5G07790	Sp6g35150.1
OG0015380	AT5G56730	Sp6g18480.1
OG0015381	AT1G23860	Sp1g21210.1
OG0015382	AT5G07810	Sp6g35120.1
OG0015383	AT3G01720	Sp3g00330.1
OG0015385	AT1G31790	Sp1g27480.1
OG0015386	AT4G24470	Sp7g22450.1
OG0015387	AT1G26900	Sp1g21880.1
OG0015388	AT1G04390	Sp1g03210.1
OG0015389	AT4G14210	Sp7g12070.1
OG0015390	AT4G09530	Sp6g08110.1
OG0015391	AT4G02140	Sp6g02040.1
OG0015392	AT1G67770	Sp5g22780.1
OG0015394	AT3G51790	Sp5g10480.1
OG0015396	AT3G61170	Sp5g02210.1
OG0015397	AT1G10522	Sp1g09160.1, Sp2g04590.1
OG0015399	AT5G49880	Sp6g11340.1
OG0015400	AT3G02860	Sp3g01890.1
OG0015401	AT2G37035	Sp4g19340.1
OG0015402	AT5G23570	Sp2g23630.1
OG0015403	AT1G27960	Sp1g24150.1
OG0015404	AT5G64720	Sp2g27790.1
OG0015405	AT5G11450	Sp6g32150.1
OG0015406	AT2G23340	Sp4g02330.1
OG0015407	AT5G13980	Sp6g30020.1
OG0015408	AT5G23590	Sp2g23600.1
OG0015409	AT2G18950	Sp3g32400.1
OG0015410	AT1G33430	Sp1g28890.1
OG0015411	AT1G17640	Sp1g15750.1
OG0015412	AT5G63790	Sp2g26860.1
OG0015413	AT5G01260	Sp6g40590.1
OG0015415	AT5G24165	Sp2g23150.1
OG0015416	AT2G04860	Sp3g23460.1
OG0015417	AT2G20890	Sp3g34160.1
OG0015418	AT5G13230	Sp6g30760.1
OG0015419	AT4G18372	Sp7g15690.1
OG0015420	AT1G48350	Sp1g35300.1
OG0015421	AT5G55570	Sp6g17490.1
OG0015422	AT1G60050	Sp2g04550.1
OG0015423	AT5G45350	Sp2g10300.1
OG0015424	AT4G25770	Sp7g23800.1
OG0015425	AT5G03980	Sp6g38250.1
OG0015426	AT2G26290	Sp4g06740.1
OG0015427	AT4G02440	Sp6g02350.1
OG0015428	AT1G29010	Sp1g24940.1
OG0015429	AT3G19970	Sp3g17990.1
OG0015431	AT5G66890	Sp2g29770.1
OG0015432	AT4G09980	Sp6g07330.1
OG0015433	AT1G56420	Sp2g06450.1
OG0015434	AT4G02485	Sp6g02400.1
OG0015435	AT1G34670	Sp1g29770.1
OG0015436	AT4G24460	Sp7g22440.1
OG0015437	AT4G35350	Sp7g33140.1
OG0015438	AT5G62630	Sp2g25810.1
OG0015439	AT4G07990	Sp6g10230.1
OG0015440	AT5G10860	Sp6g32610.1
OG0015442	AT4G28070	Sp7g26020.1
OG0015443	AT2G30940	Sp4g13420.1
OG0015444	AT4G13550	Sp7g11150.1
OG0015445	AT1G35440	SpUn0020_0020.1, Sp1g30170.1
OG0015446	AT1G49130	Sp1g36020.1
OG0015448	AT5G20860	Sp6g23670.1
OG0015449	AT3G47400	Sp5g14490.1
OG0015450	AT4G35130	Sp7g32900.1
OG0015451	AT1G76370	Sp5g31500.1
OG0015452	AT5G02190	Sp6g40250.1
OG0015453	AT5G52240	Sp6g14490.1
OG0015454	AT5G55830	Sp6g17710.1
OG0015455	AT5G56250	Sp6g18100.1
OG0015456	AT1G80880	Sp5g34860.1
OG0015457	AT1G18550	Sp1g16500.1
OG0015458	AT1G64235	Sp2g00500.1
OG0015459	AT1G50650	Sp1g37480.1
OG0015460	AT2G17520	Sp3g30880.1
OG0015461	AT5G51210	Sp6g13410.1
OG0015462	AT1G48870	Sp1g35780.1
OG0015463	AT5G52630	Sp6g14800.1
OG0015464	AT2G26500	Sp4g07480.1
OG0015465	AT3G13229	Sp3g11450.1
OG0015466	AT1G66810	SpUn1100_0010.1
OG0015467	AT1G16830	Sp1g14970.1
OG0015468	AT3G15150	Sp3g13360.1
OG0015469	AT5G24010	Sp2g23300.1
OG0015470	AT1G55450	Sp1g41060.1
OG0015471	AT5G27950	Sp2g20360.1
OG0015472	AT1G48270	Sp1g35230.1
OG0015473	AT2G36810	Sp4g19070.1
OG0015474	AT5G64920	Sp2g28000.1
OG0015475	AT3G52640	Sp5g09650.1
OG0015476	AT4G38370	Sp7g37400.1
OG0015477	AT3G16230	Sp3g14600.1
OG0015478	AT2G37300	Sp4g19620.1
OG0015479	AT4G35000	Sp7g32760.1
OG0015480	AT2G39170	Sp4g21500.1
OG0015481	AT4G31200	Sp7g29080.1
OG0015482	AT3G14075	Sp3g12330.1
OG0015483	AT3G02060	Sp3g00030.1
OG0015484	AT3G54860	Sp5g07560.1
OG0015485	AT1G50670	Sp1g37520.1
OG0015486	AT4G28540	Sp7g26520.1
OG0015487	AT4G10920	Sp6g06580.1
OG0015488	AT1G68820	Sp5g23930.1
OG0015489	AT1G52830	Sp1g39420.1
OG0015490	AT3G09080	Sp3g07530.1
OG0015491	AT2G28440	Sp4g11260.1
OG0015492	AT5G52310	Sp6g14580.1
OG0015493	AT5G40630	Sp7g01240.1
OG0015494	AT1G71240	Sp5g26440.1
OG0015495	AT2G17440	Sp3g30780.1
OG0015496	AT5G48060	Sp2g18500.1
OG0015497	AT5G35970	Sp7g06150.1
OG0015498	AT2G24540	Sp4g03540.1
OG0015499	AT5G50380	Sp6g12530.1, SpUn0015_0110.1
OG0015500	AT5G27710	Sp2g20880.1
OG0015502	AT3G27580	Sp2g16750.1
OG0015503	AT4G25580	Sp7g23610.1
OG0015504	AT3G11640	Sp3g09870.1
OG0015505	AT1G69800	Sp5g24920.1
OG0015506	AT1G50890	Sp1g37630.1
OG0015507	AT3G47450	Sp5g14430.1
OG0015508	AT5G01590	Sp6g40850.1
OG0015509	AT3G10360	Sp3g08630.1
OG0015510	AT1G06240	Sp1g05050.1
OG0015511	AT5G42780	Sp2g07430.1
OG0015512	AT5G08030	Sp6g34910.1
OG0015513	AT3G52390	Sp5g09900.1
OG0015514	AT5G01170	Sp6g40530.1
OG0015515	AT1G75450	Sp5g30600.1
OG0015516	AT5G63610	Sp2g26700.1
OG0015517	AT3G09400	Sp3g07780.1
OG0015519	AT4G35080	Sp7g32850.1
OG0015520	AT2G44110	Sp4g26190.1
OG0015521	AT3G47420	Sp5g14460.1
OG0015522	AT2G31720, AT2G18810, AT2G31862	Sp4g04670.1
OG0015523	AT4G28820	Sp7g26820.1
OG0015524	AT3G60340	Sp5g02890.1
OG0015526	AT1G21510	Sp1g19040.1
OG0015527	AT5G49410	Sp2g19750.1, SpUn0021_0100.1
OG0015528	AT4G29890	Sp7g27700.1
OG0015530	AT1G70950	Sp5g26120.1
OG0015531	AT5G54880	Sp6g16850.1
OG0015533	AT5G02820	Sp6g39760.1
OG0015535	AT3G24320	Sp3g22130.1
OG0015536	AT3G56260	Sp5g06240.1
OG0015537	AT2G47310	Sp4g29260.1
OG0015538	AT4G31720	Sp7g29520.1
OG0015539	AT2G43210	Sp4g25330.1
OG0015540	AT2G19990	Sp3g33310.1
OG0015541	AT3G07400	Sp3g06320.1
OG0015543	AT4G21323	Sp7g19400.1
OG0015544	AT5G46150	Sp2g11010.1
OG0015545	AT2G17030	Sp3g30320.1
OG0015546	AT2G39920	Sp4g22230.1
OG0015547	AT2G47750	Sp4g29680.1
OG0015548	AT1G67190	Sp5g22120.1
OG0015549	AT1G63490	Sp2g01130.1
OG0015550	AT3G49540	Sp5g12570.1
OG0015551	AT1G20560	Sp1g18270.1
OG0015552	AT3G26500	Sp2g15610.1
OG0015553	AT5G09300	Sp6g34020.1
OG0015554	AT3G08800	Sp3g07220.1
OG0015555	AT5G46370	Sp2g11210.1
OG0015556	AT5G49810	Sp6g11200.1
OG0015558	AT2G14910	Sp3g28360.1
OG0015559	AT5G51340	Sp6g13540.1
OG0015560	AT2G33580	Sp4g15920.1
OG0015561	AT3G44716	Sp5g16480.1
OG0015562	AT1G73090	Sp5g28050.1
OG0015564	AT5G18260	Sp6g26050.1
OG0015565	AT1G58170	Sp2g05440.1
OG0015566	AT1G60560	Sp2g04190.1
OG0015567	AT4G20070	Sp7g18530.1
OG0015568	AT5G36120	Sp7g06080.1
OG0015569	AT5G58960	Sp6g20660.1
OG0015570	AT3G52290	Sp5g09970.1
