Orthogroup	Arabidopsis_thaliana	Camelina_sativa
OG0012411	AT3G56870	Csa06g031580, Csa04g043250, Csa09g069270
OG0012412	AT1G68220	Csa05g083510, Csa16g028250, Csa07g033830
OG0012413	AT5G24970	Csa20g046160, Csa08g022570, Csa13g030790
OG0012414	AT1G65070	Csa05g067250, Csa07g019740, Csa16g021530
OG0012415	AT5G13240	Csa08g005120, Csa20g018610, Csa13g015840
OG0012416	AT3G12350	Csa01g013440, Csa19g016580, Csa15g016230
OG0012417	AT3G52880	Csa09g061110, Csa04g038800, Csa06g027270
OG0012418	AT5G07190	Csa20g009540, Csa13g009210, Csa08g057250
OG0012419	AT4G34280	Csa12g009390, Csa10g007900, Csa11g008670
OG0012420	AT1G53163	Csa17g093420, Csa03g060300, Csa14g063520
OG0012421	AT5G35560	Csa11g033280, Csa12g051510, Csa10g029050
OG0012422	AT1G10780	Csa03g014390, Csa17g014660, Csa14g013430
OG0012423	AT5G07280	Csa13g009310
OG0012424	AT2G32230	Csa05g026780, Csa01250s010, Csa07g010510, Csa16g009240
OG0012425	AT5G11460	Csa13g014260, Csa20g017000, Csa08g002600
OG0012426	AT3G58070	Csa06g033890, Csa09g070620
OG0012427	AT5G39840	Csa12g081530, Csa11g055900, Csa10g046640
OG0012428	AT1G65570	Csa07g029430, Csa05g068850
OG0012429	AT2G31170	Csa16g012450, Csa05g030130, Csa07g011720
OG0012430	AT2G23050	Csa09g087320, Csa07g053080, Csa16g044750
OG0012431	AT4G21310	Csa12g037130, Csa10g022110, Csa11g025160
OG0012432	AT1G34790	Csa03g038710, Csa14g044470, Csa17g062250
OG0012433	AT5G13660	Csa08g005580, Csa20g019020, Csa13g016320
OG0012434	AT1G10790	Csa03g014400, Csa14g013440, Csa17g014670
OG0012435	AT5G19620	Csa13g022580, Csa08g012420, Csa20g030370
OG0012436	AT4G15450	Csa02g017450, Csa11g035050, Csa10g030700
OG0012437	AT3G53410	Csa06g027880, Csa04g039460, Csa09g061780
OG0012438	AT4G23840	Csa12g030600, Csa10g019230, Csa11g021050
OG0012439	AT5G43830	Csa11g071050
OG0012440	AT1G05790	Csa17g009180
OG0012441	AT1G20060	Csa17g025920, Csa14g025320, Csa03g023900
OG0012442	AT4G21260, AT4G21250	Csa10g022150, Csa11g025200, Csa12g037170
OG0012443	AT1G69830	Csa05g087700, Csa07g036600, Csa16g031400
OG0012444	AT5G60730	Csa02g067690, Csa11g094580, Csa18g034090
OG0012445	AT5G10870	Csa13g013600, Csa08g002000, Csa20g016230
OG0012446	AT3G27906, AT4G19240, AT3G43280	Csa13g014480
OG0012447	AT1G34320	Csa17g059620, Csa03g038500, Csa14g044210
OG0012448	AT3G45190	Csa04g026030, Csa00382s300
OG0012449	AT3G58530	Csa09g071130, Csa06g034320, Csa04g045060
OG0012450	AT1G71500	Csa09g072880, Csa16g034220, Csa07g038480
OG0012451	AT1G65950	Csa05g073670, Csa16g023290, Csa07g029880
OG0012452	AT4G19090	Csa12g042530, Csa11g028300, Csa10g025090
OG0012453	AT3G10510, AT4G38940	Csa10g001650, Csa12g001720, Csa11g001820
OG0012454	AT5G09460	Csa20g012620, Csa08g055180, Csa13g011120
OG0012455	AT4G03020	Csa13g054160
OG0012456	AT1G03540	Csa03g004660, Csa14g004610, Csa17g005630
OG0012457	AT1G60600	Csa07g061790, Csa16g052420, Csa05g044950
OG0012458	AT1G76710	Csa09g081460, Csa07g048290, Csa16g040880
OG0012459	AT3G60410	Csa05g092200, Csa16g005490, Csa07g004640, Csa16g004490
OG0012460	AT1G77450	Csa09g084210, Csa07g050100, Csa16g041630
OG0012461	AT1G16180	Csa03g019910, Csa17g021740, Csa14g020290
OG0012462	AT1G72470	Csa09g076060, Csa07g039570, Csa16g035150
OG0012463	AT3G11760	Csa19g015930, Csa01g012870, Csa15g015600
OG0012464	AT2G01900	Csa06g001870, Csa09g003330, Csa01286s020, Csa04g004240
OG0012465	AT5G35670	Csa12g069800, Csa10g039930, Csa11g045020
OG0012466	AT3G22590	Csa01g025820, Csa15g038230
OG0012467	AT3G52720	Csa09g059870, Csa04g038620, Csa06g027100
OG0012468	AT3G16350	Csa01g019080, Csa19g023230, Csa15g021240
OG0012469	AT1G79350	Csa16g048960, Csa09g093570
OG0012470	AT3G50860	Csa04g036600, Csa09g002500, Csa06g024970
OG0012471	AT4G31115	Csa10g011390, Csa11g012250, Csa12g015990
OG0012472	AT1G35490	Csa17g064680, Csa14g046830, Csa03g039020
OG0012473	AT5G09420	Csa20g012570, Csa13g011080, Csa08g055220
OG0012474	AT1G80030	Csa09g095010, Csa16g050490
OG0012475	AT5G08100	Csa13g010110, Csa20g011500, Csa08g056270
OG0012476	AT1G28250	Csa14g035850, Csa17g039100, Csa03g031530
OG0012477	AT5G46770	Csa18g003260, Csa02g052150, Csa11g065180
OG0012478	AT4G08940	Csa02g023130, Csa08g034950, Csa13g043040
OG0012479	AT2G31480	Csa05g029710, Csa16g012190
OG0012480	AT2G01200	Csa04g002150, Csa09g001190, Csa06g001130
OG0012481	AT4G31420	Csa11g011970, Csa10g011110, Csa12g014680
OG0012482	AT5G58370	Csa16g006190, Csa07g005360, Csa05g091350
OG0012483	AT1G12970	Csa17g017290, Csa03g016790, Csa14g015980
OG0012484	AT5G64330	Csa02g073040, Csa18g037960
OG0012485	AT1G33810	Csa03g038030, Csa17g058130, Csa05g038630, Csa14g043710
OG0012486	AT5G39590	Csa10g046960, Csa11g055630, Csa12g081840
OG0012487	AT4G00340	Csa13g057060, Csa08g001430, Csa02g001400
OG0012488	AT3G10986	Csa01g011990, Csa15g014630, Csa19g014750
OG0012489	AT4G32590	Csa11g010660, Csa10g009810, Csa12g013430
OG0012490	AT5G48120	Csa02g032350, Csa11g074200, Csa18g014170
OG0012491	AT1G30130	Csa03g033290, Csa17g043090, Csa14g037730
OG0012492	AT3G26630	Csa09g011230, Csa06g006410, Csa04g012240
OG0012493	AT4G00440	Csa08g001520, Csa13g056970, Csa02g001480
OG0012494	AT1G26330	Csa17g034590, Csa03g029210, Csa14g032450
OG0012495	AT5G38610	Csa11g053620, Csa10g044780, Csa12g083870
OG0012496	AT4G10650	Csa02g025970, Csa08g041700, Csa13g047790
OG0012497	AT4G24640	Csa10g018400, Csa11g020080, Csa12g029680, Csa22875s010
OG0012498	AT2G04570	Csa19g039840, Csa01g036440, Csa15g056760
OG0012499	AT2G30320	Csa05g033420, Csa07g012850, Csa16g014570
OG0012500	AT3G27570	Csa09g014720
OG0012501	AT3G52190	Csa04g038010
OG0012503	AT4G24240	Csa12g030150, Csa11g020520, Csa10g018800
OG0012504	AT2G24440	Csa07g054420, Csa09g088630, Csa16g046100
OG0012505	AT4G38810	Csa10g001530, Csa12g001610, Csa11g001720
OG0012506	AT2G43010	Csa06g049200, Csa05g007450, Csa04g060610
OG0012507	AT2G15280	Csa01g035850, Csa15g071270, Csa19g046420
OG0012508	AT5G39040	Csa12g082400, Csa11g055140, Csa10g045300
OG0012509	AT1G50440	Csa17g088210, Csa03g056440, Csa14g058770
OG0012510	AT5G06120	Csa13g008110
OG0012511	AT1G72090	Csa09g075440, Csa16g034730
OG0012512	AT4G19003	Csa10g025220, Csa12g042710, Csa11g028420
OG0012513	AT3G04720	Csa01g005460, Csa15g005710, Csa19g006910
OG0012514	AT5G64830	Csa11g101970, Csa02g073880, Csa18g038540
OG0012515	AT3G44735	Csa06g017310, Csa04g024440, Csa09g035680
OG0012516	AT3G25930	Csa09g009150, Csa06g005520, Csa04g011260
OG0012517	AT1G73960	Csa09g078540, Csa07g043160
OG0012518	AT2G34050	Csa07g007300, Csa16g007110, Csa05g021250
OG0012519	AT3G55080	Csa09g065960, Csa06g029630, Csa04g041300
OG0012520	AT3G06040	Csa15g007610, Csa19g008680, Csa01g007040
OG0012521	AT5G51220	Csa18g022030, Csa11g082720, Csa02g041740
OG0012522	AT2G04880	Csa01g036700, Csa15g057050, Csa19g040120
OG0012523	AT4G27250	Csa11g016950, Csa10g015640, Csa12g024670
OG0012524	AT1G57540	Csa05g064580, Csa07g027690, Csa17g099230
OG0012525	AT1G06060	Csa14g007450, Csa03g008560, Csa17g009460
OG0012526	AT3G03590	Csa01g003270, Csa15g003390, Csa19g005700
OG0012527	AT4G03410	Csa02g007920, Csa13g053660, Csa08g049890
OG0012528	AT5G24810	Csa08g022380
OG0012529	AT1G42970	Csa17g069270, Csa14g048630, Csa03g048580
OG0012530	AT5G15440	Csa20g021930, Csa08g007550, Csa13g018250
OG0012531	AT2G42260	Csa06g048290, Csa05g009340, Csa04g057740
OG0012532	AT3G03690	Csa19g005820, Csa15g003530, Csa01g003400
OG0012533	AT3G14240	Csa01g016770
OG0012534	AT2G21780	Csa16g043540, Csa09g086160, Csa07g051900
OG0012535	AT2G28240	Csa05g038470, Csa07g016370, Csa16g016940, Csa15g075830, Csa17g093930
OG0012536	AT2G42850	Csa06g049010, Csa05g008710
OG0012537	AT4G35510	Csa10g006630, Csa12g008030, Csa24919s010, Csa11g006270
OG0012538	AT5G43190	Csa20g067110, Csa11g071740, Csa18g010660
OG0012539	AT1G03687	Csa14g004730, Csa17g006750, Csa17g006780
OG0012540	AT5G01510	Csa20g001590, Csa13g001370, Csa08g063190
OG0012541	AT2G25950	Csa09g092160, Csa07g056970, Csa16g047570
OG0012542	AT5G18970	Csa08g011490
OG0012543	AT5G45540	Csa20g077380, Csa11g066640, Csa18g005680
OG0012544	AT3G09450	Csa15g010870, Csa19g012940, Csa01g010250
OG0012545	AT1G79440	Csa09g093660, Csa16g049060
OG0012546	AT4G03330	Csa08g050000, Csa02g007720
OG0012547	AT1G67550	Csa05g081630, Csa07g032960, Csa16g027390
OG0012548	AT4G34920	Csa11g006960, Csa11g006950, Csa12g008700, Csa10g007250
OG0012549	AT3G19780	Csa15g027800, Csa01g022810, Csa19g027470
OG0012550	AT5G20120	Csa13g023090, Csa20g032050, Csa08g013970
OG0012551	AT1G48310	Csa17g078900, Csa03g053080, Csa14g054320
OG0012552	AT4G15780	Csa12g053820, Csa10g030190, Csa11g034510
OG0012553	AT2G02970	Csa06g002960, Csa09g005220, Csa04g008450
OG0012554	AT5G38300	Csa10g043320, Csa12g085470, Csa11g052120
OG0012555	AT5G44370	Csa20g071480, Csa11g070280, Csa18g009330
OG0012556	AT1G80540	Csa09g094420, Csa16g049870
OG0012557	AT3G12820	Csa15g016780, Csa19g017040, Csa01g013950
OG0012558	AT2G19310	Csa15g084070, Csa01g042470, Csa19g056340, Csa19g056510
OG0012559	AT2G20495	Csa19g048240, Csa07470s010, Csa15g082540
OG0012560	AT2G33740	Csa07g007630, Csa05g021600
OG0012561	AT5G48470	Csa11g074600, Csa20g041350
OG0012562	AT3G54460	Csa06g028930, Csa04g040570
OG0012563	AT5G16210	Csa08g008340, Csa20g023890
OG0012564	AT2G01710	Csa04g002920, Csa09g003060, Csa06g001640
OG0012565	AT5G43670	Csa18g010190, Csa11g071240
OG0012566	AT1G79840	Csa09g095190, Csa07g060030, Csa16g050670
OG0012567	AT1G43900	Csa03g046770, Csa14g049030, Csa17g070720
OG0012568	AT5G58550	Csa02g064170, Csa11g092270, Csa18g031700
OG0012569	AT1G17760	Csa17g023530, Csa14g022100, Csa03g021580
OG0012570	AT5G62460	Csa02g070580, Csa18g035910, Csa11g099310
OG0012571	AT5G44180	Csa20g071210, Csa11g070510, Csa18g009600
OG0012572	AT2G42950	Csa05g007520, Csa04g060540, Csa06g049130
OG0012573	AT5G46420	Csa11g065530, Csa20g079570, Csa18g003580
OG0012574	AT5G59070	Csa02g064910, Csa11g093040, Csa18g032500
OG0012575	AT5G53190	Csa02g049500, Csa18g024210, Csa11g085040
OG0012576	AT4G10000	Csa02g026910, Csa08g038850, Csa13g047030
OG0012577	AT1G49800	Csa03g055690, Csa14g056070, Csa14g056020, Csa17g085480
OG0012578	AT2G37090	Csa06g039780, Csa05g016760
OG0012579	AT5G41850	Csa02g055500, Csa10g051520, Csa11g061610
OG0012580	AT2G21950	Csa09g086330, Csa16g043730, Csa07g052080
OG0012581	AT3G19430	Csa01g022470, Csa15g027210, Csa19g026970
OG0012582	AT2G03520	Csa09g006840, Csa06g004490, Csa04g009100
OG0012583	AT1G04700	Csa17g007950, Csa14g005910, Csa03g006020
OG0012584	AT3G54970	Csa06g029480, Csa04g041150, Csa09g065790
OG0012585	AT4G26020	Csa11g018370, Csa12g026060, Csa10g016880
OG0012586	AT4G33945	Csa11g009060, Csa12g009760, Csa10g008290
OG0012587	AT5G57280	Csa09g090230, Csa18g030270, Csa02g061750, Csa11g090840
OG0012588	AT5G22820	Csa20g037600, Csa13g027380, Csa08g016130
OG0012589	AT5G16630	Csa13g019410, Csa20g024530, Csa08g008810
OG0012590	AT5G24750	Csa20g044890, Csa08g022310, Csa13g030490
OG0012591	AT3G63060	Csa05g095400, Csa07g001560, Csa16g001500
OG0012592	AT5G60630	Csa02g067570, Csa18g033960, Csa11g094460
OG0012593	AT5G57850	Csa18g021870, Csa02g062410, Csa18g030950, Csa11g091460
OG0012594	AT5G11240	Csa20g016670, Csa13g013980, Csa08g002370
OG0012595	AT3G22990	Csa15g041780, Csa19g033320, Csa01g027410
OG0012596	AT1G54650	Csa05g076290, Csa07g023560, Csa16g020370
OG0012597	AT1G11290	Csa17g015340, Csa14g014040
OG0012598	AT1G20190	Csa03g024060, Csa17g026070
OG0012599	AT4G35940	Csa12g007450, Csa10g006110
OG0012600	AT5G49950	Csa02g037340, Csa18g020500, Csa11g081310
OG0012601	AT1G22240	Csa17g029210, Csa20g025640, Csa03g026140, Csa14g027470
OG0012602	AT1G31800	Csa17g050020, Csa14g041750, Csa03g036110
OG0012603	AT4G37920	Csa10g003180, Csa11g003570, Csa12g003450
OG0012604	AT3G25430	Csa01g031350, Csa15g054140, Csa19g039290
OG0012605	AT3G47510	Csa06g021160, Csa09g047850, Csa04g030400
OG0012606	AT3G03776	Csa15g044240, Csa19g033710, Csa03g039110, Csa14g046970
OG0012607	AT1G29800	Csa14g037380, Csa03g032990, Csa17g042750
OG0012608	AT2G35410	Csa05g018860, Csa06g037900, Csa04g047720
OG0012609	AT5G58740	Csa18g031920, Csa11g092470, Csa02g064390
OG0012610	AT3G03270	Csa01g002950, Csa15g003030, Csa19g005390
OG0012611	AT1G72800	Csa09g077340, Csa16g035470, Csa07g039900
OG0012612	AT5G51030	Csa02g042900, Csa11g082490, Csa18g021780
OG0012613	AT2G44260	Csa06g050590, Csa05g005990, Csa04g062090
OG0012614	AT1G35510	Csa17g064690, Csa14g046840
OG0012615	AT3G23150	Csa01g027670, Csa15g043050, Csa19g033540
OG0012616	AT1G15230	Csa17g020780, Csa14g018380, Csa03g019020
OG0012617	AT2G25625	Csa09g091820, Csa16g047270, Csa07g056660
OG0012618	AT4G02060	Csa08g052440
OG0012619	AT4G23070	Csa11g023020, Csa12g033610, Csa10g020000
OG0012620	AT5G05270	Csa20g006520, Csa20g006540, Csa13g007250, Csa08g059190
OG0012621	AT5G25570	Csa13g031510, Csa20g048980, Csa08g023280
OG0012622	AT1G77370	Csa09g084110, Csa16g041550
OG0012623	AT5G57300	Csa18g030290, Csa02g061770
OG0012624	AT1G16080	Csa17g021670, Csa14g020210
OG0012625	AT5G62900	Csa18g036350, Csa11g099740
OG0012626	AT5G55000	Csa11g088120, Csa02g057390, Csa18g026300
OG0012627	AT4G27460	Csa11g016680, Csa12g023380, Csa10g015370
OG0012628	AT3G08760	Csa19g012120, Csa01g009400, Csa15g010020
OG0012629	AT4G28020	Csa12g022640, Csa10g014760, Csa11g015950
OG0012630	AT5G22920	Csa13g027540, Csa20g037840
OG0012631	AT1G01930	Csa17g002420, Csa03g001310, Csa14g001180
OG0012632	AT1G20810	Csa14g026000, Csa03g024660, Csa17g026650
OG0012633	AT1G61690	Csa09g096240, Csa16g053470, Csa07g062940
OG0012634	AT3G62280	Csa16g002370, Csa07g002350, Csa05g094510
OG0012635	AT5G47670	Csa20g082160, Csa18g002140, Csa11g064030
OG0012636	AT3G14172	Csa01g016680
OG0012637	AT5G27730	Csa20g055450, Csa08g027950, Csa13g036130
OG0012638	AT2G46700	Csa06g053210, Csa05g002460, Csa04g065810
OG0012639	AT5G59520	Csa02g065240, Csa11g093390, Csa18g032840, Csa18g032830
OG0012640	AT4G23640	Csa05g016130, Csa10g019510
OG0012641	AT4G33060	Csa10g009210, Csa11g010100, Csa12g011800
OG0012642	AT5G35735	Csa10g040000, Csa12g069870
OG0012643	AT5G05810	Csa20g008070, Csa08g058660, Csa13g007820
OG0012644	AT5G56190	Csa11g089520, Csa02g059080, Csa18g028880
OG0012645	AT2G42450	Csa04g058040, Csa05g009140, Csa06g048550
OG0012646	AT2G37680	Csa04g051320, Csa05g015990, Csa06g040450
OG0012647	AT2G34060	Csa05g021240, Csa16g007100, Csa07g007290
OG0012648	AT1G49120	Csa17g080750, Csa03g054960, Csa14g054960
OG0012649	AT1G44920	Csa17g071200, Csa14g049560, Csa03g047240
OG0012650	AT4G24530	Csa10g018490, Csa11g020200, Csa12g029820
OG0012651	AT3G47850	Csa09g048320, Csa04g030790, Csa06g021480
OG0012652	AT1G11050	Csa17g014920, Csa14g013730, Csa03g014660
OG0012653	AT5G62430	Csa11g099290, Csa02g070560, Csa18g035890
OG0012654	AT4G19185	Csa11g028190, Csa10g024980
OG0012655	AT4G03965	Csa00511s030, Csa08g047160, Csa02g013000
OG0012656	AT1G45231	Csa17g071410, Csa14g049810, Csa03g047420
OG0012657	AT5G08510	Csa13g010590, Csa20g012020
OG0012658	AT1G26290	Csa12g002920, Csa11g003330, Csa10g002990
OG0012659	AT5G15310	Csa08g007420, Csa13g018160, Csa20g021810
OG0012660	AT4G32260	Csa12g013800, Csa11g011070, Csa10g010250
OG0012661	AT3G19440	Csa01g022490, Csa19g026990, Csa15g027230
OG0012662	AT5G59600	Csa11g093440, Csa18g032910
OG0012663	AT4G39620	Csa12g002470, Csa10g002350, Csa11g002650
OG0012664	AT5G48020	Csa02g032240, Csa18g014060, Csa11g074100
OG0012665	AT4G13750	Csa11g040230, Csa12g061700, Csa00908s010
OG0012666	AT1G27680	Csa03g030900, Csa17g037430
OG0012667	AT3G03000	Csa15g002710
OG0012668	AT2G17990	Csa01g039640, Csa15g076440
OG0012669	AT4G28950	Csa11g014600, Csa10g013640
OG0012670	AT4G03140	Csa13g054290, Csa02g007540, Csa08g050160
OG0012671	AT1G77660	Csa07g050330, Csa09g084470, Csa16g041840
OG0012672	AT3G16800	Csa01g019460, Csa19g023660, Csa15g021700
OG0012673	AT1G11580	Csa17g015650, Csa03g015220, Csa14g014330
OG0012674	AT3G49930	Csa09g052710, Csa06g023990, Csa04g035500
OG0012675	AT5G12320	Csa20g017960, Csa08g004490, Csa13g015180
OG0012676	AT3G23020	Csa15g041820, Csa19g033390
OG0012677	AT5G46830	Csa20g081050, Csa11g065130, Csa18g003200
OG0012678	AT5G22120	Csa20g034550, Csa08g015280, Csa13g025480
OG0012679	AT1G75310	Csa09g079920, Csa16g039200, Csa07g046780
OG0012680	AT2G03610	Csa16g008120, Csa29835s010, Csa05g023360, Csa05g023310, Csa05g023340, Csa05g023350
OG0012681	AT5G17170	Csa08g009320, Csa13g019940, Csa20g025180
OG0012682	AT2G47780	Csa06g054310, Csa05g001390, Csa04g067870
OG0012683	AT3G23440	Csa01g028020, Csa15g044560, Csa19g033940
OG0012684	AT3G59510	Csa05g090040
OG0012685	AT2G44810	Csa06g051180, Csa05g004460
OG0012686	AT3G06550	Csa19g010220, Csa15g008160
OG0012687	AT5G67480	Csa02g075180, Csa18g039960, Csa11g103370
OG0012688	AT2G06000	Csa19g040710, Csa01g038230, Csa15g058630
OG0012689	AT1G72500	Csa09g076090, Csa16g035180, Csa07g039600
OG0012690	AT4G37480	Csa12g003860, Csa11g004110, Csa10g003660
OG0012691	AT1G71860	Csa07g038760, Csa09g075180, Csa16g034480
OG0012692	AT1G08700	Csa17g012200, Csa14g010210, Csa03g012150
OG0012693	AT1G60995	Csa09g095520, Csa16g052890
OG0012694	AT4G18950	Csa12g042790
OG0012695	AT5G27395	Csa20g055780, Csa08g028300, Csa13g036480
OG0012696	AT4G33380	Csa11g009770, Csa12g011460
OG0012697	AT4G27340	Csa10g015540, Csa12g023540, Csa11g016830
OG0012698	AT5G16420	Csa13g019210, Csa20g024250, Csa14459s010, Csa08g008570
OG0012699	AT2G03220	Csa09g005500, Csa06g003170, Csa04g008720
OG0012700	AT4G28700	Csa11g014860, Csa11g014870, Csa11g014880
OG0012701	AT1G25420	Csa17g035070, Csa03g029680, Csa14g033990
OG0012702	AT2G21195	Csa16g043000, Csa09g085580, Csa07g051390
OG0012703	AT4G18840	Csa10g025380, Csa11g028580, Csa12g042890
OG0012704	AT2G28330	Csa05g038370, Csa07g016270
OG0012705	AT3G09250	Csa19g012700, Csa01g009970, Csa15g010610
OG0012706	AT1G03120	Csa17g004160, Csa03g004180, Csa17g005210
OG0012707	AT4G36650	Csa11g005110, Csa12g004820
OG0012708	AT2G36570	Csa06g039190, Csa05g017480, Csa04g050080
OG0012709	AT1G03055	Csa17g004050, Csa03g003120, Csa14g003170
OG0012710	AT5G11270	Csa20g016720, Csa08g002400, Csa13g014060
OG0012711	AT1G68670	Csa05g085140, Csa07g034360
OG0012712	AT2G21530	Csa16g043340, Csa09g085930, Csa07g051690
OG0012713	AT1G77110	Csa09g083800, Csa07g048680
OG0012714	AT4G10100	Csa08g039010, Csa13g047160, Csa02g026780
OG0012715	AT1G66130	Csa07g030140, Csa16g023530, Csa05g074940
OG0012716	AT1G49960	Csa14g057270, Csa17g085810, Csa03g055910
OG0012717	AT4G25434	Csa12g027750, Csa11g019110, Csa10g017510
OG0012718	AT2G26250	Csa09g092370
OG0012719	AT2G30270	Csa05g033480, Csa07g012900, Csa16g014620
OG0012720	AT3G27220	Csa06g007170, Csa04g015000, Csa09g013060
OG0012721	AT3G19630	Csa15g027590, Csa01g022660, Csa19g027300
OG0012722	AT3G25150	Csa15g052850, Csa19g038010, Csa01g031170
OG0012723	AT5G14990	Csa13g017810, Csa20g021490, Csa08g007060
OG0012724	AT5G11820	Csa08g003010, Csa20g017410, Csa13g014680
OG0012725	AT4G14940	Csa11g036920, Csa12g056700, Csa10g031400
OG0012726	AT5G54230	Csa18g025510, Csa02g051990, Csa11g086210
OG0012727	AT1G74790	Csa16g038680, Csa09g079370, Csa07g046220
OG0012728	AT1G77670	Csa07g050340, Csa16g041850, Csa09g084480
OG0012729	AT5G46850	Csa20g081080, Csa11g065100, Csa18g003180
OG0012730	AT1G68200	Csa05g083480, Csa16g028220, Csa15223s010, Csa07g033810
OG0012731	AT2G31380	Csa05g029840, Csa16g012030, Csa07g011480
OG0012732	AT4G16800	Csa12g049920, Csa11g032900, Csa10g028710
OG0012733	AT3G61680	Csa07g002960, Csa05g093810, Csa16g003810
OG0012734	AT2G47760	Csa05g001430, Csa06g054290, Csa04g067850
OG0012735	AT3G08000	Csa19g011780, Csa01g009070, Csa15g009730
OG0012736	AT3G52561	Csa06g026920, Csa04g038450, Csa09g059690
OG0012737	AT5G35770	Csa12g070920, Csa11g045140, Csa10g040050
OG0012738	AT4G01995	Csa02g005160, Csa08g052500, Csa13g055280
OG0012739	AT1G13820	Csa03g017590, Csa14g016810, Csa17g019230
OG0012740	AT2G27385	Csa05g041550, Csa07g061010, Csa16g051620
OG0012741	AT3G22560	Csa19g031800, Csa01g025810, Csa15g038210, Csa15g038190
OG0012742	AT2G35360	Csa04g047690, Csa05g018900, Csa06g037870
OG0012743	AT1G11400	Csa03g015040, Csa17g015470, Csa14g014140
OG0012744	AT4G34340	Csa12g009280, Csa10g007810
OG0012745	AT4G31930	Csa10g010560, Csa11g011380, Csa12g014080
OG0012746	AT1G71696	Csa09g073940, Csa16g034300, Csa07g038570
OG0012747	AT5G35100	Csa10g038580, Csa12g069420, Csa11g044630
OG0012748	AT2G21050	Csa09g085430
OG0012749	AT2G40570	Csa05g012170, Csa04g054890
OG0012750	AT4G18350	Csa10g026860, Csa11g030120
OG0012751	AT5G43020	Csa20g066850, Csa11g071960, Csa18g010870
OG0012752	AT3G09090	Csa15g010460, Csa01g009840
OG0012753	AT2G37050	Csa05g016800, Csa06g039720
OG0012754	AT3G15170	Csa01g017710, Csa15g019650, Csa19g021860
OG0012755	AT2G26300	Csa09g092430, Csa07g057270, Csa16g047880
OG0012756	AT1G73710	Csa09g078270, Csa07g040960, Csa16g036530
OG0012757	AT3G04160	Csa01g004930, Csa15g005010, Csa19g006350
OG0012758	AT2G34470	Csa05g020800, Csa06g036910, Csa04g046730
OG0012759	AT1G04555	Csa14g005760, Csa17g007780
OG0012760	AT1G33780	Csa17g058160, Csa03g038000, Csa14g043680
OG0012761	AT5G25230, AT1G06220	Csa13g052350
OG0012762	AT3G28770	Csa09g020090, Csa04g018640, Csa06g010040
OG0012763	AT4G37020	Csa10g004040, Csa12g004300, Csa11g004560
OG0012764	AT1G05840	Csa17g009250, Csa03g007270, Csa14g007210
OG0012766	AT1G03350	Csa14g004430
OG0012767	AT4G17850	Csa11g030720
OG0012768	AT3G53760	Csa04g039800, Csa06g028230, Csa09g062200
OG0012769	AT1G59520	Csa05g052120, Csa16g017930, Csa07g017600
OG0012770	AT1G01300	Csa03g001910, Csa17g001760, Csa14g001840
OG0012771	AT2G40316	Csa04g054640, Csa05g012460, Csa06g044690
OG0012772	AT2G34620	Csa05g020650, Csa04g046880, Csa06g037090
OG0012773	AT3G10320	Csa19g013880, Csa15g012800, Csa01g011160
OG0012774	AT2G02148	Csa04g007720, Csa06g002230, Csa00456s010, Csa09g004480
OG0012775	AT4G23760	Csa12g030680
OG0012776	AT1G15280	Csa17g020860, Csa03g019070, Csa14g018430
OG0012777	AT1G73880	Csa16g037760, Csa07g043080, Csa09g078460
OG0012778	AT2G26070	Csa07g057050, Csa09g092240, Csa16g047670
OG0012779	AT1G55540	Csa14g067410, Csa17g095390, Csa03g062160
OG0012780	AT3G47640	Csa09g048030, Csa06g021280, Csa04g030580
OG0012781	AT4G26240	Csa12g025820, Csa10g016670, Csa11g018150
OG0012783	AT1G61570	Csa09g096020, Csa07g062710
OG0012784	AT1G72990	Csa09g077530, Csa16g035680, Csa07g040130
OG0012785	AT5G58220	Csa02g062790, Csa11g091880, Csa18g031370
OG0012786	AT4G14300	Csa12g057660, Csa10g032310, Csa11g039900
OG0012787	AT2G28120	Csa16g017080
OG0012788	AT4G04190	Csa08g047300, Csa02g012900
OG0012789	AT5G03140	Csa08g061480, Csa13g003010, Csa20g003140
OG0012790	AT3G51880	Csa06g026080, Csa09g058920, Csa04g037700
OG0012791	AT5G67440	Csa18g040000, Csa02g075220, Csa11g103410
OG0012792	AT3G54010	Csa06g028490
OG0012793	AT3G05740	Csa19g008260, Csa15g007130, Csa19g007210, Csa01g006640, Csa19g008270
OG0012794	AT4G02260	Csa13g054970
OG0012795	AT2G23770	Csa07g053760, Csa09g087940, Csa16g045440
OG0012796	AT1G26110	Csa14g032710, Csa17g034840, Csa03g029450
OG0012797	AT2G26940	Csa15g017570, Csa19g018780, Csa01g015750
OG0012798	AT5G58480	Csa02g064100, Csa18g031640, Csa11g092180
OG0012799	AT1G80100	Csa16g050420, Csa09g094940, Csa07g059770
OG0012800	AT5G03050	Csa13g002950, Csa08g061600
OG0012801	AT2G44690	Csa05g005590, Csa04g062520
OG0012802	AT1G02170	Csa00566s150, Csa00633s080
OG0012804	AT4G39320	Csa11g002330, Csa10g002070, Csa12g002190
OG0012805	AT1G77730	Csa09g084550, Csa16g041960, Csa07g050400
OG0012806	AT1G09300	Csa03g012670, Csa14g010720, Csa17g012780
OG0012807	AT1G11900	Csa14g014740, Csa17g016010, Csa03g015590
OG0012808	AT1G75717	Csa09g080350, Csa07g047190, Csa16g039710
