Orthogroup	Arabidopsis_thaliana	Arabidopsis_halleri
OG0015811	AT3G56170	g21252
OG0015812	AT2G32250	g07994
OG0015813	AT1G15330	g10049
OG0015814	AT2G26870	g31131
OG0015815	AT2G04540	g16443
OG0015816	AT4G29860	g04239
OG0015817	AT5G48540	g15946
OG0015818	AT5G01300	g28620
OG0015819	AT3G58480	g16541
OG0015820	AT2G35920	g03494
OG0015821	AT1G60160	g28818
OG0015822	AT2G27580	g28728
OG0015824	AT4G27670	g04488
OG0015825	AT1G35420	g26472
OG0015826	AT1G64570	g26998
OG0015827	AT5G38310	g20803
OG0015828	AT1G69330	g25220
OG0015829	AT1G65060	g26089
OG0015830	AT1G68765	g14711
OG0015831	AT1G35330	g24420
OG0015832	AT1G56230	g27628
OG0015833	AT4G26400	g04633
OG0015834	AT3G09670	g06090
OG0015835	AT1G14687	g10121
OG0015836	AT1G50240	g15309
OG0015837	AT1G19670	g13880
OG0015838	AT3G20440	g11117
OG0015839	AT3G08860	g11716
OG0015840	AT4G16070	g30899
OG0015841	AT1G66430	g22056
OG0015842	AT5G13520	g19346
OG0015843	AT4G09680	g18573
OG0015844	AT1G25422	g08153
OG0015845	AT2G46380	g09691
OG0015846	AT1G56350	g24783
OG0015847	AT1G67120	g23327
OG0015848	AT3G13782	g06889
OG0015849	AT1G64150	g30541
OG0015850	AT5G14510	g19243
OG0015851	AT1G01720	g01737
OG0015852	AT3G03900	g06130
OG0015853	AT1G73040	g04056
OG0015854	AT3G42630	g30480
OG0015855	AT5G62320	g12224
OG0015856	AT1G14310	g10171
OG0015857	AT1G22630	g13746
OG0015858	AT2G30720	g30726
OG0015859	AT3G29810	g30594
OG0015860	AT5G41870	g28525
OG0015861	AT1G31920	g16070
OG0015862	AT1G73160	g04066
OG0015863	AT1G79770	g01676
OG0015864	AT1G10180	g05099
OG0015865	AT3G56770	g21181
OG0015866	AT3G02820	g02484
OG0015867	AT3G62450	g05343
OG0015868	AT2G37730	g18310
OG0015869	AT4G37780	g02935
OG0015870	AT5G63710	g12384
OG0015871	AT3G14570	g06789
OG0015872	AT5G07380	g15678
OG0015873	AT1G68875	g14694
OG0015874	AT2G01120	g14496
OG0015875	AT5G01960	g27895
OG0015876	AT1G68450	g14750
OG0015877	AT4G01690	g09195
OG0015878	AT1G73875	g04141
OG0015879	AT5G15720	g00203
OG0015880	AT2G27220	g26258
OG0015881	AT1G13310	g04732
OG0015882	AT1G70480	g03786
OG0015883	AT2G27660	g31471
OG0015884	AT4G14605	g23208
OG0015885	AT1G48550	g17411
OG0015886	AT2G34440	g03341
OG0015887	AT4G39120	g02790
OG0015888	AT1G10865	g05015
OG0015889	AT2G05260	g16380
OG0015890	AT3G04520	g06197
OG0015891	AT3G17890	g16113
OG0015892	AT3G08010	g11766
OG0015893	AT1G79790	g01674
OG0015894	AT2G21280	g23937
OG0015895	AT1G33420	g17670
OG0015896	AT2G36960	g03607
OG0015897	AT4G00420	g09997
OG0015898	AT5G43880	g17544
OG0015899	AT1G60650	g25441
OG0015900	AT4G18180	g22609
OG0015901	AT1G55000	g28466
OG0015902	AT1G56430	g24765
OG0015903	AT3G30460	g28202
OG0015904	AT5G48340	g15908
OG0015905	AT5G52540	g08249
OG0015906	AT1G03380	g01968
OG0015907	AT4G34540	g00475
OG0015908	AT4G00950	g19750
OG0015909	AT3G09660	g06091
OG0015910	AT4G08160	g29963
OG0015911	AT3G06100	g06405
OG0015912	AT2G39500	g12513
OG0015913	AT5G24790	g14176
OG0015914	AT1G67300	g21035
OG0015915	AT4G01940	g09172
OG0015916	AT1G27510	g26737
OG0015917	AT5G62610	g12251
OG0015918	AT1G09190	g18179
OG0015919	AT1G08600	g18240
OG0015920	AT5G52280	g08286
OG0015921	AT4G03090	g09032
OG0015922	AT1G69540	g25194
OG0015923	AT2G15320	g14235
OG0015924	AT1G05800	g02223
OG0015925	AT1G01760	g01732
OG0015926	AT2G20690	g25811
OG0015927	AT1G29630	g26364
OG0015928	AT1G68400	g14755
OG0015929	AT2G20400	g25850
OG0015930	AT4G10955	g27778
OG0015931	AT1G48100	g17465
OG0015932	AT1G29690	g26358
OG0015933	AT5G43910	g17541
OG0015934	AT4G14147	g21394
OG0015935	AT5G14710	g19220
OG0015936	AT2G35030	g03394
OG0015937	AT1G36310	g26153
OG0015938	AT4G26455	g04626
OG0015939	AT1G27435	g26728
OG0015940	AT1G05894	g02237
OG0015941	AT5G13340	g10771
OG0015942	AT1G22015	g13353
OG0015943	AT4G21705	g21764
OG0015944	AT2G30170	g24241
OG0015945	AT2G42885	g17379
OG0015946	AT2G22730	g31417
OG0015947	AT5G10300	g10496
OG0015948	AT5G25270	g14125
OG0015949	AT5G15170	g00257
OG0015950	AT5G11860	g10657
OG0015951	AT4G31080	g00883
OG0015952	AT2G36720	g03579
OG0015953	AT4G29980	g04227
OG0015954	AT1G73560	g04107
OG0015955	AT4G38270	g02704
OG0015956	AT1G45474	g18964
OG0015957	AT5G19610	g12131
OG0015958	AT2G39620	g12521
OG0015959	AT2G02540	g14653
OG0015960	AT3G21600	g11268
OG0015961	AT5G40020	g29029
OG0015962	AT5G65890	g07360
OG0016079	AT1G08560	g18244
OG0016080	AT1G74990	g01037
OG0016081	AT1G52415, AT4G28405	g04410
OG0016082	AT1G21670	g21801, g13391
OG0016083	AT2G33760	g03277
OG0016084	AT2G38152	g18357, g18358
OG0016085	AT2G14820	g19630
OG0016086	AT2G14660	g19660
OG0016087	AT3G48010	g12879
OG0016089	AT3G05620	g06337
OG0016090	AT4G02070	g09153
OG0016091	AT5G10820	g10545
OG0016092	AT1G06923	g02344
OG0016093	AT4G01240	g19729
OG0016094	AT5G54060	g09447
OG0016095	AT3G07720	g11794
OG0016096	AT3G53090	g20409
OG0016097	AT1G80090	g01643
OG0016098	AT2G47115	g09612
OG0016099	AT5G46870	g07753
OG0016100	AT1G10385	g05072
OG0016101	AT2G17442	g22193
OG0016102	AT4G23515	g10478
OG0016103	AT5G35460	g16361
OG0016104	AT5G01810	g27910
OG0016106	AT4G20240	g20288
OG0016107	AT1G57770	g26309
OG0016108	AT2G39930	g12560
OG0016109	AT5G57655	g16855
OG0016110	AT1G06330	g02279
OG0016111	AT1G07460	g02404
OG0016112	AT5G11610	g10629
OG0016113	AT3G43230	g27329
OG0016114	AT1G55320	g27945
OG0016115	AT3G48810	g16733
OG0016116	AT5G59830	g10975
OG0016117	AT1G65430	g08518
OG0016118	AT5G66100	g07186
OG0016119	AT2G04270	g16464
OG0016120	AT3G30725	g28220
OG0016121	AT1G05950	g02242
OG0016122	AT1G73000	g04052
OG0016123	AT3G45160	g29488
OG0016124	AT2G39355	g23238, g12491
OG0016125	AT1G70820	g03824
OG0016126	AT1G45130	g17024
OG0016128	AT1G64480	g26977
OG0016129	AT1G72600	g22337, g04017
OG0016130	AT3G31900, AT3G32330, AT3G32280	g22358
OG0016131	AT5G64710	g07503
OG0016132	AT3G44960	g11887
OG0016133	AT1G31020	g18860
OG0016134	AT5G23930	g29082
OG0016135	AT3G01550	g02638
OG0016136	AT3G45020	g11881
OG0016137	AT5G06410	g15569
OG0016138	AT1G35340	g24421
OG0016139	AT4G00200	g28757
OG0016140	AT5G03910	g15797
OG0016141	AT5G56380	g23435
OG0016142	AT1G29100	g13054
OG0016143	AT4G29440	g04292
OG0016144	AT3G25730	g32215
OG0016146	AT2G31740	g07925
OG0016147	AT1G71150	g03863
OG0016148	AT3G15070	g06736
OG0016149	AT2G27610	g28724
OG0016150	AT5G65990	g07174
OG0016151	AT5G42610	g25368
OG0016152	AT4G33280	g00624
OG0016153	AT3G46410	g12704
OG0016154	AT2G19280	g29400
OG0016155	AT1G55870	g24571
OG0016156	AT4G22830	g31306
OG0016157	AT5G18940	g13185
OG0016158	AT5G38640	g25040
OG0016159	AT1G76050	g01155
OG0016160	AT2G46920	g09632
OG0016161	AT3G13700	g06899
OG0016162	AT3G62360	g05357
OG0016163	AT5G25480	g14096
OG0016164	AT1G53110	g15067
OG0016165	AT3G03305	g26840
OG0016166	AT1G18560	g13997
OG0016167	AT2G28105	g07146
OG0016168	AT4G29200, AT5G49250	g27684, g18864, g09660, g31975
OG0016169	AT5G65840	g07366
OG0016170	AT2G41990	g17265
OG0016171	AT5G53220	g23022
OG0016172	AT4G17690	g17094
OG0016173	AT1G02150	g01689
OG0016174	AT5G58890	g30281
OG0016175	AT3G13228	g05689
OG0016176	AT1G08840	g18218
OG0016177	AT4G05200	g08924
OG0016178	AT1G33475	g17674
OG0016179	AT1G22690	g13740
OG0016180	AT1G03180	g01943
OG0016181	AT3G44830	g31969, g31916, g30599
OG0016182	AT3G26680	g20761
OG0016184	AT4G30310	g04194
OG0016185	AT5G27910, AT5G50490	g19656, g08491, g08485
OG0016186	AT4G30720	g00929
OG0016187	AT1G24290	g26706
OG0016188	AT5G66970	g07276
OG0016189	AT1G54840	g29952
OG0016190	AT5G48740	g28957
OG0016191	AT3G02260	g02550
OG0016192	AT3G59790	g22813
OG0016193	AT4G36230	g03094
OG0016194	AT2G31970	g07954
OG0016195	AT1G48280	g17447
OG0016196	AT5G52030	g08315
OG0016197	AT3G14710	g06778
OG0016198	AT1G63930	g22967
OG0016200	AT1G30515	g18783
OG0016201	AT3G55230	g11550
OG0016202	AT1G19460, AT1G19470	g13900
OG0016203	AT5G52410	g08271
OG0016204	AT4G03150	g09025
OG0016205	AT4G28650	g04381
OG0016206	AT1G52470	g15140, g15207
OG0016206	AT1G52440, AT1G52460	g15141
OG0016207	AT5G59250	g11057
OG0016208	AT4G36630	g03061
OG0016209	AT1G01940	g01717
OG0016211	AT3G06430	g06445
OG0016212	AT1G69210	g25243, g25237
OG0016213	AT2G29630	g06939
OG0016214	AT2G03470	g23593
OG0016215	AT1G75530	g01095
OG0016216	AT1G25530	g08142
OG0016218	AT5G66960	g07275
OG0016219	AT2G25730	g21506
OG0016220	AT1G35830	g31935
OG0016221	AT3G45740	g27996
OG0016222	AT1G10220	g05094
OG0016223	AT3G12590	g05771
OG0016224	AT4G25280	g10291
OG0016225	AT4G39270	g02807
OG0016226	AT1G65370	g26077
OG0016226	AT1G65050	g26072, g27834
OG0016226	AT1G65150	g26076
OG0016227	AT3G43240	g27330
OG0016228	AT5G14430	g19253
OG0016229	AT1G75190	g01057
OG0016230	AT3G21450	g11248, g28665
OG0016231	AT2G28560	g07068
OG0016232	AT3G13420	g05667
OG0016233	AT4G38480	g02719
OG0016234	AT1G62720	g18770
OG0016235	AT1G31360	g27561
OG0016237	AT4G13180	g19956
OG0016239	AT2G22640	g21712
OG0016240	AT3G29970	g14779
OG0016241	AT3G49850	g22269
OG0016242	AT1G58370	g28165
OG0016243	AT4G16460	g23088
OG0016244	AT1G09150	g18187
OG0016245	AT3G07568	g11808
OG0016246	AT1G17970	g25895
OG0016247	AT4G28703	g04375
OG0016248	AT5G51660	g08370
OG0016249	AT3G46930	g12774
OG0016250	AT4G31790	g00804
OG0016251	AT1G02100	g31613
OG0016252	AT3G51480	g14877
OG0016253	AT1G01453	g01777
OG0016254	AT2G11462	g22458, g28792, g31292, g17540, g26252, g15967
OG0016255	AT5G15820	g00189
OG0016256	AT4G22370	g14438
OG0016258	AT1G77290	g01285
OG0016259	AT2G04340	g16461
OG0016260	AT2G01140	g14498
OG0016261	AT4G17140	g17157
OG0016263	AT3G08990	g11697
OG0016264	AT4G24730	g10350
OG0016265	AT1G29041	g13048
OG0016266	AT5G15300	g00238
OG0016267	AT1G01220	g01806
OG0016268	AT2G45610	g09781
OG0016269	AT5G01670	g27924
OG0016270	AT1G13620	g04699
OG0016271	AT5G01350	g28627
OG0016272	AT3G26085	g19537
OG0016273	AT1G62250	g17808
OG0016275	AT3G03650	g26800
OG0016276	AT3G49290	g16790
OG0016277	AT1G43190	g26106
OG0016278	AT5G07330	g15670
OG0016279	AT1G44980, AT4G03930, AT1G11590, AT3G27980	g15227, g15224
OG0016280	AT5G58150	g16912
OG0016281	AT5G37570	g20591
OG0016282	AT5G08750	g19086
OG0016283	AT5G24740	g31194
OG0016284	AT1G58220	g24730
OG0016285	AT3G16785	g06525
OG0016286	AT3G49320	g16793
OG0016287	AT2G02150	g14615
OG0016288	AT1G79460	g01513
OG0016289	AT3G09530	g06104
OG0016290	AT5G12880	g10725
OG0016291	AT2G20515	g25835
OG0016292	AT3G12200	g05810
OG0016294	AT1G26960	g08030
OG0016295	AT3G61660	g05441
OG0016296	AT3G13860	g06873
OG0016297	AT1G55040	g27642
OG0016298	AT3G14670	g17943, g29910
OG0016299	AT4G04470	g21408
OG0016300	AT1G09195	g18178
OG0016301	AT5G64540	g07536
OG0016302	AT1G61600	g19823
OG0016303	AT5G02620	g19438
OG0016304	AT3G07700	g11796
OG0016305	AT2G47520	g09570
OG0016306	AT1G15080	g10077
OG0016307	AT3G16510	g06560
OG0016308	AT2G13360	g21314
OG0016309	AT3G50808	g14953
OG0016310	AT4G37280	g02988
OG0016311	AT4G02075	g09152
OG0016312	AT4G26420	g04630
OG0016313	AT1G47710	g19038
OG0016314	AT2G34170	g03313
OG0016315	AT1G71090	g03856
OG0016317	AT4G38500	g02722
OG0016318	AT1G64355	g26963
OG0016319	AT3G19200	g22490
OG0016320	AT3G02010	g19631
OG0016321	AT2G24690	g08889
OG0016322	AT2G35770	g03478
OG0016323	AT1G11760	g04906
OG0016324	AT3G09270	g11665
OG0016325	AT2G28650	g07052
OG0016326	AT3G49470	g22322
OG0016327	AT1G06540	g02300
OG0016328	AT5G12890	g10726
OG0016329	AT3G49950	g22259
OG0016330	AT1G16720	g09922
OG0016331	AT5G21970	g11983
OG0016333	AT4G04350	g21404
OG0016334	AT3G24070	g30132
OG0016335	AT3G25740	g19579
OG0016336	AT2G01918	g14583
OG0016337	AT4G10020	g28413
OG0016338	AT1G28070	g12957
OG0016339	AT3G44680	g29276
OG0016340	AT3G51080	g14921
OG0016341	AT1G55265	g27941
OG0016342	AT5G38320	g20802
OG0016343	AT2G33820	g03286
OG0016344	AT5G55100	g09318
OG0016345	AT4G35980	g00306
OG0016346	AT3G59060	g22894
OG0016347	AT4G19400	g15431
OG0016348	AT4G29750	g04259
OG0016349	AT3G23570	g27168
OG0016350	AT1G19580	g13889
OG0016351	AT5G24350	g25307
OG0016352	AT3G13190	g05697
OG0016353	AT5G18760	g13204
OG0016354	AT5G52620	g08241
OG0016355	AT5G23610	g27770
OG0016356	AT2G44710	g28051
OG0016357	AT4G11640	g20706
OG0016358	AT2G31082	g25765
OG0016359	AT4G31820	g00798
OG0016360	AT2G47920	g09530
OG0016361	AT4G20090	g05159
OG0016362	AT1G14300	g10172
OG0016363	AT1G17490	g25940
OG0016364	AT5G13680	g19331
OG0016365	AT3G46790	g12754
OG0016366	AT4G30820	g00919
OG0016367	AT1G24110	g13592
OG0016368	AT5G35110	g24822
OG0016369	AT5G45710	g07608
OG0016370	AT5G47750	g31466
OG0016371	AT5G23680	g29112
OG0016372	AT1G63820	g22953
OG0016373	AT4G14620	g23211
OG0016374	AT1G68880	g14692
OG0016375	AT1G52970	g15082
OG0016376	AT1G79880	g01665
OG0016377	AT1G71460	g03902
OG0016378	AT1G10240	g05088, g05089
OG0016379	AT1G49510	g15235
OG0016380	AT4G22560	g14417
OG0016381	AT3G02890	g02473
OG0016382	AT5G51750	g08356
OG0016383	AT1G35910	g29921
OG0016384	AT5G26160	g21829
OG0016385	AT2G28570	g07067
OG0016386	AT2G37780	g18315
OG0016387	AT1G24145	g13587
OG0016388	AT5G01470	g28641
OG0016389	AT1G73990	g00933
OG0016390	AT4G15475	g20280
OG0016392	AT5G37490	g20583
OG0016394	AT2G22030	g28078
OG0016395	AT2G27505	g28734
OG0016396	AT5G14850	g19208
OG0016397	AT5G10250	g10489
OG0016398	AT1G22470	g13763
OG0016399	AT4G39030	g02778
OG0016400	AT1G43010	g17503, g17502
OG0016401	AT1G05590	g02201
OG0016402	AT4G06676	g30107
OG0016403	AT4G09100	g18529
OG0016404	AT5G19490	g12119
OG0016405	AT2G20635	g25806
OG0016406	AT5G01690	g27922
OG0016407	AT5G35520	g16360
OG0016408	AT1G05700	g02213
OG0016409	AT5G44785	g23663
OG0016410	AT3G13330	g05680
OG0016411	AT1G50430	g25631
OG0016412	AT5G22400	g11926
OG0016413	AT1G64340	g32464
OG0016414	AT1G54820	g29954
OG0016415	AT1G56080	g24600
OG0016416	AT1G74458	g00986
OG0016417	AT1G15290	g10054
OG0016418	AT2G40700	g31393
OG0016419	AT4G21770	g21772
OG0016420	AT2G28625	g07059
OG0016421	AT2G07170	g29894
OG0016422	AT1G63810	g22952
OG0016423	AT1G64210	g29758
OG0016424	AT3G53590	g11365, g31890
OG0016425	AT5G43530	g17589
OG0016426	AT1G32870	g17620
OG0016427	AT4G16835	g17181
OG0016428	AT4G29120	g04330
OG0016429	AT3G56270	g21241
OG0016430	AT4G37170	g03026
OG0016431	AT4G38495	g02721
OG0016432	AT1G63960	g22970
OG0016433	AT2G17510	g22189
OG0016434	AT3G10390	g06006
OG0016435	AT1G59760	g30668
OG0016436	AT3G05270	g06291
OG0016437	AT4G13235	g19965
OG0016438	AT1G01820	g01726, g01710
OG0016439	AT1G34150	g27255
OG0016440	AT4G37430	g02975
OG0016441	AT3G09550	g06102
OG0016442	AT3G13180	g05698
OG0016443	AT5G67160	g07299
OG0016444	AT5G20220	g12095
OG0016445	AT3G19050	g22477
OG0016446	AT3G15050	g06741
OG0016447	AT3G18840	g21637
OG0016448	AT1G06475	g02292
OG0016449	AT4G28110	g04441
OG0016450	AT1G07745	g02437
OG0016451	AT5G39820	g26762
OG0016452	AT4G04990	g21439
OG0016453	AT2G16720	g23267
OG0016454	AT3G58330	g16557
OG0016455	AT5G42720	g22117
OG0016456	AT3G11745	g05827, g05863
OG0016457	AT1G16290	g09967
OG0016458	AT4G26180	g10201
OG0016459	AT2G27840	g27204
OG0016460	AT5G50175	g25514
OG0016461	AT2G46240	g09705
OG0016462	AT5G57780	g16869
OG0016463	AT1G50600	g25616
OG0016465	AT1G31335	g27558
OG0016466	AT2G22450	g21687
OG0016467	AT5G17830	g13322
OG0016468	AT4G21340	g29738
OG0016469	AT1G14290	g10173
OG0016470	AT2G13540	g21308
OG0016471	AT3G09310	g11660
OG0016473	AT1G79490	g01516
OG0016474	AT4G29910	g04233
OG0016475	AT3G59760	g22817
OG0016476	AT1G71110	g03858
OG0016477	AT4G18750	g15357
OG0016478	AT2G46910	g09634
OG0016479	AT4G36180	g03099
OG0016480	AT5G59750	g10982
OG0016481	AT1G17850	g25907
OG0016482	AT5G24570	g27604
OG0016483	AT2G39360	g12492
OG0016484	AT3G20200	g11090
OG0016485	AT3G20720	g11159
OG0016486	AT1G26760	g08064
OG0016487	AT4G13260	g19974
OG0016488	AT2G18760	g22660
OG0016489	AT3G22210	g11340
OG0016490	AT5G67570	g07348
OG0016491	AT3G50640	g14979
OG0016492	AT5G09990	g19175
OG0016493	AT5G08305	g23809
OG0016494	AT5G62750	g12273
OG0016495	AT1G18270	g14029
OG0016496	AT4G24450	g10377
OG0016497	AT5G14590	g19236
OG0016498	AT4G26750	g04589
OG0016499	AT1G22190	g13793
OG0016500	AT3G12530	g05779
OG0016501	AT3G46450	g12707
OG0016502	AT5G25940	g14046
OG0016503	AT2G06010	g18495
OG0016504	AT5G47810	g17430
OG0016505	AT2G20840	g25794
OG0016506	AT2G27270	g26243
OG0016507	AT5G61140	g10836
OG0016508	AT1G67080	g23322
OG0016509	AT3G28750	g08662
OG0016510	AT3G19690	g22551
OG0016511	AT1G68238	g14776
OG0016512	AT4G30750, AT4G30730	g00926, g00928
OG0016513	AT4G25540	g10269
OG0016514	AT3G16220	g06595
OG0016515	AT2G42860	g17373
OG0016516	AT1G48880	g24293
OG0016517	AT3G13222	g05693
OG0016518	AT5G10940	g10556
OG0016519	AT5G07400	g15680
OG0016520	AT4G39830	g19491, g02874
OG0016521	AT3G02500	g31402
OG0016522	AT1G12470	g04830
OG0016523	AT3G13845	g06877
OG0016524	AT2G43400	g18005
OG0016525	AT4G22160	g14475
OG0016527	AT4G21320	g29735
OG0016528	AT1G72570	g04016
OG0016529	AT1G15410	g10038
OG0016530	AT3G26770	g20775
OG0016531	AT2G32890	g03179
OG0016532	AT5G51350	g08414
OG0016533	AT1G52310	g15161
OG0016534	AT3G58020	g16589
OG0016535	AT4G10910	g27782
OG0016536	AT4G26220	g10197
OG0016537	AT2G30695	g30729
OG0016538	AT5G14770	g19213
OG0016539	AT1G14220	g10180
OG0016540	AT2G41010	g24519
OG0016541	AT1G52325	g15158
OG0016542	AT1G79540	g01521
OG0016543	AT5G16540	g00121, g00118
OG0016544	AT1G62480	g17834
OG0016545	AT1G48690	g12963, g31628
OG0016546	AT1G69470	g25206
OG0016547	AT1G19130	g13936
OG0016548	AT4G38150	g02690
OG0016549	AT5G47720	g31463
OG0016550	AT1G13170	g04753
OG0016551	AT3G24330	g20032
OG0016552	AT3G56610	g21197
OG0016553	AT5G27440	g17958
OG0016555	AT5G09450	g19118
OG0016556	AT1G49900	g15280, g15279
OG0016557	AT5G10695	g10534
OG0016558	AT4G36910	g02997
OG0016559	AT3G09085	g11685
OG0016560	AT2G44330	g18108
OG0016561	AT2G21400	g23949
OG0016562	AT3G49380	g16802
OG0016563	AT5G26680	g21863
OG0016564	AT1G68845	g14700
OG0016565	AT1G61065	g19899
OG0016566	AT3G48850	g16736
OG0016567	AT5G54570	g09381
OG0016568	AT1G27320	g26716
OG0016569	AT4G08390	g20320
OG0016570	AT1G49720	g15261
OG0016571	AT4G38380	g02710
OG0016572	AT3G02120	g02566
OG0016573	AT1G19160	g13933
OG0016573	AT5G52610	g08239
OG0016574	AT5G27660	g17937
OG0016575	AT3G27920	g18950
OG0016576	AT3G12100	g05824
OG0016577	AT3G23680	g24000
OG0016577	AT3G25090, AT3G23685	g24002
OG0016578	AT1G60240	g28810
OG0016579	AT5G42090	g30258
OG0016580	AT2G06255	g18483
OG0016581	AT5G56180	g23465
OG0016582	AT1G30020	g26317
OG0016583	AT3G18160	g21557
OG0016584	AT3G20395	g11112
OG0016585	AT4G14225	g23152
OG0016586	AT5G55840	g09240
OG0016587	AT4G12640	g30153
OG0016589	AT3G52620	g20467
OG0016590	AT1G65000	g26093
OG0016591	AT5G45790	g07616
OG0016592	AT1G70640	g03805
OG0016593	AT3G07520	g11815
OG0016594	AT4G31060	g00885
OG0016596	AT3G53560	g20360
OG0016597	AT3G17180	g16202
OG0016598	AT3G13898	g06868
OG0016599	AT5G61400	g10809
OG0016600	AT1G68340	g14764
OG0016601	AT5G09540	g19127
OG0016602	AT5G57220	g16807
OG0016603	AT3G60961, AT3G60180	g05613
OG0016604	AT5G18590	g13228
OG0016606	AT5G48940	g27456
OG0016607	AT2G30960	g25749
OG0016608	AT1G13700	g04691
OG0016609	AT2G01730	g14559
OG0016610	AT5G03860	g15804
OG0016611	AT1G43980	g23536
OG0016612	AT3G50950	g14933
OG0016613	AT1G71190	g03867
OG0016614	AT2G22570	g21704
OG0016615	AT4G11110	g20644
OG0016616	AT5G63990	g12416
OG0016617	AT5G44040	g17520
OG0016618	AT5G64860	g07485
OG0016619	AT5G28530	g27882
OG0016620	AT1G14210	g10181
OG0016621	AT4G10600	g25320
OG0016622	AT5G47850	g28140
OG0016623	AT5G23720	g29108
OG0016625	AT5G25430	g14103
OG0016626	AT4G02010	g09159
OG0016627	AT4G15250	g20184
OG0016628	AT3G18440	g21595
OG0016629	AT1G68290	g14773
OG0016630	AT1G13250	g04744
OG0016631	AT1G27920	g12939
OG0016632	AT1G64160	g30542
OG0016633	AT1G30510	g18782
OG0016634	AT2G45530	g09788
OG0016635	AT1G66220	g22083
OG0016636	AT5G23060	g27310
OG0016637	AT5G40380	g29527
OG0016638	AT4G12830	g29553
OG0016639	AT2G04305	g16462
OG0016640	AT5G61865	g12179
OG0016641	AT3G05720	g06354
OG0016642	AT4G00232, AT5G41765	g28540
OG0016643	AT5G52340	g08278
OG0016644	AT3G23930	g20017
OG0016645	AT5G63300	g12337
OG0016646	AT2G26890	g29610
OG0016647	AT1G80570	g01591
OG0016648	AT2G44230	g18102
OG0016649	AT2G38300	g18379
OG0016650	AT1G51740	g21958
OG0016651	AT1G13610	g04700, g32238
OG0016652	AT1G33350	g17663
OG0016653	AT2G48070	g09515
OG0016654	AT5G62910	g12291
OG0016655	AT1G67580	g21075
OG0016656	AT5G09230	g19097
OG0016657	AT5G56210	g23462
OG0016658	AT3G15580	g06667
OG0016659	AT4G35300	g00384
OG0016660	AT3G24210	g24044
OG0016661	AT3G48820	g16734
OG0016662	AT4G02200	g09130
OG0016663	AT1G22670	g13742
OG0016664	AT1G66210	g22084
OG0016665	AT1G24450	g26693
OG0016666	AT3G05950	g06382
OG0016667	AT1G02205	g01684
OG0016668	AT4G33925	g00551
OG0016669	AT4G39460	g31478
OG0016670	AT3G63440	g30183
OG0016671	AT2G17525	g22185
OG0016672	AT3G24030	g30137
OG0016673	AT4G33495	g00600
OG0016674	AT4G11970	g26553
OG0016675	AT3G17470	g16160
OG0016676	AT2G42240	g17291
OG0016677	AT2G35210	g03413
OG0016678	AT3G08560	g11744
OG0016679	AT4G19190	g15413
OG0016680	AT1G53170	g15060
OG0016681	AT2G01950	g14588
OG0016683	AT5G48450	g15925
OG0016684	AT1G09900	g05128
OG0016685	AT2G18876	g22669
OG0016686	AT1G12570	g04822
OG0016687	AT5G20580	g12059
OG0016688	AT3G53030	g20417
OG0016689	AT2G25180	g27529
OG0016690	AT1G08960	g18208
OG0016691	AT3G21305	g11231
OG0016692	AT1G65580	g24348
OG0016693	AT2G46850	g09639
OG0016694	AT2G20970	g23903
OG0016695	AT2G26210	g29333
OG0016696	AT1G49880	g15277
OG0016697	AT5G21040	g12016
OG0016699	AT5G66300	g07207
OG0016700	AT4G30150	g04209
OG0016701	AT1G79830	g01670
OG0016702	AT1G69770	g03706
OG0016703	AT5G54860	g09351
OG0016704	AT4G12100	g27654, g29518
OG0016705	AT5G56620	g24078
OG0016706	AT4G36860	g03036
OG0016707	AT1G27520	g26738, g26739
OG0016708	AT2G05755	g18516
OG0016709	AT5G36220	g28391
OG0016710	AT2G31840	g07935
OG0016711	AT5G05110	g26059
OG0016712	AT3G26440	g20737
OG0016713	AT1G06500	g02294
OG0016714	AT2G47090	g09614
OG0016715	AT4G00500	g19802
OG0016716	AT3G19860	g28989
OG0016717	AT3G53880	g11398
OG0016718	AT1G08350	g18266
OG0016719	AT4G18740	g15356
OG0016720	AT2G04850	g16407
OG0016721	AT1G17030	g09891
OG0016722	AT3G26782	g20778
OG0016723	AT5G05965	g15518
OG0016724	AT4G29800	g04245
OG0016725	AT5G64520	g07538
OG0016726	AT4G18130	g22615
OG0016727	AT3G29230	g28682
OG0016728	AT2G42220	g17289
OG0016729	AT3G01750	g02655
OG0016730	AT1G80200	g01633
OG0016731	AT3G27925	g18949
OG0016732	AT5G60600	g10893
OG0016733	AT1G64040	g22988
OG0016734	AT1G80420	g01612
OG0016735	AT5G61490	g10797
OG0016736	AT4G13650	g21331
OG0016737	AT1G31750	g16092
OG0016738	AT5G24313	g25300
OG0016739	AT4G32460	g32142
OG0016740	AT5G59440	g11016
OG0016741	AT1G52820	g15096
OG0016742	AT2G37510	g03678
OG0016743	AT1G32510	g15996
OG0016744	AT3G05150	g06277
OG0016745	AT2G31040	g25756
OG0016746	AT2G40860	g12676
OG0016747	AT5G55470	g09279
OG0016748	AT5G45940	g07641
OG0016749	AT5G40960	g22402
OG0016750	AT5G27290	g29596
OG0016751	AT2G23755	g08727
OG0016752	AT1G24030	g13602
OG0016753	AT3G53350	g20383
OG0016754	AT1G61105	g19892
OG0016755	AT4G28980	g04345
OG0016756	AT3G42786	g29902
OG0016756	AT3G09130	g11680
