Orthogroup	Arabidopsis_thaliana	Boechera_stricta
OG0016791	AT5G25330	Bostr.29827s0283.1.p
OG0016792	AT5G49580	Bostr.9935s0001.1.p
OG0016793	AT5G41070	Bostr.7200s0125.1.p
OG0016794	AT3G01080	Bostr.1460s0111.1.p
OG0016795	AT5G61750	Bostr.26833s0060.1.p
OG0016796	AT3G66652	Bostr.22252s0373.1.p
OG0016797	AT1G79120	Bostr.20129s0348.1.p
OG0016799	AT5G42120	Bostr.1601s0004.1.p
OG0016800	AT2G36370	Bostr.23794s0455.1.p
OG0016801	AT5G58540	Bostr.26833s0398.1.p
OG0016802	AT2G21550	Bostr.5022s0076.1.p
OG0016803	AT5G66030	Bostr.0568s0013.1.p
OG0016804	AT3G59960	Bostr.29344s0004.1.p
OG0016805	AT5G43170	Bostr.3148s0159.1.p
OG0016806	AT2G26510	Bostr.8111s0001.1.p
OG0016807	AT3G22670	Bostr.19424s0388.1.p
OG0016808	AT1G74420	Bostr.3288s0087.1.p
OG0016809	AT4G21690	Bostr.10689s0135.1.p
OG0016810	AT2G37650	Bostr.23794s0312.1.p
OG0016811	AT1G47240	Bostr.12302s0150.1.p
OG0016812	AT2G25420	Bostr.26326s0120.1.p
OG0016813	AT1G14350	Bostr.13671s0016.1.p
OG0016814	AT1G21722	Bostr.12659s0023.1.p
OG0016815	AT2G46360	Bostr.25993s0134.1.p
OG0016816	AT2G35110	Bostr.23794s0592.1.p
OG0016817	AT5G64580	Bostr.0568s0340.1.p
OG0016818	AT3G49160	Bostr.18473s0034.1.p
OG0016819	AT1G03390	Bostr.26675s0411.1.p
OG0016820	AT5G05490	Bostr.13129s0420.1.p
OG0016821	AT1G55350	Bostr.6758s0037.1.p
OG0016822	AT1G56310	Bostr.8169s0050.1.p
OG0016823	AT5G16940	Bostr.2618s0034.1.p
OG0016824	AT1G56200	Bostr.6758s0075.1.p
OG0016825	AT2G23680	Bostr.27895s0124.1.p
OG0016826	AT5G45030	Bostr.29514s0006.1.p
OG0016827	AT4G30670	Bostr.7867s0924.1.p
OG0016828	AT3G51140	Bostr.6864s0131.1.p
OG0016829	AT2G35010	Bostr.23794s0602.1.p
OG0016830	AT2G22200	Bostr.5022s0013.1.p
OG0016831	AT5G51200	Bostr.15774s0230.1.p
OG0016832	AT4G39610	Bostr.25542s0148.1.p
OG0016833	AT1G08035	Bostr.25219s0144.1.p
OG0016834	AT1G43630	Bostr.12302s0034.1.p
OG0016835	AT4G03510	Bostr.2983s0090.1.p
OG0016836	AT5G23120	Bostr.10199s0089.1.p
OG0016837	AT3G27750	Bostr.20129s0534.1.p
OG0016838	AT3G43300	Bostr.0556s0673.1.p
OG0016839	AT2G22270	Bostr.5022s0006.1.p
OG0016840	AT1G54095	Bostr.7128s0073.1.p
OG0016841	AT3G12370	Bostr.3640s0013.1.p
OG0016842	AT3G14380	Bostr.28625s0262.1.p
OG0016843	AT4G20325	Bostr.10689s0010.1.p
OG0016844	AT1G74030	Bostr.3288s0052.1.p
OG0016845	AT3G19240	Bostr.19424s0737.1.p
OG0016846	AT5G64060	Bostr.0568s0398.1.p
OG0016847	AT5G10950	Bostr.13175s0010.1.p
OG0016848	AT2G25920	Bostr.26326s0057.1.p
OG0016849	AT1G02420	Bostr.4824s0015.1.p
OG0016850	AT1G73240	Bostr.10273s0030.1.p
OG0016851	AT3G20865	Bostr.19424s0563.1.p
OG0016852	AT3G45150	Bostr.21132s0002.1.p, Bostr.21132s0005.1.p
OG0016853	AT1G32180	Bostr.3359s0138.1.p
OG0016854	AT5G12370	Bostr.2902s0007.1.p
OG0016855	AT4G28680	Bostr.7867s0710.1.p
OG0016856	AT1G11630	Bostr.13671s0304.1.p
OG0016857	AT1G67940	Bostr.26959s0108.1.p
OG0016858	AT4G16745	Bostr.30275s0133.1.p
OG0016859	AT2G38680	Bostr.23794s0204.1.p
OG0016860	AT1G77890	Bostr.20129s0226.1.p
OG0016861	AT1G27460	Bostr.15697s0075.1.p
OG0016862	AT4G25120	Bostr.7867s0319.1.p
OG0016863	AT1G68585	Bostr.26959s0031.1.p
OG0016864	AT5G18540	Bostr.26527s0357.1.p
OG0016865	AT5G10710	Bostr.13175s0031.1.p
OG0016866	AT1G43130	Bostr.12302s0023.1.p
OG0016867	AT3G42180	Bostr.0556s0644.1.p
OG0016868	AT1G71340	Bostr.10273s0216.1.p
OG0016869	AT5G62370	Bostr.0568s0570.1.p
OG0016870	AT2G43350	Bostr.25993s0445.1.p
OG0016871	AT3G15605	Bostr.28625s0135.1.p
OG0016872	AT3G07550	Bostr.22252s0275.1.p
OG0016873	AT3G06810	Bostr.22252s0355.1.p
OG0016875	AT1G30640	Bostr.15697s0364.1.p
OG0016878	AT2G13440	Bostr.13083s0043.1.p
OG0016879	AT4G08570	Bostr.3877s0006.1.p
OG0016880	AT5G40730	Bostr.7200s0081.1.p
OG0016881	AT1G03905	Bostr.26675s0400.1.p
OG0016882	AT2G41342	Bostr.11568s0047.1.p
OG0016883	AT1G26590	Bostr.12659s0339.1.p
OG0016884	AT1G78150	Bostr.20129s0249.1.p
OG0016885	AT5G08010	Bostr.13129s0166.1.p
OG0016887	AT1G53560	Bostr.0124s0144.1.p
OG0016888	AT3G24255, AT3G23910	Bostr.19424s0245.1.p
OG0016889	AT2G32030	Bostr.24513s0015.1.p
OG0016890	AT5G62065	Bostr.26833s0033.1.p
OG0016891	AT5G46580	Bostr.4485s0007.1.p
OG0016892	AT5G61610	Bostr.26833s0073.1.p
OG0016893	AT4G32040	Bostr.7867s1058.1.p
OG0016894	AT2G39640	Bostr.23794s0111.1.p, Bostr.23794s0110.1.p
OG0016895	AT1G10890	Bostr.13671s0379.1.p
OG0016896	AT2G14890	Bostr.2199s0012.1.p
OG0016897	AT3G18870	Bostr.19424s0770.1.p
OG0016898	AT1G19620	Bostr.7128s0562.1.p
OG0016899	AT5G18525	Bostr.26527s0358.1.p
OG0016900	AT4G37490	Bostr.7867s1609.1.p
OG0016901	AT2G29890	Bostr.29246s0027.1.p
OG0016902	AT1G67100	Bostr.26959s0198.1.p
OG0016903	AT4G24805	Bostr.7867s0286.1.p
OG0016904	AT5G34850	Bostr.29044s0106.1.p
OG0016905	AT4G35030	Bostr.7867s1362.1.p
OG0016906	AT5G38860	Bostr.17775s0015.1.p
OG0016908	AT1G16510	Bostr.7128s0258.1.p
OG0016909	AT2G30120	Bostr.29246s0021.1.p
OG0016910	AT3G59010	Bostr.20903s0133.1.p
OG0016911	AT2G26420	Bostr.26326s0002.1.p
OG0016912	AT4G34419	Bostr.7867s1300.1.p
OG0016913	AT5G44240	Bostr.3148s0034.1.p
OG0016914	AT2G13650	Bostr.13083s0031.1.p
OG0016915	AT1G69710	Bostr.10273s0394.1.p
OG0016916	AT4G19180	Bostr.30275s0400.1.p
OG0016917	AT3G52115	Bostr.6864s0034.1.p
OG0016918	AT5G09680	Bostr.13129s0023.1.p
OG0016919	AT1G68890	Bostr.10273s0478.1.p
OG0016920	AT1G67700	Bostr.26959s0140.1.p
OG0016921	AT5G56230	Bostr.26833s0640.1.p
OG0016922	AT3G06145	Bostr.2570s0045.1.p
OG0016923	AT5G01920	Bostr.6251s0162.1.p
OG0016924	AT2G18800	Bostr.18351s0347.1.p
OG0016925	AT4G23950	Bostr.7867s0202.1.p
OG0016926	AT5G27860	Bostr.29827s0105.1.p
OG0016928	AT1G25375	Bostr.12659s0419.1.p
OG0016929	AT3G55630	Bostr.20505s0188.1.p
OG0016930	AT5G43050	Bostr.3148s0175.1.p
OG0016931	AT2G45210	Bostr.25993s0253.1.p
OG0016932	AT1G27110	Bostr.12659s0282.1.p
OG0016933	AT5G17380	Bostr.21979s0001.1.p
OG0016935	AT2G41550	Bostr.11568s0021.1.p
OG0016936	AT1G11740	Bostr.13671s0290.1.p
OG0016937	AT3G01960	Bostr.1460s0017.1.p
OG0016938	AT3G15120	Bostr.28625s0175.1.p
OG0016939	AT5G65970	Bostr.0568s0005.1.p
OG0016940	AT1G16916	Bostr.7128s0299.1.p
OG0016941	AT1G07240	Bostr.25219s0230.1.p
OG0016942	AT1G69350	Bostr.10273s0434.1.p
OG0016943	AT1G31240	Bostr.15697s0433.1.p
OG0016944	AT4G14870	Bostr.0597s0114.1.p
OG0016945	AT3G25570	Bostr.0556s0223.1.p
OG0016946	AT5G19910	Bostr.26527s0209.1.p
OG0016947	AT3G01100	Bostr.1460s0108.1.p
OG0016948	AT1G22940	Bostr.12659s0151.1.p
OG0016949	AT5G22750	Bostr.26527s0004.1.p
OG0016950	AT5G47630	Bostr.14419s0055.1.p
OG0016951	AT2G35460	Bostr.23794s0557.1.p
OG0016952	AT3G62040	Bostr.13158s0210.1.p
OG0016953	AT1G75000	Bostr.3288s0148.1.p
OG0016954	AT1G22790	Bostr.12659s0133.1.p
OG0016955	AT3G27670	Bostr.0556s0448.1.p
OG0016956	AT2G23380	Bostr.27895s0148.1.p
OG0016957	AT1G10880	Bostr.13671s0380.1.p
OG0016958	AT3G02050	Bostr.1460s0006.1.p
OG0016959	AT4G22000	Bostr.10089s0021.1.p
OG0016961	AT1G69280	Bostr.10273s0442.1.p
OG0016962	AT1G13410	Bostr.13671s0106.1.p
OG0016963	AT4G12840	Bostr.2021s0019.1.p
OG0016964	AT1G17510	Bostr.7128s0362.1.p
OG0016965	AT2G36145	Bostr.23794s0482.1.p
OG0016966	AT5G60820	Bostr.26833s0156.1.p, Bostr.15697s0004.1.p
OG0016967	AT5G44635	Bostr.29514s0042.1.p
OG0016968	AT4G22550	Bostr.7867s0037.1.p
OG0016969	AT5G16510	Bostr.2902s0387.1.p
OG0016970	AT1G32410	Bostr.3359s0118.1.p
OG0016971	AT4G14970	Bostr.0597s0129.1.p
OG0016972	AT5G20300	Bostr.26527s0169.1.p
OG0016973	AT2G17860	Bostr.18351s0254.1.p
OG0016974	AT1G25500	Bostr.12659s0404.1.p
OG0016975	AT3G16710	Bostr.26675s0329.1.p, Bostr.28625s0022.1.p
OG0016976	AT5G01900	Bostr.6251s0160.1.p
OG0016977	AT2G01660	Bostr.7903s0011.1.p
OG0016978	AT5G38290	Bostr.12645s0027.1.p
OG0016979	AT3G45300	Bostr.18473s0390.1.p
OG0016981	AT4G17860	Bostr.30275s0253.1.p
OG0016982	AT1G12600	Bostr.13671s0201.1.p
OG0016983	AT4G11130	Bostr.25463s0213.1.p
OG0016984	AT1G15530	Bostr.7128s0168.1.p
OG0016985	AT1G03457	Bostr.26675s0406.1.p
OG0016986	AT2G36740	Bostr.23794s0419.1.p
OG0016987	AT1G78180	Bostr.20129s0254.1.p
OG0016988	AT1G66340	Bostr.26959s0286.1.p
OG0016989	AT2G34930	Bostr.23794s0610.1.p
OG0016990	AT1G67900	Bostr.26959s0112.1.p
OG0016991	AT1G52880	Bostr.0124s0081.1.p
OG0016993	AT3G08980	Bostr.22252s0174.1.p
OG0016994	AT4G00060	Bostr.14547s0015.1.p
OG0016995	AT4G10930	Bostr.25463s0233.1.p
OG0016996	AT4G32510	Bostr.7867s1104.1.p
OG0016997	AT2G01490	Bostr.7903s0028.1.p
OG0016998	AT5G53490	Bostr.26833s0932.1.p
OG0016999	AT3G26490	Bostr.0556s0319.1.p
OG0017000	AT5G63180	Bostr.0568s0487.1.p
OG0017002	AT2G20240	Bostr.7903s0145.1.p
OG0017003	AT5G40280	Bostr.3751s0006.1.p
OG0017004	AT3G53840	Bostr.11793s0008.1.p
OG0017005	AT4G08300	Bostr.3877s0032.1.p
OG0017006	AT1G31780	Bostr.3359s0177.1.p
OG0017007	AT1G63295	Bostr.9600s0033.1.p
OG0017008	AT5G57960	Bostr.26833s0455.1.p
OG0017009	AT3G05630	Bostr.2570s0113.1.p
OG0017010	AT5G16850	Bostr.2618s0026.1.p
OG0017011	AT5G67600	Bostr.0568s0186.1.p, Bostr.6864s0257.1.p
OG0017012	AT3G56350	Bostr.20505s0117.1.p
OG0017013	AT2G14825	Bostr.2199s0027.1.p
OG0017014	AT5G64190	Bostr.0568s0385.1.p
OG0017015	AT4G00690	Bostr.5022s0025.1.p
OG0017016	AT2G33680	Bostr.23794s0733.1.p
OG0017017	AT3G24690	Bostr.29257s0001.1.p
OG0017018	AT5G39970	Bostr.12722s0019.1.p
OG0017019	AT5G27390	Bostr.29827s0058.1.p
OG0017020	AT3G09870	Bostr.22252s0079.1.p
OG0017021	AT1G67720	Bostr.26959s0138.1.p
OG0017023	AT1G09240	Bostr.25219s0021.1.p
OG0017024	AT5G53140	Bostr.26833s0966.1.p
OG0017025	AT5G14650	Bostr.2902s0201.1.p
OG0017026	AT4G34310	Bostr.7867s1283.1.p
OG0017027	AT1G68940	Bostr.10273s0470.1.p
OG0017028	AT3G06450	Bostr.2570s0014.1.p
OG0017029	AT3G07150	Bostr.22252s0319.1.p
OG0017030	AT2G35480	Bostr.23794s0555.1.p
OG0017031	AT5G08070	Bostr.13129s0160.1.p
OG0017032	AT5G48970	Bostr.15774s0024.1.p
OG0017033	AT5G13770	Bostr.2902s0111.1.p
OG0017034	AT5G46180	Bostr.8819s0154.1.p
OG0017035	AT2G34680	Bostr.23794s0638.1.p
OG0017036	AT5G22810	Bostr.10199s0165.1.p
OG0017037	AT5G22410	Bostr.26527s0036.1.p
OG0017039	AT1G20150	Bostr.7128s0618.1.p
OG0017042	AT3G14580	Bostr.28625s0247.1.p
OG0017043	AT2G20142	Bostr.7903s0154.1.p
OG0017044	AT3G04903	Bostr.2570s0204.1.p
OG0017045	AT2G38050	Bostr.23794s0268.1.p
OG0017046	AT2G39880	Bostr.23794s0078.1.p
OG0017047	AT3G45280	Bostr.18473s0392.1.p
OG0017050	AT4G04500	Bostr.25463s0006.1.p
OG0017051	AT4G01120	Bostr.7365s0064.1.p
OG0017052	AT5G01190	Bostr.6251s0086.1.p
OG0017053	AT5G44265	Bostr.3148s0031.1.p
OG0017056	AT1G32127	Bostr.3359s0144.1.p
OG0017057	AT3G08790	Bostr.22252s0193.1.p
OG0017058	AT2G17090	Bostr.18351s0170.1.p
OG0017059	AT2G32790	Bostr.23794s0826.1.p
OG0017060	AT4G08690	Bostr.3877s0001.1.p
OG0017062	AT1G35435	Bostr.1774s0029.1.p
OG0017063	AT1G47271	Bostr.12302s0160.1.p
OG0017064	AT1G69825	Bostr.10273s0380.1.p
OG0017065	AT3G10620	Bostr.19424s0985.1.p
OG0017068	AT4G31350	Bostr.7867s0989.1.p
OG0017069	AT5G55131, AT5G55132	Bostr.12645s0036.1.p, Bostr.12645s0032.1.p, Bostr.26833s0746.1.p
OG0017070	AT1G11710	Bostr.13671s0295.1.p
OG0017071	AT1G19025	Bostr.7128s0508.1.p
OG0017073	AT1G25460	Bostr.12659s0410.1.p
OG0017074	AT1G30755	Bostr.15697s0379.1.p
OG0017075	AT1G36060	Bostr.20910s0012.1.p
OG0017076	AT1G43620	Bostr.12302s0033.1.p
OG0017078	AT1G54445	Bostr.13404s0016.1.p
OG0017079	AT1G67950	Bostr.26959s0107.1.p
OG0017080	AT1G68250	Bostr.26959s0069.1.p
OG0017081	AT1G75550	Bostr.3288s0207.1.p
OG0017082	AT1G61630	Bostr.14300s0001.1.p
OG0017083	AT3G12685	Bostr.3640s0043.1.p
OG0017084	AT3G19610	Bostr.19424s0700.1.p
OG0017085	AT2G22090	Bostr.5022s0028.1.p
OG0017086	AT2G34520	Bostr.23794s0657.1.p
OG0017087	AT2G22942	Bostr.21942s0003.1.p
OG0017088	AT2G40765	Bostr.9345s0056.1.p
OG0017089	AT2G21450	Bostr.5022s0090.1.p
OG0017090	AT3G52210	Bostr.6864s0023.1.p
OG0017091	AT3G53800	Bostr.11793s0012.1.p
OG0017092	AT3G54430	Bostr.0697s0054.1.p
OG0017093	AT3G29000	Bostr.0556s0550.1.p
OG0017094	AT5G11830	Bostr.20055s0045.1.p
OG0017095	AT5G14105	Bostr.2902s0147.1.p
OG0017096	AT5G16140	Bostr.2902s0350.1.p
OG0017097	AT5G16160	Bostr.2902s0352.1.p
OG0017098	AT5G21910	Bostr.26527s0087.1.p
OG0017099	AT5G22830	Bostr.10199s0163.1.p
OG0017100	AT4G08240	Bostr.3877s0036.1.p
OG0017101	AT4G08685	Bostr.3877s0002.1.p
OG0017102	AT4G10950	Bostr.25463s0232.1.p
OG0017103	AT4G01140	Bostr.7365s0066.1.p
OG0017104	AT5G06550	Bostr.13129s0317.1.p
OG0017105	AT5G07150	Bostr.13129s0254.1.p
OG0017106	AT5G07160	Bostr.13129s0253.1.p
OG0017107	AT4G28780	Bostr.7867s0724.1.p
OG0017108	AT4G25780	Bostr.7867s0395.1.p
OG0017109	AT4G25330	Bostr.7867s0341.1.p
OG0017110	AT4G38090	Bostr.25542s0210.1.p
OG0017111	AT4G17483	Bostr.30275s0203.1.p
OG0017112	AT5G41560	Bostr.7200s0183.1.p
OG0017113	AT5G41470	Bostr.7200s0157.1.p
OG0017114	AT4G36980	Bostr.7867s1572.1.p
OG0017115	AT5G52270	Bostr.7305s0040.1.p
OG0017116	AT5G64480	Bostr.0568s0350.1.p
OG0017117	AT5G64980	Bostr.0568s0293.1.p
OG0017118	AT5G44740	Bostr.29514s0030.1.p
OG0017119	AT5G50710, AT5G50610	Bostr.15774s0210.1.p
OG0017120	AT1G05010	Bostr.25219s0469.1.p
OG0017121	AT1G11572	Bostr.13671s0310.1.p
OG0017122	AT5G49525	Bostr.15774s0081.1.p
OG0017125	AT1G65032	Bostr.26959s0440.1.p
OG0017126	AT2G18540	Bostr.18351s0320.1.p
OG0017128	AT2G38830	Bostr.23794s0187.1.p
OG0017129	AT2G43390	Bostr.25993s0440.1.p
OG0017130	AT2G03140	Bostr.0556s0128.1.p
OG0017131	AT3G43270	Bostr.0556s0672.1.p
OG0017132	AT3G46540	Bostr.18473s0305.1.p
OG0017133	AT3G50980	Bostr.6864s0146.1.p
OG0017135	AT5G15340	Bostr.2902s0272.1.p
OG0017136	AT5G22470	Bostr.26527s0030.1.p
OG0017137	AT5G22530	Bostr.26527s0026.1.p
OG0017138	AT4G04370	Bostr.25463s0013.1.p
OG0017139	AT5G53910	Bostr.26833s0904.1.p, Bostr.26833s0884.1.p
OG0017140	AT5G55650	Bostr.26833s0692.1.p
OG0017141	AT5G55855, AT5G55856	Bostr.26833s0675.1.p
OG0017142	AT5G57760	Bostr.26833s0479.1.p
OG0017143	AT5G02720	Bostr.2128s0153.1.p
OG0017145	AT5G57570, AT5G57567, AT5G57640	Bostr.20129s0267.1.p
OG0017146	AT3G10185	Bostr.22252s0046.1.p
OG0017147	AT2G38160	Bostr.23794s0256.1.p
OG0017148	AT3G15140	Bostr.28625s0177.1.p
OG0017149	AT1G74640	Bostr.3288s0109.1.p
OG0017150	AT1G50720	Bostr.26675s0105.1.p
OG0017151	AT5G65685	Bostr.0568s0216.1.p
OG0017152	AT1G70895	Bostr.10273s0261.1.p
OG0017153	AT5G42655	Bostr.3148s0232.1.p
OG0017154	AT1G20132	Bostr.7128s0615.1.p
OG0017155	AT1G32120	Bostr.3359s0147.1.p
OG0017183	AT1G15580	Bostr.7128s0172.1.p
OG0017184	AT3G19515	Bostr.7867s1380.1.p
OG0017184	AT1G22080	Bostr.15697s0426.1.p
OG0017185	AT1G18590	Bostr.7128s0467.1.p
OG0017186	AT3G13226	Bostr.3640s0105.1.p
OG0017187	AT4G17380	Bostr.30275s0192.1.p
OG0017188	AT2G46915	Bostr.25993s0075.1.p
OG0017189	AT1G07710	Bostr.25219s0187.1.p
OG0017190	AT1G35220	Bostr.1040s0081.1.p
OG0017191	AT5G49350	Bostr.15774s0066.1.p
OG0017194	AT1G02290	Bostr.5325s0003.1.p
OG0017195	AT3G52540	Bostr.11793s0130.1.p
OG0017196	AT2G26920	Bostr.29505s0022.1.p
OG0017197	AT1G18640	Bostr.7128s0472.1.p
OG0017198	AT5G40340	Bostr.7200s0007.1.p
OG0017199	AT5G11390	Bostr.20055s0098.1.p
OG0017200	AT4G00190	Bostr.14547s0028.1.p
OG0017201	AT5G58210	Bostr.26833s0431.1.p
OG0017202	AT1G45150	Bostr.12302s0109.1.p
OG0017203	AT1G31460	Bostr.15697s0459.1.p
OG0017204	AT1G67210	Bostr.26959s0188.1.p
OG0017207	AT3G61840	Bostr.13158s0187.1.p
OG0017208	AT3G23580	Bostr.19424s0285.1.p
OG0017209	AT3G61490	Bostr.13158s0145.1.p
OG0017210	AT4G08290	Bostr.3877s0033.1.p
OG0017211	AT2G34585	Bostr.23794s0649.1.p
OG0017213	AT3G20500	Bostr.19424s0604.1.p
OG0017214	AT3G13672	Bostr.3640s0160.1.p
OG0017217	AT5G21120	Bostr.26527s0101.1.p
OG0017219	AT1G75125	Bostr.3288s0160.1.p
OG0017220	AT1G60430	Bostr.5646s0001.1.p
OG0017222	AT3G12940	Bostr.3640s0068.1.p
OG0017224	AT5G48590	Bostr.2392s0029.1.p
OG0017225	AT3G50110	Bostr.6864s0231.1.p
OG0017228	AT1G31840	Bostr.3359s0168.1.p
OG0017229	AT5G66110	Bostr.0568s0022.1.p
OG0017230	AT3G27415	Bostr.0556s0423.1.p
OG0017231	AT4G27740	Bostr.7867s0603.1.p
OG0017232	AT4G26090	Bostr.7867s0427.1.p
OG0017233	AT3G22150	Bostr.19424s0445.1.p
OG0017235	AT1G55640	Bostr.6758s0011.1.p
OG0017236	AT3G29330	Bostr.0556s0587.1.p
OG0017237	AT4G35930	Bostr.7867s1458.1.p
OG0017238	AT5G56430	Bostr.26833s0616.1.p
OG0017239	AT3G19190	Bostr.19424s0743.1.p
OG0017240	AT5G14760	Bostr.2902s0212.1.p
OG0017241	AT2G21110	Bostr.19427s0031.1.p
OG0017242	AT2G21230	Bostr.5022s0114.1.p
OG0017243	AT4G12710	Bostr.6769s0004.1.p
OG0017244	AT3G15395	Bostr.28625s0160.1.p
OG0017245	AT5G62400	Bostr.0568s0567.1.p
OG0017246	AT4G31070	Bostr.7867s0966.1.p
OG0017248	AT1G26761	Bostr.12659s0323.1.p
OG0017249	AT4G12670	Bostr.20129s0080.1.p
OG0017251	AT3G27770	Bostr.0556s0456.1.p
OG0017252	AT4G28690	Bostr.7867s0711.1.p
OG0017253	AT1G43560	Bostr.12302s0030.1.p
OG0017255	AT4G28170	Bostr.7867s0651.1.p
OG0017256	AT3G58300	Bostr.20903s0076.1.p, Bostr.20903s0082.1.p
OG0017257	AT4G14780	Bostr.0597s0097.1.p
OG0017258	AT5G24316	Bostr.5763s0089.1.p
OG0017259	AT3G59040	Bostr.20903s0136.1.p
OG0017261	AT3G60310	Bostr.13158s0022.1.p
OG0017263	AT3G46970	Bostr.18473s0262.1.p
OG0017265	AT3G54880	Bostr.0697s0104.1.p
OG0017266	AT5G64820	Bostr.0568s0311.1.p
OG0017267	AT1G03340	Bostr.26675s0418.1.p
OG0017268	AT5G66150	Bostr.0568s0026.1.p
OG0017269	AT1G13050	Bostr.13671s0147.1.p
OG0017270	AT1G11920	Bostr.13671s0266.1.p
OG0017271	AT3G50240	Bostr.6864s0221.1.p
OG0017272	AT4G19590	Bostr.30275s0438.1.p
OG0017273	AT5G16710	Bostr.2618s0009.1.p
OG0017274	AT1G01800	Bostr.5325s0103.1.p
OG0017275	AT3G52120	Bostr.6864s0033.1.p
OG0017276	AT1G74000	Bostr.19424s0947.1.p, Bostr.3288s0048.1.p
OG0017277	AT2G19320	Bostr.18351s0392.1.p
OG0017278	AT5G44780	Bostr.29514s0028.1.p
OG0017279	AT3G01630	Bostr.1460s0048.1.p
OG0017280	AT1G15125	Bostr.7128s0127.1.p
OG0017281	AT4G24090	Bostr.7867s0215.1.p
OG0017282	AT5G01110	Bostr.6251s0081.1.p
OG0017283	AT3G29590	Bostr.0556s0601.1.p
OG0017284	AT5G01730	Bostr.23794s0233.1.p
OG0017285	AT1G10460	Bostr.13671s0439.1.p
OG0017286	AT5G04050	Bostr.2128s0040.1.p
OG0017287	AT2G42640	Bostr.25993s0519.1.p
OG0017288	AT2G13370	Bostr.15774s0007.1.p
OG0017289	AT3G01860	Bostr.1460s0026.1.p
OG0017290	AT3G62880	Bostr.13158s0289.1.p
OG0017291	AT5G44230	Bostr.3148s0035.1.p
OG0017292	AT3G27730	Bostr.0556s0453.1.p
OG0017293	AT2G48000	Bostr.13208s0016.1.p
OG0017294	AT2G20880	Bostr.7903s0066.1.p
OG0017296	AT1G53640	Bostr.0124s0158.1.p
OG0017297	AT1G66000, AT1G66060	Bostr.26959s0314.1.p
OG0017299	AT5G22210	Bostr.26527s0056.1.p
OG0017300	AT5G42785	Bostr.3148s0213.1.p
OG0017302	AT5G35660	Bostr.29044s0053.1.p
OG0017303	AT1G63710	Bostr.29223s0192.1.p
OG0017304	AT4G35680	Bostr.7867s1428.1.p
OG0017305	AT5G56050	Bostr.26833s0658.1.p
OG0017306	AT4G01023	Bostr.7365s0053.1.p
OG0017308	AT2G22000	Bostr.5022s0035.1.p
OG0017309	AT5G38890	Bostr.17775s0018.1.p
OG0017310	AT1G09550	Bostr.25494s0013.1.p
OG0017311	AT5G24940	Bostr.23003s0001.1.p
OG0017312	AT1G53100	Bostr.0124s0100.1.p
OG0017313	AT3G01030	Bostr.1460s0117.1.p
OG0017314	AT1G49420	Bostr.26675s0238.1.p
OG0017315	AT3G18640	Bostr.19424s0798.1.p
OG0017316	AT1G69080	Bostr.10273s0461.1.p
OG0017317	AT5G41320	Bostr.7200s0146.1.p
OG0017318	AT1G10050	Bostr.13671s0481.1.p
OG0017319	AT2G25900	Bostr.26326s0060.1.p
OG0017320	AT5G09630	Bostr.13129s0029.1.p
OG0017322	AT4G26160	Bostr.7867s0435.1.p
OG0017324	AT4G34550	Bostr.7867s1314.1.p
OG0017325	AT1G70100	Bostr.10273s0346.1.p
OG0017327	AT1G68520	Bostr.26959s0039.1.p
OG0017329	AT5G42690	Bostr.3148s0227.1.p
OG0017330	AT5G37180	Bostr.9638s0039.1.p
OG0017331	AT1G26660	Bostr.12659s0332.1.p
OG0017332	AT2G22010	Bostr.5022s0034.1.p
OG0017334	AT5G14980	Bostr.2902s0232.1.p
OG0017335	AT5G06620	Bostr.13129s0310.1.p
OG0017336	AT5G01880	Bostr.6251s0156.1.p
OG0017337	AT1G10330	Bostr.13671s0456.1.p
OG0017338	AT5G37860	Bostr.9638s0108.1.p
OG0017339	AT1G77930	Bostr.20129s0228.1.p
OG0017340	AT5G63930	Bostr.0568s0412.1.p
OG0017341	AT5G09978	Bostr.13175s0105.1.p
OG0017343	AT1G34580	Bostr.1040s0022.1.p
OG0017344	AT5G15260	Bostr.2902s0261.1.p
OG0017345	AT1G63105	Bostr.22157s0010.1.p
OG0017346	AT5G06780	Bostr.13129s0294.1.p
OG0017347	AT1G52290	Bostr.0124s0019.1.p
OG0017348	AT5G66270	Bostr.0568s0039.1.p
OG0017349	AT4G34430	Bostr.7867s1302.1.p
OG0017351	AT1G77855	Bostr.20129s0223.1.p
OG0017352	AT1G52520	Bostr.0124s0040.1.p
OG0017353	AT5G42910	Bostr.3148s0197.1.p
OG0017354	AT3G55040	Bostr.0697s0121.1.p
OG0017355	AT5G63660	Bostr.0568s0442.1.p
OG0017357	AT1G50590	Bostr.26675s0118.1.p
OG0017358	AT5G65370	Bostr.0568s0251.1.p
OG0017359	AT2G23470	Bostr.27895s0139.1.p
OG0017360	AT5G40620	Bostr.7200s0062.1.p
OG0017361	AT5G50080	Bostr.15774s0146.1.p
OG0017362	AT1G17145	Bostr.7128s0324.1.p
OG0017363	AT2G26490	Bostr.8111s0004.1.p
OG0017364	AT1G62680	Bostr.22157s0068.1.p
OG0017365	AT5G55040	Bostr.26833s0760.1.p
OG0017366	AT1G10400	Bostr.13671s0446.1.p
OG0017367	AT1G43640	Bostr.12302s0036.1.p
OG0017368	AT3G29455, AT5G35050, AT5G25000	Bostr.29223s0071.1.p
