Orthogroup	Arabidopsis_thaliana	Brassica_oleracea
OG0012191	AT4G02830	Bo2g101970, Bo3g052260
OG0012192	AT5G42760	Bo4g078770
OG0012194	AT1G47530	Bo6g010430
OG0012195	AT4G21800	Bo1g025580, Bo1g025590
OG0012196	AT3G06500	Bo5g143440
OG0012197	AT4G01800	Bo3g053070
OG0012198	AT5G55210	Bo3g021640
OG0012199	AT4G18975	Bo1g020140
OG0012200	AT1G16500	Bo8g105470, Bo5g021920
OG0012201	AT4G15730	Bo1g055530
OG0012202	AT1G19170	Bo8g068330
OG0012203	AT2G20725	Bo7g003180
OG0012204	AT3G29300	Bo7g087440
OG0012205	AT3G54230	Bo8g083510
OG0012206	AT3G13770	Bo5g132150
OG0012207	AT3G49890	Bo7g099110
OG0012208	AT1G36320	Bo8g025620
OG0012209	AT5G51170	Bo9g100010
OG0012210	AT1G23890	Bo5g039930
OG0012211	AT2G40410	Bo4g025230
OG0012212	AT4G13070	Bo8g033900
OG0012213	AT1G71015	Bo2g070760, Bo6g112650
OG0012214	AT1G78280	Bo6g121920
OG0012215	AT5G54530	Bo9g117460
OG0012216	AT4G02530	Bo9g005910
OG0012217	AT4G16370	Bo8g043560
OG0012218	AT2G45500	Bo4g195600, Bo4g024700
OG0012219	AT5G35410	Bo4g139520
OG0012220	AT1G05670	Bo5g006880
OG0012221	AT1G14270	Bo5g019380, Bo8g065970
OG0012222	AT5G10830	Bo2g010080
OG0012223	AT4G24180	Bo7g109370, Bo1g037670
OG0012224	AT1G79190	Bo2g095100
OG0012225	AT5G45310	Bo9g061280
OG0012227	AT5G27270	Bo7g093460
OG0012228	AT1G30520	Bo5g063110
OG0012229	AT1G33330	Bo6g048000
OG0012230	AT1G49590	Bo6g018660
OG0012231	AT4G01460	Bo9g004020
OG0012232	AT4G26130	Bo1g042920, Bo3g049900
OG0012233	AT3G19184	Bo6g124000
OG0012234	AT3G19370	Bo5g115240
OG0012235	AT5G10910	Bo9g171690
OG0012236	AT5G52400	Bo2g047860, Bo3g023170
OG0012237	AT3G01840	Bo5g153930
OG0012238	AT1G16650	Bo5g022080
OG0012239	AT5G04290	Bo9g181270
OG0012240	AT4G33990	Bo2g023710
OG0012241	AT4G21670	Bo7g107490
OG0012242	AT4G01730	Bo2g100270
OG0012243	AT1G13030	Bo8g107740
OG0012244	AT1G66330	Bo2g052820, Bo6g099840
OG0012245	AT2G18940	Bo3g096340
OG0012246	AT2G40660	Bo4g012720
OG0012247	AT3G44730	Bo1g063730
OG0012248	AT1G60800	Bo4g085130, Bo1g094320
OG0012249	AT4G35390	Bo1g006500
OG0012250	AT4G09010	Bo3g047070
OG0012251	AT4G27745	Bo1g050840
OG0012252	AT3G62970	Bo8g098280
OG0012253	AT5G19930	Bo9g152220
OG0012254	AT5G49610	Bo2g151800
OG0012255	AT1G34630	Bo6g044090, Bo5g085380
OG0012256	AT4G28760	Bo1g017140
OG0012257	AT5G65400	Bo00615s050
OG0012258	AT5G17660	Bo9g159980
OG0012259	AT5G42220	Bo9g057180
OG0012260	AT4G24760	Bo7g109730, Bo1g039280
OG0012261	AT4G28410	Bo7g113080, Bo7g113100
OG0012262	AT3G60910	Bo6g077390
OG0012263	AT3G58450	Bo6g074850
OG0012264	AT3G50430	Bo1g084790
OG0012265	AT2G16015	Bo9g024260
OG0012266	AT5G45680	Bo9g062680
OG0012267	AT5G20030	Bo3g013940, Bo2g018550
OG0012268	AT5G43430	Bo9g059190
OG0012269	AT1G08640	Bo5g009140
OG0012270	AT1G50960	Bo00640s020, Bo10512s010
OG0012271	AT3G26900	Bo7g084000
OG0012272	AT1G30473	Bo5g063000, Bo7g091100
OG0012273	AT5G45660	Bo7g072740
OG0012274	AT1G55050	Bo00581s130, Bo9g055780
OG0012275	AT5G14150	Bo3g009660
OG0012276	AT5G07040	Bo9g175090
OG0012277	AT4G01900	Bo3g052980
OG0012278	AT1G75910, AT1G75920	Bo2g086520, Bo4g106440
OG0012279	AT5G08720	Bo9g174240
OG0012280	AT2G39440	Bo4g026410
OG0012281	AT1G50030	Bo6g019850, Bo5g077590
OG0012282	AT3G12380	Bo5g133460
OG0012283	AT1G63850	Bo9g034160
OG0012284	AT2G43235	Bo3g036480
OG0012285	AT5G22340	Bo3g016850
OG0012286	AT4G14180	Bo3g045120
OG0012287	AT3G20330	Bo5g109750
OG0012289	AT2G03880	Bo7g081660
OG0012290	AT1G22250	Bo5g037460, Bo7g058210
OG0012291	AT4G27380	Bo1g048290
OG0012292	AT3G48500	Bo1g077040
OG0012293	AT5G05250	Bo9g177270
OG0012294	AT1G60390	Bo9g044160
OG0012295	AT3G46870	Bo3g133000
OG0012296	AT1G09220	Bo8g058270
OG0012297	AT3G14410	Bo1g133330, Bo5g130320
OG0012298	AT3G45050	Bo1g065070
OG0012299	AT5G57950	Bo9g133600
OG0012300	AT2G26440	Bo7g054220, Bo3g041870
OG0012301	AT5G14310	Bo9g166020, Bo3g009710
OG0012302	AT2G19385	Bo7g006000
OG0012304	AT3G08680	Bo5g139920
OG0012305	AT1G55140	Bo3g184740
OG0012307	AT4G12090	Bo2g106410
OG0012308	AT5G14220	Bo9g166070
OG0012309	AT4G18600	Bo1g019720
OG0012310	AT1G67170	Bo6g103600, Bo2g055490
OG0012311	AT5G48310	Bo7g089180
OG0012312	AT3G27120	Bo2g140390
OG0012313	AT4G13670	Bo4g130830
OG0012314	AT1G44970	Bo6g005750
OG0012315	AT3G19720	Bo1g112400
OG0012316	AT4G37440	Bo3g153440
OG0012317	AT5G65220	Bo3g099400
OG0012318	AT2G41120	Bo4g190690
OG0012319	AT2G45700	Bo4g195740
OG0012320	AT1G61850	Bo9g040840
OG0012321	AT2G22860	Bo4g151130
OG0012322	AT3G12120	Bo5g134730
OG0012324	AT5G13260	Bo9g167880
OG0012325	AT4G35880	Bo1g006130
OG0012326	AT3G28760	Bo7g091530
OG0012327	AT5G58260	Bo3g018860
OG0012328	AT4G15470	Bo7g103760
OG0012330	AT1G63690	Bo9g035410
OG0012331	AT3G55360	Bo8g089630
OG0012332	AT1G77480	Bo6g121320
OG0012333	AT3G25060	Bo3g083760
OG0012334	AT1G11545	Bo5g014850
OG0012335	AT5G24560	Bo7g096750
OG0012336	AT4G18780	Bo7g106250
OG0012337	AT5G41150	Bo4g140910
OG0012338	AT5G06610	Bo3g003930
OG0012339	AT4G20930	Bo3g162880
OG0012340	AT2G24330	Bo4g154470
OG0012341	AT4G13600	Bo4g130890
OG0012342	AT4G29420	Bo1g016390
OG0012343	AT4G10840	Bo3g044960
OG0012344	AT5G18850	Bo9g154510, Bo3g013400
OG0012345	AT2G26310	Bo4g160130
OG0012346	AT1G58070	Bo4g081220, Bo9g052110
OG0012347	AT1G34200	Bo6g044370
OG0012348	AT1G01200	Bo5g002630
OG0012349	AT5G01500	Bo3g001430
OG0012350	AT5G62140	Bo2g162870
OG0012351	AT4G32790	Bo3g171120
OG0012352	AT4G36750	Bo1g005430, Bo7g118150
OG0012353	AT2G41420	Bo3g035630, Bo3g035620, Bo4g190890
OG0012354	AT1G20160	Bo3g155380
OG0012355	AT3G55510	Bo8g089950
OG0012356	AT2G03667	Bo7g081430
OG0012357	AT1G11925	Bo5g017410, Bo8g108510, Bo8g108530
OG0012358	AT1G15810	Bo8g105870, Bo5g021360
OG0012359	AT3G52780	Bo8g082240
OG0012360	AT4G10800	Bo9g090720
OG0012361	AT2G21070	Bo4g145680
OG0012362	AT1G70590	Bo6g112190
OG0012363	AT1G34360	Bo7g016130
OG0012364	AT4G18520	Bo7g106060
OG0012365	AT4G12970	Bo8g034040
OG0012366	AT3G27930	Bo7g090980
OG0012367	AT1G26370	Bo5g042860, Bo2g028590, Bo00825s040
OG0012368	AT3G22780	Bo5g094500, Bo3g081390
OG0012369	AT1G80850	Bo1g094480
OG0012370	AT1G51410	Bo3g179600, Bo5g048450
OG0012371	AT5G18840	Bo9g154520
OG0012372	AT5G17610	Bo9g160050
OG0012373	AT3G49590	Bo3g109450
OG0012374	AT5G60070	Bo3g017590
OG0012375	AT4G13160	Bo4g133260
OG0012376	AT4G19390	Bo1g021440
OG0012377	AT4G13590	Bo8g035480
OG0012378	AT2G46505	Bo3g039310
OG0012379	AT1G11820	Bo8g061400
OG0012381	AT5G62570	Bo3g107410
OG0012382	AT1G77360	Bo2g092500
OG0012383	AT5G64050	Bo3g101700
OG0012384	AT5G21930	Bo9g149870
OG0012385	AT1G72720	Bo6g116130, Bo2g078950
OG0012386	AT1G10417	Bo5g010870
OG0012387	AT5G01270	Bo3g001510
OG0012388	AT1G74690	Bo2g082300
OG0012389	AT5G19400	Bo2g018020, Bo9g153800
OG0012390	AT5G09820	Bo3g005300
OG0012391	AT3G44350	Bo3g122200, Bo3g123480
OG0012392	AT2G26695	Bo4g076770
OG0012393	AT2G30840	Bo4g173600
OG0012394	AT5G63290	Bo9g017590
OG0012395	AT3G26090	Bo9g076000
OG0012396	AT5G52390	Bo2g047910
OG0012397	AT4G20310	Bo1g022310
OG0012398	AT2G23093	Bo8g100660
OG0012399	AT4G26150	Bo1g042950, Bo7g110740
OG0012400	AT5G50180	Bo3g042730
OG0012401	AT4G23050	Bo7g108420
OG0012402	AT4G19200	Bo1g020320
OG0012403	AT1G44130	Bo5g006860, Bo6g003240
OG0012404	AT5G11960	Bo9g169730
OG0012405	AT3G45830	Bo3g130150
OG0012406	AT5G60870	Bo7g098070
OG0012407	AT3G06840	Bo1g147690
OG0012408	AT1G21730	Bo5g034760
OG0012409	AT5G61470	Bo2g161550, Bo7g098740
OG0012411	AT3G56870	Bo8g091190
OG0012412	AT1G68220	Bo6g106660
OG0012413	AT5G24970	Bo2g159070
OG0012414	AT1G65070	Bo2g051060
OG0012415	AT5G13240	Bo2g011160, Bo9g168890
OG0012416	AT3G12350	Bo3g042980
OG0012417	AT3G52880	Bo6g066960, Bo8g082300
OG0012418	AT5G07190	Bo9g175210
OG0012419	AT4G34280	Bo1g007420
OG0012420	AT1G53163	Bo6g031230
OG0012421	AT5G35560	Bo4g134650
OG0012422	AT1G10780	Bo8g109260
OG0012423	AT5G07280	Bo9g175310
OG0012424	AT2G32230	Bo4g045790
OG0012425	AT5G11460	Bo9g171210
OG0012426	AT3G58070	Bo8g092410, Bo6g074460
OG0012427	AT5G39840	Bo4g139120
OG0012428	AT1G65570	Bo6g099340
OG0012429	AT2G31170	Bo4g052410
OG0012430	AT2G23050	Bo4g151260
OG0012431	AT4G21310	Bo1g024050
OG0012432	AT1G34790	Bo6g044010
OG0012433	AT5G13660	Bo3g009290
OG0012434	AT1G10790	Bo5g013280
OG0012435	AT5G19620	Bo9g152620
OG0012436	AT4G15450	Bo1g056820
OG0012437	AT3G53410	Bo6g067320
OG0012438	AT4G23840	Bo7g109160
OG0012439	AT5G43830	Bo9g059310
OG0012440	AT1G05790	Bo5g006960, Bo8g005800
OG0012441	AT1G20060	Bo7g061880
OG0012442	AT4G21260, AT4G21250	Bo1g024010
OG0012443	AT1G69830	Bo6g110440
OG0012444	AT5G60730	Bo2g024650
OG0012445	AT5G10870	Bo2g010120
OG0012447	AT1G34320	Bo6g044240
OG0012448	AT3G45190	Bo3g128770, Bo1g065190
OG0012449	AT3G58530	Bo8g092710
OG0012450	AT1G71500	Bo6g113050
OG0012451	AT1G65950	Bo6g099600
OG0012452	AT4G19090	Bo2g019710
OG0012453	AT3G10510, AT4G38940	Bo7g119520
OG0012454	AT5G09460	Bo9g174000
OG0012455	AT4G03020	Bo3g052120, Bo9g006210
OG0012456	AT1G03540	Bo8g002490
OG0012457	AT1G60600	Bo1g093100
OG0012458	AT1G76710	Bo6g120790
OG0012459	AT3G60410	Bo8g095150
OG0012460	AT1G77450	Bo2g092550
OG0012461	AT1G16180	Bo8g105610
OG0012462	AT1G72470	Bo6g091500
OG0012463	AT3G11760	Bo1g139820
OG0012464	AT2G01900	Bo2g134750
OG0012465	AT5G35670	Bo8g030460
OG0012466	AT3G22590	Bo5g094630
OG0012467	AT3G52720	Bo8g082180
OG0012468	AT3G16350	Bo5g126180
OG0012469	AT1G79350	Bo6g123800
OG0012470	AT3G50860	Bo7g100570
OG0012471	AT4G31115	Bo7g114960
OG0012472	AT1G35490	Bo8g034320
OG0012473	AT5G09420	Bo9g174040
OG0012474	AT1G80030	Bo6g125780
OG0012475	AT5G08100	Bo9g174800, Bo9g174810
OG0012476	AT1G28250	Bo3g143270, Bo5g054680
OG0012477	AT5G46770	Bo2g131450
OG0012478	AT4G08940	Bo9g084350
OG0012479	AT2G31480	Bo4g176290, Bo4g050840
OG0012480	AT2G01200	Bo7g078110
OG0012481	AT4G31420	Bo1g011340
OG0012482	AT5G58370	Bo9g135020
OG0012483	AT1G12970	Bo8g107850
OG0012484	AT5G64330	Bo9g018050, Bo3g101420
OG0012485	AT1G33810	Bo6g046720
OG0012486	AT5G39590	Bo00578s110
OG0012487	AT4G00340	Bo9g002250
OG0012488	AT3G10986	Bo3g063890
OG0012489	AT4G32590	Bo1g010250
OG0012490	AT5G48120	Bo2g149640
OG0012491	AT1G30130	Bo3g147610
OG0012492	AT3G26630	Bo7g083790
OG0012493	AT4G00440	Bo9g002330
OG0012494	AT1G26330	Bo5g042880
OG0012495	AT5G38610	Bo6g061030
OG0012496	AT4G10650	Bo9g088580
OG0012497	AT4G24640	Bo8g050360, Bo1g039200
OG0012498	AT2G04570	Bo3g084320
OG0012499	AT2G30320	Bo3g024490
OG0012500	AT3G27570	Bo2g143840, Bo7g085710
OG0012501	AT3G52190	Bo4g125580, Bo8g080910
OG0012502	AT5G02580	Bo3g001960
OG0012503	AT4G24240	Bo1g037740, Bo7g109430
OG0012504	AT2G24440	Bo4g154610, Bo8g099790
OG0012505	AT4G38810	Bo7g119600
OG0012506	AT2G43010	Bo3g036300, Bo4g192880
OG0012507	AT2G15280	Bo7g021720
OG0012508	AT5G39040	Bo4g137660
OG0012509	AT1G50440	Bo5g078800
OG0012510	AT5G06120	Bo2g007130, Bo9g176550
OG0012511	AT1G72090	Bo6g114660
OG0012513	AT3G04720	Bo3g058580
OG0012514	AT5G64830	Bo3g100830
OG0012515	AT3G44735	Bo1g063740
OG0012516	AT3G25930	Bo7g082310
OG0012517	AT1G73960	Bo6g118240
OG0012518	AT2G34050	Bo4g182370, Bo4g041220
OG0012519	AT3G55080	Bo8g088410
OG0012520	AT3G06040	Bo5g144830
OG0012521	AT5G51220	Bo9g100050
OG0012522	AT2G04880	Bo3g085560
OG0012523	AT4G27250	Bo7g111300
OG0012524	AT1G57540	Bo9g054430
OG0012525	AT1G06060	Bo8g005930
OG0012526	AT3G03590	Bo5g148820
OG0012527	AT4G03410	Bo00940s040
OG0012528	AT5G24810	Bo7g096530, Bo2g159190
OG0012529	AT1G42970	Bo8g024290
OG0012530	AT5G15440	Bo3g010270
OG0012531	AT2G42260	Bo4g015840
OG0012532	AT3G03690	Bo1g153620
OG0012533	AT3G14240	Bo3g066020, Bo5g130460
OG0012534	AT2G21780	Bo4g147130, Bo8g101490
OG0012535	AT2G28240	Bo4g071780
OG0012536	AT2G42850	Bo4g017260
OG0012537	AT4G35510	Bo1g006400, Bo7g117450
OG0012538	AT5G43190	Bo9g058890
OG0012539	AT1G03687	Bo8g115990
OG0012540	AT5G01510	Bo3g001420
OG0012541	AT2G25950	Bo4g159950
OG0012542	AT5G18970	Bo9g154410, Bo3g013460
OG0012543	AT5G45540	Bo7g072620
OG0012544	AT3G09450	Bo5g139260
OG0012545	AT1G79440	Bo6g123890
OG0012546	AT4G03330	Bo9g007510
OG0012547	AT1G67550	Bo2g056000
OG0012548	AT4G34920	Bo3g167400
OG0012549	AT3G19780	Bo5g113640
OG0012550	AT5G20120	Bo2g018660
OG0012551	AT1G48310	Bo5g072540
OG0012552	AT4G15780	Bo1g055420
OG0012553	AT2G02970	Bo7g080860
OG0012554	AT5G38300	Bo4g137100
OG0012555	AT5G44370	Bo7g067430
OG0012556	AT1G80540	Bo6g124450, Bo2g095920
OG0012557	AT3G12820	Bo1g138940, Bo3g065150
OG0012558	AT2G19310	Bo7g006050
OG0012559	AT2G20495	Bo7g003490
OG0012560	AT2G33740	Bo4g043490
OG0012561	AT5G48470	Bo9g009500
OG0012562	AT3G54460	Bo4g119940
OG0012563	AT5G16210	Bo2g012980
OG0012564	AT2G01710	Bo2g134520
OG0012565	AT5G43670	Bo7g065650
OG0012566	AT1G79840	Bo6g079990
OG0012568	AT5G58550	Bo9g135300
OG0012569	AT1G17760	Bo8g067440
OG0012570	AT5G62460	Bo3g107620, Bo2g164150
OG0012571	AT5G44180	Bo7g067190
OG0012572	AT2G42950	Bo4g192850
OG0012573	AT5G46420	Bo7g075350
OG0012574	AT5G59070	Bo2g026920
OG0012575	AT5G53190	Bo2g046070, Bo9g110900
OG0012576	AT4G10000	Bo2g110730
OG0012577	AT1G49800	Bo5g076470, Bo8g011320
OG0012578	AT2G37090	Bo4g030870
OG0012579	AT5G41850	Bo6g066520
OG0012580	AT2G21950	Bo4g148240
OG0012581	AT3G19430	Bo5g115110, Bo1g114680
OG0012583	AT1G04700	Bo5g004830
OG0012584	AT3G54970	Bo8g087260
OG0012585	AT4G26020	Bo7g110660
OG0012586	AT4G33945	Bo1g007750
OG0012587	AT5G57280	Bo3g019390
OG0012588	AT5G22820	Bo2g024440
OG0012589	AT5G16630	Bo2g013220
OG0012590	AT5G24750	Bo2g159240
OG0012591	AT3G63060	Bo4g038720
OG0012592	AT5G60630	Bo9g144800, Bo3g017290
OG0012593	AT5G57850	Bo3g019070
OG0012594	AT5G11240	Bo9g171450
OG0012595	AT3G22990	Bo5g093240
OG0012596	AT1G54650	Bo1g086120
OG0012597	AT1G11290	Bo8g099120
OG0012598	AT1G20190	Bo8g070040, Bo7g061700
OG0012599	AT4G35940	Bo1g006080, Bo7g117700
OG0012600	AT5G49950	Bo9g095590
OG0012601	AT1G22240	Bo5g037440, Bo7g058270
OG0012603	AT4G37920	Bo1g003300
OG0012604	AT3G25430	Bo7g031040
OG0012605	AT3G47510	Bo3g134600
OG0012606	AT3G03776	Bo8g059700
OG0012607	AT1G29800	Bo5g061020
OG0012608	AT2G35410	Bo4g183260
OG0012609	AT5G58740	Bo9g135530
OG0012610	AT3G03270	Bo5g150090
OG0012612	AT5G51030	Bo3g023920
OG0012613	AT2G44260	Bo3g037210, Bo4g194880
OG0012614	AT1G35510	Bo6g043850
OG0012615	AT3G23150	Bo1g102320
OG0012616	AT1G15230	Bo5g020670
OG0012617	AT2G25625	Bo4g158700
OG0012618	AT4G02060	Bo9g004500, Bo3g052800
OG0012619	AT4G23070	Bo1g033070
OG0012620	AT5G05270	Bo9g177250
OG0012621	AT5G25570	Bo7g095820, Bo2g158570
OG0012622	AT1G77370	Bo9g022020
OG0012623	AT5G57300	Bo3g019370, Bo9g133010
OG0012624	AT1G16080	Bo5g021540
OG0012625	AT5G62900	Bo3g107040
OG0012626	AT5G55000	Bo3g021800
OG0012627	AT4G27460	Bo1g049390
OG0012628	AT3G08760	Bo1g144890, Bo5g139990
OG0012629	AT4G28020	Bo8g054090
OG0012630	AT5G22920	Bo00916s040, Bo3g017130
OG0012631	AT1G01930	Bo8g118150
OG0012632	AT1G20810	Bo5g030660
OG0012633	AT1G61690	Bo1g098470
OG0012634	AT3G62280	Bo6g079340
OG0012635	AT5G47670	Bo9g069720
OG0012636	AT3G14172	Bo5g131660, Bo3g065920
OG0012637	AT5G27730	Bo2g155410
OG0012638	AT2G46700	Bo4g197280
OG0012639	AT5G59520	Bo2g026670
OG0012640	AT4G23640	Bo1g036910
OG0012641	AT4G33060	Bo1g008470
OG0012642	AT5G35735	Bo4g135800
OG0012643	AT5G05810	Bo9g176880
OG0012644	AT5G56190	Bo9g123630, Bo2g036480
OG0012645	AT2G42450	Bo4g016010
OG0012646	AT2G37680	Bo4g187130
OG0012647	AT2G34060	Bo4g041210
OG0012649	AT1G44920	Bo6g005720
OG0012650	AT4G24530	Bo1g039060
OG0012651	AT3G47850	Bo3g135930
OG0012652	AT1G11050	Bo8g109140
OG0012653	AT5G62430	Bo3g107650, Bo2g164130
OG0012654	AT4G19185	Bo3g158660
OG0012655	AT4G03965	Bo3g048690
OG0012656	AT1G45231	Bo06029s010
OG0012657	AT5G08510	Bo9g174390
OG0012658	AT1G26290	Bo3g152960
OG0012659	AT5G15310	Bo9g164230, Bo3g010230
OG0012660	AT4G32260	Bo1g010620
OG0012661	AT3G19440	Bo5g114110
OG0012662	AT5G59600	Bo9g139520
OG0012663	AT4G39620	Bo1g002690
OG0012664	AT5G48020	Bo7g089020
OG0012665	AT4G13750	Bo8g035620
OG0012666	AT1G27680	Bo5g052250
OG0012667	AT3G03000	Bo1g154980
OG0012668	AT2G17990	Bo7g012730
OG0012669	AT4G28950	Bo1g016970
OG0012670	AT4G03140	Bo9g006330
OG0012671	AT1G77660	Bo6g082150, Bo6g121410, Bo2g092770
OG0012672	AT3G16800	Bo1g123140, Bo5g123680
OG0012673	AT1G11580	Bo8g108850
OG0012674	AT3G49930	Bo1g081350, Bo7g099140
OG0012675	AT5G12320	Bo9g169470
OG0012676	AT3G23020	Bo5g093200
OG0012677	AT5G46830	Bo01130s010, Bo9g066680
OG0012678	AT5G22120	Bo3g015760
OG0012679	AT1G75310	Bo6g119510
OG0012681	AT5G17170	Bo2g013440
OG0012682	AT2G47780	Bo4g002310
OG0012683	AT3G23440	Bo7g040480, Bo3g081810
OG0012684	AT3G59510	Bo6g076500, Bo4g107880
OG0012685	AT2G44810	Bo4g024110
OG0012686	AT3G06550	Bo1g147880, Bo5g143400
OG0012687	AT5G67480	Bo3g096430
OG0012688	AT2G06000	Bo7g026640
OG0012689	AT1G72500	Bo6g115990
OG0012690	AT4G37480	Bo3g153420
OG0012691	AT1G71860	Bo6g113350
OG0012692	AT1G08700	Bo5g009190
OG0012693	AT1G60995	Bo4g086400, Bo1g094580
OG0012694	AT4G18950	Bo3g157450, Bo1g020100
OG0012695	AT5G27395	Bo7g093520
OG0012696	AT4G33380	Bo1g008210, Bo3g170810
OG0012697	AT4G27340	Bo1g048220
OG0012698	AT5G16420	Bo3g012020
OG0012699	AT2G03220	Bo7g081010
OG0012700	AT4G28700	Bo7g113260, Bo1g017290
OG0012701	AT1G25420	Bo7g053000
OG0012702	AT2G21195	Bo4g145790
OG0012703	AT4G18840	Bo1g019980
OG0012704	AT2G28330	Bo4g071650, Bo4g071660
OG0012705	AT3G09250	Bo1g144660
OG0012706	AT1G03120	Bo5g003640
OG0012707	AT4G36650	Bo7g118070
OG0012708	AT2G36570	Bo3g030220
OG0012709	AT1G03055	Bo8g117140
OG0012710	AT5G11270	Bo9g171420
OG0012711	AT1G68670	Bo2g061130, Bo6g107160
OG0012712	AT2G21530	Bo8g101670
OG0012713	AT1G77110	Bo6g121080
OG0012714	AT4G10100	Bo9g088130
OG0012715	AT1G66130	Bo6g099700
OG0012716	AT1G49960	Bo3g178260
OG0012717	AT4G25434	Bo1g040210
OG0012718	AT2G26250	Bo4g160090, Bo8g098830
OG0012719	AT2G30270	Bo3g024470
OG0012720	AT3G27220	Bo7g084330
OG0012721	AT3G19630	Bo3g073380
OG0012722	AT3G25150	Bo7g031330
OG0012723	AT5G14990	Bo2g012310
OG0012724	AT5G11820	Bo2g010660, Bo9g169840
OG0012725	AT4G14940	Bo1g057280
OG0012726	AT5G54230	Bo3g022210
OG0012727	AT1G74790	Bo6g118980
OG0012728	AT1G77670	Bo6g082110
OG0012729	AT5G46850	Bo7g075880
OG0012730	AT1G68200	Bo6g106620
OG0012731	AT2G31380	Bo4g052140
OG0012732	AT4G16800	Bo8g045960
OG0012733	AT3G61680	Bo4g101170
OG0012734	AT2G47760	Bo4g002330
OG0012735	AT3G08000	Bo5g140040
OG0012736	AT3G52561	Bo8g082050, Bo4g125300, Bo4g125290
OG0012737	AT5G35770	Bo4g135850
OG0012738	AT4G01995	Bo3g052870
OG0012739	AT1G13820	Bo5g017870
OG0012740	AT2G27385	Bo4g075520
OG0012741	AT3G22560	Bo5g094640
OG0012742	AT2G35360	Bo4g038700
OG0012743	AT1G11400	Bo8g060070
OG0012744	AT4G34340	Bo1g007390
OG0012745	AT4G31930	Bo7g115530
OG0012746	AT1G71696	Bo7g080630
OG0012747	AT5G35100	Bo8g030700
OG0012748	AT2G21050	Bo8g102050, Bo3g042430
OG0012749	AT2G40570	Bo4g190300
OG0012750	AT4G18350	Bo1g019460, Bo7g105930
OG0012751	AT5G43020	Bo4g078530
OG0012752	AT3G09090	Bo1g144710
OG0012753	AT2G37050	Bo3g031480, Bo4g030890
OG0012754	AT3G15170	Bo1g129730, Bo3g066690
OG0012755	AT2G26300	Bo8g098800
OG0012756	AT1G73710	Bo6g118010
OG0012757	AT3G04160	Bo3g057260
OG0012758	AT2G34470	Bo4g182630
OG0012759	AT1G04555	Bo8g003030, Bo5g004690
OG0012760	AT1G33780	Bo6g046780
OG0012761	AT5G25230, AT1G06220	Bo8g114690, Bo8g006000
OG0012762	AT3G28770	Bo2g146430
OG0012763	AT4G37020	Bo3g153690
OG0012764	AT1G05840	Bo8g114920
OG0012766	AT1G03350	Bo8g001380, Bo5g003780
OG0012767	AT4G17850	Bo3g101290, Bo1g017960, Bo1g017950
OG0012768	AT3G53760	Bo8g083110
OG0012769	AT1G59520	Bo1g090190
OG0012770	AT1G01300	Bo5g002570
OG0012771	AT2G40316	Bo4g025320
OG0012772	AT2G34620	Bo4g039470
OG0012774	AT2G02148	Bo9g071630
OG0012775	AT4G23760	Bo7g109120
OG0012776	AT1G15280	Bo8g066340, Bo5g020720
OG0012777	AT1G73880	Bo6g087430
OG0012778	AT2G26070	Bo8g098860
OG0012779	AT1G55540	Bo3g185330
OG0012780	AT3G47640	Bo1g072220, Bo3g114950
OG0012781	AT4G26240	Bo7g110770
OG0012783	AT1G61570	Bo6g119290, Bo6g086510
OG0012784	AT1G72990	Bo6g088130
OG0012785	AT5G58220	Bo2g028710
OG0012786	AT4G14300	Bo3g149150
OG0012787	AT2G28120	Bo4g071890, Bo4g165080
OG0012788	AT4G04190	Bo9g078230
OG0012789	AT5G03140	Bo3g002180
OG0012790	AT3G51880	Bo8g081200, Bo7g101270
OG0012791	AT5G67440	Bo7g063610, Bo9g019130
OG0012792	AT3G54010	Bo4g120400, Bo6g067800
OG0012794	AT4G02260	Bo2g100370, Bo9g005610
OG0012795	AT2G23770	Bo4g151880
OG0012796	AT1G26110	Bo7g052840, Bo3g138470
OG0012797	AT2G26940	Bo4g076920
OG0012798	AT5G58480	Bo9g135170
OG0012799	AT1G80100	Bo6g080170
OG0012800	AT5G03050	Bo9g183220, Bo2g002820
OG0012801	AT2G44690	Bo4g023960
OG0012802	AT1G02170	Bo8g114660
OG0012804	AT4G39320	Bo1g002480, Bo7g119250
OG0012805	AT1G77730	Bo2g092910
OG0012806	AT1G09300	Bo8g058310
OG0012807	AT1G11900	Bo5g017480
OG0012808	AT1G75717	Bo6g086190
OG0012809	AT2G46040	Bo4g025170, Bo4g196010
OG0012810	AT1G11650	Bo8g108820
OG0012811	AT5G21080	Bo2g023370
OG0012812	AT5G02060	Bo3g001720
OG0012813	AT2G04560	Bo7g030390
OG0012814	AT5G39865	Bo4g139170
OG0012815	AT3G44890	Bo1g063850
OG0012816	AT1G11303, AT1G11300	Bo8g059920
OG0012817	AT1G31470	Bo5g067040
OG0012819	AT1G18600	Bo5g025620
OG0012820	AT5G62930	Bo3g106940
OG0012821	AT3G44990	Bo3g120750
OG0012822	AT5G57810	Bo2g029040
OG0012823	AT1G72970	Bo2g079160, Bo6g088140
OG0012824	AT3G10150	Bo5g137730
OG0012825	AT2G41380	Bo4g190870
OG0012826	AT5G49830	Bo9g095480
OG0012827	AT3G23430	Bo7g040520, Bo1g101920
OG0012828	AT4G10890	Bo9g090820
