Orthogroup	Arabidopsis_thaliana	Capsella_rubella
OG0017217	AT5G21120	Carub.0006s1943.1.p
OG0017219	AT1G75125	Carub.0002s2191.1.p
OG0017220	AT1G60430	Carub.0002s0491.1.p
OG0017222	AT3G12940	Carub.0005s0925.1.p
OG0017224	AT5G48590	Carub.0008s0822.1.p
OG0017225	AT3G50110	Carub.0005s1645.1.p
OG0017227	AT1G04150	Carub.0001s0330.1.p
OG0017228	AT1G31840	Carub.0001s3017.1.p
OG0017229	AT5G66110	Carub.0008s2838.1.p
OG0017230	AT3G27415	Carub.0005s0573.1.p
OG0017231	AT4G27740	Carub.0007s1308.1.p
OG0017232	AT4G26090	Carub.0007s1486.1.p
OG0017233	AT3G22150	Carub.0003s2232.1.p
OG0017235	AT1G55640	Carub.0001s4416.1.p
OG0017237	AT4G35930	Carub.0007s0429.1.p
OG0017238	AT5G56430	Carub.0008s1692.1.p
OG0017239	AT3G19190	Carub.0003s1902.1.p
OG0017240	AT5G14760	Carub.0006s1293.1.p
OG0017241	AT2G21110	Carub.0004s0177.1.p
OG0017242	AT2G21230	Carub.0004s0026.1.p
OG0017243	AT4G12710	Carub.0007s3036.1.p
OG0017244	AT3G15395	Carub.0003s1512.1.p
OG0017245	AT5G62400	Carub.0008s2308.1.p
OG0017246	AT4G31070	Carub.0007s0945.1.p
OG0017248	AT1G26761	Carub.0001s2425.1.p
OG0017249	AT4G12670	Carub.0007s3029.1.p
OG0017250	AT1G23201	Carub.0001s2278.1.p
OG0017251	AT3G27770	Carub.0005s0631.1.p
OG0017252	AT4G28690	Carub.0007s1197.1.p
OG0017253	AT1G43560	Carub.0001s3456.1.p
OG0017255	AT4G28170	Carub.0007s1259.1.p
OG0017256	AT3G58300	Carub.0005s2511.1.p
OG0017257	AT4G14780	Carub.0007s2736.1.p
OG0017258	AT5G24316	Carub.0006s2211.1.p, Carub.0006s2212.1.p
OG0017259	AT3G59040	Carub.0005s2580.1.p
OG0017261	AT3G60310	Carub.0005s2705.1.p
OG0017263	AT3G46970	Carub.0005s1319.1.p
OG0017264	AT1G63460	Carub.0002s0141.1.p
OG0017265	AT3G54880	Carub.0005s2149.1.p
OG0017266	AT5G64820	Carub.0008s2565.1.p
OG0017267	AT1G03340	Carub.0001s0245.1.p
OG0017269	AT1G13050	Carub.0001s1280.1.p
OG0017270	AT1G11920	Carub.0001s1161.1.p
OG0017271	AT3G50240	Carub.0005s1656.1.p
OG0017272	AT4G19590	Carub.0007s2159.1.p
OG0017273	AT5G16710	Carub.0006s1492.1.p
OG0017275	AT3G52120	Carub.0005s1846.1.p
OG0017276	AT1G74000	Carub.0002s2079.1.p
OG0017277	AT2G19320	Carub.0003s3354.1.p
OG0017278	AT5G44780	Carub.0008s0349.1.p
OG0017279	AT3G01630	Carub.0003s0043.1.p
OG0017280	AT1G15125	Carub.0001s1489.1.p
OG0017281	AT4G24090	Carub.0007s1701.1.p
OG0017282	AT5G01110	Carub.0006s0076.1.p
OG0017283	AT3G29590	Carub.0005s0822.1.p
OG0017284	AT5G01730	Carub.0006s0010.1.p
OG0017286	AT5G04050	Carub.0006s0300.1.p
OG0017287	AT2G42640	Carub.0004s2508.1.p
OG0017288	AT2G13370	Carub.0003s2790.1.p
OG0017289	AT3G01860	Carub.0003s0021.1.p
OG0017291	AT5G44230	Carub.0008s0429.1.p
OG0017292	AT3G27730	Carub.0005s0628.1.p
OG0017293	AT2G48000	Carub.0004s3072.1.p
OG0017294	AT2G20880	Carub.0003s3555.1.p
OG0017295	AT5G17460	Carub.0006s1568.1.p
OG0017296	AT1G53640	Carub.0001s4289.1.p, Carub.0001s4290.1.p
OG0017298	AT3G55860	Carub.0005s2240.1.p
OG0017299	AT5G22210	Carub.0006s1995.1.p
OG0017300	AT5G42785	Carub.0008s0612.1.p
OG0017302	AT5G35660	Carub.0007s3138.1.p
OG0017303	AT1G63710	Carub.0002s0114.1.p
OG0017304	AT4G35680	Carub.0007s0461.1.p
OG0017305	AT5G56050	Carub.0008s1638.1.p
OG0017306	AT4G01023	Carub.0006s3606.1.p
OG0017308	AT2G22000	Carub.0004s0114.1.p
OG0017309	AT5G38890	Carub.0007s3696.1.p
OG0017310	AT1G09550	Carub.0001s0889.1.p
OG0017311	AT5G24940	Carub.0006s2281.1.p
OG0017312	AT1G53100	Carub.0001s4226.1.p
OG0017313	AT3G01030	Carub.0003s0115.1.p
OG0017314	AT1G49420	Carub.0001s3862.1.p
OG0017315	AT3G18640	Carub.0003s1842.1.p
OG0017316	AT1G69080	Carub.0002s1570.1.p
OG0017317	AT5G41320	Carub.0007s3417.1.p
OG0017318	AT1G10050	Carub.0001s0947.1.p
OG0017319	AT2G25900	Carub.0004s0572.1.p
OG0017320	AT5G09630	Carub.0004s0654.1.p
OG0017321	AT3G56470	Carub.0005s2324.1.p
OG0017322	AT4G26160	Carub.0007s1479.1.p
OG0017324	AT4G34550	Carub.0007s0575.1.p
OG0017325	AT1G70100	Carub.0002s1677.1.p
OG0017326	AT5G41170	Carub.0007s3431.1.p
OG0017327	AT1G68520	Carub.0002s1503.1.p
OG0017329	AT5G42690	Carub.0008s0631.1.p
OG0017330	AT5G37180	Carub.0007s3237.1.p
OG0017331	AT1G26660	Carub.0001s2437.1.p
OG0017332	AT2G22010	Carub.0004s0115.1.p
OG0017333	AT2G02910	Carub.0005s0179.1.p
OG0017334	AT5G14980	Carub.0006s1314.1.p
OG0017335	AT5G06620	Carub.0006s0551.1.p
OG0017336	AT5G01880	Carub.0024s0018.1.p
OG0017337	AT1G10330	Carub.0001s0975.1.p
OG0017338	AT5G37860	Carub.0007s3305.1.p
OG0017339	AT1G77930	Carub.0002s2481.1.p
OG0017340	AT5G63930	Carub.0008s2469.1.p
OG0017341	AT5G09978	Carub.0006s0842.1.p
OG0017343	AT1G34580	Carub.0001s3262.1.p
OG0017344	AT5G15260	Carub.0006s1344.1.p
OG0017345	AT1G63105	Carub.0002s0186.1.p
OG0017346	AT5G06780	Carub.0006s0567.1.p
OG0017347	AT1G52290	Carub.0001s4125.1.p
OG0017348	AT5G66270	Carub.0008s2822.1.p
OG0017349	AT4G34430	Carub.0007s0587.1.p
OG0017351	AT1G77855	Carub.0002s2475.1.p
OG0017352	AT1G52520	Carub.0001s4148.1.p
OG0017353	AT5G42910	Carub.0008s0588.1.p
OG0017354	AT3G55040	Carub.0005s2167.1.p
OG0017355	AT5G63660	Carub.0008s2442.1.p
OG0017357	AT1G50590	Carub.0001s3963.1.p
OG0017358	AT5G65370	Carub.0002s0123.1.p
OG0017359	AT2G23470	Carub.0004s0270.1.p
OG0017360	AT5G40620	Carub.0007s3487.1.p
OG0017361	AT5G50080	Carub.0008s1008.1.p
OG0017363	AT2G26490	Carub.0004s0665.1.p
OG0017364	AT1G62680	Carub.0002s0230.1.p
OG0017365	AT5G55040	Carub.0008s1531.1.p
OG0017366	AT1G10400	Carub.0001s0984.1.p
OG0017367	AT1G43640	Carub.0001s3466.1.p, Carub.0001s3463.1.p, Carub.0001s3522.1.p
OG0017370	AT4G27360	Carub.0007s1351.1.p
OG0017371	AT1G66750	Carub.0002s1297.1.p
OG0017372	AT3G63290	Carub.0005s2995.1.p
OG0017373	AT5G40050	Carub.0007s3560.1.p
OG0017374	AT5G37450	Carub.0007s3258.1.p
OG0017375	AT2G28050	Carub.0004s0880.1.p
OG0017376	AT1G16630	Carub.0001s1637.1.p
OG0017377	AT1G69520	Carub.0002s1614.1.p
OG0017378	AT5G48210	Carub.0008s0778.1.p
OG0017379	AT4G00165	Carub.0006s3707.1.p
OG0017380	AT2G35780	Carub.0004s1752.1.p
OG0017381	AT4G18940	Carub.0007s2224.1.p
OG0017382	AT5G41860	Carub.0007s3350.1.p
OG0017383	AT3G53770	Carub.0005s2035.1.p
OG0017384	AT1G02190	Carub.0001s0007.1.p
OG0017385	AT2G17140	Carub.0003s3107.1.p
OG0017386	AT1G67140	Carub.0002s1343.1.p
OG0017387	AT1G24095	Carub.0001s2353.1.p
OG0017388	AT4G23520	Carub.0007s1773.1.p
OG0017389	AT3G12570	Carub.0003s1191.1.p
OG0017390	AT4G27900	Carub.0007s1292.1.p
OG0017391	AT5G46600	Carub.0008s0131.1.p
OG0017392	AT5G05130	Carub.0006s0406.1.p
OG0017393	AT1G31490	Carub.0001s2991.1.p
OG0017394	AT5G45150	Carub.0008s0303.1.p
OG0017396	AT2G03270	Carub.0005s0219.1.p
OG0017397	AT1G34065	Carub.0001s3216.1.p
OG0017398	AT1G10380	Carub.0001s0980.1.p
OG0017399	AT2G30870	Carub.0004s1207.1.p
OG0017400	AT1G76610	Carub.0002s2351.1.p
OG0017401	AT4G35970	Carub.0007s0426.1.p
OG0017402	AT4G16350	Carub.0007s2518.1.p
OG0017403	AT5G48790	Carub.0008s0852.1.p
OG0017404	AT2G29525	Carub.0004s1057.1.p
OG0017405	AT2G21185	Carub.0004s0021.1.p
OG0017406	AT1G67030	Carub.0002s1329.1.p
OG0017407	AT1G29270	Carub.0001s2748.1.p
OG0017408	AT5G59200	Carub.0008s1975.1.p
OG0017409	AT1G11840	Carub.0001s1149.1.p
OG0017411	AT2G46375	Carub.0004s2907.1.p
OG0017412	AT1G09610	Carub.0001s0896.1.p
OG0017413	AT4G00030	Carub.0006s3719.1.p
OG0017414	AT5G56310	Carub.0008s1663.1.p
OG0017415	AT3G42860	Carub.0005s0890.1.p
OG0017416	AT5G19660	Carub.0006s1801.1.p
OG0017418	AT5G55390	Carub.0008s1573.1.p
OG0017419	AT1G09360	Carub.0001s0870.1.p
OG0017420	AT5G02250	Carub.0006s0109.1.p
OG0017421	AT1G60760	Carub.0002s0459.1.p
OG0017422	AT5G45420	Carub.0008s0269.1.p
OG0017423	AT5G47970	Carub.0008s0751.1.p
OG0017424	AT1G70070	Carub.0002s1674.1.p
OG0017425	AT1G78530	Carub.0002s2538.1.p
OG0017426	AT5G65613	Carub.0008s2648.1.p
OG0017427	AT3G43210	Carub.0005s0903.1.p
OG0017428	AT3G53210	Carub.0005s1974.1.p
OG0017429	AT2G25200	Carub.0004s0479.1.p
OG0017430	AT1G60570	Carub.0002s0527.1.p
OG0017431	AT4G30490	Carub.0007s1010.1.p
OG0017434	AT1G07280	Carub.0001s0658.1.p
OG0017435	AT5G65960	Carub.0008s2856.1.p
OG0017436	AT4G12680	Carub.0007s3030.1.p
OG0017437	AT3G17250	Carub.0003s1700.1.p
OG0017438	AT5G20410	Carub.0006s1879.1.p
OG0017439	AT1G75770	Carub.0002s2262.1.p
OG0017440	AT4G01030	Carub.0006s3608.1.p
OG0017441	AT3G05327	Carub.0003s0460.1.p
OG0017443	AT5G36670, AT5G36740	Carub.0007s3198.1.p
OG0017444	AT3G51960	Carub.0005s1831.1.p
OG0017445	AT5G22190	Carub.0006s1992.1.p
OG0017447	AT3G45110	Carub.0005s1091.1.p, Carub.0005s1092.1.p
OG0017449	AT5G53130	Carub.0008s1333.1.p
OG0017450	AT3G57740	Carub.0005s2459.1.p
OG0017451	AT1G76190	Carub.0002s2309.1.p
OG0017452	AT1G65540	Carub.0002s1137.1.p
OG0017453	AT4G10120	Carub.0006s2869.1.p
OG0017454	AT5G17650	Carub.0006s1589.1.p
OG0017455	AT1G32585	Carub.0001s3099.1.p
OG0017456	AT2G42670	Carub.0004s2511.1.p
OG0017457	AT2G26520	Carub.0004s0669.1.p
OG0017458	AT1G19720	Carub.0001s1927.1.p
OG0017459	AT5G56990	Carub.0008s1747.1.p
OG0017460	AT1G18400	Carub.0001s1802.1.p
OG0017462	AT5G62030	Carub.0008s2271.1.p
OG0017465	AT5G61920	Carub.0008s2260.1.p
OG0017466	AT2G23740	Carub.0004s0292.1.p
OG0017467	AT3G12550	Carub.0003s1189.1.p
OG0017468	AT2G36660	Carub.0004s1848.1.p
OG0017470	AT3G51230	Carub.0005s1760.1.p
OG0017471	AT2G23140	Carub.0004s0235.1.p
OG0017472	AT3G53100	Carub.0005s1963.1.p
OG0017473	AT2G47350	Carub.0004s3007.1.p
OG0017474	AT5G04780	Carub.0006s0367.1.p
OG0017475	AT4G27530	Carub.0007s1332.1.p
OG0017476	AT1G70220	Carub.0002s1692.1.p
OG0017477	AT1G03770	Carub.0001s0287.1.p
OG0017478	AT1G01150	Carub.0002s1033.1.p, Carub.0001s0106.1.p
OG0017480	AT2G40300	Carub.0004s2254.1.p
OG0017481	AT5G27400	Carub.0006s2514.1.p
OG0017483	AT2G20500	Carub.0003s3495.1.p
OG0017484	AT1G05750	Carub.0001s0510.1.p
OG0017485	AT5G09610	Carub.0003s2764.1.p
OG0017486	AT1G14680	Carub.0001s1444.1.p
OG0017487	AT1G09890	Carub.0001s0927.1.p
OG0017488	AT1G04940	Carub.0001s0417.1.p
OG0017490	AT2G26640	Carub.0004s0692.1.p
OG0017492	AT1G09680	Carub.0001s0902.1.p
OG0017493	AT1G52790	Carub.0001s4188.1.p
OG0017494	AT3G04370	Carub.0003s0358.1.p
OG0017495	AT2G40840	Carub.0004s2316.1.p
OG0017496	AT4G21510	Carub.0007s1991.1.p
OG0017498	AT3G63360	Carub.0008s1168.1.p
OG0017500	AT5G16310	Carub.0006s1450.1.p
OG0017501	AT4G24420	Carub.0007s0460.1.p
OG0017502	AT4G26940	Carub.0007s1393.1.p
OG0017503	AT1G56460	Carub.0002s0768.1.p
OG0017505	AT4G04710	Carub.0006s3261.1.p
OG0017506	AT4G25430	Carub.0007s1558.1.p
OG0017507	AT1G16420	Carub.0001s1616.1.p
OG0017508	AT3G08820	Carub.0003s0794.1.p
OG0017509	AT1G25330	Carub.0001s2519.1.p
OG0017510	AT1G62700	Carub.0002s0228.1.p
OG0017511	AT3G04450	Carub.0003s0361.1.p
OG0017513	AT5G66631	Carub.0008s2788.1.p
OG0017514	AT1G73140	Carub.0002s1991.1.p
OG0017515	AT5G24080	Carub.0006s2180.1.p
OG0017516	AT1G54490	Carub.0002s0935.1.p
OG0017517	AT1G26260	Carub.0001s2471.1.p
OG0017518	AT2G14160	Carub.0003s2838.1.p
OG0017519	AT4G34380	Carub.0007s0595.1.p
OG0017520	AT1G32320	Carub.0001s3065.1.p
OG0017521	AT1G66830	Carub.0002s1303.1.p
OG0017522	AT3G22070	Carub.0003s2223.1.p
OG0017524	AT3G58470	Carub.0005s2521.1.p
OG0017525	AT5G18140	Carub.0006s1643.1.p
OG0017526	AT1G51620	Carub.0001s4047.1.p
OG0017528	AT2G15310	Carub.0003s2920.1.p
OG0017529	AT5G54070	Carub.0008s1434.1.p
OG0017531	AT4G39745	Carub.0007s0163.1.p
OG0017532	AT1G24130	Carub.0001s2357.1.p
OG0017533	AT1G79370	Carub.0002s2623.1.p
OG0017534	AT2G16790	Carub.0003s3061.1.p
OG0017535	AT4G22755	Carub.0007s1853.1.p, Carub.0007s1854.1.p
OG0017536	AT4G38460	Carub.0007s0034.1.p
OG0017537	AT3G04430	Carub.0001s0123.1.p
OG0017538	AT5G01970	Carub.0024s0007.1.p
OG0017539	AT4G38130	Carub.0007s0002.1.p
OG0017540	AT5G18950	Carub.0006s1725.1.p
OG0017541	AT1G78550	Carub.0002s2540.1.p
OG0017543	AT2G04890	Carub.0003s2649.1.p
OG0017544	AT4G30840	Carub.0007s0972.1.p
OG0017546	AT4G01190	Carub.0006s3623.1.p
OG0017547	AT3G21430	Carub.0003s2146.1.p
OG0017548	AT5G19473	Carub.0006s1781.1.p
OG0017549	AT3G30350	Carub.0005s0859.1.p
OG0017550	AT1G23060	Carub.0001s2258.1.p
OG0017552	AT3G26040	Carub.0005s0389.1.p
OG0017553	AT3G02070	Carub.0003s0001.1.p
OG0017554	AT3G50260	Carub.0005s1657.1.p
OG0017555	AT1G71420	Carub.0002s1827.1.p
OG0017556	AT5G60040	Carub.0008s2074.1.p
OG0017557	AT2G26650	Carub.0004s0693.1.p
OG0017558	AT1G43000	Carub.0001s3440.1.p
OG0017559	AT4G28150	Carub.0007s1262.1.p
OG0017561	AT1G68120	Carub.0002s1460.1.p
OG0017562	AT5G01420	Carub.0006s0040.1.p
OG0017563	AT1G14345	Carub.0001s1403.1.p
OG0017564	AT1G01520	Carub.0001s0072.1.p
OG0017565	AT4G26950	Carub.0007s1392.1.p
OG0017566	AT1G78980	Carub.0002s2584.1.p
OG0017567	AT1G13810	Carub.0001s1353.1.p
OG0017568	AT5G40500	Carub.0007s3502.1.p
OG0017569	AT5G13700	Carub.0006s1186.1.p
OG0017570	AT5G65910	Carub.0008s2680.1.p
OG0017572	AT1G80330	Carub.0002s2724.1.p
OG0017573	AT4G30900	Carub.0007s0964.1.p
OG0017574	AT4G34830	Carub.0007s0547.1.p
OG0017575	AT2G32740	Carub.0004s1410.1.p
OG0017576	AT1G69085	Carub.0002s1571.1.p
OG0017577	AT4G24570	Carub.0007s1650.1.p
OG0017578	AT4G39675	Carub.0007s0155.1.p
OG0017579	AT1G03740	Carub.0001s0284.1.p
OG0017582	AT2G27389	Carub.0004s0803.1.p
OG0017583	AT1G52490, AT1G52495	Carub.0001s4145.1.p
OG0017584	AT5G64280	Carub.0008s2507.1.p
OG0017585	AT5G20430, AT5G20440	Carub.0004s0511.1.p, Carub.0008s0762.1.p
OG0017586	AT5G66595	Carub.0008s2790.1.p
OG0017587	AT5G07530	Carub.0006s0651.1.p
OG0017588	AT1G66730	Carub.0002s1295.1.p
OG0017589	AT3G12770	Carub.0003s1213.1.p
OG0017590	AT1G65710	Carub.0002s1153.1.p
OG0017591	AT3G46960	Carub.0005s1318.1.p
OG0017592	AT5G56450	Carub.0008s1695.1.p
OG0017593	AT2G18120	Carub.0003s3226.1.p
OG0017594	AT2G06510	Carub.0003s2727.1.p
OG0017595	AT3G03880	Carub.0003s0307.1.p
OG0017596	AT5G49900	Carub.0008s0976.1.p
OG0017597	AT5G65510	Carub.0008s2637.1.p
OG0017598	AT5G39580	Carub.0007s3637.1.p
OG0017599	AT3G02040	Carub.0003s0005.1.p
OG0017601	AT3G53790	Carub.0005s2037.1.p
OG0017602	AT5G11690	Carub.0006s1019.1.p
OG0017603	AT5G25970	Carub.0006s2375.1.p
OG0017604	AT4G33585	Carub.0007s0686.1.p
OG0017605	AT3G59845	Carub.0005s2657.1.p
OG0017606	AT5G59470	Carub.0008s2014.1.p
OG0017607	AT5G40900	Carub.0007s3460.1.p
OG0017608	AT1G48000	Carub.0001s3711.1.p
OG0017609	AT1G18630	Carub.0001s1826.1.p, Carub.0007s3049.1.p
OG0017610	AT5G44060	Carub.0008s0447.1.p
OG0017611	AT3G01210	Carub.0003s0093.1.p
OG0017613	AT1G69430	Carub.0002s1603.1.p
OG0017614	AT3G56500	Carub.0005s2327.1.p
OG0017615	AT1G49110	Carub.0001s3827.1.p
OG0017616	AT4G11400	Carub.0006s3033.1.p
OG0017617	AT5G07820	Carub.0006s0674.1.p
OG0017619	AT3G55160	Carub.0005s2180.1.p
OG0017620	AT3G09040	Carub.0003s0819.1.p
OG0017622	AT5G63440	Carub.0008s2414.1.p
OG0017623	AT3G15770	Carub.0003s1551.1.p
OG0017624	AT4G33150	Carub.0007s0730.1.p
OG0017625	AT1G09450	Carub.0001s0880.1.p
OG0017626	AT1G54570	Carub.0002s0906.1.p
OG0017627	AT5G03580	Carub.0006s0242.1.p
OG0017628	AT1G78172	Carub.0002s2507.1.p
OG0017629	AT2G02020	Carub.0005s0103.1.p
OG0017630	AT1G27900	Carub.0001s2635.1.p
OG0017631	AT5G18240	Carub.0006s1653.1.p
OG0017632	AT2G01630	Carub.0005s0058.1.p
OG0017633	AT1G42540	Carub.0001s3429.1.p
OG0017635	AT1G17460	Carub.0001s1723.1.p
OG0017636	AT4G31470	Carub.0007s0908.1.p
OG0017637	AT5G06930	Carub.0006s0585.1.p
OG0017638	AT5G48090	Carub.0008s0765.1.p
OG0017639	AT3G17630	Carub.0003s1734.1.p
OG0017640	AT2G24140	Carub.0004s0332.1.p
OG0017641	AT3G12880	Carub.0003s1224.1.p
OG0017642	AT5G67370	Carub.0008s2712.1.p
OG0017643	AT4G13300, AT4G13280	Carub.0007s2933.1.p
OG0017644	AT3G13677	Carub.0003s1319.1.p
OG0017645	AT1G51380	Carub.0001s4025.1.p
OG0017646	AT1G22740	Carub.0001s2225.1.p
OG0017647	AT3G15250	Carub.0003s1490.1.p
OG0017648	AT1G20120	Carub.0001s1965.1.p
OG0017650	AT5G24210	Carub.0006s2196.1.p
OG0017655	AT1G76290	Carub.0002s2318.1.p
OG0017657	AT3G22961	Carub.0003s2311.1.p
OG0017658	AT2G15325	Carub.0006s3201.1.p, Carub.0003s2922.1.p
OG0017659	AT2G20463	Carub.0003s3487.1.p, Carub.0003s3488.1.p
OG0017660	AT3G01311	Carub.0003s0083.1.p
OG0017661	AT2G33250	Carub.0004s1471.1.p
OG0017662	AT2G25305	Carub.0004s0836.1.p
OG0017662	AT5G54215	Carub.0008s1453.1.p
OG0017665	AT5G16960	Carub.0006s1517.1.p
OG0017666	AT4G23080, AT4G10210, AT4G10220	Carub.0001s3310.1.p, Carub.0007s1816.1.p
OG0017667	AT4G01280	Carub.0006s3634.1.p
OG0017668	AT4G25433	Carub.0007s1556.1.p
OG0017669	AT5G37730	Carub.0007s3290.1.p
OG0017670	AT5G38060	Carub.0005s1235.1.p
OG0017671	AT4G32717	Carub.0007s0777.1.p
OG0017671	AT4G32714	Carub.0007s0779.1.p
OG0017672	AT1G05040	Carub.0001s0429.1.p
OG0017673	AT3G05345	Carub.0003s0462.1.p
OG0017675	AT2G24700	Carub.0004s0418.1.p
OG0017680	AT1G15920	Carub.0001s1572.1.p
OG0017681	AT1G31255	Carub.0001s2967.1.p, Carub.0001s2968.1.p
OG0017682	AT1G36380	Carub.0001s3375.1.p
OG0017685	AT1G76965	Carub.0002s2386.1.p
OG0017686	AT3G10195	Carub.0003s0936.1.p
OG0017689	AT5G07130	Carub.0006s0605.1.p
OG0017690	AT5G09980	Carub.0006s0843.1.p
OG0017691	AT4G30380	Carub.0007s1022.1.p
OG0017692	AT4G15960	Carub.0007s2567.1.p
OG0017693	AT5G54890	Carub.0008s1519.1.p
OG0017694	AT5G61280	Carub.0008s2196.1.p
OG0017695	AT1G28375	Carub.0001s2684.1.p
OG0017696	AT1G28630	Carub.0001s2707.1.p
OG0017697	AT1G03990	Carub.0001s0315.1.p
OG0017699	AT1G52530	Carub.0001s4149.1.p
OG0017700	AT1G05055	Carub.0001s0430.1.p
OG0017701	AT1G56710	Carub.0002s0718.1.p
OG0017702	AT3G10460	Carub.0003s0970.1.p
OG0017703	AT3G02960	Carub.0003s0209.1.p
OG0017704	AT3G22690	Carub.0003s2285.1.p
OG0017705	AT3G09640	Carub.0003s0873.1.p
OG0017706	AT2G22190	Carub.0004s0135.1.p
OG0017707	AT2G36325	Carub.0004s1810.1.p
OG0017708	AT2G38823	Carub.0004s2085.1.p
OG0017709	AT2G39851	Carub.0004s2197.1.p
OG0017710	AT3G48970	Carub.0005s1514.1.p
OG0017711	AT3G50350	Carub.0005s1666.1.p
OG0017712	AT5G13900	Carub.0006s1209.1.p
OG0017713	AT5G14410	Carub.0006s1259.1.p
OG0017714	AT4G11655	Carub.0006s3074.1.p
OG0017715	AT4G17486	Carub.0007s2392.1.p
OG0017716	AT5G39930	Carub.0007s3580.1.p
OG0017717	AT5G52780	Carub.0008s1294.1.p
OG0017718	AT5G52810	Carub.0008s1297.1.p
OG0017719	AT5G48520	Carub.0008s0810.1.p
OG0017720	AT3G23123	Carub.0003s2332.1.p
OG0017721	AT3G05760	Carub.0003s0513.1.p
OG0017722	AT3G07450	Carub.0003s0700.1.p
OG0017723	AT2G06090, AT5G27238	Carub.0003s2793.1.p, Carub.0003s2718.1.p, Carub.0003s2723.1.p, Carub.0003s2721.1.p, Carub.0003s2720.1.p, Carub.0003s2722.1.p
OG0017724	AT4G00416	Carub.0003s3543.1.p
OG0017725	AT2G33520	Carub.0004s1515.1.p
OG0017726	AT2G37760	Carub.0004s1970.1.p
OG0017727	AT2G47020	Carub.0004s2976.1.p
OG0017728	AT3G48208	Carub.0005s1435.1.p, Carub.0005s1106.1.p
OG0017729	AT5G10460	Carub.0006s0894.1.p
OG0017730	AT5G17670	Carub.0006s1591.1.p
OG0017731	AT4G04614	Carub.0006s3245.1.p
OG0017732	AT4G38050	Carub.0007s0217.1.p
OG0017733	AT5G50770	Carub.0008s1076.1.p
OG0017734	AT1G33960	Carub.0001s3204.1.p
OG0017735	AT3G01325	Carub.0002s0973.1.p
OG0017736	AT4G04972	Carub.0006s3293.1.p
OG0017737	AT4G38062	Carub.0007s0215.1.p
OG0017738	AT2G01870	Carub.0005s0083.1.p
OG0017739	AT3G63095	Carub.0005s2976.1.p
OG0017740	AT1G01695	Carub.0001s0052.1.p
OG0017777	AT5G53810	Carub.0008s1410.1.p
OG0017778	AT2G05645	Carub.0001s3609.1.p
OG0017779	AT2G33780	Carub.0004s1543.1.p
OG0017780	AT1G22140	Carub.0001s2169.1.p
OG0017781	AT1G68410	Carub.0002s1491.1.p
OG0017782	AT5G57970	Carub.0008s1850.1.p
OG0017783	AT3G12510	Carub.0003s1184.1.p
OG0017785	AT5G44690	Carub.0008s0357.1.p
OG0017786	AT5G16920	Carub.0006s1513.1.p
OG0017787	AT5G20165	Carub.0006s1856.1.p
OG0017789	AT5G39880	Carub.0007s3584.1.p
OG0017790	AT5G49800	Carub.0008s0968.1.p
OG0017791	AT3G25540	Carub.0005s0325.1.p
OG0017793	AT5G47800	Carub.0008s0070.1.p
OG0017795	AT3G43833	Carub.0053s0001.1.p, Carub.0004s0209.1.p
OG0017796	AT3G24093	Carub.0003s2442.1.p
OG0017797	AT5G04730	Carub.0006s0362.1.p
OG0017798	AT3G50730	Carub.0005s1706.1.p
OG0017798	AT3G50720	Carub.0005s1705.1.p
OG0017800	AT3G04000	Carub.0003s0325.1.p
OG0017802	AT3G06000	Carub.0003s0542.1.p
OG0017803	AT2G26480	Carub.0004s0659.1.p
OG0017804	AT2G39850	Carub.0004s2196.1.p
OG0017812	AT3G60870	Carub.0005s2762.1.p
OG0017814	AT1G01810	Carub.0001s0041.1.p
OG0017815	AT5G50120	Carub.0008s1013.1.p
OG0017817	AT3G45730	Carub.0005s1157.1.p, Carub.0005s1158.1.p
OG0017819	AT4G19990	Carub.0007s2115.1.p
OG0017822	AT2G05810	Carub.0003s2704.1.p
OG0017823	AT3G17160	Carub.0003s1691.1.p
OG0017824	AT1G27045	Carub.0001s2393.1.p
OG0017825	AT1G68050	Carub.0002s1453.1.p
OG0017826	AT5G38800	Carub.0007s3706.1.p
OG0017827	AT1G22210	Carub.0001s2176.1.p
OG0017828	AT5G49015	Carub.0008s0883.1.p
OG0017829	AT1G63055, AT1G63057	Carub.0002s0194.1.p
OG0017830	AT3G03272	Carub.0003s0243.1.p
OG0017833	AT5G51451	Carub.0008s1148.1.p
OG0017835	AT4G29610	Carub.0007s1094.1.p
OG0017835	AT4G29620, AT4G29630, AT4G29600	Carub.0007s1096.1.p
OG0017836	AT2G42030	Carub.0004s2436.1.p
OG0017837	AT3G59150	Carub.0005s2589.1.p
OG0017839	AT1G54260	Carub.0001s4350.1.p
OG0017840	AT4G35580	Carub.0007s0473.1.p
OG0017842	AT4G02310	Carub.0006s3479.1.p
OG0017843	AT2G32140, AT1G65390	Carub.0008s0315.1.p
OG0017844	AT5G41030	Carub.0007s3446.1.p
OG0017845	AT3G15790	Carub.0003s1553.1.p
OG0017846	AT3G24225	Carub.0003s2427.1.p
OG0017848	AT3G20280	Carub.0003s2023.1.p
OG0017850	AT5G02950	Carub.0006s0175.1.p, Carub.0003s3550.1.p
OG0017851	AT3G53160	Carub.0005s1969.1.p
OG0017852	AT2G46390	Carub.0004s2909.1.p
OG0017853	AT4G22820	Carub.0007s1845.1.p
OG0017854	AT5G28650	Carub.0006s2593.1.p
