Orthogroup	Arabidopsis_thaliana	Brassica_rapa
OG0016031	AT4G14365	Bra028419
OG0016032	AT4G37410	Bra010598, Bra011759
OG0016033	AT5G40410	Bra028457
OG0016034	AT4G35590	Bra011626
OG0016035	AT5G46295	Bra019129, Bra017564, Bra025024, Bra022030
OG0016037	AT1G08190	Bra018644
OG0016039	AT1G79200	Bra035098
OG0016040	AT1G79915	Bra035203
OG0016041	AT3G01830	Bra000985
OG0016042	AT3G10400	Bra029835
OG0016043	AT2G43550	Bra037703, Bra037702
OG0016044	AT3G52230	Bra006913
OG0016045	AT3G52260	Bra012814
OG0016046	AT3G57620	Bra021337
OG0016047	AT5G04930	Bra009410, Bra005828
OG0016048	AT5G12240	Bra008904, Bra006150
OG0016049	AT5G16150	Bra006341, Bra008640
OG0016050	AT4G38020	Bra011801
OG0016051	AT4G37460	Bra011768
OG0016052	AT5G33370	Bra038955
OG0016054	AT5G42130	Bra015370
OG0016055	AT1G12100	Bra016790
OG0016056	AT3G05725	Bra039415
OG0016057	AT1G32310	Bra040769
OG0016058	AT3G28570	Bra025342, Bra025343
OG0016079	AT1G08560	Bra018615, Bra030733
OG0016080	AT1G74990	Bra015877
OG0016081	AT1G52415, AT4G28405	Bra040156
OG0016082	AT1G21670	Bra017939
OG0016083	AT2G33760	Bra021873
OG0016084	AT2G38152	Bra005132
OG0016085	AT2G14820	Bra039820
OG0016086	AT2G14660	Bra036377
OG0016087	AT3G48010	Bra018089
OG0016089	AT3G05620	Bra039419
OG0016090	AT4G02070	Bra000896
OG0016091	AT5G10820	Bra028565
OG0016092	AT1G06923	Bra031547
OG0016096	AT3G53090	Bra040685
OG0016097	AT1G80090	Bra035199
OG0016098	AT2G47115	Bra000440
OG0016099	AT5G46870	Bra024988
OG0016100	AT1G10385	Bra018442
OG0016101	AT2G17442	Bra002060, Bra024513
OG0016103	AT5G35460	Bra035398
OG0016104	AT5G01810	Bra028911
OG0016107	AT1G57770	Bra027908
OG0016108	AT2G39930	Bra005001
OG0016109	AT5G57655	Bra002710
OG0016110	AT1G06330	Bra032428
OG0016111	AT1G07460	Bra030682
OG0016112	AT5G11610	Bra008951
OG0016113	AT3G43230	Bra019445
OG0016114	AT1G55320	Bra037992
OG0016115	AT3G48810	Bra029921
OG0016116	AT5G59830	Bra020283
OG0016117	AT1G65430	Bra022479
OG0016118	AT5G66100	Bra037186
OG0016119	AT2G04270	Bra015144
OG0016120	AT3G30725	Bra025420, Bra020732
OG0016121	AT1G05950	Bra032448
OG0016122	AT1G73000	Bra008064
OG0016123	AT3G45160	Bra037629
OG0016125	AT1G70820	Bra016184
OG0016126	AT1G45130	Bra014036, Bra036334
OG0016128	AT1G64480	Bra027703
OG0016129	AT1G72600	Bra016048
OG0016131	AT5G64710	Bra031907
OG0016134	AT5G23930	Bra009715
OG0016135	AT3G01550	Bra001003
OG0016136	AT3G45020	Bra019414, Bra017548
OG0016137	AT5G06410	Bra005895, Bra009192
OG0016138	AT1G35340	Bra028069
OG0016139	AT4G00200	Bra037321
OG0016140	AT5G03910	Bra009500
OG0016141	AT5G56380	Bra028930
OG0016142	AT1G29100	Bra030119
OG0016143	AT4G29440	Bra011109
OG0016144	AT3G25730	Bra026509
OG0016146	AT2G31740	Bra005643
OG0016147	AT1G71150	Bra016157
OG0016148	AT3G15070	Bra027282
OG0016149	AT2G27610	Bra034360
OG0016150	AT5G65990	Bra029326
OG0016151	AT5G42610	Bra035305
OG0016152	AT4G33280	Bra037010
OG0016153	AT3G46355, AT3G46410	Bra019480
OG0016154	AT2G19280	Bra038853
OG0016155	AT1G55870	Bra038023
OG0016156	AT4G22830	Bra013650
OG0016157	AT5G18940	Bra002195
OG0016158	AT5G38640	Bra028196
OG0016159	AT1G76050	Bra015795
OG0016160	AT2G46920	Bra004495
OG0016161	AT3G13700	Bra027407
OG0016162	AT3G62360	Bra007675
OG0016163	AT5G25480	Bra009843
OG0016164	AT1G53110	Bra019016
OG0016165	AT3G03305	Bra031998
OG0016167	AT2G28105	Bra000496
OG0016169	AT5G65840	Bra037832
OG0016170	AT2G41990	Bra000589
OG0016171	AT5G53220	Bra029087
OG0016172	AT4G17690	Bra040175
OG0016173	AT1G02150	Bra033215
OG0016174	AT5G58890	Bra002611
OG0016176	AT1G08840	Bra031643
OG0016177	AT4G05200	Bra029565
OG0016178	AT1G33475	Bra028003
OG0016179	AT1G22690	Bra024530
OG0016182	AT3G26680	Bra025221
OG0016184	AT4G30310	Bra024086
OG0016186	AT4G30720	Bra024046
OG0016187	AT1G24290	Bra030030
OG0016188	AT5G66970	Bra014039
OG0016189	AT1G54840	Bra021326
OG0016190	AT5G48740	Bra037463
OG0016191	AT3G02260	Bra039167
OG0016192	AT3G59790	Bra014528, Bra014527
OG0016193	AT4G36230	Bra038773, Bra011672
OG0016194	AT2G31970	Bra022873
OG0016195	AT1G48280	Bra018720
OG0016196	AT5G52030	Bra022574
OG0016198	AT1G63930	Bra027669
OG0016200	AT1G30515	Bra032397
OG0016201	AT3G55230	Bra014768
OG0016203	AT5G52410	Bra022589
OG0016204	AT4G03150	Bra034190
OG0016205	AT4G28650	Bra011046
OG0016207	AT5G59250	Bra002596
OG0016208	AT4G36630	Bra017767
OG0016209	AT1G01940	Bra032657
OG0016211	AT3G06430	Bra020748
OG0016212	AT1G69210	Bra038322
OG0016213	AT2G29630	Bra018372
OG0016214	AT2G03470	Bra041096
OG0016215	AT1G75530	Bra015836
OG0016216	AT1G25530	Bra024738, Bra011000
OG0016218	AT5G66960	Bra037133
OG0016219	AT2G25730	Bra000552
OG0016221	AT3G45740	Bra038279
OG0016222	AT1G10220	Bra018453, Bra019954
OG0016223	AT3G12590	Bra001458, Bra038735
OG0016224	AT4G25280	Bra013883
OG0016225	AT4G39270	Bra033611
OG0016227	AT3G43240	Bra034957
OG0016228	AT5G14430	Bra006254
OG0016229	AT1G75190	Bra015861, Bra008183
OG0016231	AT2G28560	Bra035691
OG0016232	AT3G13420	Bra027437
OG0016233	AT4G38480	Bra010743
OG0016234	AT1G62720	Bra036649
OG0016235	AT1G31360	Bra038422
OG0016237	AT4G13180	Bra032693
OG0016239	AT2G22640	Bra030221
OG0016240	AT3G29970	Bra025407
OG0016241	AT3G49850	Bra029978
OG0016242	AT1G58370	Bra027867
OG0016243	AT4G16460	Bra012715
OG0016244	AT1G09150	Bra030757, Bra018580
OG0016245	AT3G07568	Bra029659
OG0016246	AT1G17970	Bra016574
OG0016247	AT4G28703	Bra011052
OG0016248	AT5G51660	Bra022557
OG0016249	AT3G46930	Bra018183
OG0016250	AT4G31790	Bra011298
OG0016251	AT1G02100	Bra032667
OG0016252	AT3G51480	Bra036795
OG0016253	AT1G01453	Bra033263
OG0016255	AT5G15820	Bra023539
OG0016256	AT4G22370	Bra013615
OG0016258	AT1G77290	Bra015679
OG0016259	AT2G04340	Bra004632, Bra015148
OG0016260	AT2G01140	Bra014340
OG0016261	AT4G17140	Bra021067
OG0016265	AT1G29041	Bra030115
OG0016266	AT5G15300	Bra008706
OG0016267	AT1G01220	Bra032626
OG0016268	AT2G45610	Bra004925
OG0016269	AT5G01670	Bra005672
OG0016270	AT1G13620	Bra040728
OG0016273	AT1G62250	Bra034471
OG0016275	AT3G03650	Bra031981
OG0016276	AT3G49290	Bra017996
OG0016277	AT1G43190	Bra014011
OG0016278	AT5G07330	Bra009270
OG0016280	AT5G58150	Bra006781
OG0016281	AT5G37570	Bra028128
OG0016282	AT5G08750	Bra009367
OG0016283	AT5G24740	Bra009791
OG0016284	AT1G58220	Bra027882, Bra035457
OG0016285	AT3G16785	Bra022178
OG0016286	AT3G49320	Bra019591
OG0016287	AT2G02150	Bra024831
OG0016288	AT1G79460	Bra035120
OG0016289	AT3G09530	Bra001305
OG0016290	AT5G12880	Bra008874
OG0016291	AT2G20515	Bra028960
OG0016292	AT3G12200	Bra038703
OG0016294	AT1G26960	Bra016300
OG0016295	AT3G61660	Bra007624
OG0016296	AT3G13860	Bra001524
OG0016297	AT1G55040	Bra027952
OG0016299	AT4G04470	Bra029493
OG0016300	AT1G09195	Bra030762
OG0016301	AT5G64540	Bra024307
OG0016302	AT1G61600	Bra038594
OG0016303	AT5G02620	Bra009576
OG0016304	AT3G07700	Bra029670
OG0016305	AT2G47520	Bra021401
OG0016306	AT1G15080	Bra026782
OG0016307	AT3G16510	Bra001635
OG0016308	AT2G13360	Bra037207, Bra013148
OG0016310	AT4G37280	Bra011751
OG0016311	AT4G02075	Bra036295
OG0016312	AT4G26420	Bra026440
OG0016313	AT1G47710	Bra015607
OG0016314	AT2G34170	Bra005448
OG0016315	AT1G71090	Bra016159
OG0016317	AT4G38500	Bra033565
OG0016318	AT1G64355	Bra027694
OG0016319	AT3G19200	Bra022394
OG0016320	AT3G02010	Bra028462
OG0016321	AT2G24690	Bra000563
OG0016322	AT2G35770	Bra017294
OG0016323	AT1G11760	Bra016814
OG0016324	AT3G09270	Bra034061
OG0016327	AT1G06540	Bra015509
OG0016328	AT5G12890	Bra008873
OG0016329	AT3G49950	Bra036041
OG0016330	AT1G16720	Bra026029
OG0016331	AT5G21970	Bra002380
OG0016333	AT4G04350	Bra000791
OG0016334	AT3G24070	Bra028362
OG0016336	AT2G01918	Bra039759
OG0016337	AT4G10020	Bra000697
OG0016338	AT1G28070	Bra030071, Bra010906
OG0016339	AT3G44680	Bra019424
OG0016340	AT3G51080	Bra038882
OG0016341	AT1G55265	Bra011907
OG0016342	AT5G38320	Bra028171
OG0016343	AT2G33820	Bra021881
OG0016344	AT5G55100	Bra035553
OG0016345	AT4G35980	Bra011652
OG0016346	AT3G59060	Bra007430
OG0016347	AT4G19400	Bra013393
OG0016348	AT4G29750	Bra024130
OG0016349	AT3G23570	Bra014961
OG0016350	AT1G19580	Bra016502
OG0016351	AT5G24350	Bra009753
OG0016352	AT3G13190	Bra034699
OG0016353	AT5G18760	Bra023691
OG0016355	AT5G23610	Bra009698
OG0016356	AT2G44710	Bra004858
OG0016357	AT4G11640	Bra033141
OG0016359	AT4G31820	Bra011301
OG0016360	AT2G47920	Bra004422
OG0016361	AT4G20090	Bra013444
OG0016362	AT1G14300	Bra019664
OG0016363	AT1G17490	Bra025969
OG0016364	AT5G13680	Bra008809
OG0016365	AT3G46790	Bra033801
OG0016366	AT4G30820	Bra024041, Bra010271
OG0016367	AT1G24110	Bra024635
OG0016368	AT5G35110	Bra038941
OG0016369	AT5G45710	Bra017595
OG0016370	AT5G47750	Bra024918
OG0016371	AT5G23680	Bra009701
OG0016372	AT1G63820	Bra027785
OG0016373	AT4G14620	Bra036877
OG0016374	AT1G68880	Bra038341
OG0016376	AT1G79880	Bra003538
OG0016377	AT1G71460	Bra016135
OG0016379	AT1G49510	Bra040946
OG0016380	AT4G22560	Bra020842
OG0016381	AT3G02890	Bra021406
OG0016382	AT5G51750	Bra028274
OG0016384	AT5G26160	Bra009884
OG0016385	AT2G28570	Bra035690
OG0016386	AT2G37780	Bra000020, Bra005160
OG0016387	AT1G24145	Bra016319
OG0016388	AT5G01470	Bra028904
OG0016389	AT1G73990	Bra015946
OG0016390	AT4G15475	Bra012785
OG0016392	AT5G37490	Bra025442
OG0016395	AT2G27505	Bra019989
OG0016396	AT5G14850	Bra023489
OG0016397	AT5G10250	Bra009047
OG0016398	AT1G22470	Bra040858
OG0016399	AT4G39030	Bra011880
OG0016401	AT1G05590	Bra032460
OG0016402	AT4G06676	Bra039773
OG0016403	AT4G09100	Bra038386
OG0016405	AT2G20635	Bra031135
OG0016406	AT5G01690	Bra005671
OG0016407	AT5G35520	Bra035399
OG0016408	AT1G05700	Bra015449, Bra030622
OG0016409	AT5G44785	Bra025104
OG0016410	AT3G13330	Bra001500
OG0016411	AT1G50430	Bra014252
OG0016412	AT5G22400	Bra020190
OG0016413	AT1G64340	Bra027692
OG0016415	AT1G56080	Bra040781
OG0016416	AT1G74458	Bra003800
OG0016417	AT1G15290	Bra026147
OG0016418	AT2G40700	Bra004584
OG0016419	AT4G21770	Bra013558
OG0016420	AT2G28625	Bra035684
OG0016422	AT1G63810	Bra010564
OG0016423	AT1G64210	Bra027751
OG0016424	AT3G53590	Bra007015
OG0016425	AT5G43530	Bra033682
OG0016426	AT1G32870	Bra012342
OG0016428	AT4G29120	Bra018694
OG0016429	AT3G56270	Bra007233
OG0016430	AT4G37170	Bra011721
OG0016431	AT4G38495	Bra015213
OG0016432	AT1G63960	Bra027671
OG0016433	AT2G17510	Bra037267
OG0016434	AT3G10390	Bra001357
OG0016435	AT1G59760	Bra027835
OG0016436	AT3G05270	Bra039448
OG0016437	AT4G13235	Bra002653
OG0016439	AT1G34150	Bra028036
OG0016440	AT4G37430	Bra011761, Bra011762
OG0016441	AT3G09550	Bra001304
OG0016442	AT3G13180	Bra039376
OG0016443	AT5G67160	Bra012138
OG0016444	AT5G20220	Bra002282
OG0016445	AT3G19050	Bra022381
OG0016446	AT3G15050	Bra021588
OG0016447	AT3G18840	Bra022363
OG0016448	AT1G06475	Bra015503
OG0016449	AT4G28110	Bra024224, Bra026281
OG0016450	AT1G07745	Bra030700
OG0016451	AT5G39820	Bra028441
OG0016452	AT4G04990	Bra029545
OG0016453	AT2G16720	Bra013055
OG0016455	AT5G42720	Bra033641
OG0016457	AT1G16290	Bra026069
OG0016458	AT4G26180	Bra026457
OG0016459	AT2G27840	Bra034373
OG0016461	AT2G46240	Bra004553
OG0016462	AT5G57780	Bra002697
OG0016463	AT1G50600	Bra018860
OG0016465	AT1G31335	Bra014909, Bra023177
OG0016466	AT2G22450	Bra038522
OG0016467	AT5G17830	Bra002109
OG0016468	AT4G21340	Bra013520
OG0016469	AT1G14290	Bra019665
OG0016470	AT2G13540	Bra013145
OG0016471	AT3G09310	Bra029758
OG0016473	AT1G79490	Bra003609
OG0016474	AT4G29910	Bra003266
OG0016475	AT3G59760	Bra014529
OG0016477	AT4G18750	Bra013344
OG0016478	AT2G46910	Bra004497
OG0016479	AT4G36180	Bra011668
OG0016480	AT5G59750	Bra020293
OG0016481	AT1G17850	Bra025943
OG0016482	AT5G24570	Bra029415, Bra009772
OG0016483	AT2G39360	Bra000130
OG0016484	AT3G20200	Bra035805
OG0016485	AT3G20720	Bra023935
OG0016486	AT1G26760	Bra024688
OG0016488	AT2G18760	Bra024192
OG0016489	AT3G22210	Bra031336
OG0016490	AT5G67570	Bra024439
OG0016491	AT3G50640	Bra036096
OG0016492	AT5G09990	Bra009068
OG0016493	AT5G08305	Bra005983
OG0016494	AT5G62750	Bra010120
OG0016495	AT1G18270	Bra025920
OG0016496	AT4G24450	Bra013803
OG0016497	AT5G14590	Bra006262
OG0016498	AT4G26750	Bra026406
OG0016499	AT1G22190	Bra031371
OG0016500	AT3G12530	Bra001455
OG0016501	AT3G46450	Bra019484
OG0016502	AT5G25940	Bra020519
OG0016503	AT2G06010	Bra015181
OG0016504	AT5G47810	Bra024914
OG0016505	AT2G20840	Bra036507
OG0016506	AT2G27270	Bra012025, Bra034342
OG0016507	AT5G61140	Bra029333
OG0016508	AT1G67080	Bra034026
OG0016509	AT3G28750	Bra025352, Bra039046
OG0016510	AT3G19690	Bra001760
OG0016513	AT4G25540	Bra019156
OG0016514	AT3G16220	Bra021170
OG0016516	AT1G48880	Bra014160
OG0016517	AT3G13222	Bra039379
OG0016518	AT5G10940	Bra009002
OG0016519	AT5G07400	Bra028700
OG0016520	AT4G39830	Bra021239
OG0016521	AT3G02500	Bra001048
OG0016522	AT1G12470	Bra016770
OG0016523	AT3G13845	Bra027393
OG0016524	AT2G43400	Bra004759
OG0016525	AT4G22160	Bra013594
OG0016528	AT1G72570	Bra008040
OG0016529	AT1G15410	Bra026133
OG0016530	AT3G26770	Bra032951
OG0016531	AT2G32890	Bra021816
OG0016533	AT1G52310	Bra014322
OG0016534	AT3G58020	Bra007374
OG0016536	AT4G26220	Bra026453
OG0016537	AT2G30695	Bra021658
OG0016538	AT5G14770	Bra008738
OG0016539	AT1G14220	Bra026846
OG0016540	AT2G41010	Bra016956
OG0016541	AT1G52325	Bra029763, Bra003593
OG0016542	AT1G79540	Bra008417
OG0016544	AT1G62480	Bra027042
OG0016547	AT1G19130	Bra016524
OG0016548	AT4G38150	Bra024970
OG0016549	AT5G47720	Bra017469
OG0016550	AT1G13170	Bra019814
OG0016551	AT3G24330	Bra015034
OG0016553	AT5G27440	Bra009955
OG0016555	AT5G09450	Bra028632
OG0016556	AT1G49900	Bra018817
OG0016557	AT5G10695	Bra009013
OG0016558	AT4G36910	Bra017810
OG0016559	AT3G09085	Bra034053
OG0016560	AT2G44330	Bra000350
OG0016561	AT2G21400	Bra030301
OG0016562	AT3G49380	Bra017988
OG0016563	AT5G26680	Bra009908
OG0016564	AT1G68845	Bra004342
OG0016566	AT3G48850	Bra019570
OG0016567	AT5G54570	Bra002978
OG0016568	AT1G27320	Bra030037
OG0016569	AT4G08390	Bra037859
OG0016570	AT1G49720	Bra018800
OG0016571	AT4G38380	Bra010745
OG0016572	AT3G02120	Bra023167
OG0016575	AT3G27920	Bra039065, Bra025311
OG0016576	AT3G12100	Bra034779
OG0016578	AT1G60240	Bra031497
OG0016579	AT5G42090	Bra004292, Bra003926
OG0016581	AT5G56180	Bra035607
OG0016582	AT1G30020	Bra010803
OG0016583	AT3G18160	Bra001698
OG0016584	AT3G20395	Bra035785
OG0016585	AT4G14225	Bra010753
OG0016586	AT5G55840	Bra002872
OG0016587	AT4G12640	Bra026045
OG0016591	AT5G45790	Bra025054
OG0016592	AT1G70640	Bra016197
OG0016596	AT3G53560	Bra003145
OG0016597	AT3G17180	Bra021230
OG0016598	AT3G13898	Bra001529
OG0016599	AT5G61400	Bra035931
OG0016600	AT1G68340	Bra004039, Bra033946
OG0016601	AT5G09540	Bra009389
OG0016602	AT5G57220	Bra002747, Bra020459, Bra006830
OG0016603	AT3G60961, AT3G60180	Bra007512
OG0016604	AT5G18590	Bra002170
OG0016606	AT5G48940	Bra036154
OG0016607	AT2G30960	Bra018287
OG0016608	AT1G13700	Bra026893
OG0016609	AT2G01730	Bra026637
OG0016610	AT5G03860	Bra028813
OG0016611	AT1G43980	Bra036937
OG0016612	AT3G50950	Bra036845
OG0016614	AT2G22570	Bra038509
OG0016615	AT4G11110	Bra035252
OG0016616	AT5G63990	Bra024256
OG0016617	AT5G44040	Bra033715
OG0016618	AT5G64860	Bra037799
OG0016619	AT5G28530	Bra020611
OG0016620	AT1G14210	Bra026847
OG0016621	AT4G10600	Bra037922
OG0016622	AT5G47850	Bra036192
OG0016623	AT5G23720	Bra009705
OG0016625	AT5G25430	Bra009840
OG0016626	AT4G02010	Bra000900
OG0016629	AT1G68290	Bra004294
OG0016630	AT1G13250	Bra019820
OG0016631	AT1G27920	Bra032853
OG0016632	AT1G64160	Bra027681
OG0016633	AT1G30510	Bra032396
OG0016635	AT1G66220	Bra004154
OG0016636	AT5G23060	Bra013013, Bra037620
OG0016637	AT5G40380	Bra028456
OG0016638	AT4G12830	Bra032674
OG0016639	AT2G04305	Bra015146
OG0016640	AT5G61865	Bra019621
OG0016641	AT3G05720	Bra039416
OG0016643	AT5G52340	Bra022586
OG0016644	AT3G23930	Bra015024
OG0016646	AT2G26890	Bra012041
OG0016647	AT1G80570	Bra008461
OG0016648	AT2G44230	Bra004817
OG0016649	AT2G38300	Bra005124
OG0016651	AT1G13610	Bra019712
OG0016652	AT1G33350	Bra027998
OG0016653	AT2G48070	Bra004417
OG0016654	AT5G62910	Bra010131
OG0016655	AT1G67580	Bra004236
OG0016656	AT5G09230	Bra028643
OG0016657	AT5G56210	Bra002835
OG0016658	AT3G15580	Bra027227
OG0016659	AT4G35300	Bra011604
OG0016661	AT3G48820	Bra019569
OG0016663	AT1G22670	Bra024529
OG0016664	AT1G66210	Bra022966, Bra004153
OG0016665	AT1G24450	Bra032803
OG0016666	AT3G05950	Bra040243
OG0016667	AT1G02205	Bra032670
OG0016668	AT4G33925	Bra011478
OG0016669	AT4G39460	Bra010681
OG0016670	AT3G63440	Bra007743
OG0016671	AT2G17525	Bra002069
OG0016672	AT3G24030	Bra015014
OG0016673	AT4G33495	Bra011447
OG0016674	AT4G11970	Bra033125
OG0016675	AT3G17470	Bra001664
OG0016677	AT2G35210	Bra017330
OG0016678	AT3G08560	Bra032402
OG0016679	AT4G19190	Bra013381
OG0016680	AT1G53170	Bra030957
OG0016681	AT2G01950	Bra024840
OG0016683	AT5G48450	Bra020700
OG0016684	AT1G09900	Bra019977
OG0016685	AT2G18876	Bra038553
OG0016686	AT1G12570	Bra016766
OG0016687	AT5G20580	Bra006566
OG0016688	AT3G53030	Bra006970
OG0016689	AT2G25180	Bra032035
OG0016690	AT1G08960	Bra031650
OG0016691	AT3G21305	Bra001824
OG0016692	AT1G65580	Bra004120
OG0016693	AT2G46850	Bra000433
OG0016694	AT2G20970	Bra031154
OG0016695	AT2G26210	Bra034297
OG0016696	AT1G49880	Bra014223
OG0016697	AT5G21040	Bra002350
OG0016699	AT5G66300	Bra012065
OG0016700	AT4G30150	Bra011167
OG0016701	AT1G79830	Bra003534
OG0016702	AT1G69770	Bra024340
OG0016703	AT5G54860	Bra002949
OG0016705	AT5G56620	Bra002802
OG0016706	AT4G36860	Bra011712
OG0016707	AT1G27520	Bra032833
OG0016708	AT2G05755	Bra013171
OG0016709	AT5G36220	Bra039495
OG0016710	AT2G31840	Bra022868
OG0016711	AT5G05110	Bra005839
OG0016712	AT3G26440	Bra025207
OG0016714	AT2G47090	Bra004478
OG0016715	AT4G00500	Bra000969
OG0016717	AT3G53880	Bra007032
OG0016718	AT1G08350	Bra018632
OG0016719	AT4G18740	Bra013343
OG0016720	AT2G04850	Bra013191
OG0016721	AT1G17030	Bra026007
OG0016722	AT3G26782	Bra034247
OG0016725	AT5G64520	Bra037778
OG0016726	AT4G18130	Bra013286
OG0016727	AT3G29230	Bra025384
OG0016728	AT2G42220	Bra016889
OG0016729	AT3G01750	Bra000990
OG0016730	AT1G80200	Bra008487
OG0016731	AT3G27925	Bra025312
OG0016732	AT5G60600	Bra002468
OG0016733	AT1G64040	Bra027677
OG0016735	AT5G61490	Bra012951
OG0016736	AT4G13650	Bra032726
OG0016737	AT1G31750, AT2G04063	Bra038436
OG0016738	AT5G24313	Bra009749
OG0016739	AT4G32460	Bra011349
OG0016740	AT5G59440	Bra002565
OG0016741	AT1G52820	Bra018992
OG0016742	AT2G37510	Bra005189
OG0016743	AT1G32510	Bra035488
OG0016744	AT3G05150	Bra040113
OG0016745	AT2G31040	Bra021688
OG0016746	AT2G40860	Bra000209
OG0016747	AT5G55470	Bra002905
OG0016748	AT5G45940	Bra022001
OG0016749	AT5G40960	Bra025533
OG0016750	AT5G27290	Bra036102
OG0016751	AT2G23755	Bra039211
OG0016752	AT1G24030	Bra024631
OG0016753	AT3G53350	Bra006992
OG0016754	AT1G61105	Bra027102, Bra031455
OG0016755	AT4G28980	Bra011073
OG0016757	AT3G12810	Bra034727
OG0016758	AT5G64940	Bra024339
OG0016760	AT5G61530	Bra012946, Bra035925
OG0016762	AT1G67500	Bra004084
OG0016763	AT5G42110	Bra028527
OG0016764	AT2G43980	Bra004796
OG0016765	AT5G20990	Bra006590
OG0016766	AT3G21570	Bra023871
OG0016767	AT2G21730, AT2G21890	Bra031216
OG0016768	AT2G18470	Bra039607
OG0016769	AT2G16050	Bra001956
OG0016770	AT3G54090	Bra007044
OG0016771	AT3G10880	Bra029876
OG0016772	AT1G54730	Bra021328
OG0016774	AT4G37230	Bra017790
OG0016775	AT1G51350	Bra018903
OG0016776	AT3G20220	Bra035803
OG0016777	AT1G43790	Bra036929
OG0016778	AT5G23110	Bra013017
OG0016779	AT4G19060	Bra013373
OG0016780	AT5G45120	Bra027592
OG0016781	AT5G06970	Bra009303
OG0016782	AT5G55640	Bra002884
OG0016783	AT2G38720	Bra017106
OG0016784	AT5G07540	Bra009253
OG0016785	AT1G74410	Bra015913
OG0016786	AT3G06480	Bra001200
OG0016787	AT5G41780	Bra028505
OG0016788	AT3G20430	Bra035783
OG0016789	AT5G12360	Bra008894
OG0016790	AT3G12950	Bra039356
OG0016791	AT5G25330	Bra009833
OG0016792	AT5G49580	Bra010025
OG0016793	AT5G41070	Bra025523
OG0016795	AT5G61750	Bra012926
OG0016796	AT3G66652	Bra001208
OG0016797	AT1G79120	Bra035093
OG0016798	AT5G05480	Bra005855
OG0016799	AT5G42120	Bra025255
OG0016800	AT2G36370	Bra017245
OG0016801	AT5G58540	Bra002639
OG0016802	AT2G21550	Bra000581
OG0016804	AT3G59960	Bra007496
OG0016805	AT5G43170	Bra033666
OG0016806	AT2G26510	Bra000543
OG0016807	AT3G22670	Bra001881, Bra001879
OG0016808	AT1G74420	Bra003802
OG0016809	AT4G21690	Bra020909
OG0016810	AT2G37650	Bra000012
OG0016811	AT1G47240	Bra040711, Bra040791
OG0016812	AT2G25420	Bra000550
OG0016813	AT1G14350	Bra019658
OG0016814	AT1G21722	Bra017945, Bra038564
OG0016815	AT2G46360	Bra004544
OG0016816	AT2G35110	Bra005368
OG0016817	AT5G64580	Bra024312
OG0016818	AT3G49160	Bra029936
OG0016819	AT1G03390	Bra033395
OG0016820	AT5G05490	Bra009115
OG0016821	AT1G55350	Bra037995
OG0016822	AT1G56310	Bra027942
OG0016823	AT5G16940	Bra006379
OG0016824	AT1G56200	Bra005542
OG0016827	AT4G30670	Bra024052
OG0016829	AT2G35010	Bra021942
OG0016830	AT2G22200	Bra030255
OG0016831	AT5G51200	Bra012053
OG0016832	AT4G39610	Bra010673
OG0016833	AT1G08035	Bra030711
OG0016834	AT1G43630	Bra014010
OG0016835	AT4G03510	Bra034212
OG0016836	AT5G23120	Bra013018
OG0016837	AT3G27750	Bra028189
OG0016838	AT3G43300	Bra019446
OG0016839	AT2G22270	Bra030249
OG0016840	AT1G54095	Bra037963
OG0016841	AT3G12370	Bra034759
OG0016842	AT3G14380	Bra027343
OG0016843	AT4G20325	Bra038806
OG0016844	AT1G74030	Bra015942
OG0016845	AT3G19240	Bra022398
OG0016846	AT5G64060	Bra024263
OG0016847	AT5G10950	Bra006082
OG0016848	AT2G25920	Bra030164
OG0016849	AT1G02420	Bra030502
OG0016850	AT1G73240	Bra016009
OG0016851	AT3G20865	Bra023919, Bra031236
OG0016853	AT1G32180	Bra033849
OG0016854	AT5G12370	Bra008893, Bra006157
OG0016855	AT4G28680	Bra011049
OG0016856	AT1G11630	Bra019842
OG0016857	AT1G67940	Bra004271
OG0016858	AT4G16745	Bra038505
OG0016859	AT2G38680	Bra000085
OG0016860	AT1G77890	Bra015647
OG0016861	AT1G27460	Bra010936
OG0016862	AT4G25120	Bra019188
OG0016863	AT1G68585	Bra038365, Bra004028
OG0016864	AT5G18540	Bra023682
OG0016865	AT5G10710	Bra006073
OG0016866	AT1G43130	Bra014012
OG0016868	AT1G71340	Bra016148
OG0016869	AT5G62370	Bra026391
OG0016870	AT2G43350	Bra000302
OG0016871	AT3G15605	Bra027225
OG0016872	AT3G07550	Bra029656
OG0016873	AT3G06810	Bra029606
OG0016874	AT2G40720	Bra000200
OG0016875	AT1G30640	Bra032411
OG0016878	AT2G13440	Bra013146
OG0016879	AT4G08570	Bra037865
OG0016880	AT5G40730	Bra025551
OG0016881	AT1G03905	Bra030549
OG0016883	AT1G26590	Bra012452
OG0016884	AT1G78150	Bra008349
OG0016885	AT5G08010	Bra009315
OG0016887	AT1G53560	Bra039680
OG0016889	AT2G32030	Bra021771
OG0016890	AT5G62065	Bra010054
OG0016891	AT5G46580	Bra025013
OG0016892	AT5G61610	Bra012937
OG0016893	AT4G32040	Bra011317
OG0016894	AT2G39640	Bra005028
OG0016895	AT1G10890	Bra019893
OG0016896	AT2G14890	Bra036401, Bra039829
OG0016897	AT3G18870	Bra022367
