Orthogroup	Arabidopsis_thaliana	Arabis_alpina
OG0012197	AT4G01800	AALP_AA6G019900
OG0012198	AT5G55210	AALP_AA8G337700
OG0012199	AT4G18975	AALP_AA7G013300
OG0012202	AT1G19170	AALP_AA1G210100
OG0012203	AT2G20725	AALP_AA3G374300
OG0012206	AT3G13770	AALP_AA3G152100
OG0012207	AT3G49890	AALP_AA5G121200
OG0012208	AT1G36320	AALP_AAs71746U000800
OG0012209	AT5G51170	AALP_AA8G285400
OG0012210	AT1G23890	AALP_AA1G259600
OG0012211	AT2G40410	AALP_AA7G181300
OG0012212	AT4G13070	AALP_AA4G093300
OG0012213	AT1G71015	AALP_AA2G141000
OG0012214	AT1G78280	AALP_AA2G226200
OG0012215	AT5G54530	AALP_AA8G329700
OG0012216	AT4G02530	AALP_AA6G034100
OG0012217	AT4G16370	AALP_AA8G263100
OG0012220	AT1G05670	AALP_AA1G053300
OG0012222	AT5G10830	AALP_AA8G103700
OG0012223	AT4G24180	AALP_AA2G137800
OG0012224	AT1G79190	AALP_AA2G238700
OG0012225	AT5G45310	AALP_AA6G130000
OG0012227	AT5G27270	AALP_AA8G253000
OG0012228	AT1G30520	AALP_AA1G312200
OG0012230	AT1G49590	AALP_AA4G064600
OG0012232	AT4G26130	AALP_AA7G091700
OG0012233	AT3G19184	AALP_AA3G218400
OG0012235	AT5G10910	AALP_AA8G104700
OG0012237	AT3G01840	AALP_AA3G009800
OG0012238	AT1G16650	AALP_AA1G184800
OG0012239	AT5G04290	AALP_AA8G036700
OG0012240	AT4G33990	AALP_AA7G208300
OG0012241	AT4G21670	AALP_AA7G041800
OG0012242	AT4G01730	AALP_AA6G021400
OG0012243	AT1G13030	AALP_AA1G143300
OG0012245	AT2G18940	AALP_AA3G353400
OG0012246	AT2G40660	AALP_AA4G191900
OG0012249	AT4G35390	AALP_AA7G227900
OG0012250	AT4G09010	AALP_AA6G198300
OG0012252	AT3G62970	AALP_AA5G290200
OG0012253	AT5G19930	AALP_AA8G221700
OG0012254	AT5G49610	AALP_AA7G156400
OG0012255	AT1G34630	AALP_AA1G350100
OG0012257	AT5G65400	AALP_AA8G490600
OG0012258	AT5G17660	AALP_AA8G188700
OG0012260	AT4G24760	AALP_AA7G077900
OG0012261	AT4G28410	AALP_AA7G125000
OG0012262	AT3G60910	AALP_AA5G265300
OG0012263	AT3G58450	AALP_AA5G237800
OG0012266	AT5G45680	AALP_AA6G124700
OG0012268	AT5G43430	AALP_AA6G149700
OG0012269	AT1G08640	AALP_AA1G088500
OG0012270	AT1G50960	AALP_AA4G049700
OG0012271	AT3G26900	AALP_AA5G037100
OG0012272	AT1G30473	AALP_AA1G311600
OG0012273	AT5G45660	AALP_AA6G124900
OG0012275	AT5G14150	AALP_AA8G141700
OG0012276	AT5G07040	AALP_AA8G065900
OG0012277	AT4G01900	AALP_AA6G021100
OG0012278	AT1G75910, AT1G75920	AALP_AA2G202900
OG0012279	AT5G08720	AALP_AA8G086200
OG0012281	AT1G50030	AALP_AA4G059600
OG0012282	AT3G12380	AALP_AA3G134100
OG0012283	AT1G63850	AALP_AA3G059800
OG0012284	AT2G43235	AALP_AA4G221300
OG0012285	AT5G22340	AALP_AAs64104U000500
OG0012286	AT4G14180	AALP_AA8G118600
OG0012288	AT2G20980	AALP_AA4G208400
OG0012289	AT2G03880	AALP_AA5G025300
OG0012290	AT1G22250	AALP_AA1G243600
OG0012291	AT4G27380	AALP_AA7G109100
OG0012292	AT3G48500	AALP_AA5G107900
OG0012293	AT5G05250	AALP_AA8G046400
OG0012295	AT3G46870	AALP_AA5G090100
OG0012296	AT1G09220	AALP_AA1G095900
OG0012297	AT3G14410	AALP_AA3G162500
OG0012298	AT3G45050	AALP_AA5G077100
OG0012299	AT5G57950	AALP_AA8G369200
OG0012300	AT2G26440	AALP_AA6G251900
OG0012301	AT5G14310	AALP_AA8G143300
OG0012302	AT2G19385	AALP_AA3G357500
OG0012305	AT1G55140	AALP_AA4G011700
OG0012306	AT2G10950	AALP_AA3G307000
OG0012307	AT4G12090	AALP_AA6G181700
OG0012309	AT4G18600	AALP_AA7G008700
OG0012311	AT5G48310	AALP_AA6G095900
OG0012312	AT3G27120	AALP_AA5G039300
OG0012313	AT4G13670	AALP_AA4G098800
OG0012314	AT1G44970	AALP_AA4G087700
OG0012315	AT3G19720	AALP_AA3G226600
OG0012317	AT5G65220	AALP_AA8G486000
OG0012318	AT2G41120	AALP_AA4G194900
OG0012319	AT2G45700	AALP_AA4G246500
OG0012320	AT1G61850	AALP_AA2G022800
OG0012321	AT2G22860	AALP_AA6G288000
OG0012323	AT3G28220	AALP_AA5G052300
OG0012324	AT5G13260	AALP_AA8G131000
OG0012325	AT4G35880	AALP_AA7G233600
OG0012327	AT5G58260	AALP_AA8G372300
OG0012328	AT4G15470	AALP_AAs50448U000500
OG0012330	AT1G63690	AALP_AA6G002300
OG0012331	AT3G55360	AALP_AA5G192400
OG0012332	AT1G77480	AALP_AA2G216700
OG0012333	AT3G25060	AALP_AA3G291300
OG0012334	AT1G11545	AALP_AA1G124700
OG0012335	AT5G24560	AALP_AA8G422000
OG0012336	AT4G18780	AALP_AA7G010900
OG0012337	AT5G41150	AALP_AA6G321200
OG0012338	AT5G06610	AALP_AA8G060800
OG0012339	AT4G20930	AALP_AA7G033700
OG0012340	AT2G24330	AALP_AA6G272000
OG0012341	AT4G13600	AALP_AA4G096800
OG0012342	AT4G29420	AALP_AA7G142700
OG0012343	AT4G10840	AALP_AA6G167900
OG0012344	AT5G18850	AALP_AA8G206500
OG0012346	AT1G58070	AALP_AA2G059800
OG0012347	AT1G34200	AALP_AA1G347200
OG0012348	AT1G01200	AALP_AA1G002500
OG0012349	AT5G01500	AALP_AA8G007600
OG0012350	AT5G62140	AALP_AA8G451700
OG0012352	AT4G36750	AALP_AA7G243100
OG0012353	AT2G41420	AALP_AA4G198200, AALP_AA5G213400, AALP_AA7G089700
OG0012354	AT1G20160	AALP_AA1G220600
OG0012356	AT2G03667	AALP_AA8G219400
OG0012358	AT1G15810	AALP_AA1G178800
OG0012359	AT3G52780	AALP_AA3G344100
OG0012361	AT2G21070	AALP_AAs47289U000200
OG0012362	AT1G70590	AALP_AA2G135400
OG0012363	AT1G34360	AALP_AA3G327800
OG0012364	AT4G18520	AALP_AA7G007700
OG0012366	AT3G27930	AALP_AA5G050400
OG0012368	AT3G22780	AALP_AA3G260500
OG0012369	AT1G80850	AALP_AA2G261400
OG0012370	AT1G51410	AALP_AA4G045500
OG0012371	AT5G18840	AALP_AA8G206400
OG0012372	AT5G17610	AALP_AA8G188300
OG0012373	AT3G49590	AALP_AA5G118500
OG0012376	AT4G19390	AALP_AA7G017900
OG0012377	AT4G13590	AALP_AA4G096700
OG0012378	AT2G46505	AALP_AA4G254000
OG0012379	AT1G11820	AALP_AA1G127200, AALP_AA5G222200
OG0012380	AT5G43210	AALP_AAs62422U000100, AALP_AA6G151500
OG0012381	AT5G62570	AALP_AA8G456900
OG0012383	AT5G64050	AALP_AA8G471500
OG0012384	AT5G21930	AALP_AA8G237600
OG0012385	AT1G72720	AALP_AA2G160700
OG0012387	AT5G01270	AALP_AA8G004100
OG0012390	AT5G09820	AALP_AA8G090800
OG0012391	AT3G44350	AALP_AA5G072000
OG0012393	AT2G30840	AALP_AA6G088500, AALP_AA6G088700
OG0012393	AT2G30830	AALP_AA6G088800
OG0012394	AT5G63290	AALP_AA8G464300
OG0012395	AT3G26090	AALP_AA5G028200
OG0012396	AT5G52390	AALP_AA8G300600
OG0012397	AT4G20310	AALP_AA7G029200
OG0012400	AT5G50180	AALP_AA8G275800
OG0012401	AT4G23050	AALP_AA7G059100
OG0012404	AT5G11960	AALP_AA8G117400
OG0012406	AT5G60870	AALP_AA8G437700
OG0012407	AT3G06840	AALP_AA3G075400
OG0012408	AT1G21730	AALP_AA1G238000
OG0012410	AT5G37670	AALP_AA6G354300
OG0012412	AT1G68220	AALP_AA2G103100
OG0012413	AT5G24970	AALP_AA8G426000
OG0012414	AT1G65070	AALP_AA2G069300
OG0012416	AT3G12350	AALP_AA7G142300
OG0012417	AT3G52880	AALP_AA5G158500
OG0012418	AT5G07190	AALP_AA8G067500
OG0012419	AT4G34280	AALP_AA7G212200
OG0012420	AT1G53163	AALP_AA4G030700
OG0012423	AT5G07280	AALP_AA2G145000
OG0012426	AT3G58070	AALP_AA5G225200
OG0012427	AT5G39840	AALP_AA6G341600
OG0012428	AT1G65570	AALP_AA2G073300
OG0012429	AT2G31170	AALP_AA6G084500
OG0012430	AT2G23050	AALP_AA6G286900
OG0012431	AT4G21310	AALP_AA7G036900
OG0012432	AT1G34790	AALP_AAs59400U000200
OG0012434	AT1G10790	AALP_AA1G117500
OG0012435	AT5G19620	AALP_AA8G214700
OG0012436	AT4G15450	AALP_AAs50448U000300
OG0012437	AT3G53410	AALP_AA5G165600
OG0012438	AT4G23840	AALP_AA7G068300
OG0012439	AT5G43830	AALP_AA6G146800
OG0012440	AT1G05790	AALP_AA1G054500
OG0012441	AT1G20060	AALP_AA1G219400
OG0012442	AT4G21260, AT4G21250	AALP_AA7G035400
OG0012443	AT1G69830	AALP_AA2G126100
OG0012444	AT5G60730	AALP_AA8G404500
OG0012445	AT5G10870	AALP_AA8G104300
OG0012450	AT1G71500	AALP_AA2G147700
OG0012451	AT1G65950	AALP_AA2G076200
OG0012452	AT4G19090	AALP_AAs63807U000200, AALP_AA6G128300
OG0012453	AT3G10510, AT4G38940	AALP_AA7G267000
OG0012456	AT1G03540	AALP_AA1G029300
OG0012458	AT1G76710	AALP_AA2G208400
OG0012460	AT1G77450	AALP_AA2G216200
OG0012462	AT1G72470	AALP_AA2G157100
OG0012463	AT3G11760	AALP_AA3G127500
OG0012465	AT5G35670	AALP_AAs58048U000600
OG0012466	AT3G22590	AALP_AA3G258700
OG0012468	AT3G16350	AALP_AA3G185700
OG0012469	AT1G79350	AALP_AA2G243600
OG0012470	AT3G50860	AALP_AA5G131500
OG0012471	AT4G31115	AALP_AA7G166500
OG0012473	AT5G09420	AALP_AA8G087600
OG0012474	AT1G80030	AALP_AA2G248400
OG0012475	AT5G08100	AALP_AA8G076700
OG0012476	AT1G28250	AALP_AA1G291800
OG0012477	AT5G46770	AALP_AA6G111000
OG0012478	AT4G08940	AALP_AA6G199100
OG0012480	AT2G01200	AALP_AA5G001500
OG0012481	AT4G31420	AALP_AA7G170800
OG0012483	AT1G12970	AALP_AA1G142800
OG0012484	AT5G64330	AALP_AA8G475700
OG0012485	AT1G33810	AALP_AA1G343600
OG0012486	AT5G39590	AALP_AA6G342400
OG0012487	AT4G00340	AALP_AA6G005100
OG0012489	AT4G32590	AALP_AA7G189600
OG0012490	AT5G48120	AALP_AA6G098500
OG0012491	AT1G30130	AALP_AA1G309000
OG0012492	AT3G26630	AALP_AA5G033300
OG0012494	AT1G26330	AALP_AA7G075200
OG0012495	AT5G38610	AALP_AA6G348600
OG0012496	AT4G10650	AALP_AA6G167800
OG0012497	AT4G24640	AALP_AA7G077500
OG0012498	AT2G04570	AALP_AA6G158100
OG0012499	AT2G30320	AALP_AAs65934U000500
OG0012500	AT3G27570	AALP_AA5G044900
OG0012501	AT3G52190	AALP_AA5G149700
OG0012503	AT4G24240	AALP_AA7G073500
OG0012504	AT2G24440	AALP_AA6G268700
OG0012505	AT4G38810	AALP_AA7G265800
OG0012508	AT5G39040	AALP_AA6G345200
OG0012511	AT1G72090	AALP_AA2G152000, AALP_AAs69097U000100
OG0012513	AT3G04720	AALP_AA3G042000
OG0012514	AT5G64830	AALP_AA8G481700
OG0012515	AT3G44735	AALP_AA5G075600
OG0012517	AT1G73960	AALP_AA2G177300
OG0012518	AT2G34050	AALP_AAs69390U000500
OG0012519	AT3G55080	AALP_AA5G188900
OG0012521	AT5G51220	AALP_AA8G286000
OG0012523	AT4G27250	AALP_AA7G106900
OG0012525	AT1G06060	AALP_AA1G057700
OG0012526	AT3G03590	AALP_AA3G029600
OG0012527	AT4G03410	AALP_AA6G045100
OG0012528	AT5G24810	AALP_AA8G424500
OG0012529	AT1G42970	AALP_AA7G095400
OG0012532	AT3G03690	AALP_AA3G030600
OG0012533	AT3G14240	AALP_AA3G160100
OG0012534	AT2G21780	AALP_AA6G297000
OG0012535	AT2G28240	AALP_AA6G227100
OG0012536	AT2G42850	AALP_AA4G216700
OG0012538	AT5G43190	AALP_AA6G151600
OG0012539	AT1G03687	AALP_AA1G030400
OG0012540	AT5G01510	AALP_AA8G007700
OG0012541	AT2G25950	AALP_AA6G255300
OG0012542	AT5G18970	AALP_AA8G208100
OG0012543	AT5G45540	AALP_AA6G127000
OG0012544	AT3G09450	AALP_AA3G100300
OG0012545	AT1G79440	AALP_AA2G244700
OG0012546	AT4G03330	AALP_AA6G043900
OG0012547	AT1G67550	AALP_AA2G093800
OG0012548	AT4G34920	AALP_AA7G220300
OG0012549	AT3G19780	AALP_AA3G227100
OG0012551	AT1G48310	AALP_AA4G077700
OG0012552	AT4G15780	AALP_AA1G329300
OG0012553	AT2G02970	AALP_AA5G018300
OG0012554	AT5G38300	AALP_AA6G351000
OG0012557	AT3G12820	AALP_AA3G138600
OG0012558	AT2G19310	AALP_AA3G356900
OG0012559	AT2G20495	AALP_AA3G371800
OG0012560	AT2G33740	AALP_AA6G057900
OG0012561	AT5G48470	AALP_AA6G097400
OG0012562	AT3G54460	AALP_AA5G178200
OG0012564	AT2G01710	AALP_AA5G007200
OG0012565	AT5G43670	AALP_AA6G148300
OG0012566	AT1G79840	AALP_AA2G249800
OG0012567	AT1G43900	AALP_AAs62367U000200
OG0012568	AT5G58550	AALP_AA8G375700
OG0012569	AT1G17760	AALP_AA1G196700
OG0012573	AT5G46420	AALP_AA6G116000
OG0012574	AT5G59070	AALP_AA8G381100
OG0012578	AT2G37090	AALP_AA4G144600
OG0012579	AT5G41850	AALP_AA6G315100
OG0012580	AT2G21950	AALP_AA6G295500
OG0012582	AT2G03520	AALP_AA8G220500
OG0012584	AT3G54970	AALP_AA5G187600
OG0012585	AT4G26020	AALP_AA2G049000
OG0012586	AT4G33945	AALP_AA7G207600
OG0012588	AT5G22820	AALP_AA8G406600
OG0012590	AT5G24750	AALP_AA8G423200
OG0012592	AT5G60630	AALP_AA8G403400
OG0012595	AT3G22990	AALP_AA3G263800
OG0012596	AT1G54650	AALP_AA4G014500
OG0012597	AT1G11290	AALP_AA4G022300
OG0012598	AT1G20190	AALP_AA1G220700
OG0012599	AT4G35940	AALP_AA7G234200
OG0012600	AT5G49950	AALP_AA8G273400
OG0012602	AT1G31800	AALP_AA1G322700
OG0012603	AT4G37920	AALP_AA7G259000
OG0012604	AT3G25430	AALP_AA3G294900
OG0012605	AT3G47510	AALP_AA5G095400
OG0012606	AT3G03776	AALP_AA5G262400
OG0012607	AT1G29800	AALP_AA1G305800
OG0012608	AT2G35410	AALP_AA4G125700
OG0012609	AT5G58740	AALP_AA8G378200
OG0012610	AT3G03270	AALP_AA3G027100
OG0012611	AT1G72800, AT4G08760	AALP_AA3G363400
OG0012612	AT5G51030	AALP_AA4G164900
OG0012614	AT1G35510	AALP_AA8G431600
OG0012616	AT1G15230	AALP_AA1G171600
OG0012617	AT2G25625	AALP_AA6G258300
OG0012618	AT4G02060	AALP_AA6G024800
OG0012622	AT1G77370	AALP_AA8G499300
OG0012624	AT1G16080	AALP_AA7G188700
OG0012625	AT5G62900	AALP_AA8G460700
OG0012626	AT5G55000	AALP_AA4G016200
OG0012627	AT4G27460	AALP_AA7G110500
OG0012629	AT4G28020	AALP_AA7G119400
OG0012630	AT5G22920	AALP_AA8G406100
OG0012631	AT1G01930	AALP_AA1G011000
OG0012632	AT1G20810	AALP_AA1G226500
OG0012633	AT1G61690	AALP_AA2G026300
OG0012634	AT3G62280	AALP_AA5G281200
OG0012635	AT5G47670	AALP_AA6G101500
OG0012637	AT5G27730	AALP_AA8G256600
OG0012638	AT2G46700	AALP_AA4G258000
OG0012641	AT4G33060	AALP_AA7G194000
OG0012642	AT5G35735	AALP_AA8G497300
OG0012643	AT5G05810	AALP_AA8G054400
OG0012645	AT2G42450	AALP_AA4G212200
OG0012646	AT2G37680	AALP_AA4G153200
OG0012649	AT1G44920	AALP_AA8G415200
OG0012650	AT4G24530	AALP_AA7G039000
OG0012651	AT3G47850	AALP_AA5G100800
OG0012652	AT1G11050	AALP_AA1G120800
OG0012653	AT5G62430	AALP_AA8G455100
OG0012655	AT4G03965	AALP_AA6G049200
OG0012656	AT1G45231	AALP_AA4G086400
OG0012657	AT5G08510	AALP_AA8G082500
OG0012658	AT1G26290	AALP_AA7G256300
OG0012660	AT4G32260	AALP_AA7G184800
OG0012661	AT3G19440	AALP_AA3G222700
OG0012663	AT4G39620	AALP_AA7G274600
OG0012664	AT5G48020	AALP_AA6G098900
OG0012665	AT4G13750	AALP_AA4G099800
OG0012666	AT1G27680	AALP_AA4G085400
OG0012669	AT4G28950	AALP_AA7G134400
OG0012670	AT4G03140	AALP_AA6G042300
OG0012671	AT1G77660	AALP_AA2G219000
OG0012673	AT1G11580	AALP_AA1G125000
OG0012674	AT3G49930	AALP_AA5G121600
OG0012675	AT5G12320	AALP_AA8G123500
OG0012676	AT3G23020	AALP_AA3G262900
OG0012677	AT5G46830	AALP_AA6G110400
OG0012678	AT5G22120	AALP_AA8G235000
OG0012679	AT1G75310	AALP_AA2G195100
OG0012680	AT2G03610	AALP_AA6G064900
OG0012681	AT5G17170	AALP_AA1G285900
OG0012682	AT2G47780	AALP_AA4G269400
OG0012683	AT3G23440	AALP_AA3G269800
OG0012684	AT3G59510	AALP_AA5G249000
OG0012686	AT3G06550	AALP_AA3G071800
OG0012689	AT1G72500	AALP_AA2G157400
OG0012690	AT4G37480	AALP_AA7G252000
OG0012692	AT1G08700	AALP_AA1G090700
OG0012693	AT1G60995	AALP_AA2G034600
OG0012694	AT4G18950	AALP_AA7G013000
OG0012695	AT5G27395	AALP_AA8G253800
OG0012696	AT4G33380	AALP_AA7G199000
OG0012697	AT4G27340	AALP_AA7G108700
OG0012699	AT2G03220	AALP_AA5G019400
OG0012700	AT4G28700	AALP_AA7G130900
OG0012701	AT1G25420	AALP_AA1G267500
OG0012702	AT2G21195	AALP_AA2G165200
OG0012705	AT3G09250	AALP_AA3G097400
OG0012706	AT1G03120	AALP_AA1G024900
OG0012707	AT4G36650	AALP_AA7G241800
OG0012708	AT2G36570	AALP_AA4G136400
OG0012709	AT1G03055	AALP_AA1G024100
OG0012710	AT5G11270	AALP_AA8G109100
OG0012711	AT1G68670	AALP_AA2G110900
OG0012712	AT2G21530	AALP_AA6G300700
OG0012713	AT1G77110	AALP_AA2G212500
OG0012715	AT1G66130	AALP_AA2G075900
OG0012716	AT1G49960	AALP_AA4G061100
OG0012717	AT4G25434	AALP_AA7G081700
OG0012718	AT2G26250	AALP_AA6G253600
OG0012719	AT2G30270	AALP_AAs48252U000200
OG0012720	AT3G27220	AALP_AA5G040500
OG0012721	AT3G19630	AALP_AA3G225500
OG0012723	AT5G14990	AALP_AA8G153000
OG0012724	AT5G11820	AALP_AA8G115400
OG0012725	AT4G14940	AALP_AA1G164700
OG0012727	AT1G74790	AALP_AA2G188700
OG0012728	AT1G77670	AALP_AA2G219100
OG0012729	AT5G46850	AALP_AA6G110000
OG0012731	AT2G31380	AALP_AA6G083700
OG0012732	AT4G16800	AALP_AAs66747U001500
OG0012734	AT2G47760	AALP_AA4G269200
OG0012735	AT3G08000	AALP_AA3G089300
OG0012736	AT3G52561	AALP_AA5G154500
OG0012737	AT5G35770	AALP_AA8G496900
OG0012738	AT4G01995	AALP_AA6G025500
OG0012739	AT1G13820	AALP_AA1G151700
OG0012740	AT2G27385	AALP_AA1G298500
OG0012741	AT3G22560	AALP_AA3G258600
OG0012742	AT2G35360	AALP_AA4G123500
OG0012744	AT4G34340	AALP_AA7G212700
OG0012745	AT4G31930	AALP_AA7G181600
OG0012746	AT1G71696	AALP_AA2G148500
OG0012747	AT5G35100	AALP_AA6G022900
OG0012748	AT2G21050	AALP_AA4G208000
OG0012751	AT5G43020	AALP_AA6G155400
OG0012752	AT3G09090	AALP_AA3G096500
OG0012753	AT2G37050	AALP_AA4G144100
OG0012756	AT1G73710	AALP_AA2G173500
OG0012757	AT3G04160	AALP_AA3G257300
OG0012758	AT2G34470	AALP_AA4G109700
OG0012759	AT1G04555	AALP_AA1G039900
OG0012760	AT1G33780	AALP_AA1G343300
OG0012763	AT4G37020	AALP_AA7G247000
OG0012764	AT1G05840	AALP_AA1G055200
OG0012766	AT1G03350	AALP_AA1G027500
OG0012767	AT4G17850	AALP_AA7G000400
OG0012768	AT3G53760	AALP_AA5G170400
OG0012769	AT1G59520	AALP_AA2G054300
OG0012770	AT1G01300	AALP_AA1G003500
OG0012771	AT2G40316	AALP_AA4G190300
OG0012772	AT2G34620	AALP_AA4G193600
OG0012773	AT3G10320	AALP_AA3G111600
OG0012775	AT4G23760	AALP_AA8G289300
OG0012776	AT1G15280	AALP_AA1G172200
OG0012777	AT1G73880	AALP_AA2G176500
OG0012779	AT1G55540	AALP_AA4G008800
OG0012781	AT4G26240	AALP_AA7G092800
OG0012782	AT2G16005	AALP_AA3G181400
OG0012783	AT1G61570	AALP_AA6G312700
OG0012784	AT1G72990	AALP_AA2G166300
OG0012785	AT5G58220	AALP_AA8G371700
OG0012786	AT4G14300	AALP_AAs39140U000900
OG0012787	AT2G28120	AALP_AA6G229300
OG0012789	AT5G03140	AALP_AA8G022200
OG0012792	AT3G54010	AALP_AA5G173000
OG0012793	AT3G05740	AALP_AA3G055000
OG0012794	AT4G02260	AALP_AA6G027600
OG0012795	AT2G23770	AALP_AA6G278500
OG0012796	AT1G26110	AALP_AA1G271800
OG0012797	AT2G26940	AALP_AA6G242600
OG0012798	AT5G58480	AALP_AA8G374800
OG0012799	AT1G80100	AALP_AA2G253000
OG0012801	AT2G44690	AALP_AA4G235800
OG0012802	AT1G02170	AALP_AA6G337100, AALP_AA1G015300
OG0012804	AT4G39320	AALP_AA7G270900
OG0012805	AT1G77730	AALP_AA2G220000
OG0012806	AT1G09300	AALP_AA1G096800
OG0012807	AT1G11900	AALP_AA5G258400
OG0012810	AT1G11650	AALP_AA1G125300
OG0012811	AT5G21080	AALP_AA8G232400
OG0012812	AT5G02060	AALP_AA8G001300
OG0012813	AT2G04560	AALP_AA6G158400
OG0012816	AT1G11303, AT1G11300	AALP_AA4G022400
OG0012817	AT1G31470	AALP_AA1G321000
OG0012819	AT1G18600	AALP_AA1G203300
OG0012822	AT5G57810	AALP_AA8G367800
OG0012823	AT1G72970	AALP_AA2G166100
OG0012824	AT3G10150	AALP_AA3G108400
OG0012825	AT2G41380	AALP_AA4G197900
OG0012827	AT3G23430	AALP_AA3G269700
OG0012830	AT1G76730	AALP_AA2G208300
OG0012832	AT4G32320	AALP_AA7G185600
OG0012833	AT4G32900	AALP_AA7G193000
OG0012834	AT2G42060	AALP_AA4G205200
OG0012836	AT2G15020	AALP_AA3G316400
OG0012837	AT1G54475	AALP_AAs47967U000100, AALP_AA2G178900, AALP_AA1G203600
OG0012838	AT3G25700	AALP_AA5G230900
OG0012839	AT5G65980	AALP_AA8G493500
OG0012840	AT3G25440	AALP_AA3G295100
OG0012842	AT3G14730	AALP_AA3G165600
OG0012844	AT1G49870	AALP_AA4G061700
OG0012845	AT4G33020	AALP_AA7G194400
OG0012847	AT3G09210	AALP_AA3G097000
OG0012848	AT2G01590	AALP_AA5G005700
OG0012849	AT5G44170	AALP_AA6G142200
OG0012850	AT2G34910	AALP_AA4G117900
OG0012851	AT3G27320	AALP_AA5G041800
OG0012852	AT4G37420	AALP_AA7G251300
OG0012855	AT3G11920	AALP_AA3G129100
OG0012856	AT2G36610	AALP_AA4G136900
OG0012857	AT2G17640	AALP_AA3G335900
OG0012859	AT2G21960	AALP_AA6G295200
OG0012860	AT1G25230	AALP_AA1G269800
OG0012861	AT5G15240	AALP_AA8G157200
OG0012864	AT1G22860	AALP_AA1G248900
OG0012865	AT5G26749	AALP_AA8G248400
OG0012866	AT4G13230	AALP_AA3G285300
OG0012869	AT4G27860	AALP_AA7G115800
OG0012870	AT3G15240	AALP_AA3G170800
OG0012871	AT1G48170	AALP_AA4G078900
OG0012872	AT4G15510	AALP_AA3G247900
OG0012873	AT5G14920	AALP_AA8G151900
OG0012874	AT4G04955	AALP_AA6G056100
OG0012875	AT1G18680	AALP_AA1G204700
OG0012876	AT5G62520	AALP_AA8G456300
OG0012877	AT3G54490	AALP_AA5G179100
OG0012880	AT1G65590	AALP_AA2G072600
OG0012881	AT4G14090	AALP_AA4G104100
OG0012882	AT3G26730	AALP_AA5G034200
OG0012883	AT5G22430	AALP_AAs65178U000400
OG0012884	AT1G77490	AALP_AA2G216800
OG0012885	AT3G04760	AALP_AA3G042500
OG0012886	AT2G20790	AALP_AA3G374900
OG0012888	AT4G14220	AALP_AA8G119200
OG0012889	AT5G11850	AALP_AA8G116200
OG0012890	AT3G05680	AALP_AA3G054100, AALP_AA3G056000
OG0012891	AT2G34450	AALP_AA4G109500
OG0012892	AT3G01820	AALP_AA3G009700
OG0012893	AT1G30540	AALP_AA1G312400
OG0012894	AT4G37190	AALP_AA7G249200
OG0012895	AT1G64660	AALP_AA6G312200, AALP_AAs48252U001300
OG0012896	AT2G34580	AALP_AA4G113300, AALP_AAs62066U000100
OG0012897	AT4G14050	AALP_AA4G105900
OG0012898	AT3G55760	AALP_AA3G262100
OG0012899	AT1G55910	AALP_AA4G005400
OG0012900	AT2G21630	AALP_AA6G299000
OG0012901	AT1G78930	AALP_AA2G234600
OG0012902	AT3G09060	AALP_AA3G096100
OG0012903	AT2G24790	AALP_AA6G266600
OG0012904	AT1G52750	AALP_AA4G034100
OG0012905	AT1G78610	AALP_AA2G229100
OG0012906	AT1G52640	AALP_AA4G035000
OG0012907	AT4G21500	AALP_AA7G039800
OG0012908	AT4G12230	AALP_AA6G182300
OG0012909	AT5G51400	AALP_AA8G288000
OG0012911	AT1G45233	AALP_AA4G086300
OG0012912	AT4G33360	AALP_AA7G198900
OG0012913	AT5G52290	AALP_AA8G301400
OG0012914	AT3G20490	AALP_AA6G360200
OG0012916	AT2G22300	AALP_AA6G293500
OG0012917	AT3G26580	AALP_AA5G032700
OG0012919	AT2G33260	AALP_AA6G064100
OG0012921	AT5G47390	AALP_AA6G104600
OG0012922	AT1G08390	AALP_AA1G087700
OG0012923	AT1G01470	AALP_AA1G007000
OG0012927	AT2G29530	AALP_AA1G231900
OG0012928	AT5G44160	AALP_AA6G142300
OG0012930	AT3G52870	AALP_AA5G158200
OG0012931	AT4G34030	AALP_AA7G208600
OG0012932	AT2G23460	AALP_AA6G282100
OG0012933	AT4G13990	AALP_AA4G103600
OG0012935	AT5G10080	AALP_AA8G094900
OG0012936	AT3G47800	AALP_AA5G099600
OG0012937	AT5G66500	AALP_AA8G501200
OG0012938	AT5G23050	AALP_AA8G408100
OG0012939	AT5G61040	AALP_AA8G441400
OG0012940	AT3G24010	AALP_AA3G277600
OG0012941	AT4G36720	AALP_AA7G242700
OG0012942	AT1G18440	AALP_AA1G202100
OG0012943	AT1G01280	AALP_AA1G003300
OG0012944	AT5G02520	AALP_AA8G014700
OG0012945	AT4G35870	AALP_AA7G233500
OG0012946	AT1G76040	AALP_AA2G204000
OG0012948	AT2G38340	AALP_AA4G162500
OG0012949	AT5G55580	AALP_AA8G340600
OG0012950	AT1G05610	AALP_AA1G052900
OG0012951	AT3G23210	AALP_AA3G266100
OG0012953	AT5G16380	AALP_AA8G174000
OG0012954	AT5G53750	AALP_AA8G320500
OG0012955	AT1G11530	AALP_AA1G124500
OG0012957	AT3G19180	AALP_AA3G218300
OG0012959	AT5G17070	AALP_AA8G181800
OG0012960	AT2G37640	AALP_AA4G152300
