Orthogroup	Thellungiella_parvula	Brassica_oleracea
OG0010524	Sp7g35730.1	Bo3g152980
OG0010525	Sp6g25210.1	Bo3g013540, Bo2g017740
OG0010526	Sp7g26560.1	Bo7g113210
OG0010527	Sp7g31520.1	Bo7g116380, Bo1g007840
OG0010528	Sp3g06900.1	Bo5g140050
OG0010529	Sp1g15240.1	Bo8g105100
OG0010530	Sp6g11260.1, Sp6g11270.1	Bo2g050950
OG0010531	Sp6g13330.1	Bo00829s040
OG0010532	Sp7g19680.1	Bo1g024250
OG0010533	Sp5g14350.1	Bo3g115010
OG0010534	Sp6g17980.1	Bo9g123460
OG0010535	Sp4g10260.1	Bo3g040500
OG0010536	Sp5g35560.1	Bo00763s030
OG0010537	Sp5g34270.1	Bo6g123670, Bo6g123690
OG0010538	Sp6g31790.1	Bo9g169850, Bo3g007300
OG0010539	Sp6g24900.1	Bo2g018100
OG0010540	Sp2g01910.1	Bo9g036900
OG0010541	Sp1g19550.1	Bo5g035120
OG0010542	Sp6g28050.1	Bo9g163550
OG0010543	Sp1g18570.1	Bo7g061330, Bo5g030760
OG0010544	Sp4g10770.1	Bo4g073100
OG0010545	Sp1g24890.1	Bo3g143680
OG0010546	Sp2g13240.1	Bo7g078830
OG0010547	Sp2g08270.1	Bo7g065400
OG0010548	Sp3g22320.1	Bo7g032990
OG0010549	Sp4g19220.1	Bo4g031050, Bo3g031420
OG0010550	Sp3g00940.1	Bo1g157640
OG0010551	Sp7g25210.1	Bo7g111330, Bo1g048160
OG0010552	Sp3g22120.1	Bo7g033250
OG0010553	Sp3g00180.1	Bo2g132160
OG0010554	SpUn0010_0190.1, Sp7g00710.1	Bo6g065040, Bo4g141930
OG0010555	Sp6g13300.1	Bo3g023860
OG0010556	Sp6g25090.1	Bo2g017870
OG0010557	Sp2g04840.1	Bo9g046490
OG0010558	Sp3g20090.1	Bo3g080120, Bo5g098120
OG0010559	Sp5g10260.1	Bo7g101370
OG0010560	Sp2g21970.1	Bo2g158580
OG0010561	Sp2g15520.1	Bo9g007940, Bo7g082630
OG0010562	Sp6g33650.1	Bo9g173860, Bo2g009510
OG0010563	Sp4g02500.1	Bo4g151640
OG0010564	Sp1g41000.1	Bo6g034430, Bo6g051250
OG0010565	Sp2g20780.1	Bo9g010440
OG0010566	Sp4g11690.1	Bo4g068040, Bo4g167870
OG0010567	Sp2g05420.1	Bo4g082350, Bo1g087870
OG0010568	Sp3g31460.1	Bo9g026270
OG0010569	Sp5g03520.1	Bo8g094480, Bo6g076580
OG0010570	Sp7g07330.1	Bo8g030720
OG0010571	Sp6g19100.1	Bo2g032410, Bo3g019340
OG0010572	Sp7g12540.1	Bo8g038030
OG0010573	Sp2g08740.1	Bo9g059410, Bo9g059400
OG0010574	Sp2g04680.1	Bo1g090480, Bo4g084760
OG0010576	Sp4g18770.1	Bo4g034580, Bo3g030150
OG0010577	Sp2g23780.1	Bo7g097680
OG0010578	Sp5g31280.1	Bo6g120170
OG0010579	Sp1g02530.1	Bo8g002550, Bo5g003980
OG0010580	Sp4g14670.1	Bo4g045860, Bo3g026610
OG0010581	Sp1g09790.1	Bo8g059810, Bo5g013480
OG0010582	Sp5g30000.1	Bo6g119050
OG0010583	Sp3g29830.1, Sp3g00300.1	Bo5g153960
OG0010584	Sp3g15850.1	Bo5g122710
OG0010585	Sp5g26290.1	Bo2g070810
OG0010586	Sp3g07140.1	Bo5g139940
OG0010588	Sp7g35260.1	Bo7g118600, Bo3g153390
OG0010589	Sp2g17310.1	Bo7g091470
OG0010590	Sp3g16180.1	Bo5g121250
OG0010591	Sp4g27290.1, SpUn0031_0030.1	Bo4g024460, Bo4g038430
OG0010592	Sp2g09740.1	Bo00418s140
OG0010592	Sp2g09730.1	Bo00418s130
OG0010593	Sp6g29460.1	Bo2g012010
OG0010594	SpUn0030_0050.1, Sp3g31780.1	Bo9g026030
OG0010595	Sp3g15150.1	Bo5g123600
OG0010596	Sp7g18510.1	Bo1g022160
OG0010597	Sp3g29210.1	Bo7g021090
OG0010598	Sp1g27830.1	Bo5g090540, Bo8g030170
OG0010599	Sp3g08700.1	Bo5g137480
OG0010600	Sp4g24930.1	Bo4g017310, Bo4g192770
OG0010601	Sp4g16790.1	Bo4g039740, Bo4g182690
OG0010602	Sp7g35990.1	Bo3g152720
OG0010603	Sp3g15630.1	Bo5g123060, Bo00763s130
OG0010604	Sp2g16790.1	Bo9g008340, Bo2g144890
OG0010605	Sp7g26500.1	Bo1g017390
OG0010606	Sp4g15270.1	Bo3g027040, Bo4g045460
OG0010607	Sp1g40050.1	Bo6g031530
OG0010609	Sp3g04030.1	Bo5g146600
OG0010610	Sp5g10770.1	Bo8g081530, Bo1g059150
OG0010611	Sp3g27280.1	Bo3g087260
OG0010612	Sp4g26670.1	Bo4g023870
OG0010613	Sp2g17380.1	Bo7g091510
OG0010614	Sp4g26630.1	Bo4g195050
OG0010615	Sp3g05020.1	Bo3g060400, Bo1g150090, Bo5g144800
OG0010616	Sp7g26160.1	Bo8g054140
OG0010617	Sp7g36350.1	Bo7g119120
OG0010619	Sp7g01770.1	Bo4g145480, Bo4g139770
OG0010622	Sp1g37310.1	Bo8g024310
OG0010623	Sp2g23190.1	Bo7g097160, Bo9g013770
OG0010624	Sp1g23600.1	Bo3g141490, Bo7g049930
OG0010625	Sp6g34080.1	Bo2g009260
OG0010626	Sp7g34050.1	Bo1g005690
OG0010627	Sp3g01440.1	Bo1g157380, Bo5g152680
OG0010628	Sp6g26790.1	Bo2g013700, Bo9g160260, Bo9g160240
OG0010629	Sp3g21420.1	Bo1g101450
OG0010630	Sp6g01720.1	Bo3g053040
OG0010631	Sp1g27400.1	Bo5g043150, Bo5g068110
OG0010632	Sp3g06700.1	Bo1g147190, Bo01895s010
OG0010633	Sp6g33250.1	Bo2g009720
OG0010634	Sp3g30210.1	Bo7g016190
OG0010635	SpUn0001_1050.1	Bo9g057170
OG0010636	Sp4g11270.1	Bo00926s030, Bo24052s010, Bo4g070440
OG0010637	Sp6g36510.1	Bo9g176270
OG0010638	Sp1g34530.1	Bo8g017950, Bo8g017940, Bo8g017970
OG0010639	Sp5g34100.1	Bo6g081320, Bo2g094880
OG0010640	Sp2g16770.1	Bo7g085850
OG0010641	Sp3g01750.1	Bo5g151540
OG0010642	Sp3g08790.1	Bo1g143810
OG0010643	Sp1g30340.1	Bo5g083760
OG0010644	SpUn0864_0010.1	Bo01417s010
OG0010645	Sp1g15350.1	Bo5g023590
OG0010646	Sp1g37840.1	Bo6g024750
OG0010647	Sp3g06070.1	Bo5g141830
OG0010648	Sp3g27140.1	Bo3g087210
OG0010649	Sp4g10520.1	Bo4g164790, Bo4g074250
OG0010650	Sp6g15840.1	Bo9g112670
OG0010651	Sp5g32540.1	Bo6g121300
OG0010652	Sp5g21150.1	Bo6g099680
OG0010653	Sp6g25850.1	Bo2g016520
OG0010654	SpUn0031_0110.1	Bo6g074360, Bo3g037600
OG0010655	Sp6g02530.1	Bo01031s040
OG0010656	Sp5g21790.1	Bo6g101300, Bo2g053930
OG0010657	Sp7g29400.1	Bo7g115270, Bo1g011180
OG0010658	Sp2g09970.1	Bo2g125830, Bo7g070050
OG0010659	Sp5g29530.1	Bo6g087080, Bo6g118670
OG0010660	Sp5g11790.1	Bo1g084720
OG0010661	Sp1g36320.1	Bo8g011550, Bo5g076230
OG0010662	Sp2g16600.1	Bo9g008260
OG0010663	Sp4g15820.1	Bo4g043670, Bo4g181990
OG0010664	Sp5g06910.1	Bo4g116580
OG0010665	Sp3g06680.1	Bo5g141200, Bo1g147210
OG0010666	Sp1g17810.1	Bo5g029120
OG0010667	Sp1g30470.1	Bo5g084000
OG0010668	Sp6g13210.1	Bo4g032280, Bo9g098700
OG0010669	Sp3g15530.1	Bo5g123110
OG0010670	Sp4g02370.1	Bo4g151560, Bo8g100490
OG0010671	Sp4g12930.1	Bo4g173020, Bo3g024550
OG0010672	Sp3g24880.1	Bo3g086850
OG0010673	Sp1g19680.1	Bo5g035280, Bo7g060210
OG0010674	Sp7g16960.1	Bo8g047170, Bo1g052870
OG0010675	Sp3g30200.1	Bo7g016200, Bo3g091790
OG0010676	Sp3g03820.1	Bo5g146800
OG0010677	Sp1g28770.1	Bo6g048060
OG0010678	Sp2g21170.1	Bo2g155720
OG0010679	Sp4g19460.1	Bo3g031530, Bo4g186690
OG0010680	Sp5g05770.1	Bo8g091140
OG0010681	Sp5g10510.1	Bo8g081280
OG0010682	Sp1g12990.1	Bo5g019850, Bo8g106680
OG0010683	Sp1g36700.1	Bo6g018380
OG0010684	Sp1g20700.1	Bo5g039360, Bo7g056230
OG0010685	Sp5g28010.1	Bo6g116440, Bo2g079260
OG0010686	Sp1g24540.1	Bo5g055770
OG0010687	Sp4g23380.1	Bo4g012920
OG0010688	Sp1g26320.1	Bo3g149070
OG0010689	Sp5g23570.1	Bo2g058980, Bo6g106940
OG0010690	Sp2g13350.1	Bo9g070360, Bo7g080060
OG0010692	Sp7g15570.1	Bo1g019610
OG0010693	Sp7g07420.1	Bo8g030810
OG0010694	Sp2g02240.1	Bo9g037420
OG0010695	Sp7g18050.1	Bo7g106570
OG0010696	Sp6g18550.1	Bo9g127350, Bo3g019630
OG0010697	Sp4g15930.1	Bo3g027380, Bo4g043570
OG0010698	Sp5g01570.1	Bo6g078110
OG0010699	Sp1g25340.1	Bo7g045510, Bo5g059710
OG0010700	Sp1g32700.1	Bo6g001010
OG0010701	Sp4g26740.1	Bo4g023930
OG0010702	Sp2g29720.1	Bo9g020500, Bo7g064260
OG0010703	Sp3g02860.1	Bo5g148580
OG0010704	Sp5g10430.1	Bo4g125890, Bo8g081230
OG0010705	Sp7g07940.1	Bo9g058310, Bo4g078360
OG0010706	Sp2g28350.1	Bo00615s160
OG0010707	Sp1g09240.1, Sp4g02400.1	Bo5g012050
OG0010708	Sp3g23200.1	Bo7g030510
OG0010709	Sp3g24670.1	Bo3g086870
OG0010710	Sp7g16510.1	Bo7g105210, Bo1g017710
OG0010711	Sp4g22390.1	Bo3g034690, Bo4g025560
OG0010712	Sp4g12180.1	Bo4g169340
OG0010713	Sp7g35190.1	Bo1g003580
OG0010714	Sp2g16390.1	Bo7g084380
OG0010715	Sp3g08500.1	Bo5g137680
OG0010716	Sp6g18810.1	Bo2g032760, Bo9g130710
OG0010717	Sp4g14460.1	Bo4g046220
OG0010719	Sp7g19210.1	Bo7g107320, Bo3g162740
OG0010720	Sp1g21720.1	Bo8g076270
OG0010721	Sp2g28570.1	Bo3g099150
OG0010722	Sp7g24790.1	Bo1g047740
OG0010723	Sp1g05420.1	Bo8g007200
OG0010724	Sp3g24490.1	Bo7g026690
OG0010725	Sp4g10590.1	Bo4g164800
OG0010726	Sp1g07750.1	Bo8g058200
OG0010727	Sp2g28010.1	Bo3g100730
OG0010728	Sp5g10840.1	Bo8g081600, Bo7g100930
OG0010730	Sp3g01770.1	Bo1g156170
OG0010731	Sp3g14240.1	Bo1g124930
OG0010732	Sp1g23260.1	Bo3g140130, Bo5g043830
OG0010733	Sp5g07650.1	Bo8g085910, Bo4g118390
OG0010734	Sp5g08500.1	Bo8g083240, Bo6g067680
OG0010735	Sp7g01440.1	Bo4g140250
OG0010736	Sp1g01000.1	Bo8g117820
OG0010737	Sp4g19640.1	Bo4g030670, Bo4g186840
OG0010738	Sp2g17890.1	Bo2g147990, Bo7g087430
OG0010739	Sp1g01420.1	Bo5g003030
OG0010740	Sp4g21440.1	Bo4g026710
OG0010741	Sp4g10310.1	Bo3g040480
OG0010742	Sp3g15510.1	Bo5g123150
OG0010743	Sp3g11060.1	Bo3g065210, Bo5g133040, Bo1g138780
OG0010744	Sp7g31400.1	Bo7g116310
OG0010745	Sp1g27010.1	Bo1g019090, Bo5g065780
OG0010746	Sp3g18430.1	Bo5g109680
OG0010747	Sp6g28700.1	Bo9g164150
OG0010748	Sp3g32700.1	Bo7g006030
OG0010749	Sp4g29640.1	Bo4g002370
OG0010750	Sp5g06290.1	Bo8g090630
OG0010751	Sp3g15880.1	Bo1g119210, Bo5g122630
OG0010752	Sp1g00510.1	Bo8g118070, Bo5g001150
OG0010753	Sp2g07500.1	Bo9g058660
OG0010754	Sp3g29170.1	Bo3g089980
OG0010755	Sp4g16180.1	Bo4g043430, Bo4g182250
OG0010756	Sp5g25090.1	Bo8g049400, Bo3g099100, Bo6g110650
OG0010757	Sp1g12290.1	Bo5g017670
OG0010758	Sp7g06220.1	Bo8g030370
OG0010759	Sp7g00200.1	Bo4g143710
OG0010760	Sp1g22600.1	Bo3g138480
OG0010761	Sp6g24640.1	Bo3g013790
OG0010762	Sp1g13810.1	Bo5g020910, Bo8g066490
OG0010763	Sp2g25560.1	Bo3g107690, Bo1g024290
OG0010764	Sp3g07110.1	Bo3g062470, Bo5g139910
OG0010765	Sp7g31240.1	Bo1g008080, Bo1g008070
OG0010766	Sp6g40090.1	Bo3g001850, Bo9g184630
OG0010767	SpUn0001_1010.1	Bo1g086060
OG0010768	Sp6g01810.1	Bo6g105170
OG0010770	Sp5g26630.1	Bo6g113040
OG0010771	Sp1g00630.1	Bo3g039080, Bo5g001070
OG0010772	Sp6g29010.1	Bo2g012350
OG0010773	Sp2g02330.1	Bo9g038600, Bo4g092630
OG0010774	Sp3g19560.1	Bo1g105890
OG0010775	Sp3g03710.1	Bo5g146910
OG0010776	Sp1g26260.1	Bo5g062960, Bo4g143890
OG0010777	Sp5g17200.1	Bo3g127670
OG0010778	Sp3g20475.1	Bo1g104900, Bo3g081380, Bo5g094510
OG0010779	Sp2g03965.1, Sp3g32930.1	Bo7g005660
OG0010780	Sp6g12900.1	Bo3g024110
OG0010781	Sp5g04130.1	Bo8g092850, Bo6g076030
OG0010782	Sp7g36020.1	Bo7g118900
OG0010783	Sp4g02720.1	Bo4g151890
OG0010784	Sp1g05780.1	Bo5g007920
OG0010785	Sp7g13370.1	Bo8g039570, Bo6g054710
OG0010786	Sp6g16240.1	Bo9g115130
OG0010787	Sp3g02590.1	Bo3g057130, Bo5g148810
OG0010788	Sp2g02990.1	Bo1g098240
OG0010789	Sp6g25880.1	Bo9g155950
OG0010790	Sp3g02470.1	Bo3g057080
OG0010791	Sp7g29980.1	Bo1g010630, Bo2g057560
OG0010792	Sp7g20650.1	Bo1g028430
OG0010793	Sp6g21630.1	Bo9g140950, Bo2g025230
OG0010794	Sp6g16110.1	Bo9g113900
OG0010795	Sp3g19360.1	Bo5g101210
OG0010796	Sp1g06320.1	Bo8g113960
OG0010797	Sp3g33420.1	Bo7g003890
OG0010798	Sp7g20550.1	Bo7g107960
OG0010799	Sp6g36280.1	Bo9g176010
OG0010800	Sp3g31480.1	Bo7g011660
OG0010801	Sp6g35390.1	Bo3g004400, Bo9g175520
OG0010802	Sp2g07550.1	Bo4g078710
OG0010803	Sp1g37250.1	Bo6g022200, Bo3g179450
OG0010804	Sp1g07360.1	Bo5g009200
OG0010805	Sp3g22010.1	Bo7g034340, Bo1g099920
OG0010806	Sp2g22380.1	Bo2g159020, Bo9g011460
OG0010807	Sp3g12410.1	Bo5g131670
OG0010808	Sp6g06170.1	Bo9g091270
OG0010809	Sp1g04860.1	Bo5g007160
OG0010810	Sp1g25670.1	Bo3g146410, Bo7g045010
OG0010811	Sp3g22950.1	Bo7g031070
OG0010812	Sp3g13980.1	Bo3g067990, Bo1g126090
OG0010813	Sp4g10450.1	Bo4g074290
OG0010814	Sp2g24880.1	Bo9g014710
OG0010815	Sp3g22810.1	Bo3g083910
OG0010816	Sp6g38000.1	Bo9g179030
OG0010817	Sp2g21810.1	Bo9g011190, Bo7g095700
OG0010818	Sp4g27040.1	Bo4g024240, Bo4g195300
OG0010819	Sp5g20320.1	Bo6g099310
OG0010820	Sp7g15630.1	Bo1g019540
OG0010821	Sp6g27670.1	Bo2g013110, Bo9g163160
OG0010822	Sp4g14490.1	Bo4g046180
OG0010823	Sp6g38230.1	Bo3g002880
OG0010824	Sp2g22960.1	Bo7g096940
OG0010825	Sp5g34620.1	Bo6g080940
OG0010827	Sp7g12060.1	Bo4g127220, Bo3g149220
OG0010828	Sp6g16170.1	Bo9g114020
OG0010829	Sp3g19520.1	Bo5g101000
OG0010830	Sp3g01170.1	Bo5g156520
OG0010831	Sp5g09390.1	Bo6g067050, Bo4g122940
OG0010832	Sp7g27380.1	Bo3g177110
OG0010833	Sp4g24560.1	Bo4g015990, Bo4g191520
OG0010834	Sp4g21270.1	Bo4g026870
OG0010835	Sp7g29560.1	Bo7g115390, Bo3g173660
OG0010836	SpUn0024_0060.1, Sp1g04080.1	Bo5g005350, Bo8g115250
OG0010837	Sp6g24660.1	Bo2g018310, Bo9g152540
OG0010838	Sp5g35460.1	Bo2g096060
OG0010839	Sp1g31180.1	Bo5g069340
OG0010840	Sp6g26230.1	Bo3g012940, Bo9g157530
OG0010841	Sp2g14940.1	Bo9g075820
OG0010842	Sp6g16380.1	Bo3g022140, Bo9g117290
OG0010843	Sp6g16180.1	Bo00918s020
OG0010844	Sp4g16820.1	Bo3g027770, Bo4g039710
OG0010845	Sp5g09190.1	Bo6g067160
OG0010846	Sp2g10470.1	Bo7g072630
OG0010847	Sp7g21060.1	Bo1g031970, Bo7g108380
OG0010848	Sp4g29280.1	Bo4g004660
OG0010849	Sp7g03650.1	Bo4g137130
OG0010850	Sp6g01910.1	Bo9g004470
OG0010851	Sp6g13890.1	Bo9g102480, Bo3g023580
OG0010852	Sp3g33350.1	Bo8g102490, Bo00846s050
OG0010853	Sp4g12940.1	Bo4g058500
OG0010854	Sp5g13590.1	Bo8g076940
OG0010855	Sp1g11100.1	Bo8g108130, Bo8g064850
OG0010856	Sp7g36610.1	Bo3g150060
OG0010857	Sp3g23130.1	Bo7g030600
OG0010858	Sp1g41720.1	Bo3g185770
OG0010859	Sp5g29730.1	Bo6g118830
OG0010860	Sp7g30910.1	Bo7g116040, Bo1g008350
OG0010861	Sp5g22160.1	Bo6g099070, Bo2g055610
OG0010862	Sp5g24830.1	Bo2g064410, Bo6g110300
OG0010863	Sp2g24640.1	Bo7g098650
OG0010864	Sp4g08730.1	Bo4g076870
OG0010865	Sp2g22850.1	Bo9g012610
OG0010866	Sp5g35910.1	Bo6g080000
OG0010867	Sp5g10820.1	Bo7g100940, Bo8g081570
OG0010868	Sp6g28310.1	Bo03658s010, Bo9g163780
OG0010869	Sp1g40640.1	Bo3g184570
OG0010870	Sp2g19480.1	Bo7g092530, Bo9g009710
OG0010871	Sp3g03330.1	Bo3g057360, Bo5g148160
OG0010872	Sp1g35820.1	Bo6g015790
OG0010873	Sp3g27660.1	Bo3g088310
OG0010874	Sp2g24020.1	Bo9g014310, Bo7g097920
OG0010875	Sp1g07690.1	Bo8g111180, Bo03074s010
OG0010876	Sp6g26000.1	Bo2g014310, Bo9g157280
OG0010877	Sp6g38910.1	Bo2g005240
OG0010878	Sp2g00600.1	Bo9g032670, Bo9g027390
OG0010879	Sp5g29170.1	Bo6g118260
OG0010880	Sp6g02820.1	Bo3g052290
OG0010881	Sp1g08340.1	Bo8g058840
OG0010883	Sp7g28190.1	Bo7g114420
OG0010884	Sp7g14410.1	Bo7g104130
OG0010885	Sp6g22330.1	Bo2g024640
OG0010886	Sp6g37910.1	Bo3g003030
OG0010887	Sp1g28350.1	Bo8g028740
OG0010888	Sp6g31250.1	Bo2g010920
OG0010889	Sp1g01980.1	Bo8g117220, Bo5g003540
OG0010890	Sp6g13340.1	Bo2g050600, Bo3g023840
OG0010891	Sp1g26990.1	Bo2g121210
OG0010892	Sp3g06440.1	Bo5g141400, Bo5g141440
OG0010893	SpUn0959_0010.1	Bo7g090940
OG0010893	Sp7g36590.1	Bo7g119280
OG0010894	Sp1g14480.1	Bo8g105560
OG0010895	Sp6g01570.1	Bo9g004210
OG0010896	Sp6g21170.1	Bo9g139440, Bo3g018100
OG0010897	Sp6g24500.1	Bo9g152270
OG0010898	Sp7g22020.1	Bo7g109310
OG0010899	Sp3g02920.1	Bo1g153430, Bo5g148510
OG0010900	Sp2g15670.1	Bo3g172240, Bo01214s040, Bo7g082710
OG0010901	Sp6g31980.1	Bo2g010570, Bo9g170020
OG0010902	Sp4g20460.1	Bo4g029740
OG0010903	Sp6g34980.1	Bo9g174920
OG0010904	Sp5g07500.1	Bo8g087210, Bo6g068360
OG0010905	Sp4g07000.1	Bo8g098750
OG0010907	Sp6g30000.1	Bo9g166250, Bo3g009490
OG0010908	Sp2g30300.1	Bo7g064970
OG0010909	Sp6g40420.1	Bo3g001660
OG0010910	Sp3g14960.1	Bo3g068480, Bo1g123330
OG0010911	Sp3g16660.1	Bo1g117440, Bo5g117380
OG0010912	Sp6g40800.1	Bo3g001410
OG0010913	SpUn0339_0010.1, SpUn0276_0010.1	Bo6g010470
OG0010914	Sp1g41340.1	Bo3g185580
OG0010915	Sp1g01140.1	Bo8g117700, Bo5g002680
OG0010916	Sp7g27390.1	Bo1g016290
OG0010917	Sp1g09590.1	Bo8g109290
OG0010918	Sp3g18770.1	Bo3g076170, Bo1g108670
OG0010919	Sp1g21150.1	Bo7g055980, Bo5g039810
OG0010920	Sp1g08450.1	Bo5g010260
OG0010921	Sp2g07720.1	Bo00861s020, Bo4g078560
OG0010922	Sp6g18070.1	Bo9g123660
OG0010923	Sp1g20240.1	Bo5g038830, Bo7g057710
OG0010924	Sp1g34560.1	Bo6g010440
OG0010925	Sp5g13550.1	Bo3g113370
OG0010926	Sp3g33450.1	Bo7g003870
OG0010927	Sp5g07140.1	Bo4g116870
OG0010928	Sp6g31360.1	Bo2g010870
OG0010929	Sp7g33760.1, SpUn1612_0010.1, Sp7g33755.1	Bo7g117720
OG0010930	Sp6g27730.1	Bo2g013080
OG0010931	Sp7g15530.1	Bo1g019630, Bo7g106020
OG0010932	Sp6g38920.1	Bo9g181700, Bo3g002570
OG0010934	Sp3g31690.1	Bo7g011330
OG0010935	Sp1g36800.1	Bo6g018740
OG0010936	Sp6g07230.1	Bo3g044570
OG0010937	Sp1g38780.1	Bo6g039970, Bo6g027710
OG0010938	Sp6g14350.1, SpUn0060_0040.1	Bo3g023390
OG0010939	Sp3g07930.1	Bo5g138210
OG0010940	Sp7g02740.1	Bo4g137750
OG0010941	Sp7g23060.1	Bo7g109930, Bo1g039660
OG0010942	Sp6g06730.1	Bo9g089650
OG0010943	Sp3g00900.1	Bo5g156350, Bo1g157720
OG0010944	SpUn0229_0010.1	Bo7g040940, Bo1g102390
OG0010945	Sp6g03780.1	Bo9g076210
OG0010946	Sp2g29220.1	Bo7g063620
OG0010947	Sp1g12030.1	Bo8g065750, Bo8g065740
OG0010948	Sp5g06450.1	Bo4g115360
OG0010949	Sp4g04430.1	Bo4g157510
OG0010950	Sp1g40170.1, Sp1g40160.1	Bo6g037160, Bo6g037170
OG0010951	Sp2g21250.1	Bo7g095040
OG0010952	Sp1g20830.1	Bo5g039550
OG0010953	Sp4g18050.1	Bo4g184660, Bo3g028540
OG0010954	Sp1g17400.1	Bo5g027600
OG0010955	Sp6g24700.1	Bo9g152570, Bo2g018270
OG0010956	Sp3g03460.1	Bo5g148050
OG0010957	Sp5g23150.1	Bo2g057610, Bo6g106590
OG0010958	Sp3g20220.1	Bo1g105070
OG0010959	Sp1g38900.1	Bo6g027990
OG0010960	Sp3g24260.1	Bo7g026810
OG0010961	Sp2g24090.1	Bo2g161070
OG0010962	Sp6g24420.1	Bo2g018510, Bo3g013900
OG0010963	Sp2g29160.1	Bo3g096440
OG0010964	Sp3g22940.1	Bo7g031080
OG0010965	Sp5g22930.1	Bo6g098420, Bo6g106420
OG0010966	Sp5g10280.1	Bo8g081050
OG0010967	Sp7g32580.1	Bo7g117100, Bo3g167440, Bo1g006920
OG0010968	Sp5g04270.1	Bo4g108330, Bo7g062300
OG0010969	Sp3g25380.1	Bo3g086790
OG0010970	Sp7g18460.1	Bo3g161950, Bo1g022130
OG0010971	Sp6g23960.1	Bo2g021870
OG0010972	Sp6g12180.1, Sp5g25310.1	Bo6g094890
OG0010973	Sp6g20420.1	Bo9g135520
OG0010974	Sp5g22860.1	Bo2g056290
OG0010975	Sp5g17510.1	Bo1g085960
OG0010976	Sp6g17180.1	Bo9g120300
OG0010977	Sp4g06210.1	Bo4g160050
OG0010978	Sp6g15950.1	Bo9g113780, Bo2g043360
OG0010979	Sp1g11220.1	Bo8g064940
OG0010982	Sp6g16540.1	Bo3g022040
OG0010983	Sp3g29570.1, Sp7g32320.1	Bo3g168800, Bo1g007200
OG0010984	Sp1g28380.1	Bo5g049140
OG0010986	Sp3g00340.1	Bo3g054990
OG0010987	Sp5g08330.1	Bo8g083330
OG0010988	Sp6g21260.1	Bo2g026650, Bo9g139490
OG0010989	Sp3g15310.1	Bo3g068650, Bo1g122830
OG0010990	Sp5g09910.1	Bo7g102630
OG0010991	Sp1g11030.1	Bo5g016880
OG0010992	Sp7g30920.1	Bo3g170930, Bo1g008340
OG0010993	Sp6g04100.1	Bo9g077700
OG0010994	Sp6g05730.1	Bo9g092730
OG0010995	Sp3g26680.1	Bo3g087060
OG0010996	Sp5g23030.1	Bo6g097380
OG0010997	Sp1g21960.1	Bo7g054240
OG0010998	Sp4g15960.1	Bo4g182070
OG0010999	Sp6g13590.1	Bo9g101120, Bo2g050490
OG0011000	Sp2g00100.1	Bo9g032170
OG0011001	Sp1g12550.1	Bo8g106940
OG0011002	Sp6g20140.1	Bo9g135090
OG0011003	Sp7g00030.1	Bo6g066730
OG0011004	Sp2g27450.1	Bo2g166210, Bo3g101380
OG0011005	Sp6g19110.1	Bo2g032400
OG0011006	Sp2g18600.1	Bo9g009320
OG0011007	Sp6g11300.1	Bo9g112560
OG0011008	Sp3g15520.1	Bo5g123120
OG0011009	Sp6g35050.1	Bo3g004610, Bo2g008800
OG0011010	Sp6g02230.1	Bo2g100420
OG0011011	Sp5g09890.1	Bo7g102620, Bo4g125430
OG0011012	Sp3g17220.1	Bo01189s020, Bo5g115560
OG0011013	Sp2g27000.1	Bo3g102900, Bo2g165950
OG0011014	Sp4g23070.1	Bo4g190400
OG0011015	Sp2g29860.1	Bo7g064450, Bo2g167790
OG0011016	Sp3g18460.1	Bo5g108660
OG0011017	Sp4g19570.1	Bo3g031640, Bo4g186780
OG0011018	Sp5g30230.1	Bo6g086550, Bo6g119260
OG0011019	Sp5g26410.1	Bo6g094380
OG0011020	Sp2g29320.1	Bo9g020280
OG0011021	Sp6g26990.1	Bo2g013530
OG0011023	Sp3g01610.1	Bo5g152580, Bo1g156290
OG0011024	Sp1g24070.1	Bo7g048560
OG0011025	Sp1g04830.1	Bo8g005890, Bo8g114820
OG0011026	Sp5g17110.1	Bo3g120920
OG0011027	Sp4g06150.1	Bo3g042080
OG0011028	Sp1g11840.1	Bo5g015120, Bo5g015160
OG0011029	Sp1g13430.1	Bo8g106270, Bo5g020510
OG0011030	Sp2g23520.1	Bo9g013970
OG0011031	Sp4g04380.1	Bo4g157500, Bo4g157490
OG0011032	Sp6g35930.1	Bo9g175720
OG0011033	Sp4g19760.1	Bo4g186910
OG0011034	Sp6g07290.1, SpUn0121_0020.1	Bo9g088180
OG0011035	Sp2g12230.1	Bo2g132400, Bo7g077650
OG0011036	Sp7g32690.1	Bo1g006860, Bo3g167350
OG0011037	Sp7g16280.1	Bo1g017930
OG0011038	Sp6g31440.1	Bo9g169560
OG0011039	Sp1g17440.1	Bo5g027630
OG0011040	Sp4g19820.1	Bo4g186990
OG0011041	Sp1g07620.1	Bo8g058120, Bo5g009390
OG0011042	Sp4g13690.1	Bo4g052440
OG0011043	Sp7g22690.1	Bo1g039250
OG0011044	Sp5g06740.1	Bo8g090160
OG0011045	Sp2g02230.1	Bo4g092830
OG0011046	Sp7g13900.1	Bo8g040850, Bo7g103880
OG0011047	Sp3g10830.1	Bo5g133310
