Orthogroup	Thellungiella_parvula	Capsella_rubella
OG0016925	Sp7g21920.1	Carub.0007s1713.1.p
OG0016926	Sp2g20980.1	Carub.0006s2472.1.p
OG0016927	Sp6g36580.1	Carub.0006s0517.1.p
OG0016929	Sp5g06840.1	Carub.0005s2238.1.p
OG0016930	Sp2g07800.1	Carub.0008s0571.1.p
OG0016932	Sp1g21670.1	Carub.0001s2386.1.p
OG0016933	Sp6g26840.1	Carub.0006s1559.1.p
OG0016934	Sp6g10790.1	Carub.0008s0953.1.p
OG0016935	Sp4g23830.1	Carub.0004s2384.1.p
OG0016936	Sp1g10350.1	Carub.0001s1139.1.p
OG0016937	Sp3g00150.1	Carub.0003s0013.1.p
OG0016938	Sp3g13330.1	Carub.0003s1477.1.p
OG0016939	Sp2g30720.1	Carub.0008s2855.1.p
OG0016940	Sp1g15050.1	Carub.0001s1665.1.p
OG0016941	Sp1g06000.1	Carub.0001s0654.1.p
OG0016943	Sp1g27050.1	Carub.0001s2964.1.p
OG0016944	Sp7g13010.1	Carub.0007s2724.1.p
OG0016945	Sp2g14830.1	Carub.0005s0331.1.p
OG0016946	Sp6g24470.1	Carub.0006s1828.1.p
OG0016947	Sp3g01010.1	Carub.0003s0106.1.p
OG0016948	Sp1g20400.1	Carub.0001s2244.1.p
OG0016949	Sp6g22670.1	Carub.0006s2046.1.p
OG0016950	Sp2g12330.1	Carub.0008s0016.1.p
OG0016951	Sp4g17680.1	Carub.0004s1714.1.p
OG0016952	Sp5g01320.1	Carub.0005s2880.1.p
OG0016953	Sp5g30130.1	Carub.0002s2178.1.p
OG0016955	Sp2g16800.1	Carub.0005s0611.1.p
OG0016956	Sp4g02390.1	Carub.0004s0258.1.p
OG0016957	Sp1g09600.1	Carub.0001s1044.1.p
OG0016958	Sp3g00040.1	Carub.0003s0004.1.p
OG0016959	Sp7g20190.1	Carub.0007s1934.1.p
OG0016960	Sp2g12240.1	Carub.0008s0026.1.p
OG0016962	Sp1g11900.1	Carub.0001s1312.1.p
OG0016963	Sp7g09540.1	Carub.0007s2997.1.p
OG0016964	Sp1g15650.1	Carub.0001s1728.1.p
OG0016965	Sp4g18380.1	Carub.0004s1791.1.p
OG0016966	Sp2g24140.1	Carub.0008s2152.1.p
OG0016967	Sp2g09450.1	Carub.0008s0363.1.p
OG0016968	Sp7g20590.1	Carub.0007s1876.1.p
OG0016969	Sp6g27640.1	Carub.0006s1471.1.p
OG0016970	Sp1g28480.1	Carub.0001s3081.1.p
OG0016972	Sp6g24120.1	Carub.0006s1869.1.p
OG0016973	Sp3g31320.1	Carub.0003s3201.1.p
OG0016974	Sp1g22710.1	Carub.0001s2498.1.p
OG0016975	Sp3g14980.1	Carub.0003s1644.1.p
OG0016976	Sp6g41150.1	Carub.0024s0014.1.p
OG0016977	Sp2g13110.1	Carub.0005s0061.1.p
OG0016978	Sp7g03740.1	Carub.0005s1273.1.p
OG0016979	Sp5g16010.1	Carub.0005s1117.1.p
OG0016982	Sp1g11190.1	Carub.0001s1228.1.p
OG0016983	Sp6g06280.1	Carub.0006s2995.1.p
OG0016984	Sp1g13890.1	Carub.0001s1531.1.p
OG0016985	Sp1g02420.1	Carub.0001s0259.1.p
OG0016986	Sp4g19020.1	Carub.0004s1859.1.p
OG0016987	Sp5g33320.1	Carub.0002s2508.1.p
OG0016988	SpUn0338_0010.1	Carub.0002s1235.1.p
OG0016990	Sp5g22910.1	Carub.0002s1439.1.p
OG0016991	Sp1g39460.1	Carub.0001s4203.1.p
OG0016994	Sp6g00130.1	Carub.0006s3716.1.p
OG0016995	Sp6g06550.1	Carub.0006s2968.1.p
OG0016996	Sp7g30280.1	Carub.0007s0807.1.p
OG0016997	Sp2g12940.1	Carub.0005s0045.1.p
OG0016998	Sp6g15630.1	Carub.0008s1366.1.p
OG0016999	Sp2g15600.1	Carub.0005s0447.1.p
OG0017000	Sp2g26320.1	Carub.0008s2394.1.p
OG0017001	Sp5g00220.1	Carub.0005s2997.1.p
OG0017002	Sp1g25260.1, Sp3g33470.1	Carub.0003s3457.1.p
OG0017003	Sp7g01660.1	Carub.0007s3535.1.p
OG0017005	Sp6g09700.1	Carub.0006s2686.1.p
OG0017006	Sp1g27470.1	Carub.0001s3008.1.p
OG0017007	Sp2g01230.1	Carub.0002s0153.1.p
OG0017008	Sp6g19630.1	Carub.0008s1849.1.p
OG0017009	Sp3g04520.1	Carub.0003s0496.1.p
OG0017010	Sp6g27270.1	Carub.0006s1507.1.p
OG0017011	Sp2g29050.1	Carub.0008s2687.1.p
OG0017013	Sp3g28020.1	Carub.0003s2882.1.p
OG0017014	Sp2g27250.1	Carub.0008s2498.1.p
OG0017015	Sp7g06040.1	Carub.0007s3326.1.p
OG0017016	Sp4g16020.1	Carub.0004s1529.1.p
OG0017018	Sp7g02100.1	Carub.0007s3572.1.p
OG0017019	Sp2g20620.1	Carub.0006s2515.1.p
OG0017020	Sp3g08210.1	Carub.0003s0918.1.p, Carub.0003s0896.1.p
OG0017021	Sp5g22730.1	Carub.0002s1415.1.p
OG0017022	Sp1g27230.1	Carub.0001s2985.1.p
OG0017023	Sp1g07850.1	Carub.0001s0858.1.p
OG0017024	Sp6g15320.1	Carub.0008s1334.1.p
OG0017025	Sp6g29390.1	Carub.0006s1282.1.p
OG0017026	Sp7g32110.1	Carub.0007s0605.1.p
OG0017027	Sp5g24080.1	Carub.0002s1558.1.p
OG0017028	Sp3g05390.1	Carub.0003s0590.1.p
OG0017029	Sp3g06090.1	Carub.0003s0667.1.p
OG0017030	Sp4g17700.1	Carub.0004s1717.1.p
OG0017031	Sp6g34880.1	Carub.0006s0696.1.p
OG0017032	Sp2g19360.1	Carub.0008s0872.1.p
OG0017033	Sp6g30250.1	Carub.0006s1195.1.p
OG0017034	Sp2g11040.1	Carub.0008s0174.1.p
OG0017035	Sp4g16960.1	Carub.0004s1637.1.p
OG0017036	Sp6g22610.1	Carub.0006s2053.1.p
OG0017037	Sp6g22840.1	Carub.0006s2016.1.p
OG0017039	Sp1g17930.1	Carub.0001s1969.1.p
OG0017042	Sp3g12850.1	Carub.0003s1428.1.p
OG0017043	Sp5g20860.1	Carub.0003s3445.1.p
OG0017044	Sp1g34760.1, SpUn0092_0020.1	Carub.0003s0411.1.p
OG0017045	Sp4g20370.1	Carub.0004s2002.1.p
OG0017046	Sp4g22170.1	Carub.0004s2201.1.p
OG0017047	Sp5g16030.1	Carub.0005s1113.1.p
OG0017050	Sp6g04360.1	Carub.0006s3229.1.p
OG0017051	Sp6g00990.1	Carub.0006s3618.1.p
OG0017052	Sp6g40550.1	Carub.0006s0070.1.p
OG0017053	Sp2g09080.1	Carub.0008s0425.1.p
OG0017056	Sp1g27790.1	Carub.0001s3044.1.p
OG0017057	Sp3g07210.1	Carub.0003s0792.1.p
OG0017059	Sp4g15150.1, Sp4g15160.1	Carub.0004s1419.1.p
OG0017060	Sp6g09090.1	Carub.0006s2720.1.p
OG0017063	Sp1g34410.1	Carub.0001s3606.1.p
OG0017065	Sp3g08930.1	Carub.0003s0985.1.p
OG0017068	Sp7g29210.1	Carub.0007s0921.1.p
OG0017070	Sp1g10320.1	Carub.0001s1135.1.p
OG0017071	Sp1g16990.1	Carub.0001s1866.1.p
OG0017073	Sp1g22750.1	Carub.0001s2503.1.p
OG0017074	Sp1g26640.1	Carub.0001s2905.1.p
OG0017075	Sp1g30610.1	Carub.0001s3356.1.p
OG0017076	Sp1g32510.1	Carub.0001s3461.1.p
OG0017079	Sp5g22970.1	Carub.0002s1444.1.p
OG0017080	Sp5g23300.1	Carub.0002s1475.1.p
OG0017081	Sp5g30680.1	Carub.0002s2241.1.p
OG0017082	Sp2g02930.1	Carub.0002s0353.1.p
OG0017083	Sp3g10840.1	Carub.0003s1204.1.p
OG0017084	Sp3g17650.1	Carub.0003s1947.1.p
OG0017085	Sp4g01120.1	Carub.0004s0123.1.p
OG0017086	Sp4g16780.1	Carub.0004s1619.1.p
OG0017087	Sp4g01960.1	Carub.0004s0208.1.p, Carub.0004s0211.1.p
OG0017088	Sp4g23080.1	Carub.0004s2306.1.p
OG0017089	Sp4g15610.1	Carub.0004s0050.1.p
OG0017090	Sp5g10060.1	Carub.0005s1857.1.p
OG0017091	Sp5g08580.1	Carub.0005s2038.1.p
OG0017092	Sp5g07990.1	Carub.0005s2103.1.p
OG0017093	Sp2g17630.1	Carub.0005s0759.1.p
OG0017094	Sp6g31770.1	Carub.0006s1036.1.p
OG0017096	Sp6g28000.1	Carub.0006s1433.1.p
OG0017097	Sp6g27980.1	Carub.0006s1435.1.p
OG0017098	Sp6g23280.1	Carub.0005s0963.1.p, Carub.0006s1955.1.p
OG0017099	Sp6g22590.1	Carub.0006s2055.1.p
OG0017100	Sp6g09810.1	Carub.0006s2677.1.p
OG0017101	Sp6g09100.1	Carub.0006s2719.1.p
OG0017102	Sp6g06540.1	Carub.0006s2969.1.p
OG0017103	Sp6g00970.1	Carub.0006s3620.1.p
OG0017104	Sp6g36310.1	Carub.0006s0543.1.p
OG0017106	Sp6g35750.1	Carub.0006s0608.1.p
OG0017107	Sp7g26800.1	Carub.0007s1185.1.p
OG0017108	Sp7g23810.1	Carub.0007s1518.1.p
OG0017109	Sp7g23350.1	Carub.0007s1568.1.p
OG0017110	Sp7g10120.1	Carub.0007s0212.1.p
OG0017111	Sp7g16700.1	Carub.0007s2393.1.p
OG0017112	Sp7g00480.1	Carub.0007s3391.1.p
OG0017113	Sp7g00520.1	Carub.0007s3403.1.p
OG0017114	Sp7g34780.1	Carub.0007s0317.1.p
OG0017115	Sp6g14520.1	Carub.0008s1236.1.p
OG0017116	Sp2g27560.1	Carub.0008s2527.1.p
OG0017117	Sp2g28160.1	Carub.0008s2581.1.p
OG0017118	Sp2g09580.1	Carub.0008s0352.1.p
OG0017119	Sp6g12790.1	Carub.0008s1071.1.p
OG0017121	Sp1g10190.1	Carub.0001s1119.1.p
OG0017122	Sp2g19830.1, SpUn0021_0020.1	Carub.0008s0940.1.p
OG0017125	Sp5g22520.1	Carub.0002s1025.1.p
OG0017126	Sp3g31990.1	Carub.0003s3273.1.p
OG0017127	Sp2g28950.1	Carub.0008s2675.1.p
OG0017128	Sp4g21220.1	Carub.0004s2086.1.p
OG0017129	Sp7g17780.1	Carub.0004s2586.1.p
OG0017130	Sp6g27400.1	Carub.0005s0197.1.p
OG0017131	Sp5g17880.1	Carub.0005s0914.1.p
OG0017132	Sp5g15150.1	Carub.0005s1281.1.p
OG0017133	Sp5g11230.1	Carub.0005s1738.1.p
OG0017134	Sp6g38710.1	Carub.0006s0301.1.p
OG0017135	Sp6g28720.1	Carub.0006s1353.1.p
OG0017136	Sp6g22780.1	Carub.0006s2021.1.p
OG0017138	Sp6g04470.1	Carub.0006s3221.1.p
OG0017139	Sp6g27690.1, Sp6g16100.1, Sp6g15980.1	Carub.0008s1422.1.p
OG0017140	Sp6g17563.1	Carub.0008s1602.1.p
OG0017142	Sp6g19440.1	Carub.0008s1827.1.p
OG0017143	Sp6g39850.1	Carub.0006s0148.1.p
OG0017146	Sp3g08450.1	Carub.0003s0932.1.p
OG0017147	Sp4g20480.1	Carub.0004s2014.1.p
OG0017148	Sp3g13350.1	Carub.0003s1479.1.p
OG0017149	Sp5g29760.1	Carub.0002s2143.1.p
OG0017150	Sp1g37560.1	Carub.0001s3975.1.p
OG0017151	Sp2g28790.1	Carub.0008s2658.1.p
OG0017152	Sp5g26060.1	Carub.0002s1768.1.p
OG0017153	Sp2g07120.1	Carub.0008s0637.1.p
OG0017156	Sp1g27970.1	Carub.0001s3060.1.p
OG0017183	Sp1g13950.1	Carub.0001s1535.1.p
OG0017185	Sp1g16560.1	Carub.0001s1822.1.p
OG0017186	Sp3g11440.1	Carub.0003s1262.1.p
OG0017188	Sp4g28940.1	Carub.0004s2964.1.p
OG0017189	Sp1g06490.1	Carub.0001s0707.1.p
OG0017190	Sp1g25380.1	Carub.0001s3287.1.p
OG0017191	Sp2g19700.1	Carub.0008s0925.1.p
OG0017192	Sp5g15910.1	Carub.0005s1128.1.p
OG0017194	Sp1g01370.1	Carub.0001s0132.1.p
OG0017196	Sp4g08440.1	Carub.0004s0742.1.p
OG0017197	Sp1g16610.1	Carub.0001s1827.1.p, Carub.0007s3048.1.p
OG0017198	Sp7g01590.1	Carub.0007s3528.1.p
OG0017199	Sp6g32210.1	Carub.0006s0983.1.p
OG0017200	Sp6g00250.1	Carub.0006s3703.1.p
OG0017201	Sp6g19870.1	Carub.0008s1875.1.p
OG0017202	Sp1g33910.1	Carub.0001s3555.1.p
OG0017203	Sp1g27260.1	Carub.0001s2988.1.p
OG0017204	Sp5g22140.1	Carub.0002s1348.1.p
OG0017207	Sp5g01530.1	Carub.0005s2858.1.p
OG0017208	Sp3g21230.1	Carub.0003s2379.1.p
OG0017209	Sp5g01910.1	Carub.0005s2818.1.p
OG0017210	Sp6g09710.1	Carub.0006s2685.1.p
OG0017211	Sp4g16850.1	Carub.0004s1626.1.p
OG0017212	Sp7g36720.1	Carub.0007s0098.1.p
OG0017213	Sp3g18500.1	Carub.0003s2046.1.p
OG0017217	Sp6g23400.1	Carub.0006s1943.1.p
OG0017219	Sp5g30250.1	Carub.0002s2191.1.p
OG0017220	Sp2g04330.1	Carub.0002s0491.1.p
OG0017224	Sp2g18950.1	Carub.0008s0822.1.p
OG0017225	Sp5g12010.1	Carub.0005s1645.1.p
OG0017227	Sp1g02970.1	Carub.0001s0330.1.p
OG0017228	Sp1g27550.1	Carub.0001s3017.1.p
OG0017229	Sp2g30580.1	Carub.0008s2838.1.p
OG0017232	Sp7g24110.1	Carub.0007s1486.1.p
OG0017233	Sp3g19960.1	Carub.0003s2232.1.p
OG0017234	Sp1g35790.1	Carub.0001s3802.1.p
OG0017235	Sp1g41260.1	Carub.0001s4416.1.p
OG0017237	Sp7g33710.1	Carub.0007s0429.1.p
OG0017239	Sp3g17260.1	Carub.0003s1902.1.p
OG0017240	Sp6g29280.1	Carub.0006s1293.1.p
OG0017241	Sp4g00250.1	Carub.0004s0177.1.p
OG0017242	Sp4g00410.1	Carub.0004s0026.1.p
OG0017243	Sp7g08880.1	Carub.0007s3036.1.p
OG0017245	Sp2g25570.1	Carub.0008s2308.1.p
OG0017246	Sp7g28950.1	Carub.0007s0945.1.p
OG0017247	Sp3g26890.1	Carub.0003s2794.1.p
OG0017248	Sp1g22040.1	Carub.0001s2425.1.p
OG0017249	Sp7g08980.1	Carub.0007s3029.1.p
OG0017251	Sp2g16850.1	Carub.0005s0631.1.p
OG0017252	Sp7g26660.1	Carub.0007s1197.1.p
OG0017253	Sp1g32430.1	Carub.0001s3456.1.p
OG0017255	Sp7g26120.1	Carub.0007s1259.1.p
OG0017256	Sp5g04490.1	Carub.0005s2511.1.p
OG0017257	Sp7g12910.1	Carub.0007s2736.1.p
OG0017259	Sp5g03940.1	Carub.0005s2580.1.p
OG0017263	Sp5g14750.1	Carub.0005s1319.1.p
OG0017264	Sp2g01150.1	Carub.0002s0141.1.p
OG0017265	Sp5g07545.1	Carub.0005s2149.1.p
OG0017266	Sp2g27900.1	Carub.0008s2565.1.p
OG0017267	Sp1g02330.1	Carub.0001s0245.1.p
OG0017269	Sp1g11600.1	Carub.0001s1280.1.p
OG0017270	Sp1g10590.1	Carub.0001s1161.1.p
OG0017271	Sp5g11920.1	Carub.0005s1656.1.p
OG0017272	Sp7g18160.1	Carub.0007s2159.1.p
OG0017273	Sp6g27450.1	Carub.0006s1492.1.p
OG0017275	Sp5g10160.1	Carub.0005s1846.1.p
OG0017277	Sp3g32690.1	Carub.0003s3354.1.p
OG0017278	Sp2g09610.1	Carub.0008s0349.1.p
OG0017279	Sp3g00420.1	Carub.0003s0043.1.p
OG0017281	Sp7g22050.1	Carub.0007s1701.1.p
OG0017282	Sp6g40500.1	Carub.0006s0076.1.p
OG0017283	Sp2g18020.1	Carub.0005s0822.1.p
OG0017284	Sp2g01690.1	Carub.0006s0010.1.p
OG0017286	Sp6g38700.1	Carub.0006s0300.1.p
OG0017287	Sp4g24770.1	Carub.0004s2508.1.p
OG0017288	Sp3g26880.1	Carub.0003s2790.1.p
OG0017289	Sp3g00210.1	Carub.0003s0021.1.p
OG0017291	Sp2g09040.1	Carub.0008s0429.1.p
OG0017292	Sp2g16840.1	Carub.0005s0628.1.p
OG0017294	Sp3g34150.1	Carub.0003s3555.1.p
OG0017295	Sp6g26760.1	Carub.0006s1568.1.p
OG0017299	Sp6g23020.1	Carub.0006s1995.1.p
OG0017300	Sp2g07440.1	Carub.0008s0612.1.p
OG0017302	Sp7g06620.1	Carub.0007s3138.1.p
OG0017303	Sp2g00940.1	Carub.0002s0114.1.p
OG0017305	Sp6g17890.1	Carub.0008s1638.1.p
OG0017306	Sp6g01130.1	Carub.0006s3606.1.p
OG0017307	Sp7g25820.1, Sp7g25800.1	Carub.0007s1298.1.p
OG0017308	Sp4g01065.1	Carub.0004s0114.1.p
OG0017309	Sp5g21080.1	Carub.0007s3696.1.p
OG0017310	Sp1g08150.1	Carub.0001s0889.1.p
OG0017311	Sp2g22510.1	Carub.0006s2281.1.p
OG0017312	Sp1g39650.1	Carub.0001s4226.1.p
OG0017313	Sp3g01110.1	Carub.0003s0115.1.p
OG0017314	Sp1g36270.1	Carub.0001s3862.1.p
OG0017315	Sp3g16710.1	Carub.0003s1842.1.p
OG0017317	SpUn0010_0100.1, Sp7g00620.1	Carub.0007s3417.1.p
OG0017318	Sp1g08700.1	Carub.0001s0947.1.p
OG0017319	Sp4g05800.1	Carub.0004s0572.1.p
OG0017320	Sp6g33750.1	Carub.0004s0654.1.p
OG0017321	Sp5g06085.1	Carub.0005s2324.1.p
OG0017322	Sp7g24180.1	Carub.0007s1479.1.p
OG0017325	Sp5g25220.1	Carub.0002s1677.1.p
OG0017326	SpUn0010_0220.1, Sp7g00740.1	Carub.0007s3431.1.p
OG0017327	Sp5g23590.1	Carub.0002s1503.1.p
OG0017329	Sp2g07170.1	Carub.0008s0631.1.p
OG0017330	Sp7g05280.1	Carub.0007s3237.1.p
OG0017331	Sp6g00050.1	Carub.0001s2437.1.p
OG0017332	Sp4g01070.1	Carub.0004s0115.1.p
OG0017333	Sp2g13970.1	Carub.0005s0179.1.p
OG0017334	Sp6g29060.1	Carub.0006s1314.1.p
OG0017335	Sp6g36240.1	Carub.0006s0551.1.p
OG0017337	Sp1g08930.1	Carub.0001s0975.1.p
OG0017338	Sp7g04160.1	Carub.0007s3305.1.p
OG0017339	Sp5g33080.1	Carub.0002s2481.1.p
OG0017340	SpUn0003_0280.1	Carub.0008s2469.1.p
OG0017341	Sp6g33440.1	Carub.0006s0842.1.p
OG0017343	Sp1g29740.1	Carub.0001s3262.1.p
OG0017344	Sp6g28820.1	Carub.0006s1344.1.p
OG0017345	Sp4g11220.1	Carub.0002s0186.1.p
OG0017346	Sp6g36070.1	Carub.0006s0567.1.p
OG0017347	Sp1g38820.1	Carub.0001s4125.1.p
OG0017348	Sp2g30310.1	Carub.0008s2822.1.p
OG0017349	Sp7g32230.1	Carub.0007s0587.1.p
OG0017351	Sp5g33020.1	Carub.0002s2475.1.p
OG0017352	Sp1g39070.1	Carub.0001s4148.1.p
OG0017353	Sp2g07650.1	Carub.0008s0588.1.p
OG0017354	Sp5g07383.1	Carub.0005s2167.1.p
OG0017357	Sp1g37410.1	Carub.0001s3963.1.p
OG0017358	Sp2g28450.1	Carub.0002s0123.1.p
OG0017359	Sp4g02480.1	Carub.0004s0270.1.p
OG0017360	Sp7g01250.1	Carub.0007s3487.1.p
OG0017361	Sp6g11930.1	Carub.0008s1008.1.p
OG0017363	Sp4g07400.1	Carub.0004s0665.1.p
OG0017364	Sp2g01970.1	Carub.0002s0230.1.p
OG0017365	Sp6g16970.1	Carub.0008s1531.1.p
OG0017366	Sp1g09010.1	Carub.0001s0984.1.p
OG0017367	Sp1g32580.1	Carub.0001s3466.1.p, Carub.0001s3463.1.p, Carub.0001s3522.1.p
OG0017370	Sp7g25290.1	Carub.0007s1351.1.p
OG0017371	Sp5g21710.1	Carub.0002s1297.1.p
OG0017372	Sp5g00240.1	Carub.0005s2995.1.p
OG0017375	Sp4g10830.1	Carub.0004s0880.1.p
OG0017376	Sp1g14770.1	Carub.0001s1637.1.p
OG0017377	Sp5g24610.1	Carub.0002s1614.1.p
OG0017380	Sp4g18040.1	Carub.0004s1752.1.p
OG0017381	Sp7g17650.1	Carub.0007s2224.1.p
OG0017382	Sp7g00250.1	Carub.0007s3350.1.p
OG0017383	Sp5g08610.1	Carub.0005s2035.1.p
OG0017385	Sp3g30480.1	Carub.0003s3107.1.p
OG0017386	Sp5g22090.1	Carub.0002s1343.1.p
OG0017387	Sp1g21410.1	Carub.0001s2353.1.p
OG0017389	Sp3g10710.1	Carub.0003s1191.1.p
OG0017390	Sp7g25870.1	Carub.0007s1292.1.p
OG0017391	Sp2g11430.1	Carub.0008s0131.1.p
OG0017392	Sp6g37710.1	Carub.0006s0406.1.p
OG0017393	Sp1g27290.1	Carub.0001s2991.1.p
OG0017395	Sp1g32750.1	Carub.0006s3595.1.p, Carub.0008s1510.1.p
OG0017396	Sp2g14200.1	Carub.0005s0219.1.p
OG0017397	Sp1g29340.1	Carub.0001s3216.1.p
OG0017398	Sp1g08980.1	Carub.0001s0980.1.p
OG0017399	Sp4g13340.1	Carub.0004s1207.1.p
OG0017401	Sp7g33740.1	Carub.0007s0426.1.p
OG0017402	Sp7g14860.1	Carub.0007s2518.1.p
OG0017403	Sp2g19180.1	Carub.0008s0852.1.p
OG0017404	Sp4g12250.1	Carub.0004s1057.1.p
OG0017405	Sp4g00340.1	Carub.0004s0021.1.p
OG0017406	Sp5g21940.1	Carub.0002s1329.1.p
OG0017407	Sp1g25200.1	Carub.0001s2748.1.p
OG0017408	Sp6g20790.1	Carub.0008s1975.1.p
OG0017409	Sp1g10450.1	Carub.0001s1149.1.p
OG0017412	Sp1g08220.1	Carub.0001s0896.1.p
OG0017413	Sp6g00080.1	Carub.0006s3719.1.p
OG0017414	Sp6g24860.1	Carub.0008s1663.1.p
OG0017415	Sp6g17920.1	Carub.0005s0890.1.p
OG0017416	Sp6g24730.1	Carub.0006s1801.1.p
OG0017418	Sp6g17310.1	Carub.0008s1573.1.p
OG0017419	Sp1g07970.1	Carub.0001s0870.1.p
OG0017420	Sp6g40200.1	Carub.0006s0109.1.p
OG0017421	Sp2g04000.1	Carub.0002s0459.1.p
OG0017422	Sp2g10370.1	Carub.0008s0269.1.p
OG0017423	Sp2g18450.1	Carub.0008s0751.1.p
OG0017424	Sp5g25190.1	Carub.0002s1674.1.p
OG0017425	Sp5g33620.1	Carub.0002s2538.1.p
OG0017426	Sp2g28700.1	Carub.0008s2648.1.p
OG0017427	Sp5g18550.1	Carub.0005s0903.1.p
OG0017428	Sp2g30380.1	Carub.0005s1974.1.p
OG0017429	Sp4g04290.1	Carub.0004s0479.1.p
OG0017431	Sp7g28370.1	Carub.0007s1010.1.p
OG0017433	Sp5g30790.1	Carub.0002s2252.1.p
OG0017434	Sp1g06030.1	Carub.0001s0658.1.p
OG0017435	Sp2g30730.1	Carub.0008s2856.1.p
OG0017436	Sp7g08930.1	Carub.0007s3030.1.p
OG0017437	Sp3g15470.1	Carub.0003s1700.1.p
OG0017438	Sp6g24010.1	Carub.0006s1879.1.p
OG0017439	Sp5g30890.1	Carub.0002s2262.1.p
OG0017440	Sp6g01110.1	Carub.0006s3608.1.p
OG0017441	Sp3g04190.1	Carub.0003s0460.1.p
OG0017443	Sp7g05750.1	Carub.0007s3198.1.p
OG0017444	Sp5g10310.1	Carub.0005s1831.1.p
OG0017449	Sp6g15310.1	Carub.0008s1333.1.p
OG0017451	Sp5g31340.1	Carub.0002s2309.1.p
OG0017452	Sp5g20450.1	Carub.0002s1137.1.p
OG0017453	Sp6g07300.1, SpUn0121_0010.1	Carub.0006s2869.1.p
OG0017454	Sp6g26570.1	Carub.0006s1589.1.p
OG0017455	Sp1g28320.1	Carub.0001s3099.1.p
OG0017456	Sp4g24810.1	Carub.0004s2511.1.p
OG0017457	Sp4g07710.1	Carub.0004s0669.1.p
OG0017458	Sp1g17560.1	Carub.0001s1927.1.p
OG0017460	Sp1g16350.1	Carub.0001s1802.1.p
OG0017462	Sp2g25200.1	Carub.0008s2271.1.p
OG0017465	Sp2g25110.1	Carub.0008s2260.1.p
OG0017466	Sp4g02670.1	Carub.0004s0292.1.p
OG0017467	Sp3g10690.1	Carub.0003s1189.1.p
OG0017469	Sp5g22130.1	Carub.0002s1347.1.p
OG0017470	Sp5g10990.1	Carub.0005s1760.1.p
OG0017471	Sp4g02200.1	Carub.0004s0235.1.p
OG0017472	Sp5g09220.1	Carub.0005s1963.1.p
OG0017473	Sp4g29290.1	Carub.0004s3007.1.p
OG0017474	Sp6g38040.1	Carub.0006s0367.1.p
OG0017475	Sp7g25470.1	Carub.0007s1332.1.p
OG0017476	Sp5g25350.1	Carub.0002s1692.1.p
OG0017477	Sp1g02630.1	Carub.0001s0287.1.p
OG0017480	Sp4g22630.1	Carub.0004s2254.1.p
OG0017481	Sp2g20630.1	Carub.0006s2514.1.p
OG0017483	Sp3g33720.1	Carub.0003s3495.1.p
OG0017484	Sp1g04560.1	Carub.0001s0510.1.p
OG0017486	Sp1g13060.1	Carub.0001s1444.1.p
OG0017487	Sp1g08520.1	Carub.0001s0927.1.p
OG0017488	Sp1g03780.1	Carub.0001s0417.1.p
OG0017490	Sp6g37900.1	Carub.0004s0692.1.p
OG0017492	Sp1g08270.1	Carub.0001s0902.1.p
OG0017493	Sp1g39360.1	Carub.0001s4188.1.p
OG0017494	Sp3g03270.1	Carub.0003s0358.1.p
OG0017495	Sp4g23170.1	Carub.0004s2316.1.p
OG0017496	SpUn0889_0010.1	Carub.0007s1991.1.p
OG0017500	Sp6g27850.1	Carub.0006s1450.1.p
OG0017502	Sp7g24890.1	Carub.0007s1393.1.p
OG0017503	Sp2g06300.1	Carub.0002s0768.1.p
OG0017504	SpUn0309_0010.1	Carub.0004s1975.1.p
OG0017506	Sp7g23450.1	Carub.0007s1558.1.p
OG0017507	Sp1g14570.1	Carub.0001s1616.1.p
OG0017508	Sp3g07240.1	Carub.0003s0794.1.p
OG0017509	Sp1g22900.1	Carub.0001s2519.1.p
OG0017510	Sp2g01960.1	Carub.0002s0228.1.p
OG0017511	Sp3g03300.1	Carub.0003s0361.1.p
OG0017512	Sp6g29860.1, SpUn0049_0060.1	Carub.0006s1235.1.p
OG0017513	Sp2g30070.1	Carub.0008s2788.1.p
OG0017514	Sp5g28100.1	Carub.0002s1991.1.p
OG0017515	Sp2g23240.1	Carub.0006s2180.1.p
OG0017516	SpUn0001_0730.1	Carub.0002s0935.1.p
OG0017517	Sp1g22410.1	Carub.0001s2471.1.p
OG0017519	Sp7g32170.1	Carub.0007s0595.1.p
OG0017520	Sp1g28580.1	Carub.0001s3065.1.p
OG0017521	Sp5g21800.1	Carub.0002s1303.1.p
OG0017522	Sp3g19900.1	Carub.0003s2223.1.p
OG0017524	Sp5g04410.1	Carub.0005s2521.1.p
OG0017525	Sp6g26170.1	Carub.0006s1643.1.p
OG0017526	Sp1g38260.1	Carub.0001s4047.1.p
OG0017528	Sp3g28610.1	Carub.0003s2920.1.p
OG0017531	Sp7g36140.1	Carub.0007s0163.1.p
OG0017532	Sp1g21460.1	Carub.0001s2357.1.p
OG0017534	Sp3g29930.1	Carub.0003s3061.1.p
OG0017535	Sp7g20790.1	Carub.0007s1853.1.p, Carub.0007s1854.1.p
OG0017536	Sp7g37320.1	Carub.0007s0034.1.p
OG0017538	Sp6g41210.1	Carub.0024s0007.1.p
OG0017539	Sp7g37620.1	Carub.0007s0002.1.p
OG0017540	Sp6g25440.1	Carub.0006s1725.1.p
