Orthogroup	Thellungiella_parvula	Arabidopsis_halleri
OG0012726	Sp6g16270.1	g09421
OG0012727	Sp5g29900.1	g01017
OG0012728	Sp5g32840.1	g01324
OG0012729	Sp2g11650.1	g07751
OG0012730	Sp5g23210.1	g14781
OG0012731	Sp4g13860.1	g07896
OG0012732	Sp7g17310.1	g17186
OG0012733	Sp5g01710.1	g05434
OG0012734	Sp4g29690.1	g09548
OG0012735	Sp3g06910.1	g11767
OG0012736	Sp5g09740.1	g20473
OG0012737	Sp7g06350.1	g16329
OG0012738	Sp6g01880.1	g09160
OG0012739	Sp1g12120.1	g04677
OG0012740	Sp4g10180.1	g26225
OG0012741	Sp3g20340.1, Sp3g20350.1	g22737
OG0012742	Sp4g17580.1	g03431
OG0012743	Sp1g10030.1	g04946
OG0012744	Sp7g32130.1	g00499
OG0012745	Sp7g29750.1	g00783
OG0012746	Sp5g26720.1	g03913
OG0012747	Sp7g07260.1	g24825
OG0012748	Sp4g00190.1	g23910
OG0012749	SpUn0061_0010.1, Sp4g22900.1	g12645
OG0012750	Sp7g15730.1	g22585
OG0012751	Sp2g07790.1	g23789
OG0012752	Sp3g07550.1	g11684
OG0012753	Sp4g19360.1	g03628
OG0012754	Sp3g13380.1	g06725
OG0012755	Sp4g06680.1	g14507, g18669
OG0012756	Sp5g28900.1	g04121
OG0012757	Sp3g03130.1	g06160
OG0012758	Sp4g16740.1	g03344
OG0012759	Sp1g03390.1	g02086
OG0012760	Sp1g29120.1	g17719
OG0012761	Sp1g05030.1	g02266
OG0012762	SpUn0298_0010.1, Sp2g17420.1	g08660
OG0012763	Sp7g34740.1	g03011
OG0012764	Sp1g04660.1	g02231
OG0012766	Sp1g02350.1	g01963
OG0012767	Sp7g16260.1	g22652
OG0012768	Sp5g08620.1	g11383
OG0012769	Sp2g05030.1	g25143
OG0012770	Sp1g00990.1	g01798
OG0012771	Sp4g22650.1	g12619
OG0012772	Sp4g16890.1	g03359
OG0012773	Sp3g08590.1	g06019
OG0012774	Sp2g13560.1	g14614
OG0012775	Sp6g06300.1	g20645
OG0012775	Sp7g21730.1	g10452
OG0012776	Sp1g13590.1	g10055
OG0012777	Sp5g29080.1	g04142
OG0012778	Sp4g05950.1	g27363
OG0012779	Sp1g41160.1	g27966
OG0012780	Sp5g14280.1	g12843
OG0012781	Sp7g24240.1	g10195
OG0012783	Sp5g30310.1	g19826
OG0012784	Sp5g27950.1	g04051
OG0012785	Sp6g19880.1	g16919
OG0012786	Sp7g12310.1	g23163
OG0012787	Sp4g10930.1	g07143
OG0012788	Sp7g17550.1, Sp6g04610.1	g31436
OG0012789	Sp6g39580.1	g19390
OG0012790	Sp5g10390.1	g14840
OG0012791	Sp2g29210.1	g07333
OG0012792	Sp5g08380.1	g11412
OG0012793	Sp3g04620.1	g06357
OG0012794	Sp6g02150.1	g09124
OG0012795	Sp4g02700.1	g08729
OG0012796	Sp1g22580.1	g08130
OG0012797	Sp4g08400.1	g29604
OG0012798	Sp6g20170.1	g16952, g16954
OG0012799	Sp5g35700.1	g31508
OG0012800	Sp6g39640.1	g19398
OG0012801	Sp4g26770.1	g28052
OG0012802	Sp1g00070.1	g01687
OG0012804	Sp7g36560.1	g02811
OG0012805	Sp5g32900.1	g01333
OG0012806	Sp1g07910.1	g18167
OG0012807	Sp1g10520.1	g04894
OG0012809	Sp4g28100.1	g09733
OG0012810	Sp1g10250.1	g04918
OG0012811	Sp6g23440.1	g12011
OG0012812	Sp6g40370.1	g19496
OG0012813	Sp3g23350.1	g32167
OG0012814	Sp7g02180.1	g26778
OG0012815	Sp5g16320.1	g11894
OG0012816	Sp1g09950.1	g04956
OG0012817	Sp1g27270.1	g27580
OG0012819	Sp1g16570.1	g13991
OG0012820	Sp2g26070.1	g12293
OG0012821	Sp5g16260.1	g11886
OG0012822	Sp6g19490.1	g16873
OG0012823	Sp5g27940.1	g04049
OG0012824	Sp3g08430.1	g06036
OG0012825	Sp4g23670.1	g24477
OG0012826	Sp6g11280.1	g27081
OG0012827	Sp3g21090.1	g26617, g27160
OG0012828	Sp6g06640.1	g27784
OG0012829	Sp7g19100.1	g05229
OG0012830	Sp5g31870.1	g01228
OG0012831	Sp3g14420.1	g06614
OG0012832	Sp7g30080.1	g00738
OG0012833	Sp7g30670.1	g00676
OG0012834	Sp4g24270.1	g17272
OG0012835	Sp5g02410.1	g05534
OG0012836	Sp3g28430.1	g14208
OG0012838	Sp2g14960.1	g19588
OG0012839	Sp2g30710.1	g07173
OG0012840	Sp3g22980.1	g23364
OG0012841	Sp3g33040.1	g20926
OG0012842	Sp3g12960.1	g06776
OG0012843	Sp3g30150.1	g23247
OG0012844	Sp1g36750.1	g15276
OG0012845	Sp7g30780.1	g32214
OG0012846	Sp2g29500.1	g07302
OG0012847	Sp3g07590.1	g11672
OG0012848	Sp2g13030.1	g14544
OG0012849	SpUn0826_0010.1	g29132
OG0012850	Sp4g17210.1	g03383
OG0012851	Sp2g16480.1	g20545
OG0012852	Sp7g35080.1	g02976
OG0012853	Sp1g05090.1	g02275
OG0012854	Sp6g16000.1	g09461
OG0012855	Sp3g10130.1	g05848
OG0012856	Sp4g18890.1	g03564
OG0012857	Sp3g30970.1	g22171
OG0012858	Sp4g13790.1	g07884
OG0012859	Sp4g01040.1	g28084
OG0012860	Sp1g23060.1	g08175
OG0012861	Sp6g28830.1	g00249
OG0012862	Sp4g10270.1	g26212
OG0012863	Sp3g12210.1	g06857
OG0012864	Sp1g20340.1	g13721
OG0012865	Sp2g21240.1	g17864
OG0012866	Sp7g10720.1	g19964
OG0012867	Sp4g21890.1	g12522
OG0012868	Sp5g08110.1	g11447
OG0012869	Sp7g25830.1	g04467
OG0012870	Sp3g13440.1	g06718
OG0012871	Sp3g23740.1	g17459
OG0012872	Sp7g13760.1	g20273
OG0012874	Sp6g04000.1	g21446
OG0012875	Sp1g16660.1	g13980
OG0012876	Sp2g25690.1	g12242
OG0012877	Sp5g07930.1	g11468
OG0012878	Sp6g17660.1	g09251
OG0012879	Sp4g21470.1	g12467
OG0012880	Sp5g20510.1	g24349
OG0012881	Sp7g11910.1	g21386
OG0012882	Sp2g15850.1	g20768
OG0012883	Sp6g22820.1	g11924
OG0012884	Sp5g32650.1	g01307
OG0012885	Sp3g03610.1	g06231
OG0012886	Sp6g27240.1	g25803
OG0012888	Sp7g12080.1	g23151
OG0012889	Sp6g31750.1	g10656
OG0012890	Sp3g04560.1	g06346
OG0012891	Sp4g16720.1	g03342
OG0012892	Sp3g00240.1	g02662
OG0012893	Sp1g26410.1	g18787
OG0012894	Sp7g34600.1	g03028
OG0012895	Sp2g00050.1	g27009
OG0012896	Sp4g16840.1	g03353
OG0012897	Sp7g11860.1	g21378
OG0012898	Sp3g20620.1	g11610
OG0012899	Sp1g41510.1	g24587, g24576
OG0012900	Sp4g00790.1	g23972
OG0012901	Sp5g33970.1	g01455
OG0012902	Sp3g07510.1	g11688
OG0012903	Sp4g03750.1	g22335
OG0012904	Sp1g39320.1	g15108
OG0012905	Sp5g33700.1	g01421
OG0012906	Sp1g39190.1	g15122
OG0012907	Sp7g19620.1	g21738
OG0012908	Sp6g05330.1	g27665
OG0012909	Sp6g13560.1	g08400
OG0012910	Sp2g23210.1	g25271
OG0012911	Sp1g34090.1	g17001
OG0012912	Sp7g31070.1	g00615
OG0012913	Sp6g14550.1	g08285
OG0012914	Sp7g05570.1	g11129
OG0012915	Sp2g11380.1	g16729
OG0012916	Sp4g01350.1	g21674
OG0012917	Sp2g15690.1	g20750
OG0012918	Sp1g09700.1	g05003, g05004
OG0012919	Sp4g15570.1	g03222
OG0012920	Sp2g24740.1	g10792
OG0012921	Sp2g12110.1	g07831
OG0012922	Sp1g07040.1	g18262
OG0012923	Sp1g00840.1	g01774
OG0012924	Sp7g01110.1	g26880
OG0012925	Sp6g06490.1, Sp1g06470.1	g02434
OG0012927	Sp4g12260.1	g06953
OG0012928	Sp2g08990.1	g29133
OG0012929	Sp1g26310.1	g18778
OG0012930	Sp5g09470.1	g20440
OG0012931	Sp7g31760.1	g00539
OG0012932	Sp4g02460.1	g08693
OG0012933	Sp7g11790.1	g21368
OG0012934	Sp7g34720.1	g03014
OG0012935	Sp6g33320.1	g19184
OG0012936	Sp5g14160.1	g12858
OG0012937	Sp2g30230.1	g07224
OG0012938	Sp2g24070.1	g27309
OG0012939	Sp2g24340.1	g10847
OG0012940	Sp3g21950.1	g30139
OG0012941	Sp7g34380.1	g03050
OG0012942	Sp1g16380.1	g14010
OG0012943	Sp1g01010.1	g01800
OG0012944	Sp6g39990.1	g19448
OG0012945	Sp7g33650.1	g00319
OG0012946	Sp5g31150.1	g01154
OG0012947	Sp3g08270.1	g06065
OG0012948	Sp4g20670.1	g18384
OG0012949	Sp6g17500.1	g18967
OG0012950	SpUn0479_0010.1	g02203
OG0012951	Sp3g20860.1	g29427
OG0012952	Sp7g17940.1	g15418
OG0012953	Sp6g27790.1	g00137
OG0012954	Sp6g15810.1	g09481
OG0012955	Sp1g10150.1	g04932
OG0012956	Sp4g17360.1	g03404
OG0012957	Sp3g17250.1	g22487
OG0012958	Sp6g34200.1	g30597, g19079
OG0012959	Sp6g27090.1	g00063
OG0012960	Sp4g20000.1	g03693
OG0012961	Sp1g24040.1	g12930
OG0012962	Sp6g20710.1	g11062
OG0012963	Sp1g36490.1	g15250
OG0012964	Sp1g37550.1	g25598
OG0012965	Sp1g03100.1	g02059
OG0012966	Sp4g23710.1	g24472
OG0012967	Sp6g15780.1	g09486
OG0012969	Sp1g16130.1	g25879
OG0012970	Sp1g04710.1	g02235
OG0012971	Sp6g15090.1	g08214
OG0012972	Sp6g07430.1	g28405
OG0012973	Sp6g24050.1	g12080
OG0012974	Sp6g01760.1	g09177
OG0012975	Sp4g05890.1	g31495
OG0012976	Sp1g19930.1	g13765
OG0012977	Sp1g24900.1	g13031
OG0012978	Sp3g34040.1	g25801
OG0012979	Sp3g07600.1	g11671
OG0012981	Sp6g13050.1, Sp6g13070.1	g08460
OG0012982	Sp5g00150.1	g30187
OG0012983	Sp7g21180.1, Sp4g08640.1	g22378
OG0012984	Sp5g23280.1	g14775
OG0012985	Sp6g14070.1	g08345
OG0012986	Sp7g21340.1	g14310
OG0012987	Sp3g06960.1	g11755, g11751
OG0012988	Sp1g13420.1	g10081
OG0012989	Sp4g24940.1	g17369
OG0012990	Sp6g21080.1	g11020
OG0012991	Sp7g25770.1	g04474
OG0012992	Sp6g22720.1	g27124
OG0012993	Sp1g13900.1	g10025
OG0012994	Sp6g21820.1	g10924
OG0012995	Sp4g27410.1	g09810
OG0012996	Sp4g19150.1	g14053
OG0012997	Sp3g31930.1	g21993
OG0012998	Sp4g29910.1	g09523
OG0012999	Sp4g04790.1	g08246
OG0013002	Sp6g04080.1	g21457
OG0013003	Sp1g10000.1	g04949
OG0013004	Sp3g23420.1	g16409
OG0013005	Sp7g28270.1	g04187
OG0013006	Sp4g03080.1	g08776
OG0013007	Sp7g01970.1	g16425
OG0013009	Sp3g00480.1	g02640
OG0013010	SpUn0487_0010.1	g19519
OG0013011	Sp6g32930.1	g10516
OG0013012	Sp2g30200.1	g07227
OG0013013	Sp6g12030.1	g25508
OG0013014	Sp7g29930.1	g00759
OG0013015	Sp7g29250.1	g11565, g00859
OG0013016	Sp1g03840.1	g02132
OG0013017	Sp2g24040.1	g27312
OG0013018	SpUn0446_0010.1, SpUn0297_0010.1	g20258
OG0013020	Sp2g26840.1	g12390
OG0013021	Sp7g31960.1	g00518
OG0013022	Sp3g09950.1	g05866
OG0013023	Sp6g14480.1	g08291
OG0013024	Sp6g24160.1	g12092
OG0013025	Sp3g33270.1	g20898
OG0013026	Sp1g37890.1	g21897
OG0013027	Sp7g14840.1	g23107
OG0013028	Sp1g12280.1	g04697
OG0013029	Sp4g19450.1	g03636
OG0013030	Sp7g15340.1	g17202
OG0013031	Sp2g20850.1	g17931
OG0013032	Sp2g30260.1	g07220
OG0013033	Sp5g25930.1	g03817
OG0013034	Sp4g16440.1	g03307
OG0013035	Sp7g31060.1	g00616
OG0013036	Sp3g23370.1	g16417
OG0013037	Sp3g00700.1	g02614
OG0013038	Sp1g39060.1	g15136
OG0013039	Sp1g35530.1	g17408
OG0013040	Sp1g14880.1	g09921
OG0013041	Sp7g02140.1	g29866
OG0013042	Sp5g14130.1	g12862
OG0013043	Sp5g26770.1	g03918
OG0013044	Sp5g09730.1	g20472
OG0013045	Sp4g14700.1	g03110
OG0013046	Sp1g37970.1	g21683
OG0013047	Sp3g30930.1	g22177
OG0013048	Sp6g26470.1	g13328
OG0013049	Sp4g26110.1	g18077
OG0013050	Sp2g28190.1	g07456
OG0013051	Sp4g15970.1	g03261
OG0013052	Sp1g02930.1	g02041
OG0013053	Sp6g00380.1	g28768
OG0013054	Sp2g12970.1	g14535
OG0013055	Sp2g14550.1	g23568
OG0013056	Sp1g27900.1	g16036
OG0013057	Sp5g06650.1	g11616
OG0013058	Sp5g07190.1	g11554
OG0013059	Sp4g24870.1	g17360
OG0013060	Sp1g39150.1	g15126
OG0013061	Sp4g02840.1	g08753
OG0013062	Sp4g03410.1	g08826
OG0013063	Sp5g24450.1	g25213
OG0013065	Sp2g25030.1	g12176
OG0013066	Sp7g13750.1	g11262
OG0013067	Sp1g27000.1	g27541
OG0013068	Sp1g01580.1	g01864
OG0013069	Sp1g34500.1, SpUn0102_0020.1	g19006
OG0013070	Sp4g22220.1	g12558
OG0013071	Sp4g15880.1	g03252
OG0013072	Sp1g17370.1	g13897
OG0013073	Sp7g35860.1	g02896
OG0013074	Sp4g25120.1	g17391
OG0013075	Sp2g27470.1	g07554
OG0013076	Sp3g14880.1	g06552
OG0013077	Sp6g07500.1	g28418
OG0013078	Sp2g23580.1	g27771
OG0013079	Sp1g33330.1	g23537
OG0013080	Sp6g41080.1	g27907
OG0013081	Sp1g03130.1	g02061
OG0013082	Sp7g29730.1	g00786
OG0013083	Sp2g28810.1	g07379
OG0013084	Sp4g28110.1	g09732
OG0013085	Sp4g11910.1	g07006
OG0013086	Sp2g21470.1	g21848
OG0013087	Sp4g06990.1	g18659
OG0013088	Sp5g30280.1	g01053
OG0013090	Sp7g03070.1	g25020
OG0013091	Sp5g19930.1	g27819
OG0013092	Sp1g27630.1	g32007, g16071
OG0013093	Sp6g27880.1	g00149
OG0013094	Sp4g20790.1	g18402
OG0013095	Sp2g13860.1	g14664
OG0013096	Sp1g29720.1	g25038
OG0013097	Sp4g11060.1	g07123
OG0013098	Sp2g08830.1	g17524
OG0013099	Sp5g21300.1	g22082
OG0013100	Sp6g17970.1	g23471
OG0013101	Sp4g02380.1	g29934
OG0013102	Sp6g35280.1	g23880
OG0013103	Sp3g18810.1	g11166
OG0013104	Sp6g06200.1	g20660
OG0013105	Sp3g02340.1	g26839
OG0013106	Sp7g36730.1	g12285, g02786
OG0013107	Sp7g31280.1	g00593
OG0013108	Sp5g32790.1	g01321
OG0013109	Sp3g06330.1	g11825
OG0013110	Sp6g22530.1	g27278
OG0013111	Sp5g07280.1	g11541
OG0013112	Sp4g19940.1	g03686
OG0013113	Sp2g11200.1	g07690
OG0013114	Sp5g17620.1	g27346
OG0013115	Sp3g00560.1	g02633
OG0013116	Sp7g03270.1	g06456
OG0013117	Sp7g10530.1	g19942
OG0013118	Sp3g24080.1	g29628
OG0013119	Sp4g12370.1	g06937
OG0013120	Sp3g03770.1	g06253
OG0013121	Sp3g13120.1	g06758
OG0013122	Sp5g31910.1	g01231
OG0013123	Sp3g22280.1	g20050, g28477
OG0013124	Sp1g15330.1	g09870
OG0013125	Sp1g26740.1	g18829
OG0013126	Sp6g04040.1, SpUn0051_0020.1	g21453
OG0013127	Sp6g20440.1	g16984
OG0013128	Sp4g23620.1	g24485
OG0013129	Sp7g37170.1	g02734
OG0013131	Sp4g15980.1	g03262
OG0013132	Sp1g05180.1	g02287
OG0013133	Sp3g04340.1	g06321
OG0013134	Sp1g17060.1	g13934
OG0013135	Sp6g02980.1	g09047
OG0013136	Sp5g27710.1	g04023
OG0013137	Sp1g20280.1	g13729
OG0013139	Sp5g02040.1	g05492
OG0013140	Sp5g25790.1	g03804
OG0013141	SpUn0217_0010.1, Sp1g03450.1	g02093
OG0013142	Sp7g11820.1	g21374
OG0013143	Sp2g17110.1	g18916
OG0013144	Sp3g03590.1	g06226
OG0013145	Sp5g13640.1	g16692
OG0013146	Sp5g27280.1	g03974
OG0013147	Sp7g17170.1	g17167
OG0013148	Sp1g28340.1	g15990
OG0013149	Sp2g27880.1	g07491
OG0013150	Sp3g09160.1	g05962
OG0013151	Sp2g25220.1	g12196
OG0013152	Sp7g22760.1	g10345
OG0013153	Sp1g38130.1	g21925
OG0013154	Sp1g16230.1	g14030
OG0013155	Sp5g28070.1	g04062
OG0013156	Sp6g00350.1	g28764
OG0013157	Sp6g31090.1	g10723
OG0013158	Sp2g09060.1	g29123
OG0013159	Sp2g08090.1	g31497
OG0013160	Sp3g32370.1	g22672
OG0013161	Sp5g13360.1	g16713
OG0013162	Sp6g22940.1	g11938
OG0013163	Sp1g14000.1	g31657
OG0013164	Sp7g30310.1	g04314
OG0013165	Sp6g06830.1	g25318
OG0013166	Sp2g00020.1	g27015
OG0013167	Sp6g13740.1	g08385
OG0013168	Sp3g09140.1	g05964
OG0013169	Sp4g15660.1	g03234
OG0013170	Sp7g08140.1	g29465
OG0013172	Sp3g02350.1	g26838
OG0013173	Sp5g35990.1	g01675
OG0013174	Sp2g05110.1	g28150
OG0013175	Sp5g00910.1	g05334
OG0013176	Sp2g22630.1	g14173
OG0013177	Sp7g06520.1	g16340
OG0013178	Sp2g24710.1	g10795
OG0013179	Sp4g29880.1	g09526
OG0013180	Sp6g31490.1	g10684
OG0013181	Sp1g36070.1	g24331
OG0013182	Sp2g27660.1	g07519
OG0013183	Sp4g21510.1	g12471
OG0013185	Sp4g00950.1	g28098
OG0013186	Sp1g36830.1	g15286
OG0013187	Sp1g06780.1	g18283
OG0013188	Sp3g07980.1	g06092
OG0013189	Sp7g05960.1	g28392
OG0013190	Sp7g22170.1	g10405
OG0013191	Sp5g11870.1	g15011
OG0013192	Sp3g05810.1	g06495
OG0013193	Sp1g10580.1	g04891
OG0013194	Sp1g02260.1	g01950
OG0013195	Sp6g23170.1	g11978
OG0013196	Sp2g16260.1	g20511
OG0013197	Sp1g04310.1	g02184
OG0013198	Sp6g02600.1	g09076
OG0013199	Sp2g05020.1	g25144
OG0013200	Sp6g21970.1	g10911
OG0013201	Sp5g20610.1	g24362
OG0013202	Sp1g32440.1	g23485
OG0013203	Sp4g10130.1	g26236
OG0013204	Sp3g13180.1	g06748
OG0013205	Sp6g41090.1	g27906
OG0013206	Sp2g24470.1	g10825
OG0013207	Sp5g01460.1	g05409
OG0013208	Sp4g14960.1	g03148
OG0013209	Sp1g02120.1	g01937
OG0013210	Sp5g25330.1	g03758
OG0013211	Sp1g40910.1	g27939
OG0013212	Sp4g28680.1	g09662
OG0013213	Sp7g35900.1	g02891
OG0013214	Sp2g18360.1	g28139
OG0013215	Sp2g17000.1	g18946
OG0013216	Sp7g27410.1	g04278
OG0013217	Sp1g01200.1	g01819
OG0013218	Sp3g10170.1	g05844
OG0013219	Sp2g19870.1	g27703
OG0013220	Sp5g00420.1	g05272
OG0013221	Sp4g08120.1	g24219
OG0013223	Sp3g07310.1	g11708
OG0013224	Sp1g16290.1	g14024
OG0013225	SpUn0001_0840.1, Sp6g20760.1	g11055
OG0013226	Sp6g14050.1	g08347
OG0013227	Sp7g13790.1	g22863
OG0013228	Sp2g19240.1	g28945
OG0013229	Sp7g26060.1	g04442
OG0013230	Sp6g02540.1	g09082
OG0013231	Sp1g27760.1	g16052
OG0013232	Sp3g27460.1	g21261
OG0013233	SpUn0108_0010.1, Sp5g19610.1	g26086
OG0013234	Sp2g09170.1	g28609
OG0013235	Sp4g00670.1	g23959
OG0013236	Sp2g02510.1	g17784, g17787
OG0013237	Sp1g03810.1	g02127
OG0013238	Sp3g12650.1	g06811
OG0013239	Sp5g29280.1	g00941, g00943
OG0013240	Sp5g31260.1	g01164
OG0013241	Sp7g32020.1	g00512
OG0013242	Sp2g21950.1	g14081
OG0013243	Sp2g21080.1	g17887
OG0013244	Sp6g29240.1	g19210
OG0013245	Sp1g27820.1	g16047
OG0013246	Sp3g27730.1	g19674
OG0013247	Sp6g13730.1	g08386
OG0013248	Sp1g09350.1	g05038
OG0013249	Sp1g28030.1, Sp7g13910.1	g28777
OG0013250	Sp3g28230.1	g19419
OG0013251	Sp1g11955.1	g04705
OG0013252	Sp4g19680.1	g03660
OG0013253	Sp6g31890.1	g10641
OG0013254	Sp3g27020.1	g21300
OG0013255	Sp5g11810.1	g15006
OG0013256	Sp5g08550.1	g11392
OG0013257	Sp5g25770.1	g03802
OG0013258	Sp1g19740.1	g13789
OG0013259	Sp2g30770.1	g07167
OG0013260	Sp6g24650.1	g12145
OG0013261	Sp2g06560.1	g24789
OG0013262	Sp6g05100.1	g30083
OG0013263	Sp6g31730.1	g10658
OG0013264	Sp3g07750.1	g11654
OG0013265	Sp6g18980.1	g16810
OG0013266	Sp3g23560.1	g16392
OG0013267	Sp7g08290.1	g24811
OG0013268	Sp4g29950.1	g09516
OG0013269	Sp7g29310.1	g00853
OG0013270	Sp1g11010.1	g04837
OG0013271	Sp5g07490.1	g11516
OG0013272	Sp1g38340.1	g21954
OG0013273	Sp7g33500.1	g00337
OG0013274	Sp2g07420.1	g22128
OG0013275	Sp5g21420.1	g22065
OG0013276	Sp5g20120.1	g08512
OG0013277	Sp4g21430.1	g12463
OG0013278	Sp5g06140.1	g21227
OG0013279	Sp5g09480.1	g20441
OG0013280	Sp6g36940.1	g15517
OG0013281	Sp2g16680.1	g20577
OG0013282	Sp7g37540.1	g02696
OG0013283	Sp1g29400.1	g27252
OG0013284	Sp6g19130.1	g16827
OG0013285	Sp5g13720.1	g16684
OG0013286	Sp4g08190.1	g07636
OG0013287	Sp2g20190.1	g27875
OG0013288	Sp1g22290.1	g26676
OG0013289	Sp5g02970.1	g25376
OG0013290	Sp1g27650.1	g16069
OG0013291	Sp2g00640.1	g22991
OG0013292	Sp2g27960.1	g07481
OG0013293	Sp3g03170.1	g06169
OG0013294	Sp7g18490.1	g05151
OG0013295	Sp1g07720.1	g18188
OG0013296	Sp6g17380.1	g09276
OG0013297	Sp5g05120.1	g16645
OG0013298	Sp2g02290.1	g08365
OG0013299	Sp2g23760.1	g27749
OG0013300	Sp1g17780.1	g13847
OG0013301	Sp3g17820.1	g22561
OG0013302	Sp3g23430.1	g16408
OG0013303	Sp1g07890.1	g18169
OG0013304	Sp1g33590.1	g17056
OG0013305	Sp5g21310.1	g22078
OG0013306	Sp2g17760.1	g08580
OG0013307	Sp3g13160.1	g06754
OG0013308	Sp6g01190.1	g19751
OG0013310	Sp7g02570.1	g24674
OG0013311	Sp6g37140.1	g25993
OG0013312	Sp5g27970.1	g04053
OG0013313	Sp5g01030.1	g05356
OG0013314	Sp2g23820.1	g27742
OG0013315	Sp7g01150.1	g26885
OG0013316	Sp5g28610.1, Sp3g30520.1	g04091
OG0013317	Sp1g18280.1	g13511
OG0013318	Sp1g07270.1	g18239
OG0013319	Sp6g13980.1	g08354
OG0013320	Sp6g31340.1	g10701
OG0013321	Sp1g38960.1	g15153
OG0013322	Sp3g02750.1	g26783
OG0013323	Sp1g00410.1	g01721
OG0013324	Sp6g30190.1, Sp6g30180.1	g19315
OG0013325	Sp6g37670.1	g26051
OG0013326	Sp6g01060.1	g19737
OG0013327	Sp1g00800.1	g01770
OG0013328	Sp4g10860.1	g07151
OG0013329	Sp6g00720.1	g19780
OG0013330	Sp3g33500.1	g20863
OG0013331	Sp7g34730.1	g03012
OG0013332	Sp2g23400.1	g29089
OG0013333	Sp7g27070.1	g04327
OG0013334	Sp3g13390.1	g06724
OG0013335	Sp1g04800.1, Sp1g04950.1	g02244
OG0013336	Sp1g04280.1	g02181
OG0013337	Sp7g17520.1	g15364
OG0013338	Sp5g27730.1	g04025
OG0013339	Sp2g02770.1	g17744
OG0013340	Sp1g36080.1	g24332
OG0013341	Sp3g10880.1	g05758
OG0013342	Sp1g23920.1	g12918
OG0013343	Sp5g26730.1	g03914
OG0013344	Sp1g01860.1	g01901
OG0013345	Sp1g32010.1	g26139
OG0013346	Sp1g07560.1	g18209
OG0013347	Sp5g14930.1	g12753
OG0013348	Sp7g07100.1	g29680
OG0013349	Sp7g35610.1	g02915
OG0013350	Sp5g33940.1	g01453
OG0013351	Sp5g20990.1	g25967
OG0013352	Sp6g24750.1	g12134
OG0013353	Sp5g33830.1	g01440
OG0013354	Sp3g19840.1	g11299
OG0013355	Sp6g12630.1	g25562
OG0013356	Sp6g06740.1	g32055, g32053
OG0013357	Sp3g01190.1	g02565
OG0013358	Sp7g17070.1	g17158
OG0013359	Sp3g02720.1	g26789
OG0013360	Sp1g03490.1	g02098
OG0013361	Sp3g02540.1	g26811
OG0013362	SpUn0003_0070.1	g26503
OG0013363	Sp5g20950.1	g25964
OG0013364	Sp4g17990.1	g03470
OG0013365	Sp3g04480.1	g06334
OG0013366	Sp2g23910.1	g27732
OG0013367	Sp1g39170.1	g15124
OG0013368	Sp7g17910.1	g15414
OG0013369	Sp2g21100.1	g17885
OG0013370	Sp1g25790.1	g26327
OG0013371	Sp1g27150.1	g27556
OG0013372	Sp7g04360.1	g20611
OG0013374	Sp7g05990.1	g16282
OG0013375	Sp2g02890.1	g30244
OG0013376	Sp2g17210.1	g28936
OG0013377	Sp7g15520.1	g15329
OG0013378	Sp5g26710.1	g03912
OG0013379	Sp4g24800.1	g17348
OG0013381	Sp4g23910.1	g24447
OG0013382	Sp1g08440.1	g28865
OG0013383	Sp7g08250.1	g26435
OG0013384	Sp2g00750.1	g22968
OG0013385	Sp5g35630.1	g01636
OG0013386	Sp4g15200.1	g03171
OG0013387	Sp6g41130.1	g27901
OG0013388	Sp2g27020.1	g12413
OG0013389	Sp2g22790.1	g27606
OG0013390	Sp6g02470.1	g09089
OG0013391	Sp5g21610.1	g08570
OG0013392	Sp2g28250.1	g07450
OG0013393	Sp6g35820.1	g15646
OG0013394	Sp6g32000.1	g10630
OG0013395	Sp7g12480.1	g23186
OG0013396	Sp1g23610.1	g26723
OG0013397	Sp3g00390.1	g02648
OG0013398	Sp2g18720.1	g15910
OG0013399	Sp2g11250.1	g07695
OG0013400	Sp6g02850.1	g09057
OG0013401	Sp5g08140.1	g11445
OG0013402	Sp2g22830.1	g27596
OG0013403	Sp6g16790.1	g09355
OG0013404	Sp7g31220.1	g00601
OG0013405	Sp1g35250.1	g17445
OG0013406	Sp4g13410.1	g25739
OG0013407	Sp5g02280.1	g05521
OG0013408	Sp5g35720.1	g01644
OG0013409	Sp6g15910.1	g09470
OG0013410	Sp1g16310.1	g14022
OG0013411	Sp6g13840.1	g08379
OG0013412	Sp5g31200.1	g01159
OG0013413	Sp3g22210.1	g20042
OG0013414	Sp1g28900.1	g17672
OG0013415	Sp1g28520.1	g16018
OG0013416	Sp6g38370.1	g15746
OG0013417	Sp6g11760.1	g31952
OG0013418	Sp1g19250.1	g13388
OG0013419	Sp2g30390.1	g07211
OG0013420	Sp2g27590.1	g07539
OG0013421	Sp3g09380.1	g05937
OG0013422	Sp2g14100.1	g13828
OG0013423	Sp1g05200.1	g32291
OG0013424	Sp6g34010.1	g19105
OG0013425	Sp6g12710.1	g08483
OG0013426	Sp3g05870.1	g06502
OG0013427	Sp7g18470.1	g05149
OG0013428	Sp5g34900.1	g01553
OG0013429	Sp3g18960.1	g11184
OG0013430	Sp1g22490.1	g08122
OG0013431	Sp7g36180.1	g02853
OG0013432	Sp5g35240.1	g01596
OG0013433	Sp4g09290.1	g30801
OG0013434	Sp1g05530.1	g02321
