Orthogroup	Thellungiella_parvula	Arabidopsis_lyrata
OG0016720	Sp3g23440.1	fgenesh2_kg.3__2818__AT2G04850.1
OG0016721	Sp1g15150.1	fgenesh1_pg.C_scaffold_1001534
OG0016722	Sp2g15920.1	fgenesh2_kg.5__446__AT3G26782.1
OG0016723	Sp6g36930.1	Al_scaffold_0006_516
OG0016724	Sp7g27610.1	fgenesh2_kg.7__1213__AT4G29800.1
OG0016725	Sp2g27600.1	Al_scaffold_0008_2995
OG0016726	Sp7g15980.1	scaffold_702622.1
OG0016727	Sp2g17820.1	fgenesh1_pg.C_scaffold_5000687
OG0016728	Sp4g24400.1	fgenesh2_kg.4__2371__AT2G42220.1
OG0016731	Sp2g16970.1	fgenesh2_kg.5__573__AT3G27925.1
OG0016732	Sp6g22170.1	scaffold_802695.1
OG0016733	Sp2g00670.1	fgenesh2_kg.2__81__AT1G64040.1
OG0016734	Sp5g35390.1	scaffold_203025.1
OG0016735	Sp2g24690.1	fgenesh1_pm.C_scaffold_8001733
OG0016736	Sp7g11360.1	fgenesh2_kg.7__2980__AT4G13650.1
OG0016737	Sp1g27430.1	fgenesh2_kg.1__3314__AT1G31750.1
OG0016739	Sp7g30250.1	scaffold_700945.1
OG0016740	Sp6g21120.1	scaffold_802574.1
OG0016742	Sp4g19830.1	scaffold_402395.1
OG0016743	Sp1g28390.1	fgenesh1_pm.C_scaffold_1002601
OG0016744	Sp3g03970.1	fgenesh2_kg.3__499__AT3G05150.1
OG0016745	Sp4g13510.1	fgenesh2_kg.4__1089__AT2G31040.1
OG0016746	Sp4g23190.1	fgenesh2_kg.4__2208__AT2G40860.1
OG0016747	Sp6g17350.1	fgenesh2_kg.8__1446__AT5G55470.1
OG0016748	Sp7g17280.1	fgenesh2_kg.8__201__AT5G45940.1
OG0016750	Sp2g20530.1	scaffold_602917.1
OG0016752	Sp1g21360.1	fgenesh2_kg.1__2617__AT1G24030.2
OG0016755	Sp7g26920.1	fgenesh2_kg.7__1293__AT4G28980.1
OG0016756	Sp3g24180.1, Sp2g07510.1	Al_scaffold_0005_1013, fgenesh2_kg.3__927__AT3G09130.1
OG0016757	Sp3g10970.1	fgenesh2_kg.3__1345__AT3G12810.1
OG0016758	Sp2g28020.1	scaffold_803221.1
OG0016759	Sp7g08310.1	scaffold_800959.1
OG0016760	Sp2g24730.1	fgenesh2_kg.8__2129__AT5G61530.1
OG0016761	Sp6g32400.1	fgenesh1_pm.C_scaffold_6000863
OG0016762	Sp5g22500.1	scaffold_201563.1
OG0016763	Sp7g00020.1	scaffold_703716.1
OG0016764	Sp4g26070.1	fgenesh2_kg.4__2577__AT2G43980.1
OG0016765	Sp6g23530.1	fgenesh2_kg.6__2145__AT5G20990.1
OG0016766	Sp3g19600.1	scaffold_302575.1
OG0016767	Sp4g00890.1	fgenesh1_pm.C_scaffold_4000079
OG0016770	Sp5g08300.1	fgenesh2_kg.5__1798__AT3G54090.1
OG0016771	Sp3g09210.1	scaffold_703883.1, fgenesh1_pg.C_scaffold_3000984
OG0016772	SpUn0002_0310.1	fgenesh2_kg.1__4702__AT1G54730.2
OG0016773	Sp5g00180.1	fgenesh1_pm.C_scaffold_5002305
OG0016774	Sp7g34560.1	fgenesh1_pm.C_scaffold_7000305
OG0016775	Sp1g38010.1	scaffold_104896.1
OG0016777	Sp1g32910.1	fgenesh2_kg.1__3735__AT1G43790.1
OG0016778	Sp2g24010.1	fgenesh2_kg.6__2302__AT5G23110.1
OG0016779	Sp7g17790.1	fgenesh2_kg.7__2382__AT4G19060.1
OG0016780	Sp2g09940.1	fgenesh2_kg.8__283__AT5G45120.1
OG0016781	Sp6g35900.1	fgenesh2_kg.6__650__AT5G06970.1
OG0016782	Sp6g17560.1	fgenesh2_kg.8__1468__AT5G55640.1
OG0016783	Sp4g21080.1	Al_scaffold_0004_2444
OG0016784	Sp6g35330.1	scaffold_600759.1
OG0016786	Sp3g05420.1	fgenesh2_kg.3__654__AT3G06480.1
OG0016788	Sp3g18440.1	fgenesh2_kg.3__2268__AT3G20430.1
OG0016789	Sp6g31280.1	fgenesh2_kg.6__1216__AT5G12360.1
OG0016790	Sp3g11090.1	fgenesh2_kg.3__1358__AT3G12950.1
OG0016791	Sp2g22210.1	fgenesh2_kg.6__2518__AT5G25330.1
OG0016793	Sp7g00830.1	fgenesh2_kg.7__3303__AT5G41070.1
OG0016794	Sp3g01050.1	fgenesh1_pm.C_scaffold_3000098
OG0016795	Sp2g24950.1	fgenesh2_kg.8__2157__AT5G61750.1
OG0016796	Sp3g05600.1	fgenesh2_kg.3__675__AT3G66652.1
OG0016797	Sp5g34170.1	fgenesh2_kg.2__2213__AT1G79120.1
OG0016798	Sp6g37370.1	fgenesh2_kg.6__474__AT5G05480.1
OG0016799	Sp2g16310.1	fgenesh2_kg.8__637__AT5G42120.1
OG0016800	Sp4g18660.1	Al_scaffold_0004_2138
OG0016801	Sp6g20230.1	fgenesh2_kg.8__1791__AT5G58540.1
OG0016802	Sp4g00710.1	Al_scaffold_0004_72
OG0016803	Sp2g30660.1	fgenesh1_pg.C_scaffold_472000001
OG0016804	Sp5g03220.1	fgenesh2_kg.5__2454__AT3G59960.1
OG0016805	Sp2g07950.1	scaffold_800768.1
OG0016806	Sp4g07550.1	fgenesh2_kg.4__570__AT2G26510.1
OG0016808	Sp5g29580.1	Al_scaffold_0002_2143
OG0016809	Sp7g19820.1	fgenesh1_pg.C_scaffold_7001785
OG0016810	Sp4g20010.1	fgenesh1_pg.C_scaffold_4001848, fgenesh1_pg.C_scaffold_4001851
OG0016811	Sp1g34360.1	scaffold_104289.1
OG0016812	Sp4g04630.1	scaffold_400681.1
OG0016813	Sp1g12720.1	fgenesh2_kg.1__1561__AT1G14350.1
OG0016815	Sp4g28390.1	fgenesh2_kg.4__2848__AT2G46360.1
OG0016816	Sp4g17340.1	scaffold_402107.1
OG0016817	Sp2g27650.1	fgenesh2_kg.8__2487__AT5G64580.1
OG0016818	Sp5g12920.1	fgenesh2_kg.5__1265__AT3G49160.1
OG0016819	Sp1g02390.1	scaffold_100288.1
OG0016820	Sp6g37360.1	fgenesh1_pm.C_scaffold_6000400
OG0016821	Sp1g41030.1	scaffold_105326.1
OG0016822	Sp2g06550.1	Al_scaffold_0001_5170
OG0016824	Sp1g41840.1	fgenesh2_kg.1__4644__AT1G56200.1
OG0016825	Sp4g02655.1, Sp4g02650.1	scaffold_400354.1
OG0016826	Sp2g09810.1	scaffold_800430.1, scaffold_800456.1
OG0016827	Sp7g28580.1	fgenesh1_pm.C_scaffold_7000876
OG0016828	Sp5g11070.1	fgenesh2_kg.5__1460__AT3G51140.1
OG0016829	Sp4g17290.1	fgenesh2_kg.4__1526__AT2G35010.2
OG0016830	Sp4g01260.1	scaffold_400172.1
OG0016831	Sp4g09050.1	fgenesh2_kg.8__1006__AT5G51200.1
OG0016832	Sp7g36280.1	fgenesh2_kg.7__173__AT4G39610.1
OG0016833	Sp1g06660.1	scaffold_100820.1
OG0016834	Sp1g32530.1	fgenesh2_kg.1__3723__AT1G43630.1
OG0016835	Sp6g03530.1	scaffold_603900.1
OG0016836	Sp2g24000.1	fgenesh2_kg.6__2303__AT5G23120.1
OG0016837	Sp5g35960.1	scaffold_500734.1
OG0016838	Sp5g17840.1	Al_scaffold_0005_1053
OG0016839	Sp4g01320.1	fgenesh2_kg.4__151__AT2G22270.1
OG0016840	Sp1g40540.1	fgenesh1_pm.C_scaffold_1003496
OG0016841	Sp3g10560.1	scaffold_301418.1
OG0016842	Sp3g12670.1	fgenesh2_kg.3__1556__AT3G14380.1
OG0016843	Sp7g18670.1	fgenesh1_pm.C_scaffold_7001766
OG0016844	Sp5g29250.1	scaffold_202344.1
OG0016845	Sp3g17320.1	fgenesh2_kg.3__2140__AT3G19240.1
OG0016846	Sp2g27130.1	fgenesh2_kg.8__2417__AT5G64060.1
OG0016847	Sp6g32540.1	scaffold_601109.1
OG0016848	Sp6g02010.1	Al_scaffold_0004_731
OG0016849	Sp1g01510.1	fgenesh2_kg.1__156__AT1G02420.1
OG0016850	Sp5g28210.1	fgenesh2_kg.2__1586__AT1G73240.1
OG0016851	Sp3g18890.1	scaffold_302492.1
OG0016852	Sp5g16170.1	scaffold_501366.1
OG0016853	Sp1g27850.1	fgenesh2_kg.1__3353__AT1G32180.1
OG0016854	Sp6g31270.1	fgenesh2_kg.6__1219__AT5G12370.1
OG0016855	Sp7g26650.1	fgenesh2_kg.7__1327__AT4G28680.1
OG0016856	Sp1g10240.1	fgenesh2_kg.1__1254__AT1G11630.1
OG0016857	Sp5g22980.1	scaffold_201651.1
OG0016858	Sp7g17380.1	fgenesh2_kg.7__2634__AT4G16745.1
OG0016859	Sp4g21020.1	fgenesh2_kg.4__1939__AT2G38680.1
OG0016860	Sp5g33060.1	fgenesh2_kg.2__2084__AT1G77890.1
OG0016861	Sp1g23700.1	scaffold_103064.1
OG0016864	Sp6g25790.1	fgenesh2_kg.6__1871__AT5G18540.1
OG0016865	Sp6g32750.1	fgenesh2_kg.6__1041__AT5G10710.1
OG0016866	Sp1g32320.1	fgenesh2_kg.1__3710__AT1G43130.1
OG0016867	Sp5g18010.1	fgenesh1_pm.C_scaffold_5000604
OG0016868	Sp5g26500.1	fgenesh1_pm.C_scaffold_2001151
OG0016869	Sp2g25540.1	fgenesh2_kg.8__2230__AT5G62370.1
OG0016870	Sp4g25450.1	fgenesh2_kg.4__2502__AT2G43350.1
OG0016871	Sp3g13880.1	Al_scaffold_0003_1630
OG0016872	Sp3g06470.1	scaffold_300893.1
OG0016873	Sp3g05780.1	fgenesh2_kg.3__700__AT3G06810.1
OG0016874	Sp4g23030.1	scaffold_402866.1
OG0016875	Sp1g26540.1	fgenesh1_pm.C_scaffold_1002482
OG0016877	Sp7g36820.1	scaffold_700100.1
OG0016878	Sp3g26900.1	fgenesh2_kg.3__3009__AT2G13440.1
OG0016879	Sp6g09240.1	Al_scaffold_0006_2986
OG0016880	Sp7g01160.1	fgenesh2_kg.7__3340__AT5G40730.1
OG0016882	Sp4g23640.1	fgenesh2_kg.4__2265__AT2G41342.1
OG0016883	Sp1g22200.1	fgenesh2_kg.1__2704__AT1G26590.1
OG0016884	Sp5g33270.1	fgenesh2_kg.2__2112__AT1G78150.2
OG0016885	Sp6g34930.1	fgenesh2_kg.6__768__AT5G08010.1
OG0016886	Sp1g06540.1	fgenesh2_kg.1__774__AT1G07860.1
OG0016887	Sp1g40070.1	fgenesh2_kg.1__4438__AT1G53560.1
OG0016888	Sp3g21610.1	fgenesh1_pg.C_scaffold_3002304
OG0016889	Sp4g14450.1	scaffold_401753.1
OG0016890	Sp2g25230.1	scaffold_802858.1
OG0016891	Sp2g11410.1	fgenesh2_kg.8__136__AT5G46580.1
OG0016892	Sp2g24820.1	fgenesh2_kg.8__2145__AT5G61610.1
OG0016893	Sp7g29840.1	fgenesh1_pm.C_scaffold_7000752
OG0016894	Sp4g21900.1	fgenesh1_pm.C_scaffold_4001705
OG0016896	Sp3g28310.1	fgenesh2_kg.3__3076__AT2G14890.1
OG0016897	Sp3g16970.1	scaffold_302233.1
OG0016898	Sp1g17460.1	Al_scaffold_0001_2039
OG0016899	Sp6g25800.1	Al_scaffold_0006_1772
OG0016900	Sp7g35170.1	fgenesh2_kg.7__302__AT4G37490.1
OG0016901	Sp4g12470.1	Al_scaffold_0004_1408
OG0016902	Sp5g22030.1	Al_scaffold_0002_1337
OG0016904	Sp7g07370.1	fgenesh2_kg.7__3011__AT5G34850.1
OG0016905	Sp7g32800.1	fgenesh2_kg.7__587__AT4G35030.2
OG0016906	Sp7g03050.1	scaffold_704174.1
OG0016907	Sp5g30750.1	scaffold_202511.1
OG0016908	Sp1g14670.1	fgenesh2_kg.1__1803__AT1G16510.1
OG0016909	Sp4g12710.1	fgenesh2_kg.4__982__AT2G30120.1, fgenesh2_kg.59__1__AT2G30120.1
OG0016910	Sp5g03980.1	scaffold_503103.1
OG0016911	Sp4g07250.1	fgenesh1_pm.C_scaffold_4000487
OG0016913	Sp2g09050.1	fgenesh1_pg.C_scaffold_8000446
OG0016914	Sp2g05760.1	fgenesh2_kg.3__3016__AT2G13650.1
OG0016915	Sp5g24840.1	fgenesh2_kg.2__1233__AT1G69710.1
OG0016916	Sp7g17880.1	fgenesh2_kg.7__2365__AT4G19180.1
OG0016917	Sp5g10170.1	fgenesh1_pm.C_scaffold_5001305
OG0016918	Sp6g33690.1	fgenesh2_kg.6__922__AT5G09680.2
OG0016919	Sp5g24020.1	scaffold_201744.1
OG0016921	Sp6g18080.1	scaffold_19100002.1, scaffold_802167.1
OG0016923	Sp6g41170.1	scaffold_600012.1
OG0016924	Sp3g32290.1	fgenesh1_pg.C_scaffold_3003345
OG0016925	Sp7g21920.1	fgenesh1_pg.C_scaffold_7001549
OG0016926	Sp2g20980.1	fgenesh2_kg.6__2679__AT5G27860.1
OG0016929	Sp5g06840.1	fgenesh2_kg.5__1983__AT3G55630.3
OG0016930	Sp2g07800.1	scaffold_800792.1
OG0016932	Sp1g21670.1	scaffold_102798.1
OG0016933	Sp6g26840.1	fgenesh2_kg.6__1737__AT5G17380.1
OG0016935	Sp4g23830.1	fgenesh2_kg.4__2295__AT2G41550.1
OG0016936	Sp1g10350.1	fgenesh1_pm.C_scaffold_1000982
OG0016937	Sp3g00150.1	fgenesh1_pm.C_scaffold_3000013
OG0016938	Sp3g13330.1	fgenesh1_pm.C_scaffold_3001304
OG0016939	Sp2g30720.1	fgenesh2_kg.8__2843__AT5G65970.1
OG0016940	Sp1g15050.1	fgenesh1_pm.C_scaffold_1001444
OG0016941	Sp1g06000.1	fgenesh2_kg.1__696__AT1G07240.1
OG0016943	Sp1g27050.1	scaffold_103870.1
OG0016944	Sp7g13010.1	scaffold_703087.1
OG0016945	Sp2g14830.1	fgenesh2_kg.5__305__AT3G25570.1
OG0016946	Sp6g24470.1	Al_scaffold_0006_1918
OG0016947	Sp3g01010.1	fgenesh2_kg.3__119__AT3G01100.1
OG0016948	Sp1g20400.1	fgenesh2_kg.1__2499__AT1G22940.1
OG0016949	Sp6g22670.1	fgenesh2_kg.6__2258__AT5G22750.1
OG0016950	Sp2g12330.1	fgenesh1_pm.C_scaffold_8000016
OG0016951	Sp4g17680.1	scaffold_402153.1
OG0016953	Sp5g30130.1	fgenesh1_pg.C_scaffold_2001782
OG0016955	Sp2g16800.1	fgenesh2_kg.5__547__AT3G27670.1
OG0016956	Sp4g02390.1	fgenesh2_kg.4__268__AT2G23380.1
OG0016957	Sp1g09600.1	fgenesh1_pm.C_scaffold_1000913
OG0016958	Sp3g00040.1	fgenesh2_kg.3__7__AT3G02050.1
OG0016959	Sp7g20190.1	fgenesh2_kg.7__2102__AT4G22000.1
OG0016960	Sp2g12240.1	fgenesh2_kg.8__37__AT5G47510.1
OG0016962	Sp1g11900.1	scaffold_101502.1
OG0016963	Sp7g09540.1	fgenesh1_pg.C_scaffold_9000128
OG0016964	Sp1g15650.1	fgenesh2_kg.1__1912__AT1G17510.1
OG0016965	Sp4g18380.1	fgenesh2_kg.4__1650__AT2G36145.1
OG0016966	Sp2g24140.1	scaffold_802719.1
OG0016967	Sp2g09450.1	scaffold_800523.1
OG0016968	Sp7g20590.1	fgenesh2_kg.7__2047__AT4G22550.1
OG0016969	Sp6g27640.1	fgenesh2_kg.6__1640__AT5G16510.2
OG0016972	Sp6g24120.1	scaffold_602126.1
OG0016973	Sp3g31320.1	fgenesh1_pg.C_scaffold_3003170
OG0016974	Sp1g22710.1	fgenesh1_pm.C_scaffold_1002159
OG0016975	Sp3g14980.1	fgenesh2_kg.3__1839__AT3G16710.1
OG0016976	Sp6g41150.1	Al_scaffold_0006_13
OG0016977	Sp2g13110.1	fgenesh2_kg.5__74__AT2G01660.1
OG0016978	Sp7g03740.1	Al_scaffold_0007_3927
OG0016979	Sp5g16010.1	scaffold_501390.1
OG0016982	Sp1g11190.1	scaffold_101377.1
OG0016983	Sp6g06280.1	fgenesh2_kg.6__3085__AT4G11130.1
OG0016984	Sp1g13890.1	scaffold_101739.1
OG0016985	Sp1g02420.1	fgenesh2_kg.1__275__AT1G03457.2
OG0016986	Sp4g19020.1	fgenesh2_kg.4__1717__AT2G36740.1
OG0016987	Sp5g33320.1	fgenesh2_kg.2__2116__AT1G78180.1
OG0016988	SpUn0338_0010.1	fgenesh2_kg.2__867__AT1G66340.1
OG0016989	Sp4g17230.1	Al_scaffold_0004_153, fgenesh2_kg.4__1518__AT2G34930.1
OG0016991	Sp1g39460.1	fgenesh2_kg.1__4366__AT1G52880.1
OG0016994	Sp6g00130.1	scaffold_604303.1
OG0016995	Sp6g06550.1	scaffold_603463.1
OG0016996	Sp7g30280.1	Al_scaffold_0007_844
OG0016997	Sp2g12940.1	fgenesh2_kg.5__59__AT2G01490.1
OG0016998	Sp6g15630.1	fgenesh2_kg.8__1242__AT5G53490.1
OG0017000	Sp2g26320.1	fgenesh2_kg.8__2318__AT5G63180.1
OG0017001	Sp5g00220.1	fgenesh2_kg.5__2831__AT3G63310.1
OG0017002	Sp1g25260.1, Sp3g33470.1	fgenesh1_pm.C_scaffold_3002557
OG0017005	Sp6g09700.1	fgenesh2_kg.6__2876__AT4G08300.1
OG0017006	Sp1g27470.1	scaffold_103525.1
OG0017007	Sp2g01230.1	fgenesh1_pg.C_scaffold_2000130
OG0017008	Sp6g19630.1	scaffold_802382.1
OG0017009	Sp3g04520.1	fgenesh2_kg.3__555__AT3G05630.1
OG0017011	Sp2g29050.1	fgenesh2_kg.8__2651__AT5G67600.1
OG0017014	Sp2g27250.1	fgenesh2_kg.8__2433__AT5G64190.1
OG0017016	Sp4g16020.1	fgenesh2_kg.4__1376__AT2G33680.1
OG0017018	Sp7g02100.1	fgenesh2_kg.7__3422__AT5G39970.1
OG0017019	Sp2g20620.1	scaffold_602902.1
OG0017020	Sp3g08210.1	scaffold_301121.1
OG0017022	Sp1g27230.1	fgenesh2_kg.1__3587__AT1G31430.1
OG0017023	Sp1g07850.1	fgenesh2_kg.1__967__AT1G09240.1
OG0017024	Sp6g15320.1	scaffold_801784.1
OG0017025	Sp6g29390.1	fgenesh2_kg.6__1440__AT5G14650.1
OG0017026	Sp7g32110.1	scaffold_700703.1
OG0017027	Sp5g24080.1	fgenesh1_pg.C_scaffold_2001237
OG0017028	Sp3g05390.1	fgenesh2_kg.3__651__AT3G06450.1
OG0017029	Sp3g06090.1	fgenesh1_pg.C_scaffold_3000670
OG0017030	Sp4g17700.1	scaffold_402155.1
OG0017031	Sp6g34880.1	fgenesh2_kg.6__773__AT5G08070.1
OG0017032	Sp2g19360.1	fgenesh2_kg.8__776__AT5G48970.1
OG0017033	Sp6g30250.1	scaffold_601386.1
OG0017034	Sp2g11040.1	fgenesh2_kg.8__172__AT5G46180.1
OG0017035	Sp4g16960.1	fgenesh1_pm.C_scaffold_4001242
OG0017036	Sp6g22610.1	Al_scaffold_0006_2152
OG0017037	Sp6g22840.1	fgenesh2_kg.6__2231__AT5G22410.1
OG0017039	Sp1g17930.1	Al_scaffold_0001_2100
OG0017040	Sp1g39260.1, Sp1g39240.1, Sp1g39250.1	Al_scaffold_0001_4695
OG0017042	Sp3g12850.1	Al_scaffold_0003_1518
OG0017043	Sp5g20860.1	Al_scaffold_0003_3485, Al_scaffold_0003_3484
OG0017044	Sp1g34760.1, SpUn0092_0020.1	Al_scaffold_0003_447
OG0017045	Sp4g20370.1	Al_scaffold_0004_2365
OG0017046	Sp4g22170.1	Al_scaffold_0004_2572, Al_scaffold_0612_1
OG0017047	Sp5g16030.1	Al_scaffold_0005_1287
OG0017050	Sp6g04360.1	Al_scaffold_0006_3517
OG0017051	Sp6g00990.1	Al_scaffold_0006_3899
OG0017052	Sp6g40550.1	Al_scaffold_0006_91
OG0017053	Sp2g09080.1	Al_scaffold_0008_549
OG0017056	Sp1g27790.1	fgenesh1_pg.C_scaffold_1002854
OG0017057	Sp3g07210.1	fgenesh1_pg.C_scaffold_3000780
OG0017058	Sp3g30400.1	fgenesh1_pg.C_scaffold_3003089
OG0017059	Sp4g15150.1, Sp4g15160.1	fgenesh1_pg.C_scaffold_4001377
OG0017060	Sp6g09090.1	fgenesh1_pg.C_scaffold_6002570
OG0017063	Sp1g34410.1	fgenesh1_pm.C_scaffold_1002966
OG0017065	Sp3g08930.1	fgenesh1_pm.C_scaffold_3000879
OG0017068	Sp7g29210.1	fgenesh1_pm.C_scaffold_7000815
OG0017070	Sp1g10320.1	fgenesh2_kg.1__1264__AT1G11710.1
OG0017071	Sp1g16990.1	fgenesh2_kg.1__2081__AT1G19025.1
OG0017073	Sp1g22750.1	fgenesh2_kg.1__2781__AT1G25460.1
OG0017074	Sp1g26640.1	fgenesh2_kg.1__3260__AT1G30755.1
OG0017075	Sp1g30610.1	fgenesh2_kg.1__3660__AT1G36060.1
OG0017076	Sp1g32510.1	fgenesh2_kg.1__3722__AT1G43620.1
OG0017079	Sp5g22970.1	fgenesh2_kg.2__1062__AT1G67950.2
OG0017080	Sp5g23300.1	fgenesh2_kg.2__1075__AT1G68250.2
OG0017081	Sp5g30680.1	fgenesh2_kg.2__1832__AT1G75550.1
OG0017082	Sp2g02930.1	fgenesh2_kg.2__294__AT1G61630.1
OG0017083	Sp3g10840.1	fgenesh2_kg.3__1329__AT3G12685.1
OG0017084	Sp3g17650.1	fgenesh2_kg.3__2178__AT3G19610.1
OG0017085	Sp4g01120.1	fgenesh2_kg.4__132__AT2G22090.1
OG0017086	Sp4g16780.1	fgenesh2_kg.4__1473__AT2G34520.1
OG0017087	Sp4g01960.1	fgenesh2_kg.4__217__AT2G22942.1
OG0017088	Sp4g23080.1	fgenesh2_kg.4__2194__AT2G40765.1
OG0017089	Sp4g15610.1	fgenesh2_kg.4__70__AT2G21450.1
OG0017090	Sp5g10060.1	fgenesh2_kg.5__1579__AT3G52210.3
OG0017091	Sp5g08580.1	fgenesh2_kg.5__1766__AT3G53800.1
OG0017092	Sp5g07990.1	fgenesh2_kg.5__1835__AT3G54430.1
OG0017093	Sp2g17630.1	fgenesh2_kg.5__659__AT3G29000.1
OG0017094	Sp6g31770.1	fgenesh2_kg.6__1154__AT5G11830.1
OG0017096	Sp6g28000.1	fgenesh2_kg.6__1598__AT5G16140.1
OG0017097	Sp6g27980.1	fgenesh2_kg.6__1602__AT5G16160.1
OG0017098	Sp6g23280.1	fgenesh2_kg.6__2170__AT5G21910.1
OG0017099	Sp6g22590.1	fgenesh2_kg.6__2270__AT5G22830.1
OG0017100	Sp6g09810.1	fgenesh2_kg.6__2872__AT4G08240.2
OG0017101	Sp6g09100.1	fgenesh2_kg.6__2901__AT4G08685.1
OG0017102	Sp6g06540.1	fgenesh2_kg.6__3069__AT4G10950.1
OG0017103	Sp6g00970.1	fgenesh2_kg.6__3590__AT4G01140.1
OG0017104	Sp6g36310.1	fgenesh2_kg.6__599__AT5G06550.1
OG0017106	Sp6g35750.1	fgenesh2_kg.6__672__AT5G07160.1
OG0017107	Sp7g26800.1	fgenesh2_kg.7__1310__AT4G28780.1
OG0017108	Sp7g23810.1	fgenesh2_kg.7__1675__AT4G25780.1
OG0017109	Sp7g23350.1	fgenesh2_kg.7__1731__AT4G25330.1
OG0017110	Sp7g10120.1	fgenesh2_kg.7__236__AT4G38090.1
OG0017111	Sp7g16700.1	fgenesh2_kg.7__2562__AT4G17483.1
OG0017112	Sp7g00480.1	fgenesh2_kg.7__3265__AT5G41560.1
OG0017113	Sp7g00520.1	fgenesh2_kg.7__3268__AT5G41470.1
OG0017114	Sp7g34780.1	fgenesh2_kg.7__339__AT4G36980.2
OG0017115	Sp6g14520.1	fgenesh2_kg.8__1112__AT5G52270.1
OG0017116	Sp2g27560.1	fgenesh2_kg.8__2475__AT5G64480.1
OG0017117	Sp2g28160.1	fgenesh2_kg.8__2534__AT5G64980.1
OG0017118	Sp2g09580.1	fgenesh2_kg.8__324__AT5G44740.2
OG0017119	Sp6g12790.1	fgenesh2_kg.8__949__AT5G50710.1
OG0017120	Sp1g03890.1	scaffold_100473.1
OG0017121	Sp1g10190.1	scaffold_101257.1
OG0017122	Sp2g19830.1, SpUn0021_0020.1	scaffold_801335.1, scaffold_102543.1
OG0017125	Sp5g22520.1	scaffold_200924.1
OG0017126	Sp3g31990.1	scaffold_304209.1
OG0017127	Sp2g28950.1	scaffold_33400002.1, scaffold_803330.1
OG0017128	Sp4g21220.1	scaffold_402623.1
OG0017129	Sp7g17780.1	scaffold_403227.1
OG0017130	Sp6g27400.1	scaffold_500286.1
OG0017131	Sp5g17880.1	scaffold_501129.1
OG0017132	Sp5g15150.1	scaffold_501551.1
OG0017133	Sp5g11230.1	scaffold_502149.1
OG0017134	Sp6g38710.1	scaffold_600342.1, scaffold_600343.1, scaffold_600341.1
OG0017135	Sp6g28720.1	scaffold_601564.1
OG0017136	Sp6g22780.1	scaffold_602297.1
OG0017138	Sp6g04470.1	scaffold_603758.1
OG0017139	Sp6g27690.1, Sp6g16100.1, Sp6g15980.1	scaffold_801896.1
OG0017140	Sp6g17563.1	scaffold_802108.1
OG0017142	Sp6g19440.1	scaffold_802355.1
OG0017183	Sp1g13950.1	fgenesh2_kg.1__1712__AT1G15580.1
OG0017185	Sp1g16560.1	fgenesh2_kg.1__2033__AT1G18590.1
OG0017186	Sp3g11440.1	Al_scaffold_0003_1352
OG0017188	Sp4g28940.1	scaffold_403663.1
OG0017190	Sp1g25380.1	fgenesh2_kg.1__3618__AT1G35220.1
OG0017191	Sp2g19700.1	fgenesh2_kg.8__809__AT5G49350.1
OG0017193	SpUn1085_0010.1	Al_scaffold_0004_889, Al_scaffold_0007_3226, Al_scaffold_0005_965, Al_scaffold_0008_2042
OG0017194	Sp1g01370.1	scaffold_100160.1
OG0017196	Sp4g08440.1	scaffold_401001.1
OG0017197	Sp1g16610.1	fgenesh2_kg.1__2039__AT1G18640.2
OG0017200	Sp6g00250.1	Al_scaffold_0006_4004
OG0017201	Sp6g19870.1	fgenesh2_kg.8__1743__AT5G58210.2
OG0017202	Sp1g33910.1	fgenesh2_kg.1__3791__AT1G45150.1
OG0017203	Sp1g27260.1	scaffold_103912.1
OG0017204	Sp5g22140.1	fgenesh2_kg.2__948__AT1G67210.1
OG0017205	Sp5g19980.1, Sp4g06030.1	fgenesh1_pg.C_scaffold_6002518
OG0017207	Sp5g01530.1	fgenesh2_kg.5__2677__AT3G61840.1
OG0017208	Sp3g21230.1	fgenesh2_kg.3__2568__AT3G23580.1
OG0017209	Sp5g01910.1	fgenesh2_kg.5__2622__AT3G61490.1
OG0017210	Sp6g09710.1	fgenesh2_kg.6__2874__AT4G08290.1
OG0017211	Sp4g16850.1	scaffold_402045.1
OG0017212	Sp7g36720.1	Al_scaffold_0007_99
OG0017217	Sp6g23400.1	fgenesh1_pg.C_scaffold_6001799
OG0017219	Sp5g30250.1	fgenesh1_pg.C_scaffold_2001794
OG0017220	Sp2g04330.1	scaffold_200580.1
OG0017222	Sp3g11080.1	scaffold_301474.1
OG0017224	Sp2g18950.1	scaffold_4300007.1, scaffold_801167.1
OG0017225	Sp5g12010.1	fgenesh2_kg.5__1361__AT3G50110.1
OG0017226	Sp7g14070.1	Al_scaffold_0007_2688
OG0017227	Sp1g02970.1	Al_scaffold_0001_337
OG0017228	Sp1g27550.1	Al_scaffold_0001_3243
OG0017229	Sp2g30580.1	fgenesh2_kg.8__2821__AT5G66110.1
OG0017232	Sp7g24110.1	scaffold_701696.1
OG0017233	Sp3g19960.1	fgenesh2_kg.3__2428__AT3G22150.1
OG0017234	Sp1g35790.1	Al_scaffold_0001_4187
OG0017235	Sp1g41260.1	scaffold_105359.1
OG0017237	Sp7g33710.1	Al_scaffold_0007_449
OG0017239	Sp3g17260.1	scaffold_302264.1
