Orthogroup	Thellungiella_parvula	Boechera_stricta
OG0015847	Sp5g22050.1	Bostr.26959s0196.1.p
OG0015848	Sp3g11990.1	Bostr.3640s0176.1.p
OG0015849	Sp2g00580.1	Bostr.29223s0109.1.p
OG0015850	Sp6g29500.1	Bostr.2902s0189.1.p
OG0015851	Sp1g00590.1	Bostr.5325s0094.1.p
OG0015852	Sp3g02870.1	Bostr.2570s0319.1.p
OG0015853	Sp5g28000.1	Bostr.10273s0052.1.p
OG0015854	Sp5g14950.1	Bostr.0556s0645.1.p
OG0015855	Sp2g25510.1	Bostr.0568s0574.1.p
OG0015856	Sp1g12660.1	Bostr.13671s0022.1.p
OG0015857	Sp1g20140.1	Bostr.12659s0115.1.p
OG0015858	Sp4g13240.1	Bostr.24513s0157.1.p
OG0015859	Sp2g18070.1	Bostr.0556s0611.1.p
OG0015860	Sp7g00240.1	Bostr.25375s0010.1.p
OG0015861	Sp1g27640.1	Bostr.3359s0160.1.p
OG0015862	Sp5g28120.1	Bostr.10273s0040.1.p
OG0015863	Sp5g36000.1	Bostr.20129s0538.1.p
OG0015864	Sp1g08810.1	Bostr.13671s0470.1.p
OG0015865	Sp5g05800.1	Bostr.20505s0075.1.p
OG0015866	Sp3g01850.1	Bostr.1460s0201.1.p
OG0015867	Sp5g00970.1	Bostr.13158s0253.1.p
OG0015868	Sp4g20100.1	Bostr.23794s0303.1.p
OG0015869	Sp7g35430.1	Bostr.25542s0241.1.p
OG0015870	Sp2g26810.1	Bostr.0568s0436.1.p
OG0015871	Sp3g12840.1	Bostr.28625s0248.1.p
OG0015872	Sp6g35490.1	Bostr.13129s0227.1.p
OG0015873	Sp5g23980.1	Bostr.10273s0482.1.p
OG0015874	Sp2g12590.1	Bostr.7903s0057.1.p
OG0015875	Sp6g41200.1	Bostr.6251s0166.1.p
OG0015876	Sp5g23520.1	Bostr.26959s0048.1.p
OG0015877	Sp6g01580.1	Bostr.4825s0006.1.p
OG0015878	Sp5g29070.1	Bostr.3288s0032.1.p
OG0015879	Sp6g28410.1	Bostr.2902s0305.1.p
OG0015880	Sp4g10020.1	Bostr.28794s0018.1.p
OG0015881	Sp1g11820.1	Bostr.13671s0115.1.p
OG0015882	Sp5g25550.1	Bostr.10273s0310.1.p
OG0015883	Sp4g10440.1	Bostr.27991s0160.1.p
OG0015884	Sp7g12700.1	Bostr.0597s0071.1.p
OG0015885	Sp1g35490.1	Bostr.25219s0545.1.p
OG0015886	Sp6g13190.1, Sp4g16710.1	Bostr.23794s0666.1.p
OG0015887	Sp7g36700.1	Bostr.25542s0100.1.p
OG0015888	Sp1g09560.1	Bostr.13671s0385.1.p
OG0015889	Sp7g04520.1	Bostr.19424s0004.1.p
OG0015890	Sp3g03370.1	Bostr.2570s0250.1.p
OG0015891	Sp3g16010.1	Bostr.19424s0880.1.p
OG0015892	Sp3g06920.1	Bostr.22252s0226.1.p
OG0015893	Sp5g35980.1	Bostr.20129s0536.1.p
OG0015894	Sp4g00470.1	Bostr.5022s0108.1.p
OG0015895	Sp1g28880.1	Bostr.3359s0029.1.p
OG0015896	Sp4g19240.1	Bostr.23794s0397.1.p
OG0015897	Sp1g14150.1	Bostr.7128s0205.1.p
OG0015898	Sp2g08680.1	Bostr.3148s0077.1.p
OG0015899	Sp2g04070.1	Bostr.10040s0149.1.p
OG0015900	Sp7g15940.1	Bostr.30275s0284.1.p
OG0015901	SpUn0004_0090.1	Bostr.13404s0081.1.p
OG0015902	Sp2g06380.1	Bostr.8169s0036.1.p
OG0015903	Sp2g18190.1	Bostr.0556s0628.1.p
OG0015904	Sp2g18700.1	Bostr.13083s0055.1.p
OG0015905	Sp6g14740.1	Bostr.7305s0018.1.p
OG0015906	Sp1g02380.1	Bostr.26675s0412.1.p
OG0015907	Sp7g32330.1	Bostr.7867s1313.1.p
OG0015908	Sp6g01185.1	Bostr.7365s0036.1.p
OG0015909	Sp3g07990.1	Bostr.22252s0104.1.p
OG0015910	Sp6g10020.1	Bostr.3877s0045.1.p
OG0015911	Sp3g05050.1	Bostr.2570s0050.1.p
OG0015912	Sp4g21800.1	Bostr.23794s0123.1.p
OG0015913	Sp2g22660.1	Bostr.5763s0040.1.p
OG0015914	Sp5g22240.1	Bostr.26959s0177.1.p
OG0015915	Sp6g01820.1	Bostr.16335s0070.1.p
OG0015916	Sp1g23750.1	Bostr.15697s0081.1.p
OG0015917	Sp2g25790.1	Bostr.0568s0546.1.p
OG0015918	Sp1g07790.1	Bostr.25219s0028.1.p
OG0015919	Sp1g07260.1	Bostr.25219s0084.1.p
OG0015920	Sp6g14540.1	Bostr.7305s0037.1.p
OG0015921	Sp6g03120.1	Bostr.2983s0133.1.p
OG0015922	Sp5g24670.1	Bostr.10273s0411.1.p
OG0015923	SpUn0368_0010.1	Bostr.18351s0019.1.p
OG0015924	Sp1g04600.1	Bostr.25219s0386.1.p
OG0015925	Sp1g00540.1	Bostr.5325s0098.1.p
OG0015926	Sp3g33940.1	Bostr.7903s0092.1.p
OG0015927	Sp1g25530.1	Bostr.15697s0256.1.p
OG0015928	Sp5g23460.1	Bostr.26959s0052.1.p
OG0015930	Sp6g06530.1	Bostr.25463s0231.1.p
OG0015931	Sp1g35060.1	Bostr.15654s0024.1.p
OG0015932	Sp1g25570.1	Bostr.15697s0261.1.p
OG0015934	Sp7g12000.1	Bostr.7389s0001.1.p
OG0015935	Sp6g29330.1	Bostr.2902s0207.1.p
OG0015936	SpUn0157_0020.1, Sp4g17310.1, SpUn0026_0010.1	Bostr.23794s0600.1.p
OG0015937	Sp1g30710.1	Bostr.6773s0003.1.p
OG0015938	Sp7g24370.1	Bostr.7867s0464.1.p
OG0015939	Sp1g23670.1	Bostr.15697s0072.1.p
OG0015940	Sp1g04730.1	Bostr.25219s0374.1.p
OG0015941	Sp6g30650.1	Bostr.2902s0069.1.p
OG0015942	Sp1g19520.1	Bostr.12659s0053.1.p
OG0015943	Sp7g19840.1	Bostr.10689s0132.1.p
OG0015944	Sp4g12770.1	Bostr.24513s0223.1.p
OG0015946	Sp4g01720.1	Bostr.19427s0040.1.p
OG0015947	Sp6g33130.1	Bostr.13175s0068.1.p
OG0015948	Sp2g22260.1	Bostr.29827s0289.1.p
OG0015949	Sp6g28900.1	Bostr.2902s0251.1.p
OG0015950	Sp6g31740.1	Bostr.20055s0042.1.p
OG0015951	Sp7g28960.1	Bostr.7867s0967.1.p
OG0015952	Sp4g19000.1	Bostr.20055s0058.1.p, Bostr.23794s0422.1.p
OG0015953	Sp7g27780.1	Bostr.7867s0845.1.p
OG0015954	Sp5g28720.1	Bostr.10273s0007.1.p
OG0015955	Sp7g37450.1	Bostr.25542s0018.1.p
OG0015956	Sp1g34140.1	Bostr.12302s0129.1.p
OG0015957	Sp6g24780.1	Bostr.26527s0239.1.p
OG0015958	Sp4g21880.1	Bostr.23794s0113.1.p
OG0015959	Sp2g13770.1	Bostr.0556s0077.1.p
OG0015960	Sp3g19620.1	Bostr.19424s0487.1.p
OG0015961	Sp7g02040.1	Bostr.12722s0003.1.p
OG0015962	Sp2g28970.1	Bostr.0568s0195.1.p
OG0015967	Sp4g04680.1	Bostr.26326s0117.1.p
OG0015968	Sp4g07160.1	Bostr.26326s0003.1.p
OG0015970	Sp5g11370.1	Bostr.0556s0580.1.p, Bostr.6864s0162.1.p
OG0015971	Sp5g11220.1	Bostr.6864s0145.1.p
OG0015972	Sp6g25350.1	Bostr.26527s0307.1.p
OG0015974	Sp6g00980.1	Bostr.7365s0065.1.p
OG0015975	Sp4g20590.1	Bostr.25542s0212.1.p
OG0015976	Sp7g14600.1	Bostr.30275s0054.1.p
OG0015977	Sp2g08980.1	Bostr.3148s0044.1.p
OG0015978	Sp5g31920.1	Bostr.20129s0116.1.p, Bostr.20129s0115.1.p
OG0015979	Sp4g02610.1	Bostr.27895s0127.1.p
OG0015980	Sp6g15470.1	Bostr.26833s0949.1.p
OG0015981	Sp1g32260.1	Bostr.12302s0018.1.p
OG0015982	Sp1g39920.1	Bostr.0124s0127.1.p
OG0015983	Sp5g26680.1	Bostr.10273s0195.1.p
OG0015984	Sp5g29500.1	Bostr.3288s0079.1.p
OG0015985	Sp5g32080.1	Bostr.20129s0133.1.p
OG0015986	Sp3g13340.1	Bostr.28625s0176.1.p
OG0015987	Sp6g32470.1	Bostr.23997s0010.1.p
OG0015988	Sp6g05800.1	Bostr.25463s0155.1.p
OG0015989	Sp7g18990.1	Bostr.10689s0042.1.p
OG0015990	Sp2g19320.1	Bostr.15774s0016.1.p, Bostr.15774s0015.1.p
OG0015991	Sp7g13850.1	Bostr.0597s0191.1.p
OG0015992	Sp1g14600.1	Bostr.7128s0252.1.p
OG0015994	Sp1g28070.1	Bostr.3359s0067.1.p
OG0015996	Sp1g38910.1	Bostr.0124s0026.1.p
OG0015997	Sp1g06860.1	Bostr.25219s0124.1.p
OG0015998	Sp1g07840.1	Bostr.25219s0022.1.p
OG0015999	Sp2g01090.1	Bostr.9600s0012.1.p
OG0016000	Sp5g31620.1	Bostr.20129s0085.1.p
OG0016001	Sp5g32990.1	Bostr.20129s0219.1.p
OG0016002	Sp5g33120.1	Bostr.20129s0232.1.p
OG0016003	Sp7g03820.1, Sp5g21880.1	Bostr.26959s0232.1.p
OG0016004	Sp3g11330.1	Bostr.3640s0093.1.p
OG0016005	Sp3g16600.1	Bostr.19424s0812.1.p
OG0016006	Sp3g18530.1	Bostr.19424s0601.1.p
OG0016007	Sp3g04110.1	Bostr.2570s0159.1.p
OG0016009	Sp4g18250.1	Bostr.23794s0496.1.p
OG0016010	Sp4g19420.1	Bostr.23794s0379.1.p
OG0016011	Sp4g22710.1	Bostr.23794s0023.1.p
OG0016012	Sp5g14970.1	Bostr.18473s0283.1.p
OG0016013	Sp5g10070.1	Bostr.6864s0024.1.p
OG0016015	Sp2g14640.1	Bostr.0556s0198.1.p
OG0016016	Sp2g16040.1	Bostr.0556s0363.1.p
OG0016017	Sp5g16380.1	Bostr.0556s0773.1.p
OG0016018	Sp6g32030.1	Bostr.20055s0080.1.p
OG0016019	Sp6g30980.1	Bostr.2902s0034.1.p
OG0016020	Sp6g30610.1	Bostr.2902s0075.1.p
OG0016022	Sp6g39280.1	Bostr.2128s0107.1.p
OG0016023	Sp6g01710.1	Bostr.16335s0079.1.p
OG0016024	Sp6g01610.1	Bostr.4825s0004.1.p
OG0016025	Sp6g01000.1	Bostr.7365s0063.1.p
OG0016026	Sp7g36860.1	Bostr.25542s0081.1.p
OG0016027	Sp7g26740.1	Bostr.7867s0718.1.p
OG0016028	Sp7g23090.1	Bostr.7867s0317.1.p
OG0016029	Sp7g19740.1	Bostr.10689s0108.1.p
OG0016030	Sp7g35640.1	Bostr.25542s0220.1.p
OG0016031	Sp7g12440.1	Bostr.0597s0049.1.p
OG0016033	Sp7g01510.1	Bostr.7200s0022.1.p
OG0016034	Sp7g33360.1	Bostr.7867s1419.1.p
OG0016036	Sp6g19680.1	Bostr.26833s0449.1.p
OG0016037	Sp1g06840.1	Bostr.25219s0126.1.p
OG0016039	Sp5g34250.1	Bostr.20129s0355.1.p
OG0016040	Sp5g35850.1	Bostr.20129s0522.1.p
OG0016041	Sp3g00230.1	Bostr.1460s0028.1.p
OG0016042	Sp3g08670.1	Bostr.22252s0024.1.p
OG0016043	Sp4g25660.1	Bostr.25993s0424.1.p
OG0016044	Sp5g10030.1	Bostr.6864s0021.1.p
OG0016045	Sp5g10000.1	Bostr.6864s0018.1.p
OG0016046	SpUn0557_0010.1	Bostr.20903s0014.1.p
OG0016047	Sp6g37870.1	Bostr.13129s0468.1.p
OG0016049	Sp6g27990.1	Bostr.2902s0351.1.p
OG0016050	Sp7g35660.1	Bostr.25542s0218.1.p
OG0016051	Sp7g35120.1	Bostr.7867s1607.1.p
OG0016052	Sp7g07670.1	Bostr.29044s0116.1.p
OG0016054	Sp5g25580.1, Sp1g03830.1	Bostr.1601s0005.1.p
OG0016055	Sp1g10780.1	Bostr.13671s0249.1.p
OG0016056	Sp3g04610.1	Bostr.2570s0100.1.p
OG0016057	Sp1g27980.1	Bostr.3359s0128.1.p
OG0016071	Sp6g26890.1, SpUn0004_0070.1, SpUn0066_0020.1	Bostr.8037s0001.1.p
OG0016079	Sp1g07220.1	Bostr.25219s0088.1.p
OG0016080	Sp5g30120.1	Bostr.3288s0147.1.p
OG0016081	Sp7g26380.1	Bostr.7867s0680.1.p
OG0016082	Sp1g19210.1	Bostr.12659s0016.1.p
OG0016083	Sp4g16110.1	Bostr.23794s0723.1.p
OG0016085	Sp3g27980.1	Bostr.2199s0028.1.p
OG0016086	Sp3g27770.1	Bostr.2199s0036.1.p
OG0016087	Sp5g13970.1	Bostr.18473s0151.1.p
OG0016089	Sp3g04500.1	Bostr.2570s0117.1.p
OG0016090	Sp6g01950.1	Bostr.16335s0049.1.p
OG0016091	Sp6g32640.1	Bostr.13175s0021.1.p
OG0016092	Sp1g05630.1	Bostr.25219s0267.1.p
OG0016093	Sp6g00880.1	Bostr.7365s0074.1.p
OG0016094	Sp6g16090.1	Bostr.26833s0873.1.p
OG0016095	Sp3g06650.1	Bostr.22252s0255.1.p
OG0016096	Sp5g09230.1	Bostr.11793s0081.1.p
OG0016098	Sp4g29100.1	Bostr.25993s0055.1.p
OG0016099	Sp2g11670.1	Bostr.28243s0047.1.p
OG0016100	Sp1g08990.1	Bostr.13671s0450.1.p
OG0016102	Sp7g21420.1	Bostr.7867s0145.1.p
OG0016103	Sp7g06850.1	Bostr.29044s0071.1.p
OG0016104	Sp6g41060.1	Bostr.6251s0149.1.p
OG0016107	Sp2g05740.1	Bostr.30057s0034.1.p
OG0016108	Sp4g22240.1	Bostr.23794s0073.1.p
OG0016109	Sp6g19340.1	Bostr.26833s0490.1.p
OG0016110	Sp1g05120.1	Bostr.25219s0323.1.p
OG0016111	Sp1g06190.1	Bostr.25219s0212.1.p
OG0016112	Sp6g32010.1	Bostr.20055s0077.1.p
OG0016113	Sp5g18460.1	Bostr.0556s0670.1.p
OG0016114	Sp1g40980.1	Bostr.6758s0041.1.p
OG0016115	Sp5g13220.1	Bostr.18473s0072.1.p
OG0016116	Sp6g21510.1	Bostr.26833s0253.1.p
OG0016117	Sp5g20190.1	Bostr.26959s0375.1.p
OG0016118	Sp2g30590.1	Bostr.0568s0021.1.p
OG0016119	Sp3g23150.1	Bostr.19424s0078.1.p
OG0016120	Sp2g18220.1	Bostr.0556s0631.1.p
OG0016121	Sp1g04770.1	Bostr.25219s0368.1.p
OG0016122	Sp5g27960.1	Bostr.10273s0056.1.p
OG0016123	Sp5g16150.1	Bostr.21132s0006.1.p
OG0016125	Sp5g26000.1	Bostr.10273s0271.1.p
OG0016126	Sp1g33890.1	Bostr.12302s0107.1.p
OG0016128	Sp2g00270.1	Bostr.29223s0043.1.p
OG0016129	Sp5g27660.1	Bostr.10273s0092.1.p
OG0016131	Sp2g27780.1	Bostr.0568s0325.1.p
OG0016132	Sp5g16280.1	Bostr.0556s0786.1.p
OG0016133	Sp1g26880.1	Bostr.15697s0408.1.p
OG0016134	Sp2g23340.1	Bostr.10199s0043.1.p
OG0016135	Sp3g00500.1	Bostr.1460s0055.1.p
OG0016136	Sp5g16240.1	Bostr.0556s0790.1.p
OG0016137	Sp6g36440.1	Bostr.13129s0330.1.p
OG0016138	Sp1g30100.1	Bostr.1040s0086.1.p
OG0016139	Sp6g00260.1	Bostr.14547s0029.1.p
OG0016140	Sp6g38810.1	Bostr.2128s0056.1.p
OG0016142	Sp1g25050.1	Bostr.15697s0207.1.p
OG0016143	Sp7g27320.1	Bostr.7867s0795.1.p
OG0016144	Sp2g14980.1	Bostr.0556s0243.1.p
OG0016146	Sp4g14180.1	Bostr.24513s0054.1.p
OG0016147	Sp5g26320.1	Bostr.10273s0230.1.p
OG0016148	Sp3g13270.1	Bostr.28625s0166.1.p
OG0016149	Sp4g10430.1	Bostr.27991s0007.1.p
OG0016150	Sp2g30700.1	Bostr.0568s0007.1.p
OG0016151	SpUn0029_0020.1, SpUn0261_0010.1, Sp2g06990.1	Bostr.3148s0243.1.p, Bostr.3148s0239.1.p
OG0016154	Sp3g32660.1	Bostr.18351s0390.1.p
OG0016155	Sp1g41470.1	Bostr.7128s0022.1.p
OG0016157	Sp6g25450.1	Bostr.26527s0317.1.p
OG0016158	Sp7g03280.1	Bostr.17584s0019.1.p
OG0016159	Sp5g31160.1	Bostr.20129s0039.1.p
OG0016160	Sp4g28950.1	Bostr.25993s0074.1.p
OG0016161	Sp3g11900.1	Bostr.3640s0166.1.p
OG0016162	Sp5g01040.1	Bostr.13158s0240.1.p
OG0016163	Sp2g22050.1	Bostr.29827s0260.1.p
OG0016164	Sp1g39660.1	Bostr.0124s0101.1.p
OG0016166	Sp1g16510.1	Bostr.7128s0463.1.p
OG0016167	Sp4g10910.1	Bostr.27991s0120.1.p
OG0016169	Sp2g28930.1	Bostr.0568s0201.1.p
OG0016171	Sp6g15400.1	Bostr.26833s0956.1.p
OG0016172	Sp7g16450.1	Bostr.30275s0231.1.p
OG0016173	Sp1g00100.1	Bostr.5325s0141.1.p
OG0016174	Sp6g20590.1	Bostr.26833s0357.1.p
OG0016176	Sp1g07480.1	Bostr.25219s0062.1.p
OG0016177	Sp6g03790.1	Bostr.2983s0061.1.p
OG0016178	Sp1g28920.1	Bostr.3359s0025.1.p
OG0016179	Sp1g20200.1	Bostr.12659s0123.1.p
OG0016180	Sp1g02200.1	Bostr.26675s0432.1.p
OG0016181	Sp5g16360.1	Bostr.0556s0774.1.p
OG0016182	Sp2g15800.1	Bostr.0556s0337.1.p
OG0016184	Sp7g28180.1	Bostr.7867s0883.1.p
OG0016186	Sp7g28630.1	Bostr.7867s0929.1.p
OG0016187	Sp1g23470.1	Bostr.15697s0051.1.p
OG0016189	SpUn0002_0620.1	Bostr.13404s0058.1.p
OG0016190	Sp2g19150.1	Bostr.2392s0049.1.p
OG0016191	Sp3g01330.1	Bostr.1460s0142.1.p
OG0016192	Sp5g03350.1	Bostr.20903s0198.1.p
OG0016193	Sp7g33970.1	Bostr.7867s1488.1.p
OG0016194	Sp4g14350.1	Bostr.24513s0023.1.p
OG0016195	Sp1g35240.1	Bostr.15654s0004.1.p
OG0016196	Sp6g14270.1	Bostr.15774s0349.1.p
OG0016197	Sp3g12940.1	Bostr.28625s0236.1.p
OG0016198	Sp2g00760.1	Bostr.29223s0141.1.p
OG0016200	Sp1g26360.1	Bostr.15697s0350.1.p
OG0016201	Sp5g07230.1	Bostr.0697s0137.1.p
OG0016204	Sp6g03190.1	Bostr.2983s0126.1.p
OG0016205	Sp7g26620.1	Bostr.7867s0707.1.p
OG0016207	Sp6g20750.1	Bostr.26833s0319.1.p
OG0016208	Sp7g34290.1	Bostr.7867s1519.1.p
OG0016209	Sp1g00360.1	Bostr.5325s0114.1.p
OG0016211	Sp3g05350.1	Bostr.2570s0016.1.p
OG0016213	Sp4g12340.1	Bostr.29246s0046.1.p
OG0016214	Sp2g14380.1	Bostr.0556s0170.1.p
OG0016215	Sp5g30660.1	Bostr.3288s0205.1.p
OG0016216	Sp1g22680.1	Bostr.12659s0401.1.p
OG0016218	Sp2g29700.1	Bostr.0568s0119.1.p
OG0016219	Sp4g05330.1	Bostr.26326s0082.1.p
OG0016220	Sp1g30500.1	Bostr.20910s0009.1.p
OG0016221	Sp5g15770.1	Bostr.18473s0362.1.p
OG0016222	Sp1g08830.1	Bostr.13671s0466.1.p
OG0016223	Sp3g10730.1	Bostr.3640s0032.1.p
OG0016224	Sp7g23300.1	Bostr.7867s0335.1.p
OG0016225	Sp7g02900.1	Bostr.25542s0116.1.p
OG0016227	Sp5g18450.1	Bostr.0556s0671.1.p
OG0016228	Sp6g29590.1	Bostr.2902s0180.1.p
OG0016229	Sp5g30350.1	Bostr.3288s0167.1.p
OG0016230	Sp3g19470.1, Sp3g19460.1	Bostr.19424s0506.1.p
OG0016231	Sp4g11390.1	Bostr.27991s0067.1.p
OG0016232	Sp3g11610.1	Bostr.3640s0125.1.p
OG0016233	Sp7g37300.1	Bostr.25542s0033.1.p
OG0016234	Sp2g01920.1	Bostr.22157s0064.1.p
OG0016235	Sp1g27200.1	Bostr.15697s0451.1.p
OG0016238	Sp1g28790.1	Bostr.3359s0037.1.p
OG0016239	Sp4g01675.1	Bostr.19427s0034.1.p
OG0016240	Sp2g18080.1	Bostr.0556s0614.1.p
OG0016241	Sp5g12250.1	Bostr.6864s0256.1.p
OG0016242	Sp2g05190.1	Bostr.10040s0336.1.p
OG0016244	Sp1g07730.1	Bostr.25219s0034.1.p
OG0016245	Sp3g06500.1	Bostr.22252s0272.1.p
OG0016246	Sp1g16030.1	Bostr.7128s0404.1.p
OG0016247	Sp7g26680.1	Bostr.7867s0713.1.p
OG0016248	Sp6g13860.1	Bostr.15774s0305.1.p
OG0016249	Sp5g14810.1	Bostr.18473s0266.1.p
OG0016250	Sp7g29580.1	Bostr.10303s0001.1.p
OG0016251	Sp1g00170.1	Bostr.5325s0133.1.p
OG0016252	Sp5g10760.1	Bostr.6864s0097.1.p
OG0016253	Sp1g00860.1	Bostr.5325s0063.1.p
OG0016255	Sp6g28290.1	Bostr.2902s0317.1.p
OG0016256	Sp7g20500.1	Bostr.7867s0020.1.p
OG0016257	SpUn0002_0540.1	Bostr.13404s0054.1.p
OG0016258	Sp5g32460.1	Bostr.20129s0163.1.p
OG0016259	Sp3g23170.1	Bostr.19424s0073.1.p
OG0016260	Sp2g12610.1	Bostr.7903s0055.1.p
OG0016261	Sp7g17050.1	Bostr.30275s0169.1.p
OG0016263	Sp3g07410.1	Bostr.22252s0168.1.p
OG0016264	Sp7g22710.1	Bostr.7867s0278.1.p
OG0016265	Sp1g24980.1	Bostr.15697s0201.1.p
OG0016266	Sp6g28770.1	Bostr.2902s0266.1.p
OG0016267	Sp1g01070.1	Bostr.5325s0044.1.p
OG0016268	Sp4g27660.1	Bostr.25993s0213.1.p
OG0016269	Sp6g40930.1	Bostr.6251s0134.1.p
OG0016270	Sp1g12300.1	Bostr.13671s0091.1.p
OG0016271	Sp6g40660.1	Bostr.6251s0105.1.p
OG0016272	Sp2g15280.1	Bostr.0556s0285.1.p
OG0016273	Sp2g02390.1	Bostr.22157s0131.1.p
OG0016275	Sp3g02630.1	Bostr.19046s0083.1.p
OG0016276	Sp5g12810.1	Bostr.18473s0021.1.p
OG0016277	Sp1g32390.1	Bostr.12302s0028.1.p
OG0016278	Sp6g35550.1	Bostr.13129s0232.1.p
OG0016280	Sp6g19830.1	Bostr.26833s0435.1.p
OG0016281	Sp7g04540.1	Bostr.9638s0078.1.p
OG0016282	Sp6g34120.1	Bostr.13129s0077.1.p
OG0016283	Sp2g22690.1	Bostr.5763s0045.1.p
OG0016284	Sp2g05390.1	Bostr.30057s0099.1.p
OG0016285	Sp3g15040.1	Bostr.28625s0014.1.p
OG0016286	Sp5g12750.1	Bostr.18473s0016.1.p
OG0016287	Sp2g13565.1	Bostr.0556s0043.1.p
OG0016288	Sp5g34510.1	Bostr.20129s0381.1.p
OG0016289	Sp3g07880.1	Bostr.22252s0117.1.p
OG0016291	Sp3g33740.1	Bostr.7903s0112.1.p
OG0016292	Sp3g10430.1	Bostr.19424s1162.1.p
OG0016293	Sp5g34890.1	Bostr.20129s0422.1.p
OG0016294	Sp1g21820.1	Bostr.12659s0299.1.p
OG0016295	Sp5g01745.1	Bostr.13158s0166.1.p
OG0016296	Sp3g12080.1	Bostr.28625s0322.1.p
OG0016297	SpUn0004_0260.1	Bostr.18351s0413.1.p, Bostr.6192s0010.1.p
OG0016299	Sp6g04430.1	Bostr.25463s0009.1.p
OG0016300	Sp1g07780.1	Bostr.25219s0027.1.p
OG0016301	Sp2g27615.1, Sp1g00900.1	Bostr.0568s0344.1.p
OG0016302	Sp2g02980.1	Bostr.10040s0022.1.p
OG0016303	Sp6g39890.1	Bostr.2128s0149.1.p
OG0016304	Sp3g06640.1	Bostr.22252s0257.1.p
OG0016305	Sp4g29470.1	Bostr.25993s0004.1.p
OG0016307	Sp3g14860.1	Bostr.28625s0037.1.p
OG0016310	Sp7g34940.1	Bostr.7867s1587.1.p
OG0016311	Sp6g01960.1	Bostr.22820s0001.1.p
OG0016312	Sp7g24330.1	Bostr.7867s0460.1.p
OG0016314	Sp4g16480.1	Bostr.23794s0689.1.p
OG0016315	Sp5g26260.1	Bostr.10273s0236.1.p
OG0016317	Sp7g37270.1	Bostr.25542s0036.1.p
OG0016318	Sp2g00400.1	Bostr.29223s0056.1.p
OG0016319	Sp3g17270.1	Bostr.19424s0742.1.p
OG0016320	Sp7g01310.1	Bostr.2021s0087.1.p
OG0016321	Sp4g03640.1	Bostr.27895s0010.1.p
OG0016322	Sp4g18030.1	Bostr.23794s0518.1.p
OG0016323	Sp1g10380.1	Bostr.13671s0287.1.p
OG0016325	Sp4g11510.1	Bostr.27991s0054.1.p
OG0016326	Sp5g12610.1	Bostr.18473s0004.1.p
OG0016327	Sp1g05300.1	Bostr.25219s0302.1.p
OG0016329	Sp5g12160.1	Bostr.6864s0245.1.p
OG0016330	Sp1g14870.1	Bostr.7128s0276.1.p
OG0016331	Sp6g23220.1	Bostr.26527s0081.1.p
OG0016332	Sp7g18110.1	Bostr.30275s0432.1.p
OG0016333	Sp6g04490.1	Bostr.25463s0015.1.p
OG0016334	Sp3g21870.1	Bostr.19424s0214.1.p
OG0016335	Sp2g14990.1	Bostr.0556s0244.1.p
OG0016336	Sp5g21340.1	Bostr.0556s0019.1.p
OG0016337	Sp6g07380.1	Bostr.25463s0321.1.p
OG0016338	Sp1g24250.1	Bostr.15697s0124.1.p
OG0016339	Sp5g16560.1	Bostr.0556s0749.1.p
OG0016340	Sp5g11130.1	Bostr.6864s0136.1.p
OG0016343	Sp4g16210.1	Bostr.23794s0713.1.p
OG0016344	Sp6g17030.1	Bostr.26833s0754.1.p
OG0016345	Sp7g33750.1	Bostr.7867s1462.1.p
OG0016346	Sp5g03920.1	Bostr.20903s0139.1.p
OG0016347	Sp7g18020.1	Bostr.30275s0416.1.p
OG0016348	Sp7g27560.1	Bostr.7867s0824.1.p
OG0016349	Sp3g21220.1	Bostr.19424s0288.1.p
OG0016350	Sp1g17430.1	Bostr.7128s0559.1.p
OG0016351	Sp2g22970.1	Bostr.5763s0084.1.p
OG0016352	Sp3g11370.1	Bostr.3640s0097.1.p
OG0016353	Sp6g25620.1	Bostr.26527s0334.1.p
OG0016355	Sp2g23590.1	Bostr.10199s0070.1.p
OG0016357	Sp6g05900.1	Bostr.25463s0164.1.p
OG0016358	Sp4g13560.1	Bostr.24513s0120.1.p
OG0016359	Sp7g29630.1	Bostr.7867s1035.1.p
OG0016360	Sp4g29840.1	Bostr.13208s0024.1.p
OG0016361	Sp7g18540.1	Bostr.30275s0482.1.p
OG0016363	Sp1g15630.1	Bostr.7128s0360.1.p
OG0016364	Sp6g30340.1	Bostr.2902s0102.1.p
OG0016365	Sp5g14920.1	Bostr.18473s0280.1.p
OG0016366	Sp7g28690.1	Bostr.7867s0937.1.p
OG0016367	Sp1g21440.1	Bostr.12659s0248.1.p
OG0016368	Sp7g07240.1	Bostr.29044s0097.1.p
OG0016369	Sp2g10600.1	Bostr.8819s0096.1.p
OG0016370	Sp2g12450.1	Bostr.14419s0067.1.p
OG0016371	Sp2g23550.1	Bostr.10199s0065.1.p
OG0016372	Sp2g00890.1	Bostr.2837s0001.1.p
OG0016373	Sp7g12720.1	Bostr.0597s0074.1.p
OG0016375	Sp1g39520.1	Bostr.0124s0087.1.p
OG0016376	Sp5g35890.1	Bostr.20129s0526.1.p
OG0016377	Sp5g26620.1	Bostr.10273s0202.1.p
OG0016378	Sp1g08850.1	Bostr.13671s0465.1.p
OG0016379	Sp1g36370.1	Bostr.26675s0220.1.p
