Orthogroup	Thellungiella_parvula	Arabidopsis_thaliana
OG0011398	Sp1g12090.1	AT1G13870
OG0011399	Sp7g11760.1	AT4G13970
OG0011400	Sp2g27330.1	AT5G64270
OG0011401	Sp5g10810.1	AT3G51410
OG0011402	Sp4g15700.1	AT2G33385
OG0011403	Sp2g19800.1, SpUn0021_0050.1	AT5G49480
OG0011404	Sp1g25710.1	AT1G29810
OG0011405	Sp5g00790.1	AT3G62730
OG0011406	Sp5g01490.1	AT3G61870
OG0011407	Sp5g08260.1	AT3G54130
OG0011408	Sp5g05030.1	AT3G57560
OG0011409	Sp3g01470.1	AT3G02430
OG0011410	Sp3g17940.1	AT3G19920
OG0011411	Sp2g19410.1	AT5G49030
OG0011412	Sp6g36700.1	AT5G06180
OG0011413	Sp6g37160.1	AT5G05740
OG0011415	Sp6g25000.1	AT5G19410
OG0011417	Sp3g15750.1	AT3G17611
OG0011418	Sp5g30540.1	AT1G75400
OG0011419	Sp3g15950.1	AT3G17830
OG0011420	Sp1g06830.1	AT1G08180
OG0011421	Sp1g18000.1	AT1G20230
OG0011422	Sp5g08430.1	AT3G53970
OG0011423	Sp7g06780.1	AT5G35570
OG0011424	Sp2g12080.1	AT5G47360
OG0011425	Sp3g01640.1	AT3G02600
OG0011426	Sp6g36840.1	AT5G06070
OG0011427	Sp6g34780.1	AT5G08170
OG0011428	Sp1g19170.1, Sp1g19510.1	AT1G21650
OG0011429	Sp7g19520.1	AT4G21390
OG0011430	Sp4g14850.1	AT2G32500
OG0011431	Sp4g16670.1	AT2G34400
OG0011432	Sp3g13670.1	AT3G15410
OG0011433	Sp6g09080.1	AT5G41160, AT4G08700
OG0011434	Sp2g26560.1	AT5G63480
OG0011435	Sp6g00140.1	AT4G00080
OG0011436	Sp5g16070.1	AT3G45230
OG0011437	Sp1g23460.1	AT1G24310
OG0011438	Sp6g12050.1	AT5G50150
OG0011439	Sp2g21680.1	AT5G26040
OG0011440	Sp4g14930.1	AT2G32600
OG0011441	Sp5g11460.1	AT3G50770
OG0011442	Sp2g21090.1	AT5G26940
OG0011443	Sp3g18350.1	AT3G20320
OG0011444	Sp5g35430.1	AT1G80380
OG0011445	Sp6g32730.1	AT5G10730
OG0011446	Sp1g35740.1	AT1G48850
OG0011447	Sp5g06500.1	AT3G56040
OG0011448	Sp5g08270.1	AT3G54120
OG0011449	Sp5g05530.1	AT3G57050
OG0011450	Sp5g07740.1	AT3G54710
OG0011451	Sp7g10950.1	AT4G13370
OG0011452	Sp5g33370.1, SpUn0091_0020.1	AT1G78230
OG0011453	Sp5g13790.1	AT3G48240
OG0011454	Sp3g29970.1	AT2G16750
OG0011455	Sp3g21290.1	AT3G23610
OG0011456	Sp1g21570.1	AT1G27200
OG0011457	Sp3g03960.1	AT3G05140
OG0011458	Sp1g16480.1	AT1G18530
OG0011459	Sp6g08970.1	AT2G05210, AT2G04395
OG0011460	Sp2g13820.1	AT2G02710
OG0011461	Sp2g04720.1	AT1G59850
OG0011462	Sp6g39300.1	AT5G03440
OG0011463	Sp4g13700.1	AT2G31210
OG0011464	Sp5g29340.1	AT1G74110
OG0011465	SpUn0002_0640.1	AT1G54860
OG0011467	Sp5g22550.1	AT1G67540
OG0011468	Sp5g07640.1	AT3G54800
OG0011469	Sp2g12180.1	AT5G47460
OG0011470	Sp6g03570.1	AT4G03560
OG0011471	Sp6g19810.1	AT5G58130
OG0011472	Sp1g03530.1	AT1G04690
OG0011473	Sp2g14050.1	AT2G03050
OG0011474	SpUn0055_0020.1, Sp6g04980.1	AT4G12540
OG0011475	Sp1g36300.1	AT1G49470
OG0011476	Sp2g29250.1	AT5G67410
OG0011477	Sp3g29220.1	AT2G15910
OG0011478	Sp6g09610.1	AT4G08330
OG0011479	Sp4g19580.1	AT2G37260
OG0011480	Sp7g00230.1	AT5G41880
OG0011481	Sp2g14060.1	AT2G03060
OG0011482	Sp5g04920.1	AT3G57750
OG0011483	Sp1g26270.1	AT1G30450
OG0011484	Sp6g19970.1	AT5G58310
OG0011485	Sp6g31500.1	AT5G12130
OG0011486	Sp3g06080.1	AT3G07140
OG0011487	Sp1g03790.1	AT1G04945
OG0011488	Sp2g07230.1	AT5G42710
OG0011489	Sp5g27640.1	AT1G72560
OG0011490	Sp6g19510.1	AT5G57820
OG0011491	Sp5g27480.1	AT1G72416
OG0011492	Sp5g31370.1	AT1G76220
OG0011493	Sp2g26950.1	AT5G63890
OG0011494	Sp3g11410.1	AT3G13224
OG0011495	Sp4g22970.1	AT2G40640
OG0011496	Sp5g09630.1	AT3G52710
OG0011497	Sp7g18080.1	AT4G19460
OG0011498	Sp7g37110.1	AT4G38670
OG0011499	Sp1g16830.1	AT1G18850
OG0011500	Sp4g19720.1	AT2G37400
OG0011501	Sp2g26330.1	AT5G63200
OG0011502	Sp2g21790.1	AT5G25830
OG0011503	Sp3g32480.1	AT2G19080
OG0011504	Sp3g32970.1	AT2G19590
OG0011505	Sp7g29860.1	AT4G32060
OG0011507	Sp1g10530.1	AT1G11905
OG0011508	Sp1g15730.1	AT1G17620
OG0011509	Sp5g25610.1	AT1G70505
OG0011510	Sp1g03800.1	AT1G04950
OG0011511	Sp2g10240.1	AT5G45300
OG0011512	Sp3g15860.1	AT3G17740, AT3G17712
OG0011513	Sp7g23130.1	AT4G25130
OG0011514	Sp2g24680.1	AT5G61480
OG0011515	Sp5g25470.1	AT1G70350
OG0011516	Sp3g10210.1	AT3G11980
OG0011517	Sp2g17620.1	AT3G28970
OG0011518	Sp7g16640.1	AT4G17520
OG0011519	Sp1g00880.1	AT1G01430
OG0011520	Sp7g22490.1	AT4G24500
OG0011521	Sp7g30430.1	AT4G32660
OG0011522	Sp4g24550.1	AT2G42400
OG0011523	Sp7g12920.1	AT4G14790
OG0011524	Sp6g24920.1	AT5G19485
OG0011525	Sp2g12190.1	AT5G47470
OG0011526	Sp1g33600.1	AT1G44750
OG0011527	Sp1g13570.1	AT1G15260
OG0011528	Sp5g25110.1	AT1G70000
OG0011529	Sp4g10840.1	AT2G28060
OG0011530	Sp6g02510.1	AT4G02600
OG0011531	Sp5g05090.1	AT3G57510
OG0011532	Sp5g04420.1	AT3G58460
OG0011533	Sp5g24150.1	AT1G69040
OG0011534	Sp4g08680.1	AT2G26800
OG0011535	Sp2g12520.1	AT5G47780
OG0011536	Sp6g13000.1	AT5G50860
OG0011537	Sp3g22110.1	AT1G48520
OG0011538	Sp4g23950.1	AT2G41705
OG0011540	Sp2g29800.1	AT5G66860
OG0011541	Sp2g15710.1	AT3G26600
OG0011542	Sp6g18140.1	AT5G56290
OG0011543	Sp3g12100.1	AT3G13880
OG0011544	Sp1g19320.1	AT1G21760
OG0011545	Sp1g32110.1	AT1G42960
OG0011546	Sp3g32820.1	AT2G19450
OG0011547	Sp1g35860.1	AT1G48950
OG0011548	Sp3g07710.1	AT3G09320
OG0011549	Sp2g24300.1	AT5G60990
OG0011550	Sp6g30490.1	AT5G13530
OG0011551	Sp5g10220.1	AT3G52080
OG0011552	Sp7g14940.1	AT4G16410
OG0011553	Sp1g30300.1	AT1G35530
OG0011554	Sp7g30940.1	AT4G33200
OG0011555	Sp3g12680.1	AT3G14395
OG0011556	Sp5g08810.1	AT3G53520
OG0011557	Sp7g32060.1	AT4G34270
OG0011558	Sp2g11640.1	AT5G46840
OG0011559	Sp6g19210.1	AT5G57510
OG0011560	Sp7g25380.1	AT4G27435
OG0011561	Sp5g28650.1	AT1G73470
OG0011562	Sp6g31230.1	AT5G12410
OG0011563	Sp4g10630.1, Sp4g10640.1	AT2G27800
OG0011564	Sp5g03800.1	AT3G59300
OG0011565	Sp7g18430.1	AT4G19980
OG0011566	Sp7g02120.1	AT5G39960
OG0011567	Sp7g07270.1	AT5G35090
OG0011568	Sp1g17850.1	AT1G20080
OG0011569	Sp6g23110.1	AT5G22080
OG0011570	Sp1g28260.1	AT1G32700
OG0011571	Sp5g02830.1, SpUn0080_0010.1	AT3G60390
OG0011572	Sp1g22590.1	AT1G26100
OG0011573	Sp3g12270.1	AT3G14020
OG0011574	Sp2g18090.1	AT2G10440
OG0011575	Sp1g12200.1	AT1G13710
OG0011576	Sp6g36970.1	AT5G05930
OG0011577	Sp4g23650.1	AT2G41350
OG0011578	Sp5g02530.1	AT3G60720
OG0011579	Sp6g13880.1	AT2G07360
OG0011580	Sp7g01090.1	AT5G40840
OG0011581	Sp6g19400.1	AT5G57710
OG0011582	Sp2g23460.1	AT5G23760
OG0011583	Sp1g08560.1	AT1G09920
OG0011584	Sp1g08130.1	AT1G09530
OG0011585	Sp5g07460.1	AT3G54960
OG0011586	Sp1g33430.1	AT3G03410
OG0011587	Sp4g00300.1	AT2G21150
OG0011588	Sp6g15110.1	AT5G52950
OG0011589	Sp7g22040.1	AT4G24080
OG0011590	Sp6g37740.1	AT5G05090
OG0011591	Sp7g37340.1	AT4G38440
OG0011592	Sp2g16990.1	AT3G27950
OG0011593	Sp6g18600.1	AT5G56880
OG0011594	Sp3g11300.1	AT3G13130
OG0011595	Sp4g11990.1	AT2G29180
OG0011596	Sp2g01590.1	AT1G62990
OG0011597	Sp5g04520.1	AT3G58190
OG0011598	Sp2g00660.1	AT1G64050
OG0011599	Sp6g25100.1	AT5G42330
OG0011600	Sp7g01960.1	AT2G04660
OG0011601	Sp5g13750.1	AT2G47860
OG0011602	Sp3g21260.1	AT3G24180
OG0011603	Sp4g13600.1	AT2G31130
OG0011604	Sp5g27560.1	AT1G72480
OG0011605	Sp4g17390.1	AT2G35155
OG0011606	Sp3g10540.1	AT3G12345
OG0011607	Sp7g16950.1	AT4G17240
OG0011608	Sp3g21000.1	AT3G23330
OG0011609	Sp4g00130.1	AT2G20940
OG0011610	Sp5g07070.1	AT3G55400
OG0011611	Sp1g04140.1	AT1G05290
OG0011612	Sp1g40020.1	AT1G53490
OG0011613	Sp2g02830.1	AT1G61720
OG0011614	Sp5g15170.1	AT3G46510
OG0011615	Sp1g11700.1	AT1G13180
OG0011616	Sp3g00520.1	AT3G01530
OG0011617	Sp6g23680.1	AT5G20850
OG0011618	Sp7g36420.1	AT4G39470
OG0011620	Sp2g17320.1	AT3G28670
OG0011621	Sp7g07890.1	AT3G57790
OG0011622	Sp4g20730.1	AT2G38410
OG0011623	Sp6g36850.1	AT5G06060
OG0011624	Sp4g20110.1	AT2G37740
OG0011625	Sp3g21340.1, Sp3g21350.1	AT3G23640
OG0011626	Sp4g11430.1	AT2G28605
OG0011627	Sp4g09910.1	AT2G27140
OG0011628	Sp3g06670.1, SpUn0522_0020.1	AT3G07740
OG0011629	Sp2g21780.1	AT5G25840
OG0011630	Sp3g11160.1	AT3G13000
OG0011631	Sp5g29420.1	AT1G74240
OG0011632	Sp6g29100.1	AT5G14950
OG0011633	Sp4g29440.1	AT2G47500
OG0011634	Sp1g36870.1, SpUN0137_0010.1	AT1G49980
OG0011635	Sp5g30220.1	AT1G75090
OG0011636	SpUn0003_0310.1	AT1G64790
OG0011637	Sp3g05610.1	AT3G66654
OG0011638	Sp5g30080.1	AT1G74940
OG0011639	Sp2g08120.1	AT5G43310
OG0011640	Sp6g09440.1	AT4G08460
OG0011641	Sp7g14200.1	AT4G15820
OG0011642	Sp7g24410.1	AT4G26470
OG0011643	Sp4g16270.1	AT2G33855
OG0011644	Sp6g34450.1	AT5G08450
OG0011645	SpUn0288_0010.1	AT5G22110
OG0011646	Sp7g20200.1	AT4G22010
OG0011647	Sp5g16890.1	AT3G44330
OG0011648	Sp7g15270.1	AT4G16660
OG0011649	Sp6g07390.1	AT4G10030
OG0011650	Sp6g02220.1	AT4G02340
OG0011651	Sp6g14660.1	AT5G52440
OG0011652	Sp4g14320.1	AT2G31955
OG0011653	Sp2g27550.1	AT5G64470
OG0011654	Sp4g19190.1	AT2G36895
OG0011655	Sp7g18250.1	AT4G19680
OG0011656	Sp5g34780.1	AT1G79720
OG0011657	Sp6g20200.1	AT5G58510
OG0011658	Sp6g22110.1	AT5G60540
OG0011659	Sp1g17390.1	AT1G19520
OG0011660	Sp5g02920.1	AT3G60300
OG0011661	Sp7g21670.1	AT4G23730
OG0011662	Sp1g00310.1	AT1G01990
OG0011663	Sp1g39050.1	AT1G52500
OG0011664	Sp6g38490.1	AT5G04260
OG0011665	Sp4g09970.1	AT2G27170
OG0011666	Sp6g32520.1	AT5G10970
OG0011667	Sp4g28630.1	AT2G46580
OG0011668	Sp1g24390.1	AT1G28200
OG0011669	Sp6g17960.1	AT5G56110
OG0011670	Sp1g28600.1	AT1G33060
OG0011671	Sp1g28360.1	AT1G32540
OG0011672	Sp1g26210.1	AT1G30370
OG0011673	Sp4g21070.1	AT2G38710
OG0011674	Sp2g09110.1	AT5G44290
OG0011675	Sp3g32790.1	AT2G19410
OG0011676	Sp4g04970.1	AT2G25570
OG0011678	Sp3g12040.1	AT3G13810
OG0011679	Sp4g23730.1	AT2G41460
OG0011680	Sp3g09350.1	AT3G11020
OG0011681	Sp6g01510.1	AT4G01600
OG0011682	Sp4g20020.1	AT2G37660
OG0011683	Sp1g27940.1	AT1G32260
OG0011684	Sp1g06820.1	AT1G08170
OG0011685	Sp1g05980.1	AT1G07220
OG0011686	Sp1g22270.1	AT1G26470
OG0011687	Sp2g03940.1	AT1G60790
OG0011688	Sp2g13280.1	AT2G01860
OG0011689	Sp2g27310.1	AT5G64250
OG0011690	Sp7g14640.1	AT4G16146
OG0011691	Sp6g18940.1	AT5G57210
OG0011692	Sp7g30050.1	AT4G32290
OG0011693	Sp3g08370.1	AT3G10060
OG0011694	Sp5g35080.1	AT1G80680
OG0011695	SpUn0001_0200.1	AT1G54530
OG0011696	Sp1g26980.1	AT1G31160
OG0011697	Sp1g18530.1	AT1G20830
OG0011698	Sp1g03870.1	AT1G04990
OG0011699	Sp6g40240.1	AT5G02200
OG0011700	Sp5g11180.1	AT3G51030
OG0011701	Sp7g14690.1	AT4G16180
OG0011702	Sp7g29160.1	AT4G31310
OG0011703	Sp1g03750.1	AT1G04910
OG0011704	Sp3g03420.1	AT3G04580
OG0011705	Sp7g06630.1	AT5G35630
OG0011706	Sp1g17710.1	AT1G19920
OG0011707	Sp6g30420.1	AT5G13610
OG0011708	Sp3g11230.1	AT3G13065
OG0011709	Sp6g02360.1	AT4G02450
OG0011710	Sp1g04250.1, Sp1g04260.1	AT1G05380
OG0011711	Sp6g21800.1	AT5G60150
OG0011712	Sp1g17530.1	AT1G19700
OG0011713	Sp3g10240.1	AT3G12010
OG0011714	Sp7g25750.1	AT4G27790
OG0011715	Sp6g10880.1, Sp7g03380.1	AT2G17280
OG0011716	Sp1g19340.1	AT1G21780
OG0011717	Sp2g26980.1	AT5G63910
OG0011718	Sp3g02600.1	AT3G03610
OG0011719	Sp2g22450.1	AT5G25080
OG0011720	Sp6g28230.1	AT5G15880
OG0011721	Sp5g26810.1, SpUn0095_0040.1	AT1G71790
OG0011722	Sp5g13780.1	AT3G48250
OG0011723	Sp3g00370.1	AT3G01680
OG0011724	Sp7g07040.1	AT5G35400
OG0011725	Sp1g16050.1	AT1G18010, AT1G18000
OG0011726	Sp3g00470.1	AT3G01580
OG0011727	Sp6g38560.1	AT5G04190
OG0011728	Sp2g28230.1	AT5G65158
OG0011729	Sp7g29090.1	AT4G31210
OG0011730	Sp1g31140.1	AT1G36390
OG0011731	Sp5g11160.1	AT3G51050
OG0011732	Sp5g17760.1	AT3G43520
OG0011733	Sp7g23940.1	AT4G25910
OG0011734	Sp7g08620.1	AT5G42180
OG0011735	Sp4g16900.1	AT2G34630
OG0011736	Sp3g31030.1, Sp3g31020.1	AT2G17670
OG0011737	Sp2g30490.1	AT5G66200
OG0011738	Sp5g13390.1	AT3G48580
OG0011739	Sp3g03310.1	AT3G04460
OG0011740	Sp6g39780.1	AT5G02800
OG0011741	Sp4g17370.1	AT2G35140
OG0011742	Sp4g10713.1	AT2G27880
OG0011743	Sp2g27160.1	AT5G64090
OG0011744	Sp2g22990.1	AT5G24330
OG0011745	Sp4g08880.1	AT2G26700
OG0011746	Sp7g22650.1	AT4G24660
OG0011747	Sp5g33340.1	AT1G78200
OG0011748	Sp3g09880.1	AT3G11650
OG0011749	Sp6g14090.1	AT5G51840
OG0011750	Sp5g10490.1	AT3G51780
OG0011751	Sp1g06960.1	AT1G08320
OG0011752	Sp5g01340.1	AT3G62020
OG0011753	Sp3g10680.1	AT3G12540
OG0011754	Sp2g08560.1	AT5G43750
OG0011756	Sp5g27910.1	AT1G72890
OG0011758	Sp3g08960.1	AT3G10650
OG0011759	Sp3g15730.1	AT3G17600
OG0011761	Sp2g21440.1	AT5G26594
OG0011762	Sp6g05490.1	AT4G12020
OG0011763	SpUn0037_0010.1, Sp7g01790.1	AT5G39910
OG0011764	Sp1g01430.1	AT1G02340
OG0011765	Sp3g19110.1	AT3G21150
OG0011766	Sp2g16150.1	AT3G27025
OG0011767	Sp5g02590.1	AT3G60650
OG0011768	Sp1g19620.1	AT1G22120
OG0011771	Sp5g33530.1	AT1G78440
OG0011775	Sp6g05790.1	AT4G11680
OG0011776	Sp1g15040.1	AT1G16900
OG0011777	Sp1g17550.1	AT1G19715
OG0011778	Sp1g21940.1	AT1G26840
OG0011779	Sp1g21990.1	AT1G26800
OG0011780	Sp1g23540.1	AT1G27300
OG0011781	Sp1g33390.1	AT1G44110
OG0011782	Sp1g39980.1	AT1G53440, AT1G53430
OG0011783	Sp1g40000.1	AT1G53460
OG0011784	Sp1g03930.1	AT1G05060
OG0011785	Sp1g40960.1	AT1G55300
OG0011786	Sp5g32940.1	AT1G77765
OG0011787	Sp3g00850.1	AT3G01250
OG0011788	Sp3g09020.1	AT3G10700
OG0011790	Sp4g16810.1	AT2G34555
OG0011791	Sp4g01760.1	AT2G22770
OG0011792	Sp3g10465.1	AT3G59455
OG0011792	Sp5g15200.1	AT3G11825
OG0011793	Sp2g12840.1	AT2G01410
OG0011794	Sp6g38900.1	AT5G03810, AT5G03820
OG0011795	Sp7g23390.1	AT4G25370
OG0011796	Sp7g23360.1	AT4G25340
OG0011797	Sp7g35680.1	AT4G38040
OG0011798	Sp7g16490.1	AT4G17650
OG0011800	Sp7g30690.1	AT4G32915
OG0011801	Sp7g30490.1	AT4G32720
OG0011802	Sp2g29880.1	AT5G66800
OG0011803	Sp2g09570.1	AT5G44730
OG0011805	Sp2g01510.1	AT1G63060
OG0011806	Sp2g01880.1	AT1G62760
OG0011808	Sp5g29640.1	AT1G74460
OG0011809	Sp3g14580.1	AT3G16210
OG0011811	Sp3g20890.1	AT3G23240
OG0011814	Sp5g10010.1	AT3G52250
OG0011815	Sp6g27965.1	AT5G16180
OG0011816	Sp6g05810.1	AT4G11660
OG0011817	Sp6g05130.1	AT4G12420
OG0011818	Sp7g34570.1	AT4G37220
OG0011819	Sp7g30510.1	AT4G32750
OG0011822	Sp7g05680.1	AT5G36800, AT5G36710
OG0011823	Sp1g38680.1	AT1G58160
OG0011834	Sp5g25780.1	AT1G70620
OG0011835	Sp5g05170.1	AT3G57430
OG0011836	Sp1g22160.1	AT1G26640
OG0011838	Sp7g17800.1	AT4G19100
OG0011839	Sp1g06800.1	AT1G08150
OG0011841	Sp7g20380.1	AT4G22260
OG0011842	Sp5g30480.1	AT1G75340
OG0011843	Sp3g08340.1	AT3G10030
OG0011844	Sp1g04960.1	AT1G06143
OG0011845	Sp5g26760.1	AT1G71730
OG0011846	Sp4g03850.1	AT2G24830
OG0011847	Sp4g25160.1	AT2G43030
OG0011848	Sp2g06610.1	AT1G56300
OG0011849	Sp4g03960.1	AT2G24970
OG0011850	Sp7g27360.1	AT4G29490
OG0011851	Sp6g21040.1	AT5G59360
OG0011853	Sp2g30740.1	AT5G65950
OG0011854	Sp1g20640.1	AT1G23180
OG0011855	Sp7g06720.1	AT1G77550
OG0011856	Sp4g00330.1	AT2G21180
OG0011857	Sp3g10910.1	AT3G12750
OG0011858	Sp7g17720.1, Sp4g16540.1	AT4G19000
OG0011859	Sp6g15960.1	AT5G53900
OG0011860	Sp5g05990.1	AT3G56570
OG0011861	Sp7g01670.1	AT5G40270, AT5G40290
OG0011862	Sp3g26780.1	AT2G13290
OG0011863	Sp3g06390.1	AT3G07480
OG0011864	Sp7g27200.1	AT4G29310
OG0011865	Sp6g40460.1	AT5G01070
OG0011866	Sp6g29900.1	AT5G14100
OG0011867	Sp4g14400.1	AT2G32000
OG0011868	Sp3g32210.1	AT2G18710
OG0011869	Sp5g03840.1	AT3G59270
OG0011870	Sp7g14530.1	AT4G16060
OG0011871	Sp5g10750.1	AT3G51490
OG0011872	Sp4g16980.1	AT2G34700
OG0011873	Sp6g35680.1	AT5G07220
OG0011874	Sp4g04000.1	AT1G24148
OG0011875	Sp3g11210.1	AT3G13060
OG0011876	Sp4g27550.1	AT2G45520
OG0011877	Sp5g23780.1	AT1G68680
OG0011879	Sp7g15700.1	AT4G18370
OG0011880	Sp6g14250.1	AT5G52010
OG0011881	Sp5g09180.1	AT3G53140
OG0011882	Sp2g15050.1	AT3G25805
OG0011883	Sp6g19900.1	AT5G58240
OG0011884	Sp3g20830.1	AT3G23175
OG0011885	Sp4g18370.1	AT2G36130
OG0011886	Sp7g18765.1	AT4G20400
OG0011887	Sp1g00380.1	AT1G01920
OG0011888	Sp5g07010.1	AT3G55460
OG0011889	Sp4g25830.1	AT2G43760
OG0011890	Sp7g25320.1	AT4G27390
OG0011891	Sp6g32250.1	AT5G11330
OG0011892	Sp7g26130.1	AT4G28180
OG0011893	Sp1g40550.1	AT1G54100
OG0011894	Sp7g08270.1	AT1G63610
OG0011895	Sp5g33150.1	AT1G78010
OG0011896	Sp6g22700.1	AT5G22640
OG0011897	Sp4g11660.1	AT2G28830
OG0011898	Sp1g24060.1	AT1G27850
OG0011899	Sp6g16820.1	AT5G54855
OG0011901	Sp6g13230.1	AT5G51050
OG0011903	Sp5g29400.1	AT1G74220
OG0011904	Sp6g11680.1, Sp6g11690.1	AT5G49960
OG0011905	Sp1g39440.1	AT1G52870
OG0011906	Sp1g12160.1	AT1G13770
OG0011907	Sp6g30390.1	AT5G13630
OG0011908	Sp2g14460.1	AT2G03620
OG0011909	Sp6g16300.1	AT5G54260
OG0011910	Sp4g03170.1	AT2G24230
OG0011911	Sp1g04630.1	AT1G05820
OG0011912	Sp5g00740.1	AT3G62780
OG0011913	Sp6g39610.1	AT5G03080
OG0011914	Sp1g23040.1	AT1G25250
OG0011915	Sp4g11750.1	AT2G28940
OG0011916	Sp2g18050.1	AT3G29770
OG0011917	Sp7g36200.1	AT4G39690
OG0011918	Sp3g18250.1	AT3G20230
OG0011919	Sp3g34130.1	AT2G20875
OG0011920	Sp7g08220.1	AT5G42340
OG0011921	Sp4g27080.1	AT2G45010
OG0011922	Sp3g06820.1	AT3G07900
OG0011923	Sp7g30450.1	AT4G32690
OG0011924	Sp7g10760.1	AT3G24535
OG0011925	Sp6g36980.1	AT5G05920
OG0011926	Sp3g21030.1	AT3G23360
OG0011927	Sp7g17290.1	AT4G16807
OG0011928	Sp3g08970.1	AT5G48330
OG0011929	Sp1g34310.1	AT1G47130
OG0011930	Sp1g02690.1	AT1G03830
OG0011931	Sp3g24330.1	AT2G05920
OG0011932	Sp4g19390.1	AT2G37070
OG0011933	Sp3g13110.1	AT3G14900
OG0011934	Sp6g36770.1	AT5G06130
OG0011935	Sp1g23200.1	AT1G24575
OG0011936	Sp2g18590.1	AT5G48220
OG0011937	Sp1g19430.1	AT1G21890
OG0011938	Sp5g28310.1	AT1G73380
OG0011939	Sp1g09780.1	AT1G11090
OG0011940	Sp7g36190.1	AT4G39700
OG0011941	Sp7g18840.1	AT4G20770
OG0011942	Sp3g04250.1	AT3G05390
OG0011943	Sp2g22700.1	AT5G24710
OG0011944	Sp4g05980.1	AT2G26100
OG0011945	Sp7g19160.1	AT4G21070
OG0011946	Sp3g18840.1	AT3G20820
OG0011947	Sp6g13910.1	AT5G51690
OG0011948	Sp7g17490.1	AT4G18790
OG0011949	Sp3g32120.1	AT2G18630
OG0011950	Sp1g35950.1	AT1G49040
OG0011951	Sp7g09140.1	AT4G12750
OG0011952	Sp5g00250.1	AT3G63280
OG0011953	Sp7g35350.1	AT4G37700
OG0011954	Sp5g05280.1	AT3G57320
OG0011955	Sp1g21140.1	AT1G23740
OG0011956	Sp5g10340.1	AT3G51930
OG0011957	Sp4g20450.1	AT2G38130
OG0011958	Sp5g35490.1	AT1G80320
OG0011959	Sp7g16370.1	AT4G17740
OG0011960	Sp6g14440.1	AT5G52190
OG0011961	Sp5g14260.1	AT3G47660
OG0011962	Sp5g11170.1	AT3G51040
OG0011963	Sp7g16550.1	AT4G17610
OG0011964	Sp1g35410.1	AT1G48460
OG0011965	Sp3g22460.1	AT3G24730
OG0011966	Sp4g27960.1	AT2G45890
OG0011967	Sp2g18750.1	AT5G48390
OG0011968	Sp7g07560.1	AT1G43310, AT5G33320
OG0011969	Sp1g14920.1	AT1G16770
OG0011970	Sp4g05450.1	AT2G25770
OG0011971	Sp3g15810.1	AT3G17670
OG0011972	Sp1g10870.1	AT1G12250
OG0011973	Sp4g13540.1	AT2G31070
OG0011974	Sp4g22360.1	AT2G40070
OG0011975	Sp6g29490.1	AT5G14520
OG0011977	Sp1g34540.1	AT1G47510
OG0011978	Sp1g04360.1	AT1G05490
OG0011979	Sp4g09300.1	AT2G26590
OG0011980	Sp6g28600.1	AT5G15500
OG0011981	Sp2g25900.1	AT5G62730
OG0011982	Sp7g36360.1	AT4G39520
OG0011983	Sp5g14470.1, Sp5g14480.1	AT3G47410
OG0011984	Sp3g07390.1	AT3G08970
OG0011985	Sp4g10940.1	AT2G28130
OG0011986	Sp4g18850.1	AT2G36560
OG0011987	Sp7g03010.1	AT5G38895
OG0011988	Sp4g28900.1	AT2G46880
OG0011989	Sp6g05910.1	AT4G11570
OG0011990	Sp5g08420.1	AT3G53980
OG0011991	Sp1g03730.1	AT1G04890
OG0011992	Sp2g01310.1	AT1G63240
OG0011993	Sp5g29165.1	AT1G73965
OG0011994	Sp2g07360.1	AT5G42740
OG0011995	Sp4g17140.1	AT2G34860
OG0011996	Sp5g25720.1	AT1G70570
OG0011997	Sp4g07340.1	AT2G26460
OG0011998	Sp6g23890.1	AT5G20590
OG0012000	Sp2g19230.1	AT5G48830
OG0012001	Sp6g30520.1	AT5G13500
OG0012002	Sp4g15950.1	AT2G33590, AT2G33600
OG0012003	Sp7g31750.1	AT4G34020
OG0012004	Sp2g27070.1	AT5G64000
OG0012005	Sp3g18700.1	AT3G20660
OG0012006	Sp1g29260.1	AT1G34000
OG0012007	Sp6g23290.1	AT5G21900
OG0012008	Sp6g08190.1	AT4G09350
OG0012009	Sp4g19920.1	AT2G37570
OG0012010	Sp2g03260.1	AT1G61215
OG0012011	Sp4g19560.1	AT2G37240
OG0012012	Sp2g25930.1	AT5G62760
OG0012013	Sp1g38050.1	AT5G01990
OG0012014	Sp1g29600.1	AT1G34380
OG0012015	Sp6g24060.1	AT5G20360
OG0012016	Sp3g04020.1	AT3G05170
OG0012017	Sp5g13620.1	AT3G48425
OG0012018	Sp2g19910.1	AT5G49600
OG0012019	Sp1g23870.1	AT1G27660
OG0012020	Sp5g29480.1	AT1G74320
OG0012021	Sp4g00540.1	AT2G21370
OG0012022	Sp6g12940.1	AT5G50820
OG0012023	Sp6g18430.1	AT5G56660, AT5G56650
OG0012024	Sp1g40400.1	AT1G53920
OG0012025	Sp5g20460.1	AT1G65560
OG0012026	Sp1g16680.1	AT1G18700
OG0012027	Sp2g10960.1	AT5G46100
OG0012028	Sp4g19550.1	AT2G37230
OG0012029	Sp3g14520.1	AT3G16160
OG0012030	Sp1g17250.1	AT1G19340
OG0012031	Sp6g40900.1	AT5G01640, AT4G00005
OG0012032	Sp7g06270.1	AT5G35840
