Orthogroup	Thellungiella_parvula	Aethionema_arabicum
OG0012508	Sp7g02870.1	AA9G00006
OG0012509	Sp1g37270.1	AA2G00147
OG0012510	Sp6g36790.1	AA105G00032
OG0012511	Sp5g27150.1	AA31G00130
OG0012512	Sp7g17730.1	AA57G00172
OG0012513	Sp3g03570.1	AA10G00147
OG0012514	Sp2g27910.1	AA4G00217
OG0012515	Sp5g16440.1	AA72G00023
OG0012516	Sp2g15170.1	AA53G00831
OG0012517	Sp5g29160.1	AA31G00549
OG0012519	Sp5g07340.1	AA70G00031
OG0012520	Sp3g04990.1	AA10G00010
OG0012521	Sp6g13420.1	AA41G00037
OG0012522	Sp3g23480.1	AA232G00001, AA473G00001
OG0012523	Sp7g25170.1	AA10G00268
OG0012525	Sp1g04870.1	AA114G00004
OG0012526	Sp3g02570.1	AA10G00247
OG0012527	Sp6g03460.1	AA32G00351
OG0012528	Sp2g22640.1	AA12G00047
OG0012529	Sp1g32120.1	AA281G00005
OG0012530	Sp6g28660.1	AA40G00548
OG0012531	Sp4g24440.1	AA21G00008
OG0012532	Sp3g02660.1	AA10G00236
OG0012533	Sp3g12530.1	AA26G00148
OG0012536	Sp4g24970.1	AA21G00072
OG0012538	Sp2g08010.1	AA3G00258
OG0012539	Sp1g02570.1	AA19G00165
OG0012540	Sp6g40790.1	AA19G00410
OG0012541	Sp4g05860.1	AA32G01063
OG0012542	Sp6g25420.1	AA40G00227
OG0012543	Sp2g10440.1	AA6G00042
OG0012544	Sp3g07830.1	AA93G00110
OG0012545	Sp5g34490.1	AA31G00807
OG0012546	Sp6g03360.1	AA32G00346
OG0012547	Sp5g22560.1	AA122G00006
OG0012549	Sp3g17800.1	AA26G00648
OG0012550	Sp6g24280.1	AA8G00150
OG0012551	Sp1g35260.1	AA18G00232
OG0012552	Sp7g14140.1	AA18G00151
OG0012553	Sp2g14010.1	AA53G00734
OG0012554	Sp7g03720.1	AA27G00034
OG0012555	Sp2g09210.1	AA6G00162
OG0012556	Sp5g35250.1	AA31G00875
OG0012558	Sp3g32680.1	AA33G00218
OG0012559	Sp3g33710.1	AA33G00319
OG0012560	Sp4g16090.1	AA3G00323
OG0012561	Sp2g18840.1	AA647G00001
OG0012562	Sp5g07960.1	AA163G00003
OG0012563	Sp6g27950.1	AA83G00013, AA40G00483, AA83G00014
OG0012564	Sp2g13160.1	AA53G00651
OG0012565	Sp2g08470.1	AA40G00122
OG0012566	Sp5g35920.1	AA89G00009
OG0012567	Sp1g33230.1	AA54G00032, AA693G00001
OG0012568	Sp6g20240.1	AA198G00030
OG0012569	Sp1g15840.1	AA36G00052
OG0012570	Sp2g25640.1	AA5G00070
OG0012571	Sp2g09000.1	AA32G00371
OG0012572	Sp4g25080.1	AA21G00080
OG0012573	Sp2g11270.1	AA56G00035
OG0012574	Sp6g20910.1	AA1G00160
OG0012575	Sp6g15370.1	AA77G00035
OG0012576	Sp6g07360.1	AA3G00141
OG0012577	Sp1g36690.1	AA2G00105
OG0012578	Sp4g19410.1	AA60G00076
OG0012579	Sp7g00260.1	AA87G00031
OG0012580	Sp4g01030.1	AA46G00104
OG0012581	Sp3g17490.1	AA26G00611
OG0012582	Sp2g14430.1	AA53G00765
OG0012583	Sp1g03540.1	AA19G00083
OG0012584	Sp5g07450.1	AA91G00004
OG0012585	Sp7g24050.1	AA81G00035
OG0012586	Sp7g31680.1	AA118G00062
OG0012587	Sp6g19010.1	AA115G00009
OG0012588	Sp6g22600.1	AA8G00292
OG0012589	Sp6g27540.1	AA40G00446
OG0012590	Sp2g22680.1	AA12G00042
OG0012591	Sp4g17560.1	AA61G00634
OG0012593	Sp6g19540.1	AA44G00603
OG0012594	Sp6g32320.1	AA44G00378
OG0012595	Sp3g20680.1	AA17G00097
OG0012596	SpUN0002_0110.1	AA53G00360
OG0012597	Sp4g04850.1	AA65G00189
OG0012598	Sp1g17960.1	AA39G00272
OG0012599	Sp7g33720.1	AA30G00116
OG0012600	Sp6g11600.1	AA84G00003
OG0012602	Sp1g27490.1	AA53G00033
OG0012603	Sp7g35560.1	AA30G00300
OG0012604	Sp3g22970.1	AA156G00002
OG0012607	Sp1g25700.1	AA54G00397
OG0012608	Sp4g17630.1	AA9G00133
OG0012610	Sp3g02300.1	AA10G00290
OG0012612	Sp6g13200.1	AA41G00062
OG0012613	Sp4g26330.1	AA21G00186
OG0012614	Sp1g30260.1	AA54G00100
OG0012615	Sp3g20800.1	AA87G00267, AA17G00111
OG0012616	Sp1g13550.1	AA37G00197
OG0012617	Sp4g05200.1	AA7G00146
OG0012618	Sp6g01940.1	AA32G00239
OG0012619	Sp7g21150.1	AA57G00503, AA54G00313
OG0012620	Sp6g37560.1	AA35G00019
OG0012621	Sp2g21960.1	AA12G00100
OG0012622	Sp2g30360.1	AA8G00093
OG0012623	Sp6g19030.1	AA44G00658
OG0012624	Sp1g14390.1	AA37G00141
OG0012626	Sp6g16940.1	AA53G01264
OG0012628	Sp3g07180.1	AA29G00205
OG0012629	Sp7g25960.1	AA81G00016
OG0012631	Sp1g00370.1	AA1G00111
OG0012632	Sp1g18500.1	AA39G00310
OG0012633	Sp2g02860.1	AA53G00566
OG0012635	Sp2g12380.1	AA751G00001
OG0012636	Sp3g12420.1	AA26G00138
OG0012637	Sp2g20900.1	AA40G00114
OG0012638	Sp4g28740.1	AA21G00400
OG0012639	Sp6g21230.1	AA1G00170
OG0012640	Sp6g06230.1	AA3G00042
OG0012640	Sp7g21570.1	AA54G00272
OG0012641	Sp7g30820.1	AA380G00001
OG0012642	Sp7g06470.1	AA655G00002
OG0012643	Sp6g37090.1	AA105G00003
OG0012644	Sp6g18040.1	AA25G00152
OG0012645	Sp4g24590.1	AA21G00038
OG0012646	Sp4g20060.1	AA135G00006
OG0012647	Sp4g16410.1	AA43G00014
OG0012648	Sp5g18060.1, Sp5g18120.1, Sp1g32970.1, Sp1g36010.1	AA2G00045
OG0012649	Sp1g33790.1	AA39G00792
OG0012650	Sp7g22530.1	AA31G00030
OG0012651	Sp5g14110.1	AA96G00054
OG0012652	Sp1g09740.1	AA65G00158
OG0012654	Sp7g17890.1	AA6G00058, AA57G00192
OG0012655	Sp6g04740.1	AA6G00288
OG0012656	Sp1g34080.1	AA210G00008
OG0012657	Sp6g34390.1	AA44G00176
OG0012658	Sp7g35750.1	AA30G00324
OG0012659	Sp6g28760.1	AA40G00557
OG0012660	Sp7g29990.1	AA48G00005
OG0012661	Sp3g17500.1	AA26G00612
OG0012662	Sp6g21290.1	AA1G00175
OG0012663	Sp7g36270.1	AA30G00375
OG0012664	Sp2g18470.1	AA76G00022
OG0012665	Sp7g11520.1	AA87G00370
OG0012666	Sp1g23890.1	AA32G00204
OG0012667	Sp3g02060.1	AA10G00313
OG0012668	Sp3g31420.1	AA33G00097
OG0012669	Sp7g26910.1	AA102G00065
OG0012670	Sp6g03180.1	AA32G00331
OG0012673	Sp1g10200.1	AA65G00206
OG0012675	Sp6g31320.1	AA44G00476
OG0012676	Sp3g20700.1	AA17G00099
OG0012678	Sp6g23080.1	AA8G00249
OG0012679	Sp5g30460.1	AA31G00423
OG0012681	Sp6g27050.1	AA40G00389
OG0012682	Sp4g29710.1	AA21G00534
OG0012684	Sp5g03650.1	AA61G00336
OG0012685	Sp4g26900.1	AA21G00230
OG0012686	Sp3g05490.1	AA29G00043
OG0012687	Sp2g29170.1	AA4G00319
OG0012688	Sp3g24500.1	AA625G00002
OG0012689	Sp5g27580.1	AA31G00691
OG0012690	Sp7g35160.1	AA30G00257
OG0012691	SpUn0020_0060.1, Sp5g26920.1	AA31G00112
OG0012693	Sp2g03520.1	AA53G00521
OG0012694	Sp7g17660.1	AA57G00166
OG0012695	Sp2g20610.1	AA40G00084
OG0012696	Sp7g31080.1	AA75G00044
OG0012697	Sp7g25270.1	AA32G01104
OG0012698	Sp6g27760.1	AA40G00468
OG0012699	Sp2g14150.1	AA53G00744
OG0012700	Sp7g26670.1	AA102G00026
OG0012701	Sp1g22800.1	AA39G00692
OG0012703	Sp7g17570.1	AA57G00161
OG0012705	Sp3g07630.1	AA93G00091
OG0012706	Sp1g02130.1	AA7G00058
OG0012707	Sp7g34310.1	AA30G00174
OG0012708	Sp4g18860.1	AA60G00135
OG0012709	Sp1g02050.1	AA7G00050
OG0012710	Sp6g32290.1	AA44G00381
OG0012711	Sp5g23770.1	AA1304G00001
OG0012712	Sp4g00690.1	AA46G00075
OG0012713	Sp5g32230.1	AA31G00265
OG0012714	Sp6g07460.1	AA3G00131
OG0012715	Sp5g21180.1	AA53G01130
OG0012716	Sp1g36810.1	AA2G00113
OG0012717	Sp7g23480.1	AA1697G00001
OG0012718	Sp4g06450.1	AA32G01045
OG0012720	Sp2g16350.1	AA53G00941
OG0012721	Sp3g17670.1	AA26G00633
OG0012722	Sp3g22740.1	AA169G00006
OG0012723	Sp6g29050.1	AA40G00585
OG0012725	Sp7g13090.1	AA87G00220
OG0012726	Sp6g16270.1	AA11G00037
OG0012727	Sp5g29900.1	AA31G00472
OG0012728	Sp5g32840.1	AA31G00204
OG0012729	Sp2g11650.1	AA290G00009
OG0012730	Sp5g23210.1	AA39G00700
OG0012732	Sp7g17310.1	AA53G00279
OG0012733	Sp5g01710.1	AA61G00521
OG0012734	Sp4g29690.1	AA21G00532
OG0012735	Sp3g06910.1	AA29G00182
OG0012737	Sp7g06350.1	AA503G00001
OG0012738	Sp6g01880.1	AA32G00235
OG0012742	Sp4g17580.1	AA9G00139
OG0012743	Sp1g10030.1	AA65G00194
OG0012744	Sp7g32130.1	AA118G00072
OG0012745	Sp7g29750.1	AA48G00037
OG0012746	Sp5g26720.1	AA31G00093
OG0012747	Sp7g07260.1	AA53G00338
OG0012748	Sp4g00190.1	AA46G00024
OG0012749	SpUn0061_0010.1, Sp4g22900.1	AA93G00069
OG0012750	Sp7g15730.1	AA57G00116
OG0012751	Sp2g07790.1	AA3G00244
OG0012752	Sp3g07550.1	AA93G00078
OG0012753	Sp4g19360.1	AA60G00071
OG0012754	Sp3g13380.1	AA26G00226
OG0012755	Sp4g06680.1	AA32G01040
OG0012756	Sp5g28900.1	AA31G00570
OG0012757	Sp3g03130.1	AA10G00189
OG0012758	Sp4g16740.1	AA18G00103
OG0012759	Sp1g03390.1	AA19G00097
OG0012760	Sp1g29120.1	AA3G00140
OG0012761	Sp1g05030.1	AA165G00003
OG0012763	Sp7g34740.1	AA30G00221
OG0012764	Sp1g04660.1	AA7G00149
OG0012766	Sp1g02350.1	AA7G00073
OG0012768	Sp5g08620.1	AA62G00011
OG0012769	Sp2g05030.1	AA53G00421
OG0012771	Sp4g22650.1	AA29G00247
OG0012772	Sp4g16890.1	AA18G00116
OG0012773	Sp3g08590.1	AA93G00204
OG0012774	Sp2g13560.1	AA53G00691
OG0012777	Sp5g29080.1	AA31G00555
OG0012778	Sp4g05950.1	AA32G01058
OG0012779	Sp1g41160.1	AA15G00262
OG0012780	Sp5g14280.1	AA96G00033
OG0012781	Sp7g24240.1	AA81G00056
OG0012783	Sp5g30310.1	AA87G00009
OG0012784	Sp5g27950.1	AA31G00649
OG0012785	Sp6g19880.1	AA198G00001
OG0012786	Sp7g12310.1	AA87G00294
OG0012787	Sp4g10930.1	AA32G00889
OG0012788	Sp7g17550.1, Sp6g04610.1	AA57G00159
OG0012789	Sp6g39580.1	AA19G00261
OG0012790	Sp5g10390.1	AA397G00003
OG0012791	Sp2g29210.1	AA4G00323
OG0012792	Sp5g08380.1	AA124G00017
OG0012793	Sp3g04620.1	AA10G00045
OG0012794	Sp6g02150.1	AA32G00258
OG0012795	Sp4g02700.1	AA22G00043
OG0012799	Sp5g35700.1	AA89G00037
OG0012800	Sp6g39640.1	AA19G00266
OG0012801	Sp4g26770.1	AA21G00223
OG0012802	Sp1g00070.1	AA1G00143
OG0012805	Sp5g32900.1	AA31G00198
OG0012806	Sp1g07910.1	AA42G00027
OG0012807	Sp1g10520.1	AA65G00238
OG0012809	Sp4g28100.1	AA21G00339
OG0012811	Sp6g23440.1	AA8G00210
OG0012812	Sp6g40370.1	AA19G00330
OG0012813	Sp3g23350.1	AA193G00007
OG0012814	Sp7g02180.1	AA9G00051
OG0012815	Sp5g16320.1	AA72G00011
OG0012816	Sp1g09950.1	AA65G00185
OG0012817	Sp1g27270.1	AA53G00013
OG0012819	Sp1g16570.1	AA39G00149
OG0012820	Sp2g26070.1	AA5G00028
OG0012821	Sp5g16260.1	AA72G00007
OG0012822	Sp6g19490.1	AA44G00608
OG0012823	Sp5g27940.1	AA31G00650
OG0012824	Sp3g08430.1	AA93G00187
OG0012825	Sp4g23670.1	AA10G00486
OG0012826	Sp6g11280.1	AA314G00003
OG0012828	Sp6g06640.1	AA3G00068
OG0012829	Sp7g19100.1	AA57G00308
OG0012830	Sp5g31870.1	AA31G00295
OG0012831	Sp3g14420.1	AA26G00312
OG0012832	Sp7g30080.1	AA104G00004
OG0012834	Sp4g24270.1	AA21G00023
OG0012835	Sp5g02410.1	AA61G00458
OG0012836	Sp3g28430.1	AA123G00093
OG0012838	Sp2g14960.1	AA53G00811
OG0012839	Sp2g30710.1	AA8G00126
OG0012840	Sp3g22980.1	AA156G00001, AA60G00069
OG0012842	Sp3g12960.1	AA26G00189
OG0012843	Sp3g30150.1	AA33G00002
OG0012844	Sp1g36750.1	AA2G00108
OG0012845	Sp7g30780.1	AA53G00025
OG0012846	Sp2g29500.1	AA8G00013
OG0012847	Sp3g07590.1	AA93G00087
OG0012848	Sp2g13030.1	AA53G00641
OG0012849	SpUn0826_0010.1	AA32G00372
OG0012851	Sp2g16480.1	AA53G00929
OG0012852	Sp7g35080.1	AA57G00256
OG0012853	Sp1g05090.1	AA23G00026
OG0012854	Sp6g16000.1	AA11G00055
OG0012855	Sp3g10130.1	AA64G00018
OG0012856	Sp4g18890.1	AA60G00132
OG0012857	Sp3g30970.1	AA33G00067, AA30G00088
OG0012858	Sp4g13790.1	AA32G00599
OG0012859	Sp4g01040.1	AA46G00105
OG0012860	Sp1g23060.1	AA39G00712
OG0012861	Sp6g28830.1	AA40G00564
OG0012862	Sp4g10270.1	AA32G00968
OG0012864	Sp1g20340.1	AA39G00481
OG0012865	Sp2g21240.1	AA40G00153
OG0012867	Sp4g21890.1	AA29G00322
OG0012868	Sp5g08110.1	AA491G00008
OG0012869	Sp7g25830.1	AA117G00009
OG0012870	Sp3g13440.1	AA26G00232
OG0012871	Sp3g23740.1	AA18G00220
OG0012874	Sp6g04000.1	AA6G00244
OG0012875	Sp1g16660.1	AA39G00159
OG0012876	Sp2g25690.1	AA5G00064
OG0012879	Sp4g21470.1	AA60G00260
OG0012880	Sp5g20510.1	AA53G01158
OG0012881	Sp7g11910.1	AA87G00312
OG0012882	Sp2g15850.1	AA53G00884
OG0012884	Sp5g32650.1	AA31G00231
OG0012885	Sp3g03610.1	AA10G00143
OG0012886	Sp6g27240.1	AA33G00344
OG0012888	Sp7g12080.1	AA87G00302
OG0012889	Sp6g31750.1	AA44G00435
OG0012890	Sp3g04560.1	AA10G00051
OG0012891	Sp4g16720.1	AA18G00101
OG0012892	Sp3g00240.1	AA32G01185
OG0012893	Sp1g26410.1	AA18G00130
OG0012894	Sp7g34600.1	AA30G00208
OG0012895	Sp2g00050.1	AA53G01278
OG0012897	Sp7g11860.1	AA87G00316
OG0012898	Sp3g20620.1	AA17G00091
OG0012899	Sp1g41510.1	AA15G00303
OG0012900	Sp4g00790.1	AA46G00087
OG0012901	Sp5g33970.1	AA31G00759
OG0012902	Sp3g07510.1	AA93G00075
OG0012903	Sp4g03750.1	AA399G00003
OG0012904	Sp1g39320.1	AA15G00061
OG0012905	Sp5g33700.1	AA31G00731
OG0012906	Sp1g39190.1	AA15G00053
OG0012907	Sp7g19620.1	AA57G00352
OG0012908	Sp6g05330.1	AA6G00323, AA12G00146
OG0012909	Sp6g13560.1	AA41G00027
OG0012910	Sp2g23210.1	AA5G00283
OG0012911	Sp1g34090.1	AA210G00006
OG0012912	Sp7g31070.1	AA123G00106
OG0012913	Sp6g14550.1	AA55G00021
OG0012914	Sp7g05570.1	AA26G00714
OG0012915	Sp2g11380.1	AA96G00131
OG0012916	Sp4g01350.1	AA46G00124
OG0012917	Sp2g15690.1	AA53G00871
OG0012918	Sp1g09700.1	AA65G00155
OG0012920	Sp2g24740.1	AA5G00139
OG0012921	Sp2g12110.1	AA244G00008
OG0012922	Sp1g07040.1	AA90G00033
OG0012923	Sp1g00840.1	AA1G00071
OG0012924	Sp7g01110.1	AA87G00089
OG0012925	Sp6g06490.1, Sp1g06470.1	AA665G00004
OG0012927	Sp4g12260.1	AA32G00743
OG0012928	Sp2g08990.1	AA32G00373
OG0012930	Sp5g09470.1	AA18G00012
OG0012931	Sp7g31760.1	AA118G00051
OG0012932	Sp4g02460.1	AA22G00004
OG0012933	Sp7g11790.1	AA87G00320
OG0012934	Sp7g34720.1	AA69G00021
OG0012935	Sp6g33320.1	AA44G00271
OG0012936	Sp5g14160.1	AA96G00046
OG0012937	Sp2g30230.1	AA8G00076
OG0012938	Sp2g24070.1	AA5G00200
OG0012939	Sp2g24340.1	AA5G00175
OG0012940	Sp3g21950.1	AA50G00015
OG0012941	Sp7g34380.1	AA30G00182
OG0012942	Sp1g16380.1	AA39G00129
OG0012943	Sp1g01010.1	AA1G00055
OG0012944	Sp6g39990.1	AA19G00293
OG0012945	Sp7g33650.1	AA30G00109
OG0012946	Sp5g31150.1	AA31G00358
OG0012947	Sp3g08270.1	AA93G00157
OG0012949	Sp6g17500.1	AA25G00101
OG0012950	SpUn0479_0010.1	AA4G00031
OG0012952	Sp7g17940.1	AA57G00195
OG0012953	Sp6g27790.1	AA40G00470
OG0012954	Sp6g15810.1	AA11G00042
OG0012955	Sp1g10150.1	AA65G00201
OG0012956	Sp4g17360.1	AA9G00073
OG0012957	Sp3g17250.1	AA26G00591
OG0012958	Sp6g34200.1	AA44G00192
OG0012959	Sp6g27090.1	AA40G00402
OG0012960	Sp4g20000.1	AA60G00003
OG0012961	Sp1g24040.1	AA262G00001
OG0012962	Sp6g20710.1	AA1G00155
OG0012963	Sp1g36490.1	AA2G00093
OG0012964	Sp1g37550.1	AA2G00170
OG0012965	Sp1g03100.1	AA19G00120
OG0012966	Sp4g23710.1	AA19G00443
OG0012967	Sp6g15780.1	AA11G00080
OG0012969	Sp1g16130.1	AA39G00111
OG0012971	Sp6g15090.1	AA77G00023
OG0012972	Sp6g07430.1	AA3G00132
OG0012974	Sp6g01760.1	AA32G00215
OG0012975	Sp4g05890.1	AA32G01060
OG0012976	Sp1g19930.1	AA39G00434
OG0012979	Sp3g07600.1	AA93G00088
OG0012982	Sp5g00150.1	AA61G00670
OG0012985	Sp6g14070.1	AA55G00063
OG0012986	Sp7g21340.1	AA54G00309
OG0012987	Sp3g06960.1	AA29G00187
OG0012990	Sp6g21080.1	AA97G00004
OG0012991	Sp7g25770.1	AA46G00195
OG0012992	Sp6g22720.1	AA8G00275
OG0012993	Sp1g13900.1	AA37G00177
OG0012994	Sp6g21820.1	AA8G00346
OG0012995	Sp4g27410.1	AA21G00277
OG0012998	Sp4g29910.1	AA21G00558
OG0012999	Sp4g04790.1	AA43G00078
OG0013002	Sp6g04080.1	AA6G00253
OG0013003	Sp1g10000.1	AA65G00191
OG0013004	Sp3g23420.1	AA156G00003
OG0013006	Sp4g03080.1	AA22G00085
OG0013007	Sp7g01970.1	AA87G00159
OG0013010	SpUn0487_0010.1	AA19G00350
OG0013011	Sp6g32930.1	AA44G00308
OG0013012	Sp2g30200.1	AA8G00073
OG0013013	Sp6g12030.1	AA368G00003
OG0013014	Sp7g29930.1	AA48G00013
OG0013015	Sp7g29250.1	AA102G00290
OG0013016	Sp1g03840.1	AA19G00071
OG0013017	Sp2g24040.1	AA5G00202
OG0013020	Sp2g26840.1	AA4G00112
OG0013021	Sp7g31960.1	AA118G00027
OG0013022	Sp3g09950.1	AA52G00049
OG0013023	Sp6g14480.1	AA55G00031
OG0013024	Sp6g24160.1	AA8G00139
OG0013025	Sp3g33270.1	AA33G00264
OG0013026	Sp1g37890.1	AA26G00745, AA2G00189
OG0013027	Sp7g14840.1	AA53G00336
OG0013028	Sp1g12280.1	AA65G00372
OG0013029	Sp4g19450.1	AA60G00067
OG0013030	Sp7g15340.1	AA53G00290
OG0013031	Sp2g20850.1	AA40G00109
OG0013032	Sp2g30260.1	AA8G00079
OG0013033	Sp5g25930.1	AA38G00026
OG0013034	Sp4g16440.1	AA43G00017
OG0013036	Sp3g23370.1	AA156G00006
OG0013037	Sp3g00700.1	AA32G01137
OG0013038	Sp1g39060.1	AA15G00043
OG0013039	Sp1g35530.1	AA2G00009
OG0013040	Sp1g14880.1	AA37G00052
OG0013041	Sp7g02140.1	AA87G00176
OG0013042	Sp5g14130.1	AA96G00051, AA96G00049
OG0013043	Sp5g26770.1	AA31G00098
OG0013044	Sp5g09730.1	AA18G00043
OG0013045	Sp4g14700.1	AA32G00476
OG0013046	Sp1g37970.1	AA2G00185
OG0013047	Sp3g30930.1	AA33G00064
OG0013048	Sp6g26470.1	AA40G00327
OG0013049	Sp4g26110.1	AA21G00169
OG0013050	Sp2g28190.1	AA4G00241
OG0013051	Sp4g15970.1	AA3G00315
OG0013052	Sp1g02930.1	AA19G00139
OG0013053	Sp6g00380.1	AA32G00100
OG0013054	Sp2g12970.1	AA53G00633
OG0013055	Sp2g14550.1	AA53G00778
OG0013056	Sp1g27900.1	AA53G00210
OG0013057	Sp5g06650.1	AA29G00280
OG0013058	Sp5g07190.1	AA70G00002
OG0013059	Sp4g24870.1	AA21G00061
OG0013060	Sp1g39150.1	AA15G00050
OG0013061	Sp4g02840.1	AA22G00058
OG0013062	Sp4g03410.1	AA205G00006
OG0013063	Sp5g24450.1	AA47G00022
OG0013065	Sp2g25030.1	AA5G00119
OG0013067	Sp1g27000.1	AA79G00045
OG0013068	Sp1g01580.1	AA7G00006
OG0013069	Sp1g34500.1, SpUn0102_0020.1	AA1029G00002
OG0013070	Sp4g22220.1	AA29G00290
OG0013071	Sp4g15880.1	AA3G00279
OG0013072	Sp1g17370.1	AA39G00226
OG0013073	Sp7g35860.1	AA30G00336
OG0013074	Sp4g25120.1	AA21G00087
OG0013075	Sp2g27470.1	AA4G00171
OG0013076	Sp3g14880.1	AA26G00355
OG0013077	Sp6g07500.1	AA3G00143
OG0013078	Sp2g23580.1	AA5G00246
OG0013079	Sp1g33330.1	AA54G00036
OG0013080	Sp6g41080.1	AA32G01239
OG0013081	Sp1g03130.1	AA19G00119
OG0013082	Sp7g29730.1	AA48G00041
OG0013084	Sp4g28110.1	AA21G00340
OG0013085	Sp4g11910.1	AA32G00787
OG0013086	Sp2g21470.1	AA40G00173
OG0013087	Sp4g06990.1	AA53G00345
OG0013088	Sp5g30280.1	AA31G00443
OG0013090	Sp7g03070.1	AA27G00005
OG0013092	Sp1g27630.1	AA53G00048
OG0013093	Sp6g27880.1	AA40G00477
OG0013094	Sp4g20790.1	AA8G00159
OG0013095	Sp2g13860.1	AA53G00720
OG0013096	Sp1g29720.1	AA27G00015
OG0013097	Sp4g11060.1	AA32G00881
OG0013098	Sp2g08830.1	AA32G00387
OG0013099	Sp5g21300.1	AA53G01120
OG0013100	Sp6g17970.1	AA25G00145
OG0013101	Sp4g02380.1	AA46G00215
OG0013102	Sp6g35280.1	AA44G00034
OG0013103	Sp3g18810.1	AA26G00739
OG0013104	Sp6g06200.1	AA3G00039
OG0013105	Sp3g02340.1	AA10G00284
OG0013106	Sp7g36730.1	AA20G00035
OG0013107	Sp7g31280.1	AA430G00003
OG0013108	Sp5g32790.1	AA31G00207
OG0013109	Sp3g06330.1	AA29G00124
OG0013110	Sp6g22530.1	AA8G00297
OG0013111	Sp5g07280.1	AA70G00023
OG0013112	Sp4g19940.1	AA60G00013
OG0013115	Sp3g00560.1	AA32G01150
OG0013117	Sp7g10530.1	AA69G00027
OG0013118	Sp3g24080.1	AA116G00006
OG0013119	Sp4g12370.1	AA32G00734
OG0013120	Sp3g03770.1	AA10G00127
OG0013121	Sp3g13120.1	AA26G00205
OG0013122	Sp5g31910.1	AA31G00293
OG0013123	Sp3g22280.1	AA50G00064
OG0013125	Sp1g26740.1	AA71G00005
OG0013126	Sp6g04040.1, SpUn0051_0020.1	AA6G00249
OG0013127	Sp6g20440.1	AA5G00011
OG0013129	Sp7g37170.1	AA20G00075
OG0013131	Sp4g15980.1	AA3G00316
OG0013133	Sp3g04340.1	AA10G00073
OG0013134	Sp1g17060.1	AA39G00199
OG0013135	Sp6g02980.1	AA32G00316
OG0013136	Sp5g27710.1	AA31G00671
OG0013137	Sp1g20280.1	AA39G00470
OG0013140	Sp5g25790.1	AA38G00035
OG0013141	SpUn0217_0010.1, Sp1g03450.1	AA19G00090
OG0013142	Sp7g11820.1	AA87G00318
OG0013143	Sp2g17110.1	AA53G01043
OG0013144	Sp3g03590.1	AA10G00145
OG0013145	Sp5g13640.1	AA96G00097
OG0013146	Sp5g27280.1	AA31G00144
OG0013147	Sp7g17170.1	AA53G00267
OG0013148	Sp1g28340.1	AA53G00242
OG0013149	Sp2g27880.1	AA4G00215
OG0013150	Sp3g09160.1	AA93G00273
OG0013151	Sp2g25220.1	AA29G00181, AA5G00101
OG0013152	Sp7g22760.1	AA131G00060
OG0013153	Sp1g38130.1	AA2G00172
OG0013155	Sp5g28070.1	AA31G00636
OG0013156	Sp6g00350.1	AA32G00102
OG0013157	Sp6g31090.1	AA44G00502
OG0013158	Sp2g09060.1	AA32G00366
OG0013159	Sp2g08090.1	AA3G00269
OG0013160	Sp3g32370.1	AA33G00183
OG0013161	Sp5g13360.1	AA96G00121
OG0013162	Sp6g22940.1	AA8G00254
OG0013163	Sp1g14000.1	AA37G00170
OG0013164	Sp7g30310.1	AA356G00003
OG0013165	Sp6g06830.1	AA43G00116
OG0013166	Sp2g00020.1	AA53G01272
OG0013167	Sp6g13740.1	AA41G00017
OG0013168	Sp3g09140.1	AA93G00269
OG0013171	Sp5g01400.1	AA61G00549
OG0013172	Sp3g02350.1	AA10G00285
OG0013173	Sp5g35990.1	AA89G00004
OG0013174	Sp2g05110.1	AA53G00413
OG0013175	Sp5g00910.1	AA61G00593
OG0013176	Sp2g22630.1	AA12G00048
OG0013177	Sp7g06520.1	AA29G00088
OG0013178	Sp2g24710.1	AA5G00141
OG0013179	Sp4g29880.1	AA21G00555
OG0013180	Sp6g31490.1	AA44G00460
OG0013181	Sp1g36070.1	AA2G00026, AA425G00006
OG0013182	Sp2g27660.1	AA4G00195
OG0013183	Sp4g21510.1	AA60G00291
OG0013185	Sp4g00950.1	AA46G00097
OG0013186	Sp1g36830.1	AA2G00115
OG0013188	Sp3g07980.1	AA93G00122
OG0013189	Sp7g05960.1	AA27G00205
OG0013191	Sp5g11870.1	AA13G00078
OG0013192	Sp3g05810.1	AA29G00075
OG0013194	Sp1g02260.1	AA7G00069
OG0013195	Sp6g23170.1	AA8G00239
OG0013197	Sp1g04310.1	AA4G00014
OG0013198	Sp6g02600.1	AA32G00295
OG0013199	Sp2g05020.1	AA53G00422
OG0013200	Sp6g21970.1	AA8G00338
OG0013201	Sp5g20610.1	AA53G01155
OG0013202	Sp1g32440.1	AA71G00008
OG0013203	Sp4g10130.1	AA32G00960
OG0013204	Sp3g13180.1	AA26G00210
OG0013205	Sp6g41090.1	AA32G01238, AA10G00492
OG0013206	Sp2g24470.1	AA5G00161
OG0013208	Sp4g14960.1	AA32G00517
OG0013209	Sp1g02120.1	AA7G00057
OG0013210	Sp5g25330.1	AA38G00069
OG0013211	Sp1g40910.1	AA15G00187
OG0013213	Sp7g35900.1	AA30G00340
OG0013214	Sp2g18360.1	AA44G00557
OG0013215	Sp2g17000.1	AA83G00003, AA53G01032
OG0013216	Sp7g27410.1	AA102G00104
