Orthogroup	Thellungiella_parvula	Camelina_sativa
OG0014710	Sp7g00220.1	Csa02g055550, Csa10g051580, Csa11g061650
OG0014711	Sp2g30440.1	Csa02g076550, Csa18g042300, Csa11g050830, Csa11g104710
OG0014712	Sp7g29060.1, Sp7g29190.1	Csa20g006790, Csa08g058950, Csa13g007500
OG0014713	Sp3g11880.1	Csa01g016050, Csa15g017850
OG0014714	Sp7g27620.1	Csa10g012770, Csa11g013720, Csa12g017440
OG0014715	Sp6g01870.1	Csa08g052510, Csa02g005150
OG0014716	Sp7g24650.1	Csa11g017540, Csa10g016130, Csa17g029930, Csa12g025180
OG0014717	Sp1g24270.1	Csa17g037900, Csa14g035680, Csa03g031350
OG0014718	Sp1g15760.1	Csa17g023400, Csa03g021470, Csa14g021990
OG0014719	Sp5g06400.1	Csa04g042500, Csa06g030800, Csa09g068300
OG0014720	Sp2g19740.1, SpUn0021_0110.1	Csa11g078700
OG0014721	Sp1g22910.1	Csa03g029820, Csa17g035200, Csa14g034120
OG0014722	Sp7g16530.1	Csa10g027750, Csa11g031030, Csa12g047000
OG0014723	Sp3g13600.1	Csa19g022130, Csa15g019910, Csa01g017960
OG0014724	Sp2g03790.1	Csa07g062020, Csa09g095370, Csa16g052710
OG0014725	Sp4g23790.1	Csa06g047460, Csa05g011090
OG0014726	Sp6g12625.1, SpUn0015_0010.1	Csa02g039110, Csa11g081900, Csa18g021220
OG0014727	Sp1g35900.1	Csa14g055080, Csa03g053840, Csa17g080630
OG0014728	Sp4g23350.1	Csa06g046930, Csa04g055460, Csa05g011620
OG0014729	Sp1g11350.1	Csa14g015760, Csa03g016590
OG0014730	Sp1g23910.1	Csa03g030920, Csa14g035240, Csa17g037450
OG0014731	Sp4g02050.1	Csa09g087300, Csa07g053060, Csa16g044730
OG0014732	Sp7g27210.1	Csa11g014170, Csa10g013200, Csa12g018140
OG0014734	Sp1g19230.1	Csa17g028440
OG0014736	Sp6g02940.1	Csa13g053990, Csa08g050450
OG0014737	Sp6g08380.1	Csa08g035180, Csa13g043230, Csa02g022910
OG0014738	Sp5g21370.1	Csa05g075220, Csa07g030400, Csa16g023770
OG0014739	Sp1g05870.1	Csa17g010500, Csa14g008520, Csa03g010510
OG0014740	Sp4g18580.1	Csa04g049810, Csa06g038940
OG0014741	Sp7g23310.1	Csa12g027930, Csa11g019280, Csa10g017670, Csa10g017680
OG0014742	Sp2g01560.1	Csa07g064350
OG0014743	SpUn0002_0650.1	Csa05g060740, Csa17g098260
OG0014744	Sp4g28160.1	Csa04g065140, Csa05g003090, Csa06g052540
OG0014745	Sp5g23190.1	Csa05g083460, Csa07g032450, Csa16g026900, Csa07g033790
OG0014746	Sp2g07970.1	Csa20g067090, Csa11g071750, Csa18g010670
OG0014747	Sp7g10210.1	Csa12g065660, Csa10g034810, Csa11g043120
OG0014748	Sp5g31720.1	Csa09g081300, Csa16g040690, Csa07g048130
OG0014749	Sp7g36470.1	Csa10g002180
OG0014750	Sp6g17610.1	Csa18g027240
OG0014751	Sp3g17280.1	Csa15g026930
OG0014752	Sp4g01270.1	Csa09g086540, Csa16g043960, Csa07g052320
OG0014753	Sp5g10380.1	Csa06g026090, Csa09g058930, Csa04g037710
OG0014754	Sp1g21680.1	Csa17g033650, Csa14g031490, Csa03g028360
OG0014755	Sp2g03530.1	Csa07g062140, Csa09g095510, Csa16g052880
OG0014756	Sp1g22480.1	Csa17g034750, Csa14g032620, Csa03g029370
OG0014757	Sp4g01810.1	Csa07g052890, Csa09g087090, Csa16g044550
OG0014758	Sp5g05660.1	Csa04g043320
OG0014760	Sp7g16810.1	Csa12g048330, Csa10g028060, Csa11g031340
OG0014761	Sp2g09980.1	Csa20g074630, Csa11g068210, Csa18g008280
OG0014762	Sp5g07200.1	Csa06g029840, Csa04g041510, Csa09g066230
OG0014764	Sp6g34960.1	Csa20g010390, Csa08g056450, Csa13g009960
OG0014765	Sp5g09860.1	Csa09g059550, Csa06g026770, Csa04g038300
OG0014766	Sp6g15700.1	Csa18g024600, Csa02g049880
OG0014767	Sp4g18510.1	Csa04g049730, Csa06g038860, Csa05g017830
OG0014768	Sp5g05840.1	Csa09g069140, Csa06g031450, Csa04g043110
OG0014769	Sp7g35810.1	Csa12g003000, Csa10g002920, Csa11g003240
OG0014771	Sp6g13080.1	Csa20g066360
OG0014772	Sp5g35790.1	Csa02317s010, Csa09g095030, Csa07g059860, Csa01422s010
OG0014773	Sp7g33690.1	Csa12g007490, Csa11g005730
OG0014774	Sp6g15580.1	Csa11g085270, Csa02g049760, Csa18g024470
OG0014775	Sp7g25370.1	Csa11g016720, Csa12g023430
OG0014777	Sp5g32430.1	Csa09g084000, Csa07g049880
OG0014778	Sp1g41210.1	Csa03g062220
OG0014779	Sp2g30450.1	Csa11g104720, Csa02g076560
OG0014780	Sp7g31160.1	Csa11g009680, Csa12g011370, Csa10g008800
OG0014781	Sp1g35310.1	Csa03g053130, Csa17g078960
OG0014782	Sp6g32870.1	Csa20g015890, Csa08g053950
OG0014783	Sp1g07500.1	Csa17g012360, Csa03g012300, Csa14g010370
OG0014784	Sp5g02710.1	Csa05g092330, Csa07g004420
OG0014785	Sp6g03030.1	Csa02g006330, Csa13g054130, Csa08g050320
OG0014786	Sp7g34530.1	Csa11g005720, Csa10g006140, Csa12g007480
OG0014787	Sp2g07890.1	Csa20g066950, Csa11g071860
OG0014788	Sp5g14400.1	Csa06g021130, Csa04g030360, Csa09g047800
OG0014789	Sp3g23040.1	Csa01g031490, Csa15g054270, Csa19g039420
OG0014790	Sp2g22710.1	Csa08g021260
OG0014791	Sp5g31790.1	Csa16g040790, Csa07g048220
OG0014792	Sp1g20390.1	Csa14g028160, Csa03g026770, Csa17g029980
OG0014793	Sp2g12480.1	Csa17g005450
OG0014794	Sp6g28680.1	Csa20g021910, Csa13g018230
OG0014795	Sp2g25830.1	Csa11g099490, Csa18g036090
OG0014796	Sp3g34060.1	Csa19g047780, Csa15g081100
OG0014797	Sp7g36510.1	Csa11g002370, Csa10g002110, Csa12g002240, Csa12g002230
OG0014798	Sp4g00770.1	Csa09g086010, Csa16g043410
OG0014799	Sp4g13300.1	Csa16g012930, Csa05g030670, Csa07g012190
OG0014801	Sp2g28940.1	Csa18g039700, Csa11g103110, Csa02g074940
OG0014802	Sp6g13160.1	Csa18g021750, Csa11g082470, Csa02g042880
OG0014803	Sp3g08060.1	Csa19g013170, Csa01g010510, Csa15g011130
OG0014804	Sp4g10900.1	Csa07g061440, Csa05g038710
OG0014805	Sp1g17570.1	Csa14g025030, Csa03g023580, Csa17g025560
OG0014806	Sp6g37720.1	Csa20g006350, Csa08g059330, Csa13g007110
OG0014807	Sp5g24970.1	Csa05g088730, Csa16g031440, Csa07g036640
OG0014808	Sp7g29470.1	Csa12g014370, Csa11g004960, Csa10g010900
OG0014809	Sp7g14080.1	Csa14g055720, Csa17g083220, Csa11g034540, Csa12g053850, Csa10g030220
OG0014810	Sp1g38920.1	Csa03g059380, Csa17g092340
OG0014812	Sp7g05510.1	Csa11g047640, Csa10g040560, Csa12g074430
OG0014813	Sp3g12865.1	Csa15g018970, Csa19g021270, Csa01g017150
OG0014814	Sp5g02440.1	Csa16g004090, Csa03g028540
OG0014815	Sp3g33700.1	Csa14g034970, Csa03g030630, Csa17g036120
OG0014816	Sp6g28360.1	Csa13g018560, Csa08g007900, Csa20g023270
OG0014817	Sp6g23310.1	Csa13g025220, Csa08g015030
OG0014818	Sp5g00280.1	Csa05g095620, Csa16g001270, Csa07g001360
OG0014820	Sp6g00240.1	Csa02g001230, Csa08g001240, Csa13g057240
OG0014821	Sp6g00370.1	Csa13g057110, Csa02g001350, Csa08g001380
OG0014822	Sp1g12610.1	Csa14g017210, Csa17g019640, Csa03g017960
OG0014823	Sp6g15170.1	Csa02g049300, Csa18g023990, Csa11g084850
OG0014824	Sp7g24190.1	Csa10g016730, Csa11g018210, Csa12g025890
OG0014825	Sp5g12900.1	Csa09g051560, Csa04g034620, Csa06g023130
OG0014826	Sp1g15370.1	Csa14g021460
OG0014827	Sp1g13870.1	Csa14g018660, Csa03g019330
OG0014829	Sp1g38760.1	Csa14g060470, Csa03g059230, Csa17g092180
OG0014830	Sp4g02940.1	Csa16g045630, Csa09g088140, Csa07g053950
OG0014831	Sp2g26900.1	Csa02g072530
OG0014832	Sp5g07910.1	Csa06g028980, Csa09g064260
OG0014833	Sp6g38270.1	Csa13g006470
OG0014834	Sp1g37580.1	Csa14g059090, Csa17g088500, Csa03g056740
OG0014836	Sp7g24440.1	Csa12g025470, Csa11g017860, Csa10g016380
OG0014837	Sp7g25430.1	Csa10g015340, Csa12g023330, Csa11g016640
OG0014838	Sp2g23960.1	Csa13g027770, Csa08g017540, Csa20g038110
OG0014839	Sp7g35960.1	Csa10g002710, Csa11g003060, Csa12g002870
OG0014840	Sp1g35090.1	Csa14g053060, Csa17g076590, Csa14g053070, Csa03g052860
OG0014841	Sp5g34770.1	Csa09g093980, Csa07g058840
OG0014842	Sp3g19850.1	Csa15g032450, Csa19g031100, Csa01g025110
OG0014843	Sp5g06830.1	Csa06g030300, Csa04g041970
OG0014844	Sp2g10320.1	Csa18g005920, Csa11g067930, Csa20g076110
OG0014845	Sp7g11350.1	Csa11g041380, Csa12g062870
OG0014846	Sp5g04750.1	Csa04g044460, Csa09g070520, Csa06g033780
OG0014847	Sp1g38600.1	Csa17g091930, Csa14g060220, Csa03g058930
OG0014848	Sp2g18170.1	Csa06g012960, Csa04g020070, Csa06813s010
OG0014849	Sp3g06150.1	Csa19g010910
OG0014850	Sp6g31260.1	Csa13g015240, Csa08g004570, Csa20g018020
OG0014851	Sp7g18770.1	Csa12g038880, Csa10g022810, Csa11g025810
OG0014852	Sp7g28400.1	Csa12g016670, Csa11g012880
OG0014853	Sp4g13740.1	Csa05g030040, Csa16g012360
OG0014854	Sp3g13780.1	Csa19g022300, Csa15g020070
OG0014855	Sp6g04090.1	Csa10g044830, Csa07g016020, Csa11g053670
OG0014856	Sp5g25260.1	Csa07g036980, Csa05g089170
OG0014857	Sp7g34490.1	Csa10g004370, Csa10g004360, Csa11g004890
OG0014858	Sp1g12070.1	Csa14g016870, Csa17g019280, Csa03g017640
OG0014859	Sp6g28420.1	Csa13g018500, Csa08g007840
OG0014860	Sp1g14930.1	Csa14g020890, Csa17g022380, Csa03g020520
OG0014861	Sp3g08000.1	Csa15g060810
OG0014863	Sp2g09020.1	Csa18g009580, Csa11g070490, Csa20g071230
OG0014864	Sp3g14020.1	Csa12g025690, Csa10g007880, Csa10g016610, Csa11g018080
OG0014865	Sp1g41920.1	Csa03g062810, Csa14g069180, Csa17g097140
OG0014866	Sp1g35720.1	Csa03g053690, Csa14g055250
OG0014867	Sp5g04880.1	Csa04g044330, Csa06g033640, Csa09g070410
OG0014868	Sp1g22350.1	Csa17g034580
OG0014869	Sp2g17980.1	Csa09g022980
OG0014870	Sp4g15560.1	Csa05g023200, Csa16g008040
OG0014871	Sp5g10120.1	Csa09g059190, Csa04g037970, Csa06g026390
OG0014872	Sp2g17230.1	Csa09g019750, Csa04g016670, Csa06g009680
OG0014873	Sp1g27930.1	Csa14g042160, Csa03g036600, Csa17g051610
OG0014874	Sp1g06730.1	Csa14g009520, Csa17g011520
OG0014875	Sp4g19170.1	Csa05g017000, Csa04g050420, Csa06g039530
OG0014876	Sp7g00190.1	Csa11g061680
OG0014877	Sp5g09540.1	Csa11314s010, Csa09g059970, Csa06g027190, Csa04g038730
OG0014878	Sp7g34800.1	Csa11g004490, Csa12g004240, Csa10g003980
OG0014879	Sp1g37390.1	Csa17g088300, Csa03g056540, Csa14g058870
OG0014880	Sp6g00530.1	Csa02g001520, Csa13g056930
OG0014881	Sp5g28270.1	Csa09g077900, Csa07g040530
OG0014882	Sp3g06630.1	Csa15g009440, Csa01g008750
OG0014883	Sp6g33010.1	Csa20g015750, Csa08g054090, Csa13g012200
OG0014884	Sp4g02660.1	Csa09g087900, Csa07g053720, Csa16g045380
OG0014886	Sp5g12360.1	Csa09g052410, Csa06g023750, Csa04g035250
OG0014887	Sp3g29280.1	Csa15g071930, Csa01g034870, Csa19g050720
OG0014888	Sp1g41370.1	Csa14g067670, Csa17g095710, Csa03g062420
OG0014889	Sp2g26170.1	Csa18g036530, Csa02g071380, Csa11g099860
OG0014890	Sp6g14220.1	Csa02g044940, Csa11g083610, Csa18g022850
OG0014891	Sp1g12880.1	Csa03g018290, Csa17g019970
OG0014892	Sp1g22880.1	Csa17g035180, Csa14g034100, Csa03g029790
OG0014894	Sp1g20040.1	Csa17g029470, Csa03g026400, Csa14g027730
OG0014895	Sp5g05760.1	Csa04g043210, Csa06g031540, Csa09g069230
OG0014896	Sp7g32400.1	Csa11g007300, Csa12g008960, Csa10g007520
OG0014897	Sp1g06760.1	Csa03g011560, Csa17g011570, Csa14g009570
OG0014898	Sp5g30470.1	Csa09g079930
OG0014899	Sp1g17210.1	Csa17g025100, Csa14g024640, Csa03g023130
OG0014900	Sp1g20880.1	Csa03g027360, Csa17g030610, Csa14g030710
OG0014901	Sp1g29620.1	Csa14g044300, Csa17g059730
OG0014902	Sp1g14940.1	Csa03g020530, Csa14g020900
OG0014903	Sp3g14890.1	Csa15g021450, Csa19g023420, Csa01g019250
OG0014904	Sp6g30130.1	Csa20g019290, Csa13g016600, Csa08g005850
OG0014905	Sp3g01740.1	Csa01g002310
OG0014906	Sp4g22430.1	Csa05g012760, Csa06g044400, Csa04g054340
OG0014907	SpUn0001_0190.1	Csa05g059520, Csa07g023450, Csa16g020240
OG0014908	Sp5g13150.1	Csa06g022720, Csa09g051100
OG0014909	Sp6g29210.1	Csa08g006900, Csa13g017670
OG0014911	Sp1g03760.1	Csa14g006150, Csa17g008170
OG0014912	Sp1g14630.1	Csa17g022050, Csa14g020600
OG0014914	Sp3g26970.1, SpUn0347_0010.1	Csa19g043330
OG0014916	Sp4g16650.1	Csa05g020880, Csa04g046640, Csa06g036820
OG0014917	Sp4g05030.1	Csa14g009410, Csa17g011400, Csa03g011420
OG0014918	Sp5g04860.1	Csa05g094280, Csa06g033670, Csa09g070430, Csa04g044360
OG0014919	Sp4g04810.1	Csa07g056550, Csa09g091710
OG0014920	Sp1g00260.1	Csa03g001160, Csa14g001000, Csa02251s010
OG0014921	Sp6g38960.1	Csa20g003920, Csa13g003830
OG0014922	Sp6g07750.1	Csa08g037560, Csa02g028240, Csa13g044700
OG0014923	Sp7g30740.1	Csa11g010210
OG0014924	Sp5g23870.1	Csa05g085320, Csa16g029050, Csa16g030130
OG0014925	Sp3g15560.1	Csa01g020130, Csa19g024490, Csa15g023540
OG0014926	Sp5g34470.1	Csa09g093630, Csa07g058480
OG0014927	Sp1g08040.1	Csa03g012810, Csa14g010860
OG0014928	Sp7g22390.1	Csa10g018580, Csa11g020330, Csa12g029920
OG0014929	Sp4g06300.1	Csa16g047800, Csa07g057170, Csa09g092350
OG0014931	Sp1g11560.1	Csa14g016010, Csa17g017320, Csa03g016830
OG0014932	Sp3g09830.1	Csa15g015420, Csa01g012680, Csa19g015740
OG0014933	Sp6g17080.1	Csa11g088300, Csa02g057580, Csa18g026510
OG0014934	Sp6g12420.1	Csa18g021050, Csa02g037920, Csa11g081770
OG0014935	Sp6g04620.1	Csa02g012910, Csa00511s110
OG0014936	Sp2g30370.1	Csa11g104630, Csa18g042210, Csa02g076450
OG0014938	Sp4g14170.1	Csa16g009810, Csa07g011070, Csa05g029410
OG0014939	Sp3g31180.1	Csa19g054700, Csa01g039910, Csa15g076190
OG0014940	Sp2g30210.1	Csa18g042050, Csa02g076260, Csa11g104470
OG0014941	Sp3g00270.1	Csa00555s280
OG0014942	Sp7g25520.1	Csa10g015240, Csa11g016510, Csa12g023210
OG0014943	Sp3g11760.1	Csa15g017670, Csa01g015850, Csa19g018890
OG0014944	Sp5g14300.1	Csa09g048000, Csa06g021250
OG0014945	Sp7g08460.1	Csa13g036600, Csa20g055920, Csa08g028390
OG0014946	Sp3g30160.1	Csa15g073760, Csa01g033080, Csa19g053580
OG0014947	Sp6g30910.1	Csa13g015650
OG0014948	Sp6g24800.1	Csa13g022550, Csa20g030340, Csa08g012350
OG0014949	Sp7g37290.1	Csa11g001400, Csa12g001320
OG0014950	Sp2g21260.1	Csa13g034690, Csa08g027470, Csa20g053970
OG0014951	Sp4g18910.1	Csa04g050150, Csa05g017420
OG0014952	Sp6g36830.1	Csa08g058460, Csa13g008070, Csa20g008290
OG0014953	Sp2g04830.1	Csa05g050940, Csa16g017680, Csa07g017270
OG0014954	Sp7g16930.1	Csa05g029930, Csa07g011580, Csa16g012300
OG0014955	Sp7g14240.1	Csa12g053750, Csa10g030110, Csa11g034420
OG0014956	Sp6g03890.1	Csa08g049290, Csa13g053050, Csa02g009840
OG0014957	Sp5g21620.1	Csa16g025260, Csa05g072410, Csa19282s010
OG0014958	Sp1g06010.1	Csa14g008660, Csa03g010660
OG0014959	Sp2g27350.1	Csa11g101400
OG0014960	Sp5g29010.1	Csa09g078380
OG0014961	Sp7g29850.1	Csa11g011240, Csa10g010430
OG0014962	Sp7g04200.1	Csa12g076310, Csa11g051670
OG0014963	Sp5g25060.1	Csa16g031530, Csa07g036720, Csa05g088820
OG0014964	Sp2g28430.1	Csa11g102710, Csa02g074490, Csa18g039290
OG0014965	Sp1g12480.1	Csa17g019520, Csa03g017850, Csa14g017090
OG0014966	Sp7g07140.1	Csa12g069500, Csa10g038650, Csa11g044700
OG0014967	Sp1g28470.1	Csa17g051840, Csa14g042410, Csa03g036790
OG0014968	Sp5g29000.1	Csa16g036630, Csa09g078370, Csa16g037670
OG0014969	Sp6g16310.1	Csa02g052080, Csa11g087260, Csa18g025600
OG0014970	SpUn0393_0010.1	Csa07g065930, Csa09g099250, Csa16g057120
OG0014971	Sp7g27730.1	Csa11g013580, Csa12g017320
OG0014972	Sp6g37940.1	Csa13g006850
OG0014973	Sp3g09760.1	Csa01g012590, Csa15g015320, Csa19g015660
OG0014974	Sp7g17230.1	Csa10g028620, Csa11g032810, Csa12g049850
OG0014976	Sp7g37000.1	Csa12g001630, Csa10g001550
OG0014977	Sp1g39110.1	Csa17g092560, Csa03g059530, Csa14g061810
OG0014978	Sp2g30510.1	Csa18g042360, Csa02g076630
OG0014979	Sp1g31370.1	Csa17g068090, Csa03g041520, Csa14g047430
OG0014980	Sp5g33820.1	Csa16g048320
OG0014981	Sp5g23940.1	Csa07g034550, Csa05g085420
OG0014982	Sp3g29720.1	Csa19g051030, Csa15g072250
OG0014983	Sp2g18400.1	Csa02g031960, Csa11g073930, Csa18g013910
OG0014984	Sp5g28910.1	Csa16g036540
OG0014985	Sp6g32830.1	Csa08g053890, Csa13g013380, Csa20g015930
OG0014986	Sp1g20430.1	Csa14g029190, Csa03g026800, Csa17g030020
OG0014987	Sp1g11800.1	Csa17g018620, Csa14g016260, Csa03g017100
OG0014988	Sp1g25960.1	Csa17g043060, Csa03g033260
OG0014989	Sp1g16440.1	Csa17g024300, Csa03g022340, Csa14g023820
OG0014990	Sp2g15840.1	Csa09g011320, Csa04g012320
OG0014991	Sp5g32740.1	Csa09g084390, Csa16g041780, Csa07g050270
OG0014992	Sp4g29270.1	Csa04g066470, Csa06g053850, Csa05g001850, Csa20g073380
OG0014993	Sp4g11240.1	Csa05g038190, Csa16g016740, Csa07g016110
OG0014994	Sp3g13370.1	Csa15g019640, Csa19g021850
OG0014995	Sp6g36950.1	Csa26918s010, Csa08g058560, Csa13g007930
OG0014996	Sp2g11850.1	Csa11g064870
OG0014997	Sp6g26340.1	Csa08g010280, Csa11g015200, Csa20g026200
OG0014998	Sp4g17650.1	Csa05g018850, Csa06g037920, Csa04g047740
OG0014999	Sp5g12430.1	Csa04g035170, Csa06g023670
OG0015000	Sp1g41400.1	Csa03g062440, Csa14g067690, Csa17g095750
OG0015001	Sp2g15530.1	Csa09g009840, Csa06g006070
OG0015002	Sp1g05080.1	Csa14g007680, Csa17g009700, Csa03g009720
OG0015003	Sp2g22610.1	Csa20g045930, Csa20g045960, Csa13g030610
OG0015004	Sp7g03810.1	Csa03g004510, Csa03g004500
OG0015005	Sp4g29610.1	Csa04g067820, Csa06g054210
OG0015006	Sp6g00890.1	Csa02g002050, Csa13g056430, Csa08g053580
OG0015007	Sp4g03160.1	Csa16g045850, Csa07g054110, Csa09g088360
OG0015008	Sp5g00300.1	Csa05g095610, Csa07g001370, Csa16g001280
OG0015009	Sp6g35500.1	Csa20g009770, Csa08g057050, Csa32207s010, Csa13g009410
OG0015010	Sp4g05090.1	Csa16g047240, Csa09g091790
OG0015011	Sp6g19790.1	Csa11g091780, Csa18g031280
OG0015012	Sp6g15790.1	Csa11g085580, Csa02g051070
OG0015013	Sp5g29980.1	Csa07g046280, Csa09g079430
OG0015014	Sp7g27940.1	Csa10g012460, Csa11g013340, Csa12g017130
OG0015015	Sp7g26570.1	Csa12g020920, Csa11g015070
OG0015016	Sp3g05630.1	Csa01g007710
OG0015017	Sp2g05670.1	Csa07g019710, Csa05g064840, Csa17g099410
OG0015018	Sp5g01560.1	Csa16g002960, Csa05g093980, Csa07g002810
OG0015019	Sp5g34040.1	Csa09g093210, Csa16g048580, Csa07g058060
OG0015020	Sp6g23940.1	Csa13g023430, Csa20g032460
OG0015021	Sp7g27690.1	Csa12g017370, Csa10g012710, Csa11g013660
OG0015022	Sp3g15720.1	Csa01g020270, Csa15g023800, Csa19g024730
OG0015023	Sp7g29620.1	Csa12g014590
OG0015024	Sp4g12110.1	Csa16g015590, Csa05g034820, Csa07g015050
OG0015026	Sp5g13130.1	Csa09g051130, Csa04g034120, Csa06g022750
OG0015027	Sp4g19610.1	Csa06g039980, Csa05g016550, Csa04g050860
OG0015028	Sp5g30040.1	Csa07g046330, Csa09g079480
OG0015029	Sp1g30370.1, SpUn0216_0010.1	Csa14g047000, Csa17g065820
OG0015030	Sp6g39390.1	Csa08g061250, Csa13g003280, Csa20g003380
OG0015031	Sp6g33970.1	Csa20g012510, Csa08g055290
OG0015033	Sp7g26430.1	Csa10g014180, Csa11g015380, Csa12g022080
OG0015034	Sp6g35910.1	Csa20g009310, Csa08g057500
OG0015035	Sp2g02250.1	Csa09g096970, Csa16g055090, Csa07g063650
OG0015036	Sp5g32350.1	Csa09g083900, Csa07g049790, Csa16g041360
OG0015037	Sp1g37130.1	Csa03g056300, Csa17g088080, Csa14g057600
OG0015038	Sp6g26980.1	Csa13g020010
OG0015039	Sp6g17800.1	Csa11g089220, Csa02g058760
OG0015040	Sp5g23890.1	Csa16g029020, Csa07g034630
OG0015041	Sp2g17370.1	Csa09g020020, Csa06g009970, Csa04g018580
OG0015042	Sp1g32030.1	Csa03g048630, Csa17g069230, Csa14g048580
OG0015043	Sp1g28250.1	Csa03g037130, Csa17g053140, Csa14g042760
OG0015044	Sp6g06290.1	Csa13g048250, Csa08g043260
OG0015047	Sp7g23000.1	Csa12g029250, Csa10g017970, Csa11g019660
OG0015048	Sp6g24550.1	Csa08g013640, Csa20g030590
OG0015049	Sp7g04010.1	Csa00487s050, Csa10g043080, Csa11g051930
OG0015050	Sp5g34690.1	Csa09g093890, Csa07g058760
OG0015051	Sp6g30040.1	Csa13g016720, Csa20g020420, Csa08g005980
OG0015053	Sp1g34430.1	Csa03g051020, Csa14g051160, Csa17880s010, Csa17g072780
OG0015054	Sp4g25230.1	Csa05g007350, Csa04g060710, Csa06g049290
OG0015055	Sp3g08200.1	Csa01g010640, Csa15g011300
OG0015056	Sp2g23040.1	Csa20g040650, Csa13g028930, Csa08g018680
OG0015057	Sp5g31010.1	Csa09g080610, Csa16g039980, Csa07g047420
OG0015058	Sp2g08640.1	Csa20g068780, Csa18g010020, Csa11g071040
OG0015059	Sp5g14870.1	Csa09g045220, Csa04g029750, Csa06g020670
OG0015061	Sp7g18830.1	Csa12g038820, Csa10g022760, Csa11g025730
OG0015062	Sp2g19850.1	Csa11g078860, Csa18g018920, Csa02g035750
OG0015063	Sp4g23320.1	Csa05g011650, Csa04g055440, Csa06g046890
OG0015064	Sp4g11200.1	Csa07g016130, Csa16g016760, Csa05g038210
OG0015065	Sp6g01700.1	Csa13g055450, Csa08g052680
OG0015066	Sp6g04020.1	Csa08g048980, Csa02g011070
OG0015067	Sp5g06600.1	Csa06g030580, Csa04g042270
OG0015068	Sp1g27730.1	Csa03g036410, Csa14g041980, Csa17g050370
OG0015069	Sp2g19200.1	Csa18g016020, Csa02g033630
OG0015070	Sp6g08470.1	Csa08g035060, Csa02g022990, Csa13g043130
OG0015071	Sp3g18260.1	Csa01g023310, Csa15g029430
OG0015072	Sp6g40960.1	Csa13g001200, Csa20g001290, Csa08g063360
OG0015073	Sp2g08350.1	Csa11g071380, Csa20g067470
OG0015074	Sp6g19640.1	Csa18g031100, Csa11g091640, Csa02g062530
OG0015075	Sp1g06930.1	Csa14g009760, Csa17g011750, Csa14g009750, Csa03g011750
OG0015076	Sp7g17740.1	Csa12g042690, Csa11g028400
OG0015077	Sp1g40100.1	Csa17g094040, Csa03g060870, Csa14g064190
OG0015078	Sp1g38400.1	Csa03g058710, Csa17g090700, Csa14g060010
OG0015079	Sp5g10970.1	Csa09g058230, Csa04g037030
OG0015080	Sp2g07220.1	Csa20g066430, Csa11g072340, Csa18g011270
OG0015081	Sp6g00420.1	Csa13g057050, Csa08g001440, Csa02g001410
OG0015082	Sp6g03160.1	Csa08g050180, Csa13g054270, Csa02g007520
OG0015083	Sp5g11620.1	Csa06g024590
OG0015084	Sp3g13280.1	Csa15g019500, Csa19g021750, Csa01g017600
OG0015085	Sp1g03500.1	Csa17g007910, Csa03g005980
OG0015086	Sp4g00780.1	Csa09g086020, Csa16g043420
OG0015087	Sp2g16490.1	Csa04g015220
OG0015088	Sp4g01200.1	Csa09g086450, Csa07g052240, Csa16g043860
OG0015089	Sp6g00560.1	Csa08g001610, Csa13g056900
OG0015090	Sp2g01820.1	Csa09g097470, Csa07g064130, Csa16g055500
OG0015091	Sp4g04110.1	Csa07g055140, Csa16g046730, Csa09g090300
OG0015092	Sp7g26470.1	Csa12g022030, Csa10g014130
OG0015094	Sp5g04350.1	Csa04g045050
OG0015095	Sp1g34830.1	Csa14g051750, Csa03g051550
OG0015096	Sp1g09880.1	Csa14g013940, Csa17g015210, Csa03g014860
OG0015097	Sp6g07220.1	Csa08g039130, Csa02g026670
OG0015098	Sp7g18330.1	Csa10g023400, Csa12g040720
OG0015100	Sp4g14090.1	Csa16g009880, Csa07g011160, Csa05g029470
OG0015101	Sp5g11470.1, SpUn0083_0010.1	Csa09g056820
OG0015102	Sp1g01390.1	Csa03g002320, Csa14g002340, Csa17g001080
OG0015103	Sp5g23580.1	Csa05g084910, Csa07g034190, Csa16g028530
OG0015104	Sp1g17190.1	Csa14g024620, Csa03g023100
OG0015105	Sp6g40210.1	Csa20g002310, Csa08g062420
OG0015106	Sp6g17470.1	Csa16g052520, Csa07g061870, Csa08g010090, Csa05g044860
OG0015107	Sp3g01200.1	Csa01g001640, Csa15g001680, Csa19g002740
OG0015108	Sp7g31850.1	Csa15g048620, Csa19g035990
OG0015109	Sp4g12890.1	Csa07g012840, Csa16g014560, Csa05g033410
OG0015110	Sp1g28560.1	Csa14g042290, Csa17g051690
OG0015111	Sp1g18540.1	Csa17g026700
OG0015113	Sp6g14170.1	Csa02g044880, Csa18g022800
OG0015114	Sp4g15120.1	Csa07g008780, Csa16g008590
OG0015115	Sp4g08430.1	Csa05g043260, Csa07g060490, Csa16g051090
OG0015116	Sp3g02610.1	Csa01g003320, Csa15g003440, Csa15g005070, Csa19g005750
OG0015117	Sp7g16040.1	Csa15g060970, Csa19g041100, Csa00507s080
OG0015118	Sp1g25680.1	Csa14g037360, Csa17g042730
OG0015119	Sp1g03740.1	Csa14g006130, Csa17g008150
