Orthogroup	Thellungiella_parvula	Brassica_rapa
OG0015386	Sp7g22450.1	Bra013805
OG0015387	Sp1g21880.1	Bra036928
OG0015388	Sp1g03210.1	Bra015312
OG0015389	Sp7g12070.1	Bra010751, Bra032770
OG0015390	Sp6g08110.1	Bra000682
OG0015391	Sp6g02040.1	Bra036291
OG0015392	Sp5g22780.1	Bra004255
OG0015394	Sp5g10480.1	Bra006877
OG0015396	Sp5g02210.1	Bra007578
OG0015397	Sp1g09160.1, Sp2g04590.1	Bra019925
OG0015399	Sp6g11340.1	Bra037948
OG0015401	Sp4g19340.1	Bra005222
OG0015402	Sp2g23630.1	Bra009695
OG0015403	Sp1g24150.1	Bra010911
OG0015404	Sp2g27790.1	Bra037792
OG0015405	Sp6g32150.1	Bra008961
OG0015406	Sp4g02330.1	Bra032173
OG0015407	Sp6g30020.1	Bra006227
OG0015408	Sp2g23600.1	Bra009697
OG0015409	Sp3g32400.1	Bra038834
OG0015410	Sp1g28890.1	Bra010198
OG0015412	Sp2g26860.1	Bra038663, Bra029201
OG0015413	Sp6g40590.1	Bra005693
OG0015415	Sp2g23150.1	Bra009739, Bra029394
OG0015416	Sp3g23460.1	Bra013190
OG0015417	Sp3g34160.1	Bra031147
OG0015418	Sp6g30760.1	Bra008845
OG0015419	Sp7g15690.1	Bra012601
OG0015420	Sp1g35300.1	Bra014131
OG0015421	Sp6g17490.1	Bra002892
OG0015422	Sp2g04550.1	Bra027819
OG0015423	Sp2g10300.1	Bra025082
OG0015424	Sp7g23800.1	Bra013918
OG0015425	Sp6g38250.1	Bra009496
OG0015426	Sp4g06740.1	Bra034302
OG0015427	Sp6g02350.1	Bra036266
OG0015428	Sp1g24940.1	Bra032924
OG0015429	Sp3g17990.1	Bra001769
OG0015431	Sp2g29770.1	Bra037141
OG0015432	Sp6g07330.1	Bra037896
OG0015433	Sp2g06450.1	Bra038165
OG0015434	Sp6g02400.1	Bra036263
OG0015435	Sp1g29770.1	Bra028063
OG0015436	Sp7g22440.1	Bra013804
OG0015437	Sp7g33140.1	Bra011608
OG0015438	Sp2g25810.1	Bra010106
OG0015439	Sp6g10230.1	Bra000636
OG0015440	Sp6g32610.1	Bra028561
OG0015442	Sp7g26020.1	Bra026286
OG0015443	Sp4g13420.1	Bra018289
OG0015444	Sp7g11150.1	Bra032713
OG0015445	SpUn0020_0020.1, Sp1g30170.1	Bra006723
OG0015446	Sp1g36020.1	Bra032273
OG0015447	Sp7g25640.1, Sp7g25760.1	Bra019031
OG0015448	Sp6g23670.1	Bra020131
OG0015449	Sp5g14490.1	Bra033792, Bra018152
OG0015450	Sp7g32900.1	Bra011588
OG0015451	Sp5g31500.1	Bra015756, Bra003723
OG0015453	Sp6g14490.1	Bra028301
OG0015454	Sp6g17710.1	Bra002873
OG0015455	Sp6g18100.1	Bra035611, Bra028941
OG0015456	Sp5g34860.1	Bra008432
OG0015457	Sp1g16500.1	Bra025894
OG0015459	Sp1g37480.1	Bra018865
OG0015460	Sp3g30880.1	Bra024511
OG0015461	Sp6g13410.1	Bra035733
OG0015462	Sp1g35780.1	Bra018758
OG0015463	Sp6g14800.1	Bra003120
OG0015464	Sp4g07480.1	Bra007750
OG0015465	Sp3g11450.1	Bra001495
OG0015466	SpUn1100_0010.1	Bra004189
OG0015467	Sp1g14970.1	Bra026024
OG0015468	Sp3g13360.1	Bra027275
OG0015469	Sp2g23300.1	Bra009722
OG0015470	Sp1g41060.1	Bra011916
OG0015471	Sp2g20360.1	Bra009980
OG0015472	Sp1g35230.1	Bra018719
OG0015473	Sp4g19070.1	Bra017223
OG0015474	Sp2g28000.1	Bra037800
OG0015475	Sp5g09650.1	Bra033418
OG0015478	Sp4g19620.1	Bra017197
OG0015479	Sp7g32760.1	Bra017686
OG0015480	Sp4g21500.1	Bra000118
OG0015481	Sp7g29080.1	Bra011252
OG0015482	Sp3g12330.1	Bra021530
OG0015483	Sp3g00030.1	Bra040707
OG0015484	Sp5g07560.1	Bra007106
OG0015485	Sp1g37520.1	Bra018867
OG0015486	Sp7g26520.1	Bra010361, Bra011038
OG0015487	Sp6g06580.1	Bra000728
OG0015488	Sp5g23930.1	Bra004339
OG0015489	Sp1g39420.1	Bra018993
OG0015490	Sp3g07530.1	Bra034052
OG0015491	Sp4g11260.1	Bra011948, Bra035700
OG0015492	Sp6g14580.1	Bra022585
OG0015493	Sp7g01240.1	Bra025558
OG0015494	Sp5g26440.1	Bra016151
OG0015495	Sp3g30780.1	Bra037271, Bra024514
OG0015496	Sp2g18500.1	Bra037512
OG0015497	Sp7g06150.1	Bra035365
OG0015498	Sp4g03540.1	Bra007843
OG0015499	Sp6g12530.1, SpUn0015_0110.1	Bra014060
OG0015500	Sp2g20880.1	Bra036616
OG0015502	Sp2g16750.1	Bra025288
OG0015503	Sp7g23610.1	Bra019152
OG0015504	Sp3g09870.1	Bra038668
OG0015505	Sp5g24920.1	Bra007883
OG0015506	Sp1g37630.1	Bra030470
OG0015507	Sp5g14430.1	Bra018147
OG0015508	Sp6g40850.1	Bra005678
OG0015509	Sp3g08630.1	Bra001355
OG0015510	Sp1g05050.1	Bra030644
OG0015511	Sp2g07430.1	Bra027455
OG0015512	Sp6g34910.1	Bra009316
OG0015513	Sp5g09900.1	Bra033437
OG0015514	Sp6g40530.1	Bra009630
OG0015515	Sp5g30600.1	Bra015842
OG0015516	Sp2g26700.1	Bra037748
OG0015517	Sp3g07780.1	Bra001308
OG0015519	Sp7g32850.1	Bra011583
OG0015520	Sp4g26190.1	Bra037666
OG0015521	Sp5g14460.1	Bra018150
OG0015523	Sp7g26820.1	Bra011063
OG0015524	Sp5g02890.1	Bra003408
OG0015526	Sp1g19040.1	Bra017921
OG0015527	Sp2g19750.1, SpUn0021_0100.1	Bra020637
OG0015528	Sp7g27700.1	Bra024118
OG0015529	Sp5g30430.1	Bra015854, Bra008187
OG0015530	Sp5g26120.1	Bra016172
OG0015531	Sp6g16850.1	Bra035542
OG0015533	Sp6g39760.1	Bra009564
OG0015535	Sp3g22130.1	Bra015033
OG0015536	Sp5g06240.1	Bra007232
OG0015537	Sp4g29260.1	Bra000446
OG0015538	Sp7g29520.1	Bra010224, Bra011293
OG0015541	Sp3g06320.1	Bra029646
OG0015543	Sp7g19400.1	Bra038778
OG0015544	Sp2g11010.1	Bra017577
OG0015546	Sp4g22230.1	Bra005002
OG0015547	Sp4g29680.1	Bra004432
OG0015548	Sp5g22120.1	Bra004208
OG0015549	Sp2g01130.1	Bra027644
OG0015550	Sp5g12570.1	Bra019600, Bra017977
OG0015551	Sp1g18270.1	Bra025827
OG0015552	Sp2g15610.1	Bra032935
OG0015553	Sp6g34020.1	Bra006017
OG0015554	Sp3g07220.1	Bra029721
OG0015555	Sp2g11210.1	Bra017560
OG0015556	Sp6g11200.1	Bra022504
OG0015558	Sp3g28360.1	Bra039831
OG0015559	Sp6g13540.1	Bra015194
OG0015560	Sp4g15920.1	Bra021861
OG0015561	Sp5g16480.1	Bra019422
OG0015562	Sp5g28050.1	Bra008070
OG0015564	Sp6g26050.1	Bra002147
OG0015565	Sp2g05440.1	Bra038929
OG0015566	Sp2g04190.1	Bra031499
OG0015567	Sp7g18530.1	Bra012519
OG0015568	Sp7g06080.1	Bra039488
OG0015569	Sp6g20660.1	Bra002604
OG0015570	Sp5g09970.1	Bra033443
OG0015571	Sp5g22300.1	Bra034003, Bra004221
OG0015572	Sp3g15820.1	Bra022231
OG0015573	Sp1g29760.1	Bra034433
OG0015574	Sp6g06000.1	Bra033144
OG0015575	Sp1g31900.1	Bra034941
OG0015576	Sp7g01370.1	Bra025567
OG0015577	Sp5g31000.1	Bra015805
OG0015578	Sp5g03690.1	Bra003377
OG0015579	Sp1g41480.1	Bra038025
OG0015580	Sp5g23400.1	Bra033945
OG0015581	Sp5g27520.1	Bra016057
OG0015582	Sp1g24930.1	Bra030113
OG0015583	Sp6g38110.1	Bra009435
OG0015584	Sp3g15080.1	Bra021205, Bra012029
OG0015585	Sp7g13213.1	Bra036922
OG0015586	Sp2g13185.1	Bra024853
OG0015589	Sp7g16200.1	Bra013267
OG0015590	Sp3g24630.1	Bra013161
OG0015591	Sp5g29560.1	Bra003803
OG0015592	Sp1g29820.1	Bra036757
OG0015593	Sp5g11530.1	Bra036098
OG0015594	Sp1g08760.1	Bra031701
OG0015595	Sp4g28690.1	Bra004519
OG0015596	Sp1g38750.1	Bra018953
OG0015597	Sp1g39340.1	Bra018987
OG0015598	Sp5g13510.1	Bra019548
OG0015600	Sp6g39540.1	Bra028847
OG0015601	Sp3g09770.1	Bra001407
OG0015602	Sp3g18830.1	Bra035742
OG0015603	Sp3g20930.1	Bra014933
OG0015604	Sp4g02640.1	Bra032152
OG0015605	Sp5g14960.1	Bra033803
OG0015606	Sp6g06270.1	Bra000736
OG0015607	Sp7g35760.1	Bra010639, Bra011806
OG0015608	Sp6g20500.1	Bra020352
OG0015609	Sp6g13370.1	Bra029182
OG0015610	Sp7g30830.1	Bra011411
OG0015611	Sp5g24160.1	Bra004359
OG0015612	Sp3g01480.1	Bra039175
OG0015613	Sp3g00140.1	Bra040557
OG0015614	Sp7g14230.1	Bra038063
OG0015615	Sp1g38650.1	Bra030443
OG0015616	Sp6g06140.1	Bra035235
OG0015617	Sp2g21510.1	Bra009891
OG0015618	Sp3g01280.1	Bra039163
OG0015619	Sp6g07990.1	Bra000685
OG0015621	Sp3g22490.1	Bra015075
OG0015622	Sp4g15470.1	Bra021831
OG0015625	Sp1g24410.1	Bra010892
OG0015626	Sp7g13060.1	Bra036912
OG0015627	Sp7g17040.1	Bra021066
OG0015629	Sp3g31390.1	Bra039904
OG0015630	Sp7g08260.1	Bra017881
OG0015631	Sp6g38570.1	Bra009479
OG0015632	Sp1g34850.1	Bra014097
OG0015633	Sp6g14940.1	Bra003112
OG0015634	Sp7g07410.1	Bra038948
OG0015635	Sp3g21300.1	Bra028324
OG0015636	Sp6g02590.1	Bra018535
OG0015637	Sp4g27650.1	Bra004924
OG0015638	Sp6g14420.1	Bra028295
OG0015639	Sp5g31350.1	Bra003730
OG0015640	Sp5g24490.1	Bra003999
OG0015641	Sp7g27010.1	Bra010339
OG0015642	Sp6g19960.1	Bra006774
OG0015643	Sp5g26380.1	Bra016154
OG0015644	Sp4g13150.1	Bra021653
OG0015645	Sp3g30330.1	Bra013035
OG0015646	Sp1g22860.1	Bra010992
OG0015647	Sp2g27380.1	Bra031923
OG0015648	Sp4g12670.1	Bra021606
OG0015649	Sp6g01350.1	Bra000928
OG0015650	Sp1g22430.1	Bra012462
OG0015651	Sp1g28110.1	Bra010189
OG0015652	Sp1g14740.1	Bra026713
OG0015653	Sp6g18570.1	Bra006852
OG0015654	Sp6g16120.1	Bra022693
OG0015655	Sp7g03040.1	Bra025429, Bra028211
OG0015656	Sp7g14830.1	Bra040571
OG0015657	Sp7g01520.1	Bra025578
OG0015658	Sp6g29570.1	Bra008757
OG0015659	Sp6g33210.1	Bra028594
OG0015660	Sp7g31890.1	Bra011498
OG0015661	Sp1g26430.1	Bra032401
OG0015662	Sp1g08300.1	Bra019998
OG0015663	Sp7g13620.1	Bra038084
OG0015664	Sp3g33210.1	Bra039026
OG0015665	Sp1g40810.1	Bra030884
OG0015666	Sp6g25750.1	Bra002169, Bra023686
OG0015667	Sp4g21000.1	Bra017109
OG0015668	Sp1g33960.1	Bra014042
OG0015669	Sp3g22720.1	Bra015102
OG0015670	Sp5g01360.1	Bra007649
OG0015671	Sp3g33480.1	Bra036690
OG0015672	Sp5g35130.1	Bra035165
OG0015673	Sp4g08210.1	Bra012036
OG0015674	Sp5g01740.1	Bra007625
OG0015675	Sp1g26470.1	Bra032404
OG0015676	Sp7g19950.1	Bra013559
OG0015677	Sp5g01240.1	Bra003488
OG0015678	Sp6g24710.1	Bra002253
OG0015679	Sp1g39850.1	Bra030948
OG0015680	Sp6g36750.1	Bra009166
OG0015681	Sp3g00920.1	Bra039138
OG0015682	Sp3g22830.1	Bra015116
OG0015683	Sp7g22350.1	Bra013796
OG0015684	Sp6g29380.1	Bra008747
OG0015685	Sp1g40390.1	Bra030919
OG0015686	Sp6g39070.1	Bra009520
OG0015687	Sp7g32930.1	Bra017701
OG0015688	Sp6g15593.1	Bra029067
OG0015689	Sp2g06420.1	Bra027935
OG0015690	Sp6g22750.1	Bra002417
OG0015691	Sp7g01820.1, Sp2g17080.1	Bra025322
OG0015692	Sp7g36950.1	Bra011887
OG0015693	Sp6g19390.1	Bra006806
OG0015694	Sp7g06710.1	Bra035394
OG0015695	Sp1g08540.1	Bra019976
OG0015696	Sp3g22410.1	Bra015069
OG0015697	Sp6g29480.1	Bra023473
OG0015698	Sp2g10770.1	Bra021994
OG0015699	Sp7g07210.1	Bra038939
OG0015700	Sp3g22270.1	Bra028373
OG0015701	Sp3g16050.1	Bra022262
OG0015702	Sp1g02917.1	Bra015289
OG0015704	Sp1g12810.1	Bra026219, Bra026830
OG0015705	Sp6g02520.1	Bra036254
OG0015706	Sp3g19020.1	Bra023908
OG0015707	Sp3g17890.1	Bra038237
OG0015708	Sp6g03230.1	Bra034192
OG0015709	Sp4g01570.1	Bra038512
OG0015710	Sp6g32460.1	Bra008995
OG0015711	Sp6g01980.1	Bra036294
OG0015712	Sp6g18870.1	Bra002757
OG0015713	Sp5g35950.1	Bra003533
OG0015714	Sp5g09790.1	Bra033423
OG0015715	Sp3g23100.1	Bra013212
OG0015716	Sp7g36670.1	Bra011872
OG0015717	Sp5g04810.1	Bra003304
OG0015719	Sp7g37240.1	Bra033567
OG0015720	Sp6g24430.1	Bra002277
OG0015721	Sp4g12290.1	Bra018378
OG0015723	Sp4g19310.1	Bra023092
OG0015724	Sp2g29680.1	Bra037131
OG0015725	Sp3g08680.1	Bra001358
OG0015726	Sp5g21890.1	Bra030401, Bra034043, Bra037774
OG0015727	Sp7g31180.1	Bra011444
OG0015728	Sp1g20050.1, Sp5g33110.1	Bra015644
OG0015729	Sp2g06150.1	Bra027924
OG0015730	Sp4g19630.1	Bra017196
OG0015731	Sp1g32200.1	Bra034925
OG0015732	Sp7g33900.1	Bra011663
OG0015733	Sp4g21400.1	Bra000114
OG0015736	Sp6g33790.1	Bra028629
OG0015737	Sp6g02460.1	Bra018542
OG0015738	Sp7g00160.1	Bra028517
OG0015739	Sp5g03050.1	Bra003402
OG0015742	Sp7g20770.1	Bra019362, Bra020833
OG0015743	Sp6g24330.1	Bra006538
OG0015744	Sp1g23990.1	Bra010919
OG0015745	Sp3g00250.1	Bra000987
OG0015746	Sp7g04170.1	Bra028155
OG0015747	Sp1g20460.1	Bra024557
OG0015748	Sp6g20610.1	Bra002609
OG0015749	Sp6g25760.1	Bra023685
OG0015750	Sp3g16230.1	Bra022281
OG0015751	Sp6g32270.1	Bra008973
OG0015752	Sp1g04750.1	Bra032449, Bra015464
OG0015753	Sp3g19340.1	Bra031271
OG0015754	Sp2g23010.1	Bra036510
OG0015755	Sp1g09870.1	Bra016848
OG0015756	Sp1g05000.1	Bra015482
OG0015757	Sp6g32280.1	Bra008974
OG0015758	Sp6g34630.1	Bra028663
OG0015759	Sp7g15280.1	Bra038497
OG0015760	Sp2g17030.1	Bra025318
OG0015761	Sp7g24750.1	Bra026404
OG0015762	Sp7g11340.1	Bra032725
OG0015764	Sp3g29130.1	Bra015241
OG0015765	Sp5g28960.1	Bra008111
OG0015767	Sp7g34430.1	Bra011705
OG0015769	Sp3g29660.1	Bra013077
OG0015770	Sp3g07100.1	Bra038202, Bra001349
OG0015771	Sp4g19260.1	Bra005226
OG0015772	Sp3g29690.1	Bra001977
OG0015773	Sp1g22740.1	Bra024743
OG0015774	Sp1g37000.1	Bra018832, Bra014238
OG0015775	Sp1g28810.1	Bra028000
OG0015776	Sp6g16810.1	Bra002951
OG0015777	Sp6g39110.1	Bra009522
OG0015778	Sp5g13440.1	Bra029903
OG0015779	Sp7g16990.1	Bra026234
OG0015780	SpUn0142_0010.1, Sp3g23690.1	Bra015160
OG0015781	Sp1g15740.1	Bra025960
OG0015782	Sp4g27060.1	Bra040330
OG0015783	Sp1g15110.1	Bra026012
OG0015784	Sp2g26670.1	Bra038647
OG0015785	Sp6g39460.1	Bra009539
OG0015786	Sp4g17250.1	Bra021941
OG0015787	Sp1g23730.1	Bra030052
OG0015788	Sp2g02780.1	Bra031398
OG0015790	Sp1g14290.1	Bra026087
OG0015791	Sp5g02740.1	Bra007538
OG0015792	Sp3g23290.1	Bra013205
OG0015793	Sp3g09500.1	Bra034858
OG0015794	Sp2g05430.1	Bra035461
OG0015795	Sp2g18440.1	Bra037518
OG0015796	Sp6g26860.1	Bra013984
OG0015797	Sp6g36030.1	Bra009232
OG0015799	Sp4g17600.1	Bra005346
OG0015800	Sp6g12400.1	Bra000619
OG0015801	Sp3g34120.1	Bra031144
OG0015802	Sp6g17600.1	Bra028965
OG0015803	Sp4g28480.1	Bra004535
OG0015804	Sp7g14710.1	Bra012731
OG0015805	Sp7g18960.1	Bra013479
OG0015806	Sp6g25370.1	Bra002202
OG0015808	Sp2g19690.1	Bra036144
OG0015809	Sp3g14640.1	Bra027178
OG0015810	Sp6g25680.1	Bra002177
OG0015811	Sp5g06330.1	Bra007222
OG0015812	Sp4g14640.1	Bra005577
OG0015813	Sp1g13650.1	Bra026143
OG0015814	Sp4g08610.1	Bra034313
OG0015815	Sp3g23320.1	Bra013202
OG0015816	Sp7g27670.1	Bra011142
OG0015817	Sp2g18900.1	Bra037480
OG0015818	Sp6g40620.1	Bra009638
OG0015819	Sp5g04400.1	Bra014570
OG0015820	Sp4g18170.1	Bra023043
OG0015821	Sp2g04500.1	Bra031523
OG0015822	Sp4g10400.1	Bra000505
OG0015823	Sp7g09380.1	Bra025739
OG0015824	Sp7g25650.1	Bra026317
OG0015825	Sp1g30140.1	Bra028082
OG0015826	Sp2g00190.1	Bra027727
OG0015827	Sp7g03710.1	Bra028169
OG0015828	Sp5g24390.1	Bra004373
OG0015829	Sp5g19590.1	Bra004109
OG0015830	Sp5g23880.1	Bra004335, Bra038354
OG0015831	Sp1g30080.1	Bra028075
OG0015832	Sp2g06680.1	Bra038176
OG0015833	Sp7g24300.1	Bra019109, Bra026444
OG0015834	Sp3g08010.1	Bra001301
OG0015835	Sp1g13090.1	Bra026812
OG0015836	Sp1g37070.1	Bra021540, Bra014243
OG0015837	Sp1g17510.1	Bra025756
OG0015838	Sp3g18450.1	Bra035782
OG0015840	Sp7g14540.1	Bra012745
OG0015841	Sp5g21500.1	Bra004168
OG0015842	Sp6g30500.1	Bra008823, Bra023419
OG0015843	Sp6g07920.1	Bra038372
OG0015844	Sp1g22790.1	Bra024753, Bra012477
OG0015845	Sp4g28410.1	Bra004541
OG0015846	Sp2g06480.1	Bra038913
OG0015847	Sp5g22050.1	Bra034020
OG0015848	Sp3g11990.1	Bra027399
OG0015849	Sp2g00580.1	Bra027754
OG0015850	Sp6g29500.1	Bra006259
OG0015851	Sp1g00590.1	Bra033239
OG0015852	Sp3g02870.1	Bra031965
OG0015853	Sp5g28000.1	Bra008068
OG0015854	Sp5g14950.1	Bra018194
OG0015856	Sp1g12660.1	Bra019663
OG0015858	Sp4g13240.1	Bra021661
OG0015859	Sp2g18070.1	Bra025406, Bra040587
OG0015860	Sp7g00240.1	Bra028511
OG0015861	Sp1g27640.1	Bra033866
OG0015862	Sp5g28120.1	Bra003857
OG0015863	Sp5g36000.1	Bra003529
OG0015864	Sp1g08810.1	Bra018457
OG0015865	Sp5g05800.1	Bra014672
OG0015866	Sp3g01850.1	Bra040603
OG0015867	Sp5g00970.1	Bra007681
OG0015868	Sp4g20100.1	Bra005167
OG0015869	Sp7g35430.1	Bra011785
OG0015870	Sp2g26810.1	Bra038656
OG0015871	Sp3g12840.1	Bra027328
OG0015872	Sp6g35490.1	Bra009267
OG0015873	Sp5g23980.1	Bra038343
OG0015874	Sp2g12590.1	Bra024904
OG0015875	Sp6g41200.1	Bra006081
OG0015876	Sp5g23520.1	Bra033934
OG0015877	Sp6g01580.1	Bra033317
OG0015878	Sp5g29070.1	Bra015956
OG0015879	Sp6g28410.1	Bra006318
OG0015880	Sp4g10020.1	Bra034335
OG0015882	Sp5g25550.1	Bra016216
OG0015883	Sp4g10440.1	Bra012008
OG0015884	Sp7g12700.1	Bra036876
OG0015885	Sp1g35490.1	Bra018732
OG0015886	Sp6g13190.1, Sp4g16710.1	Bra021910
OG0015887	Sp7g36700.1	Bra010703
OG0015888	Sp1g09560.1	Bra031744
OG0015889	Sp7g04520.1	Bra028129
OG0015890	Sp3g03370.1	Bra040187
OG0015891	Sp3g16010.1	Bra022256
OG0015892	Sp3g06920.1	Bra001281
OG0015893	Sp5g35980.1	Bra003531
OG0015894	Sp4g00470.1	Bra030306
OG0015896	Sp4g19240.1	Bra005230
OG0015898	Sp2g08680.1	Bra027509
OG0015899	Sp2g04070.1	Bra031490
OG0015900	Sp7g15940.1	Bra012613
OG0015901	SpUn0004_0090.1	Bra038977
OG0015902	Sp2g06380.1	Bra038164
OG0015903	Sp2g18190.1	Bra036197, Bra025417
OG0015904	Sp2g18700.1	Bra037492
OG0015905	Sp6g14740.1	Bra029114, Bra022598
OG0015906	Sp1g02380.1	Bra033394
OG0015907	Sp7g32330.1	Bra011541
OG0015908	Sp6g01185.1	Bra037399
OG0015909	Sp3g07990.1	Bra029782
OG0015910	Sp6g10020.1	Bra039768
OG0015911	Sp3g05050.1	Bra020777
OG0015912	Sp4g21800.1	Bra005034
OG0015913	Sp2g22660.1	Bra009792
OG0015914	Sp5g22240.1	Bra004216
OG0015915	Sp6g01820.1	Bra000905
OG0015916	Sp1g23750.1	Bra010933
OG0015918	Sp1g07790.1	Bra018577
OG0015919	Sp1g07260.1	Bra018612
OG0015920	Sp6g14540.1	Bra022583
OG0015921	Sp6g03120.1	Bra034183
OG0015922	Sp5g24670.1	Bra004393
OG0015923	SpUn0368_0010.1	Bra039837
OG0015924	Sp1g04600.1	Bra015454
OG0015925	Sp1g00540.1	Bra033235
OG0015926	Sp3g33940.1	Bra036495
OG0015927	Sp1g25530.1	Bra030153
OG0015928	Sp5g23460.1	Bra033940
OG0015930	Sp6g06530.1	Bra035263
OG0015931	Sp1g35060.1	Bra018707
OG0015932	Sp1g25570.1	Bra010819
OG0015934	Sp7g12000.1	Bra032763
OG0015935	Sp6g29330.1	Bra006264, Bra023482
OG0015936	SpUn0157_0020.1, Sp4g17310.1, SpUn0026_0010.1	Bra005372
OG0015937	Sp1g30710.1	Bra005408, Bra040992
OG0015938	Sp7g24370.1	Bra026434
OG0015939	Sp1g23670.1	Bra030050, Bra010941
OG0015940	Sp1g04730.1	Bra030630
OG0015941	Sp6g30650.1	Bra008834
OG0015942	Sp1g19520.1	Bra012302, Bra016393
OG0015943	Sp7g19840.1	Bra038762
OG0015944	Sp4g12770.1	Bra018331
OG0015946	Sp4g01720.1	Bra030214
OG0015947	Sp6g33130.1	Bra009043
OG0015948	Sp2g22260.1	Bra009827
OG0015949	Sp6g28900.1	Bra006287
OG0015950	Sp6g31740.1	Bra006123, Bra008933
OG0015951	Sp7g28960.1	Bra010257
OG0015952	Sp4g19000.1	Bra017226
OG0015953	Sp7g27780.1	Bra024114
OG0015954	Sp5g28720.1	Bra015984
OG0015955	Sp7g37450.1	Bra033560
OG0015956	Sp1g34140.1	Bra014048
OG0015957	Sp6g24780.1	Bra002249
OG0015958	Sp4g21880.1	Bra000138
OG0015959	Sp2g13770.1	Bra026589
OG0015960	Sp3g19620.1	Bra031291
OG0015961	Sp7g02040.1	Bra025620
OG0015962	Sp2g28970.1	Bra024427
OG0015967	Sp4g04680.1	Bra007798
OG0015970	Sp5g11370.1	Bra036857
OG0015971	Sp5g11220.1	Bra036842
OG0015972	Sp6g25350.1	Bra006491
OG0015974	Sp6g00980.1	Bra000946
OG0015975	Sp4g20590.1	Bra010635
OG0015976	Sp7g14600.1	Bra033532, Bra038045
OG0015977	Sp2g08980.1	Bra027532
OG0015978	Sp5g31920.1	Bra008274, Bra015720
OG0015979	Sp4g02610.1	Bra039207
OG0015980	Sp6g15470.1	Bra029075
OG0015981	Sp1g32260.1	Bra014016
OG0015982	Sp1g39920.1	Bra030940
OG0015983	Sp5g26680.1	Bra016131
OG0015984	Sp5g29500.1	Bra008145, Bra015919
OG0015985	Sp5g32080.1	Bra003697, Bra015707
OG0015987	Sp6g32470.1	Bra006979, Bra008996
OG0015988	Sp6g05800.1	Bra040967
OG0015989	Sp7g18990.1	Bra038794
OG0015992	Sp1g14600.1	Bra026721
OG0015994	Sp1g28070.1	Bra023296
OG0015996	Sp1g38910.1	Bra030390
OG0015997	Sp1g06860.1	Bra031617
OG0015998	Sp1g07840.1	Bra018574
OG0016000	Sp5g31620.1	Bra015742
OG0016001	Sp5g32990.1	Bra015654
OG0016002	Sp5g33120.1	Bra015643
OG0016003	Sp5g21880.1	Bra004196
OG0016004	Sp3g11330.1	Bra039373, Bra001492
OG0016005	Sp3g16600.1	Bra022327
OG0016006	Sp3g18530.1	Bra001791, Bra023944
OG0016009	Sp4g18250.1	Bra017270
OG0016010	Sp4g19420.1	Bra005217
OG0016011	Sp4g22710.1	Bra004964
OG0016012	Sp5g14970.1	Bra033804, Bra018195
OG0016013	Sp5g10070.1	Bra033446, Bra006910
OG0016014	Sp2g12690.1	Bra014335, Bra014336
OG0016015	Sp2g14640.1	Bra026532
OG0016016	Sp2g16040.1	Bra039104
OG0016017	Sp5g16380.1	Bra037606
OG0016018	Sp6g32030.1	Bra023331
OG0016019	Sp6g30980.1	Bra006174
OG0016020	Sp6g30610.1	Bra023409
OG0016021	Sp6g22830.1	Bra006625
OG0016022	Sp6g39280.1	Bra005765
OG0016023	Sp6g01710.1	Bra000913
OG0016024	Sp6g01610.1	Bra036315
OG0016025	Sp6g01000.1	Bra000945, Bra008534
OG0016026	Sp7g36860.1	Bra010716
OG0016027	Sp7g26740.1	Bra011056, Bra024183, Bra010351
OG0016028	Sp7g23090.1	Bra013863
OG0016029	Sp7g19740.1	Bra020902
OG0016030	Sp7g35640.1	Bra011800
OG0016031	Sp7g12440.1	Bra028419
OG0016032	Sp6g18660.1, Sp7g35070.1	Bra010598, Bra011759
OG0016033	Sp7g01510.1	Bra028457
OG0016034	Sp7g33360.1	Bra011626
OG0016037	Sp1g06840.1	Bra018644
OG0016039	Sp5g34250.1	Bra035098
OG0016040	Sp5g35850.1	Bra035203
OG0016041	Sp3g00230.1	Bra000985
OG0016042	Sp3g08670.1	Bra029835
OG0016043	Sp4g25660.1	Bra037702
OG0016044	Sp5g10030.1	Bra006913
OG0016045	Sp5g10000.1	Bra012814
OG0016046	SpUn0557_0010.1	Bra021337
OG0016047	Sp6g37870.1	Bra009410, Bra005828
OG0016049	Sp6g27990.1	Bra006341, Bra008640
OG0016050	Sp7g35660.1	Bra011801
OG0016051	Sp7g35120.1	Bra011768
OG0016052	Sp7g07670.1	Bra038955
OG0016054	Sp1g03830.1	Bra015370
OG0016055	Sp1g10780.1	Bra016790
OG0016056	Sp3g04610.1	Bra039415, Bra040526
OG0016057	Sp1g27980.1	Bra040769
OG0016071	Sp6g26890.1, SpUn0004_0070.1, SpUn0066_0020.1	Bra006402, Bra006400, Bra006398
OG0016072	Sp6g09705.1	Bra001964
OG0016073	Sp6g11210.1, Sp7g11090.1	Bra014151, Bra033184, Bra035475, Bra036372, Bra034492, Bra033385, Bra036889, Bra037617, Bra037873, Bra030399, Bra023301, Bra017557
OG0016079	Sp1g07220.1	Bra018615, Bra030733
OG0016080	Sp5g30120.1	Bra015877
OG0016081	Sp7g26380.1	Bra040156
OG0016082	Sp1g19210.1	Bra017939
OG0016083	Sp4g16110.1	Bra021873
OG0016085	Sp3g27980.1	Bra039820
OG0016086	Sp3g27770.1	Bra036377
