Orthogroup	Thellungiella_parvula	Tarenaya_hassleriana
OG0011088	Sp1g01100.1	Th2v16371
OG0011089	Sp4g13280.1	Th2v10467, Th2v15859
OG0011090	Sp6g18630.1	Th2v21720
OG0011091	Sp2g26880.1	Th2v13750
OG0011092	Sp3g00130.1	Th2v23199
OG0011093	Sp5g10540.1	Th2v03733, Th2v17000
OG0011094	Sp5g04030.1	Th2v06884, Th2v25922
OG0011095	Sp6g16260.1	Th2v09649
OG0011096	Sp5g24420.1	Th2v24934
OG0011097	Sp6g40980.1	Th2v08977, Th2v19875
OG0011098	Sp3g19890.1	Th2v19301
OG0011099	Sp4g21590.1, SpUn0018_0080.1	Th2v30223
OG0011100	Sp6g20450.1	Th2v21321
OG0011101	Sp1g35960.1	Th2v26386, Th2v27723
OG0011102	Sp6g06250.1	Th2v10859
OG0011103	Sp1g02300.1	Th2v16233
OG0011104	Sp6g01090.1	Th2v22042
OG0011105	Sp5g34750.1	Th2v05633, Th2v23380
OG0011106	Sp6g19170.1	Th2v09587
OG0011109	Sp6g22890.1	Th2v18909
OG0011110	Sp5g32180.1	Th2v09838
OG0011111	Sp6g30680.1	Th2v28168, Th2v31077
OG0011112	Sp5g03720.1	Th2v13329, Th2v25959
OG0011113	Sp5g28970.1	Th2v09918
OG0011114	Sp5g24270.1	Th2v24917, Th2v30861
OG0011115	Sp1g25170.1	Th2v26529
OG0011116	Sp1g40490.1	Th2v00931
OG0011117	Sp5g03730.1	Th2v13328, Th2v25958
OG0011118	Sp5g16820.1	Th2v21199
OG0011119	Sp5g07780.1	Th2v03554
OG0011120	Sp5g24140.1	Th2v03974, Th2v24904
OG0011121	Sp6g09250.1	Th2v04764, Th2v10965
OG0011122	Sp1g33690.1	Th2v04790, Th2v17178
OG0011123	Sp4g17710.1	Th2v01476, Th2v27766
OG0011125	Sp6g10130.1	Th2v03826, Th2v28869
OG0011126	Sp1g23110.1	Th2v03923, Th2v28271
OG0011127	Sp4g22180.1, Sp5g30880.1	Th2v28081
OG0011129	Sp6g20090.1	Th2v18688
OG0011130	Sp3g05460.1	Th2v11355
OG0011131	Sp4g27920.1	Th2v07165, Th2v12868, Th2v22563
OG0011133	Sp3g21410.1	Th2v19468, Th2v28773
OG0011134	Sp5g33790.1	Th2v10072
OG0011135	Sp1g04270.1	Th2v15987
OG0011136	Sp5g33930.1	Th2v05669
OG0011137	Sp1g41820.1	Th2v13411
OG0011138	Sp3g25340.1, Sp4g14680.1	Th2v16000
OG0011139	Sp3g15680.1	Th2v18288
OG0011140	Sp4g25570.1	Th2v13346, Th2v25969
OG0011141	Sp6g30170.1	Th2v08669
OG0011145	Sp6g17670.1	Th2v09469
OG0011146	Sp7g36770.1	Th2v12563
OG0011147	Sp3g16610.1	Th2v26391, Th2v27717
OG0011148	Sp6g30060.1	Th2v06959, Th2v18201
OG0011149	Sp1g05730.1	Th2v10424, Th2v15824
OG0011150	Sp2g02800.1	Th2v04946
OG0011151	Sp7g20560.1	Th2v11945
OG0011152	Sp3g17020.1	Th2v29965
OG0011153	Sp7g34880.1	Th2v03090, Th2v12311
OG0011154	Sp5g22330.1	Th2v29643
OG0011155	Sp7g34100.1	Th2v02430
OG0011156	Sp6g32590.1	Th2v21399
OG0011157	Sp2g17330.1	Th2v00370, Th2v23221
OG0011158	Sp5g15960.1	Th2v05165, Th2v29219, Th2v30109
OG0011159	SpUn0651_0010.1, Sp3g24440.1	Th2v19537
OG0011160	Sp2g21360.1	Th2v18431
OG0011161	Sp2g26610.1	Th2v09285, Th2v17358
OG0011162	Sp4g21990.1	Th2v06683, Th2v15382
OG0011163	Sp3g33250.1	Th2v01626
OG0011164	Sp5g10190.1	Th2v11543
OG0011165	Sp1g15450.1	Th2v23272
OG0011166	Sp6g41230.1	Th2v19845
OG0011167	Sp3g08090.1	Th2v20015
OG0011168	Sp3g31490.1	Th2v02998, Th2v21557, Th2v12222
OG0011169	Sp2g12100.1	Th2v27212
OG0011170	Sp7g33300.1	Th2v12172
OG0011171	Sp6g24480.1	Th2v18051, Th2v19039
OG0011172	SpUn1114_0010.1	Th2v11053, Th2v31039
OG0011174	Sp5g13000.1	Th2v14106, Th2v26785
OG0011175	Sp6g34330.1	Th2v24149
OG0011176	Sp6g11350.1, Sp4g17050.1	Th2v19805
OG0011177	Sp6g12390.1	Th2v26817
OG0011178	Sp3g04930.1	Th2v11270
OG0011179	Sp3g18010.1	Th2v08460
OG0011180	Sp2g22180.1	Th2v02048, Th2v17654, Th2v21424
OG0011181	Sp6g17060.1	Th2v09431, Th2v21637
OG0011182	Sp7g05800.1	Th2v06261, Th2v14962
OG0011183	Sp7g20740.1	Th2v16738
OG0011184	Sp5g04380.1	Th2v13251, Th2v25886
OG0011185	Sp1g07740.1	Th2v00803
OG0011186	Sp3g18880.1	Th2v21845
OG0011187	Sp5g24170.1	Th2v24907
OG0011188	Sp6g34280.1	Th2v11838, Th2v24151
OG0011189	Sp1g14890.1	Th2v10094
OG0011190	Sp2g26130.1	Th2v23969
OG0011191	Sp3g05650.1	Th2v11370
OG0011192	Sp2g12740.1	Th2v05441
OG0011194	Sp1g09400.1	Th2v20700
OG0011195	Sp6g29920.1	Th2v06968, Th2v18192
OG0011196	Sp6g03350.1	Th2v16204
OG0011197	Sp1g07330.1	Th2v06221, Th2v14922
OG0011198	Sp6g30630.1	Th2v28159
OG0011201	Sp6g24040.1	Th2v21495
OG0011203	Sp2g25120.1	Th2v13916
OG0011204	Sp5g07970.1	Th2v03523
OG0011205	Sp3g19930.1	Th2v18205, Th2v24615
OG0011206	Sp4g22410.1	Th2v06711, Th2v15409
OG0011207	Sp6g00680.1	Th2v24521
OG0011209	Sp7g15300.1, Sp7g15330.1	Th2v01528
OG0011210	Sp3g00170.1	Th2v23194
OG0011211	Sp7g20620.1	Th2v04465
OG0011212	Sp1g01020.1	Th2v07843, Th2v16378
OG0011213	Sp2g12487.1	Th2v25743
OG0011214	Sp6g19380.1	Th2v05580
OG0011215	Sp3g01420.1	Th2v09051, Th2v23054
OG0011216	Sp5g07730.1	Th2v29186
OG0011217	Sp4g12640.1	Th2v07460, Th2v15810
OG0011218	Sp5g06270.1	Th2v15432
OG0011219	Sp7g19580.1	Th2v16668
OG0011220	Sp4g22940.1	Th2v28387
OG0011222	Sp3g08710.1	Th2v08823
OG0011223	Sp4g03420.1	Th2v01814
OG0011224	Sp6g28620.1	Th2v18610
OG0011225	Sp6g32050.1	Th2v21192
OG0011226	Sp6g31480.1	Th2v17549, Th2v19202
OG0011227	Sp2g11240.1	Th2v07419, Th2v10658
OG0011228	Sp5g22260.1	Th2v28195, Th2v29795
OG0011229	Sp4g25380.1	Th2v06910
OG0011230	Sp6g13810.1	Th2v09324, Th2v26876
OG0011232	Sp5g35680.1	Th2v05609
OG0011233	Sp3g28920.1	Th2v02871
OG0011234	SpUn1121_0010.1	Th2v07392, Th2v07391, Th2v10685
OG0011235	Sp2g26790.1	Th2v08287
OG0011236	Sp1g39670.1	Th2v23787, Th2v27374
OG0011237	Sp3g16420.1	Th2v22047, Th2v24273
OG0011238	Sp4g14730.1	Th2v27135
OG0011239	Sp1g40310.1	Th2v00918, Th2v23723
OG0011240	Sp5g34800.1	Th2v23384
OG0011241	Sp1g10290.1	Th2v03857
OG0011242	Sp3g15260.1	Th2v26302, Th2v27669
OG0011243	Sp7g28510.1	Th2v02119, Th2v12451
OG0011244	Sp4g04940.1	Th2v28201
OG0011245	Sp1g04200.1	Th2v17208, Th2v07795, Th2v29693, Th2v29606
OG0011246	Sp1g22640.1	Th2v24871, Th2v07804, Th2v29701
OG0011247	Sp1g10610.1	Th2v05999, Th2v14708
OG0011248	Sp4g25780.1	Th2v06930
OG0011249	Sp6g13260.1	Th2v09357
OG0011251	Sp5g17440.1	Th2v18950
OG0011252	Sp7g27640.1	Th2v12474
OG0011253	Sp1g35040.1	Th2v18278
OG0011254	Sp4g25050.1	Th2v13294, Th2v25927
OG0011255	Sp1g04910.1	Th2v15921
OG0011256	Sp2g30570.1	Th2v14141, Th2v26745
OG0011257	Sp7g18370.1	Th2v04269
OG0011258	Sp3g31170.1	Th2v12202
OG0011259	Sp6g01100.1	Th2v07838
OG0011260	Sp2g25530.1	Th2v13958
OG0011261	Sp1g19130.1	Th2v05713, Th2v20801
OG0011262	Sp5g26990.1	Th2v27922
OG0011264	Sp4g02320.1	Th2v03089, Th2v12310
OG0011265	Sp2g12540.1	Th2v05389
OG0011266	Sp6g26590.1	Th2v22912
OG0011267	Sp6g40710.1	Th2v19896
OG0011268	Sp4g14890.1	Th2v16022, Th2v27130
OG0011269	SpUn0020_0040.1, Sp5g26940.1	Th2v27918
OG0011270	Sp6g16880.1	Th2v25577
OG0011271	Sp3g12380.1	Th2v26122
OG0011272	Sp7g17110.1	Th2v10549
OG0011273	Sp2g26300.1	Th2v19740, Th2v25142
OG0011274	Sp6g29160.1, Sp6g29190.1	Th2v07006, Th2v18157
OG0011275	Sp1g23710.1	Th2v28848, Th2v28644
OG0011276	Sp7g26250.1	Th2v01560
OG0011277	Sp2g05780.1	Th2v20073, Th2v20074
OG0011278	Sp3g13000.1	Th2v00896, Th2v26040
OG0011279	Sp1g22670.1	Th2v24868
OG0011280	Sp7g03580.1	Th2v05326
OG0011281	Sp2g29330.1	Th2v11731, Th2v14237, Th2v26645
OG0011282	SpUn0061_0040.1, Sp4g22870.1	Th2v06741, Th2v15440, Th2v28380
OG0011284	Sp6g23590.1	Th2v17985, Th2v18963
OG0011285	Sp1g10270.1	Th2v20630
OG0011286	Sp5g09820.1	Th2v08730
OG0011287	Sp3g14620.1	Th2v21920
OG0011289	Sp5g07080.1	Th2v22329
OG0011290	Sp3g13680.1	Th2v22001
OG0011291	Sp1g26160.1	Th2v26601
OG0011292	Sp4g29770.1	Th2v13053, Th2v22761
OG0011293	Sp5g13060.1	Th2v14096, Th2v31290
OG0011294	Sp5g34530.1	Th2v05644
OG0011295	Sp3g03550.1	Th2v25394
OG0011296	Sp6g19660.1	Th2v21775
OG0011298	Sp1g39350.1	Th2v21986
OG0011299	Sp7g07090.1	Th2v06228, Th2v14929
OG0011300	Sp1g15310.1	Th2v30185, Th2v05971, Th2v21095
OG0011301	Sp6g40180.1	Th2v08935
OG0011302	Sp2g00250.1	Th2v04817
OG0011303	Sp6g37270.1	Th2v20219
OG0011305	Sp2g23490.1	Th2v17343
OG0011306	Sp3g21170.1, SpUn0047_0050.1	Th2v28761
OG0011307	Sp1g39490.1	Th2v00868
OG0011308	Sp5g15050.1	Th2v01244, Th2v26427
OG0011309	Sp2g19430.1	Th2v09228
OG0011310	Sp7g32620.1	Th2v02797
OG0011311	Sp6g14460.1	Th2v28948
OG0011312	SpUn0688_0010.1, SpUn0326_0010.1	Th2v26146
OG0011313	Sp7g22210.1	Th2v03842
OG0011314	Sp4g23850.1	Th2v13173, Th2v25816
OG0011316	Sp6g27630.1	Th2v09082, Th2v18597
OG0011317	Sp4g22530.1	Th2v06717
OG0011318	Sp7g37020.1	Th2v03277
OG0011319	Sp1g23290.1	Th2v03910
OG0011321	Sp1g18240.1	Th2v28134
OG0011322	Sp1g03360.1	Th2v08059, Th2v16083
OG0011323	Sp7g27050.1	Th2v01621, Th2v12498
OG0011324	Sp1g21510.1	Th2v24967
OG0011325	Sp7g30960.1	Th2v01922
OG0011326	Sp2g23930.1	Th2v24119
OG0011327	Sp1g20410.1	Th2v25071, Th2v30181
OG0011328	Sp7g21270.1	Th2v16801
OG0011330	Sp1g17630.1	Th2v28059
OG0011331	Sp1g12530.1	Th2v28690
OG0011333	Sp6g20720.1	Th2v17816, Th2v21303
OG0011334	Sp1g34400.1	Th2v29826
OG0011335	Sp6g00900.1	Th2v16399
OG0011336	Sp7g12760.1	Th2v19373
OG0011337	Sp1g05880.1	Th2v07462, Th2v15808
OG0011339	Sp4g20570.1	Th2v03726
OG0011340	Sp1g13560.1	Th2v10266
OG0011341	Sp1g28530.1	Th2v10566
OG0011342	Sp3g09200.1	Th2v20184
OG0011343	Sp2g10860.1	Th2v27256
OG0011344	Sp7g13030.1	Th2v24603
OG0011345	Sp3g33430.1	Th2v01601, Th2v12514
OG0011346	Sp3g33010.1	Th2v26467
OG0011347	Sp7g01490.1	Th2v06377, Th2v15077
OG0011348	Sp4g20840.1	Th2v17012
OG0011349	Sp2g02380.1	Th2v02896, Th2v29758
OG0011350	Sp1g23620.1	Th2v03892, Th2v28214
OG0011351	Sp1g41090.1	Th2v23639
OG0011352	Sp7g00010.1	Th2v20415
OG0011353	Sp6g22980.1	Th2v18916
OG0011354	Sp4g24430.1	Th2v13216, Th2v25854
OG0011355	Sp4g18930.1	Th2v14657
OG0011356	Sp4g24330.1	Th2v06837, Th2v15535
OG0011358	Sp3g21840.1	Th2v12613
OG0011359	Sp3g33680.1	Th2v21592
OG0011360	Sp6g31520.1	Th2v19233
OG0011361	Sp1g24720.1	Th2v26504
OG0011362	Sp5g16720.1, Sp5g16690.1, Sp5g16710.1	Th2v18901
OG0011363	Sp6g34540.1	Th2v24136
OG0011364	Sp5g09680.1	Th2v29761, Th2v29762
OG0011365	Sp7g17270.1	Th2v29193
OG0011366	Sp2g20680.1	Th2v16432
OG0011367	Sp7g21390.1	Th2v04545, Th2v16809
OG0011368	Sp4g05710.1	Th2v11096
OG0011369	Sp6g11830.1	Th2v23524, Th2v20378
OG0011370	Sp3g02740.1	Th2v22882
OG0011371	Sp5g09160.1	Th2v08619
OG0011372	Sp6g04010.1	Th2v16678
OG0011373	Sp5g11080.1	Th2v11663
OG0011374	Sp6g28670.1	Th2v18607, Th2v24665
OG0011375	Sp5g10100.1	Th2v06709, Th2v15407
OG0011377	Sp7g18100.1	Th2v07366, Th2v10713
OG0011378	Sp2g25470.1	Th2v13950, Th2v26447
OG0011379	SpUn0030_0010.1, Sp3g31820.1	Th2v23032
OG0011380	Sp5g13450.1	Th2v14067
OG0011381	Sp6g05320.1	Th2v16736
OG0011382	Sp1g14900.1	Th2v10093
OG0011383	Sp4g01600.1	Th2v03162
OG0011384	Sp5g00070.1	Th2v13111, Th2v22821, Th2v25756
OG0011385	Sp2g19680.1	Th2v08999
OG0011386	Sp3g01780.1	Th2v23008
OG0011387	Sp5g01920.1	Th2v12881, Th2v22578
OG0011388	Sp4g27640.1	Th2v12847, Th2v22538
OG0011389	Sp5g12070.1	Th2v11732, Th2v13531
OG0011390	Sp6g14410.1	Th2v26901
OG0011393	Sp7g23850.1	Th2v21748
OG0011396	Sp5g07600.1	Th2v22272, Th2v29153
OG0011398	Sp1g12090.1	Th2v06483, Th2v15180
OG0011399	Sp7g11760.1, Sp2g07340.1	Th2v01238, Th2v10321
OG0011400	Sp2g27330.1	Th2v13719
OG0011401	Sp5g10810.1	Th2v13428
OG0011402	Sp4g15700.1	Th2v27089
OG0011403	Sp2g19800.1, SpUn0021_0050.1	Th2v11364
OG0011404	Sp1g25710.1	Th2v10396
OG0011405	Sp5g00790.1	Th2v13045, Th2v22753
OG0011406	Sp5g01490.1	Th2v12946, Th2v22643
OG0011407	Sp5g08260.1	Th2v14579
OG0011408	Sp5g05030.1	Th2v13195
OG0011410	Sp3g17940.1	Th2v25103
OG0011411	Sp2g19410.1	Th2v11401
OG0011412	Sp6g36700.1	Th2v20275
OG0011413	Sp6g37160.1	Th2v14369, Th2v22195
OG0011415	Sp6g25000.1	Th2v29006
OG0011417	Sp3g15750.1	Th2v25539
OG0011418	Sp5g30540.1	Th2v05842, Th2v20940, Th2v28034
OG0011419	Sp3g15950.1	Th2v26333, Th2v27636
OG0011420	Sp1g06830.1	Th2v08352
OG0011421	Sp1g18000.1	Th2v04090, Th2v28116
OG0011422	Sp5g08430.1	Th2v16927
OG0011423	Sp7g06780.1	Th2v08528, Th2v19661
OG0011424	Sp2g12080.1	Th2v22389
OG0011425	Sp3g01640.1	Th2v23024
OG0011427	Sp6g34780.1	Th2v11864
OG0011428	Sp1g19170.1, Sp1g19510.1	Th2v09861
OG0011429	Sp7g19520.1	Th2v16661
OG0011430	Sp4g14850.1	Th2v16018
OG0011431	Sp4g16670.1	Th2v18737
OG0011432	Sp3g13670.1	Th2v23808, Th2v27355
OG0011434	Sp2g26560.1	Th2v09282, Th2v17361
OG0011435	Sp6g00140.1	Th2v24507
OG0011436	Sp5g16070.1	Th2v17896, Th2v18847
OG0011437	Sp1g23460.1	Th2v28218
OG0011438	Sp6g12050.1	Th2v20375, Th2v28651, Th2v30764
OG0011439	Sp2g21680.1	Th2v19259
OG0011440	Sp4g14930.1	Th2v27127
OG0011441	Sp5g11460.1	Th2v11693
OG0011442	Sp2g21090.1	Th2v11231
OG0011443	Sp3g18350.1	Th2v24445, Th2v21801
OG0011444	Sp5g35430.1	Th2v10223, Th2v23418
OG0011445	Sp6g32730.1	Th2v21388
OG0011446	Sp1g35740.1	Th2v09190
OG0011447	Sp5g06500.1	Th2v03396, Th2v06721, Th2v15418
OG0011448	Sp5g08270.1	Th2v03704
OG0011449	Sp5g05530.1	Th2v06787, Th2v15486
OG0011450	Sp5g07740.1	Th2v29185
OG0011451	Sp7g10950.1	Th2v25319
OG0011452	Sp5g33370.1, SpUn0091_0020.1	Th2v04203
OG0011453	Sp5g13790.1	Th2v14042
OG0011454	Sp3g29970.1	Th2v02882, Th2v12109
OG0011455	Sp3g21290.1	Th2v19457
OG0011456	Sp1g21570.1	Th2v24973, Th2v25665
OG0011457	Sp3g03960.1	Th2v18473
OG0011458	Sp1g16480.1	Th2v23515, Th2v05902, Th2v21012
OG0011459	Sp6g08970.1	Th2v10295
OG0011460	Sp2g13820.1	Th2v28674
OG0011461	Sp2g04720.1	Th2v05014
OG0011462	Sp6g39300.1	Th2v20037
OG0011464	Sp5g29340.1	Th2v05899, Th2v21009
OG0011465	SpUn0002_0640.1	Th2v00777
OG0011466	Sp6g40910.1	Th2v19880
OG0011467	Sp5g22550.1	Th2v29649
OG0011468	Sp5g07640.1	Th2v29160
OG0011469	Sp2g12180.1	Th2v17089
OG0011470	Sp6g03570.1	Th2v07994, Th2v16190
OG0011471	Sp6g19810.1	Th2v30169
OG0011472	Sp1g03530.1	Th2v16070, Th2v27107
OG0011473	Sp2g14050.1	Th2v28691
OG0011474	SpUn0055_0020.1, Sp6g04980.1	Th2v16721, Th2v16725
OG0011475	Sp1g36300.1	Th2v29971
OG0011476	Sp2g29250.1	Th2v11736
OG0011477	Sp3g29220.1	Th2v02550
OG0011478	Sp6g09610.1	Th2v04800, Th2v17184
OG0011479	Sp4g19580.1	Th2v14625
OG0011480	Sp7g00230.1	Th2v20455
OG0011481	Sp2g14060.1	Th2v00113
OG0011483	Sp1g26270.1	Th2v27890
OG0011484	Sp6g19970.1	Th2v20752
OG0011485	Sp6g31500.1	Th2v20000
OG0011486	Sp3g06080.1	Th2v11437, Th2v18336
OG0011487	Sp1g03790.1	Th2v08090
OG0011488	Sp2g07230.1	Th2v11041, Th2v29672
OG0011489	Sp5g27640.1	Th2v10011, Th2v23266
OG0011491	Sp5g27480.1	Th2v05960, Th2v21081
OG0011492	Sp5g31370.1	Th2v05790, Th2v20885
OG0011493	Sp2g26950.1	Th2v17875, Th2v18824
OG0011494	Sp3g11410.1	Th2v26182
OG0011495	Sp4g22970.1	Th2v03414
OG0011496	Sp5g09630.1	Th2v03619, Th2v29314
OG0011497	Sp7g18080.1	Th2v04247
OG0011498	Sp7g37110.1	Th2v03307, Th2v29380
OG0011499	Sp1g16830.1	Th2v23552
OG0011500	Sp4g19720.1	Th2v16971
OG0011501	Sp2g26330.1	Th2v23957, Th2v23956
OG0011502	Sp2g21790.1	Th2v17612
OG0011503	Sp3g32480.1	Th2v12429
OG0011504	Sp3g32970.1	Th2v01197
OG0011505	Sp7g29860.1	Th2v01865, Th2v02058
OG0011506	Sp5g20640.1	Th2v00593, Th2v05268
OG0011507	Sp1g10530.1	Th2v04926, Th2v20613
OG0011508	Sp1g15730.1	Th2v09982
OG0011509	Sp5g25610.1	Th2v25694
OG0011510	Sp1g03800.1	Th2v16040
OG0011511	Sp2g10240.1	Th2v16595
OG0011512	Sp3g15860.1	Th2v25545
OG0011513	Sp7g23130.1	Th2v23480
OG0011514	Sp2g24680.1	Th2v09339, Th2v24062
OG0011515	Sp5g25470.1	Th2v04029, Th2v25042
OG0011516	Sp3g10210.1	Th2v08703, Th2v17697
OG0011517	Sp2g17620.1	Th2v00394
OG0011519	Sp1g00880.1	Th2v07833, Th2v24540
OG0011520	Sp7g22490.1	Th2v03818, Th2v28574
OG0011521	Sp7g30430.1	Th2v11061, Th2v29802
OG0011522	Sp4g24550.1	Th2v03499
OG0011523	Sp7g12920.1	Th2v19355
OG0011524	Sp6g24920.1	Th2v19218
OG0011525	Sp2g12190.1	Th2v17090
OG0011526	Sp1g33600.1	Th2v08432
OG0011527	Sp1g13570.1	Th2v05605
OG0011529	Sp4g10840.1	Th2v07621, Th2v15671, Th2v08336
OG0011530	Sp6g02510.1	Th2v00709
OG0011532	Sp5g04420.1	Th2v13253, Th2v25888
OG0011533	Sp5g24150.1	Th2v00156
OG0011534	Sp4g08680.1	Th2v24449, Th2v07746, Th2v15555
OG0011535	Sp2g12520.1	Th2v10601
OG0011536	Sp6g13000.1	Th2v11333, Th2v26841
OG0011537	Sp3g22110.1	Th2v19528, Th2v25326
OG0011538	Sp4g23950.1	Th2v28001
OG0011539	Sp1g28585.1, Sp5g20445.1	Th2v26524, Th2v29845, Th2v29749, Th2v17910
OG0011540	Sp2g29800.1	Th2v13489
OG0011541	Sp2g15710.1	Th2v00237, Th2v06427, Th2v15126
OG0011542	Sp6g18140.1	Th2v05528
OG0011543	Sp3g12100.1	Th2v26106
OG0011544	Sp1g19320.1	Th2v04155, Th2v30639
OG0011545	Sp1g32110.1	Th2v29618, Th2v11015, Th2v17234
OG0011546	Sp3g32820.1	Th2v01677, Th2v12479
OG0011547	Sp1g35860.1	Th2v26397, Th2v27707
OG0011548	Sp3g07710.1	Th2v13779
OG0011549	Sp2g24300.1	Th2v13405, Th2v13854
OG0011550	Sp6g30490.1	Th2v11622
OG0011551	Sp5g10220.1	Th2v07448
OG0011552	Sp7g14940.1	Th2v01540
OG0011553	Sp1g30300.1	Th2v04717
OG0011554	Sp7g30940.1	Th2v01928
OG0011555	Sp3g12680.1	Th2v00912, Th2v23731
OG0011556	Sp5g08810.1	Th2v03670
OG0011557	Sp7g32060.1	Th2v02752, Th2v12019
OG0011558	Sp2g11640.1	Th2v17068
OG0011559	Sp6g19210.1	Th2v09591
OG0011560	Sp7g25380.1	Th2v09648
OG0011561	Sp5g28650.1	Th2v09945
OG0011562	Sp6g31230.1	Th2v19193
OG0011563	Sp4g10630.1, Sp4g10640.1	Th2v07654, Th2v15638
OG0011564	Sp5g03800.1	Th2v13316
OG0011565	Sp7g18430.1	Th2v16611
OG0011566	Sp7g02120.1	Th2v00079
OG0011567	Sp7g07270.1	Th2v19693, Th2v25257
OG0011568	Sp1g17850.1	Th2v04084, Th2v28097
OG0011569	Sp6g23110.1	Th2v18923
OG0011570	Sp1g28260.1	Th2v10553
OG0011572	Sp1g22590.1	Th2v24875
OG0011573	Sp3g12270.1	Th2v00946, Th2v26116
OG0011574	Sp2g18090.1	Th2v00439, Th2v05336
OG0011575	Sp1g12200.1	Th2v00150
OG0011576	Sp6g36970.1	Th2v14362, Th2v22187, Th2v20245
OG0011577	Sp4g23650.1	Th2v06790, Th2v15490
OG0011578	Sp5g02530.1	Th2v12821, Th2v22510
OG0011579	Sp6g13880.1	Th2v19706
OG0011580	Sp7g01090.1	Th2v00281
OG0011581	Sp6g19400.1	Th2v09609
OG0011582	Sp2g23460.1	Th2v17345, Th2v23925
OG0011583	Sp1g08560.1	Th2v06146, Th2v14854
OG0011585	Sp5g07460.1	Th2v22288, Th2v06644, Th2v15343
OG0011587	Sp4g00300.1	Th2v03279
OG0011588	Sp6g15110.1	Th2v26928
OG0011591	Sp7g37340.1	Th2v12612
OG0011592	Sp2g16990.1	Th2v06347, Th2v15045
OG0011593	Sp6g18600.1	Th2v09547
OG0011594	Sp3g11300.1	Th2v23606, Th2v26192
OG0011596	Sp2g01590.1	Th2v20549
OG0011597	Sp5g04520.1	Th2v06856
OG0011598	Sp2g00660.1	Th2v04838
OG0011599	Sp6g25100.1	Th2v11009, Th2v29900
OG0011600	Sp7g01960.1	Th2v28693
OG0011601	Sp5g13750.1	Th2v13058, Th2v22765
OG0011602	Sp3g21260.1	Th2v19505
OG0011603	Sp4g13600.1	Th2v15900, Th2v15902
OG0011604	Sp5g27560.1	Th2v10018, Th2v23271
OG0011605	Sp4g17390.1	Th2v01425, Th2v10520
OG0011606	Sp3g10540.1	Th2v09202, Th2v14275, Th2v22098
OG0011607	Sp7g16950.1	Th2v17099
OG0011608	Sp3g21000.1	Th2v19426
OG0011609	Sp4g00130.1	Th2v12602
OG0011611	Sp1g04140.1	Th2v16003
OG0011612	Sp1g40020.1	Th2v26038
OG0011613	Sp2g02830.1	Th2v20642
OG0011614	Sp5g15170.1	Th2v18785
OG0011615	Sp1g11700.1	Th2v00215, Th2v28536
OG0011617	Sp6g23680.1	Th2v21472
OG0011618	Sp7g36420.1	Th2v12674, Th2v13934
OG0011620	Sp2g17320.1	Th2v00621, Th2v06260, Th2v14961
OG0011621	Sp7g07890.1	Th2v13209, Th2v25849
OG0011622	Sp4g20730.1	Th2v14552, Th2v17004
OG0011623	Sp6g36850.1	Th2v08752, Th2v20255
OG0011624	Sp4g20110.1	Th2v16938
OG0011625	Sp3g21340.1, Sp3g21350.1	Th2v24560
OG0011626	Sp4g11430.1	Th2v08304
OG0011627	Sp4g09910.1	Th2v08428
OG0011628	Sp3g06670.1, SpUn0522_0020.1	Th2v24749
OG0011629	Sp2g21780.1	Th2v17611
OG0011630	Sp3g11160.1	Th2v26206
OG0011631	Sp5g29420.1	Th2v09875
OG0011632	Sp6g29100.1	Th2v23136
OG0011633	Sp1g37080.1, Sp4g29440.1	Th2v07311
OG0011634	Sp1g36870.1, SpUN0137_0010.1	Th2v29533
OG0011635	Sp5g30220.1	Th2v05862, Th2v20964
OG0011636	SpUn0003_0310.1	Th2v05196
OG0011637	Sp3g05610.1	Th2v11368, Th2v30872
OG0011639	Sp2g08120.1	Th2v16097
OG0011640	Sp6g09440.1	Th2v04774, Th2v10967
OG0011641	Sp7g14200.1	Th2v26262
OG0011642	Sp7g24410.1	Th2v21685
OG0011643	Sp4g16270.1	Th2v26499
OG0011644	Sp6g34450.1	Th2v13783, Th2v24145
OG0011645	SpUn0288_0010.1	Th2v18921
OG0011646	Sp7g20200.1	Th2v04415, Th2v16697
OG0011647	Sp5g16890.1	Th2v21196
OG0011648	Sp7g15270.1	Th2v01531, Th2v29527
OG0011649	Sp6g07390.1	Th2v04668
OG0011650	Sp6g02220.1	Th2v07930
OG0011651	Sp6g14660.1	Th2v26913
OG0011652	Sp4g14320.1	Th2v01192
OG0011653	Sp2g27550.1	Th2v13694, Th2v24205
OG0011654	Sp4g19190.1	Th2v29369
OG0011656	Sp5g34780.1	Th2v10165
OG0011657	Sp6g20200.1	Th2v17789
OG0011658	Sp6g22110.1	Th2v21244
OG0011659	Sp1g17390.1	Th2v05853, Th2v20951
OG0011660	Sp5g02920.1	Th2v12782, Th2v22469
OG0011661	Sp7g21670.1	Th2v10861, Th2v04568, Th2v16818
OG0011662	Sp1g00310.1	Th2v29261
OG0011663	Sp1g39050.1	Th2v21957
OG0011664	Sp6g38490.1	Th2v20103
OG0011665	Sp4g09970.1	Th2v07710, Th2v15589
OG0011666	Sp6g32520.1	Th2v17432, Th2v21406
OG0011667	Sp4g28630.1	Th2v27531
OG0011668	Sp1g24390.1	Th2v10346, Th2v26469
OG0011669	Sp6g17960.1	Th2v05518
OG0011670	Sp1g28600.1	Th2v04630, Th2v16853
