Orthogroup	Thellungiella_parvula	Eutrema_salsugineum
OG0012595	Sp3g20680.1	EUTSA_v10020692mg
OG0012596	SpUN0002_0110.1	EUTSA_v10023577mg
OG0012597	Sp4g04850.1	EUTSA_v10011247mg
OG0012598	Sp1g17960.1	EUTSA_v10008566mg
OG0012599	Sp7g33720.1	EUTSA_v10027062mg
OG0012600	Sp6g11600.1	EUTSA_v10013194mg
OG0012601	Sp1g19750.1	EUTSA_v10009853mg
OG0012602	Sp1g27490.1	EUTSA_v10007138mg
OG0012603	Sp7g35560.1	EUTSA_v10025278mg
OG0012604	Sp3g22970.1	EUTSA_v10002449mg
OG0012605	Sp5g14370.1	EUTSA_v10010864mg
OG0012606	Sp7g28390.1	EUTSA_v10027550mg
OG0012607	Sp1g25700.1	EUTSA_v10007421mg
OG0012608	Sp4g17630.1	EUTSA_v10016986mg
OG0012609	Sp6g20430.1	EUTSA_v10014898mg
OG0012610	Sp3g02300.1	EUTSA_v10021680mg
OG0012612	Sp6g13200.1	EUTSA_v10014119mg
OG0012613	Sp4g26330.1	EUTSA_v10001386mg
OG0012614	Sp1g30260.1	EUTSA_v10001813mg
OG0012615	Sp3g20800.1	EUTSA_v10020114mg
OG0012616	Sp1g13550.1	EUTSA_v10008936mg
OG0012617	Sp4g05200.1	EUTSA_v10000347mg
OG0012618	Sp6g01940.1	EUTSA_v10028471mg
OG0012619	Sp7g21150.1	EUTSA_v10025774mg
OG0012620	Sp6g37560.1	EUTSA_v10014675mg
OG0012621	Sp2g21960.1	EUTSA_v10005188mg
OG0012622	Sp2g30360.1	EUTSA_v10005112mg
OG0012623	Sp6g19030.1	EUTSA_v10014276mg
OG0012624	Sp1g14390.1	EUTSA_v10008259mg
OG0012625	Sp2g26040.1	EUTSA_v10005054mg
OG0012626	Sp6g16940.1	EUTSA_v10014237mg
OG0012627	Sp7g25405.1	EUTSA_v10026939mg
OG0012628	Sp3g07180.1	EUTSA_v10020426mg
OG0012629	Sp7g25960.1	EUTSA_v10025588mg
OG0012630	Sp6g22470.1	EUTSA_v10014246mg
OG0012631	Sp1g00370.1	EUTSA_v10007219mg
OG0012632	Sp1g18500.1	EUTSA_v10008601mg
OG0012633	Sp2g02860.1	EUTSA_v10023224mg
OG0012635	Sp2g12380.1	EUTSA_v10001185mg
OG0012636	Sp3g12420.1	EUTSA_v10019917mg
OG0012637	Sp2g20900.1	EUTSA_v10004288mg
OG0012638	Sp4g28740.1	EUTSA_v10001366mg
OG0012639	Sp6g21230.1	EUTSA_v10013963mg
OG0012640	Sp7g21570.1	EUTSA_v10024469mg
OG0012641	Sp7g30820.1	EUTSA_v10025014mg
OG0012642	Sp7g06470.1	EUTSA_v10004354mg
OG0012643	Sp6g37090.1	EUTSA_v10013693mg
OG0012644	Sp6g18040.1	EUTSA_v10013539mg
OG0012645	Sp4g24590.1	EUTSA_v10016471mg
OG0012646	Sp4g20060.1	EUTSA_v10017226mg
OG0012647	Sp4g16410.1	EUTSA_v10016874mg
OG0012648	Sp5g18060.1, Sp5g18120.1, Sp1g32970.1, Sp1g36010.1	EUTSA_v10012016mg
OG0012649	Sp1g33790.1	EUTSA_v10011734mg
OG0012650	Sp7g22530.1	EUTSA_v10024936mg
OG0012651	Sp5g14110.1	EUTSA_v10010485mg
OG0012652	Sp1g09740.1	EUTSA_v10007041mg
OG0012653	Sp2g25620.1	EUTSA_v10004655mg
OG0012654	Sp7g17890.1	EUTSA_v10025384mg
OG0012655	Sp6g04740.1	EUTSA_v10029329mg
OG0012656	Sp1g34080.1	EUTSA_v10022632mg
OG0012657	Sp6g34390.1	EUTSA_v10013320mg
OG0012658	Sp7g35750.1	EUTSA_v10026515mg
OG0012659	Sp6g28760.1	EUTSA_v10014101mg
OG0012660	Sp7g29990.1	EUTSA_v10026214mg
OG0012661	Sp3g17500.1	EUTSA_v10020633mg
OG0012662	Sp6g21290.1	EUTSA_v10013206mg
OG0012663	Sp7g36270.1	EUTSA_v10024997mg
OG0012664	Sp2g18470.1	EUTSA_v10004473mg
OG0012665	Sp7g11520.1	EUTSA_v10024181mg
OG0012666	Sp1g23890.1	EUTSA_v10007379mg
OG0012667	Sp3g02060.1	EUTSA_v10021666mg
OG0012668	Sp3g31420.1	EUTSA_v10022777mg
OG0012669	Sp7g26910.1	EUTSA_v10026246mg
OG0012670	Sp6g03180.1	EUTSA_v10028841mg
OG0012671	Sp5g32830.1	EUTSA_v10018575mg
OG0012673	Sp1g10200.1	EUTSA_v10007263mg
OG0012674	Sp5g12180.1	EUTSA_v10010909mg
OG0012675	Sp6g31320.1	EUTSA_v10014957mg
OG0012676	Sp3g20700.1	EUTSA_v10020060mg
OG0012677	Sp2g11630.1	EUTSA_v10000853mg
OG0012678	Sp6g23080.1	EUTSA_v10013868mg
OG0012679	Sp5g30460.1	EUTSA_v10018007mg
OG0012681	Sp6g27050.1	EUTSA_v10014045mg
OG0012682	Sp4g29710.1	EUTSA_v10001614mg
OG0012683	Sp3g21100.1	EUTSA_v10022231mg
OG0012684	Sp5g03650.1	EUTSA_v10006500mg
OG0012685	Sp4g26900.1	EUTSA_v10001768mg
OG0012686	Sp3g05490.1	EUTSA_v10020460mg
OG0012687	Sp2g29170.1	EUTSA_v10004392mg
OG0012688	Sp3g24500.1	EUTSA_v10002477mg
OG0012689	Sp5g27580.1	EUTSA_v10018177mg
OG0012690	Sp7g35160.1	EUTSA_v10024891mg
OG0012691	SpUn0020_0060.1, Sp5g26920.1	EUTSA_v10018624mg
OG0012692	Sp1g07350.1	EUTSA_v10007596mg
OG0012693	Sp2g03520.1	EUTSA_v10023347mg
OG0012694	Sp7g17660.1	EUTSA_v10025157mg
OG0012695	Sp2g20610.1	EUTSA_v10004565mg
OG0012696	Sp7g31080.1	EUTSA_v10025691mg
OG0012697	Sp7g25270.1	EUTSA_v10024701mg
OG0012698	Sp6g27760.1	EUTSA_v10013226mg
OG0012699	Sp2g14150.1	EUTSA_v10003931mg
OG0012700	Sp7g26670.1	EUTSA_v10024961mg
OG0012701	Sp1g22800.1	EUTSA_v10008210mg
OG0012703	Sp7g17570.1	EUTSA_v10024877mg
OG0012704	Sp4g11120.1	EUTSA_v10017369mg
OG0012705	Sp3g07630.1	EUTSA_v10021409mg
OG0012707	Sp7g34310.1	EUTSA_v10024972mg
OG0012708	Sp4g18860.1	EUTSA_v10016353mg
OG0012709	Sp1g02050.1	EUTSA_v10008499mg
OG0012710	Sp6g32290.1	EUTSA_v10013990mg
OG0012711	Sp5g23770.1	EUTSA_v10018737mg
OG0012712	Sp4g00690.1	EUTSA_v10000320mg
OG0012713	Sp5g32230.1	EUTSA_v10009962mg, EUTSA_v10018345mg
OG0012714	Sp6g07460.1	EUTSA_v10029346mg
OG0012715	Sp5g21180.1	EUTSA_v10018755mg
OG0012716	Sp1g36810.1	EUTSA_v10011388mg
OG0012717	Sp7g23480.1	EUTSA_v10027146mg
OG0012718	Sp4g06450.1	EUTSA_v10001951mg
OG0012719	Sp4g12850.1	EUTSA_v10017277mg
OG0012720	Sp2g16350.1	EUTSA_v10004265mg
OG0012721	Sp3g17670.1	EUTSA_v10020962mg
OG0012722	Sp3g22740.1	EUTSA_v10002500mg
OG0012723	Sp6g29050.1	EUTSA_v10015291mg
OG0012724	Sp6g31780.1	EUTSA_v10015656mg
OG0012725	Sp7g13090.1	EUTSA_v10024636mg
OG0012726	Sp6g16270.1	EUTSA_v10014125mg
OG0012727	Sp5g29900.1	EUTSA_v10018212mg
OG0012728	Sp5g32840.1	EUTSA_v10018556mg
OG0012729	Sp2g11650.1	EUTSA_v10000976mg
OG0012730	Sp5g23210.1	EUTSA_v10018942mg
OG0012731	Sp4g13860.1	EUTSA_v10017169mg
OG0012732	Sp7g17310.1	EUTSA_v10026747mg
OG0012733	Sp5g01710.1	EUTSA_v10005828mg
OG0012734	Sp4g29690.1	EUTSA_v10001458mg
OG0012735	Sp3g06910.1	EUTSA_v10021667mg
OG0012736	Sp5g09740.1	EUTSA_v10011097mg
OG0012737	Sp7g06350.1	EUTSA_v10005699mg
OG0012738	Sp6g01880.1	EUTSA_v10028897mg
OG0012739	Sp1g12120.1	EUTSA_v10008133mg
OG0012740	Sp4g10180.1	EUTSA_v10002110mg
OG0012741	Sp3g20340.1, Sp3g20350.1	EUTSA_v10022340mg
OG0012742	Sp4g17580.1	EUTSA_v10017211mg
OG0012743	Sp1g10030.1	EUTSA_v10008698mg
OG0012744	Sp7g32130.1	EUTSA_v10025569mg
OG0012745	Sp7g29750.1	EUTSA_v10026055mg
OG0012746	Sp5g26720.1	EUTSA_v10018610mg
OG0012747	Sp7g07260.1	EUTSA_v10004727mg
OG0012748	Sp4g00190.1	EUTSA_v10000149mg
OG0012749	SpUn0061_0010.1, Sp4g22900.1	EUTSA_v10016464mg
OG0012750	Sp7g15730.1	EUTSA_v10027182mg
OG0012751	Sp2g07790.1	EUTSA_v10003161mg
OG0012752	Sp3g07550.1	EUTSA_v10020022mg
OG0012753	Sp4g19360.1	EUTSA_v10016198mg
OG0012754	Sp3g13380.1	EUTSA_v10021186mg
OG0012755	Sp4g06680.1	EUTSA_v10002013mg
OG0012756	Sp5g28900.1	EUTSA_v10019624mg
OG0012757	Sp3g03130.1	EUTSA_v10020148mg
OG0012758	Sp4g16740.1	EUTSA_v10017058mg
OG0012759	Sp1g03390.1	EUTSA_v10009014mg
OG0012760	Sp1g29120.1	EUTSA_v10008168mg
OG0012761	Sp1g05030.1	EUTSA_v10006688mg
OG0012762	SpUn0298_0010.1	EUTSA_v100054041mg
OG0012762	Sp2g17420.1	EUTSA_v100054040mg
OG0012763	Sp7g34740.1	EUTSA_v10026229mg
OG0012764	Sp1g04660.1	EUTSA_v10007469mg
OG0012766	Sp1g02350.1	EUTSA_v10009692mg
OG0012767	Sp7g16260.1	EUTSA_v10026928mg
OG0012768	Sp5g08620.1	EUTSA_v10010145mg
OG0012769	Sp2g05030.1	EUTSA_v10023553mg
OG0012770	Sp1g00990.1	EUTSA_v10009389mg
OG0012771	Sp4g22650.1	EUTSA_v10017062mg
OG0012772	Sp4g16890.1	EUTSA_v10016991mg
OG0012773	Sp3g08590.1	EUTSA_v10020581mg
OG0012774	Sp2g13560.1	EUTSA_v10004194mg
OG0012775	Sp6g06300.1	EUTSA_v10029109mg
OG0012775	Sp7g21730.1	EUTSA_v10026535mg
OG0012776	Sp1g13590.1	EUTSA_v10007225mg
OG0012777	Sp5g29080.1	EUTSA_v10018506mg
OG0012778	Sp4g05950.1	EUTSA_v10002087mg
OG0012779	Sp1g41160.1	EUTSA_v10011181mg
OG0012780	Sp5g14280.1	EUTSA_v10010670mg
OG0012781	Sp7g24240.1	EUTSA_v10026289mg
OG0012783	Sp5g30310.1	EUTSA_v10019387mg
OG0012784	Sp5g27950.1	EUTSA_v10018211mg
OG0012785	Sp6g19880.1	EUTSA_v10014126mg
OG0012786	Sp7g12310.1	EUTSA_v10025365mg
OG0012787	Sp4g10930.1	EUTSA_v10016458mg
OG0012788	Sp7g17550.1	EUTSA_v10029010mg
OG0012788	Sp6g04610.1	EUTSA_v10005498mg
OG0012789	Sp6g39580.1	EUTSA_v10015744mg
OG0012790	Sp5g10390.1	EUTSA_v10010751mg
OG0012791	Sp2g29210.1	EUTSA_v10003889mg
OG0012792	Sp5g08380.1	EUTSA_v10010196mg
OG0012793	Sp3g04620.1	EUTSA_v10020334mg
OG0012794	Sp6g02150.1	EUTSA_v10028413mg
OG0012795	Sp4g02700.1	EUTSA_v10000091mg
OG0012796	Sp1g22580.1	EUTSA_v10007133mg
OG0012797	Sp4g08400.1	EUTSA_v10002171mg
OG0012798	Sp6g20170.1	EUTSA_v10012621mg
OG0012799	Sp5g35700.1	EUTSA_v10019654mg
OG0012800	Sp6g39640.1	EUTSA_v10015298mg
OG0012801	Sp4g26770.1	EUTSA_v10001613mg
OG0012802	Sp1g00070.1	EUTSA_v10004433mg
OG0012804	Sp7g36560.1	EUTSA_v10027542mg
OG0012805	Sp5g32900.1	EUTSA_v10019021mg
OG0012806	Sp1g07910.1	EUTSA_v10007508mg
OG0012807	Sp1g10520.1	EUTSA_v10007999mg
OG0012809	Sp4g28100.1	EUTSA_v10001382mg
OG0012810	Sp1g10250.1	EUTSA_v10007819mg
OG0012811	Sp6g23440.1	EUTSA_v10012553mg
OG0012812	Sp6g40370.1	EUTSA_v10014817mg
OG0012813	Sp3g23350.1	EUTSA_v10002525mg
OG0012814	Sp7g02180.1	EUTSA_v10028210mg
OG0012815	Sp5g16320.1	EUTSA_v10002672mg
OG0012816	Sp1g09950.1	EUTSA_v10009404mg
OG0012817	Sp1g27270.1	EUTSA_v10007183mg
OG0012819	Sp1g16570.1	EUTSA_v10008142mg
OG0012820	Sp2g26070.1	EUTSA_v10004836mg
OG0012821	Sp5g16260.1	EUTSA_v10002627mg
OG0012822	Sp6g19490.1	EUTSA_v10015322mg
OG0012823	Sp5g27940.1	EUTSA_v10018308mg
OG0012824	Sp3g08430.1	EUTSA_v10020902mg
OG0012825	Sp4g23670.1	EUTSA_v10017081mg
OG0012826	Sp6g11280.1	EUTSA_v10012711mg
OG0012827	Sp3g21090.1	EUTSA_v10020107mg
OG0012828	Sp6g06640.1	EUTSA_v10028849mg
OG0012829	Sp7g19100.1	EUTSA_v10026664mg
OG0012830	Sp5g31870.1	EUTSA_v10018779mg
OG0012831	Sp3g14420.1	EUTSA_v10022394mg
OG0012832	Sp7g30080.1	EUTSA_v10025686mg
OG0012833	Sp7g30670.1	EUTSA_v10027598mg
OG0012834	Sp4g24270.1	EUTSA_v10017799mg
OG0012835	Sp5g02410.1	EUTSA_v10005817mg
OG0012836	Sp3g28430.1	EUTSA_v10022642mg
OG0012838	Sp2g14960.1	EUTSA_v10004188mg
OG0012839	Sp2g30710.1	EUTSA_v10005581mg
OG0012840	Sp3g22980.1	EUTSA_v10002612mg
OG0012841	Sp3g33040.1	EUTSA_v10001901mg
OG0012842	Sp3g12960.1	EUTSA_v10022360mg
OG0012843	Sp3g30150.1	EUTSA_v10022788mg
OG0012844	Sp1g36750.1	EUTSA_v10011233mg
OG0012845	Sp7g30780.1	EUTSA_v10025584mg
OG0012846	Sp2g29500.1	EUTSA_v10004429mg
OG0012847	Sp3g07590.1	EUTSA_v10021091mg
OG0012848	Sp2g13030.1	EUTSA_v10005039mg
OG0012849	SpUn0826_0010.1	EUTSA_v10003267mg
OG0012850	Sp4g17210.1	EUTSA_v10017016mg
OG0012852	Sp7g35080.1	EUTSA_v10027280mg
OG0012853	Sp1g05090.1	EUTSA_v10008796mg
OG0012854	Sp6g16000.1	EUTSA_v10015851mg
OG0012855	Sp3g10130.1	EUTSA_v10022227mg
OG0012856	Sp4g18890.1	EUTSA_v10017567mg
OG0012857	Sp3g30970.1	EUTSA_v10022779mg
OG0012858	Sp4g13790.1	EUTSA_v10017299mg
OG0012859	Sp4g01040.1	EUTSA_v10000230mg
OG0012860	Sp1g23060.1	EUTSA_v10008145mg
OG0012861	Sp6g28830.1	EUTSA_v10013613mg
OG0012862	Sp4g10270.1	EUTSA_v10017930mg
OG0012864	Sp1g20340.1	EUTSA_v10006692mg
OG0012865	Sp2g21240.1	EUTSA_v10005088mg
OG0012866	Sp7g10720.1	EUTSA_v10026813mg, EUTSA_v10026897mg
OG0012867	Sp4g21890.1	EUTSA_v10016901mg
OG0012868	Sp5g08110.1	EUTSA_v10010052mg
OG0012869	Sp7g25830.1	EUTSA_v10024733mg
OG0012870	Sp3g13440.1	EUTSA_v10020987mg
OG0012871	Sp3g23740.1	EUTSA_v10012405mg
OG0012872	Sp7g13760.1	EUTSA_v10025982mg
OG0012874	Sp6g04000.1	EUTSA_v10028578mg
OG0012875	Sp1g16660.1	EUTSA_v10008859mg
OG0012876	Sp2g25690.1	EUTSA_v10004619mg
OG0012877	Sp5g07930.1	EUTSA_v10011060mg
OG0012879	Sp4g21470.1	EUTSA_v10017943mg
OG0012880	Sp5g20510.1	EUTSA_v10018379mg
OG0012881	Sp7g11910.1	EUTSA_v10025167mg
OG0012882	Sp2g15850.1	EUTSA_v10003691mg
OG0012883	Sp6g22820.1	EUTSA_v10014830mg
OG0012884	Sp5g32650.1	EUTSA_v10018581mg
OG0012885	Sp3g03610.1	EUTSA_v10022408mg
OG0012886	Sp6g27240.1	EUTSA_v10003762mg
OG0012888	Sp7g12080.1	EUTSA_v10025539mg
OG0012889	Sp6g31750.1	EUTSA_v10012636mg
OG0012890	Sp3g04560.1	EUTSA_v10019873mg
OG0012891	Sp4g16720.1	EUTSA_v10017360mg
OG0012892	Sp3g00240.1	EUTSA_v10021323mg
OG0012893	Sp1g26410.1	EUTSA_v10008046mg
OG0012894	Sp7g34600.1	EUTSA_v10024834mg
OG0012896	Sp4g16840.1	EUTSA_v10017344mg
OG0012897	Sp7g11860.1	EUTSA_v10024703mg
OG0012898	Sp3g20620.1	EUTSA_v10020381mg
OG0012899	Sp1g41510.1	EUTSA_v10011655mg
OG0012900	Sp4g00790.1	EUTSA_v10000056mg
OG0012901	Sp5g33970.1	EUTSA_v10018313mg
OG0012902	Sp3g07510.1	EUTSA_v10020196mg
OG0012903	Sp4g03750.1	EUTSA_v10000258mg
OG0012904	Sp1g39320.1	EUTSA_v10012329mg
OG0012905	Sp5g33700.1	EUTSA_v10018110mg
OG0012906	Sp1g39190.1	EUTSA_v10011389mg
OG0012907	Sp7g19620.1	EUTSA_v10026096mg
OG0012908	Sp6g05330.1	EUTSA_v10028717mg
OG0012909	Sp6g13560.1	EUTSA_v10014540mg
OG0012910	Sp2g23210.1	EUTSA_v10003837mg
OG0012911	Sp1g34090.1	EUTSA_v10011479mg
OG0012912	Sp7g31070.1	EUTSA_v10025657mg
OG0012913	Sp6g14550.1	EUTSA_v10015364mg
OG0012914	Sp7g05570.1	EUTSA_v10028177mg
OG0012915	Sp2g11380.1	EUTSA_v10010053mg
OG0012916	Sp4g01350.1	EUTSA_v10000026mg
OG0012917	Sp2g15690.1	EUTSA_v10004491mg
OG0012918	Sp1g09700.1	EUTSA_v10007202mg
OG0012919	Sp4g15570.1	EUTSA_v10017973mg
OG0012920	Sp2g24740.1	EUTSA_v10004474mg
OG0012921	Sp2g12110.1	EUTSA_v10000932mg
OG0012922	Sp1g07040.1	EUTSA_v10009077mg
OG0012923	Sp1g00840.1	EUTSA_v10009011mg
OG0012924	Sp7g01110.1	EUTSA_v10028165mg
OG0012925	Sp6g06490.1, Sp1g06470.1	EUTSA_v10007118mg
OG0012927	Sp4g12260.1	EUTSA_v10017490mg
OG0012928	Sp2g08990.1	EUTSA_v10003218mg
OG0012929	Sp1g26310.1	EUTSA_v10008915mg
OG0012930	Sp5g09470.1	EUTSA_v10010362mg
OG0012931	Sp7g31760.1	EUTSA_v10024753mg
OG0012932	Sp4g02460.1	EUTSA_v10000039mg
OG0012933	Sp7g11790.1	EUTSA_v10024922mg
OG0012934	Sp7g34720.1	EUTSA_v10025605mg
OG0012935	Sp6g33320.1	EUTSA_v10013235mg
OG0012936	Sp5g14160.1	EUTSA_v10010502mg
OG0012937	Sp2g30230.1	EUTSA_v10003984mg
OG0012938	Sp2g24070.1	EUTSA_v10003719mg
OG0012939	Sp2g24340.1	EUTSA_v10003875mg
OG0012940	Sp3g21950.1	EUTSA_v10002653mg
OG0012941	Sp7g34380.1	EUTSA_v10026250mg
OG0012942	Sp1g16380.1	EUTSA_v10009989mg
OG0012943	Sp1g01010.1	EUTSA_v10007395mg
OG0012944	Sp6g39990.1	EUTSA_v10015290mg
OG0012945	Sp7g33650.1	EUTSA_v10024429mg
OG0012946	Sp5g31150.1	EUTSA_v10018359mg
OG0012947	Sp3g08270.1	EUTSA_v10020082mg
OG0012948	Sp4g20670.1	EUTSA_v10017658mg
OG0012949	Sp6g17500.1	EUTSA_v10013311mg
OG0012950	SpUn0479_0010.1	EUTSA_v10009542mg
OG0012951	Sp3g20860.1	EUTSA_v10021177mg
OG0012952	Sp7g17940.1	EUTSA_v10027562mg
OG0012953	Sp6g27790.1	EUTSA_v10014784mg
OG0012954	Sp6g15810.1	EUTSA_v10013694mg
OG0012955	Sp1g10150.1	EUTSA_v10009112mg
OG0012956	Sp4g17360.1	EUTSA_v10017758mg
OG0012957	Sp3g17250.1	EUTSA_v10020089mg
OG0012958	Sp6g34200.1	EUTSA_v10012930mg
OG0012959	Sp6g27090.1	EUTSA_v10014449mg
OG0012960	Sp4g20000.1	EUTSA_v10017095mg
OG0012961	Sp1g24040.1	EUTSA_v10007615mg
OG0012962	Sp6g20710.1	EUTSA_v10013377mg
OG0012963	Sp1g36490.1	EUTSA_v10011789mg
OG0012964	Sp1g37550.1	EUTSA_v10011513mg
OG0012965	Sp1g03100.1	EUTSA_v10008953mg
OG0012966	Sp4g23710.1	EUTSA_v10016390mg
OG0012967	Sp6g15780.1	EUTSA_v10013862mg
OG0012969	Sp1g16130.1	EUTSA_v10007176mg
OG0012970	Sp1g04710.1	EUTSA_v10009394mg
OG0012971	Sp6g15090.1	EUTSA_v10012488mg
OG0012972	Sp6g07430.1	EUTSA_v10028887mg
OG0012973	Sp6g24050.1	EUTSA_v10015868mg
OG0012974	Sp6g01760.1	EUTSA_v10029076mg
OG0012975	Sp4g05890.1	EUTSA_v10002167mg
OG0012976	Sp1g19930.1	EUTSA_v10008804mg
OG0012977	Sp1g24900.1	EUTSA_v10009770mg
OG0012978	Sp3g34040.1	EUTSA_v10002328mg
OG0012979	Sp3g07600.1	EUTSA_v10020392mg
OG0012981	Sp6g13050.1, Sp6g13070.1	EUTSA_v10014242mg
OG0012982	Sp5g00150.1	EUTSA_v10006033mg
OG0012983	Sp7g21180.1	EUTSA_v10027372mg
OG0012983	Sp4g08640.1	EUTSA_v10027137mg
OG0012984	Sp5g23280.1	EUTSA_v10019164mg, EUTSA_v10019637mg
OG0012985	Sp6g14070.1	EUTSA_v10012968mg
OG0012986	Sp7g21340.1	EUTSA_v10024327mg
OG0012987	Sp3g06960.1	EUTSA_v10022398mg
OG0012988	Sp1g13420.1	EUTSA_v10008018mg
OG0012989	Sp4g24940.1	EUTSA_v10017357mg
OG0012990	Sp6g21080.1	EUTSA_v10014435mg
OG0012991	Sp7g25770.1	EUTSA_v10025423mg
OG0012992	Sp6g22720.1	EUTSA_v10013362mg
OG0012993	Sp1g13900.1	EUTSA_v10008198mg
OG0012994	Sp6g21820.1	EUTSA_v10014584mg
OG0012995	Sp4g27410.1	EUTSA_v10001578mg
OG0012996	Sp4g19150.1	EUTSA_v10026771mg, EUTSA_v10001423mg
OG0012997	Sp3g31930.1	EUTSA_v10022657mg
OG0012998	Sp4g29910.1	EUTSA_v10001392mg
OG0012999	Sp4g04790.1	EUTSA_v10000457mg
OG0013002	Sp6g04080.1	EUTSA_v10028426mg
OG0013003	Sp1g10000.1	EUTSA_v10008352mg
OG0013004	Sp3g23420.1	EUTSA_v10002438mg
OG0013005	Sp7g28270.1	EUTSA_v10026665mg
OG0013006	Sp4g03080.1	EUTSA_v10000545mg
OG0013007	Sp7g01970.1	EUTSA_v10027808mg
OG0013009	Sp3g00480.1	EUTSA_v10021571mg
OG0013010	SpUn0487_0010.1	EUTSA_v10014410mg
OG0013011	Sp6g32930.1	EUTSA_v10015659mg
OG0013012	Sp2g30200.1	EUTSA_v10004652mg
OG0013013	Sp6g12030.1	EUTSA_v10015499mg
OG0013014	Sp7g29930.1	EUTSA_v10025399mg
OG0013015	Sp7g29250.1	EUTSA_v10024610mg
OG0013016	Sp1g03840.1	EUTSA_v10007436mg
OG0013017	Sp2g24040.1	EUTSA_v10003608mg
OG0013018	SpUn0446_0010.1, SpUn0297_0010.1	EUTSA_v10026308mg
OG0013020	Sp2g26840.1	EUTSA_v10003726mg
OG0013021	Sp7g31960.1	EUTSA_v10026482mg
OG0013022	Sp3g09950.1	EUTSA_v10020420mg
OG0013023	Sp6g14480.1	EUTSA_v10012954mg
OG0013024	Sp6g24160.1	EUTSA_v10012821mg
OG0013025	Sp3g33270.1	EUTSA_v10001922mg
OG0013026	Sp1g37890.1	EUTSA_v10011463mg
OG0013027	Sp7g14840.1	EUTSA_v10025637mg
OG0013028	Sp1g12280.1	EUTSA_v10008250mg
OG0013029	Sp4g19450.1	EUTSA_v10016921mg
OG0013030	Sp7g15340.1	EUTSA_v10025592mg
OG0013031	Sp2g20850.1	EUTSA_v10004455mg
OG0013032	Sp2g30260.1	EUTSA_v10004263mg
OG0013033	Sp5g25930.1	EUTSA_v10018172mg
OG0013034	Sp4g16440.1	EUTSA_v10016658mg
OG0013035	Sp7g31060.1	EUTSA_v10026585mg
OG0013036	Sp3g23370.1	EUTSA_v10002462mg
OG0013037	Sp3g00700.1	EUTSA_v10019986mg
OG0013038	Sp1g39060.1	EUTSA_v10011571mg
OG0013039	Sp1g35530.1	EUTSA_v10011472mg
OG0013040	Sp1g14880.1	EUTSA_v10008754mg
OG0013041	Sp7g02140.1	EUTSA_v10027676mg
OG0013042	Sp5g14130.1	EUTSA_v10010580mg
OG0013043	Sp5g26770.1	EUTSA_v10019796mg
OG0013044	Sp5g09730.1	EUTSA_v10010527mg
OG0013045	Sp4g14700.1	EUTSA_v10016614mg
OG0013046	Sp1g37970.1	EUTSA_v10011276mg
OG0013047	Sp3g30930.1	EUTSA_v10022570mg, EUTSA_v10022674mg
OG0013048	Sp6g26470.1	EUTSA_v10013634mg
OG0013049	Sp4g26110.1	EUTSA_v10001406mg
OG0013050	Sp2g28190.1	EUTSA_v10003747mg
OG0013051	Sp4g15970.1	EUTSA_v10016801mg
OG0013052	Sp1g02930.1	EUTSA_v10006861mg
OG0013053	Sp6g00380.1	EUTSA_v10028840mg
OG0013054	Sp2g12970.1	EUTSA_v10001115mg
OG0013055	Sp2g14550.1	EUTSA_v10004191mg
OG0013056	Sp1g27900.1	EUTSA_v10008373mg
OG0013057	Sp5g06650.1	EUTSA_v10010522mg
OG0013058	Sp5g07190.1	EUTSA_v10010135mg
OG0013059	Sp4g24870.1	EUTSA_v10016894mg
OG0013060	Sp1g39150.1	EUTSA_v10011823mg
OG0013061	Sp4g02840.1	EUTSA_v10000692mg
OG0013062	Sp4g03410.1	EUTSA_v10000361mg
OG0013063	Sp5g24450.1	EUTSA_v10018903mg
OG0013065	Sp2g25030.1	EUTSA_v10004629mg
OG0013066	Sp7g13750.1	EUTSA_v10024329mg
OG0013067	Sp1g27000.1	EUTSA_v10009859mg
OG0013068	Sp1g01580.1	EUTSA_v10008324mg
OG0013069	Sp1g34500.1, SpUn0102_0020.1	EUTSA_v10011797mg
OG0013070	Sp4g22220.1	EUTSA_v10016686mg
OG0013071	Sp4g15880.1	EUTSA_v100161571mg
OG0013072	Sp1g17370.1	EUTSA_v10009681mg
OG0013073	Sp7g35860.1	EUTSA_v10025616mg
OG0013074	Sp4g25120.1	EUTSA_v10016869mg
OG0013075	Sp2g27470.1	EUTSA_v10004325mg
OG0013076	Sp3g14880.1	EUTSA_v10020557mg
OG0013077	Sp6g07500.1	EUTSA_v10028904mg
OG0013078	Sp2g23580.1	EUTSA_v10027626mg, EUTSA_v10003540mg
OG0013079	Sp1g33330.1	EUTSA_v10011724mg
OG0013080	Sp6g41080.1	EUTSA_v10016086mg
OG0013081	Sp1g03130.1	EUTSA_v10007018mg
OG0013082	Sp7g29730.1	EUTSA_v10025159mg
OG0013083	Sp2g28810.1	EUTSA_v10005698mg
OG0013084	Sp4g28110.1	EUTSA_v10001720mg
OG0013085	Sp4g11910.1	EUTSA_v10016581mg
OG0013086	Sp2g21470.1	EUTSA_v10003980mg
OG0013087	Sp4g06990.1	EUTSA_v10002091mg
OG0013088	Sp5g30280.1	EUTSA_v10019843mg
OG0013090	Sp7g03070.1	EUTSA_v10027659mg
OG0013091	Sp5g19930.1	EUTSA_v10018833mg
