Orthogroup	Thellungiella_parvula	Arabis_alpina
OG0012876	Sp2g25690.1	AALP_AA8G456300
OG0012877	Sp5g07930.1	AALP_AA5G179100
OG0012880	Sp5g20510.1	AALP_AA2G072600
OG0012881	Sp7g11910.1	AALP_AA4G104100
OG0012882	Sp2g15850.1	AALP_AA5G034200
OG0012883	Sp6g22820.1	AALP_AAs65178U000400
OG0012884	Sp5g32650.1	AALP_AA2G216800
OG0012885	Sp3g03610.1	AALP_AA3G042500
OG0012886	Sp6g27240.1	AALP_AA3G374900
OG0012888	Sp7g12080.1	AALP_AA8G119200
OG0012889	Sp6g31750.1	AALP_AA8G116200
OG0012890	Sp3g04560.1	AALP_AA3G054100, AALP_AA3G056000
OG0012891	Sp4g16720.1	AALP_AA4G109500
OG0012892	Sp3g00240.1	AALP_AA3G009700
OG0012893	Sp1g26410.1	AALP_AA1G312400
OG0012894	Sp7g34600.1	AALP_AA7G249200
OG0012895	Sp2g00050.1	AALP_AA6G312200, AALP_AAs48252U001300
OG0012896	Sp4g16840.1	AALP_AA4G113300, AALP_AAs62066U000100
OG0012897	Sp7g11860.1	AALP_AA4G105900
OG0012898	Sp3g20620.1	AALP_AA3G262100
OG0012899	Sp1g41510.1	AALP_AA4G005400
OG0012900	Sp4g00790.1	AALP_AA6G299000
OG0012901	Sp5g33970.1	AALP_AA2G234600
OG0012902	Sp3g07510.1	AALP_AA3G096100
OG0012903	Sp4g03750.1	AALP_AA6G266600
OG0012904	Sp1g39320.1	AALP_AA4G034100
OG0012905	Sp5g33700.1	AALP_AA2G229100
OG0012906	Sp1g39190.1	AALP_AA4G035000
OG0012907	Sp7g19620.1	AALP_AA7G039800
OG0012908	Sp6g05330.1	AALP_AA6G182300
OG0012909	Sp6g13560.1	AALP_AA8G288000
OG0012911	Sp1g34090.1	AALP_AA4G086300
OG0012912	Sp7g31070.1	AALP_AA7G198900
OG0012913	Sp6g14550.1	AALP_AA8G301400
OG0012914	Sp7g05570.1	AALP_AA6G360200
OG0012916	Sp4g01350.1	AALP_AA6G293500
OG0012917	Sp2g15690.1	AALP_AA5G032700
OG0012919	Sp4g15570.1	AALP_AA6G064100
OG0012921	Sp2g12110.1	AALP_AA6G104600
OG0012922	Sp1g07040.1	AALP_AA1G087700
OG0012923	Sp1g00840.1	AALP_AA1G007000
OG0012927	Sp4g12260.1	AALP_AA1G231900
OG0012928	Sp2g08990.1	AALP_AA6G142300
OG0012930	Sp5g09470.1	AALP_AA5G158200
OG0012931	Sp7g31760.1	AALP_AA7G208600
OG0012932	Sp4g02460.1	AALP_AA6G282100
OG0012933	Sp7g11790.1	AALP_AA4G103600
OG0012935	Sp6g33320.1	AALP_AA8G094900
OG0012936	Sp5g14160.1	AALP_AA5G099600
OG0012937	Sp2g30230.1	AALP_AA8G501200
OG0012938	Sp2g24070.1	AALP_AA8G408100
OG0012939	Sp2g24340.1	AALP_AA8G441400
OG0012940	Sp3g21950.1	AALP_AA3G277600
OG0012941	Sp7g34380.1	AALP_AA7G242700
OG0012942	Sp1g16380.1	AALP_AA1G202100
OG0012943	Sp1g01010.1	AALP_AA1G003300
OG0012944	Sp6g39990.1	AALP_AA8G014700
OG0012945	Sp7g33650.1	AALP_AA7G233500
OG0012946	Sp5g31150.1	AALP_AA2G204000
OG0012948	Sp4g20670.1	AALP_AA4G162500
OG0012949	Sp6g17500.1	AALP_AA8G340600
OG0012950	SpUn0479_0010.1	AALP_AA1G052900
OG0012951	Sp3g20860.1	AALP_AA3G266100
OG0012953	Sp6g27790.1	AALP_AA8G174000
OG0012954	Sp6g15810.1	AALP_AA8G320500
OG0012955	Sp1g10150.1	AALP_AA1G124500
OG0012957	Sp3g17250.1	AALP_AA3G218300
OG0012959	Sp6g27090.1	AALP_AA8G181800
OG0012960	Sp4g20000.1	AALP_AA4G152300
OG0012961	Sp1g24040.1	AALP_AA1G287500
OG0012962	Sp6g20710.1	AALP_AA8G383000
OG0012963	Sp1g36490.1	AALP_AA4G064400
OG0012964	Sp1g37550.1	AALP_AA4G052600
OG0012965	Sp1g03100.1	AALP_AA1G037200
OG0012966	Sp4g23710.1	AALP_AA4G198400
OG0012967	Sp6g15780.1	AALP_AA8G320000
OG0012969	Sp1g16130.1	AALP_AA1G197700
OG0012970	Sp1g04710.1	AALP_AA1G055600, AALP_AA1G055700
OG0012971	Sp6g15090.1	AALP_AA8G307700
OG0012973	Sp6g24050.1	AALP_AA8G225800
OG0012974	Sp6g01760.1	AALP_AA6G021000
OG0012975	Sp4g05890.1	AALP_AA6G255100
OG0012976	Sp1g19930.1	AALP_AA1G245300
OG0012977	Sp1g24900.1	AALP_AA1G296000
OG0012978	Sp3g34040.1	AALP_AA3G375300
OG0012979	Sp3g07600.1	AALP_AA3G097100
OG0012983	Sp4g08640.1	AALP_AA7G024500
OG0012984	Sp5g23280.1	AALP_AA2G103700, AALP_AA2G103400
OG0012985	Sp6g14070.1	AALP_AA8G294200
OG0012988	Sp1g13420.1	AALP_AA1G169700
OG0012989	Sp4g24940.1	AALP_AA4G216400
OG0012990	Sp6g21080.1	AALP_AA8G387300
OG0012991	Sp7g25770.1	AALP_AA7G115500
OG0012992	Sp6g22720.1	AALP_AA3G304200
OG0012997	Sp3g31930.1	AALP_AA3G345800
OG0012998	Sp4g29910.1	AALP_AA4G271500
OG0012999	Sp4g04790.1	AALP_AA1G308700
OG0013002	Sp6g04080.1	AALP_AA6G055300
OG0013004	Sp3g23420.1	AALP_AA6G156900
OG0013005	Sp7g28270.1	AALP_AA7G156700
OG0013006	Sp4g03080.1	AALP_AA6G275300
OG0013007	Sp7g01970.1	AALP_AA6G340300
OG0013009	Sp3g00480.1	AALP_AA3G007200
OG0013010	SpUn0487_0010.1	AALP_AA8G003400
OG0013011	Sp6g32930.1	AALP_AA8G097900
OG0013013	Sp6g12030.1	AALP_AA8G275000
OG0013014	Sp7g29930.1	AALP_AA7G183600
OG0013015	Sp7g29250.1	AALP_AA7G172400
OG0013016	Sp1g03840.1	AALP_AA1G046400
OG0013017	Sp2g24040.1	AALP_AA8G408400
OG0013018	SpUn0446_0010.1, SpUn0297_0010.1	AALP_AA7G207300
OG0013021	Sp7g31960.1	AALP_AA7G211000
OG0013023	Sp6g14480.1	AALP_AA8G299600
OG0013024	Sp6g24160.1	AALP_AA8G224800
OG0013025	Sp3g33270.1	AALP_AA3G364100
OG0013027	Sp7g14840.1	AALP_AA8G263500
OG0013028	Sp1g12280.1	AALP_AA1G149800
OG0013029	Sp4g19450.1	AALP_AA4G145000
OG0013030	Sp7g15340.1	AALP_AAs51321U000300
OG0013031	Sp2g20850.1	AALP_AA8G256100
OG0013032	Sp2g30260.1	AALP_AA8G500900
OG0013034	Sp4g16440.1	AALP_AA4G106400
OG0013035	Sp7g31060.1	AALP_AA7G198800
OG0013036	Sp3g23370.1	AALP_AA6G157900
OG0013037	Sp3g00700.1	AALP_AA3G003800
OG0013038	Sp1g39060.1	AALP_AA4G037800
OG0013041	Sp7g02140.1	AALP_AA6G340800
OG0013042	Sp5g14130.1	AALP_AA5G100200
OG0013043	Sp5g26770.1	AALP_AA2G149000
OG0013044	Sp5g09730.1	AALP_AA5G154600
OG0013046	Sp1g37970.1	AALP_AA4G047000
OG0013047	Sp3g30930.1	AALP_AA2G231600, AALP_AA2G231700
OG0013048	Sp6g26470.1	AALP_AA8G190200
OG0013049	Sp4g26110.1	AALP_AA4G229700
OG0013050	Sp2g28190.1	AALP_AA8G484800
OG0013052	Sp1g02930.1	AALP_AA1G035200
OG0013054	Sp2g12970.1	AALP_AA5G003400
OG0013056	Sp1g27900.1	AALP_AA1G327800
OG0013057	Sp5g06650.1	AALP_AA5G196800
OG0013059	Sp4g24870.1	AALP_AA4G215500
OG0013060	Sp1g39150.1	AALP_AA4G035400
OG0013061	Sp4g02840.1	AALP_AA6G276400
OG0013062	Sp4g03410.1	AALP_AA6G269300
OG0013063	Sp5g24450.1	AALP_AA2G119600
OG0013065	Sp2g25030.1	AALP_AA8G447200
OG0013066	Sp7g13750.1	AALP_AA3G248000
OG0013067	Sp1g27000.1	AALP_AA1G319600
OG0013068	Sp1g01580.1	AALP_AA1G018300
OG0013070	Sp4g22220.1	AALP_AA4G184300
OG0013071	Sp4g15880.1	AALP_AA6G057100
OG0013072	Sp1g17370.1	AALP_AA1G213700
OG0013073	Sp7g35860.1	AALP_AA7G278600
OG0013074	Sp4g25120.1	AALP_AA4G218400
OG0013075	Sp2g27470.1	AALP_AA8G476300
OG0013077	Sp6g07500.1	AALP_AA6G192000
OG0013079	Sp1g33330.1	AALP_AAs55143U000200
OG0013080	Sp6g41080.1	AALP_AA8G010900
OG0013082	Sp7g29730.1	AALP_AA5G225500
OG0013083	Sp2g28810.1	AALP_AA8G513400
OG0013085	Sp4g11910.1	AALP_AA6G216000
OG0013086	Sp2g21470.1	AALP_AA8G245100
OG0013087	Sp4g06990.1	AALP_AA6G252700
OG0013090	Sp7g03070.1	AALP_AA6G346500
OG0013091	Sp5g19930.1	AALP_AA2G070100
OG0013093	Sp6g27880.1	AALP_AA8G171200
OG0013094	Sp4g20790.1	AALP_AA4G163300
OG0013095	Sp2g13860.1	AALP_AA5G016100
OG0013096	Sp1g29720.1	AALP_AA6G348200
OG0013101	Sp4g02380.1	AALP_AA6G283600
OG0013102	Sp6g35280.1	AALP_AA8G071800
OG0013103	Sp3g18810.1	AALP_AA3G239500
OG0013104	Sp6g06200.1	AALP_AA7G056200
OG0013105	Sp3g02340.1	AALP_AA3G027500
OG0013106	Sp7g36730.1	AALP_AA7G268700
OG0013107	Sp7g31280.1	AALP_AA7G200400
OG0013108	Sp5g32790.1	AALP_AA2G218000
OG0013109	Sp3g06330.1	AALP_AA3G082000
OG0013111	Sp5g07280.1	AALP_AA5G191700
OG0013112	Sp4g19940.1	AALP_AA4G152000
OG0013113	Sp2g11200.1	AALP_AA6G116700
OG0013114	Sp5g17620.1	AALP_AA5G068600
OG0013115	Sp3g00560.1	AALP_AA3G006400
OG0013116	Sp7g03270.1	AALP_AA3G071100, AALP_AA2G186200, AALP_AA3G071200
OG0013117	Sp7g10530.1	AALP_AAs39056U000200
OG0013118	Sp3g24080.1	AALP_AA3G299800
OG0013119	Sp4g12370.1	AALP_AAs50253U001100
OG0013120	Sp3g03770.1	AALP_AA3G044400
OG0013121	Sp3g13120.1	AALP_AA3G167200
OG0013122	Sp5g31910.1	AALP_AA2G209900
OG0013124	Sp1g15330.1	AALP_AA8G077600
OG0013125	Sp1g26740.1	AALP_AA2G157800
OG0013126	Sp6g04040.1, SpUn0051_0020.1	AALP_AA6G055700
OG0013127	Sp6g20440.1	AALP_AA8G378100
OG0013128	Sp4g23620.1	AALP_AA4G197400
OG0013129	Sp7g37170.1	AALP_AA7G264200
OG0013131	Sp4g15980.1	AALP_AA6G058800
OG0013132	Sp1g05180.1	AALP_AA1G061500
OG0013133	Sp3g04340.1	AALP_AA3G049400
OG0013134	Sp1g17060.1	AALP_AA1G210000
OG0013135	Sp6g02980.1	AALP_AA6G039900
OG0013137	Sp1g20280.1	AALP_AA1G248200
OG0013139	Sp5g02040.1	AALP_AA5G270300
OG0013140	Sp5g25790.1	AALP_AA2G135900
OG0013141	SpUn0217_0010.1, Sp1g03450.1	AALP_AA1G040700
OG0013142	Sp7g11820.1	AALP_AA4G105400
OG0013143	Sp2g17110.1	AALP_AA5G051900
OG0013144	Sp3g03590.1	AALP_AA3G042200
OG0013145	Sp5g13640.1	AALP_AA8G196300
OG0013146	Sp5g27280.1	AALP_AA2G154000
OG0013147	Sp7g17170.1	AALP_AA8G290200
OG0013148	Sp1g28340.1	AALP_AA1G330500
OG0013149	Sp2g27880.1	AALP_AA8G481400
OG0013150	Sp3g09160.1	AALP_AA3G117400
OG0013152	Sp7g22760.1	AALP_AA7G078200
OG0013153	Sp1g38130.1	AALP_AA4G044900
OG0013154	Sp1g16230.1	AALP_AA1G200700
OG0013155	Sp5g28070.1	AALP_AA2G167400
OG0013156	Sp6g00350.1	AALP_AA6G004400
OG0013157	Sp6g31090.1	AALP_AA8G126300
OG0013158	Sp2g09060.1	AALP_AA6G141400
OG0013159	Sp2g08090.1	AALP_AA6G060200
OG0013160	Sp3g32370.1	AALP_AA8G211700
OG0013161	Sp5g13360.1	AALP_AA5G109100
OG0013162	Sp6g22940.1	AALP_AAs64104U000900
OG0013163	Sp1g14000.1	AALP_AA1G177200
OG0013164	Sp7g30310.1	AALP_AA7G188600
OG0013165	Sp6g06830.1	AALP_AA6G167500
OG0013166	Sp2g00020.1	AALP_AA5G085900
OG0013167	Sp6g13740.1	AALP_AA8G288900
OG0013169	Sp4g15660.1	AALP_AA6G062400
OG0013170	Sp7g08140.1	AALP_AA6G307400
OG0013171	Sp5g01400.1	AALP_AA5G277900
OG0013172	Sp3g02350.1	AALP_AA3G027600
OG0013173	Sp5g35990.1	AALP_AA2G249100
OG0013175	Sp5g00910.1	AALP_AA5G283200
OG0013176	Sp2g22630.1	AALP_AA8G424600
OG0013177	Sp7g06520.1	AALP_AAs58048U000100
OG0013178	Sp2g24710.1	AALP_AA8G445400
OG0013181	Sp1g36070.1	AALP_AA4G069800
OG0013182	Sp2g27660.1	AALP_AA8G479000
OG0013183	Sp4g21510.1	AALP_AA4G174600
OG0013185	Sp4g00950.1	AALP_AA6G296200
OG0013186	Sp1g36830.1	AALP_AA4G060300
OG0013188	Sp3g07980.1	AALP_AA3G103300
OG0013191	Sp5g11870.1	AALP_AA5G125300
OG0013192	Sp3g05810.1	AALP_AA3G075500
OG0013193	Sp1g10580.1	AALP_AA1G127600
OG0013194	Sp1g02260.1	AALP_AA1G026700
OG0013195	Sp6g23170.1	AALP_AA8G236100
OG0013197	Sp1g04310.1	AALP_AA1G051400
OG0013198	Sp6g02600.1	AALP_AA6G036800
OG0013200	Sp6g21970.1	AALP_AA8G401200
OG0013201	Sp5g20610.1	AALP_AA2G073100
OG0013202	Sp1g32440.1	AALP_AA7G093400, AALP_AAs73735U000600
OG0013203	Sp4g10130.1	AALP_AA3G062000
OG0013206	Sp2g24470.1	AALP_AA8G442600
OG0013207	Sp5g01460.1	AALP_AA5G277200
OG0013208	Sp4g14960.1	AALP_AA6G075400
OG0013209	Sp1g02120.1	AALP_AA1G024800
OG0013210	Sp5g25330.1	AALP_AA2G130800
OG0013211	Sp1g40910.1	AALP_AA3G147100
OG0013212	Sp4g28680.1	AALP_AA4G255800
OG0013213	Sp7g35900.1	AALP_AA7G279600
OG0013214	Sp2g18360.1	AALP_AA6G206200
OG0013216	Sp7g27410.1	AALP_AA7G144200
OG0013217	Sp1g01200.1	AALP_AA1G001400
OG0013219	Sp2g19870.1	AALP_AA8G270100
OG0013221	Sp4g08120.1	AALP_AA6G170300
OG0013223	Sp3g07310.1	AALP_AA3G093500
OG0013225	SpUn0001_0840.1, Sp6g20760.1	AALP_AA8G382000
OG0013227	Sp7g13790.1	AALP_AA3G349500
OG0013229	Sp7g26060.1	AALP_AA7G120700
OG0013230	Sp6g02540.1	AALP_AA6G035000
OG0013231	Sp1g27760.1	AALP_AA1G327200
OG0013232	Sp3g27460.1	AALP_AA3G310900
OG0013234	Sp2g09170.1	AALP_AA6G140200
OG0013236	Sp2g02510.1	AALP_AA2G021000
OG0013238	Sp3g12650.1	AALP_AA3G161800
OG0013239	Sp5g29280.1	AALP_AA2G178600
OG0013241	Sp7g32020.1	AALP_AA7G211500
OG0013242	Sp2g21950.1	AALP_AA8G433000
OG0013243	Sp2g21080.1	AALP_AA8G250700
OG0013244	Sp6g29240.1	AALP_AA8G150400
OG0013245	Sp1g27820.1	AALP_AA1G325800
OG0013246	Sp3g27730.1	AALP_AA3G312100
OG0013247	Sp6g13730.1	AALP_AA8G289400
OG0013250	Sp3g28230.1	AALP_AA3G315500
OG0013253	Sp6g31890.1	AALP_AA8G114300
OG0013254	Sp3g27020.1	AALP_AA3G309700
OG0013255	Sp5g11810.1	AALP_AA2G031000
OG0013256	Sp5g08550.1	AALP_AA5G171100
OG0013257	Sp5g25770.1	AALP_AA2G135700
OG0013258	Sp1g19740.1	AALP_AA1G243400
OG0013259	Sp2g30770.1	AALP_AA8G493000
OG0013260	Sp6g24650.1	AALP_AA8G217000
OG0013261	Sp2g06560.1	AALP_AA4G000600
OG0013262	Sp6g05100.1	AALP_AA6G184500
OG0013263	Sp6g31730.1	AALP_AA8G116500
OG0013265	Sp6g18980.1	AALP_AA8G361400
OG0013266	Sp3g23560.1	AALP_AA3G197100
OG0013267	Sp7g08290.1	AALP_AA4G090000
OG0013270	Sp1g11010.1	AALP_AA1G133700
OG0013272	Sp1g38340.1	AALP_AA4G042500
OG0013273	Sp7g33500.1	AALP_AA7G233000
OG0013274	Sp2g07420.1	AALP_AA6G162400
OG0013275	Sp5g21420.1	AALP_AA2G080100
OG0013276	Sp5g20120.1	AALP_AA2G071000
OG0013277	Sp4g21430.1	AALP_AA4G172200
OG0013278	Sp5g06140.1	AALP_AA5G205000
OG0013279	Sp5g09480.1	AALP_AA5G158100
OG0013280	Sp6g36940.1	AALP_AA8G052300
OG0013282	Sp7g37540.1	AALP_AA7G260200
OG0013283	Sp1g29400.1	AALP_AA1G346900
OG0013284	Sp6g19130.1	AALP_AA8G363000
OG0013285	Sp5g13720.1	AALP_AA5G104400
OG0013286	Sp4g08190.1	AALP_AA6G121500
OG0013291	Sp2g00640.1	AALP_AA2G000400
OG0013292	Sp2g27960.1	AALP_AA8G482200
OG0013293	Sp3g03170.1	AALP_AA3G037600
OG0013294	Sp7g18490.1	AALP_AA7G026800
OG0013295	Sp1g07720.1	AALP_AA1G094800
OG0013296	Sp6g17380.1	AALP_AA8G339700
OG0013297	Sp5g05120.1	AALP_AA5G220800
OG0013298	Sp2g02290.1	AALP_AA8G292500
OG0013299	Sp2g23760.1	AALP_AA8G410600
OG0013300	Sp1g17780.1	AALP_AA1G218900
OG0013303	Sp1g07890.1	AALP_AA1G096600
OG0013304	Sp1g33590.1	AALP_AA4G090900
OG0013305	Sp5g21310.1	AALP_AA2G079300
OG0013307	Sp3g13160.1	AALP_AA3G167800
OG0013310	Sp7g02570.1	AALP_AA6G343600
OG0013311	Sp6g37140.1	AALP_AA8G054800
OG0013312	Sp5g27970.1	AALP_AA2G166400
OG0013313	Sp5g01030.1	AALP_AA5G281900
OG0013314	Sp2g23820.1	AALP_AA3G212400
OG0013316	Sp5g28610.1, Sp3g30520.1	AALP_AA2G171300
OG0013317	Sp1g18280.1	AALP_AA1G224000
OG0013319	Sp6g13980.1	AALP_AA8G293100
OG0013320	Sp6g31340.1	AALP_AA8G123300
OG0013321	Sp1g38960.1	AALP_AA4G036400
OG0013322	Sp3g02750.1	AALP_AA3G032300
OG0013323	Sp1g00410.1	AALP_AA1G010500
OG0013325	Sp6g37670.1	AALP_AA8G045400
OG0013326	Sp6g01060.1	AALP_AA6G014500
OG0013327	Sp1g00800.1	AALP_AA1G007400
OG0013330	Sp3g33500.1	AALP_AA3G367200
OG0013331	Sp7g34730.1	AALP_AA7G247400
OG0013332	Sp2g23400.1	AALP_AA8G414300
OG0013333	Sp7g27070.1	AALP_AA7G138200
OG0013334	Sp3g13390.1	AALP_AA3G170300
OG0013336	Sp1g04280.1	AALP_AA1G051100
OG0013337	Sp7g17520.1	AALP_AA7G011200
OG0013338	Sp5g27730.1	AALP_AA2G160100
OG0013339	Sp2g02770.1	AALP_AA2G023800
OG0013340	Sp1g36080.1	AALP_AA4G069700
OG0013342	Sp1g23920.1	AALP_AA1G286500
OG0013343	Sp5g26730.1	AALP_AA2G148600
OG0013344	Sp1g01860.1	AALP_AA1G021500
OG0013345	Sp1g32010.1	AALP_AA7G094800
OG0013346	Sp1g07560.1	AALP_AA1G093200
OG0013348	Sp7g07100.1	AALP_AA6G355300, AALP_AA6G356700
OG0013349	Sp7g35610.1	AALP_AAs44027U000100
OG0013350	Sp5g33940.1	AALP_AA2G234800
OG0013351	Sp5g20990.1	AALP_AA2G075500
OG0013353	Sp5g33830.1	AALP_AA2G229700
OG0013354	Sp3g19840.1	AALP_AA3G252300
OG0013355	Sp6g12630.1	AALP_AA8G281800
OG0013356	Sp6g06740.1	AALP_AA6G168400
OG0013358	Sp7g17070.1	AALP_AA1G331900
OG0013359	Sp3g02720.1	AALP_AA3G031200
OG0013361	Sp3g02540.1	AALP_AA3G029100
OG0013362	SpUn0003_0070.1	AALP_AA2G034800
OG0013363	Sp5g20950.1	AALP_AA2G075300
OG0013364	Sp4g17990.1	AALP_AA4G128700
OG0013365	Sp3g04480.1	AALP_AA3G053200
OG0013366	Sp2g23910.1	AALP_AA8G410200
OG0013367	Sp1g39170.1	AALP_AA4G035200
OG0013368	Sp7g17910.1	AALP_AA7G016600
OG0013370	Sp1g25790.1	AALP_AA1G306900
OG0013372	Sp7g04360.1	AALP_AA6G354100
OG0013374	Sp7g05990.1	AALP_AA6G008900
OG0013375	Sp2g02890.1	AALP_AA2G026900
OG0013376	Sp2g17210.1	AALP_AA5G053600
OG0013378	Sp5g26710.1	AALP_AA2G148400
OG0013379	Sp4g24800.1	AALP_AA4G214700
OG0013381	Sp4g23910.1	AALP_AA4G200400
OG0013382	Sp1g08440.1	AALP_AA1G103800
OG0013383	Sp7g08250.1	AALP_AA6G308100
OG0013384	Sp2g00750.1	AALP_AA2G001500
OG0013385	Sp5g35630.1	AALP_AA2G253800
OG0013386	Sp4g15200.1	AALP_AA6G066000, AALP_AA6G069300
OG0013387	Sp6g41130.1	AALP_AA8G011600
OG0013388	Sp2g27020.1	AALP_AA8G470600, AALP_AA8G178000
OG0013389	Sp2g22790.1	AALP_AA8G422400
OG0013390	Sp6g02470.1	AALP_AA6G034300
OG0013391	Sp5g21610.1	AALP_AA2G081700
OG0013393	Sp6g35820.1	AALP_AA8G066100
OG0013394	Sp6g32000.1	AALP_AA8G113000
OG0013395	Sp7g12480.1	AALP_AAs74096U000300
OG0013397	Sp3g00390.1	AALP_AA3G008000
OG0013398	Sp2g18720.1	AALP_AA6G095500
OG0013399	Sp2g11250.1	AALP_AA6G116200
OG0013400	Sp6g02850.1	AALP_AA6G038700
OG0013401	Sp5g08140.1	AALP_AA5G177300
OG0013402	Sp2g22830.1	AALP_AA8G421800
OG0013404	Sp7g31220.1	AALP_AA7G201200
OG0013405	Sp1g35250.1	AALP_AA4G077800
OG0013406	Sp4g13410.1	AALP_AA6G087600
OG0013407	Sp5g02280.1	AALP_AA5G267700
OG0013408	Sp5g35720.1	AALP_AA2G252800
OG0013409	Sp6g15910.1	AALP_AA8G321500
OG0013412	Sp5g31200.1	AALP_AA5G147200
OG0013413	Sp3g22210.1	AALP_AA3G282800
OG0013414	Sp1g28900.1	AALP_AA1G340600
OG0013416	Sp6g38370.1	AALP_AA8G037300
OG0013417	Sp6g11760.1	AALP_AA8G273600
OG0013418	Sp1g19250.1	AALP_AA1G237300
OG0013419	Sp2g30390.1	AALP_AA8G499600
OG0013420	Sp2g27590.1	AALP_AA8G478600
OG0013421	Sp3g09380.1	AALP_AA3G119700
OG0013423	Sp1g05200.1	AALP_AA1G061700
OG0013424	Sp6g34010.1	AALP_AA8G085600
OG0013427	Sp7g18470.1	AALP_AA7G026600
OG0013428	Sp5g34900.1	AALP_AA2G261500
OG0013430	Sp1g22490.1	AALP_AA1G272600
OG0013431	Sp7g36180.1	AALP_AA7G275600
OG0013432	Sp5g35240.1	AALP_AA2G256500
OG0013435	Sp3g31080.1	AALP_AA3G336700
OG0013436	Sp3g00690.1	AALP_AA3G004600
OG0013437	Sp3g32140.1	AALP_AA3G350500
OG0013438	Sp4g20770.1	AALP_AA4G163100
OG0013439	Sp2g01600.1	AALP_AA2G010800
OG0013440	Sp2g03430.1	AALP_AA8G232800
OG0013441	Sp6g36450.1	AALP_AA8G058900
OG0013443	Sp6g33070.1	AALP_AA8G099200
OG0013444	Sp6g07420.1	AALP_AA6G191300
OG0013445	Sp6g32040.1	AALP_AA8G112000
OG0013446	Sp6g13030.1	AALP_AA8G284000
OG0013447	Sp1g01410.1	AALP_AA1G016700
OG0013448	Sp4g03070.1	AALP_AA6G274400
OG0013449	Sp5g25340.1	AALP_AA2G130900
OG0013450	Sp3g14650.1	AALP_AA3G184500
OG0013451	Sp5g05750.1	AALP_AA5G211000
OG0013453	Sp2g23770.1	AALP_AA8G410500
OG0013455	Sp7g01200.1	AALP_AA6G327700
OG0013456	Sp1g02490.1	AALP_AA1G029500
OG0013458	Sp3g01730.1	AALP_AA3G021400
OG0013459	Sp1g36220.1	AALP_AA4G067100
OG0013460	Sp2g09120.1	AALP_AA3G234100
OG0013461	Sp6g24230.1	AALP_AA8G224100
OG0013463	Sp4g29480.1	AALP_AA4G267700
OG0013465	Sp1g36390.1, Sp1g36410.1	AALP_AA4G065100
OG0013466	Sp6g16650.1	AALP_AA8G331600
OG0013467	Sp7g14480.1	AALP_AAs39369U000100
OG0013469	Sp7g22140.1	AALP_AA7G171800
OG0013470	Sp1g00090.1	AALP_AA1G015200
OG0013471	Sp5g13670.1	AALP_AA5G106400
OG0013473	Sp3g27310.1	AALP_AA3G310700
OG0013474	Sp1g28140.1	AALP_AA1G335200
OG0013475	Sp7g29810.1	AALP_AA8G011400
OG0013477	Sp5g10570.1	AALP_AAs55493U000100, AALP_AA5G141500
OG0013478	Sp6g24840.1	AALP_AA8G215400
OG0013479	Sp1g38120.1	AALP_AA4G044800
OG0013480	Sp3g09900.1	AALP_AA3G126500
OG0013481	Sp3g02770.1	AALP_AA3G032000
OG0013482	Sp2g15960.1, Sp1g11380.1	AALP_AA1G140900
OG0013483	Sp7g25840.1	AALP_AA7G116000
OG0013484	Sp4g08720.1	AALP_AA6G247400
OG0013485	Sp6g35510.1	AALP_AA8G069000
OG0013488	Sp1g29360.1	AALP_AA1G345600
OG0013491	Sp5g35880.1	AALP_AA2G250200
OG0013492	Sp2g20250.1	AALP_AA8G264100
OG0013494	Sp6g30030.1	AALP_AA8G139800
OG0013495	Sp6g30110.1	AALP_AA8G139200
OG0013496	Sp6g39480.1	AALP_AA8G023400
OG0013497	Sp1g20810.1	AALP_AA1G255200
OG0013499	Sp3g15010.1	AALP_AA3G190400
OG0013500	Sp6g16330.1	AALP_AA8G327400
OG0013501	Sp1g20840.1	AALP_AA1G255500
OG0013502	Sp1g07880.1	AALP_AA1G096500
OG0013504	Sp3g02510.1	AALP_AA3G064100
OG0013505	Sp7g31370.1	AALP_AA7G203000
OG0013507	Sp1g24780.1	AALP_AA1G294300
OG0013508	Sp7g12560.1	AALP_AA6G248800
OG0013510	Sp2g27010.1	AALP_AA8G470500
OG0013511	Sp7g12940.1	AALP_AA1G166400
OG0013512	Sp1g08030.1	AALP_AA1G098100
OG0013513	Sp6g31760.1	AALP_AA8G115800
OG0013514	Sp5g00310.1	AALP_AA5G286900
OG0013516	Sp5g13820.1	AALP_AA5G103800
OG0013517	Sp1g37320.1	AALP_AA4G057100
OG0013520	Sp5g14290.1	AALP_AA5G097600
OG0013522	Sp1g08480.1	AALP_AA1G104100
OG0013524	Sp5g07250.1	AALP_AA5G191300
OG0013526	Sp5g21380.1	AALP_AA2G079000
OG0013527	Sp1g15910.1	AALP_AA2G239500
OG0013528	Sp2g26470.1	AALP_AA8G465100
OG0013529	Sp7g05190.1	AALP_AA6G359200
OG0013530	Sp1g26090.1	AALP_AA1G309900
OG0013532	Sp6g29470.1	AALP_AA8G147100
OG0013533	Sp3g06000.1	AALP_AA3G076900
OG0013534	Sp4g19270.1	AALP_AA4G141800
OG0013535	Sp6g40840.1	AALP_AA8G008600
OG0013536	Sp6g34160.1	AALP_AA8G086300
OG0013537	Sp6g20780.1	AALP_AA8G385100
OG0013538	Sp2g01860.1	AALP_AA2G012800
OG0013539	Sp2g00030.1	AALP_AA5G085800
OG0013541	Sp6g15920.1	AALP_AA8G321600
