Orthogroup	Capsella_rubella	Arabidopsis_thaliana
OG0014746	Carub.0008s0550.1.p	AT5G43180
OG0014747	Carub.0007s2973.1.p	AT4G13040
OG0014748	Carub.0002s2347.1.p	AT1G76560
OG0014749	Carub.0007s0131.1.p	AT4G39390
OG0014750	Carub.0008s1607.1.p	AT5G55700
OG0014751	Carub.0003s1904.1.p	AT3G19210
OG0014752	Carub.0004s0137.1.p	AT2G22230
OG0014753	Carub.0005s1824.1.p	AT3G51890
OG0014754	Carub.0001s2387.1.p	AT1G27100
OG0014755	Carub.0002s0422.1.p	AT1G60990
OG0014756	Carub.0001s2478.1.p	AT1G26180
OG0014757	Carub.0004s0193.1.p	AT2G22795
OG0014758	Carub.0005s2367.1.p	AT3G56930
OG0014759	Carub.0001s2839.1.p	AT1G30170
OG0014760	Carub.0007s2404.1.p	AT4G17370
OG0014761	Carub.0008s0302.1.p	AT5G45160
OG0014762	Carub.0005s2192.1.p	AT3G55260
OG0014764	Carub.0006s0687.1.p	AT5G07990
OG0014765	Carub.0005s1883.1.p	AT3G52440
OG0014766	Carub.0008s1373.1.p	AT5G53560
OG0014767	Carub.0004s1804.1.p	AT2G36295
OG0014768	Carub.0005s2347.1.p	AT3G56720
OG0014769	Carub.0007s0203.1.p	AT4G40045
OG0014771	Carub.0008s0636.1.p	AT5G42660
OG0014772	Carub.0002s2750.1.p	AT1G80010
OG0014773	Carub.0007s0432.1.p	AT4G35905
OG0014774	Carub.0008s1361.1.p	AT5G53450
OG0014775	Carub.0007s1343.1.p	AT4G27430
OG0014776	Carub.0003s3501.1.p	AT2G20540
OG0014777	Carub.0002s2414.1.p	AT1G77260
OG0014778	Carub.0001s4411.1.p	AT1G55590
OG0014779	Carub.0008s2825.1.p	AT5G66240
OG0014780	Carub.0007s0703.1.p	AT4G33460
OG0014781	Carub.0001s3748.1.p	AT1G48360
OG0014782	Carub.0006s0904.1.p	AT5G10560
OG0014783	Carub.0001s0821.1.p	AT1G08860
OG0014784	Carub.0005s2725.1.p	AT3G60510
OG0014785	Carub.0006s3406.1.p	AT4G02990
OG0014786	Carub.0007s0431.1.p	AT4G35910
OG0014787	Carub.0008s0561.1.p	AT5G43100
OG0014788	Carub.0005s1357.1.p	AT3G47480
OG0014789	Carub.0003s2586.1.p	AT2G04039
OG0014790	Carub.0006s2255.1.p	AT5G24690
OG0014791	Carub.0002s2353.1.p	AT1G76630
OG0014792	Carub.0001s2243.1.p	AT1G22930
OG0014793	Carub.0001s0250.1.p	AT1G03370
OG0014794	Carub.0006s1358.1.p	AT5G15410
OG0014795	Carub.0008s2341.1.p	AT5G62650
OG0014796	Carub.0003s3545.1.p	AT2G20825
OG0014797	Carub.0007s0126.1.p	AT4G39360
OG0014798	Carub.0004s0064.1.p	AT2G21610
OG0014799	Carub.0004s1203.1.p	AT2G30820
OG0014800	Carub.0001s2266.1.p	AT1G23130
OG0014801	Carub.0008s2674.1.p	AT5G65860
OG0014802	Carub.0008s1101.1.p	AT5G51010
OG0014803	Carub.0003s0881.1.p	AT3G09720
OG0014804	Carub.0004s0887.1.p	AT2G28100
OG0014805	Carub.0001s1928.1.p	AT1G19730
OG0014806	Carub.0006s0405.1.p	AT5G05120
OG0014807	Carub.0002s1656.1.p	AT1G69860
OG0014808	Carub.0007s0894.1.p	AT4G31630
OG0014809	Carub.0007s2593.1.p	AT4G15755
OG0014810	Carub.0001s4133.1.p	AT1G52340
OG0014811	Carub.0004s0073.1.p	AT2G21680
OG0014812	Carub.0007s3225.1.p	AT5G37000
OG0014813	Carub.0003s1430.1.p	AT3G14595
OG0014814	Carub.0005s2756.1.p	AT3G60810
OG0014815	Carub.0001s2595.1.p	AT1G27410
OG0014816	Carub.0006s1391.1.p	AT5G15760
OG0014817	Carub.0006s1952.1.p	AT5G21430
OG0014818	Carub.0005s2993.1.p	AT3G63250
OG0014820	Carub.0006s3704.1.p	AT4G00180
OG0014821	Carub.0006s3694.1.p	AT4G00305
OG0014822	Carub.0001s1394.1.p	AT1G14260
OG0014823	Carub.0008s1321.1.p	AT5G53020
OG0014824	Carub.0007s1478.1.p	AT4G26170
OG0014825	Carub.0005s1540.1.p	AT3G49170
OG0014826	Carub.0001s1698.1.p	AT1G17230
OG0014827	Carub.0001s1529.1.p	AT1G15510
OG0014828	Carub.0006s0938.1.p	AT5G10890
OG0014829	Carub.0001s4119.1.p	AT1G52220
OG0014830	Carub.0004s0319.1.p	AT2G24030
OG0014831	Carub.0008s2461.1.p	AT5G63840
OG0014832	Carub.0005s2113.1.p	AT3G54510
OG0014833	Carub.0006s0341.1.p	AT5G04480
OG0014834	Carub.0001s3977.1.p	AT1G50732
OG0014835	Carub.0008s2655.1.p	AT5G65683
OG0014836	Carub.0007s1440.1.p	AT4G26485
OG0014837	Carub.0007s1336.1.p	AT4G27490
OG0014838	Carub.0006s2096.1.p	AT5G23170
OG0014839	Carub.0007s0187.1.p	AT4G39920
OG0014840	Carub.0001s3722.1.p	AT1G48120
OG0014841	Carub.0002s2657.1.p	AT1G79710
OG0014842	Carub.0003s2195.1.p	AT3G21880
OG0014843	Carub.0005s2239.1.p	AT3G55640
OG0014844	Carub.0008s0274.1.p	AT5G45370
OG0014845	Carub.0007s2889.1.p	AT4G13640
OG0014846	Carub.0005s2481.1.p	AT3G57970
OG0014847	Carub.0001s4089.1.p	AT1G51960
OG0014848	Carub.0005s0860.1.p	AT3G30380
OG0014849	Carub.0003s0672.1.p	AT3G07200
OG0014850	Carub.0006s1088.1.p	AT5G12380
OG0014851	Carub.0007s2075.1.p	AT4G20410
OG0014852	Carub.0007s1007.1.p	AT4G30510
OG0014853	Carub.0004s1253.1.p	AT2G31260
OG0014854	Carub.0003s1525.1.p	AT3G15520
OG0014855	Carub.0003s2256.1.p	AT5G39370
OG0014856	Carub.0002s1684.1.p	AT1G70150
OG0014857	Carub.0007s0349.1.p	AT4G36830
OG0014858	Carub.0001s1359.1.p	AT1G13890
OG0014859	Carub.0006s1385.1.p	AT5G15710
OG0014860	Carub.0001s1652.1.p	AT1G16790
OG0014861	Carub.0003s2734.1.p	AT2G06990
OG0014862	Carub.0003s3298.1.p	AT2G18700
OG0014863	Carub.0008s0432.1.p	AT5G44200
OG0014864	Carub.0007s1463.1.p	AT4G26310
OG0014865	Carub.0001s4477.1.p	AT5G48920
OG0014866	Carub.0001s3797.1.p	AT1G48830
OG0014867	Carub.0005s2467.1.p	AT3G57810
OG0014868	Carub.0001s2466.1.p	AT1G26340
OG0014869	Carub.0005s0812.1.p	AT3G29385
OG0014870	Carub.0004s1472.1.p	AT2G33255
OG0014871	Carub.0005s1851.1.p	AT3G52155
OG0014872	Carub.0005s0699.1.p	AT3G28460
OG0014873	Carub.0001s3058.1.p	AT1G32250
OG0014874	Carub.0001s0742.1.p	AT1G08070
OG0014875	Carub.0004s1873.1.p	AT2G36885
OG0014876	Carub.0007s3344.1.p	AT5G41940
OG0014877	Carub.0005s1927.1.p	AT3G52790
OG0014878	Carub.0007s0315.1.p	AT4G36960
OG0014879	Carub.0001s3961.1.p	AT1G50575
OG0014880	Carub.0006s3677.1.p	AT4G00490
OG0014881	Carub.0002s2008.1.p	AT1G73340
OG0014882	Carub.0003s0727.1.p	AT3G07690
OG0014883	Carub.0006s0891.1.p	AT5G10440
OG0014884	Carub.0004s0291.1.p	AT2G23700
OG0014885	Carub.0001s0823.1.p	AT1G08900, AT1G08890
OG0014886	Carub.0005s1608.1.p	AT3G49725
OG0014887	Carub.0003s2985.1.p	AT2G15980
OG0014888	Carub.0001s4437.1.p	AT1G55805
OG0014889	Carub.0008s2375.1.p	AT5G63040
OG0014890	Carub.0008s1206.1.p	AT5G51970
OG0014891	Carub.0001s1428.1.p	AT1G14520
OG0014892	Carub.0001s2518.1.p	AT1G25340
OG0014893	Carub.0006s1749.1.p	AT5G19151
OG0014894	Carub.0001s2206.1.p	AT1G22530
OG0014895	Carub.0005s2356.1.p	AT3G56830
OG0014896	Carub.0007s0567.1.p	AT4G34610
OG0014897	Carub.0001s0747.1.p	AT1G08125
OG0014898	Carub.0002s2216.1.p	AT1G75330
OG0014899	Carub.0001s1890.1.p	AT1G19310
OG0014900	Carub.0001s2302.1.p	AT1G23450
OG0014901	Carub.0001s3256.1.p	AT1G34430
OG0014902	Carub.0001s1653.1.p	AT1G16800
OG0014903	Carub.0003s1629.1.p	AT3G16565
OG0014904	Carub.0006s1206.1.p	AT5G13870
OG0014905	Carub.0003s0181.1.p	AT3G02710
OG0014906	Carub.0004s2229.1.p	AT2G40113
OG0014907	Carub.0002s0910.1.p	AT1G54540
OG0014908	Carub.0005s1507.1.p	AT3G48900
OG0014909	Carub.0006s1302.1.p	AT5G14870
OG0014910	Carub.0006s1439.1.p	AT5G16200
OG0014911	Carub.0001s0416.1.p	AT1G04920
OG0014912	Carub.0001s1622.1.p	AT1G16480
OG0014913	Carub.0008s2387.1.p	AT5G63120
OG0014914	Carub.0003s2804.1.p	AT2G13560
OG0014915	Carub.0008s1399.1.p	AT5G53700
OG0014916	Carub.0004s1605.1.p	AT2G34380
OG0014917	Carub.0001s0732.1.p	AT1G07970
OG0014918	Carub.0005s2470.1.p	AT3G57860
OG0014919	Carub.0004s0522.1.p	AT2G25530
OG0014920	Carub.0001s0018.1.p	AT1G02060
OG0014921	Carub.0006s0268.1.p	AT5G03770
OG0014922	Carub.0006s2822.1.p	AT4G09750
OG0014923	Carub.0007s0752.1.p	AT4G32960
OG0014924	Carub.0002s1532.1.p	AT1G68760
OG0014925	Carub.0003s1710.1.p	AT3G17380
OG0014926	Carub.0002s2628.1.p	AT1G79420
OG0014927	Carub.0001s0877.1.p	AT1G09430
OG0014928	Carub.0007s1664.1.p	AT4G24430
OG0014929	Carub.0001s3487.1.p	AT2G26200
OG0014930	Carub.0003s1953.1.p	AT3G19660
OG0014931	Carub.0001s1276.1.p	AT1G13000
OG0014932	Carub.0003s1091.1.p	AT3G11590
OG0014933	Carub.0008s1545.1.p	AT5G55135
OG0014934	Carub.0008s1039.1.p	AT5G50335
OG0014935	Carub.0006s3209.1.p	AT4G04180
OG0014936	Carub.0008s2816.1.p	AT5G66350
OG0014937	Carub.0006s2733.1.p	AT4G08840
OG0014938	Carub.0004s1306.1.p	AT2G31750
OG0014939	Carub.0003s3191.1.p	AT2G17770
OG0014940	Carub.0008s2801.1.p	AT5G66520
OG0014941	Carub.0003s0027.1.p	AT3G01790
OG0014942	Carub.0007s1327.1.p	AT4G27590
OG0014943	Carub.0003s1303.1.p	AT3G13550
OG0014944	Carub.0005s1374.1.p	AT3G47610
OG0014945	Carub.0006s2525.1.p	AT5G27280
OG0014946	Carub.0003s3067.1.p	AT2G16880
OG0014947	Carub.0006s1124.1.p	AT5G13070
OG0014948	Carub.0006s1794.1.p	AT5G19590
OG0014949	Carub.0007s0037.1.p	AT4G38490
OG0014950	Carub.0006s2438.1.p	AT5G26610
OG0014951	Carub.0004s1845.1.p	AT2G36630
OG0014952	Carub.0006s0495.1.p	AT5G06080
OG0014953	Carub.0002s0567.1.p	AT1G59720
OG0014954	Carub.0004s1258.1.p	AT2G31290
OG0014955	Carub.0007s2581.1.p	AT4G15840
OG0014956	Carub.0006s3306.1.p	AT4G05100
OG0014957	Carub.0002s1288.1.p	AT1G66680
OG0014958	Carub.0001s0655.1.p	AT1G07250
OG0014959	Carub.0008s2508.1.p	AT5G64290
OG0014960	Carub.0002s2057.1.p	AT1G73820
OG0014961	Carub.0007s0850.1.p	AT4G32050
OG0014962	Carub.0007s3301.1.p	AT5G37830
OG0014963	Carub.0002s1665.1.p	AT1G69935
OG0014964	Carub.0008s2620.1.p	AT5G65320
OG0014965	Carub.0001s1382.1.p	AT1G14140
OG0014966	Carub.0007s3112.1.p	AT5G35200
OG0014967	Carub.0001s3082.1.p	AT1G32415
OG0014968	Carub.0002s2056.1.p	AT1G73810
OG0014969	Carub.0008s1462.1.p	AT5G54270
OG0014970	Carub.0002s0039.1.p	AT1G64385
OG0014971	Carub.0007s1072.1.p	AT4G29920
OG0014972	Carub.0006s0380.1.p	AT5G04885
OG0014973	Carub.0003s1084.1.p	AT3G11520
OG0014974	Carub.0007s2447.1.p	AT4G16850
OG0014975	Carub.0001s0303.1.p	AT1G03890
OG0014976	Carub.0007s0069.1.p	AT4G38830
OG0014977	Carub.0001s4152.1.p	AT1G52560
OG0014978	Carub.0008s2832.1.p	AT5G66180
OG0014980	Carub.0002s1493.1.p	AT1G78790
OG0014981	Carub.0002s1542.1.p	AT1G68830
OG0014982	Carub.0003s3020.1.p	AT2G16440
OG0014983	Carub.0014s0004.1.p	AT5G47900
OG0014984	Carub.0002s2047.1.p	AT1G73720
OG0014985	Carub.0006s0910.1.p	AT5G10620
OG0014986	Carub.0001s2247.1.p	AT1G22970
OG0014987	Carub.0001s1302.1.p	AT1G13290
OG0014988	Carub.0001s2832.1.p	AT1G30100
OG0014989	Carub.0001s1812.1.p	AT1G18490
OG0014990	Carub.0005s0472.1.p	AT3G26720
OG0014991	Carub.0002s2448.1.p	AT1G77590
OG0014992	Carub.0004s3004.1.p	AT2G47320
OG0014993	Carub.0004s0937.1.p	AT2G28420
OG0014994	Carub.0003s1481.1.p	AT3G15160
OG0014995	Carub.0006s0483.1.p	AT5G05950
OG0014996	Carub.0008s0078.1.p	AT5G47040
OG0014997	Carub.0006s1614.1.p	AT5G17930
OG0014998	Carub.0004s1711.1.p	AT2G35430
OG0014999	Carub.0005s1600.1.p	AT3G49650
OG0015000	Carub.0001s4439.1.p	AT1G55820
OG0015001	Carub.0005s0430.1.p	AT3G26380
OG0015002	Carub.0001s0564.1.p	AT1G06270
OG0015003	Carub.0006s2269.1.p	AT5G24840
OG0015004	Carub.0001s0254.1.p	AT1G03400
OG0015004	Carub.0001s0255.1.p, Carub.0001s0253.1.p	AT1G03410
OG0015005	Carub.0004s3040.1.p	AT2G47680
OG0015006	Carub.0006s3627.1.p	AT4G01230
OG0015007	Carub.0004s0349.1.p	AT2G24220
OG0015008	Carub.0005s2992.1.p	AT3G63240
OG0015009	Carub.0006s0634.1.p	AT5G07370
OG0015010	Carub.0004s0533.1.p	AT2G25605
OG0015011	Carub.0008s1866.1.p	AT5G58100
OG0015012	Carub.0008s1402.1.p	AT5G53710
OG0015013	Carub.0002s2163.1.p	AT1G74850
OG0015014	Carub.0007s1051.1.p	AT4G30090
OG0015015	Carub.0007s1208.1.p	AT4G28590
OG0015016	Carub.0003s0615.1.p	AT3G66658
OG0015017	Carub.0002s0690.1.p	AT1G57700
OG0015018	Carub.0005s2855.1.p	AT3G61810
OG0015019	Carub.0002s2586.1.p	AT1G78995
OG0015020	Carub.0006s1885.1.p	AT5G20520
OG0015021	Carub.0004s1475.1.p	AT4G29880
OG0015022	Carub.0003s1730.1.p	AT3G17590
OG0015023	Carub.0007s0874.1.p	AT4G31810
OG0015024	Carub.0004s1044.1.p	AT2G29380
OG0015025	Carub.0001s1872.1.p	AT1G19100
OG0015026	Carub.0005s1510.1.p	AT3G48920
OG0015027	Carub.0004s1920.1.p	AT2G37290
OG0015028	Carub.0002s2169.1.p	AT1G74900
OG0015029	Carub.0001s3325.1.p	AT1G35660
OG0015030	Carub.0006s0216.1.p	AT5G03345
OG0015031	Carub.0006s0790.1.p	AT5G09360
OG0015033	Carub.0007s1225.1.p	AT4G28450
OG0015034	Carub.0006s0588.1.p	AT5G06960
OG0015035	Carub.0002s0263.1.p	AT1G62350
OG0015036	Carub.0002s2405.1.p	AT1G77170
OG0015037	Carub.0001s3939.1.p	AT1G50280
OG0015038	Carub.0006s1544.1.p	AT5G17250
OG0015039	Carub.0008s1628.1.p	AT5G55950
OG0015040	Carub.0002s1534.1.p	AT1G68780
OG0015041	Carub.0005s0727.1.p	AT3G28720
OG0015042	Carub.0001s3428.1.p	AT1G42480
OG0015043	Carub.0001s3105.1.p	AT1G32710
OG0015044	Carub.0006s2994.1.p	AT4G11120
OG0015045	Carub.0002s1851.1.p	AT1G71750
OG0015046	Carub.0002s1974.1.p	AT1G72980
OG0015047	Carub.0007s1603.1.p	AT4G25000
OG0015048	Carub.0006s1820.1.p	AT5G19850
OG0015049	Carub.0005s1236.1.p	AT5G38070
OG0015050	Carub.0002s2650.1.p	AT1G79620
OG0015051	Carub.0300s0001.1.p, Carub.0006s1215.1.p	AT5G13960
OG0015052	Carub.0008s2677.1.p	AT5G65880
OG0015053	Carub.0001s3608.1.p	AT1G47280
OG0015054	Carub.0004s2558.1.p	AT2G43100
OG0015055	Carub.0003s0895.1.p	AT3G09860
OG0015056	Carub.0006s2208.1.p	AT5G24310
OG0015057	Carub.0001s3682.1.p, Carub.0002s2278.1.p	AT1G75870
OG0015058	Carub.0008s0477.1.p	AT5G43840
OG0015059	Carub.0005s1310.1.p	AT3G46880
OG0015060	Carub.0002s0052.1.p	AT1G64290, AT1G64295, AT2G05360
OG0015061	Carub.0007s2069.1.p	AT4G20760
OG0015062	Carub.0008s0942.1.p	AT5G49540
OG0015063	Carub.0004s2333.1.p	AT2G41000
OG0015064	Carub.0004s0933.1.p	AT2G28400
OG0015065	Carub.0006s3538.1.p	AT4G01860
OG0015066	Carub.0006s3286.1.p	AT4G04940
OG0015067	Carub.0005s2267.1.p	AT3G55920
OG0015068	Carub.0001s3039.1.p	AT1G32070
OG0015069	Carub.0008s0853.1.p	AT5G48800
OG0015070	Carub.0006s2763.1.p	AT4G09040
OG0015071	Carub.0003s2017.1.p	AT3G20240
OG0015072	Carub.0006s0014.1.p	AT5G01700
OG0015073	Carub.0008s0511.1.p	AT5G43500
OG0015074	Carub.0008s1851.1.p	AT5G57980
OG0015075	Carub.0001s0765.1.p	AT1G08300
OG0015076	Carub.0007s2214.1.p	AT4G19010
OG0015077	Carub.0001s4281.1.p	AT1G53600
OG0015078	Carub.0001s4062.1.p	AT1G51745
OG0015079	Carub.0005s1762.1.p	AT3G51250
OG0015080	Carub.0008s0626.1.p	AT5G42700
OG0015081	Carub.0006s3689.1.p	AT4G00350
OG0015082	Carub.0006s3393.1.p	AT4G03120
OG0015083	Carub.0005s1691.1.p	AT3G50590
OG0015084	Carub.0003s1472.1.p	AT3G15080
OG0015085	Carub.0001s0391.1.p	AT1G04660
OG0015086	Carub.0004s0065.1.p	AT2G21620
OG0015087	Carub.0005s0560.1.p	AT3G27325
OG0015088	Carub.0004s0126.1.p	AT2G22122
OG0015089	Carub.0006s3674.1.p	AT4G00525
OG0015090	Carub.0002s0219.1.p	AT1G62790
OG0015091	Carub.0004s0468.1.p	AT2G25100
OG0015092	Carub.0007s1220.1.p	AT4G28490
OG0015093	Carub.0006s2095.1.p	AT5G23160
OG0015094	Carub.0005s2527.1.p	AT3G58520
OG0015096	Carub.0001s1080.1.p	AT1G11210
OG0015097	Carub.0006s2874.1.p	AT4G10180
OG0015098	Carub.0007s2138.1.p	AT4G19830
OG0015100	Carub.0004s1299.1.p	AT2G31690
OG0015102	Carub.0001s0135.1.p	AT1G02310
OG0015103	Carub.0002s1502.1.p	AT1G68510
OG0015104	Carub.0001s1888.1.p	AT1G19290
OG0015105	Carub.0006s0108.1.p	AT5G02240
OG0015106	Carub.0002s0463.1.p	AT1G60700
OG0015108	Carub.0003s2452.1.p	AT3G24000
OG0015109	Carub.0004s1148.1.p	AT2G30330
OG0015110	Carub.0245s0001.1.p, Carub.0001s3071.1.p	AT1G32340
OG0015111	Carub.0001s2030.1.p	AT1G20840
OG0015113	Carub.0008s1200.1.p	AT5G51920
OG0015114	Carub.0004s1414.1.p	AT2G32770
OG0015115	Carub.0004s0743.1.p	AT2G26930
OG0015116	Carub.0003s0279.1.p	AT3G03630
OG0015117	Carub.0013s0015.1.p	AT2G22650
OG0015119	Carub.0001s0414.1.p	AT1G04900
OG0015120	Carub.0007s1656.1.p	AT4G24510
OG0015121	Carub.0008s1031.1.p	AT5G50260
OG0015122	Carub.0005s1337.1.p	AT3G47180
OG0015123	Carub.0007s3563.1.p	AT5G40030
OG0015124	Carub.0005s2579.1.p	AT3G59030
OG0015125	Carub.0004s2593.1.p	AT2G43470
OG0015126	Carub.0007s0505.1.p	AT4G35250
OG0015127	Carub.0004s0602.1.p	AT2G26170
OG0015128	Carub.0002s1076.1.p	AT1G65230
OG0015129	Carub.0002s2040.1.p	AT1G73655
OG0015130	Carub.0002s2493.1.p	AT1G78050
OG0015131	Carub.0003s0338.1.p	AT3G04130
OG0015132	Carub.0008s2170.1.p	AT5G61010
OG0015133	Carub.0003s3429.1.p	AT2G20020
OG0015134	Carub.0007s2039.1.p	AT4G21060
OG0015135	Carub.0002s2029.1.p	AT1G73550
OG0015136	Carub.0003s2996.1.p	AT2G16270
OG0015137	Carub.0003s0791.1.p	AT3G08780
OG0015138	Carub.0008s2370.1.p	AT5G62990
OG0015139	Carub.0003s0464.1.p	AT3G05350
OG0015140	Carub.0007s0669.1.p	AT4G33730
OG0015141	Carub.0005s2217.1.p	AT3G55450
OG0015142	Carub.0001s4001.1.p	AT1G51100
OG0015143	Carub.0003s1552.1.p	AT3G15780
OG0015144	Carub.0002s0133.1.p	AT1G63530, AT1G63540
OG0015145	Carub.0006s1852.1.p	AT5G20140
OG0015146	Carub.0003s1873.1.p	AT3G18900
OG0015148	Carub.0003s0410.1.p	AT3G04900
OG0015149	Carub.0001s3160.1.p	AT1G33410
OG0015150	Carub.0001s3255.1.p	AT1G34420
OG0015151	Carub.0001s2452.1.p	AT1G26500
OG0015154	Carub.0003s0121.1.p	AT3G02100
OG0015155	Carub.0001s0029.1.p	AT1G01950
OG0015156	Carub.0007s0229.1.p	AT4G37925
OG0015157	Carub.0006s2107.1.p	AT5G23300
OG0015158	Carub.0008s0860.1.p	AT5G48880
OG0015159	Carub.0002s1185.1.p	AT1G65910
OG0015160	Carub.0006s3637.1.p	AT4G01310
OG0015161	Carub.0003s1454.1.p	AT3G14880
OG0015162	Carub.0006s3202.1.p	AT4G03820
OG0015163	Carub.0001s0076.1.p	AT1G01480
OG0015164	Carub.0001s1583.1.p	AT1G16022
OG0015165	Carub.0001s0791.1.p	AT1G08550
OG0015166	Carub.0004s1209.1.p	AT2G30890
OG0015167	Carub.0003s0577.1.p	AT3G06340
OG0015168	Carub.0001s2655.1.p	AT1G28120
OG0015169	Carub.0007s2177.1.p	AT4G19440
OG0015170	Carub.0008s2728.1.p	AT5G67230
OG0015171	Carub.0006s3188.1.p	AT4G12610
OG0015172	Carub.0008s2227.1.p	AT5G61580
OG0015173	Carub.0003s0028.1.p	AT3G01780
OG0015174	Carub.0003s0006.1.p	AT3G02030
OG0015175	Carub.0006s2915.1.p	AT4G10465
OG0015176	Carub.0001s0236.1.p	AT1G03250
OG0015177	Carub.0008s2381.1.p	AT5G63080
OG0015178	Carub.0001s2100.1.p	AT1G21560
OG0015179	Carub.0004s2189.1.p	AT2G39795
OG0015180	Carub.0008s0068.1.p	AT5G47790
OG0015182	Carub.0001s1147.1.p	AT1G11800
OG0015183	Carub.0002s1995.1.p	AT1G73170
OG0015184	Carub.0001s2845.1.p	AT1G30220
OG0015185	Carub.0005s2896.1.p	AT3G62240
OG0015186	Carub.0007s3694.1.p	AT5G38900
OG0015187	Carub.0006s3344.1.p	AT4G03620
OG0015188	Carub.0005s0857.1.p	AT3G30300
OG0015189	Carub.0008s1272.1.p	AT5G52580
OG0015190	Carub.0003s2834.1.p	AT2G14095
OG0015191	Carub.0007s3082.1.p	AT5G34930
OG0015192	Carub.0005s0330.1.p	AT3G25560
OG0015193	Carub.0001s4304.1.p	AT1G53770
OG0015194	Carub.0002s2151.1.p	AT1G74720
OG0015195	Carub.0005s1800.1.p	AT3G51630
OG0015196	Carub.0008s1075.1.p	AT5G50760
OG0015197	Carub.0002s1954.1.p	AT1G72690
OG0015198	Carub.0001s2075.1.p	AT1G21350
OG0015199	Carub.0007s0400.1.p	AT4G36240
OG0015200	Carub.0008s1172.1.p	AT5G51700
OG0015201	Carub.0007s3552.1.p	AT5G40160
OG0015202	Carub.0007s1727.1.p	AT4G23860
OG0015203	Carub.0005s0780.1.p	AT3G29075
OG0015204	Carub.0007s2385.1.p	AT4G17540
OG0015205	Carub.0006s3316.1.p	AT4G05220
OG0015206	Carub.0002s0780.1.p	AT1G56345
OG0015207	Carub.0007s0347.1.p	AT4G36850
OG0015208	Carub.0006s0764.1.p	AT5G08650
OG0015209	Carub.0003s2366.1.p	AT3G23400
OG0015210	Carub.0001s0243.1.p	AT1G03320
OG0015211	Carub.0006s1008.1.p	AT5G11600
OG0015212	Carub.0008s2202.1.p	AT5G61350
OG0015213	Carub.0002s0147.1.p	AT1G63410
OG0015214	Carub.0004s0653.1.p, Carub.0004s0639.1.p	AT2G26470
OG0015215	Carub.0008s1789.1.p	AT5G57370
OG0015216	Carub.0005s2389.1.p	AT3G57080
OG0015217	Carub.0006s1095.1.p	AT5G12440
OG0015218	Carub.0002s1345.1.p	AT1G67180
OG0015219	Carub.0005s2148.1.p	AT3G54870
OG0015220	Carub.0004s0915.1.p	AT2G28260
OG0015221	Carub.0001s0898.1.p	AT1G09630
OG0015222	Carub.0007s0973.1.p	AT4G30830
OG0015224	Carub.0003s0561.1.p	AT3G06170
OG0015225	Carub.0004s2195.1.p	AT2G39840
OG0015226	Carub.0005s2387.1.p	AT3G57062
OG0015227	Carub.0001s2477.1.p	AT1G26190
OG0015229	Carub.0005s2262.1.p	AT3G55840
OG0015230	Carub.0007s2625.1.p	AT4G15563
OG0015231	Carub.0002s2198.1.p	AT1G75170
OG0015232	Carub.0001s1295.1.p	AT1G13220
OG0015233	Carub.0007s2520.1.p	AT4G16340
OG0015234	Carub.0005s2906.1.p	AT3G62340
OG0015235	Carub.0008s0453.1.p	AT5G44010
OG0015236	Carub.0007s0682.1.p	AT4G33620
OG0015237	Carub.0001s0633.1.p	AT1G07040
OG0015238	Carub.0005s0192.1.p	AT2G03070
OG0015239	Carub.0006s3428.1.p	AT4G02780
OG0015240	Carub.0007s0862.1.p	AT4G31920
OG0015241	Carub.0008s0492.1.p	AT5G43710
OG0015242	Carub.0008s1160.1.p	AT5G51560
OG0015243	Carub.0006s0441.1.p	AT5G05510
OG0015244	Carub.0003s2825.1.p	AT2G14045
OG0015245	Carub.0003s2580.1.p	AT3G25480
OG0015246	Carub.0002s0135.1.p	AT1G63520
OG0015247	Carub.0008s2416.1.p	AT5G63460
OG0015248	Carub.0002s0979.1.p	AT1G64860
OG0015249	Carub.0001s0169.1.p	AT1G02640
OG0015250	Carub.0002s2395.1.p	AT1G77030
OG0015251	Carub.0024s0011.1.p	AT5G01930
OG0015253	Carub.0002s2717.1.p	AT1G80400
OG0015254	Carub.0005s2309.1.p	AT3G56310
OG0015255	Carub.0007s0130.1.p	AT4G39380
OG0015256	Carub.0005s1024.1.p, Carub.0015s0019.1.p	AT3G44600
OG0015257	Carub.0008s2489.1.p	AT5G64110
OG0015258	Carub.0005s2352.1.p	AT3G56780
OG0015259	Carub.0007s2361.1.p	AT4G17750
OG0015260	Carub.0008s2610.1.p	AT5G65230
OG0015261	Carub.0001s0809.1.p	AT1G08750
OG0015262	Carub.0006s2729.1.p	AT4G08790
OG0015263	Carub.0006s1639.1.p	AT5G18100
OG0015264	Carub.0007s1306.1.p	AT4G27750
OG0015265	Carub.0005s0893.1.p	AT3G42950
OG0015266	Carub.0004s0364.1.p	AT2G24310
OG0015267	Carub.0004s0368.1.p	AT2G24350
OG0015268	Carub.0008s1365.1.p	AT5G53486
OG0015269	Carub.0006s2769.1.p	AT4G09140
OG0015271	Carub.0001s0033.1.p	AT1G01910
OG0015272	Carub.0002s0429.1.p	AT1G80310
OG0015273	Carub.0003s1251.1.p	AT3G13170
OG0015274	Carub.0008s2635.1.p	AT5G65495
OG0015275	Carub.0007s0929.1.p	AT4G31270
OG0015276	Carub.0001s4299.1.p	AT1G53710
