Orthogroup	Capsella_rubella	Boechera_stricta
OG0016502	Carub.0006s2368.1.p	Bostr.29827s0228.1.p
OG0016503	Carub.0003s2714.1.p	Bostr.24399s0036.1.p
OG0016504	Carub.0005s1486.1.p	Bostr.18473s0081.1.p
OG0016505	Carub.0003s3549.1.p	Bostr.7903s0071.1.p
OG0016506	Carub.0004s0786.1.p	Bostr.28794s0024.1.p
OG0016507	Carub.0008s2181.1.p	Bostr.26833s0124.1.p
OG0016508	Carub.0002s1337.1.p	Bostr.26959s0200.1.p
OG0016509	Carub.0005s0730.1.p	Bostr.0556s0526.1.p
OG0016510	Carub.0003s1957.1.p	Bostr.19424s0691.1.p
OG0016511	Carub.0002s1473.1.p	Bostr.26959s0071.1.p
OG0016513	Carub.0007s1544.1.p	Bostr.7867s0365.1.p
OG0016514	Carub.0003s1597.1.p	Bostr.28625s0068.1.p
OG0016515	Carub.0004s2530.1.p	Bostr.25993s0497.1.p
OG0016516	Carub.0001s3803.1.p	Bostr.26675s0283.1.p
OG0016517	Carub.0003s1258.1.p	Bostr.3640s0100.1.p
OG0016518	Carub.0006s0943.1.p	Bostr.13175s0011.1.p
OG0016519	Carub.0006s0637.1.p	Bostr.13129s0225.1.p
OG0016520	Carub.0007s0175.1.p	Bostr.25542s0173.1.p
OG0016521	Carub.0003s0161.1.p	Bostr.1460s0167.1.p
OG0016522	Carub.0001s1218.1.p	Bostr.13671s0211.1.p
OG0016523	Carub.0003s1338.1.p	Bostr.28625s0324.1.p
OG0016524	Carub.0004s2587.1.p	Bostr.25993s0439.1.p
OG0016526	Carub.0008s2706.1.p	Bostr.0568s0167.1.p
OG0016527	Carub.0007s2012.1.p	Bostr.10689s0080.1.p
OG0016528	Carub.0002s1943.1.p	Bostr.10273s0093.1.p
OG0016529	Carub.0001s1520.1.p	Bostr.7128s0155.1.p
OG0016530	Carub.0005s0481.1.p	Bostr.0556s0348.1.p
OG0016531	Carub.0004s1430.1.p	Bostr.23794s0810.1.p
OG0016532	Carub.0008s1139.1.p	Bostr.15774s0273.1.p
OG0016533	Carub.0001s4127.1.p	Bostr.0124s0022.1.p
OG0016534	Carub.0005s2487.1.p	Bostr.20903s0053.1.p
OG0016535	Carub.0006s2965.1.p	Bostr.25463s0235.1.p
OG0016536	Carub.0007s1473.1.p	Bostr.7867s0441.1.p
OG0016538	Carub.0006s1294.1.p	Bostr.2902s0213.1.p
OG0016539	Carub.0001s1391.1.p	Bostr.13671s0031.1.p
OG0016540	Carub.0004s2334.1.p	Bostr.9345s0029.1.p
OG0016542	Carub.0002s2640.1.p	Bostr.20129s0391.1.p
OG0016543	Carub.0006s1474.1.p	Bostr.2902s0390.1.p
OG0016544	Carub.0002s0250.1.p	Bostr.22157s0092.1.p
OG0016545	Carub.0001s3785.1.p	Bostr.2902s0067.1.p, Bostr.29827s0148.1.p
OG0016546	Carub.0002s1608.1.p	Bostr.10273s0421.1.p
OG0016547	Carub.0001s1876.1.p	Bostr.7128s0518.1.p
OG0016548	Carub.0007s0004.1.p	Bostr.25542s0004.1.p
OG0016549	Carub.0008s0006.1.p	Bostr.14419s0064.1.p
OG0016550	Carub.0001s1290.1.p	Bostr.13671s0133.1.p
OG0016551	Carub.0003s2467.1.p	Bostr.19424s0191.1.p
OG0016552	Carub.0003s2680.1.p, Carub.0005s2335.1.p	Bostr.20505s0094.1.p
OG0016553	Carub.0006s2509.1.p	Bostr.29827s0063.1.p
OG0016554	Carub.0002s2336.1.p	Bostr.20129s0084.1.p
OG0016555	Carub.0006s0801.1.p	Bostr.13129s0050.1.p
OG0016556	Carub.0001s3911.1.p	Bostr.26675s0177.1.p, Bostr.26675s0176.1.p
OG0016557	Carub.0006s0916.1.p	Bostr.13175s0033.1.p
OG0016558	Carub.0007s0309.1.p	Bostr.7867s1580.1.p
OG0016559	Carub.0003s0825.1.p	Bostr.22252s0156.1.p
OG0016560	Carub.0004s2691.1.p	Bostr.25993s0329.1.p
OG0016561	Carub.0004s0045.1.p	Bostr.5022s0092.1.p
OG0016562	Carub.0005s1569.1.p	Bostr.18473s0010.1.p
OG0016563	Carub.0006s2428.1.p	Bostr.29827s0163.1.p
OG0016565	Carub.0002s0414.1.p	Bostr.10040s0094.1.p
OG0016566	Carub.0005s1502.1.p	Bostr.18473s0068.1.p
OG0016567	Carub.0008s1483.1.p	Bostr.26833s0816.1.p
OG0016568	Carub.0001s2585.1.p	Bostr.15697s0059.1.p
OG0016569	Carub.0006s2695.1.p	Bostr.3877s0025.1.p
OG0016570	Carub.0001s3893.1.p	Bostr.26675s0197.1.p
OG0016571	Carub.0007s0027.1.p	Bostr.25542s0024.1.p
OG0016572	Carub.0003s0123.1.p	Bostr.1460s0126.1.p
OG0016573	Carub.0008s1274.1.p	Bostr.1774s0034.1.p, Bostr.7305s0056.1.p
OG0016574	Carub.0006s2493.1.p	Bostr.29827s0085.1.p
OG0016575	Carub.0005s0648.1.p	Bostr.0556s0467.1.p
OG0016576	Carub.0003s1144.1.p	Bostr.19424s1147.1.p
OG0016578	Carub.0002s0501.1.p	Bostr.10040s0194.1.p
OG0016579	Carub.0007s3324.1.p	Bostr.3279s0021.1.p
OG0016580	Carub.0003s2726.1.p	Bostr.24399s0025.1.p
OG0016581	Carub.0008s1650.1.p	Bostr.26833s0645.1.p
OG0016582	Carub.0001s2826.1.p	Bostr.15697s0298.1.p
OG0016583	Carub.0003s1787.1.p	Bostr.19424s0852.1.p, Bostr.24513s0100.1.p
OG0016584	Carub.0003s2034.1.p	Bostr.19424s0615.1.p
OG0016585	Carub.0007s2816.1.p	Bostr.0597s0022.1.p
OG0016586	Carub.0008s1619.1.p	Bostr.26833s0677.1.p
OG0016587	Carub.0007s3020.1.p	Bostr.2021s0001.1.p
OG0016588	Carub.0001s1871.1.p	Bostr.7128s0513.1.p
OG0016589	Carub.0005s1904.1.p	Bostr.11793s0123.1.p
OG0016591	Carub.0008s0218.1.p	Bostr.8819s0106.1.p
OG0016592	Carub.0002s1737.1.p	Bostr.10273s0291.1.p
OG0016593	Carub.0006s3193.1.p, Carub.0006s3194.1.p	Bostr.25463s0038.1.p
OG0016593	Carub.0003s0706.1.p	Bostr.22252s0280.1.p
OG0016594	Carub.0007s0946.1.p	Bostr.7867s0965.1.p
OG0016596	Carub.0005s2013.1.p	Bostr.11793s0038.1.p
OG0016597	Carub.0003s1693.1.p	Bostr.19424s0946.1.p
OG0016598	Carub.0003s1346.1.p	Bostr.28625s0317.1.p
OG0016599	Carub.0008s2207.1.p	Bostr.26833s0100.1.p
OG0016600	Carub.0002s1484.1.p	Bostr.26959s0060.1.p
OG0016601	Carub.0006s0811.1.p	Bostr.13129s0042.1.p
OG0016603	Carub.0005s2691.1.p	Bostr.13158s0003.1.p
OG0016604	Carub.0006s1687.1.p	Bostr.26527s0352.1.p
OG0016606	Carub.0008s0865.1.p	Bostr.15774s0013.1.p
OG0016607	Carub.0004s1218.1.p	Bostr.24513s0134.1.p
OG0016608	Carub.0001s1344.1.p	Bostr.13671s0081.1.p
OG0016609	Carub.0005s0067.1.p	Bostr.7903s0005.1.p
OG0016610	Carub.0006s0280.1.p	Bostr.2128s0062.1.p
OG0016611	Carub.0001s3493.1.p	Bostr.12302s0057.1.p
OG0016612	Carub.0005s1735.1.p	Bostr.6864s0149.1.p
OG0016613	Carub.0002s1807.1.p	Bostr.10273s0227.1.p
OG0016614	Carub.0004s0173.1.p	Bostr.19427s0027.1.p
OG0016615	Carub.0006s2993.1.p	Bostr.25463s0215.1.p
OG0016616	Carub.0008s2477.1.p	Bostr.0568s0405.1.p
OG0016617	Carub.0008s0450.1.p	Bostr.3148s0055.1.p
OG0016618	Carub.0008s2569.1.p	Bostr.0568s0307.1.p
OG0016619	Carub.0006s2582.1.p	Bostr.29827s0002.1.p
OG0016620	Carub.0001s1390.1.p	Bostr.13671s0032.1.p
OG0016621	Carub.0006s2937.1.p	Bostr.25463s0263.1.p
OG0016622	Carub.0008s0732.1.p	Bostr.12587s0001.1.p
OG0016623	Carub.0006s2147.1.p	Bostr.10199s0061.1.p
OG0016624	Carub.0003s1100.1.p, Carub.0001s3860.1.p	Bostr.7792s0001.1.p
OG0016625	Carub.0006s2328.1.p	Bostr.29827s0266.1.p
OG0016626	Carub.0006s3522.1.p	Bostr.16335s0057.1.p
OG0016627	Carub.0007s2669.1.p	Bostr.0597s0159.1.p
OG0016628	Carub.0003s1822.1.p	Bostr.19424s0819.1.p
OG0016629	Carub.0002s1477.1.p	Bostr.26959s0066.1.p
OG0016630	Carub.0001s1298.1.p	Bostr.13671s0121.1.p
OG0016631	Carub.0001s2637.1.p	Bostr.15697s0111.1.p
OG0016632	Carub.0002s0064.1.p	Bostr.29223s0108.1.p
OG0016633	Carub.0001s2873.1.p	Bostr.15697s0349.1.p
OG0016634	Carub.0004s2815.1.p	Bostr.25993s0223.1.p
OG0016635	Carub.0002s1221.1.p	Bostr.26959s0296.1.p
OG0016636	Carub.0006s2084.1.p	Bostr.10199s0138.1.p
OG0016637	Carub.0007s3524.1.p	Bostr.7200s0015.1.p
OG0016638	Carub.0007s2998.1.p	Bostr.2021s0018.1.p
OG0016639	Carub.0003s2601.1.p	Bostr.19424s0076.1.p
OG0016640	Carub.0008s2256.1.p	Bostr.26833s0049.1.p
OG0016641	Carub.0003s0507.1.p	Bostr.2570s0101.1.p
OG0016642	Carub.0006s2669.1.p, Carub.0006s2668.1.p, Carub.0003s3528.1.p	Bostr.8169s0043.1.p, Bostr.6192s0004.1.p
OG0016643	Carub.0008s1246.1.p	Bostr.7305s0033.1.p
OG0016644	Carub.0003s2459.1.p	Bostr.19424s0199.1.p
OG0016645	Carub.0008s2405.1.p	Bostr.0568s0477.1.p
OG0016646	Carub.0004s0739.1.p	Bostr.29505s0019.1.p
OG0016647	Carub.0002s2697.1.p	Bostr.20129s0457.1.p
OG0016648	Carub.0004s2681.1.p	Bostr.25993s0349.1.p
OG0016649	Carub.0004s2025.1.p	Bostr.23794s0245.1.p
OG0016650	Carub.0001s4061.1.p	Bostr.26675s0025.1.p
OG0016651	Carub.0001s1333.1.p	Bostr.13671s0092.1.p
OG0016652	Carub.0001s3154.1.p	Bostr.3359s0038.1.p
OG0016653	Carub.0004s3077.1.p	Bostr.13208s0011.1.p
OG0016654	Carub.0008s2362.1.p	Bostr.0568s0520.1.p
OG0016655	Carub.0002s1392.1.p	Bostr.26959s0151.1.p
OG0016656	Carub.0006s0779.1.p	Bostr.13129s0069.1.p
OG0016657	Carub.0008s1653.1.p	Bostr.26833s0642.1.p
OG0016658	Carub.0003s1532.1.p	Bostr.28625s0137.1.p
OG0016659	Carub.0007s0499.1.p	Bostr.7867s1392.1.p
OG0016660	Carub.0003s2429.1.p	Bostr.19424s0230.1.p
OG0016661	Carub.0005s1499.1.p	Bostr.18473s0070.1.p
OG0016662	Carub.0006s3496.1.p	Bostr.16335s0036.1.p
OG0016663	Carub.0001s2219.1.p	Bostr.12659s0121.1.p
OG0016664	Carub.0002s1220.1.p	Bostr.26959s0297.1.p
OG0016665	Carub.0001s2566.1.p	Bostr.15697s0038.1.p
OG0016666	Carub.0003s0536.1.p	Bostr.2570s0070.1.p, Bostr.2570s0286.1.p
OG0016667	Carub.0001s0008.1.p	Bostr.5325s0146.1.p
OG0016668	Carub.0007s0650.1.p	Bostr.7867s1241.1.p
OG0016670	Carub.0005s3006.1.p	Bostr.13158s0346.1.p
OG0016671	Carub.0003s3161.1.p	Bostr.18351s0214.1.p
OG0016672	Carub.0003s2449.1.p	Bostr.19424s0209.1.p
OG0016673	Carub.0007s0697.1.p	Bostr.7867s1197.1.p
OG0016674	Carub.0006s3107.1.p	Bostr.25463s0115.1.p
OG0016675	Carub.0003s1720.1.p	Bostr.19424s0916.1.p
OG0016676	Carub.0004s2458.1.p	Bostr.25993s0555.1.p
OG0016677	Carub.0004s1690.1.p	Bostr.23794s0582.1.p
OG0016678	Carub.0003s0769.1.p	Bostr.22252s0214.1.p
OG0016679	Carub.0007s2195.1.p	Bostr.30275s0402.1.p
OG0016680	Carub.0001s4234.1.p	Bostr.0124s0109.1.p
OG0016681	Carub.0005s0097.1.p	Bostr.0556s0023.1.p
OG0016682	Carub.0003s3050.1.p	Bostr.18351s0133.1.p
OG0016683	Carub.0008s0803.1.p	Bostr.2392s0011.1.p
OG0016684	Carub.0001s0928.1.p	Bostr.25494s0052.1.p
OG0016686	Carub.0001s1226.1.p	Bostr.29827s0200.1.p
OG0016687	Carub.0006s1891.1.p	Bostr.26527s0147.1.p
OG0016688	Carub.0005s1953.1.p	Bostr.11793s0084.1.p
OG0016689	Carub.0004s0476.1.p	Bostr.26326s0153.1.p
OG0016690	Carub.0001s0827.1.p	Bostr.25219s0052.1.p
OG0016691	Carub.0003s2132.1.p	Bostr.19424s0523.1.p
OG0016692	Carub.0002s1141.1.p	Bostr.26959s0354.1.p
OG0016693	Carub.0004s2956.1.p	Bostr.25993s0082.1.p
OG0016694	Carub.0004s0004.1.p	Bostr.26833s0572.1.p, Bostr.5022s0143.1.p
OG0016695	Carub.0004s0605.1.p	Bostr.26326s0033.1.p
OG0016696	Carub.0001s3909.1.p	Bostr.26675s0179.1.p
OG0016697	Carub.0006s1934.1.p	Bostr.26527s0107.1.p
OG0016699	Carub.0008s2819.1.p	Bostr.0568s0042.1.p
OG0016700	Carub.0007s1046.1.p	Bostr.7867s0866.1.p
OG0016701	Carub.0002s2767.1.p	Bostr.20129s0531.1.p
OG0016702	Carub.0002s1645.1.p	Bostr.10273s0387.1.p
OG0016703	Carub.0008s1516.1.p	Bostr.26833s0777.1.p
OG0016704	Carub.0006s3127.1.p, Carub.0006s3124.1.p, Carub.0006s3126.1.p	Bostr.22990s0001.1.p
OG0016705	Carub.0008s1710.1.p	Bostr.26833s0596.1.p
OG0016706	Carub.0007s0346.1.p	Bostr.7867s1542.1.p
OG0016707	Carub.0001s2607.1.p	Bostr.15697s0082.1.p
OG0016708	Carub.0003s2696.1.p	Bostr.24399s0058.1.p
OG0016709	Carub.0007s3189.1.p	Bostr.29044s0016.1.p
OG0016710	Carub.0004s1314.1.p	Bostr.24513s0045.1.p
OG0016711	Carub.0006s0404.1.p	Bostr.13129s0454.1.p
OG0016712	Carub.0005s0441.1.p	Bostr.0556s0316.1.p
OG0016713	Carub.0001s0586.1.p	Bostr.25219s0307.1.p
OG0016714	Carub.0004s2983.1.p	Bostr.25993s0057.1.p
OG0016715	Carub.0006s3676.1.p	Bostr.10064s0056.1.p
OG0016716	Carub.0003s1974.1.p	Bostr.19424s0675.1.p
OG0016717	Carub.0005s2046.1.p	Bostr.11793s0005.1.p
OG0016718	Carub.0001s0770.1.p	Bostr.25219s0110.1.p
OG0016719	Carub.0007s2250.1.p	Bostr.30275s0349.1.p
OG0016720	Carub.0003s2646.1.p	Bostr.19424s0027.1.p
OG0016721	Carub.0001s1675.1.p	Bostr.7128s0311.1.p
OG0016722	Carub.0005s0484.1.p	Bostr.0556s0350.1.p
OG0016723	Carub.0006s0485.1.p	Bostr.13129s0377.1.p
OG0016724	Carub.0004s1483.1.p	Bostr.7867s0828.1.p
OG0016725	Carub.0008s2532.1.p	Bostr.0568s0346.1.p
OG0016726	Carub.0007s2321.1.p	Bostr.30275s0280.1.p
OG0016727	Carub.0005s0794.1.p	Bostr.0556s0577.1.p
OG0016728	Carub.0004s2456.1.p	Bostr.25993s0557.1.p
OG0016729	Carub.0003s0031.1.p	Bostr.1460s0035.1.p
OG0016730	Carub.0002s2732.1.p	Bostr.20129s0494.1.p
OG0016731	Carub.0005s0649.1.p	Bostr.0556s0468.1.p
OG0016732	Carub.0008s2128.1.p	Bostr.26833s0179.1.p
OG0016733	Carub.0002s0076.1.p	Bostr.29223s0126.1.p
OG0016734	Carub.0002s2715.1.p	Bostr.20129s0473.1.p
OG0016735	Carub.0008s2218.1.p	Bostr.26833s0088.1.p
OG0016736	Carub.0007s2888.1.p	Bostr.2021s0125.1.p
OG0016737	Carub.0001s3005.1.p	Bostr.3359s0180.1.p
OG0016738	Carub.0006s2209.1.p	Bostr.10199s0001.1.p
OG0016739	Carub.0007s0812.1.p	Bostr.7867s1099.1.p
OG0016740	Carub.0008s2011.1.p	Bostr.26833s0300.1.p
OG0016741	Carub.0001s4193.1.p	Bostr.0124s0075.1.p
OG0016742	Carub.0004s1943.1.p	Bostr.23794s0330.1.p
OG0016743	Carub.0001s3092.1.p	Bostr.3359s0109.1.p
OG0016744	Carub.0003s0439.1.p	Bostr.2570s0173.1.p
OG0016745	Carub.0004s1225.1.p	Bostr.24513s0126.1.p
OG0016746	Carub.0004s2318.1.p	Bostr.9345s0045.1.p
OG0016747	Carub.0008s1581.1.p	Bostr.26833s0713.1.p
OG0016748	Carub.0008s0198.1.p	Bostr.8819s0124.1.p
OG0016749	Carub.0007s3454.1.p	Bostr.7200s0106.1.p
OG0016750	Carub.0006s2522.1.p	Bostr.29827s0048.1.p
OG0016751	Carub.0004s0293.1.p	Bostr.27895s0120.1.p
OG0016752	Carub.0001s2345.1.p	Bostr.12659s0241.1.p
OG0016753	Carub.0005s1990.1.p	Bostr.11793s0060.1.p
OG0016754	Carub.0002s0409.1.p	Bostr.10040s0090.1.p
OG0016755	Carub.0007s1166.1.p	Bostr.7867s0738.1.p
OG0016756	Carub.0005s0882.1.p	Bostr.0556s0653.1.p
OG0016757	Carub.0003s1218.1.p	Bostr.3640s0056.1.p
OG0016758	Carub.0008s2577.1.p	Bostr.0568s0299.1.p
OG0016759	Carub.0008s0691.1.p	Bostr.3148s0280.1.p
OG0016760	Carub.0008s2222.1.p	Bostr.26833s0084.1.p
OG0016761	Carub.0006s0960.1.p	Bostr.23997s0003.1.p
OG0016762	Carub.0002s1383.1.p	Bostr.26959s0158.1.p
OG0016763	Carub.0007s3322.1.p	Bostr.3279s0019.1.p
OG0016764	Carub.0004s2654.1.p	Bostr.25993s0372.1.p
OG0016765	Carub.0006s1931.1.p	Bostr.26527s0109.1.p
OG0016766	Carub.0003s2161.1.p	Bostr.19424s0490.1.p
OG0016768	Carub.0003s3262.1.p	Bostr.18351s0314.1.p
OG0016769	Carub.0003s2986.1.p	Bostr.18351s0078.1.p
OG0016771	Carub.0003s1013.1.p	Bostr.19424s1014.1.p
OG0016772	Carub.0002s0867.1.p	Bostr.13404s0050.1.p
OG0016773	Carub.0008s1167.1.p	Bostr.13158s0339.1.p
OG0016775	Carub.0001s4022.1.p	Bostr.26675s0062.1.p
OG0016776	Carub.0003s2015.1.p	Bostr.19424s0635.1.p
OG0016777	Carub.0001s3477.1.p	Bostr.12302s0049.1.p
OG0016778	Carub.0006s2090.1.p	Bostr.10199s0133.1.p
OG0016779	Carub.0007s2208.1.p	Bostr.30275s0389.1.p
OG0016780	Carub.0008s0307.1.p	Bostr.5342s0023.1.p
OG0016781	Carub.0006s0590.1.p	Bostr.13129s0272.1.p
OG0016782	Carub.0008s1601.1.p	Bostr.26833s0693.1.p
OG0016783	Carub.0004s2072.1.p	Bostr.23794s0199.1.p
OG0016784	Carub.0006s0652.1.p	Bostr.27991s0091.1.p
OG0016785	Carub.0002s2118.1.p	Bostr.3288s0086.1.p
OG0016786	Carub.0003s0593.1.p	Bostr.2570s0010.1.p
OG0016787	Carub.0007s3360.1.p	Bostr.30275s0059.1.p, Bostr.25375s0029.1.p, Bostr.25375s0023.1.p
OG0016788	Carub.0003s2037.1.p	Bostr.19424s0612.1.p
OG0016791	Carub.0006s2315.1.p	Bostr.29827s0283.1.p
OG0016792	Carub.0008s0945.1.p	Bostr.9935s0001.1.p
OG0016793	Carub.0007s3442.1.p	Bostr.7200s0125.1.p
OG0016794	Carub.0003s0109.1.p	Bostr.1460s0111.1.p
OG0016795	Carub.0008s2244.1.p	Bostr.26833s0060.1.p
OG0016796	Carub.0003s0612.1.p	Bostr.22252s0373.1.p
OG0016797	Carub.0002s2599.1.p	Bostr.20129s0348.1.p
OG0016799	Carub.0008s0723.1.p	Bostr.1601s0004.1.p
OG0016800	Carub.0004s1817.1.p	Bostr.23794s0455.1.p
OG0016801	Carub.0008s1914.1.p	Bostr.26833s0398.1.p
OG0016802	Carub.0004s0059.1.p	Bostr.5022s0076.1.p
OG0016803	Carub.0008s2848.1.p	Bostr.0568s0013.1.p
OG0016804	Carub.0005s2669.1.p	Bostr.29344s0004.1.p
OG0016805	Carub.0008s0552.1.p	Bostr.3148s0159.1.p
OG0016806	Carub.0004s0668.1.p	Bostr.8111s0001.1.p
OG0016807	Carub.0003s2283.1.p	Bostr.19424s0388.1.p
OG0016808	Carub.0002s2119.1.p	Bostr.3288s0087.1.p
OG0016809	Carub.0007s1972.1.p	Bostr.10689s0135.1.p
OG0016810	Carub.0004s1958.1.p	Bostr.23794s0312.1.p
OG0016811	Carub.0001s3601.1.p	Bostr.12302s0150.1.p
OG0016812	Carub.0004s0508.1.p	Bostr.26326s0120.1.p
OG0016813	Carub.0001s1405.1.p	Bostr.13671s0016.1.p
OG0016814	Carub.0001s2117.1.p	Bostr.12659s0023.1.p
OG0016815	Carub.0004s2905.1.p	Bostr.25993s0134.1.p
OG0016816	Carub.0004s1679.1.p	Bostr.23794s0592.1.p
OG0016817	Carub.0008s2538.1.p	Bostr.0568s0340.1.p
OG0016818	Carub.0005s1539.1.p	Bostr.18473s0034.1.p
OG0016819	Carub.0001s0252.1.p	Bostr.26675s0411.1.p
OG0016820	Carub.0006s0439.1.p	Bostr.13129s0420.1.p
OG0016821	Carub.0001s4386.1.p	Bostr.6758s0037.1.p
OG0016822	Carub.0002s0785.1.p	Bostr.8169s0050.1.p
OG0016823	Carub.0006s1515.1.p	Bostr.2618s0034.1.p
OG0016824	Carub.0001s4488.1.p	Bostr.6758s0075.1.p
OG0016825	Carub.0004s0289.1.p	Bostr.27895s0124.1.p
OG0016826	Carub.0008s0329.1.p	Bostr.29514s0006.1.p
OG0016827	Carub.0007s0986.1.p	Bostr.7867s0924.1.p
OG0016828	Carub.0005s1754.1.p	Bostr.6864s0131.1.p
OG0016829	Carub.0004s1670.1.p	Bostr.23794s0602.1.p
OG0016830	Carub.0004s0136.1.p	Bostr.5022s0013.1.p
OG0016831	Carub.0008s1091.1.p	Bostr.15774s0230.1.p
OG0016832	Carub.0007s0148.1.p	Bostr.25542s0148.1.p
OG0016833	Carub.0001s0738.1.p	Bostr.25219s0144.1.p
OG0016834	Carub.0001s3462.1.p	Bostr.12302s0034.1.p
OG0016835	Carub.0006s3355.1.p	Bostr.2983s0090.1.p
OG0016836	Carub.0006s2091.1.p	Bostr.10199s0089.1.p
OG0016837	Carub.0002s2770.1.p	Bostr.20129s0534.1.p
OG0016838	Carub.0005s0916.1.p	Bostr.0556s0673.1.p
OG0016839	Carub.0004s0142.1.p	Bostr.5022s0006.1.p
OG0016840	Carub.0001s4333.1.p	Bostr.7128s0073.1.p
OG0016841	Carub.0003s1173.1.p	Bostr.3640s0013.1.p
OG0016842	Carub.0003s1409.1.p	Bostr.28625s0262.1.p
OG0016843	Carub.0007s2085.1.p	Bostr.10689s0010.1.p
OG0016844	Carub.0002s2082.1.p	Bostr.3288s0052.1.p
OG0016845	Carub.0003s1907.1.p	Bostr.19424s0737.1.p
OG0016846	Carub.0008s2484.1.p	Bostr.0568s0398.1.p
OG0016847	Carub.0006s0944.1.p	Bostr.13175s0010.1.p
OG0016848	Carub.0004s0574.1.p	Bostr.26326s0057.1.p
OG0016849	Carub.0001s0150.1.p	Bostr.4824s0015.1.p
OG0016850	Carub.0002s2004.1.p	Bostr.10273s0030.1.p
OG0016851	Carub.0003s2084.1.p	Bostr.19424s0563.1.p
OG0016853	Carub.0001s3051.1.p	Bostr.3359s0138.1.p
OG0016854	Carub.0006s1087.1.p	Bostr.2902s0007.1.p
OG0016855	Carub.0007s1198.1.p	Bostr.7867s0710.1.p
OG0016856	Carub.0001s1127.1.p	Bostr.13671s0304.1.p
OG0016857	Carub.0002s1443.1.p	Bostr.26959s0108.1.p
OG0016858	Carub.0007s2464.1.p	Bostr.30275s0133.1.p
OG0016859	Carub.0004s2066.1.p	Bostr.23794s0204.1.p
OG0016860	Carub.0002s2479.1.p	Bostr.20129s0226.1.p
OG0016861	Carub.0001s2601.1.p	Bostr.15697s0075.1.p
OG0016862	Carub.0007s1591.1.p	Bostr.7867s0319.1.p
OG0016863	Carub.0002s1512.1.p	Bostr.26959s0031.1.p
OG0016864	Carub.0006s1681.1.p	Bostr.26527s0357.1.p
OG0016865	Carub.0006s0918.1.p	Bostr.13175s0031.1.p
OG0016866	Carub.0001s3445.1.p	Bostr.12302s0023.1.p
OG0016867	Carub.0016s0008.1.p	Bostr.0556s0644.1.p
OG0016868	Carub.0002s1820.1.p	Bostr.10273s0216.1.p
OG0016869	Carub.0008s2305.1.p	Bostr.0568s0570.1.p
OG0016870	Carub.0004s2581.1.p	Bostr.25993s0445.1.p
OG0016871	Carub.0003s1534.1.p	Bostr.28625s0135.1.p
OG0016872	Carub.0003s0710.1.p	Bostr.22252s0275.1.p
OG0016873	Carub.0003s0635.1.p	Bostr.22252s0355.1.p
OG0016875	Carub.0001s2890.1.p	Bostr.15697s0364.1.p
OG0016877	Carub.0007s0085.1.p	Bostr.25542s0088.1.p
OG0016878	Carub.0003s2795.1.p	Bostr.13083s0043.1.p
OG0016879	Carub.0006s2715.1.p	Bostr.3877s0006.1.p
OG0016880	Carub.0007s3475.1.p	Bostr.7200s0081.1.p
OG0016881	Carub.0001s0305.1.p	Bostr.26675s0400.1.p
OG0016882	Carub.0004s2364.1.p	Bostr.11568s0047.1.p
OG0016883	Carub.0001s2444.1.p, Carub.0001s2445.1.p	Bostr.12659s0339.1.p
OG0016884	Carub.0002s2504.1.p	Bostr.20129s0249.1.p
OG0016885	Carub.0006s0690.1.p	Bostr.13129s0166.1.p
OG0016887	Carub.0001s4277.1.p	Bostr.0124s0144.1.p
OG0016888	Carub.0003s2421.1.p	Bostr.19424s0245.1.p
OG0016889	Carub.0004s1338.1.p	Bostr.24513s0015.1.p
OG0016890	Carub.0008s2274.1.p	Bostr.26833s0033.1.p
OG0016891	Carub.0008s0133.1.p	Bostr.4485s0007.1.p
OG0016892	Carub.0008s2231.1.p	Bostr.26833s0073.1.p
OG0016893	Carub.0007s0851.1.p	Bostr.7867s1058.1.p
OG0016894	Carub.0004s2168.1.p	Bostr.23794s0111.1.p, Bostr.23794s0110.1.p
OG0016895	Carub.0001s1045.1.p	Bostr.13671s0379.1.p
OG0016896	Carub.0003s2890.1.p	Bostr.2199s0012.1.p
OG0016897	Carub.0003s1871.1.p	Bostr.19424s0770.1.p
OG0016898	Carub.0001s1916.1.p	Bostr.7128s0562.1.p
OG0016899	Carub.0006s1680.1.p	Bostr.26527s0358.1.p
OG0016900	Carub.0007s0279.1.p	Bostr.7867s1609.1.p
OG0016901	Carub.0004s1098.1.p	Bostr.29246s0027.1.p
OG0016902	Carub.0002s1340.1.p	Bostr.26959s0198.1.p
OG0016903	Carub.0007s1625.1.p	Bostr.7867s0286.1.p
OG0016904	Carub.0007s3080.1.p	Bostr.29044s0106.1.p
OG0016905	Carub.0007s0528.1.p	Bostr.7867s1362.1.p
OG0016906	Carub.0007s3699.1.p	Bostr.17775s0015.1.p
OG0016908	Carub.0001s1626.1.p	Bostr.7128s0258.1.p
OG0016909	Carub.0004s1127.1.p	Bostr.29246s0021.1.p
OG0016910	Carub.0005s2577.1.p	Bostr.20903s0133.1.p
OG0016911	Carub.0004s0632.1.p	Bostr.26326s0002.1.p
OG0016912	Carub.0007s0589.1.p	Bostr.7867s1300.1.p
OG0016913	Carub.0008s0428.1.p	Bostr.3148s0034.1.p
OG0016914	Carub.0003s2816.1.p	Bostr.13083s0031.1.p
OG0016915	Carub.0002s1637.1.p	Bostr.10273s0394.1.p
