Orthogroup	Capsella_rubella	Brassica_oleracea
OG0014188	Carub.0006s0751.1.p	Bo9g174350
OG0014189	Carub.0007s2713.1.p	Bo6g054790
OG0014190	Carub.0002s1457.1.p	Bo2g057430
OG0014191	Carub.0006s2447.1.p	Bo7g094980
OG0014193	Carub.0001s2392.1.p	Bo7g054520
OG0014194	Carub.0001s0775.1.p	Bo5g008970
OG0014195	Carub.0008s1428.1.p	Bo2g042250
OG0014197	Carub.0008s2657.1.p	Bo3g097820
OG0014198	Carub.0001s1279.1.p	Bo8g065140, Bo5g016370
OG0014199	Carub.0002s0627.1.p	Bo1g087980
OG0014200	Carub.0003s1980.1.p	Bo5g112410, Bo1g111280
OG0014201	Carub.0007s3287.1.p	Bo4g136750
OG0014203	Carub.0006s0455.1.p	Bo9g177030
OG0014204	Carub.0003s2639.1.p	Bo3g084380, Bo3g085440
OG0014205	Carub.0006s3382.1.p	Bo3g049840
OG0014206	Carub.0001s0798.1.p	Bo5g009120
OG0014207	Carub.0006s1080.1.p	Bo3g007640, Bo2g010880
OG0014208	Carub.0004s1527.1.p	Bo4g182090
OG0014209	Carub.0001s0178.1.p	Bo5g003340
OG0014210	Carub.0006s3668.1.p	Bo2g097710
OG0014211	Carub.0008s0864.1.p	Bo7g089590
OG0014212	Carub.0008s1169.1.p	Bo2g048290
OG0014213	Carub.0003s0745.1.p	Bo3g061520
OG0014214	Carub.0003s1205.1.p	Bo1g139030, Bo5g133270
OG0014216	Carub.0006s1588.1.p	Bo9g160020
OG0014218	Carub.0006s2346.1.p	Bo9g011310, Bo7g095800
OG0014219	Carub.0008s0196.1.p	Bo2g127570
OG0014220	Carub.0001s1796.1.p	Bo2g165500, Bo8g067790
OG0014221	Carub.0008s2272.1.p	Bo3g108060
OG0014222	Carub.0004s2519.1.p	Bo4g192750
OG0014223	Carub.0006s0682.1.p	Bo2g008830
OG0014224	Carub.0006s3118.1.p	Bo9g094110
OG0014225	Carub.0006s2001.1.p	Bo3g016800, Bo2g023800
OG0014226	Carub.0004s2383.1.p	Bo3g035700, Bo4g013340
OG0014227	Carub.0003s0589.1.p	Bo1g148940
OG0014228	Carub.0007s3634.1.p	Bo00578s100
OG0014229	Carub.0007s1114.1.p	Bo1g016410
OG0014230	Carub.0002s0958.1.p	Bo9g005740
OG0014231	Carub.0004s1799.1.p	Bo3g029990
OG0014232	Carub.0005s2746.1.p	Bo8g095430
OG0014233	Carub.0006s0853.1.p	Bo9g173520
OG0014234	Carub.0003s1798.1.p	Bo5g120030
OG0014235	Carub.0008s2580.1.p	Bo3g100660
OG0014236	Carub.0002s0734.1.p	Bo9g054600
OG0014238	Carub.0008s1301.1.p	Bo9g108540
OG0014239	Carub.0002s1787.1.p	Bo2g070780
OG0014240	Carub.0006s0833.1.p	Bo4g085250, Bo1g094500
OG0014241	Carub.0003s1870.1.p	Bo3g071820, Bo5g116900
OG0014242	Carub.0006s1547.1.p	Bo2g013540
OG0014243	Carub.0007s1673.1.p	Bo1g038880
OG0014244	Carub.0007s3384.1.p	Bo4g142250
OG0014246	Carub.0006s2172.1.p	Bo7g097320
OG0014247	Carub.0001s1884.1.p	Bo5g027280
OG0014248	Carub.0001s0759.1.p	Bo8g011030, Bo8g011010
OG0014250	Carub.0003s0469.1.p	Bo5g145430
OG0014251	Carub.0006s1408.1.p	Bo9g163670, Bo9g163690, Bo20867s010
OG0014252	Carub.0005s1858.1.p	Bo8g080880
OG0014253	Carub.0006s2707.1.p	Bo2g161450
OG0014254	Carub.0006s0392.1.p	Bo3g003110, Bo2g006770
OG0014255	Carub.0006s0738.1.p	Bo9g174450
OG0014256	Carub.0007s1771.1.p	Bo00900s030, Bo1g034730, Bo1g034690
OG0014257	Carub.0007s3093.1.p	Bo9g027800
OG0014258	Carub.0004s0577.1.p, Carub.0008s2525.1.p	Bo3g101270
OG0014260	Carub.0008s0398.1.p	Bo7g067590
OG0014261	Carub.0001s1864.1.p	Bo8g068250, Bo8g068230, Bo10119s010
OG0014262	Carub.0003s2124.1.p	Bo1g107190, Bo5g102280
OG0014263	Carub.0004s2110.1.p	Bo3g034050
OG0014265	Carub.0005s1863.1.p	Bo8g080820
OG0014266	Carub.0001s0767.1.p	Bo5g008930, Bo04100s010
OG0014267	Carub.0004s1881.1.p	Bo4g031000, Bo4g030990
OG0014268	Carub.0004s3011.1.p	Bo4g198600, Bo4g004550
OG0014269	Carub.0005s0036.1.p	Bo2g134130
OG0014271	Carub.0007s0702.1.p, Carub.0007s2735.1.p	Bo5g126210, Bo00763s050, Bo1g123560
OG0014272	Carub.0008s1845.1.p	Bo3g019040
OG0014273	Carub.0001s1266.1.p	Bo8g107890
OG0014274	Carub.0001s0296.1.p	Bo8g115920, Bo5g004120
OG0014275	Carub.0001s0409.1.p	Bo5g004960, Bo8g004270
OG0014276	Carub.0002s2563.1.p	Bo2g094670
OG0014277	Carub.0002s1098.1.p	Bo6g099230
OG0014278	Carub.0003s0986.1.p	Bo1g143690
OG0014279	Carub.0003s0165.1.p	Bo3g055680
OG0014280	Carub.0004s0201.1.p	Bo8g100750
OG0014281	Carub.0003s3166.1.p	Bo7g014270, Bo3g093540
OG0014282	Carub.0003s3193.1.p	Bo7g014020, Bo9g024730
OG0014283	Carub.0003s3537.1.p	Bo3g012270, Bo2g013330
OG0014284	Carub.0003s0481.1.p	Bo3g058970
OG0014285	Carub.0003s0642.1.p	Bo3g060900, Bo5g143100
OG0014286	Carub.0004s1238.1.p	Bo4g175890, Bo3g025000
OG0014287	Carub.0004s1647.1.p	Bo4g182850, Bo3g028020, Bo4g039300
OG0014288	Carub.0005s1864.1.p	Bo7g102660
OG0014289	Carub.0005s2447.1.p	Bo8g092030
OG0014290	Carub.0005s2656.1.p	Bo6g076710
OG0014291	Carub.0005s3008.1.p	Bo6g094860
OG0014292	Carub.0006s2216.1.p	Bo2g159510, Bo2g159390
OG0014293	Carub.0006s2384.1.p	Bo2g155930, Bo9g011120
OG0014294	Carub.0006s2984.1.p	Bo2g109030
OG0014295	Carub.0007s0923.1.p	Bo7g115060, Bo1g011430
OG0014296	Carub.0007s0221.1.p	Bo3g153040
OG0014297	Carub.0007s2394.1.p	Bo1g051510, Bo1g051490
OG0014298	Carub.0002s0050.1.p	Bo9g032540
OG0014299	Carub.0007s3204.1.p	Bo4g136170
OG0014300	Carub.0007s3464.1.p	Bo4g140590
OG0014301	Carub.0008s1596.1.p	Bo2g037840, Bo9g120890
OG0014302	Carub.0008s2046.1.p	Bo9g140790, Bo3g017750
OG0014303	Carub.0008s2230.1.p	Bo9g014670, Bo3g037740, Bo3g037750, Bo7g054270, Bo3g039390
OG0014304	Carub.0008s2438.1.p	Bo3g103230
OG0014305	Carub.0008s2737.1.p	Bo7g064030
OG0014306	Carub.0008s0360.1.p	Bo2g124540, Bo7g067810
OG0014307	Carub.0008s1017.1.p	Bo9g096910
OG0014308	Carub.0008s1086.1.p	Bo3g024050
OG0014309	Carub.0001s0428.1.p	Bo5g005150
OG0014310	Carub.0003s0697.1.p	Bo5g141520, Bo3g061230
OG0014311	Carub.0004s0740.1.p	Bo4g027070, Bo4g187800
OG0014312	Carub.0005s1612.1.p	Bo1g080160, Bo8g079020
OG0014313	Carub.0004s1575.1.p, Carub.0004s1574.1.p, Carub.0008s0644.1.p, Carub.0006s1016.1.p, Carub.0006s2532.1.p, Carub.0001s3491.1.p, Carub.0001s3490.1.p, Carub.0006s1015.1.p	Bo4g194060
OG0014314	Carub.0006s2382.1.p	Bo7g095490
OG0014315	Carub.0006s2446.1.p	Bo2g155730
OG0014316	Carub.0006s3477.1.p	Bo3g052580
OG0014317	Carub.0007s1723.1.p	Bo7g109190, Bo1g037270
OG0014318	Carub.0007s1967.1.p	Bo7g107530
OG0014319	Carub.0008s2284.1.p	Bo9g014830, Bo2g162920
OG0014322	Carub.0005s2494.1.p	Bo4g108670
OG0014323	Carub.0001s0695.1.p	Bo8g010670, Bo5g008340
OG0014324	Carub.0001s0507.1.p	Bo8g114990, Bo8g005790
OG0014325	Carub.0003s1567.1.p	Bo1g124920
OG0014331	Carub.0008s2214.1.p	Bo2g161560
OG0014331	Carub.0007s1557.1.p	Bo8g050720
OG0014332	Carub.0003s0868.1.p	Bo5g138200, Bo3g002020
OG0014346	Carub.0003s3477.1.p	Bo7g003600
OG0014347	Carub.0003s0365.1.p	Bo5g148150
OG0014348	Carub.0006s0720.1.p	Bo9g174520
OG0014349	Carub.0006s3495.1.p	Bo2g100340
OG0014352	Carub.0001s2622.1.p	Bo7g048680, Bo5g052280
OG0014353	Carub.0008s1707.1.p	Bo9g126160
OG0014354	Carub.0005s0184.1.p	Bo7g080850
OG0014355	Carub.0003s3467.1.p	Bo7g003680
OG0014356	Carub.0001s0783.1.p	Bo5g009020
OG0014357	Carub.0008s0980.1.p	Bo00935s040
OG0014358	Carub.0001s4480.1.p, Carub.0006s2404.1.p	Bo3g185830
OG0014360	Carub.0003s0894.1.p	Bo5g137990
OG0014361	Carub.0011s0004.1.p	Bo8g010800
OG0014363	Carub.0003s1261.1.p	Bo1g138490
OG0014364	Carub.0001s3836.1.p	Bo5g073050
OG0014365	Carub.0001s1859.1.p	Bo8g068210
OG0014366	Carub.0005s2146.1.p	Bo8g087100
OG0014367	Carub.0004s2871.1.p	Bo4g196000, Bo3g039060
OG0014368	Carub.0006s1110.1.p	Bo3g008890
OG0014369	Carub.0006s3048.1.p	Bo7g108670
OG0014370	Carub.0002s1908.1.p	Bo00722s090
OG0014371	Carub.0006s0336.1.p	Bo3g002810
OG0014372	Carub.0001s3072.1.p	Bo5g088310
OG0014373	Carub.0006s0411.1.p	Bo3g003260
OG0014374	Carub.0007s0919.1.p	Bo7g115080, Bo3g173990
OG0014375	Carub.0008s1473.1.p	Bo2g041800
OG0014376	Carub.0008s0657.1.p	Bo4g078380
OG0014377	Carub.0003s0205.1.p	Bo1g155060
OG0014378	Carub.0005s1604.1.p	Bo8g078940
OG0014379	Carub.0001s0038.1.p	Bo5g001190
OG0014380	Carub.0007s0814.1.p	Bo1g010430
OG0014382	Carub.0008s1840.1.p	Bo2g029000
OG0014383	Carub.0004s2522.1.p	Bo3g036210
OG0014384	Carub.0008s2519.1.p	Bo3g101340
OG0014385	Carub.0005s2062.1.p	Bo4g120390
OG0014386	Carub.0008s1767.1.p	Bo9g130900
OG0014387	Carub.0003s2438.1.p	Bo3g081970
OG0014388	Carub.0003s2153.1.p	Bo3g078630, Bo5g015190
OG0014389	Carub.0003s2446.1.p	Bo1g100050
OG0014390	Carub.0003s2938.1.p	Bo3g086660
OG0014391	Carub.0006s2232.1.p	Bo2g159370
OG0014393	Carub.0005s2274.1.p	Bo8g090400
OG0014394	Carub.0006s1582.1.p	Bo9g160070
OG0014395	Carub.0004s2829.1.p	Bo4g024830
OG0014396	Carub.0005s2802.1.p	Bo6g077660
OG0014397	Carub.0003s2755.1.p	Bo3g123630
OG0014398	Carub.0003s1230.1.p	Bo1g138740
OG0014399	Carub.0006s0982.1.p	Bo9g171330
OG0014400	Carub.0007s0806.1.p	Bo1g010350, Bo3g172380
OG0014401	Carub.0006s2379.1.p	Bo7g095530
OG0014402	Carub.0006s0574.1.p	Bo3g004070
OG0014403	Carub.0003s3147.1.p	Bo9g024500
OG0014404	Carub.0006s3334.1.p	Bo9g007770
OG0014405	Carub.0006s2678.1.p	Bo9g120770
OG0014406	Carub.0007s3177.1.p	Bo4g135980
OG0014408	Carub.0001s2563.1.p	Bo7g050200
OG0014409	Carub.0006s0805.1.p	Bo9g173990
OG0014410	Carub.0006s3545.1.p	Bo3g052970
OG0014412	Carub.0006s0017.1.p	Bo9g186110
OG0014413	Carub.0008s1122.1.p	Bo9g100020
OG0014414	Carub.0006s3206.1.p	Bo3g048670
OG0014415	Carub.0007s0489.1.p	Bo1g006450
OG0014416	Carub.0006s0354.1.p	Bo9g178920
OG0014418	Carub.0006s2761.1.p	Bo3g047020
OG0014419	Carub.0008s1709.1.p	Bo9g126180
OG0014420	Carub.0003s0929.1.p	Bo3g061730
OG0014421	Carub.0006s1500.1.p	Bo9g161800
OG0014422	Carub.0006s2539.1.p	Bo7g093390
OG0014423	Carub.0005s2225.1.p	Bo8g089990
OG0014424	Carub.0006s2919.1.p, Carub.0006s2918.1.p	Bo8g026970
OG0014425	Carub.0007s2645.1.p	Bo7g103750
OG0014426	Carub.0007s3570.1.p	Bo6g064330, Bo4g139350
OG0014427	Carub.0008s0082.1.p	Bo2g131890
OG0014428	Carub.0007s0693.1.p	Bo1g008050
OG0014429	Carub.0008s0582.1.p	Bo9g058810
OG0014430	Carub.0003s2448.1.p	Bo1g099960
OG0014431	Carub.0008s2221.1.p	Bo7g098770
OG0014432	Carub.0001s0129.1.p	Bo5g002980
OG0014433	Carub.0004s0384.1.p	Bo4g154670
OG0014435	Carub.0006s2490.1.p	Bo7g094740, Bo03207s010
OG0014436	Carub.0001s3101.1.p	Bo5g087000
OG0014437	Carub.0005s0317.1.p	Bo2g137320
OG0014438	Carub.0006s3016.1.p	Bo9g091320
OG0014439	Carub.0001s3958.1.p	Bo5g079960
OG0014440	Carub.0008s1513.1.p	Bo9g118890
OG0014441	Carub.0003s1861.1.p	Bo5g117030
OG0014442	Carub.0003s3017.1.p	Bo7g018650
OG0014443	Carub.0003s2425.1.p	Bo7g038770
OG0014444	Carub.0004s1633.1.p	Bo4g039450
OG0014445	Carub.0004s2537.1.p	Bo4g017430
OG0014446	Carub.0007s2799.1.p	Bo4g127120
OG0014447	Carub.0001s0575.1.p	Bo8g114610
OG0014449	Carub.0006s0527.1.p	Bo9g176230, Bo2g007220
OG0014450	Carub.0007s1254.1.p	Bo7g111970
OG0014451	Carub.0006s3071.1.p	Bo9g092630
OG0014452	Carub.0007s0342.1.p	Bo1g005310, Bo4g024350
OG0014453	Carub.0002s1515.1.p	Bo6g107110
OG0014455	Carub.0004s0606.1.p	Bo8g098840
OG0014456	Carub.0001s4367.1.p	Bo6g033310
OG0014457	Carub.0002s1144.1.p	Bo2g051390
OG0014458	Carub.0008s1547.1.p	Bo2g041190, Bo3g021670
OG0014459	Carub.0001s1783.1.p	Bo5g025160
OG0014460	Carub.0004s1319.1.p	Bo3g026480
OG0014461	Carub.0005s3014.1.p	Bo4g096930
OG0014462	Carub.0004s0894.1.p	Bo4g071870
OG0014464	Carub.0002s2771.1.p	Bo6g079960
OG0014466	Carub.0007s0005.1.p	Bo7g102680
OG0014467	Carub.0007s0733.1.p	Bo1g008420
OG0014468	Carub.0001s3531.1.p	Bo6g003540
OG0014470	Carub.0001s3603.1.p	Bo8g019180, Bo5g071170
OG0014471	Carub.0003s3036.1.p	Bo7g017510
OG0014472	Carub.0001s0807.1.p	Bo8g112350
OG0014474	Carub.0006s3001.1.p	Bo9g091090
OG0014475	Carub.0024s0006.1.p	Bo3g179640
OG0014476	Carub.0008s0819.1.p	Bo7g089350
OG0014477	Carub.0004s1910.1.p	Bo4g186710
OG0014478	Carub.0006s1388.1.p	Bo9g163830
OG0014479	Carub.0004s0012.1.p	Bo4g145720
OG0014480	Carub.0008s0843.1.p	Bo7g089460
OG0014481	Carub.0007s3356.1.p	Bo6g066500
OG0014482	Carub.0002s2076.1.p	Bo2g080810
OG0014483	Carub.0004s2000.1.p	Bo3g032130
OG0014484	Carub.0008s0558.1.p	Bo7g065150
OG0014485	Carub.0005s1792.1.p	Bo8g081490
OG0014487	Carub.0007s0089.1.p	Bo3g149770
OG0014488	Carub.0006s1493.1.p	Bo9g161880
OG0014489	Carub.0001s2700.1.p	Bo3g143620
OG0014490	Carub.0004s2298.1.p	Bo4g190360
OG0014491	Carub.0007s0791.1.p	Bo1g010190
OG0014492	Carub.0001s0634.1.p	Bo8g007340, Bo5g007910
OG0014493	Carub.0003s2189.1.p	Bo1g105580
OG0014495	Carub.0007s2264.1.p	Bo1g019700
OG0014496	Carub.0006s2386.1.p	Bo2g155940
OG0014497	Carub.0002s1661.1.p	Bo6g095080
OG0014499	Carub.0004s2105.1.p	Bo3g034080
OG0014500	Carub.0006s0310.1.p	Bo3g002630
OG0014501	Carub.0007s2511.1.p	Bo7g104390, Bo8g043610
OG0014502	Carub.0001s2129.1.p	Bo02651s010
OG0014503	Carub.0005s0237.1.p	Bo9g073100
OG0014504	Carub.0003s0406.1.p	Bo5g146930
OG0014506	Carub.0008s1773.1.p	Bo9g131970
OG0014507	Carub.0007s2577.1.p	Bo7g104090, Bo01063s040
OG0014508	Carub.0003s0280.1.p	Bo1g153670
OG0014509	Carub.0003s3522.1.p	Bo9g028300
OG0014510	Carub.0007s0313.1.p	Bo7g118360
OG0014511	Carub.0008s1312.1.p	Bo9g108650, Bo2g047320
OG0014512	Carub.0006s1969.1.p	Bo3g015690
OG0014513	Carub.0001s2259.1.p	Bo8g076890
OG0014514	Carub.0003s2839.1.p	Bo9g022510
OG0014515	Carub.0007s1497.1.p	Bo1g040700
OG0014516	Carub.0003s0198.1.p	Bo5g151390
OG0014517	Carub.0001s3591.1.p	Bo5g071030
OG0014518	Carub.0002s1056.1.p	Bo2g051140
OG0014520	Carub.0001s1311.1.p	Bo8g065450, Bo5g015030
OG0014521	Carub.0007s1679.1.p	Bo09730s010
OG0014522	Carub.0007s2097.1.p	Bo1g022220
OG0014523	Carub.0002s2751.1.p	Bo6g080090
OG0014525	Carub.0008s2721.1.p	Bo5g141810
OG0014526	Carub.0004s2341.1.p	Bo4g012950
OG0014527	Carub.0008s0220.1.p	Bo7g073840
OG0014528	Carub.0003s1606.1.p	Bo5g126240
OG0014529	Carub.0006s3669.1.p	Bo9g002390
OG0014530	Carub.0007s1930.1.p, Carub.0007s2121.1.p, Carub.0007s1928.1.p	Bo3g164070
OG0014531	Carub.0006s0474.1.p	Bo9g176850
OG0014532	Carub.0001s2886.1.p	Bo5g063210
OG0014533	Carub.0001s0312.1.p	Bo5g004230
OG0014534	Carub.0007s0633.1.p	Bo7g116600
OG0014535	Carub.0005s0871.1.p	Bo1g152190, Bo4g086650
OG0014536	Carub.0004s2022.1.p	Bo3g032320
OG0014538	Carub.0001s1340.1.p	Bo5g017710
OG0014539	Carub.0008s2502.1.p	Bo2g166110
OG0014540	Carub.0001s1596.1.p	Bo6g112210
OG0014541	Carub.0005s2452.1.p	Bo8g092130
OG0014542	Carub.0005s0382.1.p	Bo2g138830
OG0014545	Carub.0008s0759.1.p	Bo7g089040
OG0014546	Carub.0005s2928.1.p	Bo8g097920
OG0014547	Carub.0006s3111.1.p	Bo9g094020
OG0014548	Carub.0007s2423.1.p	Bo1g052920
OG0014550	Carub.0007s2648.1.p	Bo7g103740
OG0014551	Carub.0001s2526.1.p	Bo3g138810
OG0014552	Carub.0001s0722.1.p	Bo8g112820
OG0014553	Carub.0003s0400.1.p	Bo3g058610
OG0014554	Carub.0005s1757.1.p	Bo8g081820
OG0014555	Carub.0005s0545.1.p	Bo7g084280
OG0014556	Carub.0002s0863.1.p	Bo4g078130
OG0014557	Carub.0003s2603.1.p	Bo3g084160
OG0014558	Carub.0006s1156.1.p	Bo2g011250
OG0014559	Carub.0001s3098.1.p	Bo8g028780, Bo5g087020
OG0014560	Carub.0007s0190.1.p	Bo1g002980
OG0014561	Carub.0007s0016.1.p	Bo5g010210
OG0014562	Carub.0004s1247.1.p	Bo4g176040
OG0014563	Carub.0006s0955.1.p	Bo9g171580
OG0014564	Carub.0004s2339.1.p	Bo4g012940
OG0014565	Carub.0001s0022.1.p	Bo8g118190
OG0014566	Carub.0008s0832.1.p	Bo7g089410
OG0014567	Carub.0006s3643.1.p	Bo3g054590
OG0014568	Carub.0001s0734.1.p	Bo8g112730
OG0014570	Carub.0005s1451.1.p	Bo8g076830
OG0014572	Carub.0003s2363.1.p, Carub.0003s2362.1.p	Bo7g040590
OG0014573	Carub.0006s3583.1.p	Bo9g003970
OG0014574	Carub.0008s2179.1.p	Bo7g098340
OG0014575	Carub.0007s1236.1.p	Bo1g051460
OG0014576	Carub.0003s1906.1.p	Bo5g115480
OG0014577	Carub.0008s0952.1.p	Bo9g095410
OG0014578	Carub.0006s0408.1.p	Bo3g003240
OG0014579	Carub.0006s2665.1.p	Bo3g043020
OG0014580	Carub.0005s3015.1.p	Bo3g042190
OG0014581	Carub.0002s1147.1.p	Bo2g051420
OG0014582	Carub.0006s1345.1.p	Bo9g164280, Bo3g010200
OG0014583	Carub.0006s2709.1.p	Bo9g082070, Bo9g082090
OG0014585	Carub.0004s0677.1.p	Bo5g049320
OG0014586	Carub.0001s0069.1.p	Bo5g002410
OG0014587	Carub.0001s2051.1.p	Bo5g032000
OG0014588	Carub.0007s3142.1.p	Bo4g134720
OG0014589	Carub.0001s1507.1.p	Bo5g020760
OG0014590	Carub.0003s1735.1.p	Bo5g122780, Bo3g069060
OG0014591	Carub.0004s0837.1.p	Bo7g056080, Bo7g056090
OG0014593	Carub.0001s0703.1.p	Bo5g008540
OG0014594	Carub.0008s0804.1.p	Bo9g009490
OG0014595	Carub.0002s1404.1.p	Bo6g104030
OG0014596	Carub.0007s1855.1.p	Bo7g108150
OG0014598	Carub.0008s1811.1.p	Bo3g019240
OG0014599	Carub.0006s2210.1.p	Bo7g096990
OG0014600	Carub.0002s1208.1.p	Bo6g099690
OG0014601	Carub.0005s1804.1.p	Bo7g101110, Bo8g081390
OG0014602	Carub.0003s0557.1.p	Bo5g144720
OG0014603	Carub.0004s0559.1.p	Bo4g158780
OG0014604	Carub.0006s0139.1.p	Bo3g001980
OG0014605	Carub.0005s1361.1.p	Bo3g134610
OG0014606	Carub.0002s1792.1.p	Bo2g070800
OG0014607	Carub.0006s0568.1.p	Bo9g175830
OG0014608	Carub.0003s2813.1.p	Bo3g087150
OG0014609	Carub.0003s1972.1.p	Bo5g112470
OG0014610	Carub.0004s2056.1.p	Bo3g032550
OG0014611	Carub.0006s0238.1.p	Bo3g002410
OG0014612	Carub.0003s0721.1.p	Bo3g061380, Bo5g141310
OG0014613	Carub.0005s1320.1.p	Bo3g134110
OG0014614	Carub.0008s2470.1.p	Bo2g165940
OG0014615	Carub.0003s2616.1.p	Bo3g084290
OG0014616	Carub.0008s0658.1.p	Bo4g078370
OG0014617	Carub.0003s2785.1.p	Bo7g014950
OG0014618	Carub.0007s1376.1.p	Bo8g052630, Bo7g111260
OG0014620	Carub.0003s3426.1.p	Bo7g004990
OG0014621	Carub.0008s0081.1.p	Bo7g077150, Bo9g066920
OG0014622	Carub.0001s1551.1.p	Bo5g021170
OG0014623	Carub.0008s2142.1.p	Bo3g017240, Bo3g021180
OG0014624	Carub.0004s1983.1.p	Bo4g030040
OG0014625	Carub.0008s2766.1.p	Bo7g064390
OG0014626	Carub.0008s2290.1.p	Bo2g164020
OG0014627	Carub.0007s2635.1.p	Bo7g103820, Bo1g056690
OG0014629	Carub.0001s2416.1.p	Bo7g054210
OG0014630	Carub.0005s2102.1.p	Bo8g083670, Bo8g083650
OG0014631	Carub.0003s2665.1.p	Bo3g085610
OG0014632	Carub.0003s0284.1.p	Bo1g153630
OG0014633	Carub.0003s0906.1.p	Bo5g137840
OG0014634	Carub.0003s2074.1.p	Bo5g106270
OG0014635	Carub.0007s1997.1.p	Bo1g024190
OG0014636	Carub.0008s1314.1.p	Bo9g108670
OG0014637	Carub.0007s3261.1.p	Bo8g118250
OG0014638	Carub.0006s3023.1.p	Bo9g091360
OG0014640	Carub.0001s0470.1.p	Bo8g115110
OG0014641	Carub.0005s0235.1.p	Bo7g081160
OG0014642	Carub.0007s0254.1.p	Bo3g153330, Bo7g118700
OG0014643	Carub.0001s1022.1.p	Bo8g109330
OG0014644	Carub.0004s2751.1.p	Bo4g024170
OG0014645	Carub.0001s0731.1.p	Bo5g008610
OG0014646	Carub.0003s0882.1.p	Bo1g144310
OG0014647	Carub.0005s0069.1.p	Bo9g070310
OG0014649	Carub.0001s1173.1.p	Bo5g017280
OG0014650	Carub.0006s3381.1.p	Bo9g006450
OG0014651	Carub.0005s2535.1.p	Bo4g108340
OG0014652	Carub.0001s3453.1.p	Bo9g003860
OG0014653	Carub.0002s1605.1.p	Bo6g108870
OG0014654	Carub.0006s1496.1.p	Bo2g013270
OG0014655	Carub.0008s1427.1.p	Bo2g042260
OG0014656	Carub.0001s1933.1.p	Bo5g027770
OG0014657	Carub.0003s2776.1.p	Bo3g087010
OG0014658	Carub.0001s1364.1.p	Bo8g065760, Bo8g107140
OG0014659	Carub.0008s1612.1.p	Bo9g121000
OG0014660	Carub.0001s0439.1.p	Bo5g005220
OG0014661	Carub.0002s2666.1.p	Bo2g095600
OG0014662	Carub.0007s1117.1.p	Bo1g016430
OG0014663	Carub.0003s1021.1.p	Bo5g137000
OG0014664	Carub.0007s1659.1.p	Bo1g039010
OG0014666	Carub.0007s1942.1.p	Bo7g107680, Bo7g107690
OG0014667	Carub.0006s0890.1.p	Bo9g172120, Bo3g005610, Bo2g009870
OG0014668	Carub.0003s2267.1.p	Bo5g095750
OG0014669	Carub.0002s0605.1.p	Bo9g048790
OG0014670	Carub.0007s2872.1.p	Bo4g130790
OG0014671	Carub.0007s2209.1.p	Bo1g020200
OG0014672	Carub.0001s4031.1.p	Bo6g026000
OG0014673	Carub.0005s1673.1.p	Bo1g084730
OG0014674	Carub.0007s2931.1.p	Bo6g056260
OG0014675	Carub.0007s1190.1.p	Bo7g113290
OG0014676	Carub.0005s2083.1.p	Bo4g120110
OG0014677	Carub.0007s2729.1.p	Bo1g057380
OG0014678	Carub.0003s1759.1.p	Bo5g121470
OG0014679	Carub.0002s2070.1.p	Bo2g080800
OG0014681	Carub.0007s2420.1.p	Bo1g052890, Bo7g105020
OG0014682	Carub.0002s0326.1.p	Bo1g098610, Bo4g088250, Bo9g040870
OG0014683	Carub.0002s1253.1.p	Bo6g101030
OG0014685	Carub.0004s0140.1.p	Bo8g101240
OG0014686	Carub.0008s1589.1.p	Bo9g120690
OG0014688	Carub.0007s0735.1.p	Bo3g170940
OG0014689	Carub.0005s1011.1.p	Bo3g122160
OG0014691	Carub.0006s1617.1.p	Bo9g158600
OG0014692	Carub.0001s0036.1.p	Bo8g118100
OG0014693	Carub.0006s2528.1.p	Bo7g093450, Bo9g010280
OG0014694	Carub.0007s3519.1.p	Bo4g158800
OG0014695	Carub.0006s0915.1.p	Bo2g009990
OG0014696	Carub.0005s0641.1.p	Bo1g030650
OG0014697	Carub.0001s3286.1.p	Bo5g085180
OG0014698	Carub.0006s0932.1.p	Bo9g171700
OG0014699	Carub.0001s3768.1.p	Bo6g014400
OG0014700	Carub.0002s1336.1.p	Bo2g055350
OG0014701	Carub.0008s0890.1.p	Bo2g150450
OG0014702	Carub.0006s3303.1.p	Bo9g076440
OG0014703	Carub.0002s1839.1.p	Bo6g113080
OG0014706	Carub.0006s3330.1.p	Bo9g076140
OG0014708	Carub.0024s0003.1.p	Bo3g036460
OG0014709	Carub.0005s1452.1.p	Bo8g076840
OG0014710	Carub.0007s3347.1.p	Bo6g066560
OG0014711	Carub.0008s2824.1.p	Bo9g022070
OG0014712	Carub.0006s0444.1.p	Bo3g021900, Bo7g118120
OG0014713	Carub.0003s1320.1.p	Bo1g135030
OG0014714	Carub.0004s1482.1.p	Bo1g014940
OG0014716	Carub.0007s1417.1.p	Bo1g046550
OG0014717	Carub.0001s2652.1.p	Bo00579s020
OG0014718	Carub.0001s1739.1.p	Bo5g023950
OG0014720	Carub.0008s0928.1.p	Bo7g092730
OG0014721	Carub.0001s2520.1.p	Bo5g043400
OG0014722	Carub.0007s2376.1.p	Bo7g105200
OG0014723	Carub.0003s1507.1.p	Bo5g127180
OG0014724	Carub.0002s0442.1.p	Bo9g043630
OG0014725	Carub.0004s0610.1.p	Bo4g013320
OG0014727	Carub.0001s3816.1.p	Bo00685s020
OG0014728	Carub.0004s2336.1.p	Bo4g190670
