Orthogroup	Capsella_rubella	Arabidopsis_halleri
OG0013766	Carub.0005s0544.1.p	g20521
OG0013767	Carub.0002s2026.1.p, Carub.0002s2024.1.p	g04103
OG0013768	Carub.0002s1428.1.p	g21109
OG0013769	Carub.0005s1082.1.p	g11877
OG0013770	Carub.0008s2140.1.p	g10880
OG0013771	Carub.0003s1905.1.p	g22492
OG0013772	Carub.0001s4043.1.p	g21937
OG0013773	Carub.0008s2765.1.p	g07263
OG0013774	Carub.0003s1420.1.p	g06796
OG0013775	Carub.0006s2801.1.p	g18559
OG0013776	Carub.0008s2753.1.p	g07277
OG0013777	Carub.0006s3526.1.p	g09169
OG0013778	Carub.0004s1984.1.p	g18332
OG0013779	Carub.0002s0146.1.p	g22916
OG0013780	Carub.0007s2575.1.p	g20213
OG0013781	Carub.0002s2602.1.p	g31490
OG0013782	Carub.0002s2231.1.p	g01085
OG0013783	Carub.0005s2814.1.p	g05466
OG0013784	Carub.0001s0733.1.p	g31233
OG0013785	Carub.0004s0093.1.p	g28092
OG0013786	Carub.0004s1007.1.p	g07007
OG0013787	Carub.0006s0542.1.p	g15588
OG0013788	Carub.0007s3232.1.p	g26605
OG0013789	Carub.0006s2317.1.p	g14115
OG0013790	Carub.0002s2541.1.p	g01416
OG0013791	Carub.0007s0191.1.p	g02889
OG0013792	Carub.0001s3988.1.p	g25570
OG0013793	Carub.0006s1746.1.p	g13160
OG0013794	Carub.0001s0128.1.p	g01836
OG0013795	Carub.0008s0205.1.p	g07634
OG0013796	Carub.0008s1642.1.p	g23473
OG0013797	Carub.0008s1134.1.p	g08417
OG0013798	Carub.0001s2115.1.p	g13386
OG0013799	Carub.0003s3552.1.p, Carub.0003s1300.1.p	g25792
OG0013800	Carub.0003s0073.1.p	g02613
OG0013801	Carub.0004s1806.1.p	g03531
OG0013802	Carub.0002s0022.1.p	g26989
OG0013803	Carub.0002s1821.1.p	g03889
OG0013804	Carub.0007s1205.1.p	g04388
OG0013805	Carub.0006s1871.1.p	g12085
OG0013806	Carub.0004s1222.1.p	g24274, g25753
OG0013807	Carub.0002s0819.1.p	g28467
OG0013808	Carub.0004s2397.1.p	g24444
OG0013809	Carub.0007s0969.1.p	g00912
OG0013810	Carub.0007s2458.1.p	g17188
OG0013811	Carub.0001s1419.1.p	g10152
OG0013812	Carub.0004s1803.1.p	g03528
OG0013813	Carub.0004s2180.1.p	g12536
OG0013814	Carub.0007s1253.1.p	g04428
OG0013815	Carub.0003s2433.1.p	g24048
OG0013816	Carub.0003s3214.1.p	g24984
OG0013817	Carub.0004s1541.1.p	g03278
OG0013818	Carub.0001s1495.1.p	g10064
OG0013819	Carub.0005s2650.1.p, Carub.0005s2649.1.p	g22815
OG0013820	Carub.0005s1833.1.p	g14827
OG0013821	Carub.0007s2499.1.p	g23083
OG0013822	Carub.0003s0571.1.p	g06426
OG0013823	Carub.0007s1971.1.p	g21763
OG0013824	Carub.0004s1103.1.p	g24269
OG0013825	Carub.0003s1257.1.p	g05694
OG0013826	Carub.0006s0253.1.p	g15832
OG0013827	Carub.0002s0790.1.p	g24796
OG0013828	Carub.0006s0839.1.p	g19169
OG0013829	Carub.0002s1918.1.p	g03989
OG0013830	Carub.0004s0467.1.p	g22375
OG0013831	Carub.0003s1458.1.p	g06757
OG0013832	Carub.0006s3290.1.p	g21445
OG0013833	Carub.0005s1405.1.p	g12872
OG0013834	Carub.0008s0720.1.p	g28320
OG0013835	Carub.0001s1271.1.p	g32239
OG0013836	Carub.0003s3526.1.p	g25817
OG0013837	Carub.0003s3211.1.p	g24987
OG0013838	Carub.0005s1842.1.p	g28334
OG0013839	Carub.0002s1829.1.p	g03900
OG0013840	Carub.0006s1936.1.p	g12014
OG0013841	Carub.0004s1400.1.p	g03151
OG0013842	Carub.0001s2277.1.p	g13680
OG0013843	Carub.0005s2713.1.p	g05582
OG0013844	Carub.0006s0841.1.p	g19171
OG0013845	Carub.0003s3425.1.p	g20890
OG0013846	Carub.0007s1439.1.p	g04619
OG0013847	Carub.0002s1216.1.p	g22092
OG0013848	Carub.0006s0322.1.p	g15759
OG0013849	Carub.0002s0755.1.p	g24758
OG0013850	Carub.0001s3500.1.p	g31639
OG0013851	Carub.0003s0863.1.p	g06103
OG0013852	Carub.0006s2674.1.p	g20294
OG0013853	Carub.0001s0665.1.p	g02392
OG0013854	Carub.0006s0068.1.p	g19520
OG0013855	Carub.0004s3013.1.p	g09583
OG0013856	Carub.0020s0003.1.p	g28896
OG0013857	Carub.0001s0118.1.p	g01823
OG0013858	Carub.0008s2733.1.p	g07303
OG0013859	Carub.0004s0163.1.p	g21689
OG0013860	Carub.0003s0002.1.p	g02686
OG0013861	Carub.0001s0398.1.p	g02106
OG0013862	Carub.0003s2650.1.p	g16402
OG0013863	Carub.0004s2869.1.p	g09737
OG0013864	Carub.0008s2689.1.p	g07349
OG0013865	Carub.0007s1425.1.p	g04603
OG0013866	Carub.0006s1968.1.p	g11976
OG0013867	Carub.0004s1322.1.p	g07948
OG0013868	Carub.0003s3326.1.p	g22684
OG0013869	Carub.0001s2643.1.p	g12946
OG0013870	Carub.0003s3523.1.p	g25814
OG0013871	Carub.0007s1334.1.p	g04512
OG0013872	Carub.0006s2129.1.p	g27759
OG0013873	Carub.0006s3425.1.p	g09058
OG0013874	Carub.0005s1383.1.p	g12849
OG0013875	Carub.0002s0894.1.p	g30947
OG0013876	Carub.0006s0832.1.p	g19161
OG0013877	Carub.0007s2601.1.p	g20244
OG0013878	Carub.0004s0558.1.p	g21493
OG0013879	Carub.0003s0926.1.p	g06046
OG0013880	Carub.0007s0824.1.p	g00736
OG0013881	Carub.0002s2378.1.p	g26841
OG0013882	Carub.0007s3019.1.p	g30152
OG0013883	Carub.0005s2339.1.p	g21194
OG0013884	Carub.0010s0002.1.p, Carub.0006s0386.1.p	g15683
OG0013885	Carub.0006s0537.1.p	g15579
OG0013886	Carub.0003s2939.1.p	g14271
OG0013887	Carub.0004s2275.1.p	g12637
OG0013888	Carub.0006s1965.1.p	g11979
OG0013889	Carub.0002s0347.1.p	g30246
OG0013890	Carub.0005s1817.1.p	g14846
OG0013891	Carub.0007s0815.1.p	g00727
OG0013892	Carub.0003s0641.1.p	g06498
OG0013893	Carub.0007s2947.1.p	g19959
OG0013895	Carub.0004s1481.1.p	g04243
OG0013896	Carub.0004s0764.1.p	g26191
OG0013897	Carub.0007s1619.1.p	g10335
OG0013898	Carub.0007s1379.1.p	g04556
OG0013899	Carub.0001s1248.1.p	g31812, g04793
OG0013900	Carub.0003s0327.1.p	g06142
OG0013901	Carub.0001s2686.1.p	g12995
OG0013902	Carub.0008s0186.1.p	g07661
OG0013903	Carub.0006s1347.1.p	g00240
OG0013904	Carub.0002s0117.1.p	g22940
OG0013905	Carub.0005s1907.1.p	g20464
OG0013906	Carub.0003s2423.1.p	g24037
OG0013907	Carub.0003s0292.1.p	g26788
OG0013908	Carub.0001s3646.1.p	g19037
OG0013909	Carub.0008s2686.1.p	g07352
OG0013910	Carub.0007s0423.1.p	g00304
OG0013911	Carub.0002s1412.1.p	g21092
OG0013912	Carub.0001s0067.1.p	g01764
OG0013913	Carub.0004s2079.1.p	g18439
OG0013914	Carub.0003s2418.1.p	g24029
OG0013915	Carub.0003s0750.1.p	g11775
OG0013916	Carub.0008s0975.1.p	g27086
OG0013917	Carub.0004s0054.1.p	g23958
OG0013918	Carub.0008s2742.1.p	g07292
OG0013919	Carub.0004s1999.1.p	g18342
OG0013920	Carub.0007s1398.1.p	g04578
OG0013921	Carub.0008s1220.1.p	g08299
OG0013922	Carub.0001s1203.1.p	g04841
OG0013923	Carub.0004s2165.1.p	g12520
OG0013924	Carub.0001s4040.1.p	g21934
OG0013925	Carub.0008s2475.1.p	g12414
OG0013926	Carub.0008s2182.1.p	g10835
OG0013927	Carub.0006s1120.1.p	g10739
OG0013928	Carub.0002s2335.1.p	g01196
OG0013929	Carub.0001s3146.1.p	g17656
OG0013930	Carub.0006s1834.1.p	g12171
OG0013931	Carub.0002s1397.1.p	g21081
OG0013932	Carub.0007s2026.1.p	g05244
OG0013933	Carub.0007s2770.1.p	g23199
OG0013934	Carub.0007s1608.1.p	g10326
OG0013935	Carub.0008s2388.1.p	g12319
OG0013936	Carub.0007s1948.1.p	g21790
OG0013937	Carub.0008s1454.1.p	g09422
OG0013938	Carub.0007s2798.1.p	g23166
OG0013939	Carub.0004s2795.1.p	g09816
OG0013940	Carub.0004s2928.1.p	g09669
OG0013941	Carub.0006s3392.1.p	g09027
OG0013942	Carub.0001s0788.1.p	g18248
OG0013943	Carub.0001s0706.1.p	g02431
OG0013944	Carub.0004s1769.1.p	g03496
OG0013945	Carub.0001s3976.1.p	g25593
OG0013946	Carub.0007s0792.1.p	g00703
OG0013947	Carub.0007s1632.1.p	g10349
OG0013948	Carub.0001s0055.1.p	g01751, g01744
OG0013949	Carub.0005s2485.1.p	g16590
OG0013950	Carub.0001s4346.1.p	g24873
OG0013951	Carub.0004s0449.1.p	g22346
OG0013952	Carub.0004s2192.1.p	g12549
OG0013953	Carub.0004s0599.1.p	g27381
OG0013954	Carub.0005s2041.1.p	g11389
OG0013955	Carub.0008s0752.1.p	g28267
OG0013956	Carub.0003s0178.1.p	g02499
OG0013957	Carub.0004s1347.1.p	g07981
OG0013959	Carub.0002s0071.1.p	g30533
OG0013960	Carub.0001s0972.1.p	g05081
OG0013962	Carub.0002s2449.1.p	g01318
OG0013963	Carub.0003s2069.1.p	g11160
OG0013964	Carub.0002s1557.1.p	g14687
OG0013965	Carub.0004s2962.1.p	g09635
OG0013966	Carub.0005s0271.1.p	g23587
OG0013967	Carub.0001s4294.1.p	g24934
OG0013968	Carub.0005s0328.1.p	g19615, g19616
OG0013969	Carub.0001s3613.1.p	g25088, g18997
OG0013970	Carub.0007s3656.1.p	g24668
OG0013971	Carub.0002s2192.1.p, Carub.0002s2194.1.p	g01051
OG0013972	Carub.0004s1565.1.p	g03302
OG0013973	Carub.0002s2122.1.p	g00984
OG0013974	Carub.0005s2496.1.p	g16581
OG0013975	Carub.0001s1599.1.p	g09971
OG0013976	Carub.0007s1597.1.p	g10312
OG0013977	Carub.0008s1480.1.p	g09390
OG0013978	Carub.0007s3248.1.p	g28432
OG0013979	Carub.0002s2393.1.p	g01257
OG0013980	Carub.0003s3239.1.p	g24943
OG0013981	Carub.0008s2139.1.p	g10881
OG0013982	Carub.0004s2176.1.p	g12532
OG0013983	Carub.0003s1968.1.p	g22560
OG0013984	Carub.0003s2155.1.p	g11259
OG0013985	Carub.0006s1721.1.p	g13189
OG0013986	Carub.0008s0046.1.p	g07822
OG0013987	Carub.0003s1158.1.p	g05808
OG0013988	Carub.0008s2401.1.p	g12333
OG0013989	Carub.0006s0557.1.p	g15601
OG0013990	Carub.0001s1327.1.p	g04703
OG0013991	Carub.0006s0089.1.p	g19498
OG0013992	Carub.0007s0634.1.p	g00536
OG0013993	Carub.0008s2694.1.p	g07343
OG0013994	Carub.0005s0033.1.p	g14519
OG0013995	Carub.0002s2755.1.p	g01658
OG0013996	Carub.0004s1764.1.p	g03489
OG0013997	Carub.0003s2870.1.p	g19655
OG0013998	Carub.0006s0659.1.p	g23878
OG0013999	Carub.0006s0700.1.p	g23830
OG0014000	Carub.0007s2188.1.p	g15425
OG0014001	Carub.0008s1736.1.p	g24110
OG0014002	Carub.0006s1573.1.p	g00018
OG0014003	Carub.0003s2777.1.p	g10913
OG0014004	Carub.0008s2551.1.p	g07504
OG0014005	Carub.0004s1405.1.p	g03159
OG0014006	Carub.0001s1760.1.p	g25905
OG0014007	Carub.0002s1505.1.p	g14735
OG0014008	Carub.0001s4016.1.p	g21905
OG0014009	Carub.0008s1874.1.p	g16917, g31350
OG0014010	Carub.0005s1288.1.p	g19261
OG0014011	Carub.0001s0781.1.p	g18255
OG0014012	Carub.0005s1381.1.p, Carub.0006s2698.1.p	g20329
OG0014013	Carub.0006s3698.1.p	g28763
OG0014014	Carub.0006s2610.1.p	g29187
OG0014015	Carub.0002s1374.1.p	g21050
OG0014016	Carub.0008s2213.1.p	g10802
OG0014017	Carub.0006s0553.1.p	g15597
OG0014018	Carub.0006s2451.1.p	g17879
OG0014019	Carub.0008s1337.1.p	g23017
OG0014020	Carub.0001s0482.1.p	g02189
OG0014021	Carub.0004s2589.1.p	g18007
OG0014022	Carub.0006s1665.1.p	g13253
OG0014023	Carub.0006s1264.1.p	g19250
OG0014024	Carub.0005s0792.1.p	g28695
OG0014025	Carub.0007s1211.1.p	g04392
OG0014026	Carub.0007s0648.1.p	g00549
OG0014027	Carub.0001s0682.1.p	g02411
OG0014028	Carub.0001s0223.1.p	g01934
OG0014029	Carub.0003s1249.1.p	g05701
OG0014030	Carub.0005s2824.1.p	g05454
OG0014031	Carub.0008s0632.1.p	g22108
OG0014032	Carub.0001s4368.1.p	g24848
OG0014033	Carub.0004s1868.1.p	g03589
OG0014034	Carub.0001s0265.1.p	g01979, g01919
OG0014035	Carub.0008s1113.1.p	g08444
OG0014036	Carub.0006s1920.1.p	g12028
OG0014037	Carub.0003s0369.1.p	g06198
OG0014038	Carub.0001s4379.1.p	g27943
OG0014039	Carub.0004s2504.1.p	g17340
OG0014040	Carub.0001s1707.1.p	g09857
OG0014041	Carub.0006s3521.1.p	g09158
OG0014042	Carub.0006s2941.1.p	g25319
OG0014043	Carub.0007s1270.1.p	g04445
OG0014044	Carub.0001s3171.1.p	g17686
OG0014045	Carub.0005s2892.1.p	g05374
OG0014046	Carub.0003s2818.1.p	g21294
OG0014047	Carub.0006s0045.1.p	g28629
OG0014048	Carub.0002s1997.1.p	g04070
OG0014049	Carub.0005s2867.1.p	g05406
OG0014050	Carub.0008s1375.1.p	g29973
OG0014051	Carub.0004s1324.1.p	g07950
OG0014052	Carub.0008s0899.1.p	g25093
OG0014053	Carub.0005s0277.1.p	g23580
OG0014054	Carub.0007s1574.1.p	g10292
OG0014055	Carub.0007s3070.1.p	g30883
OG0014056	Carub.0003s2085.1.p	g11176
OG0014057	Carub.0006s3108.1.p	g26552
OG0014058	Carub.0007s3651.1.p	g24675
OG0014059	Carub.0008s1447.1.p	g09430, g09428
OG0014060	Carub.0006s0228.1.p	g15856
OG0014061	Carub.0001s0606.1.p	g02315
OG0014062	Carub.0004s1621.1.p	g03350
OG0014063	Carub.0001s4486.1.p	g24621
OG0014064	Carub.0008s2133.1.p	g10888
OG0014065	Carub.0007s2726.1.p	g20128
OG0014066	Carub.0008s2844.1.p	g07182
OG0014067	Carub.0001s0476.1.p	g02183
OG0014068	Carub.0008s0358.1.p	g23656
OG0014069	Carub.0005s1816.1.p	g14847
OG0014070	Carub.0004s1636.1.p	g03367
OG0014071	Carub.0008s1192.1.p	g08337
OG0014072	Carub.0003s0144.1.p	g02539
OG0014073	Carub.0004s1229.1.p	g25759
OG0014074	Carub.0001s2936.1.p	g18855
OG0014075	Carub.0004s0614.1.p	g29341
OG0014076	Carub.0007s1941.1.p	g21797
OG0014077	Carub.0001s2940.1.p	g18859
OG0014078	Carub.0006s0372.1.p	g15694
OG0014079	Carub.0008s1074.1.p	g08475
OG0014080	Carub.0005s2342.1.p	g21190
OG0014081	Carub.0003s2773.1.p	g31866
OG0014082	Carub.0001s0048.1.p	g01735
OG0014083	Carub.0004s0727.1.p	g29775
OG0014084	Carub.0003s3533.1.p	g25804
OG0014085	Carub.0008s0545.1.p	g23752
OG0014086	Carub.0001s1806.1.p	g14011
OG0014087	Carub.0008s1925.1.p	g16970
OG0014088	Carub.0005s1015.1.p	g26849
OG0014089	Carub.0001s0360.1.p	g02071
OG0014090	Carub.0007s1724.1.p	g10440
OG0014091	Carub.0006s1826.1.p	g12161
OG0014092	Carub.0007s1235.1.p	g04413
OG0014093	Carub.0001s3107.1.p	g15974
OG0014094	Carub.0006s0856.1.p	g19186
OG0014095	Carub.0008s1024.1.p	g25526
OG0014096	Carub.0008s1727.1.p	g24098
OG0014097	Carub.0006s3228.1.p	g21410
OG0014098	Carub.0007s0261.1.p	g02952
OG0014099	Carub.0001s0021.1.p	g01702
OG0014100	Carub.0002s0067.1.p	g30540
OG0014101	Carub.0008s2827.1.p	g07199
OG0014102	Carub.0008s2772.1.p	g07256
OG0014103	Carub.0008s2259.1.p	g12183
OG0014104	Carub.0003s0273.1.p	g26809
OG0014105	Carub.0001s0613.1.p	g02323
OG0014106	Carub.0002s0740.1.p	g16260
OG0014107	Carub.0007s0129.1.p	g02817
OG0014108	Carub.0001s2856.1.p	g23726
OG0014109	Carub.0003s1038.1.p	g05934
OG0014110	Carub.0006s0981.1.p	g10601
OG0014111	Carub.0001s1740.1.p	g25925
OG0014112	Carub.0005s1888.1.p	g20484
OG0014113	Carub.0008s2836.1.p	g07189
OG0014114	Carub.0008s2604.1.p	g07447
OG0014115	Carub.0001s2346.1.p	g13601
OG0014116	Carub.0005s0778.1.p	g08590
OG0014117	Carub.0008s1906.1.p	g16951
OG0014118	Carub.0003s0179.1.p	g02498
OG0014119	Carub.0008s2300.1.p	g12223
OG0014120	Carub.0007s1721.1.p	g10438
OG0014121	Carub.0005s0782.1.p	g08586
OG0014122	Carub.0003s0424.1.p	g06261
OG0014123	Carub.0006s0977.1.p	g10597
OG0014124	Carub.0008s0801.1.p	g15924
OG0014125	Carub.0002s0119.1.p	g22937
OG0014126	Carub.0007s0930.1.p	g00869
OG0014127	Carub.0001s0408.1.p	g02116
OG0014128	Carub.0003s1564.1.p	g06633
OG0014129	Carub.0005s0440.1.p	g20736
OG0014130	Carub.0006s0794.1.p	g19111
OG0014131	Carub.0003s0459.1.p	g06296
OG0014132	Carub.0003s2497.1.p	g20073
OG0014133	Carub.0008s1669.1.p	g23444
OG0014134	Carub.0007s2636.1.p	g20272
OG0014135	Carub.0005s1769.1.p	g14897
OG0014136	Carub.0001s2072.1.p	g13434
OG0014137	Carub.0008s0457.1.p	g17527
OG0014138	Carub.0001s3385.1.p	g26161
OG0014139	Carub.0002s1771.1.p	g03837
OG0014140	Carub.0001s1725.1.p	g25941
OG0014141	Carub.0006s1001.1.p	g10620
OG0014142	Carub.0001s0882.1.p	g18149
OG0014143	Carub.0005s0052.1.p	g14543
OG0014144	Carub.0004s2241.1.p	g12600
OG0014145	Carub.0001s0318.1.p	g02032
OG0014146	Carub.0008s2789.1.p	g07237
OG0014147	Carub.0002s0865.1.p	g29183
OG0014148	Carub.0001s1521.1.p	g10037
OG0014149	Carub.0008s2811.1.p	g07214
OG0014150	Carub.0001s3220.1.p	g27257
OG0014151	Carub.0006s1029.1.p	g10647
OG0014152	Carub.0003s1604.1.p	g06585
OG0014153	Carub.0006s1031.1.p	g10649
OG0014154	Carub.0004s1370.1.p	g03114
OG0014155	Carub.0005s0924.1.p	g05736
OG0014156	Carub.0006s0520.1.p	g15556
OG0014157	Carub.0001s2914.1.p	g18827
OG0014158	Carub.0005s1172.1.p	g27977
OG0014159	Carub.0003s1537.1.p	g06662
OG0014160	Carub.0001s1151.1.p	g04898
OG0014161	Carub.0006s0318.1.p	g15766
OG0014162	Carub.0003s0463.1.p	g06302
OG0014163	Carub.0007s2186.1.p	g15427
OG0014164	Carub.0003s0617.1.p, Carub.0003s0619.1.p	g06475
OG0014165	Carub.0003s3475.1.p	g25854
OG0014166	Carub.0007s3739.1.p	g25051
OG0014167	Carub.0001s0901.1.p	g28847
OG0014168	Carub.0003s1302.1.p	g05651
OG0014169	Carub.0004s2003.1.p	g18345
OG0014170	Carub.0001s2168.1.p	g30984
OG0014171	Carub.0003s0151.1.p	g02531
OG0014172	Carub.0001s0285.1.p	g02004
OG0014173	Carub.0001s2657.1.p	g12966
OG0014174	Carub.0008s1792.1.p	g16826
OG0014175	Carub.0001s0016.1.p	g01696
OG0014176	Carub.0008s0895.1.p	g25089
OG0014177	Carub.0006s0669.1.p	g23867
OG0014178	Carub.0006s1411.1.p	g00179
OG0014179	Carub.0003s1821.1.p	g21594
OG0014180	Carub.0007s2560.1.p	g20196
OG0014181	Carub.0001s3518.1.p	g17063
OG0014182	Carub.0004s1655.1.p	g03379
OG0014183	Carub.0003s1740.1.p	g16139
OG0014184	Carub.0001s3543.1.p	g17034
OG0014185	Carub.0003s0938.1.p	g06029
OG0014186	Carub.0007s0030.1.p	g02713
OG0014187	Carub.0002s1451.1.p	g14796
OG0014188	Carub.0006s0751.1.p	g19058
OG0014189	Carub.0007s2713.1.p	g20142
OG0014190	Carub.0002s1457.1.p	g14804
OG0014191	Carub.0006s2447.1.p	g17875
OG0014192	Carub.0001s0590.1.p	g02299
OG0014193	Carub.0001s2392.1.p	g08014
OG0014194	Carub.0001s0775.1.p	g18261
OG0014195	Carub.0008s1428.1.p	g09455
OG0014197	Carub.0008s2657.1.p	g07383
OG0014198	Carub.0001s1279.1.p	g04768
OG0014199	Carub.0002s0627.1.p	g24706
OG0014200	Carub.0003s1980.1.p	g28982
OG0014201	Carub.0007s3287.1.p	g20612
OG0014202	Carub.0005s2291.1.p	g21253
OG0014203	Carub.0006s0455.1.p	g26003
OG0014204	Carub.0003s2639.1.p	g16414
OG0014205	Carub.0006s3382.1.p	g09016
OG0014206	Carub.0001s0798.1.p	g18238
OG0014207	Carub.0006s1080.1.p	g10700
OG0014208	Carub.0004s1527.1.p	g03263
OG0014209	Carub.0001s0178.1.p	g01882
OG0014210	Carub.0006s3668.1.p	g19794
OG0014211	Carub.0008s0864.1.p	g27452
OG0014212	Carub.0008s1169.1.p	g08369
OG0014213	Carub.0003s0745.1.p	g11780
OG0014214	Carub.0003s1205.1.p	g05761
OG0014215	Carub.0003s3181.1.p	g22162
OG0014216	Carub.0006s1588.1.p	g00005
OG0014218	Carub.0006s2346.1.p	g14080
OG0014219	Carub.0008s0196.1.p	g07646
OG0014220	Carub.0001s1796.1.p	g14023
OG0014221	Carub.0008s2272.1.p	g12195
OG0014222	Carub.0004s2519.1.p	g17361
OG0014223	Carub.0006s0682.1.p	g23853
OG0014224	Carub.0006s3118.1.p	g29509
OG0014225	Carub.0006s2001.1.p	g11941
OG0014226	Carub.0004s2383.1.p	g24462
OG0014227	Carub.0003s0589.1.p	g06447
OG0014228	Carub.0007s3634.1.p	g24694
OG0014229	Carub.0007s1114.1.p	g04296
OG0014230	Carub.0002s0958.1.p	g29679
OG0014231	Carub.0004s1799.1.p	g03523
OG0014232	Carub.0005s2746.1.p	g05548
OG0014233	Carub.0006s0853.1.p	g19183
OG0014234	Carub.0003s1798.1.p	g21566
OG0014235	Carub.0008s2580.1.p	g07469
OG0014236	Carub.0002s0734.1.p	g16257
OG0014238	Carub.0008s1301.1.p	g08223
OG0014239	Carub.0002s1787.1.p	g03853
OG0014240	Carub.0006s0833.1.p	g19163
OG0014241	Carub.0003s1870.1.p	g21639
OG0014242	Carub.0006s1547.1.p	g00042
OG0014243	Carub.0007s1673.1.p	g10389
OG0014244	Carub.0007s3384.1.p	g22468
OG0014245	Carub.0001s0155.1.p	g01858
OG0014246	Carub.0006s2172.1.p	g25256
OG0014247	Carub.0001s1884.1.p	g13924
OG0014346	Carub.0003s3477.1.p	g25851
OG0014347	Carub.0003s0365.1.p	g06118, g06190
OG0014348	Carub.0006s0720.1.p	g23808
OG0014349	Carub.0006s3495.1.p	g09129
OG0014350	Carub.0001s0319.1.p	g02033
OG0014351	Carub.0007s2743.1.p	g20110
OG0014352	Carub.0001s2622.1.p	g12920
OG0014353	Carub.0008s1707.1.p	g24075
OG0014354	Carub.0005s0184.1.p	g13813
OG0014355	Carub.0003s3467.1.p	g25858
OG0014356	Carub.0001s0783.1.p	g18253
OG0014357	Carub.0008s0980.1.p	g27090
OG0014358	Carub.0001s4480.1.p, Carub.0006s2404.1.p	g24615
OG0014359	Carub.0003s2520.1.p	g28231
OG0014360	Carub.0003s0894.1.p	g06075
OG0014361	Carub.0011s0004.1.p	g02436
OG0014362	Carub.0003s0911.1.p	g06053
OG0014363	Carub.0003s1261.1.p	g05690
OG0014364	Carub.0001s3836.1.p	g24330
OG0014365	Carub.0001s1859.1.p	g13948
OG0014366	Carub.0005s2146.1.p	g11508
OG0014367	Carub.0004s2871.1.p	g09735
OG0014368	Carub.0006s1110.1.p	g10729
OG0014369	Carub.0006s3048.1.p	g27979
OG0014370	Carub.0002s1908.1.p	g03983
OG0014371	Carub.0006s0336.1.p	g15738
OG0014372	Carub.0001s3072.1.p	g16023
OG0014373	Carub.0006s0411.1.p	g26048
OG0014374	Carub.0007s0919.1.p	g00861
OG0014375	Carub.0008s1473.1.p	g09401
OG0014376	Carub.0008s0657.1.p	g25387
OG0014377	Carub.0003s0205.1.p	g02469
OG0014378	Carub.0005s1604.1.p	g22288
OG0014379	Carub.0001s0038.1.p	g01725, g01709
OG0014380	Carub.0007s0814.1.p	g00726
OG0014381	Carub.0005s2235.1.p	g11591
OG0014382	Carub.0008s1840.1.p	g16880
OG0014383	Carub.0004s2522.1.p	g17365
OG0014384	Carub.0008s2519.1.p	g07553
OG0014385	Carub.0005s2062.1.p	g11414
OG0014386	Carub.0008s1767.1.p	g24150
OG0014387	Carub.0003s2438.1.p	g24056
OG0014388	Carub.0003s2153.1.p	g11257
OG0014389	Carub.0003s2446.1.p	g29225, g30133
OG0014390	Carub.0003s2938.1.p	g16375
OG0014391	Carub.0006s2232.1.p	g27594
OG0014392	Carub.0002s0312.1.p	g17760
OG0014393	Carub.0005s2274.1.p	g11637
OG0014394	Carub.0006s1582.1.p	g00011
OG0014395	Carub.0004s2829.1.p	g09778
OG0014396	Carub.0005s2802.1.p	g05493
OG0014397	Carub.0003s2755.1.p	g30056
OG0014398	Carub.0003s1230.1.p	g05728
OG0014399	Carub.0006s0982.1.p	g10603
OG0014400	Carub.0007s0806.1.p	g00717
OG0014401	Carub.0006s2379.1.p	g14033
OG0014402	Carub.0006s0574.1.p	g15620
OG0014403	Carub.0003s3147.1.p	g22195
OG0014404	Carub.0006s3334.1.p	g08948
OG0014405	Carub.0006s2678.1.p	g20298
OG0014406	Carub.0007s3177.1.p	g16291
OG0014407	Carub.0007s1631.1.p	g10348
OG0014408	Carub.0001s2563.1.p	g26690
OG0014409	Carub.0006s0805.1.p	g19121
OG0014410	Carub.0006s3545.1.p	g09190
OG0014411	Carub.0008s1720.1.p	g24092
OG0014412	Carub.0006s0017.1.p	g27925
OG0014413	Carub.0008s1122.1.p	g08433
OG0014414	Carub.0006s3206.1.p	g29667
OG0014415	Carub.0007s0489.1.p	g00372
OG0014416	Carub.0006s0354.1.p	g15718, g11961
OG0014418	Carub.0006s2761.1.p	g27409
OG0014419	Carub.0008s1709.1.p	g24077
OG0014420	Carub.0003s0929.1.p	g06037, g06072
OG0014421	Carub.0006s1500.1.p	g00091
OG0014422	Carub.0006s2539.1.p	g25697
OG0014423	Carub.0005s2225.1.p	g11580
OG0014424	Carub.0006s2919.1.p	g06557
OG0014424	Carub.0006s2918.1.p	g06555
OG0014425	Carub.0007s2645.1.p	g20282
OG0014426	Carub.0007s3570.1.p	g29851
OG0014427	Carub.0008s0082.1.p	g07767
OG0014428	Carub.0007s0693.1.p	g00596
OG0014429	Carub.0008s0582.1.p	g29788
OG0014430	Carub.0003s2448.1.p	g30136
OG0014431	Carub.0008s2221.1.p	g10794
OG0014432	Carub.0001s0129.1.p	g24458
OG0014433	Carub.0004s0384.1.p	g08853
OG0014435	Carub.0006s2490.1.p	g17935
OG0014436	Carub.0001s3101.1.p	g15984
OG0014437	Carub.0005s0317.1.p	g23542
OG0014438	Carub.0006s3016.1.p	g20664
OG0014439	Carub.0001s3958.1.p	g25623
OG0014440	Carub.0008s1513.1.p	g09354
OG0014441	Carub.0003s1861.1.p	g21633
OG0014442	Carub.0003s3017.1.p	g26523
OG0014443	Carub.0003s2425.1.p	g24038
OG0014444	Carub.0004s1633.1.p	g03361
OG0014445	Carub.0004s2537.1.p	g17381
