Orthogroup	Capsella_rubella	Arabidopsis_lyrata
OG0011971	Carub.0003s1739.1.p	fgenesh2_kg.3__1951__AT3G17670.1
OG0011972	Carub.0001s1193.1.p	fgenesh2_kg.1__1329__AT1G12250.1
OG0011973	Carub.0004s1230.1.p	scaffold_401627.1
OG0011975	Carub.0006s1270.1.p	fgenesh1_pm.C_scaffold_6001142
OG0011977	Carub.0001s3628.1.p	scaffold_104330.1
OG0011978	Carub.0001s0481.1.p	fgenesh2_kg.1__503__AT1G05490.1
OG0011979	Carub.0004s0844.1.p	fgenesh1_pm.C_scaffold_4000506
OG0011980	Carub.0006s1366.1.p	scaffold_601579.1
OG0011981	Carub.0008s2346.1.p	fgenesh1_pm.C_scaffold_8001845
OG0011982	Carub.0007s0140.1.p	scaffold_700157.1
OG0011983	Carub.0005s1350.1.p	Al_scaffold_0005_1549
OG0011984	Carub.0003s0810.1.p	fgenesh2_kg.3__906__AT3G08970.1
OG0011985	Carub.0004s0893.1.p	fgenesh2_kg.4__756__AT2G28130.1
OG0011986	Carub.0004s1837.1.p, Carub.0004s1836.1.p	fgenesh2_kg.4__1693__AT2G36560.1
OG0011987	Carub.0007s3695.1.p	scaffold_704170.1
OG0011988	Carub.0004s2960.1.p	fgenesh2_kg.4__2915__AT2G46880.1, scaffold_18100001.1
OG0011989	Carub.0006s3062.1.p	fgenesh2_kg.6__3113__AT4G11570.1
OG0011990	Carub.0005s2057.1.p	fgenesh2_kg.5__1783__AT3G53980.2
OG0011991	Carub.0001s0413.1.p	fgenesh2_kg.1__428__AT1G04890.1
OG0011992	Carub.0002s0160.1.p	fgenesh2_kg.2__151__AT1G63240.1
OG0011993	Carub.0002s2074.1.p	fgenesh2_kg.2__1666__AT1G73965.1
OG0011994	Carub.0008s0621.1.p	fgenesh2_kg.8__577__AT5G42740.1
OG0011995	Carub.0004s1654.1.p	fgenesh2_kg.4__1508__AT2G34860.1
OG0011996	Carub.0002s1729.1.p	scaffold_201945.1
OG0011997	Carub.0004s0646.1.p	fgenesh1_pg.C_scaffold_4000668
OG0011998	Carub.0006s1892.1.p	fgenesh2_kg.6__2097__AT5G20590.1
OG0011999	Carub.0003s3056.1.p	fgenesh1_pg.C_scaffold_3003056
OG0012000	Carub.0008s0856.1.p	fgenesh2_kg.8__762__AT5G48830.1
OG0012001	Carub.0006s1166.1.p	fgenesh2_kg.6__1305__AT5G13500.1
OG0012002	Carub.0004s1523.1.p	Al_scaffold_0004_1829
OG0012003	Carub.0007s0638.1.p	scaffold_700742.1
OG0012004	Carub.0008s2478.1.p	fgenesh2_kg.8__2410__AT5G64000.1
OG0012005	Carub.0003s2064.1.p	scaffold_302468.1
OG0012006	Carub.0001s3208.1.p	scaffold_103782.1
OG0012007	Carub.0006s1954.1.p	scaffold_101049.1, Al_scaffold_0006_2054
OG0012008	Carub.0006s2786.1.p	scaffold_603255.1
OG0012009	Carub.0004s1949.1.p	fgenesh2_kg.4__1813__AT2G37570.1
OG0012010	Carub.0002s0394.1.p	scaffold_200471.1
OG0012011	Carub.0004s1915.1.p	fgenesh2_kg.4__1776__AT2G37240.1
OG0012012	Carub.0008s2349.1.p	fgenesh2_kg.8__2274__AT5G62760.1
OG0012013	Carub.0003s3135.1.p, Carub.0024s0005.1.p	fgenesh2_kg.6__4__AT5G01990.1
OG0012014	Carub.0001s3253.1.p	fgenesh2_kg.1__3548__AT1G34380.2
OG0012015	Carub.0006s1875.1.p	fgenesh2_kg.6__2079__AT5G20360.1
OG0012016	Carub.0003s0442.1.p	fgenesh2_kg.3__505__AT3G05170.1
OG0012017	Carub.0005s1459.1.p	fgenesh1_pg.C_scaffold_5001324
OG0012018	Carub.0008s0946.1.p	scaffold_801348.1
OG0012019	Carub.0001s2616.1.p	fgenesh2_kg.1__2924__AT1G27660.1
OG0012020	Carub.0002s2110.1.p	scaffold_202374.1
OG0012021	Carub.0004s0040.1.p	Al_scaffold_0004_51
OG0012022	Carub.0008s1081.1.p	fgenesh2_kg.8__960__AT5G50820.1
OG0012023	Carub.0008s1713.1.p	fgenesh2_kg.8__1573__AT5G56650.1
OG0012024	Carub.0001s4319.1.p	fgenesh1_pm.C_scaffold_1003483
OG0012025	Carub.0002s1138.1.p	scaffold_201208.1
OG0012026	Carub.0001s1833.1.p	fgenesh2_kg.1__2047__AT1G18700.1
OG0012027	Carub.0008s0183.1.p	scaffold_800228.1
OG0012028	Carub.0004s1913.1.p	scaffold_402360.1
OG0012029	Carub.0003s1590.1.p	Al_scaffold_0003_1683
OG0012030	Carub.0001s1893.1.p	fgenesh2_kg.1__2111__AT1G19340.1
OG0012031	Carub.0006s0019.1.p	scaffold_600043.1
OG0012032	Carub.0007s3166.1.p	fgenesh2_kg.7__3070__AT5G35840.1
OG0012033	Carub.0005s0880.1.p	scaffold_501084.1
OG0012034	Carub.0008s0151.1.p	scaffold_201388.1
OG0012034	Carub.0008s0153.1.p	fgenesh2_kg.8__151__AT5G46380.1
OG0012035	Carub.0006s0034.1.p	fgenesh2_kg.6__61__AT5G01490.1
OG0012036	Carub.0003s0887.1.p	fgenesh2_kg.3__1002__AT3G09780.1
OG0012037	Carub.0001s3381.1.p, Carub.0002s1356.1.p	fgenesh2_kg.2__953__AT1G67280.1
OG0012038	Carub.0005s1802.1.p	fgenesh2_kg.5__1512__AT3G51660.1
OG0012039	Carub.0008s1722.1.p	fgenesh2_kg.8__1581__AT5G56740.1
OG0012040	Carub.0003s1330.1.p	scaffold_301592.1
OG0012041	Carub.0005s2257.1.p	fgenesh2_kg.5__2011__AT3G55780.1
OG0012042	Carub.0007s0611.1.p	scaffold_700710.1
OG0012043	Carub.0002s0934.1.p	fgenesh2_kg.1__4679__AT1G54500.1
OG0012044	Carub.0001s1049.1.p	scaffold_101182.1
OG0012045	Carub.0002s2164.1.p	fgenesh2_kg.2__1752__AT1G74860.1
OG0012046	Carub.0008s1846.1.p	Al_scaffold_0008_2258
OG0012047	Carub.0003s2138.1.p	fgenesh2_kg.3__2356__AT3G21350.1
OG0012048	Carub.0005s1567.1.p	fgenesh2_kg.5__1292__AT3G49400.1
OG0012049	Carub.0002s2116.1.p	fgenesh2_kg.2__1702__AT1G74390.1
OG0012050	Carub.0007s0938.1.p	fgenesh2_kg.7__1061__AT4G31150.1
OG0012051	Carub.0008s1040.1.p	fgenesh1_pg.C_scaffold_58000003
OG0012052	Carub.0005s0300.1.p	Al_scaffold_0005_322, Al_scaffold_0005_325
OG0012053	Carub.0006s2654.1.p	fgenesh2_kg.6__2828__AT4G07960.1
OG0012054	Carub.0005s1947.1.p	fgenesh1_pg.C_scaffold_5001780
OG0012055	Carub.0006s2545.1.p	fgenesh1_pm.C_scaffold_6002211
OG0012056	Carub.0007s2189.1.p	fgenesh1_pm.C_scaffold_7001839
OG0012057	Carub.0004s2954.1.p	scaffold_403655.1
OG0012058	Carub.0008s2843.1.p	fgenesh2_kg.8__2825__AT5G66070.1
OG0012059	Carub.0005s1062.1.p	scaffold_501332.1
OG0012060	Carub.0006s3494.1.p	Al_scaffold_0006_3776
OG0012061	Carub.0006s2201.1.p	scaffold_602509.1
OG0012062	Carub.0002s0418.1.p	fgenesh2_kg.2__355__AT1G61010.3
OG0012063	Carub.0001s2111.1.p	fgenesh2_kg.1__2360__AT1G21680.1
OG0012064	Carub.0007s1592.1.p	fgenesh2_kg.7__1756__AT4G25110.1
OG0012065	Carub.0002s0487.1.p	fgenesh2_kg.2__415__AT1G60460.3
OG0012066	Carub.0007s3713.1.p	fgenesh1_pg.C_scaffold_7003284
OG0012067	Carub.0004s2173.1.p	fgenesh2_kg.4__2049__AT2G39690.2
OG0012068	Carub.0003s0627.1.p	fgenesh2_kg.3__689__AT3G06730.1
OG0012069	Carub.0007s1585.1.p	fgenesh2_kg.7__1749__AT4G25180.1
OG0012070	Carub.0001s3767.1.p	fgenesh2_kg.1__3947__AT1G48560.1
OG0012071	Carub.0007s3363.1.p	fgenesh2_kg.7__3242__AT5G41761.1
OG0012072	Carub.0001s2226.1.p	fgenesh2_kg.1__2473__AT1G22750.4
OG0012073	Carub.0001s3144.1.p	scaffold_103701.1
OG0012074	Carub.0004s0573.1.p	fgenesh2_kg.4__508__AT2G25910.2
OG0012075	Carub.0003s1491.1.p	fgenesh2_kg.3__1659__AT3G15260.2
OG0012076	Carub.0003s0600.1.p	scaffold_300755.1
OG0012077	Carub.0004s2583.1.p	fgenesh2_kg.4__2504__AT2G43370.1
OG0012078	Carub.0002s2718.1.p	fgenesh2_kg.2__2344__AT1G80390.1
OG0012079	Carub.0001s2621.1.p	fgenesh2_kg.1__2930__AT1G27700.1
OG0012080	Carub.0003s2513.1.p	fgenesh2_kg.3__2694__AT3G24740.1
OG0012081	Carub.0004s0859.1.p	fgenesh2_kg.4__780__AT2G27830.1
OG0012082	Carub.0004s0886.1.p	fgenesh2_kg.4__761__AT2G28090.1
OG0012083	Carub.0004s1683.1.p	fgenesh2_kg.4__1540__AT2G35150.1
OG0012084	Carub.0007s1329.1.p	fgenesh2_kg.7__1468__AT4G27580.1
OG0012085	Carub.0001s2626.1.p	Al_scaffold_0001_2861
OG0012086	Carub.0002s0803.1.p	fgenesh2_kg.1__4736__AT1G56210.1
OG0012087	Carub.0006s1997.1.p	fgenesh1_pg.C_scaffold_6001843
OG0012088	Carub.0005s1205.1.p	fgenesh2_kg.5__994__AT3G46210.3
OG0012089	Carub.0003s2814.1.p	fgenesh2_kg.3__3014__AT2G13610.1
OG0012090	Carub.0007s3129.1.p	fgenesh2_kg.7__3049__AT5G35550.1
OG0012091	Carub.0007s0875.1.p	fgenesh1_pm.C_scaffold_7000774
OG0012092	Carub.0003s0384.1.p	scaffold_300479.1
OG0012093	Carub.0002s1702.1.p	fgenesh2_kg.2__1286__AT1G70330.1
OG0012094	Carub.0007s2037.1.p	fgenesh2_kg.7__2216__AT4G21065.1
OG0012095	Carub.0004s0111.1.p	fgenesh2_kg.4__122__AT2G21970.1
OG0012096	Carub.0002s1710.1.p	fgenesh2_kg.2__1291__AT1G70410.2
OG0012097	Carub.0001s2983.1.p	fgenesh2_kg.1__3589__AT1G31410.1
OG0012098	Carub.0006s2803.1.p	fgenesh2_kg.6__2944__AT4G09580.1
OG0012099	Carub.0008s1199.1.p	fgenesh2_kg.8__1074__AT5G51910.2
OG0012100	Carub.0002s2131.1.p	fgenesh2_kg.2__1716__AT1G74510.1
OG0012101	Carub.0006s0058.1.p, Carub.0006s3456.1.p	fgenesh2_kg.6__3438__AT4G02580.1
OG0012102	Carub.0002s1335.1.p	fgenesh2_kg.2__931__AT1G67060.1
OG0012103	Carub.0005s1175.1.p	fgenesh2_kg.5__962__AT3G45900.1
OG0012104	Carub.0006s0364.1.p	fgenesh2_kg.6__387__AT5G04750.1
OG0012105	Carub.0001s3277.1.p	fgenesh2_kg.1__3611__AT1G35140.1
OG0012106	Carub.0003s0684.1.p	fgenesh2_kg.3__752__AT3G07300.2
OG0012107	Carub.0006s0526.1.p	fgenesh2_kg.6__580__AT5G06370.1
OG0012108	Carub.0002s2090.1.p	scaffold_202357.1
OG0012109	Carub.0003s0816.1.p	fgenesh2_kg.3__912__AT3G09030.1
OG0012110	Carub.0008s1424.1.p	scaffold_801899.1
OG0012111	Carub.0007s2846.1.p	fgenesh2_kg.7__2946__AT4G13980.1
OG0012112	Carub.0008s1843.1.p	fgenesh2_kg.8__1706__AT5G57900.1
OG0012113	Carub.0007s0904.1.p	fgenesh2_kg.7__1017__AT4G31530.1
OG0012114	Carub.0006s3563.1.p	fgenesh2_kg.6__3554__AT4G01570.1
OG0012115	Carub.0005s0514.1.p	scaffold_500606.1
OG0012117	Carub.0008s0503.1.p	fgenesh2_kg.8__458__AT5G43600.1
OG0012118	Carub.0001s3814.1.p	scaffold_104532.1
OG0012119	Carub.0005s1773.1.p	fgenesh1_pg.C_scaffold_5001632
OG0012120	Carub.0003s1612.1.p	fgenesh2_kg.3__1790__AT3G16370.1
OG0012121	Carub.0007s0768.1.p	fgenesh1_pg.C_scaffold_7000720
OG0012122	Carub.0004s1564.1.p	fgenesh2_kg.4__1407__AT2G34000.1
OG0012123	Carub.0005s2558.1.p	fgenesh1_pg.C_scaffold_5002340
OG0012124	Carub.0001s0628.1.p	fgenesh2_kg.1__676__AT1G07000.1
OG0012125	Carub.0008s2268.1.p	fgenesh2_kg.8__2188__AT5G61990.1
OG0012126	Carub.0002s1215.1.p	scaffold_201324.1
OG0012127	Carub.0006s1900.1.p	scaffold_602165.1
OG0012128	Carub.0007s0783.1.p	Al_scaffold_0007_820
OG0012129	Carub.0003s0477.1.p	fgenesh2_kg.3__538__AT3G05480.1
OG0012130	Carub.0006s3426.1.p	scaffold_603978.1
OG0012131	Carub.0004s1284.1.p	fgenesh1_pm.C_scaffold_4000958
OG0012132	Carub.0001s0328.1.p	fgenesh2_kg.1__343__AT1G04130.1
OG0012133	Carub.0003s1403.1.p	scaffold_301675.1
OG0012134	Carub.0006s3394.1.p	Al_scaffold_0006_3675
OG0012135	Carub.0004s1164.1.p	fgenesh1_pm.C_scaffold_4000859
OG0012136	Carub.0004s0155.1.p	fgenesh1_pm.C_scaffold_4000134
OG0012137	Carub.0003s2474.1.p	fgenesh2_kg.3__2654__AT3G24440.1
OG0012138	Carub.0002s0477.1.p	fgenesh2_kg.2__407__AT1G60550.1
OG0012140	Carub.0002s1857.1.p	fgenesh2_kg.2__1432__AT1G71810.1
OG0012141	Carub.0008s2385.1.p	fgenesh2_kg.8__2308__AT5G63100.1
OG0012143	Carub.0006s2268.1.p	Al_scaffold_0006_2389
OG0012144	Carub.0006s1238.1.p	fgenesh2_kg.6__1383__AT5G14170.1
OG0012145	Carub.0001s1917.1.p	fgenesh2_kg.1__2141__AT1G19630.1
OG0012146	Carub.0006s1248.1.p	Al_scaffold_0006_1329
OG0012147	Carub.0001s2557.1.p	fgenesh2_kg.1__2847__AT1G24540.1
OG0012148	Carub.0004s0011.1.p	fgenesh2_kg.4__17__AT2G21080.1
OG0012149	Carub.0001s3247.1.p	fgenesh2_kg.1__3541__AT1G34340.1
OG0012150	Carub.0006s2249.1.p	Al_scaffold_0006_2367
OG0012151	Carub.0007s3443.1.p	scaffold_703854.1
OG0012152	Carub.0006s0315.1.p	scaffold_600361.1
OG0012153	Carub.0001s0592.1.p	Al_scaffold_0001_597
OG0012154	Carub.0004s2095.1.p	fgenesh1_pg.C_scaffold_4002010
OG0012155	Carub.0007s2218.1.p	Al_scaffold_0007_2265
OG0012156	Carub.0004s3054.1.p	fgenesh2_kg.4__3026__AT2G47820.1
OG0012158	Carub.0008s1818.1.p	fgenesh2_kg.8__1680__AT5G57670.2
OG0012159	Carub.0005s0150.1.p	scaffold_500183.1
OG0012159	Carub.0005s0126.1.p, Carub.0005s0125.1.p	scaffold_303865.1
OG0012160	Carub.0006s3215.1.p	fgenesh2_kg.6__3218__AT4G04320.2
OG0012161	Carub.0007s1611.1.p	fgenesh2_kg.7__1776__AT4G24950.1
OG0012162	Carub.0003s1674.1.p	fgenesh2_kg.3__1868__AT3G16990.1
OG0012163	Carub.0007s1907.1.p	fgenesh2_kg.7__2074__AT4G22250.1
OG0012164	Carub.0003s2673.1.p	fgenesh2_kg.3__2842__AT2G05310.1
OG0012165	Carub.0007s0339.1.p	fgenesh2_kg.7__372__AT4G37200.1
OG0012166	Carub.0007s1714.1.p	fgenesh2_kg.7__1902__AT4G23940.1
OG0012168	Carub.0001s0795.1.p	fgenesh2_kg.1__877__AT1G08590.1
OG0012169	Carub.0002s2408.1.p	scaffold_202680.1
OG0012171	Carub.0008s2845.1.p	fgenesh2_kg.8__2828__AT5G66055.2
OG0012172	Carub.0005s0405.1.p	Al_scaffold_0005_440
OG0012173	Carub.0003s1308.1.p	scaffold_301564.1
OG0012174	Carub.0002s2557.1.p	fgenesh1_pm.C_scaffold_2001804
OG0012175	Carub.0001s0378.1.p	fgenesh2_kg.1__392__AT1G04560.1
OG0012176	Carub.0003s0935.1.p	scaffold_301164.1
OG0012177	Carub.0005s0080.1.p	fgenesh2_kg.5__93__AT2G01830.2
OG0012179	Carub.0004s0956.1.p	scaffold_401306.1
OG0012180	Carub.0006s2850.1.p	fgenesh2_kg.6__2975__AT4G09960.3
OG0012181	Carub.0005s0030.1.p	scaffold_500028.1
OG0012183	Carub.0005s1838.1.p	fgenesh2_kg.5__1558__AT3G52060.2
OG0012184	Carub.0002s2033.1.p	fgenesh2_kg.2__1622__AT1G73590.1
OG0012185	Carub.0007s3590.1.p	fgenesh2_kg.7__3440__AT5G39830.1
OG0012186	Carub.0003s1832.1.p	fgenesh2_kg.3__2059__AT3G18524.1
OG0012187	Carub.0001s1372.1.p	fgenesh2_kg.1__1518__AT1G14030.1
OG0012188	Carub.0005s0460.1.p	fgenesh2_kg.5__417__AT3G26610.1
OG0012189	Carub.0006s2684.1.p	fgenesh1_pm.C_scaffold_6002302
OG0012190	Carub.0004s2567.1.p	fgenesh2_kg.4__2486__AT2G43200.1, scaffold_71100001.1
OG0012191	Carub.0006s3422.1.p	fgenesh2_kg.6__3409__AT4G02830.1
OG0012192	Carub.0008s0618.1.p	fgenesh1_pm.C_scaffold_8000468
OG0012194	Carub.0001s3630.1.p	fgenesh2_kg.1__3850__AT1G47530.1
OG0012195	Carub.0007s1960.1.p	fgenesh2_kg.7__2128__AT4G21800.1
OG0012196	Carub.0003s0596.1.p	scaffold_300751.1
OG0012197	Carub.0006s3542.1.p	fgenesh2_kg.6__3533__AT4G01800.1
OG0012198	Carub.0008s1556.1.p	fgenesh1_pm.C_scaffold_8001202
OG0012199	Carub.0007s2220.1.p	scaffold_702514.1
OG0012200	Carub.0001s1625.1.p	fgenesh2_kg.1__1802__AT1G16500.1
OG0012201	Carub.0007s2599.1.p	fgenesh2_kg.7__2747__AT4G15730.1
OG0012202	Carub.0001s1879.1.p	fgenesh2_kg.1__2094__AT1G19170.1
OG0012203	Carub.0003s3525.1.p	scaffold_304411.1
OG0012204	Carub.0005s0801.1.p	fgenesh2_kg.5__693__AT3G29300.1
OG0012205	Carub.0005s2082.1.p	fgenesh2_kg.5__1812__AT3G54230.1
OG0012206	Carub.0003s1328.1.p	scaffold_301588.1
OG0012207	Carub.0005s1625.1.p	Al_scaffold_0005_1836
OG0012208	Carub.0001s3365.1.p	fgenesh2_kg.1__3673__AT1G36320.1
OG0012209	Carub.0008s1121.1.p	fgenesh2_kg.8__1001__AT5G51170.1
OG0012210	Carub.0001s2338.1.p	fgenesh2_kg.1__2605__AT1G23890.2
OG0012211	Carub.0004s2266.1.p	fgenesh2_kg.4__2156__AT2G40410.2
OG0012212	Carub.0007s2969.1.p	Al_scaffold_0009_110
OG0012213	Carub.0002s1782.1.p	scaffold_202006.1
OG0012214	Carub.0002s2518.1.p	fgenesh1_pg.C_scaffold_60000001, scaffold_202795.1
OG0012215	Carub.0008s1481.1.p	fgenesh2_kg.8__1349__AT5G54530.1
OG0012216	Carub.0006s3460.1.p	scaffold_604018.1
OG0012217	Carub.0007s2516.1.p	fgenesh1_pg.C_scaffold_7002295
OG0012218	Carub.0004s2811.1.p	Al_scaffold_0004_3236
OG0012219	Carub.0007s3124.1.p	scaffold_703411.1
OG0012220	Carub.0001s0501.1.p	fgenesh2_kg.1__525__AT1G05670.1
OG0012221	Carub.0001s1395.1.p	fgenesh2_kg.1__1549__AT1G14270.1
OG0012222	Carub.0006s0934.1.p	fgenesh2_kg.6__1050__AT5G10830.1
OG0012223	Carub.0007s1691.1.p	fgenesh2_kg.7__1876__AT4G24180.1
OG0012224	Carub.0002s2606.1.p	fgenesh2_kg.2__2217__AT1G79190.1
OG0012225	Carub.0008s0284.1.p	fgenesh1_pm.C_scaffold_8000214
OG0012226	Carub.0004s1787.1.p	Al_scaffold_0004_2109
OG0012226	Carub.0004s1785.1.p	Al_scaffold_0004_1710
OG0012227	Carub.0006s2526.1.p	fgenesh2_kg.6__2734__AT5G27270.1
OG0012228	Carub.0001s2876.1.p	fgenesh1_pm.C_scaffold_1002472
OG0012229	Carub.0001s3151.1.p	scaffold_800516.1, fgenesh2_kg.1__3465__AT1G33330.1
OG0012230	Carub.0001s3879.1.p	fgenesh2_kg.1__4048__AT1G49590.1
OG0012231	Carub.0006s3573.1.p	fgenesh1_pm.C_scaffold_6002861
OG0012232	Carub.0007s1482.1.p	fgenesh2_kg.7__1633__AT4G26130.1
OG0012233	Carub.0003s1901.1.p	fgenesh2_kg.3__2134__AT3G19184.1
OG0012234	Carub.0003s1919.1.p	fgenesh1_pm.C_scaffold_3001708
OG0012235	Carub.0006s0940.1.p	scaffold_601105.1
OG0012236	Carub.0008s1250.1.p	fgenesh1_pm.C_scaffold_8000951
OG0012237	Carub.0003s0022.1.p	fgenesh2_kg.3__32__AT3G01840.1
OG0012238	Carub.0001s1639.1.p	scaffold_101852.1
OG0012239	Carub.0006s0324.1.p	fgenesh2_kg.6__344__AT5G04290.1
OG0012240	Carub.0007s0640.1.p	scaffold_700744.1
OG0012241	Carub.0007s1974.1.p	fgenesh2_kg.7__2141__AT4G21670.1
OG0012242	Carub.0006s3548.1.p	scaffold_604116.1
OG0012243	Carub.0001s1278.1.p	fgenesh2_kg.1__1410__AT1G13030.1
OG0012244	Carub.0002s1234.1.p	fgenesh2_kg.2__866__AT1G66330.2
OG0012245	Carub.0003s3317.1.p	fgenesh2_kg.3__3538__AT2G18940.1
OG0012246	Carub.0004s2295.1.p	fgenesh2_kg.4__2185__AT2G40660.1
OG0012247	Carub.0005s1041.1.p, Carub.0015s0004.1.p	fgenesh2_kg.5__869__AT3G44730.1
OG0012248	Carub.0002s0453.1.p	fgenesh2_kg.2__382__AT1G60800.1
OG0012249	Carub.0007s0492.1.p	fgenesh2_kg.7__541__AT4G35390.1
OG0012250	Carub.0006s2759.1.p	fgenesh2_kg.6__2843__AT4G09010.1
OG0012251	Carub.0007s1307.1.p	fgenesh1_pm.C_scaffold_7001143
OG0012252	Carub.0005s2962.1.p	scaffold_503579.1
OG0012253	Carub.0006s1830.1.p	fgenesh2_kg.6__2022__AT5G19930.1
OG0012254	Carub.0008s0947.1.p	scaffold_801349.1
OG0012255	Carub.0001s3263.1.p	scaffold_103854.1
OG0012256	Carub.0007s1188.1.p	fgenesh2_kg.7__1314__AT4G28760.2
OG0012257	Carub.0008s2625.1.p	fgenesh1_pm.C_scaffold_8002099
OG0012258	Carub.0006s1590.1.p	fgenesh1_pg.C_scaffold_6001465
OG0012259	Carub.0008s0704.1.p	fgenesh2_kg.8__625__AT5G42220.1
OG0012260	Carub.0007s1630.1.p	fgenesh2_kg.7__1799__AT4G24760.1
OG0012262	Carub.0005s2766.1.p	fgenesh2_kg.5__2559__AT3G60910.1
OG0012263	Carub.0005s2519.1.p	fgenesh2_kg.5__2286__AT3G58450.1
OG0012264	Carub.0005s1677.1.p	fgenesh2_kg.5__1387__AT3G50430.1
OG0012265	Carub.0003s3062.1.p	fgenesh2_kg.3__3263__AT2G16800.1
OG0012266	Carub.0008s0233.1.p	Al_scaffold_0008_272
OG0012267	Carub.0006s1840.1.p	fgenesh2_kg.6__2034__AT5G20030.1
OG0012268	Carub.0008s0516.1.p	fgenesh2_kg.8__470__AT5G43430.1
OG0012269	Carub.0001s0800.1.p	fgenesh2_kg.1__886__AT1G08640.1
OG0012270	Carub.0001s3990.1.p	Al_scaffold_0001_4469
OG0012271	Carub.0005s0499.1.p	fgenesh2_kg.5__464__AT3G26900.2
OG0012272	Carub.0001s2868.1.p	Al_scaffold_0001_3125
OG0012273	Carub.0008s0235.1.p	fgenesh2_kg.8__234__AT5G45660.1
OG0012275	Carub.0006s1236.1.p	fgenesh2_kg.6__1381__AT5G14150.1
OG0012276	Carub.0006s0596.1.p	scaffold_600696.1
OG0012277	Carub.0006s3531.1.p	fgenesh2_kg.6__3518__AT4G01900.1
OG0012279	Carub.0006s0769.1.p	fgenesh2_kg.6__848__AT5G08720.1
OG0012281	Carub.0001s3921.1.p	fgenesh2_kg.1__4094__AT1G50030.1
OG0012282	Carub.0003s1174.1.p	scaffold_301419.1
OG0012283	Carub.0002s0100.1.p	fgenesh1_pm.C_scaffold_2000075
OG0012285	Carub.0006s2008.1.p	fgenesh2_kg.6__2221__AT5G22340.1
OG0012286	Carub.0007s2821.1.p	fgenesh1_pm.C_scaffold_7002324
OG0012287	Carub.0003s2028.1.p	scaffold_302416.1
OG0012288	Carub.0004s0005.1.p	fgenesh2_kg.4__10__AT2G20980.1
OG0012289	Carub.0005s0303.1.p	fgenesh2_kg.5__292__AT2G03880.1
OG0012290	Carub.0001s2180.1.p	fgenesh1_pg.C_scaffold_1002035
OG0012291	Carub.0007s1349.1.p	fgenesh1_pg.C_scaffold_7001236
OG0012292	Carub.0005s1468.1.p	scaffold_501800.1
OG0012293	Carub.0006s0418.1.p	scaffold_600489.1
OG0012294	Carub.0002s0494.1.p	fgenesh2_kg.2__421__AT1G60390.1
OG0012295	Carub.0005s1308.1.p	fgenesh2_kg.5__1050__AT3G46870.1
OG0012296	Carub.0001s0856.1.p	fgenesh2_kg.1__965__AT1G09220.1
OG0012297	Carub.0003s1412.1.p	scaffold_301684.1
OG0012298	Carub.0005s1083.1.p	fgenesh2_kg.5__892__AT3G45050.4
OG0012299	Carub.0008s1848.1.p	fgenesh1_pg.C_scaffold_8001796
OG0012300	Carub.0004s0634.1.p	fgenesh2_kg.4__561__AT2G26440.1
OG0012301	Carub.0006s1250.1.p	fgenesh2_kg.6__1402__AT5G14310.1
OG0012302	Carub.0003s3364.1.p	fgenesh1_pm.C_scaffold_3002625
OG0012304	Carub.0003s0781.1.p	fgenesh2_kg.3__871__AT3G08680.2
OG0012305	Carub.0001s4364.1.p	fgenesh1_pm.C_scaffold_1003522
OG0012307	Carub.0006s3121.1.p	Al_scaffold_0006_3415
OG0012308	Carub.0006s1242.1.p	fgenesh2_kg.6__1390__AT5G14220.1
OG0012309	Carub.0007s2262.1.p	fgenesh2_kg.7__2431__AT4G18600.1
OG0012310	Carub.0002s1344.1.p	fgenesh2_kg.2__944__AT1G67170.1
OG0012311	Carub.0008s0786.1.p	scaffold_801123.1
OG0012312	Carub.0005s0537.1.p	fgenesh1_pg.C_scaffold_5000471
OG0012313	Carub.0007s2880.1.p	Al_scaffold_0007_2987
OG0012314	Carub.0001s3544.1.p	scaffold_104220.1
OG0012315	Carub.0003s1960.1.p	fgenesh2_kg.3__2191__AT3G19720.1
OG0012316	Carub.0007s0285.1.p	fgenesh2_kg.7__308__AT4G37440.2
OG0012317	Carub.0008s2608.1.p	scaffold_803253.1
OG0012318	Carub.0004s2343.1.p	fgenesh2_kg.4__2240__AT2G41120.1
OG0012319	Carub.0004s2836.1.p	fgenesh2_kg.4__2767__AT2G45700.1
OG0012320	Carub.0002s0319.1.p	fgenesh2_kg.2__275__AT1G61850.1
OG0012321	Carub.0004s0199.1.p	scaffold_400243.1
OG0012322	Carub.0003s1146.1.p	fgenesh2_kg.3__1269__AT3G12120.1
OG0012323	Carub.0005s0672.1.p	fgenesh2_kg.5__596__AT3G28220.1
OG0012324	Carub.0006s1143.1.p	fgenesh2_kg.6__1276__AT5G13260.1
OG0012325	Carub.0007s0435.1.p	fgenesh2_kg.7__483__AT4G35880.1
OG0012326	Carub.0005s0731.1.p	fgenesh1_pm.C_scaffold_5000497
OG0012327	Carub.0008s1880.1.p	fgenesh2_kg.8__1751__AT5G58260.1
OG0012328	Carub.0007s2644.1.p	fgenesh2_kg.7__2777__AT4G15470.1
OG0012330	Carub.0002s0116.1.p	fgenesh2_kg.2__112__AT1G63690.1
OG0012331	Carub.0005s2200.1.p	scaffold_502658.1
OG0012332	Carub.0002s2437.1.p	fgenesh2_kg.2__2042__AT1G77480.1
OG0012333	Carub.0003s2538.1.p	scaffold_303075.1, Al_scaffold_0008_858
