Orthogroup	Capsella_rubella	Camelina_sativa
OG0013052	Carub.0001s0326.1.p	Csa17g007210, Csa14g005230, Csa03g005300
OG0013053	Carub.0006s3693.1.p	Csa02g001370, Csa08g001400, Csa13g057090
OG0013054	Carub.0005s0048.1.p	Csa09g002760, Csa06g001430, Csa04g002620
OG0013055	Carub.0005s0287.1.p	Csa04g009310
OG0013056	Carub.0001s3055.1.p	Csa17g051570, Csa14g042130, Csa03g036570
OG0013057	Carub.0005s2261.1.p	Csa04g042200, Csa06g030490
OG0013058	Carub.0005s2193.1.p	Csa04g041520, Csa06g029850, Csa09g066240
OG0013059	Carub.0004s2518.1.p	Csa06g048900, Csa04g059330, Csa05g008820
OG0013060	Carub.0001s4159.1.p	Csa14g061860, Csa17g092630, Csa03g059580
OG0013061	Carub.0004s0311.1.p	Csa09g088060, Csa16g045570, Csa07g053880
OG0013062	Carub.0004s0371.1.p	Csa16g046030, Csa07g054340, Csa09g088560
OG0013063	Carub.0002s1600.1.p	Csa07g036080, Csa05g086120, Csa16g030760
OG0013064	Carub.0001s1177.1.p	Csa17g016270, Csa14g014950
OG0013065	Carub.0008s2253.1.p	Csa02g069870, Csa11g098680, Csa18g035250
OG0013066	Carub.0003s2158.1.p	Csa01g024650, Csa15g031960, Csa19g029620
OG0013067	Carub.0001s2958.1.p	Csa17g048720, Csa03g034610
OG0013068	Carub.0001s0162.1.p	Csa03g002590, Csa17g001360, Csa14g002610
OG0013069	Carub.0001s3622.1.p	Csa14g051310, Csa03g051160, Csa17g072930
OG0013070	Carub.0004s2204.1.p	Csa04g054070, Csa06g044090, Csa05g013050
OG0013071	Carub.0004s1517.1.p	Csa07g007840, Csa16g007700
OG0013072	Carub.0001s1906.1.p	Csa17g025310, Csa14g024800, Csa03g023300
OG0013073	Carub.0007s0198.1.p	Csa11g003170, Csa12g003060, Csa10g002850
OG0013074	Carub.0004s2546.1.p	Csa06g049180, Csa05g007470, Csa04g060590
OG0013075	Carub.0008s2518.1.p	Csa11g101490, Csa18g038010, Csa02g073090
OG0013076	Carub.0003s1628.1.p	Csa15g021440, Csa19g023400
OG0013077	Carub.0006s2851.1.p	Csa02g026970, Csa13g044960, Csa08g038810
OG0013078	Carub.0006s2139.1.p	Csa08g017940
OG0013079	Carub.0001s3495.1.p	Csa14g049080, Csa03g046790, Csa17g070760
OG0013080	Carub.0024s0020.1.p	Csa20g001160, Csa08g063480, Csa13g001080
OG0013081	Carub.0001s0350.1.p	Csa03g005570, Csa14g005460, Csa17g007470
OG0013082	Carub.0007s0863.1.p	Csa11g011400, Csa12g014100, Csa10g010580
OG0013083	Carub.0008s2661.1.p	Csa02g074770, Csa18g039540, Csa11g102960
OG0013084	Carub.0004s2874.1.p	Csa05g003150, Csa06g052490, Csa04g065090
OG0013085	Carub.0004s1009.1.p	Csa05g035160
OG0013086	Carub.0006s2411.1.p	Csa20g052750
OG0013087	Carub.0004s0625.1.p	Csa09g092470, Csa07g057300, Csa16g047910, Csa12268s010
OG0013088	Carub.0002s2196.1.p	Csa09g079740, Csa16g039050, Csa07g046580
OG0013089	Carub.0008s1033.1.p	Csa18g020880, Csa16842s010, Csa02g037740
OG0013090	Carub.0007s3703.1.p	Csa00595s040, Csa10g044990, Csa11g053860
OG0013091	Carub.0006s2551.1.p	Csa13g038010, Csa20g057510, Csa08g029940
OG0013092	Carub.0001s3023.1.p	Csa14g041880, Csa17g050170
OG0013093	Carub.0006s1447.1.p	Csa13g019090
OG0013094	Carub.0004s2044.1.p	Csa06g041310, Csa04g052250, Csa05g014640
OG0013095	Carub.0005s0166.1.p	Csa06g002760, Csa04g008240, Csa09g004990
OG0013096	Carub.0007s3720.1.p	Csa12g083830, Csa10g044840, Csa11g053680
OG0013097	Carub.0004s0914.1.p	Csa16g016930, Csa05g038460, Csa07g016360
OG0013098	Carub.0008s0455.1.p	Csa20g069020, Csa11g070740
OG0013099	Carub.0002s1222.1.p	Csa16g023660, Csa05g075080, Csa07g030280, Csa16g027570
OG0013100	Carub.0008s1644.1.p	Csa18g028810, Csa02g059010, Csa10765s010, Csa11g089440
OG0013101	Carub.0004s0257.1.p	Csa07g053410, Csa16g045110, Csa09g087650
OG0013102	Carub.0006s0657.1.p	Csa20g010020, Csa13g009650
OG0013103	Carub.0003s2075.1.p	Csa19g028760, Csa01g023860, Csa15g031150
OG0013104	Carub.0006s3010.1.p	Csa02g020440, Csa13g048410
OG0013105	Carub.0003s0248.1.p	Csa15g003110, Csa19g005470, Csa01g003020
OG0013106	Carub.0007s0097.1.p	Csa12g001930, Csa11g002040, Csa10g001850
OG0013107	Carub.0007s0691.1.p	Csa12g010280, Csa11g009570, Csa10g008700
OG0013108	Carub.0002s2452.1.p, Carub.0007s3025.1.p	Csa16g041820, Csa09g084430, Csa07g050310
OG0013109	Carub.0003s0695.1.p	Csa19g011130, Csa15g009140, Csa01g008420
OG0013110	Carub.0006s2065.1.p	Csa13g027490
OG0013111	Carub.0005s2178.1.p	Csa09g066100, Csa06g029700, Csa04g041370
OG0013112	Carub.0004s1951.1.p	Csa05g016240, Csa04g051200, Csa06g040330
OG0013113	Carub.0008s0156.1.p	Csa20g079490, Csa18g003680, Csa11g065620
OG0013114	Carub.0005s0929.1.p, Carub.0251s0001.1.p	Csa04g022440, Csa06g015400, Csa09g031740
OG0013115	Carub.0003s0058.1.p	Csa00532s280, Csa10g042350, Csa19g001440
OG0013116	Carub.0003s0598.1.p	Csa15g008130, Csa19g010190, Csa01g007560
OG0013117	Carub.0007s2960.1.p	Csa12g065880, Csa00462s020, Csa11g043290
OG0013118	Carub.0003s2689.1.p	Csa01g038050, Csa15g058430, Csa19g040530
OG0013119	Carub.0004s1075.1.p	Csa05g034250, Csa07g014740
OG0013120	Carub.0003s0417.1.p	Csa01g005710, Csa15g005960, Csa19g007160
OG0013121	Carub.0003s1457.1.p	Csa15g019310, Csa19g021580, Csa01g017450
OG0013122	Carub.0002s2367.1.p	Csa07g048330, Csa16g040930, Csa09g081510
OG0013123	Carub.0003s2481.1.p	Csa01g030490, Csa19g036400, Csa15g050130
OG0013124	Carub.0001s1694.1.p	Csa17g022880, Csa14g021420, Csa03g020960
OG0013125	Carub.0001s2918.1.p	Csa03g034210, Csa14g038720, Csa17g047300
OG0013126	Carub.0006s3284.1.p	Csa13g052800
OG0013127	Carub.0008s1937.1.p	Csa02g064400, Csa18g031930, Csa11g092480
OG0013128	Carub.0004s2363.1.p	Csa04g055750, Csa05g011320, Csa06g047230
OG0013129	Carub.0007s0047.1.p	Csa11g001530
OG0013130	Carub.0006s1925.1.p	Csa13g024920, Csa08g014750, Csa20g032970
OG0013131	Carub.0004s1526.1.p	Csa16g007600, Csa07g007750
OG0013132	Carub.0001s0577.1.p	Csa14g007810, Csa03g009850, Csa17g009810
OG0013133	Carub.0003s0480.1.p	Csa19g007920, Csa15g006830, Csa01g006360
OG0013134	Carub.0001s1878.1.p	Csa03g022990, Csa14g024490, Csa17g024960
OG0013135	Carub.0006s3414.1.p	Csa13g054030, Csa08g050410, Csa02g006260
OG0013136	Carub.0002s1950.1.p	Csa09g077200, Csa07g039750, Csa16g035330
OG0013137	Carub.0001s2228.1.p	Csa14g027970, Csa03g026630, Csa17g029700
OG0013138	Carub.0004s3033.1.p	Csa04g067750
OG0013139	Carub.0005s2803.1.p	Csa05g093300, Csa16g003340, Csa07g003500
OG0013140	Carub.0002s1736.1.p	Csa07g037500, Csa09g071900, Csa16g032230
OG0013141	Carub.0001s0385.1.p	Csa17g007850, Csa14g005830
OG0013142	Carub.0007s2840.1.p	Csa10g032710, Csa12g061330, Csa12g060090
OG0013143	Carub.0005s0671.1.p	Csa04g016350, Csa09g017380, Csa06g009400
OG0013144	Carub.0003s0391.1.p	Csa15g005730
OG0013145	Carub.0005s1458.1.p	Csa06g022190, Csa04g033530
OG0013146	Carub.0002s1900.1.p	Csa09g075650, Csa07g021980, Csa07g039210
OG0013147	Carub.0007s2440.1.p	Csa11g032690, Csa12g049760
OG0013149	Carub.0008s2563.1.p	Csa02g073910, Csa18g038510
OG0013150	Carub.0003s1008.1.p	Csa19g014550, Csa01g011790, Csa15g014420
OG0013151	Carub.0008s2273.1.p	Csa02g070100, Csa11g099180, Csa18g035770
OG0013152	Carub.0007s1628.1.p	Csa12g029470
OG0013153	Carub.0001s4033.1.p	Csa03g058330, Csa14g059710, Csa17g090330
OG0013154	Carub.0001s1788.1.p	Csa14g023530, Csa17g024030, Csa03g022080
OG0013155	Carub.0002s1988.1.p	Csa09g077670, Csa16g035830
OG0013156	Carub.0006s3697.1.p	Csa08g001350, Csa13g057140
OG0013157	Carub.0006s1105.1.p	Csa13g015410, Csa20g018160, Csa08g004710
OG0013158	Carub.0008s0427.1.p	Csa20g071300, Csa11g070420
OG0013159	Carub.0008s0541.1.p	Csa20g067180, Csa18g010580, Csa11g071650
OG0013160	Carub.0003s3314.1.p	Csa15g079640, Csa01g042090, Csa19g058640
OG0013161	Carub.0005s1479.1.p	Csa06g022410
OG0013162	Carub.0006s2004.1.p	Csa13g025760, Csa08g015470, Csa20g035880
OG0013163	Carub.0001s1547.1.p	Csa14g018790, Csa03g019460, Csa17g021260
OG0013164	Carub.0007s1135.1.p	Csa11g014270, Csa12g019230, Csa10g013330
OG0013165	Carub.0006s2943.1.p	Csa02g026010, Csa13g047770, Csa08g040610
OG0013166	Carub.0002s0002.1.p	Csa24620s010, Csa16g057440
OG0013167	Carub.0008s1158.1.p	Csa02g043380, Csa11g083100, Csa18g022370
OG0013168	Carub.0003s1005.1.p	Csa15g014400, Csa19g014510, Csa01g011750
OG0013169	Carub.0004s1497.1.p	Csa07g008100, Csa16g007940, Csa05g023110
OG0013170	Carub.0008s0678.1.p	Csa20g063120, Csa18g012600, Csa11g073590
OG0013171	Carub.0005s2871.1.p	Csa05g094160, Csa07g002650, Csa16g002710
OG0013172	Carub.0003s0249.1.p	Csa19g005480, Csa15g003120, Csa01g003030
OG0013173	Carub.0002s2773.1.p	Csa16g050740, Csa09g095250, Csa07g060100
OG0013174	Carub.0002s0604.1.p	Csa05g052340, Csa16g018160, Csa07g017810
OG0013175	Carub.0005s2925.1.p	Csa16g002110, Csa07g002090
OG0013176	Carub.0006s2267.1.p	Csa13g030580, Csa16g030250, Csa08g022390
OG0013177	Carub.0007s3147.1.p	Csa12g069850, Csa11g045080, Csa10g039980
OG0013178	Carub.0008s2220.1.p	Csa02g068480, Csa18g034850, Csa11g097320
OG0013179	Carub.0004s3069.1.p	Csa05g001200, Csa04g068080, Csa06g054470
OG0013180	Carub.0006s1065.1.p	Csa20g017760, Csa13g014990
OG0013181	Carub.0001s3837.1.p	Csa17g080820, Csa03g055010
OG0013182	Carub.0008s2539.1.p	Csa11g101720, Csa02g073360, Csa18g038240
OG0013183	Carub.0004s2122.1.p	Csa04g053140, Csa06g043110
OG0013184	Carub.0002s1770.1.p	Csa09g072230, Csa09g072220, Csa07g037820, Csa07g037810, Csa07g037830, Csa16g032580, Csa09g072250
OG0013185	Carub.0004s0089.1.p	Csa07g051970, Csa16g043620, Csa09g086220
OG0013186	Carub.0001s3916.1.p	Csa03g055930, Csa17g085830, Csa14g057290
OG0013187	Carub.0001s0749.1.p	Csa03g011580, Csa17g011590, Csa14g009590
OG0013188	Carub.0003s0874.1.p	Csa15g011070, Csa01g010450, Csa19g013120
OG0013189	Carub.0007s3188.1.p	Csa10g040270, Csa12g072070
OG0013190	Carub.0007s1689.1.p	Csa10g018850, Csa11g020570, Csa12g030200
OG0013191	Carub.0005s1663.1.p	Csa04g035940, Csa06g024330, Csa09g053210
OG0013192	Carub.0003s0638.1.p	Csa19g010530, Csa01g007850, Csa15g008500
OG0013193	Carub.0001s1160.1.p	Csa17g016050, Csa14g014770, Csa03g015620
OG0013194	Carub.0001s0237.1.p	Csa17g005330, Csa14g004330, Csa03g004350
OG0013195	Carub.0006s1966.1.p	Csa13g025370, Csa20g034410, Csa08g015180
OG0013196	Carub.0005s0538.1.p	Csa09g012950, Csa04g014910, Csa06g007080
OG0013197	Carub.0001s0477.1.p	Csa14g006740, Csa03g006840, Csa17g008800
OG0013198	Carub.0006s3444.1.p	Csa02g005970, Csa13g054470, Csa08g051720
OG0013199	Carub.0002s0590.1.p	Csa05g052110, Csa16g017920, Csa07g017590
OG0013200	Carub.0008s2107.1.p	Csa11g094220, Csa18g033690, Csa02g067300
OG0013201	Carub.0002s1149.1.p	Csa16g022990, Csa07g029520
OG0013202	Carub.0001s3458.1.p	Csa03g046580
OG0013203	Carub.0004s0796.1.p	Csa16g051660, Csa07g061050
OG0013204	Carub.0003s1464.1.p	Csa15g019390, Csa01g017510, Csa19g021650
OG0013206	Carub.0008s2191.1.p	Csa18g034560, Csa02g068180
OG0013207	Carub.0005s2864.1.p	Csa05g094080, Csa16g002770, Csa07g002710
OG0013208	Carub.0004s1397.1.p	Csa05g024230, Csa16g008760, Csa07g009990
OG0013209	Carub.0001s0225.1.p	Csa17g005200, Csa17g004150, Csa03g004170
OG0013210	Carub.0002s1690.1.p	Csa05g089230, Csa07g037030, Csa16g031820
OG0013211	Carub.0001s4375.1.p	Csa14g066070, Csa03g061830
OG0013212	Carub.0004s2934.1.p	Csa05g002530, Csa06g053140, Csa04g065730
OG0013213	Carub.0007s0193.1.p	Csa11g003110, Csa12g003120, Csa10g002780
OG0013214	Carub.0008s0731.1.p	Csa02g032020, Csa18g013950, Csa11g073990
OG0013215	Carub.0005s0652.1.p	Csa09g016150, Csa06g009110, Csa04g016140
OG0013216	Carub.0007s1097.1.p	Csa10g012920, Csa11g013930, Csa12g017790
OG0013217	Carub.0001s0114.1.p	Csa03g002160, Csa17g001560, Csa14g002100
OG0013218	Carub.0003s1128.1.p	Csa01g013040, Csa15g015800, Csa19g016100
OG0013219	Carub.0008s0944.1.p	Csa18g018940, Csa02g035770
OG0013220	Carub.0005s2979.1.p	Csa16g001430, Csa05g095470, Csa07g001500
OG0013221	Carub.0004s1154.1.p	Csa16g014490, Csa07g012750, Csa05g033330
OG0013222	Carub.0006s2170.1.p	Csa13g028460, Csa20g039190, Csa20g039150
OG0013223	Carub.0003s0803.1.p	Csa01g009600, Csa15g010200, Csa19g012280
OG0013224	Carub.0001s1795.1.p	Csa17g024100, Csa14g023600, Csa03g022150
OG0013225	Carub.0008s1972.1.p	Csa18g032360, Csa11g092880, Csa02g064770
OG0013226	Carub.0008s1182.1.p	Csa02g044690, Csa18g022660
OG0013227	Carub.0005s2612.1.p	Csa05g089910, Csa07g006760
OG0013228	Carub.0008s0857.1.p	Csa02g033680, Csa11g077000, Csa18g016060, Csa17g054270
OG0013229	Carub.0007s1266.1.p	Csa11g015800, Csa10g014580, Csa12g022480
OG0013230	Carub.0006s3451.1.p	Csa02g005890, Csa13g054540, Csa08g051810
OG0013231	Carub.0001s3041.1.p	Csa14g042010, Csa17g050390, Csa03g036430
OG0013232	Carub.0003s2836.1.p	Csa15g064530, Csa01g036060, Csa19g043590
OG0013233	Carub.0002s1042.1.p	Csa16g021560, Csa07g027900, Csa05g067270
OG0013234	Carub.0008s0414.1.p	Csa20g071420, Csa18g009370, Csa07g029830, Csa17g071140, Csa13g007650
OG0013235	Carub.0004s0055.1.p	Csa16g043320, Csa09g085910, Csa07g051670
OG0013236	Carub.0002s0296.1.p	Csa07g063390, Csa09g096670
OG0013237	Carub.0001s0420.1.p	Csa03g006280, Csa17g008210, Csa14g006190
OG0013238	Carub.0003s1406.1.p	Csa19g021040, Csa01g016910, Csa15g018720
OG0013239	Carub.0002s2086.1.p	Csa07g044320, Csa09g078670, Csa16g038000
OG0013240	Carub.0002s2301.1.p	Csa16g040250, Csa09g080830, Csa07g047650
OG0013241	Carub.0007s0613.1.p	Csa10g007960, Csa12g009450, Csa11g008740
OG0013242	Carub.0006s2345.1.p	Csa20g048990, Csa08g023290, Csa13g031520
OG0013243	Carub.0006s2459.1.p	Csa20g054190, Csa13g034900, Csa08g027700
OG0013244	Carub.0006s1298.1.p	Csa08g006860, Csa13g017630
OG0013245	Carub.0001s3048.1.p	Csa14g042070, Csa17g050490, Csa03g036480
OG0013246	Carub.0003s2852.1.p	Csa15g064750, Csa01g035350, Csa19g044820
OG0013247	Carub.0008s1157.1.p	Csa02g043370, Csa11g083090, Csa18g022360
OG0013248	Carub.0001s1013.1.p	Csa14g012280, Csa17g014430, Csa03g014230
OG0013250	Carub.0006s0166.1.p	Csa08g061760, Csa13g002770
OG0013251	Carub.0001s1325.1.p	Csa03g017320, Csa17g018870, Csa14g016500
OG0013252	Carub.0004s1927.1.p	Csa04g050920, Csa06g040050, Csa05g016490
OG0013253	Carub.0006s1022.1.p	Csa08g002870, Csa20g017260, Csa13g014550
OG0013254	Carub.0003s2815.1.p	Csa19g043390
OG0013255	Carub.0005s1668.1.p	Csa06g024380, Csa04g035990, Csa09g053290
OG0013256	Carub.0005s2042.1.p	Csa06g028300, Csa04g039870, Csa09g062270
OG0013257	Carub.0002s1734.1.p	Csa07g037480, Csa16g032210, Csa09g071880
OG0013258	Carub.0001s2178.1.p	Csa17g029200, Csa14g027460, Csa03g026130
OG0013259	Carub.0008s2860.1.p	Csa18g042590
OG0013260	Carub.0006s1809.1.p	Csa08g012540, Csa20g030490, Csa13g022680
OG0013261	Carub.0002s0784.1.p	Csa05g062120, Csa07g026200, Csa17g098630
OG0013262	Carub.0006s3161.1.p	Csa08g044740, Csa13g050850, Csa02g014420
OG0013263	Carub.0006s1040.1.p	Csa08g003050, Csa20g017460, Csa13g014730
OG0013264	Carub.0003s0848.1.p	Csa19g012840, Csa15g010730, Csa01g010090, Csa15g010750
OG0013265	Carub.0008s1775.1.p	Csa02g061720, Csa11g090810, Csa18g030240
OG0013266	Carub.0003s2662.1.p	Csa15g057140, Csa01g037780, Csa19g040190
OG0013267	Carub.0007s3119.1.p	Csa12g069580, Csa11g044760, Csa10g038730
OG0013268	Carub.0004s3076.1.p	Csa00799s010
OG0013269	Carub.0007s0911.1.p	Csa10g011080, Csa12g014650, Csa11g011940
OG0013270	Carub.0001s1206.1.p	Csa14g015320, Csa17g016630, Csa03g016140
OG0013271	Carub.0005s2154.1.p	Csa04g041100, Csa06g029430
OG0013272	Carub.0001s4057.1.p	Csa17g090650, Csa03g058660, Csa14g059960
OG0013273	Carub.0007s0451.1.p	Csa10g006340, Csa12g007700, Csa11g005980
OG0013274	Carub.0008s0616.1.p	Csa20g066550, Csa18g011160, Csa11g072240
OG0013275	Carub.0002s1240.1.p	Csa05g070870, Csa07g030430, Csa16g023820, Csa15086s010
OG0013276	Carub.0002s1110.1.p	Csa07g028200, Csa05g068640
OG0013277	Carub.0004s2113.1.p	Csa05g014210, Csa06g043020
OG0013278	Carub.0005s2315.1.p	Csa04g042780, Csa09g068670
OG0013279	Carub.0005s1933.1.p	Csa06g027250, Csa04g038780, Csa09g061080
OG0013280	Carub.0006s0484.1.p	Csa20g008180, Csa08g058550, Csa13g007940
OG0013281	Carub.0005s0588.1.p	Csa09g014570, Csa06g008560
OG0013282	Carub.0007s0010.1.p	Csa10g001020, Csa11g001110, Csa12g001040
OG0013283	Carub.0001s3229.1.p	Csa03g038310, Csa14g044010, Csa17g059420
OG0013284	Carub.0008s1793.1.p	Csa02g061880, Csa11g090970
OG0013285	Carub.0005s1450.1.p	Csa09g050340, Csa06g022120, Csa04g032410
OG0013286	Carub.0008s0201.1.p	Csa18g005210, Csa11g066130, Csa20g077860
OG0013287	Carub.0006s2572.1.p	Csa20g057470, Csa13g037990, Csa08g029910
OG0013288	Carub.0001s2458.1.p	Csa14g032360, Csa17g034470, Csa06873s010, Csa17g034480, Csa03g029140
OG0013289	Carub.0008s0649.1.p	Csa11g073730, Csa18g012440, Csa20g063270
OG0013290	Carub.0001s3025.1.p	Csa03g036320, Csa17g050190
OG0013291	Carub.0002s0073.1.p	Csa09g098890
OG0013292	Carub.0008s2571.1.p	Csa02g073830, Csa18g038590, Csa11g102030
OG0013293	Carub.0003s0347.1.p	Csa15g005170, Csa19g006440
OG0013294	Carub.0007s2110.1.p	Csa12g039320, Csa10g023140, Csa12g039340, Csa11g026200
OG0013295	Carub.0001s0843.1.p	Csa14g010560, Csa03g012510
OG0013296	Carub.0008s1585.1.p	Csa18g026960, Csa11g088690, Csa02g058020
OG0013297	Carub.0005s2432.1.p	Csa09g069960, Csa04g043960
OG0013298	Carub.0008s1173.1.p	Csa11g083230, Csa18g022560, Csa02g044560
OG0013300	Carub.0001s1952.1.p	Csa17g027280, Csa17g025810, Csa14g025270, Csa03g023840
OG0013301	Carub.0003s1969.1.p	Csa01g022830, Csa15g027840, Csa19g027520
OG0013302	Carub.0003s2645.1.p	Csa19g040080, Csa15g057010, Csa19g040070, Csa01g036660
OG0013303	Carub.0001s0862.1.p	Csa17g012750, Csa14g010700
OG0013304	Carub.0001s3524.1.p	Csa03g047030, Csa17g071000
OG0013305	Carub.0002s1225.1.p	Csa07g030340, Csa16g023720
OG0013306	Carub.0005s0786.1.p	Csa04g016870, Csa06g012460, Csa04g016860, Csa09g022680
OG0013307	Carub.0003s1461.1.p	Csa15g019370, Csa01g017490, Csa19g021630
OG0013308	Carub.0006s3598.1.p	Csa35270s010, Csa02g002370, Csa13g056100, Csa08g053300
OG0013309	Carub.0002s2295.1.p	Csa07g047580, Csa09g080760, Csa16g040180
OG0013310	Carub.0007s3653.1.p	Csa12g082000, Csa11g055440
OG0013311	Carub.0006s0466.1.p	Csa13g007760, Csa08g058720, Csa20g008020
OG0013312	Carub.0002s1977.1.p	Csa16g035700, Csa07g040150, Csa09g077550
OG0013313	Carub.0005s2909.1.p	Csa07g002260, Csa05g094590, Csa16g002270
OG0013314	Carub.0006s2112.1.p	Csa20g038290, Csa13g027920
OG0013315	Carub.0007s3474.1.p	Csa11g059180, Csa12g078140
OG0013316	Carub.0002s2015.1.p	Csa07g040600, Csa16g036110, Csa07g034120
OG0013317	Carub.0001s2006.1.p	Csa17g026390, Csa03g024400
OG0013318	Carub.0001s0797.1.p	Csa17g012070, Csa17g012080, Csa03g012050, Csa14g010110
OG0013319	Carub.0008s1178.1.p	Csa02g044650, Csa18g022620, Csa11g083320
OG0013320	Carub.0006s1081.1.p	Csa20g017940, Csa08g004470, Csa13g015160, Csa29462s010
OG0013321	Carub.0001s4135.1.p	Csa14g061650, Csa17g092360, Csa03g059400
OG0013322	Carub.0003s0294.1.p	Csa19g005930, Csa01g003490, Csa15g003610
OG0013323	Carub.0001s0034.1.p	Csa17g002390, Csa14g001250, Csa03g001350
OG0013324	Carub.0006s1201.1.p	Csa20g019240, Csa13g016550, Csa08g005800
OG0013325	Carub.0006s0409.1.p	Csa13g007140, Csa08g059300, Csa20g006390
OG0013326	Carub.0006s3614.1.p	Csa08g053450, Csa13g056300, Csa02g002200, Csa02g002210
OG0013327	Carub.0001s0073.1.p	Csa14g001630, Csa17g001980, Csa03g001720
OG0013328	Carub.0004s0883.1.p	Csa16g017200
OG0013329	Carub.0006s3648.1.p	Csa02g001800, Csa08g001860
OG0013330	Carub.0003s3460.1.p	Csa01g044160, Csa00441s080
OG0013331	Carub.0007s0323.1.p	Csa10g004050, Csa11g004570, Csa12g004310
OG0013332	Carub.0006s2160.1.p	Csa13g028370
OG0013333	Carub.0007s1144.1.p	Csa11g014360, Csa12g020310, Csa10g013420
OG0013334	Carub.0003s1483.1.p	Csa19g021870, Csa15g019660, Csa01g017720
OG0013335	Carub.0001s0533.1.p	Csa17g009380, Csa14g007380, Csa03g007400
OG0013336	Carub.0001s0474.1.p	Csa17g008750, Csa14g006700, Csa03g006790
OG0013337	Carub.0007s2242.1.p	Csa12g042990, Csa10g025420, Csa11g028640
OG0013338	Carub.0002s1952.1.p	Csa09g077220, Csa07g039770, Csa16g035350
OG0013339	Carub.0002s0329.1.p	Csa09g096310, Csa16g053540, Csa07g063010
OG0013340	Carub.0001s3838.1.p	Csa17g080870, Csa14g055380, Csa03g055020
OG0013341	Carub.0003s1208.1.p	Csa01g013850, Csa15g016680, Csa19g016940
OG0013342	Carub.0001s2620.1.p	Csa17g037460, Csa03g030930, Csa14g035250
OG0013343	Carub.0002s1846.1.p	Csa07g038580, Csa16g034310, Csa09g073950
OG0013344	Carub.0001s0199.1.p	Csa14g002960
OG0013345	Carub.0001s3422.1.p	Csa17g069150, Csa14g048520, Csa03g048660
OG0013346	Carub.0001s0826.1.p	Csa17g012430, Csa14g010430, Csa03g012360
OG0013347	Carub.0005s1303.1.p	Csa09g044010, Csa06g020560, Csa03215s010, Csa04g029630
OG0013348	Carub.0002s0957.1.p	Csa05g059330
OG0013349	Carub.0007s0225.1.p	Csa10g003140, Csa12g003390, Csa11g003510
OG0013350	Carub.0002s2575.1.p	Csa09g093100, Csa07g057930, Csa16g048470
OG0013351	Carub.0002s1186.1.p	Csa05g073610, Csa07g029850, Csa16g023260
OG0013352	Carub.0006s1799.1.p	Csa20g030400, Csa20g030390, Csa13g022600, Csa08g012440
OG0013353	Carub.0002s2562.1.p	Csa16g048330, Csa07g057780
OG0013354	Carub.0003s2194.1.p	Csa19g031090, Csa15g032440, Csa01g025100
OG0013355	Carub.0008s1057.1.p	Csa02g039120, Csa18g021230, Csa11g081910
OG0013356	Carub.0006s2954.1.p	Csa13g047860, Csa02g024870
OG0013357	Carub.0003s0124.1.p	Csa19g002720, Csa15g001670, Csa19g002730, Csa01g001630
OG0013358	Carub.0007s2428.1.p	Csa12g049640, Csa11g032550, Csa10g028370
OG0013359	Carub.0003s0291.1.p	Csa01g003460, Csa15g003580, Csa19g005900
OG0013360	Carub.0001s0390.1.p	Csa17g007900, Csa14g005870, Csa03g005970
OG0013361	Carub.0003s0271.1.p	Csa15g003330, Csa19g005660, Csa01g003240
OG0013362	Carub.0012s0015.1.p	Csa05g059240, Csa07g023190, Csa16g020000
OG0013363	Carub.0002s1184.1.p	Csa05g073590, Csa16g023240, Csa07g029820
OG0013364	Carub.0004s1745.1.p	Csa06g038310, Csa05g018470, Csa04g049140
OG0013365	Carub.0003s0491.1.p	Csa18g012730
OG0013365	Carub.0003s0492.1.p	Csa15g006940
OG0013366	Carub.0006s2101.1.p	Csa20g038180, Csa13g027820, Csa08g017590
OG0013367	Carub.0001s4161.1.p	Csa14g061880, Csa03g059610, Csa17g092650
OG0013368	Carub.0007s2194.1.p	Csa12g042390, Csa10g024960, Csa11g028160
OG0013369	Carub.0006s2455.1.p	Csa13g034860, Csa20g054160
OG0013370	Carub.0001s2816.1.p	Csa17g042870, Csa03g033100
OG0013371	Carub.0001s2976.1.p	Csa14g039340, Csa17g060840, Csa03g034760
OG0013372	Carub.0007s3286.1.p	Csa11g051450, Csa10g041190, Csa12g075100
OG0013373	Carub.0004s0981.1.p	Csa16g016220
OG0013374	Carub.0007s3185.1.p	Csa12g073210, Csa10g040250, Csa11g045330
OG0013375	Carub.0002s0349.1.p	Csa07g062830, Csa09g096170, Csa16g053410
OG0013376	Carub.0005s0697.1.p	Csa09g019730, Csa06g009660
OG0013377	Carub.0007s2273.1.p	Csa11g029920, Csa10g026680, Csa00518s110
OG0013378	Carub.0002s1844.1.p	Csa09g073930, Csa16g034290, Csa07g038560
OG0013379	Carub.0004s2510.1.p	Csa06g048810, Csa05g008920, Csa04g059240
OG0013380	Carub.0003s0795.1.p	Csa19g012190, Csa01g009510
OG0013381	Carub.0004s2394.1.p	Csa04g056120, Csa05g009990, Csa06g047610
OG0013382	Carub.0001s0919.1.p	Csa03g013200, Csa17g013400, Csa14g011290
OG0013383	Carub.0008s0686.1.p	Csa18g012650, Csa20g063050, Csa11g073530
OG0013384	Carub.0002s0090.1.p	Csa07g065430, Csa09g098760
OG0013385	Carub.0005s0105.1.p	Csa07g059670, Csa09g094850, Csa16g050340
OG0013386	Carub.0004s1424.1.p	Csa07g008720
