Orthogroup	Capsella_rubella	Arabis_alpina
OG0012839	Carub.0008s2854.1.p	AALP_AA8G493500
OG0012840	Carub.0003s2576.1.p	AALP_AA3G295100
OG0012842	Carub.0003s1440.1.p	AALP_AA3G165600
OG0012844	Carub.0001s3908.1.p	AALP_AA4G061700
OG0012845	Carub.0007s0746.1.p	AALP_AA7G194400
OG0012847	Carub.0003s0832.1.p	AALP_AA3G097000
OG0012848	Carub.0005s0053.1.p	AALP_AA5G005700
OG0012849	Carub.0008s0435.1.p	AALP_AA6G142200
OG0012850	Carub.0004s1659.1.p	AALP_AA4G117900
OG0012851	Carub.0005s0559.1.p	AALP_AA5G041800
OG0012852	Carub.0007s0288.1.p	AALP_AA7G251300
OG0012855	Carub.0003s1124.1.p	AALP_AA3G129100
OG0012856	Carub.0004s1843.1.p	AALP_AA4G136900
OG0012857	Carub.0003s3172.1.p	AALP_AA3G335900
OG0012859	Carub.0004s0110.1.p	AALP_AA6G295200
OG0012860	Carub.0001s2534.1.p	AALP_AA1G269800
OG0012861	Carub.0006s1342.1.p	AALP_AA8G157200
OG0012863	Carub.0003s1354.1.p	AALP_AA3G156100
OG0012864	Carub.0001s2236.1.p	AALP_AA1G248900
OG0012865	Carub.0006s2440.1.p	AALP_AA8G248400
OG0012866	Carub.0007s2944.1.p	AALP_AA3G285300
OG0012869	Carub.0007s1296.1.p	AALP_AA7G115800
OG0012870	Carub.0003s1489.1.p	AALP_AA3G170800
OG0012871	Carub.0005s0005.1.p	AALP_AA4G078900
OG0012872	Carub.0007s2637.1.p	AALP_AA3G247900
OG0012873	Carub.0006s1307.1.p	AALP_AA8G151900
OG0012874	Carub.0006s3289.1.p	AALP_AA6G056100
OG0012875	Carub.0001s1831.1.p	AALP_AA1G204700
OG0012876	Carub.0008s2319.1.p	AALP_AA8G456300
OG0012877	Carub.0005s2111.1.p	AALP_AA5G179100
OG0012880	Carub.0002s1142.1.p	AALP_AA2G072600
OG0012881	Carub.0007s2833.1.p	AALP_AA4G104100
OG0012882	Carub.0005s0473.1.p	AALP_AA5G034200
OG0012883	Carub.0006s2017.1.p	AALP_AAs65178U000400
OG0012884	Carub.0002s2438.1.p	AALP_AA2G216800
OG0012885	Carub.0003s0393.1.p	AALP_AA3G042500
OG0012886	Carub.0003s3536.1.p	AALP_AA3G374900
OG0012888	Carub.0007s2817.1.p	AALP_AA8G119200
OG0012889	Carub.0006s1038.1.p	AALP_AA8G116200
OG0012890	Carub.0003s0502.1.p	AALP_AA3G054100, AALP_AA3G056000
OG0012891	Carub.0004s1612.1.p	AALP_AA4G109500
OG0012892	Carub.0003s0024.1.p	AALP_AA3G009700
OG0012893	Carub.0001s2880.1.p	AALP_AA1G312400
OG0012894	Carub.0007s0338.1.p	AALP_AA7G249200
OG0012895	Carub.0002s0007.1.p	AALP_AA6G312200, AALP_AAs48252U001300
OG0012896	Carub.0004s1625.1.p	AALP_AA4G113300, AALP_AAs62066U000100
OG0012897	Carub.0007s2837.1.p	AALP_AA4G105900
OG0012898	Carub.0005s2255.1.p	AALP_AA3G262100
OG0012899	Carub.0001s4450.1.p	AALP_AA4G005400
OG0012900	Carub.0004s0066.1.p	AALP_AA6G299000
OG0012901	Carub.0002s2578.1.p	AALP_AA2G234600
OG0012902	Carub.0003s0822.1.p	AALP_AA3G096100
OG0012903	Carub.0004s0442.1.p	AALP_AA6G266600
OG0012904	Carub.0001s4183.1.p	AALP_AA4G034100
OG0012905	Carub.0002s2546.1.p	AALP_AA2G229100
OG0012906	Carub.0001s4163.1.p	AALP_AA4G035000
OG0012907	Carub.0007s1992.1.p	AALP_AA7G039800
OG0012908	Carub.0006s3135.1.p	AALP_AA6G182300
OG0012909	Carub.0008s1143.1.p	AALP_AA8G288000
OG0012911	Carub.0001s3568.1.p	AALP_AA4G086300
OG0012912	Carub.0007s0712.1.p	AALP_AA7G198900
OG0012913	Carub.0008s1239.1.p	AALP_AA8G301400
OG0012914	Carub.0003s2045.1.p	AALP_AA6G360200
OG0012916	Carub.0004s0146.1.p	AALP_AA6G293500
OG0012917	Carub.0005s0457.1.p	AALP_AA5G032700
OG0012919	Carub.0004s1473.1.p	AALP_AA6G064100
OG0012921	Carub.0008s0039.1.p	AALP_AA6G104600
OG0012922	Carub.0001s0774.1.p	AALP_AA1G087700
OG0012923	Carub.0001s0077.1.p	AALP_AA1G007000
OG0012927	Carub.0004s1058.1.p	AALP_AA1G231900
OG0012928	Carub.0008s0436.1.p	AALP_AA6G142300
OG0012930	Carub.0005s1934.1.p	AALP_AA5G158200
OG0012931	Carub.0007s0637.1.p	AALP_AA7G208600
OG0012932	Carub.0004s0269.1.p	AALP_AA6G282100
OG0012933	Carub.0007s2844.1.p	AALP_AA4G103600
OG0012936	Carub.0005s1391.1.p	AALP_AA5G099600
OG0012937	Carub.0008s2803.1.p	AALP_AA8G501200
OG0012938	Carub.0006s2083.1.p	AALP_AA8G408100
OG0012939	Carub.0008s2173.1.p	AALP_AA8G441400
OG0012940	Carub.0003s2451.1.p	AALP_AA3G277600
OG0012941	Carub.0007s0360.1.p	AALP_AA7G242700
OG0012942	Carub.0001s1807.1.p	AALP_AA1G202100
OG0012943	Carub.0001s0094.1.p	AALP_AA1G003300
OG0012944	Carub.0006s0132.1.p	AALP_AA8G014700
OG0012945	Carub.0007s0436.1.p	AALP_AA7G233500
OG0012946	Carub.0002s2292.1.p	AALP_AA2G204000
OG0012948	Carub.0004s2032.1.p	AALP_AA4G162500
OG0012949	Carub.0008s1595.1.p	AALP_AA8G340600
OG0012950	Carub.0001s0494.1.p	AALP_AA1G052900
OG0012951	Carub.0003s2344.1.p	AALP_AA3G266100
OG0012953	Carub.0006s1457.1.p	AALP_AA8G174000
OG0012954	Carub.0008s1405.1.p	AALP_AA8G320500
OG0012955	Carub.0001s1114.1.p	AALP_AA1G124500
OG0012957	Carub.0003s1900.1.p	AALP_AA3G218300
OG0012959	Carub.0006s1525.1.p	AALP_AA8G181800
OG0012960	Carub.0004s1957.1.p	AALP_AA4G152300
OG0012961	Carub.0001s2630.1.p	AALP_AA1G287500
OG0012962	Carub.0008s1965.1.p	AALP_AA8G383000
OG0012963	Carub.0001s3882.1.p	AALP_AA4G064400
OG0012964	Carub.0001s3974.1.p	AALP_AA4G052600
OG0012965	Carub.0001s0348.1.p	AALP_AA1G037200
OG0012966	Carub.0004s2374.1.p	AALP_AA4G198400
OG0012967	Carub.0008s1400.1.p	AALP_AA8G320000
OG0012969	Carub.0001s1778.1.p	AALP_AA1G197700
OG0012970	Carub.0001s0524.1.p	AALP_AA1G055600, AALP_AA1G055700
OG0012971	Carub.0008s1311.1.p	AALP_AA8G307700
OG0012973	Carub.0006s1876.1.p	AALP_AA8G225800
OG0012974	Carub.0006s3532.1.p	AALP_AA6G021000
OG0012975	Carub.0004s0586.1.p	AALP_AA6G255100
OG0012976	Carub.0001s2198.1.p	AALP_AA1G245300
OG0012977	Carub.0001s2715.1.p	AALP_AA1G296000
OG0012978	Carub.0003s3539.1.p	AALP_AA3G375300
OG0012979	Carub.0003s0833.1.p	AALP_AA3G097100
OG0012983	Carub.0004s0472.1.p	AALP_AA7G024500
OG0012984	Carub.0002s1474.1.p	AALP_AA2G103700, AALP_AA2G103400
OG0012985	Carub.0008s1184.1.p	AALP_AA8G294200
OG0012988	Carub.0001s1480.1.p	AALP_AA1G169700
OG0012989	Carub.0004s2526.1.p	AALP_AA4G216400
OG0012990	Carub.0008s2007.1.p	AALP_AA8G387300
OG0012991	Carub.0007s1302.1.p	AALP_AA7G115500
OG0012992	Carub.0006s2034.1.p	AALP_AA3G304200
OG0012997	Carub.0003s3264.1.p	AALP_AA3G345800
OG0012998	Carub.0004s3071.1.p	AALP_AA4G271500
OG0012999	Carub.0008s1270.1.p	AALP_AA1G308700
OG0013000	Carub.0002s0215.1.p	AALP_AA2G056800, AALP_AA2G011700
OG0013002	Carub.0006s3280.1.p	AALP_AA6G055300
OG0013004	Carub.0003s2643.1.p	AALP_AA6G156900
OG0013005	Carub.0007s1021.1.p	AALP_AA7G156700
OG0013006	Carub.0004s0331.1.p	AALP_AA6G275300
OG0013007	Carub.0003s2627.1.p	AALP_AA6G340300
OG0013009	Carub.0003s0050.1.p	AALP_AA3G007200
OG0013010	Carub.0006s0069.1.p	AALP_AA8G003400
OG0013011	Carub.0006s0898.1.p	AALP_AA8G097900
OG0013013	Carub.0008s1014.1.p	AALP_AA8G275000
OG0013014	Carub.0007s0842.1.p	AALP_AA7G183600
OG0013015	Carub.0007s0917.1.p	AALP_AA7G172400
OG0013016	Carub.0001s0421.1.p	AALP_AA1G046400
OG0013017	Carub.0006s2087.1.p	AALP_AA8G408400
OG0013018	Carub.0007s2620.1.p	AALP_AA7G207300
OG0013019	Carub.0007s2399.1.p	AALP_AA6G207600
OG0013021	Carub.0007s0619.1.p	AALP_AA7G211000
OG0013023	Carub.0008s1232.1.p	AALP_AA8G299600
OG0013024	Carub.0006s1864.1.p	AALP_AA8G224800
OG0013025	Carub.0003s3420.1.p	AALP_AA3G364100
OG0013027	Carub.0007s2521.1.p	AALP_AA8G263500
OG0013028	Carub.0001s1336.1.p	AALP_AA1G149800
OG0013029	Carub.0004s1902.1.p	AALP_AA4G145000
OG0013030	Carub.0007s2469.1.p	AALP_AAs51321U000300
OG0013031	Carub.0006s2489.1.p	AALP_AA8G256100
OG0013032	Carub.0008s2806.1.p	AALP_AA8G500900
OG0013034	Carub.0004s1572.1.p	AALP_AA4G106400
OG0013035	Carub.0007s0713.1.p	AALP_AA7G198800
OG0013036	Carub.0003s2635.1.p	AALP_AA6G157900
OG0013037	Carub.0007s0241.1.p, Carub.0003s0072.1.p	AALP_AA3G003800
OG0013038	Carub.0001s4147.1.p	AALP_AA4G037800
OG0013041	Carub.0007s3582.1.p	AALP_AA6G340800
OG0013042	Carub.0005s1394.1.p	AALP_AA5G100200
OG0013043	Carub.0002s1850.1.p	AALP_AA2G149000
OG0013044	Carub.0005s1899.1.p	AALP_AA5G154600
OG0013046	Carub.0004s0157.1.p	AALP_AA4G047000
OG0013047	Carub.0003s3167.1.p	AALP_AA2G231600, AALP_AA2G231700
OG0013048	Carub.0006s1601.1.p	AALP_AA8G190200
OG0013049	Carub.0004s2658.1.p	AALP_AA4G229700
OG0013050	Carub.0008s2595.1.p	AALP_AA8G484800
OG0013052	Carub.0001s0326.1.p	AALP_AA1G035200
OG0013054	Carub.0005s0048.1.p	AALP_AA5G003400
OG0013056	Carub.0001s3055.1.p	AALP_AA1G327800
OG0013057	Carub.0005s2261.1.p	AALP_AA5G196800
OG0013059	Carub.0004s2518.1.p	AALP_AA4G215500
OG0013060	Carub.0001s4159.1.p	AALP_AA4G035400
OG0013061	Carub.0004s0311.1.p	AALP_AA6G276400
OG0013062	Carub.0004s0371.1.p	AALP_AA6G269300
OG0013063	Carub.0002s1600.1.p	AALP_AA2G119600
OG0013064	Carub.0001s1177.1.p	AALP_AA1G129600, AALP_AA7G134600
OG0013065	Carub.0008s2253.1.p	AALP_AA8G447200
OG0013066	Carub.0003s2158.1.p	AALP_AA3G248000
OG0013067	Carub.0001s2958.1.p	AALP_AA1G319600
OG0013068	Carub.0001s0162.1.p	AALP_AA1G018300
OG0013070	Carub.0004s2204.1.p	AALP_AA4G184300
OG0013071	Carub.0004s1517.1.p	AALP_AA6G057100
OG0013072	Carub.0001s1906.1.p	AALP_AA1G213700
OG0013073	Carub.0007s0198.1.p	AALP_AA7G278600
OG0013074	Carub.0004s2546.1.p	AALP_AA4G218400
OG0013075	Carub.0008s2518.1.p	AALP_AA8G476300
OG0013077	Carub.0006s2851.1.p	AALP_AA6G192000
OG0013079	Carub.0001s3495.1.p	AALP_AAs55143U000200
OG0013080	Carub.0024s0020.1.p	AALP_AA8G010900
OG0013082	Carub.0007s0863.1.p	AALP_AA5G225500
OG0013083	Carub.0008s2661.1.p	AALP_AA8G513400
OG0013085	Carub.0004s1009.1.p	AALP_AA6G216000
OG0013086	Carub.0006s2410.1.p, Carub.0006s2411.1.p	AALP_AA8G245100
OG0013087	Carub.0004s0625.1.p	AALP_AA6G252700
OG0013089	Carub.0008s1033.1.p	AALP_AA8G276800
OG0013090	Carub.0007s3703.1.p	AALP_AA6G346500
OG0013091	Carub.0006s2551.1.p	AALP_AA2G070100
OG0013093	Carub.0006s1447.1.p	AALP_AA8G171200
OG0013094	Carub.0004s2044.1.p	AALP_AA4G163300
OG0013095	Carub.0005s0166.1.p	AALP_AA5G016100
OG0013096	Carub.0007s3720.1.p	AALP_AA6G348200
OG0013101	Carub.0004s0257.1.p	AALP_AA6G283600
OG0013102	Carub.0006s0657.1.p	AALP_AA8G071800
OG0013103	Carub.0003s2075.1.p	AALP_AA3G239500
OG0013104	Carub.0006s3010.1.p	AALP_AA7G056200
OG0013105	Carub.0003s0248.1.p	AALP_AA3G027500
OG0013106	Carub.0007s0097.1.p	AALP_AA7G268700
OG0013107	Carub.0007s0691.1.p	AALP_AA7G200400
OG0013108	Carub.0002s2452.1.p, Carub.0007s3025.1.p	AALP_AA2G218000
OG0013109	Carub.0003s0695.1.p	AALP_AA3G082000
OG0013111	Carub.0005s2178.1.p	AALP_AA5G191700
OG0013112	Carub.0004s1951.1.p	AALP_AA4G152000
OG0013113	Carub.0008s0156.1.p	AALP_AA6G116700
OG0013114	Carub.0005s0929.1.p, Carub.0251s0001.1.p	AALP_AA5G068600
OG0013115	Carub.0003s0058.1.p	AALP_AA3G006400
OG0013116	Carub.0003s0598.1.p	AALP_AA3G071100, AALP_AA2G186200, AALP_AA3G071200
OG0013117	Carub.0007s2960.1.p	AALP_AAs39056U000200
OG0013118	Carub.0003s2689.1.p	AALP_AA3G299800
OG0013119	Carub.0004s1075.1.p	AALP_AAs50253U001100
OG0013120	Carub.0003s0417.1.p	AALP_AA3G044400
OG0013121	Carub.0003s1457.1.p	AALP_AA3G167200
OG0013122	Carub.0002s2367.1.p	AALP_AA2G209900
OG0013124	Carub.0001s1694.1.p	AALP_AA8G077600
OG0013125	Carub.0001s2918.1.p	AALP_AA2G157800
OG0013126	Carub.0006s3284.1.p	AALP_AA6G055700
OG0013127	Carub.0008s1937.1.p	AALP_AA8G378100
OG0013128	Carub.0004s2363.1.p	AALP_AA4G197400
OG0013129	Carub.0007s0047.1.p	AALP_AA7G264200
OG0013130	Carub.0006s1925.1.p	AALP_AA8G230200
OG0013131	Carub.0004s1526.1.p	AALP_AA6G058800
OG0013132	Carub.0001s0577.1.p	AALP_AA1G061500
OG0013133	Carub.0003s0480.1.p	AALP_AA3G049400
OG0013134	Carub.0001s1878.1.p	AALP_AA1G210000
OG0013135	Carub.0006s3414.1.p	AALP_AA6G039900
OG0013137	Carub.0001s2228.1.p	AALP_AA1G248200
OG0013139	Carub.0005s2803.1.p	AALP_AA5G270300
OG0013140	Carub.0002s1736.1.p	AALP_AA2G135900
OG0013141	Carub.0001s0385.1.p	AALP_AA1G040700
OG0013142	Carub.0007s2840.1.p	AALP_AA4G105400
OG0013143	Carub.0005s0671.1.p	AALP_AA5G051900
OG0013144	Carub.0003s0391.1.p	AALP_AA3G042200
OG0013145	Carub.0005s1458.1.p	AALP_AA8G196300
OG0013146	Carub.0002s1900.1.p	AALP_AA2G154000
OG0013147	Carub.0007s2440.1.p	AALP_AA8G290200
OG0013149	Carub.0008s2563.1.p	AALP_AA8G481400
OG0013150	Carub.0003s1008.1.p	AALP_AA3G117400
OG0013152	Carub.0007s1628.1.p	AALP_AA7G078200
OG0013153	Carub.0001s4033.1.p	AALP_AA4G044900
OG0013154	Carub.0001s1788.1.p	AALP_AA1G200700
OG0013155	Carub.0002s1988.1.p	AALP_AA2G167400
OG0013156	Carub.0006s3697.1.p	AALP_AA6G004400
OG0013157	Carub.0006s1105.1.p	AALP_AA8G126300
OG0013158	Carub.0008s0427.1.p	AALP_AA6G141400
OG0013159	Carub.0008s0541.1.p	AALP_AA6G060200
OG0013160	Carub.0003s3314.1.p	AALP_AA8G211700
OG0013161	Carub.0005s1479.1.p	AALP_AA5G109100
OG0013162	Carub.0006s2004.1.p	AALP_AAs64104U000900
OG0013163	Carub.0001s1547.1.p	AALP_AA1G177200
OG0013164	Carub.0007s1135.1.p	AALP_AA7G188600
OG0013165	Carub.0006s2943.1.p	AALP_AA6G167500
OG0013166	Carub.0002s0002.1.p	AALP_AA5G085900
OG0013167	Carub.0008s1158.1.p	AALP_AA8G288900
OG0013169	Carub.0004s1497.1.p	AALP_AA6G062400
OG0013170	Carub.0008s0678.1.p	AALP_AA6G307400
OG0013171	Carub.0005s2871.1.p	AALP_AA5G277900
OG0013172	Carub.0003s0249.1.p	AALP_AA3G027600
OG0013173	Carub.0002s2773.1.p	AALP_AA2G249100
OG0013175	Carub.0005s2925.1.p	AALP_AA5G283200
OG0013176	Carub.0006s2267.1.p	AALP_AA8G424600
OG0013177	Carub.0007s3147.1.p	AALP_AAs58048U000100
OG0013178	Carub.0008s2220.1.p	AALP_AA8G445400
OG0013181	Carub.0001s3837.1.p	AALP_AA4G069800
OG0013182	Carub.0008s2539.1.p	AALP_AA8G479000
OG0013183	Carub.0004s2122.1.p	AALP_AA4G174600
OG0013185	Carub.0004s0089.1.p	AALP_AA6G296200
OG0013186	Carub.0001s3916.1.p	AALP_AA4G060300
OG0013188	Carub.0003s0874.1.p	AALP_AA3G103300
OG0013191	Carub.0005s1663.1.p	AALP_AA5G125300
OG0013192	Carub.0003s0638.1.p	AALP_AA3G075500
OG0013193	Carub.0001s1160.1.p	AALP_AA1G127600
OG0013194	Carub.0001s0237.1.p	AALP_AA1G026700
OG0013195	Carub.0006s1966.1.p	AALP_AA8G236100
OG0013197	Carub.0001s0477.1.p	AALP_AA1G051400
OG0013198	Carub.0006s3444.1.p	AALP_AA6G036800
OG0013200	Carub.0008s2107.1.p	AALP_AA8G401200
OG0013201	Carub.0002s1149.1.p	AALP_AA2G073100
OG0013202	Carub.0001s3458.1.p	AALP_AA7G093400, AALP_AAs73735U000600
OG0013203	Carub.0004s0796.1.p	AALP_AA3G062000
OG0013206	Carub.0008s2191.1.p	AALP_AA8G442600
OG0013207	Carub.0005s2864.1.p	AALP_AA5G277200
OG0013208	Carub.0004s1397.1.p	AALP_AA6G075400
OG0013209	Carub.0001s0225.1.p	AALP_AA1G024800
OG0013210	Carub.0002s1690.1.p	AALP_AA2G130800
OG0013211	Carub.0001s4375.1.p	AALP_AA3G147100
OG0013212	Carub.0004s2934.1.p	AALP_AA4G255800
OG0013213	Carub.0007s0193.1.p	AALP_AA7G279600
OG0013214	Carub.0008s0731.1.p	AALP_AA6G206200
OG0013216	Carub.0007s1097.1.p	AALP_AA7G144200
OG0013217	Carub.0001s0114.1.p	AALP_AA1G001400
OG0013219	Carub.0008s0944.1.p	AALP_AA8G270100
OG0013221	Carub.0004s1154.1.p	AALP_AA6G170300
OG0013223	Carub.0003s0803.1.p	AALP_AA3G093500
OG0013225	Carub.0008s1972.1.p	AALP_AA8G382000
OG0013227	Carub.0005s2612.1.p	AALP_AA3G349500
OG0013229	Carub.0007s1266.1.p	AALP_AA7G120700
OG0013230	Carub.0006s3451.1.p	AALP_AA6G035000
OG0013231	Carub.0001s3041.1.p	AALP_AA1G327200
OG0013232	Carub.0003s2836.1.p	AALP_AA3G310900
OG0013234	Carub.0008s0414.1.p	AALP_AA6G140200
OG0013236	Carub.0002s0296.1.p	AALP_AA2G021000
OG0013238	Carub.0003s1406.1.p	AALP_AA3G161800
OG0013239	Carub.0002s2086.1.p	AALP_AA2G178600
OG0013241	Carub.0007s0613.1.p	AALP_AA7G211500
OG0013242	Carub.0006s2345.1.p	AALP_AA8G433000
OG0013243	Carub.0006s2459.1.p	AALP_AA8G250700
OG0013244	Carub.0006s1298.1.p	AALP_AA8G150400
OG0013245	Carub.0001s3048.1.p	AALP_AA1G325800
OG0013246	Carub.0003s2852.1.p	AALP_AA3G312100
OG0013247	Carub.0008s1157.1.p	AALP_AA8G289400
OG0013250	Carub.0006s0166.1.p	AALP_AA3G315500
OG0013253	Carub.0006s1022.1.p	AALP_AA8G114300
OG0013254	Carub.0003s2815.1.p	AALP_AA3G309700
OG0013255	Carub.0005s1668.1.p	AALP_AA2G031000
OG0013256	Carub.0005s2042.1.p	AALP_AA5G171100
OG0013257	Carub.0002s1734.1.p	AALP_AA2G135700
OG0013258	Carub.0001s2178.1.p	AALP_AA1G243400
OG0013259	Carub.0008s2860.1.p	AALP_AA8G493000
OG0013260	Carub.0006s1809.1.p	AALP_AA8G217000
OG0013261	Carub.0002s0784.1.p	AALP_AA4G000600
OG0013262	Carub.0006s3161.1.p	AALP_AA6G184500
OG0013263	Carub.0006s1040.1.p	AALP_AA8G116500
OG0013265	Carub.0008s1775.1.p	AALP_AA8G361400
OG0013266	Carub.0003s2662.1.p	AALP_AA3G197100
OG0013267	Carub.0007s3119.1.p	AALP_AA4G090000
OG0013270	Carub.0001s1206.1.p	AALP_AA1G133700
OG0013272	Carub.0001s4057.1.p	AALP_AA4G042500
OG0013273	Carub.0007s0451.1.p	AALP_AA7G233000
OG0013274	Carub.0008s0616.1.p	AALP_AA6G162400
OG0013275	Carub.0002s1240.1.p	AALP_AA2G080100
OG0013276	Carub.0002s1110.1.p	AALP_AA2G071000
OG0013277	Carub.0004s2113.1.p	AALP_AA4G172200
OG0013278	Carub.0005s2315.1.p	AALP_AA5G205000
OG0013279	Carub.0005s1933.1.p	AALP_AA5G158100
OG0013280	Carub.0006s0484.1.p	AALP_AA8G052300
OG0013282	Carub.0007s0010.1.p	AALP_AA7G260200
OG0013283	Carub.0001s3229.1.p	AALP_AA1G346900
OG0013284	Carub.0008s1793.1.p	AALP_AA8G363000
OG0013285	Carub.0005s1450.1.p	AALP_AA5G104400
OG0013286	Carub.0008s0201.1.p	AALP_AA6G121500
OG0013291	Carub.0002s0073.1.p	AALP_AA2G000400
OG0013292	Carub.0008s2571.1.p	AALP_AA8G482200
OG0013293	Carub.0003s0347.1.p	AALP_AA3G037600
OG0013294	Carub.0007s2110.1.p	AALP_AA7G026800
OG0013295	Carub.0001s0843.1.p	AALP_AA1G094800
OG0013296	Carub.0008s1585.1.p	AALP_AA8G339700
OG0013297	Carub.0005s2432.1.p	AALP_AA5G220800
OG0013298	Carub.0008s1173.1.p	AALP_AA8G292500
OG0013300	Carub.0001s1952.1.p	AALP_AA1G218900
OG0013303	Carub.0001s0862.1.p	AALP_AA1G096600
OG0013304	Carub.0001s3524.1.p	AALP_AA4G090900
OG0013305	Carub.0002s1225.1.p	AALP_AA2G079300
OG0013307	Carub.0003s1461.1.p	AALP_AA3G167800
OG0013309	Carub.0002s2295.1.p	AALP_AA2G204300
OG0013310	Carub.0007s3653.1.p	AALP_AA6G343600
OG0013311	Carub.0006s0466.1.p	AALP_AA8G054800
OG0013312	Carub.0002s1977.1.p	AALP_AA2G166400
OG0013313	Carub.0005s2909.1.p	AALP_AA5G281900
OG0013314	Carub.0006s2112.1.p	AALP_AA3G212400
OG0013316	Carub.0002s2015.1.p	AALP_AA2G171300
OG0013317	Carub.0001s2006.1.p	AALP_AA1G224000
OG0013319	Carub.0008s1178.1.p	AALP_AA8G293100
OG0013320	Carub.0006s1081.1.p	AALP_AA8G123300
OG0013321	Carub.0001s4135.1.p	AALP_AA4G036400
OG0013322	Carub.0003s0294.1.p	AALP_AA3G032300
OG0013323	Carub.0001s0034.1.p	AALP_AA1G010500
OG0013325	Carub.0006s0409.1.p	AALP_AA8G045400
OG0013326	Carub.0006s3614.1.p	AALP_AA6G014500
OG0013327	Carub.0001s0073.1.p	AALP_AA1G007400
OG0013330	Carub.0003s3460.1.p	AALP_AA3G367200
OG0013331	Carub.0007s0323.1.p	AALP_AA7G247400
OG0013332	Carub.0006s2160.1.p	AALP_AA8G414300
OG0013333	Carub.0007s1144.1.p	AALP_AA7G138200
OG0013334	Carub.0003s1483.1.p	AALP_AA3G170300
OG0013336	Carub.0001s0474.1.p	AALP_AA1G051100
OG0013337	Carub.0007s2242.1.p	AALP_AA7G011200
OG0013338	Carub.0002s1952.1.p	AALP_AA2G160100
OG0013339	Carub.0002s0329.1.p	AALP_AA2G023800
OG0013340	Carub.0001s3838.1.p	AALP_AA4G069700
OG0013342	Carub.0001s2620.1.p	AALP_AA1G286500
OG0013343	Carub.0002s1846.1.p	AALP_AA2G148600
OG0013344	Carub.0001s0199.1.p	AALP_AA1G021500
OG0013345	Carub.0001s3422.1.p	AALP_AA7G094800
OG0013346	Carub.0001s0826.1.p	AALP_AA1G093200
OG0013348	Carub.0002s0957.1.p	AALP_AA6G355300, AALP_AA6G356700
OG0013349	Carub.0007s0225.1.p	AALP_AAs44027U000100
OG0013350	Carub.0002s2575.1.p	AALP_AA2G234800
OG0013351	Carub.0002s1186.1.p	AALP_AA2G075500
OG0013353	Carub.0002s2562.1.p	AALP_AA2G229700
OG0013354	Carub.0003s2194.1.p	AALP_AA3G252300
OG0013355	Carub.0008s1057.1.p	AALP_AA8G281800
OG0013356	Carub.0006s2954.1.p	AALP_AA6G168400
OG0013358	Carub.0007s2428.1.p	AALP_AA1G331900
OG0013359	Carub.0003s0291.1.p	AALP_AA3G031200
OG0013361	Carub.0003s0271.1.p	AALP_AA3G029100
OG0013362	Carub.0012s0015.1.p	AALP_AA2G034800
OG0013363	Carub.0002s1184.1.p	AALP_AA2G075300
OG0013364	Carub.0004s1745.1.p	AALP_AA4G128700
OG0013365	Carub.0003s0491.1.p, Carub.0003s0492.1.p	AALP_AA3G053200
OG0013366	Carub.0006s2101.1.p	AALP_AA8G410200
OG0013367	Carub.0001s4161.1.p	AALP_AA4G035200
OG0013368	Carub.0007s2194.1.p	AALP_AA7G016600
OG0013370	Carub.0001s2816.1.p	AALP_AA1G306900
OG0013372	Carub.0007s3286.1.p	AALP_AA6G354100
OG0013374	Carub.0007s3185.1.p	AALP_AA6G008900
OG0013375	Carub.0002s0349.1.p	AALP_AA2G026900
OG0013376	Carub.0005s0697.1.p	AALP_AA5G053600
OG0013377	Carub.0007s2273.1.p	AALP_AA7G007600
OG0013378	Carub.0002s1844.1.p	AALP_AA2G148400
OG0013379	Carub.0004s2510.1.p	AALP_AA4G214700
OG0013380	Carub.0003s0795.1.p	AALP_AA5G100700
OG0013381	Carub.0004s2394.1.p	AALP_AA4G200400
OG0013382	Carub.0001s0919.1.p	AALP_AA1G103800
OG0013383	Carub.0008s0686.1.p	AALP_AA6G308100
OG0013384	Carub.0002s0090.1.p	AALP_AA2G001500
OG0013385	Carub.0005s0105.1.p	AALP_AA2G253800
OG0013386	Carub.0004s1424.1.p	AALP_AA6G066000, AALP_AA6G069300
OG0013387	Carub.0024s0016.1.p	AALP_AA8G011600
OG0013388	Carub.0008s2474.1.p	AALP_AA8G470600, AALP_AA8G178000
OG0013389	Carub.0006s2245.1.p	AALP_AA8G422400
OG0013390	Carub.0006s3458.1.p	AALP_AA6G034300
OG0013391	Carub.0002s1287.1.p	AALP_AA2G081700
OG0013393	Carub.0006s0598.1.p	AALP_AA8G066100
OG0013394	Carub.0006s1010.1.p	AALP_AA8G113000
OG0013395	Carub.0007s2781.1.p	AALP_AAs74096U000300
OG0013397	Carub.0003s0040.1.p	AALP_AA3G008000
OG0013398	Carub.0008s0794.1.p	AALP_AA6G095500
OG0013399	Carub.0008s0149.1.p	AALP_AA6G116200
OG0013400	Carub.0006s3423.1.p	AALP_AA6G038700
OG0013401	Carub.0005s2085.1.p	AALP_AA5G177300
OG0013402	Carub.0006s2233.1.p	AALP_AA8G421800
OG0013404	Carub.0007s0698.1.p	AALP_AA7G201200
OG0013405	Carub.0001s3743.1.p	AALP_AA4G077800
OG0013406	Carub.0004s1214.1.p	AALP_AA6G087600
OG0013407	Carub.0005s2773.1.p	AALP_AA5G267700
