Orthogroup	Capsella_rubella	Tarenaya_hassleriana
OG0011110	Carub.0002s2394.1.p	Th2v09838
OG0011111	Carub.0006s1148.1.p	Th2v28168, Th2v31077
OG0011112	Carub.0005s2616.1.p	Th2v13329, Th2v25959
OG0011113	Carub.0002s2053.1.p	Th2v09918
OG0011114	Carub.0002s1581.1.p	Th2v24917, Th2v30861
OG0011115	Carub.0001s2743.1.p	Th2v26529
OG0011116	Carub.0001s4328.1.p	Th2v00931
OG0011117	Carub.0005s2615.1.p	Th2v13328, Th2v25958
OG0011118	Carub.0005s1010.1.p	Th2v21199
OG0011119	Carub.0005s2127.1.p	Th2v03554
OG0011120	Carub.0002s1564.1.p	Th2v03974, Th2v24904
OG0011121	Carub.0006s2710.1.p	Th2v04764, Th2v10965
OG0011122	Carub.0001s3535.1.p	Th2v04790, Th2v17178
OG0011123	Carub.0004s1718.1.p	Th2v01476, Th2v27766
OG0011125	Carub.0006s2670.1.p	Th2v03826, Th2v28869
OG0011126	Carub.0001s2544.1.p	Th2v03923, Th2v28271
OG0011127	Carub.0002s2093.1.p, Carub.0002s1719.1.p, Carub.0002s2261.1.p	Th2v28081
OG0011129	Carub.0008s1900.1.p	Th2v18688
OG0011130	Carub.0003s0597.1.p	Th2v11355
OG0011131	Carub.0004s2855.1.p	Th2v07165, Th2v12868, Th2v22563
OG0011132	Carub.0007s2329.1.p	Th2v27160
OG0011133	Carub.0003s2400.1.p	Th2v19468, Th2v28773
OG0011134	Carub.0002s2560.1.p	Th2v10072
OG0011135	Carub.0001s0473.1.p	Th2v15987
OG0011136	Carub.0002s2574.1.p	Th2v05669
OG0011137	Carub.0001s4489.1.p	Th2v13411
OG0011138	Carub.0004s1363.1.p	Th2v16000
OG0011139	Carub.0003s1723.1.p	Th2v18288
OG0011140	Carub.0004s2594.1.p	Th2v13346, Th2v25969
OG0011141	Carub.0006s1202.1.p	Th2v08669
OG0011142	Carub.0007s1100.1.p	Th2v01198
OG0011145	Carub.0008s1614.1.p	Th2v09469
OG0011146	Carub.0007s0093.1.p	Th2v12563
OG0011147	Carub.0003s1831.1.p	Th2v26391, Th2v27717
OG0011149	Carub.0001s0630.1.p	Th2v10424, Th2v15824
OG0011150	Carub.0002s0331.1.p	Th2v04946
OG0011151	Carub.0007s1878.1.p	Th2v11945
OG0011152	Carub.0003s1875.1.p	Th2v29965
OG0011153	Carub.0007s0306.1.p	Th2v03090, Th2v12311
OG0011154	Carub.0002s1373.1.p	Th2v29643
OG0011155	Carub.0007s0387.1.p	Th2v02430
OG0011156	Carub.0006s0939.1.p	Th2v21399
OG0011157	Carub.0005s0721.1.p	Th2v00370, Th2v23221
OG0011158	Carub.0005s1122.1.p	Th2v05165, Th2v29219, Th2v30109
OG0011159	Carub.0003s2473.1.p	Th2v19537
OG0011160	Carub.0006s2424.1.p	Th2v18431
OG0011161	Carub.0008s2425.1.p	Th2v09285, Th2v17358
OG0011162	Carub.0004s2178.1.p	Th2v06683, Th2v15382
OG0011163	Carub.0003s3419.1.p	Th2v01626
OG0011164	Carub.0005s1843.1.p	Th2v11543
OG0011165	Carub.0001s1708.1.p	Th2v23272
OG0011166	Carub.0024s0001.1.p	Th2v19845
OG0011167	Carub.0003s0884.1.p	Th2v20015
OG0011168	Carub.0003s3220.1.p	Th2v02998, Th2v21557, Th2v12222
OG0011169	Carub.0008s0040.1.p	Th2v27212
OG0011170	Carub.0007s0480.1.p, Carub.0007s0481.1.p	Th2v12172
OG0011171	Carub.0006s1827.1.p	Th2v18051, Th2v19039
OG0011172	Carub.0008s0710.1.p	Th2v11053, Th2v31039
OG0011173	Carub.0003s1193.1.p, Carub.0003s0856.1.p	Th2v17752
OG0011174	Carub.0005s1527.1.p	Th2v14106, Th2v26785
OG0011175	Carub.0006s0752.1.p	Th2v24149
OG0011176	Carub.0004s0259.1.p	Th2v19805
OG0011177	Carub.0008s1035.1.p	Th2v26817
OG0011178	Carub.0003s0540.1.p	Th2v11270
OG0011179	Carub.0003s1989.1.p	Th2v08460
OG0011180	Carub.0006s2318.1.p	Th2v02048, Th2v17654, Th2v21424
OG0011181	Carub.0008s1542.1.p	Th2v09431, Th2v21637
OG0011182	Carub.0007s3194.1.p	Th2v06261, Th2v14962
OG0011183	Carub.0007s1860.1.p	Th2v16738
OG0011184	Carub.0005s2524.1.p	Th2v13251, Th2v25886
OG0011185	Carub.0001s0846.1.p	Th2v00803
OG0011186	Carub.0003s2083.1.p	Th2v21845
OG0011187	Carub.0002s1569.1.p	Th2v24907
OG0011188	Carub.0006s0755.1.p	Th2v11838, Th2v24151
OG0011189	Carub.0001s1648.1.p	Th2v10094
OG0011190	Carub.0008s2371.1.p	Th2v23969
OG0011191	Carub.0003s0620.1.p	Th2v11370
OG0011192	Carub.0005s0026.1.p	Th2v05441
OG0011193	Carub.0007s3215.1.p	Th2v00612
OG0011194	Carub.0001s1019.1.p	Th2v20700
OG0011195	Carub.0006s1227.1.p	Th2v06968, Th2v18192
OG0011196	Carub.0006s3375.1.p	Th2v16204
OG0011197	Carub.0001s0803.1.p	Th2v06221, Th2v14922
OG0011198	Carub.0006s1155.1.p	Th2v28159
OG0011199	Carub.0003s0693.1.p	Th2v24785
OG0011201	Carub.0006s1877.1.p	Th2v21495
OG0011203	Carub.0008s2261.1.p	Th2v13916
OG0011204	Carub.0005s2107.1.p	Th2v03523
OG0011205	Carub.0003s2228.1.p	Th2v18205, Th2v24615
OG0011206	Carub.0004s2227.1.p	Th2v06711, Th2v15409
OG0011207	Carub.0006s3652.1.p	Th2v24521
OG0011209	Carub.0007s2470.1.p	Th2v01528
OG0011210	Carub.0003s0016.1.p	Th2v23194
OG0011211	Carub.0007s1873.1.p	Th2v04465
OG0011212	Carub.0001s0095.1.p	Th2v07843, Th2v16378
OG0011213	Carub.0007s2571.1.p	Th2v25743
OG0011214	Carub.0008s1820.1.p	Th2v05580
OG0011215	Carub.0003s0147.1.p	Th2v09051, Th2v23054
OG0011216	Carub.0005s2132.1.p	Th2v29186
OG0011217	Carub.0004s1118.1.p	Th2v07460, Th2v15810
OG0011218	Carub.0005s2301.1.p	Th2v15432
OG0011219	Carub.0007s1998.1.p	Th2v16668
OG0011220	Carub.0004s2290.1.p	Th2v28387
OG0011222	Carub.0003s0965.1.p	Th2v08823
OG0011223	Carub.0004s0375.1.p	Th2v01814
OG0011224	Carub.0006s1364.1.p	Th2v18610
OG0011225	Carub.0006s1002.1.p	Th2v21192
OG0011226	Carub.0006s1066.1.p	Th2v17549, Th2v19202
OG0011227	Carub.0008s0150.1.p	Th2v07419, Th2v10658
OG0011228	Carub.0002s1360.1.p	Th2v28195, Th2v29795
OG0011229	Carub.0004s2573.1.p	Th2v06910
OG0011230	Carub.0008s1161.1.p	Th2v09324, Th2v26876
OG0011232	Carub.0002s2740.1.p	Th2v05609
OG0011233	Carub.0003s2954.1.p	Th2v02871
OG0011234	Carub.0008s0187.1.p	Th2v07392, Th2v07391, Th2v10685
OG0011235	Carub.0008s2446.1.p	Th2v08287
OG0011236	Carub.0001s4228.1.p	Th2v23787, Th2v27374
OG0011237	Carub.0003s1807.1.p	Th2v22047, Th2v24273
OG0011238	Carub.0004s1371.1.p	Th2v27135
OG0011239	Carub.0001s4308.1.p	Th2v00918, Th2v23723
OG0011240	Carub.0002s2660.1.p	Th2v23384
OG0011241	Carub.0001s1132.1.p	Th2v03857
OG0011242	Carub.0003s1679.1.p	Th2v26302, Th2v27669
OG0011243	Carub.0007s0993.1.p	Th2v02119, Th2v12451
OG0011244	Carub.0004s0526.1.p	Th2v28201
OG0011245	Carub.0001s0464.1.p	Th2v17208, Th2v07795, Th2v29693, Th2v29606
OG0011246	Carub.0001s2491.1.p	Th2v24871, Th2v07804, Th2v29701
OG0011247	Carub.0001s1163.1.p	Th2v05999, Th2v14708
OG0011248	Carub.0004s2625.1.p	Th2v06930
OG0011249	Carub.0008s1107.1.p	Th2v09357
OG0011251	Carub.0005s0960.1.p	Th2v18950
OG0011252	Carub.0004s1480.1.p	Th2v12474
OG0011253	Carub.0001s3719.1.p	Th2v18278
OG0011254	Carub.0004s2539.1.p	Th2v13294, Th2v25927
OG0011255	Carub.0001s0544.1.p	Th2v15921
OG0011256	Carub.0008s2837.1.p	Th2v14141, Th2v26745
OG0011257	Carub.0007s2133.1.p	Th2v04269
OG0011258	Carub.0003s3189.1.p	Th2v12202
OG0011259	Carub.0006s3610.1.p	Th2v07838
OG0011260	Carub.0008s2304.1.p	Th2v13958
OG0011261	Carub.0001s2103.1.p	Th2v05713, Th2v20801
OG0011262	Carub.0002s1870.1.p	Th2v27922
OG0011264	Carub.0004s0253.1.p	Th2v03089, Th2v12310
OG0011265	Carub.0005s0006.1.p	Th2v05389
OG0011266	Carub.0006s1587.1.p	Th2v22912
OG0011267	Carub.0006s0042.1.p	Th2v19896
OG0011268	Carub.0004s1389.1.p	Th2v16022, Th2v27130
OG0011269	Carub.0002s1865.1.p	Th2v27918
OG0011270	Carub.0008s1521.1.p	Th2v25577
OG0011271	Carub.0003s1373.1.p	Th2v26122
OG0011272	Carub.0007s2433.1.p	Th2v10549
OG0011273	Carub.0004s2451.1.p	Th2v19740, Th2v25142
OG0011274	Carub.0006s1304.1.p	Th2v07006, Th2v18157
OG0011275	Carub.0001s2602.1.p	Th2v28848, Th2v28644
OG0011276	Carub.0007s1247.1.p	Th2v01560
OG0011277	Carub.0002s0673.1.p	Th2v20073, Th2v20074
OG0011278	Carub.0003s1444.1.p	Th2v00896, Th2v26040
OG0011279	Carub.0001s2494.1.p	Th2v24868
OG0011280	Carub.0007s3743.1.p	Th2v05326
OG0011281	Carub.0008s2716.1.p	Th2v11731, Th2v14237, Th2v26645
OG0011282	Carub.0004s2278.1.p	Th2v06741, Th2v15440, Th2v28380
OG0011283	Carub.0003s3382.1.p	Th2v01664
OG0011284	Carub.0006s1924.1.p	Th2v17985, Th2v18963
OG0011285	Carub.0001s1130.1.p	Th2v20630
OG0011286	Carub.0005s1887.1.p	Th2v08730
OG0011287	Carub.0003s1600.1.p	Th2v21920
OG0011289	Carub.0005s2210.1.p	Th2v22329
OG0011290	Carub.0003s1516.1.p	Th2v22001
OG0011291	Carub.0001s2853.1.p	Th2v26601
OG0011293	Carub.0005s1516.1.p	Th2v14096, Th2v31290
OG0011294	Carub.0002s2634.1.p	Th2v05644
OG0011295	Carub.0003s0386.1.p, Carub.0002s1030.1.p	Th2v25394
OG0011296	Carub.0008s1853.1.p	Th2v21775
OG0011298	Carub.0001s4187.1.p	Th2v21986
OG0011299	Carub.0007s3113.1.p	Th2v06228, Th2v14929
OG0011300	Carub.0001s1691.1.p	Th2v30185, Th2v05971, Th2v21095
OG0011301	Carub.0006s0111.1.p	Th2v08935
OG0011302	Carub.0002s0025.1.p	Th2v04817
OG0011303	Carub.0006s0449.1.p	Th2v20219
OG0011305	Carub.0006s2148.1.p	Th2v17343
OG0011306	Carub.0003s2372.1.p	Th2v28761
OG0011307	Carub.0001s4207.1.p	Th2v00868
OG0011308	Carub.0005s1290.1.p	Th2v01244, Th2v26427
OG0011309	Carub.0008s0889.1.p	Th2v09228
OG0011310	Carub.0007s0545.1.p	Th2v02797
OG0011311	Carub.0008s1230.1.p	Th2v28948
OG0011312	Carub.0001s4410.1.p	Th2v26146
OG0011313	Carub.0007s1683.1.p	Th2v03842
OG0011314	Carub.0004s2386.1.p	Th2v13173, Th2v25816
OG0011316	Carub.0006s1472.1.p	Th2v09082, Th2v18597
OG0011317	Carub.0004s2239.1.p	Th2v06717
OG0011318	Carub.0007s0065.1.p	Th2v03277
OG0011319	Carub.0001s2561.1.p	Th2v03910
OG0011321	Carub.0001s2000.1.p	Th2v28134
OG0011322	Carub.0001s0374.1.p	Th2v08059, Th2v16083
OG0011323	Carub.0007s1149.1.p	Th2v01621, Th2v12498
OG0011324	Carub.0001s2365.1.p	Th2v24967
OG0011325	Carub.0007s0724.1.p	Th2v01922
OG0011326	Carub.0006s2099.1.p	Th2v24119
OG0011327	Carub.0001s2245.1.p	Th2v25071, Th2v30181
OG0011328	Carub.0007s1782.1.p	Th2v16801
OG0011330	Carub.0001s1935.1.p	Th2v28059
OG0011331	Carub.0001s1387.1.p	Th2v28690
OG0011333	Carub.0008s1967.1.p	Th2v17816, Th2v21303
OG0011334	Carub.0001s3605.1.p	Th2v29826
OG0011335	Carub.0006s3626.1.p	Th2v16399
OG0011336	Carub.0007s2755.1.p	Th2v19373
OG0011337	Carub.0001s0641.1.p	Th2v07462, Th2v15808
OG0011339	Carub.0004s2024.1.p	Th2v03726
OG0011340	Carub.0001s1500.1.p	Th2v10266
OG0011341	Carub.0001s3073.1.p	Th2v10566
OG0011342	Carub.0003s1012.1.p	Th2v20184
OG0011343	Carub.0008s0194.1.p	Th2v27256
OG0011344	Carub.0007s2722.1.p	Th2v24603
OG0011345	Carub.0003s3449.1.p	Th2v01601, Th2v12514
OG0011346	Carub.0003s3394.1.p	Th2v26467
OG0011347	Carub.0007s3515.1.p	Th2v06377, Th2v15077
OG0011348	Carub.0004s2049.1.p	Th2v17012
OG0011349	Carub.0002s0275.1.p	Th2v02896, Th2v29758
OG0011350	Carub.0001s2593.1.p	Th2v03892, Th2v28214
OG0011351	Carub.0001s4397.1.p	Th2v23639
OG0011352	Carub.0008s0837.1.p	Th2v20415
OG0011353	Carub.0006s2000.1.p	Th2v18916
OG0011354	Carub.0004s2459.1.p	Th2v13216, Th2v25854
OG0011355	Carub.0004s1847.1.p	Th2v14657
OG0011356	Carub.0004s2446.1.p	Th2v06837, Th2v15535
OG0011358	Carub.0007s0032.1.p	Th2v12613
OG0011359	Carub.0003s3490.1.p, Carub.0003s3492.1.p	Th2v21592
OG0011360	Carub.0006s1061.1.p	Th2v19233
OG0011361	Carub.0001s2693.1.p	Th2v26504
OG0011362	Carub.0005s1017.1.p	Th2v18901
OG0011363	Carub.0006s0731.1.p	Th2v24136
OG0011364	Carub.0005s1903.1.p	Th2v29761, Th2v29762
OG0011365	Carub.0007s2448.1.p	Th2v29193
OG0011366	Carub.0006s2507.1.p	Th2v16432
OG0011367	Carub.0007s1769.1.p	Th2v04545, Th2v16809
OG0011368	Carub.0004s0569.1.p	Th2v11096
OG0011369	Carub.0008s0990.1.p	Th2v23524, Th2v20378
OG0011370	Carub.0003s0293.1.p	Th2v22882
OG0011371	Carub.0005s1970.1.p	Th2v08619
OG0011372	Carub.0006s3288.1.p	Th2v16678
OG0011373	Carub.0005s1753.1.p	Th2v11663
OG0011374	Carub.0006s1359.1.p	Th2v18607, Th2v24665
OG0011375	Carub.0005s1853.1.p	Th2v06709, Th2v15407
OG0011377	Carub.0007s2172.1.p	Th2v07366, Th2v10713
OG0011378	Carub.0008s2296.1.p	Th2v13950, Th2v26447
OG0011379	Carub.0003s3256.1.p	Th2v23032
OG0011380	Carub.0005s1472.1.p	Th2v14067
OG0011381	Carub.0006s3137.1.p	Th2v16736
OG0011382	Carub.0001s1649.1.p	Th2v10093
OG0011383	Carub.0004s0172.1.p	Th2v03162
OG0011384	Carub.0005s3010.1.p	Th2v13111, Th2v22821, Th2v25756
OG0011385	Carub.0008s0920.1.p	Th2v08999
OG0011386	Carub.0003s0185.1.p	Th2v23008
OG0011387	Carub.0005s2817.1.p	Th2v12881, Th2v22578
OG0011388	Carub.0004s2823.1.p	Th2v12847, Th2v22538
OG0011389	Carub.0005s1639.1.p	Th2v11732, Th2v13531
OG0011390	Carub.0008s1225.1.p	Th2v26901
OG0011393	Carub.0007s1513.1.p	Th2v21748
OG0011395	Carub.0006s2284.1.p	Th2v29460
OG0011395	Carub.0006s0922.1.p	Th2v21392
OG0011396	Carub.0005s2142.1.p	Th2v22272, Th2v29153
OG0011398	Carub.0001s1357.1.p	Th2v06483, Th2v15180
OG0011399	Carub.0007s2847.1.p	Th2v01238, Th2v10321
OG0011400	Carub.0013s0010.1.p, Carub.0008s2506.1.p	Th2v13719
OG0011401	Carub.0005s1779.1.p	Th2v13428
OG0011402	Carub.0004s1501.1.p	Th2v27089
OG0011403	Carub.0008s0934.1.p	Th2v11364
OG0011404	Carub.0001s2806.1.p	Th2v10396
OG0011405	Carub.0005s2940.1.p	Th2v13045, Th2v22753
OG0011406	Carub.0005s2861.1.p	Th2v12946, Th2v22643
OG0011407	Carub.0005s2072.1.p	Th2v14579
OG0011408	Carub.0005s2440.1.p	Th2v13195
OG0011410	Carub.0003s1982.1.p	Th2v25103
OG0011411	Carub.0008s0885.1.p	Th2v11401
OG0011412	Carub.0006s0506.1.p	Th2v20275
OG0011413	Carub.0006s0464.1.p	Th2v14369, Th2v22195
OG0011415	Carub.0006s1775.1.p	Th2v29006
OG0011417	Carub.0003s1733.1.p	Th2v25539
OG0011418	Carub.0002s2227.1.p	Th2v05842, Th2v20940, Th2v28034
OG0011419	Carub.0003s1754.1.p	Th2v26333, Th2v27636
OG0011420	Carub.0001s0754.1.p	Th2v08352
OG0011421	Carub.0001s1976.1.p	Th2v04090, Th2v28116
OG0011422	Carub.0005s2056.1.p	Th2v16927
OG0011423	Carub.0007s3132.1.p	Th2v08528, Th2v19661
OG0011424	Carub.0008s0042.1.p	Th2v22389
OG0011425	Carub.0003s0172.1.p	Th2v23024
OG0011427	Carub.0006s0707.1.p	Th2v11864
OG0011428	Carub.0001s2107.1.p	Th2v09861
OG0011429	Carub.0007s2004.1.p	Th2v16661
OG0011430	Carub.0004s3068.1.p, Carub.0004s1384.1.p	Th2v16018
OG0011431	Carub.0001s3258.1.p, Carub.0004s1607.1.p	Th2v18737
OG0011432	Carub.0003s1514.1.p	Th2v23808, Th2v27355
OG0011434	Carub.0008s2418.1.p	Th2v09282, Th2v17361
OG0011435	Carub.0006s3715.1.p	Th2v24507
OG0011436	Carub.0005s1101.1.p	Th2v17896, Th2v18847
OG0011437	Carub.0001s2576.1.p	Th2v28218
OG0011438	Carub.0008s1015.1.p	Th2v20375, Th2v28651, Th2v30764
OG0011439	Carub.0006s2380.1.p	Th2v19259
OG0011440	Carub.0004s1393.1.p	Th2v27127
OG0011441	Carub.0005s1711.1.p	Th2v11693
OG0011442	Carub.0006s2458.1.p	Th2v11231
OG0011443	Carub.0003s2027.1.p	Th2v24445, Th2v21801
OG0011444	Carub.0002s2719.1.p	Th2v10223, Th2v23418
OG0011445	Carub.0006s0920.1.p	Th2v21388
OG0011446	Carub.0001s3800.1.p	Th2v09190
OG0011447	Carub.0005s2277.1.p	Th2v03396, Th2v06721, Th2v15418
OG0011448	Carub.0005s2071.1.p	Th2v03704
OG0011449	Carub.0005s2385.1.p	Th2v06787, Th2v15486
OG0011450	Carub.0005s2131.1.p	Th2v29185
OG0011451	Carub.0007s2920.1.p	Th2v25319
OG0011452	Carub.0002s2514.1.p	Th2v04203
OG0011453	Carub.0005s1441.1.p	Th2v14042
OG0011454	Carub.0003s3055.1.p	Th2v02882, Th2v12109
OG0011455	Carub.0003s2384.1.p	Th2v19457
OG0011456	Carub.0001s2376.1.p	Th2v24973, Th2v25665
OG0011457	Carub.0003s0438.1.p	Th2v18473
OG0011458	Carub.0001s1816.1.p	Th2v23515, Th2v05902, Th2v21012
OG0011459	Carub.0003s2670.1.p	Th2v10295
OG0011460	Carub.0005s0162.1.p	Th2v28674
OG0011461	Carub.0002s0541.1.p	Th2v05014
OG0011462	Carub.0006s0225.1.p	Th2v20037
OG0011464	Carub.0002s2091.1.p	Th2v05899, Th2v21009
OG0011465	Carub.0002s0857.1.p	Th2v00777
OG0011466	Carub.0006s0018.1.p	Th2v19880
OG0011467	Carub.0002s1388.1.p	Th2v29649
OG0011468	Carub.0005s2139.1.p	Th2v29160
OG0011469	Carub.0008s0031.1.p	Th2v17089
OG0011470	Carub.0006s3351.1.p	Th2v07994, Th2v16190
OG0011471	Carub.0008s1868.1.p	Th2v30169
OG0011472	Carub.0001s0394.1.p	Th2v16070, Th2v27107
OG0011473	Carub.0005s0190.1.p	Th2v28691
OG0011474	Carub.0006s3171.1.p	Th2v16721, Th2v16725
OG0011475	Carub.0001s3865.1.p	Th2v29971
OG0011476	Carub.0008s2707.1.p	Th2v11736
OG0011477	Carub.0003s2979.1.p	Th2v02550
OG0011478	Carub.0006s2689.1.p	Th2v04800, Th2v17184
OG0011479	Carub.0004s1917.1.p	Th2v14625
OG0011480	Carub.0007s3348.1.p	Th2v20455
OG0011481	Carub.0005s0191.1.p	Th2v00113
OG0011483	Carub.0001s2862.1.p	Th2v27890
OG0011484	Carub.0008s1885.1.p	Th2v20752
OG0011485	Carub.0006s1064.1.p	Th2v20000
OG0011486	Carub.0003s0666.1.p	Th2v11437, Th2v18336
OG0011487	Carub.0001s0418.1.p	Th2v08090
OG0011488	Carub.0008s0625.1.p	Th2v11041, Th2v29672
OG0011489	Carub.0002s1942.1.p	Th2v10011, Th2v23266
OG0011491	Carub.0002s1926.1.p	Th2v05960, Th2v21081
OG0011492	Carub.0002s2312.1.p	Th2v05790, Th2v20885
OG0011493	Carub.0008s2466.1.p	Th2v17875, Th2v18824
OG0011494	Carub.0003s1259.1.p	Th2v26182
OG0011495	Carub.0004s2293.1.p	Th2v03414
OG0011496	Carub.0005s1916.1.p	Th2v03619, Th2v29314
OG0011497	Carub.0007s2175.1.p	Th2v04247
OG0011498	Carub.0007s0054.1.p	Th2v03307, Th2v29380
OG0011499	Carub.0001s1850.1.p	Th2v23552
OG0011500	Carub.0004s1932.1.p	Th2v16971
OG0011501	Carub.0008s2396.1.p	Th2v23957, Th2v23956
OG0011502	Carub.0006s2360.1.p	Th2v17612
OG0011503	Carub.0003s3332.1.p	Th2v12429
OG0011504	Carub.0003s3388.1.p	Th2v01197
OG0011505	Carub.0007s0849.1.p	Th2v01865, Th2v02058
OG0011506	Carub.0002s1152.1.p	Th2v00593, Th2v05268
OG0011507	Carub.0001s1157.1.p	Th2v04926, Th2v20613
OG0011508	Carub.0001s1736.1.p	Th2v09982
OG0011509	Carub.0002s1720.1.p	Th2v25694
OG0011510	Carub.0001s0419.1.p	Th2v16040
OG0011511	Carub.0008s0285.1.p	Th2v16595
OG0011512	Carub.0003s1747.1.p	Th2v25545
OG0011513	Carub.0007s1590.1.p	Th2v23480
OG0011514	Carub.0008s2217.1.p	Th2v09339, Th2v24062
OG0011515	Carub.0002s1704.1.p	Th2v04029, Th2v25042
OG0011516	Carub.0003s1132.1.p	Th2v08703, Th2v17697
OG0011517	Carub.0005s0755.1.p	Th2v00394
OG0011519	Carub.0001s0083.1.p	Th2v07833, Th2v24540
OG0011520	Carub.0007s1657.1.p	Th2v03818, Th2v28574
OG0011521	Carub.0007s0788.1.p	Th2v11061, Th2v29802
OG0011522	Carub.0004s2481.1.p	Th2v03499
OG0011523	Carub.0007s2734.1.p	Th2v19355
OG0011524	Carub.0006s1783.1.p	Th2v19218
OG0011525	Carub.0008s0030.1.p	Th2v17090
OG0011526	Carub.0001s3527.1.p	Th2v08432
OG0011527	Carub.0001s1502.1.p	Th2v05605
OG0011529	Carub.0004s0881.1.p	Th2v07621, Th2v15671, Th2v08336
OG0011530	Carub.0006s3454.1.p	Th2v00709
OG0011532	Carub.0005s2520.1.p	Th2v13253, Th2v25888
OG0011533	Carub.0002s1566.1.p	Th2v00156
OG0011534	Carub.0004s0725.1.p	Th2v24449, Th2v07746, Th2v15555
OG0011535	Carub.0008s0001.1.p	Th2v10601
OG0011536	Carub.0008s1085.1.p	Th2v11333, Th2v26841
OG0011537	Carub.0003s2695.1.p	Th2v19528, Th2v25326
OG0011538	Carub.0004s2398.1.p	Th2v28001
OG0011540	Carub.0008s2763.1.p	Th2v13489
OG0011541	Carub.0005s0459.1.p	Th2v00237, Th2v06427, Th2v15126
OG0011542	Carub.0008s1661.1.p	Th2v05528
OG0011543	Carub.0003s1343.1.p	Th2v26106
OG0011544	Carub.0001s2122.1.p	Th2v04155, Th2v30639
OG0011545	Carub.0001s3434.1.p	Th2v29618, Th2v11015, Th2v17234
OG0011546	Carub.0003s3373.1.p	Th2v01677, Th2v12479
OG0011547	Carub.0001s3812.1.p	Th2v26397, Th2v27707
OG0011548	Carub.0003s0844.1.p	Th2v13779
OG0011549	Carub.0008s2168.1.p	Th2v13405, Th2v13854
OG0011550	Carub.0006s1169.1.p	Th2v11622
OG0011551	Carub.0005s1840.1.p	Th2v07448
OG0011552	Carub.0007s2512.1.p	Th2v01540
OG0011553	Carub.0001s3315.1.p	Th2v04717
OG0011554	Carub.0007s0726.1.p	Th2v01928
OG0011555	Carub.0003s1410.1.p	Th2v00912, Th2v23731
OG0011556	Carub.0005s2010.1.p	Th2v03670
OG0011557	Carub.0007s0609.1.p	Th2v02752, Th2v12019
OG0011558	Carub.0008s0107.1.p	Th2v17068
OG0011559	Carub.0008s1801.1.p	Th2v09591
OG0011560	Carub.0007s1342.1.p	Th2v09648
OG0011561	Carub.0002s2020.1.p	Th2v09945
OG0011562	Carub.0006s1091.1.p	Th2v19193
OG0011563	Carub.0004s0854.1.p	Th2v07654, Th2v15638
OG0011564	Carub.0005s2604.1.p	Th2v13316
OG0011565	Carub.0007s2117.1.p	Th2v16611
OG0011566	Carub.0007s3576.1.p	Th2v00079
OG0011567	Carub.0007s3088.1.p	Th2v19693, Th2v25257
OG0011568	Carub.0001s1961.1.p	Th2v04084, Th2v28097
OG0011569	Carub.0006s1972.1.p	Th2v18923
OG0011570	Carub.0001s3104.1.p	Th2v10553
OG0011572	Carub.0001s2487.1.p	Th2v24875
OG0011573	Carub.0003s1360.1.p	Th2v00946, Th2v26116
OG0011574	Carub.0005s0839.1.p	Th2v00439, Th2v05336
OG0011575	Carub.0001s1345.1.p	Th2v00150
OG0011576	Carub.0006s0481.1.p	Th2v14362, Th2v22187, Th2v20245
OG0011577	Carub.0004s0112.1.p, Carub.0004s2365.1.p	Th2v06790, Th2v15490
OG0011578	Carub.0005s2745.1.p	Th2v12821, Th2v22510
OG0011579	Carub.0013s0005.1.p	Th2v19706
OG0011580	Carub.0007s3466.1.p	Th2v00281
OG0011581	Carub.0008s1822.1.p	Th2v09609
OG0011582	Carub.0006s2151.1.p	Th2v17345, Th2v23925
OG0011583	Carub.0001s0930.1.p	Th2v06146, Th2v14854
OG0011585	Carub.0005s2157.1.p	Th2v22288, Th2v06644, Th2v15343
OG0011587	Carub.0004s0017.1.p	Th2v03279
OG0011588	Carub.0008s1313.1.p	Th2v26928
OG0011591	Carub.0007s0033.1.p	Th2v12612
OG0011592	Carub.0005s0651.1.p	Th2v06347, Th2v15045
OG0011593	Carub.0008s1734.1.p	Th2v09547
OG0011594	Carub.0003s1247.1.p	Th2v23606, Th2v26192
OG0011596	Carub.0002s0201.1.p	Th2v20549
OG0011597	Carub.0005s2505.1.p	Th2v06856
OG0011598	Carub.0002s0075.1.p	Th2v04838
OG0011599	Carub.0008s0685.1.p	Th2v11009, Th2v29900
OG0011600	Carub.0003s2628.1.p	Th2v28693
OG0011601	Carub.0004s3058.1.p	Th2v13058, Th2v22765
OG0011602	Carub.0003s2432.1.p	Th2v19505
OG0011603	Carub.0004s1239.1.p	Th2v15900, Th2v15902
OG0011604	Carub.0002s1933.1.p	Th2v10018, Th2v23271
OG0011605	Carub.0004s1684.1.p	Th2v01425, Th2v10520
OG0011606	Carub.0003s1170.1.p	Th2v09202, Th2v14275, Th2v22098
OG0011607	Carub.0007s2417.1.p	Th2v17099
OG0011608	Carub.0003s2358.1.p	Th2v19426
OG0011609	Carub.0004s0003.1.p	Th2v12602
OG0011611	Carub.0001s0458.1.p	Th2v16003
OG0011612	Carub.0001s4267.1.p	Th2v26038
OG0011613	Carub.0002s0335.1.p	Th2v20642
OG0011614	Carub.0005s1278.1.p	Th2v18785
OG0011615	Carub.0001s1291.1.p	Th2v00215, Th2v28536
OG0011617	Carub.0006s1914.1.p	Th2v21472
