Orthogroup	Capsella_rubella	Aethionema_arabicum
OG0010612	Carub.0004s2713.1.p	AA21G00210
OG0010613	Carub.0005s0728.1.p	AA53G01063
OG0010614	Carub.0004s2710.1.p	AA21G00208
OG0010615	Carub.0003s0551.1.p	AA10G00007
OG0010616	Carub.0007s1256.1.p	AA57G00398
OG0010617	Carub.0007s0109.1.p	AA30G00378
OG0010619	Carub.0007s3545.1.p	AA87G00154
OG0010620	Carub.0006s3150.1.p	AA6G00316
OG0010621	Carub.0001s4060.1.p	AA2111G00001
OG0010622	Carub.0001s3430.1.p	AA499G00001
OG0010623	Carub.0006s2185.1.p	AA5G00285
OG0010626	Carub.0007s0392.1.p	AA30G00148
OG0010627	Carub.0003s0149.1.p	AA17G00109
OG0010628	Carub.0006s1565.1.p	AA40G00375
OG0010629	Carub.0003s2401.1.p	AA78G00037
OG0010630	Carub.0006s3536.1.p	AA32G00218
OG0010631	Carub.0001s3003.1.p	AA9G00100
OG0010632	Carub.0003s0735.1.p	AA29G00162
OG0010633	Carub.0006s0861.1.p	AA44G00278
OG0010634	Carub.0003s3075.1.p	AA67G00015, AA33G00007
OG0010635	Carub.0002s0962.1.p	AA53G01252
OG0010636	Carub.0004s0939.1.p	AA32G00868
OG0010637	Carub.0006s0523.1.p	AA119G00016
OG0010638	Carub.0001s3624.1.p	AA743G00001
OG0010639	Carub.0002s2592.1.p	AA31G00771
OG0010640	Carub.0005s0608.1.p	AA53G01012
OG0010641	Carub.0003s0182.1.p	AA10G00341
OG0010642	Carub.0003s0975.1.p	AA93G00233
OG0010643	Carub.0001s3321.1.p	AA9G00188, AA54G00096
OG0010644	Carub.0008s1800.1.p	AA44G00643
OG0010645	Carub.0001s1696.1.p	AA31G00712
OG0010646	Carub.0001s4002.1.p	AA2G00192
OG0010647	Carub.0003s0665.1.p	AA29G00099
OG0010648	Carub.0003s2822.1.p	AA123G00153
OG0010650	Carub.0008s1407.1.p	AA11G00044
OG0010651	Carub.0002s2428.1.p	AA31G00240
OG0010652	Carub.0002s1207.1.p	AA53G01131
OG0010653	Carub.0006s1674.1.p	AA40G00263
OG0010654	Carub.0004s2777.1.p	AA21G00260
OG0010655	Carub.0006s3452.1.p	AA32G00290
OG0010657	Carub.0007s0900.1.p	AA102G00312
OG0010658	Carub.0008s0305.1.p	AA6G00088
OG0010659	Carub.0002s2114.1.p	AA31G00511
OG0010660	Carub.0005s1670.1.p	AA13G00071
OG0010663	Carub.0004s1511.1.p	AA3G00274
OG0010665	Carub.0003s0733.1.p	AA29G00160
OG0010666	Carub.0001s1957.1.p	AA39G00786
OG0010667	Carub.0001s3350.1.p	AA54G00087
OG0010668	Carub.0008s1104.1.p	AA41G00061
OG0010669	Carub.0003s1707.1.p	AA26G00415
OG0010670	Carub.0004s0256.1.p	AA46G00214
OG0010672	Carub.0003s2731.1.p	AA110G00001
OG0010673	Carub.0001s2173.1.p	AA39G00419
OG0010674	Carub.0007s2418.1.p	AA57G00005
OG0010675	Carub.0003s3073.1.p	AA33G00006
OG0010676	Carub.0003s0423.1.p	AA10G00115
OG0010677	Carub.0001s3155.1.p	AA3G00114, AA54G00187
OG0010678	Carub.0006s2448.1.p	AA40G00146
OG0010679	Carub.0004s1904.1.p	AA60G00066
OG0010680	Carub.0005s2355.1.p	AA61G00146
OG0010681	Carub.0005s1811.1.p	AA898G00001
OG0010682	Carub.0001s1439.1.p	AA14G00061
OG0010683	Carub.0001s3903.1.p	AA2G00106
OG0010684	Carub.0001s2282.1.p	AA39G00521
OG0010685	Carub.0002s1981.1.p	AA31G00641
OG0010686	Carub.0001s2677.1.p	AA184G00003
OG0010687	Carub.0004s2337.1.p	AA93G00017
OG0010688	Carub.0001s2870.1.p	AA30G00004
OG0010691	Carub.0003s0687.1.p	AA29G00116, AA627G00001
OG0010692	Carub.0007s2278.1.p	AA57G00129
OG0010693	Carub.0007s3071.1.p	AA165G00001
OG0010694	Carub.0002s0262.1.p	AA53G01430
OG0010696	Carub.0008s1730.1.p	AA44G00701
OG0010698	Carub.0005s2854.1.p	AA61G00532
OG0010699	Carub.0001s2761.1.p	AA54G00357
OG0010700	Carub.0001s3471.1.p	AA54G00001
OG0010701	Carub.0004s2721.1.p	AA21G00217
OG0010702	Carub.0008s2756.1.p	AA8G00031
OG0010703	Carub.0003s0312.1.p	AA10G00211
OG0010704	Carub.0005s1819.1.p	AA215G00001
OG0010706	Carub.0008s2612.1.p	AA4G00255
OG0010707	Carub.0001s1002.1.p	AA65G00108
OG0010708	Carub.0003s2604.1.p	AA336G00004
OG0010709	Carub.0003s2725.1.p	AA260G00002
OG0010710	Carub.0007s2375.1.p	AA57G00036
OG0010711	Carub.0004s2225.1.p	AA29G00272
OG0010713	Carub.0007s0278.1.p	AA30G00263
OG0010714	Carub.0005s0551.1.p	AA53G00936
OG0010715	Carub.0003s0939.1.p	AA93G00193
OG0010716	Carub.0008s1759.1.p	AA44G00678
OG0010717	Carub.0004s1339.1.p	AA32G00543
OG0010719	Carub.0007s2030.1.p	AA57G00314
OG0010720	Carub.0001s2391.1.p	AA39G00598
OG0010721	Carub.0008s2634.1.p	AA4G00276
OG0010722	Carub.0007s1403.1.p	AA10G00443
OG0010723	Carub.0001s0602.1.p	AA23G00064
OG0010724	Carub.0003s2710.1.p	AA53G00617, AA625G00001
OG0010725	Carub.0004s0851.1.p	AA32G00911
OG0010726	Carub.0001s0847.1.p	AA42G00054
OG0010727	Carub.0008s2576.1.p	AA4G00223
OG0010728	Carub.0005s1776.1.p	AA1455G00001
OG0010729	Carub.0001s3578.1.p	AA666G00001
OG0010730	Carub.0003s0184.1.p	AA10G00339
OG0010731	Carub.0003s1566.1.p	AA26G00299
OG0010732	Carub.0001s2558.1.p	AA39G00733
OG0010733	Carub.0005s2138.1.p	AA216G00005
OG0010734	Carub.0005s2048.1.p	AA101G00010
OG0010735	Carub.0007s3511.1.p	AA87G00120
OG0010736	Carub.0001s0093.1.p	AA32G00148, AA32G00147
OG0010737	Carub.0004s1923.1.p	AA60G00050
OG0010738	Carub.0005s0800.1.p	AA18G00070
OG0010739	Carub.0001s0138.1.p	AA1G00014, AA1G00011
OG0010740	Carub.0004s2114.1.p	AA60G00257
OG0010741	Carub.0004s0813.1.p	AA32G00970
OG0010742	Carub.0003s1705.1.p	AA26G00413
OG0010745	Carub.0001s2959.1.p	AA79G00046
OG0010746	Carub.0003s2036.1.p	AA26G00709
OG0010747	Carub.0006s1356.1.p	AA40G00551
OG0010748	Carub.0003s3355.1.p	AA33G00219
OG0010749	Carub.0004s3042.1.p	AA21G00497
OG0010750	Carub.0005s2299.1.p	AA61G00096
OG0010751	Carub.0003s1748.1.p	AA26G00450
OG0010752	Carub.0001s0043.1.p	AA32G00035, AA1G00101
OG0010753	Carub.0008s0609.1.p	AA3G00225
OG0010754	Carub.0003s2977.1.p	AA123G00058
OG0010756	Carub.0002s1666.1.p	AA38G00087
OG0010757	Carub.0001s1335.1.p	AA39G00013
OG0010758	Carub.0007s3171.1.p	AA27G00209
OG0010759	Carub.0007s3345.1.p	AA87G00025
OG0010760	Carub.0001s2488.1.p	AA39G00674
OG0010761	Carub.0006s1810.1.p	AA8G00151
OG0010762	Carub.0001s1524.1.p	AA37G00184
OG0010763	Carub.0008s2307.1.p	AA5G00074
OG0010764	Carub.0003s0780.1.p	AA29G00199
OG0010765	Carub.0007s0696.1.p	AA740G00002
OG0010766	Carub.0006s0118.1.p	AA19G00306
OG0010767	Carub.0003s3480.1.p	AA53G00337
OG0010768	Carub.0006s3530.1.p	AA32G00230, AA32G00228
OG0010769	Carub.0007s1968.1.p	AA57G00371
OG0010770	Carub.0002s1834.1.p	AA31G00080
OG0010772	Carub.0006s1322.1.p	AA40G00582
OG0010774	Carub.0003s2156.1.p	AA26G00798
OG0010775	Carub.0003s0409.1.p	AA10G00132
OG0010776	Carub.0001s2861.1.p	AA54G00435
OG0010777	Carub.0005s0988.1.p	AA24G00036
OG0010779	Carub.0003s3385.1.p	AA33G00238
OG0010781	Carub.0005s2551.1.p	AA61G00293
OG0010782	Carub.0007s0180.1.p	AA30G00353
OG0010783	Carub.0004s0296.1.p	AA22G00044
OG0010784	Carub.0001s0635.1.p	AA23G00102
OG0010786	Carub.0008s1449.1.p	AA11G00077
OG0010787	Carub.0003s0276.1.p	AA10G00246
OG0010788	Carub.0002s0360.1.p	AA9G00094
OG0010789	Carub.0006s1670.1.p	AA40G00267
OG0010790	Carub.0003s0261.1.p	AA10G00261
OG0010791	Carub.0007s0836.1.p	AA48G00007
OG0010792	Carub.0007s1871.1.p, Carub.0008s2329.1.p	AA57G00453
OG0010793	Carub.0008s2050.1.p	AA8G00365
OG0010794	Carub.0008s1436.1.p	AA11G00066
OG0010795	Carub.0003s2133.1.p	AA26G00781
OG0010796	Carub.0001s0691.1.p	AA113G00009
OG0010797	Carub.0003s3448.1.p	AA33G00286
OG0010799	Carub.0006s0546.1.p	AA283G00005
OG0010800	Carub.0007s3052.1.p	AA27G00221
OG0010801	Carub.0006s0646.1.p	AA44G00026
OG0010802	Carub.0008s0607.1.p	AA26G00569
OG0010803	Carub.0001s3949.1.p	AA2G00145
OG0010804	Carub.0001s0806.1.p	AA539G00003
OG0010805	Carub.0003s2458.1.p	AA50G00025
OG0010806	Carub.0006s2297.1.p	AA12G00070
OG0010807	Carub.0003s1376.1.p	AA15G00160, AA26G00137
OG0010808	Carub.0006s3015.1.p	AA3G00037
OG0010809	Carub.0001s0538.1.p, Carub.0001s3437.1.p	AA114G00005
OG0010810	Carub.0001s2802.1.p	AA54G00394
OG0010811	Carub.0003s2572.1.p	AA132G00007
OG0010812	Carub.0003s1543.1.p	AA26G00278
OG0010813	Carub.0004s0840.1.p	AA32G00915
OG0010814	Carub.0008s2237.1.p	AA5G00132
OG0010815	Carub.0003s2556.1.p	AA98G00008
OG0010816	Carub.0006s0371.1.p	AA12G00194
OG0010817	Carub.0006s2359.1.p	AA12G00126, AA52G00044
OG0010818	Carub.0004s2757.1.p	AA21G00244
OG0010819	Carub.0002s1120.1.p	AA53G01166
OG0010820	Carub.0007s2286.1.p	AA57G00122
OG0010821	Carub.0006s1469.1.p	AA40G00462
OG0010822	Carub.0004s1343.1.p	AA32G00540
OG0010823	Carub.0006s0346.1.p	AA12G00171
OG0010824	Carub.0006s2220.1.p	AA12G00006
OG0010825	Carub.0002s2642.1.p	AA203G00001, AA31G00819
OG0010826	Carub.0006s2164.1.p	AA5G00265
OG0010827	Carub.0007s2819.1.p	AA87G00304
OG0010829	Carub.0003s2151.1.p	AA26G00794
OG0010830	Carub.0003s0122.1.p	AA10G00395
OG0010831	Carub.0005s1942.1.p	AA36G00012
OG0010832	Carub.0007s1103.1.p	AA102G00101
OG0010833	Carub.0004s2482.1.p	AA21G00040
OG0010834	Carub.0004s2091.1.p	AA216G00006
OG0010835	Carub.0007s0879.1.p	AA102G00336
OG0010836	Carub.0001s0450.1.p	AA19G00023
OG0010837	Carub.0006s1808.1.p	AA7G00134
OG0010838	Carub.0002s2722.1.p	AA31G00894
OG0010839	Carub.0001s3388.1.p	AA54G00071
OG0010840	Carub.0006s1636.1.p	AA9G00137
OG0010841	Carub.0005s0350.1.p	AA53G00809
OG0010842	Carub.0008s1471.1.p	AA11G00022
OG0010843	Carub.0007s2820.1.p	AA87G00305
OG0010844	Carub.0004s1623.1.p	AA18G00109
OG0010845	Carub.0005s1966.1.p	AA36G00028
OG0010846	Carub.0008s0245.1.p	AA6G00039
OG0010847	Carub.0007s1830.1.p	AA57G00494
OG0010848	Carub.0004s3005.1.p	AA21G00458
OG0010849	Carub.0007s3769.1.p	AA27G00030
OG0010850	Carub.0006s3520.1.p	AA32G00238
OG0010851	Carub.0013s0004.1.p	AA50G00038
OG0010852	Carub.0003s3430.1.p	AA33G00276
OG0010853	Carub.0004s1153.1.p	AA32G00664
OG0010854	Carub.0005s1462.1.p	AA96G00100
OG0010855	Carub.0001s1221.1.p	AA53G01395
OG0010856	Carub.0007s0114.1.p	AA20G00021, AA2G00002
OG0010857	Carub.0003s2593.1.p	AA742G00001
OG0010858	Carub.0016s0009.1.p	AA34G00049
OG0010859	Carub.0002s2137.1.p	AA31G00490
OG0010862	Carub.0002s1636.1.p	AA38G00108
OG0010863	Carub.0008s2212.1.p	AA5G00147
OG0010864	Carub.0004s0718.1.p	AA32G00987
OG0010865	Carub.0006s2231.1.p	AA12G00014
OG0010866	Carub.0002s2764.1.p	AA89G00011
OG0010868	Carub.0006s1396.1.p	AA40G00519
OG0010869	Carub.0004s0721.1.p	AA32G00986
OG0010870	Carub.0008s0893.1.p	AA373G00001
OG0010871	Carub.0003s0364.1.p	AA10G00168
OG0010872	Carub.0001s3805.1.p	AA2G00033
OG0010873	Carub.0003s2843.1.p	AA123G00125
OG0010874	Carub.0006s2089.1.p	AA5G00204
OG0010876	Carub.0006s1659.1.p	AA40G00279
OG0010877	Carub.0006s0274.1.p	AA19G00210
OG0010878	Carub.0002s0068.1.p	AA77G00020
OG0010879	Carub.0002s2075.1.p	AA31G00547
OG0010880	Carub.0006s3427.1.p	AA32G00308
OG0010881	Carub.0001s0909.1.p	AA65G00026
OG0010882	Carub.0006s2842.1.p	AA3G00149
OG0010883	Carub.0007s1028.1.p	AA102G00179
OG0010884	Carub.0007s2568.1.p	AA18G00166
OG0010885	Carub.0008s2143.1.p	AA8G00311
OG0010886	Carub.0010s0005.1.p, Carub.0006s0384.1.p	AA12G00209
OG0010887	Carub.0001s3096.1.p	AA53G00241
OG0010888	Carub.0006s1089.1.p	AA44G00483
OG0010889	Carub.0001s0212.1.p	AA7G00042
OG0010890	Carub.0008s1117.1.p	AA41G00048
OG0010891	Carub.0001s2957.1.p	AA79G00044
OG0010892	Carub.0003s0708.1.p	AA36G00038
OG0010894	Carub.0001s1602.1.p	AA37G00126
OG0010895	Carub.0006s3552.1.p	AA32G00209
OG0010896	Carub.0008s2015.1.p	AA1G00166
OG0010897	Carub.0006s1825.1.p	AA56G00049
OG0010898	Carub.0007s1704.1.p	AA54G00239
OG0010899	Carub.0003s0320.1.p	AA40G00288
OG0010900	Carub.0005s0455.1.p, Carub.0008s0912.1.p	AA53G00869
OG0010901	Carub.0006s1012.1.p	AA44G00417
OG0010902	Carub.0004s2011.1.p	AA311G00008
OG0010903	Carub.0006s0686.1.p	AA44G00058
OG0010904	Carub.0005s2153.1.p	AA108G00006
OG0010905	Carub.0004s0626.1.p	AA29G00177
OG0010908	Carub.0008s2809.1.p	AA8G00084
OG0010909	Carub.0006s0087.1.p	AA19G00334
OG0010910	Carub.0003s1642.1.p	AA26G00365
OG0010912	Carub.0006s0031.1.p	AA19G00411
OG0010913	Carub.0001s3643.1.p	AA462G00001
OG0010914	Carub.0001s4432.1.p	AA15G00287
OG0010915	Carub.0001s0109.1.p	AA1G00044
OG0010916	Carub.0007s1102.1.p	AA102G00102
OG0010917	Carub.0001s1030.1.p	AA65G00132
OG0010919	Carub.0001s2326.1.p	AA39G00555
OG0010920	Carub.0001s0920.1.p	AA65G00040
OG0010921	Carub.0008s0578.1.p	AA3G00240
OG0010922	Carub.0008s1654.1.p	AA25G00154
OG0010923	Carub.0001s2224.1.p	AA39G00466
OG0010924	Carub.0001s3632.1.p	AA288G00002
OG0010925	Carub.0005s1466.1.p	AA96G00105
OG0010926	Carub.0003s3454.1.p	AA33G00288
OG0010928	Carub.0006s1079.1.p	AA44G00472
OG0010929	Carub.0007s0424.1.p	AA30G00122
OG0010931	Carub.0007s2274.1.p	AA57G00134
OG0010932	Carub.0006s0273.1.p	AA19G00211
OG0010933	Carub.0003s0404.1.p	AA10G00136
OG0010934	Carub.0003s3245.1.p	AA30G00161, AA33G00146
OG0010935	Carub.0001s3913.1.p	AA26G00631, AA2G00112
OG0010936	Carub.0006s2873.1.p	AA3G00125
OG0010937	Carub.0001s4121.1.p	AA15G00024, AA26G00317
OG0010938	Carub.0008s1218.1.p	AA55G00045
OG0010939	Carub.0003s0867.1.p	AA93G00118
OG0010940	Carub.0007s3667.1.p	AA9G00012
OG0010941	Carub.0007s1596.1.p	AA131G00020
OG0010942	Carub.0006s2955.1.p	AA3G00074
OG0010944	Carub.0003s2333.1.p	AA17G00110
OG0010945	Carub.0007s2019.1.p	AA6G00222
OG0010946	Carub.0008s2704.1.p	AA4G00324
OG0010947	Carub.0001s1363.1.p	AA96G00013
OG0010948	Carub.0005s2283.1.p	AA61G00082
OG0010949	Carub.0004s0490.1.p	AA329G00001
OG0010951	Carub.0006s2439.1.p	AA40G00154
OG0010952	Carub.0001s2297.1.p	AA39G00534
OG0010953	Carub.0004s1755.1.p	AA6G00048
OG0010954	Carub.0001s1910.1.p	AA39G00229
OG0010955	Carub.0006s1803.1.p	AA7G00122
OG0010956	Carub.0003s0377.1.p	AA10G00156, AA61G00461
OG0010957	Carub.0002s1463.1.p	AA1278G00001
OG0010958	Carub.0003s2263.1.p	AA17G00053
OG0010959	Carub.0001s4129.1.p	AA15G00034
OG0010960	Carub.0003s2698.1.p	AA326G00007
OG0010961	Carub.0006s2081.1.p	AA5G00198
OG0010963	Carub.0008s2698.1.p	AA4G00318
OG0010964	Carub.0003s2571.1.p	AA257G00002
OG0010965	Carub.0002s1442.1.p	AA1015G00002
OG0010966	Carub.0005s1834.1.p	AA18G00090
OG0010968	Carub.0005s2536.1.p	AA61G00279
OG0010969	Carub.0013s0016.1.p	AA224G00011
OG0010970	Carub.0007s2113.1.p	AA57G00241
OG0010971	Carub.0006s1883.1.p	AA8G00157
OG0010972	Carub.0002s1688.1.p	AA38G00070
OG0010974	Carub.0002s1431.1.p	AA604G00001
OG0010975	Carub.0005s0954.1.p, Carub.0005s0942.1.p	AA24G00010
OG0010976	Carub.0008s1560.1.p	AA25G00064
OG0010977	Carub.0004s0603.1.p	AA32G01050
OG0010978	Carub.0008s1418.1.p	AA11G00053
OG0010980	Carub.0007s2564.1.p	AA18G00167
OG0010981	Carub.0002s0951.1.p	AA53G01263
OG0010982	Carub.0008s1485.1.p	AA11G00004
OG0010983	Carub.0007s0577.1.p	AA45G00017
OG0010984	Carub.0001s3093.1.p	AA53G00238
OG0010985	Carub.0002s0205.1.p	AA53G01396
OG0010986	Carub.0003s0035.1.p	AA32G01174
OG0010987	Carub.0005s2064.1.p	AA321G00003
OG0010989	Carub.0003s1683.1.p	AA26G00397
OG0010990	Carub.0005s1874.1.p	AA18G00058
OG0010991	Carub.0001s1213.1.p	AA65G00290
OG0010993	Carub.0006s3279.1.p	AA6G00254
OG0010994	Carub.0006s3081.1.p	AA3G00013
OG0010995	Carub.0003s2782.1.p	AA201G00001
OG0010996	Carub.0002s1449.1.p	AA5G00218
OG0010997	Carub.0001s2415.1.p	AA39G00619
OG0010998	Carub.0004s1524.1.p	AA3G00287, AA3G00286
OG0010999	Carub.0008s1145.1.p	AA336G00011
OG0011000	Carub.0002s0012.1.p	AA53G01286
OG0011001	Carub.0001s1389.1.p	AA214G00006, AA14G00024
OG0011002	Carub.0008s1904.1.p	AA198G00021
OG0011003	Carub.0007s3323.1.p	AA87G00010
OG0011004	Carub.0008s2516.1.p	AA4G00169
OG0011005	Carub.0008s1791.1.p	AA44G00651
OG0011006	Carub.0008s0780.1.p	AA2G00119
OG0011007	Carub.0008s0972.1.p	AA182G00003
OG0011008	Carub.0003s1706.1.p	AA26G00414
OG0011009	Carub.0006s0680.1.p	AA44G00055
OG0011010	Carub.0006s3482.1.p	AA32G00265
OG0011012	Carub.0003s1897.1.p	AA26G00587
OG0011013	Carub.0008s2468.1.p	AA4G00130
OG0011014	Carub.0004s2305.1.p	AA93G00057
OG0011015	Carub.0008s2769.1.p	AA8G00044
OG0011016	Carub.0003s2039.1.p	AA26G00712
OG0011017	Carub.0004s1916.1.p	AA60G00055
OG0011018	Carub.0002s2188.1.p	AA31G00446
OG0011019	Carub.0005s3011.1.p	AA61G00684
OG0011020	Carub.0008s2715.1.p	AA4G00334
OG0011021	Carub.0006s1543.1.p	AA40G00384
OG0011022	Carub.0007s0832.1.p	AA48G00002
OG0011023	Carub.0003s0169.1.p	AA10G00353
OG0011024	Carub.0001s2633.1.p	AA406G00001
OG0011026	Carub.0005s0995.1.p, Carub.0247s0001.1.p	AA24G00038
OG0011027	Carub.0004s0601.1.p	AA32G01052
OG0011028	Carub.0001s1306.1.p	AA65G00353
OG0011029	Carub.0001s1481.1.p	AA14G00097
OG0011030	Carub.0006s2146.1.p	AA5G00250, AA132G00005
OG0011031	Carub.0004s0488.1.p	AA346G00001
OG0011032	Carub.0006s0586.1.p	AA83G00005
OG0011033	Carub.0004s1934.1.p	AA60G00031
OG0011034	Carub.0006s2870.1.p	AA3G00128
OG0011035	Carub.0008s0027.1.p	AA271G00003
OG0011036	Carub.0007s0537.1.p	AA67G00035
OG0011037	Carub.0007s2353.1.p	AA57G00054
OG0011038	Carub.0006s1070.1.p	AA44G00465
OG0011039	Carub.0001s1914.1.p	AA39G00233
OG0011041	Carub.0001s0833.1.p	AA218G00003
OG0011042	Carub.0004s1248.1.p	AA32G00605
OG0011043	Carub.0007s1635.1.p	AA31G00007
OG0011044	Carub.0005s2252.1.p	AA61G00057
OG0011045	Carub.0002s0261.1.p	AA53G01429
OG0011047	Carub.0003s1203.1.p	AA26G00002
OG0011048	Carub.0005s0282.1.p	AA53G00774
OG0011049	Carub.0003s1142.1.p	AA390G00003
OG0011051	Carub.0006s0995.1.p	AA44G00404
OG0011052	Carub.0007s0901.1.p	AA102G00308
OG0011053	Carub.0007s2410.1.p	AA57G00007
OG0011054	Carub.0001s1883.1.p	AA39G00206
OG0011055	Carub.0005s0241.1.p	AA53G00757
OG0011056	Carub.0004s1323.1.p	AA32G00554
OG0011057	Carub.0008s2043.1.p	AA97G00028
OG0011058	Carub.0007s0173.1.p	AA61G00423, AA30G00356
OG0011059	Carub.0006s0600.1.p	AA108G00008, AA54G00170, AA54G00168
OG0011060	Carub.0004s0969.1.p	AA32G00845
OG0011061	Carub.0005s1701.1.p	AA13G00051
OG0011062	Carub.0001s3966.1.p	AA2G00162
OG0011063	Carub.0005s0345.1.p	AA53G00805
OG0011064	Carub.0006s3298.1.p	AA6G00236
OG0011065	Carub.0004s2007.1.p	AA342G00005
OG0011066	Carub.0007s3368.1.p, Carub.0007s3364.1.p	AA87G00038
OG0011067	Carub.0007s0448.1.p	AA30G00100
OG0011068	Carub.0003s0861.1.p	AA93G00113
OG0011069	Carub.0003s1155.1.p	AA168G00020
OG0011070	Carub.0001s2666.1.p	AA130G00007
OG0011071	Carub.0003s1554.1.p	AA26G00289
OG0011072	Carub.0003s0432.1.p	AA10G00124
OG0011074	Carub.0008s0556.1.p	AA3G00254
OG0011075	Carub.0001s3998.1.p	AA2G00193
OG0011076	Carub.0006s1214.1.p	AA40G00673
OG0011077	Carub.0001s2995.1.p	AA53G00018
OG0011078	Carub.0001s0339.1.p	AA19G00130
OG0011079	Carub.0006s0377.1.p	AA12G00213
OG0011080	Carub.0001s2032.1.p	AA39G00314
OG0011081	Carub.0002s2049.1.p	AA31G00567
OG0011082	Carub.0003s0501.1.p	AA10G00052
OG0011083	Carub.0007s0833.1.p	AA48G00004
OG0011084	Carub.0003s2157.1.p, Carub.0327s0001.1.p	AA26G00799
OG0011085	Carub.0008s1099.1.p	AA75G00046
OG0011086	Carub.0008s0508.1.p	AA32G00423
OG0011087	Carub.0008s0610.1.p	AA3G00224
OG0011088	Carub.0001s0101.1.p	AA1G00047
OG0011089	Carub.0004s1199.1.p	AA32G00638
OG0011090	Carub.0008s1741.1.p	AA12G00223
OG0011091	Carub.0008s2458.1.p	AA4G00120, AA4G00118
OG0011092	Carub.0003s0011.1.p	AA32G01197
OG0011093	Carub.0005s1808.1.p	AA546G00002
OG0011094	Carub.0005s2561.1.p	AA61G00299
OG0011095	Carub.0008s1452.1.p	AA11G00039
OG0011096	Carub.0002s1597.1.p	AA47G00024
OG0011097	Carub.0006s0011.1.p	AA19G00431
OG0011098	Carub.0003s2222.1.p	AA87G00169, AA26G00825
OG0011099	Carub.0006s2290.1.p	AA3G00190
OG0011100	Carub.0008s1938.1.p	AA5G00012
OG0011101	Carub.0001s3823.1.p	AA2G00044
OG0011102	Carub.0006s2999.1.p	AA3G00045
OG0011103	Carub.0001s0242.1.p	AA7G00076
OG0011104	Carub.0006s3611.1.p	AA32G00128
OG0011105	Carub.0002s2655.1.p	AA31G00832
OG0011106	Carub.0008s1797.1.p	AA81G00021, AA44G00646
OG0011107	Carub.0004s3035.1.p	AA21G00491
OG0011108	Carub.0005s2011.1.p	AA62G00068
OG0011109	Carub.0006s2009.1.p	AA8G00260
OG0011110	Carub.0002s2394.1.p	AA31G00272
OG0011111	Carub.0006s1148.1.p	AA44G00539
OG0011112	Carub.0005s2616.1.p	AA21G00118, AA61G00331
OG0011113	Carub.0002s2053.1.p	AA31G00563
OG0011114	Carub.0002s1581.1.p	AA459G00009
OG0011115	Carub.0001s2743.1.p	AA54G00343
OG0011116	Carub.0001s4328.1.p	AA15G00158
OG0011117	Carub.0005s2615.1.p	AA61G00330
OG0011118	Carub.0005s1010.1.p	AA24G00053
OG0011119	Carub.0005s2127.1.p	AA163G00009
OG0011120	Carub.0002s1564.1.p	AA180G00005
OG0011122	Carub.0001s3535.1.p	AA54G00055
OG0011123	Carub.0004s1718.1.p	AA9G00127
OG0011124	Carub.0001s0231.1.p	AA7G00062
OG0011125	Carub.0006s2670.1.p	AA197G00001
OG0011126	Carub.0001s2544.1.p	AA39G00719
OG0011128	Carub.0002s2172.1.p	AA31G00459
OG0011129	Carub.0008s1900.1.p	AA198G00018
OG0011130	Carub.0003s0597.1.p	AA29G00039
OG0011131	Carub.0004s2855.1.p	AA21G00324
OG0011132	Carub.0007s2329.1.p	AA57G00078
OG0011133	Carub.0003s2400.1.p	AA78G00038
OG0011134	Carub.0002s2560.1.p	AA31G00739
OG0011135	Carub.0001s0473.1.p	AA4G00010
OG0011136	Carub.0002s2574.1.p	AA31G00755
OG0011137	Carub.0001s4489.1.p	AA93G00274
OG0011138	Carub.0004s1363.1.p	AA32G00477
OG0011140	Carub.0004s2594.1.p	AA21G00129
OG0011141	Carub.0006s1202.1.p	AA83G00008
OG0011143	Carub.0008s0126.1.p	AA56G00018
OG0011144	Carub.0004s1798.1.p	AA60G00176
OG0011145	Carub.0008s1614.1.p	AA25G00115
OG0011146	Carub.0007s0093.1.p	AA20G00038
OG0011147	Carub.0003s1831.1.p	AA26G00526
OG0011149	Carub.0001s0630.1.p	AA23G00099
OG0011150	Carub.0002s0331.1.p	AA53G00571
OG0011151	Carub.0007s1878.1.p	AA57G00449
OG0011152	Carub.0003s1875.1.p	AA26G00571
OG0011153	Carub.0007s0306.1.p	AA30G00235
OG0011154	Carub.0002s1373.1.p	AA452G00004
OG0011155	Carub.0007s0387.1.p	AA30G00154
OG0011156	Carub.0006s0939.1.p	AA44G00349
OG0011157	Carub.0005s0721.1.p	AA53G01059
OG0011158	Carub.0005s1122.1.p	AA16G00110
OG0011159	Carub.0003s2473.1.p	AA50G00048
OG0011161	Carub.0008s2425.1.p	AA4G00087
OG0011162	Carub.0004s2178.1.p	AA29G00314
OG0011163	Carub.0003s3419.1.p	AA33G00265
OG0011165	Carub.0001s1708.1.p	AA499G00003, AA39G00032
OG0011167	Carub.0003s0884.1.p	AA93G00135
OG0011169	Carub.0008s0040.1.p	AA251G00006, AA251G00005
OG0011170	Carub.0007s0480.1.p, Carub.0007s0481.1.p	AA30G00074, AA30G00075
OG0011171	Carub.0006s1827.1.p	AA8G00257
OG0011172	Carub.0008s0710.1.p	AA3G00169
OG0011173	Carub.0003s1193.1.p	AA81G00007
OG0011175	Carub.0006s0752.1.p	AA44G00183
OG0011176	Carub.0004s0259.1.p	AA84G00022
