Orthogroup	Capsella_rubella	Eutrema_salsugineum
OG0015693	Carub.0008s1821.1.p	EUTSA_v10013983mg
OG0015694	Carub.0007s3133.1.p	EUTSA_v10004211mg
OG0015695	Carub.0001s0929.1.p	EUTSA_v10007058mg
OG0015696	Carub.0003s2504.1.p	EUTSA_v10002425mg
OG0015697	Carub.0006s1271.1.p	EUTSA_v10014091mg
OG0015698	Carub.0008s0211.1.p	EUTSA_v10000904mg
OG0015699	Carub.0007s3100.1.p	EUTSA_v10003444mg
OG0015700	Carub.0003s2480.1.p	EUTSA_v10002887mg
OG0015701	Carub.0003s1766.1.p	EUTSA_v10021570mg
OG0015702	Carub.0001s0325.1.p	EUTSA_v10008519mg
OG0015703	Carub.0007s3342.1.p	EUTSA_v10027936mg
OG0015704	Carub.0001s1415.1.p	EUTSA_v10008236mg
OG0015705	Carub.0006s3453.1.p	EUTSA_v10028877mg
OG0015706	Carub.0003s2096.1.p	EUTSA_v10020461mg
OG0015707	Carub.0003s1976.1.p	EUTSA_v10019942mg
OG0015708	Carub.0006s3386.1.p	EUTSA_v10028434mg
OG0015709	Carub.0004s0170.1.p	EUTSA_v10000032mg
OG0015710	Carub.0006s0954.1.p	EUTSA_v10013026mg
OG0015711	Carub.0006s3513.1.p	EUTSA_v10029320mg
OG0015712	Carub.0008s1765.1.p	EUTSA_v10013720mg
OG0015713	Carub.0002s2769.1.p	EUTSA_v10018845mg
OG0015714	Carub.0005s1890.1.p	EUTSA_v10011026mg
OG0015715	Carub.0003s2590.1.p	EUTSA_v10002408mg
OG0015716	Carub.0007s0103.1.p	EUTSA_v10025633mg
OG0015717	Carub.0005s2475.1.p	EUTSA_v10006171mg
OG0015718	Carub.0001s2456.1.p	EUTSA_v10007071mg
OG0015719	Carub.0007s0042.1.p	EUTSA_v10024782mg
OG0015720	Carub.0006s1832.1.p	EUTSA_v10013545mg
OG0015721	Carub.0004s1061.1.p	EUTSA_v10016594mg
OG0015722	Carub.0002s1535.1.p	EUTSA_v10019562mg
OG0015723	Carub.0004s1889.1.p	EUTSA_v10016738mg
OG0015725	Carub.0003s0959.1.p	EUTSA_v10021497mg
OG0015726	Carub.0002s1312.1.p	EUTSA_v10018994mg
OG0015727	Carub.0007s0700.1.p	EUTSA_v10025266mg
OG0015729	Carub.0002s0731.1.p	EUTSA_v10023492mg
OG0015730	Carub.0004s1922.1.p	EUTSA_v10016362mg
OG0015731	Carub.0001s3439.1.p	EUTSA_v10004635mg
OG0015732	Carub.0007s0411.1.p	EUTSA_v10024308mg
OG0015734	Carub.0006s2028.1.p	EUTSA_v10015057mg, EUTSA_v10015096mg
OG0015735	Carub.0006s3304.1.p	EUTSA_v10029473mg
OG0015736	Carub.0003s2766.1.p	EUTSA_v10013860mg
OG0015737	Carub.0006s3459.1.p	EUTSA_v10028829mg
OG0015738	Carub.0007s3341.1.p	EUTSA_v10027801mg
OG0015739	Carub.0005s2689.1.p	EUTSA_v10005742mg
OG0015741	Carub.0008s1841.1.p	EUTSA_v10015603mg
OG0015742	Carub.0007s1857.1.p	EUTSA_v10025744mg
OG0015743	Carub.0006s1846.1.p	EUTSA_v100141990mg
OG0015744	Carub.0001s2627.1.p	EUTSA_v10006764mg
OG0015745	Carub.0003s0025.1.p	EUTSA_v10022949mg, EUTSA_v10020012mg
OG0015746	Carub.0007s3304.1.p	EUTSA_v10027854mg
OG0015747	Carub.0001s2250.1.p	EUTSA_v10009651mg
OG0015748	Carub.0008s1955.1.p	EUTSA_v10013285mg
OG0015749	Carub.0006s1685.1.p	EUTSA_v10012865mg
OG0015750	Carub.0003s1784.1.p	EUTSA_v10019896mg
OG0015751	Carub.0006s0976.1.p	EUTSA_v10013593mg
OG0015752	Carub.0001s0528.1.p	EUTSA_v10006586mg
OG0015753	Carub.0003s2131.1.p	EUTSA_v10020246mg
OG0015754	Carub.0006s2213.1.p	EUTSA_v10004182mg
OG0015755	Carub.0001s1079.1.p	EUTSA_v10008344mg
OG0015756	Carub.0001s0555.1.p	EUTSA_v10007829mg
OG0015757	Carub.0006s0975.1.p	EUTSA_v10014677mg
OG0015758	Carub.0006s0721.1.p	EUTSA_v10014924mg
OG0015759	Carub.0007s2473.1.p	EUTSA_v10025212mg
OG0015760	Carub.0005s0655.1.p	EUTSA_v10003517mg
OG0015761	Carub.0007s1407.1.p	EUTSA_v10025118mg
OG0015762	Carub.0007s2890.1.p	EUTSA_v10024808mg
OG0015763	Carub.0001s2199.1.p	EUTSA_v10007232mg
OG0015764	Carub.0003s2972.1.p	EUTSA_v10022548mg
OG0015765	Carub.0002s2052.1.p	EUTSA_v10019822mg
OG0015766	Carub.0006s0150.1.p	EUTSA_v10014568mg
OG0015767	Carub.0007s0355.1.p	EUTSA_v10025160mg
OG0015768	Carub.0008s0257.1.p, Carub.0008s0254.1.p	EUTSA_v10000764mg
OG0015769	Carub.0003s3016.1.p	EUTSA_v10022532mg
OG0015770	Carub.0003s0779.1.p	EUTSA_v10020370mg
OG0015771	Carub.0004s1882.1.p	EUTSA_v10016383mg
OG0015772	Carub.0003s3018.1.p	EUTSA_v10022667mg
OG0015773	Carub.0001s2502.1.p	EUTSA_v10009619mg
OG0015774	Carub.0001s3927.1.p	EUTSA_v10011376mg
OG0015775	Carub.0001s3152.1.p	EUTSA_v10007834mg
OG0015776	Carub.0008s1514.1.p	EUTSA_v10014809mg
OG0015777	Carub.0006s0255.1.p	EUTSA_v10012602mg
OG0015778	Carub.0005s1473.1.p	EUTSA_v10010696mg
OG0015779	Carub.0006s2628.1.p	EUTSA_v10025663mg
OG0015780	Carub.0003s2668.1.p	EUTSA_v10002393mg
OG0015781	Carub.0001s1737.1.p	EUTSA_v10009551mg
OG0015782	Carub.0004s2759.1.p	EUTSA_v10001733mg
OG0015783	Carub.0001s1670.1.p	EUTSA_v10007085mg
OG0015785	Carub.0006s0208.1.p	EUTSA_v10012456mg
OG0015786	Carub.0004s1665.1.p	EUTSA_v10016446mg
OG0015787	Carub.0001s2604.1.p	EUTSA_v10007681mg
OG0015788	Carub.0002s0330.1.p	EUTSA_v10023612mg
OG0015789	Carub.0007s0321.1.p	EUTSA_v10026403mg
OG0015790	Carub.0001s1578.1.p	EUTSA_v10007586mg
OG0015792	Carub.0003s2614.1.p	EUTSA_v10003003mg
OG0015793	Carub.0003s1053.1.p	EUTSA_v10021017mg
OG0015794	Carub.0002s0644.1.p	EUTSA_v10023626mg
OG0015795	Carub.0008s0749.1.p	EUTSA_v10003674mg
OG0015796	Carub.0006s1557.1.p	EUTSA_v10014812mg
OG0015797	Carub.0006s0572.1.p	EUTSA_v10013160mg
OG0015798	Carub.0007s1194.1.p	EUTSA_v10025355mg
OG0015799	Carub.0004s1707.1.p	EUTSA_v10016900mg
OG0015800	Carub.0008s1036.1.p	EUTSA_v10013124mg
OG0015801	Carub.0003s3553.1.p	EUTSA_v10002109mg
OG0015802	Carub.0008s1606.1.p	EUTSA_v10015661mg
OG0015804	Carub.0007s2531.1.p	EUTSA_v10026021mg
OG0015805	Carub.0007s2056.1.p	EUTSA_v10026120mg
OG0015806	Carub.0006s1733.1.p	EUTSA_v10012849mg
OG0015807	Carub.0004s2944.1.p	EUTSA_v10001667mg
OG0015808	Carub.0008s0924.1.p	EUTSA_v10005359mg
OG0015809	Carub.0003s1602.1.p	EUTSA_v10020187mg
OG0015810	Carub.0006s1695.1.p	EUTSA_v10013668mg
OG0015811	Carub.0005s2295.1.p	EUTSA_v10006101mg
OG0015812	Carub.0004s1357.1.p	EUTSA_v10017871mg
OG0015813	Carub.0001s1508.1.p	EUTSA_v10008048mg
OG0015814	Carub.0004s0738.1.p	EUTSA_v10001963mg
OG0015815	Carub.0003s2617.1.p	EUTSA_v10002523mg
OG0015816	Carub.0004s1477.1.p	EUTSA_v10025433mg
OG0015817	Carub.0008s0815.1.p	EUTSA_v10005717mg
OG0015818	Carub.0006s0052.1.p	EUTSA_v10014869mg
OG0015819	Carub.0005s2522.1.p	EUTSA_v10005868mg
OG0015820	Carub.0004s1767.1.p	EUTSA_v10016179mg
OG0015821	Carub.0002s0509.1.p	EUTSA_v10023273mg
OG0015822	Carub.0004s0824.1.p	EUTSA_v10017328mg
OG0015824	Carub.0007s1315.1.p	EUTSA_v10026184mg
OG0015825	Carub.0001s3302.1.p	EUTSA_v10001825mg
OG0015826	Carub.0002s0019.1.p	EUTSA_v10023221mg
OG0015827	Carub.0007s3776.1.p	EUTSA_v10027932mg
OG0015828	Carub.0002s1593.1.p	EUTSA_v10019012mg
OG0015829	Carub.0002s1036.1.p	EUTSA_v10022462mg
OG0015830	Carub.0002s1533.1.p	EUTSA_v10019748mg
OG0015831	Carub.0001s3296.1.p	EUTSA_v10001823mg
OG0015832	Carub.0002s0798.1.p	EUTSA_v10023302mg
OG0015833	Carub.0007s1456.1.p	EUTSA_v10025560mg
OG0015834	Carub.0003s0876.1.p	EUTSA_v10020687mg
OG0015835	Carub.0001s1447.1.p	EUTSA_v10008930mg
OG0015836	Carub.0001s3934.1.p	EUTSA_v10011182mg
OG0015837	Carub.0001s1921.1.p	EUTSA_v10008201mg
OG0015838	Carub.0003s2038.1.p	EUTSA_v10020019mg
OG0015840	Carub.0007s2555.1.p	EUTSA_v10024634mg
OG0015841	Carub.0002s1247.1.p	EUTSA_v10018694mg
OG0015842	Carub.0006s1168.1.p	EUTSA_v10012982mg
OG0015843	Carub.0006s2813.1.p	EUTSA_v10029299mg
OG0015845	Carub.0004s2908.1.p	EUTSA_v10001333mg
OG0015846	Carub.0002s0779.1.p	EUTSA_v10023424mg
OG0015847	Carub.0002s1105.1.p, Carub.0002s1342.1.p	EUTSA_v10017991mg
OG0015848	Carub.0003s1331.1.p	EUTSA_v10021213mg
OG0015849	Carub.0002s0066.1.p	EUTSA_v10023558mg
OG0015850	Carub.0006s1269.1.p	EUTSA_v10014090mg
OG0015851	Carub.0001s0049.1.p	EUTSA_v10008371mg
OG0015852	Carub.0003s0314.1.p	EUTSA_v10021488mg
OG0015853	Carub.0002s1980.1.p	EUTSA_v10019210mg
OG0015854	Carub.0001s3409.1.p, Carub.0016s0003.1.p	EUTSA_v10003041mg
OG0015855	Carub.0008s2301.1.p	EUTSA_v10004868mg
OG0015856	Carub.0001s1399.1.p	EUTSA_v10008537mg
OG0015857	Carub.0001s2214.1.p	EUTSA_v10009125mg
OG0015858	Carub.0004s1190.1.p	EUTSA_v10017006mg, EUTSA_v10016640mg
OG0015859	Carub.0005s0835.1.p	EUTSA_v10004232mg
OG0015860	Carub.0007s3349.1.p	EUTSA_v10027765mg
OG0015861	Carub.0001s3024.1.p	EUTSA_v10010030mg
OG0015862	Carub.0002s1993.1.p	EUTSA_v10019571mg
OG0015863	Carub.0002s2774.1.p	EUTSA_v10019197mg
OG0015864	Carub.0001s0959.1.p	EUTSA_v10006875mg
OG0015865	Carub.0005s2351.1.p	EUTSA_v10006410mg
OG0015866	Carub.0003s0192.1.p	EUTSA_v10021242mg
OG0015867	Carub.0005s2918.1.p	EUTSA_v10006352mg
OG0015868	Carub.0004s1967.1.p	EUTSA_v10017530mg
OG0015870	Carub.0008s2448.1.p	EUTSA_v10003898mg
OG0015871	Carub.0003s1427.1.p	EUTSA_v10019876mg
OG0015872	Carub.0006s0635.1.p	EUTSA_v10012911mg
OG0015873	Carub.0002s1546.1.p	EUTSA_v10019292mg
OG0015874	Carub.0005s0010.1.p	EUTSA_v10000894mg
OG0015875	Carub.0024s0008.1.p	EUTSA_v10013616mg
OG0015876	Carub.0002s1496.1.p	EUTSA_v10019299mg
OG0015877	Carub.0006s3551.1.p	EUTSA_v10028544mg
OG0015878	Carub.0002s2064.1.p	EUTSA_v10018567mg
OG0015879	Carub.0006s1386.1.p	EUTSA_v10015627mg
OG0015880	Carub.0004s0781.1.p	EUTSA_v10002247mg
OG0015881	Carub.0001s1304.1.p	EUTSA_v10023040mg, EUTSA_v10009351mg
OG0015882	Carub.0002s1716.1.p	EUTSA_v10019595mg
OG0015883	Carub.0004s0835.1.p	EUTSA_v10016319mg
OG0015884	Carub.0007s2760.1.p	EUTSA_v10025001mg
OG0015885	Carub.0001s3766.1.p	EUTSA_v10012210mg
OG0015886	Carub.0004s1611.1.p	EUTSA_v10017825mg
OG0015887	Carub.0007s0100.1.p	EUTSA_v10025644mg
OG0015888	Carub.0001s1040.1.p	EUTSA_v10009851mg
OG0015889	Carub.0003s2672.1.p	EUTSA_v10027806mg
OG0015890	Carub.0003s0368.1.p	EUTSA_v10021036mg
OG0015891	Carub.0003s1762.1.p	EUTSA_v10021642mg
OG0015892	Carub.0003s0759.1.p	EUTSA_v10020943mg
OG0015893	Carub.0002s2772.1.p	EUTSA_v10019052mg
OG0015894	Carub.0004s0032.1.p	EUTSA_v10000221mg
OG0015895	Carub.0001s3162.1.p	EUTSA_v10006958mg
OG0015896	Carub.0004s1880.1.p	EUTSA_v10016298mg
OG0015897	Carub.0001s1565.1.p	EUTSA_v10009652mg
OG0015898	Carub.0008s0473.1.p	EUTSA_v10003146mg
OG0015899	Carub.0002s0468.1.p	EUTSA_v10023624mg
OG0015900	Carub.0007s2317.1.p	EUTSA_v10027030mg
OG0015901	Carub.0002s0818.1.p	EUTSA_v10023646mg
OG0015902	Carub.0002s0771.1.p	EUTSA_v10024166mg
OG0015903	Carub.0005s0864.1.p	EUTSA_v10005099mg
OG0015904	Carub.0008s0792.1.p	EUTSA_v10003907mg
OG0015905	Carub.0008s1266.1.p	EUTSA_v10013447mg
OG0015906	Carub.0001s0251.1.p	EUTSA_v10006706mg
OG0015907	Carub.0007s0576.1.p	EUTSA_v10025756mg
OG0015908	Carub.0006s3599.1.p	EUTSA_v10028866mg
OG0015909	Carub.0003s0875.1.p	EUTSA_v10020112mg
OG0015910	Carub.0006s2671.1.p	EUTSA_v10028466mg
OG0015911	Carub.0003s0554.1.p	EUTSA_v10021311mg
OG0015913	Carub.0006s2264.1.p	EUTSA_v10004847mg
OG0015914	Carub.0002s1358.1.p	EUTSA_v10018450mg
OG0015915	Carub.0006s3529.1.p	EUTSA_v10028839mg
OG0015916	Carub.0001s2606.1.p	EUTSA_v10007043mg
OG0015917	Carub.0008s2331.1.p	EUTSA_v10004734mg
OG0015918	Carub.0001s0851.1.p	EUTSA_v10009682mg
OG0015919	Carub.0001s0796.1.p	EUTSA_v10006555mg
OG0015920	Carub.0008s1238.1.p	EUTSA_v10012668mg
OG0015921	Carub.0006s3397.1.p	EUTSA_v10028409mg
OG0015922	Carub.0002s1619.1.p	EUTSA_v10019726mg, EUTSA_v10018691mg
OG0015923	Carub.0003s2921.1.p	EUTSA_v10022724mg
OG0015924	Carub.0001s0514.1.p	EUTSA_v10009478mg
OG0015925	Carub.0001s0045.1.p	EUTSA_v10007725mg
OG0015926	Carub.0003s3520.1.p	EUTSA_v10002078mg
OG0015927	Carub.0001s2785.1.p	EUTSA_v10006968mg
OG0015928	Carub.0002s1490.1.p	EUTSA_v10018235mg
OG0015929	Carub.0003s3478.1.p	EUTSA_v10002005mg
OG0015930	Carub.0006s2970.1.p	EUTSA_v10028954mg
OG0015931	Carub.0001s3720.1.p	EUTSA_v10011452mg
OG0015932	Carub.0001s2790.1.p	EUTSA_v10007234mg
OG0015933	Carub.0008s0468.1.p	EUTSA_v10003370mg
OG0015934	Carub.0007s2827.1.p	EUTSA_v10026384mg
OG0015935	Carub.0006s1288.1.p	EUTSA_v10015025mg
OG0015936	Carub.0004s1672.1.p	EUTSA_v10016379mg
OG0015937	Carub.0001s3363.1.p	EUTSA_v10004311mg
OG0015938	Carub.0007s1447.1.p	EUTSA_v10024990mg, EUTSA_v10010857mg
OG0015939	Carub.0001s2598.1.p	EUTSA_v10009236mg
OG0015940	Carub.0001s0526.1.p	EUTSA_v10009329mg
OG0015941	Carub.0006s1151.1.p	EUTSA_v10014512mg
OG0015942	Carub.0001s2155.1.p	EUTSA_v10009382mg
OG0015943	Carub.0007s1970.1.p	EUTSA_v10024998mg
OG0015944	Carub.0004s1133.1.p	EUTSA_v10016997mg
OG0015946	Carub.0004s0186.1.p	EUTSA_v10000128mg
OG0015947	Carub.0006s0876.1.p	EUTSA_v10014451mg
OG0015948	Carub.0006s2309.1.p	EUTSA_v10003804mg
OG0015949	Carub.0006s1334.1.p	EUTSA_v10012972mg
OG0015950	Carub.0006s1039.1.p	EUTSA_v10014204mg
OG0015951	Carub.0007s0944.1.p	EUTSA_v10025341mg
OG0015952	Carub.0004s1855.1.p	EUTSA_v10016173mg
OG0015953	Carub.0007s1066.1.p	EUTSA_v10026388mg
OG0015954	Carub.0002s2030.1.p	EUTSA_v10019626mg
OG0015955	Carub.0007s0021.1.p	EUTSA_v10024734mg
OG0015956	Carub.0001s3575.1.p	EUTSA_v10011725mg
OG0015957	Carub.0006s1796.1.p	EUTSA_v10012445mg
OG0015959	Carub.0005s0155.1.p	EUTSA_v10004643mg
OG0015960	Carub.0003s2164.1.p	EUTSA_v10020930mg
OG0015961	Carub.0007s3564.1.p	EUTSA_v10027894mg
OG0015962	Carub.0008s2678.1.p	EUTSA_v10004129mg
OG0015964	Carub.0001s2939.1.p	EUTSA_v10016034mg
OG0015967	Carub.0004s0510.1.p	EUTSA_v10000627mg
OG0015968	Carub.0004s0631.1.p	EUTSA_v10002022mg
OG0015969	Carub.0001s3715.1.p	EUTSA_v10011569mg
OG0015970	Carub.0005s1723.1.p	EUTSA_v10010765mg
OG0015971	Carub.0005s1739.1.p	EUTSA_v10011077mg
OG0015972	Carub.0006s1735.1.p	EUTSA_v10014796mg
OG0015974	Carub.0006s3619.1.p	EUTSA_v10028725mg
OG0015975	Carub.0007s0214.1.p	EUTSA_v10027500mg, EUTSA_v10017944mg
OG0015977	Carub.0008s0437.1.p	EUTSA_v10003234mg
OG0015979	Carub.0004s0285.1.p	EUTSA_v10000566mg
OG0015980	Carub.0008s1350.1.p	EUTSA_v10013013mg
OG0015981	Carub.0001s3441.1.p	EUTSA_v10004335mg
OG0015982	Carub.0001s4252.1.p	EUTSA_v10011996mg
OG0015983	Carub.0002s1840.1.p	EUTSA_v10018938mg
OG0015984	Carub.0002s2112.1.p	EUTSA_v10019650mg
OG0015985	Carub.0002s2382.1.p	EUTSA_v10019319mg
OG0015986	Carub.0003s1478.1.p	EUTSA_v10022068mg
OG0015987	Carub.0006s0952.1.p	EUTSA_v10013829mg
OG0015989	Carub.0007s2053.1.p	EUTSA_v10025164mg
OG0015990	Carub.0008s0867.1.p, Carub.0008s0744.1.p	EUTSA_v10005194mg, EUTSA_v10023920mg
OG0015992	Carub.0001s1619.1.p	EUTSA_v10008448mg
OG0015993	Carub.0001s2052.1.p	EUTSA_v10008709mg
OG0015994	Carub.0001s3125.1.p	EUTSA_v10007803mg
OG0015996	Carub.0001s4132.1.p	EUTSA_v10011771mg
OG0015997	Carub.0001s0757.1.p	EUTSA_v10007475mg
OG0015998	Carub.0001s0857.1.p	EUTSA_v10007645mg
OG0016000	Carub.0002s2337.1.p	EUTSA_v10019042mg
OG0016001	Carub.0002s2471.1.p	EUTSA_v10018693mg
OG0016002	Carub.0002s2487.1.p	EUTSA_v10019686mg
OG0016003	Carub.0002s1311.1.p	EUTSA_v10019248mg
OG0016004	Carub.0003s1250.1.p	EUTSA_v10020883mg
OG0016005	Carub.0003s1829.1.p	EUTSA_v10021890mg
OG0016006	Carub.0003s2049.1.p	EUTSA_v10020863mg
OG0016007	Carub.0003s0451.1.p	EUTSA_v10022134mg
OG0016008	Carub.0004s1661.1.p	EUTSA_v10017483mg
OG0016009	Carub.0004s1774.1.p	EUTSA_v10017792mg
OG0016010	Carub.0004s1899.1.p	EUTSA_v10016942mg
OG0016011	Carub.0004s2263.1.p	EUTSA_v10016559mg
OG0016012	Carub.0005s1301.1.p	EUTSA_v10002567mg
OG0016013	Carub.0005s1856.1.p	EUTSA_v10010192mg
OG0016014	Carub.0005s0022.1.p	EUTSA_v10001131mg
OG0016015	Carub.0005s0299.1.p	EUTSA_v10005500mg
OG0016017	Carub.0005s1057.1.p	EUTSA_v10002437mg
OG0016018	Carub.0006s1006.1.p	EUTSA_v10013150mg
OG0016019	Carub.0006s1116.1.p	EUTSA_v10015931mg
OG0016020	Carub.0006s1157.1.p	EUTSA_v10014743mg
OG0016022	Carub.0006s0227.1.p	EUTSA_v10014956mg
OG0016023	Carub.0006s3537.1.p	EUTSA_v10029172mg, EUTSA_v10029281mg
OG0016024	Carub.0006s3549.1.p	EUTSA_v10028616mg
OG0016025	Carub.0006s3617.1.p	EUTSA_v10028895mg
OG0016026	Carub.0007s0080.1.p	EUTSA_v10027283mg
OG0016027	Carub.0007s1191.1.p	EUTSA_v10026359mg
OG0016028	Carub.0007s1593.1.p	EUTSA_v10026218mg
OG0016029	Carub.0007s1977.1.p	EUTSA_v10026412mg
OG0016030	Carub.0007s0222.1.p	EUTSA_v10027236mg
OG0016031	Carub.0007s2789.1.p	EUTSA_v10026740mg, EUTSA_v10025615mg, EUTSA_v10026129mg
OG0016033	Carub.0007s3518.1.p	EUTSA_v10027699mg
OG0016034	Carub.0007s0471.1.p	EUTSA_v10027037mg
OG0016035	Carub.0008s0161.1.p	EUTSA_v10001093mg
OG0016036	Carub.0008s1855.1.p	EUTSA_v10015049mg
OG0016037	Carub.0001s0755.1.p	EUTSA_v10006697mg
OG0016039	Carub.0002s2607.1.p	EUTSA_v10019257mg
OG0016040	Carub.0002s2758.1.p	EUTSA_v10018901mg
OG0016041	Carub.0003s0023.1.p	EUTSA_v10021726mg
OG0016042	Carub.0003s0958.1.p	EUTSA_v10021363mg
OG0016043	Carub.0004s2603.1.p	EUTSA_v10001701mg, EUTSA_v10001696mg
OG0016044	Carub.0005s1859.1.p	EUTSA_v10010807mg
OG0016045	Carub.0005s1862.1.p	EUTSA_v10010446mg
OG0016046	Carub.0005s2446.1.p	EUTSA_v10023396mg
OG0016047	Carub.0006s0387.1.p	EUTSA_v10012494mg
OG0016049	Carub.0006s1434.1.p	EUTSA_v10013176mg
OG0016050	Carub.0007s0220.1.p	EUTSA_v10025567mg
OG0016051	Carub.0007s0282.1.p	EUTSA_v100242861mg
OG0016052	Carub.0007s3062.1.p	EUTSA_v10003456mg
OG0016053	Carub.0007s1095.1.p	EUTSA_v10027039mg
OG0016054	Carub.0008s0493.1.p	EUTSA_v10018646mg
OG0016055	Carub.0001s1179.1.p	EUTSA_v10009083mg
OG0016056	Carub.0003s0508.1.p	EUTSA_v10021773mg
OG0016057	Carub.0001s3064.1.p	EUTSA_v10009436mg
OG0016060	Carub.0002s0966.1.p, Carub.0026s0006.1.p	EUTSA_v10028342mg, EUTSA_v10028274mg
OG0016079	Carub.0001s0792.1.p	EUTSA_v10008289mg
OG0016080	Carub.0002s2177.1.p	EUTSA_v10019588mg
OG0016082	Carub.0001s2110.1.p	EUTSA_v10006965mg
OG0016083	Carub.0004s1540.1.p	EUTSA_v10016424mg
OG0016084	Carub.0004s2013.1.p	EUTSA_v10016818mg
OG0016085	Carub.0003s2881.1.p	EUTSA_v10023006mg
OG0016086	Carub.0003s2869.1.p	EUTSA_v10023010mg
OG0016087	Carub.0005s1412.1.p	EUTSA_v10010934mg
OG0016089	Carub.0003s0494.1.p	EUTSA_v10020457mg
OG0016090	Carub.0006s3516.1.p	EUTSA_v10028364mg
OG0016091	Carub.0006s0933.1.p	EUTSA_v10013335mg
OG0016092	Carub.0001s0622.1.p	EUTSA_v10009633mg
OG0016093	Carub.0006s3628.1.p	EUTSA_v10028611mg
OG0016094	Carub.0008s1432.1.p	EUTSA_v10013471mg
OG0016095	Carub.0003s0730.1.p	EUTSA_v10021130mg
OG0016096	Carub.0005s1962.1.p	EUTSA_v10010078mg
OG0016097	Carub.0002s2743.1.p	EUTSA_v10019455mg
OG0016098	Carub.0004s2985.1.p	EUTSA_v10001786mg
OG0016099	Carub.0008s0104.1.p	EUTSA_v10001235mg
OG0016100	Carub.0001s0981.1.p	EUTSA_v10009913mg
OG0016101	Carub.0003s3149.1.p, Carub.0003s3150.1.p	EUTSA_v10022918mg
OG0016103	Carub.0007s3126.1.p	EUTSA_v10003454mg
OG0016104	Carub.0006s0002.1.p	EUTSA_v10013601mg
OG0016105	Carub.0008s1966.1.p, Carub.0004s2922.1.p	EUTSA_v10027985mg, EUTSA_v10012285mg, EUTSA_v10000352mg
OG0016107	Carub.0002s0679.1.p	EUTSA_v10023380mg
OG0016108	Carub.0004s2206.1.p	EUTSA_v10016275mg
OG0016109	Carub.0008s1816.1.p	EUTSA_v10013406mg
OG0016110	Carub.0001s0569.1.p	EUTSA_v10009000mg
OG0016111	Carub.0001s0676.1.p	EUTSA_v10009305mg
OG0016112	Carub.0006s1009.1.p	EUTSA_v10013187mg
OG0016113	Carub.0005s0905.1.p	EUTSA_v10002509mg
OG0016114	Carub.0001s4382.1.p	EUTSA_v10011267mg
OG0016115	Carub.0005s1497.1.p	EUTSA_v10010184mg
OG0016116	Carub.0008s2064.1.p	EUTSA_v10013844mg
OG0016117	Carub.0002s1116.1.p	EUTSA_v10018351mg
OG0016119	Carub.0003s2599.1.p	EUTSA_v10002385mg
OG0016120	Carub.0009s0001.1.p	EUTSA_v10005496mg
OG0016121	Carub.0001s0531.1.p	EUTSA_v10007042mg
OG0016122	Carub.0002s1976.1.p	EUTSA_v10019704mg
OG0016123	Carub.0005s1096.1.p	EUTSA_v10002745mg
OG0016125	Carub.0002s1757.1.p	EUTSA_v100183050mg
OG0016126	Carub.0001s3552.1.p	EUTSA_v10011265mg
OG0016127	Carub.0003s3540.1.p	EUTSA_v10028065mg, EUTSA_v10028036mg
OG0016128	Carub.0002s0030.1.p	EUTSA_v10023688mg
OG0016129	Carub.0002s1944.1.p	EUTSA_v10019311mg
OG0016131	Carub.0008s2552.1.p	EUTSA_v10005625mg
OG0016132	Carub.0005s1069.1.p	EUTSA_v10002903mg
OG0016133	Carub.0001s2941.1.p	EUTSA_v10008976mg
OG0016134	Carub.0006s2165.1.p	EUTSA_v10004187mg
OG0016135	Carub.0003s0052.1.p	EUTSA_v10020920mg
OG0016136	Carub.0005s1081.1.p	EUTSA_v10002715mg
OG0016138	Carub.0347s0001.1.p	EUTSA_v10001819mg
OG0016139	Carub.0006s3702.1.p	EUTSA_v10028822mg
OG0016140	Carub.0006s0287.1.p	EUTSA_v10012955mg
OG0016141	Carub.0008s1678.1.p, Carub.0008s1679.1.p	EUTSA_v10013624mg
OG0016142	Carub.0001s2731.1.p	EUTSA_v10009052mg
OG0016143	Carub.0007s1110.1.p	EUTSA_v10027451mg
OG0016144	Carub.0005s0355.1.p	EUTSA_v10004508mg
OG0016146	Carub.0004s1305.1.p	EUTSA_v10016302mg
OG0016147	Carub.0002s1804.1.p	EUTSA_v10018995mg
OG0016148	Carub.0003s1471.1.p	EUTSA_v10020603mg
OG0016149	Carub.0004s0827.1.p	EUTSA_v10017649mg
OG0016150	Carub.0008s2853.1.p	EUTSA_v10009790mg
OG0016152	Carub.0007s0718.1.p	EUTSA_v10027291mg
OG0016153	Carub.0005s1222.1.p	EUTSA_v10003046mg
OG0016154	Carub.0003s3351.1.p	EUTSA_v10023028mg
OG0016155	Carub.0001s4445.1.p	EUTSA_v10011283mg
OG0016156	Carub.0007s1844.1.p	EUTSA_v10026321mg, EUTSA_v10027121mg
OG0016157	Carub.0006s1724.1.p	EUTSA_v10014002mg
OG0016158	Carub.0007s3722.1.p	EUTSA_v10027687mg
OG0016159	Carub.0002s2293.1.p	EUTSA_v10018588mg
OG0016160	Carub.0004s2965.1.p	EUTSA_v10001308mg
OG0016161	Carub.0003s1322.1.p	EUTSA_v10021259mg
OG0016162	Carub.0005s2908.1.p	EUTSA_v10005752mg
OG0016163	Carub.0006s2334.1.p	EUTSA_v10004397mg
OG0016164	Carub.0001s4227.1.p	EUTSA_v100115361mg
