Orthogroup	Brassica_oleracea	Boechera_stricta
OG0014914	Bo9g022470	Bostr.13083s0038.1.p
OG0014916	Bo4g182540	Bostr.23794s0671.1.p
OG0014918	Bo8g092270	Bostr.20903s0038.1.p
OG0014919	Bo8g099150	Bostr.26326s0107.1.p
OG0014920	Bo4g187280	Bostr.5325s0126.1.p
OG0014921	Bo9g181730	Bostr.2128s0073.1.p
OG0014923	Bo7g115950	Bostr.7867s1148.1.p
OG0014924	Bo2g061190	Bostr.26959s0012.1.p
OG0014925	Bo3g068850	Bostr.19424s0926.1.p
OG0014926	Bo6g123870	Bostr.20129s0377.1.p
OG0014927	Bo8g058440	Bostr.30287s0001.1.p
OG0014928	Bo1g038960	Bostr.7867s0250.1.p
OG0014929	Bo4g160070	Bostr.26326s0034.1.p
OG0014930	Bo1g112480	Bostr.19424s0694.1.p
OG0014931	Bo5g016380	Bostr.13671s0151.1.p
OG0014932	Bo5g136330	Bostr.19424s1091.1.p
OG0014935	Bo9g078240	Bostr.25463s0024.1.p
OG0014936	Bo7g065040	Bostr.0568s0045.1.p
OG0014937	Bo9g144790	Bostr.9686s0009.1.p
OG0014938	Bo3g026420	Bostr.24513s0053.1.p
OG0014939	Bo7g014040, Bo9g024710	Bostr.18351s0244.1.p
OG0014940	Bo7g064880	Bostr.0568s0061.1.p
OG0014941	Bo00851s070, Bo3g054940	Bostr.1460s0032.1.p
OG0014942	Bo1g049480	Bostr.7867s0581.1.p
OG0014943	Bo5g132390	Bostr.3640s0148.1.p
OG0014944	Bo3g134700	Bostr.18473s0196.1.p
OG0014945	Bo2g114020	Bostr.29827s0047.1.p
OG0014946	Bo7g016250	Bostr.18351s0143.1.p
OG0014947	Bo9g169090, Bo2g011070	Bostr.2902s0041.1.p
OG0014948	Bo2g018210	Bostr.26527s0241.1.p
OG0014949	Bo3g149360	Bostr.25542s0034.1.p
OG0014950	Bo9g010820	Bostr.29827s0150.1.p
OG0014951	Bo4g034470	Bostr.23794s0430.1.p
OG0014952	Bo9g176580	Bostr.13129s0366.1.p
OG0014953	Bo4g083560	Bostr.10040s0273.1.p
OG0014954	Bo1g051850	Bostr.24513s0092.1.p
OG0014955	Bo7g104020	Bostr.30275s0001.1.p
OG0014956	Bo9g076410	Bostr.2983s0050.1.p
OG0014957	Bo6g101120	Bostr.26959s0256.1.p
OG0014958	Bo8g114230	Bostr.25219s0229.1.p
OG0014960	Bo6g087470	Bostr.3288s0025.1.p
OG0014961	Bo1g010740	Bostr.7867s1059.1.p
OG0014962	Bo6g058710	Bostr.9638s0103.1.p
OG0014963	Bo6g110610	Bostr.10273s0361.1.p
OG0014964	Bo00615s100	Bostr.0568s0256.1.p
OG0014965	Bo8g107000	Bostr.13671s0044.1.p
OG0014966	Bo8g030650	Bostr.29044s0089.1.p
OG0014967	Bo5g049070	Bostr.3359s0117.1.p
OG0014968	Bo6g118110	Bostr.3288s0024.1.p
OG0014970	Bo9g030910	Bostr.29223s0051.1.p
OG0014971	Bo1g014730, Bo3g175900	Bostr.7867s0839.1.p
OG0014972	Bo3g003010, Bo9g177620	Bostr.13129s0475.1.p
OG0014973	Bo1g141000	Bostr.19424s1084.1.p
OG0014975	Bo8g115870	Bostr.26675s0398.1.p
OG0014976	Bo7g119590	Bostr.25542s0063.1.p
OG0014977	Bo6g028160	Bostr.0124s0044.1.p
OG0014979	Bo8g029070	Bostr.25460s0003.1.p
OG0014981	Bo6g108290	Bostr.10273s0486.1.p
OG0014982	Bo3g091360	Bostr.18351s0108.1.p
OG0014983	Bo7g088930	Bostr.11711s0002.1.p
OG0014984	Bo6g118020	Bostr.3288s0015.1.p
OG0014986	Bo5g039170	Bostr.12659s0154.1.p
OG0014987	Bo5g015200	Bostr.13671s0117.1.p
OG0014988	Bo5g062360	Bostr.15697s0305.1.p
OG0014989	Bo5g025500	Bostr.7128s0456.1.p
OG0014990	Bo7g083860	Bostr.0556s0341.1.p
OG0014991	Bo6g083260	Bostr.20129s0195.1.p
OG0014993	Bo4g070470	Bostr.27991s0082.1.p
OG0014994	Bo3g066680	Bostr.28625s0179.1.p
OG0014996	Bo7g077190	Bostr.28243s0024.1.p
OG0014997	Bo2g014100	Bostr.26527s0415.1.p
OG0014998	Bo4g038870	Bostr.23794s0560.1.p
OG0014999	Bo3g109410	Bostr.6864s0276.1.p
OG0015000	Bo6g035800	Bostr.7128s0016.1.p
OG0015001	Bo2g139130	Bostr.0556s0310.1.p
OG0015002	Bo5g007390	Bostr.25219s0330.1.p
OG0015003	Bo9g012570	Bostr.5763s0035.1.p
OG0015004	Bo5g003830	Bostr.18351s0162.1.p
OG0015005	Bo4g002380	Bostr.13208s0050.1.p
OG0015006	Bo9g003620	Bostr.7365s0073.1.p
OG0015007	Bo8g099990	Bostr.27895s0059.1.p
OG0015008	Bo8g098560	Bostr.13158s0328.1.p
OG0015009	Bo9g175430	Bostr.13129s0228.1.p
OG0015010	Bo4g158690	Bostr.2900s0002.1.p
OG0015011	Bo9g134780	Bostr.26833s0439.1.p
OG0015012	Bo9g112610	Bostr.26833s0907.1.p
OG0015013	Bo6g119020	Bostr.3288s0131.1.p
OG0015014	Bo1g014590	Bostr.7867s0860.1.p
OG0015015	Bo8g054420	Bostr.7867s0702.1.p
OG0015016	Bo5g143310	Bostr.22252s0370.1.p
OG0015017	Bo9g053200, Bo1g087660	Bostr.30057s0028.1.p
OG0015018	Bo6g078120	Bostr.13158s0184.1.p
OG0015019	Bo6g081360	Bostr.20129s0336.1.p
OG0015020	Bo2g021890	Bostr.26527s0152.1.p
OG0015021	Bo7g114070	Bostr.7867s0835.1.p
OG0015022	Bo5g122850	Bostr.19424s0911.1.p
OG0015023	Bo3g173630	Bostr.7867s1034.1.p
OG0015024	Bo4g063590	Bostr.27991s0198.1.p
OG0015025	Bo5g027130, Bo8g102930	Bostr.7128s0514.1.p
OG0015026	Bo8g077360	Bostr.18473s0062.1.p
OG0015028	Bo6g119100	Bostr.3288s0138.1.p
OG0015029	Bo6g026150	Bostr.1774s0013.1.p
OG0015030	Bo2g004010	Bostr.2128s0118.1.p
OG0015031	Bo9g174080	Bostr.13129s0060.1.p
OG0015033	Bo7g113120	Bostr.7867s0685.1.p
OG0015034	Bo2g007460	Bostr.13129s0278.1.p
OG0015035	Bo5g008620	Bostr.22157s0104.1.p
OG0015037	Bo3g178390	Bostr.26675s0144.1.p
OG0015038	Bo9g161450	Bostr.2618s0060.1.p
OG0015039	Bo9g121140	Bostr.26833s0666.1.p
OG0015040	Bo6g107220	Bostr.26959s0009.1.p
OG0015041	Bo7g091500	Bostr.0556s0523.1.p
OG0015042	Bo8g024360	Bostr.12302s0004.1.p
OG0015044	Bo9g091040	Bostr.25463s0214.1.p
OG0015045	Bo6g113230	Bostr.10273s0183.1.p
OG0015046	Bo2g079170	Bostr.24145s0001.1.p
OG0015047	Bo1g057710	Bostr.7867s0305.1.p
OG0015048	Bo9g152420	Bostr.26527s0217.1.p
OG0015049	Bo6g058750	Bostr.9638s0120.1.p
OG0015050	Bo2g095460	Bostr.20129s0400.1.p
OG0015051	Bo3g009460	Bostr.2902s0132.1.p
OG0015052	Bo3g097610	Bostr.0568s0196.1.p
OG0015054	Bo4g018590	Bostr.25993s0465.1.p
OG0015055	Bo5g137980	Bostr.22252s0080.1.p
OG0015056	Bo7g097010	Bostr.10199s0002.1.p
OG0015057	Bo2g086510	Bostr.20129s0024.1.p
OG0015059	Bo3g133020	Bostr.18473s0272.1.p
OG0015060	Bo9g030820	Bostr.29223s0067.1.p
OG0015062	Bo9g009910	Bostr.15774s0083.1.p
OG0015063	Bo4g190640	Bostr.9345s0030.1.p
OG0015064	Bo4g165310	Bostr.27991s0084.1.p
OG0015065	Bo9g004270	Bostr.16335s0080.1.p
OG0015066	Bo3g048320	Bostr.2983s0034.1.p
OG0015067	Bo8g090300	Bostr.3734s0001.1.p
OG0015069	Bo7g089510	Bostr.2392s0053.1.p
OG0015070	Bo9g084520	Bostr.25463s0406.1.p
OG0015071	Bo3g074800, Bo5g109930	Bostr.19424s0633.1.p
OG0015072	Bo2g001200, Bo9g186120	Bostr.6251s0137.1.p
OG0015073	Bo2g119360	Bostr.3148s0118.1.p
OG0015074	Bo3g019030	Bostr.26833s0453.1.p
OG0015075	Bo5g008890	Bostr.25219s0115.1.p
OG0015076	Bo1g020170	Bostr.30275s0382.1.p
OG0015077	Bo6g031570	Bostr.0124s0148.1.p
OG0015078	Bo6g026300	Bostr.26675s0024.1.p
OG0015079	Bo8g081750	Bostr.6864s0122.1.p
OG0015080	Bo2g116250	Bostr.3148s0222.1.p
OG0015081	Bo9g002260	Bostr.10064s0071.1.p
OG0015082	Bo9g006310	Bostr.2983s0129.1.p
OG0015083	Bo8g080020	Bostr.6864s0187.1.p
OG0015085	Bo8g004160, Bo5g004790, Bo8g115430	Bostr.25219s0506.1.p
OG0015087	Bo7g084430, Bo2g140600	Bostr.0556s0411.1.p
OG0015088	Bo4g148310, Bo8g101320	Bostr.5022s0023.1.p
OG0015090	Bo9g036810	Bostr.22157s0056.1.p
OG0015091	Bo4g157350	Bostr.26326s0161.1.p
OG0015092	Bo1g017420	Bostr.7867s0690.1.p
OG0015093	Bo2g161020	Bostr.10199s0094.1.p
OG0015094	Bo8g092700	Bostr.20903s0094.1.p
OG0015095	Bo8g016650	Bostr.15654s0049.1.p
OG0015097	Bo3g044580	Bostr.25463s0298.1.p
OG0015098	Bo3g160920	Bostr.30275s0454.1.p
OG0015099	Bo8g091760, Bo2g013810, Bo7g059500, Bo2g010720	Bostr.2021s0027.1.p, Bostr.2021s0024.1.p
OG0015100	Bo01021s020, Bo3g026380	Bostr.24513s0058.1.p
OG0015101	Bo7g099480	Bostr.6864s0173.1.p
OG0015102	Bo5g003010	Bostr.5325s0001.1.p
OG0015103	Bo6g106960	Bostr.26959s0040.1.p
OG0015104	Bo8g068430	Bostr.7128s0533.1.p
OG0015105	Bo9g184720	Bostr.6251s0049.1.p
OG0015106	Bo2g038880	Bostr.10040s0144.1.p
OG0015107	Bo1g157490	Bostr.1460s0128.1.p
OG0015108	Bo3g169100	Bostr.19424s0206.1.p
OG0015111	Bo5g030690, Bo8g070420	Bostr.7128s0674.1.p
OG0015113	Bo2g048210	Bostr.15774s0340.1.p
OG0015114	Bo3g026830	Bostr.23794s0831.1.p
OG0015115	Bo4g076910	Bostr.29505s0023.1.p
OG0015116	Bo1g153680	Bostr.19046s0081.1.p
OG0015117	Bo7g105740	Bostr.24399s0002.1.p
OG0015118	Bo3g146420, Bo5g061000, Bo7g045000	Bostr.15697s0274.1.p
OG0015119	Bo5g005000	Bostr.25219s0482.1.p
OG0015120	Bo1g039030	Bostr.7867s0258.1.p
OG0015121	Bo3g042760	Bostr.15774s0169.1.p
OG0015122	Bo3g116130	Bostr.18473s0242.1.p
OG0015123	Bo4g139390	Bostr.3751s0047.1.p
OG0015124	Bo6g076160	Bostr.20903s0135.1.p
OG0015126	Bo3g166970	Bostr.7867s1386.1.p
OG0015127	Bo3g042090	Bostr.26326s0038.1.p
OG0015129	Bo6g087620	Bostr.3288s0008.1.p
OG0015130	Bo6g121710, Bo2g093150	Bostr.20129s0238.1.p
OG0015131	Bo5g148370	Bostr.2570s0290.1.p, Bostr.26959s0406.1.p
OG0015132	Bo7g098290	Bostr.26833s0134.1.p
OG0015133	Bo00837s050	Bostr.7903s0165.1.p
OG0015134	Bo1g023800	Bostr.10689s0055.1.p
OG0015135	Bo6g116830, Bo2g080630	Bostr.10273s0008.1.p
OG0015136	Bo7g019720	Bostr.18351s0093.1.p
OG0015137	Bo5g139750	Bostr.22252s0194.1.p
OG0015138	Bo9g017340	Bostr.0568s0512.1.p
OG0015139	Bo5g145460	Bostr.2570s0147.1.p
OG0015140	Bo1g007890	Bostr.7867s1223.1.p
OG0015142	Bo6g024740	Bostr.26675s0078.1.p
OG0015143	Bo5g126650	Bostr.28625s0114.1.p
OG0015144	Bo4g096720	Bostr.9600s0011.1.p
OG0015145	Bo7g088840	Bostr.26527s0185.1.p
OG0015146	Bo1g116020	Bostr.19424s0768.1.p
OG0015147	Bo3g022980, Bo3g022990	Bostr.14753s0001.1.p
OG0015148	Bo1g016330	Bostr.2570s0205.1.p
OG0015149	Bo5g086750	Bostr.3359s0030.1.p
OG0015150	Bo8g026980	Bostr.1040s0028.1.p
OG0015152	Bo1g060610, Bo7g100640, Bo8g080390	Bostr.6864s0153.1.p
OG0015153	Bo4g034660, Bo07027s010	Bostr.10040s0229.1.p, Bostr.7200s0194.1.p
OG0015153	Bo12144s010	Bostr.10040s0279.1.p
OG0015154	Bo5g156510	Bostr.1460s0124.1.p
OG0015155	Bo8g118170	Bostr.5325s0115.1.p
OG0015156	Bo3g153110	Bostr.25542s0228.1.p
OG0015157	Bo9g014240	Bostr.10199s0108.1.p
OG0015158	Bo2g150290	Bostr.2392s0064.1.p
OG0015159	Bo2g052630	Bostr.26959s0323.1.p
OG0015160	Bo9g003560, Bo3g054560	Bostr.10064s0012.1.p
OG0015161	Bo5g127650	Bostr.28625s0219.1.p
OG0015162	Bo9g078320	Bostr.25463s0032.1.p
OG0015163	Bo5g002460	Bostr.5325s0066.1.p
OG0015164	Bo8g105680, Bo5g021490	Bostr.1166s0001.1.p
OG0015165	Bo5g009080	Bostr.25219s0089.1.p
OG0015166	Bo3g024880	Bostr.24513s0141.1.p
OG0015167	Bo3g060530, Bo5g143600	Bostr.2570s0026.1.p
OG0015168	Bo3g143070	Bostr.15697s0129.1.p
OG0015169	Bo1g021500, Bo00889s020	Bostr.30275s0421.1.p
OG0015170	Bo7g063930	Bostr.0568s0145.1.p
OG0015171	Bo9g078460, Bo3g048740	Bostr.25463s0045.1.p
OG0015172	Bo7g098840	Bostr.26833s0078.1.p
OG0015173	Bo2g131510	Bostr.1460s0033.1.p
OG0015174	Bo00851s080	Bostr.1460s0008.1.p
OG0015176	Bo5g003690	Bostr.26675s0427.1.p
OG0015177	Bo9g017460	Bostr.0568s0500.1.p
OG0015178	Bo5g034580	Bostr.12659s0005.1.p
OG0015180	Bo7g077920	Bostr.28243s0007.1.p
OG0015181	Bo1g057090, Bo6g053660	Bostr.0597s0152.1.p
OG0015182	Bo8g108650	Bostr.13671s0282.1.p
OG0015183	Bo00796s020	Bostr.10273s0038.1.p
OG0015184	Bo3g147770	Bostr.15697s0316.1.p
OG0015185	Bo6g079320	Bostr.13158s0227.1.p
OG0015186	Bo00667s140	Bostr.17775s0020.1.p
OG0015188	Bo7g088690	Bostr.0556s0622.1.p
OG0015189	Bo2g047600	Bostr.7305s0012.1.p
OG0015190	Bo3g088290	Bostr.13083s0015.1.p
OG0015191	Bo3g037020	Bostr.29044s0105.1.p
OG0015192	Bo7g081770	Bostr.0556s0222.1.p
OG0015193	Bo6g031690	Bostr.0124s0173.1.p
OG0015194	Bo6g086830	Bostr.3288s0118.1.p
OG0015195	Bo8g081430	Bostr.6864s0082.1.p
OG0015196	Bo3g042930, Bo3g024130	Bostr.15774s0214.1.p
OG0015198	Bo5g034270	Bostr.25570s0009.1.p
OG0015199	Bo1g005750	Bostr.7867s1489.1.p
OG0015200	Bo2g048260	Bostr.15774s0309.1.p
OG0015201	Bo4g139750	Bostr.3751s0019.1.p
OG0015202	Bo1g037230	Bostr.7867s0187.1.p
OG0015203	Bo9g008800, Bo7g087240	Bostr.0556s0564.1.p
OG0015205	Bo9g076200	Bostr.2983s0064.1.p
OG0015206	Bo01269s020	Bostr.8169s0046.1.p
OG0015207	Bo1g005360	Bostr.7867s1541.1.p
OG0015208	Bo2g009170	Bostr.13129s0089.1.p
OG0015209	Bo7g040560	Bostr.19424s0298.1.p
OG0015210	Bo5g003750	Bostr.26675s0420.1.p
OG0015211	Bo2g010540	Bostr.20055s0078.1.p
OG0015212	Bo9g014560	Bostr.26833s0105.1.p
OG0015213	Bo9g035550	Bostr.9600s0027.1.p
OG0015215	Bo2g032420	Bostr.26833s0519.1.p
OG0015216	Bo8g091460	Bostr.20505s0038.1.p
OG0015217	Bo9g169400	Bostr.2902s0015.1.p
OG0015218	Bo2g055500	Bostr.26959s0191.1.p
OG0015219	Bo8g087120	Bostr.0697s0103.1.p
OG0015220	Bo4g071760	Bostr.27991s0100.1.p
OG0015221	Bo5g010050	Bostr.25494s0022.1.p
OG0015222	Bo1g011830	Bostr.7867s0939.1.p
OG0015223	Bo9g003820	Bostr.0556s0676.1.p
OG0015224	Bo00944s040	Bostr.2570s0042.1.p
OG0015225	Bo3g034520	Bostr.23794s0083.1.p
OG0015226	Bo8g091440	Bostr.20505s0040.1.p, Bostr.11568s0050.1.p
OG0015227	Bo3g138420	Bostr.12659s0382.1.p
OG0015229	Bo8g090250	Bostr.20505s0167.1.p
OG0015230	Bo1g056620	Bostr.0597s0192.1.p
OG0015231	Bo6g119300	Bostr.3288s0165.1.p
OG0015232	Bo5g015260	Bostr.13671s0124.1.p
OG0015233	Bo1g054880	Bostr.30275s0082.1.p
OG0015234	Bo8g097780	Bostr.13158s0239.1.p
OG0015235	Bo9g059490	Bostr.3148s0058.1.p
OG0015236	Bo1g007990	Bostr.7867s1210.1.p
OG0015237	Bo5g007900	Bostr.27895s0137.1.p, Bostr.25219s0253.1.p
OG0015238	Bo9g072870	Bostr.0556s0120.1.p
OG0015239	Bo9g006080	Bostr.2983s0171.1.p
OG0015240	Bo1g010830, Bo7g115520	Bostr.7867s1047.1.p
OG0015241	Bo2g119390	Bostr.3148s0100.1.p
OG0015242	Bo9g102340	Bostr.15774s0295.1.p
OG0015243	Bo9g177080	Bostr.13129s0418.1.p
OG0015244	Bo3g087270	Bostr.13083s0021.1.p
OG0015245	Bo3g084030	Bostr.19424s0094.1.p
OG0015246	Bo9g029120	Bostr.9600s0013.1.p
OG0015248	Bo2g097550	Bostr.10180s0008.1.p
OG0015249	Bo5g003290	Bostr.4824s0032.1.p
OG0015250	Bo6g083460	Bostr.20129s0142.1.p
OG0015251	Bo3g001200	Bostr.6251s0163.1.p
OG0015252	Bo8g091550	Bostr.20505s0026.1.p
OG0015253	Bo2g096010	Bostr.20129s0475.1.p
OG0015254	Bo8g090730	Bostr.20505s0121.1.p
OG0015255	Bo3g149960	Bostr.25542s0127.1.p
OG0015256	Bo3g122020	Bostr.0556s0744.1.p
OG0015257	Bo3g101630	Bostr.0568s0393.1.p
OG0015258	Bo01014s030, Bo9g125930, Bo9g125910, Bo01014s020	Bostr.20505s0074.1.p
OG0015259	Bo1g017810	Bostr.30275s0239.1.p
OG0015260	Bo3g099390	Bostr.0568s0266.1.p
OG0015261	Bo5g009230	Bostr.25219s0071.1.p
OG0015262	Bo9g083220	Bostr.9686s0006.1.p
OG0015263	Bo9g157460	Bostr.26527s0400.1.p
OG0015264	Bo1g050850	Bostr.7867s0605.1.p
OG0015265	Bo5g146690	Bostr.0556s0660.1.p
OG0015268	Bo9g111280	Bostr.26833s0933.1.p
OG0015269	Bo3g046910	Bostr.25463s0397.1.p
OG0015270	Bo01863s010	Bostr.18473s0236.1.p
OG0015271	Bo8g118130	Bostr.5325s0111.1.p
OG0015272	Bo6g125650	Bostr.20129s0484.1.p
OG0015273	Bo1g138560	Bostr.3640s0094.1.p
OG0015274	Bo3g099130	Bostr.0568s0238.1.p
OG0015275	Bo3g175040	Bostr.7867s0982.1.p
OG0015276	Bo3g184250	Bostr.0124s0168.1.p
OG0015277	Bo9g135400	Bostr.26833s0388.1.p
OG0015278	Bo3g041920	Bostr.20332s0004.1.p
OG0015279	Bo8g114310	Bostr.25219s0259.1.p
OG0015280	Bo4g059840, Bo3g024300	Bostr.29246s0014.1.p
OG0015281	Bo5g062340	Bostr.15697s0304.1.p
OG0015282	Bo2g036380	Bostr.26833s0631.1.p
OG0015283	Bo5g141450	Bostr.22252s0279.1.p
OG0015285	Bo7g109140	Bostr.7867s0183.1.p
OG0015286	Bo2g136340	Bostr.0556s0074.1.p
OG0015288	Bo6g120830, Bo6g083740	Bostr.20129s0119.1.p, Bostr.20129s0121.1.p
OG0015289	Bo2g041130	Bostr.26833s0736.1.p
OG0015290	Bo5g017730	Bostr.13671s0082.1.p
OG0015291	Bo5g017140	Bostr.13671s0237.1.p
OG0015292	Bo7g096070	Bostr.29827s0284.1.p
OG0015293	Bo9g017750, Bo3g103310	Bostr.0568s0453.1.p
OG0015295	Bo7g091360	Bostr.0556s0504.1.p
OG0015296	Bo7g096330	Bostr.23146s0001.1.p
OG0015297	Bo5g021530	Bostr.7128s0223.1.p
OG0015298	Bo4g140140	Bostr.7200s0019.1.p
OG0015300	Bo8g090230	Bostr.20505s0169.1.p
OG0015301	Bo9g148180	Bostr.19766s0001.1.p
OG0015302	Bo6g119360	Bostr.3288s0169.1.p
OG0015303	Bo9g163010	Bostr.2902s0398.1.p
OG0015304	Bo7g025320	Bostr.2199s0043.1.p
OG0015305	Bo5g076220	Bostr.26675s0232.1.p
OG0015306	Bo8g001280	Bostr.26675s0435.1.p
OG0015307	Bo9g021860	Bostr.0568s0070.1.p
OG0015308	Bo9g036770	Bostr.22157s0046.1.p
OG0015309	Bo8g059070	Bostr.13671s0482.1.p
OG0015310	Bo1g112430	Bostr.19424s0690.1.p
OG0015311	Bo7g072590	Bostr.8819s0078.1.p
OG0015312	Bo9g174060	Bostr.13129s0058.1.p
OG0015313	Bo7g084420	Bostr.0556s0409.1.p
OG0015314	Bo9g092540, Bo9g092520	Bostr.25463s0180.1.p
OG0015315	Bo3g094200	Bostr.18351s0312.1.p
OG0015316	Bo6g076400	Bostr.20903s0165.1.p
OG0015317	Bo7g099070	Bostr.6864s0267.1.p
OG0015318	Bo1g037820, Bo1g046410	Bostr.7867s0235.1.p
OG0015319	Bo6g106900	Bostr.26959s0046.1.p
OG0015320	Bo9g056050	Bostr.13404s0038.1.p
OG0015321	Bo8g050730	Bostr.7867s0358.1.p
OG0015322	Bo6g122550	Bostr.20129s0345.1.p
OG0015323	Bo5g086730	Bostr.3359s0026.1.p
OG0015324	Bo2g136200	Bostr.0556s0066.1.p
OG0015325	Bo6g079930	Bostr.20129s0539.1.p
OG0015326	Bo3g007010	Bostr.10720s0001.1.p
OG0015328	Bo1g045230, Bo7g110920	Bostr.7867s0462.1.p
OG0015329	Bo7g014660	Bostr.18351s0190.1.p
OG0015330	Bo4g120510	Bostr.11793s0002.1.p
OG0015331	Bo7g078820, Bo2g134600	Bostr.0556s0005.1.p
OG0015333	Bo01155s030, Bo1g156240	Bostr.1460s0182.1.p
OG0015334	Bo8g087230	Bostr.0697s0110.1.p
OG0015335	Bo9g018760	Bostr.0568s0235.1.p
OG0015336	Bo9g102520	Bostr.15774s0315.1.p
OG0015337	Bo3g108010	Bostr.26833s0027.1.p
OG0015338	Bo8g078970	Bostr.6864s0271.1.p
OG0015339	Bo9g183030, Bo2g003970	Bostr.2128s0122.1.p
OG0015340	Bo7g115550	Bostr.7867s1052.1.p
OG0015341	Bo6g118170	Bostr.3288s0029.1.p
OG0015343	Bo2g001160	Bostr.6251s0142.1.p
OG0015345	Bo2g018600	Bostr.26527s0193.1.p
OG0015346	Bo2g134230	Bostr.7903s0031.1.p
OG0015348	Bo2g009580	Bostr.13129s0006.1.p
OG0015349	Bo1g037700	Bostr.7867s0228.1.p
OG0015351	Bo5g002650	Bostr.5325s0040.1.p
OG0015352	Bo4g190600	Bostr.9345s0041.1.p
OG0015353	Bo3g019440	Bostr.26833s0549.1.p
OG0015354	Bo7g026630	Bostr.24399s0037.1.p
OG0015355	Bo6g088000	Bostr.10273s0037.1.p
OG0015356	Bo7g077570	Bostr.14419s0031.1.p
OG0015357	Bo5g114060, Bo1g114640	Bostr.19424s0711.1.p
OG0015358	Bo1g010280	Bostr.7867s1107.1.p
OG0015359	Bo7g098240	Bostr.26833s0141.1.p
OG0015360	Bo7g104110	Bostr.30275s0024.1.p
OG0015361	Bo5g143390	Bostr.21879s0002.1.p
OG0015362	Bo9g088220	Bostr.25463s0295.1.p
OG0015363	Bo4g166830	Bostr.27991s0037.1.p
OG0015364	Bo5g153910	Bostr.1460s0023.1.p
OG0015365	Bo3g074710	Bostr.19424s0644.1.p
OG0015366	Bo7g032960	Bostr.19424s0165.1.p
OG0015367	Bo5g144760	Bostr.2570s0049.1.p
OG0015368	Bo5g013290	Bostr.13671s0392.1.p
OG0015369	Bo2g138720	Bostr.0556s0262.1.p
OG0015370	Bo6g077370	Bostr.13158s0088.1.p
OG0015372	Bo1g147220	Bostr.22252s0260.1.p
OG0015373	Bo7g084210	Bostr.0556s0389.1.p
OG0015374	Bo8g101360	Bostr.5022s0031.1.p
OG0015375	Bo5g128920	Bostr.28625s0232.1.p
OG0015376	Bo1g147460	Bostr.22252s0303.1.p
OG0015377	Bo7g098550	Bostr.26833s0103.1.p
OG0015378	Bo1g003110	Bostr.25542s0200.1.p
OG0015379	Bo3g004540	Bostr.13129s0189.1.p
OG0015380	Bo9g126250	Bostr.26833s0588.1.p
OG0015381	Bo5g039910	Bostr.12659s0229.1.p
OG0015382	Bo3g004550	Bostr.13129s0187.1.p
OG0015383	Bo3g054980	Bostr.1460s0038.1.p
OG0015384	Bo7g091300	Bostr.0556s0499.1.p
OG0015385	Bo5g092920	Bostr.3359s0176.1.p
OG0015386	Bo1g039000	Bostr.7867s0254.1.p
OG0015387	Bo01125s010	Bostr.12659s0307.1.p
OG0015388	Bo5g004550	Bostr.26675s0315.1.p
OG0015389	Bo4g127210	Bostr.0597s0020.1.p
OG0015390	Bo3g044260	Bostr.25463s0370.1.p
OG0015391	Bo9g005530	Bostr.16335s0041.1.p
OG0015392	Bo6g105230	Bostr.26959s0132.1.p
OG0015393	Bo1g098450	Bostr.10040s0015.1.p
OG0015394	Bo8g081250	Bostr.6864s0069.1.p
OG0015397	Bo5g012010	Bostr.13671s0431.1.p
OG0015399	Bo9g095500	Bostr.15774s0117.1.p
OG0015400	Bo5g151410	Bostr.16315s0001.1.p
OG0015401	Bo4g030920	Bostr.23794s0387.1.p
OG0015402	Bo7g097560	Bostr.10199s0074.1.p
OG0015403	Bo3g142980	Bostr.15697s0116.1.p
OG0015404	Bo9g018300	Bostr.0568s0324.1.p
OG0015405	Bo9g171220	Bostr.20055s0093.1.p
OG0015406	Bo4g151460	Bostr.27895s0153.1.p
OG0015407	Bo3g009470	Bostr.2902s0134.1.p
OG0015408	Bo7g097530	Bostr.10199s0071.1.p
OG0015409	Bo7g008390	Bostr.18351s0361.1.p
OG0015410	Bo5g086740	Bostr.3359s0028.1.p
OG0015411	Bo5g023940	Bostr.7128s0374.1.p
OG0015412	Bo2g165880	Bostr.0568s0429.1.p
OG0015413	Bo3g001520	Bostr.6251s0097.1.p
OG0015414	Bo8g066660	Bostr.7128s0236.1.p
OG0015416	Bo3g085540	Bostr.19424s0026.1.p
OG0015417	Bo8g102120	Bostr.7903s0065.1.p
OG0015419	Bo1g019490, Bo7g105950	Bostr.30275s0307.1.p
OG0015420	Bo8g015130	Bostr.25219s0564.1.p
OG0015421	Bo9g120790	Bostr.26833s0700.1.p
OG0015422	Bo9g044270	Bostr.10040s0216.1.p
OG0015423	Bo9g061400, Bo7g071480	Bostr.8819s0056.1.p
OG0015424	Bo1g040490	Bostr.7867s0393.1.p
OG0015425	Bo9g181530	Bostr.2128s0051.1.p, Bostr.0556s0124.1.p
OG0015426	Bo4g160120	Bostr.26326s0023.1.p
OG0015427	Bo9g005790	Bostr.2392s0024.1.p, Bostr.2983s0218.1.p
OG0015428	Bo7g045860, Bo5g057220	Bostr.15697s0198.1.p
OG0015429	Bo5g112300	Bostr.19424s0666.1.p
OG0015430	Bo1g019760	Bostr.30275s0340.1.p
OG0015431	Bo2g167830, Bo9g021550, Bo9g021580, Bo7g085820, Bo7g085790	Bostr.0568s0113.1.p
OG0015432	Bo00962s010	Bostr.25463s0325.1.p
