Orthogroup	Brassica_oleracea	Thellungiella_parvula
OG0013139	Bo8g095880	Sp5g02040.1
OG0013140	Bo6g112220	Sp5g25790.1
OG0013141	Bo5g004750	SpUn0217_0010.1, Sp1g03450.1
OG0013142	Bo8g036700	Sp7g11820.1
OG0013143	Bo7g091210	Sp2g17110.1
OG0013144	Bo5g147020	Sp3g03590.1
OG0013145	Bo8g076880, Bo3g113440	Sp5g13640.1
OG0013146	Bo6g092620	Sp5g27280.1
OG0013147	Bo1g053040	Sp7g17170.1
OG0013148	Bo5g049220, Bo8g028750	Sp1g28340.1
OG0013149	Bo3g100850	Sp2g27880.1
OG0013150	Bo5g137110	Sp3g09160.1
OG0013151	Bo3g108050	Sp2g25220.1
OG0013152	Bo8g050440, Bo7g109750, Bo1g039310	Sp7g22760.1
OG0013153	Bo6g026020	Sp1g38130.1
OG0013154	Bo5g025230	Sp1g16230.1
OG0013155	Bo6g116470	Sp5g28070.1
OG0013156	Bo2g097600, Bo9g002200	Sp6g00350.1
OG0013157	Bo9g169290	Sp6g31090.1
OG0013158	Bo9g059730	Sp2g09060.1
OG0013159	Bo9g058980	Sp2g08090.1
OG0013160	Bo7g009410	Sp3g32370.1
OG0013161	Bo8g077160	Sp5g13360.1
OG0013162	Bo2g023830	Sp6g22940.1
OG0013163	Bo8g066550	Sp1g14000.1
OG0013164	Bo1g010330	Sp7g30310.1
OG0013165	Bo9g088560	Sp6g06830.1
OG0013166	Bo8g101600	Sp2g00020.1
OG0013167	Bo3g023650	Sp6g13740.1
OG0013168	Bo5g137120, Bo01023s020, Bo3g064570	Sp3g09140.1
OG0013169	Bo4g181850, Bo4g043780	Sp4g15660.1
OG0013170	Bo9g058250	Sp7g08140.1
OG0013171	Bo8g097470	Sp5g01400.1
OG0013172	Bo5g150000	Sp3g02350.1
OG0013173	Bo6g079950	Sp5g35990.1
OG0013174	Bo1g090160, Bo9g048780	Sp2g05110.1
OG0013175	Bo8g097900	Sp5g00910.1
OG0013176	Bo7g096520	Sp2g22630.1
OG0013177	Bo4g134740	Sp7g06520.1
OG0013178	Bo9g014630	Sp2g24710.1
OG0013180	Bo9g169600, Bo2g010840	Sp6g31490.1
OG0013181	Bo00641s010	Sp1g36070.1
OG0013182	Bo9g018190	Sp2g27660.1
OG0013183	Bo3g034130	Sp4g21510.1
OG0013185	Bo4g148160	Sp4g00950.1
OG0013186	Bo6g018760	Sp1g36830.1
OG0013187	Bo01028s010, Bo8g112660	Sp1g06780.1
OG0013188	Bo5g138160	Sp3g07980.1
OG0013189	Bo3g185730	Sp7g05960.1
OG0013190	Bo7g109390, Bo7g109460	Sp7g22170.1
OG0013191	Bo8g079690	Sp5g11870.1
OG0013192	Bo3g060860	Sp3g05810.1
OG0013193	Bo5g017440	Sp1g10580.1
OG0013194	Bo8g116080	Sp1g02260.1
OG0013195	Bo9g149770	Sp6g23170.1
OG0013196	Bo7g084220, Bo2g140400	Sp2g16260.1
OG0013197	Bo5g005610	Sp1g04310.1
OG0013198	Bo3g052410	Sp6g02600.1
OG0013199	Bo9g048720	Sp2g05020.1
OG0013200	Bo2g024970	Sp6g21970.1
OG0013201	Bo6g099420	Sp5g20610.1
OG0013202	Bo00792s020, Bo2g056140	Sp1g32440.1
OG0013203	Bo3g040570	Sp4g10130.1
OG0013204	Bo5g127560	Sp3g13180.1
OG0013205	Bo2g001010	Sp6g41090.1
OG0013206	Bo7g098440	Sp2g24470.1
OG0013207	Bo8g097390, Bo4g100070	Sp5g01460.1
OG0013208	Bo3g026720	Sp4g14960.1
OG0013209	Bo8g116110	Sp1g02120.1
OG0013210	Bo6g094880	Sp5g25330.1
OG0013211	Bo3g184890	Sp1g40910.1
OG0013212	Bo4g197230, Bo4g007100	Sp4g28680.1
OG0013213	Bo3g152820	Sp7g35900.1
OG0013214	Bo7g088900	Sp2g18360.1
OG0013215	Bo7g091030	Sp2g17000.1
OG0013216	Bo7g113790	Sp7g27410.1
OG0013217	Bo5g002730	Sp1g01200.1
OG0013218	Bo5g135010, Bo3g064710	Sp3g10170.1
OG0013219	Bo7g092840	Sp2g19870.1
OG0013220	Bo8g098470	Sp5g00420.1
OG0013221	Bo8g098670	Sp4g08120.1
OG0013223	Bo5g139670	Sp3g07310.1
OG0013224	Bo5g025310	Sp1g16290.1
OG0013225	Bo9g136960	Sp6g20760.1
OG0013226	Bo2g048230, Bo9g103570	Sp6g14050.1
OG0013227	Bo1g056660	Sp7g13790.1
OG0013228	Bo7g089540	Sp2g19240.1
OG0013229	Bo1g051210	Sp7g26060.1
OG0013230	Bo9g005960	Sp6g02540.1
OG0013231	Bo5g091620	Sp1g27760.1
OG0013232	Bo9g028380	Sp3g27460.1
OG0013233	Bo2g051070	SpUn0108_0010.1, Sp5g19610.1
OG0013234	Bo7g067350	Sp2g09170.1
OG0013235	Bo3g042400, Bo8g101690	Sp4g00670.1
OG0013236	Bo4g091410	Sp2g02510.1
OG0013237	Bo5g005050	Sp1g03810.1
OG0013238	Bo5g130380	Sp3g12650.1
OG0013239	Bo6g118340	Sp5g29280.1
OG0013240	Bo6g120160	Sp5g31260.1
OG0013241	Bo1g007480	Sp7g32020.1
OG0013242	Bo7g095810	Sp2g21950.1
OG0013243	Bo9g010680	Sp2g21080.1
OG0013244	Bo3g009940, Bo9g165620	Sp6g29240.1
OG0013245	Bo5g090560	Sp1g27820.1
OG0013246	Bo3g088340	Sp3g27730.1
OG0013247	Bo3g023660	Sp6g13730.1
OG0013248	Bo5g012200, Bo8g059600	Sp1g09350.1
OG0013249	Bo8g028590	Sp1g28030.1
OG0013249	Bo1g056600, Bo1g056580	Sp7g13910.1
OG0013250	Bo7g022780	Sp3g28230.1
OG0013251	Bo5g017550	Sp1g11955.1
OG0013252	Bo4g030650, Bo4g186870	Sp4g19680.1
OG0013253	Bo3g007220	Sp6g31890.1
OG0013254	Bo9g022490, Bo7g025380	Sp3g27020.1
OG0013255	Bo8g079750	Sp5g11810.1
OG0013256	Bo4g120530	Sp5g08550.1
OG0013257	Bo6g094660	Sp5g25770.1
OG0013258	Bo7g058290, Bo5g037430	Sp1g19740.1
OG0013259	Bo2g167560, Bo9g022270	Sp2g30770.1
OG0013260	Bo9g152520, Bo2g018320	Sp6g24650.1
OG0013261	Bo00581s010	Sp2g06560.1
OG0013262	Bo9g079550	Sp6g05100.1
OG0013263	Bo9g169820	Sp6g31730.1
OG0013264	Bo1g144510, Bo5g139340	Sp3g07750.1
OG0013265	Bo9g132980	Sp6g18980.1
OG0013266	Bo3g085580	Sp3g23560.1
OG0013267	Bo9g057190	Sp7g08290.1
OG0013268	Bo4g001020, Bo4g200840	Sp4g29950.1
OG0013269	Bo7g115170	Sp7g29310.1
OG0013270	Bo5g016900	Sp1g11010.1
OG0013271	Bo6g068370, Bo8g087220	Sp5g07490.1
OG0013272	Bo6g042440, Bo3g181400	Sp1g38340.1
OG0013273	Bo3g155720	Sp7g33500.1
OG0013274	Bo4g078760	Sp2g07420.1
OG0013275	Bo6g099900, Bo6g099870, Bo6g100930	Sp5g21420.1
OG0013276	Bo2g051250	Sp5g20120.1
OG0013277	Bo3g034120	Sp4g21430.1
OG0013278	Bo8g090800	Sp5g06140.1
OG0013280	Bo9g176690	Sp6g36940.1
OG0013281	Bo9g008280	Sp2g16680.1
OG0013282	Bo1g001050	Sp7g37540.1
OG0013283	Bo6g045440	Sp1g29400.1
OG0013284	Bo3g019330	Sp6g19130.1
OG0013285	Bo3g113570	Sp5g13720.1
OG0013286	Bo4g161250	Sp4g08190.1
OG0013287	Bo7g093210, Bo2g152950	Sp2g20190.1
OG0013288	Bo5g042830	Sp1g22290.1
OG0013289	Bo6g076850	Sp5g02970.1
OG0013290	Bo5g048360, Bo5g091740	Sp1g27650.1
OG0013291	Bo9g027450, Bo9g033760	Sp2g00640.1
OG0013292	Bo3g100800, Bo3g100770	Sp2g27960.1
OG0013293	Bo1g152120	Sp3g03170.1
OG0013295	Bo5g009470	Sp1g07720.1
OG0013296	Bo3g021510	Sp6g17380.1
OG0013297	Bo6g072950, Bo8g091910	Sp5g05120.1
OG0013298	Bo4g092700	Sp2g02290.1
OG0013299	Bo7g097660, Bo9g014150	Sp2g23760.1
OG0013300	Bo5g029110	Sp1g17780.1
OG0013301	Bo5g113540	Sp3g17820.1
OG0013302	Bo3g085530	Sp3g23430.1
OG0013303	Bo5g009690	Sp1g07890.1
OG0013304	Bo6g003470	Sp1g33590.1
OG0013305	Bo2g052770	Sp5g21310.1
OG0013306	Bo7g087260	Sp2g17760.1
OG0013307	Bo1g129860, Bo5g127580	Sp3g13160.1
OG0013308	Bo9g003870	Sp6g01190.1
OG0013310	Bo4g137880	Sp7g02570.1
OG0013311	Bo3g003490	Sp6g37140.1
OG0013312	Bo6g116410, Bo2g079210	Sp5g27970.1
OG0013313	Bo6g079420	Sp5g01030.1
OG0013314	Bo2g160960	Sp2g23820.1
OG0013315	Bo6g064720, Bo4g140460	Sp7g01150.1
OG0013316	Bo6g116790	Sp5g28610.1, Sp3g30520.1
OG0013317	Bo5g030420	Sp1g18280.1
OG0013318	Bo8g112390	Sp1g07270.1
OG0013319	Bo00946s060	Sp6g13980.1
OG0013320	Bo9g169490	Sp6g31340.1
OG0013321	Bo6g028010	Sp1g38960.1
OG0013322	Bo1g153540	Sp3g02750.1
OG0013323	Bo5g001210	Sp1g00410.1
OG0013324	Bo9g166390, Bo2g011580	Sp6g30190.1, Sp6g30180.1
OG0013325	Bo9g177350	Sp6g37670.1
OG0013326	Bo9g003730	Sp6g01060.1
OG0013327	Bo5g002440	Sp1g00800.1
OG0013328	Bo4g071970, Bo4g164980	Sp4g10860.1
OG0013329	Bo9g002490, Bo3g054620	Sp6g00720.1
OG0013330	Bo7g003790, Bo5g120130	Sp3g33500.1
OG0013331	Bo3g153700	Sp7g34730.1
OG0013332	Bo7g097400	Sp2g23400.1
OG0013333	Bo7g113580	Sp7g27070.1
OG0013334	Bo5g127390	Sp3g13390.1
OG0013335	Bo5g007140	Sp1g04800.1, Sp1g04950.1
OG0013336	Bo5g005590, Bo8g115080	Sp1g04280.1
OG0013337	Bo1g019960	Sp7g17520.1
OG0013338	Bo6g116090	Sp5g27730.1
OG0013339	Bo9g040900	Sp2g02770.1
OG0013340	Bo00904s040, Bo00641s030	Sp1g36080.1
OG0013341	Bo1g138990, Bo5g133210	Sp3g10880.1
OG0013342	Bo5g052270	Sp1g23920.1
OG0013343	Bo6g113160	Sp5g26730.1
OG0013344	Bo8g001170, Bo5g003440	Sp1g01860.1
OG0013345	Bo8g024520	Sp1g32010.1
OG0013346	Bo5g009370	Sp1g07560.1
OG0013347	Bo1g070980	Sp5g14930.1
OG0013348	Bo4g134590	Sp7g07100.1
OG0013349	Bo1g003240	Sp7g35610.1
OG0013350	Bo6g081450	Sp5g33940.1
OG0013351	Bo3g126160	Sp5g20990.1
OG0013352	Bo9g152610	Sp6g24750.1
OG0013353	Bo6g122320	Sp5g33830.1
OG0013354	Bo01691s010	Sp3g19840.1
OG0013355	Bo2g050810	Sp6g12630.1
OG0013356	Bo9g089640	Sp6g06740.1
OG0013357	Bo5g152860	Sp3g01190.1
OG0013358	Bo7g104970	Sp7g17070.1
OG0013359	Bo5g148740	Sp3g02720.1
OG0013360	Bo8g004140	Sp1g03490.1
OG0013361	Bo3g057110	Sp3g02540.1
OG0013362	Bo3g126190	SpUn0003_0070.1
OG0013363	Bo6g099580	Sp5g20950.1
OG0013364	Bo4g184560	Sp4g17990.1
OG0013365	Bo5g145210	Sp3g04480.1
OG0013366	Bo7g097830	Sp2g23910.1
OG0013367	Bo6g030580	Sp1g39170.1
OG0013368	Bo3g158670	Sp7g17910.1
OG0013369	Bo2g155610	Sp2g21100.1
OG0013370	Bo7g044890	Sp1g25790.1
OG0013371	Bo7g041000	Sp1g27150.1
OG0013372	Bo4g136730	Sp7g04360.1
OG0013374	Bo6g056410	Sp7g05990.1
OG0013375	Bo4g087130, Bo1g098440	Sp2g02890.1
OG0013376	Bo2g146310	Sp2g17210.1
OG0013377	Bo1g019640, Bo7g106030	Sp7g15520.1
OG0013378	Bo6g113130	Sp5g26710.1
OG0013379	Bo3g036170	Sp4g24800.1
OG0013382	Bo5g010250	Sp1g08440.1
OG0013383	Bo9g057200	Sp7g08250.1
OG0013384	Bo9g029590	Sp2g00750.1
OG0013385	Bo6g080200	Sp5g35630.1
OG0013386	Bo4g179470	Sp4g15200.1
OG0013387	Bo2g001040	Sp6g41130.1
OG0013388	Bo3g102830	Sp2g27020.1
OG0013389	Bo7g096710, Bo9g012590	Sp2g22790.1
OG0013390	Bo2g100790	Sp6g02470.1
OG0013391	Bo6g101090, Bo6g101110	Sp5g21610.1
OG0013392	Bo00615s230	Sp2g28250.1
OG0013393	Bo9g175110	Sp6g35820.1
OG0013394	Bo9g170040	Sp6g32000.1
OG0013395	Bo4g126940	Sp7g12480.1
OG0013396	Bo5g052000, Bo7g049920	Sp1g23610.1
OG0013397	Bo5g154020	Sp3g00390.1
OG0013398	Bo9g009360	Sp2g18720.1
OG0013399	Bo7g075330	Sp2g11250.1
OG0013400	Bo2g101960	Sp6g02850.1
OG0013401	Bo4g120090	Sp5g08140.1
OG0013402	Bo7g096780	Sp2g22830.1
OG0013403	Bo2g041450	Sp6g16790.1
OG0013404	Bo1g008100	Sp7g31220.1
OG0013405	Bo8g016200	Sp1g35250.1
OG0013406	Bo4g173710	Sp4g13410.1
OG0013407	Bo6g077420	Sp5g02280.1
OG0013408	Bo6g080150	Sp5g35720.1
OG0013409	Bo9g112780, Bo2g043400	Sp6g15910.1
OG0013410	Bo5g025320	Sp1g16310.1
OG0013411	Bo3g023600, Bo9g102380	Sp6g13840.1
OG0013412	Bo6g120110	Sp5g31200.1
OG0013413	Bo3g083230	Sp3g22210.1
OG0013414	Bo6g047990	Sp1g28900.1
OG0013415	Bo5g048990, Bo8g028620	Sp1g28520.1
OG0013416	Bo9g181130	Sp6g38370.1
OG0013417	Bo00935s070	Sp6g11760.1
OG0013418	Bo7g059860, Bo5g034710	Sp1g19250.1
OG0013420	Bo3g101230	Sp2g27590.1
OG0013421	Bo5g136910	Sp3g09380.1
OG0013422	Bo9g072900	Sp2g14100.1
OG0013423	Bo5g007480, Bo5g007520	Sp1g05200.1
OG0013424	Bo3g005140	Sp6g34010.1
OG0013425	Bo2g050770	Sp6g12710.1
OG0013426	Bo3g060910	Sp3g05870.1
OG0013427	Bo7g106910	Sp7g18470.1
OG0013428	Bo2g095630	Sp5g34900.1
OG0013429	Bo5g105100	Sp3g18960.1
OG0013430	Bo7g052770	Sp1g22490.1
OG0013431	Bo1g002770	Sp7g36180.1
OG0013432	Bo6g124440	Sp5g35240.1
OG0013433	Bo3g041840	Sp4g09290.1
OG0013434	Bo8g007210	Sp1g05530.1
OG0013435	Bo3g093630	Sp3g31080.1
OG0013436	Bo5g155200	Sp3g00690.1
OG0013437	Bo9g025800, Bo7g009800	Sp3g32140.1
OG0013438	Bo3g032490	Sp4g20770.1
OG0013439	Bo4g095420	Sp2g01600.1
OG0013440	Bo1g094680	Sp2g03430.1
OG0013441	Bo9g176210	Sp6g36450.1
OG0013443	Bo9g172200	Sp6g33070.1
OG0013444	Bo3g044560	Sp6g07420.1
OG0013445	Bo9g170090, Bo2g010500	Sp6g32040.1
OG0013446	Bo2g050650	Sp6g13030.1
OG0013447	Bo5g003020	Sp1g01410.1
OG0013448	Bo4g154270, Bo8g100090	Sp4g03070.1
OG0013449	Bo6g110850, Bo2g067990	Sp5g25340.1
OG0013450	Bo5g126280	Sp3g14650.1
OG0013452	Bo1g004980	Sp7g34810.1
OG0013453	Bo7g097670	Sp2g23770.1
OG0013454	Bo3g101560	Sp2g27230.1
OG0013455	Bo4g140410	Sp7g01200.1
OG0013456	Bo5g003940	Sp1g02490.1
OG0013457	Bo7g056170	Sp1g20870.1
OG0013459	Bo8g011680	Sp1g36220.1
OG0013460	Bo2g124300	Sp2g09120.1
OG0013461	Bo3g014060	Sp6g24230.1
OG0013462	Bo00679s180, Bo5g117220	Sp3g16740.1
OG0013463	Bo4g001160	Sp4g29480.1
OG0013464	Bo5g006910, Bo8g005750	Sp1g04510.1
OG0013465	Bo6g018350	Sp1g36390.1
OG0013465	Bo8g011440	Sp1g36410.1
OG0013466	Bo9g117640, Bo2g041570	Sp6g16650.1
OG0013467	Bo8g042230	Sp7g14480.1
OG0013468	Bo7g081960	Sp2g14950.1
OG0013469	Bo1g037660	Sp7g22140.1
OG0013470	Bo5g001360	Sp1g00090.1
OG0013471	Bo8g076860	Sp5g13670.1
OG0013472	Bo3g123580, Bo3g127530	Sp5g17330.1
OG0013473	Bo01374s010	Sp3g27310.1
OG0013474	Bo5g049430	Sp1g28140.1
OG0013475	Bo7g115560, Bo7g115570	Sp7g29810.1
OG0013477	Bo7g101120	Sp5g10570.1
OG0013478	Bo2g018150	Sp6g24840.1
OG0013479	Bo6g026010	Sp1g38120.1
OG0013480	Bo5g136230	Sp3g09900.1
OG0013481	Bo5g148710	Sp3g02770.1
OG0013482	Bo7g083920	Sp2g15960.1
OG0013483	Bo1g050970	Sp7g25840.1
OG0013484	Bo4g076880	Sp4g08720.1
OG0013485	Bo9g175420	Sp6g35510.1
OG0013488	Bo5g086540	Sp1g29360.1
OG0013489	Bo1g053530	Sp7g15180.1
OG0013490	Bo4g046150	Sp4g14520.1
OG0013491	Bo2g136090	Sp5g35880.1
OG0013492	Bo9g010130, Bo7g093310	Sp2g20250.1
OG0013493	Bo8g101190, Bo4g149520	Sp4g01370.1
OG0013494	Bo9g166270	Sp6g30030.1
OG0013495	Bo9g166340	Sp6g30110.1
OG0013496	Bo9g183070, Bo3g002250	Sp6g39480.1
OG0013497	Bo8g073780	Sp1g20810.1
OG0013498	Bo3g083690	Sp3g22450.1
OG0013499	Bo1g123170	Sp3g15010.1
OG0013500	Bo2g042080	Sp6g16330.1
OG0013501	Bo5g039560	Sp1g20840.1
OG0013502	Bo8g058290, Bo5g009680	Sp1g07880.1
OG0013503	Bo9g171520	Sp6g32380.1
OG0013504	Bo5g148850	Sp3g02510.1
OG0013505	Bo1g007970	Sp7g31370.1
OG0013506	Bo8g083710, Bo6g068060	Sp5g07920.1
OG0013507	Bo3g143610	Sp1g24780.1
OG0013508	Bo8g038040	Sp7g12560.1
OG0013509	Bo2g108890, Bo9g183450	Sp6g39860.1
OG0013510	Bo3g102850	Sp2g27010.1
OG0013512	Bo8g058430	Sp1g08030.1
OG0013513	Bo3g007310	Sp6g31760.1
OG0013514	Bo4g097100	Sp5g00310.1
OG0013515	Bo8g112650	Sp1g06790.1
OG0013516	Bo8g076740	Sp5g13820.1
OG0013517	Bo6g022250, Bo5g079940	Sp1g37320.1
OG0013518	Bo8g115020	Sp1g04470.1
OG0013520	Bo3g134720	Sp5g14290.1
OG0013521	Bo7g077990	Sp2g12530.1
OG0013522	Bo5g010290	Sp1g08480.1
OG0013523	Bo3g100840	Sp2g27890.1
OG0013524	Bo4g117030	Sp5g07250.1
OG0013525	Bo5g132380	Sp3g11770.1
OG0013526	Bo2g052880	Sp5g21380.1
OG0013527	Bo8g067480, Bo00831s110	Sp1g15910.1
OG0013528	Bo2g165530	Sp2g26470.1
OG0013529	Bo6g057640	Sp7g05190.1
OG0013530	Bo2g156010, Bo3g147790	Sp1g26090.1
OG0013531	Bo3g054810	Sp6g00430.1
OG0013532	Bo9g165800	Sp6g29470.1
OG0013533	Bo5g141910	Sp3g06000.1
OG0013534	Bo4g186560	Sp4g19270.1
OG0013535	Bo3g001380	Sp6g40840.1
OG0013536	Bo2g009210	Sp6g34160.1
OG0013538	Bo9g036840	Sp2g01860.1
OG0013539	Bo9g027570	Sp2g00030.1
OG0013540	Bo5g133160	Sp3g10940.1
OG0013541	Bo01233s010	Sp6g15920.1
OG0013542	Bo4g140570	Sp7g01080.1
OG0013543	Bo4g017360	Sp4g24850.1
OG0013544	Bo2g086370	Sp5g30910.1
OG0013545	Bo8g030970	Sp7g04960.1
OG0013546	Bo7g105400	Sp7g16350.1
OG0013547	Bo9g077760	Sp6g04130.1
OG0013548	Bo4g194790	Sp4g26140.1
OG0013549	Bo4g137480	SpUn0124_0010.1, SpUn0185_0010.1
OG0013550	Bo5g009030	Sp1g07150.1
OG0013551	Bo2g132210, Bo9g069320, Bo7g077300	Sp2g11950.1
OG0013552	Bo7g086960, Bo9g008650	Sp2g17470.1
OG0013553	Bo3g066450	Sp3g13070.1
OG0013554	Bo2g009290	Sp6g34040.1
OG0013555	Bo5g060930	Sp1g25560.1
OG0013556	Bo9g148580	Sp6g22920.1
OG0013557	Bo6g106430	Sp5g22940.1
OG0013558	Bo6g098570	Sp5g22850.1
OG0013559	Bo5g144860, Bo3g060360	Sp3g04960.1
OG0013560	Bo7g016300	Sp3g29940.1
OG0013561	Bo3g065740	Sp3g12030.1
OG0013562	Bo2g166180, Bo3g101410	Sp2g27410.1
OG0013563	Bo3g021060, Bo8g107510	Sp6g18150.1
OG0013564	Bo7g098930, Bo9g014700	Sp2g24870.1
OG0013565	Bo1g022170	Sp7g18520.1
OG0013566	Bo5g133510, Bo3g064870	Sp3g10510.1
OG0013567	Bo9g058900	Sp2g08030.1
OG0013568	Bo8g116030	Sp1g02550.1
OG0013569	Bo9g179000	Sp6g38020.1
OG0013570	Bo00578s020	Sp7g02300.1
OG0013571	Bo3g151280	Sp4g17720.1
OG0013572	Bo8g090510	Sp5g06410.1
OG0013573	Bo3g044610	Sp6g07150.1
OG0013574	Bo7g108190	Sp7g20830.1
OG0013575	Bo1g037750, Bo7g109440	Sp7g22230.1
OG0013577	Bo9g055870	SpUn0002_0680.1
OG0013578	Bo1g054790	Sp7g14970.1
OG0013579	Bo5g150160	Sp3g02250.1
OG0013580	Bo1g049550, Bo7g111540	Sp7g25600.1
OG0013581	Bo5g020930, Bo8g106010	Sp1g13830.1
OG0013582	Bo8g080340	Sp5g11340.1
OG0013583	Bo9g170010	Sp6g31970.1
OG0013584	Bo9g003920	Sp6g01250.1
OG0013585	Bo4g187960	Sp4g21450.1
OG0013587	Bo3g034870	Sp4g22610.1
OG0013588	Bo7g097020	Sp2g23050.1
OG0013589	Bo3g037450	Sp4g26960.1
OG0013590	Bo1g019750, Bo7g106180	Sp7g15390.1
OG0013591	Bo9g069760	Sp2g12460.1
OG0013592	Bo5g127460, Bo1g129760	Sp3g13300.1
OG0013593	Bo7g089480	Sp2g19140.1
OG0013594	Bo01383s020	Sp2g10740.1
OG0013595	Bo00846s040	Sp3g33360.1
OG0013596	Bo5g020650	Sp1g13530.1
OG0013598	Bo3g004620, Bo2g008820	Sp6g35040.1
OG0013599	Bo2g081060	Sp5g29430.1
OG0013600	Bo9g140930	Sp6g21610.1
OG0013601	Bo4g172950, Bo4g059520	Sp4g12900.1
OG0013602	Bo8g118050	Sp1g00530.1
OG0013603	Bo4g024670	Sp4g27490.1
OG0013604	Bo3g035080	Sp4g22960.1
OG0013605	Bo5g050680	Sp1g18030.1
OG0013606	Bo5g001200	Sp1g00440.1
OG0013607	Bo7g057780, Bo8g071550	Sp1g20130.1
OG0013608	Bo8g108320	Sp1g10860.1
OG0013609	Bo9g058510	Sp2g07400.1
OG0013610	Bo8g101540	Sp4g00860.1
OG0013611	Bo1g157540	Sp3g01070.1
OG0013612	Bo1g005230	Sp7g34660.1
OG0013613	Bo7g067800	Sp2g09460.1
OG0013614	Bo6g006970	Sp1g34100.1
OG0013615	Bo8g110910, Bo5g010300	Sp1g08490.1
OG0013616	Bo2g007450	Sp6g35970.1
OG0013617	Bo1g007370	Sp7g32150.1
OG0013618	Bo4g021040, Bo3g036830	Sp4g25860.1
OG0013619	Bo9g174290	Sp6g34220.1
OG0013620	Bo7g095830	Sp2g21990.1
OG0013621	Bo7g021380	Sp3g28900.1
OG0013622	Bo9g174190	Sp6g34110.1
OG0013623	Bo8g064900, Bo8g108060	Sp1g11180.1
OG0013624	Bo9g017630	Sp2g26500.1
OG0013625	Bo00629s170	Sp6g25550.1
OG0013626	Bo9g153870	Sp6g25120.1
OG0013627	Bo5g135060	Sp3g10100.1
OG0013628	Bo9g018890	Sp2g28820.1
OG0013629	Bo1g035790	Sp7g21460.1
OG0013630	Bo7g009540	Sp3g32310.1
OG0013631	Bo2g004030	Sp6g39380.1
OG0013633	Bo1g017030	Sp7g26850.1
OG0013634	Bo7g077850, Bo5g001080	Sp1g00620.1
OG0013635	Bo9g166590	Sp6g30370.1
OG0013636	Bo7g096580	Sp2g22720.1
OG0013637	Bo7g108770, Bo1g034560	Sp7g21350.1
OG0013638	Bo3g048400, Bo3g048410	Sp6g04230.1
OG0013639	Bo1g022110	Sp7g18440.1
OG0013640	Bo4g190660	Sp4g23340.1
OG0013641	Bo3g009000	Sp6g30860.1
OG0013642	Bo9g008130	Sp2g16180.1
OG0013644	Bo1g068480	Sp2g01250.1
OG0013645	Bo5g003660	Sp1g02180.1
OG0013647	Bo1g039080, Bo7g109590	Sp7g22540.1
OG0013648	Bo8g001080, Bo5g003300	Sp1g01660.1
OG0013649	Bo4g140000	Sp7g01620.1
OG0013650	Bo2g010620	Sp6g31860.1
OG0013651	Bo6g077800	Sp5g01870.1
OG0013652	Bo3g169330	Sp7g31640.1
OG0013653	Bo8g091540	Sp5g05400.1
OG0013654	Bo9g009740	Sp2g19630.1
OG0013655	Bo2g159230	Sp2g22670.1
OG0013657	Bo6g113200	Sp5g26750.1
OG0013658	Bo3g001440	Sp6g40740.1
OG0013659	Bo5g057190	Sp1g24880.1
OG0013662	Bo4g158820	Sp4g05660.1
OG0013663	Bo1g040320	Sp7g23630.1
OG0013665	Bo6g061020	Sp7g03340.1
OG0013666	Bo8g090000	Sp5g06950.1
OG0013667	Bo9g032240	Sp2g00200.1
OG0013668	Bo2g095830	Sp5g35190.1
OG0013669	Bo4g007020	Sp4g28760.1
OG0013670	Bo6g031050	Sp1g39570.1
OG0013671	Bo9g183200, Bo2g002830	Sp6g39620.1
OG0013672	Bo9g167870	Sp6g30720.1
OG0013673	Bo9g074600, Bo8g039470, Bo7g081630	Sp2g14630.1
OG0013674	Bo7g104600	Sp7g15160.1
OG0013675	Bo2g047480	Sp6g14950.1
OG0013676	Bo9g181800	Sp6g39020.1
OG0013677	Bo8g082760	Sp5g08990.1
OG0013678	Bo9g139340	Sp6g21070.1
OG0013679	Bo1g023970	Sp7g19300.1
OG0013680	Bo3g054930	Sp3g00260.1
OG0013681	Bo4g021670	Sp4g26490.1
OG0013682	Bo4g149720	Sp4g01470.1
OG0013683	Bo4g200810	Sp4g29830.1
OG0013684	Bo3g059040	Sp3g04510.1
OG0013685	Bo9g120920, Bo3g021430	Sp6g17540.1
OG0013686	Bo4g139940	Sp7g01650.1
OG0013687	Bo7g089140, Bo2g149810	Sp2g18620.1
OG0013688	Bo8g016640	Sp1g34840.1
OG0013689	Bo1g021830	Sp7g18240.1
OG0013690	Bo7g038720	Sp3g21710.1
OG0013691	Bo9g163310	Sp6g27900.1
OG0013693	Bo3g041800	Sp4g09380.1
OG0013694	Bo1g057140	Sp7g13350.1
OG0013695	Bo9g017600, Bo3g103600	Sp2g26430.1
OG0013696	Bo8g070870	Sp1g18920.1
OG0013697	Bo9g149950	Sp6g23340.1
OG0013698	Bo3g037220	Sp4g26380.1
OG0013699	Bo1g007280	Sp7g32200.1
OG0013700	Bo4g041120	Sp4g16500.1, SpUn1073_0010.1
OG0013701	Bo9g166350, Bo3g009400	Sp6g30120.1
OG0013702	Bo7g077870, Bo2g133590, Bo9g069750	Sp2g12430.1
OG0013704	Bo4g190420	Sp4g23090.1
OG0013705	Bo7g108410	Sp7g21120.1
OG0013707	Bo5g144850	Sp3g04970.1
OG0013708	Bo3g142960, Bo5g052370	Sp1g24090.1
OG0013709	Bo7g118760	Sp7g35450.1
