Orthogroup	Brassica_oleracea	Arabidopsis_thaliana
OG0014026	Bo5g127640, Bo1g007760, Bo7g116510	AT4G33940
OG0014027	Bo5g008250, Bo8g009640	AT1G07500
OG0014028	Bo8g116120	AT1G03090
OG0014029	Bo1g138580	AT3G13150
OG0014030	Bo8g096060	AT3G61550
OG0014031	Bo9g058390	AT5G42680
OG0014032	Bo6g033320	AT1G55180
OG0014034	Bo8g002470	AT1G03510
OG0014035	Bo9g098970	AT4G00650
OG0014036	Bo3g015440	AT5G20910
OG0014037	Bo5g148110	AT3G04530
OG0014038	Bo3g184920, Bo3g185070	AT1G55280
OG0014039	Bo3g036150	AT2G42590
OG0014040	Bo8g104960	AT1G17310
OG0014041	Bo9g004450	AT4G02020
OG0014042	Bo3g044830, Bo9g088550	AT4G10610
OG0014043	Bo8g054120, Bo7g111850	AT4G28080
OG0014044	Bo5g086710	AT1G33520
OG0014045	Bo8g097710	AT3G62190
OG0014046	Bo7g025370	AT2G13690
OG0014047	Bo2g001290	AT5G01370
OG0014048	Bo6g087990	AT1G73180
OG0014049	Bo6g079180, Bo8g097430	AT3G61910
OG0014050	Bo9g111450	AT5G53580
OG0014051	Bo4g048340	AT2G31940
OG0014052	Bo7g092550, Bo2g150500	AT5G49170
OG0014053	Bo9g074360	AT2G03630
OG0014054	Bo1g039980	AT4G25270
OG0014055	Bo8g030820	AT5G33300
OG0014056	Bo5g105150	AT3G20870
OG0014057	Bo9g093970	AT4G11980
OG0014058	Bo4g137950, Bo00667s020	AT5G39420
OG0014060	Bo2g004090	AT5G03460
OG0014061	Bo5g007700	AT1G06730
OG0014062	Bo4g039730	AT2G34540
OG0014063	Bo5g098250	AT1G54310
OG0014064	Bo9g144820, Bo3g017280	AT5G60650
OG0014065	Bo6g055840	AT4G14850
OG0014066	Bo9g022180	AT5G66060
OG0014068	Bo2g124560	AT5G44680
OG0014069	Bo1g058990	AT3G51810
OG0014070	Bo3g027800	AT2G34670
OG0014071	Bo9g104660	AT5G51880
OG0014072	Bo1g157430	AT3G02330
OG0014073	Bo4g174830	AT2G31060
OG0014074	Bo2g121010	AT1G30950
OG0014075	Bo4g160100	AT2G26270
OG0014076	Bo1g025780	AT4G21930
OG0014077	Bo5g065630	AT1G31010
OG0014078	Bo9g179040	AT5G04840
OG0014079	Bo3g042920	AT5G50750
OG0014080	Bo4g112840	AT3G56680
OG0014081	Bo3g086970	AT2G11890
OG0014082	Bo8g118030	AT1G01730
OG0014083	Bo3g041770	AT2G26810
OG0014084	Bo8g102200	AT2G20760
OG0014085	Bo7g065250	AT5G43250
OG0014086	Bo5g025430	AT1G18420
OG0014087	Bo1g138870, Bo1g138860, Bo9g135410	AT5G58630
OG0014088	Bo3g122120	AT3G44460
OG0014089	Bo5g004580	AT1G04420
OG0014090	Bo8g118340, Bo17185s010, Bo4g200860	AT4G23882
OG0014091	Bo2g018460, Bo9g152260	AT5G19890
OG0014092	Bo8g054310	AT4G28390
OG0014094	Bo3g005430, Bo9g173440	AT5G10100
OG0014095	Bo3g042750	AT5G50240
OG0014096	Bo9g126300	AT5G56790
OG0014097	Bo9g078080, Bo9g078070	AT4G04490
OG0014098	Bo3g153350	AT4G37660
OG0014099	Bo6g022270	AT1G02020
OG0014100	Bo9g032650, Bo9g030690	AT1G64140
OG0014101	Bo9g022080	AT5G66230
OG0014102	Bo7g064500	AT5G66790
OG0014103	Bo2g161730	AT5G61910
OG0014104	Bo5g148830	AT3G03580
OG0014105	Bo8g114430	AT1G06820
OG0014106	Bo6g036060, Bo4g080000	AT1G56555
OG0014107	Bo3g149970	AT4G39370
OG0014108	Bo5g062880, Bo3g148980	AT1G30360
OG0014109	Bo5g136860	AT3G11090
OG0014111	Bo5g023980	AT1G17665
OG0014112	Bo8g082000, Bo4g125350	AT3G52490
OG0014113	Bo9g022150	AT5G66130
OG0014114	Bo00615s220	AT5G65200
OG0014115	Bo5g041050	AT1G24040
OG0014116	Bo9g008780, Bo2g147660	AT3G29060
OG0014117	Bo2g028530, Bo3g018680, Bo9g135160	AT5G58470
OG0014118	Bo1g156200	AT3G02690
OG0014119	Bo3g107750	AT5G62310
OG0014120	Bo3g154270, Bo7g109210	AT4G23895
OG0014121	Bo2g147690, Bo7g087250	AT3G29090
OG0014122	Bo5g146790	AT4G08630
OG0014123	Bo9g171390	AT5G11310
OG0014124	Bo7g089250	AT5G48440
OG0014125	Bo9g035440	AT1G63660
OG0014126	Bo1g011510	AT4G31250
OG0014127	Bo5g004950	AT1G04840
OG0014129	Bo7g082660	AT3G26430
OG0014130	Bo4g136960	AT5G09390
OG0014131	Bo5g145500, Bo1g151680	AT3G05320
OG0014132	Bo01432s020	AT3G24590
OG0014133	Bo9g124810	AT5G56340
OG0014134	Bo1g056700	AT4G15520
OG0014135	Bo8g081670	AT3G51320
OG0014136	Bo5g034240, Bo7g059520	AT1G21326
OG0014137	Bo7g066890	AT5G43980
OG0014138	Bo6g043960	AT1G36730
OG0014139	Bo2g069680, Bo6g112570	AT1G70920
OG0014140	Bo5g023830	AT1G17480
OG0014141	Bo2g010480	AT5G11540
OG0014142	Bo5g009830	AT1G09483, AT1G09470
OG0014143	Bo7g078560, Bo9g070230	AT2G01580
OG0014144	Bo4g025420	AT2G40190
OG0014145	Bo8g115770	AT1G04020
OG0014146	Bo7g064760, Bo9g021820, Bo9g021840, Bo7g064720	AT5G66620
OG0014147	Bo9g010100	AT5G30495, AT1G54770
OG0014148	Bo5g020880, Bo8g066460, Bo8g066440	AT1G15415
OG0014149	Bo9g022050, Bo2g167630	AT5G66400
OG0014150	Bo6g046510	AT1G34130
OG0014152	Bo5g126260	AT3G16290
OG0014153	Bo9g169870	AT5G11780
OG0014154	Bo4g045910	AT2G32350
OG0014155	Bo1g138770	AT3G12930
OG0014156	Bo9g176310	AT5G06310
OG0014157	Bo7g041250, Bo5g064450	AT1G30825
OG0014158	Bo3g130200	AT3G45870
OG0014159	Bo1g127310	AT3G15620
OG0014160	Bo8g108620	AT1G11860
OG0014161	Bo9g181320	AT5G04220
OG0014162	Bo5g145470	AT3G05340
OG0014163	Bo1g021420	AT4G19370
OG0014164	Bo1g147790	AT3G36659
OG0014165	Bo9g028230, Bo8g102390	AT2G20362
OG0014166	Bo00955s030	AT5G38520
OG0014167	Bo5g010070, Bo8g058780	AT1G09660
OG0014168	Bo1g138250	AT3G13540
OG0014169	Bo4g187360	AT2G38060
OG0014170	Bo8g071330, Bo7g060150	AT1G22130
OG0014171	Bo1g157370	AT3G02420
OG0014172	Bo8g115960	AT1G03750
OG0014173	Bo5g053490	AT1G28140
OG0014174	Bo2g032390, Bo9g133140	AT5G57400
OG0014175	Bo8g118220	AT1G02070
OG0014176	Bo2g150490	AT5G49150
OG0014177	Bo3g004510	AT5G07730
OG0014178	Bo3g010790	AT5G15920
OG0014179	Bo4g182420	AT3G18430
OG0014180	Bo1g055230	AT4G16008
OG0014181	Bo6g003380	AT1G44414
OG0014182	Bo3g028110, Bo4g039210	AT2G34870
OG0014183	Bo1g119330	AT3G17675
OG0014184	Bo6g005740	AT1G44960
OG0014185	Bo5g137690	AT3G10210
OG0014186	Bo8g023020	AT4G38410
OG0014188	Bo9g174350	AT5G08550
OG0014189	Bo6g054790	AT4G14965
OG0014190	Bo2g057430	AT1G68090
OG0014191	Bo7g094980	AT5G26810
OG0014193	Bo7g054520	AT1G27050
OG0014194	Bo5g008970	AT1G08400
OG0014195	Bo2g042250	AT5G53980
OG0014196	Bo4g186480, Bo3g031410	AT2G36910
OG0014197	Bo3g097820	AT5G65687
OG0014198	Bo8g065140, Bo5g016370	AT1G13040
OG0014199	Bo1g087980	AT1G58280
OG0014200	Bo5g112410, Bo1g111280	AT3G19900
OG0014201	Bo4g136750	AT5G37710
OG0014203	Bo9g177030	AT5G05660
OG0014204	Bo3g084380, Bo3g085440	AT2G04790
OG0014205	Bo3g049840	AT4G03240
OG0014206	Bo5g009120	AT1G08620
OG0014207	Bo3g007640, Bo2g010880	AT5G12290
OG0014208	Bo4g182090	AT2G33640
OG0014209	Bo5g003340	AT1G02700
OG0014210	Bo2g097710	AT4G00560
OG0014211	Bo7g089590	AT5G48910
OG0014212	Bo2g048290	AT5G51670
OG0014213	Bo3g061520	AT3G07870
OG0014214	Bo1g139030, Bo5g133270	AT3G12690
OG0014216	Bo9g160020	AT5G17640
OG0014217	Bo7g093180, Bo2g152920	AT5G28590
OG0014218	Bo9g011310, Bo7g095800	AT5G25590
OG0014219	Bo2g127570	AT5G45960
OG0014220	Bo2g165500, Bo8g067790	AT1G18335
OG0014221	Bo3g108060	AT5G62040
OG0014222	Bo4g192750	AT2G42760
OG0014223	Bo2g008830	AT5G07930
OG0014224	Bo9g094110	AT4G12060
OG0014225	Bo3g016800, Bo2g023800	AT5G22270
OG0014226	Bo3g035700, Bo4g013340	AT2G41540
OG0014227	Bo1g148940	AT3G06440
OG0014228	Bo00578s100	AT5G39600
OG0014229	Bo1g016410	AT4G29400
OG0014230	Bo9g005740	AT1G54385
OG0014231	Bo3g029990	AT2G36230
OG0014232	Bo8g095430	AT3G60730
OG0014233	Bo9g173520	AT5G10070
OG0014234	Bo5g120030	AT3G18220
OG0014235	Bo3g100660	AT5G64970
OG0014236	Bo9g054600	AT1G56570
OG0014237	Bo7g045320, Bo7g045340, Bo7g045330	AT1G29570
OG0014238	Bo9g108540	AT5G52850
OG0014239	Bo2g070780	AT1G71060
OG0014240	Bo4g085250, Bo1g094500	AT5G09890
OG0014241	Bo3g071820, Bo5g116900	AT3G18860
OG0014242	Bo2g013540	AT5G17280
OG0014243	Bo1g038880	AT4G24320
OG0014244	Bo4g142250	AT5G41620
OG0014246	Bo7g097320	AT5G24000
OG0014247	Bo5g027280	AT1G19240
OG0014248	Bo8g011030, Bo8g011010	AT1G08230
OG0014249	Bo6g121930, Bo6g081730	AT1G78290
OG0014250	Bo5g145430	AT3G05410
OG0014251	Bo9g163670, Bo9g163690, Bo20867s010	AT5G15890
OG0014252	Bo8g080880	AT3G52220
OG0014253	Bo2g161450	AT4G08530
OG0014254	Bo3g003110, Bo2g006770	AT5G04980
OG0014255	Bo9g174450	AT5G08460
OG0014256	Bo00900s030, Bo1g034730, Bo1g034690	AT4G23510
OG0014257	Bo9g027800	AT5G35160
OG0014258	Bo3g101270	AT5G64460
OG0014260	Bo7g067590	AT5G44520
OG0014261	Bo8g068250, Bo8g068230, Bo10119s010	AT1G19010
OG0014262	Bo1g107190, Bo5g102280	AT3G21260
OG0014263	Bo3g034050	AT2G39040
OG0014265	Bo8g080820	AT3G52270
OG0014266	Bo5g008930, Bo04100s010	AT1G08315
OG0014267	Bo4g031000, Bo4g030990	AT2G36970
OG0014268	Bo4g198600, Bo4g004550	AT2G47390
OG0014269	Bo2g134130	AT2G01400
OG0014270	Bo8g098340	AT3G63020
OG0014271	Bo5g126210, Bo00763s050, Bo1g123560	AT4G33465, AT4G14785
OG0014272	Bo3g019040	AT5G57920
OG0014273	Bo8g107890	AT1G12890
OG0014274	Bo8g115920, Bo5g004120	AT1G03840
OG0014275	Bo5g004960, Bo8g004270	AT1G04850
OG0014276	Bo2g094670	AT1G78810
OG0014277	Bo6g099230	AT1G65295
OG0014278	Bo1g143690	AT3G10630
OG0014279	Bo3g055680	AT3G02540
OG0014280	Bo8g100750	AT2G22880
OG0014281	Bo7g014270, Bo3g093540	AT2G17570
OG0014282	Bo7g014020, Bo9g024730	AT2G17787
OG0014283	Bo3g012270, Bo2g013330	AT2G20800
OG0014284	Bo3g058970	AT3G05520
OG0014285	Bo3g060900, Bo5g143100	AT3G06890
OG0014286	Bo4g175890, Bo3g025000	AT2G31110
OG0014287	Bo4g182850, Bo3g028020, Bo4g039300	AT2G34780
OG0014288	Bo7g102660	AT3G52280
OG0014289	Bo8g092030	AT3G57630
OG0014290	Bo6g076710	AT3G59840
OG0014291	Bo6g094860	AT3G63470
OG0014292	Bo2g159510, Bo2g159390	AT5G24340
OG0014293	Bo2g155930, Bo9g011120	AT5G26090
OG0014294	Bo2g109030	AT4G11070
OG0014295	Bo7g115060, Bo1g011430	AT4G31330
OG0014296	Bo3g153040	AT4G38010
OG0014297	Bo1g051510, Bo1g051490	AT4G17480
OG0014298	Bo9g032540	AT1G64310
OG0014299	Bo4g136170	AT5G36790, AT5G36700
OG0014300	Bo4g140590	AT5G40860
OG0014301	Bo2g037840, Bo9g120890	AT5G55590
OG0014302	Bo9g140790, Bo3g017750	AT5G59800
OG0014303	Bo9g014670, Bo3g037740, Bo3g037750, Bo7g054270, Bo3g039390	AT5G61605
OG0014304	Bo3g103230	AT5G63620
OG0014305	Bo7g064030	AT5G67140
OG0014306	Bo2g124540, Bo7g067810	AT5G44660
OG0014307	Bo9g096910	AT5G50170
OG0014308	Bo3g024050	AT5G50870
OG0014309	Bo5g005150	AT1G05020
OG0014310	Bo5g141520, Bo3g061230	AT3G07425
OG0014311	Bo4g027070, Bo4g187800	AT2G26900
OG0014312	Bo1g080160, Bo8g079020	AT3G49760
OG0014313	Bo4g194060	AT2G34123
OG0014314	Bo7g095490	AT5G26060
OG0014315	Bo2g155730	AT5G26805
OG0014316	Bo3g052580	AT4G02390
OG0014317	Bo7g109190, Bo1g037270	AT4G23885
OG0014318	Bo7g107530	AT4G21740
OG0014319	Bo9g014830, Bo2g162920	AT5G62165
OG0014321	Bo1g027050	AT4G10820
OG0014322	Bo4g108670	AT3G58090
OG0014323	Bo8g010670, Bo5g008340	AT1G07620
OG0014324	Bo8g114990, Bo8g005790	AT1G05720
OG0014325	Bo1g124920	AT3G15930
OG0014346	Bo7g003600	AT2G20390
OG0014347	Bo5g148150	AT3G04490
OG0014348	Bo9g174520	AT5G08310
OG0014349	Bo2g100340	AT4G02210
OG0014352	Bo7g048680, Bo5g052280	AT1G27710
OG0014353	Bo9g126160	AT5G56590
OG0014355	Bo7g003680	AT2G20330
OG0014356	Bo5g009020	AT1G08470
OG0014357	Bo00935s040	AT5G49930
OG0014358	Bo3g185830	AT1G56160
OG0014360	Bo5g137990	AT3G09850
OG0014361	Bo8g010800	AT1G07740
OG0014363	Bo1g138490	AT3G13225
OG0014364	Bo5g073050	AT1G49170
OG0014365	Bo8g068210	AT1G18960
OG0014366	Bo8g087100	AT3G54850
OG0014367	Bo4g196000, Bo3g039060	AT2G46020
OG0014368	Bo3g008890	AT5G12920
OG0014370	Bo00722s090	AT1G72280
OG0014371	Bo3g002810	AT5G04420
OG0014372	Bo5g088310	AT1G32350
OG0014373	Bo3g003260	AT5G05180
OG0014374	Bo7g115080, Bo3g173990	AT4G31370
OG0014375	Bo2g041800	AT5G54400
OG0014376	Bo4g078380	AT5G42480
OG0014377	Bo1g155060	AT3G02920
OG0014378	Bo8g078940	AT3G49690
OG0014379	Bo5g001190	AT1G01830
OG0014380	Bo1g010430	AT4G32430
OG0014382	Bo2g029000	AT5G57870
OG0014383	Bo3g036210	AT2G42780
OG0014384	Bo3g101340	AT5G64390
OG0014385	Bo4g120390	AT3G54030
OG0014386	Bo9g130900	AT5G57160
OG0014387	Bo3g081970	AT3G24120
OG0014388	Bo3g078630, Bo5g015190	AT3G21490
OG0014389	Bo1g100050	AT3G24060
OG0014390	Bo3g086660	AT2G05320
OG0014391	Bo2g159370	AT5G24500
OG0014393	Bo8g090400	AT3G56000
OG0014394	Bo9g160070	AT5G17580
OG0014395	Bo4g024830	AT2G45640
OG0014396	Bo6g077660	AT3G61350
OG0014397	Bo3g123630	AT2G11000
OG0014398	Bo1g138740	AT3G12960
OG0014399	Bo9g171330	AT5G11380
OG0014400	Bo1g010350, Bo3g172380	AT4G32520
OG0014401	Bo7g095530	AT5G26030
OG0014402	Bo3g004070	AT5G06850
OG0014403	Bo9g024500	AT2G17430
OG0014404	Bo9g007770	AT4G05430
OG0014405	Bo9g120770	AT4G08250
OG0014406	Bo4g135980	AT5G36100
OG0014408	Bo7g050200	AT1G24480
OG0014409	Bo9g173990	AT5G09480
OG0014410	Bo3g052970	AT4G01770, AT4G01750
OG0014412	Bo9g186110	AT5G01660
OG0014413	Bo9g100020	AT5G51180
OG0014414	Bo3g048670	AT4G04025
OG0014415	Bo1g006450	AT4G35440
OG0014416	Bo9g178920	AT5G04620
OG0014417	Bo3g107840	AT5G62220
OG0014418	Bo3g047020	AT4G09020
OG0014419	Bo9g126180	AT5G56610
OG0014420	Bo3g061730	AT3G10140
OG0014421	Bo9g161800	AT5G16780
OG0014422	Bo7g093390	AT5G27110
OG0014423	Bo8g089990	AT3G55520
OG0014424	Bo8g026970	AT3G16540, AT3G16550
OG0014425	Bo7g103750	AT4G15460
OG0014426	Bo6g064330, Bo4g139350	AT5G39990
OG0014427	Bo2g131890	AT5G47010
OG0014428	Bo1g008050	AT4G33520
OG0014429	Bo9g058810	AT5G42950
OG0014430	Bo1g099960	AT3G24040
OG0014431	Bo7g098770	AT5G61520
OG0014432	Bo5g002980	AT2G41610
OG0014433	Bo4g154670	AT2G24500
OG0014434	Bo9g001120	AT4G00150
OG0014435	Bo7g094740, Bo03207s010	AT5G27680
OG0014436	Bo5g087000	AT1G32630
OG0014437	Bo2g137320	AT2G04025
OG0014438	Bo9g091320	AT4G11280
OG0014439	Bo5g079960	AT1G50510
OG0014440	Bo9g118890	AT5G54840
OG0014441	Bo5g117030	AT3G18790
OG0014442	Bo7g018650	AT2G16400
OG0014443	Bo7g038770	AT3G24240
OG0014444	Bo4g039450	AT2G34640
OG0014445	Bo4g017430	AT2G42900
OG0014446	Bo4g127120	AT4G14305
OG0014447	Bo8g114610	AT1G06400
OG0014449	Bo9g176230, Bo2g007220	AT5G06380
OG0014450	Bo7g111970	AT4G28220
OG0014451	Bo9g092630	AT4G11610
OG0014452	Bo1g005310, Bo4g024350	AT4G37235
OG0014453	Bo6g107110	AT1G68610
OG0014454	Bo1g147600	AT3G07040
OG0014455	Bo8g098840	AT2G26240
OG0014456	Bo6g033310	AT1G55170
OG0014457	Bo2g051390	AT1G65610
OG0014458	Bo2g041190, Bo3g021670	AT5G55150
OG0014459	Bo5g025160	AT1G18190
OG0014460	Bo3g026480	AT2G31890
OG0014461	Bo4g096930	AT3G63530
OG0014462	Bo4g071870	AT2G28140
OG0014464	Bo6g079960	AT1G79800
OG0014466	Bo7g102680	AT4G38160
OG0014467	Bo1g008420	AT4G33130
OG0014468	Bo6g003540	AT1G44790
OG0014470	Bo8g019180, Bo5g071170	AT1G47260
OG0014471	Bo7g017510	AT2G16595
OG0014472	Bo8g112350	AT1G08720
OG0014474	Bo9g091090	AT4G11175
OG0014475	Bo3g179640	AT5G01980
OG0014476	Bo7g089350	AT5G48560
OG0014477	Bo4g186710	AT2G37200
OG0014478	Bo9g163830	AT5G15730
OG0014479	Bo4g145720	AT2G21090
OG0014480	Bo7g089460	AT5G48690
OG0014481	Bo6g066500	AT5G41810
OG0014482	Bo2g080810	AT1G73980
OG0014483	Bo3g032130	AT2G38025
OG0014484	Bo7g065150	AT5G43140
OG0014485	Bo8g081490	AT3G51540
OG0014488	Bo9g161880	AT5G16715
OG0014489	Bo3g143620	AT1G28540
OG0014490	Bo4g190360	AT2G40690
OG0014491	Bo1g010190	AT4G32630
OG0014492	Bo8g007340, Bo5g007910	AT1G07050
OG0014493	Bo1g105580	AT3G21810
OG0014495	Bo1g019700	AT4G18593
OG0014496	Bo2g155940	AT5G26100
OG0014497	Bo6g095080	AT1G69910
OG0014499	Bo3g034080	AT2G39010
OG0014500	Bo3g002630	AT5G04150
OG0014501	Bo7g104390, Bo8g043610	AT4G16420
OG0014502	Bo02651s010	AT1G21840
OG0014503	Bo9g073100	AT2G03410
OG0014504	Bo5g146930	AT3G04870
OG0014505	Bo5g020350, Bo5g113960, Bo1g107090	AT3G21380
OG0014506	Bo9g131970	AT5G57230
OG0014507	Bo7g104090, Bo01063s040	AT4G15890
OG0014508	Bo1g153670	AT3G03640
OG0014509	Bo9g028300	AT2G20710
OG0014510	Bo7g118360	AT4G36945
OG0014511	Bo9g108650, Bo2g047320	AT5G52920
OG0014512	Bo3g015690	AT5G22050
OG0014513	Bo8g076890	AT1G23070
OG0014514	Bo9g022510	AT2G14170
OG0014515	Bo1g040700	AT4G25980
OG0014516	Bo5g151390	AT3G02875
OG0014517	Bo5g071030	AT1G47056
OG0014518	Bo2g051140	AT2G44870
OG0014520	Bo8g065450, Bo5g015030	AT1G13400
OG0014521	Bo09730s010	AT4G24265
OG0014522	Bo1g022220	AT4G20160
OG0014523	Bo6g080090	AT1G80000
OG0014525	Bo5g141810	AT5G67290
OG0014526	Bo4g012950	AT2G41080
OG0014527	Bo7g073840	AT5G45780
OG0014528	Bo5g126240	AT3G16310
OG0014529	Bo9g002390	AT4G00550
OG0014530	Bo3g164070	AT4G22060
OG0014531	Bo9g176850	AT5G05840
OG0014532	Bo5g063210	AT1G30600
OG0014533	Bo5g004230	AT1G03970
OG0014534	Bo7g116600	AT4G34090
OG0014535	Bo1g152190	AT3G04110
OG0014536	Bo3g032320	AT2G38270
OG0014538	Bo5g017710	AT1G13670
OG0014539	Bo2g166110	AT5G64230
OG0014540	Bo6g112210	AT1G16210
OG0014541	Bo8g092130	AT3G57680
OG0014542	Bo2g138830	AT3G25970
OG0014544	Bo9g003510, Bo5g058460	AT4G01360
OG0014545	Bo7g089040	AT5G48040
OG0014546	Bo8g097920	AT3G62620
OG0014547	Bo9g094020	AT4G12010
OG0014548	Bo1g052920	AT4G17180
OG0014549	Bo3g041850	AT2G26660
OG0014550	Bo7g103740	AT4G15440
OG0014551	Bo3g138810	AT1G25290
OG0014552	Bo8g112820	AT1G07880
OG0014553	Bo3g058610	AT3G04820
OG0014554	Bo8g081820	AT3G51180
OG0014555	Bo7g084280	AT3G27180
OG0014556	Bo4g078130	AT1G54790
OG0014557	Bo3g084160	AT2G04350
OG0014558	Bo2g011250	AT5G13400
OG0014559	Bo8g028780, Bo5g087020	AT1G32583
OG0014560	Bo1g002980	AT4G39952
OG0014561	Bo5g010210	AT4G38225
OG0014562	Bo4g176040	AT2G31190
OG0014563	Bo9g171580	AT5G11040
OG0014564	Bo4g012940	AT2G41070
OG0014565	Bo8g118190	AT1G02010
OG0014566	Bo7g089410	AT5G48650
OG0014567	Bo3g054590	AT4G00770
OG0014568	Bo8g112730	AT1G07985
OG0014570	Bo8g076830	AT3G48340
OG0014572	Bo7g040590	AT3G23370
OG0014573	Bo9g003970	AT4G00800
OG0014574	Bo7g098340	AT5G61120
OG0014575	Bo1g051460	AT4G28380
OG0014576	Bo5g115480	AT3G19230
OG0014577	Bo9g095410	AT5G49660
OG0014578	Bo3g003240	AT5G05150
OG0014579	Bo3g043020	AT4G08040
OG0014580	Bo3g042190	AT3G63540
OG0014581	Bo2g051420	AT1G65620
OG0014582	Bo9g164280, Bo3g010200	AT5G15265
OG0014583	Bo9g082070, Bo9g082090	AT4G08550
OG0014585	Bo5g049320	AT2G26550
OG0014586	Bo5g002410	AT1G01550
OG0014587	Bo5g032000	AT1G21060
OG0014588	Bo4g134720	AT5G35690
OG0014589	Bo5g020760	AT1G15320
OG0014590	Bo5g122780, Bo3g069060	AT3G17640
OG0014591	Bo7g056080, Bo7g056090	AT2G27670
OG0014592	Bo9g163530, Bo9g163520, Bo9g163540	AT5G16090
OG0014593	Bo5g008540	AT1G07680, AT5G23903
OG0014594	Bo9g009490	AT5G48460
OG0014595	Bo6g104030	AT1G67660
OG0014596	Bo7g108150	AT4G22750
OG0014598	Bo3g019240	AT5G57610
OG0014599	Bo7g096990	AT5G24314
OG0014600	Bo6g099690	AT1G66110
OG0014601	Bo7g101110, Bo8g081390	AT3G51680
OG0014602	Bo5g144720	AT3G06140
OG0014603	Bo4g158780	AT2G25800
OG0014604	Bo3g001980	AT5G02590
OG0014605	Bo3g134610	AT3G47520
OG0014606	Bo2g070800	AT1G71100
OG0014607	Bo9g175830	AT5G06790
OG0014608	Bo3g087150	AT2G13600
OG0014609	Bo5g112470	AT3G19840
OG0014610	Bo3g032550	AT2G38570
OG0014611	Bo3g002410	AT5G03555
OG0014612	Bo3g061380, Bo5g141310	AT3G07630
OG0014613	Bo3g134110	AT3G46980
OG0014614	Bo2g165940	AT5G63920
OG0014615	Bo3g084290	AT2G04530
OG0014616	Bo4g078370	AT5G42470
OG0014617	Bo7g014950	AT2G13100
OG0014618	Bo8g052630, Bo7g111260	AT4G27080
OG0014620	Bo7g004990	AT2G20010
OG0014621	Bo7g077150, Bo9g066920	AT5G47020
OG0014622	Bo5g021170	AT1G15740
OG0014623	Bo3g017240, Bo3g021180	AT5G60740
OG0014624	Bo4g030040	AT2G37925
OG0014625	Bo7g064390	AT5G66820
OG0014626	Bo2g164020	AT5G62210
OG0014627	Bo7g103820, Bo1g056690	AT4G15530
OG0014629	Bo7g054210	AT1G26810
OG0014630	Bo8g083670, Bo8g083650	AT3G54420
OG0014631	Bo3g085610	AT2G05120
OG0014632	Bo1g153630	AT3G03680
OG0014633	Bo5g137840	AT3G09950
OG0014634	Bo5g106270	AT3G20780
OG0014635	Bo1g024190	AT4G21470
OG0014636	Bo9g108670	AT5G52960
OG0014638	Bo9g091360	AT4G11330
OG0014640	Bo8g115110	AT1G05360
OG0014641	Bo7g081160	AT2G03380
OG0014642	Bo3g153330, Bo7g118700	AT4G37710
OG0014643	Bo8g109330	AT1G10710
OG0014644	Bo4g024170	AT2G44920
OG0014645	Bo5g008610	AT1G07960
OG0014646	Bo1g144310	AT3G09730
OG0014647	Bo9g070310	AT2G01740
OG0014648	Bo01942s010	AT4G24600
OG0014649	Bo5g017280	AT1G12050
OG0014650	Bo9g006450	AT4G03250
OG0014651	Bo4g108340	AT3G58590
OG0014652	Bo9g003860	AT1G43245
OG0014653	Bo6g108870	AT1G69450
OG0014654	Bo2g013270	AT5G16740
OG0014655	Bo2g042260	AT5G53970
OG0014656	Bo5g027770	AT1G19800
OG0014657	Bo3g087010	AT2G12462
OG0014658	Bo8g065760, Bo8g107140	AT1G13940
OG0014659	Bo9g121000	AT5G55740
OG0014660	Bo5g005220	AT1G05100
OG0014661	Bo2g095600	AT1G80870
OG0014662	Bo1g016430	AT4G29380
OG0014663	Bo5g137000	AT3G10940
OG0014664	Bo1g039010	AT4G24480
OG0014665	Bo8g117870	AT1G01450
OG0014666	Bo7g107680, Bo7g107690	AT4G21920
OG0014667	Bo9g172120, Bo3g005610, Bo2g009870	AT5G10430
OG0014668	Bo5g095750	AT3G22510
OG0014669	Bo9g048790	AT1G58460
OG0014670	Bo4g130790	AT4G13730
OG0014671	Bo1g020200	AT4G19050
OG0014672	Bo6g026000	AT1G51440
OG0014673	Bo1g084730	AT3G50400
OG0014674	Bo6g056260	AT4G13330
OG0014675	Bo7g113290	AT4G28740
OG0014676	Bo4g120110	AT3G54240
OG0014677	Bo1g057380	AT4G14820
OG0014678	Bo5g121470	AT3G17880
OG0014679	Bo2g080800	AT1G73930
OG0014681	Bo1g052890, Bo7g105020	AT4G17215
OG0014682	Bo1g098610, Bo4g088250, Bo9g040870	AT1G61795
OG0014683	Bo6g101030	AT1G66510
OG0014685	Bo8g101240	AT2G22260
OG0014686	Bo9g120690	AT5G55540
OG0014688	Bo3g170940	AT4G33100
OG0014689	Bo3g122160	AT3G44380
OG0014691	Bo9g158600	AT5G17980
OG0014692	Bo8g118100	AT1G01860
OG0014693	Bo7g093450, Bo9g010280	AT5G27230
OG0014694	Bo4g158800	AT5G40405
OG0014695	Bo2g009990	AT5G10690
OG0014696	Bo1g030650	AT4G22760
OG0014697	Bo5g085180	AT1G35210
OG0014698	Bo9g171700	AT5G10810
OG0014699	Bo6g014400	AT1G48570
OG0014700	Bo2g055350	AT1G67070
OG0014701	Bo2g150450	AT5G49070
OG0014702	Bo9g076440	AT4G05060
OG0014703	Bo6g113080	AT1G71680
OG0014706	Bo9g076140	AT4G05390
