Orthogroup	Brassica_oleracea	Arabidopsis_halleri
OG0012423	Bo9g175310	g15666
OG0012424	Bo4g045790	g07991
OG0012425	Bo9g171210	g10611
OG0012426	Bo8g092410, Bo6g074460	g16585
OG0012427	Bo4g139120	g26766
OG0012428	Bo6g099340	g24343
OG0012429	Bo4g052410	g25776
OG0012430	Bo4g151260	g32251, g20988, g20984
OG0012431	Bo1g024050	g29734
OG0012432	Bo6g044010	g24389
OG0012433	Bo3g009290	g19333
OG0012434	Bo5g013280	g05022
OG0012435	Bo9g152620	g12132
OG0012436	Bo1g056820	g20283
OG0012437	Bo6g067320	g20377
OG0012438	Bo7g109160	g10445
OG0012439	Bo9g059310	g17550
OG0012440	Bo5g006960, Bo8g005800	g02221
OG0012441	Bo7g061880	g13838
OG0012442	Bo1g024010	g29730
OG0012443	Bo6g110440	g03714
OG0012444	Bo2g024650	g10879
OG0012445	Bo2g010120	g10550
OG0012447	Bo6g044240	g30641
OG0012448	Bo3g128770, Bo1g065190	g29490
OG0012449	Bo8g092710	g16535
OG0012450	Bo6g113050	g03906
OG0012451	Bo6g099600	g25970
OG0012452	Bo2g019710	g15401
OG0012453	Bo7g119520	g13843, g02766
OG0012454	Bo9g174000	g19119
OG0012455	Bo3g052120, Bo9g006210	g09037
OG0012456	Bo8g002490	g01982
OG0012457	Bo1g093100	g25432, g25436
OG0012458	Bo6g120790	g01226
OG0012459	Bo8g095150	g05581
OG0012460	Bo2g092550	g01301
OG0012461	Bo8g105610	g09977
OG0012462	Bo6g091500	g04005
OG0012463	Bo1g139820	g05861
OG0012464	Bo2g134750	g14579
OG0012465	Bo8g030460	g16346
OG0012466	Bo5g094630	g22738
OG0012467	Bo8g082180	g20455
OG0012468	Bo5g126180	g06579
OG0012469	Bo6g123800	g01500
OG0012470	Bo7g100570	g14947
OG0012471	Bo7g114960	g00881
OG0012472	Bo8g034320	g17041, g26463
OG0012473	Bo9g174040	g19114
OG0012474	Bo6g125780	g01649
OG0012475	Bo9g174800, Bo9g174810	g23832
OG0012476	Bo3g143270, Bo5g054680	g12978
OG0012477	Bo2g131450	g07742
OG0012478	Bo9g084350	g27399
OG0012479	Bo4g176290, Bo4g050840	g07905
OG0012480	Bo7g078110	g14504
OG0012481	Bo1g011340	g00856
OG0012482	Bo9g135020	g16941
OG0012483	Bo8g107850	g04774
OG0012484	Bo9g018050, Bo3g101420	g07562
OG0012485	Bo6g046720	g17724
OG0012486	Bo00578s110	g24693
OG0012487	Bo9g002250	g28771
OG0012488	Bo3g063890	g05944
OG0012489	Bo1g010250	g00707
OG0012490	Bo2g149640	g15865
OG0012491	Bo3g147610	g23693
OG0012492	Bo7g083790	g20757
OG0012493	Bo9g002330	g19807
OG0012494	Bo5g042880	g08109
OG0012495	Bo6g061030	g25043
OG0012496	Bo9g088580	g25315
OG0012497	Bo8g050360, Bo1g039200	g10359
OG0012498	Bo3g084320	g16441
OG0012499	Bo3g024490	g24227
OG0012500	Bo2g143840, Bo7g085710	g28180
OG0012501	Bo4g125580, Bo8g080910	g28346
OG0012502	Bo3g001960, Bo9g183500	g28710, g19443
OG0012503	Bo1g037740, Bo7g109430	g10400
OG0012504	Bo4g154610, Bo8g099790	g08831
OG0012505	Bo7g119600	g02752
OG0012506	Bo3g036300, Bo4g192880	g17393
OG0012507	Bo7g021720	g14228
OG0012508	Bo4g137660	g24636
OG0012509	Bo5g078800	g25630
OG0012510	Bo2g007130, Bo9g176550	g15533
OG0012511	Bo6g114660	g03961
OG0012513	Bo3g058580	g06224
OG0012514	Bo3g100830	g07488
OG0012515	Bo1g063740	g29267
OG0012516	Bo7g082310	g19554
OG0012517	Bo6g118240	g04150
OG0012518	Bo4g182370, Bo4g041220	g03305
OG0012519	Bo8g088410	g11535
OG0012520	Bo5g144830	g06397
OG0012521	Bo9g100050	g08428
OG0012522	Bo3g085560	g16404
OG0012523	Bo7g111300	g04541
OG0012524	Bo9g054430	g26263
OG0012525	Bo8g005930	g02250
OG0012526	Bo5g148820	g26808
OG0012527	Bo00940s040	g08999
OG0012528	Bo7g096530, Bo2g159190	g14174
OG0012529	Bo8g024290	g26125
OG0012530	Bo3g010270	g00227
OG0012531	Bo4g015840	g17293
OG0012532	Bo1g153620	g26795
OG0012533	Bo3g066020, Bo5g130460	g06821
OG0012534	Bo4g147130, Bo8g101490	g23986
OG0012535	Bo4g071780	g27196, g07124
OG0012536	Bo4g017260	g17372
OG0012537	Bo1g006400, Bo7g117450	g00364
OG0012538	Bo9g058890	g23759
OG0012539	Bo8g115990	g01995
OG0012540	Bo3g001420	g28644
OG0012541	Bo4g159950	g29249
OG0012542	Bo9g154410, Bo3g013460	g13182
OG0012543	Bo7g072620	g07587
OG0012544	Bo5g139260	g06110
OG0012545	Bo6g123890	g01511, g06561
OG0012546	Bo9g007510	g09009
OG0012547	Bo2g056000	g21072
OG0012548	Bo3g167400	g00435
OG0012549	Bo5g113640	g22558
OG0012550	Bo2g018660	g12105
OG0012551	Bo5g072540	g17444
OG0012552	Bo1g055420	g20228
OG0012553	Bo7g080860	g13814
OG0012554	Bo4g137100	g20805
OG0012555	Bo7g067430	g28601
OG0012556	Bo6g124450, Bo2g095920	g01598
OG0012557	Bo1g138940, Bo3g065150	g05748
OG0012558	Bo7g006050	g29401
OG0012559	Bo7g003490	g25838
OG0012560	Bo4g043490	g03274
OG0012561	Bo9g009500	g15927
OG0012562	Bo4g119940	g11465
OG0012563	Bo2g012980	g00158
OG0012564	Bo2g134520	g14557
OG0012565	Bo7g065650	g17571
OG0012566	Bo6g079990	g01669
OG0012568	Bo9g135300	g16961
OG0012569	Bo8g067440	g25915
OG0012570	Bo3g107620, Bo2g164150	g12236
OG0012571	Bo7g067190	g29131
OG0012572	Bo4g192850	g17386
OG0012573	Bo7g075350	g07697
OG0012574	Bo2g026920	g11039
OG0012575	Bo2g046070, Bo9g110900	g23019
OG0012576	Bo2g110730	g18473
OG0012577	Bo5g076470, Bo8g011320	g15270
OG0012578	Bo4g030870	g03633
OG0012579	Bo6g066520	g28527
OG0012580	Bo4g148240	g28085
OG0012581	Bo5g115110, Bo1g114680	g22518
OG0012583	Bo5g004830	g02103
OG0012584	Bo8g087260	g11523
OG0012585	Bo7g110660	g10216
OG0012586	Bo1g007750	g00548
OG0012587	Bo3g019390	g16813
OG0012588	Bo2g024440	g27103
OG0012589	Bo2g013220	g00107
OG0012590	Bo2g159240	g14186
OG0012591	Bo4g038720	g05278
OG0012592	Bo9g144800, Bo3g017290	g10890
OG0012593	Bo3g019070	g16878
OG0012594	Bo9g171450	g10589
OG0012595	Bo5g093240	g22783
OG0012596	Bo1g086120	g30946
OG0012597	Bo8g099120	g04957, g04958
OG0012598	Bo8g070040, Bo7g061700	g13559
OG0012599	Bo1g006080, Bo7g117700	g00310
OG0012600	Bo9g095590	g27093
OG0012601	Bo5g037440, Bo7g058270	g13788
OG0012603	Bo1g003300	g02920
OG0012604	Bo7g031040	g23363
OG0012605	Bo3g134600	g12821
OG0012606	Bo8g059700	g26782
OG0012607	Bo5g061020	g26340
OG0012608	Bo4g183260	g03435
OG0012609	Bo9g135530	g16983
OG0012610	Bo5g150090	g31071
OG0012612	Bo3g023920	g08450
OG0012613	Bo3g037210, Bo4g194880	g18104
OG0012614	Bo6g043850	g26462
OG0012615	Bo1g102320	g29420
OG0012616	Bo5g020670	g10060
OG0012617	Bo4g158700	g21517
OG0012618	Bo9g004500, Bo3g052800	g09154
OG0012619	Bo1g033070	g14364
OG0012620	Bo9g177250	g26039
OG0012621	Bo7g095820, Bo2g158570	g14082
OG0012622	Bo9g022020	g01294
OG0012623	Bo3g019370, Bo9g133010	g16815
OG0012624	Bo5g021540	g09984
OG0012625	Bo3g107040	g12290
OG0012626	Bo3g021800	g09329
OG0012627	Bo1g049390	g04517
OG0012628	Bo1g144890, Bo5g139990	g11725
OG0012629	Bo8g054090	g04452
OG0012630	Bo00916s040, Bo3g017130	g27283
OG0012631	Bo8g118150	g01718
OG0012632	Bo5g030660	g13485
OG0012633	Bo1g098470	g17733
OG0012634	Bo6g079340	g05366
OG0012635	Bo9g069720	g07864
OG0012636	Bo5g131660, Bo3g065920	g06833
OG0012637	Bo2g155410	g17922
OG0012638	Bo4g197280	g09654
OG0012639	Bo2g026670	g11007
OG0012640	Bo1g036910	g10466
OG0012641	Bo1g008470	g00649
OG0012642	Bo4g135800	g16338
OG0012643	Bo9g176880	g15503
OG0012644	Bo9g123630, Bo2g036480	g23464
OG0012645	Bo4g016010	g17320
OG0012646	Bo4g187130	g18305
OG0012647	Bo4g041210	g08991
OG0012649	Bo6g005720	g17035
OG0012650	Bo1g039060	g10369, g23058
OG0012651	Bo3g135930	g12866
OG0012652	Bo8g109140	g05000
OG0012653	Bo3g107650, Bo2g164130	g12234
OG0012654	Bo3g158660	g15412
OG0012655	Bo3g048690	g29665
OG0012656	Bo06029s010	g17002
OG0012657	Bo9g174390	g19052
OG0012658	Bo3g152960	g02909
OG0012659	Bo9g164230, Bo3g010230	g00237
OG0012660	Bo1g010620	g00748
OG0012661	Bo5g114110	g22519
OG0012662	Bo9g139520	g10997
OG0012663	Bo1g002690	g02838
OG0012664	Bo7g089020	g28262
OG0012665	Bo8g035620	g21345
OG0012666	Bo5g052250	g12916
OG0012667	Bo1g154980	g31900
OG0012668	Bo7g012730	g24985
OG0012669	Bo1g016970	g04346, g17586
OG0012670	Bo9g006330	g09026
OG0012671	Bo6g082150, Bo6g121410, Bo2g092770	g01323
OG0012672	Bo1g123140, Bo5g123680	g06524
OG0012673	Bo8g108850	g04928
OG0012674	Bo1g081350, Bo7g099140	g22261
OG0012675	Bo9g169470	g10703
OG0012676	Bo5g093200	g22791
OG0012677	Bo01130s010, Bo9g066680	g07749
OG0012678	Bo3g015760	g11968
OG0012679	Bo6g119510	g01072
OG0012681	Bo2g013440	g00054
OG0012682	Bo4g002310	g09546
OG0012683	Bo7g040480, Bo3g081810	g27161
OG0012684	Bo6g076500, Bo4g107880	g22852
OG0012685	Bo4g024110	g28039
OG0012686	Bo1g147880, Bo5g143400	g06461
OG0012687	Bo3g096430	g07338
OG0012688	Bo7g026640	g18497
OG0012689	Bo6g115990	g04008
OG0012690	Bo3g153420	g02969
OG0012691	Bo6g113350	g03933
OG0012692	Bo5g009190	g18231
OG0012693	Bo4g086400, Bo1g094580	g19908
OG0012694	Bo3g157450, Bo1g020100	g15379
OG0012695	Bo7g093520	g29584
OG0012696	Bo1g008210, Bo3g170810	g00613
OG0012697	Bo1g048220	g04531
OG0012698	Bo3g012020	g00133
OG0012699	Bo7g081010	g13833
OG0012700	Bo7g113260, Bo1g017290	g04376
OG0012701	Bo7g053000	g08155
OG0012702	Bo4g145790	g23926
OG0012703	Bo1g019980	g15367
OG0012704	Bo4g071650, Bo4g071660	g07110
OG0012705	Bo1g144660	g11668
OG0012706	Bo5g003640	g01938
OG0012707	Bo7g118070	g03057
OG0012708	Bo3g030220	g03560
OG0012709	Bo8g117140	g01930
OG0012710	Bo9g171420	g10592
OG0012711	Bo2g061130, Bo6g107160	g14722
OG0012712	Bo8g101670	g31800
OG0012713	Bo6g121080	g01267
OG0012714	Bo9g088130	g22015, g28400
OG0012715	Bo6g099700	g30288
OG0012716	Bo3g178260	g15284
OG0012717	Bo1g040210	g31943
OG0012718	Bo4g160090, Bo8g098830	g29336
OG0012719	Bo3g024470	g24232
OG0012720	Bo7g084330	g20522
OG0012721	Bo3g073380	g22541
OG0012722	Bo7g031330	g28254
OG0012723	Bo2g012310	g00279
OG0012724	Bo2g010660, Bo9g169840	g10653
OG0012725	Bo1g057280	g20138
OG0012726	Bo3g022210	g09421
OG0012727	Bo6g118980	g01017
OG0012728	Bo6g082110	g01324
OG0012729	Bo7g075880	g07751
OG0012730	Bo6g106620	g14781
OG0012731	Bo4g052140	g07896
OG0012732	Bo8g045960	g17186
OG0012733	Bo4g101170	g05434
OG0012734	Bo4g002330	g09548
OG0012735	Bo5g140040	g11767
OG0012736	Bo8g082050, Bo4g125300, Bo4g125290	g20473
OG0012737	Bo4g135850	g16329
OG0012738	Bo3g052870	g09160
OG0012739	Bo5g017870	g04677
OG0012740	Bo4g075520	g26225
OG0012741	Bo5g094640	g22737
OG0012742	Bo4g038700	g03431
OG0012743	Bo8g060070	g04946
OG0012744	Bo1g007390	g00499
OG0012745	Bo7g115530	g00783
OG0012746	Bo7g080630	g03913
OG0012747	Bo8g030700	g24825
OG0012748	Bo8g102050, Bo3g042430	g23910
OG0012749	Bo4g190300	g12645
OG0012750	Bo1g019460, Bo7g105930	g22585
OG0012751	Bo4g078530	g23789
OG0012752	Bo1g144710	g11684
OG0012753	Bo3g031480, Bo4g030890	g03628
OG0012754	Bo1g129730, Bo3g066690	g06725
OG0012755	Bo8g098800	g14507, g18669
OG0012756	Bo6g118010	g04121
OG0012757	Bo3g057260	g06160
OG0012758	Bo4g182630	g03344
OG0012759	Bo8g003030, Bo5g004690	g02086
OG0012760	Bo6g046780	g17719
OG0012761	Bo8g114690, Bo8g006000	g02266
OG0012762	Bo2g146430	g08660
OG0012763	Bo3g153690	g03011
OG0012764	Bo8g114920	g02231
OG0012765	Bo3g096400, Bo7g106720, Bo7g106710, Bo10676s010	g07080
OG0012766	Bo8g001380, Bo5g003780	g01963
OG0012767	Bo3g101290, Bo1g017960, Bo1g017950	g22652
OG0012768	Bo8g083110	g11383
OG0012769	Bo1g090190	g25143
OG0012770	Bo5g002570	g01798
OG0012771	Bo4g025320	g12619
OG0012772	Bo4g039470	g03359
OG0012774	Bo9g071630	g14614
OG0012775	Bo7g109120	g10452
OG0012776	Bo8g066340, Bo5g020720	g10055
OG0012777	Bo6g087430	g04142
OG0012778	Bo8g098860	g27363
OG0012779	Bo3g185330	g27966
OG0012780	Bo1g072220, Bo3g114950	g12843
OG0012781	Bo7g110770	g10195
OG0012783	Bo6g119290, Bo6g086510	g19826
OG0012784	Bo6g088130	g04051
OG0012785	Bo2g028710	g16919
OG0012786	Bo3g149150	g23163
OG0012787	Bo4g071890, Bo4g165080	g07143
OG0012788	Bo9g078230	g31436
OG0012789	Bo3g002180	g19390
OG0012790	Bo8g081200, Bo7g101270	g14840
OG0012791	Bo7g063610, Bo9g019130	g07333
OG0012792	Bo4g120400, Bo6g067800	g11412
OG0012794	Bo2g100370, Bo9g005610	g09124
OG0012795	Bo4g151880	g08729
OG0012796	Bo7g052840, Bo3g138470	g08130
OG0012797	Bo4g076920	g29604
OG0012798	Bo9g135170	g16952, g16954
OG0012799	Bo6g080170	g31508
OG0012800	Bo9g183220, Bo2g002820	g19398
OG0012801	Bo4g023960	g28052
OG0012802	Bo8g114660	g01687
OG0012803	Bo6g080530, Bo3g040120	g23839, g08254, g08255
OG0012804	Bo1g002480, Bo7g119250	g02811
OG0012805	Bo2g092910	g01333
OG0012806	Bo8g058310	g18167
OG0012807	Bo5g017480	g04894
OG0012808	Bo6g086190	g01116
OG0012809	Bo4g025170, Bo4g196010	g09733
OG0012810	Bo8g108820	g04918
OG0012811	Bo2g023370	g12011
OG0012812	Bo3g001720	g19496
OG0012813	Bo7g030390	g32167
OG0012814	Bo4g139170	g26778
OG0012815	Bo1g063850	g11894
OG0012816	Bo8g059920	g04956
OG0012817	Bo5g067040	g27580
OG0012819	Bo5g025620	g13991
OG0012820	Bo3g106940	g12293
OG0012821	Bo3g120750	g11886
OG0012822	Bo2g029040	g16873
OG0012823	Bo2g079160, Bo6g088140	g04049
OG0012824	Bo5g137730	g06036
OG0012825	Bo4g190870	g24477
OG0012826	Bo9g095480	g27081
OG0012827	Bo7g040520, Bo1g101920	g26617, g27160
OG0012828	Bo9g090820	g27784
OG0012829	Bo7g107290, Bo1g023780	g05229
OG0012830	Bo6g083760	g01228
OG0012831	Bo5g126450	g06614
OG0012832	Bo7g115720	g00738
OG0012833	Bo1g008650	g00676
OG0012834	Bo3g035930	g17272
OG0012835	Bo4g103630	g05534
OG0012836	Bo3g088580	g14208
OG0012837	Bo6g087150, Bo1g051770	g30795
OG0012838	Bo7g081970, Bo2g138610	g19588
OG0012839	Bo9g022250, Bo2g167580	g07173
OG0012840	Bo7g031030	g23364
OG0012841	Bo7g005580	g20926
OG0012842	Bo1g130030	g06776
OG0012843	Bo7g016280	g23247
OG0012844	Bo8g011100	g15276
OG0012845	Bo1g008510	g32214
OG0012846	Bo9g020390	g07302
OG0012847	Bo1g144690	g11672
OG0012848	Bo2g134400	g14544
OG0012849	Bo9g059650	g29132
OG0012850	Bo4g039180, Bo4g182990	g03383
OG0012851	Bo2g140580	g20545
OG0012852	Bo1g003730	g02976
OG0012853	Bo8g114670, Bo8g006050	g02275
OG0012854	Bo2g043300	g09461
OG0012855	Bo1g139750	g05848
OG0012856	Bo4g034490	g03564
OG0012857	Bo3g093600	g22171
OG0012858	Bo4g052270	g07884
OG0012859	Bo4g148250	g28084
OG0012860	Bo7g050420	g08175
OG0012861	Bo9g164060, Bo2g012500	g00249
OG0012863	Bo3g065860, Bo5g131860	g06857
OG0012864	Bo5g038950	g13721
OG0012865	Bo9g010810	g17864
OG0012866	Bo8g033780	g19964
OG0012867	Bo4g026110	g12522
OG0012868	Bo4g120070, Bo8g083550	g11447
OG0012869	Bo1g050940	g04467
OG0012870	Bo5g127360	g06718
OG0012871	Bo6g011030	g17459
OG0012872	Bo1g056710	g20273
OG0012873	Bo9g165550, Bo3g009970	g00286
OG0012874	Bo9g076560	g21446
OG0012875	Bo8g104240	g13980
OG0012876	Bo2g164210	g12242
OG0012877	Bo4g119900	g11468
OG0012878	Bo3g021370, Bo9g121010, Bo2g037700	g09251
OG0012880	Bo6g099400	g24349
OG0012881	Bo8g036810	g21386
OG0012882	Bo00285s420	g20768
OG0012883	Bo9g148470, Bo2g023930	g11924
OG0012884	Bo6g121330	g01307
OG0012885	Bo5g147000	g06231
OG0012886	Bo3g012280	g25803
OG0012888	Bo3g149190	g23151
OG0012889	Bo2g010680	g10656
OG0012890	Bo3g060150	g06346
OG0012891	Bo4g182600	g03342
OG0012893	Bo5g063130	g18787
OG0012894	Bo7g118260	g03028
OG0012895	Bo9g031100	g27009
OG0012896	Bo4g182740	g03353
OG0012897	Bo8g036780	g21378
OG0012898	Bo1g103590	g11610
OG0012899	Bo3g185690	g24587, g24576
OG0012900	Bo8g101610	g23972
OG0012901	Bo6g122430	g01455
OG0012902	Bo3g062200	g11688
OG0012903	Bo4g156090	g22335
OG0012904	Bo6g030690	g15108
OG0012906	Bo6g030600	g15122
OG0012907	Bo1g024210	g21738
OG0012908	Bo3g045620	g27665
OG0012909	Bo9g101080	g08400
OG0012910	Bo9g013800	g25271
OG0012911	Bo6g006960	g17001
OG0012912	Bo7g116100	g00615
OG0012913	Bo3g023250	g08285
OG0012914	Bo4g136250	g11129
OG0012915	Bo8g077300, Bo7g075480	g16729
OG0012916	Bo4g149510	g21674
OG0012917	Bo7g082730	g20750
OG0012918	Bo8g109160	g05003, g05004
OG0012919	Bo04709s010, Bo4g043920	g03222
OG0012920	Bo7g098780	g10792
OG0012921	Bo2g132340	g07831
OG0012923	Bo3g001020	g01774
OG0012924	Bo4g140510	g26880
OG0012925	Bo5g008490	g02434
OG0012926	Bo2g161310, Bo7g098320	g10841
OG0012927	Bo4g061430	g06953
OG0012928	Bo7g067160	g29133
OG0012929	Bo3g149060, Bo7g043540	g18778
OG0012930	Bo6g066930, Bo4g124010	g20440
OG0012931	Bo3g169220, Bo7g116580	g00539
OG0012932	Bo4g151620	g08693
OG0012933	Bo8g030980	g21368
OG0012934	Bo3g153720	g03014
OG0012935	Bo9g173510, Bo9g173470	g19184
OG0012937	Bo7g064900	g07224
OG0012938	Bo00751s060, Bo7g097970	g27309
OG0012939	Bo7g098300	g10847
OG0012940	Bo7g036450	g30139
OG0012941	Bo3g153940	g03050
OG0012942	Bo5g025440	g14010
OG0012943	Bo5g002580	g01800
OG0012944	Bo2g002600	g19448
OG0012945	Bo3g156790	g00319
OG0012946	Bo6g120040	g01154
OG0012947	Bo5g137880	g06065
OG0012948	Bo4g027470	g18384
OG0012949	Bo3g021450	g18967
OG0012950	Bo5g006840	g02203
OG0012951	Bo1g102270, Bo7g040830	g29427
OG0012952	Bo7g106530	g15418
OG0012953	Bo3g012000	g00137
OG0012954	Bo6g037140, Bo3g022470	g09481
OG0012955	Bo8g108880	g04932
OG0012956	Bo4g039000	g03404
OG0012957	Bo5g115530	g22487
OG0012958	Bo9g174280, Bo2g009180	g30597, g19079
OG0012959	Bo2g013420	g00063
OG0012960	Bo4g030310	g03693
OG0012961	Bo5g052350	g12930
OG0012962	Bo2g028230, Bo9g136920	g11062
OG0012963	Bo6g018640	g15250
OG0012964	Bo6g022470	g25598
OG0012965	Bo8g002840, Bo5g004440	g02059
OG0012966	Bo4g013280	g24472
OG0012967	Bo2g044580	g09486
OG0012968	Bo1g035730, Bo1g034720, Bo00900s060, Bo02238s010, Bo1g034700	g21085
OG0012969	Bo8g067670	g25879
OG0012970	Bo5g007070	g02235
OG0012971	Bo9g108640	g08214
OG0012972	Bo9g088090	g28405
OG0012973	Bo3g015170, Bo2g021820	g12080
OG0012974	Bo3g052990	g09177
OG0012976	Bo7g057990, Bo5g038530	g13765
OG0012977	Bo3g143720, Bo5g057210	g13031
OG0012978	Bo7g003130	g25801
OG0012979	Bo5g139440	g11671
OG0012981	Bo3g024010, Bo3g024020	g08460
OG0012982	Bo4g097010	g30187
OG0012984	Bo2g057720	g14775
OG0012985	Bo9g103620	g08345
OG0012986	Bo7g108760, Bo1g034550, Bo2g026790	g14310
OG0012987	Bo5g139820	g11755, g11751
OG0012988	Bo5g020500, Bo8g106280	g10081
OG0012989	Bo4g192780, Bo4g017300	g17369
OG0012990	Bo9g139350	g11020
OG0012991	Bo7g111640	g04474
OG0012992	Bo2g024120	g27124
OG0012993	Bo5g021050	g10025
OG0012994	Bo3g017530	g10924
OG0012995	Bo4g024570	g09810
OG0012996	Bo6g095260	g14053
OG0012997	Bo9g025960	g21993
OG0012998	Bo3g003720	g09523
OG0012999	Bo8g099170	g08246
OG0013000	Bo9g036780	g18761
OG0013001	Bo2g091140	g30409, g21501, g20345, g21827
OG0013002	Bo9g077680	g21457
OG0013003	Bo5g014690	g04949
OG0013004	Bo3g085520	g16409
OG0013005	Bo7g114440	g04187
OG0013006	Bo8g100060	g08776
OG0013007	Bo4g145420	g16425
OG0013008	Bo5g021880, Bo5g021870	g14031
OG0013010	Bo2g002350	g19519
OG0013011	Bo9g172000	g10516
OG0013013	Bo9g095780	g25508
OG0013014	Bo3g173480	g00759
OG0013015	Bo1g011360	g11565, g00859
OG0013016	Bo5g005070	g02132
OG0013017	Bo7g097930, Bo9g014330	g27312
OG0013018	Bo7g103860	g20258
OG0013019	Bo1g051580	g17127
OG0013020	Bo2g165870, Bo3g103080	g12390
OG0013021	Bo1g007560	g00518
OG0013022	Bo5g136170, Bo3g064510	g05866
OG0013023	Bo9g104940	g08291
OG0013024	Bo9g152070, Bo2g020750	g12092
OG0013025	Bo9g027990	g20898
OG0013026	Bo6g024810	g21897
OG0013027	Bo1g054890	g23107
OG0013028	Bo5g017690	g04697
OG0013029	Bo3g031520, Bo4g186670	g03636
OG0013030	Bo1g053350	g17202
OG0013031	Bo2g155390	g17931
OG0013033	Bo6g112340	g03817
OG0013034	Bo4g041190	g03307
OG0013035	Bo3g170820	g00616
OG0013036	Bo3g084360	g16417
OG0013037	Bo5g155210	g02614
OG0013039	Bo6g014420	g17408
OG0013040	Bo8g066780	g09921
OG0013041	Bo6g063210	g29866
OG0013042	Bo1g072450	g12862
OG0013043	Bo6g113220	g03918
OG0013044	Bo8g082060	g20472
OG0013045	Bo3g026640	g03110
OG0013046	Bo5g082380	g21683
OG0013047	Bo3g093560	g22177
OG0013048	Bo9g159860	g13328
OG0013049	Bo4g021230	g18077
OG0013050	Bo3g100490, Bo9g018520	g07456
OG0013051	Bo4g182080	g03261
OG0013052	Bo5g004320	g02041
OG0013053	Bo9g002220	g28768
OG0013054	Bo7g078430	g14535
OG0013055	Bo7g081490, Bo2g137080	g23568
OG0013056	Bo5g048810	g16036
OG0013057	Bo8g090240	g11616
OG0013058	Bo4g116920	g11554
OG0013059	Bo4g017340	g17360
OG0013060	Bo3g180980	g15126
OG0013061	Bo4g154100	g08753
OG0013062	Bo4g154550	g08826
OG0013063	Bo2g063050	g25213
OG0013064	Bo5g017220, Bo8g062530, Bo8g108420	g04869
OG0013065	Bo3g109290	g12176
OG0013066	Bo1g056730	g11262
OG0013067	Bo23991s010	g27541
OG0013068	Bo5g003220	g01864
OG0013069	Bo6g009380	g19006
OG0013070	Bo3g034560	g12558
OG0013071	Bo4g043610	g03252
OG0013072	Bo5g027510	g13897
OG0013073	Bo1g003060	g02896
OG0013074	Bo4g018480	g17391
OG0013075	Bo3g101360	g07554
OG0013076	Bo5g124860	g06552
OG0013077	Bo2g111870	g28418
OG0013078	Bo9g014030, Bo2g160820	g27771
OG0013079	Bo6g002180	g23537
OG0013080	Bo2g001000	g27907
OG0013081	Bo8g002860, Bo5g004460	g02061
OG0013082	Bo7g115510	g00786
OG0013083	Bo9g018870	g07379
OG0013084	Bo4g025180	g09732
OG0013085	Bo4g065810, Bo4g168080	g07006
OG0013086	Bo9g010960	g21848
OG0013088	Bo6g119280	g01053
OG0013089	Bo3g042780	g25532
OG0013090	Bo4g137540	g25020
OG0013091	Bo2g051200	g27819
OG0013092	Bo8g030280	g32007, g16071
OG0013093	Bo3g011930, Bo9g163270	g00149
OG0013094	Bo4g187620	g18402
OG0013095	Bo9g072780	g14664
OG0013096	Bo6g061050	g25038
OG0013097	Bo4g071770	g07123
OG0013098	Bo7g066920	g17524
OG0013099	Bo6g099800	g22082
OG0013100	Bo9g123450	g23471
OG0013101	Bo8g100480	g29934
OG0013102	Bo9g175620	g23880
OG0013103	Bo5g106260	g11166
OG0013105	Bo5g150010	g26839
OG0013106	Bo3g149870	g12285, g02786
OG0013107	Bo1g008030	g00593
OG0013108	Bo2g092750	g01321
OG0013109	Bo1g147340	g11825
OG0013110	Bo2g024520, Bo9g148130	g27278
OG0013111	Bo4g117040	g11541
OG0013112	Bo4g030410	g03686
OG0013113	Bo9g064180, Bo7g075300	g07690
OG0013114	Bo3g127440	g27346
OG0013115	Bo3g055120	g02633
OG0013117	Bo4g133280	g19942
OG0013119	Bo4g061270	g06937
OG0013120	Bo3g058750	g06253
OG0013121	Bo5g127610	g06758
OG0013122	Bo6g120810	g01231
OG0013123	Bo7g033020	g20050, g28477
OG0013124	Bo8g066990, Bo5g023570	g09870
OG0013125	Bo5g064490	g18829
OG0013126	Bo9g076620	g21453
OG0013127	Bo9g135540	g16984
OG0013128	Bo3g035580, Bo4g190820	g24485
OG0013129	Bo3g149420	g02734
OG0013130	Bo3g015450	g12025
OG0013131	Bo3g027400	g03262
OG0013132	Bo5g007500, Bo8g114600	g02287
OG0013133	Bo3g058960	g06321
OG0013134	Bo8g068320	g13934
OG0013135	Bo9g006150	g09047
OG0013136	Bo6g091360	g04023
OG0013137	Bo5g038860	g13729
OG0013138	Bo4g001210	g09562
OG0013139	Bo8g095880	g05492
OG0013140	Bo6g112220	g03804
OG0013141	Bo5g004750	g02093
OG0013142	Bo8g036700	g21374
OG0013143	Bo7g091210	g18916
OG0013144	Bo5g147020	g06226
OG0013145	Bo8g076880, Bo3g113440	g16692
OG0013146	Bo6g092620	g03974
OG0013147	Bo1g053040	g17167
OG0013148	Bo5g049220, Bo8g028750	g15990
OG0013149	Bo3g100850	g07491
OG0013150	Bo5g137110	g05962
OG0013151	Bo3g108050	g12196
OG0013152	Bo8g050440, Bo7g109750, Bo1g039310	g10345
OG0013153	Bo6g026020	g21925
OG0013154	Bo5g025230	g14030
OG0013155	Bo6g116470	g04062
