Orthogroup	Brassica_oleracea	Capsella_rubella
OG0014120	Bo3g154270, Bo7g109210	Carub.0007s1721.1.p
OG0014121	Bo2g147690, Bo7g087250	Carub.0005s0782.1.p
OG0014122	Bo5g146790	Carub.0003s0424.1.p
OG0014123	Bo9g171390	Carub.0006s0977.1.p
OG0014124	Bo7g089250	Carub.0008s0801.1.p
OG0014125	Bo9g035440	Carub.0002s0119.1.p
OG0014126	Bo1g011510	Carub.0007s0930.1.p
OG0014127	Bo5g004950	Carub.0001s0408.1.p
OG0014129	Bo7g082660	Carub.0005s0440.1.p
OG0014130	Bo4g136960	Carub.0006s0794.1.p
OG0014131	Bo5g145500, Bo1g151680	Carub.0003s0459.1.p
OG0014132	Bo01432s020	Carub.0003s2497.1.p
OG0014133	Bo9g124810	Carub.0008s1669.1.p
OG0014134	Bo1g056700	Carub.0007s2636.1.p
OG0014135	Bo8g081670	Carub.0005s1769.1.p
OG0014136	Bo5g034240, Bo7g059520	Carub.0001s2072.1.p
OG0014137	Bo7g066890	Carub.0008s0457.1.p
OG0014138	Bo6g043960	Carub.0001s3385.1.p
OG0014139	Bo2g069680, Bo6g112570	Carub.0002s1771.1.p
OG0014140	Bo5g023830	Carub.0001s1725.1.p
OG0014141	Bo2g010480	Carub.0006s1001.1.p
OG0014142	Bo5g009830	Carub.0001s0882.1.p
OG0014143	Bo7g078560, Bo9g070230	Carub.0005s0052.1.p
OG0014144	Bo4g025420	Carub.0004s2241.1.p
OG0014145	Bo8g115770	Carub.0001s0318.1.p
OG0014146	Bo7g064760, Bo9g021820, Bo9g021840, Bo7g064720	Carub.0008s2789.1.p
OG0014147	Bo9g010100	Carub.0002s0865.1.p
OG0014148	Bo5g020880, Bo8g066460, Bo8g066440	Carub.0001s1521.1.p
OG0014149	Bo9g022050, Bo2g167630	Carub.0008s2811.1.p
OG0014150	Bo6g046510	Carub.0001s3220.1.p
OG0014152	Bo5g126260	Carub.0003s1604.1.p
OG0014153	Bo9g169870	Carub.0006s1031.1.p
OG0014154	Bo4g045910	Carub.0004s1370.1.p
OG0014155	Bo1g138770	Carub.0005s0924.1.p
OG0014156	Bo9g176310	Carub.0006s0520.1.p
OG0014157	Bo7g041250, Bo5g064450	Carub.0001s2914.1.p
OG0014158	Bo3g130200	Carub.0005s1172.1.p
OG0014159	Bo1g127310	Carub.0003s1537.1.p
OG0014160	Bo8g108620	Carub.0001s1151.1.p
OG0014161	Bo9g181320	Carub.0006s0318.1.p
OG0014162	Bo5g145470	Carub.0003s0463.1.p
OG0014163	Bo1g021420	Carub.0007s2186.1.p
OG0014164	Bo1g147790	Carub.0003s0617.1.p, Carub.0003s0619.1.p
OG0014165	Bo9g028230, Bo8g102390	Carub.0003s3475.1.p
OG0014166	Bo00955s030	Carub.0007s3739.1.p
OG0014167	Bo5g010070, Bo8g058780	Carub.0001s0901.1.p
OG0014168	Bo1g138250	Carub.0003s1302.1.p
OG0014169	Bo4g187360	Carub.0004s2003.1.p
OG0014170	Bo8g071330, Bo7g060150	Carub.0001s2168.1.p
OG0014171	Bo1g157370	Carub.0003s0151.1.p
OG0014172	Bo8g115960	Carub.0001s0285.1.p
OG0014173	Bo5g053490	Carub.0001s2657.1.p
OG0014174	Bo2g032390, Bo9g133140	Carub.0008s1792.1.p
OG0014175	Bo8g118220	Carub.0001s0016.1.p
OG0014176	Bo2g150490	Carub.0008s0895.1.p
OG0014177	Bo3g004510	Carub.0006s0669.1.p
OG0014178	Bo3g010790	Carub.0006s1411.1.p
OG0014179	Bo4g182420	Carub.0003s1821.1.p
OG0014180	Bo1g055230	Carub.0007s2560.1.p
OG0014181	Bo6g003380	Carub.0001s3518.1.p
OG0014182	Bo3g028110, Bo4g039210	Carub.0004s1655.1.p
OG0014183	Bo1g119330	Carub.0003s1740.1.p
OG0014184	Bo6g005740	Carub.0001s3543.1.p
OG0014185	Bo5g137690	Carub.0003s0938.1.p
OG0014186	Bo8g023020	Carub.0007s0030.1.p
OG0014188	Bo9g174350	Carub.0006s0751.1.p
OG0014189	Bo6g054790	Carub.0007s2713.1.p
OG0014190	Bo2g057430	Carub.0002s1457.1.p
OG0014191	Bo7g094980	Carub.0006s2447.1.p
OG0014193	Bo7g054520	Carub.0001s2392.1.p
OG0014194	Bo5g008970	Carub.0001s0775.1.p
OG0014195	Bo2g042250	Carub.0008s1428.1.p
OG0014197	Bo3g097820	Carub.0008s2657.1.p
OG0014198	Bo8g065140, Bo5g016370	Carub.0001s1279.1.p
OG0014199	Bo1g087980	Carub.0002s0627.1.p
OG0014200	Bo5g112410, Bo1g111280	Carub.0003s1980.1.p
OG0014201	Bo4g136750	Carub.0007s3287.1.p
OG0014203	Bo9g177030	Carub.0006s0455.1.p
OG0014204	Bo3g084380, Bo3g085440	Carub.0003s2639.1.p
OG0014205	Bo3g049840	Carub.0006s3382.1.p
OG0014206	Bo5g009120	Carub.0001s0798.1.p
OG0014207	Bo3g007640, Bo2g010880	Carub.0006s1080.1.p
OG0014208	Bo4g182090	Carub.0004s1527.1.p
OG0014209	Bo5g003340	Carub.0001s0178.1.p
OG0014210	Bo2g097710	Carub.0006s3668.1.p
OG0014211	Bo7g089590	Carub.0008s0864.1.p
OG0014212	Bo2g048290	Carub.0008s1169.1.p
OG0014213	Bo3g061520	Carub.0003s0745.1.p
OG0014214	Bo1g139030, Bo5g133270	Carub.0003s1205.1.p
OG0014216	Bo9g160020	Carub.0006s1588.1.p
OG0014218	Bo9g011310, Bo7g095800	Carub.0006s2346.1.p
OG0014219	Bo2g127570	Carub.0008s0196.1.p
OG0014220	Bo2g165500, Bo8g067790	Carub.0001s1796.1.p
OG0014221	Bo3g108060	Carub.0008s2272.1.p
OG0014222	Bo4g192750	Carub.0004s2519.1.p
OG0014223	Bo2g008830	Carub.0006s0682.1.p
OG0014224	Bo9g094110	Carub.0006s3118.1.p
OG0014225	Bo3g016800, Bo2g023800	Carub.0006s2001.1.p
OG0014226	Bo3g035700, Bo4g013340	Carub.0004s2383.1.p
OG0014227	Bo1g148940	Carub.0003s0589.1.p
OG0014228	Bo00578s100	Carub.0007s3634.1.p
OG0014229	Bo1g016410	Carub.0007s1114.1.p
OG0014230	Bo9g005740	Carub.0002s0958.1.p
OG0014231	Bo3g029990	Carub.0004s1799.1.p
OG0014232	Bo8g095430	Carub.0005s2746.1.p
OG0014233	Bo9g173520	Carub.0006s0853.1.p
OG0014234	Bo5g120030	Carub.0003s1798.1.p
OG0014235	Bo3g100660	Carub.0008s2580.1.p
OG0014236	Bo9g054600	Carub.0002s0734.1.p
OG0014238	Bo9g108540	Carub.0008s1301.1.p
OG0014239	Bo2g070780	Carub.0002s1787.1.p
OG0014240	Bo4g085250, Bo1g094500	Carub.0006s0833.1.p
OG0014241	Bo3g071820, Bo5g116900	Carub.0003s1870.1.p
OG0014242	Bo2g013540	Carub.0006s1547.1.p
OG0014243	Bo1g038880	Carub.0007s1673.1.p
OG0014244	Bo4g142250	Carub.0007s3384.1.p
OG0014246	Bo7g097320	Carub.0006s2172.1.p
OG0014247	Bo5g027280	Carub.0001s1884.1.p
OG0014248	Bo8g011030, Bo8g011010	Carub.0001s0759.1.p
OG0014250	Bo5g145430	Carub.0003s0469.1.p
OG0014251	Bo9g163670, Bo9g163690, Bo20867s010	Carub.0006s1408.1.p
OG0014252	Bo8g080880	Carub.0005s1858.1.p
OG0014253	Bo2g161450	Carub.0006s2707.1.p
OG0014254	Bo3g003110, Bo2g006770	Carub.0006s0392.1.p
OG0014255	Bo9g174450	Carub.0006s0738.1.p
OG0014256	Bo00900s030, Bo1g034730, Bo1g034690	Carub.0007s1771.1.p
OG0014257	Bo9g027800	Carub.0007s3093.1.p
OG0014258	Bo3g101270	Carub.0004s0577.1.p, Carub.0008s2525.1.p
OG0014260	Bo7g067590	Carub.0008s0398.1.p
OG0014261	Bo8g068250, Bo8g068230, Bo10119s010	Carub.0001s1864.1.p
OG0014262	Bo1g107190, Bo5g102280	Carub.0003s2124.1.p
OG0014263	Bo3g034050	Carub.0004s2110.1.p
OG0014265	Bo8g080820	Carub.0005s1863.1.p
OG0014266	Bo5g008930, Bo04100s010	Carub.0001s0767.1.p
OG0014267	Bo4g031000, Bo4g030990	Carub.0004s1881.1.p
OG0014268	Bo4g198600, Bo4g004550	Carub.0004s3011.1.p
OG0014269	Bo2g134130	Carub.0005s0036.1.p
OG0014271	Bo5g126210, Bo00763s050, Bo1g123560	Carub.0007s0702.1.p, Carub.0007s2735.1.p
OG0014272	Bo3g019040	Carub.0008s1845.1.p
OG0014273	Bo8g107890	Carub.0001s1266.1.p
OG0014274	Bo8g115920, Bo5g004120	Carub.0001s0296.1.p
OG0014275	Bo5g004960, Bo8g004270	Carub.0001s0409.1.p
OG0014276	Bo2g094670	Carub.0002s2563.1.p
OG0014277	Bo6g099230	Carub.0002s1098.1.p
OG0014278	Bo1g143690	Carub.0003s0986.1.p
OG0014279	Bo3g055680	Carub.0003s0165.1.p
OG0014280	Bo8g100750	Carub.0004s0201.1.p
OG0014281	Bo7g014270, Bo3g093540	Carub.0003s3166.1.p
OG0014282	Bo7g014020, Bo9g024730	Carub.0003s3193.1.p
OG0014283	Bo3g012270, Bo2g013330	Carub.0003s3537.1.p
OG0014284	Bo3g058970	Carub.0003s0481.1.p
OG0014285	Bo3g060900, Bo5g143100	Carub.0003s0642.1.p
OG0014286	Bo4g175890, Bo3g025000	Carub.0004s1238.1.p
OG0014287	Bo4g182850, Bo3g028020, Bo4g039300	Carub.0004s1647.1.p
OG0014288	Bo7g102660	Carub.0005s1864.1.p
OG0014289	Bo8g092030	Carub.0005s2447.1.p
OG0014290	Bo6g076710	Carub.0005s2656.1.p
OG0014291	Bo6g094860	Carub.0005s3008.1.p
OG0014292	Bo2g159510, Bo2g159390	Carub.0006s2216.1.p
OG0014293	Bo2g155930, Bo9g011120	Carub.0006s2384.1.p
OG0014294	Bo2g109030	Carub.0006s2984.1.p
OG0014295	Bo7g115060, Bo1g011430	Carub.0007s0923.1.p
OG0014296	Bo3g153040	Carub.0007s0221.1.p
OG0014297	Bo1g051510, Bo1g051490	Carub.0007s2394.1.p
OG0014298	Bo9g032540	Carub.0002s0050.1.p
OG0014299	Bo4g136170	Carub.0007s3204.1.p
OG0014300	Bo4g140590	Carub.0007s3464.1.p
OG0014301	Bo2g037840, Bo9g120890	Carub.0008s1596.1.p
OG0014302	Bo9g140790, Bo3g017750	Carub.0008s2046.1.p
OG0014303	Bo9g014670, Bo3g037740, Bo3g037750, Bo7g054270, Bo3g039390	Carub.0008s2230.1.p
OG0014304	Bo3g103230	Carub.0008s2438.1.p
OG0014305	Bo7g064030	Carub.0008s2737.1.p
OG0014306	Bo2g124540, Bo7g067810	Carub.0008s0360.1.p
OG0014307	Bo9g096910	Carub.0008s1017.1.p
OG0014308	Bo3g024050	Carub.0008s1086.1.p
OG0014309	Bo5g005150	Carub.0001s0428.1.p
OG0014310	Bo5g141520, Bo3g061230	Carub.0003s0697.1.p
OG0014311	Bo4g027070, Bo4g187800	Carub.0004s0740.1.p
OG0014312	Bo1g080160, Bo8g079020	Carub.0005s1612.1.p
OG0014313	Bo4g194060	Carub.0004s1575.1.p, Carub.0004s1574.1.p, Carub.0008s0644.1.p, Carub.0006s1016.1.p, Carub.0006s2532.1.p, Carub.0001s3491.1.p, Carub.0001s3490.1.p, Carub.0006s1015.1.p
OG0014314	Bo7g095490	Carub.0006s2382.1.p
OG0014315	Bo2g155730	Carub.0006s2446.1.p
OG0014316	Bo3g052580	Carub.0006s3477.1.p
OG0014317	Bo7g109190, Bo1g037270	Carub.0007s1723.1.p
OG0014318	Bo7g107530	Carub.0007s1967.1.p
OG0014319	Bo9g014830, Bo2g162920	Carub.0008s2284.1.p
OG0014322	Bo4g108670	Carub.0005s2494.1.p
OG0014323	Bo8g010670, Bo5g008340	Carub.0001s0695.1.p
OG0014324	Bo8g114990, Bo8g005790	Carub.0001s0507.1.p
OG0014325	Bo1g124920	Carub.0003s1567.1.p
OG0014331	Bo2g161560	Carub.0008s2214.1.p
OG0014331	Bo8g050720	Carub.0007s1557.1.p
OG0014332	Bo5g138200, Bo3g002020	Carub.0003s0868.1.p
OG0014346	Bo7g003600	Carub.0003s3477.1.p
OG0014347	Bo5g148150	Carub.0003s0365.1.p
OG0014348	Bo9g174520	Carub.0006s0720.1.p
OG0014349	Bo2g100340	Carub.0006s3495.1.p
OG0014352	Bo7g048680, Bo5g052280	Carub.0001s2622.1.p
OG0014353	Bo9g126160	Carub.0008s1707.1.p
OG0014354	Bo7g080850	Carub.0005s0184.1.p
OG0014355	Bo7g003680	Carub.0003s3467.1.p
OG0014356	Bo5g009020	Carub.0001s0783.1.p
OG0014357	Bo00935s040	Carub.0008s0980.1.p
OG0014358	Bo3g185830	Carub.0001s4480.1.p, Carub.0006s2404.1.p
OG0014360	Bo5g137990	Carub.0003s0894.1.p
OG0014361	Bo8g010800	Carub.0011s0004.1.p
OG0014363	Bo1g138490	Carub.0003s1261.1.p
OG0014364	Bo5g073050	Carub.0001s3836.1.p
OG0014365	Bo8g068210	Carub.0001s1859.1.p
OG0014366	Bo8g087100	Carub.0005s2146.1.p
OG0014367	Bo4g196000, Bo3g039060	Carub.0004s2871.1.p
OG0014368	Bo3g008890	Carub.0006s1110.1.p
OG0014369	Bo7g108670	Carub.0006s3048.1.p
OG0014370	Bo00722s090	Carub.0002s1908.1.p
OG0014371	Bo3g002810	Carub.0006s0336.1.p
OG0014372	Bo5g088310	Carub.0001s3072.1.p
OG0014373	Bo3g003260	Carub.0006s0411.1.p
OG0014374	Bo7g115080, Bo3g173990	Carub.0007s0919.1.p
OG0014375	Bo2g041800	Carub.0008s1473.1.p
OG0014376	Bo4g078380	Carub.0008s0657.1.p
OG0014377	Bo1g155060	Carub.0003s0205.1.p
OG0014378	Bo8g078940	Carub.0005s1604.1.p
OG0014379	Bo5g001190	Carub.0001s0038.1.p
OG0014380	Bo1g010430	Carub.0007s0814.1.p
OG0014382	Bo2g029000	Carub.0008s1840.1.p
OG0014383	Bo3g036210	Carub.0004s2522.1.p
OG0014384	Bo3g101340	Carub.0008s2519.1.p
OG0014385	Bo4g120390	Carub.0005s2062.1.p
OG0014386	Bo9g130900	Carub.0008s1767.1.p
OG0014387	Bo3g081970	Carub.0003s2438.1.p
OG0014388	Bo3g078630, Bo5g015190	Carub.0003s2153.1.p
OG0014389	Bo1g100050	Carub.0003s2446.1.p
OG0014390	Bo3g086660	Carub.0003s2938.1.p
OG0014391	Bo2g159370	Carub.0006s2232.1.p
OG0014393	Bo8g090400	Carub.0005s2274.1.p
OG0014394	Bo9g160070	Carub.0006s1582.1.p
OG0014395	Bo4g024830	Carub.0004s2829.1.p
OG0014396	Bo6g077660	Carub.0005s2802.1.p
OG0014397	Bo3g123630	Carub.0003s2755.1.p
OG0014398	Bo1g138740	Carub.0003s1230.1.p
OG0014399	Bo9g171330	Carub.0006s0982.1.p
OG0014400	Bo1g010350, Bo3g172380	Carub.0007s0806.1.p
OG0014401	Bo7g095530	Carub.0006s2379.1.p
OG0014402	Bo3g004070	Carub.0006s0574.1.p
OG0014403	Bo9g024500	Carub.0003s3147.1.p
OG0014404	Bo9g007770	Carub.0006s3334.1.p
OG0014405	Bo9g120770	Carub.0006s2678.1.p
OG0014406	Bo4g135980	Carub.0007s3177.1.p
OG0014408	Bo7g050200	Carub.0001s2563.1.p
OG0014409	Bo9g173990	Carub.0006s0805.1.p
OG0014410	Bo3g052970	Carub.0006s3545.1.p
OG0014412	Bo9g186110	Carub.0006s0017.1.p
OG0014413	Bo9g100020	Carub.0008s1122.1.p
OG0014414	Bo3g048670	Carub.0006s3206.1.p
OG0014415	Bo1g006450	Carub.0007s0489.1.p
OG0014416	Bo9g178920	Carub.0006s0354.1.p
OG0014418	Bo3g047020	Carub.0006s2761.1.p
OG0014419	Bo9g126180	Carub.0008s1709.1.p
OG0014420	Bo3g061730	Carub.0003s0929.1.p
OG0014421	Bo9g161800	Carub.0006s1500.1.p
OG0014422	Bo7g093390	Carub.0006s2539.1.p
OG0014423	Bo8g089990	Carub.0005s2225.1.p
OG0014424	Bo8g026970	Carub.0006s2919.1.p, Carub.0006s2918.1.p
OG0014425	Bo7g103750	Carub.0007s2645.1.p
OG0014426	Bo6g064330, Bo4g139350	Carub.0007s3570.1.p
OG0014427	Bo2g131890	Carub.0008s0082.1.p
OG0014428	Bo1g008050	Carub.0007s0693.1.p
OG0014429	Bo9g058810	Carub.0008s0582.1.p
OG0014430	Bo1g099960	Carub.0003s2448.1.p
OG0014431	Bo7g098770	Carub.0008s2221.1.p
OG0014432	Bo5g002980	Carub.0001s0129.1.p
OG0014433	Bo4g154670	Carub.0004s0384.1.p
OG0014435	Bo7g094740, Bo03207s010	Carub.0006s2490.1.p
OG0014436	Bo5g087000	Carub.0001s3101.1.p
OG0014437	Bo2g137320	Carub.0005s0317.1.p
OG0014438	Bo9g091320	Carub.0006s3016.1.p
OG0014439	Bo5g079960	Carub.0001s3958.1.p
OG0014440	Bo9g118890	Carub.0008s1513.1.p
OG0014441	Bo5g117030	Carub.0003s1861.1.p
OG0014442	Bo7g018650	Carub.0003s3017.1.p
OG0014443	Bo7g038770	Carub.0003s2425.1.p
OG0014444	Bo4g039450	Carub.0004s1633.1.p
OG0014445	Bo4g017430	Carub.0004s2537.1.p
OG0014446	Bo4g127120	Carub.0007s2799.1.p
OG0014447	Bo8g114610	Carub.0001s0575.1.p
OG0014449	Bo9g176230, Bo2g007220	Carub.0006s0527.1.p
OG0014450	Bo7g111970	Carub.0007s1254.1.p
OG0014451	Bo9g092630	Carub.0006s3071.1.p
OG0014452	Bo1g005310, Bo4g024350	Carub.0007s0342.1.p
OG0014453	Bo6g107110	Carub.0002s1515.1.p
OG0014455	Bo8g098840	Carub.0004s0606.1.p
OG0014456	Bo6g033310	Carub.0001s4367.1.p
OG0014457	Bo2g051390	Carub.0002s1144.1.p
OG0014458	Bo2g041190, Bo3g021670	Carub.0008s1547.1.p
OG0014459	Bo5g025160	Carub.0001s1783.1.p
OG0014460	Bo3g026480	Carub.0004s1319.1.p
OG0014461	Bo4g096930	Carub.0005s3014.1.p
OG0014462	Bo4g071870	Carub.0004s0894.1.p
OG0014464	Bo6g079960	Carub.0002s2771.1.p
OG0014466	Bo7g102680	Carub.0007s0005.1.p
OG0014467	Bo1g008420	Carub.0007s0733.1.p
OG0014468	Bo6g003540	Carub.0001s3531.1.p
OG0014470	Bo8g019180, Bo5g071170	Carub.0001s3603.1.p
OG0014471	Bo7g017510	Carub.0003s3036.1.p
OG0014472	Bo8g112350	Carub.0001s0807.1.p
OG0014474	Bo9g091090	Carub.0006s3001.1.p
OG0014475	Bo3g179640	Carub.0024s0006.1.p
OG0014476	Bo7g089350	Carub.0008s0819.1.p
OG0014477	Bo4g186710	Carub.0004s1910.1.p
OG0014478	Bo9g163830	Carub.0006s1388.1.p
OG0014479	Bo4g145720	Carub.0004s0012.1.p
OG0014480	Bo7g089460	Carub.0008s0843.1.p
OG0014481	Bo6g066500	Carub.0007s3356.1.p
OG0014482	Bo2g080810	Carub.0002s2076.1.p
OG0014483	Bo3g032130	Carub.0004s2000.1.p
OG0014484	Bo7g065150	Carub.0008s0558.1.p
OG0014485	Bo8g081490	Carub.0005s1792.1.p
OG0014487	Bo3g149770	Carub.0007s0089.1.p
OG0014488	Bo9g161880	Carub.0006s1493.1.p
OG0014489	Bo3g143620	Carub.0001s2700.1.p
OG0014490	Bo4g190360	Carub.0004s2298.1.p
OG0014491	Bo1g010190	Carub.0007s0791.1.p
OG0014492	Bo8g007340, Bo5g007910	Carub.0001s0634.1.p
OG0014493	Bo1g105580	Carub.0003s2189.1.p
OG0014495	Bo1g019700	Carub.0007s2264.1.p
OG0014496	Bo2g155940	Carub.0006s2386.1.p
OG0014497	Bo6g095080	Carub.0002s1661.1.p
OG0014499	Bo3g034080	Carub.0004s2105.1.p
OG0014500	Bo3g002630	Carub.0006s0310.1.p
OG0014501	Bo7g104390, Bo8g043610	Carub.0007s2511.1.p
OG0014502	Bo02651s010	Carub.0001s2129.1.p
OG0014503	Bo9g073100	Carub.0005s0237.1.p
OG0014504	Bo5g146930	Carub.0003s0406.1.p
OG0014506	Bo9g131970	Carub.0008s1773.1.p
OG0014507	Bo7g104090, Bo01063s040	Carub.0007s2577.1.p
OG0014508	Bo1g153670	Carub.0003s0280.1.p
OG0014509	Bo9g028300	Carub.0003s3522.1.p
OG0014510	Bo7g118360	Carub.0007s0313.1.p
OG0014511	Bo9g108650, Bo2g047320	Carub.0008s1312.1.p
OG0014512	Bo3g015690	Carub.0006s1969.1.p
OG0014513	Bo8g076890	Carub.0001s2259.1.p
OG0014514	Bo9g022510	Carub.0003s2839.1.p
OG0014515	Bo1g040700	Carub.0007s1497.1.p
OG0014516	Bo5g151390	Carub.0003s0198.1.p
OG0014517	Bo5g071030	Carub.0001s3591.1.p
OG0014518	Bo2g051140	Carub.0002s1056.1.p
OG0014520	Bo8g065450, Bo5g015030	Carub.0001s1311.1.p
OG0014521	Bo09730s010	Carub.0007s1679.1.p
OG0014522	Bo1g022220	Carub.0007s2097.1.p
OG0014523	Bo6g080090	Carub.0002s2751.1.p
OG0014525	Bo5g141810	Carub.0008s2721.1.p
OG0014526	Bo4g012950	Carub.0004s2341.1.p
OG0014527	Bo7g073840	Carub.0008s0220.1.p
OG0014528	Bo5g126240	Carub.0003s1606.1.p
OG0014529	Bo9g002390	Carub.0006s3669.1.p
OG0014530	Bo3g164070	Carub.0007s1930.1.p, Carub.0007s2121.1.p, Carub.0007s1928.1.p
OG0014531	Bo9g176850	Carub.0006s0474.1.p
OG0014532	Bo5g063210	Carub.0001s2886.1.p
OG0014533	Bo5g004230	Carub.0001s0312.1.p
OG0014534	Bo7g116600	Carub.0007s0633.1.p
OG0014535	Bo1g152190, Bo4g086650	Carub.0005s0871.1.p
OG0014536	Bo3g032320	Carub.0004s2022.1.p
OG0014538	Bo5g017710	Carub.0001s1340.1.p
OG0014539	Bo2g166110	Carub.0008s2502.1.p
OG0014540	Bo6g112210	Carub.0001s1596.1.p
OG0014541	Bo8g092130	Carub.0005s2452.1.p
OG0014542	Bo2g138830	Carub.0005s0382.1.p
OG0014545	Bo7g089040	Carub.0008s0759.1.p
OG0014546	Bo8g097920	Carub.0005s2928.1.p
OG0014547	Bo9g094020	Carub.0006s3111.1.p
OG0014548	Bo1g052920	Carub.0007s2423.1.p
OG0014550	Bo7g103740	Carub.0007s2648.1.p
OG0014551	Bo3g138810	Carub.0001s2526.1.p
OG0014552	Bo8g112820	Carub.0001s0722.1.p
OG0014553	Bo3g058610	Carub.0003s0400.1.p
OG0014554	Bo8g081820	Carub.0005s1757.1.p
OG0014555	Bo7g084280	Carub.0005s0545.1.p
OG0014556	Bo4g078130	Carub.0002s0863.1.p
OG0014557	Bo3g084160	Carub.0003s2603.1.p
OG0014558	Bo2g011250	Carub.0006s1156.1.p
OG0014559	Bo8g028780, Bo5g087020	Carub.0001s3098.1.p
OG0014560	Bo1g002980	Carub.0007s0190.1.p
OG0014561	Bo5g010210	Carub.0007s0016.1.p
OG0014562	Bo4g176040	Carub.0004s1247.1.p
OG0014563	Bo9g171580	Carub.0006s0955.1.p
OG0014564	Bo4g012940	Carub.0004s2339.1.p
OG0014565	Bo8g118190	Carub.0001s0022.1.p
OG0014566	Bo7g089410	Carub.0008s0832.1.p
OG0014567	Bo3g054590	Carub.0006s3643.1.p
OG0014568	Bo8g112730	Carub.0001s0734.1.p
OG0014570	Bo8g076830	Carub.0005s1451.1.p
OG0014572	Bo7g040590	Carub.0003s2363.1.p, Carub.0003s2362.1.p
OG0014573	Bo9g003970	Carub.0006s3583.1.p
OG0014574	Bo7g098340	Carub.0008s2179.1.p
OG0014575	Bo1g051460	Carub.0007s1236.1.p
OG0014576	Bo5g115480	Carub.0003s1906.1.p
OG0014577	Bo9g095410	Carub.0008s0952.1.p
OG0014578	Bo3g003240	Carub.0006s0408.1.p
OG0014579	Bo3g043020	Carub.0006s2665.1.p
OG0014580	Bo3g042190	Carub.0005s3015.1.p
OG0014581	Bo2g051420	Carub.0002s1147.1.p
OG0014582	Bo9g164280, Bo3g010200	Carub.0006s1345.1.p
OG0014583	Bo9g082070, Bo9g082090	Carub.0006s2709.1.p
OG0014585	Bo5g049320	Carub.0004s0677.1.p
OG0014586	Bo5g002410	Carub.0001s0069.1.p
OG0014587	Bo5g032000	Carub.0001s2051.1.p
OG0014588	Bo4g134720	Carub.0007s3142.1.p
OG0014589	Bo5g020760	Carub.0001s1507.1.p
OG0014590	Bo5g122780, Bo3g069060	Carub.0003s1735.1.p
OG0014591	Bo7g056080, Bo7g056090	Carub.0004s0837.1.p
OG0014593	Bo5g008540	Carub.0001s0703.1.p
OG0014594	Bo9g009490	Carub.0008s0804.1.p
OG0014595	Bo6g104030	Carub.0002s1404.1.p
OG0014596	Bo7g108150	Carub.0007s1855.1.p
OG0014598	Bo3g019240	Carub.0008s1811.1.p
OG0014599	Bo7g096990	Carub.0006s2210.1.p
OG0014600	Bo6g099690	Carub.0002s1208.1.p
OG0014601	Bo7g101110, Bo8g081390	Carub.0005s1804.1.p
OG0014602	Bo5g144720	Carub.0003s0557.1.p
OG0014603	Bo4g158780	Carub.0004s0559.1.p
OG0014604	Bo3g001980	Carub.0006s0139.1.p
OG0014605	Bo3g134610	Carub.0005s1361.1.p
OG0014606	Bo2g070800	Carub.0002s1792.1.p
OG0014607	Bo9g175830	Carub.0006s0568.1.p
OG0014608	Bo3g087150	Carub.0003s2813.1.p
OG0014609	Bo5g112470	Carub.0003s1972.1.p
OG0014610	Bo3g032550	Carub.0004s2056.1.p
OG0014611	Bo3g002410	Carub.0006s0238.1.p
OG0014612	Bo3g061380, Bo5g141310	Carub.0003s0721.1.p
OG0014613	Bo3g134110	Carub.0005s1320.1.p
OG0014614	Bo2g165940	Carub.0008s2470.1.p
OG0014615	Bo3g084290	Carub.0003s2616.1.p
OG0014616	Bo4g078370	Carub.0008s0658.1.p
OG0014617	Bo7g014950	Carub.0003s2785.1.p
OG0014618	Bo8g052630, Bo7g111260	Carub.0007s1376.1.p
OG0014620	Bo7g004990	Carub.0003s3426.1.p
OG0014621	Bo7g077150, Bo9g066920	Carub.0008s0081.1.p
OG0014622	Bo5g021170	Carub.0001s1551.1.p
OG0014623	Bo3g017240, Bo3g021180	Carub.0008s2142.1.p
OG0014624	Bo4g030040	Carub.0004s1983.1.p
OG0014625	Bo7g064390	Carub.0008s2766.1.p
OG0014626	Bo2g164020	Carub.0008s2290.1.p
OG0014627	Bo7g103820, Bo1g056690	Carub.0007s2635.1.p
OG0014629	Bo7g054210	Carub.0001s2416.1.p
OG0014630	Bo8g083670, Bo8g083650	Carub.0005s2102.1.p
OG0014631	Bo3g085610	Carub.0003s2665.1.p
OG0014632	Bo1g153630	Carub.0003s0284.1.p
OG0014633	Bo5g137840	Carub.0003s0906.1.p
OG0014634	Bo5g106270	Carub.0003s2074.1.p
OG0014635	Bo1g024190	Carub.0007s1997.1.p
OG0014636	Bo9g108670	Carub.0008s1314.1.p
OG0014637	Bo8g118250	Carub.0007s3261.1.p
OG0014638	Bo9g091360	Carub.0006s3023.1.p
OG0014640	Bo8g115110	Carub.0001s0470.1.p
OG0014641	Bo7g081160	Carub.0005s0235.1.p
OG0014642	Bo3g153330, Bo7g118700	Carub.0007s0254.1.p
OG0014643	Bo8g109330	Carub.0001s1022.1.p
OG0014644	Bo4g024170	Carub.0004s2751.1.p
OG0014645	Bo5g008610	Carub.0001s0731.1.p
OG0014646	Bo1g144310	Carub.0003s0882.1.p
OG0014647	Bo9g070310	Carub.0005s0069.1.p
OG0014649	Bo5g017280	Carub.0001s1173.1.p
