Orthogroup	Brassica_oleracea	Tarenaya_hassleriana
OG0010134	Bo6g029540, Bo3g183970	Th2v26028
OG0010136	Bo3g018470, Bo9g135710	Th2v18726
OG0010137	Bo9g074370	Th2v26945, Th2v28720
OG0010138	Bo7g026770	Th2v25202
OG0010140	Bo6g086960, Bo2g053920	Th2v05890, Th2v20998
OG0010141	Bo1g101440	Th2v25189
OG0010142	Bo8g054610, Bo1g016920	Th2v02219
OG0010143	Bo2g046170	Th2v28364
OG0010144	Bo5g004220	Th2v16163
OG0010145	Bo3g001840, Bo9g184640	Th2v19971
OG0010146	Bo2g116780	Th2v29923, Th2v29833
OG0010147	Bo5g155110	Th2v07004, Th2v18159
OG0010149	Bo9g074590, Bo4g061570	Th2v00157
OG0010150	Bo9g022340	Th2v19727
OG0010151	Bo9g019080, Bo3g096460	Th2v26608
OG0010152	Bo1g091570	Th2v05006
OG0010153	Bo2g013800	Th2v18547
OG0010154	Bo9g029290, Bo9g029340	Th2v20497
OG0010155	Bo3g034330	Th2v06657, Th2v15356
OG0010156	Bo3g107800, Bo9g014890	Th2v13948
OG0010157	Bo9g032520	Th2v06071, Th2v14780, Th2v20462
OG0010158	Bo1g006980	Th2v02803, Th2v12094
OG0010159	Bo2g080890	Th2v23517
OG0010161	Bo7g040920	Th2v19403, Th2v28743
OG0010162	Bo3g039940, Bo4g061440	Th2v07497, Th2v15774
OG0010163	Bo6g040090	Th2v23883, Th2v27443
OG0010165	Bo3g062550, Bo5g137610	Th2v20097, Th2v30895
OG0010166	Bo9g084330	Th2v04207, Th2v04742, Th2v10954
OG0010167	Bo6g118820	Th2v10285
OG0010168	Bo1g008230	Th2v01899
OG0010169	Bo9g002180	Th2v29263
OG0010170	Bo1g056650	Th2v18235, Th2v26231, Th2v25486
OG0010171	Bo5g070770	Th2v29588, Th2v29593
OG0010173	Bo7g100560, Bo8g080260	Th2v13459
OG0010174	Bo2g116610	Th2v16969
OG0010175	Bo4g140700	Th2v28484
OG0010176	Bo5g003760, Bo8g001370	Th2v16231
OG0010177	Bo5g052190	Th2v29820
OG0010178	Bo3g001900, Bo9g183580	Th2v19978
OG0010179	Bo2g028460	Th2v18711
OG0010181	Bo7g113640	Th2v01637
OG0010182	Bo7g110720	Th2v09558, Th2v21723
OG0010183	Bo5g001050	Th2v07808
OG0010184	Bo3g001490	Th2v08963, Th2v14498
OG0010185	Bo3g026680, Bo4g177920	Th2v16011
OG0010186	Bo4g025050	Th2v07167
OG0010187	Bo7g045620, Bo5g058540	Th2v01326
OG0010189	Bo7g095640	Th2v17303, Th2v19104
OG0010190	Bo3g047100	Th2v04737, Th2v10952
OG0010191	Bo2g023500, Bo9g149960	Th2v18949
OG0010192	Bo1g053050	Th2v01519, Th2v10546, Th2v29202
OG0010193	Bo9g146920	Th2v18853
OG0010194	Bo6g067400	Th2v25531
OG0010195	Bo8g050010	Th2v07414, Th2v10663
OG0010196	Bo1g090250	Th2v24272
OG0010198	Bo2g012330	Th2v05146
OG0010199	Bo5g007570	Th2v10480, Th2v15871
OG0010200	Bo6g055950, Bo1g122950	Th2v18266
OG0010201	Bo6g024820, Bo3g179870	Th2v24413
OG0010202	Bo4g136420	Th2v06274, Th2v14975
OG0010203	Bo5g034570	Th2v05715, Th2v20803
OG0010204	Bo6g086880	Th2v23554
OG0010205	Bo3g058780, Bo5g146710	Th2v11152, Th2v25416
OG0010207	Bo5g139370, Bo3g062050	Th2v19958
OG0010208	Bo7g082650, Bo00285s240	Th2v11921, Th2v13975
OG0010209	Bo5g137670	Th2v08811, Th2v14423, Th2v22251
OG0010210	Bo3g028260	Th2v01495
OG0010212	Bo8g114560	Th2v01149, Th2v15872
OG0010214	Bo7g098800, Bo2g161490	Th2v13889, Th2v24058
OG0010215	Bo2g013020	Th2v09072, Th2v07026, Th2v18142
OG0010217	Bo5g111260	Th2v25114
OG0010219	Bo9g135560, Bo2g028380	Th2v17800
OG0010220	Bo6g026200, Bo3g181380	Th2v00820
OG0010221	Bo7g031670	Th2v25375
OG0010222	Bo2g044600, Bo3g022510	Th2v26967
OG0010223	Bo4g176120	Th2v15911
OG0010224	Bo6g122170	Th2v23302
OG0010225	Bo8g118110	Th2v16471
OG0010226	Bo3g034110	Th2v00706
OG0010227	Bo9g036850, Bo4g094230	Th2v20571
OG0010228	Bo3g134590	Th2v13970, Th2v24010
OG0010229	Bo7g116120, Bo1g008180	Th2v23533
OG0010230	Bo8g059550, Bo5g012150	Th2v24249
OG0010231	Bo9g176700	Th2v08790, Th2v20246
OG0010233	Bo7g065450	Th2v08039, Th2v16106
OG0010234	Bo9g143690	Th2v18844, Th2v21242
OG0010236	Bo5g155100	Th2v24705, Th2v07002, Th2v18160
OG0010237	Bo1g098110, Bo4g086680	Th2v04959, Th2v20663
OG0010238	Bo7g025330	Th2v02608, Th2v02712
OG0010239	Bo6g122620	Th2v05650, Th2v23339
OG0010240	Bo5g010180, Bo8g058880	Th2v05056
OG0010242	Bo4g195230	Th2v27489
OG0010243	Bo5g055960	Th2v01493
OG0010244	Bo5g014700	Th2v04954, Th2v20657
OG0010245	Bo2g010060	Th2v21393
OG0010246	Bo3g054830	Th2v07680, Th2v15613
OG0010247	Bo6g121550	Th2v04139
OG0010249	Bo3g094050	Th2v02421, Th2v12238
OG0010250	Bo8g081030	Th2v13110, Th2v22820
OG0010251	Bo1g024240	Th2v04379
OG0010253	Bo2g046140, Bo9g109790	Th2v28983
OG0010254	Bo4g071670	Th2v07612, Th2v15680, Th2v08327
OG0010255	Bo3g055900, Bo5g030180, Bo3g055910	Th2v17235
OG0010256	Bo5g105110	Th2v24387
OG0010258	Bo4g046170	Th2v27141
OG0010259	Bo3g116280	Th2v21301
OG0010260	Bo9g104770	Th2v09293, Th2v29499
OG0010261	Bo9g154570	Th2v09029, Th2v11329, Th2v18396
OG0010263	Bo1g141200	Th2v14399, Th2v22227
OG0010264	Bo3g099190	Th2v29345
OG0010265	Bo4g071690, Bo4g165210	Th2v01057
OG0010266	Bo2g018230, Bo3g013760	Th2v19135
OG0010267	Bo01276s010	Th2v19608
OG0010268	Bo1g049640	Th2v05142
OG0010269	Bo9g006050, Bo2g100590	Th2v16253
OG0010270	Bo5g132160, Bo1g134940	Th2v00966, Th2v23661
OG0010271	Bo3g185780	Th2v01034
OG0010272	Bo1g105800	Th2v25477
OG0010273	Bo6g071120	Th2v03422
OG0010274	Bo5g027460	Th2v19825
OG0010275	Bo4g017320	Th2v03518, Th2v06879
OG0010276	Bo3g061160, Bo5g141630	Th2v11453, Th2v24794
OG0010277	Bo6g114510	Th2v21166
OG0010278	Bo9g003940, Bo3g053330	Th2v07856
OG0010279	Bo7g003910	Th2v01608
OG0010281	Bo8g035580	Th2v19511
OG0010282	Bo6g015510	Th2v20746
OG0010283	Bo2g004080	Th2v20038
OG0010286	Bo9g096980	Th2v26806
OG0010287	Bo2g009120	Th2v24142
OG0010288	Bo8g095640, Bo9g151500	Th2v07145
OG0010289	Bo6g038340, Bo3g182620	Th2v22009
OG0010290	Bo7g083890, Bo00285s450	Th2v28507
OG0010291	Bo4g164900	Th2v07645, Th2v15648
OG0010292	Bo7g097110	Th2v14122, Th2v26769
OG0010293	Bo7g082390	Th2v28534
OG0010294	Bo7g098250	Th2v13848, Th2v21446
OG0010295	Bo3g019290	Th2v05573, Th2v21746
OG0010296	Bo4g075540, Bo4g163670	Th2v08385, Th2v07688, Th2v15607
OG0010298	Bo8g105270, Bo5g022200	Th2v23312
OG0010299	Bo3g036340, Bo4g018520	Th2v06895
OG0010300	Bo6g107240, Bo2g061250	Th2v29687
OG0010301	Bo1g098680, Bo4g089310	Th2v20631
OG0010302	Bo6g115840, Bo6g091550	Th2v10030, Th2v30851
OG0010303	Bo2g097630	Th2v07818, Th2v16411
OG0010304	Bo1g087730	Th2v05059
OG0010305	Bo7g100990	Th2v03745
OG0010306	Bo6g087830	Th2v28093
OG0010307	Bo8g001320	Th2v07961
OG0010308	Bo3g042840	Th2v09408
OG0010309	Bo2g007170	Th2v08742, Th2v29559
OG0010310	Bo6g022300	Th2v21786
OG0010311	Bo2g097540	Th2v06242, Th2v14943
OG0010312	Bo6g112840	Th2v04165
OG0010313	Bo2g092780	Th2v05686, Th2v20768
OG0010314	Bo2g149490, Bo7g088760	Th2v00456
OG0010315	Bo9g135180	Th2v05229
OG0010317	Bo8g021860, Bo6g003410	Th2v04801
OG0010319	Bo3g036860, Bo4g021050	Th2v06938
OG0010321	Bo1g031870	Th2v10838
OG0010322	Bo8g076660	Th2v14021
OG0010323	Bo8g030660	Th2v19700, Th2v25264
OG0010324	Bo3g052770, Bo9g004530	Th2v27015
OG0010325	Bo1g006250	Th2v02968, Th2v21587
OG0010326	Bo4g097060	Th2v13098, Th2v22806
OG0010328	Bo8g071320, Bo5g035190, Bo7g060130	Th2v21126
OG0010329	Bo3g073260, Bo5g114090	Th2v10727
OG0010330	Bo6g121650	Th2v21124, Th2v31225
OG0010331	Bo5g019960, Bo8g106590	Th2v05409
OG0010332	Bo3g078670	Th2v26223
OG0010333	Bo5g126830	Th2v00862
OG0010334	Bo1g059030	Th2v03742, Th2v17014
OG0010335	Bo8g099660, Bo4g154790	Th2v01845
OG0010336	Bo5g016840	Th2v06027, Th2v14735
OG0010338	Bo4g001040	Th2v07340, Th2v13078, Th2v22786
OG0010340	Bo5g003720, Bo8g116070	Th2v16236
OG0010341	Bo1g024270, Bo3g162530	Th2v10776
OG0010342	Bo7g038710	Th2v19510
OG0010343	Bo5g152840, Bo3g055460	Th2v24654
OG0010344	Bo5g003100	Th2v27012
OG0010345	Bo7g031760	Th2v19566, Th2v25297
OG0010347	Bo1g108730	Th2v30516
OG0010348	Bo3g003280, Bo9g177320	Th2v14387, Th2v22215
OG0010349	Bo3g032310, Bo4g029680	Th2v14569
OG0010350	Bo2g047450	Th2v09733, Th2v28960
OG0010351	Bo4g195710	Th2v07144, Th2v27528
OG0010352	Bo9g077720	Th2v10784
OG0010355	Bo4g158870	Th2v11094
OG0010357	Bo9g072770, Bo7g080550	Th2v00089
OG0010358	Bo00285s310, Bo7g082690	Th2v00234
OG0010359	Bo5g152780	Th2v18625
OG0010361	Bo5g013640	Th2v11056
OG0010362	Bo3g047110	Th2v08463, Th2v25108
OG0010363	Bo1g006260	Th2v02967, Th2v21588
OG0010364	Bo3g036000	Th2v03497
OG0010365	Bo00877s040	Th2v25698
OG0010366	Bo1g026930, Bo4g188340	Th2v22330
OG0010367	Bo8g100450	Th2v12299
OG0010369	Bo1g116390	Th2v30656
OG0010370	Bo9g174220	Th2v11832
OG0010371	Bo3g055690, Bo1g156310	Th2v18644
OG0010372	Bo3g184510	Th2v23688
OG0010373	Bo5g020660, Bo8g066320	Th2v05602
OG0010374	Bo9g059620, Bo7g009650	Th2v16170
OG0010375	Bo6g022060	Th2v08464
OG0010376	Bo4g024260	Th2v07078, Th2v18096
OG0010377	Bo9g177010	Th2v08778
OG0010378	Bo1g039410	Th2v26828
OG0010379	Bo6g044040, Bo5g085300	Th2v04741
OG0010380	Bo3g047080, Bo9g084440	Th2v04735
OG0010382	Bo5g002470	Th2v07829, Th2v16397
OG0010383	Bo4g173340, Bo4g053990	Th2v10463
OG0010384	Bo5g006980, Bo5g007030	Th2v15945
OG0010385	Bo3g004050, Bo9g175800	Th2v08691
OG0010386	Bo4g076800	Th2v19774, Th2v25119
OG0010387	Bo5g001320	Th2v24501
OG0010388	Bo9g017870	Th2v13422
OG0010389	Bo4g157250	Th2v05127, Th2v12414, Th2v12415
OG0010390	Bo2g167590	Th2v11646, Th2v14138, Th2v26750
OG0010391	Bo7g064460	Th2v14203, Th2v26679
OG0010392	Bo8g076260	Th2v24991, Th2v25651
OG0010393	Bo1g059010, Bo7g101140	Th2v03729
OG0010394	Bo01451s030, Bo6g018550, Bo01737s010	Th2v24345
OG0010395	Bo7g075340	Th2v16512, Th2v27153
OG0010396	Bo5g009420	Th2v00790, Th2v05117
OG0010397	Bo8g108040	Th2v06033, Th2v14742
OG0010398	Bo6g110320	Th2v10985
OG0010399	Bo3g103470	Th2v14060
OG0010400	Bo7g092910	Th2v11351
OG0010402	Bo2g028820	Th2v05592, Th2v21782
OG0010403	Bo3g083650	Th2v19559, Th2v25301
OG0010404	Bo3g084370	Th2v19637, Th2v25212
OG0010405	Bo1g010510	Th2v17495, Th2v19121
OG0010406	Bo5g151430, Bo3g055870	Th2v09086
OG0010407	Bo9g134790, Bo3g018920	Th2v09637
OG0010408	Bo4g052230	Th2v15918, Th2v27875
OG0010409	Bo2g063040, Bo6g108820	Th2v24936
OG0010410	Bo9g184770	Th2v08941, Th2v19959
OG0010411	Bo8g083010, Bo4g121690	Th2v14613
OG0010412	Bo8g099070	Th2v01884, Th2v01924
OG0010413	Bo1g139150, Bo5g133380	Th2v17746
OG0010414	Bo3g037360	Th2v07100, Th2v18077
OG0010415	Bo5g035140	Th2v27982
OG0010416	Bo3g027860, Bo9g186150, Bo9g186170, Bo05482s010	Th2v14518
OG0010417	Bo5g091860	Th2v10537
OG0010418	Bo2g111820	Th2v04798
OG0010420	Bo4g101450, Bo8g095860	Th2v27497
OG0010421	Bo7g021740	Th2v02760, Th2v12026
OG0010422	Bo7g003390, Bo8g102290	Th2v01564
OG0010424	Bo4g024130	Th2v07092, Th2v18083, Th2v12784, Th2v22471
OG0010425	Bo7g117950	Th2v03010, Th2v21546
OG0010426	Bo7g064910	Th2v14176, Th2v26709
OG0010427	Bo3g101580	Th2v11816
OG0010428	Bo00847s070, Bo7g092670	Th2v11379
OG0010429	Bo3g023020	Th2v00683, Th2v30252
OG0010430	Bo3g185480	Th2v23622, Th2v26163
OG0010431	Bo4g086470, Bo1g094620	Th2v04971
OG0010432	Bo2g095150	Th2v10142
OG0010433	Bo7g109060	Th2v04566
OG0010434	Bo8g114170, Bo5g008110	Th2v08254
OG0010435	Bo3g024790, Bo4g173370	Th2v26978
OG0010436	Bo8g054270	Th2v12657
OG0010437	Bo6g119900	Th2v28090, Th2v05815, Th2v20911
OG0010438	Bo8g067400	Th2v05561
OG0010439	Bo8g081140	Th2v13105, Th2v22813
OG0010440	Bo2g092530	Th2v24842, Th2v29882
OG0010441	Bo3g146470	Th2v26569
OG0010442	Bo6g115850, Bo6g091540	Th2v10029
OG0010444	Bo1g013250	Th2v12443
OG0010446	Bo5g034340, Bo1g157670	Th2v04131
OG0010447	Bo5g009320, Bo8g112300	Th2v23441
OG0010448	Bo3g013660, Bo9g153830	Th2v19170
OG0010449	Bo5g001240	Th2v24512
OG0010451	Bo1g026910, Bo3g164080	Th2v16703
OG0010452	Bo4g142010	Th2v20498
OG0010453	Bo4g136510	Th2v03213
OG0010454	Bo4g092740	Th2v20602
OG0010455	Bo2g050850	Th2v09410, Th2v26821
OG0010456	Bo5g143540	Th2v11334
OG0010457	Bo8g109050, Bo5g013510	Th2v20674
OG0010459	Bo3g127560	Th2v18937
OG0010460	Bo8g092000	Th2v13196, Th2v25837
OG0010461	Bo4g133270	Th2v19573
OG0010462	Bo3g122010	Th2v18897
OG0010463	Bo1g006470	Th2v03126, Th2v12161
OG0010464	Bo9g177290	Th2v08796, Th2v20187
OG0010465	Bo3g026710	Th2v27126
OG0010466	Bo9g017740	Th2v09287, Th2v17356
OG0010467	Bo3g099370	Th2v13613
OG0010468	Bo4g127150	Th2v11597
OG0010469	Bo5g009060	Th2v05144
OG0010470	Bo9g009350	Th2v24762
OG0010472	Bo1g080100	Th2v11750, Th2v26617, Th2v13553
OG0010473	Bo4g142230	Th2v06062, Th2v14770
OG0010474	Bo3g061830	Th2v14440, Th2v20041
OG0010475	Bo2g149530, Bo9g009120, Bo7g088870	Th2v16448
OG0010476	Bo3g039810	Th2v13051, Th2v22759
OG0010477	Bo4g183240, Bo4g038710	Th2v29231
OG0010478	Bo6g013260	Th2v26329, Th2v27640
OG0010479	Bo8g007330	Th2v10426, Th2v15826
OG0010481	Bo5g153860	Th2v23208, Th2v24741
OG0010482	Bo3g103060, Bo2g165890	Th2v11829, Th2v13751
OG0010483	Bo9g109750, Bo2g046200	Th2v28365
OG0010484	Bo1g157420	Th2v09048, Th2v23057
OG0010485	Bo9g028700	Th2v29791
OG0010486	Bo4g064720	Th2v16623
OG0010487	Bo2g037730	Th2v05504
OG0010488	Bo8g090900, Bo7g002110	Th2v05074
OG0010489	Bo3g149480	Th2v03305, Th2v29382
OG0010491	Bo2g136590, Bo7g080790	Th2v00096
OG0010492	Bo8g109390, Bo5g012130	Th2v04995
OG0010493	Bo4g163710	Th2v08379, Th2v15612
OG0010494	Bo4g194430	Th2v13356, Th2v25975
OG0010495	Bo5g137760	Th2v20067
OG0010496	Bo9g001110	Th2v01962
OG0010497	Bo4g148320, Bo8g101310	Th2v02343, Th2v03204
OG0010498	Bo4g164990	Th2v08337
OG0010499	Bo2g085230	Th2v04075
OG0010500	Bo8g094510	Th2v03322, Th2v13366, Th2v25985
OG0010501	Bo4g139540	Th2v06353, Th2v15051
OG0010502	Bo7g105720	Th2v27158
OG0010503	Bo3g058500	Th2v18502
OG0010504	Bo1g055380	Th2v26261, Th2v25500
OG0010505	Bo1g040370	Th2v17467
OG0010506	Bo7g064250, Bo9g020490	Th2v13494, Th2v14216, Th2v26667
OG0010507	Bo9g147050, Bo2g024590	Th2v18862
OG0010508	Bo1g139840, Bo3g064520	Th2v24334
OG0010509	Bo7g091010, Bo9g014720	Th2v24041
OG0010510	Bo9g084710	Th2v10947
OG0010511	Bo2g011140	Th2v28179
OG0010512	Bo6g052560	Th2v01023
OG0010513	Bo9g022280	Th2v19734, Th2v25168
OG0010514	Bo8g108690	Th2v28207, Th2v29787
OG0010515	Bo8g097880, Bo4g098760	Th2v05098, Th2v07322
OG0010516	Bo9g007840, Bo9g007950	Th2v00842
OG0010517	Bo4g038610	Th2v01479, Th2v27764
OG0010518	Bo8g108380	Th2v29506
OG0010519	Bo4g029860	Th2v14581
OG0010520	Bo7g097410, Bo2g160790	Th2v14097
OG0010521	Bo3g080150, Bo5g098080	Th2v24608
OG0010522	Bo8g109280, Bo8g059650	Th2v06113, Th2v14822
OG0010523	Bo8g068420, Bo5g027320	Th2v19824
OG0010524	Bo3g152980	Th2v02361, Th2v12726
OG0010525	Bo3g013540, Bo2g017740	Th2v11297
OG0010526	Bo7g113210	Th2v02239, Th2v12529
OG0010527	Bo7g116380, Bo1g007840	Th2v02732
OG0010528	Bo5g140050	Th2v11630
OG0010529	Bo8g105100	Th2v05976, Th2v21102
OG0010530	Bo2g050950	Th2v03791, Th2v19813
OG0010531	Bo00829s040	Th2v16435
OG0010532	Bo1g024250	Th2v16672
OG0010533	Bo3g115010	Th2v26405, Th2v27698
OG0010534	Bo9g123460	Th2v05519, Th2v09498
OG0010535	Bo3g040500	Th2v08377
OG0010536	Bo00763s030	Th2v23429
OG0010537	Bo6g123670, Bo6g123690	Th2v05649
OG0010538	Bo9g169850, Bo3g007300	Th2v19258
OG0010539	Bo2g018100	Th2v19220
OG0010540	Bo9g036900	Th2v04903
OG0010541	Bo5g035120	Th2v21272, Th2v05675, Th2v20756
OG0010542	Bo9g163550	Th2v09058
OG0010543	Bo7g061330, Bo5g030760	Th2v09792
OG0010544	Bo4g073100	Th2v08350, Th2v07644, Th2v15649
OG0010545	Bo3g143680	Th2v01310
OG0010546	Bo7g078830	Th2v06533, Th2v15232
OG0010547	Bo7g065400	Th2v08040, Th2v27079
OG0010548	Bo7g032990	Th2v19551, Th2v25308
OG0010549	Bo4g031050, Bo3g031420	Th2v14655
OG0010550	Bo1g157640	Th2v07024, Th2v18144
OG0010552	Bo7g033250	Th2v19526
OG0010553	Bo2g132160	Th2v23191
OG0010554	Bo6g065040, Bo4g141930	Th2v06042, Th2v14751
OG0010555	Bo3g023860	Th2v09354
OG0010556	Bo2g017870	Th2v11273
OG0010557	Bo9g046490	Th2v30426
OG0010559	Bo7g101370	Th2v13108, Th2v22818
OG0010560	Bo2g158580	Th2v17636, Th2v21447
OG0010561	Bo9g007940, Bo7g082630	Th2v00227, Th2v28523
OG0010562	Bo9g173860, Bo2g009510	Th2v13681
OG0010564	Bo6g034430, Bo6g051250	Th2v23646, Th2v26137
OG0010565	Bo9g010440, Bo2g155360	Th2v25439
OG0010566	Bo4g068040, Bo4g167870	Th2v14267, Th2v22091
OG0010567	Bo4g082350, Bo1g087870	Th2v05050, Th2v24311
OG0010568	Bo9g026270	Th2v02996, Th2v21559
OG0010569	Bo8g094480, Bo6g076580	Th2v03324, Th2v06928
OG0010570	Bo8g030720	Th2v19725
OG0010571	Bo2g032410, Bo3g019340	Th2v05567
OG0010572	Bo8g038030	Th2v24579, Th2v28744
OG0010573	Bo9g059410, Bo9g059400	Th2v16138
OG0010574	Bo1g090480, Bo4g084760	Th2v24255
OG0010575	Bo2g018190	Th2v17489, Th2v19747
OG0010577	Bo7g097680	Th2v13791
OG0010578	Bo6g120170	Th2v05797, Th2v20891
OG0010579	Bo8g002550, Bo5g003980	Th2v16197
OG0010580	Bo4g045860, Bo3g026610	Th2v15999
OG0010581	Bo8g059810, Bo5g013480	Th2v04968
OG0010582	Bo6g119050	Th2v20350
OG0010583	Bo5g153960	Th2v06979, Th2v18181
OG0010584	Bo5g122710	Th2v25544
OG0010585	Bo2g070810	Th2v00687
OG0010588	Bo7g118600, Bo3g153390	Th2v02393, Th2v12335
OG0010589	Bo7g091470	Th2v06357, Th2v15056
OG0010590	Bo5g121250	Th2v26348, Th2v27618
OG0010591	Bo4g024460, Bo4g038430	Th2v12825
OG0010594	Bo9g026030	Th2v03028, Th2v21527
OG0010595	Bo5g123600	Th2v18268, Th2v26272, Th2v26273
OG0010596	Bo1g022160	Th2v04286, Th2v16619
OG0010597	Bo7g021090	Th2v02857, Th2v12061
OG0010598	Bo5g090540, Bo8g030170	Th2v27774
OG0010599	Bo5g137480	Th2v14417, Th2v22245
OG0010600	Bo4g017310, Bo4g192770	Th2v13282, Th2v25915
OG0010601	Bo4g039740, Bo4g182690	Th2v01363
OG0010602	Bo3g152720	Th2v03186
OG0010603	Bo5g123060, Bo00763s130	Th2v25537
OG0010605	Bo1g017390	Th2v12670
OG0010606	Bo3g027040, Bo4g045460	Th2v08092
OG0010607	Bo6g031530	Th2v23745, Th2v27419
OG0010609	Bo5g146600	Th2v11171
OG0010610	Bo8g081530, Bo1g059150	Th2v11639
OG0010611	Bo3g087260	Th2v02677
OG0010612	Bo4g023870	Th2v12768, Th2v22455
OG0010613	Bo7g091510	Th2v00374
OG0010614	Bo4g195050	Th2v12765, Th2v22452
OG0010616	Bo8g054140	Th2v16698
OG0010617	Bo7g119120	Th2v05706, Th2v20792
OG0010619	Bo4g145480, Bo4g139770	Th2v00343
OG0010620	Bo2g105060, Bo2g105070	Th2v16731
OG0010622	Bo8g024310	Th2v17267, Th2v11011, Th2v17266
OG0010623	Bo7g097160, Bo9g013770	Th2v30401
OG0010624	Bo3g141490, Bo7g049930	Th2v03888, Th2v28206
OG0010625	Bo2g009260	Th2v11827
OG0010626	Bo1g005690	Th2v03008, Th2v21548
OG0010629	Bo1g101450	Th2v19469
OG0010630	Bo3g053040	Th2v16337
OG0010631	Bo5g043150, Bo5g068110	Th2v01447, Th2v27807
OG0010632	Bo1g147190, Bo01895s010	Th2v11510
OG0010633	Bo2g009720	Th2v13633
OG0010634	Bo7g016190	Th2v02891, Th2v12119
OG0010635	Bo9g057170	Th2v06236, Th2v14937
OG0010636	Bo00926s030, Bo24052s010, Bo4g070440	Th2v07599, Th2v15691
OG0010637	Bo9g176270	Th2v14337, Th2v22161
OG0010638	Bo8g017950, Bo8g017940, Bo8g017970	Th2v29668
OG0010639	Bo6g081320, Bo2g094880	Th2v10100
OG0010640	Bo7g085850	Th2v00315
OG0010641	Bo5g151540	Th2v07025, Th2v18143
OG0010642	Bo1g143810	Th2v20126
OG0010643	Bo5g083760	Th2v04711
OG0010644	Bo01417s010, Bo3g019280	Th2v09590
OG0010645	Bo5g023590	Th2v05969, Th2v21093, Th2v23287
OG0010646	Bo6g024750	Th2v23753, Th2v27411
OG0010647	Bo5g141830	Th2v11433
OG0010648	Bo3g087210	Th2v11967
OG0010649	Bo4g164790, Bo4g074250	Th2v07664, Th2v15628
OG0010650	Bo9g112670	Th2v28320
OG0010651	Bo6g121300	Th2v28027
OG0010652	Bo6g099680	Th2v05255
OG0010653	Bo2g016520	Th2v03812
OG0010655	Bo01031s040	Th2v07948, Th2v16267
OG0010656	Bo6g101300, Bo2g053930	Th2v05320
OG0010657	Bo7g115270, Bo1g011180	Th2v01844
OG0010658	Bo2g125830, Bo7g070050	Th2v04259
OG0010659	Bo6g087080, Bo6g118670	Th2v09868
OG0010660	Bo1g084720	Th2v13497
OG0010661	Bo8g011550, Bo5g076230	Th2v29545
OG0010662	Bo2g141690, Bo9g008260, Bo7g084550	Th2v00299
OG0010663	Bo4g043670, Bo4g181990	Th2v26458
OG0010664	Bo4g116580	Th2v06687, Th2v15386, Th2v12910
OG0010665	Bo5g141200, Bo1g147210	Th2v11506
OG0010666	Bo5g029120	Th2v03855
OG0010667	Bo5g084000	Th2v04752, Th2v10956
OG0010668	Bo4g032280, Bo9g098700	Th2v26849
OG0010669	Bo5g123110	Th2v12633
OG0010670	Bo4g151560, Bo8g100490	Th2v03085
OG0010671	Bo4g173020, Bo3g024550	Th2v10440, Th2v15837
OG0010672	Bo3g086850	Th2v08520, Th2v19677
OG0010673	Bo5g035280, Bo7g060210	Th2v30566
OG0010674	Bo8g047170, Bo1g052870	Th2v27224
OG0010675	Bo7g016200, Bo3g091790	Th2v02890
OG0010676	Bo5g146800	Th2v11160, Th2v25419
OG0010677	Bo6g048060	Th2v16871
OG0010678	Bo2g155720	Th2v18436, Th2v25463
OG0010679	Bo3g031530, Bo4g186690	Th2v16889
OG0010680	Bo8g091140	Th2v28436
OG0010681	Bo8g081280	Th2v16995
OG0010683	Bo6g018380	Th2v29419
OG0010684	Bo5g039360, Bo7g056230	Th2v25713
OG0010686	Bo5g055770	Th2v26488
OG0010687	Bo4g012920	Th2v28427
OG0010688	Bo3g149070	Th2v10500
OG0010689	Bo2g058980, Bo6g106940	Th2v24846, Th2v30625
OG0010690	Bo9g070360, Bo7g080060	Th2v00053
OG0010691	Bo3g061170	Th2v11455, Th2v24791
OG0010692	Bo1g019610	Th2v27257
OG0010693	Bo8g030810	Th2v19731
OG0010694	Bo9g037420	Th2v04918, Th2v20600
OG0010695	Bo1g021490, Bo7g106570, Bo3g158740	Th2v04244
OG0010697	Bo3g027380, Bo4g043570	Th2v19717, Th2v25157
OG0010698	Bo6g078110	Th2v12929, Th2v22625
OG0010699	Bo7g045510, Bo5g059710	Th2v10386, Th2v26547
OG0010700	Bo6g001010	Th2v17216, Th2v30549
OG0010701	Bo4g023930	Th2v12774, Th2v22461
OG0010703	Bo5g148580	Th2v22872
OG0010704	Bo4g125890, Bo8g081230	Th2v03719
OG0010705	Bo9g058310, Bo4g078360	Th2v20333, Th2v30828
OG0010706	Bo00615s160	Th2v13617
OG0010707	Bo5g012050	Th2v06100, Th2v14809
OG0010708	Bo7g030510	Th2v19621
OG0010709	Bo3g086870	Th2v25190
OG0010710	Bo7g105210, Bo1g017710	Th2v27199
OG0010711	Bo3g034690, Bo4g025560	Th2v03386
OG0010712	Bo4g169340	Th2v07503, Th2v15769
OG0010713	Bo1g003580	Th2v03113
OG0010714	Bo7g084380	Th2v00287
OG0010715	Bo5g137680	Th2v14424, Th2v22252
OG0010716	Bo2g032760, Bo9g130710	Th2v09561
OG0010717	Bo4g046220	Th2v15983, Th2v27142
OG0010718	Bo7g066940, Bo9g059480	Th2v08013
OG0010719	Bo7g107320, Bo3g162740	Th2v04344
OG0010720	Bo8g076270	Th2v04004
OG0010721	Bo3g099150	Th2v26634, Th2v31206
