Orthogroup	Brassica_oleracea	Arabidopsis_lyrata
OG0014221	Bo3g108060	fgenesh1_pm.C_scaffold_8001780
OG0014222	Bo4g192750	fgenesh2_kg.4__2433__AT2G42760.1
OG0014223	Bo2g008830	fgenesh1_pm.C_scaffold_6000619
OG0014224	Bo9g094110	scaffold_603647.1
OG0014225	Bo3g016800, Bo2g023800	fgenesh2_kg.6__2211__AT5G22270.1
OG0014226	Bo3g035700, Bo4g013340	fgenesh2_kg.4__2292__AT2G41540.2
OG0014227	Bo1g148940	scaffold_300737.1, fgenesh2_kg.3__648__AT3G06440.1
OG0014228	Bo00578s100	scaffold_704084.1
OG0014229	Bo1g016410	scaffold_701307.1
OG0014230	Bo9g005740	fgenesh2_kg.1__4663__AT1G54385.2
OG0014231	Bo3g029990	scaffold_402235.1
OG0014232	Bo8g095430	fgenesh2_kg.5__2537__AT3G60730.1
OG0014233	Bo9g173520	fgenesh2_kg.6__967__AT5G10070.2
OG0014234	Bo5g120030	scaffold_302153.1
OG0014235	Bo3g100660	scaffold_803224.1
OG0014236	Bo9g054600	fgenesh1_pm.C_scaffold_1003710
OG0014237	Bo7g045320, Bo7g045340, Bo7g045330	Al_scaffold_0001_3020, scaffold_103278.1
OG0014238	Bo9g108540	fgenesh2_kg.8__1165__AT5G52850.1
OG0014239	Bo2g070780	fgenesh2_kg.2__1368__AT1G71060.1
OG0014240	Bo4g085250, Bo1g094500	fgenesh2_kg.6__946__AT5G09890.2
OG0014241	Bo3g071820, Bo5g116900	fgenesh2_kg.3__2103__AT3G18860.1
OG0014242	Bo2g013540	fgenesh2_kg.6__1726__AT5G17280.1
OG0014243	Bo1g038880	fgenesh2_kg.7__1851__AT4G24320.1
OG0014244	Bo4g142250	fgenesh2_kg.7__3258__AT5G41620.1
OG0014246	Bo7g097320	fgenesh2_kg.6__2392__AT5G24000.1
OG0014247	Bo5g027280	fgenesh2_kg.1__2101__AT1G19240.1
OG0014248	Bo8g011030, Bo8g011010	Al_scaffold_0001_781
OG0014249	Bo6g121930, Bo6g081730	Al_scaffold_0002_2538, Al_scaffold_0060_2
OG0014250	Bo5g145430	Al_scaffold_0003_510
OG0014251	Bo9g163670, Bo9g163690, Bo20867s010	Al_scaffold_0005_1909
OG0014252	Bo8g080880	Al_scaffold_0005_2093
OG0014253	Bo2g161450	Al_scaffold_0006_2978
OG0014254	Bo3g003110, Bo2g006770	Al_scaffold_0006_412
OG0014255	Bo9g174450	fgenesh2_kg.6__819__AT5G08460.1, Al_scaffold_0006_787, scaffold_600873.1, scaffold_600874.1
OG0014256	Bo00900s030, Bo1g034730, Bo1g034690	Al_scaffold_0007_1801
OG0014257	Bo9g027800	Al_scaffold_0007_3104
OG0014258	Bo3g101270	Al_scaffold_0008_1103, scaffold_803164.1
OG0014260	Bo7g067590	Al_scaffold_0008_506
OG0014261	Bo8g068250, Bo8g068230, Bo10119s010	fgenesh1_pg.C_scaffold_1001721
OG0014262	Bo1g107190, Bo5g102280	fgenesh1_pg.C_scaffold_3002038
OG0014263	Bo3g034050	fgenesh1_pg.C_scaffold_4002022
OG0014265	Bo8g080820	fgenesh1_pg.C_scaffold_5001715
OG0014266	Bo5g008930, Bo04100s010	fgenesh1_pm.C_scaffold_1000665
OG0014267	Bo4g031000, Bo4g030990	fgenesh1_pm.C_scaffold_4001457
OG0014268	Bo4g198600, Bo4g004550	fgenesh1_pm.C_scaffold_4002441
OG0014269	Bo2g134130	fgenesh1_pm.C_scaffold_5000027
OG0014270	Bo8g098340	fgenesh1_pm.C_scaffold_5002269
OG0014271	Bo5g126210, Bo00763s050, Bo1g123560	fgenesh1_pm.C_scaffold_7002260
OG0014272	Bo3g019040	fgenesh1_pm.C_scaffold_8001425
OG0014273	Bo8g107890	fgenesh2_kg.1__1396__AT1G12890.1
OG0014274	Bo8g115920, Bo5g004120	fgenesh2_kg.1__311__AT1G03840.2
OG0014275	Bo5g004960, Bo8g004270	fgenesh2_kg.1__423__AT1G04850.1
OG0014276	Bo2g094670	fgenesh2_kg.2__2175__AT1G78810.2
OG0014277	Bo6g099230	fgenesh2_kg.2__671__AT1G65295.1
OG0014278	Bo1g143690	scaffold_101386.1, fgenesh2_kg.3__1097__AT3G10630.1
OG0014279	Bo3g055680	fgenesh2_kg.3__189__AT3G02540.1
OG0014280	Bo8g100750	fgenesh2_kg.3__3175__AT2G22880.1, fgenesh2_kg.4__210__AT2G22880.1
OG0014281	Bo7g014270, Bo3g093540	fgenesh2_kg.3__3352__AT2G17570.1
OG0014282	Bo7g014020, Bo9g024730	fgenesh2_kg.3__3377__AT2G17787.1
OG0014283	Bo3g012270, Bo2g013330	fgenesh2_kg.3__3618__AT2G20800.1
OG0014284	Bo3g058970	fgenesh2_kg.3__542__AT3G05520.1
OG0014285	Bo3g060900, Bo5g143100	fgenesh2_kg.3__710__AT3G06890.1
OG0014286	Bo4g175890, Bo3g025000	fgenesh2_kg.4__1100__AT2G31110.2
OG0014287	Bo4g182850, Bo3g028020, Bo4g039300	fgenesh2_kg.4__1501__AT2G34780.1
OG0014288	Bo7g102660	fgenesh2_kg.5__1585__AT3G52280.1
OG0014289	Bo8g092030	fgenesh2_kg.5__2205__AT3G57630.1
OG0014290	Bo6g076710	fgenesh2_kg.5__2441__AT3G59840.1
OG0014291	Bo6g094860	fgenesh2_kg.5__2849__AT3G63470.1
OG0014292	Bo2g159510, Bo2g159390	fgenesh2_kg.6__2432__AT5G24340.1
OG0014293	Bo2g155930, Bo9g011120	fgenesh2_kg.6__2588__AT5G26090.1
OG0014294	Bo2g109030	fgenesh2_kg.6__3080__AT4G11070.1
OG0014295	Bo7g115060, Bo1g011430	fgenesh2_kg.7__1042__AT4G31330.1
OG0014296	Bo3g153040	fgenesh2_kg.7__247__AT4G38010.1
OG0014297	Bo1g051510, Bo1g051490	fgenesh2_kg.7__2563__AT4G17480.1
OG0014298	Bo9g032540	fgenesh2_kg.7__280__AT1G64310.1, scaffold_200066.1
OG0014299	Bo4g136170	fgenesh2_kg.7__3108__AT5G36790.2
OG0014300	Bo4g140590	fgenesh2_kg.7__3324__AT5G40860.1
OG0014301	Bo2g037840, Bo9g120890	fgenesh2_kg.8__1462__AT5G55590.1
OG0014302	Bo9g140790, Bo3g017750	fgenesh2_kg.8__1931__AT5G59800.1
OG0014303	Bo9g014670, Bo3g037740, Bo3g037750, Bo7g054270, Bo3g039390	fgenesh2_kg.8__2144__AT5G61605.1
OG0014304	Bo3g103230	fgenesh2_kg.8__2367__AT5G63620.2
OG0014305	Bo7g064030	fgenesh2_kg.8__2702__AT5G67140.1
OG0014306	Bo2g124540, Bo7g067810	fgenesh2_kg.8__334__AT5G44660.1
OG0014307	Bo9g096910	fgenesh2_kg.8__889__AT5G50170.1
OG0014308	Bo3g024050	fgenesh2_kg.8__967__AT5G50870.1
OG0014309	Bo5g005150	scaffold_100474.1
OG0014310	Bo5g141520, Bo3g061230	scaffold_300876.1
OG0014311	Bo4g027070, Bo4g187800	scaffold_400998.1
OG0014312	Bo1g080160, Bo8g079020	scaffold_501993.1
OG0014313	Bo4g194060	scaffold_601188.1
OG0014314	Bo7g095490	scaffold_602733.1
OG0014315	Bo2g155730	scaffold_602805.1
OG0014316	Bo3g052580	scaffold_604038.1
OG0014317	Bo7g109190, Bo1g037270	scaffold_701950.1
OG0014318	Bo7g107530	scaffold_702229.1
OG0014346	Bo7g003600	fgenesh2_kg.3__3567__AT2G20390.1
OG0014347	Bo5g148150	fgenesh1_pm.C_scaffold_3000328
OG0014348	Bo9g174520	Al_scaffold_0006_754
OG0014351	Bo1g057620	scaffold_703114.1
OG0014352	Bo7g048680, Bo5g052280	fgenesh1_pg.C_scaffold_1002478
OG0014353	Bo9g126160	scaffold_802218.1
OG0014354	Bo7g080850	fgenesh2_kg.5__202__AT2G02960.4
OG0014355	Bo7g003680	scaffold_304353.1
OG0014356	Bo5g009020	fgenesh2_kg.1__862__AT1G08470.1
OG0014357	Bo00935s040	fgenesh1_pm.C_scaffold_8000738
OG0014358	Bo3g185830	fgenesh2_kg.1__4638__AT1G56160.1
OG0014360	Bo5g137990	fgenesh2_kg.3__1011__AT3G09850.1
OG0014361	Bo8g010800	fgenesh2_kg.1__758__AT1G07740.1
OG0014363	Bo1g138490	fgenesh2_kg.3__1407__AT3G13225.1
OG0014364	Bo5g073050	fgenesh2_kg.1__4014__AT1G49170.1
OG0014365	Bo8g068210	fgenesh2_kg.1__2073__AT1G18960.1
OG0014366	Bo8g087100	scaffold_502603.1
OG0014367	Bo4g196000, Bo3g039060	fgenesh2_kg.4__2806__AT2G46020.1
OG0014368	Bo3g008890	fgenesh1_pm.C_scaffold_6000998
OG0014369	Bo7g108670	Al_scaffold_0006_3324
OG0014370	Bo00722s090	fgenesh2_kg.2__1487__AT1G72280.1
OG0014371	Bo3g002810	fgenesh2_kg.6__357__AT5G04420.3
OG0014372	Bo5g088310	fgenesh1_pm.C_scaffold_1002587
OG0014373	Bo3g003260	Al_scaffold_0006_437
OG0014374	Bo7g115080, Bo3g173990	fgenesh2_kg.7__1038__AT4G31370.1
OG0014375	Bo2g041800	Al_scaffold_0008_1876
OG0014376	Bo4g078380	fgenesh2_kg.8__603__AT5G42480.1
OG0014377	Bo1g155060	fgenesh2_kg.3__239__AT3G02920.1
OG0014378	Bo8g078940	Al_scaffold_0005_1808
OG0014379	Bo5g001190	fgenesh2_kg.1__46__AT1G01830.3
OG0014380	Bo1g010430	fgenesh2_kg.7__916__AT4G32430.1
OG0014382	Bo2g029000	fgenesh2_kg.8__1703__AT5G57870.1
OG0014384	Bo3g101340	Al_scaffold_0008_2982
OG0014385	Bo4g120390	fgenesh2_kg.5__1791__AT3G54030.1
OG0014386	Bo9g130900	fgenesh2_kg.8__1628__AT5G57160.1
OG0014387	Bo3g081970	fgenesh1_pm.C_scaffold_3002126
OG0014389	Bo1g100050	fgenesh1_pm.C_scaffold_8000562, scaffold_302948.1
OG0014390	Bo3g086660	fgenesh2_kg.3__2844__AT2G05320.1
OG0014391	Bo2g159370	fgenesh1_pm.C_scaffold_6001962
OG0014393	Bo8g090400	scaffold_502738.1
OG0014394	Bo9g160070	Al_scaffold_0006_1667
OG0014395	Bo4g024830	scaffold_403510.1
OG0014396	Bo6g077660	fgenesh1_pm.C_scaffold_1002974
OG0014397	Bo3g123630	Al_scaffold_0003_3152, fgenesh2_kg.3__2981__AT2G11000.1
OG0014398	Bo1g138740	fgenesh2_kg.3__1360__AT3G12960.1
OG0014399	Bo9g171330	scaffold_601156.1
OG0014400	Bo1g010350, Bo3g172380	fgenesh2_kg.7__904__AT4G32520.1
OG0014401	Bo7g095530	fgenesh2_kg.6__2583__AT5G26030.1
OG0014402	Bo3g004070	scaffold_600673.1
OG0014403	Bo9g024500	fgenesh2_kg.3__3328__AT2G17430.1
OG0014404	Bo9g007770	fgenesh1_pm.C_scaffold_6002678
OG0014405	Bo9g120770	scaffold_603155.1
OG0014406	Bo4g135980	fgenesh2_kg.7__3084__AT5G36100.2
OG0014408	Bo7g050200	fgenesh2_kg.1__2854__AT1G24480.1
OG0014409	Bo9g173990	fgenesh2_kg.6__898__AT5G09480.1
OG0014410	Bo3g052970	fgenesh1_pg.C_scaffold_6003257, fgenesh2_kg.6__3535__AT4G01750.1
OG0014412	Bo9g186110	Al_scaffold_0006_39
OG0014413	Bo9g100020	fgenesh2_kg.8__1003__AT5G51180.1
OG0014414	Bo3g048670	scaffold_603740.1
OG0014415	Bo1g006450	Al_scaffold_0007_512
OG0014416	Bo9g178920	fgenesh2_kg.6__378__AT5G04620.2
OG0014417	Bo3g107840	scaffold_802876.1
OG0014418	Bo3g047020	scaffold_603101.1
OG0014419	Bo9g126180	fgenesh2_kg.8__1567__AT5G56610.1
OG0014421	Bo9g161800	fgenesh2_kg.6__1670__AT5G16780.1
OG0014422	Bo7g093390	scaffold_602944.1
OG0014423	Bo8g089990	fgenesh2_kg.5__1971__AT3G55520.1
OG0014424	Bo8g026970	fgenesh2_kg.3__1819__AT3G16550.1
OG0014425	Bo7g103750	scaffold_703001.1
OG0014426	Bo6g064330, Bo4g139350	fgenesh2_kg.7__3421__AT5G39990.1
OG0014427	Bo2g131890	fgenesh2_kg.8__95__AT5G47010.1
OG0014428	Bo1g008050	Al_scaffold_0007_725
OG0014429	Bo9g058810	fgenesh2_kg.8__540__AT5G42950.1
OG0014430	Bo1g099960	fgenesh2_kg.3__2632__AT3G24040.1
OG0014431	Bo7g098770	scaffold_802796.1
OG0014433	Bo4g154670	fgenesh2_kg.4__365__AT2G24500.1
OG0014434	Bo9g001120	fgenesh2_kg.6__3689__AT4G00150.1
OG0014435	Bo7g094740, Bo03207s010	fgenesh2_kg.6__2694__AT5G27680.1
OG0014436	Bo5g087000	fgenesh2_kg.1__3407__AT1G32630.1
OG0014437	Bo2g137320	Al_scaffold_0005_338
OG0014438	Bo9g091320	fgenesh1_pm.C_scaffold_6002495
OG0014439	Bo5g079960	scaffold_104778.1
OG0014440	Bo9g118890	fgenesh2_kg.8__1380__AT5G54840.1
OG0014441	Bo5g117030	fgenesh2_kg.3__2091__AT3G18790.1
OG0014442	Bo7g018650	fgenesh2_kg.3__3505__AT2G16400.1
OG0014443	Bo7g038770	fgenesh2_kg.3__2604__AT3G24240.1
OG0014444	Bo4g039450	fgenesh2_kg.4__1488__AT2G34640.1
OG0014445	Bo4g017430	fgenesh2_kg.4__2450__AT2G42900.1
OG0014446	Bo4g127120	Al_scaffold_0007_2909
OG0014447	Bo8g114610	scaffold_100636.1
OG0014449	Bo9g176230, Bo2g007220	scaffold_600623.1
OG0014450	Bo7g111970	scaffold_701442.1
OG0014451	Bo9g092630	fgenesh2_kg.6__3117__AT4G11610.1
OG0014452	Bo1g005310, Bo4g024350	scaffold_700410.1
OG0014453	Bo6g107110	scaffold_201707.1
OG0014454	Bo1g147600	fgenesh2_kg.3__724__AT3G07040.1
OG0014455	Bo8g098840	fgenesh2_kg.4__541__AT2G26240.1
OG0014456	Bo6g033310	fgenesh2_kg.1__4526__AT1G55170.1
OG0014457	Bo2g051390	scaffold_201212.1
OG0014458	Bo2g041190, Bo3g021670	fgenesh2_kg.8__1416__AT5G55150.1
OG0014460	Bo3g026480	scaffold_401728.1
OG0014461	Bo4g096930	fgenesh1_pm.C_scaffold_5002321
OG0014462	Bo4g071870	fgenesh2_kg.4__755__AT2G28140.1
OG0014464	Bo6g079960	Al_scaffold_0002_2817
OG0014466	Bo7g102680	fgenesh2_kg.7__8__AT4G38160.2
OG0014467	Bo1g008420	fgenesh2_kg.7__807__AT4G33130.1
OG0014468	Bo6g003540	scaffold_104199.1
OG0014470	Bo8g019180, Bo5g071170	scaffold_104291.1
OG0014471	Bo7g017510	fgenesh2_kg.3__3246__AT2G16595.1
OG0014474	Bo9g091090	fgenesh1_pm.C_scaffold_6002488
OG0014475	Bo3g179640	fgenesh2_kg.6__5__AT5G01980.1
OG0014476	Bo7g089350	fgenesh2_kg.8__734__AT5G48560.1
OG0014477	Bo4g186710	scaffold_402357.1
OG0014478	Bo9g163830	scaffold_601605.1
OG0014479	Bo4g145720	scaffold_400019.1
OG0014480	Bo7g089460	scaffold_801185.1
OG0014481	Bo6g066500	scaffold_703760.1
OG0014482	Bo2g080810	scaffold_202338.1
OG0014483	Bo3g032130	fgenesh2_kg.4__1869__AT2G38025.1
OG0014484	Bo7g065150	scaffold_800772.1
OG0014485	Bo8g081490	fgenesh1_pg.C_scaffold_5001646
OG0014487	Bo3g149770	fgenesh1_pm.C_scaffold_7000080
OG0014488	Bo9g161880	fgenesh1_pm.C_scaffold_6001330
OG0014489	Bo3g143620	fgenesh2_kg.1__3029__AT1G28540.1
OG0014490	Bo4g190360	fgenesh2_kg.4__2187__AT2G40690.1
OG0014491	Bo1g010190	fgenesh2_kg.7__884__AT4G32630.2
OG0014492	Bo8g007340, Bo5g007910	Al_scaffold_0001_647
OG0014493	Bo1g105580	scaffold_302603.1
OG0014495	Bo1g019700	fgenesh2_kg.7__2433__AT4G18593.1
OG0014496	Bo2g155940	scaffold_503475.1
OG0014497	Bo6g095080	fgenesh2_kg.22__4__AT1G69910.1
OG0014499	Bo3g034080	fgenesh2_kg.4__1980__AT2G39010.1
OG0014500	Bo3g002630	Al_scaffold_0006_329
OG0014501	Bo7g104390, Bo8g043610	fgenesh2_kg.7__2675__AT4G16420.1
OG0014502	Bo02651s010	fgenesh2_kg.1__2374__AT1G21840.1
OG0014503	Bo9g073100	scaffold_500325.1
OG0014504	Bo5g146930	fgenesh2_kg.3__459__AT3G04870.2
OG0014505	Bo5g020350, Bo5g113960, Bo1g107090	fgenesh2_kg.3__2360__AT3G21380.1
OG0014506	Bo9g131970	fgenesh1_pg.C_scaffold_8001731
OG0014507	Bo7g104090, Bo01063s040	fgenesh2_kg.7__2729__AT4G15890.1
OG0014508	Bo1g153670	fgenesh2_kg.3__309__AT3G03640.1, Al_scaffold_0003_3901
OG0014509	Bo9g028300	fgenesh2_kg.3__3607__AT2G20710.1
OG0014510	Bo7g118360	fgenesh1_pm.C_scaffold_7000278
OG0014511	Bo9g108650, Bo2g047320	fgenesh2_kg.8__1172__AT5G52920.1
OG0014512	Bo3g015690	fgenesh2_kg.6__2190__AT5G22050.2
OG0014513	Bo8g076890	scaffold_102616.1
OG0014514	Bo9g022510	Al_scaffold_0003_2883, fgenesh2_kg.3__3038__AT2G14170.1
OG0014515	Bo1g040700	fgenesh1_pm.C_scaffold_7001305
OG0014516	Bo5g151390	fgenesh2_kg.3__234__AT3G02875.1
OG0014517	Bo5g071030	scaffold_104277.1
OG0014518	Bo2g051140	fgenesh1_pm.C_scaffold_2000506
OG0014520	Bo8g065450, Bo5g015030	fgenesh2_kg.1__1449__AT1G13400.1
OG0014521	Bo09730s010	fgenesh2_kg.7__1860__AT4G24265.1
OG0014523	Bo6g080090	fgenesh2_kg.2__2390__AT1G80000.2
OG0014525	Bo5g141810	fgenesh2_kg.8__2687__AT5G67290.1
OG0014526	Bo4g012950	fgenesh2_kg.4__2238__AT2G41080.1
OG0014527	Bo7g073840	fgenesh1_pm.C_scaffold_8000179
OG0014528	Bo5g126240	fgenesh2_kg.3__1784__AT3G16310.1
OG0014529	Bo9g002390	fgenesh2_kg.6__3644__AT4G00550.1
OG0014530	Bo3g164070	fgenesh1_pg.C_scaffold_7001729, scaffold_702166.1
OG0014531	Bo9g176850	fgenesh2_kg.6__518__AT5G05840.1
OG0014532	Bo5g063210	fgenesh2_kg.1__3243__AT1G30600.1
OG0014533	Bo5g004230	fgenesh2_kg.1__328__AT1G03970.1
OG0014534	Bo7g116600	scaffold_700737.1
OG0014535	Bo1g152190	fgenesh2_kg.3__373__AT3G04110.1
OG0014535	Bo4g086650	fgenesh1_pm.C_scaffold_2000627
OG0014536	Bo3g032320	scaffold_402527.1
OG0014538	Bo5g017710	scaffold_101532.1
OG0014539	Bo2g166110	fgenesh2_kg.8__2439__AT5G64230.1
OG0014540	Bo6g112210	fgenesh2_kg.1__1772__AT1G16210.1
OG0014541	Bo8g092130	fgenesh1_pm.C_scaffold_5001813
OG0014542	Bo2g138830	Al_scaffold_0005_420
OG0014544	Bo9g003510, Bo5g058460	fgenesh1_pm.C_scaffold_6002869
OG0014545	Bo7g089040	scaffold_801050.1
OG0014546	Bo8g097920	scaffold_503539.1
OG0014547	Bo9g094020	fgenesh1_pm.C_scaffold_6002549
OG0014548	Bo1g052920	fgenesh1_pm.C_scaffold_7002037
OG0014549	Bo3g041850	scaffold_400946.1
OG0014550	Bo7g103740	fgenesh1_pg.C_scaffold_7002408
OG0014552	Bo8g112820	Al_scaffold_0001_737
OG0014553	Bo3g058610	fgenesh2_kg.3__453__AT3G04820.1
OG0014554	Bo8g081820	fgenesh2_kg.5__1463__AT3G51180.1
OG0014555	Bo7g084280	scaffold_500633.1
OG0014556	Bo4g078130	fgenesh2_kg.1__4708__AT1G54790.2
OG0014557	Bo3g084160	Al_scaffold_0003_2903
OG0014558	Bo2g011250	fgenesh2_kg.6__1293__AT5G13400.1
OG0014559	Bo8g028780, Bo5g087020	fgenesh2_kg.1__3403__AT1G32583.1
OG0014560	Bo1g002980	fgenesh2_kg.7__214__AT4G39952.1, scaffold_700254.1
OG0014562	Bo4g176040	fgenesh2_kg.4__1107__AT2G31190.1
OG0014563	Bo9g171580	fgenesh2_kg.6__1070__AT5G11040.1
OG0014564	Bo4g012940	fgenesh2_kg.4__2235__AT2G41070.2
OG0014565	Bo8g118190	fgenesh2_kg.1__28__AT1G02010.1
OG0014566	Bo7g089410	fgenesh2_kg.8__743__AT5G48650.1
OG0014567	Bo3g054590	fgenesh2_kg.6__3623__AT4G00770.1
OG0014568	Bo8g112730	fgenesh2_kg.1__804__AT1G07985.1
OG0014570	Bo8g076830	fgenesh1_pg.C_scaffold_5001318
OG0014572	Bo7g040590	fgenesh2_kg.3__2553__AT3G23370.1
OG0014573	Bo9g003970	scaffold_604218.1, fgenesh1_pm.C_scaffold_6002914
OG0014574	Bo7g098340	fgenesh2_kg.8__2079__AT5G61120.1
OG0014575	Bo1g051460	fgenesh2_kg.7__1369__AT4G28380.1
OG0014577	Bo9g095410	fgenesh2_kg.8__841__AT5G49660.1
OG0014578	Bo3g003240	Al_scaffold_0006_434
OG0014579	Bo3g043020	fgenesh1_pm.C_scaffold_6002293
OG0014580	Bo3g042190	scaffold_503645.1
OG0014581	Bo2g051420	fgenesh2_kg.2__796__AT1G65620.2
OG0014582	Bo9g164280, Bo3g010200	Al_scaffold_0006_1433
OG0014583	Bo9g082070, Bo9g082090	fgenesh1_pm.C_scaffold_6002317
OG0014585	Bo5g049320	fgenesh2_kg.4__575__AT2G26550.1
OG0014586	Bo5g002410	fgenesh2_kg.1__78__AT1G01550.1
OG0014587	Bo5g032000	fgenesh2_kg.1__2297__AT1G21060.1
OG0014588	Bo4g134720	fgenesh2_kg.7__3061__AT5G35690.1
OG0014589	Bo5g020760	scaffold_101717.1
OG0014590	Bo5g122780, Bo3g069060	fgenesh2_kg.3__1946__AT3G17640.1
OG0014591	Bo7g056080, Bo7g056090	Al_scaffold_0004_1228
OG0014592	Bo9g163530, Bo9g163520, Bo9g163540	fgenesh1_pm.C_scaffold_6001276
OG0014593	Bo5g008540	fgenesh2_kg.1__749__AT1G07680.1, fgenesh2_kg.6__2386__AT5G23903.1
OG0014594	Bo9g009490	scaffold_801146.1
OG0014595	Bo6g104030	scaffold_201591.1
OG0014598	Bo3g019240	fgenesh2_kg.8__1673__AT5G57610.1
OG0014599	Bo7g096990	fgenesh2_kg.6__2427__AT5G24314.1
OG0014600	Bo6g099690	Al_scaffold_0002_1170
OG0014601	Bo7g101110, Bo8g081390	fgenesh1_pm.C_scaffold_5001263
OG0014602	Bo5g144720	fgenesh1_pm.C_scaffold_3000492
OG0014603	Bo4g158780	fgenesh2_kg.4__492__AT2G25800.1
OG0014604	Bo3g001980	fgenesh2_kg.6__171__AT5G02590.1
OG0014605	Bo3g134610	scaffold_501683.1
OG0014606	Bo2g070800	scaffold_202016.1
OG0014607	Bo9g175830	fgenesh2_kg.6__626__AT5G06790.1
OG0014608	Bo3g087150	scaffold_303560.1
OG0014609	Bo5g112470	scaffold_302346.1
OG0014610	Bo3g032550	fgenesh2_kg.4__1926__AT2G38570.1
OG0014611	Bo3g002410	fgenesh2_kg.6__268__AT5G03555.1
OG0014612	Bo3g061380, Bo5g141310	Al_scaffold_0003_789
OG0014613	Bo3g134110	fgenesh2_kg.5__1067__AT3G46980.1
OG0014614	Bo2g165940	fgenesh2_kg.8__2400__AT5G63920.1
OG0014615	Bo3g084290	fgenesh2_kg.3__2793__AT2G04530.1
OG0014616	Bo4g078370	scaffold_800909.1
OG0014617	Bo7g014950	fgenesh2_kg.3__2999__AT2G13100.1
OG0014618	Bo8g052630, Bo7g111260	fgenesh2_kg.7__1522__AT4G27080.1
OG0014620	Bo7g004990	scaffold_303837.1
OG0014621	Bo7g077150, Bo9g066920	fgenesh2_kg.8__94__AT5G47020.1
OG0014622	Bo5g021170	fgenesh2_kg.1__1723__AT1G15740.1
OG0014623	Bo3g017240, Bo3g021180	fgenesh1_pm.C_scaffold_8001667
OG0014625	Bo7g064390	fgenesh1_pm.C_scaffold_8002229
OG0014626	Bo2g164020	Al_scaffold_0008_2727
OG0014627	Bo7g103820, Bo1g056690	Al_scaffold_0005_359, scaffold_702990.1
OG0014629	Bo7g054210	fgenesh2_kg.1__2673__AT1G26810.1
OG0014630	Bo8g083670, Bo8g083650	fgenesh2_kg.5__1834__AT3G54420.1
OG0014631	Bo3g085610	fgenesh2_kg.3__2830__AT2G05120.1
OG0014632	Bo1g153630	fgenesh2_kg.3__314__AT3G03680.1
OG0014633	Bo5g137840	scaffold_301135.1
OG0014634	Bo5g106270	fgenesh1_pm.C_scaffold_3001843
OG0014635	Bo1g024190	scaffold_702270.1
OG0014636	Bo9g108670	scaffold_801749.1
OG0014637	Bo8g118250	scaffold_604310.1
OG0014638	Bo9g091360	scaffold_603531.1
OG0014640	Bo8g115110	scaffold_100515.1
OG0014641	Bo7g081160	Al_scaffold_0005_272, Al_scaffold_0005_276
OG0014642	Bo3g153330, Bo7g118700	fgenesh2_kg.7__277__AT4G37710.1
OG0014643	Bo8g109330	Al_scaffold_0001_1062
OG0014644	Bo4g024170	fgenesh2_kg.4__2681__AT2G44920.2
OG0014645	Bo5g008610	fgenesh2_kg.1__802__AT1G07960.3
OG0014646	Bo1g144310	fgenesh1_pm.C_scaffold_3000790
OG0014647	Bo9g070310	scaffold_500086.1
OG0014648	Bo01942s010	scaffold_702191.1, fgenesh1_pg.C_scaffold_7001741, scaffold_800242.1
OG0014649	Bo5g017280	fgenesh2_kg.1__1307__AT1G12050.1
OG0014650	Bo9g006450	scaffold_603934.1
OG0014651	Bo4g108340	fgenesh2_kg.5__2302__AT3G58590.1
OG0014652	Bo9g003860	fgenesh1_pm.C_scaffold_1002873
OG0014653	Bo6g108870	fgenesh1_pg.C_scaffold_2001278
OG0014654	Bo2g013270	fgenesh1_pm.C_scaffold_6001332
OG0014655	Bo2g042260	scaffold_801907.1
OG0014656	Bo5g027770	fgenesh2_kg.1__2160__AT1G19800.1
OG0014657	Bo3g087010	scaffold_303501.1
OG0014658	Bo8g065760, Bo8g107140	fgenesh1_pm.C_scaffold_1001177
OG0014659	Bo9g121000	scaffold_802117.1
OG0014660	Bo5g005220	fgenesh2_kg.1__456__AT1G05100.1
OG0014661	Bo2g095600	fgenesh2_kg.2__2287__AT1G80870.1
OG0014662	Bo1g016430	fgenesh2_kg.7__1252__AT4G29380.1
OG0014663	Bo5g137000	fgenesh2_kg.3__1136__AT3G10940.1
OG0014664	Bo1g039010	fgenesh2_kg.7__1830__AT4G24480.1
OG0014665	Bo8g117870	Al_scaffold_0001_84
OG0014666	Bo7g107680, Bo7g107690	fgenesh2_kg.7__2109__AT4G21920.1
OG0014668	Bo5g095750	fgenesh2_kg.3__2471__AT3G22510.1
OG0014669	Bo9g048790	fgenesh1_pm.C_scaffold_2000412
OG0014670	Bo4g130790	scaffold_703275.1
OG0014671	Bo1g020200	fgenesh2_kg.7__2383__AT4G19050.1
OG0014672	Bo6g026000	fgenesh2_kg.1__4210__AT1G51440.1
OG0014673	Bo1g084730	fgenesh1_pg.C_scaffold_5001541
OG0014674	Bo6g056260	fgenesh1_pm.C_scaffold_9000018
OG0014675	Bo7g113290	scaffold_701382.1
OG0014676	Bo4g120110	fgenesh2_kg.5__1813__AT3G54240.1
OG0014677	Bo1g057380	fgenesh2_kg.7__2845__AT4G14820.1
OG0014678	Bo5g121470	fgenesh2_kg.3__1974__AT3G17880.1
OG0014679	Bo2g080800	fgenesh2_kg.2__1661__AT1G73930.1
OG0014681	Bo1g052890, Bo7g105020	fgenesh2_kg.7__2588__AT4G17215.1
