Orthogroup	Brassica_oleracea	Aethionema_arabicum
OG0011483	Bo3g149030, Bo7g043580	AA18G00123, AA30G00002
OG0011484	Bo2g028670	AA198G00008
OG0011485	Bo9g169610, Bo2g010830	AA44G00461
OG0011486	Bo5g141820	AA29G00100
OG0011487	Bo8g004350	AA19G00067, AA19G00065
OG0011488	Bo9g058460	AA3G00214
OG0011489	Bo6g116030	AA31G00684, AA31G00680
OG0011491	Bo6g115880	AA31G00700
OG0011492	Bo6g120240	AA31G00342
OG0011493	Bo9g017890, Bo3g102980	AA8G00351
OG0011494	Bo1g138500	AA26G00041
OG0011495	Bo3g035090	AA93G00064
OG0011496	Bo8g082170	AA18G00030
OG0011497	Bo7g106610, Bo1g021540	AA57G00207
OG0011498	Bo1g001140	AA20G00070
OG0011499	Bo5g025920	AA6G00186, AA39G00173
OG0011500	Bo4g186900	AA60G00034
OG0011501	Bo9g017570	AA4G00055
OG0011502	Bo9g011180, Bo7g095690	AA12G00127
OG0011503	Bo7g002090, Bo9g027530	AA33G00198
OG0011504	Bo01589s010, Bo8g102640	AA33G00241
OG0011505	Bo1g010730	AA48G00020
OG0011506	Bo6g099430	AA53G01153
OG0011507	Bo8g108590	AA65G00239
OG0011509	Bo00877s060, Bo2g068230	AA54G00295
OG0011510	Bo8g004360, Bo5g005040	AA19G00069
OG0011511	Bo2g127050	AA6G00064
OG0011512	Bo5g122690	AA26G00449
OG0011513	Bo1g039720, Bo7g110000	AA131G00013
OG0011514	Bo7g098750	AA5G00144
OG0011516	Bo5g134950, Bo1g139700	AA341G00003
OG0011517	Bo7g087140	AA53G01086
OG0011519	Bo5g002500	AA1G00081
OG0011520	Bo7g109560	AA31G00033
OG0011521	Bo1g010160	AA121G00007
OG0011522	Bo4g015980	AA21G00039
OG0011523	Bo1g057410	AA87G00240
OG0011524	Bo2g018080, Bo9g153710	AA7G00113
OG0011525	Bo2g132390, Bo7g077630	AA129G00010
OG0011526	Bo8g021820, Bo6g003490	AA76G00010
OG0011527	Bo5g020690	AA37G00195
OG0011528	Bo2g066810, Bo6g094990	AA38G00086
OG0011529	Bo4g071990	AA32G00896
OG0011530	Bo2g100740, Bo9g005940	AA32G00288
OG0011531	Bo8g091930, Bo6g072960	AA61G00203
OG0011532	Bo8g092640	AA61G00266
OG0011533	Bo6g108560, Bo2g062590	AA73G00006
OG0011534	Bo3g041780	AA32G00983
OG0011535	Bo7g077980, Bo2g133710	AA61G00502
OG0011536	Bo3g024060, Bo9g097340	AA75G00038
OG0011537	Bo3g083140	AA50G00033
OG0011538	Bo4g013410, Bo4g191030	AA19G00470
OG0011539	Bo31934s010	AA126G00002
OG0011539	Bo6g042630, Bo3g041740	AA215G00010
OG0011540	Bo7g064370	AA8G00038
OG0011541	Bo9g007970	AA53G00873
OG0011542	Bo3g021070, Bo9g123750	AA25G00161
OG0011543	Bo1g134810, Bo1g134800	AA26G00104
OG0011544	Bo5g034790	AA39G00383
OG0011546	Bo7g005920, Bo9g027650	AA33G00226
OG0011547	Bo8g012700	AA2G00036
OG0011548	Bo3g062090, Bo5g139380	AA93G00099
OG0011549	Bo2g161260	AA5G00178
OG0011550	Bo4g144140, Bo3g009230	AA172G00004
OG0011551	Bo4g125670, Bo7g101410	AA18G00084
OG0011553	Bo5g085100	AA54G00099
OG0011554	Bo1g008320, Bo7g116060	AA803G00001
OG0011556	Bo8g082900	AA60G00040
OG0011557	Bo1g007440	AA118G00007
OG0011558	Bo7g075870	AA222G00001, AA56G00001
OG0011559	Bo9g133190, Bo2g031360	AA44G00642
OG0011560	Bo7g111420, Bo1g049330	AA32G01097
OG0011561	Bo2g080580	AA31G00608
OG0011562	Bo3g008770, Bo9g169420	AA44G00485
OG0011563	Bo4g074190	AA32G00908
OG0011564	Bo6g076320, Bo8g093190	AA61G00321
OG0011566	Bo4g139300	AA87G00172
OG0011567	Bo8g030710	AA867G00001
OG0011568	Bo7g061850, Bo8g069970	AA39G00265
OG0011569	Bo9g149720, Bo2g023690	AA8G00246
OG0011570	Bo5g049240, Bo8g028900	AA53G00253
OG0011571	Bo8g095130	AA21G00239, AA61G00402
OG0011572	Bo7g052850	AA39G00673
OG0011576	Bo9g176710	AA105G00018
OG0011577	Bo3g035600	AA10G00483
OG0011579	Bo3g023590, Bo9g102460	AA378G00001
OG0011580	Bo6g064780, Bo4g140560	AA87G00085
OG0011581	Bo2g029130, Bo9g133450	AA44G00617
OG0011583	Bo8g058970, Bo5g010360	AA65G00050
OG0011584	Bo5g009910, Bo8g111120	AA42G00002
OG0011585	Bo8g087250	AA91G00003
OG0011587	Bo4g145750, Bo8g102000	AA46G00032
OG0011588	Bo9g108660, Bo2g047310	AA77G00025
OG0011589	Bo1g037510, Bo1g037520	AA54G00236
OG0011591	Bo4g139850	AA20G00106
OG0011592	Bo2g146090	AA53G01031
OG0011595	Bo2g166490	AA32G00757
OG0011596	Bo9g028790	AA53G01391
OG0011597	Bo8g092560, Bo4g108600	AA61G00253
OG0011598	Bo9g033780	AA53G01330
OG0011599	Bo3g013630	AA3G00185
OG0011600	Bo2g001230, Bo4g139460	AA61G00327
OG0011601	Bo1g075750	AA21G00545
OG0011602	Bo7g040290	AA78G00002, AA78G00006
OG0011604	Bo6g115930	AA31G00693
OG0011605	Bo4g038970, Bo3g028200	AA9G00076
OG0011606	Bo5g133490	AA252G00003
OG0011607	Bo1g052850	AA57G00006
OG0011608	Bo7g040630	AA57G00131
OG0011609	Bo4g145650	AA20G00080
OG0011610	Bo4g116760, Bo8g089700	AA61G00029
OG0011612	Bo3g184060, Bo6g031500, Bo00534s170	AA15G00119
OG0011613	Bo1g098490, Bo2g015410, Bo4g087150	AA53G00568
OG0011614	Bo3g131520, Bo1g070710	AA16G00046
OG0011615	Bo8g065250	AA65G00341
OG0011616	Bo5g155050, Bo3g055110	AA32G01157
OG0011617	Bo9g151450, Bo3g015380	AA8G00184
OG0011618	Bo7g119190	AA20G00002
OG0011619	Bo4g198700	AA21G00482
OG0011620	Bo7g091480	AA53G01058
OG0011621	Bo2g116630	AA61G00220
OG0011622	Bo4g027440	AA4G00136
OG0011623	Bo9g176600	AA105G00028
OG0011624	Bo4g187170, Bo4g030230	AA1529G00001
OG0011625	Bo1g101520, Bo1g101510	AA2G00003
OG0011628	Bo5g141210	AA29G00159
OG0011630	Bo5g132970, Bo3g065270	AA26G00021
OG0011631	Bo6g118580	AA31G00520
OG0011632	Bo2g012270, Bo3g010020	AA40G00588
OG0011633	Bo4g003460	AA21G00477
OG0011634	Bo6g019790	AA2G00116
OG0011635	Bo6g119250	AA31G00447
OG0011636	Bo2g097410	AA53G01248
OG0011637	Bo3g060710, Bo5g143320	AA29G00054, AA29G00053
OG0011638	Bo6g086730, Bo6g119130	AA31G00458
OG0011639	Bo2g118230, Bo7g065320	AA32G00439
OG0011640	Bo3g043140	AA43G00103
OG0011641	Bo7g104010	AA18G00155
OG0011642	Bo1g045280	AA10G00474
OG0011643	Bo4g182300	AA43G00004
OG0011644	Bo3g004940	AA44G00171
OG0011645	Bo3g040620	AA8G00248
OG0011646	Bo1g025880	AA57G00396
OG0011647	Bo00874s030, Bo3g123550	AA24G00049
OG0011648	Bo7g104660, Bo1g053470	AA53G00294
OG0011649	Bo2g110650, Bo3g044530	AA3G00137
OG0011650	Bo9g005680	AA32G00264
OG0011651	Bo3g023160, Bo2g047750	AA55G00008
OG0011652	Bo3g026500	AA32G00552
OG0011653	Bo3g101260	AA4G00186
OG0011654	Bo4g186470	AA60G00099
OG0011656	Bo6g080800, Bo6g124100	AA31G00835
OG0011657	Bo3g018670, Bo9g135240	AA198G00028
OG0011658	Bo2g024800, Bo9g143670	AA8G00327
OG0011659	Bo5g027590	AA39G00228
OG0011660	Bo4g105100	AA61G00394
OG0011661	Bo1g037130, Bo7g109080	AA54G00265
OG0011662	Bo5g001250	AA1G00117
OG0011663	Bo6g039640	AA15G00042
OG0011664	Bo9g181290	AA19G00176
OG0011665	Bo4g161400, Bo00966s020	AA32G00946
OG0011666	Bo9g171640	AA44G00356
OG0011667	Bo4g197190, Bo01827s010	AA21G00390
OG0011668	Bo3g143140	AA155G00006
OG0011669	Bo2g036530, Bo9g123440	AA25G00144
OG0011670	Bo5g086780	AA54G00203
OG0011671	Bo01229s010, Bo5g087050	AA53G00240
OG0011673	Bo4g187740, Bo3g032730	AA60G00207
OG0011674	Bo9g059820, Bo2g123300	AA32G00361
OG0011675	Bo7g062400, Bo7g005960	AA33G00224
OG0011676	Bo8g099080	AA54G00383
OG0011677	Bo8g104500, Bo5g126060	AA39G00108
OG0011678	Bo5g132030, Bo1g134920	AA26G00100
OG0011679	Bo3g035650, Bo4g190930	AA19G00445
OG0011680	Bo5g136930	AA63G00051
OG0011681	Bo9g004150	AA32G00202
OG0011682	Bo4g187110	AA60G00001
OG0011683	Bo5g048920	AA53G00214
OG0011685	Bo5g008050, Bo8g114240	AA90G00025
OG0011686	Bo5g042800, Bo7g054060	AA39G00647
OG0011687	Bo9g043730	AA53G00499
OG0011688	Bo7g079970	AA53G00665
OG0011689	Bo3g101500	AA4G00160
OG0011690	Bo8g043270, Bo7g104240, Bo1g055080	AA18G00186
OG0011691	Bo9g130950	AA44G00665
OG0011692	Bo1g010560	AA324G00004
OG0011693	Bo5g137770	AA93G00178
OG0011694	Bo2g095740, Bo6g080590	AA37G00160
OG0011695	Bo9g056150	AA53G00351
OG0011696	Bo7g041050	AA79G00043
OG0011697	Bo5g030680	AA39G00312
OG0011698	Bo5g005120	AA19G00049
OG0011699	Bo9g184750	AA19G00318
OG0011700	Bo8g080630, Bo7g100690	AA13G00022
OG0011701	Bo1g055010, Bo7g104280	AA18G00192
OG0011702	Bo7g115040	AA102G00282
OG0011703	Bo5g005010	AA19G00061
OG0011704	Bo1g152030	AA10G00159
OG0011705	Bo4g134700, Bo8g030490	AA487G00004
OG0011706	Bo8g069880	AA39G00255
OG0011707	Bo9g166620	AA8G00285
OG0011708	Bo5g132940	AA26G00026
OG0011709	Bo3g052520	AA32G00275
OG0011710	Bo5g005570	AA4G00009
OG0011711	Bo9g141150	AA8G00348
OG0011713	Bo5g134830, Bo3g064760	AA219G00007, AA64G00002
OG0011714	Bo1g050900	AA143G00010, AA143G00009
OG0011715	Bo4g137350	AA683G00002
OG0011716	Bo5g034810	AA39G00385
OG0011717	Bo3g102940	AA4G00128
OG0011718	Bo1g153700	AA10G00245
OG0011719	Bo9g011490, Bo7g096260	AA12G00063
OG0011720	Bo3g010670, Bo3g010780	AA40G00513
OG0011721	Bo6g113270	AA31G00103
OG0011722	Bo3g113620	AA96G00088
OG0011723	Bo5g154000, Bo00851s050	AA32G01172
OG0011724	Bo8g030560	AA78G00009
OG0011725	Bo8g104570	AA39G00119
OG0011726	Bo3g055090	AA32G01163
OG0011727	Bo2g005470, Bo9g181340	AA19G00182
OG0011728	Bo00615s240	AA4G00245
OG0011730	Bo8g025550	AA54G00075
OG0011731	Bo8g081910, Bo7g100730	AA13G00020
OG0011732	Bo3g123740	AA24G00003
OG0011733	Bo1g040660	AA81G00028
OG0011734	Bo7g017460	AA3G00172
OG0011735	Bo3g027790, Bo4g039460	AA18G00117
OG0011736	Bo9g024610	AA33G00069
OG0011737	Bo2g167610	AA8G00106
OG0011738	Bo1g078240	AA96G00119
OG0011739	Bo5g148180	AA10G00171
OG0011740	Bo2g002740	AA19G00277
OG0011741	Bo4g038990	AA9G00074
OG0011743	Bo9g017960	AA4G00143
OG0011744	Bo2g159500, Bo7g096970	AA12G00003
OG0011745	Bo4g161170	AA32G00990
OG0011746	Bo1g039210, Bo8g050400	AA31G00019
OG0011748	Bo5g136290, Bo1g139900	AA52G00036
OG0011749	Bo00946s030	AA55G00061
OG0011750	Bo8g081260	AA771G00001
OG0011751	Bo5g008940, Bo8g112540	AA269G00001
OG0011753	Bo5g133400, Bo3g065010	AA81G00010
OG0011754	Bo2g120470	AA53G00491
OG0011756	Bo6g116350, Bo6g116370, Bo18956s010, Bo2g079150	AA31G00652
OG0011758	Bo3g062790	AA93G00246
OG0011759	Bo3g068990, Bo1g120430, Bo5g122840	AA26G00432
OG0011761	Bo7g095290, Bo9g010940, Bo2g156190	AA40G00169
OG0011762	Bo3g045520, Bo9g094030	AA6G00338
OG0011763	Bo4g139280	AA87G00175
OG0011765	Bo3g077370, Bo5g103590	AA26G00766
OG0011766	Bo7g084150, Bo2g140270	AA53G00906
OG0011767	Bo8g095340, Bo4g104890	AA61G00445
OG0011771	Bo6g122040, Bo2g093440	AA31G00720
OG0011775	Bo9g092710	AA3G00015
OG0011776	Bo8g066860, Bo5g022240	AA37G00038
OG0011777	Bo8g069740	AA31G00409, AA39G00242
OG0011778	Bo8g076440	AA39G00614
OG0011780	Bo5g051920, Bo7g050000	AA39G00772
OG0011781	Bo2g013520	AA54G00038
OG0011782	Bo00534s200	AA15G00113
OG0011783	Bo3g184040	AA15G00114
OG0011784	Bo5g049120	AA141G00010, AA19G00044
OG0011785	Bo6g051180, Bo6g034380	AA15G00183
OG0011786	Bo6g121470, Bo2g093000, Bo2g093020	AA31G00194
OG0011787	Bo5g156310, Bo1g158760	AA10G00421, AA10G00420
OG0011788	Bo5g137200	AA93G00253
OG0011790	Bo3g027760, Bo4g039720, Bo4g182720	AA18G00108
OG0011791	Bo4g151030, Bo8g100870	AA46G00164
OG0011793	Bo7g078250, Bo9g069950	AA53G00622
OG0011794	Bo3g002580, Bo2g005250	AA19G00209
OG0011795	Bo7g110240, Bo6g027850	AA80G00005
OG0011796	Bo7g110190, Bo3g084240, Bo1g040040	AA80G00006
OG0011797	Bo3g153020, Bo1g003190	AA30G00312
OG0011798	Bo8g049620, Bo1g017720	AA57G00038
OG0011800	Bo7g115900, Bo3g171020	AA48G00030
OG0011801	Bo1g010050, Bo3g171140	AA94G00019
OG0011802	Bo7g064480, Bo9g021650	AA8G00046
OG0011803	Bo7g068820	AA6G00169, AA6G00132
OG0011806	Bo4g094310, Bo9g036870	AA53G01409
OG0011808	Bo6g086970, Bo2g082120	AA31G00502
OG0011809	Bo5g126340	AA26G00324
OG0011811	Bo1g102210	AA17G00123
OG0011814	Bo7g101470, Bo8g080840	AA160G00007, AA18G00067
OG0011815	Bo2g012970	AA53G00250, AA53G00251, AA40G00485
OG0011816	Bo3g045370	AA3G00017
OG0011817	Bo2g104970, Bo3g045700	AA6G00312
OG0011818	Bo3g153790	AA30G00203, AA30G00202, AA30G00201
OG0011819	Bo7g115820	AA94G00014
OG0011822	Bo7g048490, Bo4g136180	AA27G00193
OG0011827	Bo7g108900	AA65G00246
OG0011827	Bo8g059150	AA54G00031, AA6G00003, AA554G00004, AA261G00003, AA59G00025, AA1028G00002, AA60G00151, AA151G00006, AA245G00005, AA54G00205, AA103G00006, AA22G00093, AA505G00001
OG0011834	Bo2g068390	AA38G00036
OG0011835	Bo8g091830	AA57G00251
OG0011836	Bo5g042690	AA39G00634
OG0011838	Bo3g158550	AA57G00181
OG0011841	Bo1g027150	AA57G00432
OG0011842	Bo6g119520	AA31G00421
OG0011843	Bo5g137800	AA93G00174
OG0011844	Bo8g114720, Bo5g007270	AA23G00009
OG0011845	Bo6g113210	AA31G00097
OG0011846	Bo8g099560	AA106G00012
OG0011847	Bo3g036320	AA21G00091
OG0011849	Bo8g099530	AA190G00003
OG0011850	Bo1g016310	AA102G00099
OG0011852	Bo8g080940, Bo7g101440	AA18G00078
OG0011853	Bo3g185850	AA8G00128
OG0011854	Bo8g072700	AA39G00513
OG0011855	Bo4g136490	AA102G00112
OG0011856	Bo8g101970	AA46G00033
OG0011859	Bo2g043350	AA11G00054
OG0011860	Bo8g090910	AA61G00123
OG0011861	Bo4g139920	AA87G00141
OG0011862	Bo9g022410	AA144G00007
OG0011863	Bo5g141490	AA29G00132
OG0011864	Bo1g016550	AA102G00082
OG0011865	Bo3g001620	AA19G00343
OG0011866	Bo9g166150	AA40G00623
OG0011867	Bo3g026540	AA32G00547
OG0011868	Bo7g009710	AA33G00155
OG0011870	Bo7g104140	AA18G00172
OG0011871	Bo8g081510, Bo1g059140	AA46G00188
OG0011872	Bo4g039390	AA57G00506
OG0011873	Bo9g175260	AA44G00004
OG0011876	Bo4g024720	AA21G00290
OG0011878	Bo4g125680, Bo8g081010	AA18G00086
OG0011879	Bo1g019480	AA57G00118
OG0011880	Bo3g023500	AA32G00712
OG0011881	Bo4g122740	AA36G00029
OG0011882	Bo03022s010	AA53G00819
OG0011884	Bo7g040900	AA17G00116
OG0011885	Bo4g035010	AA60G00183
OG0011886	Bo1g022410	AA57G00278
OG0011887	Bo8g118140	AA1G00110
OG0011888	Bo4g116690	AA61G00034
OG0011889	Bo4g194620	AA21G00150
OG0011890	Bo7g111370	AA32G01101, AA98G00022
OG0011891	Bo9g171350	AA44G00388
OG0011892	Bo7g111940, Bo1g051260	AA5G00124
OG0011893	Bo3g184480	AA26G00125
OG0011894	Bo2g114060	AA3G00181
OG0011895	Bo6g121670	AA31G00174
OG0011896	Bo9g148260	AA8G00283
OG0011897	Bo4g166850	AA32G00830
OG0011898	Bo3g142930, Bo5g052360	AA213G00002
OG0011899	Bo9g118930	AA25G00023
OG0011901	Bo9g098730	AA41G00060
OG0011902	Bo4g195320, Bo4g024310	AA21G00251
OG0011904	Bo2g050870	AA143G00006
OG0011905	Bo6g030900	AA15G00069
OG0011907	Bo3g009280	AA310G00004
OG0011908	Bo7g081410	AA53G00769
OG0011909	Bo9g116190	AA11G00034
OG0011910	Bo4g154300	AA22G00098
OG0011911	Bo8g005810	AA7G00147
OG0011912	Bo4g098510	AA61G00610
OG0011913	Bo2g002840, Bo9g183180	AA19G00264
OG0011914	Bo5g043540, Bo3g139880	AA39G00710
OG0011917	Bo3g151420	AA30G00369
OG0011918	Bo5g109940	AA26G00692
OG0011919	Bo8g102140	AA33G00352
OG0011920	Bo9g058200	AA3G00186
OG0011921	Bo4g024270	AA21G00248
OG0011922	Bo5g140100	AA29G00173
OG0011925	Bo9g176720	AA105G00017, AA391G00001
OG0011926	Bo7g040600	AA17G00132
OG0011927	Bo8g045970	AA53G00278
OG0011928	Bo5g137230	AA10G00100
OG0011930	Bo8g002630	AA7G00095
OG0011931	Bo7g026730	AA709G00001
OG0011932	Bo4g186640	AA60G00073
OG0011933	Bo5g127620	AA26G00204
OG0011934	Bo2g007140	AA105G00033
OG0011936	Bo7g089120	AA10G00355
OG0011938	Bo2g080530	AA31G00613
OG0011939	Bo8g059800	AA65G00162
OG0011940	Bo1g002760	AA30G00367
OG0011941	Bo1g022480	AA57G00285
OG0011942	Bo1g151620, Bo5g145440	AA10G00064
OG0011943	Bo9g012580, Bo7g096570	AA12G00037
OG0011944	Bo4g160000	AA32G01056
OG0011945	Bo1g023820, Bo3g162790	AA57G00311
OG0011946	Bo1g108620, Bo5g106200	AA26G00746
OG0011947	Bo2g048270	AA41G00003
OG0011948	Bo7g106260	AA57G00155
OG0011950	Bo6g018050	AA10G00496, AA2G00043
OG0011951	Bo3g179840	AA634G00003
OG0011952	Bo4g097070	AA61G00660
OG0011953	Bo7g118690	AA30G00281
OG0011956	Bo8g081150, Bo4g125740	AA18G00094
OG0011957	Bo4g029750	AA44G00358
OG0011959	Bo7g105370	AA57G00047
OG0011960	Bo3g023310	AA55G00035
OG0011961	Bo3g114930	AA96G00034
OG0011962	Bo1g060540	AA13G00021
OG0011963	Bo1g017690	AA57G00033
OG0011964	Bo8g015010	AA3G00209
OG0011966	Bo4g025060	AA21G00327
OG0011967	Bo7g089230	AA40G00064, AA5G00330
OG0011968	Bo8g030830	AA27G00211
OG0011969	Bo8g066810	AA37G00048
OG0011972	Bo8g108310	AA65G00272
OG0011973	Bo4g053680	AA32G00617
OG0011974	Bo4g025630, Bo3g034660	AA29G00275
OG0011975	Bo3g009850	AA217G00006, AA40G00659
OG0011978	Bo5g005670	AA4G00018
OG0011979	Bo3g041810, Bo9g071660	AA32G01000
OG0011981	Bo3g107210	AA5G00048
OG0011982	Bo7g119130, Bo1g002570	AA30G00379
OG0011984	Bo5g139610	AA29G00221
OG0011985	Bo4g071880	AA32G00888
OG0011987	Bo4g137590	AA27G00003
OG0011989	Bo9g092620	AA3G00022
OG0011990	Bo4g120460	AA124G00005
OG0011991	Bo5g004980	AA19G00059
OG0011992	Bo00795s050	AA53G01373
OG0011993	Bo6g118250	AA31G00548
OG0011994	Bo9g058480	AA3G00216
OG0011996	Bo2g068330	AA38G00040
OG0011997	Bo8g098700	AA32G01028
OG0011998	Bo9g151770	AA8G00165
OG0012000	Bo2g150260	AA1188G00002
OG0012001	Bo3g009220, Bo9g166710	AA226G00004
OG0012003	Bo1g007680	AA118G00052
OG0012005	Bo5g107400	AA26G00732
OG0012008	Bo9g084660	AA9G00192
OG0012009	Bo4g030420	AA60G00015
OG0012010	Bo4g086660, Bo1g098000	AA53G00541
OG0012011	Bo4g030750	AA60G00056
OG0012012	Bo3g107150	AA5G00045
OG0012013	Bo3g179630	AA32G01215
OG0012014	Bo6g044150	AA54G00126
OG0012015	Bo3g015160	AA8G00144
OG0012016	Bo1g151760	AA10G00104
OG0012017	Bo8g076900	AA96G00098
OG0012018	Bo2g151790, Bo7g092880	AA40G00017
OG0012019	Bo3g141780	AA217G00001
OG0012020	Bo6g118630	AA31G00516
OG0012021	Bo8g101820	AA46G00060
OG0012022	Bo9g097190	AA75G00035
OG0012024	Bo3g184320	AA15G00149
OG0012025	Bo2g051380	AA53G01161
OG0012026	Bo8g104230	AA39G00161
OG0012027	Bo2g129780, Bo7g074020	AA56G00074
OG0012028	Bo3g031620	AA60G00057
OG0012029	Bo1g123680	AA26G00319
OG0012030	Bo5g027400	AA39G00216
OG0012031	Bo3g001330	AA19G00423
OG0012032	Bo6g056310	AA1057G00001
OG0012033	Bo3g127220	AA74G00031
OG0012035	Bo9g186080	AA19G00408
OG0012036	Bo5g138080	AA93G00141
OG0012039	Bo3g019710	AA44G00706
OG0012040	Bo5g132130	AA26G00096
OG0012041	Bo8g090200	AA61G00061
OG0012042	Bo1g007460	AA118G00011
OG0012044	Bo5g013360	AA65G00149
OG0012045	Bo6g119040	AA31G00466
OG0012046	Bo2g028970	AA44G00597
OG0012047	Bo5g101130	AA26G00785
OG0012048	Bo1g078990	AA13G00132
OG0012049	Bo6g118690	AA31G00509
OG0012050	Bo3g175070	AA102G00273
OG0012051	Bo3g042820	AA28G00006
OG0012052	Bo2g137220	AA53G00785
OG0012054	Bo4g122910, Bo4g122920	AA36G00017
OG0012055	Bo2g154020, Bo7g093370	AA40G00054
OG0012057	Bo4g006930	AA21G00411
OG0012058	Bo3g092220	AA8G00120
OG0012059	Bo1g063840	AA72G00012
OG0012060	Bo9g005580	AA32G00255
OG0012061	Bo9g013710	AA5G00292
OG0012062	Bo1g094610	AA53G00524, AA424G00004
OG0012063	Bo5g034690	AA39G00374
OG0012064	Bo1g039710	AA131G00018
OG0012065	Bo1g092870	AA53G00481
OG0012066	Bo4g137470	AA27G00011
OG0012067	Bo4g188380	AA29G00318
OG0012068	Bo5g143190, Bo1g147750	AA29G00065
OG0012069	Bo1g039790	AA131G00007
OG0012070	Bo6g014390	AA2G00007
OG0012071	Bo6g066440	AA87G00037
OG0012072	Bo5g038840	AA39G00468
OG0012073	Bo6g049390	AA54G00195
OG0012074	Bo4g159910	AA32G01066
OG0012075	Bo5g127320, Bo3g066720	AA26G00233
OG0012076	Bo5g143410	AA29G00042
OG0012077	Bo4g194300, Bo3g036560	AA21G00112
OG0012078	Bo6g125590	AA31G00890
OG0012080	Bo7g031790	AA69G00042
OG0012081	Bo4g074130	AA32G00906
OG0012082	Bo4g071910	AA32G00892
OG0012083	Bo4g038980	AA9G00075
OG0012085	Bo5g052320	AA262G00004
OG0012088	Bo3g130410	AA16G00060
OG0012089	Bo3g087160	AA322G00003
OG0012090	Bo8g030520	AA643G00001
OG0012091	Bo7g115420	AA207G00009
OG0012092	Bo3g058530	AA10G00151
OG0012093	Bo2g068120	AA38G00061
OG0012094	Bo1g023810	AA57G00310
OG0012095	Bo8g101440	AA46G00106
OG0012096	Bo6g111010, Bo2g068140	AA38G00052
OG0012097	Bo7g040970	AA53G00007
OG0012098	Bo9g084650	AA9G00185
OG0012099	Bo00998s020	AA55G00057, AA55G00056
OG0012100	Bo6g086940, Bo6g118810	AA31G00495
OG0012106	Bo5g141650, Bo1g147450	AA29G00113
OG0012107	Bo3g003860	AA119G00020
OG0012108	Bo6g118380, Bo2g080910	AA31G00533
OG0012109	Bo5g139560	AA93G00072
OG0012111	Bo4g128450	AA87G00341
OG0012113	Bo7g115230	AA102G00302
OG0012114	Bo9g004130	AA32G00199
OG0012115	Bo7g084070	AA53G00900
OG0012116	Bo2g007560, Bo9g175300	AA44G00008
OG0012117	Bo7g065600	AA32G00420
OG0012118	Bo00685s010	AA2G00038
OG0012119	Bo8g081630	AA13G00003
OG0012120	Bo5g126160	AA26G00339
OG0012121	Bo1g009920	AA590G00001
OG0012123	Bo8g092960	AA61G00298
OG0012124	Bo5g007870	AA8G00339, AA23G00098
OG0012125	Bo3g108150	AA5G00106
OG0012126	Bo2g052700	AA53G01126
OG0012127	Bo1g055410	AA19G00106
OG0012128	Bo3g172220, Bo1g010100	AA121G00001
OG0012129	Bo5g145360	AA10G00070
OG0012130	Bo3g052280	AA32G00307
OG0012131	Bo3g025260	AA32G00583
OG0012132	Bo8g115750	AA19G00137
OG0012133	Bo1g134370	AA99G00004
OG0012134	Bo2g103310, Bo9g006300	AA32G00328
OG0012135	Bo4g058450	AA32G00658
OG0012136	Bo4g149570	AA46G00129
OG0012137	Bo7g033120	AA50G00049
OG0012138	Bo9g044000	AA53G00489, AA53G00487
OG0012140	Bo6g113290	AA31G00106
OG0012142	Bo00766s100, Bo7g117020	AA45G00035
OG0012143	Bo7g096490	AA62G00070, AA62G00077
OG0012144	Bo9g166100	AA40G00630
OG0012145	Bo8g068600	AA39G00235
OG0012146	Bo9g166030	AA40G00640
OG0012147	Bo5g043790	AA39G00732
OG0012149	Bo8g027080, Bo6g044230	AA54G00130
OG0012150	Bo7g096670	AA12G00031
OG0012151	Bo6g064920, Bo4g140810	AA87G00080
OG0012152	Bo9g181330, Bo2g005480	AA19G00181
OG0012153	Bo8g007160	AA23G00084
OG0012154	Bo3g032970	AA60G00227
OG0012155	Bo1g020160, Bo7g106430	AA57G00171
OG0012156	Bo3g039800	AA21G00539
OG0012158	Bo9g133410	AA44G00621
OG0012160	Bo3g048640	AA6G00282
OG0012162	Bo3g068580	AA26G00389
OG0012163	Bo1g027140	AA57G00431
OG0012165	Bo1g005290	AA30G00205
OG0012166	Bo1g037340	AA54G00246
OG0012167	Bo03062s010, Bo7g045850	AA49G00013
OG0012168	Bo8g055910	AA103G00016
OG0012169	Bo6g121160	AA31G00258
OG0012170	Bo01040s050	AA53G00625
OG0012171	Bo9g022190	AA87G00139
OG0012173	Bo5g132280, Bo3g065660	AA26G00078
OG0012174	Bo6g081550	AA31G00738
OG0012176	Bo5g137710	AA93G00189
OG0012177	Bo7g079940	AA53G00663
OG0012178	Bo7g048450	AA1359G00002
OG0012179	Bo3g185080	AA32G00854
OG0012180	Bo00962s030	AA3G00145
OG0012181	Bo9g069910	AA53G00616
OG0012182	Bo3g090000, Bo7g021070	AA123G00055
OG0012184	Bo6g116850, Bo2g080660	AA31G00600
OG0012185	Bo4g139110	AA9G00048
OG0012186	Bo3g071550	AA26G00527
OG0012187	Bo8g107110	AA14G00010
OG0012188	Bo7g083760, Bo7g083770	AA53G00874
OG0012191	Bo2g101970, Bo3g052260	AA32G00304
OG0012192	Bo4g078770	AA3G00218
OG0012194	Bo6g010430	AA383G00001
OG0012195	Bo1g025580, Bo1g025590	AA57G00380
OG0012196	Bo5g143440	AA29G00038
OG0012197	Bo3g053070	AA32G00226
