Orthogroup	Brassica_oleracea	Brassica_rapa
OG0017145	Bo9g133370	Bra002711
OG0017146	Bo5g137720	Bra029820
OG0017146	Bo1g144130	Bra034095
OG0017147	Bo4g187420	Bra017135
OG0017148	Bo5g127430	Bra027276
OG0017149	Bo2g082220	Bra008159
OG0017150	Bo6g022480	Bra018871
OG0017151	Bo3g097790	Bra024412
OG0017152	Bo6g112530	Bra016177
OG0017153	Bo2g116230	Bra035323
OG0017154	Bo8g070010	Bra016475
OG0017154	Bo01443s010	Bra025794
OG0017155	Bo5g048620	Bra023240
OG0017155	Bo4g038510	Bra005330
OG0017156	Bo5g048930	Bra023256
OG0017157	Bo5g056010	Bra041132
OG0017157	Bo02244s010, Bo7g047030	Bra030100
OG0017160	Bo1g033220	Bra033943
OG0017161	Bo8g050830, Bo5g010390, Bo6g067790	Bra022849, Bra017129, Bra030982
OG0017161	Bo3g123620	Bra027034, Bra035274
OG0017161	Bo8g058670, Bo6g114570	Bra039627, Bra021697
OG0017163	Bo06751s010	Bra039626
OG0017163	Bo8g058690	Bra033307, Bra023808, Bra030085, Bra003643, Bra017457
OG0017163	Bo5g125040, Bo6g067030, Bo5g019800	Bra002912, Bra027113
OG0017165	Bo5g124920, Bo2g116930	Bra039772, Bra033789
OG0017165	Bo3g123660, Bo8g080320, Bo5g037390, Bo3g134540, Bo4g092770, Bo9g161820, Bo3g173580, Bo5g118840	Bra023215
OG0017166	Bo00616s050	Bra033788, Bra038916
OG0017166	Bo9g096890	Bra035401
OG0017166	Bo9g081990	Bra040494, Bra015136, Bra035402
OG0017166	Bo8g050650, Bo8g011370	Bra028074
OG0017167	Bo1g087590, Bo2g133930, Bo01929s010, Bo5g070900, Bo01402s020, Bo7g045350, Bo2g140320, Bo4g098710, Bo4g074380, Bo5g115690, Bo1g118890, Bo8g088380	Bra038382
OG0017170	Bo3g013130	Bra006458
OG0017170	Bo9g029210	Bra027651
OG0017171	Bo9g097320	Bra009647
OG0017171	Bo3g064410, Bo5g118950	Bra035697, Bra029962
OG0017171	Bo5g009850, Bo3g053160, Bo5g027580, Bo9g120860, Bo1g087830, Bo2g099250	Bra035395
OG0017183	Bo8g105960	Bra026755
OG0017185	Bo5g025610	Bra025668
OG0017187	Bo8g048310	Bra021052
OG0017189	Bo5g008510	Bra018683
OG0017190	Bo7g045480	Bra030137
OG0017191	Bo7g092690	Bra010039
OG0017192	Bo3g129940	Bra038285
OG0017195	Bo8g082020	Bra006930
OG0017197	Bo5g025650	Bra025675
OG0017198	Bo6g064430	Bra028455
OG0017199	Bo9g171320	Bra008966
OG0017201	Bo3g018880	Bra006779
OG0017202	Bo8g021690	Bra014040
OG0017204	Bo2g055570	Bra034014
OG0017208	Bo7g040320	Bra014962
OG0017209	Bo8g096030	Bra007609
OG0017210	Bo9g081830	Bra010143
OG0017212	Bo1g002360	Bra011876
OG0017213	Bo5g108600	Bra035776
OG0017217	Bo2g023430, Bo9g150010	Bra002358
OG0017219	Bo2g082490	Bra003771, Bra008178
OG0017222	Bo5g133020	Bra034715
OG0017224	Bo7g089380	Bra037475
OG0017225	Bo7g099200	Bra012908
OG0017226	Bo7g103950	Bra012768
OG0017226	Bo3g055260	Bra001014
OG0017227	Bo8g115730	Bra032527
OG0017229	Bo3g092230	Bra009662
OG0017230	Bo2g141700, Bo7g084560	Bra025276
OG0017232	Bo1g041880	Bra013947
OG0017233	Bo5g098300	Bra041034
OG0017234	Bo6g015750	Bra018759
OG0017235	Bo6g034760	Bra038009
OG0017237	Bo7g117690	Bra017738
OG0017238	Bo4g182400	Bra021894
OG0017239	Bo5g115520	Bra022393
OG0017240	Bo9g165660	Bra008739
OG0017241	Bo8g102020	Bra031162
OG0017242	Bo4g145800	Bra030314
OG0017246	Bo7g114930	Bra024025
OG0017247	Bo7g045460	Bra030139
OG0017248	Bo5g045070	Bra024687
OG0017249	Bo5g021650	Bra026070
OG0017251	Bo2g144960	Bra033026
OG0017252	Bo10778s010	Bra011050
OG0017254	Bo5g010920	Bra019038
OG0017254	Bo5g010940	Bra004815
OG0017255	Bo1g051250	Bra026278
OG0017256	Bo4g108510	Bra014576
OG0017257	Bo6g055900	Bra037067
OG0017261	Bo4g105090	Bra014498
OG0017262	Bo6g089290	Bra003866
OG0017263	Bo3g134100	Bra018180
OG0017265	Bo8g087130	Bra007108
OG0017266	Bo2g166430	Bra031899
OG0017267	Bo5g003770	Bra033390
OG0017268	Bo9g022110	Bra037183
OG0017270	Bo5g017420	Bra019730
OG0017271	Bo8g079640	Bra036060
OG0017272	Bo1g021670	Bra013404
OG0017275	Bo8g080950	Bra006900
OG0017276	Bo6g118310, Bo2g080850	Bra008125, Bra008124
OG0017277	Bo7g006040	Bra038856
OG0017278	Bo7g068850	Bra025105
OG0017279	Bo5g155030	Bra039106
OG0017280	Bo5g020560	Bra026163
OG0017282	Bo3g001580	Bra005695
OG0017283	Bo9g008920	Bra036208
OG0017285	Bo01223s010, Bo8g109560	Bra031713
OG0017286	Bo9g181430	Bra009490
OG0017287	Bo4g191740	Bra016863
OG0017288	Bo9g022450	Bra037208
OG0017290	Bo4g098450	Bra014386
OG0017292	Bo2g144950	Bra033025
OG0017294	Bo8g102130	Bra031146
OG0017295	Bo2g013750	Bra023620
OG0017299	Bo9g106020	Bra002397
OG0017302	Bo8g030480	Bra035528
OG0017304	Bo1g006310	Bra011629
OG0017305	Bo9g122320	Bra002853
OG0017306	Bo2g098950	Bra008536
OG0017307	Bo1g050930	Bra026304
OG0017307	Bo8g052910	Bra010393
OG0017308	Bo8g101410	Bra031224
OG0017309	Bo6g099640	Bra004139
OG0017310	Bo8g058640	Bra030784
OG0017311	Bo2g159080	Bra020479
OG0017313	Bo3g055350	Bra001026
OG0017314	Bo6g018280	Bra018788
OG0017315	Bo1g117400	Bra037572
OG0017316	Bo6g108590	Bra004360
OG0017317	Bo4g142000	Bra025507
OG0017318	Bo8g110800	Bra031698
OG0017320	Bo3g005210	Bra006028
OG0017322	Bo1g042960	Bra026460
OG0017323	Bo7g078510	Bra017444, Bra024876
OG0017324	Bo3g168780, Bo3g168790	Bra034637
OG0017325	Bo6g110770	Bra016236
OG0017326	Bo4g140920	Bra025516
OG0017327	Bo6g097080	Bra004035
OG0017327	Bo2g059000	Bra033925
OG0017328	Bo2g125680	Bra039531
OG0017328	Bo2g125700	Bra039532
OG0017329	Bo9g058400	Bra027445
OG0017330	Bo6g057630	Bra039502
OG0017332	Bo8g101400	Bra031225
OG0017333	Bo2g136620	Bra026573
OG0017335	Bo2g007290	Bra028726
OG0017336	Bo2g001030	Bra028915
OG0017337	Bo5g010780	Bra019943
OG0017340	Bo2g097400	Bra008505
OG0017341	Bo2g009660	Bra028606
OG0017343	Bo8g026890	Bra036755
OG0017344	Bo9g164290	Bra008710
OG0017346	Bo9g175840	Bra009226
OG0017347	Bo3g181080	Bra014321
OG0017348	Bo7g064980	Bra012068
OG0017349	Bo3g168900	Bra011533
OG0017351	Bo6g121530	Bra015650
OG0017353	Bo4g078610	Bra033649
OG0017355	Bo2g165810	Bra029208
OG0017356	Bo00842s040, Bo6g026500	Bra001858
OG0017356	Bo7g025450, Bo3g116240, Bo7g012790, Bo00787s080, Bo4g077090	Bra036930
OG0017357	Bo6g022320	Bra018859
OG0017358	Bo00615s070	Bra031861
OG0017360	Bo4g140380	Bra025560
OG0017362	Bo8g026830, Bo5g023510	Bra025999
OG0017364	Bo9g028600	Bra027026, Bra027029, Bra036651
OG0017366	Bo8g059400	Bra018440
OG0017369	Bo4g136120	Bra035352
OG0017370	Bo1g048240	Bra026356
OG0017374	Bo3g001180	Bra005660
OG0017375	Bo4g072010	Bra011984
OG0017376	Bo5g022050	Bra026035
OG0017378	Bo2g149780	Bra020712
OG0017378	Bo2g149760	Bra020711
OG0017379	Bo01158s030	Bra018544
OG0017380	Bo4g184650	Bra017293
OG0017381	Bo3g157420	Bra020983
OG0017382	Bo6g066530	Bra028510
OG0017383	Bo4g120590	Bra014864
OG0017385	Bo7g014930	Bra002024
OG0017386	Bo6g103590	Bra004206
OG0017388	Bo1g035760	Bra013705
OG0017389	Bo1g139140	Bra038733
OG0017390	Bo8g052930	Bra010391
OG0017391	Bo2g130260	Bra022048
OG0017392	Bo9g177370	Bra009089
OG0017395	Bo8g007100	Bra009362
OG0017396	Bo9g073040	Bra017392
OG0017397	Bo6g046540	Bra028031
OG0017399	Bo3g024850	Bra022816
OG0017400	Bo6g084780	Bra003713
OG0017406	Bo6g103520	Bra004200
OG0017407	Bo7g045580	Bra030132
OG0017408	Bo9g136990	Bra002593
OG0017409	Bo8g061410	Bra016811
OG0017410	Bo3g025080, Bo3g025030	Bra022830
OG0017411	Bo4g009290	Bra004542
OG0017411	Bo3g039210	Bra000422
OG0017413	Bo9g001060	Bra037309
OG0017414	Bo3g021050	Bra028936
OG0017415	Bo9g123340	Bra002850
OG0017416	Bo3g013770	Bra006513
OG0017417	Bo4g048420	Bra005637
OG0017418	Bo2g038960	Bra035572
OG0017419	Bo5g009740	Bra020029
OG0017420	Bo9g184710	Bra009603
OG0017421	Bo9g043800	Bra027132
OG0017422	Bo00923s020, Bo7g072540	Bra025078
OG0017423	Bo7g089000	Bra037517
OG0017425	Bo6g122100	Bra035044
OG0017427	Bo3g123920	Bra019444
OG0017428	Bo7g065060	Bra012063
OG0017429	Bo8g099300	Bra007811
OG0017431	Bo7g114530	Bra024072
OG0017432	Bo8g092920	Bra007418
OG0017433	Bo2g085250	Bra008215
OG0017434	Bo5g008100	Bra015570
OG0017435	Bo9g022260	Bra037194
OG0017438	Bo2g021840	Bra020104
OG0017440	Bo9g003770	Bra037391
OG0017443	Bo4g136150	Bra035350
OG0017444	Bo4g125710	Bra033464
OG0017450	Bo8g092220	Bra007357
OG0017451	Bo6g120210	Bra015778
OG0017452	Bo6g099330	Bra004118
OG0017453	Bo2g110580	Bra033195
OG0017454	Bo3g012720	Bra006416
OG0017455	Bo8g028790	Bra035492
OG0017456	Bo4g017390	Bra004726
OG0017458	Bo5g027700	Bra025761
OG0017460	Bo5g025360	Bra025910
OG0017462	Bo3g108100	Bra010051
OG0017465	Bo3g108210	Bra010043
OG0017466	Bo4g151840	Bra032148
OG0017469	Bo2g055530	Bra004209
OG0017470	Bo1g059300	Bra038889
OG0017471	Bo8g100610	Bra039185
OG0017473	Bo4g004650	Bra004463
OG0017474	Bo3g002980	Bra005821
OG0017476	Bo2g068000	Bra007903
OG0017478	Bo3g002160	Bra009591
OG0017479	Bo4g158710	Bra034265
OG0017481	Bo7g093530	Bra009964
OG0017482	Bo9g009470	Bra036172
OG0017486	Bo5g019920, Bo8g106650	Bra026814
OG0017487	Bo5g010330	Bra019978
OG0017490	Bo9g177570	Bra009413
OG0017491	Bo4g023800	Bra004839
OG0017492	Bo5g010090	Bra020001
OG0017493	Bo6g030780	Bra018989
OG0017495	Bo4g012810	Bra004590
OG0017496	Bo1g024220	Bra013532
OG0017497	Bo2g091270, Bo2g137290, Bo3g171000, Bo6g020920, Bo2g164080	Bra033100
OG0017499	Bo5g143620	Bra020759
OG0017502	Bo7g111190	Bra019081
OG0017502	Bo8g051520	Bra010422
OG0017503	Bo1g087370	Bra038161
OG0017504	Bo4g030100	Bra005156
OG0017505	Bo9g077840	Bra029513
OG0017506	Bo8g050710	Bra010466
OG0017508	Bo5g139730	Bra029722
OG0017509	Bo3g138670	Bra010993
OG0017510	Bo9g036910	Bra027024
OG0017511	Bo5g148190	Bra040196
OG0017513	Bo7g064710	Bra012087
OG0017514	Bo2g079340	Bra008073
OG0017515	Bo7g097230	Bra009730
OG0017516	Bo9g056160	Bra027972
OG0017520	Bo5g048940	Bra023257
OG0017521	Bo6g101310	Bra004191
OG0017523	Bo7g009520	Bra038825
OG0017525	Bo01471s020	Bra002137
OG0017528	Bo7g021670	Bra036410
OG0017532	Bo5g041110	Bra024637
OG0017533	Bo3g022420	Bra029048
OG0017534	Bo9g024250	Bra037288
OG0017536	Bo1g001090	Bra011898
OG0017537	Bo5g002870	Bra033297
OG0017539	Bo1g151980	Bra040131
OG0017540	Bo9g154450	Bra002196
OG0017542	Bo2g136650	Bra026571
OG0017543	Bo7g030310	Bra015156
OG0017544	Bo7g114810	Bra024040
OG0017547	Bo5g101040	Bra031282
OG0017548	Bo9g153730	Bra006506
OG0017549	Bo2g149470	Bra020739
OG0017550	Bo7g056450	Bra012357
OG0017553	Bo00851s140	Bra040709
OG0017554	Bo8g079660	Bra036061
OG0017555	Bo6g113000	Bra016139
OG0017556	Bo2g025150	Bra020267
OG0017557	Bo4g157410	Bra032037
OG0017559	Bo7g111920	Bra024221
OG0017560	Bo2g095860	Bra008464
OG0017561	Bo2g057480	Bra033959
OG0017562	Bo2g001250	Bra028902
OG0017564	Bo5g002430	Bra033257
OG0017565	Bo7g111200	Bra019080
OG0017567	Bo8g107220	Bra026881
OG0017569	Bo3g009300	Bra006210
OG0017571	Bo4g190830	Bra016940
OG0017572	Bo2g096100	Bra008481
OG0017574	Bo1g006910	Bra011565
OG0017575	Bo4g179440	Bra021811
OG0017577	Bo1g039130	Bra013815
OG0017578	Bo1g002740, Bo3g151400	Bra010669
OG0017579	Bo8g115970, Bo5g004030	Bra015260
OG0017580	Bo1g033110	Bra013674
OG0017581	Bo3g135920	Bra018105
OG0017582	Bo3g040530	Bra000513
OG0017582	Bo3g040520	Bra000512
OG0017583	Bo07322s010, Bo3g181030, Bo3g181010	Bra041140
OG0017584	Bo2g166150	Bra031926
OG0017588	Bo6g101210	Bra004185
OG0017591	Bo3g134080	Bra018181
OG0017592	Bo9g125960	Bra002816
OG0017593	Bo7g011570	Bra039917
OG0017595	Bo5g148610	Bra031967
OG0017596	Bo00935s020	Bra000598
OG0017597	Bo3g099090	Bra024394
OG0017598	Bo6g062170	Bra028436
OG0017600	Bo9g154200	Bra002210
OG0017602	Bo3g007200	Bra006109
OG0017603	Bo7g095550	Bra009874
OG0017606	Bo2g026720	Bra020316
OG0017607	Bo6g064830	Bra028479
OG0017610	Bo9g059530	Bra027524
OG0017612	Bo8g091520	Bra007307
OG0017613	Bo6g108920	Bra004384
OG0017616	Bo9g091440	Bra035227
OG0017617	Bo9g174960	Bra009309
OG0017618	Bo1g151970	Bra001112, Bra023774
OG0017619	Bo7g087040	Bra025360
OG0017621	Bo9g169700, Bo3g007420, Bo2g010780	Bra023359
OG0017624	Bo1g008360	Bra011422
OG0017626	Bo9g056060	Bra027967
OG0017627	Bo2g004140	Bra028827
OG0017627	Bo3g002440	Bra005772
OG0017629	Bo2g134880	Bra026620
OG0017630	Bo3g142940	Bra010915
OG0017631	Bo9g157350	Bra002145
OG0017632	Bo2g134470	Bra026644
OG0017633	Bo8g024320	Bra034931
OG0017634	Bo5g025490	Bra025902
OG0017635	Bo5g023810	Bra025973
OG0017636	Bo7g115190	Bra024006
OG0017638	Bo7g089060	Bra037511
OG0017639	Bo3g069010	Bra001672
OG0017640	Bo8g100050	Bra039233
OG0017641	Bo5g133090	Bra034722
OG0017642	Bo9g020200	Bra036805
OG0017645	Bo3g179650	Bra014267
OG0017647	Bo5g127350	Bra027267
OG0017648	Bo7g061790	Bra012211
OG0017649	Bo3g085550	Bra013189
OG0017651	Bo5g027190	Bra025715
OG0017654	Bo6g112180	Bra016201
OG0017654	Bo2g068360	Bra007927
OG0017657	Bo1g103540	Bra023779
OG0017657	Bo3g102780	Bra033897
OG0017660	Bo5g155270	Bra039128
OG0017663	Bo1g098350	Bra023832
OG0017664	Bo11821s010, Bo3g011950, Bo3g011970, Bo2g013030	Bra023561
OG0017665	Bo2g013380	Bra023591
OG0017667	Bo9g003580	Bra037365
OG0017668	Bo1g040200	Bra013892
OG0017669	Bo4g136770	Bra028146
OG0017670	Bo6g058740	Bra028397
OG0017674	Bo4g145430	Bra030344
OG0017675	Bo8g099610	Bra007835
OG0017676	Bo2g042220, Bo2g042230	Bra022689
OG0017677	Bo8g110980	Bra031679
OG0017679	Bo9g076580	Bra028153
OG0017680	Bo5g021430	Bra026093
OG0017682	Bo1g071120	Bra030474
OG0017684	Bo5g069480	Bra041123
OG0017685	Bo6g120980	Bra015705
OG0017686	Bo3g061710, Bo1g144120, Bo1g144100	Bra034097
OG0017688	Bo1g067360	Bra033831
OG0017689	Bo9g175170	Bra009290
OG0017690	Bo3g005370	Bra006041
OG0017691	Bo1g013210	Bra011188
OG0017693	Bo2g041350	Bra035543
OG0017696	Bo5g057160	Bra030109
OG0017697	Bo5g004250	Bra015283
OG0017699	Bo6g039620	Bra030379
OG0017700	Bo8g004410	Bra030602
OG0017701	Bo9g054490	Bra027926
OG0017702	Bo1g143870	Bra034115
OG0017703	Bo5g150330	Bra032026
OG0017704	Bo5g094590	Bra040828
OG0017705	Bo1g144390	Bra034076
OG0017706	Bo4g149380	Bra030256
OG0017707	Bo3g030060	Bra023062
OG0017708	Bo3g032850	Bra017098, Bra000099
OG0017710	Bo8g077410	Bra018022
OG0017711	Bo8g079740	Bra036073
OG0017713	Bo9g165930	Bra008759
OG0017714	Bo9g092690	Bra035207
OG0017715	Bo8g049440, Bo7g105140	Bra012661
OG0017716	Bo4g145350	Bra030348
OG0017717	Bo2g047500	Bra022608
OG0017719	Bo7g089310	Bra037482
OG0017722	Bo3g061260	Bra001252
OG0017722	Bo5g141510	Bra029649
OG0017726	Bo4g030200, Bo4g030210	Bra005163
OG0017727	Bo4g005780	Bra004482
OG0017729	Bo2g009890	Bra028585
OG0017731	Bo9g077950	Bra029506
OG0017732	Bo1g003180	Bra011804
OG0017733	Bo2g050720	Bra022525
OG0017736	Bo9g076520	Bra029542
OG0017737	Bo3g153000	Bra010633
OG0017738	Bo7g079980	Bra024846
OG0017739	Bo4g098220, Bo6g079840	Bra003523
OG0017740	Bo8g118020	Bra032647
OG0017741	Bo8g109250	Bra027135, Bra027139, Bra027138
OG0017744	Bo2g110590	Bra014625
OG0017744	Bo1g078740	Bra010316
OG0017745	Bo8g114200	Bra031561
OG0017745	Bo3g003990	Bra005909
OG0017745	Bo3g003980	Bra005908
OG0017746	Bo2g030300	Bra020432
OG0017748	Bo6g120250, Bo7g061780	Bra007354
OG0017748	Bo4g025880	Bra026601, Bra017805, Bra014400
OG0017748	Bo2g165920, Bo4g114200, Bo3g137020, Bo7g118330	Bra017824
OG0017751	Bo9g176740	Bra009148
OG0017751	Bo3g003600	Bra005870
OG0017751	Bo9g176730	Bra009149
OG0017753	Bo3g124950, Bo6g043870, Bo2g110440, Bo3g120630, Bo6g003370, Bo1g070900, Bo4g061080, Bo8g033720, Bo2g120560, Bo2g116480, Bo6g058780	Bra036940
OG0017755	Bo8g033580, Bo2g025070	Bra010200, Bra010201
OG0017755	Bo3g175790, Bo9g174200	Bra009085, Bra034955, Bra036383, Bra033250
OG0017756	Bo3g125060, Bo4g188580, Bo3g125010, Bo9g145860, Bo3g109490, Bo7g081300, Bo7g081290, Bo9g084250, Bo5g121340, Bo7g030320	Bra035714
OG0017757	Bo3g055410	Bra030453
OG0017757	Bo00953s020, Bo00452s040, Bo9g098760, Bo3g061650, Bo7g077420, Bo2g007360, Bo8g011250, Bo4g182660	Bra015176, Bra036364
OG0017758	Bo3g027440, Bo3g027350	Bra022953
OG0017760	Bo7g050490	Bra024768
OG0017762	Bo7g089610	Bra037453, Bra037451
OG0017762	Bo03384s010, Bo4g034740, Bo4g034720	Bra005271, Bra005273, Bra005270, Bra005278
OG0017763	Bo00816s030	Bra014014
OG0017764	Bo3g070190	Bra016779, Bra030209, Bra017721, Bra016778, Bra013323, Bra002759, Bra025538, Bra040590, Bra019643, Bra013033, Bra015455
OG0017765	Bo17498s010	Bra028588, Bra032872, Bra028589, Bra009035
OG0017781	Bo2g057860	Bra033938
OG0017783	Bo1g139170	Bra038728
OG0017784	Bo2g150370, Bo2g161290, Bo2g150400	Bra020671
OG0017786	Bo2g013360	Bra023589
OG0017789	Bo4g140580	Bra025540
OG0017791	Bo2g138380	Bra026522
OG0017792	Bo3g036040	Bra000258
OG0017793	Bo7g077930	Bra024915
OG0017794	Bo9g009760	Bra009245
OG0017800	Bo5g148470	Bra031956
OG0017801	Bo6g016930	Bra018769
OG0017802	Bo5g144870	Bra020788
OG0017803	Bo3g041900	Bra000542
OG0017809	Bo14003s010, Bo9g001010	Bra033553
OG0017818	Bo3g030240	Bra023077
OG0017824	Bo5g041500	Bra024665
OG0017828	Bo7g089770	Bra037441
OG0017836	Bo4g014680	Bra004666
OG0017842	Bo6g077240	Bra003424
OG0017844	Bo4g140760	Bra025528
OG0017845	Bo1g126020	Bra021136
OG0017847	Bo8g102080	Bra031153
OG0017847	Bo3g042440	Bra000586
OG0017848	Bo5g109830	Bra035795
OG0017850	Bo2g002780	Bra028857
OG0017851	Bo8g082510	Bra006973
OG0017854	Bo7g093090	Bra010005
OG0017854	Bo2g151880	Bra020617
OG0017855	Bo5g034640	Bra017935
OG0017856	Bo4g098250	Bra007725, Bra040424
OG0017858	Bo1g157350	Bra021459
OG0017860	Bo1g039220	Bra013823
OG0017861	Bo8g108630	Bra031784
OG0017862	Bo5g062180	Bra032352
OG0017869	Bo1g036860	Bra013715
OG0017870	Bo5g101010	Bra031285
OG0017873	Bo1g144360	Bra034079
OG0017875	Bo9g058690	Bra027460
OG0017876	Bo6g099490	Bra004128
OG0017880	Bo3g149520	Bra010729
OG0017881	Bo9g008220	Bra039085
OG0017886	Bo5g108620	Bra035778
OG0017888	Bo7g104050	Bra012756
OG0017890	Bo6g073170	Bra003299
OG0017893	Bo1g022030	Bra013429
OG0017897	Bo6g051520	Bra037097
OG0017898	Bo3g078680	Bra001835
OG0017899	Bo2g047650	Bra022599
OG0017900	Bo3g081640	Bra001904
OG0017901	Bo3g054880	Bra000981
OG0017902	Bo5g003070, Bo8g117500	Bra032608
OG0017904	Bo4g024020	Bra004862
OG0017910	Bo5g005640	Bra015427
OG0017914	Bo8g082210	Bra006944
OG0017917	Bo5g038820	Bra024533
OG0017920	Bo7g111160	Bra019085
OG0017923	Bo6g036010	Bra003334
OG0017928	Bo1g010400	Bra011348
OG0017930	Bo1g016190	Bra011125
OG0017931	Bo00746s050	Bra040004
OG0017932	Bo1g151950	Bra040129
OG0017935	Bo5g003420	Bra033352
OG0017936	Bo3g185600, Bo6g051460	Bra037101
OG0017938	Bo7g069980	Bra025096
OG0017939	Bo4g191480	Bra016882
OG0017939	Bo4g015890	Bra004682
OG0017941	Bo2g160890	Bra029374
OG0017942	Bo5g139250	Bra029770
OG0017943	Bo7g088830	Bra025425
OG0017944	Bo6g108910	Bra004383
OG0017945	Bo9g135490	Bra002626
OG0017947	Bo4g191540	Bra016876
OG0017948	Bo1g081290	Bra029977
OG0017948	Bo8g079100	Bra036034
OG0017949	Bo3g138780	Bra010988
OG0017951	Bo2g099070	Bra008544
OG0017952	Bo9g055850	Bra027956
OG0017953	Bo9g032510	Bra027741
OG0017955	Bo3g030070	Bra023063
OG0017956	Bo8g105300, Bo8g105230	Bra026697
OG0017958	Bo5g016510	Bra019794
OG0017958	Bo8g065080	Bra016749
OG0017959	Bo9g043390	Bra027107
OG0017964	Bo6g118490	Bra015931
OG0017965	Bo8g105850	Bra026744
OG0017965	Bo5g021370	Bra026098
OG0017966	Bo3g060470	Bra020173
OG0017969	Bo5g149850	Bra031988
OG0017970	Bo7g084500	Bra025271
OG0017971	Bo9g161550	Bra008574
OG0017975	Bo5g003450	Bra033355
OG0017976	Bo1g011130	Bra011286
OG0017977	Bo4g190100	Bra017006
OG0017979	Bo3g178360	Bra014241
OG0017980	Bo9g175100	Bra009296
OG0017981	Bo3g091880, Bo3g091940	Bra002012
OG0017984	Bo1g138590	Bra034702, Bra039371
OG0017986	Bo3g046870, Bo02255s010	Bra000678
OG0017988	Bo3g023620	Bra029165
OG0017999	Bo7g089450	Bra037467
OG0018002	Bo3g018570	Bra006753
OG0018008	Bo2g032500	Bra020455, Bra020457
OG0018009	Bo5g002550	Bra033269
OG0018011	Bo2g047620	Bra022600
OG0018012	Bo2g124490	Bra027774
OG0018017	Bo1g017250	Bra011054
OG0018018	Bo4g098530	Bra014394
OG0018019	Bo3g053030	Bra000911
OG0018023	Bo3g021920, Bo3g021930	Bra029009
OG0018024	Bo4g024010	Bra004861
OG0018024	Bo4g024000	Bra004860
OG0018025	Bo9g096990	Bra037932
OG0018026	Bo9g004240	Bra036313
OG0018030	Bo6g108950	Bra004387
OG0018031	Bo1g128670	Bra021097
OG0018032	Bo00673s020	Bra041120
OG0018040	Bo3g007410	Bra023357
OG0018041	Bo9g078150	Bra000792
OG0018050	Bo3g185030, Bo06094s010	Bra027120
OG0018050	Bo4g047330	Bra005622
OG0018050	Bo01194s010, Bo8g118060	Bra005620
OG0018052	Bo2g062530	Bra038334
OG0018053	Bo5g003510	Bra033360, Bra033359
OG0018055	Bo2g082210	Bra008158
OG0018056	Bo5g123500	Bra022193
OG0018058	Bo3g153510	Bra015810
OG0018058	Bo6g095050	Bra028014
OG0018059	Bo5g005480	Bra015412
OG0018061	Bo4g041180	Bra005452
OG0018063	Bo7g082420	Bra025187
OG0018066	Bo2g007520	Bra028707
OG0018067	Bo2g013880, Bo9g159910	Bra002102
OG0018070	Bo7g067080	Bra033720
OG0018072	Bo2g096250	Bra008494
OG0018074	Bo3g027980	Bra022987
OG0018075	Bo7g081000	Bra024786
OG0018077	Bo9g171940	Bra009022
OG0018079	Bo4g149470	Bra030250
OG0018080	Bo2g007550	Bra028704
OG0018082	Bo7g068840	Bra025106
OG0018083	Bo7g065720	Bra033695
OG0018085	Bo5g064340	Bra023127
OG0018087	Bo9g092440	Bra006170, Bra035226
OG0018091	Bo6g121860	Bra035020
OG0018096	Bo2g137350, Bo2g131990	Bra039608
OG0018100	Bo3g004190	Bra005924
OG0018103	Bo1g046540	Bra026411
OG0018103	Bo8g051370	Bra010430
OG0018104	Bo6g027860, Bo7g110250	Bra019169
OG0018107	Bo8g005820	Bra030627
OG0018108	Bo00534s070	Bra041017, Bra038139
OG0018112	Bo9g165990, Bo2g011800	Bra023459
OG0018114	Bo3g048440	Bra000801
OG0018114	Bo3g143090	Bra010900
OG0018117	Bo1g138750	Bra039357
OG0018118	Bo6g081440	Bra003631
OG0018121	Bo1g134470	Bra021547
OG0018121	Bo1g128620, Bo1g134500	Bra040562
OG0018122	Bo3g071810, Bo5g116920	Bra022364
OG0018123	Bo3g070260	Bra001685
OG0018125	Bo3g053090	Bra000917
OG0018127	Bo2g152970	Bra020608
OG0018132	Bo8g106880	Bra026843
OG0018132	Bo8g107440	Bra026908
OG0018132	Bo9g006230	Bra026909
OG0018132	Bo8g107430	Bra026913
OG0018133	Bo01224s050, Bo7g082560	Bra015378
OG0018133	Bo7g082580	Bra034239
OG0018134	Bo4g173680, Bo09150s010, Bo1g143650, Bo6g095070, Bo3g053360, Bo1g070750, Bo3g022240, Bo2g092900, Bo9g029580	Bra039001, Bra002731
OG0018138	Bo5g113950, Bo5g113930, Bo5g113860, Bo5g113880, Bo5g113890, Bo5g113980, Bo5g114000, Bo5g113940, Bo5g113900, Bo5g113870	Bra022435
OG0018139	Bo9g169350	Bra008882, Bra008884, Bra008883
OG0018140	Bo7g081230	Bra017246
OG0018141	Bo8g002540	Bra013638, Bra010495
OG0018141	Bo9g181680, Bo5g043720, Bo2g006710, Bo4g112580, Bo3g018590	Bra017806, Bra030527, Bra035123
OG0018142	Bo1g005940	Bra018227, Bra011661
OG0018147	Bo3g122130	Bra040993, Bra040464, Bra032235, Bra039776, Bra040912, Bra040470, Bra039583, Bra021351, Bra014781, Bra041133
OG0018148	Bo2g131860	Bra036736, Bra007143, Bra034906, Bra011964, Bra018670, Bra013455, Bra013713, Bra038159, Bra032896, Bra015414
OG0018167	Bo6g081630	Bra003645
OG0018170	Bo8g089620	Bra007153
