Orthogroup	Brassica_oleracea	Arabis_alpina
OG0013801	Bo3g030000	AALP_AA4G135300
OG0013802	Bo9g032270	AALP_AA6G205600
OG0013803	Bo6g112880	AALP_AA2G145500
OG0013807	Bo1g086260	AALP_AA4G012400
OG0013808	Bo3g035760	AALP_AA4G200700, AALP_AAs48764U000100
OG0013809	Bo3g175360	AALP_AA7G163300
OG0013810	Bo1g053220	AALP_AAs66747U001700
OG0013812	Bo4g034860	AALP_AA4G135100
OG0013814	Bo1g051290	AALP_AA7G122100
OG0013816	Bo7g012720	AALP_AA3G340200
OG0013817	Bo4g182170	AALP_AA6G056600
OG0013818	Bo5g020610	AALP_AA1G171200
OG0013820	Bo8g081060	AALP_AA5G146900
OG0013821	Bo8g044710	AALP_AA8G261300
OG0013822	Bo3g060500	AALP_AA3G065600
OG0013823	Bo1g024420	AALP_AA2G018600
OG0013824	Bo3g039860	AALP_AAs72209U000200
OG0013825	Bo1g138520	AALP_AA3G143100
OG0013826	Bo2g004160	AALP_AA8G030100
OG0013827	Bo00581s060	AALP_AA6G109800
OG0013830	Bo4g157330	AALP_AA6G264400
OG0013831	Bo3g066490, Bo1g129880	AALP_AA3G167300
OG0013832	Bo9g076540	AALP_AA6G215600
OG0013833	Bo3g136970	AALP_AA5G101200
OG0013834	Bo2g137210	AALP_AA3G153300
OG0013835	Bo8g065100	AALP_AA1G142500
OG0013836	Bo7g003170	AALP_AA3G374400
OG0013837	Bo7g012740	AALP_AA3G339800
OG0013838	Bo7g101420, Bo8g080980	AALP_AA5G145600
OG0013839	Bo6g113010	AALP_AA2G147100
OG0013840	Bo9g150080	AALP_AA8G232000
OG0013842	Bo5g039320	AALP_AA1G253400
OG0013843	Bo8g095140	AALP_AA5G259700
OG0013844	Bo9g173640	AALP_AA8G093700
OG0013846	Bo1g045310	AALP_AA7G098500
OG0013847	Bo2g052710	AALP_AA2G077200
OG0013848	Bo9g181280	AALP_AA8G036500
OG0013849	Bo9g054630	AALP_AAs68488U000300
OG0013850	Bo6g080270	AALP_AAs55143U000100
OG0013851	Bo5g138240	AALP_AA3G102400
OG0013852	Bo3g043080	AALP_AA6G204600
OG0013854	Bo2g002340	AALP_AA1G274300
OG0013856	Bo7g092930, Bo2g151820	AALP_AAs51970U000300
OG0013857	Bo5g002780	AALP_AA1G000600
OG0013858	Bo7g064000	AALP_AA8G511400
OG0013859	Bo8g101110, Bo4g149730	AALP_AA6G291200
OG0013860	Bo00851s130	AALP_AA1G184200
OG0013861	Bo8g004220, Bo5g004850	AALP_AA1G041900
OG0013862	Bo7g030300	AALP_AAs45999U001100
OG0013863	Bo4g025160	AALP_AA4G250000
OG0013865	Bo1g046470	AALP_AA7G099600
OG0013867	Bo4g048370	AALP_AA6G078100
OG0013868	Bo7g002050, Bo9g027500	AALP_AA3G354300
OG0013869	Bo3g143000	AALP_AA1G288900
OG0013870	Bo7g003190	AALP_AA3G373900
OG0013871	Bo1g049440	AALP_AA7G111300
OG0013873	Bo9g006090	AALP_AA6G038600
OG0013874	Bo3g135820	AALP_AA5G098600
OG0013876	Bo9g173700, Bo2g009590	AALP_AA8G092000
OG0013877	Bo7g103920	AALP_AAs55560U001000
OG0013878	Bo3g042060	AALP_AA6G257300
OG0013879	Bo1g144170	AALP_AA3G107400
OG0013880	Bo1g010520	AALP_AA7G185900
OG0013881	Bo01287s010	AALP_AA1G132300
OG0013884	Bo9g177550	AALP_AA8G043700
OG0013886	Bo9g023870, Bo7g021400	AALP_AA3G320500
OG0013887	Bo4g190240, Bo4g012640	AALP_AA4G191300
OG0013889	Bo9g040980	AALP_AA2G026500
OG0013890	Bo1g058980	AALP_AA5G143300
OG0013892	Bo3g060890	AALP_AA3G075800
OG0013893	Bo4g133210	AALP_AA3G284900
OG0013894	Bo2g166480, Bo3g100740, Bo3g100780	AALP_AA8G482500
OG0013895	Bo1g014930	AALP_AA7G147500
OG0013897	Bo7g109820	AALP_AA7G162200
OG0013898	Bo1g047910	AALP_AA7G103800
OG0013900	Bo5g148450	AALP_AA3G035700
OG0013901	Bo3g143390	AALP_AA1G293100
OG0013903	Bo2g012510	AALP_AA8G157700
OG0013904	Bo9g029280	AALP_AA6G002400
OG0013907	Bo1g153580	AALP_AA3G031300
OG0013908	Bo6g010500	AALP_AA7G086200
OG0013909	Bo3g096540	AALP_AA8G515400
OG0013911	Bo6g098740, Bo6g105110	AALP_AA2G168900
OG0013912	Bo5g002400	AALP_AA1G007900
OG0013913	Bo4g187810, Bo4g027060	AALP_AA4G169800
OG0013914	Bo7g038810	AALP_AA3G276100
OG0013915	Bo6g066450, Bo7g005130	AALP_AA3G088200
OG0013920	Bo1g047770	AALP_AA7G101700
OG0013921	Bo3g023330	AALP_AA8G298700
OG0013922	Bo00758s060	AALP_AA1G133300
OG0013923	Bo4g188350	AALP_AA4G179700
OG0013924	Bo3g077350	AALP_AA4G044200
OG0013926	Bo9g014490	AALP_AA8G442100
OG0013927	Bo3g008950, Bo9g169120	AALP_AA8G128000
OG0013929	Bo6g049360	AALP_AA1G338700
OG0013930	Bo2g018520	AALP_AA8G222100
OG0013931	Bo2g056080	AALP_AA2G094900
OG0013932	Bo1g023920	AALP_AAs50770U000200
OG0013935	Bo9g017530, Bo3g104740	AALP_AA8G156000
OG0013936	Bo1g025650	AALP_AA7G044700
OG0013937	Bo3g022230	AALP_AA8G326200
OG0013939	Bo3g037720	AALP_AA4G242000
OG0013940	Bo4g008120	AALP_AA4G256500
OG0013941	Bo9g006320	AALP_AA6G042200
OG0013942	Bo5g009050	AALP_AA1G089000
OG0013945	Bo6g022500	AALP_AA4G052500
OG0013947	Bo1g039270	AALP_AA7G077800
OG0013948	Bo3g175980, Bo5g001060	AALP_AA1G004700
OG0013949	Bo00895s060	AALP_AA5G224400
OG0013951	Bo4g157230	AALP_AA6G265600
OG0013952	Bo4g188620	AALP_AA4G182700
OG0013956	Bo5g151560	AALP_AA3G021200
OG0013957	Bo4g046140	AALP_AA6G075700
OG0013961	Bo9g121100	AALP_AA8G344000
OG0013962	Bo3g141600, Bo2g092690	AALP_AA2G217700
OG0013963	Bo1g108690	AALP_AA3G238900
OG0013966	Bo7g081400	AALP_AA8G220300, AALP_AA8G220200
OG0013967	Bo6g031630	AALP_AA4G023400
OG0013969	Bo5g071120	AALP_AA4G083500
OG0013971	Bo6g119270	AALP_AA2G193100
OG0013972	Bo3g027520	AALP_AAs69390U000100
OG0013973	Bo6g118760	AALP_AA2G185300
OG0013976	Bo1g039650	AALP_AA7G076100
OG0013977	Bo3g022060	AALP_AA8G329600
OG0013978	Bo4g136410	AALP_AA6G170200
OG0013979	Bo6g083500	AALP_AA2G211700
OG0013981	Bo9g146940, Bo2g024660	AALP_AA8G404300
OG0013982	Bo4g188430, Bo4g025950	AALP_AA4G181400
OG0013983	Bo1g112370	AALP_AA3G227200
OG0013984	Bo1g105900	AALP_AA3G246600
OG0013985	Bo3g013410	AALP_AA8G207400
OG0013987	Bo5g133560	AALP_AA3G132600
OG0013988	Bo9g017580, Bo3g103620	AALP_AA8G464000
OG0013989	Bo9g175920	AALP_AA8G063600
OG0013990	Bo8g107320, Bo5g017560	AALP_AA1G149100
OG0013993	Bo3g096470	AALP_AA8G514600
OG0013994	Bo2g134120	AALP_AA5G002900
OG0013995	Bo6g125800, Bo6g080050	AALP_AA2G251000
OG0013996	Bo4g184760	AALP_AA4G130500
OG0013997	Bo7g025280	AALP_AAs61784U000100
OG0013998	Bo3g004470, Bo3g004480	AALP_AA8G071900
OG0013999	Bo9g174780	AALP_AA8G076900
OG0014000	Bo1g020380	AALP_AA7G017300
OG0014002	Bo9g160160	AALP_AA3G064700
OG0014003	Bo6g112440	AALP_AA8G400800
OG0014004	Bo3g101000, Bo9g018290	AALP_AA8G480300
OG0014005	Bo4g179380, Bo3g026750	AALP_AA6G069400
OG0014006	Bo00831s080	AALP_AA2G236600
OG0014007	Bo6g106980	AALP_AA2G108800
OG0014008	Bo3g179740, Bo5g082390	AALP_AA4G046700
OG0014009	Bo2g028720	AALP_AA8G371500
OG0014010	Bo3g009740	AALP_AA8G144700
OG0014011	Bo8g112460	AALP_AA1G087000
OG0014012	Bo3g043130	AALP_AA6G202600
OG0014013	Bo2g097580	AALP_AA6G004300
OG0014014	Bo9g010040	AALP_AAs55697U000300
OG0014016	Bo7g098660	AALP_AA8G444900
OG0014017	Bo2g007320	AALP_AA8G063300
OG0014019	Bo2g046080	AALP_AA8G313000
OG0014020	Bo5g005680, Bo8g004570	AALP_AA1G051900
OG0014021	Bo4g019780	AALP_AA4G223800
OG0014022	Bo3g013100	AALP_AA8G199900
OG0014023	Bo9g165910	AALP_AA8G145900
OG0014024	Bo7g087340	AALP_AA5G060000
OG0014025	Bo1g017350	AALP_AA7G128000
OG0014027	Bo5g008250, Bo8g009640	AALP_AA1G075000
OG0014028	Bo8g116120	AALP_AA1G024600
OG0014029	Bo1g138580	AALP_AA3G142400
OG0014030	Bo8g096060	AALP_AA5G273400
OG0014031	Bo9g058390	AALP_AA6G164000
OG0014032	Bo6g033320	AALP_AA3G147900
OG0014035	Bo9g098970	AALP_AA4G165400
OG0014036	Bo3g015440	AALP_AA8G230700
OG0014037	Bo5g148110	AALP_AA3G039800
OG0014039	Bo3g036150	AALP_AA4G214200
OG0014040	Bo8g104960	AALP_AA1G191900, AALP_AA5G095300
OG0014041	Bo9g004450	AALP_AA6G025200
OG0014042	Bo3g044830, Bo9g088550	AALP_AA6G167400
OG0014043	Bo8g054120, Bo7g111850	AALP_AA7G120400
OG0014045	Bo8g097710	AALP_AA5G280300
OG0014046	Bo7g025370	AALP_AA3G310200
OG0014047	Bo2g001290	AALP_AA8G006600
OG0014049	Bo6g079180, Bo8g097430	AALP_AA5G277500
OG0014050	Bo9g111450	AALP_AA8G318800
OG0014051	Bo4g048340	AALP_AA6G077900
OG0014054	Bo1g039980	AALP_AA7G080200
OG0014055	Bo8g030820	AALP_AA6G345800
OG0014056	Bo5g105150	AALP_AA3G240600
OG0014057	Bo9g093970	AALP_AA6G180200
OG0014058	Bo4g137950, Bo00667s020	AALP_AA6G343500
OG0014060	Bo2g004090	AALP_AA8G026800
OG0014061	Bo5g007700	AALP_AA1G065000
OG0014062	Bo4g039730	AALP_AA4G112300
OG0014063	Bo5g098250	AALP_AA4G002500
OG0014065	Bo6g055840	AALP_AA1G165800
OG0014068	Bo2g124560	AALP_AA6G136400
OG0014069	Bo1g058990	AALP_AA5G143200
OG0014071	Bo9g104660	AALP_AA8G294900
OG0014073	Bo4g174830	AALP_AA6G086700
OG0014074	Bo2g121010	AALP_AA1G316000
OG0014075	Bo4g160100	AALP_AA6G253400
OG0014076	Bo1g025780	AALP_AA7G046300
OG0014077	Bo5g065630	AALP_AA1G316600
OG0014079	Bo3g042920	AALP_AA8G282200
OG0014080	Bo4g112840	AALP_AA5G209300
OG0014082	Bo8g118030	AALP_AA1G009200
OG0014085	Bo7g065250	AALP_AA6G151300
OG0014086	Bo5g025430	AALP_AA1G202000
OG0014087	Bo1g138870, Bo1g138860, Bo9g135410	AALP_AA8G376700
OG0014089	Bo5g004580	AALP_AA1G038500
OG0014090	Bo8g118340, Bo17185s010, Bo4g200860	AALP_AA4G272700
OG0014095	Bo3g042750	AALP_AA7G210200
OG0014096	Bo9g126300	AALP_AA8G355800
OG0014101	Bo9g022080	AALP_AA8G497800
OG0014102	Bo7g064500	AALP_AA8G505700
OG0014104	Bo5g148830	AALP_AA3G029400
OG0014105	Bo8g114430	AALP_AA1G066000
OG0014107	Bo3g149970	AALP_AA7G272700
OG0014108	Bo5g062880, Bo3g148980	AALP_AA1G310500
OG0014109	Bo5g136860	AALP_AA3G120200
OG0014111	Bo5g023980	AALP_AA1G195800
OG0014112	Bo8g082000, Bo4g125350	AALP_AA5G153100
OG0014113	Bo9g022150	AALP_AA8G495100
OG0014114	Bo00615s220	AALP_AA8G485500
OG0014116	Bo9g008780, Bo2g147660	AALP_AA5G058900
OG0014118	Bo1g156200	AALP_AA3G021300
OG0014119	Bo3g107750	AALP_AA8G453600
OG0014121	Bo2g147690, Bo7g087250	AALP_AA5G059500
OG0014123	Bo9g171390	AALP_AA8G109500
OG0014124	Bo7g089250	AALP_AA6G097200
OG0014125	Bo9g035440	AALP_AA6G002600
OG0014126	Bo1g011510	AALP_AA7G168800
OG0014127	Bo5g004950	AALP_AA1G043600
OG0014129	Bo7g082660	AALP_AA5G030900
OG0014130	Bo4g136960	AALP_AA8G087200
OG0014132	Bo01432s020	AALP_AA3G286500
OG0014134	Bo1g056700	AALP_AA3G247800
OG0014135	Bo8g081670	AALP_AA5G136900
OG0014137	Bo7g066890	AALP_AA6G144500
OG0014139	Bo2g069680, Bo6g112570	AALP_AA2G033500
OG0014140	Bo5g023830	AALP_AA6G035900
OG0014141	Bo2g010480	AALP_AA8G111800
OG0014144	Bo4g025420	AALP_AA4G155500
OG0014145	Bo8g115770	AALP_AA1G034300
OG0014148	Bo5g020880, Bo8g066460, Bo8g066440	AALP_AA1G174900
OG0014149	Bo9g022050, Bo2g167630	AALP_AA8G500100
OG0014150	Bo6g046510	AALP_AA1G346600
OG0014152	Bo5g126260	AALP_AA3G184600
OG0014153	Bo9g169870	AALP_AA8G115000
OG0014154	Bo4g045910	AALP_AA6G071800
OG0014156	Bo9g176310	AALP_AA8G058000
OG0014157	Bo7g041250, Bo5g064450	AALP_AA1G314100
OG0014158	Bo3g130200	AALP_AA5G083200
OG0014159	Bo1g127310	AALP_AA3G176500
OG0014161	Bo9g181320	AALP_AA8G035600
OG0014162	Bo5g145470	AALP_AA3G051500
OG0014163	Bo1g021420	AALP_AA7G017700
OG0014164	Bo1g147790	AALP_AA3G073200
OG0014165	Bo9g028230, Bo8g102390	AALP_AA3G370600
OG0014166	Bo00955s030	AALP_AA6G349300
OG0014168	Bo1g138250	AALP_AA3G148900
OG0014169	Bo4g187360	AALP_AA4G158500
OG0014170	Bo8g071330, Bo7g060150	AALP_AA1G242900
OG0014171	Bo1g157370	AALP_AA3G018100
OG0014172	Bo8g115960	AALP_AA1G031100
OG0014173	Bo5g053490	AALP_AA1G290200
OG0014174	Bo2g032390, Bo9g133140	AALP_AA8G362900
OG0014175	Bo8g118220	AALP_AA1G013700
OG0014176	Bo2g150490	AALP_AA2G031700
OG0014177	Bo3g004510	AALP_AA8G072900
OG0014178	Bo3g010790	AALP_AA7G072000
OG0014180	Bo1g055230	AALP_AAs41122U000200
OG0014181	Bo6g003380	AALP_AA4G091500
OG0014182	Bo3g028110, Bo4g039210	AALP_AA4G117200
OG0014183	Bo1g119330	AALP_AA3G200500
OG0014184	Bo6g005740	AALP_AA8G473600
OG0014185	Bo5g137690	AALP_AA3G109300
OG0014186	Bo7g119770, Bo8g023020	AALP_AA7G262100
OG0014188	Bo9g174350	AALP_AA8G083000
OG0014189	Bo6g054790	AALP_AAs49591U000200
OG0014190	Bo2g057430	AALP_AA6G010000
OG0014193	Bo7g054520	AALP_AA1G282500
OG0014194	Bo5g008970	AALP_AA1G087800
OG0014195	Bo2g042250	AALP_AA8G323100
OG0014196	Bo4g186480, Bo3g031410	AALP_AA4G140900
OG0014197	Bo3g097820	AALP_AA8G490100
OG0014199	Bo1g087980	AALP_AA2G058400
OG0014201	Bo4g136750	AALP_AA6G354000
OG0014203	Bo9g177030	AALP_AA8G050100
OG0014204	Bo3g084380, Bo3g085440	AALP_AA6G157500
OG0014208	Bo4g182090	AALP_AA6G058700
OG0014209	Bo5g003340	AALP_AA1G019600
OG0014210	Bo2g097710	AALP_AA6G007300
OG0014211	Bo7g089590	AALP_AA6G091800
OG0014212	Bo2g048290	AALP_AA8G292100
OG0014213	Bo3g061520	AALP_AA3G087600
OG0014216	Bo9g160020	AALP_AA8G187900
OG0014217	Bo7g093180, Bo2g152920	AALP_AA5G199800
OG0014218	Bo9g011310, Bo7g095800	AALP_AA8G433100
OG0014221	Bo3g108060	AALP_AA8G450800
OG0014222	Bo4g192750	AALP_AA4G215600
OG0014224	Bo9g094110	AALP_AA6G181400
OG0014229	Bo1g016410	AALP_AA7G142500
OG0014231	Bo3g029990	AALP_AA4G134400
OG0014233	Bo9g173520	AALP_AA8G094800
OG0014235	Bo3g100660	AALP_AA8G483200
OG0014236	Bo9g054600	AALP_AAs68488U000600
OG0014237	Bo7g045320, Bo7g045340, Bo7g045330	AALP_AA2G075400
OG0014238	Bo9g108540	AALP_AA8G306100
OG0014239	Bo2g070780	AALP_AA2G141500
OG0014240	Bo4g085250, Bo1g094500	AALP_AA6G170400
OG0014241	Bo3g071820, Bo5g116900	AALP_AA3G215100
OG0014242	Bo2g013540	AALP_AA8G499200
OG0014243	Bo1g038880	AALP_AA7G073900
OG0014244	Bo4g142250	AALP_AA6G316700
OG0014246	Bo7g097320	AALP_AA8G415700
OG0014247	Bo5g027280	AALP_AA1G211200
OG0014248	Bo8g011030, Bo8g011010	AALP_AA1G084800, AALP_AA1G084900
OG0014249	Bo6g121930, Bo6g081730	AALP_AA2G226300
OG0014250	Bo5g145430	AALP_AA3G051000
OG0014251	Bo9g163670, Bo9g163690, Bo20867s010	AALP_AA8G165600
OG0014252	Bo8g080880	AALP_AA5G150200
OG0014254	Bo3g003110, Bo2g006770	AALP_AA8G044600
OG0014257	Bo9g027800	AALP_AA6G023200
OG0014260	Bo7g067590	AALP_AA6G140600
OG0014261	Bo8g068250, Bo8g068230, Bo10119s010	AALP_AA1G207600
OG0014262	Bo1g107190, Bo5g102280	AALP_AA3G244300
OG0014263	Bo3g034050	AALP_AA4G173700
OG0014265	Bo8g080820	AALP_AA5G150900
OG0014266	Bo5g008930, Bo04100s010	AALP_AA1G086400
OG0014267	Bo4g031000, Bo4g030990	AALP_AA4G141300
OG0014268	Bo4g198600, Bo4g004550	AALP_AA4G262700
OG0014269	Bo2g134130	AALP_AA5G003100
OG0014270	Bo8g098340	AALP_AA5G289700
OG0014271	Bo5g126210, Bo00763s050, Bo1g123560	AALP_AA3G185200
OG0014273	Bo8g107890	AALP_AA1G142000
OG0014274	Bo8g115920, Bo5g004120	AALP_AA1G032000
OG0014276	Bo2g094670	AALP_AA2G229600
OG0014278	Bo1g143690	AALP_AA3G115400
OG0014279	Bo3g055680	AALP_AA3G019400
OG0014280	Bo8g100750	AALP_AA6G288200
OG0014282	Bo7g014020, Bo9g024730	AALP_AA3G337300
OG0014283	Bo3g012270, Bo2g013330	AALP_AA2G232200, AALP_AA3G375000
OG0014284	Bo3g058970	AALP_AA3G049300
OG0014285	Bo3g060900, Bo5g143100	AALP_AA3G075900
OG0014286	Bo4g175890, Bo3g025000	AALP_AA6G086200
OG0014288	Bo7g102660	AALP_AA5G151000
OG0014289	Bo8g092030	AALP_AA5G222100
OG0014290	Bo6g076710	AALP_AA5G252500
OG0014291	Bo6g094860	AALP_AA5G292700
OG0014295	Bo7g115060, Bo1g011430	AALP_AA7G169500
OG0014296	Bo3g153040	AALP_AA7G257000
OG0014297	Bo1g051510, Bo1g051490	AALP_AAs62283U000300
OG0014299	Bo4g136170	AALP_AA2G066900
OG0014302	Bo9g140790, Bo3g017750	AALP_AA8G394200
OG0014303	Bo9g014670, Bo3g037740, Bo3g037750, Bo7g054270, Bo3g039390	AALP_AA6G324800, AALP_AA6G324900
OG0014304	Bo3g103230	AALP_AA8G467500
OG0014305	Bo7g064030	AALP_AA8G510700
OG0014306	Bo2g124540, Bo7g067810	AALP_AA6G136600
OG0014307	Bo9g096910	AALP_AA8G275600
OG0014308	Bo3g024050	AALP_AA8G283800
OG0014309	Bo5g005150	AALP_AA1G044900
OG0014314	Bo7g095490	AALP_AA8G242000
OG0014316	Bo3g052580	AALP_AA6G031100
OG0014318	Bo7g107530	AALP_AA7G042600
OG0014324	Bo8g114990, Bo8g005790	AALP_AA1G053900
OG0014325	Bo1g124920	AALP_AA3G180400
OG0014346	Bo7g003600	AALP_AA3G370800
OG0014347	Bo5g148150	AALP_AA3G039100
OG0014351	Bo1g057620	AALP_AAs43532U000100
OG0014352	Bo7g048680, Bo5g052280	AALP_AA1G286700
OG0014355	Bo7g003680	AALP_AA3G370200
OG0014356	Bo5g009020	AALP_AA1G086800
OG0014357	Bo00935s040	AALP_AA8G273100
OG0014360	Bo5g137990	AALP_AA3G105800
OG0014361	Bo8g010800	AALP_AA1G079000
OG0014363	Bo1g138490	AALP_AA3G143500
OG0014364	Bo5g073050	AALP_AA4G069900
OG0014365	Bo8g068210	AALP_AA1G208100
OG0014366	Bo8g087100	AALP_AA5G184200
OG0014369	Bo7g108670	AALP_AAs50850U000300
OG0014370	Bo00722s090	AALP_AA2G154800
OG0014375	Bo2g041800	AALP_AA8G328200
OG0014376	Bo4g078380	AALP_AA6G306600
OG0014378	Bo8g078940	AALP_AA5G119300
OG0014380	Bo1g010430	AALP_AA7G187000
OG0014382	Bo2g029000	AALP_AA8G368600
OG0014384	Bo3g101340	AALP_AA8G476500
OG0014385	Bo4g120390	AALP_AA5G173200
OG0014386	Bo9g130900	AALP_AA8G360400
OG0014387	Bo3g081970	AALP_AA3G278400
OG0014390	Bo3g086660	AALP_AA5G224700
OG0014391	Bo2g159370	AALP_AA8G421600
OG0014393	Bo8g090400	AALP_AA5G200500
OG0014394	Bo9g160070	AALP_AA8G187700
OG0014398	Bo1g138740	AALP_AA3G139900
OG0014399	Bo9g171330	AALP_AA8G110000
OG0014401	Bo7g095530	AALP_AA8G241800
OG0014403	Bo9g024500	AALP_AA3G334400
OG0014405	Bo9g120770	AALP_AA6G204300
OG0014408	Bo7g050200	AALP_AA1G265600
OG0014409	Bo9g173990	AALP_AA8G088300
OG0014415	Bo1g006450	AALP_AA7G228200
OG0014418	Bo3g047020	AALP_AA6G198100
OG0014419	Bo9g126180	AALP_AA8G354000
OG0014425	Bo7g103750	AALP_AAs50448U000400
OG0014426	Bo6g064330, Bo4g139350	AALP_AA6G338800
OG0014427	Bo2g131890	AALP_AA6G108800
OG0014428	Bo1g008050	AALP_AA7G201700
OG0014429	Bo9g058810	AALP_AA6G156400
OG0014430	Bo1g099960	AALP_AA3G277900
OG0014431	Bo7g098770	AALP_AA8G445500
OG0014432	Bo5g002980	AALP_AA1G004100
OG0014433	Bo4g154670	AALP_AA6G268300
OG0014434	Bo9g001120	AALP_AA6G001700
OG0014438	Bo9g091320	AALP_AA6G173200
OG0014439	Bo5g079960	AALP_AA4G056700
OG0014440	Bo9g118890	AALP_AA8G333600
OG0014443	Bo7g038770	AALP_AA3G279800
OG0014445	Bo4g017430	AALP_AA4G217400
OG0014446	Bo4g127120	AALP_AAs53505U000300
OG0014448	Bo4g199780	AALP_AA3G145100, AALP_AAs61286U000100
OG0014450	Bo7g111970	AALP_AA3G375100
OG0014451	Bo9g092630	AALP_AA6G176000
OG0014453	Bo6g107110	AALP_AA2G109400
OG0014454	Bo1g147600	AALP_AA3G076700
OG0014455	Bo8g098840	AALP_AA6G253700
OG0014457	Bo2g051390	AALP_AA2G072700
OG0014459	Bo5g025160	AALP_AA1G199400
OG0014460	Bo3g026480	AALP_AA6G078400
OG0014464	Bo6g079960	AALP_AA2G249300
OG0014467	Bo1g008420	AALP_AA7G196100
OG0014468	Bo6g003540	AALP_AA4G090400
OG0014470	Bo8g019180, Bo5g071170	AALP_AA4G085200
OG0014471	Bo7g017510	AALP_AA3G326000, AALP_AA8G351500
OG0014472	Bo8g112350	AALP_AA1G090900
OG0014474	Bo9g091090	AALP_AA6G174300
OG0014477	Bo4g186710	AALP_AA4G145800
OG0014479	Bo4g145720	AALP_AAs47289U000400
OG0014481	Bo6g066500	AALP_AA6G315300
OG0014483	Bo3g032130	AALP_AA4G158200
OG0014484	Bo7g065150	AALP_AA6G152400
OG0014485	Bo8g081490	AALP_AA5G139900
OG0014487	Bo3g149770	AALP_AA7G267900
OG0014488	Bo9g161880	AALP_AA8G177400
OG0014490	Bo4g190360	AALP_AA4G192100, AALP_AA8G013100
OG0014492	Bo8g007340, Bo5g007910	AALP_AA1G067400
OG0014497	Bo6g095080	AALP_AA2G128000
OG0014499	Bo3g034080	AALP_AA4G173500
OG0014500	Bo3g002630	AALP_AA8G034700
OG0014501	Bo7g104390, Bo8g043610	AALP_AA8G262500
OG0014507	Bo7g104090, Bo01063s040	AALP_AA5G062300
OG0014509	Bo9g028300	AALP_AA3G373800
OG0014510	Bo7g118360	AALP_AA7G245900
OG0014511	Bo9g108650, Bo2g047320	AALP_AA8G307600
OG0014512	Bo3g015690	AALP_AA8G235800
OG0014513	Bo8g076890	AALP_AA5G066000
OG0014514	Bo9g022510	AALP_AA3G311100
OG0014515	Bo1g040700	AALP_AA7G090900
OG0014516	Bo5g151390	AALP_AA3G015600
OG0014517	Bo5g071030	AALP_AA1G285200
OG0014518	Bo2g051140	AALP_AA2G068600
OG0014522	Bo1g022220	AALP_AA7G025800
OG0014527	Bo7g073840	AALP_AA6G123400
OG0014533	Bo5g004230	AALP_AA1G033800
OG0014534	Bo7g116600	AALP_AA7G209100
OG0014535	Bo1g152190	AALP_AA3G036500
OG0014535	Bo4g086650	AALP_AAs74096U000400
OG0014536	Bo3g032320	AALP_AA4G161000
OG0014538	Bo5g017710	AALP_AA1G150500
OG0014539	Bo2g166110	AALP_AA8G474500
OG0014540	Bo6g112210	AALP_AA4G210000
OG0014541	Bo8g092130	AALP_AA5G222800
OG0014545	Bo7g089040	AALP_AA6G098600
OG0014546	Bo8g097920	AALP_AA5G283500
OG0014548	Bo1g052920	AALP_AA6G210100
OG0014549	Bo3g041850	AALP_AA7G271900
OG0014550	Bo7g103740	AALP_AAs50448U000200
OG0014552	Bo8g112820	AALP_AA1G080400
OG0014553	Bo3g058610	AALP_AA3G043000
OG0014555	Bo7g084280	AALP_AA5G039700
OG0014558	Bo2g011250	AALP_AA8G132500
OG0014561	Bo5g010210	AALP_AA7G260400
OG0014562	Bo4g176040	AALP_AA6G084800
OG0014563	Bo9g171580	AALP_AA3G022200
OG0014564	Bo4g012940	AALP_AAs47564U000100
OG0014565	Bo8g118190	AALP_AA1G013000
OG0014568	Bo8g112730	AALP_AA1G081600
OG0014570	Bo8g076830	AALP_AA5G104600
OG0014572	Bo7g040590	AALP_AA3G268000
OG0014573	Bo9g003970	AALP_AA6G011700
OG0014575	Bo1g051460	AALP_AA7G123800
OG0014576	Bo5g115480	AALP_AA3G219000
OG0014577	Bo9g095410	AALP_AA2G044900
OG0014579	Bo3g043020	AALP_AA8G284400
OG0014580	Bo3g042190	AALP_AA5G293400
OG0014587	Bo5g032000	AALP_AA1G227900
OG0014591	Bo7g056080, Bo7g056090	AALP_AA1G256700, AALP_AA1G256800
OG0014592	Bo9g163530, Bo9g163520, Bo9g163540	AALP_AA8G169700
OG0014593	Bo5g008540	AALP_AA8G414600
OG0014594	Bo9g009490	AALP_AA5G005200
OG0014595	Bo6g104030	AALP_AA2G095100
OG0014596	Bo7g108150	AALP_AA7G057700
OG0014599	Bo7g096990	AALP_AA8G418700
OG0014601	Bo7g101110, Bo8g081390	AALP_AA5G141400
OG0014602	Bo5g144720	AALP_AA3G063600
OG0014603	Bo4g158780	AALP_AA6G257200
OG0014604	Bo3g001980	AALP_AA8G015500
OG0014606	Bo2g070800	AALP_AA2G141900
OG0014607	Bo9g175830	AALP_AA8G062200
OG0014608	Bo3g087150	AALP_AA3G309500
OG0014610	Bo3g032550	AALP_AA4G167400
OG0014613	Bo3g134110	AALP_AA5G091400
OG0014614	Bo2g165940	AALP_AA8G470200
OG0014616	Bo4g078370	AALP_AA6G306700
OG0014617	Bo7g014950	AALP_AA6G036300
OG0014620	Bo7g004990	AALP_AA3G365200
OG0014625	Bo7g064390	AALP_AA8G507600
OG0014626	Bo2g164020	AALP_AA8G452700
OG0014630	Bo8g083670, Bo8g083650	AALP_AA5G177800
OG0014631	Bo3g085610	AALP_AAs45999U001500
