Orthogroup	Brassica_oleracea	Camelina_sativa
OG0013519	Bo7g118080	Csa12g004810, Csa10g004570
OG0013520	Bo3g134720	Csa09g048010, Csa06g021260, Csa04g030560
OG0013521	Bo7g077990	Csa04g002000, Csa09g001010
OG0013522	Bo5g010290	Csa03g013240, Csa17g013440, Csa14g011330
OG0013523	Bo3g100840	Csa18g038520, Csa11g101960, Csa02g073890
OG0013524	Bo4g117030	Csa06g029760, Csa21742s010, Csa04g041430
OG0013525	Bo5g132380	Csa19g018900, Csa15g017680, Csa01g015860
OG0013526	Bo2g052880	Csa05g075230, Csa07g030410, Csa16g023800
OG0013527	Bo8g067480, Bo00831s110	Csa17g023600, Csa14g022170, Csa03g021650
OG0013528	Bo2g165530	Csa02g071800, Csa18g036900
OG0013529	Bo6g057640	Csa10g040760, Csa12g074610, Csa11g050940
OG0013530	Bo2g156010, Bo3g147790	Csa03g033430, Csa14g037900, Csa17g043220
OG0013531	Bo3g054810	Csa02g001420, Csa13g057040, Csa08g001450
OG0013532	Bo9g165800	Csa20g021090, Csa13g017380, Csa08g006590
OG0013533	Bo5g141910	Csa15g008760, Csa01g008070, Csa19g010760
OG0013534	Bo4g186560	Csa05g016870, Csa06g039630, Csa04g050520
OG0013535	Bo3g001380	Csa13g001330, Csa08g063240, Csa20g001440
OG0013536	Bo2g009210	Csa13g010820, Csa20g012260, Csa08g055530
OG0013538	Bo9g036840	Csa09g097460, Csa07g064120, Csa16g055490
OG0013539	Bo9g027570	Csa09g099570, Csa16g057430, Csa00619s080
OG0013540	Bo5g133160	Csa01g013910, Csa19g017000, Csa15g016740
OG0013541	Bo01233s010	Csa11g085750, Csa18g025100, Csa02g051280
OG0013542	Bo4g140570	Csa12g077970, Csa10g049370, Csa11g059350
OG0013543	Bo4g017360	Csa05g008880, Csa04g059280, Csa06g048860
OG0013544	Bo2g086370	Csa07g047290, Csa09g080430
OG0013545	Bo8g030970	Csa11g051080, Csa10g040870, Csa12g074710, Csa10671s010
OG0013546	Bo7g105400	Csa10g027590, Csa12g046780
OG0013547	Bo9g077760	Csa13g052690, Csa08g048850, Csa02g011190
OG0013548	Bo4g194790	Csa05g007530
OG0013549	Bo4g137480	Csa11g053780, Csa10g044930, Csa12g083680
OG0013550	Bo5g009030	Csa17g011940, Csa03g011940, Csa14g009970
OG0013551	Bo2g132210, Bo9g069320, Bo7g077300	Csa20g081520, Csa18g002730, Csa11g064680
OG0013552	Bo7g086960, Bo9g008650	Csa09g021170, Csa04g018070, Csa06g010120
OG0013553	Bo3g066450	Csa19g021530, Csa01g017400, Csa15g019260
OG0013554	Bo2g009290	Csa20g012430, Csa13g010950, Csa08g055380
OG0013555	Bo5g060930	Csa17g042530, Csa03g032780, Csa14g037230
OG0013556	Bo9g148580	Csa08g015490, Csa20g035900, Csa13g025780
OG0013557	Bo6g106430	Csa16g028150, Csa07g033720, Csa05g083400
OG0013558	Bo6g098570	Csa05g082000, Csa07g033350, Csa16g027810
OG0013559	Bo5g144860, Bo3g060360	Csa19g008650, Csa01g007010, Csa15g007580
OG0013560	Bo7g016300	Csa13g001090, Csa08g063470
OG0013561	Bo3g065740	Csa15g018020, Csa19g019310, Csa01g016190
OG0013562	Bo2g166180, Bo3g101410	Csa11g101450, Csa02g073050, Csa18g037970
OG0013563	Bo3g021060, Bo8g107510	Csa18g028990, Csa02g059210, Csa11g089620
OG0013564	Bo7g098930, Bo9g014700	Csa02g068650, Csa18g035010, Csa11g097510
OG0013565	Bo1g022170	Csa11g026160, Csa11g026170, Csa12g039280, Csa10g023110
OG0013566	Bo5g133510, Bo3g064870	Csa01g013400, Csa19g016540, Csa15g016180
OG0013567	Bo9g058900	Csa20g067130, Csa18g010630, Csa11g071710
OG0013568	Bo8g116030	Csa14g004700, Csa17g005710, Csa03g004750
OG0013569	Bo9g179000	Csa20g005990, Csa08g059670
OG0013570	Bo00578s020	Csa10g046840, Csa12g081700, Csa11g055730
OG0013571	Bo3g151280	Csa06g037990, Csa04g047820, Csa05g018770
OG0013572	Bo8g090510	Csa04g042490, Csa09g068290, Csa06g030790
OG0013573	Bo3g044610	Csa08g039210, Csa02g026530, Csa13g047420
OG0013574	Bo7g108190	Csa10g020310, Csa11g023330, Csa12g033920
OG0013575	Bo1g037750, Bo7g109440	Csa10g018790, Csa11g020510, Csa12g030140
OG0013577	Bo9g055870	Csa05g060750, Csa07g023770, Csa07g023790, Csa17g098270
OG0013578	Bo1g054790	Csa10g029270, Csa12g051740, Csa11g033530
OG0013579	Bo5g150160	Csa01g002890, Csa15g002960, Csa19g005330
OG0013580	Bo1g049550, Bo7g111540	Csa11g016430
OG0013581	Bo5g020930	Csa14g018620, Csa17g021060, Csa03g019290
OG0013582	Bo8g080340	Csa06g024990, Csa04g036620, Csa09g002480
OG0013583	Bo9g170010	Csa13g014450, Csa20g017180, Csa08g002790
OG0013584	Bo9g003920	Csa02g002420, Csa08g053240, Csa13g056050
OG0013585	Bo4g187960	Csa05g014190, Csa04g053060, Csa06g043040
OG0013586	Bo3g002230, Bo9g183100, Bo9g183110, Bo9g184650	Csa20g003220, Csa08g061400, Csa13g003140
OG0013587	Bo3g034870	Csa05g012500, Csa06g044650, Csa04g054600
OG0013588	Bo7g097020	Csa13g028920, Csa20g040640, Csa08g018670
OG0013589	Bo3g037450	Csa06g051270, Csa07577s010, Csa05g004380, Csa04g062750
OG0013590	Bo1g019750, Bo7g106180	Csa10g026530, Csa11g029780, Csa12g043170
OG0013591	Bo9g069760	Csa20g082250, Csa11g063930
OG0013592	Bo5g127460, Bo1g129760	Csa01g017620, Csa15g019520
OG0013593	Bo7g089480	Csa11g075930, Csa02g033540, Csa18g014940
OG0013594	Bo01383s020	Csa11g066310, Csa20g077720, Csa18g005390
OG0013595	Bo00846s040	Csa19g048820, Csa01g044450, Csa15g085720
OG0013596	Bo5g020650	Csa17g020760, Csa14g018360, Csa03g019000
OG0013598	Bo3g004620, Bo2g008820	Csa08g056520, Csa20g010310
OG0013599	Bo2g081060	Csa09g078840, Csa07g045660, Csa16g038190
OG0013600	Bo9g140930	Csa02g065730, Csa11g093770, Csa18g033210
OG0013601	Bo4g172950, Bo4g059520	Csa07g012830, Csa16g014550, Csa05g033380
OG0013602	Bo8g118050	Csa17g002290, Csa14g001350, Csa03g001450
OG0013603	Bo4g024670	Csa05g003820, Csa04g063380, Csa06g051850
OG0013604	Bo3g035080	Csa06g045060, Csa05g012070, Csa04g055000
OG0013605	Bo5g050680	Csa14g025560, Csa17g026150, Csa03g024160
OG0013606	Bo5g001200	Csa14g001290, Csa17g002360, Csa03g001380
OG0013607	Bo7g057780, Bo8g071550	Csa17g029530, Csa03g026470
OG0013608	Bo8g108320	Csa03g015990, Csa14g015180, Csa17g016460
OG0013609	Bo9g058510	Csa20g066520, Csa11g072250, Csa18g011190
OG0013610	Bo8g101540	Csa09g086080, Csa16g043480, Csa07g051820
OG0013611	Bo1g157540	Csa19g002590, Csa01g001500, Csa15g001530
OG0013612	Bo1g005230	Csa12g004410, Csa11g004670, Csa10g004150
OG0013613	Bo7g067800	Csa18g008800, Csa20g071930
OG0013614	Bo6g006970	Csa03g047450, Csa14g049830, Csa17g071450
OG0013615	Bo8g110910, Bo5g010300	Csa17g013450, Csa03g013250, Csa14g011340
OG0013616	Bo2g007450	Csa13g008940, Csa20g009250, Csa08g057570
OG0013617	Bo1g007370	Csa10g007790, Csa12g009260, Csa11g007580
OG0013618	Bo4g021040, Bo3g036830	Csa05g006520, Csa04g061620
OG0013619	Bo9g174290	Csa13g010770, Csa20g012190
OG0013620	Bo7g095830	Csa08g023260, Csa13g031490, Csa20g048960
OG0013621	Bo7g021380	Csa19g046630, Csa01g035180, Csa15g071530
OG0013622	Bo9g174190	Csa20g012340, Csa08g055460, Csa13g010870
OG0013623	Bo8g064900, Bo8g108060	Csa03g016330, Csa14g015480, Csa17g016800
OG0013624	Bo9g017630	Csa11g100270, Csa02g071830, Csa18g036930
OG0013625	Bo00629s170	Csa08g011350, Csa20g027290, Csa13g021680
OG0013626	Bo9g153870	Csa13g022220, Csa20g028940, Csa08g011950
OG0013627	Bo5g135060, Bo3g064660	Csa19g016040
OG0013628	Bo9g018890	Csa18g039550
OG0013629	Bo1g035790	Csa11g022380, Csa12g031900, Csa10g019640
OG0013630	Bo7g009540	Csa15g079580, Csa01g042030
OG0013631	Bo2g004030	Csa02g049240, Csa11g084780, Csa18g023940
OG0013633	Bo1g017030	Csa12g020560, Csa10g013730, Csa11g014700
OG0013634	Bo7g077850, Bo5g001080	Csa17g002160, Csa14g001470, Csa03g001550
OG0013635	Bo9g166590	Csa08g005570, Csa13g016310
OG0013636	Bo7g096580	Csa20g044830, Csa08g021250, Csa13g030440
OG0013637	Bo7g108770, Bo1g034560	Csa12g032020, Csa12g032040, Csa10g019750, Csa11g022490
OG0013638	Bo3g048400, Bo3g048410	Csa02g011480, Csa08g048610
OG0013639	Bo1g022110	Csa11g026260, Csa10g023210, Csa12g039400
OG0013640	Bo4g190660	Csa05g011630, Csa04g055450, Csa06g046920
OG0013641	Bo3g009000	Csa13g015720, Csa08g004980, Csa20g018470
OG0013642	Bo9g008130	Csa06g006940, Csa09g011810, Csa04g013780
OG0013644	Bo1g068480, Bo9g035590	Csa07g064770, Csa09g098120
OG0013645	Bo5g003660	Csa03g004240, Csa17g005230
OG0013647	Bo1g039080, Bo7g109590	Csa11g020190, Csa12g029790
OG0013648	Bo8g001080, Bo5g003300	Csa14g002720, Csa17g003620
OG0013649	Bo4g140000	Csa11g057470, Csa10g047320, Csa12g079750
OG0013651	Bo6g077800	Csa07g004550, Csa05g093560, Csa16g003530
OG0013652	Bo3g169330	Csa11g009120, Csa10g008320, Csa12g009820
OG0013653	Bo8g091540	Csa09g069650, Csa06g032920
OG0013654	Bo9g009740	Csa18g018630, Csa02g035350, Csa11g078540
OG0013655	Bo2g159230	Csa20g044900, Csa08g022320, Csa13g030500
OG0013657	Bo6g113200	Csa09g073990, Csa07g038600, Csa16g034340
OG0013658	Bo3g001440	Csa13g001430, Csa20g001660, Csa08g063120
OG0013659	Bo5g057190	Csa14g036420, Csa03g032000, Csa17g040630
OG0013660	Bo9g014420, Bo7g098230	Csa02g067900, Csa11g094800, Csa18g034330
OG0013662	Bo4g158820	Csa07g056850, Csa16g047460, Csa09g092040
OG0013663	Bo1g040320	Csa10g017310, Csa12g026560, Csa11g018920
OG0013664	Bo1g147200	Csa15g009510
OG0013665	Bo6g061020	Csa10g044750, Csa12g083920, Csa11g053610
OG0013666	Bo8g090000	Csa06g030160, Csa09g067540, Csa04g041810
OG0013667	Bo9g032240	Csa09g099410
OG0013668	Bo2g095830	Csa07g059260, Csa09g094380, Csa16g049830
OG0013669	Bo4g007020	Csa05g002440, Csa06g053240
OG0013670	Bo6g031050	Csa17g093240, Csa03g060160, Csa14g063340, Csa14g063350, Csa14g063330
OG0013671	Bo9g183200, Bo2g002830	Csa13g002970, Csa08g061590
OG0013672	Bo9g167870	Csa08g005150, Csa20g018640, Csa13g015870
OG0013673	Bo9g074600, Bo8g039470, Bo7g081630	Csa09g007160, Csa04g009390
OG0013674	Bo2g087710, Bo7g104600	Csa11g033250
OG0013675	Bo2g047480	Csa11g084560, Csa18g023720, Csa02g049000
OG0013676	Bo9g181800	Csa08g060800, Csa20g003800, Csa13g003750
OG0013677	Bo8g082760	Csa04g039390, Csa09g061670
OG0013678	Bo9g139340	Csa02g065100, Csa11g093220, Csa18g032680, Csa18g032690
OG0013679	Bo1g023970	Csa12g037210, Csa10g022200, Csa11g025230
OG0013680	Bo3g054930	Csa03040s010, Csa19g001140, Csa00555s270
OG0013681	Bo4g021670	Csa05g005860, Csa06g050750, Csa04g062250
OG0013682	Bo4g149720	Csa16g044210, Csa09g086780, Csa07g052550
OG0013683	Bo4g200810	Csa05g001280, Csa04g067980
OG0013684	Bo3g059040	Csa15g006980, Csa01g006510, Csa19g008080
OG0013685	Bo9g120920, Bo3g021430	Csa11g088850, Csa18g027140
OG0013686	Bo4g139940	Csa11g057440, Csa17g025900, Csa10g047350, Csa12g079790
OG0013687	Bo7g089140, Bo2g149810	Csa20g041160, Csa18g014330, Csa11g074380
OG0013688	Bo8g016640	Csa03g051560, Csa17g074300, Csa14g051780
OG0013689	Bo1g021830	Csa12g041840, Csa10g024510, Csa11g027630, Csa27734s010
OG0013690	Bo7g038720	Csa05g031740, Csa16g012970, Csa05g031720, Csa07g012220
OG0013691	Bo9g163310	Csa08g008390, Csa13g019070, Csa20g023940
OG0013693	Bo3g041800	Csa05g044620, Csa16g050810, Csa07g060170
OG0013694	Bo1g057140	Csa11g035450, Csa10g031100, Csa00430s080
OG0013695	Bo9g017600, Bo3g103600	Csa11g100210, Csa02g071760, Csa18g036850
OG0013696	Bo8g070870	Csa03g025170, Csa17g027300
OG0013697	Bo9g149950	Csa08g015000, Csa13g025180, Csa20g033240, Csa20g033250
OG0013698	Bo3g037220	Csa04g062140, Csa06g050640, Csa05g005940
OG0013699	Bo1g007280	Csa10g007740, Csa12g009200
OG0013700	Bo4g041120	Csa07g007190, Csa05g021130
OG0013701	Bo9g166350, Bo3g009400	Csa13g016610, Csa08g005860, Csa20g019300
OG0013702	Bo7g077870, Bo2g133590, Bo9g069750	Csa20g082220
OG0013703	Bo5g127210, Bo3g066750	Csa19g022110, Csa01g017940, Csa15g019890
OG0013704	Bo4g190420	Csa06g045220, Csa04g055180, Csa05g011900
OG0013705	Bo7g108410, Bo1g033050	Csa12g033660, Csa11g023060
OG0013707	Bo5g144850	Csa15g007590, Csa01g007020, Csa19g008670
OG0013708	Bo3g142960, Bo5g052370	Csa17g037640, Csa03g031130
OG0013709	Bo7g118760	Csa11g003720, Csa12g003570, Csa10g003280
OG0013710	Bo7g065620	Csa20g067580, Csa18g010240, Csa11g071290
OG0013712	Bo7g026570	Csa01g038290, Csa15g058680, Csa19g040790
OG0013713	Bo4g078600	Csa20g066720, Csa11g072080, Csa18g010990
OG0013714	Bo8g058150	Csa17g012550, Csa14g010510, Csa03g012460
OG0013715	Bo8g082430	Csa06g027430, Csa04g038940, Csa09g061260, Csa04521s010
OG0013716	Bo5g008060	Csa14g008640, Csa03g010630
OG0013717	Bo5g005600	Csa17g008760, Csa14g006710, Csa03g006800, Csa03g006820
OG0013718	Bo7g110030, Bo1g039750	Csa11g019440
OG0013720	Bo9g181310	Csa20g005430, Csa08g060250, Csa13g006240
OG0013721	Bo1g150160, Bo5g144900	Csa19g008570, Csa01g006940, Csa15g007510
OG0013722	Bo9g095540, Bo00935s050	Csa02g037320, Csa18g020470, Csa11g081270
OG0013723	Bo7g082220	Csa09g009030, Csa06g005430, Csa04g011080
OG0013724	Bo3g101080	Csa02g074160, Csa18g038270, Csa08848s010, Csa11g101750
OG0013725	Bo2g082310	Csa07g046130, Csa16g038600, Csa09g079280
OG0013726	Bo9g011280	Csa20g049100, Csa08g023360, Csa12228s010, Csa20g049030
OG0013727	Bo3g081950	Csa15g048570, Csa01g030000, Csa19g035950
OG0013728	Bo3g134560	Csa09g047810, Csa04g030370, Csa06g021140
OG0013729	Bo4g186310	Csa05g017560
OG0013730	Bo7g115850	Csa11g010450, Csa10g009590, Csa12g013160
OG0013731	Bo1g034650, Bo3g165820	Csa12g031980, Csa11g022450, Csa10g019710
OG0013732	Bo5g127290	Csa19g022000, Csa01g017830
OG0013733	Bo7g027880, Bo3g086740	Csa19g040600, Csa15g058500
OG0013734	Bo3g007080	Csa13g014320, Csa20g017060, Csa08g002670
OG0013735	Bo2g010590, Bo3g007190	Csa20g017220, Csa08g002830, Csa13g014510
OG0013736	Bo9g135380	Csa11g092340, Csa02g064240, Csa18g031790
OG0013737	Bo1g151570	Csa15g006710, Csa19g007770, Csa01g006260
OG0013738	Bo1g008220	Csa10g008900, Csa11g009800, Csa12g011490
OG0013739	Bo6g116450	Csa16g035770, Csa07g040200, Csa09g077600
OG0013740	Bo6g056190	Csa11g041530, Csa12g063040, Csa10g033320
OG0013741	Bo4g052420	Csa13g025840, Csa20g036000
OG0013742	Bo6g120140	Csa09g080800, Csa07g047630, Csa16g040230
OG0013743	Bo9g184940, Bo2g002410	Csa13g001840, Csa20g002050, Csa08g062700
OG0013744	Bo5g001040, Bo8g118000	Csa17g002120
OG0013745	Bo4g032360	Csa05g017370, Csa04g050190
OG0013746	Bo1g130010	Csa15g019120, Csa19g021390, Csa01g017280
OG0013747	Bo9g084630	Csa05g068510, Csa00517s010, Csa07g028120
OG0013748	Bo1g122900	Csa01g019720, Csa19g023970
OG0013749	Bo1g016940, Bo8g054580, Bo7g113470	Csa12g020480
OG0013750	Bo6g077640	Csa05g093240, Csa16g003290, Csa07g003550
OG0013751	Bo7g088860	Csa09g014620, Csa04g015540, Csa06g008600
OG0013752	Bo3g134210	Csa09g045460, Csa04g029990, Csa06g020890
OG0013753	Bo5g100950, Bo1g105850	Csa01g024670, Csa15g031990
OG0013754	Bo2g149620	Csa02g032320, Csa18g014140, Csa11g074190
OG0013755	Bo3g032950	Csa06g042830, Csa05g014410
OG0013756	Bo8g033940	Csa12g065640, Csa11g043110, Csa10g034820
OG0013757	Bo3g109320	Csa18g035180, Csa11g098640, Csa02g069770
OG0013758	Bo4g161300, Bo4g173250	Csa11g066160, Csa20g077850
OG0013759	Bo5g114100	Csa01g022500, Csa15g027240, Csa19g027000
OG0013760	Bo8g117330, Bo5g003360	Csa03g002810, Csa14g002820, Csa17g003720
OG0013761	Bo3g134480	Csa06g021080, Csa09g047750, Csa04g030310
OG0013762	Bo6g108940	Csa07g036210, Csa16g030860, Csa05g086210
OG0013763	Bo3g023980	Csa18g021660, Csa11g082310, Csa02g040670
OG0013764	Bo5g041490	Csa14g031520, Csa17g033680, Csa03g028390
OG0013766	Bo2g140490, Bo7g084320	Csa09g013010, Csa06g007140, Csa04g014970
OG0013767	Bo7g031150	Csa07g040710, Csa16g036250
OG0013768	Bo2g056250	Csa05g081980, Csa07g033320, Csa16g027790
OG0013769	Bo4g045810, Bo1g065050	Csa09g037090
OG0013770	Bo3g017260	Csa02g067680, Csa11g094570, Csa18g034080
OG0013771	Bo5g115490	Csa15g026940, Csa19g026730, Csa01g022230
OG0013773	Bo9g021610	Csa02g075890, Csa18g040670, Csa11g104070
OG0013774	Bo00534s010	Csa14g064250
OG0013774	Bo5g129200	Csa15g018850
OG0013775	Bo3g044280	Csa02g028490, Csa08g037340, Csa13g043470
OG0013776	Bo9g020470, Bo7g064220	Csa02g075740, Csa18g040550, Csa11g103950
OG0013777	Bo9g004430	Csa13g055310, Csa08g052550
OG0013778	Bo4g030030, Bo4g187250	Csa05g015760, Csa06g040670, Csa04g051550, Csa05g015660
OG0013779	Bo9g029050	Csa16g056170, Csa07g064940, Csa09g098240
OG0013780	Bo1g055280	Csa10g030040, Csa11g034310, Csa12g053650
OG0013781	Bo6g122610	Csa16g048740, Csa07g058230, Csa09g093350
OG0013782	Bo6g119610	Csa07g046920, Csa16g039360, Csa09g080060
OG0013783	Bo8g095960	Csa07g003370, Csa16g003440, Csa05g093430
OG0013784	Bo8g112740, Bo5g008650	Csa14g009420, Csa17g011410
OG0013785	Bo8g101450	Csa07g052020, Csa16g043680
OG0013786	Bo4g168060	Csa07g015310, Csa05g035180, Csa16g015850
OG0013787	Bo9g176050	Csa13g008580, Csa08g057920, Csa20g008860
OG0013788	Bo9g135100, Bo3g018710	Csa10g040660
OG0013789	Bo9g011390, Bo7g096040	Csa13g031240, Csa08g023010
OG0013790	Bo6g122110	Csa07g057540, Csa09g092660, Csa16g048120
OG0013791	Bo7g118830	Csa12g003140
OG0013792	Bo3g179570	Csa17g088730, Csa14g059260, Csa03g056870
OG0013793	Bo9g154000	Csa20g028690, Csa08g011740, Csa13g022030
OG0013794	Bo5g002970	Csa17g001030, Csa03g002270
OG0013795	Bo2g127500	Csa20g077820, Csa11g066210, Csa18g005260
OG0013796	Bo2g036540	Csa11g089410, Csa18g028700, Csa02g058990, Csa18g028790
OG0013797	Bo2g050520	Csa02g043060, Csa18g022150, Csa02g043070, Csa11g082830
OG0013798	Bo5g034740	Csa17g028470, Csa14g026960, Csa03g025580
OG0013799	Bo8g102160	Csa19g047700, Csa15g081030
OG0013800	Bo5g155220	Csa15g001090, Csa19g003200, Csa02909s010, Csa01g001100
OG0013801	Bo3g030000	Csa05g017810, Csa06g038880, Csa04g049750
OG0013802	Bo9g032270	Csa17g044830, Csa16g057260, Csa09g099370
OG0013803	Bo6g112880	Csa09g072680, Csa07g038290, Csa16g034020
OG0013804	Bo8g054430, Bo1g017340	Csa12g020870, Csa10g014010
OG0013805	Bo9g151990	Csa20g032260, Csa13g023280
OG0013806	Bo4g173780, Bo3g024940	Csa16g012700
OG0013807	Bo1g086260	Csa17g098400, Csa05g060800, Csa07g023890
OG0013808	Bo3g035760	Csa06g047640
OG0013809	Bo3g175360	Csa10g011660, Csa11g012510, Csa12g016270
OG0013810	Bo1g053220	Csa11g032920, Csa12g050930, Csa10g028730
OG0013812	Bo4g034860	Csa04g049720, Csa05g017840, Csa06g038850
OG0013813	Bo4g188470	Csa06g043840, Csa04g053890, Csa05g013290
OG0013814	Bo1g051290	Csa12g022350, Csa11g015660, Csa10g014430
OG0013815	Bo7g037630, Bo3g082040	Csa15g048390, Csa19g035770
OG0013816	Bo7g012720	Csa15g076450, Csa19g054980
OG0013817	Bo4g182170	Csa05g021540, Csa07g007580, Csa16g007380
OG0013818	Bo5g020610	Csa17g020740, Csa03g018980, Csa14g018340
OG0013819	Bo6g076660	Csa16g006170, Csa05g091370, Csa07g005330
OG0013820	Bo8g081060	Csa09g059010, Csa04g037790, Csa06g026200
OG0013821	Bo8g044710	Csa12g051610, Csa11g033410, Csa10g029140
OG0013822	Bo3g060500	Csa19g009950, Csa01g007290
OG0013823	Bo1g024420	Csa11g024680, Csa12g036570, Csa10g021660
OG0013824	Bo3g039860	Csa16g015020, Csa07g013400, Csa05g033980
OG0013825	Bo1g138520	Csa15g017250
OG0013826	Bo2g004160	Csa20g003710, Csa08g060900
OG0013827	Bo00581s060	Csa05g062050, Csa07g026120, Csa17g098570
OG0013828	Bo4g019770	Csa08g054690, Csa13g011660, Csa20g013150
OG0013829	Bo6g115810	Csa09g075910, Csa16g035010, Csa07g039410
OG0013830	Bo4g157330	Csa07g055120, Csa16g046710, Csa09g090280
OG0013831	Bo3g066490, Bo1g129880	Csa01g017460, Csa15g019320
OG0013832	Bo9g076540	Csa13g052860, Csa02g011010, Csa08g049030
OG0013833	Bo3g136970	Csa09g048460, Csa06g021580, Csa04g030930
OG0013834	Bo01242s020	Csa00486s030, Csa11g073870, Csa18g012840, Csa11g073880
OG0013835	Bo8g065100	Csa17g017240, Csa14g015950, Csa03g016770
OG0013836	Bo7g003170	Csa19g047950, Csa15g081220, Csa15g082770
OG0013837	Bo7g012740	Csa15g076420, Csa19g054950, Csa01g039660
OG0013838	Bo7g101420, Bo8g080980	Csa09g059110, Csa04g037890, Csa06g026310
OG0013839	Bo6g113010	Csa07g038400, Csa09g072800, Csa16g034160
OG0013840	Bo9g150080	Csa13g025060, Csa08g014880, Csa20g033100
OG0013841	Bo4g179260, Bo4g179280	Csa05g024110, Csa07g009960, Csa05g024170, Csa05g024200
OG0013842	Bo5g039320	Csa17g030320, Csa03g027100, Csa14g030470
OG0013843	Bo8g095140	Csa16g005500, Csa05g092190, Csa07g004650
OG0013844	Bo9g173640	Csa20g015190, Csa13g011680, Csa08g054670
OG0013846	Bo1g045310	Csa12g025460, Csa10g016370, Csa11g017850
OG0013847	Bo2g052710	Csa07g030210, Csa16g023580, Csa05g075010
OG0013848	Bo9g181280	Csa20g005460, Csa08g060220, Csa13g006270
OG0013849	Bo9g054630	Csa07g026400, Csa17g098860
OG0013850	Bo6g080270	Csa17g070790, Csa03g046830
OG0013851	Bo5g138240	Csa19g013000, Csa15g010930, Csa01g010310
OG0013852	Bo3g043080	Csa02g029620, Csa13g041390, Csa00586s020
OG0013853	Bo5g008160	Csa03g010760, Csa14g008760, Csa17g010730
OG0013854	Bo2g002340	Csa13g001690, Csa20g001910, Csa08g062840
OG0013855	Bo4g198620	Csa04g066570, Csa05g001750, Csa06g053940
OG0013856	Bo7g092930, Bo2g151820	Csa20g058850, Csa08g032210, Csa13g039230
OG0013857	Bo5g002780	Csa17g001520, Csa03g002190, Csa14g002140
OG0013858	Bo7g064000	Csa18g040290, Csa02g075520, Csa11g103760
OG0013859	Bo8g101110, Bo4g149730	Csa16g044220, Csa09g086790, Csa07g052560
OG0013860	Bo00851s130	Csa00555s020, Csa04557s010, Csa10g042800
OG0013861	Bo8g004220, Bo5g004850	Csa17g007980, Csa03g006050
OG0013862	Bo7g030300	Csa01g036720, Csa19g040140, Csa15g057070
OG0013863	Bo4g025160	Csa05g003240, Csa06g052440, Csa05g003220
OG0013864	Bo9g019040, Bo3g096520	Csa11g103270, Csa02g075080
OG0013865	Bo1g046470	Csa12g025250, Csa11g017640, Csa10g016200
OG0013866	Bo3g015680	Csa20g034440, Csa13g025390, Csa08g015200
OG0013867	Bo4g048370	Csa07g010890, Csa05g028230, Csa16g009620
OG0013868	Bo7g002050, Bo9g027500	Csa01g042240, Csa19g056060, Csa15g079760
OG0013869	Bo3g143000	Csa17g037730, Csa03g031200, Csa14g035530
OG0013870	Bo7g003190	Csa15g081240, Csa07441s010, Csa07439s010, Csa19g047970
OG0013871	Bo1g049440	Csa11g016620, Csa12g023310, Csa10g015320
OG0013873	Bo9g006090	Csa08g050520, Csa13g053930, Csa02g006160
OG0013874	Bo3g135820	Csa09g048080, Csa04g030630, Csa06g021330
OG0013875	Bo4g137940, Bo4g118330	Csa05g076280, Csa16g020360, Csa07g023550
OG0013876	Bo9g173700, Bo2g009590	Csa13g011590
OG0013877	Bo7g103920	Csa10g030290, Csa12g053970, Csa11g034640
OG0013878	Bo3g042060	Csa16g047360, Csa09g091980, Csa07g056740
OG0013879	Bo1g144170	Csa19g013570, Csa01g010910, Csa15g012550
OG0013880	Bo1g010520	Csa11g010970, Csa12g013700, Csa10g010130
OG0013881	Bo01287s010	Csa09g082620, Csa16g041090, Csa07g048490
OG0013882	Bo4g134560	Csa10g036140, Csa12g068200
OG0013883	Bo8g090990	Csa04g043040, Csa09g069000
OG0013884	Bo9g177550	Csa20g006190, Csa13g006930
OG0013885	Bo9g176140, Bo9g176130, Bo2g007240	Csa20g008780, Csa13g008510, Csa08g057980
OG0013886	Bo9g023870, Bo7g021400	Csa19g046620
OG0013887	Bo4g190240, Bo4g012640	Csa04g054850, Csa05g012250, Csa06g044900
OG0013888	Bo8g104150, Bo2g023670	Csa13g025360, Csa20g034400, Csa08g015170
OG0013889	Bo9g040980	Csa07g062860
OG0013890	Bo1g058980	Csa06g026000, Csa09g058850, Csa04g037630
OG0013891	Bo1g010440	Csa12g013600, Csa10g010040, Csa11g010860
OG0013892	Bo3g060890	Csa15g008540, Csa19g010560, Csa01g007880
OG0013893	Bo4g133210	Csa12g065970, Csa11g043370, Csa10g033700
OG0013894	Bo2g166480, Bo3g100740, Bo3g100780	Csa18g038620, Csa02g073790, Csa11g102060
OG0013895	Bo1g014930	Csa12g017430, Csa11g013710, Csa10g012760, Csa17g046150
OG0013896	Bo4g077070	Csa05g041910, Csa18078s010, Csa16g051300, Csa07g060690
OG0013897	Bo7g109820	Csa12g029380, Csa10g018110, Csa11g019780
OG0013898	Bo1g047910	Csa12g024820, Csa10g015770, Csa11g017100
OG0013899	Bo8g064990	Csa14g015730, Csa17g017010, Csa03g016560
OG0013900	Bo5g148450	Csa01g004810, Csa19g006230, Csa15g003910
OG0013901	Bo3g143390	Csa17g039280, Csa03g031730, Csa14g036060
OG0013902	Bo7g073980, Bo9g062940	Csa11g065940, Csa20g078130
