Orthogroup	Brassica_oleracea	Eutrema_salsugineum
OG0011759	Bo3g068990, Bo1g120430, Bo5g122840	EUTSA_v10021921mg
OG0011761	Bo7g095290, Bo9g010940, Bo2g156190	EUTSA_v10005298mg
OG0011762	Bo3g045520, Bo9g094030	EUTSA_v10028393mg
OG0011763	Bo4g139280	EUTSA_v10028331mg
OG0011764	Bo5g003040, Bo5g003050, Bo8g117510	EUTSA_v10008396mg
OG0011765	Bo3g077370, Bo5g103590	EUTSA_v10021479mg
OG0011766	Bo7g084150, Bo2g140270	EUTSA_v10004671mg
OG0011767	Bo8g095340, Bo4g104890	EUTSA_v10006461mg
OG0011768	Bo5g035230, Bo7g060140	EUTSA_v10009423mg
OG0011769	Bo9g032690, Bo9g033700	EUTSA_v10023936mg, EUTSA_v10023921mg, EUTSA_v10017528mg, EUTSA_v10017669mg
OG0011770	Bo1g144230, Bo00944s050	EUTSA_v10015979mg
OG0011771	Bo6g122040, Bo2g093440	EUTSA_v10018871mg
OG0011773	Bo8g065530, Bo5g017600, Bo05728s010	EUTSA_v10009911mg
OG0011774	Bo3g007460, Bo3g007500, Bo2g018240	EUTSA_v10015390mg, EUTSA_v10015241mg
OG0011775	Bo9g092710	EUTSA_v10028703mg
OG0011776	Bo8g066860, Bo5g022240	EUTSA_v10007218mg
OG0011777	Bo8g069740	EUTSA_v10007145mg
OG0011778	Bo8g076440	EUTSA_v10008398mg
OG0011779	Bo7g054200, Bo8g076460	EUTSA_v10009887mg
OG0011780	Bo5g051920, Bo7g050000	EUTSA_v10008828mg
OG0011781	Bo2g013520	EUTSA_v10011442mg
OG0011782	Bo00534s200	EUTSA_v10011204mg
OG0011783	Bo3g184040	EUTSA_v10011680mg
OG0011784	Bo5g049120	EUTSA_v10008572mg
OG0011785	Bo6g051180, Bo6g034380	EUTSA_v10011786mg
OG0011786	Bo6g121470, Bo2g093000, Bo2g093020	EUTSA_v10019253mg
OG0011787	Bo5g156310, Bo1g158760	EUTSA_v10022240mg
OG0011788	Bo5g137200	EUTSA_v10026961mg, EUTSA_v10020814mg
OG0011790	Bo3g027760, Bo4g039720, Bo4g182720	EUTSA_v10017806mg
OG0011791	Bo4g151030, Bo8g100870	EUTSA_v10000251mg
OG0011792	Bo5g133390	EUTSA_v10021834mg
OG0011793	Bo7g078250, Bo9g069950	EUTSA_v10001208mg
OG0011794	Bo3g002580, Bo2g005250	EUTSA_v10013969mg
OG0011795	Bo7g110240, Bo6g027850	EUTSA_v10026111mg
OG0011796	Bo7g110190, Bo3g084240, Bo1g040040	EUTSA_v10025104mg
OG0011797	Bo3g153020, Bo1g003190	EUTSA_v10025280mg
OG0011798	Bo1g017720	EUTSA_v10026045mg
OG0011799	Bo2g132350	EUTSA_v10025156mg
OG0011800	Bo7g115900, Bo3g171020	EUTSA_v10026449mg
OG0011801	Bo1g010050, Bo3g171140	EUTSA_v10025209mg
OG0011802	Bo7g064480, Bo9g021650	EUTSA_v10004991mg
OG0011803	Bo7g068820	EUTSA_v10001002mg
OG0011804	Bo3g184690, Bo3g184720	EUTSA_v10012111mg
OG0011805	Bo9g028830	EUTSA_v10023743mg
OG0011807	Bo7g080340, Bo9g112540, Bo2g024830, Bo2g024820, Bo2g140260	EUTSA_v10014983mg
OG0011808	Bo6g086970, Bo2g082120	EUTSA_v10018743mg
OG0011809	Bo5g126340	EUTSA_v10022274mg, EUTSA_v10022033mg
OG0011810	Bo01596s010, Bo5g117150, Bo1g116320	EUTSA_v10022275mg
OG0011811	Bo1g102210	EUTSA_v10022374mg
OG0011814	Bo7g101470, Bo8g080840	EUTSA_v10010054mg
OG0011815	Bo2g012970	EUTSA_v10012836mg
OG0011816	Bo3g045370	EUTSA_v10028744mg
OG0011817	Bo2g104970, Bo3g045700	EUTSA_v10028533mg
OG0011818	Bo3g153790	EUTSA_v10026271mg
OG0011819	Bo7g115820	EUTSA_v10025880mg
OG0011820	Bo8g082400	EUTSA_v10029406mg
OG0011820	Bo7g113740, Bo7g114030, Bo7g114040, Bo7g113750, Bo1g016440, Bo1g016460	EUTSA_v10017575mg
OG0011821	Bo8g099490, Bo02999s010, Bo5g134820, Bo3g153220, Bo6g097130, Bo3g107200, Bo9g172130	EUTSA_v10023912mg
OG0011822	Bo7g048490, Bo4g136180	EUTSA_v10027952mg
OG0011834	Bo2g068390	EUTSA_v10018098mg
OG0011835	Bo8g091830	EUTSA_v10005782mg
OG0011836	Bo5g042690	EUTSA_v10008165mg
OG0011837	Bo2g050500, Bo9g101070	EUTSA_v10016052mg
OG0011838	Bo3g158550	EUTSA_v10026226mg
OG0011839	Bo8g112640	EUTSA_v10006822mg
OG0011841	Bo1g027150	EUTSA_v10025624mg
OG0011842	Bo6g119520	EUTSA_v10018711mg
OG0011843	Bo5g137800	EUTSA_v10020471mg
OG0011844	Bo8g114720, Bo5g007270	EUTSA_v10022616mg
OG0011845	Bo6g113210	EUTSA_v10019220mg
OG0011846	Bo8g099560	EUTSA_v10000137mg
OG0011847	Bo3g036320	EUTSA_v10017066mg
OG0011848	Bo00581s030	EUTSA_v10023726mg
OG0011849	Bo8g099530	EUTSA_v10000363mg
OG0011850	Bo1g016310	EUTSA_v10025013mg
OG0011851	Bo9g139320	EUTSA_v10015714mg
OG0011852	Bo8g080940, Bo7g101440	EUTSA_v10010991mg
OG0011853	Bo3g185850	EUTSA_v10003539mg
OG0011854	Bo8g072700	EUTSA_v10006791mg
OG0011855	Bo4g136490	EUTSA_v10003638mg
OG0011856	Bo8g101970	EUTSA_v10000371mg
OG0011857	Bo5g133180	EUTSA_v10021018mg
OG0011858	Bo4g040070	EUTSA_v10027557mg
OG0011859	Bo2g043350	EUTSA_v10013822mg
OG0011860	Bo8g090910	EUTSA_v10006013mg
OG0011861	Bo4g139920	EUTSA_v10027741mg
OG0011862	Bo9g022410	EUTSA_v10022755mg
OG0011863	Bo5g141490	EUTSA_v10021677mg
OG0011864	Bo1g016550	EUTSA_v10025288mg
OG0011865	Bo3g001620	EUTSA_v10014685mg
OG0011866	Bo9g166150	EUTSA_v10014315mg
OG0011867	Bo3g026540	EUTSA_v10016222mg
OG0011868	Bo7g009710	EUTSA_v10019560mg, EUTSA_v10022631mg
OG0011869	Bo6g076280	EUTSA_v10006415mg
OG0011870	Bo7g104140	EUTSA_v10025823mg
OG0011871	Bo8g081510, Bo1g059140	EUTSA_v10011113mg
OG0011872	Bo4g039390	EUTSA_v10017961mg
OG0011873	Bo9g175260	EUTSA_v10014190mg
OG0011875	Bo5g132950	EUTSA_v10020281mg
OG0011876	Bo4g024720	EUTSA_v10001611mg
OG0011877	Bo6g095980	EUTSA_v10019233mg
OG0011878	Bo4g125680, Bo8g081010	EUTSA_v10010836mg
OG0011879	Bo1g019480	EUTSA_v10025708mg
OG0011880	Bo3g023500	EUTSA_v10016089mg
OG0011881	Bo4g122740	EUTSA_v10023542mg, EUTSA_v10010488mg
OG0011882	Bo03022s010	EUTSA_v10004539mg
OG0011884	Bo7g040900	EUTSA_v10022128mg, EUTSA_v10021631mg
OG0011885	Bo4g035010	EUTSA_v10017336mg
OG0011886	Bo1g022410	EUTSA_v10024338mg
OG0011887	Bo8g118140	EUTSA_v10007294mg
OG0011888	Bo4g116690	EUTSA_v10010627mg
OG0011889	Bo4g194620	EUTSA_v10001567mg
OG0011890	Bo7g111370	EUTSA_v10026109mg
OG0011891	Bo9g171350	EUTSA_v10013697mg
OG0011892	Bo7g111940, Bo1g051260	EUTSA_v10026095mg
OG0011893	Bo3g184480	EUTSA_v10011405mg
OG0011895	Bo6g121670	EUTSA_v10018349mg
OG0011896	Bo9g148260	EUTSA_v10012645mg
OG0011897	Bo4g166850	EUTSA_v10016364mg
OG0011898	Bo3g142930, Bo5g052360	EUTSA_v10006616mg
OG0011899	Bo9g118930	EUTSA_v10014954mg
OG0011901	Bo9g098730	EUTSA_v10013343mg
OG0011902	Bo4g195320, Bo4g024310	EUTSA_v10001591mg
OG0011903	Bo2g081030	EUTSA_v10018880mg
OG0011905	Bo6g030900	EUTSA_v10011607mg
OG0011906	Bo5g017820	EUTSA_v10007655mg
OG0011907	Bo3g009280	EUTSA_v10012443mg
OG0011908	Bo7g081410	EUTSA_v10004291mg
OG0011909	Bo9g116190	EUTSA_v10012804mg
OG0011910	Bo4g154300	EUTSA_v10000045mg
OG0011911	Bo8g005810	EUTSA_v10007296mg
OG0011912	Bo4g098510	EUTSA_v10006364mg
OG0011913	Bo2g002840, Bo9g183180	EUTSA_v10014320mg
OG0011914	Bo5g043540, Bo3g139880	EUTSA_v10009376mg
OG0011915	Bo4g067020	EUTSA_v10017635mg
OG0011916	Bo7g088520	EUTSA_v10004388mg
OG0011917	Bo3g151420	EUTSA_v10024641mg
OG0011918	Bo5g109940	EUTSA_v10021597mg
OG0011919	Bo8g102140	EUTSA_v10002128mg
OG0011920	Bo9g058200	EUTSA_v10003163mg
OG0011921	Bo4g024270	EUTSA_v10001602mg
OG0011922	Bo5g140100	EUTSA_v10022290mg
OG0011924	Bo6g056270	EUTSA_v10026311mg
OG0011925	Bo9g176720	EUTSA_v10013870mg
OG0011926	Bo7g040600	EUTSA_v10021342mg
OG0011927	Bo8g045970	EUTSA_v10027153mg, EUTSA_v10027163mg
OG0011928	Bo5g137230	EUTSA_v10020741mg
OG0011930	Bo8g002630	EUTSA_v10022496mg, EUTSA_v10009747mg
OG0011931	Bo7g026730	EUTSA_v10002410mg
OG0011932	Bo4g186640	EUTSA_v10016413mg
OG0011933	Bo5g127620	EUTSA_v10022322mg
OG0011934	Bo2g007140	EUTSA_v10014141mg
OG0011935	Bo7g050290	EUTSA_v10009217mg
OG0011936	Bo7g089120	EUTSA_v10004384mg
OG0011937	Bo7g059960	EUTSA_v10007890mg
OG0011938	Bo2g080530	EUTSA_v10018586mg
OG0011939	Bo8g059800	EUTSA_v10010022mg
OG0011940	Bo1g002760	EUTSA_v10026454mg
OG0011941	Bo1g022480	EUTSA_v10024457mg
OG0011942	Bo1g151620, Bo5g145440	EUTSA_v10020681mg
OG0011943	Bo9g012580, Bo7g096570	EUTSA_v10003520mg
OG0011944	Bo4g160000	EUTSA_v10002018mg
OG0011945	Bo1g023820, Bo3g162790	EUTSA_v10024364mg
OG0011947	Bo2g048270	EUTSA_v10013322mg
OG0011948	Bo7g106260	EUTSA_v10026903mg
OG0011949	Bo9g025820, Bo7g009820	EUTSA_v10022714mg
OG0011950	Bo6g018050	EUTSA_v10011186mg
OG0011951	Bo3g179840	EUTSA_v10024262mg
OG0011952	Bo4g097070	EUTSA_v10005864mg
OG0011953	Bo7g118690	EUTSA_v10026498mg
OG0011954	Bo6g072810	EUTSA_v10006333mg
OG0011956	Bo8g081150, Bo4g125740	EUTSA_v10010951mg
OG0011957	Bo4g029750	EUTSA_v10017294mg
OG0011958	Bo2g096110	EUTSA_v10018872mg
OG0011959	Bo7g105370	EUTSA_v10024882mg
OG0011960	Bo3g023310	EUTSA_v10015742mg
OG0011961	Bo3g114930	EUTSA_v10011027mg
OG0011962	Bo1g060540	EUTSA_v10010695mg
OG0011963	Bo1g017690	EUTSA_v10024195mg
OG0011964	Bo8g015010	EUTSA_v10011628mg
OG0011966	Bo4g025060	EUTSA_v10001433mg
OG0011967	Bo7g089230	EUTSA_v10005371mg
OG0011969	Bo8g066810	EUTSA_v10009697mg
OG0011970	Bo8g098970	EUTSA_v10002295mg
OG0011972	Bo8g108310	EUTSA_v10008422mg
OG0011973	Bo4g053680	EUTSA_v10016870mg
OG0011974	Bo4g025630, Bo3g034660	EUTSA_v10016404mg
OG0011975	Bo3g009850	EUTSA_v10013046mg
OG0011977	Bo6g010420, Bo04338s010	EUTSA_v10011683mg
OG0011978	Bo5g005670	EUTSA_v10010079mg
OG0011979	Bo3g041810, Bo9g071660	EUTSA_v10016855mg, EUTSA_v10000977mg
OG0011980	Bo3g010320	EUTSA_v10013476mg
OG0011981	Bo3g107210	EUTSA_v10003918mg
OG0011982	Bo7g119130, Bo1g002570	EUTSA_v10025515mg
OG0011983	Bo3g134440	EUTSA_v10010980mg
OG0011984	Bo5g139610	EUTSA_v10020374mg
OG0011985	Bo4g071880	EUTSA_v10016576mg
OG0011986	Bo3g030190	EUTSA_v10017731mg
OG0011987	Bo4g137590	EUTSA_v10027926mg
OG0011989	Bo9g092620	EUTSA_v10028735mg
OG0011990	Bo4g120460	EUTSA_v10010835mg
OG0011991	Bo5g004980	EUTSA_v10009864mg
OG0011992	Bo00795s050	EUTSA_v10023394mg
OG0011993	Bo6g118250	EUTSA_v10019753mg
OG0011994	Bo9g058480	EUTSA_v10003173mg
OG0011995	Bo4g039220, Bo4g182970	EUTSA_v10017283mg
OG0011996	Bo2g068330	EUTSA_v10018314mg
OG0011997	Bo8g098700	EUTSA_v10001246mg
OG0011998	Bo9g151770	EUTSA_v10013361mg
OG0012000	Bo2g150260	EUTSA_v10004024mg
OG0012001	Bo3g009220, Bo9g166710	EUTSA_v10013935mg
OG0012002	Bo4g182060	EUTSA_v10017002mg
OG0012003	Bo1g007680	EUTSA_v10025121mg
OG0012004	Bo2g165990, Bo3g102800	EUTSA_v10004505mg
OG0012005	Bo5g107400	EUTSA_v10022015mg
OG0012007	Bo3g015560	EUTSA_v10015473mg
OG0012008	Bo9g084660	EUTSA_v10028742mg
OG0012009	Bo4g030420	EUTSA_v10017729mg
OG0012010	Bo4g086660, Bo1g098000	EUTSA_v10023448mg
OG0012011	Bo4g030750	EUTSA_v10017137mg
OG0012012	Bo3g107150	EUTSA_v10003777mg
OG0012013	Bo3g179630	EUTSA_v10013614mg
OG0012014	Bo6g044150	EUTSA_v10008072mg
OG0012015	Bo3g015160	EUTSA_v10012833mg
OG0012016	Bo1g151760	EUTSA_v10021179mg
OG0012017	Bo8g076900	EUTSA_v10010480mg
OG0012018	Bo2g151790, Bo7g092880	EUTSA_v10005030mg
OG0012019	Bo3g141780	EUTSA_v10007594mg
OG0012020	Bo6g118630	EUTSA_v10018814mg
OG0012021	Bo8g101820	EUTSA_v10000118mg
OG0012022	Bo9g097190	EUTSA_v10014770mg
OG0012023	Bo3g019760, Bo9g126210	EUTSA_v10013558mg
OG0012024	Bo3g184320	EUTSA_v10011561mg
OG0012025	Bo2g051380	EUTSA_v10018634mg
OG0012026	Bo8g104230	EUTSA_v10006967mg
OG0012027	Bo2g129780, Bo7g074020	EUTSA_v10000872mg
OG0012028	Bo3g031620	EUTSA_v10017966mg
OG0012029	Bo1g123680	EUTSA_v10022304mg
OG0012030	Bo5g027400	EUTSA_v10007768mg
OG0012031	Bo3g001330	EUTSA_v10014660mg
OG0012032	Bo6g056310	EUTSA_v10003554mg
OG0012033	Bo3g127220	EUTSA_v10016196mg
OG0012035	Bo9g186080	EUTSA_v100134041mg
OG0012036	Bo5g138080	EUTSA_v10020117mg
OG0012037	Bo6g103690	EUTSA_v10018775mg
OG0012038	Bo8g081410, Bo7g101070	EUTSA_v10010841mg
OG0012039	Bo3g019710	EUTSA_v10013465mg
OG0012040	Bo5g132130	EUTSA_v10021210mg
OG0012041	Bo8g090200	EUTSA_v10010910mg
OG0012042	Bo1g007460	EUTSA_v10024398mg
OG0012043	Bo4g125900	EUTSA_v10023702mg
OG0012044	Bo5g013360	EUTSA_v10007006mg
OG0012045	Bo6g119040	EUTSA_v10019702mg
OG0012046	Bo2g028970	EUTSA_v10013543mg
OG0012047	Bo5g101130	EUTSA_v10021373mg
OG0012048	Bo1g078990	EUTSA_v10010115mg
OG0012049	Bo6g118690	EUTSA_v10018430mg
OG0012050	Bo3g175070	EUTSA_v10025966mg
OG0012051	Bo3g042820	EUTSA_v10013055mg
OG0012052	Bo2g137220	EUTSA_v10005339mg
OG0012053	Bo3g043000	EUTSA_v10028476mg
OG0012054	Bo4g122910, Bo4g122920	EUTSA_v10010318mg
OG0012055	Bo2g154020, Bo7g093370	EUTSA_v10003510mg
OG0012058	Bo3g092220	EUTSA_v10004883mg
OG0012059	Bo1g063840	EUTSA_v10002475mg
OG0012060	Bo9g005580	EUTSA_v10028689mg
OG0012061	Bo9g013710	EUTSA_v10003701mg
OG0012062	Bo1g094610	EUTSA_v10024010mg
OG0012063	Bo5g034690	EUTSA_v10009943mg
OG0012064	Bo1g039710	EUTSA_v10025190mg
OG0012065	Bo1g092870	EUTSA_v10023451mg
OG0012066	Bo4g137470	EUTSA_v10028323mg
OG0012067	Bo4g188380	EUTSA_v10016721mg
OG0012068	Bo5g143190, Bo1g147750	EUTSA_v10021607mg
OG0012069	Bo1g039790	EUTSA_v10025722mg
OG0012070	Bo6g014390	EUTSA_v10011299mg
OG0012071	Bo6g066440	EUTSA_v10028146mg
OG0012072	Bo5g038840	EUTSA_v10008541mg
OG0012073	Bo6g049390	EUTSA_v10007283mg
OG0012074	Bo4g159910	EUTSA_v10002033mg
OG0012075	Bo5g127320, Bo3g066720	EUTSA_v10022058mg
OG0012076	Bo5g143410	EUTSA_v10020408mg
OG0012077	Bo4g194300, Bo3g036560	EUTSA_v10001559mg
OG0012078	Bo6g125590	EUTSA_v10019723mg
OG0012079	Bo3g142820, Bo7g048700	EUTSA_v10008228mg
OG0012080	Bo7g031790	EUTSA_v10002596mg
OG0012081	Bo4g074130	EUTSA_v10017255mg
OG0012082	Bo4g071910	EUTSA_v10017924mg
OG0012083	Bo4g038980	EUTSA_v10017975mg
OG0012084	Bo7g111490	EUTSA_v10026645mg
OG0012085	Bo5g052320	EUTSA_v10006638mg
OG0012086	Bo9g055770	EUTSA_v10023508mg
OG0012087	Bo2g023780, Bo9g106040	EUTSA_v10014764mg
OG0012088	Bo3g130410	EUTSA_v10002814mg, EUTSA_v10002689mg
OG0012089	Bo3g087160	EUTSA_v10022588mg
OG0012090	Bo8g030520	EUTSA_v10003461mg
OG0012091	Bo7g115420	EUTSA_v10025612mg
OG0012092	Bo3g058530	EUTSA_v10020725mg
OG0012093	Bo2g068120	EUTSA_v10018596mg
OG0012094	Bo1g023810	EUTSA_v10027143mg
OG0012095	Bo8g101440	EUTSA_v10000325mg
OG0012096	Bo6g111010, Bo2g068140	EUTSA_v10018978mg
OG0012097	Bo7g040970	EUTSA_v10007328mg
OG0012098	Bo9g084650	EUTSA_v10028857mg
OG0012099	Bo00998s020	EUTSA_v10016028mg
OG0012100	Bo6g086940, Bo6g118810	EUTSA_v10018558mg
OG0012101	Bo01031s020	EUTSA_v10028900mg
OG0012102	Bo2g055320	EUTSA_v10019077mg
OG0012106	Bo5g141650, Bo1g147450	EUTSA_v10007798mg
OG0012107	Bo3g003860	EUTSA_v10014443mg
OG0012108	Bo6g118380, Bo2g080910	EUTSA_v10018795mg
OG0012109	Bo5g139560	EUTSA_v10020689mg
OG0012111	Bo4g128450	EUTSA_v10025090mg
OG0012113	Bo7g115230	EUTSA_v10025684mg
OG0012114	Bo9g004130	EUTSA_v10028437mg
OG0012115	Bo7g084070	EUTSA_v10003939mg
OG0012116	Bo2g007560, Bo9g175300	EUTSA_v10013287mg
OG0012117	Bo7g065600	EUTSA_v10003195mg
OG0012118	Bo00685s010	EUTSA_v10011298mg
OG0012119	Bo8g081630	EUTSA_v10010308mg
OG0012120	Bo5g126160	EUTSA_v10021008mg
OG0012121	Bo1g009920	EUTSA_v10024788mg
OG0012122	Bo4g182340, Bo4g041260, Bo4g041250	EUTSA_v10017362mg
OG0012123	Bo8g092960	EUTSA_v10006079mg
OG0012124	Bo5g007870	EUTSA_v10007127mg
OG0012125	Bo3g108150	EUTSA_v10003592mg
OG0012126	Bo2g052700	EUTSA_v10018597mg
OG0012127	Bo1g055410	EUTSA_v10024352mg
OG0012128	Bo3g172220, Bo1g010100	EUTSA_v10024191mg
OG0012129	Bo5g145360	EUTSA_v10020753mg
OG0012130	Bo3g052280	EUTSA_v10028780mg
OG0012131	Bo3g025260	EUTSA_v10016447mg
OG0012132	Bo8g115750	EUTSA_v10008004mg
OG0012133	Bo1g134370	EUTSA_v10020249mg
OG0012134	Bo2g103310, Bo9g006300	EUTSA_v10028818mg
OG0012135	Bo4g058450	EUTSA_v10017756mg
OG0012136	Bo4g149570	EUTSA_v10000318mg
OG0012137	Bo7g033120	EUTSA_v10002445mg
OG0012138	Bo9g044000	EUTSA_v10023583mg
OG0012140	Bo6g113290	EUTSA_v10018208mg
OG0012141	Bo9g017500	EUTSA_v10005653mg
OG0012142	Bo00766s100, Bo7g117020	EUTSA_v10026220mg
OG0012143	Bo7g096490	EUTSA_v10003880mg
OG0012144	Bo9g166100	EUTSA_v10013213mg
OG0012145	Bo8g068600	EUTSA_v10007476mg
OG0012146	Bo9g166030	EUTSA_v10014472mg
OG0012147	Bo5g043790	EUTSA_v10007367mg
OG0012149	Bo8g027080, Bo6g044230	EUTSA_v10007321mg
OG0012150	Bo7g096670	EUTSA_v10004336mg
OG0012151	Bo6g064920, Bo4g140810	EUTSA_v10027785mg
OG0012152	Bo9g181330, Bo2g005480	EUTSA_v10014106mg
OG0012153	Bo8g007160	EUTSA_v10007893mg
OG0012154	Bo3g032970	EUTSA_v10017647mg
OG0012156	Bo3g039800	EUTSA_v10001316mg
OG0012157	Bo3g060920	EUTSA_v10020138mg
OG0012158	Bo9g133410	EUTSA_v10013078mg
OG0012160	Bo3g048640	EUTSA_v10028619mg
OG0012161	Bo1g039460, Bo7g109850	EUTSA_v10027478mg
OG0012162	Bo3g068580	EUTSA_v10021446mg
OG0012163	Bo1g027140	EUTSA_v10026221mg
OG0012164	Bo7g029140	EUTSA_v10002726mg
OG0012165	Bo1g005290	EUTSA_v10026051mg
OG0012166	Bo1g037340	EUTSA_v10024337mg
OG0012167	Bo03062s010, Bo7g045850	EUTSA_v10009067mg
OG0012168	Bo8g055910	EUTSA_v10006658mg
OG0012169	Bo6g121160	EUTSA_v10019827mg
OG0012170	Bo01040s050	EUTSA_v10000760mg
OG0012171	Bo9g022190	EUTSA_v10004296mg
OG0012172	Bo9g007800, Bo7g082410	EUTSA_v10003934mg
OG0012173	Bo5g132280, Bo3g065660	EUTSA_v10020694mg
OG0012174	Bo6g081550	EUTSA_v10019641mg
OG0012176	Bo5g137710	EUTSA_v10021512mg
OG0012177	Bo7g079940	EUTSA_v10003561mg
OG0012178	Bo7g048450	EUTSA_v10008411mg
OG0012179	Bo3g185080	EUTSA_v10016555mg
OG0012180	Bo00962s030	EUTSA_v10028938mg
OG0012181	Bo9g069910	EUTSA_v10000821mg
OG0012183	Bo4g125690, Bo8g081020	EUTSA_v10010507mg
OG0012184	Bo6g116850, Bo2g080660	EUTSA_v10018278mg
OG0012185	Bo4g139110	EUTSA_v10027761mg
OG0012186	Bo3g071550	EUTSA_v10020006mg
OG0012187	Bo8g107110	EUTSA_v10007614mg
OG0012188	Bo7g083760, Bo7g083770	EUTSA_v10004137mg
OG0012189	Bo5g078750	EUTSA_v10029072mg
OG0012190	Bo3g036470	EUTSA_v10001370mg
OG0012191	Bo2g101970, Bo3g052260	EUTSA_v10029004mg
OG0012192	Bo4g078770	EUTSA_v10003240mg
OG0012193	Bo6g110830, Bo6g094920	EUTSA_v10019708mg
OG0012193	Bo4g140050	EUTSA_v10027836mg
OG0012194	Bo6g010430	EUTSA_v10011435mg, EUTSA_v10011437mg
OG0012195	Bo1g025580, Bo1g025590	EUTSA_v10025484mg
OG0012196	Bo5g143440	EUTSA_v10020219mg
OG0012197	Bo3g053070	EUTSA_v10028392mg
OG0012198	Bo3g021640	EUTSA_v10014813mg
OG0012199	Bo1g020140	EUTSA_v10026338mg
OG0012200	Bo8g105470, Bo5g021920	EUTSA_v10008548mg
OG0012202	Bo8g068330	EUTSA_v10007407mg
OG0012203	Bo7g003180	EUTSA_v10002053mg
OG0012204	Bo7g087440	EUTSA_v10004856mg
OG0012205	Bo8g083510	EUTSA_v10010093mg
OG0012206	Bo5g132150	EUTSA_v10020299mg
OG0012207	Bo7g099110	EUTSA_v10010709mg
OG0012208	Bo8g025620	EUTSA_v10004308mg
OG0012209	Bo9g100010	EUTSA_v10014247mg
OG0012210	Bo5g039930	EUTSA_v10007807mg
OG0012211	Bo4g025230	EUTSA_v10016915mg
OG0012212	Bo8g033900	EUTSA_v10025736mg
OG0012213	Bo2g070760	EUTSA_v10019172mg
OG0012214	Bo6g121920	EUTSA_v10018079mg
OG0012215	Bo9g117460	EUTSA_v10014885mg
OG0012216	Bo9g005910	EUTSA_v10028953mg
OG0012217	Bo8g043560	EUTSA_v10024512mg
OG0012218	Bo4g195600, Bo4g024700	EUTSA_v10001419mg
OG0012219	Bo4g139520	EUTSA_v10027753mg
OG0012220	Bo5g006880	EUTSA_v10010012mg
OG0012221	Bo5g019380, Bo8g065970	EUTSA_v10008130mg
OG0012222	Bo2g010080	EUTSA_v10014426mg
OG0012223	Bo7g109370, Bo1g037670	EUTSA_v10027206mg
OG0012224	Bo2g095100	EUTSA_v10018016mg
OG0012225	Bo9g061280	EUTSA_v10001132mg
OG0012227	Bo7g093460	EUTSA_v10003569mg
OG0012228	Bo5g063110	EUTSA_v10007264mg
OG0012229	Bo6g048000	EUTSA_v10008542mg
OG0012230	Bo6g018660	EUTSA_v10011741mg
OG0012231	Bo9g004020	EUTSA_v10028815mg
OG0012232	Bo1g042920, Bo3g049900	EUTSA_v10025915mg
OG0012233	Bo6g124000	EUTSA_v10019015mg
OG0012234	Bo5g115240	EUTSA_v10020157mg
OG0012235	Bo9g171690	EUTSA_v10013596mg
OG0012236	Bo2g047860, Bo3g023170	EUTSA_v10013260mg
OG0012237	Bo5g153930	EUTSA_v10020217mg
OG0012238	Bo5g022080	EUTSA_v10007372mg
OG0012239	Bo9g181270	EUTSA_v10015856mg, EUTSA_v10015730mg
OG0012240	Bo2g023710	EUTSA_v10012749mg
OG0012241	Bo7g107490	EUTSA_v10024324mg
OG0012242	Bo2g100270	EUTSA_v10028590mg
OG0012243	Bo8g107740	EUTSA_v10007108mg
OG0012244	Bo2g052820, Bo6g099840	EUTSA_v10018612mg
OG0012245	Bo3g096340	EUTSA_v10022551mg
OG0012246	Bo4g012720	EUTSA_v10016505mg
OG0012247	Bo1g063730	EUTSA_v10002379mg
OG0012248	Bo4g085130, Bo1g094320	EUTSA_v10023342mg
OG0012249	Bo1g006500	EUTSA_v10025798mg
OG0012250	Bo3g047070	EUTSA_v10028739mg
OG0012251	Bo1g050840	EUTSA_v10026634mg
OG0012252	Bo8g098280	EUTSA_v10006143mg
OG0012253	Bo9g152220	EUTSA_v10014278mg
OG0012254	Bo2g151800	EUTSA_v10004464mg
OG0012255	Bo6g044090, Bo5g085380	EUTSA_v10001817mg
OG0012256	Bo1g017140	EUTSA_v10024350mg
OG0012257	Bo00615s050	EUTSA_v10005471mg
OG0012258	Bo9g159980	EUTSA_v10014195mg
OG0012259	Bo9g057180	EUTSA_v10003631mg
OG0012260	Bo7g109730, Bo1g039280	EUTSA_v10025527mg
OG0012261	Bo7g113080, Bo7g113100	EUTSA_v10025195mg
OG0012262	Bo6g077390	EUTSA_v10006192mg
OG0012263	Bo6g074850	EUTSA_v10006473mg
OG0012264	Bo1g084790	EUTSA_v10010194mg
OG0012265	Bo9g024260	EUTSA_v10022725mg
OG0012266	Bo9g062680	EUTSA_v10001027mg
OG0012267	Bo3g013940, Bo2g018550	EUTSA_v10014035mg
OG0012268	Bo9g059190	EUTSA_v10003253mg
OG0012269	Bo5g009140	EUTSA_v10008167mg
OG0012270	Bo00640s020, Bo10512s010	EUTSA_v10012337mg
OG0012271	Bo7g084000	EUTSA_v10004751mg
OG0012272	Bo5g063000, Bo7g091100	EUTSA_v10009879mg
OG0012273	Bo7g072740	EUTSA_v10001012mg
OG0012274	Bo00581s130, Bo9g055780	EUTSA_v10024094mg
OG0012275	Bo3g009660	EUTSA_v10016026mg
OG0012276	Bo9g175090	EUTSA_v10014903mg
OG0012277	Bo3g052980	EUTSA_v10028983mg
