Orthogroup	Brassica_rapa	Arabidopsis_halleri
OG0011657	Bra006763, Bra002641	g16957
OG0011658	Bra002473	g10898
OG0011659	Bra025746	g13894
OG0011660	Bra014499	g05596
OG0011661	Bra019272	g10456
OG0011662	Bra033223	g01706
OG0011663	Bra030381	g15137
OG0011664	Bra009472	g15760
OG0011665	Bra034328, Bra000522	g26185
OG0011666	Bra009000	g10561
OG0011667	Bra039273	g09667
OG0011668	Bra010897	g12973
OG0011669	Bra035604, Bra002847	g23472
OG0011670	Bra010193	g17634
OG0011671	Bra010171	g15992
OG0011672	Bra032383, Bra014877	g23727
OG0011673	Bra017107, Bra000088	g18433
OG0011674	Bra027540, Bra036018	g29119
OG0011675	Bra012181, Bra038999	g29409
OG0011676	Bra007788	g21539
OG0011677	Bra031018	g25876
OG0011678	Bra001523, Bra027394, Bra021510	g06881
OG0011679	Bra016932	g24471
OG0011680	Bra034159, Bra029889	g05941
OG0011681	Bra036322	g09202
OG0011682	Bra017165, Bra005175	g03695
OG0011683	Bra023255	g16030
OG0011684	Bra018647	g18278
OG0011685	Bra015563, Bra031558	g02377
OG0011686	Bra024714, Bra012456	g08092
OG0011687	Bra027128	g25459
OG0011688	Bra024847	g14574
OG0011689	Bra024278	g12444
OG0011690	Bra033537	g23127
OG0011691	Bra002749	g16806
OG0011692	Bra023957, Bra011334	g00743
OG0011693	Bra029815	g06048
OG0011694	Bra008446, Bra003578	g01579
OG0011695	Bra027970	g30790
OG0011696	Bra014904	g27539
OG0011697	Bra025847	g13481
OG0011698	Bra015377, Bra015376	g02135
OG0011699	Bra009607	g19482
OG0011700	Bra036839, Bra012872	g14926
OG0011701	Bra033544, Bra012734	g23119
OG0011702	Bra024014	g00864
OG0011703	Bra015363	g02122
OG0011704	Bra040134	g06203
OG0011705	Bra035392, Bra035529	g16348
OG0011706	Bra025782, Bra016487	g13854
OG0011707	Bra008814	g19338
OG0011708	Bra039367, Bra034709	g05710
OG0011709	Bra000879	g09101
OG0011710	Bra020653	g02179
OG0011711	Bra002508	g10929
OG0011712	Bra016497, Bra025758	g13877
OG0011713	Bra001435	g05837
OG0011714	Bra026306	g04476
OG0011715	Bra028193	g22210
OG0011716	Bra017951	g13377
OG0011717	Bra024247	g12406
OG0011718	Bra031983, Bra036450	g26806
OG0011719	Bra036531, Bra009814	g14150
OG0011720	Bra006332	g00182
OG0011721	Bra016116	g03923
OG0011722	Bra019536	g16672
OG0011723	Bra040547, Bra040700	g02650
OG0011724	Bra035537	g24804
OG0011725	Bra031011	g25893
OG0011726	Bra001001	g02641
OG0011727	Bra009478	g15770
OG0011728	Bra031878	g07452
OG0011729	Bra024017, Bra011253	g00872
OG0011730	Bra036775	g26159
OG0011731	Bra012871	g14924
OG0011732	Bra019447	g27345
OG0011733	Bra013933	g10228
OG0011734	Bra001986	g28322
OG0011735	Bra022982, Bra005405	g03360
OG0011736	Bra037262	g22167
OG0011737	Bra031807	g07196
OG0011738	Bra019552, Bra029907	g16710
OG0011739	Bra001105, Bra040195	g06183
OG0011740	Bra028862	g19425
OG0011741	Bra005365	g03406
OG0011742	Bra011993	g27200
OG0011743	Bra037762	g12427
OG0011744	Bra009752	g25305
OG0011745	Bra034312	g28100
OG0011746	Bra013822, Bra010485	g10357
OG0011747	Bra035018, Bra026703, Bra015496	g01381
OG0011748	Bra038669	g05873
OG0011749	Bra029157	g08343
OG0011750	Bra006876	g14850
OG0011751	Bra018634, Bra031622	g18268
OG0011752	Bra007652	g05394
OG0011753	Bra034753, Bra001456	g05778
OG0011754	Bra035989	g17558
OG0011834	Bra007930	g03803
OG0011835	Bra007327	g16651
OG0011836	Bra024701	g08077
OG0011837	Bra015192	g08401
OG0011838	Bra020978	g15402
OG0011839	Bra031614	g18281
OG0011841	Bra013604	g19859, g14454
OG0011842	Bra015851	g01074
OG0011843	Bra029812	g06051
OG0011844	Bra032434, Bra015477	g02258
OG0011845	Bra016122	g03917
OG0011846	Bra007830	g22341
OG0011847	Bra000285	g17395
OG0011848	Bra038170	g24791
OG0011849	Bra007827	g22354
OG0011850	Bra011117	g04288
OG0011851	Bra002572	g11024
OG0011852	Bra018793, Bra006901, Bra012819	g28339
OG0011853	Bra030809	g07170
OG0011854	Bra016358	g13681
OG0011855	Bra028119	g01314
OG0011856	Bra031168	g23923
OG0011857	Bra034735	g05755
OG0011858	Bra005440	g15384
OG0011859	Bra022680	g09465
OG0011860	Bra007252	g21201
OG0011861	Bra025594	g29005
OG0011862	Bra037205	g21318
OG0011863	Bra029651	g11819
OG0011864	Bra011096	g04308
OG0011865	Bra005697	g19507
OG0011866	Bra008779	g19287
OG0011867	Bra022875	g03109, g07957
OG0011868	Bra038815	g22037
OG0011869	Bra003368	g22873
OG0011870	Bra012749	g30900
OG0011871	Bra036794, Bra038902	g14876
OG0011872	Bra005399	g03370
OG0011873	Bra009283	g15658
OG0011874	Bra024653	g13586, g13585
OG0011875	Bra039366, Bra034710	g05712
OG0011876	Bra039331	g09789
OG0011877	Bra004023	g14721
OG0011878	Bra033461, Bra006894	g28330
OG0011879	Bra013300	g22582
OG0011880	Bra029148	g08322
OG0011881	Bra040689	g20404
OG0011882	Bra017347	g19569
OG0011883	Bra002666	g16921
OG0011884	Bra014917	g29424
OG0011885	Bra005297	g03513
OG0011886	Bra013461	g05191
OG0011887	Bra032655	g01719
OG0011888	Bra014741	g11573
OG0011889	Bra004782, Bra037681	g18049
OG0011890	Bra019054	g04525
OG0011891	Bra008970	g10599
OG0011892	Bra026277	g04433
OG0011893	Bra037964, Bra030906	g24888
OG0011894	Bra040452	g22932
OG0011895	Bra015640	g01359
OG0011896	Bra002424	g27122
OG0011897	Bra035665	g07031
OG0011898	Bra010916, Bra032851	g12931
OG0011899	Bra002950	g09352
OG0011901	Bra035722	g08448
OG0011902	Bra040329, Bra004886	g28012
OG0011903	Bra003812, Bra015927, Bra008141	g00964
OG0011904	Bra022510	g27095
OG0011905	Bra018995	g15091
OG0011906	Bra019704	g04682
OG0011907	Bra006643, Bra006208	g19336
OG0011908	Bra025121	g23581
OG0011909	Bra003000	g09415
OG0011910	Bra032115	g08797
OG0011911	Bra030626	g02229
OG0011912	Bra014392	g05314
OG0011913	Bra028851, Bra009551	g19395
OG0011914	Bra024771, Bra010981	g08173
OG0011915	Bra040930	g07018
OG0011916	Bra033110, Bra025404	g30596
OG0011917	Bra010667	g02851
OG0011918	Bra035802	g11093
OG0011919	Bra031145	g25790
OG0011920	Bra027977	g26437
OG0011921	Bra004883	g28016
OG0011922	Bra029686	g11777
OG0011924	Bra039481	g19968
OG0011925	Bra009150	g15513
OG0011926	Bra014942	g27153
OG0011928	Bra029858	g15907
OG0011929	Bra032222, Bra040795	g18978
OG0011930	Bra030544	g02012
OG0011931	Bra015172	g18500
OG0011932	Bra017208	g23335, g03631
OG0011933	Bra027295	g06759
OG0011934	Bra028742	g15535
OG0011935	Bra032790	g08191
OG0011936	Bra037502	g15882
OG0011937	Bra012297	g13369
OG0011938	Bra008095	g04089
OG0011939	Bra041073	g04996
OG0011940	Bra011840	g02852
OG0011941	Bra013469	g05202
OG0011942	Bra039442	g06306
OG0011943	Bra036523, Bra009790	g27622
OG0011944	Bra034289	g27365
OG0011945	Bra020883	g05233
OG0011946	Bra023925, Bra035741	g11169
OG0011947	Bra022560	g08367
OG0011948	Bra012577	g15362
OG0011950	Bra018775	g24316
OG0011951	Bra014277	g28905
OG0011952	Bra040442	g05250
OG0011953	Bra017848	g02943
OG0011954	Bra003275	g16662
OG0011955	Bra024616	g13630
OG0011956	Bra006883, Bra033466	g14834
OG0011957	Bra005135	g18355
OG0011958	Bra008482	g01621
OG0011959	Bra012644	g17089
OG0011960	Bra029134	g08295
OG0011961	Bra019511	g12845
OG0011962	Bra038877	g14925
OG0011963	Bra040168	g17102
OG0011964	Bra014139	g21527, g17423
OG0011965	Bra013244	g20089
OG0011966	Bra004945	g09747
OG0011967	Bra037488	g15918
OG0011968	Bra038952	g30882
OG0011969	Bra016630	g09916
OG0011970	Bra007777	g21495
OG0011971	Bra022229	g16140
OG0011972	Bra026982	g04852
OG0011973	Bra018280	g25761
OG0011974	Bra004992, Bra000164	g12576
OG0011975	Bra006260	g19242
OG0011977	Bra015615	g19013
OG0011978	Bra015430	g25266, g02188
OG0011979	Bra000537	g30966
OG0011980	Bra006304	g00221
OG0011981	Bra010117	g12271
OG0011982	Bra011858	g02826
OG0011983	Bra018151	g12810, g12808
OG0011984	Bra029736	g11699
OG0011985	Bra011975	g07142
OG0011986	Bra023073	g32267, g03559
OG0011987	Bra028213	g25013
OG0011988	Bra004500	g09637
OG0011989	Bra035213	g20696
OG0011990	Bra014853	g11409
OG0011991	Bra015360	g02120
OG0011992	Bra027812	g07572, g18680
OG0011993	Bra015950	g00930
OG0011994	Bra027452	g22124, g32038
OG0011995	Bra005386, Bra021936	g03378
OG0011996	Bra007925	g32255
OG0011997	Bra007752	g18626
OG0011998	Bra002313	g12058
OG0012000	Bra037458, Bra020677	g28946
OG0012001	Bra006204, Bra008825	g19348
OG0012002	Bra021863	g03259
OG0012003	Bra011486	g00540
OG0012004	Bra031940, Bra024257	g12417
OG0012005	Bra035756	g11151
OG0012006	Bra028025, Bra036739	g32117
OG0012007	Bra006596	g11993
OG0012008	Bra038381	g18544
OG0012009	Bra005183	g03684
OG0012010	Bra031444	g19868
OG0012011	Bra005211	g03648
OG0012012	Bra010121	g12274
OG0012013	Bra030441, Bra014265	g27892
OG0012014	Bra028055	g30634
OG0012015	Bra006557	g12081
OG0012016	Bra039456, Bra040639	g06280
OG0012017	Bra018061	g16693
OG0012018	Bra020626, Bra010024	g27699
OG0012019	Bra010925	g12914
OG0012020	Bra015921	g00973
OG0012021	Bra031183	g23944
OG0012022	Bra035712	g08468
OG0012023	Bra006863, Bra002800	g24082
OG0012024	Bra030918	g24905
OG0012025	Bra022471	g24341
OG0012026	Bra031040	g13978
OG0012027	Bra025038	g07664
OG0012028	Bra023109	g03646
OG0012029	Bra021165	g06602
OG0012030	Bra025732	g13915
OG0012032	Bra039485	g16325
OG0012033	Bra034949	g29915
OG0012035	Bra009640	g28642
OG0012036	Bra029789	g06082
OG0012037	Bra004214	g21033
OG0012038	Bra036784, Bra012845	g14861
OG0012039	Bra002795, Bra006859	g24094
OG0012040	Bra027400	g06890
OG0012041	Bra007190	g11612
OG0012042	Bra011514	g00510
OG0012043	Bra033478	g30793
OG0012044	Bra019891	g05009
OG0012045	Bra015888	g01024
OG0012046	Bra020403	g16886
OG0012047	Bra031277	g11237
OG0012048	Bra029953	g22329
OG0012049	Bra015914	g00979
OG0012050	Bra010249	g00877
OG0012051	Bra000620	g25541
OG0012052	Bra026531	g23559
OG0012053	Bra000635	g30225
OG0012054	Bra019636	g20423
OG0012055	Bra020603, Bra009982	g25703
OG0012056	Bra013389	g15424, g02863
OG0012057	Bra004503	g09640
OG0012058	Bra009663	g07183
OG0012059	Bra037607	g11895
OG0012060	Bra036286	g09128
OG0012061	Bra026463	g25293
OG0012062	Bra031460	g19905
OG0012063	Bra017940	g13390
OG0012064	Bra013864	g10309
OG0012065	Bra031506	g25411
OG0012066	Bra028204	g25029
OG0012067	Bra017060	g12529
OG0012068	Bra040287	g06483
OG0012069	Bra013871	g10302
OG0012070	Bra018728, Bra018735	g17410
OG0012071	Bra028503	g28541
OG0012072	Bra024535	g13731
OG0012073	Bra040011	g17654
OG0012074	Bra034283	g29255
OG0012075	Bra027266, Bra001589	g06716
OG0012076	Bra029586	g06458
OG0012077	Bra000304	g18001
OG0012078	Bra035185	g01615
OG0012079	Bra010923, Bra030059	g12919
OG0012080	Bra015074	g20090
OG0012081	Bra011994	g27205
OG0012082	Bra011978	g07148
OG0012083	Bra005364	g03407
OG0012084	Bra026339, Bra019042	g04505
OG0012085	Bra032847	g12924
OG0012086	Bra027947	g27630
OG0012087	Bra020178, Bra002399	g11947
OG0012088	Bra018218	g29067
OG0012089	Bra013141	g21301
OG0012090	Bra035532	g16357
OG0012091	Bra023982	g00802
OG0012092	Bra001118	g06218
OG0012093	Bra007911	g21082, g03770
OG0012094	Bra013499	g05232
OG0012095	Bra031223	g28083
OG0012096	Bra016223, Bra007912	g03779, g03777
OG0012097	Bra014910	g27574
OG0012098	Bra038380	g18563
OG0012099	Bra022568	g08333
OG0012100	Bra003796, Bra015905	g00992
OG0012101	Bra000873	g09087
OG0012102	Bra034031	g23320
OG0012103	Bra038269	g30845, g27974
OG0012104	Bra005817	g15702
OG0012106	Bra040371	g11836
OG0012107	Bra005893	g15565
OG0012108	Bra008132	g00949
OG0012109	Bra029741	g11693
OG0012110	Bra022683	g09460
OG0012111	Bra032752	g21367
OG0012112	Bra002686	g16883
OG0012113	Bra024000	g00840
OG0012114	Bra036324	g09205
OG0012115	Bra025239	g20490
OG0012116	Bra009278	g15664
OG0012117	Bra033687	g17579
OG0012118	Bra014165	g24307
OG0012119	Bra036814	g14890
OG0012120	Bra027168	g06576
OG0012121	Bra011384	g00686
OG0012122	Bra021889, Bra005461	g03301
OG0012123	Bra007421	g16506
OG0012124	Bra015543	g02354
OG0012125	Bra010047	g12190
OG0012126	Bra039752	g22093
OG0012127	Bra033513	g12050
OG0012128	Bra040938, Bra011372	g00694
OG0012129	Bra039435	g06317
OG0012130	Bra000862	g09059
OG0012131	Bra022846	g07909
OG0012132	Bra032529	g02043
OG0012133	Bra021550	g06813
OG0012134	Bra034186	g09029
OG0012135	Bra018312	g24208
OG0012136	Bra030243	g21680
OG0012137	Bra015039	g20041
OG0012138	Bra027150	g25424
OG0012140	Bra016114	g03927
OG0012141	Bra035859	g12316
OG0012142	Bra011557, Bra017675	g00455
OG0012143	Bra009796	g14172
OG0012144	Bra006242	g19279
OG0012145	Bra016499	g13885
OG0012146	Bra008768	g19268
OG0012147	Bra032794	g26682, g26675, g08196
OG0012149	Bra028051	g30639
OG0012150	Bra036521, Bra009778	g27613
OG0012151	Bra025524	g22411
OG0012152	Bra009477, Bra028794	g15769
OG0012153	Bra030656, Bra030657	g02301
OG0012154	Bra000105	g18458
OG0012155	Bra013367, Bra012559	g15383
OG0012156	Bra000463	g09542
OG0012157	Bra037444	g27459
OG0012157	Bra001226	g06504
OG0012158	Bra002708	g16859
OG0012160	Bra000788	g21400
OG0012161	Bra013849, Bra019201	g10328
OG0012162	Bra001646	g16226
OG0012163	Bra019391, Bra013603	g14455
OG0012164	Bra015164	g16377
OG0012165	Bra011719	g03029
OG0012166	Bra013747	g10433
OG0012167	Bra030114	g13046, g13047
OG0012168	Bra030734	g18241
OG0012169	Bra015685	g01275
OG0012170	Bra024887	g14526
OG0012171	Bra037188	g07181
OG0012172	Bra025186	g19528
OG0012173	Bra027411, Bra001514	g05641
OG0012174	Bra003639	g01430
OG0012175	Bra032502, Bra015328	g02087
OG0012176	Bra029821	g06033
OG0012177	Bra024849	g14569
OG0012178	Bra032874, Bra030072	g12960
OG0012179	Bra030869	g07062
OG0012180	Bra037895, Bra000696	g28419
OG0012181	Bra017456	g14517
OG0012182	Bra013089, Bra015247	g02519, g29314
OG0012183	Bra033462, Bra006893	g28329
OG0012184	Bra015983, Bra008105	g04109
OG0012185	Bra040850	g26765
OG0012186	Bra001709	g21603
OG0012187	Bra026865	g04658
OG0012188	Bra025216	g20755
OG0012189	Bra039637	g20301
OG0012190	Bra000296	g17982
OG0012191	Bra018527, Bra000861	g09056
OG0012192	Bra033643	g22126
OG0012194	Bra015613	g19015
OG0012195	Bra013562, Bra020871	g21775
OG0012196	Bra029583	g06454, g28375
OG0012197	Bra000915	g09188
OG0012198	Bra002924	g09303
OG0012199	Bra013365	g15382
OG0012200	Bra026718, Bra026046	g09945, g09942
OG0012201	Bra033505	g20243
OG0012202	Bra016521	g13932
OG0012203	Bra036497	g25816
OG0012204	Bra025389	g30967, g24161
OG0012205	Bra007057	g11442
OG0012206	Bra027402	g06893
OG0012207	Bra012917	g22265
OG0012208	Bra040991, Bra036773	g26156
OG0012209	Bra035728	g08434
OG0012210	Bra024626	g13615
OG0012211	Bra004963	g32418
OG0012212	Bra034894	g30822
OG0012213	Bra007955, Bra016166	g03848
OG0012214	Bra035025	g01390
OG0012215	Bra002980	g09388
OG0012216	Bra036258	g09091
OG0012217	Bra040573	g23102
OG0012218	Bra039332, Bra004917	g09792
OG0012219	Bra025613	g24803
OG0012220	Bra015447	g02209
OG0012221	Bra019667, Bra016707	g10175
OG0012222	Bra028564	g10546
OG0012223	Bra013773	g10407
OG0012224	Bra008401	g01482
OG0012225	Bra027600	g26387
OG0012227	Bra009971	g25673
OG0012228	Bra032398	g18785
OG0012229	Bra028001	g17666
OG0012230	Bra018814	g15246
OG0012231	Bra037414	g19708
OG0012232	Bra013955	g10206
OG0012233	Bra035129	g22488
OG0012234	Bra022416, Bra022414	g22507
OG0012236	Bra022588, Bra029117	g08273
OG0012237	Bra040550	g02663
OG0012238	Bra026033	g09929
OG0012239	Bra009470	g15757
OG0012240	Bra020172	g00542
OG0012241	Bra038764	g21760
OG0012242	Bra008555	g09193
OG0012243	Bra019804, Bra026939	g04769
OG0012244	Bra039760, Bra004159	g22070
OG0012245	Bra024454	g22675
OG0012246	Bra004583	g12652
OG0012247	Bra037599	g29271
OG0012248	Bra031479	g25460
OG0012249	Bra011612	g00375
OG0012250	Bra000663	g27407
OG0012251	Bra019029	g04480
OG0012252	Bra007719	g05288
OG0012253	Bra002275	g12167
OG0012254	Bra020625	g27698
OG0012255	Bra028061, Bra034434	g27495
OG0012256	Bra011058	g04365
OG0012257	Bra031860	g07426
OG0012258	Bra013960	g00003
OG0012259	Bra040454, Bra027974	g26415
OG0012260	Bra013831	g10347
OG0012261	Bra024204	g04409
OG0012262	Bra003433	g05527
OG0012263	Bra007393, Bra003338	g16544
OG0012264	Bra030011	g14997
OG0012266	Bra017596	g07602
OG0012267	Bra006531, Bra020080	g12115
OG0012268	Bra027496	g17594
OG0012269	Bra018610	g18236
OG0012270	Bra030461	g31876
OG0012271	Bra025234	g20790
OG0012272	Bra032392	g18777
OG0012273	Bra025065	g07600
OG0012274	Bra038177, Bra027949	g27635, g27640, g27636
OG0012275	Bra006241	g19281
OG0012276	Bra009297	g15643
OG0012277	Bra000908	g09176
OG0012278	Bra008229, Bra014533	g01140
OG0012279	Bra009364	g19083
OG0012280	Bra005041	g12503
OG0012281	Bra018828, Bra039647	g15291
OG0012282	Bra034758	g05794
OG0012283	Bra027781	g22958
OG0012284	Bra000297	g17987
OG0012285	Bra006622	g11933
OG0012286	Bra000733	g23147
OG0012287	Bra038263	g11107
OG0012288	Bra000585	g23904
OG0012289	Bra025139	g23556
OG0012290	Bra031377, Bra012317	g13786
OG0012291	Bra026354	g04526
OG0012292	Bra029899	g16702
OG0012293	Bra009099	g26041
OG0012294	Bra027161	g28802
OG0012295	Bra018187	g12762
OG0012296	Bra030764	g18174
OG0012297	Bra027340	g06803
OG0012298	Bra037624	g11876
OG0012299	Bra002684	g16888
OG0012300	Bra000540	g18632
OG0012301	Bra008767, Bra006247	g19265
OG0012302	Bra038996	g29406
OG0012304	Bra040054, Bra029710	g11732
OG0012305	Bra030885	g24853
OG0012307	Bra033120	g29515
OG0012308	Bra008772	g19275
OG0012309	Bra013329	g15342
OG0012310	Bra004207, Bra034018	g21022
OG0012311	Bra037494	g15905
OG0012312	Bra032982	g20510
OG0012313	Bra032727	g21335
OG0012314	Bra036330	g17033
OG0012315	Bra038229	g22554
OG0012316	Bra010599	g02973
OG0012317	Bra024367	g07443
OG0012318	Bra016952	g24510
OG0012319	Bra039322	g09771
OG0012320	Bra027074	g17753
OG0012321	Bra030197	g20967
OG0012322	Bra034777	g05822
OG0012324	Bra008842	g10762
OG0012325	Bra011646	g00318
OG0012326	Bra025353	g08661
OG0012327	Bra006777	g16923
OG0012328	Bra038082, Bra012786	g20281
OG0012330	Bra027793	g22941
OG0012331	Bra007154	g11562
OG0012332	Bra015669	g01306
OG0012333	Bra013235	g28246
OG0012334	Bra019846	g04930
OG0012336	Bra012578	g15360
OG0012337	Bra025517	g22427, g22423
OG0012338	Bra005901	g15594
OG0012339	Bra020875	g05218
OG0012340	Bra032104	g31309, g08815
OG0012341	Bra032719	g21324
OG0012342	Bra011107	g04294
OG0012343	Bra000724	g27790
OG0012344	Bra002190, Bra006482	g13193
OG0012345	Bra034304	g18668, g14508
OG0012346	Bra027888	g30689
OG0012347	Bra028040	g27248
OG0012348	Bra033277	g01808
OG0012349	Bra005684	g28643
OG0012350	Bra029285	g12202
OG0012351	Bra034534	g00688
OG0012352	Bra017781	g03047
OG0012353	Bra016935	g24474
OG0012354	Bra025796, Bra025798	g13561
OG0012355	Bra007171	g11578
OG0012356	Bra025123	g23578
OG0012357	Bra031795	g04889
OG0012358	Bra026746, Bra026100	g10001
OG0012359	Bra006948	g20449
OG0012360	Bra035273	g27794
OG0012361	Bra030323	g23912
OG0012362	Bra016200	g03800
OG0012363	Bra002010	g30636
OG0012364	Bra012591	g15331
OG0012365	Bra034898	g29540
OG0012366	Bra025313	g18948
OG0012367	Bra024720, Bra011023	g08105
OG0012368	Bra033919, Bra001884	g22758
OG0012369	Bra035147, Bra003589	g01554
OG0012370	Bra030440, Bra014263, Bra023231	g21917
OG0012371	Bra002189	g13194
OG0012372	Bra023627	g00008
OG0012373	Bra019602	g22300
OG0012374	Bra006680	g10944
OG0012375	Bra032692, Bra034886	g19954
OG0012376	Bra013392	g15429
OG0012377	Bra034873	g21322
OG0012378	Bra000428, Bra004533	g09675
OG0012379	Bra016812	g04901
OG0012380	Bra035963	g23757
OG0012381	Bra010099	g12248
OG0012382	Bra008304	g01293
OG0012383	Bra024262	g12422
OG0012384	Bra002374	g11991
OG0012385	Bra016038, Bra008044	g04030
OG0012386	Bra019936	g05068
OG0012387	Bra005692	g28617
OG0012388	Bra008163	g01007
OG0012389	Bra020039, Bra002233	g13128
OG0012390	Bra006034	g19153
OG0012391	Bra019442, Bra019459	g25468
OG0012392	Bra012047	g29944
OG0012393	Bra021672	g25732
OG0012394	Bra035849	g12336
OG0012395	Bra017336	g19536
OG0012396	Bra022587	g08274
OG0012397	Bra013454	g05179
OG0012398	Bra039944	g20993
OG0012399	Bra026461, Bra019118	g10204
OG0012400	Bra000612	g25515
OG0012401	Bra019338	g14366
OG0012402	Bra013382	g15416, g18652, g17639, g31541
OG0012403	Bra036941	g21065, g17077
OG0012404	Bra008923, Bra023352	g10669
OG0012405	Bra038273	g27985
OG0012406	Bra013002	g10867
OG0012407	Bra040294	g06494
OG0012408	Bra017946	g13383
OG0012409	Bra029315, Bra012953	g10799
OG0012410	Bra028141	g20607
OG0012411	Bra007278	g21168
OG0012412	Bra004290	g14778
OG0012413	Bra020480	g14157
OG0012414	Bra022497	g26088
OG0012415	Bra008844	g10760
OG0012416	Bra000633	g05797
OG0012417	Bra006954	g20438
OG0012418	Bra009286	g15653
OG0012419	Bra011518	g00506
OG0012420	Bra039657	g15062
OG0012421	Bra035397	g16356
OG0012422	Bra031747	g05023
OG0012423	Bra009277	g15666
OG0012424	Bra005573	g07991
OG0012425	Bra023326, Bra008960	g10611
OG0012426	Bra007378, Bra003317	g16585
OG0012427	Bra040851	g26766
OG0012428	Bra004119	g24343
OG0012429	Bra018264	g25776
OG0012430	Bra032187	g32251, g20988, g20984
OG0012432	Bra028067	g24389
OG0012433	Bra006209	g19333
OG0012434	Bra019902	g05022
OG0012435	Bra002250	g12132
OG0012436	Bra039548	g20283
OG0012437	Bra003133	g20377
OG0012438	Bra019263	g10445
OG0012439	Bra027506	g17550
OG0012440	Bra015453, Bra030625	g02221
OG0012441	Bra012205	g13838
OG0012442	Bra013516	g29730
OG0012443	Bra016262	g03714
OG0012444	Bra020233	g10879
OG0012445	Bra028560	g10550
OG0012447	Bra023163	g30641
OG0012448	Bra038298	g29490
OG0012449	Bra007401	g16535
OG0012450	Bra016134	g03906
OG0012451	Bra004135	g25970
OG0012453	Bra033585	g13843, g02766
OG0012454	Bra009385	g19119
OG0012455	Bra000849, Bra034178	g09037
OG0012456	Bra030534	g01982
OG0012457	Bra031496	g25432, g25436
OG0012458	Bra015723	g01226
OG0012460	Bra008309	g01301
OG0012461	Bra026729	g09977
OG0012462	Bra003879	g04005
OG0012463	Bra038679	g05861
OG0012464	Bra026626	g14579
OG0012465	Bra035527	g16346
OG0012466	Bra040834	g22738
OG0012467	Bra006942	g20455
OG0012468	Bra027170	g06579
OG0012469	Bra035110	g01500
OG0012470	Bra012884	g14947
OG0012471	Bra024024	g00881
OG0012472	Bra034913	g17041, g26463
OG0012473	Bra009383	g19114
OG0012474	Bra035201	g01649
OG0012475	Bra009319	g23832
OG0012476	Bra032886	g12978
OG0012477	Bra022062	g07742
OG0012478	Bra037881	g27399
OG0012479	Bra021728, Bra018238, Bra018239	g07905
OG0012480	Bra024898	g14504
OG0012481	Bra011270	g00856
OG0012482	Bra002656	g16941
OG0012483	Bra026944	g04774
OG0012484	Bra037773, Bra024285	g07562
OG0012485	Bra028015	g17724
OG0012486	Bra025660	g24693
OG0012487	Bra037334	g28771
OG0012488	Bra001384, Bra001385	g05944
OG0012489	Bra011358	g00707
OG0012490	Bra020719, Bra025699	g15865
OG0012491	Bra010795	g23693
OG0012492	Bra025218	g20757
OG0012493	Bra037340	g19807
OG0012494	Bra024722	g08109
OG0012495	Bra028417	g25043
OG0012496	Bra035288	g25315
OG0012497	Bra013821	g10359
OG0012498	Bra013200	g16441
OG0012499	Bra022789	g24227
OG0012500	Bra033018, Bra025287	g28180
OG0012501	Bra006909	g28346
OG0012502	Bra005731	g28710, g19443
OG0012503	Bra019239	g10400
OG0012504	Bra032094, Bra007850	g08831
OG0012505	Bra033576	g02752
OG0012506	Bra000283, Bra037742	g17393
OG0012507	Bra040612	g14228
OG0012508	Bra028221	g24636
OG0012509	Bra030491	g25630
OG0012510	Bra028743, Bra009163	g15533
OG0012511	Bra016086	g03961
OG0012512	Bra013368	g15385
OG0012513	Bra001123	g06224
OG0012514	Bra024331	g07488
OG0012516	Bra036356	g19554
OG0012517	Bra015951	g04150
OG0012518	Bra021891, Bra005459	g03305
OG0012519	Bra007140	g11535
OG0012520	Bra001180, Bra020783	g06397
OG0012521	Bra035734	g08428
OG0012522	Bra013187	g16404
OG0012523	Bra019062	g04541
OG0012524	Bra027917	g26263
OG0012525	Bra030636	g02250
OG0012526	Bra031985	g26808
OG0012527	Bra000826	g08999
OG0012528	Bra009794, Bra020472	g14174
OG0012529	Bra034927	g26125
OG0012530	Bra006299	g00227
OG0012531	Bra004677	g17293
OG0012532	Bra036442	g26795
OG0012533	Bra001542, Bra027353	g06821
OG0012534	Bra031218	g23986
OG0012535	Bra011966	g27196, g07124
OG0012536	Bra004714	g17372
OG0012537	Bra011620, Bra017717	g00364
OG0012538	Bra027473	g23759
OG0012539	Bra032546	g01995
OG0012540	Bra005683	g28644
OG0012541	Bra034287	g29249
OG0012542	Bra002198, Bra006488	g13182
OG0012543	Bra025072	g07587
OG0012544	Bra029769	g06110
OG0012545	Bra035119	g01511, g06561
OG0012546	Bra034202	g09009
OG0012547	Bra033992	g21072
OG0012548	Bra034663	g00435
OG0012549	Bra022453	g22558
OG0012550	Bra020086	g12105
OG0012551	Bra032247	g17444
OG0012552	Bra033511	g20228
OG0012553	Bra024796	g13814
OG0012554	Bra028168	g20805
OG0012555	Bra033741	g28601
OG0012556	Bra035171, Bra008468	g01598
OG0012557	Bra039344, Bra001472	g05748
OG0012559	Bra036477	g25838
OG0012560	Bra005475	g03274
OG0012561	Bra036169, Bra037485	g15927
OG0012562	Bra014815	g11465
OG0012563	Bra023556	g00158
OG0012564	Bra026639	g14557
OG0012565	Bra033691	g17571
OG0012566	Bra003535	g01669
OG0012567	Bra036935	g23532
OG0012568	Bra002638	g16961
OG0012569	Bra016588	g25915
