Orthogroup	Brassica_rapa	Arabis_alpina
OG0015403	Bra010911	AALP_AA1G288700
OG0015404	Bra037792	AALP_AA8G480500
OG0015405	Bra008961	AALP_AA8G110900
OG0015406	Bra032173	AALP_AA6G284000
OG0015407	Bra006227	AALP_AA8G139900
OG0015408	Bra009697	AALP_AA8G413000
OG0015412	Bra038663, Bra029201	AALP_AA8G468800
OG0015414	Bra018131	AALP_AA1G296300
OG0015415	Bra009739, Bra029394	AALP_AA8G417100
OG0015416	Bra013190	AALP_AA7G171900
OG0015417	Bra031147	AALP_AA3G376900
OG0015418	Bra008845	AALP_AA8G130700
OG0015420	Bra014131	AALP_AA4G077300
OG0015421	Bra002892	AALP_AA8G340500
OG0015424	Bra013918	AALP_AA7G087100
OG0015425	Bra009496	AALP_AA8G033500
OG0015427	Bra036266	AALP_AA6G032000
OG0015428	Bra032924	AALP_AA1G294900
OG0015432	Bra037896	AALP_AA2G032000
OG0015436	Bra013804	AALP_AA7G076900
OG0015437	Bra011608	AALP_AA7G227600
OG0015438	Bra010106	AALP_AA8G457700
OG0015441	Bra008656	AALP_AA8G168400
OG0015442	Bra026286	AALP_AA7G120300
OG0015443	Bra018289	AALP_AA6G087000
OG0015444	Bra032713	AALP_AA4G096300
OG0015446	Bra032273	AALP_AA4G070200
OG0015447	Bra019031	AALP_AA7G115400
OG0015449	Bra033792, Bra018152	AALP_AA5G093700
OG0015451	Bra015756, Bra003723	AALP_AA2G205800
OG0015454	Bra002873	AALP_AA8G342100
OG0015456	Bra008432	AALP_AA2G261900
OG0015457	Bra025894	AALP_AA1G205200
OG0015459	Bra018865	AALP_AA4G053300
OG0015461	Bra035733	AALP_AA8G285900
OG0015463	Bra003120	AALP_AA8G304000
OG0015468	Bra027275	AALP_AA3G170000
OG0015469	Bra009722	AALP_AA8G415600
OG0015470	Bra011916	AALP_AA4G009600
OG0015471	Bra009980	AALP_AA8G252300
OG0015473	Bra017223	AALP_AA4G138800
OG0015474	Bra037800	AALP_AA8G482600
OG0015479	Bra017686	AALP_AA7G221800
OG0015484	Bra007106	AALP_AA5G184300
OG0015486	Bra010361, Bra011038	AALP_AA7G127700
OG0015487	Bra000728	AALP_AA6G169500
OG0015488	Bra004339	AALP_AA2G114300
OG0015489	Bra018993	AALP_AA4G033200
OG0015490	Bra034052	AALP_AA3G096300
OG0015491	Bra011948, Bra035700	AALP_AA6G224100
OG0015492	Bra022585	AALP_AA8G301300, AALP_AA8G300000
OG0015493	Bra025558	AALP_AA6G329200
OG0015494	Bra016151	AALP_AA2G143100
OG0015496	Bra037512	AALP_AA2G088100
OG0015497	Bra035365	AALP_AAs68745U000700
OG0015498	Bra007843	AALP_AA6G270800
OG0015503	Bra019152	AALP_AA7G083100
OG0015504	Bra038668	AALP_AA3G126000
OG0015505	Bra007883	AALP_AA2G125900
OG0015506	Bra030470	AALP_AA4G050200
OG0015507	Bra018147	AALP_AA5G094400
OG0015510	Bra030644	AALP_AA1G060000
OG0015511	Bra027455	AALP_AA6G162200
OG0015512	Bra009316	AALP_AA8G076000
OG0015513	Bra033437	AALP_AA5G151900
OG0015514	Bra009630	AALP_AA1G273600
OG0015515	Bra015842	AALP_AA2G196900
OG0015517	Bra001308	AALP_AA3G099700
OG0015518	Bra014681	AALP_AA5G209100
OG0015519	Bra011583	AALP_AA7G222600
OG0015520	Bra037666	AALP_AA4G230500
OG0015521	Bra018150	AALP_AA5G093900
OG0015523	Bra011063	AALP_AA7G133200
OG0015525	Bra019793, Bra036893, Bra016751	AALP_AA1G141300
OG0015526	Bra017921	AALP_AA1G234000
OG0015528	Bra024118	AALP_AA2G048600, AALP_AA7G148200
OG0015530	Bra016172	AALP_AA2G140600
OG0015532	Bra009369	AALP_AA8G084500
OG0015533	Bra009564	AALP_AA8G017400
OG0015534	Bra025545	AALP_AA6G325400
OG0015535	Bra015033	AALP_AA3G281300
OG0015536	Bra007232	AALP_AA5G203300
OG0015541	Bra029646	AALP_AA3G081900
OG0015542	Bra012677	AALP_AA1G332200
OG0015544	Bra017577	AALP_AA6G119400
OG0015550	Bra019600, Bra017977	AALP_AA5G118400
OG0015551	Bra025827	AALP_AA1G223900
OG0015552	Bra032935	AALP_AA5G031300
OG0015554	Bra029721	AALP_AA3G092600
OG0015555	Bra017560	AALP_AA6G116600
OG0015556	Bra022504	AALP_AA8G271900
OG0015560	Bra021861	AALP_AA6G057500
OG0015561	Bra019422	AALP_AA5G074800
OG0015562	Bra008070	AALP_AA2G167200
OG0015564	Bra002147	AALP_AA8G198500
OG0015565	Bra038929	AALP_AA2G058900
OG0015566	Bra031499	AALP_AA2G039200
OG0015568	Bra039488	AALP_AAs58682U000200
OG0015569	Bra002604	AALP_AA8G383600
OG0015573	Bra034433	AALP_AA1G350200
OG0015575	Bra034941	AALP_AA7G096200
OG0015576	Bra025567	AALP_AA6G330500
OG0015577	Bra015805	AALP_AA2G202400
OG0015579	Bra038025	AALP_AA4G005700
OG0015580	Bra033945	AALP_AA2G104800
OG0015581	Bra016057	AALP_AA2G156700
OG0015582	Bra030113	AALP_AA1G294800
OG0015583	Bra009435	AALP_AA8G041200
OG0015584	Bra021205, Bra012029	AALP_AA3G189400
OG0015585	Bra036922	AALP_AAs72951U000400
OG0015586	Bra024853	AALP_AA5G007500
OG0015589	Bra013267	AALP_AA7G001200
OG0015590	Bra013161	AALP_AA3G302200
OG0015592	Bra036757	AALP_AAs59400U000400
OG0015593	Bra036098	AALP_AA5G129400
OG0015594	Bra031701	AALP_AA1G107600
OG0015595	Bra004519	AALP_AA4G255700
OG0015597	Bra018987	AALP_AA4G033900
OG0015598	Bra019548	AALP_AA8G118500
OG0015600	Bra028847	AALP_AA8G021800
OG0015602	Bra035742	AALP_AA3G239700
OG0015604	Bra032152	AALP_AA6G280100
OG0015605	Bra033803	AALP_AA5G089100
OG0015606	Bra000736	AALP_AA6G174000
OG0015609	Bra029182	AALP_AA8G285300
OG0015610	Bra011411	AALP_AA7G195700
OG0015612	Bra039175	AALP_AA3G018300
OG0015613	Bra040557	AALP_AA3G010900
OG0015614	Bra038063	AALP_AA1G328400
OG0015615	Bra030443	AALP_AAs50250U000100
OG0015616	Bra035235	AALP_AA6G173300
OG0015617	Bra009891	AALP_AA8G244100
OG0015624	Bra019693	AALP_AA1G153900
OG0015627	Bra021066	AALP_AA6G210300
OG0015630	Bra017881	AALP_AA6G308200
OG0015631	Bra009479	AALP_AA8G035000
OG0015634	Bra038948	AALP_AA7G272300
OG0015637	Bra004924	AALP_AA4G245500
OG0015640	Bra003999	AALP_AA2G120600
OG0015643	Bra016154	AALP_AA2G142900
OG0015644	Bra021653	AALP_AAs74635U001200
OG0015646	Bra010992	AALP_AA1G270100
OG0015647	Bra031923	AALP_AA8G475600
OG0015648	Bra021606	AALP_AAs59973U000300
OG0015649	Bra000928	AALP_AA6G018500
OG0015652	Bra026713	AALP_AA1G184500
OG0015654	Bra022693	AALP_AA8G323900
OG0015655	Bra025429, Bra028211	AALP_AA6G346800
OG0015657	Bra025578	AALP_AA6G332000
OG0015658	Bra008757	AALP_AA8G145800
OG0015659	Bra028594	AALP_AA8G096600
OG0015661	Bra032401	AALP_AA8G012500
OG0015662	Bra019998	AALP_AA1G102200
OG0015663	Bra038084	AALP_AAs50902U000100
OG0015664	Bra039026	AALP_AA3G362800
OG0015665	Bra030884	AALP_AA3G148400
OG0015666	Bra002169, Bra023686	AALP_AA8G202400
OG0015668	Bra014042	AALP_AA4G087000
OG0015669	Bra015102	AALP_AA3G292100
OG0015670	Bra007649	AALP_AA5G278300
OG0015671	Bra036690	AALP_AA3G366800
OG0015675	Bra032404	AALP_AA1G312700
OG0015679	Bra030948	AALP_AA4G027800
OG0015680	Bra009166	AALP_AA8G056100
OG0015681	Bra039138	AALP_AA3G001700
OG0015682	Bra015116	AALP_AA3G293800
OG0015685	Bra030919	AALP_AA4G024200
OG0015686	Bra009520	AALP_AA8G030600
OG0015688	Bra029067	AALP_AA8G316200
OG0015689	Bra027935	AALP_AAs52881U000400
OG0015692	Bra011887	AALP_AA7G266400
OG0015694	Bra035394	AALP_AAs55656U000100
OG0015695	Bra019976	AALP_AA1G104800
OG0015697	Bra023473	AALP_AA8G146900
OG0015698	Bra021994	AALP_AA6G122000
OG0015699	Bra038939	AALP_AA6G023300
OG0015700	Bra028373	AALP_AA3G283400
OG0015701	Bra022262	AALP_AA3G203400
OG0015702	Bra015289	AALP_AA1G035100
OG0015705	Bra036254	AALP_AA6G034800
OG0015707	Bra038237	AALP_AA3G228300
OG0015708	Bra034192	AALP_AA6G042600
OG0015709	Bra038512	AALP_AA6G290300
OG0015710	Bra008995	AALP_AA3G021900
OG0015713	Bra003533	AALP_AA2G249500
OG0015715	Bra013212	AALP_AA6G160400
OG0015717	Bra003304	AALP_AA5G233100
OG0015719	Bra033567	AALP_AA7G263300
OG0015720	Bra002277	AALP_AA8G221900
OG0015721	Bra018378	AALP_AA1G232200
OG0015722	Bra038353	AALP_AA2G113200
OG0015725	Bra001358	AALP_AA3G110800
OG0015726	Bra030401, Bra034043, Bra037774	AALP_AA2G084900
OG0015727	Bra011444	AALP_AA7G200700
OG0015729	Bra027924	AALP_AAs68488U000800
OG0015730	Bra017196	AALP_AA4G147100
OG0015731	Bra034925	AALP_AA8G333500
OG0015735	Bra029551, Bra000813	AALP_AA6G214400
OG0015736	Bra028629	AALP_AA8G089100
OG0015738	Bra028517	AALP_AA6G314000
OG0015743	Bra006538	AALP_AA8G223100
OG0015744	Bra010919	AALP_AA1G287200
OG0015748	Bra002609	AALP_AA8G380300
OG0015749	Bra023685	AALP_AA8G202300
OG0015750	Bra022281	AALP_AA3G205400
OG0015753	Bra031271	AALP_AA3G245000
OG0015754	Bra036510	AALP_AA8G419000
OG0015756	Bra015482	AALP_AA1G059200
OG0015759	Bra038497	AALP_AAs51321U000700
OG0015760	Bra025318	AALP_AA5G050900
OG0015764	Bra015241	AALP_AA3G322000
OG0015766	Bra009571	AALP_AA8G016300
OG0015767	Bra011705	AALP_AA7G243300
OG0015768	Bra021979	AALP_AA8G171900, AALP_AA6G127600
OG0015770	Bra038202, Bra001349	AALP_AA3G091600
OG0015778	Bra029903	AALP_AA5G108500
OG0015779	Bra026234	AALP_AA6G209900
OG0015782	Bra040330	AALP_AA4G238700
OG0015783	Bra026012	AALP_AA1G189500
OG0015784	Bra038647	AALP_AAs44007U000100
OG0015786	Bra021941	AALP_AA4G119400
OG0015787	Bra030052	AALP_AA7G050500
OG0015788	Bra031398	AALP_AA2G023900
OG0015790	Bra026087	AALP_AA1G179900
OG0015791	Bra007538	AALP_AA5G261200
OG0015792	Bra013205	AALP_AA6G158900
OG0015794	Bra035461	AALP_AA2G058800
OG0015795	Bra037518	AALP_AA3G356200
OG0015797	Bra009232	AALP_AA8G062700
OG0015799	Bra005346	AALP_AA4G123700
OG0015800	Bra000619	AALP_AA8G277600
OG0015801	Bra031144	AALP_AA3G376500
OG0015803	Bra004535	AALP_AA4G253700
OG0015804	Bra012731	AALP_AAs58848U000100
OG0015806	Bra002202	AALP_AA8G208600
OG0015807	Bra039261	AALP_AA4G257100
OG0015808	Bra036144	AALP_AA8G267500
OG0015813	Bra026143	AALP_AA1G172700
OG0015814	Bra034313	AALP_AA6G245200
OG0015815	Bra013202	AALP_AA6G158600
OG0015817	Bra037480	AALP_AA6G098000
OG0015820	Bra023043	AALP_AA4G130800
OG0015821	Bra031523	AALP_AA2G044000
OG0015823	Bra025739	AALP_AAs55026U000600, AALP_AAs63595U000400, AALP_AAs41215U000100, AALP_AA6G154500, AALP_AA3G334000, AALP_AA3G240200
OG0015824	Bra026317	AALP_AA7G114200
OG0015825	Bra028082	AALP_AAs66639U000200
OG0015829	Bra004109	AALP_AA2G069200
OG0015832	Bra038176	AALP_AA4G001400
OG0015835	Bra026812	AALP_AA1G163900
OG0015837	Bra025756	AALP_AA1G214200
OG0015838	Bra035782	AALP_AA3G235500
OG0015839	Bra001341	AALP_AA3G092900
OG0015840	Bra012745	AALP_AA1G229900
OG0015841	Bra004168	AALP_AA2G080300
OG0015842	Bra008823, Bra023419	AALP_AA8G133600
OG0015843	Bra038372	AALP_AA6G193800
OG0015844	Bra024753, Bra012477	AALP_AA1G267600
OG0015845	Bra004541	AALP_AA4G252600
OG0015846	Bra038913	AALP_AA4G000200
OG0015847	Bra034020	AALP_AA8G332700
OG0015849	Bra027754	AALP_AAs61778U000100
OG0015850	Bra006259	AALP_AA8G146500
OG0015851	Bra033239	AALP_AA1G009000
OG0015853	Bra008068	AALP_AA2G166700
OG0015856	Bra019663	AALP_AA1G158200
OG0015858	Bra021661	AALP_AA6G090200
OG0015860	Bra028511	AALP_AA6G314900
OG0015861	Bra033866	AALP_AA1G324700
OG0015862	Bra003857	AALP_AA2G167900
OG0015863	Bra003529	AALP_AA2G249000
OG0015864	Bra018457	AALP_AA8G436500
OG0015865	Bra014672	AALP_AA5G210100
OG0015866	Bra040603	AALP_AA3G016200
OG0015867	Bra007681	AALP_AA5G282700
OG0015868	Bra005167	AALP_AA4G153700
OG0015869	Bra011785	AALP_AA7G254500
OG0015871	Bra027328	AALP_AA3G163900
OG0015873	Bra038343	AALP_AA2G115000
OG0015874	Bra024904	AALP_AA2G031400, AALP_AA5G000700
OG0015877	Bra033317	AALP_AA6G021700
OG0015878	Bra015956	AALP_AA2G176400
OG0015883	Bra012008	AALP_AA2G195700, AALP_AA6G234500
OG0015885	Bra018732	AALP_AA4G075600
OG0015887	Bra010703	AALP_AA7G269000
OG0015892	Bra001281	AALP_AA3G089400
OG0015893	Bra003531	AALP_AA2G249200
OG0015894	Bra030306	AALP_AA6G304000
OG0015899	Bra031490	AALP_AA2G038100
OG0015900	Bra012613	AALP_AA7G003400
OG0015902	Bra038164	AALP_AAs74350U000200
OG0015907	Bra011541	AALP_AA7G214700
OG0015908	Bra037399	AALP_AA6G013300
OG0015909	Bra029782	AALP_AA3G103400
OG0015910	Bra039768	AALP_AA6G205000
OG0015911	Bra020777	AALP_AA3G063100
OG0015912	Bra005034	AALP_AA4G179100
OG0015913	Bra009792	AALP_AA8G423500
OG0015914	Bra004216	AALP_AA2G090100
OG0015915	Bra000905	AALP_AA6G019600
OG0015916	Bra010933	AALP_AA7G037200
OG0015918	Bra018577	AALP_AA1G095500
OG0015921	Bra034183	AALP_AA6G041600
OG0015923	Bra039837	AALP_AA3G318100
OG0015924	Bra015454	AALP_AA1G054600
OG0015926	Bra036495	AALP_AA3G373600
OG0015928	Bra033940	AALP_AA1G081500
OG0015930	Bra035263	AALP_AA6G170600
OG0015931	Bra018707	AALP_AA4G079500
OG0015932	Bra010819	AALP_AA1G304500
OG0015933	Bra033705	AALP_AA6G145300
OG0015935	Bra006264, Bra023482	AALP_AA8G149300
OG0015936	Bra005372	AALP_AA4G120200
OG0015939	Bra030050, Bra010941	AALP_AA8G473500
OG0015940	Bra030630	AALP_AA1G056100
OG0015942	Bra012302, Bra016393	AALP_AA1G240600
OG0015943	Bra038762	AALP_AA7G042000
OG0015946	Bra030214	AALP_AA5G203000
OG0015947	Bra009043	AALP_AA8G100000
OG0015949	Bra006287	AALP_AA8G155100
OG0015953	Bra024114	AALP_AA7G149300
OG0015955	Bra033560	AALP_AA7G260900
OG0015956	Bra014048	AALP_AA4G086000
OG0015957	Bra002249	AALP_AA8G214600
OG0015958	Bra000138	AALP_AA4G179800
OG0015960	Bra031291	AALP_AA3G249400
OG0015964	Bra014898	AALP_AA1G316400
OG0015966	Bra040977	AALP_AA7G154800
OG0015967	Bra007798	AALP_AA6G261600
OG0015969	Bra018701	AALP_AA4G079800
OG0015970	Bra036857	AALP_AA5G131200
OG0015971	Bra036842	AALP_AA5G133200
OG0015972	Bra006491	AALP_AA8G208800
OG0015973	Bra008627	AALP_AA6G324700
OG0015974	Bra000946	AALP_AA6G016400
OG0015975	Bra010635	AALP_AA5G002800, AALP_AAs52006U000300
OG0015976	Bra033532, Bra038045	AALP_AA8G399200
OG0015978	Bra008274, Bra015720	AALP_AA2G210000
OG0015979	Bra039207	AALP_AA6G280300
OG0015980	Bra029075	AALP_AA8G314900
OG0015983	Bra016131	AALP_AA2G148100
OG0015985	Bra003697, Bra015707	AALP_AA2G209600
OG0015988	Bra040967	AALP_AA6G177300
OG0015989	Bra038794	AALP_AA7G033100
OG0015992	Bra026721	AALP_AA1G182300
OG0015993	Bra016436, Bra025870	AALP_AA1G228000
OG0015994	Bra023296	AALP_AA1G336200
OG0015996	Bra030390	AALP_AA4G036600
OG0015997	Bra031617	AALP_AA1G084600
OG0015998	Bra018574	AALP_AA1G096000
OG0016000	Bra015742	AALP_AA2G206800
OG0016001	Bra015654	AALP_AA2G220800
OG0016002	Bra015643	AALP_AA2G222100
OG0016003	Bra004196	AALP_AA2G084800
OG0016004	Bra039373, Bra001492	AALP_AA3G142500
OG0016005	Bra022327	AALP_AA3G210800
OG0016006	Bra001791, Bra023944	AALP_AA3G234600
OG0016008	Bra005380, Bra038884	AALP_AA4G118200
OG0016009	Bra017270	AALP_AA4G131700
OG0016010	Bra005217	AALP_AA4G144700
OG0016011	Bra004964	AALP_AA7G180800
OG0016012	Bra033804, Bra018195	AALP_AA5G089000
OG0016014	Bra014335, Bra014336	AALP_AA5G001800
OG0016016	Bra039104	AALP_AA5G036600
OG0016019	Bra008865, Bra023385, Bra006174	AALP_AA8G127700
OG0016020	Bra023409	AALP_AA8G132600
OG0016021	Bra006625	AALP_AAs65178U000500
OG0016022	Bra005765	AALP_AA8G026700
OG0016023	Bra000913	AALP_AA6G020600
OG0016024	Bra036315	AALP_AA6G021500
OG0016025	Bra000945, Bra008534	AALP_AA6G016200
OG0016029	Bra020902	AALP_AA7G041300
OG0016030	Bra011800	AALP_AA7G256900
OG0016031	Bra028419	AALP_AAs63887U000300
OG0016033	Bra028457	AALP_AA6G331900
OG0016034	Bra011626	AALP_AA7G230400
OG0016037	Bra018644	AALP_AA1G084400
OG0016039	Bra035098	AALP_AA2G238600
OG0016042	Bra029835	AALP_AA3G110700
OG0016043	Bra037703, Bra037702	AALP_AA6G233400
OG0016044	Bra006913	AALP_AA5G150500
OG0016045	Bra012814	AALP_AA5G150800
OG0016046	Bra021337	AALP_AA4G014800
OG0016047	Bra009410, Bra005828	AALP_AA8G043800
OG0016048	Bra006150	AALP_AA8G122700
OG0016050	Bra011801	AALP_AA7G257100
OG0016051	Bra011768	AALP_AA7G251800
OG0016052	Bra038955	AALP_AAs47157U000200
OG0016053	Bra011148, Bra011147	AALP_AA6G357000
OG0016054	Bra015370	AALP_AA6G309900
OG0016055	Bra016790	AALP_AA1G129800
OG0016056	Bra039415	AALP_AA3G054700
OG0016057	Bra040769	AALP_AA1G333700
OG0016058	Bra025342, Bra025343	AALP_AA7G107900
OG0016060	Bra041115	AALP_AA2G024100
OG0016082	Bra017939	AALP_AA1G236600
OG0016083	Bra021873	AALP_AA6G056700
OG0016086	Bra036377	AALP_AA3G313600
OG0016089	Bra039419	AALP_AA3G053500
OG0016090	Bra000896	AALP_AA6G024700
OG0016091	Bra028565	AALP_AA8G103600
OG0016096	Bra040685	AALP_AA5G160300
OG0016100	Bra018442	AALP_AA1G110600
OG0016103	Bra035398	AALP_AAs47157U000500
OG0016108	Bra005001	AALP_AA4G184500
OG0016114	Bra037992	AALP_AA4G011100
OG0016117	Bra022479	AALP_AA2G071300
OG0016118	Bra037186	AALP_AA8G494800
OG0016125	Bra016184	AALP_AA2G138900
OG0016126	Bra014036, Bra036334	AALP_AA4G088200
OG0016127	Bra038582	AALP_AA6G359700
OG0016134	Bra009715	AALP_AA8G415000
OG0016138	Bra028069	AALP_AA1G315700
OG0016140	Bra009500	AALP_AA8G033000
OG0016142	Bra030119	AALP_AA1G297200
OG0016144	Bra026509	AALP_AA5G231800
OG0016146	Bra005643	AALP_AA6G079900
OG0016150	Bra029326	AALP_AA8G493600
OG0016151	Bra035305	AALP_AA6G305800
OG0016152	Bra037010	AALP_AA7G198000
OG0016153	Bra019480	AALP_AA6G359600, AALP_AA5G086500
OG0016157	Bra002195	AALP_AA8G207800
OG0016158	Bra028196	AALP_AA6G348400
OG0016159	Bra015795	AALP_AA2G204100
OG0016161	Bra027407	AALP_AA3G151100
OG0016162	Bra007675	AALP_AA5G281800
OG0016163	Bra009843	AALP_AA8G432700
OG0016164	Bra019016	AALP_AA8G218000
OG0016165	Bra031998	AALP_AA3G027400
OG0016167	Bra000496	AALP_AA5G102500
OG0016169	Bra037832	AALP_AA8G516700
OG0016170	Bra000589	AALP_AA4G210200
OG0016178	Bra028003	AALP_AA1G341000
OG0016179	Bra024530	AALP_AA1G247300
OG0016184	Bra024086	AALP_AA7G156000
OG0016186	Bra024046	AALP_AA7G161500
OG0016187	Bra030030	AALP_AA4G113500
OG0016190	Bra037463	AALP_AA6G093700
OG0016191	Bra039167	AALP_AA3G015100
OG0016193	Bra038773, Bra011672	AALP_AA7G237700
OG0016194	Bra022873	AALP_AA6G077500
OG0016196	Bra022574	AALP_AA8G296400
OG0016198	Bra027669	AALP_AA2G001600
OG0016201	Bra014768	AALP_AA5G189900
OG0016205	Bra011046	AALP_AA7G129800
OG0016208	Bra017767	AALP_AA7G241500
OG0016211	Bra020748	AALP_AA3G069500
OG0016212	Bra038322	AALP_AA2G118000
OG0016215	Bra015836	AALP_AA2G197700
OG0016218	Bra037133	AALP_AA8G506200
OG0016219	Bra000552	AALP_AA6G257700
OG0016221	Bra038279	AALP_AA5G082300
OG0016225	Bra033611	AALP_AA7G270600
OG0016227	Bra034957	AALP_AA5G068200
OG0016229	Bra015861, Bra008183	AALP_AA2G194000
OG0016231	Bra035691	AALP_AA6G223100
OG0016234	Bra036649	AALP_AA2G013500
OG0016235	Bra038422	AALP_AA1G318600
OG0016237	Bra032693	AALP_AA3G289500
OG0016245	Bra029659	AALP_AA3G084100
OG0016248	Bra022557	AALP_AA8G292000
OG0016251	Bra032667	AALP_AA1G014200
OG0016260	Bra014340	AALP_AA5G001000
OG0016262	Bra035877, Bra035876	AALP_AA8G460500
OG0016265	Bra030115	AALP_AA1G299100
OG0016268	Bra004925	AALP_AA4G245600
OG0016269	Bra005672	AALP_AA8G006300
OG0016275	Bra031981	AALP_AA3G030300
OG0016278	Bra009270	AALP_AA8G068600
OG0016280	Bra006781	AALP_AA8G371100
OG0016281	Bra028128	AALP_AA6G357800
OG0016283	Bra009791	AALP_AA8G423700
OG0016285	Bra022178	AALP_AA3G190700
OG0016289	Bra001305	AALP_AA3G102000
OG0016290	Bra008874	AALP_AA8G126600
OG0016291	Bra028960	AALP_AA3G372100
OG0016293	Bra035146	AALP_AA2G261600
OG0016294	Bra016300	AALP_AA1G280600
OG0016296	Bra001524	AALP_AA3G153700
OG0016297	Bra027952	AALP_AA4G012200
OG0016299	Bra029493	AALP_AA6G051400
OG0016303	Bra009576	AALP_AA8G015800
OG0016305	Bra021401	AALP_AA3G315900
OG0016307	Bra001635	AALP_AA3G186600
OG0016310	Bra011751	AALP_AA7G250500
OG0016311	Bra036295	AALP_AA6G024600
OG0016312	Bra026440	AALP_AA7G096900, AALP_AA5G185300
OG0016315	Bra016159	AALP_AA2G141800
OG0016319	Bra022394	AALP_AA3G218600
OG0016321	Bra000563	AALP_AA6G267400
OG0016322	Bra017294	AALP_AA4G129300
OG0016324	Bra034061	AALP_AA3G095200
OG0016327	Bra015509	AALP_AA1G062900
OG0016328	Bra008873	AALP_AA8G126700
OG0016329	Bra036041	AALP_AA5G122200
OG0016330	Bra026029	AALP_AA1G185500
OG0016333	Bra000791	AALP_AA6G050800
OG0016334	Bra028362	AALP_AA3G278000
OG0016336	Bra039759	AALP_AA2G079600
OG0016337	Bra000697	AALP_AA6G191600
OG0016342	Bra028171	AALP_AA6G350800
OG0016343	Bra021881	AALP_AAs55026U000800
OG0016344	Bra035553	AALP_AA8G335800
OG0016345	Bra011652	AALP_AA7G234500
OG0016347	Bra013393	AALP_AA7G018200
OG0016348	Bra024130	AALP_AA7G146200
OG0016349	Bra014961	AALP_AA3G271900
OG0016350	Bra016502	AALP_AA1G216400
OG0016359	Bra011301	AALP_AA7G178600
OG0016360	Bra004422	AALP_AA4G270800
OG0016362	Bra019664	AALP_AA1G158100
OG0016363	Bra025969	AALP_AA1G193200
OG0016364	Bra008809	AALP_AA8G134800
OG0016367	Bra024635	AALP_AA1G261100
OG0016368	Bra038941	AALP_AA6G023000
OG0016371	Bra009701	AALP_AA8G411500
OG0016373	Bra036877	AALP_AAs70636U000200
OG0016374	Bra038341	AALP_AA2G115200
OG0016376	Bra003538	AALP_AA2G250100
OG0016377	Bra016135	AALP_AA2G147300
OG0016382	Bra028274	AALP_AA8G293000
OG0016386	Bra000020, Bra005160	AALP_AA4G154700
OG0016388	Bra028904	AALP_AA8G007400
OG0016389	Bra015946	AALP_AA2G177800
OG0016390	Bra012785	AALP_AA3G249000
OG0016396	Bra023489	AALP_AA8G150500
OG0016397	Bra009047	AALP_AA8G100500
OG0016399	Bra011880	AALP_AA7G268000
OG0016405	Bra031135	AALP_AA3G373200
OG0016407	Bra035399	AALP_AAs47157U000400
OG0016409	Bra025104	AALP_AA6G135400
OG0016410	Bra001500	AALP_AA3G144500
OG0016412	Bra020190	AALP_AAs65178U000700
OG0016413	Bra027692	AALP_AA5G048900
OG0016415	Bra040781	AALP_AA4G003700
OG0016416	Bra003800	AALP_AA2G185900
OG0016423	Bra027751	AALP_AA4G143000
OG0016425	Bra033682	AALP_AA6G149300
OG0016428	Bra018694	AALP_AA7G137500
OG0016429	Bra007233	AALP_AA5G203200
OG0016431	Bra015213	AALP_AA7G262900
OG0016433	Bra037267	AALP_AA3G333800
OG0016434	Bra001357	AALP_AA3G110600
OG0016435	Bra027835	AALP_AA4G051300
OG0016437	Bra002653	AALP_AA3G285400
OG0016439	Bra028036	AALP_AA1G346800
OG0016440	Bra011761, Bra011762	AALP_AA8G478000
OG0016441	Bra001304	AALP_AA3G102500
OG0016442	Bra039376	AALP_AA3G142800
OG0016443	Bra012138	AALP_AA8G511100
OG0016446	Bra021588	AALP_AA3G168800
OG0016448	Bra015503	AALP_AA1G062100
OG0016450	Bra030700	AALP_AA6G241700
OG0016453	Bra013055	AALP_AA3G327100
OG0016455	Bra033641	AALP_AA6G162900
OG0016458	Bra026457	AALP_AA7G092200
OG0016465	Bra014909, Bra023177	AALP_AA1G318300
OG0016469	Bra019665	AALP_AA1G158000
OG0016470	Bra013145	AALP_AA3G309200
OG0016471	Bra029758	AALP_AA3G098700
OG0016473	Bra003609	AALP_AA2G245200
OG0016475	Bra014529	AALP_AA5G251700
OG0016477	Bra013344	AALP_AA7G010600
OG0016479	Bra011668	AALP_AA7G237200
OG0016481	Bra025943	AALP_AA2G237100
OG0016482	Bra029415, Bra009772	AALP_AA8G422100
OG0016484	Bra035805	AALP_AA3G232100
OG0016485	Bra023935	AALP_AA3G238800
OG0016486	Bra024688	AALP_AA1G278100
OG0016489	Bra031336	AALP_AA3G253800
OG0016490	Bra024439	AALP_AA8G515000
OG0016491	Bra036096	AALP_AA4G026600
OG0016493	Bra005983	AALP_AA8G079200
OG0016494	Bra010120	AALP_AA8G458500
OG0016495	Bra025920	AALP_AA1G200600
OG0016497	Bra006262	AALP_AA8G147500
OG0016498	Bra026406	AALP_AA7G101000
OG0016499	Bra031371	AALP_AA1G241600
OG0016504	Bra024914	AALP_AA6G100300
OG0016505	Bra036507	AALP_AA3G376300
OG0016507	Bra029333	AALP_AA8G442000
OG0016509	Bra025352, Bra039046	AALP_AA5G055800
OG0016513	Bra019156	AALP_AA7G082800
OG0016514	Bra021170	AALP_AA3G183900
OG0016516	Bra014160	AALP_AA4G072100
OG0016517	Bra039379	AALP_AA3G143200
OG0016518	Bra009002	AALP_AA8G105000
