Orthogroup	Brassica_rapa	Boechera_stricta
OG0013175	Bra007686	Bostr.13158s0259.1.p
OG0013176	Bra009795	Bostr.5763s0037.1.p
OG0013177	Bra035386	Bostr.29044s0047.1.p
OG0013178	Bra035926	Bostr.26833s0086.1.p
OG0013180	Bra008912, Bra023365	Bostr.20055s0016.1.p
OG0013181	Bra014171	Bostr.26675s0257.1.p
OG0013182	Bra037783	Bostr.0568s0339.1.p
OG0013183	Bra000119	Bostr.23794s0155.1.p
OG0013185	Bra030276	Bostr.5022s0049.1.p
OG0013186	Bra018819	Bostr.26675s0171.1.p
OG0013187	Bra018651, Bra031613	Bostr.25219s0133.1.p
OG0013188	Bra029781	Bostr.22252s0105.1.p
OG0013189	Bra030822	Bostr.29044s0017.1.p
OG0013190	Bra019233, Bra019235	Bostr.7867s0226.1.p
OG0013191	Bra030001, Bra036070	Bostr.6864s0214.1.p
OG0013192	Bra001220	Bostr.22252s0352.1.p
OG0013193	Bra041103, Bra019728	Bostr.13671s0267.1.p
OG0013194	Bra032553	Bostr.26675s0426.1.p
OG0013195	Bra002383	Bostr.26527s0074.1.p
OG0013196	Bra025251, Bra032983	Bostr.0556s0391.1.p
OG0013197	Bra015424	Bostr.25219s0426.1.p
OG0013198	Bra000868	Bostr.2983s0190.1.p
OG0013199	Bra027855	Bostr.10040s0294.1.p
OG0013200	Bra020254	Bostr.2099s0001.1.p
OG0013201	Bra004123	Bostr.26959s0347.1.p
OG0013202	Bra033981	Bostr.18214s0001.1.p
OG0013203	Bra000516	Bostr.28794s0032.1.p
OG0013204	Bra027290	Bostr.28625s0209.1.p
OG0013205	Bra028913	Bostr.6251s0153.1.p
OG0013206	Bra012975	Bostr.26833s0115.1.p
OG0013207	Bra007637, Bra014417	Bostr.13158s0194.1.p
OG0013208	Bra022892	Bostr.23794s0847.1.p
OG0013209	Bra030519	Bostr.26675s0440.1.p
OG0013210	Bra003962	Bostr.10273s0335.1.p
OG0013211	Bra030874	Bostr.7128s0032.1.p, Bostr.6758s0049.1.p
OG0013212	Bra039269, Bra004520	Bostr.25993s0102.1.p
OG0013213	Bra010643	Bostr.25542s0189.1.p
OG0013214	Bra037525	Bostr.19412s0005.1.p
OG0013215	Bra025315	Bostr.0556s0472.1.p
OG0013216	Bra024142	Bostr.7867s0809.1.p
OG0013217	Bra033287	Bostr.5325s0030.1.p
OG0013218	Bra001430	Bostr.19424s1130.1.p
OG0013219	Bra010028	Bostr.15774s0085.1.p
OG0013220	Bra007729	Bostr.13158s0314.1.p
OG0013221	Bra007748	Bostr.24513s0200.1.p
OG0013223	Bra029730	Bostr.22252s0181.1.p
OG0013224	Bra025914, Bra024430	Bostr.7128s0434.1.p
OG0013225	Bra020337, Bra002595	Bostr.26833s0321.1.p
OG0013226	Bra022563, Bra028276	Bostr.15774s0326.1.p
OG0013227	Bra039538, Bra031488	Bostr.20903s0164.1.p
OG0013228	Bra037457	Bostr.2392s0061.1.p
OG0013229	Bra026282	Bostr.7867s0645.1.p
OG0013230	Bra036252	Bostr.2983s0198.1.p
OG0013231	Bra033858	Bostr.3359s0149.1.p
OG0013232	Bra036667	Bostr.13083s0014.1.p
OG0013233	Bra022496	Bostr.26959s0434.1.p
OG0013234	Bra033736	Bostr.3148s0023.1.p
OG0013235	Bra031195	Bostr.5022s0081.1.p, Bostr.5022s0095.1.p
OG0013236	Bra034461	Bostr.22157s0146.1.p
OG0013237	Bra015369, Bra027587	Bostr.25219s0476.1.p
OG0013238	Bra027346	Bostr.28625s0266.1.p
OG0013239	Bra015941	Bostr.3288s0055.1.p
OG0013240	Bra015784	Bostr.20129s0048.1.p
OG0013241	Bra011511	Bostr.7867s1276.1.p
OG0013242	Bra009852	Bostr.29827s0250.1.p
OG0013243	Bra036602	Bostr.29827s0121.1.p
OG0013244	Bra008735	Bostr.2902s0217.1.p
OG0013245	Bra033851	Bostr.3359s0140.1.p
OG0013246	Bra013125	Bostr.2199s0045.1.p
OG0013247	Bra029169	Bostr.15774s0291.1.p
OG0013248	Bra019909	Bostr.13671s0414.1.p
OG0013250	Bra035290	Bostr.2128s0170.1.p
OG0013251	Bra019717	Bostr.13671s0099.1.p
OG0013252	Bra017192	Bostr.23794s0348.1.p
OG0013253	Bra006111	Bostr.20055s0065.1.p
OG0013254	Bra037212, Bra040805	Bostr.13083s0033.1.p
OG0013255	Bra036074	Bostr.6864s0207.1.p
OG0013256	Bra014860	Bostr.11793s0009.1.p
OG0013257	Bra003950	Bostr.10273s0294.1.p
OG0013258	Bra012315, Bra031374	Bostr.12659s0075.1.p
OG0013259	Bra031801, Bra037195	Bostr.0568s0001.1.p
OG0013261	Bra038168	Bostr.8169s0049.1.p
OG0013262	Bra029455	Bostr.25463s0067.1.p
OG0013263	Bra008932	Bostr.20055s0040.1.p
OG0013264	Bra001311, Bra034067, Bra029762	Bostr.22252s0130.1.p
OG0013265	Bra002744	Bostr.26833s0533.1.p
OG0013266	Bra013185	Bostr.19424s0014.1.p
OG0013267	Bra027975	Bostr.29044s0081.1.p
OG0013268	Bra004418, Bra021452	Bostr.13208s0012.1.p
OG0013269	Bra024007	Bostr.7867s1000.1.p
OG0013270	Bra019764	Bostr.13671s0218.1.p
OG0013271	Bra007117	Bostr.0697s0109.1.p
OG0013272	Bra030423, Bra014297	Bostr.26675s0029.1.p
OG0013273	Bra010520	Bostr.7867s1437.1.p
OG0013274	Bra033644	Bostr.3148s0215.1.p
OG0013276	Bra022482	Bostr.26959s0378.1.p
OG0013277	Bra005064, Bra000117	Bostr.23794s0163.1.p
OG0013278	Bra020974, Bra007241	Bostr.20505s0115.1.p
OG0013279	Bra006953	Bostr.11793s0103.1.p
OG0013280	Bra009154	Bostr.13129s0378.1.p
OG0013281	Bra039076	Bostr.0556s0430.1.p, Bostr.30201s0002.1.p
OG0013282	Bra011901	Bostr.25542s0010.1.p
OG0013283	Bra028037	Bostr.1040s0056.1.p
OG0013284	Bra006821	Bostr.26833s0515.1.p
OG0013285	Bra019539	Bostr.18473s0118.1.p
OG0013286	Bra034319	Bostr.8819s0122.1.p
OG0013287	Bra009996, Bra020609	Bostr.29827s0005.1.p
OG0013288	Bra024716	Bostr.12659s0354.1.p
OG0013289	Bra014504	Bostr.3148s0250.1.p
OG0013290	Bra023220, Bra033865	Bostr.3359s0159.1.p
OG0013291	Bra027760	Bostr.29223s0122.1.p
OG0013292	Bra024334	Bostr.0568s0305.1.p
OG0013293	Bra040142	Bostr.2570s0278.1.p
OG0013294	Bra013440	Bostr.30275s0476.1.p
OG0013295	Bra018581	Bostr.25219s0035.1.p
OG0013296	Bra028976	Bostr.26833s0709.1.p
OG0013297	Bra003284, Bra007330	Bostr.20903s0001.1.p
OG0013298	Bra034496	Bostr.15774s0313.1.p
OG0013300	Bra025787	Bostr.26527s0333.1.p, Bostr.7128s0599.1.p
OG0013301	Bra022458	Bostr.19424s0680.1.p
OG0013302	Bra013192	Bostr.19424s0028.1.p
OG0013303	Bra018569	Bostr.25219s0016.1.p
OG0013304	Bra036951	Bostr.12302s0086.1.p
OG0013305	Bra039757	Bostr.26959s0291.1.p
OG0013306	Bra025377	Bostr.0556s0570.1.p
OG0013307	Bra021583, Bra027292	Bostr.28625s0212.1.p
OG0013308	Bra037401	Bostr.7365s0035.1.p
OG0013309	Bra033108, Bra035515	Bostr.20129s0041.1.p
OG0013310	Bra028241	Bostr.25849s0002.1.p
OG0013311	Bra005866	Bostr.13129s0397.1.p
OG0013312	Bra016025, Bra008066	Bostr.10273s0055.1.p
OG0013313	Bra003497	Bostr.13158s0241.1.p
OG0013314	Bra009671, Bra029367	Bostr.10199s0113.1.p
OG0013315	Bra028473, Bra025550	Bostr.7200s0082.1.p
OG0013316	Bra015993	Bostr.10273s0017.1.p
OG0013317	Bra012235, Bra025828	Bostr.7128s0651.1.p
OG0013318	Bra031635	Bostr.25219s0083.1.p
OG0013319	Bra029160	Bostr.15774s0320.1.p
OG0013321	Bra018965	Bostr.0124s0029.1.p
OG0013322	Bra036433	Bostr.19046s0104.1.p
OG0013323	Bra033226	Bostr.5325s0110.1.p
OG0013324	Bra008799, Bra023438	Bostr.2902s0117.1.p
OG0013325	Bra009091	Bostr.13129s0449.1.p
OG0013326	Bra037385	Bostr.7365s0060.1.p
OG0013327	Bra033258	Bostr.5325s0069.1.p
OG0013328	Bra011981, Bra034385	Bostr.27991s0125.1.p
OG0013329	Bra037356, Bra000959	Bostr.10064s0035.1.p
OG0013330	Bra036458	Bostr.7903s0142.1.p
OG0013331	Bra010586	Bostr.7867s1565.1.p
OG0013332	Bra009712	Bostr.10199s0048.1.p
OG0013333	Bra024161	Bostr.7867s0760.1.p
OG0013334	Bra027274	Bostr.28625s0181.1.p
OG0013335	Bra015467	Bostr.25219s0366.1.p
OG0013336	Bra032464	Bostr.25219s0429.1.p
OG0013337	Bra013352	Bostr.30275s0357.1.p
OG0013338	Bra016042	Bostr.10273s0084.1.p
OG0013339	Bra027076	Bostr.10040s0001.1.p
OG0013340	Bra032275, Bra014172	Bostr.26675s0256.1.p
OG0013341	Bra039339, Bra034738	Bostr.3640s0047.1.p
OG0013343	Bra016126	Bostr.10273s0189.1.p
OG0013344	Bra033354	Bostr.4824s0058.1.p
OG0013345	Bra039888	Bostr.12302s0001.1.p
OG0013346	Bra018590	Bostr.25219s0053.1.p
OG0013347	Bra033802	Bostr.18473s0281.1.p
OG0013348	Bra040776	Bostr.13404s0006.1.p
OG0013349	Bra011798	Bostr.25542s0223.1.p
OG0013350	Bra003632	Bostr.20129s0326.1.p
OG0013351	Bra038181	Bostr.26959s0322.1.p
OG0013352	Bra002251	Bostr.26527s0235.1.p
OG0013353	Bra035064	Bostr.20129s0312.1.p
OG0013354	Bra031315	Bostr.19424s0459.1.p
OG0013355	Bra022516	Bostr.15774s0195.1.p
OG0013356	Bra035280	Bostr.25463s0246.1.p
OG0013357	Bra039156	Bostr.1460s0127.1.p
OG0013358	Bra012675	Bostr.30275s0167.1.p
OG0013359	Bra031976	Bostr.19046s0096.1.p
OG0013360	Bra030581	Bostr.25219s0507.1.p
OG0013361	Bra001082	Bostr.19046s0072.1.p
OG0013362	Bra040467	Bostr.10180s0003.1.p
OG0013363	Bra004133	Bostr.26959s0325.1.p
OG0013364	Bra017300	Bostr.23794s0526.1.p
OG0013365	Bra039422	Bostr.2570s0120.1.p
OG0013366	Bra013026	Bostr.10199s0102.1.p
OG0013367	Bra018977	Bostr.0124s0051.1.p
OG0013368	Bra020968	Bostr.30275s0403.1.p
OG0013369	Bra036600, Bra009926	Bostr.29827s0125.1.p
OG0013370	Bra030183	Bostr.30275s0118.1.p
OG0013371	Bra014907	Bostr.15697s0446.1.p
OG0013372	Bra028143	Bostr.9638s0089.1.p
OG0013373	Bra016064	Bostr.27991s0036.1.p
OG0013374	Bra039494	Bostr.29044s0018.1.p
OG0013375	Bra031409	Bostr.10040s0016.1.p
OG0013376	Bra025334, Bra033046	Bostr.0556s0501.1.p
OG0013378	Bra003918, Bra016127	Bostr.10273s0191.1.p
OG0013379	Bra000270	Bostr.25993s0515.1.p
OG0013380	Bra031478, Bra001344	Bostr.22252s0190.1.p
OG0013381	Bra004638	Bostr.11568s0013.1.p
OG0013382	Bra019986	Bostr.25494s0043.1.p
OG0013383	Bra027976	Bostr.3148s0277.1.p
OG0013384	Bra027670	Bostr.29223s0140.1.p, Bostr.29223s0129.1.p
OG0013385	Bra003555	Bostr.22461s0001.1.p
OG0013386	Bra021814	Bostr.23794s0818.1.p
OG0013387	Bra028916	Bostr.6251s0159.1.p
OG0013388	Bra024253	Bostr.0568s0408.1.p
OG0013389	Bra009774, Bra036520	Bostr.5763s0059.1.p
OG0013390	Bra018540	Bostr.2983s0206.1.p
OG0013391	Bra004177	Bostr.26959s0257.1.p
OG0013392	Bra031877	Bostr.0568s0275.1.p
OG0013393	Bra009295	Bostr.13129s0263.1.p
OG0013394	Bra008950	Bostr.20055s0076.1.p
OG0013395	Bra041033	Bostr.0597s0053.1.p
OG0013396	Bra032825, Bra030043	Bostr.15697s0065.1.p
OG0013397	Bra040545	Bostr.1460s0045.1.p
OG0013398	Bra036177	Bostr.13083s0053.1.p
OG0013399	Bra025019	Bostr.8819s0178.1.p
OG0013400	Bra018528	Bostr.2983s0167.1.p
OG0013401	Bra014826	Bostr.0697s0038.1.p
OG0013402	Bra009770	Bostr.5763s0072.1.p
OG0013403	Bra035540	Bostr.26833s0781.1.p
OG0013404	Bra011446	Bostr.7867s1196.1.p
OG0013405	Bra014125	Bostr.15654s0003.1.p
OG0013406	Bra021679	Bostr.24513s0136.1.p
OG0013407	Bra003436	Bostr.13158s0096.1.p
OG0013408	Bra003550, Bra003549	Bostr.20129s0507.1.p
OG0013409	Bra003029, Bra022676	Bostr.26833s0892.1.p
OG0013410	Bra025913	Bostr.25993s0473.1.p, Bostr.7128s0436.1.p
OG0013411	Bra023930, Bra028266	Bostr.15774s0302.1.p
OG0013412	Bra015790	Bostr.20129s0043.1.p
OG0013413	Bra001948	Bostr.19424s0182.1.p
OG0013414	Bra028002	Bostr.3359s0027.1.p
OG0013415	Bra023261, Bra035483	Bostr.3359s0122.1.p
OG0013416	Bra009461	Bostr.2128s0011.1.p
OG0013417	Bra000603	Bostr.15774s0134.1.p
OG0013418	Bra012291, Bra017942	Bostr.12659s0019.1.p
OG0013419	Bra012062	Bostr.19424s0646.1.p, Bostr.0568s0046.1.p
OG0013420	Bra024304	Bostr.0568s0347.1.p
OG0013421	Bra029891	Bostr.19424s1040.1.p
OG0013422	Bra017400	Bostr.0556s0130.1.p
OG0013423	Bra015500	Bostr.25219s0313.1.p
OG0013424	Bra009376, Bra006018	Bostr.13129s0064.1.p
OG0013426	Bra001225	Bostr.22252s0346.1.p
OG0013427	Bra012523	Bostr.30275s0474.1.p
OG0013428	Bra008434	Bostr.20129s0423.1.p
OG0013429	Bra031244, Bra001808	Bostr.19479s0001.1.p
OG0013430	Bra012465	Bostr.12659s0384.1.p
OG0013431	Bra011839	Bostr.25542s0159.1.p
OG0013432	Bra035170	Bostr.20129s0387.1.p
OG0013433	Bra000538	Bostr.22545s0001.1.p
OG0013434	Bra031538, Bra030662	Bostr.25219s0280.1.p
OG0013435	Bra024498	Bostr.18351s0229.1.p
OG0013436	Bra039122	Bostr.1460s0071.1.p
OG0013437	Bra038545, Bra028093	Bostr.18351s0331.1.p
OG0013438	Bra000063	Bostr.23794s0224.1.p
OG0013439	Bra036637, Bra041016	Bostr.22157s0024.1.p
OG0013440	Bra031456	Bostr.10040s0091.1.p
OG0013441	Bra009191	Bostr.13129s0331.1.p
OG0013442	Bra014187	Bostr.26675s0233.1.p
OG0013443	Bra009037	Bostr.13175s0062.1.p
OG0013444	Bra000700	Bostr.25463s0318.1.p
OG0013445	Bra008953, Bra023330	Bostr.20055s0082.1.p
OG0013446	Bra022531	Bostr.15774s0229.1.p
OG0013447	Bra033313	Bostr.4824s0002.1.p
OG0013448	Bra032120, Bra039230	Bostr.27895s0074.1.p
OG0013449	Bra007901	Bostr.10273s0334.1.p
OG0013450	Bra027177	Bostr.28625s0062.1.p
OG0013451	Bra007275, Bra007273	Bostr.20505s0069.1.p
OG0013452	Bra011739	Bostr.7867s1575.1.p
OG0013453	Bra009679	Bostr.10199s0119.1.p
OG0013454	Bra024273	Bostr.0568s0387.1.p
OG0013455	Bra025555	Bostr.7200s0067.1.p
OG0013456	Bra033410	Bostr.26675s0366.1.p
OG0013457	Bra024600, Bra012374	Bostr.12659s0204.1.p
OG0013458	Bra021419	Bostr.1460s0188.1.p
OG0013459	Bra014184	Bostr.26675s0237.1.p
OG0013461	Bra006545	Bostr.26527s0181.1.p
OG0013462	Bra022343	Bostr.19424s0795.1.p
OG0013464	Bra030621	Bostr.25219s0398.1.p
OG0013465	Bra018791, Bra014198	Bostr.26675s0217.1.p
OG0013466	Bra002963, Bra022739	Bostr.26833s0796.1.p
OG0013467	Bra038049	Bostr.30275s0035.1.p
OG0013468	Bra025156	Bostr.0556s0238.1.p
OG0013469	Bra013772	Bostr.7867s0223.1.p
OG0013470	Bra033214	Bostr.5325s0142.1.p
OG0013471	Bra018064	Bostr.18473s0113.1.p
OG0013472	Bra019455, Bra034983	Bostr.0556s0692.1.p
OG0013473	Bra013131	Bostr.13083s0020.1.p
OG0013474	Bra023293	Bostr.3359s0076.1.p
OG0013475	Bra023968	Bostr.7867s1055.1.p
OG0013476	Bra015304	Bostr.26675s0321.1.p
OG0013477	Bra012841	Bostr.6864s0077.1.p
OG0013478	Bra020046	Bostr.26527s0246.1.p
OG0013479	Bra018910	Bostr.26675s0051.1.p
OG0013480	Bra034821	Bostr.19424s1099.1.p
OG0013481	Bra031973	Bostr.19046s0106.1.p
OG0013482	Bra016755	Bostr.13671s0170.1.p
OG0013483	Bra026302	Bostr.7867s0618.1.p
OG0013484	Bra012043	Bostr.29505s0005.1.p
OG0013485	Bra009269	Bostr.13129s0229.1.p
OG0013486	Bra000239	Bostr.25993s0605.1.p
OG0013487	Bra019079	Bostr.7867s0521.1.p
OG0013488	Bra034446	Bostr.1040s0061.1.p
OG0013489	Bra038487	Bostr.30275s0112.1.p
OG0013490	Bra005610	Bostr.24513s0007.1.p
OG0013491	Bra026607	Bostr.20129s0525.1.p
OG0013492	Bra036118, Bra009990	Bostr.29827s0017.1.p
OG0013493	Bra038532, Bra030247	Bostr.5022s0001.1.p
OG0013494	Bra008790	Bostr.2902s0133.1.p
OG0013495	Bra008794	Bostr.2902s0124.1.p
OG0013496	Bra005737	Bostr.2128s0129.1.p
OG0013497	Bra016349	Bostr.12659s0198.1.p
OG0013498	Bra013245	Bostr.19424s0151.1.p
OG0013499	Bra021199	Bostr.28625s0016.1.p
OG0013500	Bra022709	Bostr.26833s0840.1.p
OG0013501	Bra024597	Bostr.16228s0001.1.p
OG0013502	Bra018570	Bostr.25219s0017.1.p
OG0013504	Bra031987	Bostr.19046s0068.1.p
OG0013505	Bra011457	Bostr.7867s1213.1.p
OG0013506	Bra003187	Bostr.0697s0061.1.p
OG0013507	Bra010863	Bostr.15697s0174.1.p
OG0013508	Bra039858	Bostr.0597s0060.1.p
OG0013509	Bra009574	Bostr.2128s0152.1.p
OG0013510	Bra024250	Bostr.0568s0409.1.p
OG0013511	Bra037069, Bra039713	Bostr.0597s0100.1.p
OG0013512	Bra030775	Bostr.25219s0001.1.p
OG0013513	Bra006121	Bostr.20055s0044.1.p
OG0013514	Bra040438	Bostr.13158s0327.1.p
OG0013515	Bra018650	Bostr.25219s0132.1.p
OG0013516	Bra018078	Bostr.18473s0131.1.p
OG0013517	Bra018851, Bra030488	Bostr.26675s0127.1.p
OG0013518	Bra030616, Bra032458	Bostr.25219s0407.1.p
OG0013519	Bra011698, Bra017770	Bostr.7867s1522.1.p
OG0013520	Bra018126	Bostr.18473s0195.1.p
OG0013521	Bra014348, Bra024909	Bostr.7903s0063.1.p
OG0013522	Bra019982	Bostr.25494s0047.1.p
OG0013523	Bra024330	Bostr.0568s0312.1.p
OG0013525	Bra027421	Bostr.3640s0149.1.p
OG0013526	Bra039762	Bostr.26959s0284.1.p
OG0013527	Bra016585, Bra025945	Bostr.7128s0391.1.p
OG0013528	Bra029229	Bostr.0568s0472.1.p
OG0013529	Bra039503	Bostr.9638s0043.1.p
OG0013530	Bra010785, Bra032370	Bostr.15697s0324.1.p
OG0013531	Bra000977	Bostr.10064s0070.1.p
OG0013532	Bra008752	Bostr.2902s0193.1.p
OG0013533	Bra029618	Bostr.22252s0328.1.p
OG0013534	Bra017213	Bostr.23794s0392.1.p
OG0013535	Bra005679	Bostr.6251s0125.1.p
OG0013536	Bra028647	Bostr.13129s0085.1.p
OG0013538	Bra027017	Bostr.22157s0057.1.p
OG0013539	Bra022910	Bostr.29223s0005.1.p
OG0013540	Bra001469, Bra034732	Bostr.3640s0053.1.p, Bostr.16335s0033.1.p
OG0013541	Bra003028	Bostr.26833s0891.1.p
OG0013542	Bra025541	Bostr.7200s0092.1.p
OG0013543	Bra004723	Bostr.25993s0511.1.p
OG0013544	Bra008223	Bostr.20129s0013.1.p
OG0013545	Bra038959	Bostr.9638s0055.1.p
OG0013546	Bra012643	Bostr.30275s0240.1.p
OG0013547	Bra029519	Bostr.2983s0022.1.p
OG0013548	Bra037669, Bra000339	Bostr.25993s0365.1.p
OG0013550	Bra018621	Bostr.25219s0095.1.p
OG0013551	Bra022107, Bra024961	Bostr.28243s0001.1.p
OG0013552	Bra025357, Bra039044	Bostr.0556s0534.1.p
OG0013553	Bra001570	Bostr.28625s0221.1.p
OG0013554	Bra009374, Bra028641	Bostr.13129s0068.1.p
OG0013555	Bra032330	Bostr.15697s0260.1.p
OG0013556	Bra002405	Bostr.26527s0046.1.p
OG0013558	Bra004068	Bostr.26959s0121.1.p
OG0013559	Bra001178	Bostr.2570s0058.1.p
OG0013560	Bra001998, Bra019022	Bostr.6251s0151.1.p
OG0013561	Bra001522	Bostr.3640s0179.1.p
OG0013562	Bra031922, Bra024286	Bostr.0568s0367.1.p
OG0013563	Bra028937	Bostr.26833s0633.1.p
OG0013564	Bra035917	Bostr.26833s0068.1.p
OG0013565	Bra013443	Bostr.30275s0479.1.p
OG0013566	Bra034763, Bra001447	Bostr.3640s0006.1.p
OG0013567	Bra035965, Bra027474	Bostr.3148s0152.1.p
OG0013568	Bra032548	Bostr.26675s0372.1.p
OG0013569	Bra009430	Bostr.13129s0482.1.p
OG0013570	Bra025651	Bostr.10058s0029.1.p
OG0013571	Bra017318	Bostr.23794s0552.1.p
OG0013572	Bra007217	Bostr.20505s0140.1.p
OG0013573	Bra000705	Bostr.25463s0290.1.p
OG0013574	Bra013646, Bra019359	Bostr.7867s0068.1.p
OG0013575	Bra019238	Bostr.7867s0232.1.p
OG0013577	Bra027957	Bostr.13404s0062.1.p
OG0013578	Bra038459	Bostr.30275s0093.1.p
OG0013579	Bra032007	Bostr.19046s0032.1.p
OG0013580	Bra026329, Bra019039	Bostr.7867s0588.1.p
OG0013581	Bra026760	Bostr.7128s0162.1.p
OG0013582	Bra036853	Bostr.6864s0158.1.p
OG0013583	Bra008947	Bostr.20055s0073.1.p
OG0013584	Bra037405	Bostr.7365s0029.1.p
OG0013585	Bra017091	Bostr.23794s0161.1.p
OG0013586	Bra028845, Bra009545	Bostr.2128s0133.1.p
OG0013588	Bra009747	Bostr.10199s0003.1.p
OG0013590	Bra013335, Bra012583	Bostr.30275s0339.1.p
OG0013591	Bra017467	Bostr.14419s0068.1.p
OG0013592	Bra027279	Bostr.28625s0169.1.p
OG0013593	Bra037464	Bostr.2392s0048.1.p
OG0013595	Bra040822	Bostr.7903s0163.1.p
OG0013596	Bra026155	Bostr.7128s0135.1.p
OG0013597	Bra009012, Bra006072	Bostr.13175s0032.1.p
OG0013598	Bra005961, Bra028679	Bostr.13129s0176.1.p
OG0013599	Bra008143	Bostr.3288s0071.1.p
OG0013600	Bra002521	Bostr.26833s0244.1.p
OG0013601	Bra018320	Bostr.24513s0205.1.p
OG0013602	Bra032649	Bostr.5325s0100.1.p
OG0013603	Bra004914	Bostr.25993s0229.1.p
OG0013604	Bra000196	Bostr.9345s0071.1.p
OG0013605	Bra025806	Bostr.7128s0631.1.p
OG0013606	Bra033227	Bostr.5325s0107.1.p
OG0013607	Bra016373	Bostr.12659s0114.1.p
OG0013608	Bra026983	Bostr.13671s0235.1.p
OG0013609	Bra027454	Bostr.3148s0216.1.p
OG0013610	Bra031213	Bostr.5109s0001.1.p
OG0013611	Bra021480	Bostr.1460s0113.1.p
OG0013612	Bra011725	Bostr.7867s1557.1.p
OG0013613	Bra039521, Bra033757	Bostr.29514s0040.1.p
OG0013614	Bra040260	Bostr.12302s0127.1.p
OG0013615	Bra019981	Bostr.25494s0048.1.p
OG0013616	Bra028714	Bostr.13129s0284.1.p
OG0013617	Bra011523	Bostr.7867s1288.1.p
OG0013618	Bra004784, Bra000326	Bostr.25993s0396.1.p
OG0013619	Bra009358	Bostr.13129s0090.1.p
OG0013620	Bra009850	Bostr.29827s0253.1.p
OG0013621	Bra015229	Bostr.18351s0036.1.p
OG0013622	Bra009368	Bostr.13129s0075.1.p
OG0013623	Bra016765, Bra026964	Bostr.13671s0202.1.p
OG0013624	Bra035846	Bostr.0568s0469.1.p
OG0013625	Bra023694	Bostr.26527s0327.1.p
OG0013626	Bra002225	Bostr.26527s0277.1.p
OG0013627	Bra034803, Bra001425	Bostr.19424s1124.1.p
OG0013628	Bra037826	Bostr.0568s0213.1.p
OG0013629	Bra013707	Bostr.7867s0149.1.p
OG0013630	Bra038821	Bostr.18351s0346.1.p, Bostr.18351s0349.1.p
OG0013631	Bra028837	Bostr.7305s0084.1.p
OG0013633	Bra011066	Bostr.7867s0731.1.p
OG0013634	Bra033241	Bostr.5325s0089.1.p
OG0013635	Bra008811	Bostr.2902s0099.1.p
OG0013636	Bra009788	Bostr.5763s0052.1.p
OG0013638	Bra000803	Bostr.2983s0007.1.p
OG0013639	Bra013436	Bostr.30275s0470.1.p
OG0013640	Bra016955	Bostr.9345s0028.1.p
OG0013641	Bra006182	Bostr.2902s0046.1.p
OG0013642	Bra039094	Bostr.0556s0381.1.p
OG0013643	Bra017414	Bostr.0556s0076.1.p, Bostr.0556s0072.1.p, Bostr.12722s0017.1.p
OG0013644	Bra027807	Bostr.9600s0037.1.p
OG0013645	Bra033377	Bostr.26675s0436.1.p
OG0013646	Bra018949	Bostr.0124s0005.1.p
OG0013647	Bra019221	Bostr.7867s0261.1.p
OG0013648	Bra030508, Bra033338	Bostr.14612s0001.1.p
OG0013649	Bra025589	Bostr.7200s0005.1.p
OG0013650	Bra006115, Bra023339, Bra008940	Bostr.29827s0221.1.p, Bostr.20055s0063.1.p
OG0013651	Bra003454	Bostr.13158s0151.1.p
OG0013652	Bra034591	Bostr.7867s1238.1.p
OG0013653	Bra007308	Bostr.20505s0027.1.p
OG0013654	Bra036147	Bostr.15774s0058.1.p
OG0013655	Bra020469	Bostr.5763s0043.1.p
OG0013656	Bra018148	Bostr.18473s0226.1.p
OG0013657	Bra016123	Bostr.10273s0186.1.p
OG0013658	Bra005685	Bostr.6251s0114.1.p
OG0013659	Bra032918	Bostr.15697s0185.1.p
OG0013660	Bra012993	Bostr.26833s0142.1.p
OG0013662	Bra034274	Bostr.26326s0066.1.p
OG0013663	Bra013902	Bostr.7867s0371.1.p
OG0013664	Bra029675, Bra040026	Bostr.22252s0251.1.p
OG0013665	Bra028416	Bostr.17584s0016.1.p
OG0013666	Bra007174	Bostr.26613s0008.1.p
OG0013667	Bra027728	Bostr.29223s0023.1.p, Bostr.29223s0032.1.p
OG0013668	Bra008460	Bostr.20129s0456.1.p
OG0013669	Bra004513	Bostr.25993s0093.1.p
OG0013670	Bra019006	Bostr.0124s0090.1.p
OG0013671	Bra028852	Bostr.6251s0009.1.p
OG0013672	Bra008841	Bostr.2902s0062.1.p
OG0013673	Bra017363, Bra025137	Bostr.0556s0196.1.p
OG0013674	Bra008244	Bostr.30275s0110.1.p
OG0013675	Bra022610	Bostr.7305s0067.1.p
OG0013676	Bra009516	Bostr.2128s0080.1.p
OG0013677	Bra006993	Bostr.11793s0059.1.p
OG0013678	Bra002570	Bostr.26833s0305.1.p
OG0013679	Bra013513	Bostr.10689s0071.1.p
OG0013680	Bra000988	Bostr.1460s0031.1.p
OG0013681	Bra004830	Bostr.25993s0338.1.p
OG0013682	Bra030236	Bostr.19427s0016.1.p
OG0013683	Bra021447	Bostr.13208s0025.1.p
OG0013684	Bra001158	Bostr.2570s0116.1.p
OG0013685	Bra002886, Bra028968	Bostr.26833s0695.1.p
OG0013686	Bra025592	Bostr.3751s0005.1.p
OG0013687	Bra037499, Bra020709	Bostr.13083s0065.1.p
OG0013688	Bra014096	Bostr.15654s0048.1.p
