Orthogroup	Brassica_rapa	Arabidopsis_lyrata
OG0012609	Bra002621	fgenesh2_kg.8__1815__AT5G58740.1
OG0012610	Bra032002	scaffold_300290.1
OG0012611	Bra008048, Bra008050	Al_scaffold_0002_1971, scaffold_202205.1
OG0012612	Bra022746	fgenesh2_kg.8__984__AT5G51030.1
OG0012613	Bra037660	fgenesh2_kg.4__2610__AT2G44260.2
OG0012614	Bra028089	fgenesh2_kg.1__3634__AT1G35510.1
OG0012615	Bra023756	Al_scaffold_0003_2493
OG0012616	Bra026153	scaffold_101708.1
OG0012617	Bra034264	scaffold_400709.1
OG0012618	Bra036296, Bra000897	fgenesh2_kg.6__3509__AT4G02060.1
OG0012619	Bra013673	fgenesh2_kg.7__1990__AT4G23070.1
OG0012620	Bra009101	fgenesh2_kg.6__453__AT5G05270.1
OG0012621	Bra009851	fgenesh2_kg.6__2551__AT5G25570.1
OG0012622	Bra037174	scaffold_202700.1
OG0012623	Bra006827, Bra002740	fgenesh2_kg.8__1645__AT5G57300.1
OG0012624	Bra026733, Bra026080	fgenesh2_kg.1__1764__AT1G16080.1
OG0012625	Bra035874, Bra010130	fgenesh2_kg.8__2291__AT5G62900.1
OG0012626	Bra028998	scaffold_802039.1
OG0012627	Bra026347	fgenesh1_pm.C_scaffold_7001176
OG0012628	Bra040058, Bra029715	fgenesh2_kg.3__879__AT3G08760.1
OG0012629	Bra010386	fgenesh2_kg.7__1414__AT4G28020.1
OG0012630	Bra002441, Bra006641	fgenesh2_kg.6__2281__AT5G22920.1
OG0012631	Bra032656	fgenesh2_kg.1__35__AT1G01930.1
OG0012632	Bra025844	fgenesh2_kg.1__2270__AT1G20810.1
OG0012633	Bra031406	scaffold_200408.1
OG0012634	Bra003494	fgenesh2_kg.2__832__AT3G62280.1, fgenesh2_kg.5__2726__AT3G62280.1
OG0012635	Bra024924, Bra017471	fgenesh2_kg.8__22__AT5G47670.2
OG0012636	Bra027367, Bra001537	fgenesh2_kg.3__1532__AT3G14172.1
OG0012637	Bra020578	fgenesh2_kg.6__2690__AT5G27730.1
OG0012638	Bra039263	fgenesh2_kg.4__2894__AT2G46700.1
OG0012639	Bra020314	fgenesh2_kg.8__1901__AT5G59520.1
OG0012640	Bra013718	scaffold_701975.1
OG0012641	Bra011410	fgenesh2_kg.7__815__AT4G33060.1
OG0012642	Bra035384	fgenesh2_kg.7__3065__AT5G35735.1
OG0012643	Bra009136	scaffold_600553.1
OG0012644	Bra002837, Bra035608	Al_scaffold_0008_2062
OG0012645	Bra004694	scaffold_403105.1
OG0012646	Bra017162	fgenesh2_kg.4__1828__AT2G37680.1
OG0012649	Bra041008	Al_scaffold_0001_3911
OG0012650	Bra013812	Al_scaffold_0007_1691
OG0012651	Bra018104	fgenesh2_kg.5__1141__AT3G47850.1
OG0012652	Bra031735	fgenesh2_kg.1__1193__AT1G11050.1
OG0012653	Bra010082, Bra029261	scaffold_802907.1
OG0012654	Bra013380, Bra020969	fgenesh2_kg.7__2364__AT4G19185.1
OG0012655	Bra000784	fgenesh2_kg.6__3208__AT4G03965.1
OG0012656	Bra040262	fgenesh2_kg.1__3801__AT1G45231.2
OG0012657	Bra009345	fgenesh2_kg.6__824__AT5G08510.1
OG0012658	Bra010638	fgenesh2_kg.7__233__AT1G26290.1
OG0012659	Bra008705, Bra006296	fgenesh2_kg.6__1513__AT5G15310.1
OG0012660	Bra011329	fgenesh2_kg.7__941__AT4G32260.1
OG0012661	Bra022424	fgenesh1_pm.C_scaffold_3001715
OG0012662	Bra006706, Bra002555	fgenesh2_kg.8__1911__AT5G59600.1
OG0012663	Bra011847	fgenesh2_kg.7__174__AT4G39620.1
OG0012664	Bra037515	scaffold_801048.1
OG0012665	Bra040810	Al_scaffold_0007_2977
OG0012666	Bra032842	fgenesh2_kg.1__2926__AT1G27680.1
OG0012667	Bra021379	fgenesh2_kg.3__247__AT3G03000.1
OG0012668	Bra024483, Bra039906	fgenesh2_kg.6__2971__AT2G17990.1, fgenesh2_kg.3__3400__AT2G17990.1
OG0012669	Bra011072	scaffold_701358.1
OG0012670	Bra034189	Al_scaffold_0006_3672
OG0012671	Bra008321	fgenesh1_pg.C_scaffold_2002024
OG0012672	Bra021202, Bra022179	fgenesh2_kg.3__1847__AT3G16800.2
OG0012673	Bra031771	fgenesh2_kg.1__1247__AT1G11580.1
OG0012674	Bra029985, Bra012914	fgenesh2_kg.5__1344__AT3G49930.1
OG0012675	Bra008899	fgenesh2_kg.6__1210__AT5G12320.1
OG0012676	Bra033892	fgenesh2_kg.3__2512__AT3G23020.1, fgenesh2_kg.57__1__AT3G23020.1
OG0012677	Bra017523, Bra017520	Al_scaffold_0008_132
OG0012678	Bra006612	Al_scaffold_0006_2078
OG0012679	Bra015852	fgenesh1_pm.C_scaffold_2001495
OG0012681	Bra023597	fgenesh2_kg.6__1712__AT5G17170.1
OG0012682	Bra004429	scaffold_403754.1
OG0012683	Bra001913	fgenesh2_kg.3__2558__AT3G23440.1
OG0012684	Bra003380, Bra014537	scaffold_503159.1
OG0012685	Bra004869	fgenesh1_pm.C_scaffold_4002199
OG0012686	Bra029587	fgenesh2_kg.3__662__AT3G06550.1
OG0012687	Bra024446	fgenesh2_kg.8__2662__AT5G67480.1
OG0012688	Bra015179	scaffold_303364.1
OG0012689	Bra016053	fgenesh2_kg.2__1513__AT1G72500.1
OG0012690	Bra010601	Al_scaffold_0007_293
OG0012691	Bra016108	fgenesh1_pg.C_scaffold_2001505
OG0012692	Bra018606	fgenesh2_kg.1__895__AT1G08700.1
OG0012693	Bra031462	fgenesh2_kg.2__357__AT1G60995.1
OG0012694	Bra020982, Bra013363	fgenesh2_kg.7__2399__AT4G18950.1
OG0012695	Bra009966	scaffold_602903.1
OG0012696	Bra034559	scaffold_700826.1
OG0012697	Bra026358	fgenesh2_kg.7__1498__AT4G27340.1
OG0012698	Bra006353	fgenesh2_kg.6__1629__AT5G16420.1
OG0012699	Bra024785	fgenesh2_kg.5__219__AT2G03220.1
OG0012700	Bra024186, Bra011051	scaffold_701387.1
OG0012701	Bra012478	scaffold_102959.1
OG0012702	Bra030315	Al_scaffold_0004_30
OG0012703	Bra013355	scaffold_702535.1
OG0012704	Bra011957, Bra011958	fgenesh2_kg.4__732__AT2G28330.1
OG0012705	Bra034059	fgenesh2_kg.3__941__AT3G09250.1
OG0012706	Bra033375	Al_scaffold_0001_230
OG0012707	Bra017769	fgenesh1_pm.C_scaffold_7000331
OG0012708	Bra023075	fgenesh1_pm.C_scaffold_4001421
OG0012709	Bra032560	fgenesh2_kg.1__237__AT1G03055.1
OG0012710	Bra008975	fgenesh2_kg.6__1093__AT5G11270.1
OG0012711	Bra038360, Bra004330	fgenesh2_kg.2__1124__AT1G68670.1
OG0012712	Bra031197	fgenesh2_kg.4__79__AT2G21530.1
OG0012713	Bra015694	scaffold_202671.1
OG0012714	Bra037905	fgenesh2_kg.6__2989__AT4G10100.1
OG0012715	Bra004147	scaffold_201318.1
OG0012716	Bra014228	fgenesh2_kg.1__4080__AT1G49960.1
OG0012717	Bra013893	fgenesh1_pm.C_scaffold_7001349
OG0012718	Bra034298, Bra007766	Al_scaffold_0004_817
OG0012719	Bra022787	scaffold_401512.1
OG0012720	Bra025259	scaffold_500642.1
OG0012721	Bra001757	fgenesh1_pm.C_scaffold_3001733
OG0012722	Bra015105	scaffold_2600002.1
OG0012723	Bra023499	Al_scaffold_0006_1400
OG0012725	Bra036916	fgenesh2_kg.7__2830__AT4G14940.1
OG0012726	Bra029033	fgenesh1_pg.C_scaffold_8001466, fgenesh1_pm.C_scaffold_8001114
OG0012727	Bra015893	fgenesh2_kg.2__1745__AT1G74790.1
OG0012728	Bra003675	fgenesh1_pg.C_scaffold_2002025
OG0012729	Bra024990	Al_scaffold_0008_130
OG0012730	Bra004288	fgenesh2_kg.2__1068__AT1G68200.1
OG0012731	Bra021734, Bra022838, Bra018249	fgenesh2_kg.4__1130__AT2G31380.1
OG0012732	Bra021079	fgenesh2_kg.7__2626__AT4G16800.1
OG0012733	Bra014425	fgenesh2_kg.5__2648__AT3G61680.1
OG0012734	Bra004431	scaffold_403751.1
OG0012735	Bra029692	fgenesh1_pm.C_scaffold_3000667
OG0012736	Bra033421	fgenesh2_kg.5__1615__AT3G52561.1
OG0012737	Bra035375	Al_scaffold_0007_3172
OG0012738	Bra000901	scaffold_604087.1
OG0012739	Bra019701	fgenesh1_pm.C_scaffold_1001167
OG0012740	Bra012022	fgenesh2_kg.4__699__AT2G27385.1
OG0012741	Bra040835	fgenesh2_kg.3__2476__AT3G22560.1
OG0012742	Bra005348	fgenesh2_kg.4__1559__AT2G35360.1
OG0012743	Bra019858, Bra016837	fgenesh2_kg.1__1230__AT1G11400.2
OG0012744	Bra011521	fgenesh2_kg.7__665__AT4G34340.1
OG0012745	Bra023971	scaffold_701007.1
OG0012746	Bra007970	Al_scaffold_0002_1845
OG0012747	Bra038942	fgenesh2_kg.7__3018__AT5G35100.1
OG0012748	Bra031158, Bra000584	scaffold_400014.1
OG0012749	Bra016983	fgenesh2_kg.4__2173__AT2G40570.1
OG0012750	Bra013298, Bra012603	fgenesh2_kg.7__2463__AT4G18350.1
OG0012751	Bra033656	fgenesh2_kg.8__517__AT5G43020.1
OG0012752	Bra029746, Bra034054	scaffold_301027.1
OG0012754	Bra021592, Bra001586	fgenesh2_kg.3__1650__AT3G15170.1
OG0012755	Bra007761	fgenesh2_kg.4__549__AT2G26300.1
OG0012756	Bra015972	fgenesh2_kg.2__1641__AT1G73710.1
OG0012757	Bra001096	fgenesh2_kg.3__379__AT3G04160.1
OG0012758	Bra021914	Al_scaffold_0004_1925
OG0012759	Bra015327	fgenesh2_kg.1__391__AT1G04555.1
OG0012760	Bra028012	fgenesh2_kg.1__3486__AT1G33780.1
OG0012761	Bra024798, Bra030642	fgenesh2_kg.1__596__AT5G25230.1
OG0012763	Bra010587	scaffold_700384.1
OG0012764	Bra032452	fgenesh2_kg.1__549__AT1G05840.1
OG0012765	Bra040875	scaffold_401293.1
OG0012766	Bra030530, Bra033391	fgenesh2_kg.1__267__AT1G03350.1
OG0012767	Bra013261	fgenesh1_pm.C_scaffold_7001969
OG0012768	Bra007026	fgenesh2_kg.5__1762__AT3G53760.1
OG0012769	Bra035438	fgenesh2_kg.2__490__AT1G59520.1
OG0012770	Bra033271	fgenesh2_kg.1__99__AT1G01300.1
OG0012771	Bra004969	scaffold_402822.1
OG0012773	Bra029830	fgenesh2_kg.3__1063__AT3G10320.1
OG0012774	Bra017420	fgenesh2_kg.5__131__AT2G02150.1
OG0012775	Bra019267	fgenesh1_pm.C_scaffold_7001508
OG0012776	Bra016666, Bra026148	fgenesh2_kg.1__1677__AT1G15280.2
OG0012777	Bra003824	scaffold_202328.1
OG0012778	Bra007769	fgenesh2_kg.4__524__AT2G26070.1
OG0012779	Bra030852	fgenesh1_pg.C_scaffold_1004200
OG0012780	Bra019509	fgenesh2_kg.5__1121__AT3G47640.1
OG0012781	Bra019116	scaffold_701680.1
OG0012782	Bra001619, Bra001622	fgenesh1_pg.C_scaffold_3003051
OG0012783	Bra003766	scaffold_200430.1
OG0012784	Bra003861	Al_scaffold_0002_1991
OG0012785	Bra020380	fgenesh2_kg.8__1745__AT5G58220.1
OG0012786	Bra010757	fgenesh2_kg.7__2913__AT4G14300.1
OG0012787	Bra011976, Bra034390	fgenesh2_kg.4__757__AT2G28120.1
OG0012788	Bra029486	fgenesh2_kg.6__3211__AT4G04190.1
OG0012789	Bra005742	fgenesh2_kg.6__218__AT5G03140.1
OG0012790	Bra012832	fgenesh1_pm.C_scaffold_5001281
OG0012792	Bra014849, Bra003166	scaffold_502503.1
OG0012794	Bra018561, Bra036283	fgenesh2_kg.6__3480__AT4G02260.1
OG0012795	Bra032146	fgenesh2_kg.4__299__AT2G23770.1
OG0012796	Bra011009	fgenesh2_kg.1__2760__AT1G26110.1
OG0012797	Bra012039	fgenesh2_kg.4__629__AT2G26940.1
OG0012798	Bra002646	scaffold_802446.1
OG0012799	Bra003551	fgenesh2_kg.2__2377__AT1G80100.1
OG0012800	Bra009553, Bra028853	fgenesh1_pm.C_scaffold_6000180
OG0012801	Bra004857	fgenesh1_pm.C_scaffold_4002189
OG0012802	Bra032430	Al_scaffold_0001_4
OG0012804	Bra011867, Bra033612	scaffold_700133.1
OG0012805	Bra008330	fgenesh2_kg.2__2066__AT1G77730.1
OG0012806	Bra030767	fgenesh2_kg.1__975__AT1G09300.1
OG0012807	Bra019724	fgenesh2_kg.1__1292__AT1G11900.1
OG0012808	Bra015823	scaffold_202518.1
OG0012810	Bra031774	fgenesh2_kg.1__1255__AT1G11650.2
OG0012811	Bra040898	fgenesh2_kg.6__2153__AT5G21080.1
OG0012812	Bra005706	fgenesh2_kg.6__118__AT5G02060.1
OG0012813	Bra015155	fgenesh2_kg.3__2797__AT2G04560.1
OG0012814	Bra025638	scaffold_704036.1
OG0012815	Bra037609	fgenesh2_kg.5__880__AT3G44890.1
OG0012816	Bra023032, Bra016842	Al_scaffold_0001_1139
OG0012817	Bra023189	fgenesh2_kg.1__3583__AT1G31470.1
OG0012819	Bra025671	fgenesh2_kg.1__2034__AT1G18600.1
OG0012820	Bra010135	fgenesh2_kg.8__2294__AT5G62930.1
OG0012821	Bra037614, Bra019416	fgenesh2_kg.5__885__AT3G44990.1
OG0012822	Bra002691, Bra020411	fgenesh2_kg.8__1693__AT5G57810.1
OG0012823	Bra008061, Bra003862	scaffold_202227.1
OG0012824	Bra029819	fgenesh2_kg.3__1042__AT3G10150.1
OG0012825	Bra016937	scaffold_402953.1
OG0012826	Bra022506, Bra037951	fgenesh2_kg.8__858__AT5G49830.1
OG0012828	Bra035269	fgenesh1_pm.C_scaffold_6002463
OG0012830	Bra003710	fgenesh2_kg.2__1964__AT1G76730.1
OG0012831	Bra027193	scaffold_301877.1
OG0012832	Bra023954	scaffold_700960.1
OG0012833	Bra011394	fgenesh2_kg.7__839__AT4G32900.1
OG0012834	Bra000252	fgenesh2_kg.4__2351__AT2G42060.1
OG0012835	Bra014467	Al_scaffold_0005_3017
OG0012836	Bra013113	fgenesh2_kg.3__3086__AT2G15020.1
OG0012838	Bra026511	fgenesh2_kg.5__323__AT3G25700.1
OG0012839	Bra037193, Bra031803	Al_scaffold_0008_3334
OG0012841	Bra039012	fgenesh2_kg.3__3201__AT2G19710.1
OG0012842	Bra021574	fgenesh2_kg.3__1586__AT3G14730.1
OG0012843	Bra001999	fgenesh2_kg.3__3265__AT2G16860.1
OG0012844	Bra014222	fgenesh2_kg.1__4073__AT1G49870.1
OG0012845	Bra011406	fgenesh1_pg.C_scaffold_7000696
OG0012846	Bra037125, Bra035224	fgenesh2_kg.8__2698__AT5G67170.2
OG0012847	Bra034056	scaffold_301041.1
OG0012848	Bra026649	fgenesh1_pg.C_scaffold_5000050
OG0012849	Bra027533	scaffold_800603.1
OG0012850	Bra005382, Bra021938	scaffold_402088.1
OG0012851	Bra032997	fgenesh2_kg.5__509__AT3G27320.1
OG0012852	Bra011760	scaffold_700341.1
OG0012853	Bra030647	scaffold_100624.1
OG0012854	Bra022682	fgenesh2_kg.8__1288__AT5G53920.1
OG0012855	Bra038686	Al_scaffold_0003_1206
OG0012856	Bra005259	Al_scaffold_0004_2163
OG0012857	Bra024500	fgenesh2_kg.3__3357__AT2G17640.1
OG0012858	Bra021737, Bra018260	fgenesh1_pg.C_scaffold_4001244
OG0012859	Bra030268	scaffold_400128.1
OG0012860	Bra012492	fgenesh2_kg.1__2812__AT1G25230.1
OG0012862	Bra000510	fgenesh1_pm.C_scaffold_4000596
OG0012863	Bra027383	fgenesh1_pm.C_scaffold_3001199
OG0012864	Bra024543	fgenesh2_kg.1__2485__AT1G22860.1
OG0012865	Bra036592	scaffold_602796.1
OG0012866	Bra034883	fgenesh1_pm.C_scaffold_9000030
OG0012867	Bra000139, Bra005029	fgenesh2_kg.4__2043__AT2G39630.1
OG0012868	Bra007061	Al_scaffold_0005_2332
OG0012869	Bra026303	fgenesh1_pg.C_scaffold_7001183
OG0012870	Bra027268	fgenesh2_kg.3__1656__AT3G15240.2
OG0012871	Bra018712	Al_scaffold_0001_4098
OG0012872	Bra038081, Bra039542	fgenesh2_kg.7__2771__AT4G15510.1
OG0012873	Bra006273	fgenesh2_kg.6__1468__AT5G14920.1
OG0012874	Bra029537	fgenesh2_kg.6__3274__AT4G04955.1
OG0012875	Bra031039	Al_scaffold_0001_1938
OG0012877	Bra014812	scaffold_502560.1
OG0012878	Bra002876, Bra035590	scaffold_802118.1
OG0012879	Bra017089	scaffold_402655.1, scaffold_9200010.1
OG0012880	Bra004121	fgenesh2_kg.2__788__AT1G65590.1
OG0012881	Bra038445	scaffold_703230.1
OG0012882	Bra032944	fgenesh2_kg.5__438__AT3G26730.1
OG0012883	Bra020192	fgenesh1_pg.C_scaffold_6001859
OG0012884	Bra015668	fgenesh2_kg.2__2044__AT1G77490.1
OG0012885	Bra040403	scaffold_300492.1
OG0012886	Bra006375	scaffold_304417.1
OG0012888	Bra010752	fgenesh2_kg.7__2921__AT4G14220.1
OG0012889	Bra006122, Bra023347	scaffold_601214.1
OG0012890	Bra001163	scaffold_300625.1
OG0012891	Bra021911	fgenesh2_kg.4__1466__AT2G34450.2
OG0012892	Bra000986	fgenesh2_kg.3__33__AT3G01820.1
OG0012893	Bra032400	fgenesh2_kg.1__3238__AT1G30540.1
OG0012894	Bra017792	scaffold_700405.1
OG0012895	Bra027715	Al_scaffold_0001_4284
OG0012896	Bra005409	Al_scaffold_0004_1936
OG0012897	Bra038968	fgenesh1_pm.C_scaffold_7002340
OG0012898	Bra023783	fgenesh2_kg.5__2004__AT3G55760.2
OG0012899	Bra030826	Al_scaffold_0001_4975
OG0012900	Bra031206	fgenesh2_kg.4__141__AT2G21630.1, fgenesh2_kg.4__91__AT2G21630.1
OG0012901	Bra035077	fgenesh2_kg.2__2191__AT1G78930.1
OG0012902	Bra001327, Bra041174	scaffold_301020.1
OG0012903	Bra032061	fgenesh2_kg.4__399__AT2G24790.1
OG0012904	Bra018985	fgenesh1_pm.C_scaffold_1003385
OG0012905	Bra035052	scaffold_202836.1
OG0012906	Bra018979	scaffold_105069.1
OG0012907	Bra013530	scaffold_702267.1
OG0012908	Bra000766	fgenesh2_kg.6__3165__AT4G12230.1
OG0012909	Bra022546	fgenesh2_kg.8__1027__AT5G51400.1
OG0012910	Bra026468	fgenesh2_kg.6__2400__AT5G24100.1
OG0012911	Bra040261	fgenesh1_pm.C_scaffold_1002943
OG0012912	Bra037009	Al_scaffold_0007_743
OG0012913	Bra029127	fgenesh2_kg.271__2__AT5G52290.1, scaffold_801672.1
OG0012914	Bra040789	Al_scaffold_0003_2187
OG0012915	Bra018034, Bra025015	scaffold_501834.1
OG0012916	Bra038534, Bra030248	fgenesh2_kg.4__153__AT2G22300.2
OG0012917	Bra025213	fgenesh2_kg.5__414__AT3G26580.1
OG0012918	Bra031737	scaffold_101189.1
OG0012919	Bra005512	Al_scaffold_0004_1795
OG0012920	Bra012945	Al_scaffold_0365_2, fgenesh2_kg.8__2133__AT5G61540.1
OG0012921	Bra022127	scaffold_800056.1
OG0012922	Bra018628	fgenesh2_kg.1__854__AT1G08390.1
OG0012923	Bra030494	fgenesh1_pg.C_scaffold_1000073
OG0012924	Bra025546	scaffold_703891.1
OG0012925	Bra018685	scaffold_100782.1
OG0012926	Bra029338, Bra012983	fgenesh1_pg.C_scaffold_299000002, fgenesh2_kg.8__2077__AT5G61080.1
OG0012927	Bra039986, Bra018381	scaffold_401417.1
OG0012928	Bra033724	scaffold_800604.1
OG0012929	Bra010765, Bra014883	fgenesh2_kg.1__3228__AT1G30475.1
OG0012931	Bra034599, Bra017623	fgenesh1_pm.C_scaffold_7000568
OG0012932	Bra032166	Al_scaffold_0004_315
OG0012933	Bra038960	scaffold_703248.1
OG0012934	Bra011733, Bra010585	scaffold_700387.1
OG0012935	Bra009059	fgenesh2_kg.6__968__AT5G10080.1
OG0012936	Bra018112	scaffold_501715.1
OG0012937	Bra012076	fgenesh2_kg.8__2772__AT5G66500.1
OG0012938	Bra013012	fgenesh2_kg.6__2292__AT5G23050.1
OG0012939	Bra012985	fgenesh2_kg.8__2074__AT5G61040.1
OG0012940	Bra015016	fgenesh2_kg.3__2635__AT3G24010.1
OG0012941	Bra010571	scaffold_700434.1
OG0012942	Bra025905	fgenesh2_kg.1__2016__AT1G18440.1
OG0012943	Bra032631, Bra033272	fgenesh2_kg.1__100__AT1G01280.1
OG0012944	Bra028871	fgenesh1_pg.C_scaffold_6000142
OG0012945	Bra010507	fgenesh2_kg.7__484__AT4G35870.1
OG0012946	Bra015796	fgenesh1_pg.C_scaffold_2001875
OG0012947	Bra029805	fgenesh2_kg.3__1018__AT3G09920.1
OG0012948	Bra005113	fgenesh2_kg.4__1905__AT2G38340.1
OG0012949	Bra028970	fgenesh2_kg.8__1461__AT5G55580.1
OG0012950	Bra015444	fgenesh2_kg.1__517__AT1G05610.1
OG0012951	Bra023751, Bra014923	fgenesh2_kg.3__2536__AT3G23210.1
OG0012952	Bra012552	scaffold_17700002.1, fgenesh2_kg.7__2360__AT4G19220.1
OG0012953	Bra006351	scaffold_601675.1
OG0012954	Bra029056	fgenesh2_kg.8__1267__AT5G53750.1
OG0012955	Bra031769	fgenesh2_kg.1__1243__AT1G11530.1
OG0012956	Bra005366	scaffold_402109.1
OG0012957	Bra022392	fgenesh1_pm.C_scaffold_3001689
OG0012958	Bra009359, Bra028650	fgenesh2_kg.6__841__AT5G08660.1
OG0012959	Bra023595	Al_scaffold_0006_1615
OG0012960	Bra005176	fgenesh2_kg.4__1821__AT2G37640.1, scaffold_402410.1
OG0012961	Bra032850	fgenesh2_kg.1__2942__AT1G19750.1
OG0012962	Bra020340, Bra002599	fgenesh2_kg.8__1845__AT5G59010.1
OG0012963	Bra018812	fgenesh2_kg.1__4050__AT1G49620.1
OG0012964	Bra030475, Bra018870	fgenesh2_kg.1__4157__AT1G50710.1
OG0012965	Bra030563, Bra015301	scaffold_100386.1
OG0012966	Bra004622	Al_scaffold_0004_2761
OG0012967	Bra022667	scaffold_801857.1
OG0012968	Bra013702, Bra013700, Bra013699, Bra013701, Bra002343	fgenesh2_kg.2__996__AT1G67645.1
OG0012969	Bra016568	scaffold_102020.1
OG0012970	Bra015460	fgenesh2_kg.1__554__AT1G05880.1
OG0012971	Bra003096	fgenesh1_pm.C_scaffold_8000994
OG0012972	Bra037902	Al_scaffold_0006_3131
OG0012973	Bra006558, Bra002297, Bra020102	scaffold_602134.1
OG0012974	Bra000909	Al_scaffold_0006_3820
OG0012975	Bra007772	scaffold_400801.1
OG0012976	Bra031391	scaffold_102547.1
OG0012977	Bra010855, Bra032921	Al_scaffold_0001_2953
OG0012978	Bra036502	fgenesh2_kg.3__3621__AT2G20815.1
OG0012979	Bra029753	fgenesh2_kg.3__938__AT3G09220.1
OG0012981	Bra022753	fgenesh2_kg.8__970__AT5G50915.1
OG0012982	Bra040447	fgenesh1_pm.C_scaffold_5002308
OG0012984	Bra033950	fgenesh2_kg.2__1074__AT1G68240.1
OG0012985	Bra028278	fgenesh2_kg.8__1063__AT5G51820.1
OG0012986	Bra019305, Bra013691	fgenesh2_kg.7__1962__AT4G23440.1
OG0012987	Bra029695	Al_scaffold_0003_834
OG0012988	Bra026168, Bra026785	scaffold_101690.1
OG0012989	Bra004717	fgenesh1_pm.C_scaffold_4002018
OG0012990	Bra002569	fgenesh2_kg.8__1883__AT5G59400.1
OG0012991	Bra019026	fgenesh2_kg.7__1437__AT4G27800.1
OG0012992	Bra020200	fgenesh2_kg.6__2254__AT5G22620.1
OG0012993	Bra026123	Al_scaffold_0001_1614
OG0012994	Bra002505, Bra006676	scaffold_802662.1, scaffold_81700001.1
OG0012995	Bra004905	fgenesh2_kg.4__2734__AT2G45380.2
OG0012997	Bra037218	Al_scaffold_0003_3828
OG0012998	Bra005881	scaffold_403777.1
OG0012999	Bra007797	fgenesh2_kg.8__1143__AT5G52560.1
OG0013000	Bra027014	scaffold_200273.1
OG0013001	Bra032403, Bra028230, Bra008300	scaffold_500766.1
OG0013002	Bra029526	fgenesh2_kg.6__3256__AT4G04885.1
OG0013003	Bra019861	Al_scaffold_0001_1146
OG0013004	Bra013193	fgenesh1_pm.C_scaffold_3002302
OG0013005	Bra010288, Bra024082	fgenesh2_kg.7__1147__AT4G30390.1
OG0013006	Bra039232	Al_scaffold_0004_391
OG0013007	Bra030345	fgenesh2_kg.3__2800__AT2G04650.1
OG0013008	Bra026053, Bra026054	scaffold_102030.1
OG0013008	Bra016600	scaffold_102029.1
OG0013009	Bra001002	fgenesh2_kg.3__59__AT3G01570.1
OG0013010	Bra028892	fgenesh1_pg.C_scaffold_6000079
OG0013011	Bra009027	fgenesh2_kg.6__1016__AT5G10500.1
OG0013012	Bra025791, Bra012079	scaffold_803475.1
OG0013013	Bra037939	fgenesh2_kg.8__886__AT5G50130.1
OG0013014	Bra040066	fgenesh2_kg.7__953__AT4G32140.1
OG0013015	Bra011268	fgenesh2_kg.7__1036__AT4G31390.1
OG0013016	Bra015371	scaffold_100467.1
OG0013017	Bra013015, Bra035958	fgenesh2_kg.6__2296__AT5G23080.1
OG0013018	Bra012777	scaffold_702978.1
OG0013019	Bra026251	scaffold_702716.1, fgenesh2_kg.7__2568__AT4G17430.1
OG0013020	Bra038661	fgenesh2_kg.8__2380__AT5G63770.1
OG0013021	Bra011505	fgenesh1_pm.C_scaffold_7000552
OG0013022	Bra034815, Bra001417	fgenesh2_kg.3__1218__AT3G11720.1
OG0013023	Bra028300	fgenesh2_kg.8__1108__AT5G52230.1
OG0013024	Bra002286, Bra020094	scaffold_602121.1
OG0013025	Bra036697	scaffold_303852.1
OG0013026	Bra018896	fgenesh2_kg.1__4183__AT1G51140.1
OG0013027	Bra038447	fgenesh1_pg.C_scaffold_7002299
OG0013028	Bra040725	fgenesh2_kg.1__1480__AT1G13635.1
OG0013029	Bra023099, Bra017206	fgenesh1_pg.C_scaffold_4001785
OG0013030	Bra038501	Al_scaffold_0007_2541
OG0013031	Bra020580	fgenesh2_kg.6__2693__AT5G27690.1
OG0013033	Bra016190	scaffold_201967.1
OG0013034	Bra005453	fgenesh2_kg.4__1415__AT2G34090.2
OG0013036	Bra013198	fgenesh2_kg.3__2805__AT2G04740.1
OG0013038	Bra030380	fgenesh2_kg.1__4329__AT1G52510.1
OG0013039	Bra018738	scaffold_104474.1
OG0013040	Bra016633	fgenesh1_pg.C_scaffold_1001511
OG0013041	Bra028444	fgenesh2_kg.7__3428__AT5G39900.1
OG0013042	Bra033784	Al_scaffold_0005_1590
OG0013043	Bra016121	scaffold_202088.1
OG0013044	Bra006934	fgenesh2_kg.5__1618__AT3G52570.1
OG0013045	Bra022884	fgenesh2_kg.4__1219__AT2G32295.1
OG0013046	Bra030449	fgenesh1_pm.C_scaffold_4000136
OG0013047	Bra024506	scaffold_304076.1
OG0013048	Bra002105	fgenesh1_pm.C_scaffold_6001424
OG0013049	Bra004800	scaffold_403309.1
OG0013050	Bra024355, Bra037804	scaffold_803237.1
OG0013051	Bra022946, Bra021865	fgenesh2_kg.4__1369__AT2G33620.2
OG0013052	Bra015290	fgenesh2_kg.1__341__AT1G04110.1
OG0013053	Bra037330	fgenesh2_kg.6__3671__AT4G00310.2
OG0013054	Bra024880	fgenesh1_pg.C_scaffold_5000039
OG0013055	Bra025129, Bra026542	scaffold_500360.1
OG0013056	Bra023250	fgenesh2_kg.1__3365__AT1G32220.1
OG0013058	Bra014764	scaffold_502650.1
OG0013059	Bra004721	scaffold_403151.1
OG0013060	Bra040959	fgenesh2_kg.1__4339__AT1G52590.1
OG0013061	Bra032134	fgenesh2_kg.4__311__AT2G23945.1
