Orthogroup	Brassica_rapa	Capsella_rubella
OG0013929	Bra027988	Carub.0001s3146.1.p
OG0013930	Bra020077	Carub.0006s1834.1.p
OG0013931	Bra033987	Carub.0002s1397.1.p
OG0013932	Bra013509	Carub.0007s2026.1.p
OG0013933	Bra003013	Carub.0007s2770.1.p
OG0013934	Bra013851, Bra019199	Carub.0007s1608.1.p
OG0013935	Bra035855, Bra038608	Carub.0008s2388.1.p
OG0013936	Bra013568	Carub.0007s1948.1.p
OG0013937	Bra029034, Bra029037	Carub.0008s1454.1.p
OG0013938	Bra010759	Carub.0007s2798.1.p
OG0013939	Bra000386	Carub.0004s2795.1.p
OG0013940	Bra004526	Carub.0004s2928.1.p
OG0013941	Bra034188	Carub.0006s3392.1.p
OG0013942	Bra018619	Carub.0001s0788.1.p
OG0013944	Bra023045, Bra005310, Bra017277	Carub.0004s1769.1.p
OG0013945	Bra018872	Carub.0001s3976.1.p
OG0013946	Bra011364	Carub.0007s0792.1.p
OG0013947	Bra013829	Carub.0007s1632.1.p
OG0013948	Bra010318, Bra033243	Carub.0001s0055.1.p
OG0013949	Bra014593	Carub.0005s2485.1.p
OG0013950	Bra030895, Bra014366	Carub.0001s4346.1.p
OG0013951	Bra032056	Carub.0004s0449.1.p
OG0013952	Bra017049	Carub.0004s2192.1.p
OG0013953	Bra034293	Carub.0004s0599.1.p
OG0013954	Bra007029, Bra014861	Carub.0005s2041.1.p
OG0013955	Bra037516	Carub.0008s0752.1.p
OG0013956	Bra040593	Carub.0003s0178.1.p
OG0013957	Bra005609	Carub.0004s1347.1.p
OG0013959	Bra027759	Carub.0002s0071.1.p
OG0013960	Bra018447	Carub.0001s0972.1.p
OG0013962	Bra008317	Carub.0002s2449.1.p
OG0013963	Bra035752, Bra023934	Carub.0003s2069.1.p
OG0013964	Bra004350	Carub.0002s1557.1.p
OG0013965	Bra004498	Carub.0004s2962.1.p
OG0013966	Bra025117	Carub.0005s0271.1.p
OG0013967	Bra039683	Carub.0001s4294.1.p
OG0013968	Bra026521	Carub.0005s0328.1.p
OG0013969	Bra032215	Carub.0001s3613.1.p
OG0013970	Bra028238	Carub.0007s3656.1.p
OG0013971	Bra015865	Carub.0002s2192.1.p, Carub.0002s2194.1.p
OG0013972	Bra022962	Carub.0004s1565.1.p
OG0013973	Bra035210, Bra015909	Carub.0002s2122.1.p
OG0013974	Bra003319	Carub.0005s2496.1.p
OG0013975	Bra016641	Carub.0001s1599.1.p
OG0013976	Bra013860	Carub.0007s1597.1.p
OG0013977	Bra029021	Carub.0008s1480.1.p
OG0013978	Bra028113	Carub.0007s3248.1.p
OG0013979	Bra003694	Carub.0002s2393.1.p
OG0013980	Bra039628	Carub.0003s3239.1.p
OG0013981	Bra002456, Bra020234	Carub.0008s2139.1.p
OG0013982	Bra017057, Bra005021	Carub.0004s2176.1.p
OG0013983	Bra038232	Carub.0003s1968.1.p
OG0013984	Bra023876	Carub.0003s2155.1.p
OG0013985	Bra023698, Bra006483	Carub.0006s1721.1.p
OG0013986	Bra024951	Carub.0008s0046.1.p
OG0013987	Bra034768	Carub.0003s1158.1.p
OG0013988	Bra038619	Carub.0008s2401.1.p
OG0013989	Bra009217	Carub.0006s0557.1.p
OG0013990	Bra026897, Bra019716	Carub.0001s1327.1.p
OG0013991	Bra005704	Carub.0006s0089.1.p
OG0013993	Bra024442	Carub.0008s2694.1.p
OG0013994	Bra026671	Carub.0005s0033.1.p
OG0013995	Bra003540	Carub.0002s2755.1.p
OG0013996	Bra017283	Carub.0004s1764.1.p
OG0013997	Bra036391	Carub.0003s2870.1.p
OG0013998	Bra005947	Carub.0006s0659.1.p
OG0013999	Bra009321	Carub.0006s0700.1.p
OG0014000	Bra013387	Carub.0007s2188.1.p
OG0014001	Bra002785	Carub.0008s1736.1.p
OG0014002	Bra013972	Carub.0006s1573.1.p
OG0014003	Bra002487, Bra006665	Carub.0003s2777.1.p
OG0014004	Bra024322, Bra037791	Carub.0008s2551.1.p
OG0014005	Bra021807, Bra022895	Carub.0004s1405.1.p
OG0014006	Bra025941	Carub.0001s1760.1.p
OG0014007	Bra008822, Bra004316	Carub.0002s1505.1.p
OG0014008	Bra030448	Carub.0001s4016.1.p
OG0014009	Bra020381	Carub.0008s1874.1.p
OG0014010	Bra006250	Carub.0005s1288.1.p
OG0014011	Bra031628	Carub.0001s0781.1.p
OG0014014	Bra036127	Carub.0006s2610.1.p
OG0014015	Bra004088, Bra034000	Carub.0002s1374.1.p
OG0014016	Bra012958	Carub.0008s2213.1.p
OG0014017	Bra028724	Carub.0006s0553.1.p
OG0014018	Bra009923, Bra036597	Carub.0006s2451.1.p
OG0014019	Bra022635	Carub.0008s1337.1.p
OG0014020	Bra015431, Bra030612	Carub.0001s0482.1.p
OG0014021	Bra004762	Carub.0004s2589.1.p
OG0014022	Bra006455	Carub.0006s1665.1.p
OG0014023	Bra008756	Carub.0006s1264.1.p
OG0014024	Bra025382	Carub.0005s0792.1.p
OG0014025	Bra011040	Carub.0007s1211.1.p
OG0014026	Bra011479, Bra017614	Carub.0007s0648.1.p
OG0014027	Bra015583, Bra030687	Carub.0001s0682.1.p
OG0014028	Bra032557	Carub.0001s0223.1.p
OG0014029	Bra039372	Carub.0003s1249.1.p
OG0014030	Bra014432, Bra007613	Carub.0005s2824.1.p
OG0014031	Bra027444	Carub.0008s0632.1.p
OG0014032	Bra037982	Carub.0001s4368.1.p
OG0014033	Bra005240	Carub.0004s1868.1.p
OG0014034	Bra030533	Carub.0001s0265.1.p
OG0014035	Bra029192, Bra035723	Carub.0008s1113.1.p
OG0014036	Bra006585	Carub.0006s1920.1.p
OG0014037	Bra040186	Carub.0003s0369.1.p
OG0014038	Bra030871	Carub.0001s4379.1.p
OG0014039	Bra000268	Carub.0004s2504.1.p
OG0014040	Bra026674	Carub.0001s1707.1.p
OG0014041	Bra036300	Carub.0006s3521.1.p
OG0014042	Bra000715, Bra037923	Carub.0006s2941.1.p
OG0014043	Bra010384, Bra024230	Carub.0007s1270.1.p
OG0014044	Bra010207	Carub.0001s3171.1.p
OG0014045	Bra007667	Carub.0005s2892.1.p
OG0014047	Bra028898	Carub.0006s0045.1.p
OG0014048	Bra003854	Carub.0002s1997.1.p
OG0014049	Bra003478, Bra007640	Carub.0005s2867.1.p
OG0014050	Bra003045	Carub.0008s1375.1.p
OG0014051	Bra005617	Carub.0004s1324.1.p
OG0014052	Bra037433, Bra020659	Carub.0008s0899.1.p
OG0014053	Bra017380	Carub.0005s0277.1.p
OG0014054	Bra013882	Carub.0007s1574.1.p
OG0014055	Bra038950	Carub.0007s3070.1.p
OG0014056	Bra031237	Carub.0003s2085.1.p
OG0014057	Bra029428	Carub.0006s3108.1.p
OG0014058	Bra013896, Bra028432	Carub.0007s3651.1.p
OG0014059	Bra029040	Carub.0008s1447.1.p
OG0014060	Bra028833	Carub.0006s0228.1.p
OG0014061	Bra015523	Carub.0001s0606.1.p
OG0014062	Bra005416	Carub.0004s1621.1.p
OG0014063	Bra031333	Carub.0001s4486.1.p
OG0014064	Bra002463, Bra006651	Carub.0008s2133.1.p
OG0014065	Bra037071, Bra032699	Carub.0007s2726.1.p
OG0014066	Bra009664	Carub.0008s2844.1.p
OG0014067	Bra015423	Carub.0001s0476.1.p
OG0014068	Bra039524	Carub.0008s0358.1.p
OG0014069	Bra040894	Carub.0005s1816.1.p
OG0014070	Bra022983	Carub.0004s1636.1.p
OG0014071	Bra028284	Carub.0008s1192.1.p
OG0014072	Bra021468	Carub.0003s0144.1.p
OG0014073	Bra022824, Bra021694	Carub.0004s1229.1.p
OG0014074	Bra039878	Carub.0001s2936.1.p
OG0014075	Bra034299	Carub.0004s0614.1.p
OG0014076	Bra013574	Carub.0007s1941.1.p
OG0014077	Bra023154	Carub.0001s2940.1.p
OG0014078	Bra009426	Carub.0006s0372.1.p
OG0014079	Bra000628	Carub.0008s1074.1.p
OG0014080	Bra014678	Carub.0005s2342.1.p
OG0014081	Bra013156	Carub.0003s2773.1.p
OG0014082	Bra032648	Carub.0001s0048.1.p
OG0014083	Bra000533	Carub.0004s0726.1.p, Carub.0004s0727.1.p
OG0014084	Bra036500, Bra031138	Carub.0003s3533.1.p
OG0014085	Bra033668	Carub.0008s0545.1.p
OG0014086	Bra025906	Carub.0001s1806.1.p
OG0014087	Bra002631	Carub.0008s1925.1.p
OG0014088	Bra019436	Carub.0005s1015.1.p
OG0014089	Bra015315	Carub.0001s0360.1.p
OG0014091	Bra020072, Bra002271	Carub.0006s1826.1.p
OG0014092	Bra010369	Carub.0007s1235.1.p
OG0014093	Bra023282	Carub.0001s3107.1.p
OG0014094	Bra006047, Bra009057	Carub.0006s0856.1.p
OG0014095	Bra000614	Carub.0008s1024.1.p
OG0014096	Bra035630	Carub.0008s1727.1.p
OG0014097	Bra029495, Bra029496	Carub.0006s3228.1.p
OG0014098	Bra017843, Bra010607	Carub.0007s0261.1.p
OG0014099	Bra018853	Carub.0001s0021.1.p
OG0014100	Bra027755, Bra027679	Carub.0002s0067.1.p
OG0014101	Bra037180	Carub.0008s2827.1.p
OG0014102	Bra012104	Carub.0008s2772.1.p
OG0014103	Bra029300	Carub.0008s2259.1.p
OG0014104	Bra031986	Carub.0003s0273.1.p
OG0014105	Bra031539	Carub.0001s0613.1.p
OG0014106	Bra038928	Carub.0002s0740.1.p
OG0014107	Bra010687	Carub.0007s0129.1.p
OG0014108	Bra032382, Bra010775	Carub.0001s2856.1.p
OG0014109	Bra034867	Carub.0003s1038.1.p
OG0014110	Bra008968	Carub.0006s0981.1.p
OG0014111	Bra025957	Carub.0001s1740.1.p
OG0014112	Bra006929, Bra012800, Bra033427	Carub.0005s1888.1.p
OG0014113	Bra037184	Carub.0008s2836.1.p
OG0014114	Bra031875	Carub.0008s2604.1.p
OG0014115	Bra024632	Carub.0001s2346.1.p
OG0014116	Bra036222, Bra033080	Carub.0005s0778.1.p
OG0014117	Bra020366, Bra002647	Carub.0008s1906.1.p
OG0014118	Bra021420	Carub.0003s0179.1.p
OG0014119	Bra010074	Carub.0008s2300.1.p
OG0014120	Bra019258	Carub.0007s1721.1.p
OG0014121	Bra033083, Bra025376	Carub.0005s0782.1.p
OG0014122	Bra039472	Carub.0003s0424.1.p
OG0014123	Bra008972	Carub.0006s0977.1.p
OG0014124	Bra037486	Carub.0008s0801.1.p
OG0014125	Bra027795	Carub.0002s0119.1.p
OG0014126	Bra011255	Carub.0007s0930.1.p
OG0014127	Bra015357	Carub.0001s0408.1.p
OG0014128	Bra021144	Carub.0003s1564.1.p
OG0014129	Bra025206	Carub.0005s0440.1.p
OG0014130	Bra009381	Carub.0006s0794.1.p
OG0014131	Bra040646	Carub.0003s0459.1.p
OG0014132	Bra015061	Carub.0003s2497.1.p
OG0014133	Bra002823	Carub.0008s1669.1.p
OG0014134	Bra039541	Carub.0007s2636.1.p
OG0014135	Bra036817	Carub.0005s1769.1.p
OG0014136	Bra025892, Bra012276	Carub.0001s2072.1.p
OG0014137	Bra033709	Carub.0008s0457.1.p
OG0014138	Bra039579	Carub.0001s3385.1.p
OG0014139	Bra007952, Bra016174	Carub.0002s1771.1.p
OG0014140	Bra025971	Carub.0001s1725.1.p
OG0014141	Bra023328	Carub.0006s1001.1.p
OG0014142	Bra020022	Carub.0001s0882.1.p
OG0014143	Bra024872, Bra017442	Carub.0005s0052.1.p
OG0014144	Bra004979	Carub.0004s2241.1.p
OG0014145	Bra032532	Carub.0001s0318.1.p
OG0014146	Bra037160	Carub.0008s2789.1.p
OG0014147	Bra036122	Carub.0002s0865.1.p
OG0014148	Bra026132, Bra016660	Carub.0001s1521.1.p
OG0014149	Bra037177, Bra031809	Carub.0008s2811.1.p
OG0014150	Bra028034	Carub.0001s3220.1.p
OG0014152	Bra027176	Carub.0003s1604.1.p
OG0014153	Bra008937	Carub.0006s1031.1.p
OG0014154	Bra005585	Carub.0004s1370.1.p
OG0014155	Bra034716, Bra039355	Carub.0005s0924.1.p
OG0014156	Bra009183	Carub.0006s0520.1.p
OG0014157	Bra014893, Bra023140	Carub.0001s2914.1.p
OG0014158	Bra038272	Carub.0005s1172.1.p
OG0014159	Bra021122	Carub.0003s1537.1.p
OG0014160	Bra031785, Bra016810	Carub.0001s1151.1.p
OG0014161	Bra009476	Carub.0006s0318.1.p
OG0014162	Bra022150, Bra039445	Carub.0003s0463.1.p
OG0014163	Bra013390	Carub.0007s2186.1.p
OG0014164	Bra040283	Carub.0003s0617.1.p, Carub.0003s0619.1.p
OG0014165	Bra031118	Carub.0003s3475.1.p
OG0014166	Bra028411	Carub.0007s3739.1.p
OG0014167	Bra020003, Bra030791	Carub.0001s0901.1.p
OG0014168	Bra027423, Bra039395	Carub.0003s1302.1.p
OG0014169	Bra017141	Carub.0004s2003.1.p
OG0014170	Bra016386, Bra012308	Carub.0001s2168.1.p
OG0014171	Bra021462	Carub.0003s0151.1.p
OG0014172	Bra032544	Carub.0001s0285.1.p
OG0014173	Bra032878	Carub.0001s2657.1.p
OG0014174	Bra020442, Bra002730	Carub.0008s1792.1.p
OG0014175	Bra032663	Carub.0001s0016.1.p
OG0014176	Bra020660	Carub.0008s0895.1.p
OG0014177	Bra005951	Carub.0006s0669.1.p
OG0014178	Bra006333	Carub.0006s1411.1.p
OG0014179	Bra005451, Bra021896	Carub.0003s1821.1.p
OG0014181	Bra026107	Carub.0001s3518.1.p
OG0014182	Bra022995, Bra005385	Carub.0004s1655.1.p
OG0014183	Bra022230, Bra021264	Carub.0003s1740.1.p
OG0014184	Bra036329	Carub.0001s3543.1.p
OG0014185	Bra029823	Carub.0003s0938.1.p
OG0014186	Bra013992	Carub.0007s0030.1.p
OG0014187	Bra004276	Carub.0002s1451.1.p
OG0014188	Bra006003, Bra009350	Carub.0006s0751.1.p
OG0014189	Bra037079	Carub.0007s2713.1.p
OG0014190	Bra033961	Carub.0002s1457.1.p
OG0014191	Bra009921	Carub.0006s2447.1.p
OG0014192	Bra015508	Carub.0001s0590.1.p
OG0014193	Bra012430	Carub.0001s2392.1.p
OG0014194	Bra018627	Carub.0001s0775.1.p
OG0014195	Bra022687	Carub.0008s1428.1.p
OG0014197	Bra024411	Carub.0008s2657.1.p
OG0014198	Bra016744, Bra019805	Carub.0001s1279.1.p
OG0014199	Bra035451	Carub.0002s0627.1.p
OG0014200	Bra038239	Carub.0003s1980.1.p
OG0014201	Bra028144	Carub.0007s3287.1.p
OG0014202	Bra007221	Carub.0005s2291.1.p
OG0014203	Bra009123	Carub.0006s0455.1.p
OG0014204	Bra013196	Carub.0003s2639.1.p
OG0014205	Bra000839, Bra034195	Carub.0006s3382.1.p
OG0014206	Bra030735	Carub.0001s0798.1.p
OG0014207	Bra006152, Bra023371	Carub.0006s1080.1.p
OG0014208	Bra021866	Carub.0004s1527.1.p
OG0014209	Bra033343	Carub.0001s0178.1.p
OG0014210	Bra008524	Carub.0006s3668.1.p
OG0014211	Bra037454, Bra037452	Carub.0008s0864.1.p
OG0014212	Bra022558	Carub.0008s1169.1.p
OG0014213	Bra001273	Carub.0003s0745.1.p
OG0014214	Bra038744, Bra034743	Carub.0003s1205.1.p
OG0014215	Bra002079	Carub.0003s3181.1.p
OG0014216	Bra013961	Carub.0006s1588.1.p
OG0014218	Bra009853	Carub.0006s2346.1.p
OG0014219	Bra022003	Carub.0008s0196.1.p
OG0014220	Bra016559	Carub.0001s1796.1.p
OG0014221	Bra010052	Carub.0008s2272.1.p
OG0014222	Bra016860	Carub.0004s2519.1.p
OG0014223	Bra028677	Carub.0006s0682.1.p
OG0014224	Bra029436	Carub.0006s3118.1.p
OG0014225	Bra002402, Bra006617, Bra020180	Carub.0006s2001.1.p
OG0014226	Bra004628	Carub.0004s2383.1.p
OG0014227	Bra040271	Carub.0003s0589.1.p
OG0014228	Bra025659	Carub.0007s3634.1.p
OG0014229	Bra011105	Carub.0007s1114.1.p
OG0014230	Bra036270	Carub.0002s0958.1.p
OG0014231	Bra005290, Bra023056	Carub.0004s1799.1.p
OG0014232	Bra007554	Carub.0005s2746.1.p
OG0014233	Bra009060	Carub.0006s0853.1.p
OG0014234	Bra022295	Carub.0003s1798.1.p
OG0014235	Bra024342	Carub.0008s2580.1.p
OG0014236	Bra027929	Carub.0002s0734.1.p
OG0014238	Bra003108	Carub.0008s1301.1.p
OG0014239	Bra007959	Carub.0002s1787.1.p
OG0014240	Bra031468	Carub.0006s0833.1.p
OG0014241	Bra001726, Bra022366	Carub.0003s1870.1.p
OG0014242	Bra008565, Bra023608	Carub.0006s1547.1.p
OG0014243	Bra013791	Carub.0007s1673.1.p
OG0014244	Bra025484	Carub.0007s3384.1.p
OG0014245	Bra033330	Carub.0001s0155.1.p
OG0014246	Bra009721	Carub.0006s2172.1.p
OG0014247	Bra025722	Carub.0001s1884.1.p
OG0014248	Bra030719	Carub.0001s0759.1.p
OG0014249	Bra040882	Carub.0002s2519.1.p
OG0014250	Bra039440	Carub.0003s0469.1.p
OG0014251	Bra008664, Bra008666	Carub.0006s1408.1.p
OG0014252	Bra006912	Carub.0005s1858.1.p
OG0014253	Bra029323	Carub.0006s2707.1.p
OG0014254	Bra005834, Bra028775	Carub.0006s0392.1.p
OG0014255	Bra009341	Carub.0006s0738.1.p
OG0014256	Bra013698	Carub.0007s1771.1.p
OG0014257	Bra036714	Carub.0007s3093.1.p
OG0014258	Bra024300	Carub.0004s0577.1.p, Carub.0008s2525.1.p
OG0014260	Bra033747	Carub.0008s0398.1.p
OG0014261	Bra016529	Carub.0001s1864.1.p
OG0014262	Bra023891, Bra031268	Carub.0003s2124.1.p
OG0014263	Bra000113	Carub.0004s2110.1.p
OG0014264	Bra018014	Carub.0005s1525.1.p
OG0014265	Bra012813, Bra006916	Carub.0005s1863.1.p
OG0014266	Bra018635	Carub.0001s0767.1.p
OG0014267	Bra005229, Bra005227	Carub.0004s1881.1.p
OG0014268	Bra004460	Carub.0004s3011.1.p
OG0014269	Bra026670	Carub.0005s0036.1.p
OG0014272	Bra006792	Carub.0008s1845.1.p
OG0014273	Bra026949	Carub.0001s1266.1.p
OG0014274	Bra032541, Bra015271	Carub.0001s0296.1.p
OG0014275	Bra030592	Carub.0001s0409.1.p
OG0014276	Bra008380	Carub.0002s2563.1.p
OG0014277	Bra022483, Bra004112	Carub.0002s1098.1.p
OG0014278	Bra034135	Carub.0003s0986.1.p
OG0014279	Bra001050	Carub.0003s0165.1.p
OG0014280	Bra039937	Carub.0004s0201.1.p
OG0014281	Bra002074, Bra024508	Carub.0003s3166.1.p
OG0014282	Bra002091, Bra037249	Carub.0003s3193.1.p
OG0014283	Bra006374, Bra023586	Carub.0003s3537.1.p
OG0014284	Bra040215, Bra001151	Carub.0003s0481.1.p
OG0014285	Bra001224, Bra029610	Carub.0003s0642.1.p
OG0014286	Bra022827	Carub.0004s1238.1.p
OG0014287	Bra005393	Carub.0004s1647.1.p
OG0014288	Bra012810	Carub.0005s1864.1.p
OG0014289	Bra007343	Carub.0005s2447.1.p
OG0014290	Bra003393, Bra007481	Carub.0005s2656.1.p
OG0014291	Bra003961	Carub.0005s3008.1.p
OG0014292	Bra029402, Bra029404	Carub.0006s2216.1.p
OG0014293	Bra036560	Carub.0006s2384.1.p
OG0014294	Bra033158	Carub.0006s2984.1.p
OG0014295	Bra011259	Carub.0007s0923.1.p
OG0014296	Bra010628	Carub.0007s0221.1.p
OG0014297	Bra026257, Bra026258, Bra026256	Carub.0007s2394.1.p
OG0014298	Bra027744	Carub.0002s0050.1.p
OG0014299	Bra035349	Carub.0007s3204.1.p
OG0014300	Bra025539	Carub.0007s3464.1.p
OG0014301	Bra035579, Bra002891	Carub.0008s1596.1.p
OG0014302	Bra002530, Bra006693	Carub.0008s2046.1.p
OG0014304	Bra038649	Carub.0008s2438.1.p
OG0014305	Bra012136	Carub.0008s2737.1.p
OG0014306	Bra039522, Bra033758	Carub.0008s0360.1.p
OG0014307	Bra037935	Carub.0008s1017.1.p
OG0014308	Bra022755	Carub.0008s1086.1.p
OG0014309	Bra015381	Carub.0001s0428.1.p
OG0014310	Bra001251	Carub.0003s0697.1.p
OG0014311	Bra005087, Bra017101	Carub.0004s0740.1.p
OG0014312	Bra036025	Carub.0005s1612.1.p
OG0014314	Bra009879	Carub.0006s2382.1.p
OG0014315	Bra020558	Carub.0006s2446.1.p
OG0014316	Bra000883, Bra018555	Carub.0006s3477.1.p
OG0014317	Bra019260, Bra013740	Carub.0007s1723.1.p
OG0014318	Bra013552, Bra038759	Carub.0007s1967.1.p
OG0014319	Bra035907, Bra029281	Carub.0008s2284.1.p
OG0014322	Bra014586, Bra014585	Carub.0005s2494.1.p
OG0014323	Bra030694, Bra015595	Carub.0001s0695.1.p
OG0014324	Bra032455, Bra030623	Carub.0001s0507.1.p
OG0014325	Bra021146	Carub.0003s1567.1.p
OG0014331	Bra012957, Bra029314	Carub.0008s2214.1.p
OG0014331	Bra013891	Carub.0007s1557.1.p
OG0014332	Bra029777, Bra005756	Carub.0003s0868.1.p
OG0014346	Bra036468	Carub.0003s3477.1.p
OG0014347	Bra040190	Carub.0003s0365.1.p
OG0014348	Bra009337	Carub.0006s0720.1.p
OG0014349	Bra018563	Carub.0006s3495.1.p
OG0014352	Bra030060, Bra032844	Carub.0001s2622.1.p
OG0014353	Bra002805	Carub.0008s1707.1.p
OG0014354	Bra024797	Carub.0005s0184.1.p
OG0014355	Bra036464	Carub.0003s3467.1.p
OG0014356	Bra018623	Carub.0001s0783.1.p
OG0014357	Bra000600	Carub.0008s0980.1.p
OG0014358	Bra030812	Carub.0001s4480.1.p, Carub.0006s2404.1.p
OG0014359	Bra036670	Carub.0003s2520.1.p
OG0014360	Bra029796	Carub.0003s0894.1.p
OG0014361	Bra030701	Carub.0011s0004.1.p
OG0014363	Bra039381	Carub.0003s1261.1.p
OG0014364	Bra032274	Carub.0001s3836.1.p
OG0014365	Bra016531	Carub.0001s1859.1.p
OG0014366	Bra007105	Carub.0005s2146.1.p
OG0014367	Bra039296, Bra000409	Carub.0004s2871.1.p
OG0014368	Bra006168	Carub.0006s1110.1.p
OG0014370	Bra016074	Carub.0002s1908.1.p
OG0014371	Bra005805	Carub.0006s0336.1.p
OG0014372	Bra010153	Carub.0001s3072.1.p
OG0014373	Bra005846	Carub.0006s0411.1.p
OG0014374	Bra010241	Carub.0007s0919.1.p
OG0014375	Bra022719	Carub.0008s1473.1.p
OG0014376	Bra033637	Carub.0008s0657.1.p
OG0014377	Bra021384	Carub.0003s0205.1.p
OG0014378	Bra017963	Carub.0005s1604.1.p
OG0014379	Bra033229	Carub.0001s0038.1.p
OG0014380	Bra011347	Carub.0007s0814.1.p
OG0014381	Bra014733	Carub.0005s2235.1.p
OG0014382	Bra020407	Carub.0008s1840.1.p
OG0014383	Bra000274	Carub.0004s2522.1.p
OG0014384	Bra024292	Carub.0008s2519.1.p
OG0014385	Bra014847	Carub.0005s2062.1.p
OG0014386	Bra002755	Carub.0008s1767.1.p
OG0014387	Bra028359, Bra001927	Carub.0003s2438.1.p
OG0014389	Bra028363	Carub.0003s2446.1.p
OG0014390	Bra013178	Carub.0003s2938.1.p
OG0014391	Bra029409	Carub.0006s2232.1.p
OG0014392	Bra021305	Carub.0002s0312.1.p
OG0014393	Bra007207	Carub.0005s2274.1.p
OG0014394	Bra013966	Carub.0006s1582.1.p
OG0014395	Bra004926	Carub.0004s2829.1.p
OG0014396	Bra003447	Carub.0005s2802.1.p
OG0014397	Bra019452	Carub.0003s2755.1.p
OG0014398	Bra039358	Carub.0003s1230.1.p
OG0014399	Bra008967	Carub.0006s0982.1.p
OG0014400	Bra040080	Carub.0007s0806.1.p
OG0014401	Bra009876	Carub.0006s2379.1.p
OG0014402	Bra005915	Carub.0006s0574.1.p
OG0014403	Bra037272	Carub.0003s3147.1.p
OG0014404	Bra034233	Carub.0006s3334.1.p
OG0014405	Bra002894	Carub.0006s2678.1.p
OG0014406	Bra035363	Carub.0007s3177.1.p
OG0014407	Bra013830	Carub.0007s1631.1.p
OG0014408	Bra012510	Carub.0001s2563.1.p
OG0014409	Bra009387, Bra006023	Carub.0006s0805.1.p
OG0014410	Bra037377	Carub.0006s3545.1.p
OG0014411	Bra002797	Carub.0008s1720.1.p
OG0014412	Bra009642	Carub.0006s0017.1.p
OG0014413	Bra035731	Carub.0008s1122.1.p
OG0014414	Bra000786	Carub.0006s3206.1.p
OG0014415	Bra011615	Carub.0007s0489.1.p
OG0014416	Bra009438	Carub.0006s0354.1.p
OG0014418	Bra000667	Carub.0006s2761.1.p
OG0014419	Bra002803	Carub.0008s1709.1.p
OG0014420	Bra001288	Carub.0003s0929.1.p
OG0014421	Bra008595	Carub.0006s1500.1.p
OG0014422	Bra009979	Carub.0006s2539.1.p
OG0014423	Bra007173	Carub.0005s2225.1.p
OG0014424	Bra036752	Carub.0006s2919.1.p, Carub.0006s2918.1.p
OG0014425	Bra012787	Carub.0007s2645.1.p
OG0014426	Bra025627	Carub.0007s3570.1.p
OG0014427	Bra022091	Carub.0008s0082.1.p
OG0014428	Bra011450	Carub.0007s0693.1.p
OG0014429	Bra027468	Carub.0008s0582.1.p
OG0014430	Bra028365	Carub.0003s2448.1.p
OG0014431	Bra012948	Carub.0008s2221.1.p
OG0014432	Bra033310	Carub.0001s0129.1.p
OG0014433	Bra007844	Carub.0004s0384.1.p
OG0014435	Bra009948	Carub.0006s2490.1.p
OG0014436	Bra010177	Carub.0001s3101.1.p
OG0014437	Bra026526	Carub.0005s0317.1.p
OG0014438	Bra035236	Carub.0006s3016.1.p
OG0014439	Bra018855, Bra030485	Carub.0001s3958.1.p
OG0014440	Bra002953	Carub.0008s1513.1.p
OG0014441	Bra022357	Carub.0003s1861.1.p
OG0014442	Bra013076, Bra013075, Bra001976	Carub.0003s3017.1.p
OG0014443	Bra014998	Carub.0003s2425.1.p
OG0014444	Bra005404	Carub.0004s1633.1.p
OG0014445	Bra004729	Carub.0004s2537.1.p
OG0014446	Bra032782	Carub.0007s2799.1.p
OG0014447	Bra032424	Carub.0001s0575.1.p
OG0014449	Bra009189, Bra028733	Carub.0006s0527.1.p
OG0014450	Bra024217	Carub.0007s1254.1.p
OG0014451	Bra035212	Carub.0006s3071.1.p
OG0014452	Bra011717	Carub.0007s0342.1.p
OG0014453	Bra004325	Carub.0002s1515.1.p
OG0014455	Bra007767	Carub.0004s0606.1.p
OG0014456	Bra037981	Carub.0001s4367.1.p
OG0014457	Bra022470	Carub.0002s1144.1.p
OG0014458	Bra035559, Bra028989	Carub.0008s1547.1.p
OG0014459	Bra025925	Carub.0001s1783.1.p
OG0014461	Bra040450	Carub.0005s3014.1.p
OG0014462	Bra011974	Carub.0004s0894.1.p
OG0014463	Bra007741	Carub.0005s3004.1.p
OG0014464	Bra003532	Carub.0002s2771.1.p
OG0014466	Bra012812	Carub.0007s0005.1.p
OG0014467	Bra011416	Carub.0007s0733.1.p
OG0014468	Bra036966	Carub.0001s3531.1.p
OG0014469	Bra021425, Bra021424, Bra021475, Bra021426	Carub.0003s0309.1.p, Carub.0003s0336.1.p
OG0014470	Bra032216	Carub.0001s3603.1.p
OG0014471	Bra001982	Carub.0003s3036.1.p
OG0014472	Bra031639	Carub.0001s0807.1.p
OG0014473	Bra028195	Carub.0007s3723.1.p
OG0014474	Bra035247	Carub.0006s3001.1.p
OG0014475	Bra014266	Carub.0024s0006.1.p
OG0014476	Bra020691, Bra020694, Bra037478	Carub.0008s0819.1.p
OG0014477	Bra017203	Carub.0004s1910.1.p
OG0014478	Bra008680	Carub.0006s1388.1.p
OG0014479	Bra031160, Bra030321	Carub.0004s0012.1.p
OG0014480	Bra037466	Carub.0008s0843.1.p
OG0014481	Bra028508	Carub.0007s3356.1.p
OG0014482	Bra008117	Carub.0002s2076.1.p
