Orthogroup	Brassica_rapa	Brassica_oleracea
OG0011798	Bra021040, Bra040172	Bo1g017720
OG0011799	Bra022128	Bo2g132350
OG0011800	Bra037036	Bo7g115900
OG0011800	Bra034541	Bo3g171020
OG0011801	Bra028347, Bra011375	Bo1g010050
OG0011801	Bra034530	Bo3g171140
OG0011802	Bra012105	Bo7g064480
OG0011802	Bra037148	Bo9g021650
OG0011803	Bra027569, Bra025109	Bo7g068820
OG0011804	Bra037979	Bo3g184690, Bo3g184720
OG0011805	Bra027617	Bo9g028830
OG0011806	Bra027020	Bo4g094310, Bo9g036870
OG0011807	Bra020356, Bra036014	Bo7g080340, Bo9g112540
OG0011807	Bra032974	Bo2g024830, Bo2g024820, Bo2g140260
OG0011808	Bra003799	Bo6g086970
OG0011808	Bra008151	Bo2g082120
OG0011809	Bra001625, Bra027182	Bo5g126340
OG0011810	Bra022349	Bo5g117150
OG0011810	Bra037567	Bo1g116320
OG0011811	Bra023746, Bra023745	Bo1g102210
OG0011812	Bra013180	Bo7g031100
OG0011814	Bra012815	Bo7g101470
OG0011814	Bra006915	Bo8g080840
OG0011815	Bra023555	Bo2g012970
OG0011816	Bra000749	Bo3g045370
OG0011817	Bra018479	Bo2g104970
OG0011817	Bra000773	Bo3g045700
OG0011818	Bra010579	Bo3g153790
OG0011819	Bra034532, Bra011377, Bra037044	Bo7g115820
OG0011820	Bra024147	Bo7g113740
OG0011820	Bra024123, Bra024124	Bo7g114030, Bo7g114040, Bo7g113750
OG0011820	Bra011103	Bo1g016440
OG0011820	Bra011102	Bo1g016460
OG0011821	Bra036807, Bra011266	Bo8g099490
OG0011821	Bra004976, Bra002573, Bra007064	Bo5g134820, Bo3g153220
OG0011821	Bra021699	Bo6g097130, Bo3g107200, Bo9g172130
OG0011822	Bra035348	Bo7g048490, Bo4g136180
OG0011823	Bra018946	Bo6g027620
OG0011823	Bra018947	Bo3g181180, Bo6g039930, Bo6g027630
OG0011826	Bra038349, Bra014460	Bo2g097530, Bo2g075610
OG0011829	Bra034427, Bra040824, Bra036734, Bra033175, Bra040500, Bra018500, Bra008287	Bo2g134840
OG0011829	Bra035368, Bra036381, Bra037615, Bra036341, Bra034899, Bra035370	Bo5g072880, Bo01134s010
OG0011834	Bra007930	Bo2g068390
OG0011835	Bra007327	Bo8g091830
OG0011836	Bra024701	Bo5g042690
OG0011837	Bra015192	Bo2g050500, Bo9g101070
OG0011838	Bra020978	Bo3g158550
OG0011839	Bra031614	Bo8g112640
OG0011841	Bra013604	Bo1g027150
OG0011842	Bra015851	Bo6g119520
OG0011843	Bra029812	Bo5g137800
OG0011844	Bra032434	Bo8g114720
OG0011844	Bra015477	Bo5g007270
OG0011845	Bra016122	Bo6g113210
OG0011846	Bra007830	Bo8g099560
OG0011847	Bra000285	Bo3g036320
OG0011848	Bra038170	Bo00581s030
OG0011849	Bra007827	Bo8g099530
OG0011850	Bra011117	Bo1g016310
OG0011851	Bra002572	Bo9g139320
OG0011852	Bra006901	Bo8g080940
OG0011852	Bra012819	Bo7g101440
OG0011853	Bra030809	Bo3g185850
OG0011854	Bra016358	Bo8g072700
OG0011855	Bra028119	Bo4g136490
OG0011856	Bra031168	Bo8g101970
OG0011857	Bra034735	Bo5g133180
OG0011858	Bra005440	Bo4g040070
OG0011859	Bra022680	Bo2g043350
OG0011860	Bra007252	Bo8g090910
OG0011861	Bra025594	Bo4g139920
OG0011862	Bra037205	Bo9g022410
OG0011863	Bra029651	Bo5g141490
OG0011864	Bra011096	Bo1g016550
OG0011865	Bra005697	Bo3g001620
OG0011866	Bra008779	Bo9g166150
OG0011867	Bra022875	Bo3g026540
OG0011868	Bra038815	Bo7g009710
OG0011869	Bra003368	Bo6g076280
OG0011870	Bra012749	Bo7g104140
OG0011871	Bra036794	Bo8g081510
OG0011871	Bra038902	Bo1g059140
OG0011872	Bra005399	Bo4g039390
OG0011873	Bra009283	Bo9g175260
OG0011875	Bra039366, Bra034710	Bo5g132950
OG0011876	Bra039331	Bo4g024720
OG0011877	Bra004023	Bo6g095980
OG0011878	Bra033461	Bo4g125680
OG0011878	Bra006894	Bo8g081010
OG0011879	Bra013300	Bo1g019480
OG0011880	Bra029148	Bo3g023500
OG0011881	Bra040689	Bo4g122740
OG0011882	Bra017347	Bo03022s010
OG0011884	Bra014917	Bo7g040900
OG0011885	Bra005297	Bo4g035010
OG0011886	Bra013461	Bo1g022410
OG0011887	Bra032655	Bo8g118140
OG0011888	Bra014741	Bo4g116690
OG0011889	Bra004782, Bra037681	Bo4g194620
OG0011890	Bra019054	Bo7g111370
OG0011891	Bra008970	Bo9g171350
OG0011892	Bra026277	Bo1g051260
OG0011893	Bra037964, Bra030906	Bo3g184480
OG0011894	Bra040452	Bo2g114060
OG0011895	Bra015640	Bo6g121670
OG0011896	Bra002424	Bo9g148260
OG0011897	Bra035665	Bo4g166850
OG0011898	Bra010916	Bo3g142930
OG0011898	Bra032851	Bo5g052360
OG0011899	Bra002950	Bo9g118930
OG0011901	Bra035722	Bo9g098730
OG0011902	Bra040329	Bo4g195320
OG0011902	Bra004886	Bo4g024310
OG0011903	Bra003812, Bra015927, Bra008141	Bo2g081030
OG0011904	Bra022510	Bo2g050870
OG0011905	Bra018995	Bo6g030900
OG0011906	Bra019704	Bo5g017820
OG0011907	Bra006643, Bra006208	Bo3g009280
OG0011908	Bra025121	Bo7g081410
OG0011909	Bra003000	Bo9g116190
OG0011910	Bra032115	Bo4g154300
OG0011911	Bra030626	Bo8g005810
OG0011912	Bra014392	Bo4g098510
OG0011913	Bra028851	Bo2g002840
OG0011913	Bra009551	Bo9g183180
OG0011914	Bra024771	Bo5g043540
OG0011914	Bra010981	Bo3g139880
OG0011915	Bra040930	Bo4g067020
OG0011916	Bra033110, Bra025404	Bo7g088520
OG0011917	Bra010667	Bo3g151420
OG0011918	Bra035802	Bo5g109940
OG0011919	Bra031145	Bo8g102140
OG0011920	Bra027977	Bo9g058200
OG0011921	Bra004883	Bo4g024270
OG0011922	Bra029686	Bo5g140100
OG0011924	Bra039481	Bo6g056270
OG0011925	Bra009150	Bo9g176720
OG0011926	Bra014942	Bo7g040600
OG0011928	Bra029858	Bo5g137230
OG0011929	Bra032222, Bra040795	Bo8g019270
OG0011930	Bra030544	Bo8g002630
OG0011931	Bra015172	Bo7g026730
OG0011932	Bra017208	Bo4g186640
OG0011933	Bra027295	Bo5g127620
OG0011934	Bra028742	Bo2g007140
OG0011935	Bra010970	Bo3g140100
OG0011935	Bra032790	Bo7g050290
OG0011936	Bra037502	Bo7g089120
OG0011937	Bra012297	Bo7g059960
OG0011938	Bra008095	Bo2g080530
OG0011939	Bra041073	Bo8g059800
OG0011940	Bra011840	Bo1g002760
OG0011941	Bra013469	Bo1g022480
OG0011942	Bra039442	Bo5g145440
OG0011943	Bra036523	Bo9g012580
OG0011943	Bra009790	Bo7g096570
OG0011944	Bra034289	Bo4g160000
OG0011945	Bra020883	Bo1g023820, Bo3g162790
OG0011946	Bra023925	Bo1g108620
OG0011946	Bra035741	Bo5g106200
OG0011947	Bra022560	Bo2g048270
OG0011948	Bra012577	Bo7g106260
OG0011949	Bra038543	Bo9g025820
OG0011949	Bra028095	Bo7g009820
OG0011950	Bra018775	Bo6g018050
OG0011951	Bra014277	Bo3g179840
OG0011952	Bra040442	Bo4g097070
OG0011953	Bra017848	Bo7g118690
OG0011954	Bra003275	Bo6g072810
OG0011956	Bra006883	Bo8g081150
OG0011956	Bra033466	Bo4g125740
OG0011957	Bra005135	Bo4g029750
OG0011958	Bra008482	Bo2g096110
OG0011959	Bra012644	Bo7g105370
OG0011960	Bra029134	Bo3g023310
OG0011961	Bra019511	Bo3g114930
OG0011962	Bra038877	Bo1g060540
OG0011963	Bra040168	Bo1g017690
OG0011964	Bra014139	Bo8g015010
OG0011966	Bra004945	Bo4g025060
OG0011967	Bra037488	Bo7g089230
OG0011968	Bra038952	Bo8g030830
OG0011969	Bra016630	Bo8g066810
OG0011970	Bra007777	Bo8g098970
OG0011972	Bra026982	Bo8g108310
OG0011973	Bra018280	Bo4g053680
OG0011974	Bra004992	Bo4g025630
OG0011974	Bra000164	Bo3g034660
OG0011975	Bra006260	Bo3g009850
OG0011977	Bra015615	Bo6g010420, Bo04338s010
OG0011978	Bra015430	Bo5g005670
OG0011979	Bra000537	Bo3g041810
OG0011980	Bra006304	Bo3g010320
OG0011981	Bra010117	Bo3g107210
OG0011982	Bra011858	Bo7g119130, Bo1g002570
OG0011983	Bra018151	Bo3g134440
OG0011984	Bra029736	Bo5g139610
OG0011985	Bra011975	Bo4g071880
OG0011986	Bra023073	Bo3g030190
OG0011987	Bra028213	Bo4g137590
OG0011989	Bra035213	Bo9g092620
OG0011990	Bra014853	Bo4g120460
OG0011991	Bra015360	Bo5g004980
OG0011992	Bra027812	Bo00795s050
OG0011993	Bra015950	Bo6g118250
OG0011994	Bra027452	Bo9g058480
OG0011995	Bra005386	Bo4g039220
OG0011995	Bra021936	Bo4g182970
OG0011996	Bra007925	Bo2g068330
OG0011997	Bra007752	Bo8g098700
OG0011998	Bra002313	Bo9g151770
OG0012000	Bra037458, Bra020677	Bo2g150260
OG0012001	Bra006204	Bo3g009220
OG0012001	Bra008825	Bo9g166710
OG0012002	Bra021863	Bo4g182060
OG0012003	Bra011486	Bo1g007680
OG0012004	Bra031940	Bo2g165990
OG0012004	Bra024257	Bo3g102800
OG0012005	Bra035756	Bo5g107400
OG0012007	Bra006596	Bo3g015560
OG0012008	Bra038381	Bo9g084660
OG0012009	Bra005183	Bo4g030420
OG0012010	Bra031444	Bo4g086660, Bo1g098000
OG0012011	Bra005211	Bo4g030750
OG0012012	Bra010121	Bo3g107150
OG0012013	Bra030441, Bra014265	Bo3g179630
OG0012014	Bra028055	Bo6g044150
OG0012015	Bra006557	Bo3g015160
OG0012016	Bra039456, Bra040639	Bo1g151760
OG0012017	Bra018061	Bo8g076900
OG0012018	Bra020626	Bo2g151790
OG0012018	Bra010024	Bo7g092880
OG0012019	Bra010925	Bo3g141780
OG0012020	Bra015921	Bo6g118630
OG0012021	Bra031183	Bo8g101820
OG0012022	Bra035712	Bo9g097190
OG0012023	Bra006863	Bo3g019760
OG0012023	Bra002800	Bo9g126210
OG0012024	Bra030918	Bo3g184320
OG0012025	Bra022471	Bo2g051380
OG0012026	Bra031040	Bo8g104230
OG0012027	Bra025038	Bo2g129780, Bo7g074020
OG0012028	Bra023109	Bo3g031620
OG0012029	Bra021165	Bo1g123680
OG0012030	Bra025732	Bo5g027400
OG0012032	Bra039485	Bo6g056310
OG0012033	Bra034949	Bo3g127220
OG0012035	Bra009640	Bo9g186080
OG0012036	Bra029789	Bo5g138080
OG0012037	Bra004214	Bo6g103690
OG0012038	Bra036784	Bo8g081410
OG0012038	Bra012845	Bo7g101070
OG0012039	Bra002795, Bra006859	Bo3g019710
OG0012040	Bra027400	Bo5g132130
OG0012041	Bra007190	Bo8g090200
OG0012042	Bra011514	Bo1g007460
OG0012043	Bra033478	Bo4g125900
OG0012044	Bra019891	Bo5g013360
OG0012045	Bra015888	Bo6g119040
OG0012046	Bra020403	Bo2g028970
OG0012047	Bra031277	Bo5g101130
OG0012048	Bra029953	Bo1g078990
OG0012049	Bra015914	Bo6g118690
OG0012050	Bra010249	Bo3g175070
OG0012051	Bra000620	Bo3g042820
OG0012052	Bra026531	Bo2g137220
OG0012053	Bra000635	Bo3g043000
OG0012054	Bra019636	Bo4g122910, Bo4g122920
OG0012055	Bra020603	Bo2g154020
OG0012055	Bra009982	Bo7g093370
OG0012056	Bra013389	Bo1g021390
OG0012057	Bra004503	Bo4g006930
OG0012058	Bra009663	Bo3g092220
OG0012059	Bra037607	Bo1g063840
OG0012060	Bra036286	Bo9g005580
OG0012061	Bra026463	Bo9g013710
OG0012062	Bra031460	Bo1g094610
OG0012063	Bra017940	Bo5g034690
OG0012064	Bra013864	Bo1g039710
OG0012065	Bra031506	Bo1g092870
OG0012066	Bra028204	Bo4g137470
OG0012067	Bra017060	Bo4g188380
OG0012068	Bra040287	Bo5g143190, Bo1g147750
OG0012069	Bra013871	Bo1g039790
OG0012070	Bra018728, Bra018735	Bo6g014390
OG0012071	Bra028503	Bo6g066440
OG0012072	Bra024535	Bo5g038840
OG0012073	Bra040011	Bo6g049390
OG0012074	Bra034283	Bo4g159910
OG0012075	Bra027266	Bo5g127320
OG0012075	Bra001589	Bo3g066720
OG0012076	Bra029586	Bo5g143410
OG0012077	Bra000304	Bo4g194300, Bo3g036560
OG0012078	Bra035185	Bo6g125590
OG0012079	Bra010923	Bo3g142820
OG0012079	Bra030059	Bo7g048700
OG0012080	Bra015074	Bo7g031790
OG0012081	Bra011994	Bo4g074130
OG0012082	Bra011978	Bo4g071910
OG0012083	Bra005364	Bo4g038980
OG0012084	Bra026339, Bra019042	Bo7g111490
OG0012085	Bra032847	Bo5g052320
OG0012086	Bra027947	Bo9g055770
OG0012087	Bra020178	Bo2g023780
OG0012087	Bra002399	Bo9g106040
OG0012088	Bra018218	Bo3g130410
OG0012089	Bra013141	Bo3g087160
OG0012090	Bra035532	Bo8g030520
OG0012091	Bra023982	Bo7g115420
OG0012092	Bra001118	Bo3g058530
OG0012093	Bra007911	Bo2g068120
OG0012094	Bra013499	Bo1g023810
OG0012095	Bra031223	Bo8g101440
OG0012096	Bra016223	Bo6g111010
OG0012096	Bra007912	Bo2g068140
OG0012097	Bra014910	Bo7g040970
OG0012098	Bra038380	Bo9g084650
OG0012099	Bra022568	Bo00998s020
OG0012100	Bra003796	Bo6g086940
OG0012100	Bra015905	Bo6g118810
OG0012101	Bra000873	Bo01031s020
OG0012102	Bra034031	Bo2g055320
OG0012106	Bra040371	Bo5g141650, Bo1g147450
OG0012107	Bra005893	Bo3g003860
OG0012108	Bra008132	Bo6g118380, Bo2g080910
OG0012109	Bra029741	Bo5g139560
OG0012111	Bra032752	Bo4g128450
OG0012113	Bra024000	Bo7g115230
OG0012114	Bra036324	Bo9g004130
OG0012115	Bra025239	Bo7g084070
OG0012116	Bra009278	Bo2g007560, Bo9g175300
OG0012117	Bra033687	Bo7g065600
OG0012118	Bra014165	Bo00685s010
OG0012119	Bra036814	Bo8g081630
OG0012120	Bra027168	Bo5g126160
OG0012121	Bra011384	Bo1g009920
OG0012122	Bra021889	Bo4g182340
OG0012122	Bra005461	Bo4g041260, Bo4g041250
OG0012123	Bra007421	Bo8g092960
OG0012124	Bra015543	Bo5g007870
OG0012125	Bra010047	Bo3g108150
OG0012126	Bra039752	Bo2g052700
OG0012127	Bra033513	Bo1g055410
OG0012128	Bra040938	Bo3g172220
OG0012128	Bra011372	Bo1g010100
OG0012129	Bra039435	Bo5g145360
OG0012130	Bra000862	Bo3g052280
OG0012131	Bra022846	Bo3g025260
OG0012132	Bra032529	Bo8g115750
OG0012133	Bra021550	Bo1g134370
OG0012134	Bra034186	Bo2g103310, Bo9g006300
OG0012135	Bra018312	Bo4g058450
OG0012136	Bra030243	Bo4g149570
OG0012137	Bra015039	Bo7g033120
OG0012138	Bra027150	Bo9g044000
OG0012140	Bra016114	Bo6g113290
OG0012141	Bra035859	Bo9g017500
OG0012142	Bra011557	Bo00766s100
OG0012142	Bra017675	Bo7g117020
OG0012143	Bra009796	Bo7g096490
OG0012144	Bra006242	Bo9g166100
OG0012145	Bra016499	Bo8g068600
OG0012146	Bra008768	Bo9g166030
OG0012147	Bra032794	Bo5g043790
OG0012149	Bra028051	Bo8g027080, Bo6g044230
OG0012150	Bra009778	Bo7g096670
OG0012151	Bra025524	Bo6g064920, Bo4g140810
OG0012152	Bra009477	Bo9g181330
OG0012152	Bra028794	Bo2g005480
OG0012153	Bra030656, Bra030657	Bo8g007160
OG0012154	Bra000105	Bo3g032970
OG0012155	Bra013367	Bo1g020160
OG0012155	Bra012559	Bo7g106430
OG0012156	Bra000463	Bo3g039800
OG0012157	Bra001226	Bo3g060920
OG0012158	Bra002708	Bo9g133410
OG0012160	Bra000788	Bo3g048640
OG0012161	Bra013849	Bo1g039460
OG0012161	Bra019201	Bo7g109850
OG0012162	Bra001646	Bo3g068580
OG0012163	Bra013603	Bo1g027140
OG0012164	Bra015164	Bo7g029140
OG0012165	Bra011719	Bo1g005290
OG0012166	Bra013747	Bo1g037340
OG0012167	Bra030114	Bo03062s010, Bo7g045850
OG0012168	Bra030734	Bo8g055910
OG0012169	Bra015685	Bo6g121160
OG0012170	Bra024887	Bo01040s050
OG0012171	Bra037188	Bo9g022190
OG0012172	Bra025186	Bo7g082410
OG0012173	Bra027411	Bo5g132280
OG0012173	Bra001514	Bo3g065660
OG0012174	Bra003639	Bo6g081550
OG0012176	Bra029821	Bo5g137710
OG0012177	Bra024849	Bo7g079940
OG0012178	Bra030072	Bo7g048450
OG0012179	Bra030869	Bo3g185080
OG0012180	Bra037895, Bra000696	Bo00962s030
OG0012181	Bra017456	Bo9g069910
OG0012182	Bra013089	Bo3g090000
OG0012182	Bra015247	Bo7g021070
OG0012183	Bra033462	Bo4g125690
OG0012183	Bra006893	Bo8g081020
OG0012184	Bra015983	Bo6g116850
OG0012184	Bra008105	Bo2g080660
OG0012185	Bra040850	Bo4g139110
OG0012186	Bra001709	Bo3g071550
OG0012187	Bra026865	Bo8g107110
OG0012188	Bra025216	Bo7g083760, Bo7g083770
OG0012189	Bra039637	Bo5g078750
OG0012190	Bra000296	Bo3g036470
OG0012191	Bra018527	Bo2g101970
OG0012191	Bra000861	Bo3g052260
OG0012192	Bra033643	Bo4g078770
OG0012193	Bra003966	Bo6g110830, Bo6g094920
OG0012193	Bra025585	Bo4g140050
OG0012194	Bra015613	Bo6g010430
OG0012195	Bra013562	Bo1g025580
OG0012195	Bra020871	Bo1g025590
OG0012196	Bra029583	Bo5g143440
OG0012197	Bra000915	Bo3g053070
OG0012198	Bra002924, Bra028987	Bo3g021640
OG0012199	Bra013365	Bo1g020140
OG0012200	Bra026718	Bo8g105470
OG0012200	Bra026046	Bo5g021920
OG0012201	Bra033505	Bo1g055530
OG0012202	Bra016521	Bo8g068330
OG0012203	Bra036497	Bo7g003180
OG0012204	Bra025389	Bo7g087440
OG0012205	Bra007057	Bo8g083510
OG0012206	Bra027402	Bo5g132150
OG0012207	Bra012917	Bo7g099110
OG0012208	Bra040991, Bra036773	Bo8g025620
OG0012209	Bra035728	Bo9g100010
OG0012210	Bra024626	Bo5g039930
OG0012211	Bra004963	Bo4g025230
OG0012212	Bra034894	Bo8g033900
OG0012213	Bra007955	Bo2g070760
OG0012213	Bra016166	Bo6g112650
OG0012214	Bra035025	Bo6g121920
OG0012215	Bra002980	Bo9g117460
OG0012216	Bra036258	Bo9g005910
OG0012217	Bra040573	Bo8g043560
OG0012218	Bra039332	Bo4g195600
OG0012218	Bra004917	Bo4g024700
OG0012219	Bra025613	Bo4g139520
OG0012220	Bra015447	Bo5g006880
OG0012221	Bra019667	Bo5g019380
OG0012221	Bra016707	Bo8g065970
OG0012222	Bra028564	Bo2g010080
OG0012223	Bra013773	Bo1g037670
OG0012224	Bra008401	Bo2g095100
OG0012225	Bra027600	Bo9g061280
OG0012227	Bra009971	Bo7g093460
OG0012228	Bra032398	Bo5g063110
OG0012229	Bra028001	Bo6g048000
OG0012230	Bra018814	Bo6g018660
OG0012231	Bra037414	Bo9g004020
OG0012232	Bra013955	Bo1g042920, Bo3g049900
OG0012233	Bra035129	Bo6g124000
OG0012234	Bra022416, Bra022414	Bo5g115240
OG0012236	Bra022588	Bo2g047860
OG0012236	Bra029117	Bo3g023170
OG0012237	Bra040550	Bo5g153930
OG0012238	Bra026033	Bo5g022080
OG0012239	Bra009470	Bo9g181270
OG0012240	Bra020172	Bo2g023710
OG0012241	Bra038764	Bo7g107490
OG0012242	Bra008555	Bo2g100270
OG0012243	Bra019804, Bra026939	Bo8g107740
OG0012244	Bra039760	Bo2g052820
OG0012244	Bra004159	Bo6g099840
OG0012245	Bra024454	Bo3g096340
OG0012246	Bra004583	Bo4g012720
OG0012247	Bra037599	Bo1g063730
OG0012248	Bra031479	Bo4g085130, Bo1g094320
OG0012249	Bra011612	Bo1g006500
OG0012250	Bra000663	Bo3g047070
OG0012251	Bra026310, Bra019029	Bo1g050840
OG0012252	Bra007719	Bo8g098280
OG0012253	Bra002275	Bo9g152220
OG0012254	Bra020625	Bo2g151800
OG0012255	Bra028061	Bo6g044090
OG0012255	Bra034434	Bo5g085380
OG0012256	Bra011058	Bo1g017140
OG0012257	Bra031860	Bo00615s050
OG0012258	Bra013960	Bo9g159980
OG0012259	Bra027974	Bo9g057180
OG0012260	Bra013831	Bo1g039280
OG0012261	Bra024204	Bo7g113080, Bo7g113100
OG0012262	Bra003433	Bo6g077390
OG0012263	Bra003338	Bo6g074850
OG0012264	Bra030011	Bo1g084790
OG0012265	Bra037287	Bo9g024260
OG0012266	Bra017596	Bo9g062680
OG0012267	Bra006531	Bo3g013940
OG0012267	Bra020080	Bo2g018550
OG0012268	Bra027496	Bo9g059190
OG0012269	Bra018610	Bo5g009140
OG0012270	Bra030461	Bo00640s020, Bo10512s010
OG0012271	Bra025234	Bo7g084000
OG0012272	Bra032392	Bo5g063000, Bo7g091100
OG0012273	Bra025065	Bo7g072740
OG0012274	Bra038177	Bo00581s130
OG0012274	Bra027949	Bo9g055780
OG0012275	Bra006241	Bo3g009660
OG0012276	Bra009297	Bo9g175090
OG0012277	Bra000908	Bo3g052980
OG0012278	Bra008229	Bo2g086520
OG0012278	Bra014533	Bo4g106440
OG0012279	Bra009364	Bo9g174240
OG0012280	Bra005041	Bo4g026410
OG0012281	Bra018828	Bo6g019850
OG0012281	Bra039647	Bo5g077590
OG0012282	Bra034758	Bo5g133460
OG0012283	Bra027781	Bo9g034160
OG0012284	Bra000297	Bo3g036480
OG0012285	Bra006622	Bo3g016850
OG0012286	Bra000733	Bo3g045120
OG0012287	Bra038263	Bo5g109750
OG0012289	Bra025139	Bo7g081660
OG0012290	Bra031377	Bo5g037460
OG0012290	Bra012317	Bo7g058210
OG0012291	Bra026354	Bo1g048290
OG0012292	Bra029899	Bo1g077040
OG0012293	Bra009099	Bo9g177270
OG0012294	Bra027161	Bo9g044160
OG0012295	Bra018187	Bo3g133000
OG0012296	Bra030764	Bo8g058270
OG0012297	Bra027340	Bo5g130320
OG0012298	Bra037624	Bo1g065070
OG0012299	Bra002684	Bo9g133600
OG0012300	Bra000540	Bo7g054220, Bo3g041870
OG0012301	Bra008767	Bo9g166020
OG0012301	Bra006247	Bo3g009710
OG0012302	Bra038996	Bo7g006000
OG0012304	Bra040054, Bra029710	Bo5g139920
OG0012305	Bra030885	Bo3g184740
OG0012307	Bra033120	Bo2g106410
OG0012308	Bra008772	Bo9g166070
OG0012309	Bra013329	Bo1g019720
OG0012310	Bra004207	Bo6g103600
OG0012310	Bra034018	Bo2g055490
OG0012311	Bra037494	Bo7g089180
OG0012312	Bra032982	Bo2g140390
OG0012313	Bra032727	Bo4g130830
OG0012314	Bra036330	Bo6g005750
OG0012315	Bra038229	Bo1g112400
OG0012316	Bra010599	Bo3g153440
OG0012317	Bra024367	Bo3g099400
OG0012318	Bra016952	Bo4g190690
OG0012319	Bra039322	Bo4g195740
OG0012320	Bra027074	Bo9g040840
OG0012321	Bra030197	Bo4g151130
OG0012322	Bra034777	Bo5g134730
OG0012324	Bra008842	Bo9g167880
OG0012325	Bra011646	Bo1g006130
OG0012326	Bra025353	Bo7g091530
OG0012327	Bra006777	Bo3g018860
OG0012328	Bra038082, Bra012786	Bo7g103760
OG0012330	Bra027793	Bo9g035410
OG0012331	Bra007154	Bo8g089630
OG0012332	Bra015669	Bo6g121320
OG0012333	Bra013235	Bo3g083760
OG0012334	Bra019846	Bo5g014850
OG0012336	Bra012578	Bo7g106250
OG0012337	Bra025517	Bo4g140910
OG0012338	Bra005901	Bo3g003930
OG0012339	Bra020875	Bo3g162880
OG0012340	Bra032104	Bo4g154470
OG0012341	Bra032719	Bo4g130890
OG0012342	Bra011107	Bo1g016390
OG0012343	Bra000724	Bo3g044960
OG0012344	Bra002190	Bo9g154510
OG0012344	Bra006482	Bo3g013400
OG0012345	Bra034304	Bo4g160130
OG0012346	Bra027888	Bo4g081220, Bo9g052110
OG0012347	Bra028040	Bo6g044370
OG0012348	Bra033277	Bo5g002630
OG0012349	Bra005684	Bo3g001430
OG0012350	Bra029285	Bo2g162870
OG0012351	Bra034534	Bo3g171120
OG0012352	Bra017781	Bo1g005430, Bo7g118150
OG0012353	Bra016935	Bo3g035630, Bo3g035620, Bo4g190890
OG0012354	Bra025796, Bra025798	Bo3g155380
OG0012355	Bra007171	Bo8g089950
OG0012356	Bra025123	Bo7g081430
OG0012357	Bra031795	Bo5g017410, Bo8g108510, Bo8g108530
OG0012358	Bra026746	Bo8g105870
OG0012358	Bra026100	Bo5g021360
OG0012359	Bra006948	Bo8g082240
OG0012360	Bra035273	Bo9g090720
OG0012361	Bra030323	Bo4g145680
OG0012362	Bra016200	Bo6g112190
OG0012363	Bra002010	Bo7g016130
OG0012364	Bra012591	Bo7g106060
OG0012365	Bra034898	Bo8g034040
OG0012366	Bra025313	Bo7g090980
OG0012367	Bra024720	Bo5g042860
OG0012367	Bra011023	Bo2g028590, Bo00825s040
OG0012368	Bra033919	Bo5g094500
OG0012368	Bra001884	Bo3g081390
OG0012369	Bra035147, Bra003589	Bo1g094480
OG0012370	Bra014263	Bo3g179600
OG0012370	Bra023231	Bo5g048450
OG0012371	Bra002189	Bo9g154520
OG0012372	Bra023627	Bo9g160050
OG0012373	Bra019602	Bo3g109450
OG0012374	Bra006680	Bo3g017590
OG0012375	Bra032692, Bra034886	Bo4g133260
OG0012376	Bra013392	Bo1g021440
OG0012377	Bra034873	Bo8g035480
OG0012378	Bra000428, Bra004533	Bo3g039310
OG0012379	Bra016812	Bo8g061400
OG0012381	Bra010099	Bo3g107410
OG0012382	Bra008304	Bo2g092500
OG0012383	Bra024262	Bo3g101700
OG0012384	Bra002374	Bo9g149870
OG0012385	Bra016038	Bo6g116130
OG0012385	Bra008044	Bo2g078950
OG0012386	Bra019936	Bo5g010870
OG0012387	Bra005692	Bo3g001510
OG0012388	Bra008163	Bo2g082300
OG0012389	Bra020039	Bo2g018020
OG0012389	Bra002233	Bo9g153800
OG0012390	Bra006034	Bo3g005300
OG0012391	Bra019442	Bo3g122200
OG0012391	Bra019459	Bo3g123480
OG0012392	Bra012047	Bo4g076770
OG0012393	Bra021672	Bo4g173600
OG0012394	Bra035849	Bo9g017590
OG0012395	Bra017336	Bo9g076000
OG0012396	Bra022587	Bo2g047910
OG0012397	Bra013454	Bo1g022310
OG0012398	Bra039944	Bo8g100660
OG0012399	Bra026461	Bo1g042950
OG0012399	Bra019118	Bo7g110740
OG0012400	Bra000612	Bo3g042730
OG0012401	Bra019338	Bo7g108420
OG0012402	Bra013382	Bo1g020320
OG0012403	Bra036941	Bo5g006860, Bo6g003240
OG0012404	Bra008923	Bo9g169730
OG0012405	Bra038273	Bo3g130150
OG0012406	Bra013002	Bo7g098070
OG0012407	Bra040294	Bo1g147690
OG0012408	Bra017946	Bo5g034760
OG0012409	Bra029315	Bo2g161550
OG0012409	Bra012953	Bo7g098740
OG0012411	Bra007278	Bo8g091190
OG0012412	Bra004290	Bo6g106660
OG0012413	Bra020480	Bo2g159070
OG0012414	Bra022497	Bo2g051060
OG0012415	Bra008844	Bo2g011160, Bo9g168890
OG0012416	Bra000633	Bo3g042980
OG0012417	Bra006954	Bo6g066960, Bo8g082300
OG0012418	Bra009286	Bo9g175210
OG0012419	Bra011518	Bo1g007420
OG0012420	Bra039657	Bo6g031230
OG0012421	Bra035397	Bo4g134650
OG0012422	Bra031747	Bo8g109260
OG0012423	Bra009277	Bo9g175310
OG0012424	Bra005573	Bo4g045790
OG0012425	Bra023326, Bra008960	Bo9g171210
