Orthogroup	Brassica_rapa	Thellungiella_parvula
OG0014955	Bra012761	Sp7g14240.1
OG0014956	Bra029553	Sp6g03890.1
OG0014957	Bra004178	Sp5g21620.1
OG0014958	Bra031559	Sp1g06010.1
OG0014959	Bra037771, Bra024282	Sp2g27350.1
OG0014960	Bra003827	Sp5g29010.1
OG0014961	Bra025316, Bra011318	Sp7g29850.1
OG0014962	Bra028393	Sp7g04200.1
OG0014963	Bra016249	Sp5g25060.1
OG0014964	Bra031865	Sp2g28430.1
OG0014965	Bra026855	Sp1g12480.1
OG0014966	Bra038937	Sp7g07140.1
OG0014967	Bra023266	Sp1g28470.1
OG0014968	Bra015963	Sp5g29000.1
OG0014969	Bra002999	Sp6g16310.1
OG0014970	Bra027698	SpUn0393_0010.1
OG0014971	Bra010312	Sp7g27730.1
OG0014972	Bra005825, Bra009417	Sp6g37940.1
OG0014973	Bra002046	Sp3g09760.1
OG0014974	Bra040101	Sp7g17230.1
OG0014976	Bra033578	Sp7g37000.1
OG0014977	Bra018972	Sp1g39110.1
OG0014978	Bra031806	Sp2g30510.1
OG0014979	Bra035509	Sp1g31370.1
OG0014981	Bra004340	Sp5g23940.1
OG0014982	Bra013068	Sp3g29720.1
OG0014983	Bra037521	Sp2g18400.1
OG0014984	Bra015971	Sp5g28910.1
OG0014985	Bra009018	Sp6g32830.1
OG0014986	Bra024555	Sp1g20430.1
OG0014987	Bra019822	Sp1g11800.1
OG0014988	Bra032359	Sp1g25960.1
OG0014989	Bra025900, Bra038171	Sp1g16440.1
OG0014990	Bra025225	Sp2g15840.1
OG0014991	Bra003678	Sp5g32740.1
OG0014993	Bra011950	Sp4g11240.1
OG0014994	Bra001585	Sp3g13370.1
OG0014995	Bra009153	Sp6g36950.1
OG0014996	Bra024968	Sp2g11850.1
OG0014997	Bra023646	Sp6g26340.1
OG0014998	Bra005342	Sp4g17650.1
OG0014999	Bra019606	Sp5g12430.1
OG0015000	Bra038015	Sp1g41400.1
OG0015001	Bra032931	Sp2g15530.1
OG0015002	Bra015488	Sp1g05080.1
OG0015003	Bra009797	Sp2g22610.1
OG0015004	Bra033396	Sp7g03810.1
OG0015005	Bra004438	Sp4g29610.1
OG0015006	Bra037369	Sp6g00890.1
OG0015007	Bra039238	Sp4g03160.1
OG0015008	Bra007737	Sp5g00300.1
OG0015009	Bra009268	Sp6g35500.1
OG0015010	Bra034263	Sp4g05090.1
OG0015011	Bra002672	Sp6g19790.1
OG0015012	Bra003040	Sp6g15790.1
OG0015013	Bra015889	Sp5g29980.1
OG0015014	Bra011163	Sp7g27940.1
OG0015015	Bra010359	Sp7g26570.1
OG0015016	Bra029596	Sp3g05630.1
OG0015017	Bra027895, Bra035472	Sp2g05670.1
OG0015018	Bra003475	Sp5g01560.1
OG0015019	Bra003628	Sp5g34040.1
OG0015020	Bra002308, Bra020108	Sp6g23940.1
OG0015021	Bra024119	Sp7g27690.1
OG0015022	Bra022223	Sp3g15720.1
OG0015023	Bra010219	Sp7g29620.1
OG0015024	Bra018398	Sp4g12110.1
OG0015026	Bra018027	Sp5g13130.1
OG0015027	Bra005206	Sp4g19610.1
OG0015028	Bra015884	Sp5g30040.1
OG0015029	Bra018923	Sp1g30370.1, SpUn0216_0010.1
OG0015033	Bra024202	Sp7g26430.1
OG0015034	Bra028713	Sp6g35910.1
OG0015035	Bra018671	Sp2g02250.1
OG0015036	Bra015688	Sp5g32350.1
OG0015037	Bra014244	Sp1g37130.1
OG0015038	Bra008568	Sp6g26980.1
OG0015039	Bra002865	Sp6g17800.1
OG0015040	Bra004336	Sp5g23890.1
OG0015041	Bra025349	Sp2g17370.1
OG0015042	Bra034938	Sp1g32030.1
OG0015043	Bra035497	Sp1g28250.1
OG0015044	Bra000734, Bra035251	Sp6g06290.1
OG0015047	Bra036881	Sp7g23000.1
OG0015048	Bra002264	Sp6g24550.1
OG0015049	Bra028398	Sp7g04010.1
OG0015050	Bra008427	Sp5g34690.1
OG0015051	Bra006226	Sp6g30040.1
OG0015053	Bra040859	Sp1g34430.1
OG0015054	Bra004744	Sp4g25230.1
OG0015055	Bra029797	Sp3g08200.1
OG0015056	Bra009748	Sp2g23040.1
OG0015057	Bra008228	Sp5g31010.1
OG0015058	Bra035993	Sp2g08640.1
OG0015059	Bra033799, Bra018186	Sp5g14870.1
OG0015061	Bra013468	Sp7g18830.1
OG0015062	Bra010030	Sp2g19850.1
OG0015063	Bra016957	Sp4g23320.1
OG0015064	Bra035703	Sp4g11200.1
OG0015065	Bra036310	Sp6g01700.1
OG0015066	Bra000809	Sp6g04020.1
OG0015067	Bra007200	Sp5g06600.1
OG0015068	Bra033860	Sp1g27730.1
OG0015069	Bra037460	Sp2g19200.1
OG0015070	Bra038389	Sp6g08470.1
OG0015071	Bra035801	Sp3g18260.1
OG0015072	Bra009643	Sp6g40960.1
OG0015073	Bra035982	Sp2g08350.1
OG0015074	Bra028516, Bra006791	Sp6g19640.1
OG0015075	Bra018637	Sp1g06930.1
OG0015076	Bra013369	Sp7g17740.1
OG0015077	Bra039682	Sp1g40100.1
OG0015078	Bra030420, Bra018931	Sp1g38400.1
OG0015079	Bra036827	Sp5g10970.1
OG0015080	Bra035324	Sp2g07220.1
OG0015081	Bra037335	Sp6g00420.1
OG0015082	Bra034187	Sp6g03160.1
OG0015083	Bra036092	Sp5g11620.1
OG0015084	Bra027281	Sp3g13280.1
OG0015085	Bra030582, Bra032496	Sp1g03500.1
OG0015086	Bra031205	Sp4g00780.1
OG0015087	Bra025266, Bra032999	Sp2g16490.1
OG0015088	Bra030263, Bra031232	Sp4g01200.1
OG0015089	Bra000968	Sp6g00560.1
OG0015090	Bra027016	Sp2g01820.1
OG0015091	Bra032040	Sp4g04110.1
OG0015092	Bra011033	Sp7g26470.1
OG0015094	Bra007400	Sp5g04350.1
OG0015095	Bra014094, Bra015598	Sp1g34830.1
OG0015096	Bra019875	Sp1g09880.1
OG0015097	Bra000702	Sp6g07220.1
OG0015098	Bra020950	Sp7g18330.1
OG0015100	Bra022862	Sp4g14090.1
OG0015101	Bra012890	Sp5g11470.1, SpUn0083_0010.1
OG0015102	Bra033312	Sp1g01390.1
OG0015103	Bra004315	Sp5g23580.1
OG0015104	Bra016513	Sp1g17190.1
OG0015105	Bra009604	Sp6g40210.1
OG0015106	Bra035578	Sp6g17470.1
OG0015107	Bra021474	Sp3g01200.1
OG0015108	Bra034607	Sp7g31850.1
OG0015109	Bra022792	Sp4g12890.1
OG0015110	Bra010152	Sp1g28560.1
OG0015111	Bra025848, Bra016448	Sp1g18540.1
OG0015113	Bra022569	Sp6g14170.1
OG0015114	Bra022903	Sp4g15120.1
OG0015115	Bra012040	Sp4g08430.1
OG0015116	Bra036448	Sp3g02610.1
OG0015117	Bra012618	Sp7g16040.1
OG0015118	Bra010811, Bra030173	Sp1g25680.1
OG0015119	Bra015362	Sp1g03740.1
OG0015120	Bra013809	Sp7g22500.1
OG0015121	Bra000615	Sp6g12360.1
OG0015122	Bra019499	Sp5g14600.1
OG0015123	Bra025621	Sp7g02050.1
OG0015124	Bra003361	Sp5g03950.1
OG0015125	Bra000306	Sp4g25560.1
OG0015126	Bra020809	Sp7g33020.1
OG0015127	Bra000558	Sp4g06200.1
OG0015128	Bra022487	Sp5g19910.1
OG0015129	Bra003835	Sp5g28830.1
OG0015130	Bra015637, Bra008342	Sp5g33180.1
OG0015131	Bra040212	Sp3g03100.1
OG0015132	Bra012987	Sp2g24320.1
OG0015134	Bra013498	Sp7g19140.1
OG0015135	Bra015985, Bra008102	Sp5g28710.1
OG0015136	Bra001973	Sp3g29460.1
OG0015137	Bra029720	Sp3g07200.1
OG0015138	Bra035869	Sp2g26120.1
OG0015139	Bra039444	Sp3g04230.1
OG0015140	Bra011465	Sp7g31480.1
OG0015141	Bra007164, Bra014742	Sp5g07020.1
OG0015142	Bra018892	Sp1g37830.1
OG0015143	Bra021135	Sp3g14100.1
OG0015145	Bra037531	Sp2g18290.1
OG0015146	Bra037551	Sp3g17000.1
OG0015148	Bra011113	Sp4g30010.1
OG0015149	Bra010196	Sp1g28860.1
OG0015150	Bra036751	Sp1g29610.1
OG0015151	Bra024712	Sp1g22250.1
OG0015152	Bra038868, Bra012878, Bra036848	Sp5g11300.1
OG0015153	Bra027844	Sp6g10900.1
OG0015154	Bra039152, Bra039154	Sp3g01160.1
OG0015155	Bra032658	Sp1g00350.1
OG0015156	Bra010621	Sp7g35570.1
OG0015157	Bra009669, Bra026504	Sp2g23850.1
OG0015158	Bra020673	Sp2g19270.1
OG0015159	Bra039745	Sp5g20960.1
OG0015160	Bra000953	Sp6g00830.1
OG0015161	Bra027297	Sp3g13090.1
OG0015162	Bra029478	Sp6g04780.1, Sp6g04770.1
OG0015163	Bra033261	Sp1g00830.1
OG0015165	Bra018616	Sp1g07210.1
OG0015167	Bra020757	Sp3g05250.1
OG0015168	Bra010902	Sp1g24310.1
OG0015169	Bra012546	Sp7g18060.1
OG0015170	Bra012145	Sp2g29440.1
OG0015171	Bra029465, Bra000782	Sp6g04900.1
OG0015172	Bra012940	Sp2g24790.1
OG0015173	Bra022067	Sp3g00280.1
OG0015174	Bra040703	Sp3g00080.1
OG0015175	Bra037919	Sp6g07000.1
OG0015176	Bra033380	Sp1g02240.1
OG0015177	Bra035861	Sp2g26210.1
OG0015178	Bra017928	Sp1g19100.1
OG0015179	Bra005013	Sp4g22070.1
OG0015181	Bra039562, Bra037086	Sp7g13400.1
OG0015182	Bra031783	Sp1g10430.1
OG0015183	Bra008077	Sp5g28130.1
OG0015184	Bra010788	Sp1g26040.1
OG0015185	Bra003493	Sp5g01150.1
OG0015186	Bra028423	Sp7g03000.1
OG0015187	Bra034225	Sp6g03610.1
OG0015188	Bra025413	Sp2g18140.1
OG0015189	Bra022601	Sp6g14780.1
OG0015190	Bra013129	Sp3g27450.1
OG0015191	Bra000336	Sp7g07340.1
OG0015192	Bra025145	Sp2g14820.1
OG0015193	Bra039691	Sp1g40290.1
OG0015194	Bra003788	Sp5g29840.1
OG0015195	Bra036787	Sp5g10640.1
OG0015196	Bra000629, Bra022763	Sp6g12840.1
OG0015197	Bra037897	Sp5g27750.1
OG0015198	Bra017907	Sp1g18900.1
OG0015199	Bra011673	Sp7g33980.1
OG0015200	Bra028270, Bra022561	Sp6g13920.1
OG0015201	Bra025602	Sp7g01840.1
OG0015202	Bra013737	Sp7g21810.1
OG0015204	Bra040163	Sp7g16620.1
OG0015205	Bra029567	Sp6g03770.1
OG0015206	Bra038912	Sp2g06490.1
OG0015207	Bra011711	Sp7g34500.1
OG0015208	Bra028651	Sp6g34210.1
OG0015209	Bra014946	Sp3g21070.1
OG0015210	Bra033389	Sp1g02310.1
OG0015211	Bra023333	Sp6g32015.1
OG0015212	Bra035934	Sp2g24570.1
OG0015213	Bra027804	Sp2g01200.1
OG0015214	Bra007753	Sp6g10380.1
OG0015215	Bra002732, Bra020446	Sp6g19090.1
OG0015216	Bra007300	Sp5g05500.1
OG0015217	Bra008887	Sp6g31190.1
OG0015218	Bra034017	Sp5g22110.1
OG0015219	Bra007107	Sp5g07550.1
OG0015220	Bra011963	Sp4g11070.1
OG0015221	Bra020006	Sp1g08240.1
OG0015222	Bra011226	Sp7g28710.1
OG0015223	Bra037396	Sp6g01170.1
OG0015224	Bra020763	Sp3g05150.1
OG0015225	Bra005009	Sp4g22120.1
OG0015227	Bra012464, Bra011014	Sp1g22470.1
OG0015228	Bra013151	Sp3g26660.1
OG0015229	Bra007195	Sp5g06640.1
OG0015230	Bra033496	Sp7g13860.1
OG0015231	Bra015863	Sp5g30320.1
OG0015232	Bra019819	Sp1g11740.1
OG0015233	Bra038448	Sp7g14850.1
OG0015234	Bra007674	Sp5g01050.1
OG0015235	Bra027520	Sp2g08850.1
OG0015236	Bra011455	Sp7g31340.1
OG0015237	Bra015547	Sp1g05760.1
OG0015238	Bra017403	Sp2g14070.1
OG0015239	Bra000864, Bra036239	Sp6g02810.1
OG0015240	Bra023972	Sp7g29740.1
OG0015241	Bra035984	Sp2g08500.1
OG0015242	Bra028264	Sp6g13780.1
OG0015243	Bra009117	Sp6g37340.1
OG0015244	Bra013132	Sp3g27300.1
OG0015245	Bra013218	Sp3g23000.1
OG0015246	Bra027647	Sp2g01100.1
OG0015247	Bra035843	Sp2g26540.1
OG0015248	Bra008513	Sp5g19000.1
OG0015249	Bra033337	Sp1g01640.1
OG0015250	Bra003691	Sp5g32190.1
OG0015251	Bra005662	Sp6g41180.1
OG0015252	Bra007309	Sp5g05390.1
OG0015253	Bra008475	Sp5g35410.1
OG0015254	Bra007235	Sp5g06190.1
OG0015255	Bra010686	Sp7g36480.1
OG0015256	Bra019430	Sp5g16610.1
OG0015259	Bra040179	Sp7g16360.1
OG0015260	Bra024368	Sp2g28330.1
OG0015261	Bra018604	Sp1g07390.1
OG0015262	Bra037878	Sp6g08980.1
OG0015263	Bra002133	Sp6g26210.1
OG0015264	Bra026309	Sp7g25720.1
OG0015265	Bra039462	Sp3g03930.1
OG0015266	Bra032106	Sp4g03310.1
OG0015267	Bra032103	Sp4g03350.1
OG0015269	Bra000674	Sp6g08400.1
OG0015271	Bra032654	Sp1g00390.1
OG0015272	Bra035189	Sp5g35500.1
OG0015273	Bra039374	Sp3g11340.1
OG0015274	Bra024392	Sp2g28580.1
OG0015275	Bra010246	Sp7g29130.1
OG0015276	Bra030924	Sp1g40250.1
OG0015277	Bra002632	Sp6g20320.1
OG0015278	Bra000544	Sp4g07730.1
OG0015279	Bra031550	Sp1g05690.1
OG0015281	Bra032358	Sp1g25950.1
OG0015282	Bra035614	Sp6g18160.1
OG0015283	Bra029653	Sp3g06430.1
OG0015284	Bra008188	Sp5g30440.1
OG0015285	Bra013732, Bra019265	Sp7g21770.1
OG0015286	Bra026591	Sp2g13750.1
OG0015287	Bra041116	Sp3g25600.1, Sp5g20270.1
OG0015289	Bra035563	Sp6g17150.1
OG0015290	Bra040722	Sp1g12220.1
OG0015291	Bra019748	Sp1g10840.1
OG0015292	Bra009832	Sp2g22220.1
OG0015293	Bra035837, Bra038644	Sp2g26640.1
OG0015294	Bra028912	Sp6g41070.1
OG0015295	Bra025337	Sp2g17240.1
OG0015296	Bra009804	Sp2g22530.1
OG0015297	Bra026081	Sp1g14380.1
OG0015298	Bra025579	Sp7g01530.1
OG0015300	Bra007193	Sp5g06670.1
OG0015301	Bra002429	Sp6g22640.1
OG0015302	Bra003762	Sp5g30370.1
OG0015303	Bra008609	Sp6g27560.1
OG0015304	Bra040716	Sp3g27750.1
OG0015305	Bra032284	Sp1g36280.1
OG0015306	Bra030522	Sp1g02185.1
OG0015307	Bra037162	Sp2g30120.1
OG0015308	Bra027013	Sp2g01760.1
OG0015309	Bra018465	Sp1g08690.1
OG0015310	Bra038228	Sp3g17740.1
OG0015311	Bra025074	Sp2g10420.1
OG0015312	Bra009380	Sp6g33950.1
OG0015313	Bra025265	Sp2g16470.1
OG0015314	Bra035220	Sp6g06020.1
OG0015316	Bra003374	Sp5g03750.1
OG0015317	Bra012920	Sp5g12340.1
OG0015318	Bra013784	Sp7g22260.1
OG0015319	Bra004310	Sp5g23540.1
OG0015320	Bra027966	SpUn0001_0040.1
OG0015321	Bra010464	Sp7g23500.1
OG0015322	Bra035090	Sp5g34130.1
OG0015323	Bra010203	Sp1g28910.1
OG0015324	Bra026600	Sp2g13670.1
OG0015325	Bra003528	Sp5g36010.1
OG0015326	Bra006096	Sp6g32190.1
OG0015327	Bra015636	Sp5g33190.1
OG0015328	Bra026438, Bra019105	Sp7g24350.1
OG0015329	Bra002049	Sp3g30650.1
OG0015330	Bra014857	Sp5g08490.1
OG0015333	Bra021423	Sp3g01680.1
OG0015334	Bra007118	Sp5g07480.1
OG0015335	Bra037820	Sp2g28620.1
OG0015336	Bra028271	Sp6g13940.1
OG0015338	Bra017961	Sp5g12380.1
OG0015339	Bra009535, Bra028841	Sp6g39430.1
OG0015340	Bra023969	Sp7g29790.1
OG0015341	Bra015958	Sp5g29050.1
OG0015342	Bra028299	Sp6g14470.1
OG0015343	Bra028909	Sp6g41000.1
OG0015344	Bra026752	Sp1g14010.1
OG0015346	Bra026664	Sp2g12910.1
OG0015348	Bra028613	Sp6g33550.1
OG0015349	Bra013776	Sp7g22190.1
OG0015350	Bra007739	Sp5g00190.1
OG0015351	Bra033279	Sp1g01110.1
OG0015352	Bra016961	Sp4g23240.1
OG0015353	Bra006833	Sp6g18830.1
OG0015354	Bra015180	Sp3g24570.1
OG0015355	Bra003855	Sp5g28140.1
OG0015356	Bra024946	Sp2g12115.1
OG0015357	Bra038212	Sp3g17560.1
OG0015358	Bra011356	Sp7g30340.1
OG0015359	Bra012992	Sp2g24260.1
OG0015360	Bra012752	Sp7g17373.1
OG0015361	Bra029588	Sp3g05500.1
OG0015363	Bra035667	Sp4g11650.1
OG0015364	Bra040552	Sp3g00190.1
OG0015365	Bra001776	Sp3g18140.1
OG0015366	Bra015054	Sp3g22350.1
OG0015367	Bra020776	Sp3g05060.1
OG0015368	Bra019901	Sp1g09500.1
OG0015369	Bra025168, Bra036363	Sp2g15110.1
OG0015370	Bra003431, Bra014464	Sp5g02360.1
OG0015372	Bra040022	Sp3g06610.1
OG0015373	Bra025250	Sp2g16240.1
OG0015374	Bra031229	Sp4g01100.1
OG0015375	Bra027313, Bra027315	Sp3g12980.1
OG0015376	Bra040370	Sp3g06240.1
OG0015377	Bra012965	Sp2g24580.1
OG0015378	Bra011810	Sp7g35800.1
OG0015379	Bra005953	Sp6g35150.1
OG0015380	Bra002796	Sp6g18480.1
OG0015381	Bra024624	Sp1g21210.1
OG0015382	Bra005954	Sp6g35120.1
OG0015383	Bra000993	Sp3g00330.1
OG0015384	Bra025333	Sp2g17200.1
OG0015385	Bra033876	Sp1g27480.1
OG0015386	Bra013805	Sp7g22450.1
OG0015387	Bra036928	Sp1g21880.1
OG0015388	Bra015312	Sp1g03210.1
OG0015389	Bra010751, Bra032770	Sp7g12070.1
OG0015390	Bra000682	Sp6g08110.1
OG0015391	Bra036291	Sp6g02040.1
OG0015392	Bra004255	Sp5g22780.1
OG0015394	Bra006877	Sp5g10480.1
OG0015396	Bra007578	Sp5g02210.1
OG0015397	Bra019925	Sp1g09160.1, Sp2g04590.1
OG0015399	Bra037948	Sp6g11340.1
OG0015401	Bra005222	Sp4g19340.1
OG0015402	Bra009695	Sp2g23630.1
OG0015403	Bra010911	Sp1g24150.1
OG0015404	Bra037792	Sp2g27790.1
OG0015405	Bra008961	Sp6g32150.1
OG0015406	Bra032173	Sp4g02330.1
OG0015407	Bra006227	Sp6g30020.1
OG0015408	Bra009697	Sp2g23600.1
OG0015409	Bra038834	Sp3g32400.1
OG0015410	Bra010198	Sp1g28890.1
OG0015412	Bra038663, Bra029201	Sp2g26860.1
OG0015413	Bra005693	Sp6g40590.1
OG0015415	Bra009739, Bra029394	Sp2g23150.1
OG0015416	Bra013190	Sp3g23460.1
OG0015417	Bra031147	Sp3g34160.1
OG0015418	Bra008845	Sp6g30760.1
OG0015419	Bra012601	Sp7g15690.1
OG0015420	Bra014131	Sp1g35300.1
OG0015421	Bra002892	Sp6g17490.1
OG0015422	Bra027819	Sp2g04550.1
OG0015423	Bra025082	Sp2g10300.1
OG0015424	Bra013918	Sp7g23800.1
OG0015425	Bra009496	Sp6g38250.1
OG0015426	Bra034302	Sp4g06740.1
OG0015427	Bra036266	Sp6g02350.1
OG0015428	Bra032924	Sp1g24940.1
OG0015429	Bra001769	Sp3g17990.1
OG0015431	Bra037141	Sp2g29770.1
OG0015432	Bra037896	Sp6g07330.1
OG0015433	Bra038165	Sp2g06450.1
OG0015434	Bra036263	Sp6g02400.1
OG0015435	Bra028063	Sp1g29770.1
OG0015436	Bra013804	Sp7g22440.1
OG0015437	Bra011608	Sp7g33140.1
OG0015438	Bra010106	Sp2g25810.1
OG0015439	Bra000636	Sp6g10230.1
OG0015440	Bra028561	Sp6g32610.1
OG0015442	Bra026286	Sp7g26020.1
OG0015443	Bra018289	Sp4g13420.1
OG0015444	Bra032713	Sp7g11150.1
OG0015445	Bra006723	SpUn0020_0020.1, Sp1g30170.1
OG0015446	Bra032273	Sp1g36020.1
OG0015447	Bra019031	Sp7g25640.1, Sp7g25760.1
OG0015448	Bra020131	Sp6g23670.1
OG0015449	Bra033792, Bra018152	Sp5g14490.1
OG0015450	Bra011588	Sp7g32900.1
OG0015451	Bra015756, Bra003723	Sp5g31500.1
OG0015453	Bra028301	Sp6g14490.1
OG0015454	Bra002873	Sp6g17710.1
OG0015455	Bra035611, Bra028941	Sp6g18100.1
OG0015456	Bra008432	Sp5g34860.1
OG0015457	Bra025894	Sp1g16500.1
OG0015459	Bra018865	Sp1g37480.1
OG0015460	Bra024511	Sp3g30880.1
OG0015461	Bra035733	Sp6g13410.1
OG0015462	Bra018758	Sp1g35780.1
OG0015463	Bra003120	Sp6g14800.1
OG0015464	Bra007750	Sp4g07480.1
OG0015465	Bra001495	Sp3g11450.1
OG0015466	Bra004189	SpUn1100_0010.1
OG0015467	Bra026024	Sp1g14970.1
OG0015468	Bra027275	Sp3g13360.1
OG0015469	Bra009722	Sp2g23300.1
OG0015470	Bra011916	Sp1g41060.1
OG0015471	Bra009980	Sp2g20360.1
OG0015472	Bra018719	Sp1g35230.1
OG0015473	Bra017223	Sp4g19070.1
OG0015474	Bra037800	Sp2g28000.1
OG0015475	Bra033418	Sp5g09650.1
OG0015478	Bra017197	Sp4g19620.1
OG0015479	Bra017686	Sp7g32760.1
OG0015480	Bra000118	Sp4g21500.1
OG0015481	Bra011252	Sp7g29080.1
OG0015482	Bra021530	Sp3g12330.1
OG0015483	Bra040707	Sp3g00030.1
OG0015484	Bra007106	Sp5g07560.1
OG0015485	Bra018867	Sp1g37520.1
OG0015486	Bra010361, Bra011038	Sp7g26520.1
OG0015487	Bra000728	Sp6g06580.1
OG0015488	Bra004339	Sp5g23930.1
OG0015489	Bra018993	Sp1g39420.1
OG0015490	Bra034052	Sp3g07530.1
OG0015491	Bra011948, Bra035700	Sp4g11260.1
OG0015492	Bra022585	Sp6g14580.1
OG0015493	Bra025558	Sp7g01240.1
OG0015494	Bra016151	Sp5g26440.1
OG0015495	Bra037271, Bra024514	Sp3g30780.1
OG0015496	Bra037512	Sp2g18500.1
OG0015497	Bra035365	Sp7g06150.1
OG0015498	Bra007843	Sp4g03540.1
OG0015499	Bra014060	Sp6g12530.1, SpUn0015_0110.1
OG0015500	Bra036616	Sp2g20880.1
OG0015502	Bra025288	Sp2g16750.1
OG0015503	Bra019152	Sp7g23610.1
OG0015504	Bra038668	Sp3g09870.1
OG0015505	Bra007883	Sp5g24920.1
OG0015506	Bra030470	Sp1g37630.1
OG0015507	Bra018147	Sp5g14430.1
OG0015508	Bra005678	Sp6g40850.1
OG0015509	Bra001355	Sp3g08630.1
OG0015510	Bra030644	Sp1g05050.1
OG0015511	Bra027455	Sp2g07430.1
OG0015512	Bra009316	Sp6g34910.1
OG0015513	Bra033437	Sp5g09900.1
OG0015514	Bra009630	Sp6g40530.1
OG0015515	Bra015842	Sp5g30600.1
OG0015516	Bra037748	Sp2g26700.1
OG0015517	Bra001308	Sp3g07780.1
OG0015519	Bra011583	Sp7g32850.1
OG0015520	Bra037666	Sp4g26190.1
OG0015521	Bra018150	Sp5g14460.1
OG0015523	Bra011063	Sp7g26820.1
OG0015524	Bra003408	Sp5g02890.1
OG0015526	Bra017921	Sp1g19040.1
OG0015527	Bra020637	Sp2g19750.1, SpUn0021_0100.1
OG0015528	Bra024118	Sp7g27700.1
OG0015529	Bra015854, Bra008187	Sp5g30430.1
OG0015530	Bra016172	Sp5g26120.1
OG0015531	Bra035542	Sp6g16850.1
OG0015533	Bra009564	Sp6g39760.1
OG0015535	Bra015033	Sp3g22130.1
OG0015536	Bra007232	Sp5g06240.1
OG0015537	Bra000446	Sp4g29260.1
OG0015538	Bra010224, Bra011293	Sp7g29520.1
OG0015541	Bra029646	Sp3g06320.1
OG0015543	Bra038778	Sp7g19400.1
OG0015544	Bra017577	Sp2g11010.1
OG0015546	Bra005002	Sp4g22230.1
OG0015547	Bra004432	Sp4g29680.1
OG0015548	Bra004208	Sp5g22120.1
OG0015549	Bra027644	Sp2g01130.1
OG0015550	Bra019600, Bra017977	Sp5g12570.1
OG0015551	Bra025827	Sp1g18270.1
OG0015552	Bra032935	Sp2g15610.1
OG0015553	Bra006017	Sp6g34020.1
OG0015554	Bra029721	Sp3g07220.1
OG0015555	Bra017560	Sp2g11210.1
OG0015556	Bra022504	Sp6g11200.1
OG0015558	Bra039831	Sp3g28360.1
OG0015559	Bra015194	Sp6g13540.1
OG0015560	Bra021861	Sp4g15920.1
OG0015561	Bra019422	Sp5g16480.1
OG0015562	Bra008070	Sp5g28050.1
OG0015564	Bra002147	Sp6g26050.1
OG0015565	Bra038929	Sp2g05440.1
OG0015566	Bra031499	Sp2g04190.1
OG0015567	Bra012519	Sp7g18530.1
OG0015568	Bra039488	Sp7g06080.1
OG0015569	Bra002604	Sp6g20660.1
OG0015570	Bra033443	Sp5g09970.1
OG0015571	Bra034003, Bra004221	Sp5g22300.1
OG0015572	Bra022231	Sp3g15820.1
OG0015573	Bra034433	Sp1g29760.1
OG0015574	Bra033144	Sp6g06000.1
OG0015575	Bra034941	Sp1g31900.1
OG0015576	Bra025567	Sp7g01370.1
OG0015577	Bra015805	Sp5g31000.1
OG0015578	Bra003377	Sp5g03690.1
OG0015579	Bra038025	Sp1g41480.1
OG0015580	Bra033945	Sp5g23400.1
OG0015581	Bra016057	Sp5g27520.1
OG0015582	Bra030113	Sp1g24930.1
OG0015583	Bra009435	Sp6g38110.1
OG0015584	Bra021205, Bra012029	Sp3g15080.1
OG0015585	Bra036922	Sp7g13213.1
OG0015586	Bra024853	Sp2g13185.1
OG0015589	Bra013267	Sp7g16200.1
OG0015590	Bra013161	Sp3g24630.1
OG0015591	Bra003803	Sp5g29560.1
OG0015592	Bra036757	Sp1g29820.1
OG0015593	Bra036098	Sp5g11530.1
OG0015594	Bra031701	Sp1g08760.1
OG0015595	Bra004519	Sp4g28690.1
OG0015596	Bra018953	Sp1g38750.1
OG0015597	Bra018987	Sp1g39340.1
OG0015598	Bra019548	Sp5g13510.1
OG0015600	Bra028847	Sp6g39540.1
OG0015601	Bra001407	Sp3g09770.1
OG0015602	Bra035742	Sp3g18830.1
OG0015603	Bra014933	Sp3g20930.1
OG0015604	Bra032152	Sp4g02640.1
OG0015605	Bra033803	Sp5g14960.1
OG0015606	Bra000736	Sp6g06270.1
OG0015607	Bra010639, Bra011806	Sp7g35760.1
OG0015608	Bra020352	Sp6g20500.1
OG0015609	Bra029182	Sp6g13370.1
OG0015610	Bra011411	Sp7g30830.1
OG0015611	Bra004359	Sp5g24160.1
OG0015612	Bra039175	Sp3g01480.1
OG0015613	Bra040557	Sp3g00140.1
OG0015614	Bra038063	Sp7g14230.1
OG0015615	Bra030443	Sp1g38650.1
OG0015616	Bra035235	Sp6g06140.1
OG0015617	Bra009891	Sp2g21510.1
OG0015618	Bra039163	Sp3g01280.1
OG0015619	Bra000685	Sp6g07990.1
OG0015621	Bra015075	Sp3g22490.1
OG0015622	Bra021831	Sp4g15470.1
OG0015625	Bra010892	Sp1g24410.1
OG0015626	Bra036912	Sp7g13060.1
OG0015627	Bra021066	Sp7g17040.1
OG0015629	Bra039904	Sp3g31390.1
OG0015630	Bra017881	Sp7g08260.1
OG0015631	Bra009479	Sp6g38570.1
OG0015632	Bra014097	Sp1g34850.1
OG0015633	Bra003112	Sp6g14940.1
OG0015634	Bra038948	Sp7g07410.1
OG0015635	Bra028324	Sp3g21300.1
OG0015636	Bra018535	Sp6g02590.1
OG0015637	Bra004924	Sp4g27650.1
OG0015638	Bra028295	Sp6g14420.1
