Orthogroup	Brassica_rapa	Arabidopsis_thaliana
OG0012827	Bra014948, Bra023727	AT3G23430
OG0012828	Bra035269	AT4G10890
OG0012830	Bra003710	AT1G76730
OG0012831	Bra027193	AT3G16070
OG0012832	Bra023954	AT4G32320
OG0012833	Bra011394	AT4G32900
OG0012834	Bra000252	AT2G42060
OG0012835	Bra014467	AT3G60840
OG0012836	Bra013113	AT2G15020
OG0012838	Bra026511	AT3G25700
OG0012839	Bra037193, Bra031803	AT5G65980
OG0012840	Bra015127	AT3G25440
OG0012841	Bra039012	AT2G19710
OG0012842	Bra021574	AT3G14730
OG0012843	Bra001999	AT2G16860
OG0012844	Bra014222	AT1G49870
OG0012845	Bra011406	AT4G33020
OG0012846	Bra037125, Bra035224	AT5G67170
OG0012847	Bra034056	AT3G09210
OG0012848	Bra026649	AT2G01590
OG0012849	Bra027533	AT5G44170
OG0012850	Bra005382, Bra021938	AT2G34910
OG0012851	Bra032997	AT3G27320
OG0012852	Bra011760	AT4G37420
OG0012853	Bra030647	AT1G06280
OG0012854	Bra022682	AT5G53920
OG0012855	Bra038686	AT3G11920
OG0012856	Bra005259	AT2G36610
OG0012857	Bra024500	AT2G17640
OG0012858	Bra021737, Bra018260	AT2G31310
OG0012859	Bra030268	AT2G21960
OG0012860	Bra012492	AT1G25230
OG0012862	Bra000510	AT2G27480
OG0012864	Bra024543	AT1G22860
OG0012865	Bra036592	AT5G26749
OG0012866	Bra034883	AT4G13230
OG0012867	Bra000139, Bra005029	AT2G39630
OG0012868	Bra007061	AT3G54280
OG0012869	Bra026303	AT4G27860
OG0012870	Bra027268	AT3G15240
OG0012871	Bra018712	AT1G48170
OG0012872	Bra038081, Bra039542	AT4G15510
OG0012873	Bra006273	AT5G14920
OG0012874	Bra029537	AT4G04955
OG0012875	Bra031039	AT1G18680
OG0012876	Bra010096, Bra029254	AT5G62520
OG0012877	Bra014812	AT3G54490
OG0012878	Bra002876, Bra035590	AT5G55750
OG0012879	Bra017089	AT2G39120
OG0012880	Bra004121	AT1G65590
OG0012881	Bra038445	AT4G14090
OG0012882	Bra032944	AT3G26730
OG0012883	Bra020192	AT5G22430
OG0012884	Bra015668	AT1G77490
OG0012885	Bra040403	AT3G04760
OG0012886	Bra006375	AT2G20790
OG0012888	Bra010752	AT4G14220
OG0012889	Bra006122, Bra023347	AT5G11850
OG0012890	Bra001163	AT3G05680
OG0012891	Bra021911	AT2G34450
OG0012892	Bra000986	AT3G01820
OG0012893	Bra032400	AT1G30540
OG0012894	Bra017792	AT4G37190
OG0012895	Bra027715	AT1G64660
OG0012896	Bra005409	AT2G34580
OG0012897	Bra038968	AT4G14050
OG0012898	Bra023783	AT3G55760
OG0012899	Bra030826	AT1G55910
OG0012900	Bra031206	AT2G21630
OG0012901	Bra035077	AT1G78930
OG0012902	Bra001327, Bra041174	AT3G09060
OG0012903	Bra032061	AT2G24790
OG0012904	Bra018985	AT1G52750
OG0012905	Bra035052	AT1G78610
OG0012906	Bra018979	AT1G52640
OG0012907	Bra013530	AT4G21500
OG0012908	Bra000766	AT4G12230
OG0012909	Bra022546	AT5G51400
OG0012910	Bra026468	AT5G24100
OG0012911	Bra040261	AT1G45233
OG0012912	Bra037009	AT4G33360
OG0012913	Bra029127	AT5G52290
OG0012914	Bra040789	AT3G20490
OG0012915	Bra018034, Bra025015	AT3G48770
OG0012916	Bra038534, Bra030248	AT2G22300
OG0012917	Bra025213	AT3G26580
OG0012918	Bra031737	AT1G11000
OG0012919	Bra005512	AT2G33260
OG0012920	Bra012945	AT5G61540
OG0012921	Bra022127	AT5G47390
OG0012922	Bra018628	AT1G08390
OG0012923	Bra030494	AT1G01470
OG0012924	Bra025546	AT5G40790
OG0012925	Bra018685	AT1G07725
OG0012926	Bra029338, Bra012983	AT5G61090
OG0012927	Bra039986, Bra018381	AT2G29530
OG0012928	Bra033724	AT5G44160
OG0012929	Bra010765, Bra014883	AT1G30475
OG0012930	Bra028537, Bra019642	AT3G52870
OG0012931	Bra034599, Bra017623	AT4G34030
OG0012932	Bra032166	AT2G23460
OG0012933	Bra038960	AT4G13990
OG0012934	Bra011733, Bra010585	AT4G37040
OG0012935	Bra009059	AT5G10080
OG0012936	Bra018112	AT3G47800
OG0012937	Bra012076	AT5G66500
OG0012938	Bra013012	AT5G23050
OG0012939	Bra012985	AT5G61040
OG0012940	Bra015016	AT3G24010
OG0012941	Bra010571	AT4G36720
OG0012942	Bra025905	AT1G18440
OG0012943	Bra032631, Bra033272	AT1G01280
OG0012944	Bra028871	AT5G02520
OG0012945	Bra010507	AT4G35870
OG0012946	Bra015796	AT1G76040
OG0012947	Bra029805	AT3G09920
OG0012948	Bra005113	AT2G38340
OG0012949	Bra028970	AT5G55580
OG0012950	Bra015444	AT1G05610
OG0012951	Bra023751, Bra014923	AT3G23210
OG0012952	Bra012552	AT4G19220
OG0012953	Bra006351	AT5G16380
OG0012954	Bra029056	AT5G53750
OG0012955	Bra031769	AT1G11530
OG0012956	Bra005366	AT2G35130
OG0012957	Bra022392	AT3G19180
OG0012958	Bra009359, Bra028650	AT5G08660
OG0012959	Bra023595	AT5G17070
OG0012960	Bra005176	AT2G37640
OG0012961	Bra032850	AT1G27840, AT1G19750
OG0012962	Bra020340, Bra002599	AT5G59010
OG0012963	Bra018812	AT1G49620
OG0012964	Bra030475, Bra018870	AT1G50710
OG0012965	Bra030563, Bra015301	AT1G04290
OG0012966	Bra004622	AT2G41450
OG0012967	Bra022667	AT5G53660
OG0012969	Bra016568	AT1G18140
OG0012970	Bra015460	AT1G05880
OG0012971	Bra003096	AT5G52910
OG0012972	Bra037902	AT4G10090
OG0012973	Bra006558, Bra002297, Bra020102	AT5G20370
OG0012974	Bra000909	AT4G01897
OG0012975	Bra007772	AT2G26040
OG0012976	Bra031391	AT1G22450
OG0012977	Bra010855, Bra032921	AT1G28815
OG0012978	Bra036502	AT2G20616, AT2G20815
OG0012979	Bra029753	AT3G09220
OG0012981	Bra022753	AT5G50915
OG0012982	Bra040447	AT3G63400
OG0012984	Bra033950	AT1G68240
OG0012985	Bra028278	AT5G51820
OG0012986	Bra019305, Bra013691	AT4G23440
OG0012987	Bra029695	AT3G08490
OG0012988	Bra026168, Bra026785	AT1G15030
OG0012989	Bra004717	AT2G42820
OG0012990	Bra002569	AT5G59400
OG0012991	Bra019026	AT4G27800
OG0012992	Bra020200	AT5G22620
OG0012993	Bra026123	AT1G15540
OG0012994	Bra002505, Bra006676	AT5G60190
OG0012995	Bra004905	AT2G45380
OG0012997	Bra037218	AT2G18480
OG0012998	Bra005881	AT2G47990
OG0012999	Bra007797	AT5G52560
OG0013000	Bra027014	AT1G62830
OG0013002	Bra029526	AT4G04885
OG0013003	Bra019861	AT1G11360
OG0013004	Bra013193	AT2G04842
OG0013005	Bra010288, Bra024082	AT4G30390
OG0013006	Bra039232	AT2G24130
OG0013007	Bra030345	AT2G04650
OG0013008	Bra016600	AT1G18197
OG0013009	Bra001002	AT3G01570
OG0013010	Bra028892	AT5G01200
OG0013011	Bra009027	AT5G10500
OG0013012	Bra025791, Bra012079	AT5G66530
OG0013013	Bra037939	AT5G50130
OG0013014	Bra040066	AT4G32140
OG0013015	Bra011268	AT4G31390
OG0013016	Bra015371	AT1G04970
OG0013017	Bra013015, Bra035958	AT5G23080
OG0013018	Bra012777	AT4G15610
OG0013019	Bra026251	AT4G17430
OG0013020	Bra038661	AT5G63770
OG0013021	Bra011505	AT4G34190
OG0013022	Bra034815, Bra001417	AT3G11720
OG0013023	Bra028300	AT5G52230
OG0013024	Bra002286, Bra020094	AT5G20250
OG0013025	Bra036697	AT2G19950
OG0013026	Bra018896	AT1G51140
OG0013027	Bra038447	AT4G16330
OG0013028	Bra040725	AT1G13635
OG0013029	Bra023099, Bra017206	AT2G37130
OG0013030	Bra038501	AT4G16700
OG0013031	Bra020580	AT5G27690
OG0013033	Bra016190	AT1G70750
OG0013034	Bra005453	AT2G34090
OG0013036	Bra013198	AT2G04740
OG0013037	Bra039123	AT3G01370
OG0013038	Bra030380	AT1G52510
OG0013039	Bra018738	AT1G48580
OG0013040	Bra016633	AT1G16730
OG0013041	Bra028444	AT5G39900
OG0013042	Bra033784	AT3G47830
OG0013043	Bra016121	AT1G71740
OG0013044	Bra006934	AT3G52570
OG0013045	Bra022884	AT2G32295
OG0013046	Bra030449	AT2G22410
OG0013047	Bra024506	AT2G17580
OG0013048	Bra002105	AT5G17780
OG0013049	Bra004800	AT2G44020
OG0013050	Bra024355, Bra037804	AT5G65110
OG0013051	Bra022946, Bra021865	AT2G33620
OG0013052	Bra015290	AT1G04110
OG0013053	Bra037330	AT4G00310
OG0013054	Bra024880	AT2G01510
OG0013055	Bra025129, Bra026542	AT2G03730
OG0013056	Bra023250	AT1G32220
OG0013057	Bra007194	AT3G55830
OG0013059	Bra004721	AT2G42750
OG0013060	Bra040959	AT1G52590
OG0013061	Bra032134	AT2G23945
OG0013062	Bra032099	AT2G24390
OG0013063	Bra038307	AT1G69400
OG0013064	Bra019741, Bra016792, Bra026992	AT1G12080
OG0013065	Bra019617	AT5G61830
OG0013066	Bra039543	AT3G21540
OG0013067	Bra023164	AT1G31175
OG0013068	Bra030504	AT1G02560
OG0013069	Bra040956	AT1G47410
OG0013070	Bra000155	AT2G39910
OG0013071	Bra005487	AT2G33540
OG0013072	Bra025743	AT1G19490
OG0013073	Bra011815	AT4G40010
OG0013074	Bra004735	AT2G42990
OG0013075	Bra024291	AT5G64380
OG0013076	Bra024987, Bra022166	AT3G16560
OG0013077	Bra033210	AT4G09970
OG0013078	Bra026488, Bra029379	AT5G23630
OG0013079	Bra036938	AT1G44000
OG0013080	Bra040948	AT5G01840
OG0013081	Bra015303	AT1G04310
OG0013082	Bra023973	AT4G31910
OG0013083	Bra037825	AT5G65710
OG0013084	Bra004957	AT2G46050
OG0013085	Bra040762	AT2G29090
OG0013086	Bra036575	AT5G26340
OG0013087	Bra007758	AT2G26340
OG0013088	Bra015864	AT1G75150
OG0013090	Bra028208	AT5G38840
OG0013091	Bra022486	AT1G65260
OG0013092	Bra035519	AT1G31910
OG0013093	Bra006347, Bra008626	AT5G16280
OG0013094	Bra005105	AT2G38465
OG0013095	Bra017411	AT2G02750
OG0013096	Bra028418	AT5G38660
OG0013097	Bra011965	AT2G28250
OG0013098	Bra033711	AT5G44000
OG0013099	Bra004155	AT1G66230
OG0013100	Bra002846	AT5G56120
OG0013101	Bra039197	AT2G23370
OG0013102	Bra009249	AT5G07590
OG0013103	Bra035744	AT3G20790
OG0013104	Bra035240, Bra000740	AT4G11240
OG0013106	Bra010705	AT4G39100
OG0013108	Bra008320	AT1G77630
OG0013109	Bra040376	AT3G07410
OG0013110	Bra002435	AT5G22875
OG0013111	Bra014772	AT3G55140
OG0013112	Bra005182	AT2G37585
OG0013113	Bra017561, Bra025021	AT5G46350
OG0013114	Bra034968	AT3G43540
OG0013117	Bra032690	AT4G13110
OG0013118	Bra013173	AT2G05620
OG0013119	Bra018370	AT2G29650
OG0013120	Bra001132	AT3G04950
OG0013121	Bra027294	AT3G14910
OG0013122	Bra015721	AT1G76760
OG0013123	Bra015048	AT3G24500
OG0013124	Bra016615, Bra025993	AT1G17190
OG0013125	Bra023143	AT1G30845
OG0013126	Bra029530	AT4G04920
OG0013127	Bra002620	AT5G58750
OG0013128	Bra000225, Bra016941	AT2G41330
OG0013129	Bra010737	AT4G38600
OG0013130	Bra020138, Bra006586	AT5G20935
OG0013131	Bra022947	AT2G33630
OG0013132	Bra015498, Bra032423	AT1G06420
OG0013133	Bra001150	AT3G05510
OG0013134	Bra016522	AT1G19150
OG0013135	Bra036233	AT4G02940
OG0013136	Bra016044, Bra003871, Bra003870	AT1G72650
OG0013137	Bra024536	AT1G22770
OG0013138	Bra004443	AT2G47600
OG0013139	Bra007597	AT3G61360
OG0013140	Bra016198	AT1G70630
OG0013141	Bra015335	AT1G04620
OG0013142	Bra038962	AT4G14020
OG0013143	Bra025324	AT3G28210
OG0013144	Bra040401	AT3G04740
OG0013145	Bra018062, Bra019543	AT3G48420
OG0013146	Bra003888	AT1G72190
OG0013147	Bra040106	AT4G17020
OG0013148	Bra023278, Bra035491	AT1G32560
OG0013149	Bra024329	AT5G64813
OG0013150	Bra029871	AT3G10840
OG0013151	Bra010053	AT5G62050
OG0013152	Bra010482, Bra019209, Bra013833	AT4G24780
OG0013153	Bra018911	AT1G51460
OG0013154	Bra025921	AT1G18265
OG0013155	Bra016017	AT1G73110
OG0013156	Bra008516, Bra037328	AT4G00295
OG0013157	Bra008876	AT5G12860
OG0013158	Bra027536	AT5G44250
OG0013159	Bra027479	AT5G43280
OG0013160	Bra038829	AT2G18900
OG0013161	Bra029910, Bra018045	AT3G48610
OG0013162	Bra020184	AT5G22300
OG0013163	Bra016652	AT1G15700
OG0013164	Bra011353	AT4G29250
OG0013165	Bra037924	AT4G10620
OG0013166	Bra031208	AT1G64710
OG0013167	Bra029168	AT5G51545
OG0013168	Bra029869, Bra001381	AT3G10815
OG0013169	Bra021846, Bra005503	AT2G33350
OG0013170	Bra027981	AT5G42380
OG0013172	Bra031997	AT3G03320
OG0013173	Bra003530	AT1G79780
OG0013174	Bra027860	AT1G58470
OG0013175	Bra007686	AT3G62590
OG0013176	Bra009795	AT5G24820
OG0013177	Bra035386	AT5G35730
OG0013178	Bra035926	AT5G61510
OG0013180	Bra008912, Bra023365	AT5G12140
OG0013181	Bra014171	AT1G49180
OG0013182	Bra037783	AT5G64600
OG0013183	Bra000119	AT2G39180
OG0013184	Bra022125	AT1G70910
OG0013185	Bra030276	AT2G21860
OG0013186	Bra018819	AT1G49975
OG0013187	Bra018651, Bra031613	AT1G08135
OG0013188	Bra029781	AT3G09650
OG0013189	Bra030822	AT5G36210
OG0013190	Bra019233, Bra019235	AT4G24200
OG0013191	Bra030001, Bra036070	AT3G50310
OG0013192	Bra001220	AT3G06850
OG0013193	Bra041103, Bra019728	AT1G11915
OG0013194	Bra032553	AT1G03260
OG0013195	Bra002383	AT5G22020
OG0013196	Bra025251, Bra032983	AT3G27150
OG0013197	Bra015424	AT1G05440
OG0013198	Bra000868	AT4G02680
OG0013199	Bra027855	AT1G59530
OG0013200	Bra020254	AT5G60370
OG0013201	Bra004123	AT1G65650
OG0013202	Bra033981	AT1G43580
OG0013203	Bra000516	AT2G27330
OG0013204	Bra027290	AT3G14980
OG0013205	Bra028913	AT5G01850
OG0013206	Bra012975	AT5G61240
OG0013207	Bra007637, Bra014417	AT3G61890
OG0013208	Bra022892	AT2G32640
OG0013209	Bra030519	AT1G03110
OG0013210	Bra003962	AT1G70200
OG0013211	Bra030874	AT1G55250
OG0013212	Bra039269, Bra004520	AT2G46630
OG0013213	Bra010643	AT4G39970
OG0013214	Bra037525	AT5G47860
OG0013215	Bra025315	AT3G27960
OG0013216	Bra024142	AT4G29590
OG0013217	Bra033287	AT1G01080
OG0013218	Bra001430	AT3G11950
OG0013219	Bra010028	AT5G49570
OG0013220	Bra007729	AT3G63120
OG0013221	Bra007748	AT2G30390
OG0013222	Bra019582, Bra026473, Bra026472	AT5G23970
OG0013223	Bra029730	AT3G08920
OG0013224	Bra025914, Bra024430	AT1G18330, AT3G10113
OG0013225	Bra020337, Bra002595	AT5G59230
OG0013226	Bra022563, Bra028276	AT5G51800
OG0013227	Bra039538, Bra031488	AT3G59380
OG0013228	Bra037457	AT5G48840
OG0013229	Bra026282	AT4G28100
OG0013230	Bra036252	AT4G02630
OG0013231	Bra033858	AT1G32090
OG0013232	Bra036667	AT2G14110
OG0013233	Bra022496	AT1G65080
OG0013234	Bra033736	AT5G44330
OG0013235	Bra031195	AT2G21510
OG0013236	Bra034461	AT1G62050
OG0013237	Bra015369, Bra027587	AT1G04960
OG0013238	Bra027346	AT3G14360
OG0013239	Bra015941	AT1G74055
OG0013240	Bra015784	AT1G76130
OG0013241	Bra011511	AT4G34240
OG0013242	Bra009852	AT5G25580
OG0013243	Bra036602	AT5G26960
OG0013244	Bra008735	AT5G14800
OG0013245	Bra033851	AT1G32160
OG0013246	Bra013125	AT2G14530
OG0013247	Bra029169	AT5G51540
OG0013248	Bra019909	AT1G10657
OG0013249	Bra035482, Bra033498	AT1G51990
OG0013250	Bra035290	AT5G02860
OG0013251	Bra019717	AT1G13570
OG0013252	Bra017192	AT2G37370
OG0013253	Bra006111	AT5G11720
OG0013254	Bra037212, Bra040805	AT2G13620
OG0013255	Bra036074	AT3G50370
OG0013256	Bra014860	AT3G53830
OG0013257	Bra003950	AT1G70610
OG0013258	Bra012315, Bra031374	AT1G22230
OG0013259	Bra031801, Bra037195	AT5G65930
OG0013261	Bra038168	AT1G56320
OG0013262	Bra029455	AT4G12450
OG0013263	Bra008932	AT5G11870
OG0013264	Bra001311, Bra034067, Bra029762	AT3G09370
OG0013265	Bra002744	AT5G57250
OG0013266	Bra013185	AT2G04940
OG0013267	Bra027975	AT5G35370
OG0013268	Bra004418, Bra021452	AT2G48060
OG0013269	Bra024007	AT4G31450
OG0013270	Bra019764	AT1G12410
OG0013271	Bra007117	AT3G54930
OG0013272	Bra030423, Bra014297	AT1G51700
OG0013273	Bra010520	AT4G35740
OG0013274	Bra033644	AT5G42770
OG0013275	Bra004161	AT1G66360
OG0013276	Bra022482	AT1G65380
OG0013277	Bra005064, Bra000117	AT2G39080
OG0013278	Bra020974, Bra007241	AT3G56370
OG0013279	Bra006953	AT3G52860
OG0013280	Bra009154	AT5G05960
OG0013281	Bra039076	AT3G27470
OG0013282	Bra011901	AT4G38210
OG0013283	Bra028037	AT1G34160
OG0013284	Bra006821	AT5G57410
OG0013285	Bra019539	AT3G48330
OG0013286	Bra034319	AT5G45920
OG0013287	Bra009996, Bra020609	AT5G28470
OG0013288	Bra024716	AT1G26440
OG0013289	Bra014504	AT5G42520
OG0013290	Bra023220, Bra033865	AT1G31930
OG0013291	Bra027760	AT1G64065
OG0013292	Bra024334	AT5G64880
OG0013293	Bra040142	AT3G04260
OG0013294	Bra013440	AT4G20030
OG0013295	Bra018581	AT1G09140
OG0013296	Bra028976	AT5G55500
OG0013297	Bra003284, Bra007330	AT3G57480
OG0013298	Bra034496	AT5G51710
OG0013299	Bra009680, Bra026499	AT5G23400
OG0013300	Bra025787	AT1G19990
OG0013301	Bra022458	AT3G19810
OG0013302	Bra013192	AT2G04845
OG0013303	Bra018569	AT1G09280
OG0013304	Bra036951	AT1G44608
OG0013305	Bra039757	AT1G66250
OG0013306	Bra025377	AT3G29130
OG0013307	Bra021583, Bra027292	AT3G14950
OG0013308	Bra037401	AT4G00940
OG0013309	Bra033108, Bra035515	AT1G76065
OG0013310	Bra028241	AT5G39410
OG0013311	Bra005866	AT5G05760
OG0013312	Bra016025, Bra008066	AT1G73010
OG0013313	Bra003497	AT3G62370
OG0013314	Bra009671, Bra029367	AT5G23340
OG0013315	Bra028473, Bra025550	AT5G40740
OG0013316	Bra015993	AT1G73400
OG0013317	Bra012235, Bra025828	AT1G20575
OG0013318	Bra031635	AT1G08610
OG0013319	Bra029160	AT5G51760
OG0013320	Bra008901	AT5G12300
OG0013321	Bra018965	AT1G52343
OG0013322	Bra036433	AT3G03773
OG0013323	Bra033226	AT1G01900
OG0013324	Bra008799, Bra023438	AT5G13825
OG0013325	Bra009091	AT5G05160
OG0013326	Bra037385	AT4G01080
OG0013327	Bra033258	AT1G01510
OG0013328	Bra011981, Bra034385	AT2G28070
OG0013329	Bra037356, Bra000959	AT4G00740
OG0013330	Bra036458	AT2G20270
OG0013331	Bra010586	AT4G37030
OG0013332	Bra009712	AT5G23880
OG0013333	Bra024161	AT4G29150
OG0013334	Bra027274	AT3G15180
OG0013335	Bra015467	AT1G05970
OG0013336	Bra032464	AT1G05420
OG0013337	Bra013352	AT4G18810
OG0013338	Bra016042	AT1G72670
OG0013339	Bra027076	AT1G61780
OG0013340	Bra032275, Bra014172	AT1G49190
OG0013341	Bra039339, Bra034738	AT3G12720
OG0013343	Bra016126	AT1G71697
OG0013344	Bra033354	AT1G02870
OG0013345	Bra039888	AT1G42430
OG0013346	Bra018590	AT1G08940
OG0013347	Bra033802	AT3G46780
OG0013348	Bra040776	AT1G54390
OG0013349	Bra011798	AT4G37970
OG0013350	Bra003632	AT1G78915
OG0013351	Bra038181	AT1G65920
OG0013352	Bra002251	AT5G19640
OG0013353	Bra035064	AT1G78800
OG0013354	Bra031315	AT3G21870
OG0013355	Bra022516	AT5G50450
OG0013356	Bra035280	AT4G10760
OG0013357	Bra039156	AT3G02125
OG0013358	Bra012675	AT4G17100
OG0013359	Bra031976	AT3G03750
OG0013360	Bra030581	AT1G04650
OG0013361	Bra001082	AT3G03560
OG0013362	Bra040467	AT1G64800
OG0013363	Bra004133	AT1G65900
OG0013364	Bra017300	AT2G35720
OG0013365	Bra039422	AT3G05600
OG0013366	Bra013026	AT5G23240
OG0013367	Bra018977	AT1G52620
OG0013368	Bra020968	AT4G19191
OG0013369	Bra036600, Bra009926	AT5G26930
OG0013370	Bra030183	AT1G29940
OG0013371	Bra014907	AT1G31320
OG0013372	Bra028143	AT5G37690
OG0013373	Bra016064	ATCG00790, AT2G28815
OG0013374	Bra039494	AT5G36170
OG0013375	Bra031409	AT1G61667
OG0013376	Bra025334, Bra033046	AT3G28450
OG0013378	Bra003918, Bra016127	AT1G71695
OG0013379	Bra000270	AT2G42660
OG0013380	Bra031478, Bra001344	AT3G08840
OG0013381	Bra004638	AT2G41670
OG0013382	Bra019986	AT1G09815
OG0013383	Bra027976	AT5G42320
OG0013384	Bra027670	AT1G63940
OG0013385	Bra003555	AT1G80170
OG0013386	Bra021814	AT2G32810
OG0013387	Bra028916	AT5G01890
OG0013388	Bra024253	AT5G63960
OG0013389	Bra009774, Bra036520	AT5G24590
OG0013390	Bra018540	AT4G02560
OG0013391	Bra004177	AT1G66670
OG0013392	Bra031877	AT5G65165
OG0013394	Bra008950	AT5G11620
OG0013395	Bra041033	AT4G14410
OG0013396	Bra032825, Bra030043	AT1G27385
OG0013397	Bra040545	AT3G01660
OG0013398	Bra036177	AT5G48370
OG0013399	Bra025019	AT5G46400
OG0013400	Bra018528	AT4G02820
OG0013401	Bra014826	AT3G54260
OG0013402	Bra009770	AT5G24520
OG0013403	Bra035540	AT5G54830
OG0013404	Bra011446	AT4G33490
OG0013405	Bra014125	AT1G48300
OG0013406	Bra021679	AT2G30933
OG0013407	Bra003436	AT3G61080
OG0013408	Bra003550, Bra003549	AT1G80080
OG0013409	Bra003029, Bra022676	AT5G53850
OG0013410	Bra025913	AT1G18340
OG0013411	Bra023930, Bra028266	AT5G51600
OG0013412	Bra015790	AT1G76080
OG0013413	Bra001948	AT3G24450
OG0013414	Bra028002	AT1G33440
OG0013415	Bra023261, Bra035483	AT1G32361
OG0013416	Bra009461	AT5G04360
OG0013417	Bra000603	AT5G49970
OG0013418	Bra012291, Bra017942	AT1G21695
OG0013419	Bra012062	AT5G66360
OG0013420	Bra024304	AT5G64510
OG0013421	Bra029891	AT3G11050
OG0013422	Bra017400	AT2G03150
OG0013423	Bra015500	AT1G06440
OG0013424	Bra009376, Bra006018	AT5G09310
OG0013426	Bra001225	AT3G06920
OG0013427	Bra012523	AT4G20010
OG0013428	Bra008434	AT1G80860
OG0013429	Bra031244, Bra001808	AT3G20930
OG0013430	Bra012465	AT1G26170
OG0013431	Bra011839	AT4G39710
OG0013432	Bra035170	AT1G80550
OG0013433	Bra000538	AT2G26580
OG0013434	Bra031538, Bra030662	AT1G06790
OG0013435	Bra024498	AT2G17695
OG0013436	Bra039122	AT3G01380
OG0013437	Bra038545, Bra028093	AT2G18650
OG0013438	Bra000063	AT2G38450
OG0013439	Bra036637, Bra041016	AT1G62981
OG0013440	Bra031456	AT1G61100
OG0013441	Bra009191	AT5G06400
OG0013442	Bra014187	AT1G49410
OG0013443	Bra009037	AT5G10380
OG0013444	Bra000700	AT4G10050
OG0013445	Bra008953, Bra023330	AT5G11560
OG0013446	Bra022531	AT5G50900
OG0013447	Bra033313	AT1G02330
OG0013448	Bra032120, Bra039230	AT2G24120
OG0013449	Bra007901	AT1G70210
OG0013450	Bra027177	AT3G16280
OG0013451	Bra007275, Bra007273	AT3G56840
OG0013452	Bra011739	AT4G36950
OG0013453	Bra009679	AT5G23395
OG0013454	Bra024273	AT5G64170
OG0013455	Bra025555	AT5G40660
OG0013456	Bra033410	AT1G03560
OG0013457	Bra024600, Bra012374	AT1G23440
OG0013458	Bra021419	AT3G02700
OG0013459	Bra014184	AT1G49380
OG0013461	Bra006545	AT5G20170
OG0013462	Bra022343	AT3G18670
OG0013464	Bra030621	AT1G05690
OG0013465	Bra018791, Bra014198	AT1G49540
OG0013466	Bra002963, Bra022739	AT5G54690
OG0013467	Bra038049	AT4G15980
OG0013468	Bra025156	AT3G25690
OG0013469	Bra013772	AT4G24175
OG0013470	Bra033214	AT1G02160
OG0013471	Bra018064	AT3G48380
OG0013472	Bra019455, Bra034983	AT3G43860
OG0013473	Bra013131	AT2G14050
OG0013474	Bra023293	AT1G32860
OG0013475	Bra023968	AT4G32010
OG0013476	Bra032517, Bra015304	AT1G04330
OG0013477	Bra012841	AT3G51710
OG0013478	Bra020046	AT5G19540
OG0013479	Bra018910	AT1G51450
OG0013480	Bra034821	AT3G11670
OG0013481	Bra031973	AT3G03790
OG0013482	Bra016755	AT1G12810
OG0013483	Bra026302	AT4G27870
OG0013484	Bra012043	AT2G26790
OG0013485	Bra009269	AT5G07360
OG0013486	Bra000239	AT2G41760
OG0013487	Bra019079	AT4G26980
OG0013488	Bra034446	AT1G34110
OG0013489	Bra038487	AT4G16566
OG0013490	Bra005610	AT2G32120
OG0013491	Bra026607	AT1G79890, AT1G09995
OG0013492	Bra036118, Bra009990	AT5G28080
OG0013493	Bra038532, Bra030247	AT2G22320
OG0013494	Bra008790	AT5G13970
OG0013495	Bra008794	AT5G13890
OG0013496	Bra005737	AT5G03250
OG0013497	Bra016349	AT1G23360
OG0013498	Bra013245	AT3G24715
OG0013499	Bra021199	AT3G16760
OG0013500	Bra022709	AT5G54290
OG0013501	Bra024597	AT1G23400
OG0013502	Bra018570	AT1G09270
OG0013503	Bra023309, Bra008988	AT5G11130
OG0013504	Bra031987	AT3G03520
OG0013505	Bra011457	AT4G33640
OG0013506	Bra003187	AT3G54500
OG0013507	Bra010863	AT1G28530
OG0013508	Bra039858	AT4G14480
OG0013509	Bra009574	AT5G02710
OG0013510	Bra024250	AT5G63950
OG0013511	Bra037069, Bra039713	AT4G14805
OG0013512	Bra030775	AT1G09420
OG0013513	Bra006121	AT5G11840
OG0013514	Bra040438	AT3G63230
OG0013515	Bra018650	AT1G08140
OG0013516	Bra018078	AT3G48200
OG0013517	Bra018851, Bra030488	AT1G50480
OG0013518	Bra030616, Bra032458	AT1G05620
OG0013519	Bra011698, Bra017770	AT4G36660
OG0013520	Bra018126	AT3G47620
OG0013521	Bra014348, Bra024909	AT2G01060
OG0013522	Bra019982	AT1G09850
OG0013523	Bra024330	AT5G64816
OG0013525	Bra027421	AT3G13560
OG0013526	Bra039762	AT1G66350
OG0013527	Bra016585, Bra025945	AT1G17830
OG0013528	Bra029229	AT5G63380
OG0013529	Bra039503	AT5G37260
OG0013530	Bra010785, Bra032370	AT1G30250
OG0013531	Bra000977	AT4G00355
OG0013532	Bra008752	AT5G14550
OG0013533	Bra029618	AT3G07060
OG0013534	Bra017213	AT2G36990
OG0013535	Bra005679	AT5G01580
OG0013536	Bra028647	AT5G08710
OG0013538	Bra027017	AT1G62780
OG0013539	Bra022910	AT1G64700
OG0013540	Bra001469, Bra034732	AT3G12775
OG0013541	Bra003028	AT5G53860
OG0013542	Bra025541	AT5G40850
OG0013543	Bra004723	AT2G42700
OG0013544	Bra008223	AT1G75790
OG0013545	Bra038959	AT5G37380
