Orthogroup	Brassica_rapa	Camelina_sativa
OG0012924	Bra025546	Csa11g059290, Csa12g078050
OG0012925	Bra018685	Csa03g011190, Csa17g011160, Csa14g009140
OG0012926	Bra029338, Bra012983	Csa11g094930, Csa18g034440, Csa02g068030
OG0012927	Bra039986, Bra018381	Csa16g015420
OG0012928	Bra033724	Csa20g071190, Csa18g009620, Csa11g070530
OG0012929	Bra010765, Bra014883	Csa14g038210, Csa03g033690, Csa17g043650
OG0012930	Bra028537, Bra019642	Csa09g061100, Csa04g038790, Csa06g027260
OG0012931	Bra034599, Bra017623	Csa12g009670
OG0012932	Bra032166	Csa07g053510, Csa09g087730, Csa16g045200
OG0012933	Bra038960	Csa12g060140, Csa10g032770, Csa12g061380
OG0012934	Bra011733, Bra010585	Csa11g004590, Csa12g004330, Csa10g004080
OG0012935	Bra009059	Csa08g054520, Csa20g015340, Csa13g011830
OG0012936	Bra018112	Csa04g030710, Csa06g021410, Csa09g048180
OG0012937	Bra012076	Csa02g076280, Csa05745s010, Csa11g104490
OG0012938	Bra013012	Csa13g027660, Csa20g037970
OG0012939	Bra012985	Csa02g068020, Csa18g034430, Csa11g094890
OG0012940	Bra015016	Csa01g030040, Csa19g035980, Csa15g048610
OG0012941	Bra010571	Csa12g004750, Csa11g005060, Csa10g004510
OG0012942	Bra025905	Csa03g022270, Csa14g023750, Csa17g024220
OG0012943	Bra032631, Bra033272	Csa14g001860, Csa17g001740
OG0012944	Bra028871	Csa08g062120, Csa13g002420, Csa20g002600
OG0012945	Bra010507	Csa12g007530, Csa10g006180
OG0012946	Bra015796	Csa07g047530, Csa09g080730, Csa16g040150
OG0012947	Bra029805	Csa15g011390, Csa19g013410, Csa01g010730
OG0012948	Bra005113	Csa37329s010, Csa05g015120, Csa06g041140, Csa04g052070
OG0012949	Bra028970	Csa18g027100, Csa02g058200, Csa11g088810
OG0012950	Bra015444	Csa03g006990, Csa14g006930, Csa14g006950
OG0012951	Bra023751, Bra014923	Csa15g044150, Csa01g027740, Csa19g033630
OG0012952	Bra012552	Csa10g024930, Csa11g028130, Csa12g042360
OG0012953	Bra006351	Csa20g024220, Csa08g008540, Csa13g019180
OG0012954	Bra029056	Csa18g024970, Csa02g051110, Csa11g085610
OG0012955	Bra031769	Csa03g015160, Csa17g015590, Csa14g014270
OG0012956	Bra005366	Csa05g020120, Csa04g047430, Csa06g037600
OG0012957	Bra022392	Csa19g026680, Csa01g022180, Csa15g026890
OG0012958	Bra009359, Bra028650	Csa20g012230
OG0012959	Bra023595	Csa13g019870, Csa20g024940, Csa08g009260
OG0012960	Bra005176	Csa06g040400, Csa04g051270
OG0012961	Bra032850	Csa14g035390, Csa03g031070
OG0012962	Bra020340, Bra002599	Csa11g092820
OG0012963	Bra018812	Csa17g083360, Csa14g055860, Csa03g055490
OG0012964	Bra030475, Bra018870	Csa03g056710, Csa14g059060
OG0012965	Bra030563, Bra015301	Csa14g005440, Csa03g005530
OG0012966	Bra004622	Csa04g055890, Csa06g047380, Csa05g011190
OG0012967	Bra022667	Csa18g024910, Csa11g085560, Csa02g051050
OG0012968	Bra013702, Bra013700, Bra013699, Bra013701	Csa11g032770
OG0012969	Bra016568	Csa03g021960, Csa17g023910, Csa14g023380
OG0012970	Bra015460	Csa03g007320, Csa14g007270, Csa17g009290
OG0012971	Bra003096	Csa18g023870, Csa11g084720, Csa02g049180
OG0012972	Bra037902	Csa02g026790, Csa08g038970, Csa08g038980, Csa13g047130
OG0012973	Bra006558, Bra002297, Bra020102	Csa13g023320, Csa20g032320
OG0012974	Bra000909	Csa13g055370, Csa08g052620, Csa02g005040
OG0012975	Bra007772	Csa16g047620, Csa09g092210, Csa07g057020, Csa12667s010
OG0012976	Bra031391	Csa14g027650
OG0012977	Bra010855, Bra032921	Csa14g036470, Csa03g032050
OG0012978	Bra036502	Csa15g081150, Csa19g047810, Csa15g082620
OG0012979	Bra029753	Csa15g010580, Csa19g012670, Csa01g009940
OG0012981	Bra022753	Csa18g021620, Csa11g082280, Csa02g040630
OG0012982	Bra040447	Csa05g095750, Csa07g001220, Csa16g001130
OG0012984	Bra033950	Csa05g083540, Csa07g033860, Csa16g028280
OG0012985	Bra028278	Csa02g044730, Csa18g022680, Csa11g083410
OG0012986	Bra019305, Bra013691	Csa10g019760
OG0012987	Bra029695	Csa01g009120, Csa19g011840, Csa15g009790
OG0012988	Bra026168, Bra026785	Csa17g020600, Csa14g018180, Csa03g018830
OG0012989	Bra004717	Csa05g008740, Csa06g048970, Csa04g059410
OG0012990	Bra002569	Csa11g093230, Csa18g032700, Csa02g065110
OG0012991	Bra019026	Csa11g016200, Csa12g022850, Csa10g014960
OG0012992	Bra020200	Csa13g026160, Csa08g015890, Csa20g036340
OG0012993	Bra026123	Csa17g021150, Csa03g019360, Csa14g018690
OG0012994	Bra002505, Bra006676	Csa11g094120, Csa02g067120, Csa18g033530
OG0012995	Bra004905	Csa05g003900, Csa04g063300, Csa06g051760
OG0012997	Bra037218	Csa19g058100, Csa15g078100, Csa01g041610
OG0012998	Bra005881	Csa04g068100, Csa05g001170, Csa06g054490
OG0012999	Bra007797	Csa18g023510, Csa11g084320, Csa02g047740
OG0013000	Bra027014	Csa07g064170, Csa16g055580, Csa09g097510
OG0013001	Bra032403, Bra028230, Bra008300	Csa07g038810, Csa20g028770, Csa14g042800, Csa19g046590, Csa10g010600
OG0013002	Bra029526	Csa13g052760, Csa08g048920, Csa02g011130
OG0013003	Bra019861	Csa14g014110, Csa17g015440, Csa03g015010
OG0013004	Bra013193	Csa19g040050
OG0013005	Bra010288, Bra024082	Csa10g012130, Csa11g013010, Csa12g016770
OG0013006	Bra039232	Csa09g088250, Csa16g045730, Csa07g054050
OG0013007	Bra030345	Csa15g056830, Csa01g036510, Csa19g039900
OG0013008	Bra016600	Csa03g022020
OG0013009	Bra001002	Csa26607s010, Csa00532s200, Csa10g042420, Csa19g001360
OG0013010	Bra028892	Csa20g001930, Csa08g062830, Csa13g001700
OG0013011	Bra009027	Csa20g015820, Csa08g054020, Csa13g012270
OG0013012	Bra025791, Bra012079	Csa18g042040, Csa11g104460, Csa02g076250
OG0013013	Bra037939	Csa11g081520, Csa02g037570, Csa08581s010
OG0013014	Bra040066	Csa10g010350, Csa11g011160, Csa12g013890
OG0013015	Bra011268	Csa12g014710, Csa10g011140
OG0013016	Bra015371	Csa03g006290, Csa17g008220, Csa14g006200
OG0013017	Bra013015, Bra035958	Csa20g038000
OG0013018	Bra012777	Csa11g034820, Csa10g030440, Csa12g054200
OG0013019	Bra026251	Csa10g028010, Csa11g031290, Csa12g048280
OG0013020	Bra038661	Csa02g072460, Csa11g100840, Csa18g037360
OG0013021	Bra011505	Csa11g008790, Csa10g008020
OG0013022	Bra034815, Bra001417	Csa19g015890, Csa01g012840, Csa15g015560
OG0013023	Bra028300	Csa11g083900, Csa02g045250, Csa18g023120
OG0013024	Bra002286, Bra020094	Csa20g032180
OG0013025	Bra036697	Csa15g084420, Csa01g044600, Csa19g048940
OG0013026	Bra018896	Csa17g089910, Csa14g059500, Csa03g058050
OG0013027	Bra038447	Csa12g051910, Csa11g033720, Csa10g029440
OG0013028	Bra040725	Csa14g016590, Csa03g017410, Csa17g018950
OG0013029	Bra023099, Bra017206	Csa05g016720
OG0013030	Bra038501	Csa11g033050, Csa12g051070, Csa10g028850
OG0013031	Bra020580	Csa20g055500, Csa08g028000, Csa13g036180
OG0013033	Bra016190	Csa09g072070, Csa16g032340, Csa07g037640
OG0013034	Bra005453	Csa05g021210, Csa16g007070, Csa07g007260
OG0013036	Bra013198	Csa15g056920, Csa19g039970, Csa01g036590
OG0013037	Bra039123	Csa15g001080, Csa19g003190, Csa01g001080
OG0013038	Bra030380	Csa06g024040, Csa03g059490, Csa17g092500, Csa14g061760
OG0013039	Bra018738	Csa03g053380, Csa14g055280
OG0013040	Bra016633	Csa03g020460, Csa14g020820, Csa17g022300, Csa17g022310
OG0013041	Bra028444	Csa12g081430, Csa11g055970, Csa10g047870
OG0013042	Bra033784	Csa06g021440, Csa04g030750
OG0013043	Bra016121	Csa09g074010, Csa07g038620, Csa16g034360
OG0013044	Bra006934	Csa06g026930, Csa09g059700, Csa04g038460
OG0013045	Bra022884	Csa07g010340, Csa07g010360, Csa16g009100, Csa05g024580
OG0013046	Bra030449	Csa07g052500, Csa09g086740, Csa16g044160
OG0013047	Bra024506	Csa15g075880
OG0013048	Bra002105	Csa13g020600, Csa20g025960, Csa08g010030
OG0013049	Bra004800	Csa05g006270, Csa04g061860
OG0013050	Bra024355, Bra037804	Csa11g102300
OG0013051	Bra022946, Bra021865	Csa16g007610, Csa05g021740, Csa07g007760
OG0013052	Bra015290	Csa17g007210, Csa14g005230, Csa03g005300
OG0013053	Bra037330	Csa02g001370, Csa08g001400, Csa13g057090
OG0013054	Bra024880	Csa09g002760, Csa06g001430, Csa04g002620
OG0013055	Bra025129, Bra026542	Csa04g009310
OG0013056	Bra023250	Csa17g051570, Csa14g042130, Csa03g036570
OG0013057	Bra007194	Csa04g042200, Csa06g030490
OG0013058	Bra014764	Csa04g041520, Csa06g029850, Csa09g066240
OG0013059	Bra004721	Csa06g048900, Csa04g059330, Csa05g008820
OG0013060	Bra040959	Csa14g061860, Csa17g092630, Csa03g059580
OG0013061	Bra032134	Csa09g088060, Csa16g045570, Csa07g053880
OG0013062	Bra032099	Csa16g046030, Csa07g054340, Csa09g088560
OG0013063	Bra038307	Csa07g036080, Csa05g086120, Csa16g030760
OG0013064	Bra019741, Bra016792, Bra026992	Csa17g016270, Csa14g014950
OG0013065	Bra019617	Csa02g069870, Csa11g098680, Csa18g035250
OG0013066	Bra039543	Csa01g024650, Csa15g031960, Csa19g029620
OG0013067	Bra023164	Csa17g048720, Csa03g034610
OG0013068	Bra030504	Csa03g002590, Csa17g001360, Csa14g002610
OG0013069	Bra040956	Csa14g051310, Csa03g051160, Csa17g072930
OG0013070	Bra000155	Csa04g054070, Csa06g044090, Csa05g013050
OG0013071	Bra005487	Csa07g007840, Csa16g007700
OG0013072	Bra025743	Csa17g025310, Csa14g024800, Csa03g023300
OG0013073	Bra011815	Csa11g003170, Csa12g003060, Csa10g002850
OG0013074	Bra004735	Csa06g049180, Csa05g007470, Csa04g060590
OG0013075	Bra024291	Csa11g101490, Csa18g038010, Csa02g073090
OG0013076	Bra024987, Bra022166	Csa15g021440, Csa19g023400
OG0013077	Bra033210	Csa02g026970, Csa13g044960, Csa08g038810
OG0013078	Bra026488, Bra029379	Csa08g017940
OG0013079	Bra036938	Csa14g049080, Csa03g046790, Csa17g070760
OG0013080	Bra040948	Csa20g001160, Csa08g063480, Csa13g001080
OG0013081	Bra015303	Csa03g005570, Csa14g005460, Csa17g007470
OG0013082	Bra023973	Csa11g011400, Csa12g014100, Csa10g010580
OG0013083	Bra037825	Csa02g074770, Csa18g039540, Csa11g102960
OG0013084	Bra004957	Csa05g003150, Csa06g052490, Csa04g065090
OG0013085	Bra040762	Csa05g035160
OG0013086	Bra036575	Csa20g052750
OG0013087	Bra007758	Csa09g092470, Csa07g057300, Csa16g047910, Csa12268s010
OG0013088	Bra015864	Csa09g079740, Csa16g039050, Csa07g046580
OG0013090	Bra028208	Csa00595s040, Csa10g044990, Csa11g053860
OG0013091	Bra022486	Csa13g038010, Csa20g057510, Csa08g029940
OG0013092	Bra035519	Csa14g041880, Csa17g050170
OG0013093	Bra006347, Bra008626	Csa13g019090
OG0013094	Bra005105	Csa06g041310, Csa04g052250, Csa05g014640
OG0013095	Bra017411	Csa06g002760, Csa04g008240, Csa09g004990
OG0013096	Bra028418	Csa12g083830, Csa10g044840, Csa11g053680
OG0013097	Bra011965	Csa16g016930, Csa05g038460, Csa07g016360
OG0013098	Bra033711	Csa20g069020, Csa11g070740
OG0013099	Bra004155	Csa16g023660, Csa05g075080, Csa07g030280, Csa16g027570
OG0013100	Bra002846	Csa18g028810, Csa02g059010, Csa10765s010, Csa11g089440
OG0013101	Bra039197	Csa07g053410, Csa16g045110, Csa09g087650
OG0013102	Bra009249	Csa20g010020, Csa13g009650, Csa08g056800
OG0013103	Bra035744	Csa19g028760, Csa01g023860, Csa15g031150
OG0013104	Bra035240, Bra000740	Csa02g020440, Csa13g048410
OG0013106	Bra010705	Csa12g001930, Csa11g002040, Csa10g001850
OG0013108	Bra008320	Csa16g041820, Csa09g084430, Csa07g050310
OG0013109	Bra040376	Csa19g011130, Csa15g009140, Csa01g008420
OG0013110	Bra002435	Csa13g027490, Csa08g017200, Csa20g037660
OG0013111	Bra014772	Csa09g066100, Csa06g029700, Csa04g041370
OG0013112	Bra005182	Csa05g016240, Csa04g051200, Csa06g040330
OG0013113	Bra017561, Bra025021	Csa20g079490, Csa18g003680, Csa11g065620
OG0013114	Bra034968	Csa04g022440, Csa06g015400, Csa09g031740
OG0013117	Bra032690	Csa12g065880, Csa00462s020, Csa11g043290
OG0013118	Bra013173	Csa01g038050, Csa15g058430, Csa19g040530
OG0013119	Bra018370	Csa05g034250, Csa07g014740
OG0013120	Bra001132	Csa01g005710, Csa15g005960, Csa19g007160
OG0013121	Bra027294	Csa15g019310, Csa19g021580, Csa01g017450
OG0013122	Bra015721	Csa07g048330, Csa16g040930, Csa09g081510
OG0013123	Bra015048	Csa01g030490, Csa19g036400, Csa15g050130
OG0013124	Bra016615, Bra025993	Csa17g022880, Csa14g021420, Csa03g020960
OG0013125	Bra023143	Csa03g034210, Csa14g038720, Csa17g047300
OG0013126	Bra029530	Csa13g052800
OG0013127	Bra002620	Csa02g064400, Csa18g031930, Csa11g092480
OG0013128	Bra000225, Bra016941	Csa04g055750, Csa05g011320, Csa06g047230
OG0013129	Bra010737	Csa11g001530
OG0013130	Bra020138, Bra006586	Csa13g024920, Csa08g014750, Csa20g032970
OG0013131	Bra022947	Csa16g007600, Csa07g007750
OG0013132	Bra015498, Bra032423	Csa14g007810, Csa03g009850, Csa17g009810
OG0013133	Bra001150	Csa19g007920, Csa15g006830, Csa01g006360
OG0013134	Bra016522	Csa03g022990, Csa14g024490, Csa17g024960
OG0013135	Bra036233	Csa13g054030, Csa08g050410, Csa02g006260
OG0013136	Bra016044, Bra003871, Bra003870	Csa09g077200, Csa07g039750, Csa16g035330
OG0013137	Bra024536	Csa14g027970, Csa03g026630, Csa17g029700
OG0013138	Bra004443	Csa04g067750
OG0013139	Bra007597	Csa05g093300, Csa16g003340, Csa07g003500
OG0013140	Bra016198	Csa07g037500, Csa09g071900, Csa16g032230
OG0013141	Bra015335	Csa17g007850, Csa14g005830
OG0013142	Bra038962	Csa10g032710, Csa12g061330, Csa12g060090
OG0013143	Bra025324	Csa04g016350, Csa09g017380, Csa06g009400
OG0013144	Bra040401	Csa15g005730
OG0013145	Bra018062, Bra019543	Csa06g022190, Csa04g033530
OG0013146	Bra003888	Csa09g075650, Csa07g021980, Csa07g039210
OG0013147	Bra040106	Csa11g032690, Csa12g049760
OG0013148	Bra023278, Bra035491	Csa17g051980, Csa14g042570, Csa03g036940
OG0013149	Bra024329	Csa02g073910, Csa18g038510
OG0013150	Bra029871	Csa19g014550, Csa01g011790, Csa15g014420
OG0013151	Bra010053	Csa02g070100, Csa11g099180, Csa18g035770
OG0013152	Bra010482, Bra019209, Bra013833	Csa12g029470
OG0013153	Bra018911	Csa03g058330, Csa14g059710, Csa17g090330
OG0013154	Bra025921	Csa14g023530, Csa17g024030, Csa03g022080
OG0013155	Bra016017	Csa09g077670, Csa16g035830
OG0013156	Bra008516, Bra037328	Csa08g001350, Csa13g057140
OG0013157	Bra008876	Csa13g015410, Csa20g018160, Csa08g004710
OG0013158	Bra027536	Csa20g071300, Csa11g070420
OG0013159	Bra027479	Csa20g067180, Csa18g010580, Csa11g071650
OG0013160	Bra038829	Csa15g079640, Csa01g042090, Csa19g058640
OG0013161	Bra029910, Bra018045	Csa06g022410
OG0013162	Bra020184	Csa13g025760, Csa08g015470, Csa20g035880
OG0013163	Bra016652	Csa14g018790, Csa03g019460, Csa17g021260
OG0013164	Bra011353	Csa11g014270, Csa12g019230, Csa10g013330
OG0013165	Bra037924	Csa02g026010, Csa13g047770, Csa08g040610
OG0013166	Bra031208	Csa24620s010, Csa16g057440
OG0013167	Bra029168	Csa02g043380, Csa11g083100, Csa18g022370
OG0013168	Bra029869, Bra001381	Csa15g014400, Csa19g014510, Csa01g011750
OG0013169	Bra021846, Bra005503	Csa07g008100, Csa16g007940, Csa05g023110
OG0013170	Bra027981	Csa20g063120, Csa18g012600, Csa11g073590
OG0013171	Bra007644	Csa05g094160, Csa07g002650, Csa16g002710
OG0013172	Bra031997	Csa19g005480, Csa15g003120, Csa01g003030
OG0013173	Bra003530	Csa16g050740, Csa09g095250, Csa07g060100
OG0013174	Bra027860	Csa05g052340, Csa16g018160, Csa07g017810
OG0013175	Bra007686	Csa16g002110, Csa07g002090
OG0013176	Bra009795	Csa13g030580, Csa16g030250, Csa08g022390
OG0013177	Bra035386	Csa12g069850, Csa11g045080, Csa10g039980
OG0013178	Bra035926	Csa02g068480, Csa18g034850, Csa11g097320
OG0013180	Bra008912, Bra023365	Csa20g017760, Csa13g014990
OG0013181	Bra014171	Csa17g080820, Csa03g055010
OG0013182	Bra037783	Csa11g101720, Csa02g073360, Csa18g038240
OG0013183	Bra000119	Csa04g053140, Csa06g043110
OG0013184	Bra022125	Csa09g072230, Csa09g072220, Csa07g037820, Csa07g037810, Csa07g037830, Csa16g032580, Csa09g072250
OG0013185	Bra030276	Csa07g051970, Csa16g043620, Csa09g086220
OG0013186	Bra018819	Csa03g055930, Csa17g085830, Csa14g057290
OG0013187	Bra018651, Bra031613	Csa03g011580, Csa17g011590, Csa14g009590
OG0013188	Bra029781	Csa15g011070, Csa01g010450, Csa19g013120
OG0013189	Bra030822	Csa10g040270, Csa12g072070
OG0013190	Bra019233, Bra019235	Csa10g018850, Csa11g020570, Csa12g030200
OG0013191	Bra030001, Bra036070	Csa04g035940, Csa06g024330, Csa09g053210
OG0013192	Bra001220	Csa19g010530, Csa01g007850, Csa15g008500
OG0013193	Bra041103, Bra019728	Csa17g016050, Csa14g014770, Csa03g015620
OG0013194	Bra032553	Csa17g005330, Csa14g004330, Csa03g004350
OG0013195	Bra002383	Csa13g025370, Csa20g034410, Csa08g015180
OG0013196	Bra025251, Bra032983	Csa09g012950, Csa04g014910, Csa06g007080
OG0013197	Bra015424	Csa14g006740, Csa03g006840, Csa17g008800
OG0013198	Bra000868	Csa02g005970, Csa13g054470, Csa08g051720
OG0013199	Bra027855	Csa05g052110, Csa16g017920, Csa07g017590
OG0013200	Bra020254	Csa11g094220, Csa18g033690, Csa02g067300
OG0013201	Bra004123	Csa16g022990, Csa07g029520
OG0013202	Bra033981	Csa03g046580
OG0013203	Bra000516	Csa16g051660, Csa07g061050
OG0013204	Bra027290	Csa15g019390, Csa01g017510, Csa19g021650
OG0013205	Bra028913	Csa08g063490, Csa13g001070, Csa20g039560, Csa02314s010, Csa20g001150
OG0013206	Bra012975	Csa18g034560, Csa02g068180
OG0013207	Bra007637, Bra014417	Csa05g094080, Csa16g002770, Csa07g002710
OG0013208	Bra022892	Csa05g024230, Csa16g008760, Csa07g009990
OG0013209	Bra030519	Csa17g005200, Csa17g004150, Csa03g004170
OG0013210	Bra003962	Csa05g089230, Csa07g037030, Csa16g031820
OG0013211	Bra030874	Csa14g066070, Csa03g061830
OG0013212	Bra039269, Bra004520	Csa05g002530, Csa06g053140, Csa04g065730
OG0013213	Bra010643	Csa11g003110, Csa12g003120, Csa10g002780
OG0013214	Bra037525	Csa02g032020, Csa18g013950, Csa11g073990
OG0013215	Bra025315	Csa09g016150, Csa06g009110, Csa04g016140
OG0013216	Bra024142	Csa10g012920, Csa11g013930, Csa12g017790
OG0013217	Bra033287	Csa03g002160, Csa17g001560, Csa14g002100
OG0013218	Bra001430	Csa01g013040, Csa15g015800, Csa19g016100
OG0013219	Bra010028	Csa18g018940, Csa02g035770
OG0013220	Bra007729	Csa16g001430, Csa05g095470, Csa07g001500
OG0013221	Bra007748	Csa16g014490, Csa07g012750, Csa05g033330
OG0013222	Bra019582, Bra026473, Bra026472	Csa13g028460, Csa20g039190, Csa20g039150
OG0013223	Bra029730	Csa01g009600, Csa15g010200, Csa19g012280
OG0013224	Bra025914, Bra024430	Csa17g024100, Csa14g023600, Csa03g022150
OG0013225	Bra020337, Bra002595	Csa18g032360, Csa11g092880, Csa02g064770
OG0013226	Bra022563, Bra028276	Csa02g044690, Csa18g022660
OG0013227	Bra039538, Bra031488	Csa05g089910, Csa07g006760
OG0013228	Bra037457	Csa02g033680, Csa11g077000, Csa18g016060, Csa17g054270
OG0013229	Bra026282	Csa11g015800, Csa10g014580, Csa12g022480
OG0013230	Bra036252	Csa02g005890, Csa13g054540, Csa08g051810
OG0013231	Bra033858	Csa14g042010, Csa17g050390, Csa03g036430
OG0013232	Bra036667	Csa15g064530, Csa01g036060, Csa19g043590
OG0013233	Bra022496	Csa16g021560, Csa07g027900, Csa05g067270
OG0013234	Bra033736	Csa20g071420, Csa18g009370, Csa07g029830, Csa17g071140, Csa13g007650
OG0013235	Bra031195	Csa16g043320, Csa09g085910, Csa07g051670
OG0013236	Bra034461	Csa07g063390, Csa09g096670
OG0013237	Bra015369, Bra027587	Csa03g006280, Csa17g008210, Csa14g006190
OG0013238	Bra027346	Csa19g021040, Csa01g016910, Csa15g018720
OG0013239	Bra015941	Csa07g044320, Csa09g078670, Csa16g038000
OG0013240	Bra015784	Csa16g040250, Csa09g080830, Csa07g047650
OG0013241	Bra011511	Csa10g007960, Csa12g009450, Csa11g008740
OG0013242	Bra009852	Csa20g048990, Csa08g023290, Csa13g031520
OG0013243	Bra036602	Csa20g054190, Csa13g034900, Csa08g027700
OG0013244	Bra008735	Csa08g006860, Csa13g017630
OG0013245	Bra033851	Csa14g042070, Csa17g050490, Csa03g036480
OG0013246	Bra013125	Csa15g064750, Csa01g035350, Csa19g044820
OG0013247	Bra029169	Csa02g043370, Csa11g083090, Csa18g022360
OG0013248	Bra019909	Csa14g012280, Csa17g014430, Csa03g014230
OG0013250	Bra035290	Csa08g061760, Csa13g002770
OG0013251	Bra019717	Csa03g017320, Csa17g018870, Csa14g016500
OG0013252	Bra017192	Csa04g050920, Csa06g040050, Csa05g016490
OG0013253	Bra006111	Csa08g002870, Csa20g017260, Csa13g014550
OG0013254	Bra037212, Bra040805	Csa19g043390
OG0013255	Bra036074	Csa06g024380, Csa04g035990, Csa09g053290
OG0013256	Bra014860	Csa06g028300, Csa04g039870, Csa09g062270
OG0013257	Bra003950	Csa07g037480, Csa16g032210, Csa09g071880
OG0013258	Bra012315, Bra031374	Csa17g029200, Csa14g027460, Csa03g026130
OG0013259	Bra031801, Bra037195	Csa18g042590
OG0013261	Bra038168	Csa19g033490, Csa05g062120, Csa07g026200, Csa17g098630
OG0013262	Bra029455	Csa08g044740, Csa13g050850, Csa02g014420
OG0013263	Bra008932	Csa08g003050, Csa20g017460, Csa13g014730
OG0013264	Bra001311, Bra034067, Bra029762	Csa19g012840, Csa15g010730, Csa01g010090, Csa15g010750
OG0013265	Bra002744	Csa02g061720, Csa11g090810, Csa18g030240
OG0013266	Bra013185	Csa15g057140, Csa01g037780, Csa19g040190
OG0013267	Bra027975	Csa12g069580, Csa11g044760, Csa10g038730
OG0013268	Bra004418, Bra021452	Csa00799s010
OG0013269	Bra024007	Csa10g011080, Csa12g014650, Csa11g011940
OG0013270	Bra019764	Csa14g015320, Csa17g016630, Csa03g016140
OG0013271	Bra007117	Csa04g041100, Csa06g029430
OG0013272	Bra030423, Bra014297	Csa17g090650, Csa03g058660, Csa14g059960
OG0013273	Bra010520	Csa10g006340, Csa12g007700, Csa11g005980
OG0013274	Bra033644	Csa20g066550, Csa18g011160, Csa11g072240
OG0013275	Bra004161	Csa05g070870, Csa07g030430, Csa16g023820, Csa15086s010
OG0013276	Bra022482	Csa07g028200, Csa05g068640
OG0013277	Bra005064, Bra000117	Csa05g014210, Csa06g043020
OG0013278	Bra020974, Bra007241	Csa04g042780, Csa09g068670
OG0013279	Bra006953	Csa06g027250, Csa04g038780, Csa09g061080
OG0013280	Bra009154	Csa20g008180, Csa08g058550, Csa13g007940
OG0013281	Bra039076	Csa09g014570, Csa06g008560
OG0013282	Bra011901	Csa12g001030, Csa10g001020, Csa11g001110, Csa12g001040
OG0013283	Bra028037	Csa03g038310, Csa14g044010, Csa17g059420
OG0013284	Bra006821	Csa02g061880, Csa11g090970
OG0013285	Bra019539	Csa09g050340, Csa06g022120, Csa04g032410
OG0013286	Bra034319	Csa11g066150, Csa18g005210, Csa11g066130, Csa20g077860
OG0013287	Bra009996, Bra020609	Csa20g057470, Csa13g037990, Csa08g029910
OG0013288	Bra024716	Csa14g032360, Csa17g034470, Csa06873s010, Csa17g034480, Csa03g029140
OG0013289	Bra014504	Csa11g073730, Csa18g012440, Csa20g063270
OG0013290	Bra023220, Bra033865	Csa03g036320, Csa17g050190
OG0013291	Bra027760	Csa09g098890
OG0013292	Bra024334	Csa02g073830, Csa18g038590, Csa11g102030
OG0013293	Bra040142	Csa15g005170, Csa19g006440
OG0013294	Bra013440	Csa12g039320, Csa10g023140, Csa12g039340, Csa11g026200
OG0013295	Bra018581	Csa14g010560, Csa03g012510
OG0013296	Bra028976	Csa18g026960, Csa11g088690, Csa02g058020
OG0013297	Bra003284, Bra007330	Csa09g069960, Csa04g043960
OG0013298	Bra034496	Csa11g083230, Csa18g022560, Csa02g044560
OG0013299	Bra009680, Bra026499	Csa13g027990, Csa08g017770, Csa20g038460
OG0013300	Bra025787	Csa17g027280, Csa17g025810, Csa14g025270, Csa03g023840
OG0013301	Bra022458	Csa01g022830, Csa15g027840, Csa19g027520
OG0013302	Bra013192	Csa19g040080, Csa15g057010, Csa19g040070, Csa01g036660
OG0013303	Bra018569	Csa17g012750, Csa14g010700
OG0013304	Bra036951	Csa03g047030, Csa17g071000
OG0013305	Bra039757	Csa07g030340, Csa16g023720
OG0013306	Bra025377	Csa04g016870, Csa06g012460, Csa04g016860, Csa09g022680
OG0013307	Bra021583, Bra027292	Csa15g019370, Csa01g017490, Csa19g021630
OG0013308	Bra037401	Csa35270s010, Csa02g002370, Csa13g056100, Csa08g053300
OG0013309	Bra033108, Bra035515	Csa07g047580, Csa09g080760, Csa16g040180
OG0013310	Bra028241	Csa12g082000, Csa11g055440
OG0013311	Bra005866	Csa13g007760, Csa08g058720, Csa20g008020
OG0013312	Bra016025, Bra008066	Csa16g035700, Csa07g040150, Csa09g077550
OG0013313	Bra003497	Csa07g002260, Csa05g094590, Csa16g002270
OG0013314	Bra009671, Bra029367	Csa20g038290, Csa13g027920
OG0013315	Bra028473, Bra025550	Csa11g059180, Csa12g078140
OG0013316	Bra015993	Csa07g040600, Csa16g036110, Csa07g034120
OG0013317	Bra025828	Csa17g026390, Csa03g024400
OG0013318	Bra031635	Csa17g012070, Csa17g012080, Csa03g012050, Csa14g010110
OG0013319	Bra029160	Csa02g044650, Csa18g022620, Csa11g083320
OG0013320	Bra008901	Csa20g017940, Csa08g004470, Csa13g015160, Csa29462s010
OG0013321	Bra018965	Csa14g061650, Csa17g092360, Csa03g059400
OG0013322	Bra036433	Csa19g005930, Csa01g003490, Csa15g003610
OG0013323	Bra033226	Csa17g002390, Csa14g001250, Csa03g001350
OG0013324	Bra008799, Bra023438	Csa20g019240, Csa13g016550, Csa08g005800
OG0013325	Bra009091	Csa13g007140, Csa08g059300, Csa20g006390
OG0013326	Bra037385	Csa08g053450, Csa13g056300, Csa02g002200, Csa02g002210
OG0013327	Bra033258	Csa14g001630, Csa17g001980, Csa03g001720
OG0013328	Bra011981, Bra034385	Csa16g017200
OG0013329	Bra037356, Bra000959	Csa02g001800, Csa08g001860
OG0013330	Bra036458	Csa01g044160, Csa00441s080
