Orthogroup	Brassica_rapa	Eutrema_salsugineum
OG0014904	Bra006220, Bra008796	EUTSA_v10014262mg
OG0014905	Bra021418	EUTSA_v10020476mg
OG0014906	Bra017031, Bra004988	EUTSA_v10017342mg
OG0014907	Bra027969	EUTSA_v10023892mg
OG0014908	Bra029924	EUTSA_v10010222mg
OG0014909	Bra008733	EUTSA_v10012806mg
OG0014910	Bra008636	EUTSA_v10015766mg
OG0014911	Bra015364	EUTSA_v10006639mg
OG0014912	Bra016637	EUTSA_v10006722mg
OG0014913	Bra035857	EUTSA_v10003871mg
OG0014914	Bra037210	EUTSA_v10022600mg
OG0014917	Bra018673	EUTSA_v10006976mg
OG0014918	Bra007362	EUTSA_v10006194mg
OG0014919	Bra007794	EUTSA_v10000103mg
OG0014921	Bra009511	EUTSA_v10013569mg
OG0014922	Bra038368	EUTSA_v10028805mg
OG0014923	Bra037032	EUTSA_v10025994mg
OG0014924	Bra038355	EUTSA_v10019297mg
OG0014925	Bra001660	EUTSA_v10021273mg
OG0014926	Bra035117	EUTSA_v10018620mg
OG0014927	Bra030777	EUTSA_v10007711mg
OG0014928	Bra013800	EUTSA_v10024647mg
OG0014929	Bra034296	EUTSA_v10001947mg
OG0014931	Bra019803	EUTSA_v10007793mg
OG0014932	Bra034827	EUTSA_v10020297mg
OG0014933	Bra035557, Bra002929	EUTSA_v10015250mg
OG0014934	Bra037927	EUTSA_v10015187mg
OG0014935	Bra029485	EUTSA_v10028536mg
OG0014936	Bra012064	EUTSA_v10004509mg
OG0014937	Bra002467	EUTSA_v10028569mg
OG0014938	Bra021740, Bra022864	EUTSA_v10016638mg
OG0014939	Bra002090, Bra037251	EUTSA_v10023128mg
OG0014940	Bra012078	EUTSA_v10005524mg
OG0014941	Bra040702, Bra000989	EUTSA_v10021543mg
OG0014942	Bra026336	EUTSA_v10026470mg
OG0014944	Bra018127	EUTSA_v10010423mg
OG0014946	Bra002000	EUTSA_v10022574mg
OG0014947	Bra023390	EUTSA_v10014788mg
OG0014948	Bra002248, Bra020051	EUTSA_v10014922mg
OG0014949	Bra010742	EUTSA_v10026464mg
OG0014950	Bra036591	EUTSA_v10004695mg
OG0014951	Bra005257	EUTSA_v10016620mg
OG0014952	Bra009161	EUTSA_v10015772mg
OG0014953	Bra017899	EUTSA_v10023355mg
OG0014954	Bra026239	EUTSA_v10027159mg
OG0014955	Bra012761	EUTSA_v10024402mg
OG0014956	Bra029553	EUTSA_v10029512mg
OG0014957	Bra004178	EUTSA_v10018777mg
OG0014958	Bra031559	EUTSA_v10007440mg
OG0014959	Bra037771, Bra024282	EUTSA_v10003922mg
OG0014960	Bra003827	EUTSA_v10019100mg, EUTSA_v10019803mg
OG0014961	Bra025316, Bra011318	EUTSA_v10024640mg
OG0014962	Bra028393	EUTSA_v10027622mg
OG0014963	Bra016249	EUTSA_v10019201mg
OG0014964	Bra031865	EUTSA_v10004772mg
OG0014965	Bra026855	EUTSA_v10008242mg
OG0014966	Bra038937	EUTSA_v10003447mg
OG0014967	Bra023266	EUTSA_v10006886mg
OG0014968	Bra015963	EUTSA_v10018603mg
OG0014969	Bra002999	EUTSA_v10014406mg
OG0014970	Bra027698	EUTSA_v10023582mg
OG0014971	Bra010312	EUTSA_v10024298mg
OG0014972	Bra005825, Bra009417	EUTSA_v10012900mg
OG0014973	Bra002046	EUTSA_v10020791mg
OG0014974	Bra040101	EUTSA_v10025772mg
OG0014975	Bra032538	EUTSA_v10009863mg
OG0014976	Bra033578	EUTSA_v10024611mg
OG0014977	Bra018972	EUTSA_v10012289mg
OG0014978	Bra031806	EUTSA_v10004380mg
OG0014979	Bra035509	EUTSA_v10005573mg
OG0014981	Bra004340	EUTSA_v10018353mg
OG0014982	Bra013068	EUTSA_v10022552mg
OG0014983	Bra037521	EUTSA_v10004241mg
OG0014984	Bra015971	EUTSA_v10018372mg
OG0014985	Bra009018	EUTSA_v10014744mg
OG0014986	Bra024555	EUTSA_v10008033mg
OG0014987	Bra019822	EUTSA_v10009489mg
OG0014988	Bra032359	EUTSA_v10007160mg
OG0014989	Bra025900, Bra038171	EUTSA_v10008420mg
OG0014990	Bra025225	EUTSA_v10003577mg
OG0014991	Bra003678	EUTSA_v10018213mg
OG0014993	Bra011950	EUTSA_v10017750mg
OG0014994	Bra001585	EUTSA_v10020417mg
OG0014995	Bra009153	EUTSA_v10014825mg
OG0014996	Bra024968	EUTSA_v10000767mg
OG0014997	Bra023646	EUTSA_v10012737mg
OG0014998	Bra005342	EUTSA_v10016994mg
OG0014999	Bra019606	EUTSA_v10010126mg
OG0015000	Bra038015	EUTSA_v10011305mg
OG0015001	Bra032931	EUTSA_v10003806mg
OG0015002	Bra015488	EUTSA_v10008110mg
OG0015003	Bra009797	EUTSA_v10004821mg
OG0015004	Bra033396	EUTSA_v10013645mg
OG0015005	Bra004438	EUTSA_v10001290mg
OG0015006	Bra037369	EUTSA_v10029354mg
OG0015007	Bra039238	EUTSA_v10000469mg
OG0015008	Bra007737	EUTSA_v10005867mg
OG0015009	Bra009268	EUTSA_v10013933mg
OG0015010	Bra034263	EUTSA_v10000330mg
OG0015011	Bra002672	EUTSA_v10012595mg
OG0015012	Bra003040	EUTSA_v10015681mg
OG0015013	Bra015889	EUTSA_v10018112mg
OG0015014	Bra011163	EUTSA_v10025377mg
OG0015015	Bra010359	EUTSA_v10025681mg
OG0015016	Bra029596	EUTSA_v10020345mg
OG0015017	Bra027895, Bra035472	EUTSA_v10023319mg
OG0015018	Bra003475	EUTSA_v10006482mg
OG0015019	Bra003628	EUTSA_v10019269mg
OG0015020	Bra002308, Bra020108	EUTSA_v10014184mg
OG0015021	Bra024119	EUTSA_v10027502mg
OG0015022	Bra022223	EUTSA_v10021423mg
OG0015023	Bra010219	EUTSA_v10025339mg
OG0015024	Bra018398	EUTSA_v10017797mg
OG0015025	Bra031063	EUTSA_v10006991mg
OG0015026	Bra018027	EUTSA_v10010657mg
OG0015027	Bra005206	EUTSA_v10016235mg
OG0015028	Bra015884	EUTSA_v10018527mg
OG0015029	Bra018923	EUTSA_v10001809mg
OG0015033	Bra024202	EUTSA_v10025176mg
OG0015034	Bra028713	EUTSA_v10015975mg
OG0015035	Bra018671	EUTSA_v10023910mg
OG0015036	Bra015688	EUTSA_v10018483mg
OG0015037	Bra014244	EUTSA_v10011386mg
OG0015038	Bra008568	EUTSA_v10012592mg
OG0015039	Bra002865	EUTSA_v10013740mg
OG0015040	Bra004336	EUTSA_v10018585mg
OG0015042	Bra034938	EUTSA_v10004993mg
OG0015043	Bra035497	EUTSA_v10009443mg
OG0015044	Bra000734, Bra035251	EUTSA_v10028718mg
OG0015045	Bra016120	EUTSA_v10019190mg
OG0015046	Bra008062	EUTSA_v10019764mg
OG0015047	Bra036881	EUTSA_v10025232mg
OG0015048	Bra002264	EUTSA_v10013775mg
OG0015049	Bra028398	EUTSA_v10027893mg
OG0015050	Bra008427	EUTSA_v10018176mg
OG0015051	Bra006226	EUTSA_v10012985mg
OG0015052	Bra024426	EUTSA_v10005252mg
OG0015053	Bra040859	EUTSA_v10011903mg
OG0015054	Bra004744	EUTSA_v10017125mg
OG0015055	Bra029797	EUTSA_v10022256mg
OG0015056	Bra009748	EUTSA_v10004602mg
OG0015057	Bra008228	EUTSA_v10019252mg
OG0015058	Bra035993	EUTSA_v10003365mg
OG0015059	Bra033799, Bra018186	EUTSA_v10010907mg
OG0015061	Bra013468	EUTSA_v10025851mg
OG0015062	Bra010030	EUTSA_v10005160mg
OG0015063	Bra016957	EUTSA_v10017302mg
OG0015064	Bra035703	EUTSA_v10017334mg
OG0015065	Bra036310	EUTSA_v10027621mg
OG0015066	Bra000809	EUTSA_v10028405mg
OG0015067	Bra007200	EUTSA_v10010699mg
OG0015068	Bra033860	EUTSA_v10008400mg
OG0015069	Bra037460	EUTSA_v10003813mg
OG0015070	Bra038389	EUTSA_v10028847mg
OG0015071	Bra035801	EUTSA_v10021049mg
OG0015072	Bra009643	EUTSA_v10013781mg
OG0015073	Bra035982	EUTSA_v10003170mg
OG0015074	Bra028516, Bra006791	EUTSA_v10015571mg
OG0015075	Bra018637	EUTSA_v10006953mg
OG0015076	Bra013369	EUTSA_v10024787mg
OG0015077	Bra039682	EUTSA_v10011264mg
OG0015078	Bra030420, Bra018931	EUTSA_v10011307mg
OG0015079	Bra036827	EUTSA_v10010357mg
OG0015082	Bra034187	EUTSA_v10028986mg
OG0015083	Bra036092	EUTSA_v10010058mg
OG0015084	Bra027281	EUTSA_v10021299mg
OG0015086	Bra031205	EUTSA_v10000338mg
OG0015087	Bra025266, Bra032999	EUTSA_v10003555mg
OG0015089	Bra000968	EUTSA_v10029047mg
OG0015090	Bra027016	EUTSA_v10023739mg
OG0015091	Bra032040	EUTSA_v10000575mg
OG0015092	Bra011033	EUTSA_v10024311mg
OG0015093	Bra029360	EUTSA_v10005437mg
OG0015094	Bra007400	EUTSA_v10006002mg
OG0015095	Bra014094, Bra015598	EUTSA_v10011499mg
OG0015096	Bra019875	EUTSA_v10008322mg
OG0015097	Bra000702	EUTSA_v10028566mg
OG0015098	Bra020950	EUTSA_v10026156mg
OG0015099	Bra023350	EUTSA_v10029401mg
OG0015100	Bra022862	EUTSA_v10017922mg
OG0015101	Bra012890	EUTSA_v10010596mg
OG0015102	Bra033312	EUTSA_v10007769mg
OG0015103	Bra004315	EUTSA_v10019494mg
OG0015104	Bra016513	EUTSA_v10006776mg
OG0015105	Bra009604	EUTSA_v10014474mg
OG0015106	Bra035578	EUTSA_v10013485mg
OG0015107	Bra021474	EUTSA_v10019938mg
OG0015108	Bra034607	EUTSA_v10027054mg
OG0015109	Bra022792	EUTSA_v10017367mg
OG0015110	Bra010152	EUTSA_v10007022mg
OG0015111	Bra025848, Bra016448	EUTSA_v10006916mg
OG0015113	Bra022569	EUTSA_v10015518mg
OG0015114	Bra022903	EUTSA_v10016507mg
OG0015115	Bra012040	EUTSA_v10002004mg
OG0015116	Bra036448	EUTSA_v10020845mg
OG0015117	Bra012618	EUTSA_v10025257mg
OG0015118	Bra010811, Bra030173	EUTSA_v10009162mg
OG0015119	Bra015362	EUTSA_v10007628mg
OG0015120	Bra013809	EUTSA_v10025274mg
OG0015121	Bra000615	EUTSA_v10013914mg
OG0015122	Bra019499	EUTSA_v10010717mg
OG0015123	Bra025621	EUTSA_v10027731mg
OG0015124	Bra003361	EUTSA_v10005907mg
OG0015125	Bra000306	EUTSA_v10001777mg
OG0015126	Bra020809	EUTSA_v10025389mg
OG0015127	Bra000558	EUTSA_v10001960mg
OG0015128	Bra022487	EUTSA_v10018969mg
OG0015129	Bra003835	EUTSA_v10019056mg
OG0015130	Bra015637, Bra008342	EUTSA_v10018866mg
OG0015131	Bra040212	EUTSA_v10020548mg
OG0015132	Bra012987	EUTSA_v10005601mg
OG0015134	Bra013498	EUTSA_v10024584mg
OG0015135	Bra015985, Bra008102	EUTSA_v10019793mg
OG0015136	Bra001973	EUTSA_v10022556mg
OG0015137	Bra029720	EUTSA_v10021171mg
OG0015138	Bra035869	EUTSA_v10005372mg
OG0015139	Bra039444	EUTSA_v10020169mg
OG0015140	Bra011465	EUTSA_v10027251mg
OG0015141	Bra007164, Bra014742	EUTSA_v10010443mg
OG0015142	Bra018892	EUTSA_v10011779mg, EUTSA_v10012149mg
OG0015143	Bra021135	EUTSA_v10021781mg
OG0015145	Bra037531	EUTSA_v10004416mg
OG0015146	Bra037551	EUTSA_v10020599mg
OG0015148	Bra011113	EUTSA_v10001101mg
OG0015149	Bra010196	EUTSA_v10006552mg
OG0015150	Bra036751	EUTSA_v10006707mg
OG0015151	Bra024712	EUTSA_v10009723mg
OG0015152	Bra038868, Bra012878, Bra036848	EUTSA_v10010637mg
OG0015154	Bra039152, Bra039154	EUTSA_v10020693mg
OG0015155	Bra032658	EUTSA_v10006753mg
OG0015156	Bra010621	EUTSA_v10026209mg
OG0015157	Bra009669, Bra026504	EUTSA_v10004171mg
OG0015158	Bra020673	EUTSA_v10004174mg
OG0015159	Bra039745	EUTSA_v10018275mg
OG0015160	Bra000953	EUTSA_v10028885mg
OG0015161	Bra027297	EUTSA_v10022387mg
OG0015162	Bra029478	EUTSA_v10028658mg
OG0015163	Bra033261	EUTSA_v10007457mg
OG0015165	Bra018616	EUTSA_v10007587mg
OG0015167	Bra020757	EUTSA_v10020330mg
OG0015168	Bra010902	EUTSA_v10008031mg
OG0015169	Bra012546	EUTSA_v10024401mg
OG0015170	Bra012145	EUTSA_v10004084mg
OG0015171	Bra029465, Bra000782	EUTSA_v10028564mg
OG0015172	Bra012940	EUTSA_v10003971mg
OG0015173	Bra022067	EUTSA_v10019930mg
OG0015174	Bra040703	EUTSA_v10020241mg
OG0015175	Bra037919	EUTSA_v10029456mg
OG0015176	Bra033380	EUTSA_v10008549mg
OG0015177	Bra035861	EUTSA_v10004134mg
OG0015178	Bra017928	EUTSA_v10007934mg
OG0015179	Bra005013	EUTSA_v10017139mg
OG0015180	Bra024916	EUTSA_v10000925mg
OG0015181	Bra039562, Bra037086	EUTSA_v10024183mg
OG0015183	Bra008077	EUTSA_v10018237mg
OG0015184	Bra010788	EUTSA_v10007189mg
OG0015185	Bra003493	EUTSA_v10005791mg
OG0015186	Bra028423	EUTSA_v10027927mg
OG0015187	Bra034225	EUTSA_v10029201mg
OG0015188	Bra025413	EUTSA_v10003752mg
OG0015189	Bra022601	EUTSA_v10012867mg
OG0015190	Bra013129	EUTSA_v10022863mg
OG0015191	Bra000336	EUTSA_v10020287mg
OG0015192	Bra025145	EUTSA_v10003811mg
OG0015193	Bra039691	EUTSA_v10011359mg
OG0015194	Bra003788	EUTSA_v10018050mg
OG0015195	Bra036787	EUTSA_v10010261mg
OG0015197	Bra037897	EUTSA_v10019375mg
OG0015198	Bra017907	EUTSA_v10008558mg
OG0015199	Bra011673	EUTSA_v10026110mg
OG0015200	Bra028270, Bra022561	EUTSA_v10014608mg
OG0015201	Bra025602	EUTSA_v10027842mg
OG0015202	Bra013737	EUTSA_v10025382mg
OG0015204	Bra040163	EUTSA_v10025654mg
OG0015205	Bra029567	EUTSA_v10028945mg
OG0015206	Bra038912	EUTSA_v10023586mg
OG0015207	Bra011711	EUTSA_v10025420mg
OG0015208	Bra028651	EUTSA_v10012870mg
OG0015209	Bra014946	EUTSA_v10021276mg
OG0015210	Bra033389	EUTSA_v10009886mg
OG0015211	Bra023333	EUTSA_v10014651mg
OG0015212	Bra035934	EUTSA_v10003647mg
OG0015213	Bra027804	EUTSA_v10023707mg
OG0015214	Bra007753	EUTSA_v10003450mg
OG0015216	Bra007300	EUTSA_v10006218mg
OG0015217	Bra008887	EUTSA_v10012926mg
OG0015218	Bra034017	EUTSA_v10018524mg
OG0015219	Bra007107	EUTSA_v10010108mg
OG0015220	Bra011963	EUTSA_v10016341mg
OG0015221	Bra020006	EUTSA_v10008742mg
OG0015222	Bra011226	EUTSA_v10025538mg
OG0015223	Bra037396	EUTSA_v10029236mg
OG0015224	Bra020763	EUTSA_v10020853mg
OG0015225	Bra005009	EUTSA_v10016951mg
OG0015226	Bra007298	EUTSA_v10006358mg
OG0015227	Bra012464, Bra011014	EUTSA_v10006992mg
OG0015229	Bra007195	EUTSA_v10010400mg
OG0015230	Bra033496	EUTSA_v10026419mg
OG0015231	Bra015863	EUTSA_v10018941mg
OG0015232	Bra019819	EUTSA_v10006601mg
OG0015233	Bra038448	EUTSA_v10024194mg
OG0015234	Bra007674	EUTSA_v10006458mg
OG0015235	Bra027520	EUTSA_v10003421mg
OG0015236	Bra011455	EUTSA_v10024447mg
OG0015237	Bra015547	EUTSA_v10007958mg
OG0015238	Bra017403	EUTSA_v10004003mg
OG0015239	Bra000864, Bra036239	EUTSA_v10029352mg
OG0015240	Bra023972	EUTSA_v10024866mg
OG0015241	Bra035984	EUTSA_v10003168mg
OG0015242	Bra028264	EUTSA_v10012874mg
OG0015243	Bra009117	EUTSA_v10013424mg
OG0015244	Bra013132	EUTSA_v10023143mg
OG0015245	Bra013218	EUTSA_v10002639mg
OG0015246	Bra027647	EUTSA_v10023379mg
OG0015247	Bra035843	EUTSA_v10005047mg
OG0015248	Bra008513	EUTSA_v10002486mg
OG0015249	Bra033337	EUTSA_v10006876mg
OG0015250	Bra003691	EUTSA_v10018119mg, EUTSA_v10000296mg
OG0015251	Bra005662	EUTSA_v10013730mg
OG0015252	Bra007309	EUTSA_v10005825mg
OG0015253	Bra008475	EUTSA_v10018651mg
OG0015254	Bra007235	EUTSA_v10005987mg
OG0015255	Bra010686	EUTSA_v10024889mg
OG0015256	Bra019430	EUTSA_v10002440mg
OG0015257	Bra024268	EUTSA_v10004567mg
OG0015259	Bra040179	EUTSA_v10025116mg
OG0015260	Bra024368	EUTSA_v10004620mg
OG0015261	Bra018604	EUTSA_v10007907mg
OG0015262	Bra037878	EUTSA_v10028848mg
OG0015263	Bra002133	EUTSA_v10014873mg
OG0015264	Bra026309	EUTSA_v10025816mg
OG0015265	Bra039462	EUTSA_v10002498mg
OG0015266	Bra032106	EUTSA_v10000603mg
OG0015267	Bra032103	EUTSA_v10000139mg
OG0015269	Bra000674	EUTSA_v10028465mg
OG0015270	Bra039498	EUTSA_v10011001mg, EUTSA_v10010335mg
OG0015271	Bra032654	EUTSA_v10008053mg
OG0015272	Bra035189	EUTSA_v10019779mg
OG0015273	Bra039374	EUTSA_v10022332mg
OG0015274	Bra024392	EUTSA_v10005325mg
OG0015275	Bra010246	EUTSA_v10025787mg
OG0015276	Bra030924	EUTSA_v10011378mg
OG0015277	Bra002632	EUTSA_v10012984mg
OG0015279	Bra031550	EUTSA_v10008013mg
OG0015281	Bra032358	EUTSA_v10007818mg
OG0015282	Bra035614	EUTSA_v10014463mg
OG0015283	Bra029653	EUTSA_v10022158mg
OG0015284	Bra008188	EUTSA_v10019864mg
OG0015285	Bra013732, Bra019265	EUTSA_v10025724mg
OG0015286	Bra026591	EUTSA_v10004647mg
OG0015287	Bra041116, Bra028087	EUTSA_v10010325mg
OG0015288	Bra015719, Bra003707	EUTSA_v10018739mg
OG0015289	Bra035563	EUTSA_v10013195mg
OG0015290	Bra040722	EUTSA_v10008898mg
OG0015291	Bra019748	EUTSA_v10007790mg
OG0015292	Bra009832	EUTSA_v10004050mg
OG0015294	Bra028912	EUTSA_v10013496mg
OG0015295	Bra025337	EUTSA_v10005502mg
OG0015296	Bra009804	EUTSA_v10005084mg
OG0015297	Bra026081	EUTSA_v10007810mg
OG0015298	Bra025579	EUTSA_v10027649mg
OG0015300	Bra007193	EUTSA_v10010736mg
OG0015301	Bra002429	EUTSA_v10013586mg
OG0015302	Bra003762, Bra015859	EUTSA_v10018265mg
OG0015303	Bra008609	EUTSA_v10012945mg
OG0015304	Bra040716	EUTSA_v10022791mg
OG0015305	Bra032284	EUTSA_v10011292mg
OG0015306	Bra030522	EUTSA_v10006729mg
OG0015307	Bra037162	EUTSA_v10004516mg
OG0015308	Bra027013	EUTSA_v10023661mg
OG0015309	Bra018465	EUTSA_v10007805mg
OG0015310	Bra038228	EUTSA_v10022054mg
OG0015311	Bra025074	EUTSA_v100007490mg, EUTSA_v100007491mg
OG0015312	Bra009380	EUTSA_v10014696mg, EUTSA_v10002636mg
OG0015313	Bra025265	EUTSA_v10004822mg
OG0015314	Bra035220	EUTSA_v10028811mg
OG0015316	Bra003374	EUTSA_v10006168mg
OG0015317	Bra012920	EUTSA_v10010148mg
OG0015318	Bra013784	EUTSA_v10024416mg
OG0015319	Bra004310	EUTSA_v10018517mg
OG0015320	Bra027966	EUTSA_v10023378mg
OG0015321	Bra010464	EUTSA_v10024541mg
OG0015322	Bra035090	EUTSA_v10018334mg
OG0015323	Bra010203	EUTSA_v10008315mg
OG0015324	Bra026600	EUTSA_v10004604mg
OG0015325	Bra003528	EUTSA_v10018887mg
OG0015326	Bra006096	EUTSA_v10014040mg
OG0015327	Bra015636	EUTSA_v10018160mg
OG0015328	Bra026438, Bra019105	EUTSA_v10027010mg
OG0015329	Bra002049	EUTSA_v10023149mg, EUTSA_v10021664mg
OG0015330	Bra014857	EUTSA_v10010251mg
OG0015333	Bra021423	EUTSA_v10022378mg
OG0015334	Bra007118	EUTSA_v10010475mg
OG0015335	Bra037820	EUTSA_v10005489mg
OG0015336	Bra028271	EUTSA_v10015074mg
OG0015338	Bra017961	EUTSA_v10010157mg
OG0015339	Bra028841	EUTSA_v10015803mg
OG0015340	Bra023969	EUTSA_v10025142mg
OG0015341	Bra015958	EUTSA_v10018279mg
OG0015342	Bra028299	EUTSA_v10015042mg
OG0015343	Bra028909	EUTSA_v10014882mg
OG0015344	Bra026752	EUTSA_v10008067mg
OG0015346	Bra026664	EUTSA_v10000761mg
OG0015348	Bra028613	EUTSA_v10013059mg
OG0015349	Bra013776	EUTSA_v10026481mg
OG0015350	Bra007739	EUTSA_v10006463mg
OG0015351	Bra033279	EUTSA_v10008287mg
OG0015352	Bra016961	EUTSA_v10016401mg
OG0015353	Bra006833	EUTSA_v10013779mg
OG0015355	Bra003855	EUTSA_v10019421mg
OG0015356	Bra024946	EUTSA_v10000783mg
OG0015358	Bra011356	EUTSA_v10025779mg
OG0015359	Bra012992	EUTSA_v10004006mg
OG0015363	Bra035667	EUTSA_v10016938mg
OG0015365	Bra001776	EUTSA_v10019945mg
OG0015366	Bra015054	EUTSA_v10002431mg
OG0015367	Bra020776	EUTSA_v10021629mg
OG0015368	Bra019901	EUTSA_v10009458mg
OG0015369	Bra025168, Bra036363	EUTSA_v10005009mg
OG0015370	Bra003431, Bra014464	EUTSA_v10006309mg
OG0015372	Bra040022	EUTSA_v10020552mg
OG0015373	Bra025250	EUTSA_v10004520mg
OG0015374	Bra031229	EUTSA_v10000053mg, EUTSA_v10000473mg
OG0015375	Bra027313, Bra027315	EUTSA_v10021120mg
OG0015377	Bra012965	EUTSA_v10004085mg
OG0015378	Bra011810	EUTSA_v10024726mg
OG0015379	Bra005953	EUTSA_v10015619mg
OG0015380	Bra002796	EUTSA_v10012682mg
OG0015381	Bra024624	EUTSA_v10008869mg
OG0015382	Bra005954	EUTSA_v10012481mg
OG0015383	Bra000993	EUTSA_v10020079mg
OG0015384	Bra025333	EUTSA_v10005462mg
OG0015385	Bra033876	EUTSA_v10009456mg
OG0015386	Bra013805	EUTSA_v10025795mg
OG0015387	Bra036928	EUTSA_v10009468mg
OG0015388	Bra015312	EUTSA_v10006788mg
OG0015389	Bra010751, Bra032770	EUTSA_v10024795mg
OG0015390	Bra000682	EUTSA_v10029288mg
OG0015391	Bra036291	EUTSA_v10029260mg
OG0015392	Bra004255	EUTSA_v10018362mg
OG0015393	Bra031408	EUTSA_v10023415mg
OG0015394	Bra006877	EUTSA_v10010653mg
OG0015396	Bra007578	EUTSA_v10006471mg
OG0015397	Bra019925	EUTSA_v10008855mg
OG0015398	Bra013135	EUTSA_v10022877mg
OG0015399	Bra037948	EUTSA_v10012797mg
OG0015402	Bra009695	EUTSA_v10003814mg
OG0015403	Bra010911	EUTSA_v10007434mg
OG0015404	Bra037792	EUTSA_v10005395mg
OG0015405	Bra008961	EUTSA_v10014231mg
OG0015406	Bra032173	EUTSA_v10000354mg
OG0015407	Bra006227	EUTSA_v10012546mg
OG0015408	Bra009697	EUTSA_v10004704mg
OG0015409	Bra038834	EUTSA_v10022720mg
OG0015410	Bra010198	EUTSA_v10007836mg
OG0015412	Bra038663, Bra029201	EUTSA_v10004786mg
OG0015413	Bra005693	EUTSA_v10013736mg
OG0015414	Bra018131	EUTSA_v10006974mg
OG0015415	Bra009739, Bra029394	EUTSA_v10005218mg
OG0015416	Bra013190	EUTSA_v10002423mg
OG0015417	Bra031147	EUTSA_v10002049mg
OG0015418	Bra008845	EUTSA_v10012703mg
OG0015419	Bra012601	EUTSA_v10026609mg
OG0015420	Bra014131	EUTSA_v10011822mg
OG0015421	Bra002892	EUTSA_v10014968mg
OG0015422	Bra027819	EUTSA_v10023532mg
OG0015423	Bra025082	EUTSA_v10001039mg
OG0015424	Bra013918	EUTSA_v10025307mg
OG0015425	Bra009496	EUTSA_v10015988mg, EUTSA_v10015547mg
OG0015426	Bra034302	EUTSA_v10002290mg, EUTSA_v10002210mg
OG0015428	Bra032924	EUTSA_v10009513mg
OG0015429	Bra001769	EUTSA_v10020748mg
OG0015430	Bra013336	EUTSA_v10024616mg
OG0015431	Bra037141	EUTSA_v10005517mg
OG0015432	Bra037896	EUTSA_v10028402mg
OG0015433	Bra038165	EUTSA_v10023712mg
OG0015434	Bra036263	EUTSA_v10002719mg, EUTSA_v10028943mg
OG0015435	Bra028063	EUTSA_v10001820mg
OG0015436	Bra013804	EUTSA_v10025263mg
OG0015437	Bra011608	EUTSA_v10000553mg
OG0015438	Bra010106	EUTSA_v10003739mg
OG0015439	Bra000636	EUTSA_v10028923mg
OG0015440	Bra028561	EUTSA_v10014695mg
OG0015441	Bra008656	EUTSA_v10015867mg
OG0015442	Bra026286	EUTSA_v10025101mg
OG0015443	Bra018289	EUTSA_v10017785mg
OG0015444	Bra032713	EUTSA_v10024569mg
OG0015445	Bra006723	EUTSA_v10001866mg
OG0015446	Bra032273	EUTSA_v10011633mg
OG0015447	Bra019031	EUTSA_v10025522mg, EUTSA_v10025520mg
OG0015448	Bra020131	EUTSA_v10013149mg
OG0015449	Bra033792, Bra018152	EUTSA_v10010228mg
OG0015450	Bra011588	EUTSA_v10024444mg
OG0015451	Bra015756, Bra003723	EUTSA_v10018707mg
OG0015453	Bra028301	EUTSA_v10014624mg
OG0015454	Bra002873	EUTSA_v10012869mg
OG0015455	Bra035611, Bra028941	EUTSA_v10012702mg
OG0015456	Bra008432	EUTSA_v10018367mg
OG0015457	Bra025894	EUTSA_v10006920mg
OG0015459	Bra018865	EUTSA_v10012178mg
OG0015460	Bra024511	EUTSA_v10022558mg
OG0015461	Bra035733	EUTSA_v10015754mg
OG0015462	Bra018758	EUTSA_v10011347mg
OG0015464	Bra007750	EUTSA_v10001257mg
OG0015465	Bra001495	EUTSA_v10022027mg
OG0015466	Bra004189	EUTSA_v10018817mg
OG0015467	Bra026024	EUTSA_v10007086mg
OG0015468	Bra027275	EUTSA_v10021394mg
OG0015469	Bra009722	EUTSA_v10003655mg
OG0015470	Bra011916	EUTSA_v10011654mg
OG0015471	Bra009980	EUTSA_v10003818mg
OG0015472	Bra018719	EUTSA_v10011644mg
OG0015473	Bra017223	EUTSA_v10016131mg
OG0015474	Bra037800	EUTSA_v10005668mg
OG0015475	Bra033418	EUTSA_v10010197mg
OG0015478	Bra017197	EUTSA_v10017275mg
OG0015479	Bra017686	EUTSA_v10025911mg
OG0015480	Bra000118	EUTSA_v10017199mg
OG0015481	Bra011252	EUTSA_v10024645mg
OG0015482	Bra021530	EUTSA_v10020264mg
OG0015483	Bra040707	EUTSA_v10020076mg
OG0015484	Bra007106	EUTSA_v10010229mg
OG0015485	Bra018867	EUTSA_v10011780mg
OG0015486	Bra010361, Bra011038	EUTSA_v10025069mg
OG0015487	Bra000728	EUTSA_v10029021mg
OG0015488	Bra004339	EUTSA_v10018496mg
OG0015489	Bra018993	EUTSA_v10012354mg
OG0015490	Bra034052	EUTSA_v10022253mg
OG0015491	Bra011948, Bra035700	EUTSA_v10017667mg
OG0015492	Bra022585	EUTSA_v10015427mg
OG0015493	Bra025558	EUTSA_v10028263mg
OG0015494	Bra016151	EUTSA_v10018126mg
OG0015495	Bra037271, Bra024514	EUTSA_v10022639mg
OG0015496	Bra037512	EUTSA_v10003567mg
OG0015497	Bra035365	EUTSA_v10003611mg
OG0015498	Bra007843	EUTSA_v10000205mg
OG0015499	Bra014060	EUTSA_v10012863mg
OG0015500	Bra036616	EUTSA_v10005730mg
OG0015502	Bra025288	EUTSA_v10003895mg
OG0015503	Bra019152	EUTSA_v10024860mg
