Orthogroup	Brassica_rapa	Aethionema_arabicum
OG0013744	Bra033245, Bra032646	AA1G00088
OG0013745	Bra005254	AA60G00127
OG0013746	Bra021576	AA26G00192
OG0013747	Bra038379	AA9G00184
OG0013748	Bra021215	AA26G00392
OG0013749	Bra011077, Bra010346, Bra024169	AA102G00060
OG0013750	Bra007595, Bra014444, Bra003446	AA61G00514
OG0013751	Bra037529	AA113G00013
OG0013752	Bra019495, Bra018168	AA4G00045
OG0013753	Bra031290, Bra023872	AA26G00801
OG0013754	Bra037510, Bra020720	AA39G00464
OG0013755	Bra000103	AA60G00225
OG0013756	Bra034896	AA69G00003
OG0013757	Bra019614	AA5G00121
OG0013759	Bra022425	AA26G00613
OG0013761	Bra018149	AA96G00018
OG0013762	Bra004386	AA47G00011
OG0013763	Bra022750	AA75G00045
OG0013764	Bra024663	AA39G00597
OG0013766	Bra032988, Bra025258	AA53G00942
OG0013768	Bra033976	AA901G00002
OG0013769	Bra005576, Bra037623	AA72G00003
OG0013770	Bra002455, Bra006649	AA8G00314
OG0013771	Bra022396	AA26G00596
OG0013772	Bra014290	AA2G00215
OG0013773	Bra037145	AA8G00040
OG0013775	Bra000683	AA54G00095, AA9G00187
OG0013779	Bra027639	AA53G01366
OG0013780	Bra033520	AA18G00162
OG0013781	Bra035095	AA31G00778
OG0013782	Bra015844	AA31G00412
OG0013784	Bra031606, Bra018668	AA53G00549
OG0013786	Bra035652	AA32G00789
OG0013787	Bra009204	AA283G00008
OG0013788	Bra002649, Bra006766, Bra032836	AA198G00022
OG0013789	Bra036542, Bra009835	AA12G00084
OG0013791	Bra017870	AA30G00342
OG0013792	Bra014258	AA2G00198
OG0013793	Bra002215	AA40G00658
OG0013794	Bra032613, Bra033309	AA1G00020
OG0013795	Bra021999	AA6G00007
OG0013797	Bra022544	AA41G00031
OG0013798	Bra017944	AA39G00377
OG0013799	Bra031143	AA21G00168
OG0013800	Bra039124	AA32G01136
OG0013801	Bra023057	AA60G00165
OG0013802	Bra040914	AA53G01296
OG0013803	Bra016146	AA31G00072
OG0013804	Bra010358, Bra011041	AA102G00019
OG0013805	Bra002293	AA8G00145
OG0013806	Bra021687, Bra022820	AA32G00620
OG0013808	Bra000236	AA19G00469
OG0013809	Bra010270	AA102G00236
OG0013810	Bra040094	AA53G00281
OG0013812	Bra005286	AA60G00168
OG0013813	Bra017054	AA29G00312, AA29G00311
OG0013814	Bra026274	AA228G00007
OG0013815	Bra015006, Bra001931	AA78G00001
OG0013816	Bra039907	AA33G00098
OG0013817	Bra021874	AA3G00326
OG0013818	Bra026158	AA14G00104
OG0013819	Bra003389	AA61G00354
OG0013820	Bra006889	AA18G00091
OG0013821	Bra040736	AA53G00315
OG0013822	Bra020761, Bra001190	AA29G00017
OG0013823	Bra013549	AA57G00368
OG0013824	Bra000468	AA32G00725
OG0013825	Bra039378	AA26G00039
OG0013826	Bra028825	AA93G00160, AA19G00224
OG0013828	Bra004760	AA63G00038
OG0013829	Bra016065	AA31G00706
OG0013830	Bra032042	AA142G00006
OG0013832	Bra029539	AA6G00241
OG0013833	Bra018100	AA96G00060
OG0013835	Bra016747	AA65G00323
OG0013836	Bra036498	AA33G00349
OG0013837	Bra039905	AA33G00095
OG0013839	Bra016137	AA31G00077
OG0013840	Bra002352	AA8G00207
OG0013842	Bra024569	AA39G00515
OG0013843	Bra007534	AA19G00245
OG0013844	Bra009070	AA44G00255
OG0013846	Bra026429	AA10G00470
OG0013847	Bra039753	AA53G01125
OG0013848	Bra009471	AA19G00175
OG0013851	Bra029773	AA93G00114
OG0013852	Bra000644	AA43G00096
OG0013853	Bra015576	AA90G00054
OG0013854	Bra028893	AA19G00351
OG0013855	Bra021397	AA21G00467
OG0013857	Bra033293	AA1G00035
OG0013858	Bra012139	AA8G00012
OG0013860	Bra040708	AA32G01212
OG0013861	Bra015344	AA19G00081
OG0013862	Bra015157	AA232G00004
OG0013863	Bra004954	AA21G00335
OG0013865	Bra026416	AA10G00458
OG0013866	Bra006606	AA8G00240
OG0013867	Bra005615	AA32G00555
OG0013869	Bra010909	AA347G00009
OG0013871	Bra026342	AA32G01088
OG0013872	Bra009690	AA5G00236
OG0013873	Bra036238	AA32G00306
OG0013874	Bra018119	AA96G00036
OG0013876	Bra009076, Bra028612	AA44G00249
OG0013877	Bra012772, Bra024149	AA18G00145
OG0013878	Bra000555	AA32G01076
OG0013879	Bra034093	AA93G00182
OG0013880	Bra011339	AA104G00006
OG0013881	Bra003700	AA31G00282
OG0013882	Bra040754	AA248G00004
OG0013883	Bra007260	AA93G00026
OG0013884	Bra009411	AA12G00207
OG0013886	Bra039844, Bra015227	AA123G00071
OG0013888	Bra020168	AA8G00238
OG0013889	Bra027079	AA53G00565, AA53G00564
OG0013890	Bra040893	AA215G00005
OG0013891	Bra011346	AA66G00010
OG0013892	Bra001223	AA29G00078
OG0013896	Bra012033	AA32G00938
OG0013897	Bra019204	AA131G00045
OG0013898	Bra026382	AA32G01122
OG0013899	Bra016758	AA65G00311
OG0013900	Bra031953	AA10G00199
OG0013901	Bra010878	AA127G00008
OG0013902	Bra025042, Bra017581	AA56G00070
OG0013903	Bra023514	AA40G00560
OG0013904	Bra027655	AA53G01354
OG0013905	Bra006938	AA18G00031
OG0013907	Bra036436	AA10G00230
OG0013908	Bra015608	AA462G00003
OG0013909	Bra024435	AA4G00308
OG0013910	Bra011653	AA30G00123
OG0013911	Bra004078, Bra004244	AA40G00349
OG0013912	Bra033253	AA1G00063
OG0013913	Bra005086	AA60G00215
OG0013914	Bra014991	AA78G00017
OG0013916	Bra022507, Bra000596	AA84G00018
OG0013917	Bra031193	AA46G00071
OG0013918	Bra026561	AA8G00021
OG0013919	Bra000035	AA68G00034
OG0013920	Bra026396	AA10G00446
OG0013921	Bra029137	AA55G00043
OG0013922	Bra016776	AA65G00284
OG0013923	Bra017062	AA29G00325
OG0013924	Bra001813	AA2G00212
OG0013925	Bra024254, Bra031942	AA4G00133
OG0013927	Bra006176, Bra008862	AA44G00512
OG0013929	Bra027988	AA54G00193
OG0013931	Bra033987	AA134G00003
OG0013932	Bra013509	AA57G00317
OG0013933	Bra003013	AA87G00262
OG0013934	Bra013851, Bra019199	AA131G00034
OG0013936	Bra013568	AA57G00389
OG0013937	Bra029034, Bra029037	AA11G00038
OG0013938	Bra010759	AA87G00292
OG0013939	Bra000386	AA21G00271
OG0013940	Bra004526	AA21G00387
OG0013941	Bra034188	AA32G00330
OG0013942	Bra018619	AA140G00003
OG0013945	Bra018872	AA2G00171
OG0013946	Bra011364	AA177G00001
OG0013947	Bra013829	AA131G00066
OG0013949	Bra014593	AA61G00236
OG0013950	Bra030895, Bra014366	AA15G00205
OG0013951	Bra032056	AA106G00011
OG0013952	Bra017049	AA29G00300
OG0013955	Bra037516	AA76G00023
OG0013956	Bra040593	AA10G00345
OG0013957	Bra005609	AA32G00535
OG0013959	Bra027759	AA53G01327
OG0013960	Bra018447	AA65G00085
OG0013962	Bra008317	AA31G00210
OG0013964	Bra004350	AA112G00016
OG0013965	Bra004498	AA21G00417
OG0013967	Bra039683	AA15G00132
OG0013968	Bra026521	AA53G00795
OG0013969	Bra032215	AA1029G00003
OG0013970	Bra028238	AA9G00018
OG0013972	Bra022962	AA43G00010
OG0013973	Bra035210, Bra015909	AA31G00503
OG0013974	Bra003319	AA21G00035
OG0013975	Bra016641	AA37G00130
OG0013976	Bra013860	AA131G00021
OG0013977	Bra029021	AA11G00010
OG0013978	Bra028113	AA27G00215
OG0013979	Bra003694	AA31G00275
OG0013980	Bra039628	AA33G00149
OG0013981	Bra002456, Bra020234	AA8G00315
OG0013982	Bra017057, Bra005021	AA29G00316
OG0013983	Bra038232	AA26G00649
OG0013984	Bra023876	AA26G00797
OG0013985	Bra023698, Bra006483	AA40G00233
OG0013986	Bra024951	AA57G00020, AA251G00001
OG0013987	Bra034768	AA271G00002, AA35G00049
OG0013988	Bra038619	AA4G00058
OG0013989	Bra009217	AA107G00006
OG0013991	Bra005704	AA19G00332
OG0013993	Bra024442	AA4G00315
OG0013994	Bra026671	AA40G00002, AA53G00619
OG0013995	Bra003540	AA89G00023
OG0013996	Bra017283	AA60G00204
OG0013997	Bra036391	AA123G00113
OG0013998	Bra005947	AA44G00035
OG0013999	Bra009321	AA44G00138
OG0014000	Bra013387	AA57G00197
OG0014001	Bra002785	AA44G00697
OG0014004	Bra024322, Bra037791	AA4G00206
OG0014005	Bra021807, Bra022895	AA32G00487
OG0014006	Bra025941	AA39G00084
OG0014008	Bra030448	AA2G00184
OG0014010	Bra006250	AA40G00645
OG0014011	Bra031628	AA214G00007
OG0014014	Bra036127	AA40G00026
OG0014015	Bra004088, Bra034000	AA452G00001
OG0014016	Bra012958	AA5G00146
OG0014017	Bra028724	AA424G00002
OG0014018	Bra009923, Bra036597	AA40G00145
OG0014019	Bra022635	AA77G00037
OG0014020	Bra015431, Bra030612	AA4G00019
OG0014021	Bra004762	AA21G00124
OG0014022	Bra006455	AA40G00278
OG0014023	Bra008756	AA40G00654
OG0014024	Bra025382	AA53G01100
OG0014025	Bra011040	AA102G00016
OG0014028	Bra032557	AA7G00054
OG0014029	Bra039372	AA26G00031
OG0014030	Bra014432, Bra007613	AA61G00496
OG0014031	Bra027444	AA3G00211
OG0014032	Bra037982	AA15G00191
OG0014033	Bra005240	AA60G00107
OG0014034	Bra030533	AA19G00154
OG0014036	Bra006585	AA8G00193
OG0014038	Bra030871	AA15G00184
OG0014039	Bra000268	AA21G00050
OG0014040	Bra026674	AA39G00031
OG0014041	Bra036300	AA32G00237
OG0014043	Bra010384, Bra024230	AA145G00005
OG0014044	Bra010207	AA6G00181, AA54G00175
OG0014045	Bra007667	AA61G00568
OG0014047	Bra028898	AA19G00370
OG0014048	Bra003854	AA31G00627
OG0014049	Bra003478, Bra007640	AA61G00547
OG0014050	Bra003045	AA11G00084
OG0014051	Bra005617	AA32G00553
OG0014053	Bra017380	AA53G00770
OG0014054	Bra013882	AA80G00013
OG0014055	Bra038950	AA129G00012
OG0014056	Bra031237	AA26G00750
OG0014057	Bra029428	AA6G00343
OG0014058	Bra013896, Bra028432	AA9G00024
OG0014060	Bra028833	AA93G00151, AA19G00234
OG0014061	Bra015523	AA23G00071
OG0014062	Bra005416	AA18G00107
OG0014063	Bra031333	AA15G00324
OG0014065	Bra037071, Bra032699	AA87G00227
OG0014067	Bra015423	AA4G00013
OG0014068	Bra039524	AA6G00138
OG0014069	Bra040894	AA215G00006
OG0014070	Bra022983	AA18G00121
OG0014071	Bra028284	AA971G00001
OG0014072	Bra021468	AA10G00374
OG0014073	Bra022824, Bra021694	AA32G00618
OG0014074	Bra039878	AA9G00058
OG0014075	Bra034299	AA32G01043
OG0014077	Bra023154	AA79G00034
OG0014078	Bra009426	AA12G00217
OG0014079	Bra000628	AA75G00019
OG0014080	Bra014678	AA61G00130
OG0014081	Bra013156	AA309G00004
OG0014082	Bra032648	AA1G00097
OG0014083	Bra000533	AA32G00982
OG0014084	Bra036500, Bra031138	AA228G00008, AA33G00347
OG0014085	Bra033668	AA3G00262
OG0014086	Bra025906	AA39G00128, AA39G00127
OG0014088	Bra019436	AA24G00058
OG0014089	Bra015315	AA19G00112
OG0014091	Bra020072, Bra002271	AA88G00006
OG0014092	Bra010369	AA33G00330
OG0014093	Bra023282	AA9G00155
OG0014094	Bra006047, Bra009057	AA44G00273
OG0014095	Bra000614	AA28G00035
OG0014096	Bra035630	AA44G00702
OG0014097	Bra029495, Bra029496	AA6G00273
OG0014098	Bra017843, Bra010607	AA30G00277
OG0014099	Bra018853	AA1G00120
OG0014100	Bra027755, Bra027679	AA53G01323
OG0014101	Bra037180	AA8G00104
OG0014103	Bra029300	AA5G00113
OG0014104	Bra031986	AA10G00248
OG0014107	Bra010687	AA20G00011
OG0014108	Bra032382, Bra010775	AA54G00430
OG0014109	Bra034867	AA63G00034
OG0014110	Bra008968	AA44G00390
OG0014111	Bra025957	AA39G00064
OG0014112	Bra006929, Bra012800, Bra033427	AA18G00048
OG0014113	Bra037184	AA8G00114
OG0014114	Bra031875	AA4G00249
OG0014115	Bra024632	AA39G00573
OG0014116	Bra036222, Bra033080	AA53G01091
OG0014118	Bra021420	AA10G00344
OG0014119	Bra010074	AA5G00079
OG0014120	Bra019258	AA54G00248
OG0014121	Bra033083, Bra025376	AA53G01094
OG0014122	Bra039472	AA10G00118
OG0014123	Bra008972	AA44G00386
OG0014124	Bra037486	AA681G00001
OG0014125	Bra027795	AA53G01356
OG0014126	Bra011255	AA102G00278
OG0014127	Bra015357	AA19G00055
OG0014128	Bra021144	AA26G00298
OG0014129	Bra025206	AA53G00860
OG0014130	Bra009381	AA44G00217
OG0014131	Bra040646	AA9G00083
OG0014132	Bra015061	AA85G00005
OG0014133	Bra002823	AA25G00164
OG0014135	Bra036817	AA13G00004
OG0014137	Bra033709	AA32G00389
OG0014138	Bra039579	AA54G00074
OG0014140	Bra025971	AA39G00037
OG0014141	Bra023328	AA44G00408
OG0014142	Bra020022	AA42G00010
OG0014143	Bra024872, Bra017442	AA53G00640
OG0014144	Bra004979	AA29G00259
OG0014145	Bra032532	AA19G00146
OG0014147	Bra036122	AA53G00359
OG0014150	Bra028034	AA54G00141
OG0014152	Bra027176	AA26G00332
OG0014153	Bra008937	AA44G00428
OG0014155	Bra034716, Bra039355	AA26G00013
OG0014158	Bra038272	AA9G00105
OG0014159	Bra021122	AA26G00273
OG0014160	Bra031785, Bra016810	AA65G00234
OG0014161	Bra009476	AA19G00179
OG0014162	Bra022150, Bra039445	AA10G00093
OG0014163	Bra013390	AA57G00198
OG0014166	Bra028411	AA27G00022
OG0014167	Bra020003, Bra030791	AA65G00019
OG0014168	Bra027423, Bra039395	AA26G00071
OG0014169	Bra017141	AA68G00029
OG0014171	Bra021462	AA10G00368
OG0014172	Bra032544	AA7G00103
OG0014173	Bra032878	AA155G00004
OG0014175	Bra032663	AA1G00125
OG0014176	Bra020660	AA40G00011
OG0014177	Bra005951	AA44G00044
OG0014178	Bra006333	AA40G00510
OG0014181	Bra026107	AA54G00044
OG0014183	Bra022230, Bra021264	AA26G00440
OG0014184	Bra036329	AA39G00787
OG0014185	Bra029823	AA93G00192
OG0014186	Bra013992	AA20G00103
OG0014187	Bra004276	AA36G00040
OG0014188	Bra006003, Bra009350	AA44G00181
OG0014189	Bra037079	AA87G00218
OG0014190	Bra033961	AA669G00002
OG0014191	Bra009921	AA40G00147
OG0014192	Bra015508	AA32G00628, AA23G00056
OG0014193	Bra012430	AA39G00599
OG0014195	Bra022687	AA11G00061
OG0014196	Bra017216, Bra023087	AA60G00098
OG0014197	Bra024411	AA4G00288
OG0014198	Bra016744, Bra019805	AA65G00331
OG0014199	Bra035451	AA53G00398
OG0014200	Bra038239	AA26G00666
OG0014201	Bra028144	AA27G00060
OG0014203	Bra009123	AA35G00070
OG0014205	Bra000839, Bra034195	AA32G00339
OG0014206	Bra030735	AA579G00002
OG0014207	Bra006152, Bra023371	AA44G00473
OG0014209	Bra033343	AA7G00017
OG0014210	Bra008524	AA32G00079
OG0014211	Bra037454, Bra037452	AA186G00006, AA538G00001
OG0014212	Bra022558	AA41G00005
OG0014214	Bra038744, Bra034743	AA26G00003
OG0014215	Bra002079	AA33G00075
OG0014216	Bra013961	AA40G00342
OG0014217	Bra009999, Bra020612	AA40G00039
OG0014218	Bra009853	AA12G00098
OG0014219	Bra022003	AA57G00128, AA6G00002
OG0014220	Bra016559	AA39G00094
OG0014221	Bra010052	AA5G00102
OG0014222	Bra016860	AA21G00062
OG0014224	Bra029436	AA6G00334
OG0014226	Bra004628	AA19G00456
OG0014227	Bra040271	AA29G00032
OG0014228	Bra025659	AA9G00034
OG0014229	Bra011105	AA102G00093
OG0014230	Bra036270	AA53G01254
OG0014231	Bra005290, Bra023056	AA60G00175
OG0014232	Bra007554	AA61G00449
OG0014233	Bra009060	AA44G00270
OG0014234	Bra022295	AA26G00493
OG0014235	Bra024342	AA4G00233
OG0014238	Bra003108	AA77G00016
OG0014240	Bra031468	AA32G01012
OG0014241	Bra001726, Bra022366	AA26G00565
OG0014242	Bra008565, Bra023608	AA12G00215
OG0014243	Bra013791	AA93G00179
OG0014245	Bra033330	AA1G00006
OG0014246	Bra009721	AA5G00270, AA231G00013
OG0014247	Bra025722	AA39G00207
OG0014249	Bra040882, Bra003650	AA31G00152
OG0014250	Bra039440	AA10G00065
OG0014252	Bra006912	AA18G00069
OG0014254	Bra005834, Bra028775	AA12G00200
OG0014256	Bra013698	AA54G00302, AA54G00301
OG0014257	Bra036714	AA31G00546
OG0014258	Bra024300	AA4G00185
OG0014260	Bra033747	AA6G00155
OG0014261	Bra016529	AA39G00189
OG0014262	Bra023891, Bra031268	AA31G00277
OG0014263	Bra000113	AA60G00249, AA143G00008
OG0014264	Bra018014	AA96G00151
OG0014265	Bra012813, Bra006916	AA18G00065
OG0014266	Bra018635	AA220G00001
OG0014267	Bra005229, Bra005227	AA60G00093
OG0014268	Bra004460	AA21G00464
OG0014269	Bra026670	AA53G00621
OG0014270	Bra007723	AA61G00629
OG0014272	Bra006792	AA44G00598
OG0014273	Bra026949	AA65G00318
OG0014274	Bra032541, Bra015271	AA7G00093
OG0014275	Bra030592	AA19G00056
OG0014276	Bra008380	AA31G00745
OG0014277	Bra022483, Bra004112	AA53G01174
OG0014278	Bra034135	AA93G00245
OG0014279	Bra001050	AA40G00493
OG0014280	Bra039937	AA46G00180
OG0014281	Bra002074, Bra024508	AA33G00063
OG0014283	Bra006374, Bra023586	AA33G00343
OG0014284	Bra040215, Bra001151	AA10G00074
OG0014286	Bra022827	AA32G00612
OG0014288	Bra012810	AA18G00059
OG0014289	Bra007343	AA61G00211
OG0014290	Bra003393, Bra007481	AA61G00359
OG0014291	Bra003961	AA61G00681
OG0014292	Bra029402, Bra029404	AA12G00004
OG0014293	Bra036560	AA12G00142
OG0014294	Bra033158	AA54G00259, AA3G00054
OG0014296	Bra010628	AA30G00307
OG0014298	Bra027744	AA53G01312
OG0014299	Bra035349	AA27G00194
OG0014301	Bra035579, Bra002891	AA25G00102
OG0014302	Bra002530, Bra006693	AA97G00031
OG0014304	Bra038649	AA4G00098
OG0014305	Bra012136	AA8G00017
OG0014306	Bra039522, Bra033758	AA6G00140
OG0014307	Bra037935	AA263G00006
OG0014308	Bra022755	AA75G00039
OG0014310	Bra001251	AA29G00126
OG0014311	Bra005087, Bra017101	AA32G00974
OG0014312	Bra036025	AA13G00104
OG0014314	Bra009879	AA12G00141
OG0014315	Bra020558	AA40G00149, AA40G00148
OG0014316	Bra000883, Bra018555	AA32G00269
OG0014318	Bra013552, Bra038759	AA57G00372
OG0014322	Bra014586, Bra014585	AA61G00244
OG0014323	Bra030694, Bra015595	AA113G00006
OG0014324	Bra032455, Bra030623	AA7G00136
OG0014325	Bra021146	AA26G00300
OG0014332	Bra029777, Bra005756	AA19G00285
OG0014346	Bra036468	AA33G00312
OG0014347	Bra040190	AA10G00167
OG0014348	Bra009337	AA44G00154
OG0014349	Bra018563	AA32G00254
OG0014353	Bra002805	AA44G00724
OG0014354	Bra024797	AA14G00028, AA53G00733
OG0014355	Bra036464	AA33G00306
OG0014357	Bra000600	AA84G00015
OG0014358	Bra030812	AA15G00321
OG0014359	Bra036670	AA169G00003
OG0014360	Bra029796	AA93G00149
OG0014361	Bra030701	AA405G00002
OG0014363	Bra039381	AA26G00043
OG0014365	Bra016531	AA39G00185
OG0014366	Bra007105	AA265G00001
OG0014367	Bra039296, Bra000409	AA21G00337
OG0014368	Bra006168	AA44G00505
OG0014370	Bra016074	AA31G00709
OG0014371	Bra005805	AA12G00162
OG0014372	Bra010153	AA53G00220
OG0014373	Bra005846	AA35G00007
OG0014374	Bra010241	AA102G00288
OG0014375	Bra022719	AA11G00020
OG0014376	Bra033637	AA3G00199
OG0014377	Bra021384	AA10G00321
OG0014378	Bra017963	AA13G00112
OG0014379	Bra033229	AA1G00104
OG0014380	Bra011347	AA66G00009
OG0014381	Bra014733	AA61G00046
OG0014383	Bra000274	AA21G00065
OG0014384	Bra024292	AA4G00172
OG0014385	Bra014847	AA321G00001
OG0014386	Bra002755	AA44G00670
OG0014390	Bra013178	AA116G00012
OG0014392	Bra021305	AA53G00585
OG0014393	Bra007207	AA61G00077
OG0014394	Bra013966	AA40G00348
OG0014395	Bra004926	AA21G00297
OG0014396	Bra003447	AA61G00511
OG0014397	Bra019452	AA123G00167
OG0014398	Bra039358	AA26G00016
OG0014399	Bra008967	AA44G00392
OG0014400	Bra040080	AA61G00050
OG0014402	Bra005915	AA92G00008
OG0014403	Bra037272	AA33G00051
OG0014404	Bra034233	AA6G00213
OG0014405	Bra002894	AA43G00092
OG0014406	Bra035363	AA27G00203
OG0014407	Bra013830	AA131G00063
OG0014411	Bra002797	AA44G00716
OG0014412	Bra009642	AA19G00425
OG0014413	Bra035731	AA41G00043
OG0014415	Bra011615	AA30G00068
OG0014417	Bra010065	AA5G00089
OG0014418	Bra000667	AA9G00202
OG0014419	Bra002803	AA44G00722
OG0014420	Bra001288	AA93G00186
OG0014421	Bra008595	AA40G00429
OG0014422	Bra009979	AA40G00057
OG0014423	Bra007173	AA61G00041
OG0014427	Bra022091	AA99G00011
OG0014428	Bra011450	AA430G00001
OG0014429	Bra027468	AA3G00237
OG0014430	Bra028365	AA50G00013
OG0014432	Bra033310	AA1G00019
OG0014433	Bra007844	AA128G00008
OG0014434	Bra037319	AA32G00016
OG0014435	Bra009948	AA40G00108
OG0014436	Bra010177	AA9G00150
OG0014437	Bra026526	AA53G00789
OG0014438	Bra035236	AA3G00036
OG0014439	Bra018855, Bra030485	AA2G00154
OG0014440	Bra002953	AA25G00021
OG0014441	Bra022357	AA26G00558
OG0014443	Bra014998	AA78G00013
OG0014444	Bra005404	AA18G00118
OG0014446	Bra032782	AA87G00293
OG0014447	Bra032424	AA23G00038
OG0014448	Bra020858	AA21G00512
OG0014450	Bra024217	AA228G00006
OG0014451	Bra035212	AA3G00020
OG0014452	Bra011717	AA30G00199
OG0014453	Bra004325	AA279G00008
OG0014456	Bra037981	AA15G00192
OG0014459	Bra025925	AA39G00106
OG0014461	Bra040450	AA61G00688
OG0014462	Bra011974	AA32G00887
OG0014463	Bra007741	AA61G00673
OG0014466	Bra012812	AA20G00131
OG0014468	Bra036966	AA54G00052
OG0014470	Bra032216	AA217G00004
OG0014472	Bra031639	AA102G00315
OG0014473	Bra028195	AA27G00017
OG0014475	Bra014266	AA32G01216
OG0014478	Bra008680	AA40G00526
OG0014479	Bra031160, Bra030321	AA46G00027
OG0014480	Bra037466	AA208G00008
OG0014481	Bra028508	AA87G00032
OG0014482	Bra008117	AA31G00544
OG0014483	Bra000036	AA3G00184
OG0014486	Bra014186	AA2G00075
OG0014487	Bra010715	AA20G00042, AA46G00012
OG0014488	Bra008602	AA40G00440
OG0014490	Bra016977	AA93G00061
OG0014491	Bra011365	AA209G00008
OG0014493	Bra023860	AA26G00818
OG0014494	Bra027272	AA26G00229
OG0014495	Bra013327	AA57G00141
OG0014497	Bra003973	AA38G00089
OG0014499	Bra000111	AA60G00238
OG0014502	Bra012296	AA39G00400
OG0014503	Bra017387	AA3G00161
OG0014504	Bra040411	AA10G00134
OG0014505	Bra026177, Bra023885	AA26G00789
OG0014506	Bra002746	AA44G00664
OG0014507	Bra012754	AA18G00159
OG0014508	Bra036447	AA10G00241
OG0014509	Bra036673	AA33G00336
OG0014510	Bra017803	AA30G00229
OG0014511	Bra040933, Bra022618	AA77G00024
OG0014514	Bra037214	AA123G00132
OG0014516	Bra040608	AA10G00326
OG0014518	Bra022493	AA53G01205
OG0014519	Bra013312	AA57G00130
OG0014522	Bra013447	AA57G00258
OG0014523	Bra003543	AA89G00027
OG0014524	Bra011445	AA347G00005
OG0014525	Bra029627	AA4G00339
OG0014526	Bra004598	AA131G00015
OG0014528	Bra027174	AA26G00333
OG0014529	Bra037346	AA32G00080
OG0014531	Bra009139	AA105G00006
OG0014532	Bra032407	AA30G00015
OG0014533	Bra015281	AA19G00150
OG0014534	Bra017625	AA118G00044
OG0014536	Bra000047	AA255G00003
OG0014539	Bra031931	AA4G00158
OG0014540	Bra016199	AA87G00006
OG0014542	Bra036355	AA53G00833
OG0014545	Bra037513	AA76G00012
OG0014547	Bra000759, Bra029431	AA6G00339
OG0014548	Bra026232	AA57G00002
OG0014549	Bra000539	AA32G00998
OG0014550	Bra012788	AA87G00186
OG0014551	Bra010986	AA39G00701
OG0014553	Bra001125	AA10G00139
OG0014554	Bra036832	AA13G00011
OG0014556	Bra038972	AA53G00384
OG0014557	Bra013210	AA336G00003
OG0014558	Bra023408	AA44G00546
OG0014559	Bra010173	AA53G00244
OG0014561	Bra019990	AA20G00128
OG0014562	Bra021709	AA32G00606
OG0014563	Bra008994	AA44G00363
OG0014565	Bra032660	AA1G00119
OG0014567	Bra000956	AA32G00022
OG0014570	Bra018067	AA96G00092
OG0014573	Bra037410	AA32G00185
OG0014574	Bra012982	AA5G00172, AA59G00031
OG0014575	Bra026260	AA228G00021
OG0014576	Bra022397	AA26G00597
OG0014577	Bra040495	AA313G00001
OG0014578	Bra005844	AA35G00004
OG0014579	Bra000637	AA212G00001
OG0014581	Bra039733	AA53G01156
OG0014584	Bra009108	AA35G00047
OG0014585	Bra023283	AA32G01018
OG0014586	Bra033254	AA1G00064
OG0014587	Bra025869	AA39G00332
OG0014588	Bra035389	AA236G00003
OG0014589	Bra026144	AA37G00192
OG0014592	Bra008648, Bra008649	AA10G00358, AA1G00010
OG0014594	Bra036170	AA472G00001
OG0014595	Bra004241	AA134G00010
OG0014596	Bra013642, Bra013641, Bra019361	AA57G00470
OG0014598	Bra006812	AA44G00627
OG0014603	Bra034270	AA32G01077
OG0014604	Bra005759	AA19G00289
OG0014605	Bra018137	AA96G00026
OG0014606	Bra007961	AA38G00001
OG0014608	Bra013142	AA322G00002
OG0014609	Bra022461	AA26G00653
OG0014611	Bra005769	AA19G00228
OG0014612	Bra001262, Bra029665	AA115G00008
OG0014613	Bra018179	AA16G00005
OG0014614	Bra031944	AA4G00129
OG0014615	Bra013203	AA236G00001, AA236G00004
OG0014617	Bra002022	AA11G00007
OG0014618	Bra010413, Bra019071	AA32G01120
OG0014619	Bra019466	AA24G00057
OG0014620	Bra039035	AA33G00273
OG0014621	Bra024971, Bra017513	AA99G00010
OG0014622	Bra026113	AA37G00167
OG0014623	Bra028945	AA8G00312
OG0014624	Bra005150	AA343G00004
OG0014625	Bra012108	AA8G00043
OG0014626	Bra029272	AA5G00090
OG0014629	Bra012440	AA39G00620
OG0014634	Bra035745	AA26G00738
OG0014637	Bra032665	AA1G00130
OG0014638	Bra035233	AA3G00033
OG0014641	Bra024777	AA53G00754
OG0014644	Bra004875	AA21G00240
OG0014645	Bra018672	AA464G00003
OG0014647	Bra017434	AA53G00655
OG0014649	Bra019738	AA65G00253
OG0014650	Bra034196	AA32G00340
OG0014651	Bra014564	AA61G00278
OG0014652	Bra037400	AA71G00015
OG0014653	Bra004381	AA47G00016
OG0014654	Bra023581	AA40G00433
OG0014655	Bra022686	AA11G00060
OG0014656	Bra025769	AA39G00245
OG0014657	Bra013153	AA1643G00001
OG0014659	Bra002877	AA25G00114
OG0014660	Bra015388	AA19G00038
OG0014661	Bra008433	AA31G00844
OG0014662	Bra011104	AA102G00088
OG0014663	Bra029881	AA63G00039
OG0014664	Bra013806	AA31G00036
OG0014665	Bra032636	AA1G00072
OG0014668	Bra039957	AA17G00056
OG0014670	Bra032733	AA87G00373
OG0014671	Bra013372	AA57G00179
OG0014673	Bra030009	AA13G00069
OG0014674	Bra039480	AA166G00003
OG0014675	Bra024182	AA102G00032
OG0014677	Bra036907	AA87G00229
OG0014679	Bra008116	AA31G00552
OG0014680	Bra019835	AA65G00219
