Orthogroup	Brassica_rapa	Tarenaya_hassleriana
OG0010374	Bra027530	Th2v16170
OG0010375	Bra018842	Th2v08464
OG0010376	Bra004882	Th2v07078, Th2v18096
OG0010377	Bra009125	Th2v08778
OG0010378	Bra013844	Th2v26828
OG0010379	Bra028065, Bra034432	Th2v04741
OG0010380	Bra000662, Bra038402	Th2v04735
OG0010382	Bra033262	Th2v07829, Th2v16397
OG0010383	Bra021657, Bra018297	Th2v10463
OG0010384	Bra015456	Th2v15945
OG0010385	Bra005913, Bra009231	Th2v08691
OG0010386	Bra012046	Th2v19774, Th2v25119
OG0010387	Bra033218	Th2v24501
OG0010388	Bra024243, Bra037756	Th2v13422
OG0010389	Bra032054, Bra032053	Th2v05127, Th2v12414, Th2v12415
OG0010390	Bra031804	Th2v11646, Th2v14138, Th2v26750
OG0010391	Bra012106	Th2v14203, Th2v26679
OG0010392	Bra016305	Th2v24991, Th2v25651
OG0010393	Bra040896, Bra012839	Th2v03729
OG0010394	Bra018805	Th2v24345
OG0010395	Bra025018	Th2v16512, Th2v27153
OG0010396	Bra018585	Th2v00790, Th2v05117
OG0010397	Bra026962	Th2v06033, Th2v14742
OG0010398	Bra016270	Th2v10985
OG0010399	Bra038627	Th2v14060
OG0010400	Bra036120, Bra010018	Th2v11351
OG0010402	Bra020390	Th2v05592, Th2v21782
OG0010403	Bra013248	Th2v19559, Th2v25301
OG0010404	Bra013197	Th2v19637, Th2v25212
OG0010405	Bra011340	Th2v17495, Th2v19121
OG0010406	Bra040605, Bra001067	Th2v09086
OG0010407	Bra002671, Bra006783	Th2v09637
OG0010408	Bra018257	Th2v15918, Th2v27875
OG0010409	Bra038308, Bra004378	Th2v24936
OG0010410	Bra009609	Th2v08941, Th2v19959
OG0010411	Bra007016, Bra039808	Th2v14613
OG0010412	Bra007787	Th2v01884, Th2v01924
OG0010413	Bra038729, Bra034751	Th2v17746
OG0010414	Bra000360	Th2v07100, Th2v18077
OG0010415	Bra031362, Bra016390	Th2v27982
OG0010417	Bra023217, Bra033871	Th2v10537
OG0010418	Bra040656	Th2v04798
OG0010420	Bra014445, Bra007594	Th2v27497
OG0010421	Bra040613	Th2v02760, Th2v12026
OG0010422	Bra036489, Bra031130	Th2v01564
OG0010424	Bra004872	Th2v07092, Th2v18083, Th2v12784, Th2v22471
OG0010425	Bra017760	Th2v03010, Th2v21546
OG0010426	Bra037168	Th2v14176, Th2v26709
OG0010427	Bra024271	Th2v11816
OG0010428	Bra020648	Th2v11379
OG0010429	Bra029103	Th2v00683, Th2v30252
OG0010430	Bra030841	Th2v23622, Th2v26163
OG0010431	Bra031459	Th2v04971
OG0010432	Bra008405	Th2v10142
OG0010433	Bra019274	Th2v04566
OG0010434	Bra031568, Bra015571	Th2v08254
OG0010435	Bra021660	Th2v26978
OG0010436	Bra010372	Th2v12657
OG0010437	Bra015812	Th2v28090, Th2v05815, Th2v20911
OG0010438	Bra016592	Th2v05561
OG0010439	Bra006884	Th2v13105, Th2v22813
OG0010440	Bra008307	Th2v24842, Th2v29882
OG0010441	Bra010808	Th2v26569
OG0010442	Bra016063, Bra003883	Th2v10029
OG0010444	Bra024083, Bra011186	Th2v12443
OG0010446	Bra017913	Th2v04131
OG0010447	Bra031644, Bra018596	Th2v23441
OG0010448	Bra006502, Bra002230	Th2v19170
OG0010449	Bra033224	Th2v24512
OG0010451	Bra013585, Bra020859	Th2v16703
OG0010452	Bra025506	Th2v20498
OG0010453	Bra028120	Th2v03213
OG0010454	Bra034498, Bra034497	Th2v20602
OG0010455	Bra022512	Th2v09410, Th2v26821
OG0010456	Bra020752	Th2v11334
OG0010457	Bra019878	Th2v20674
OG0010459	Bra034986	Th2v18937
OG0010460	Bra007340	Th2v13196, Th2v25837
OG0010461	Bra035816, Bra032691	Th2v19573
OG0010462	Bra019427	Th2v18897
OG0010463	Bra010535	Th2v03126, Th2v12161
OG0010464	Bra009097	Th2v08796, Th2v20187
OG0010465	Bra022891	Th2v27126
OG0010466	Bra035838	Th2v09287, Th2v17356
OG0010467	Bra024374	Th2v13613
OG0010468	Bra032775	Th2v11597
OG0010469	Bra018618	Th2v05144
OG0010470	Bra036179	Th2v24762
OG0010472	Bra029974	Th2v11750, Th2v26617, Th2v13553
OG0010473	Bra025487, Bra025486	Th2v06062, Th2v14770
OG0010474	Bra001295	Th2v14440, Th2v20041
OG0010475	Bra020729, Bra036194, Bra037528	Th2v16448
OG0010476	Bra000464	Th2v13051, Th2v22759
OG0010477	Bra017322, Bra005350	Th2v29231
OG0010478	Bra018726	Th2v26329, Th2v27640
OG0010479	Bra030669	Th2v10426, Th2v15826
OG0010481	Bra040558	Th2v23208, Th2v24741
OG0010482	Bra029200	Th2v11829, Th2v13751
OG0010483	Bra003085, Bra022624	Th2v28365
OG0010484	Bra021467	Th2v09048, Th2v23057
OG0010485	Bra036646	Th2v29791
OG0010486	Bra025112, Bra039526, Bra027563	Th2v16623
OG0010487	Bra035588	Th2v05504
OG0010488	Bra007251	Th2v05074
OG0010489	Bra010733	Th2v03305, Th2v29382
OG0010491	Bra026576, Bra024802	Th2v00096
OG0010492	Bra031723, Bra019914	Th2v04995
OG0010493	Bra034353	Th2v08379, Th2v15612
OG0010494	Bra037701	Th2v13356, Th2v25975
OG0010495	Bra029816	Th2v20067
OG0010496	Bra037316	Th2v01962
OG0010497	Bra030262, Bra031233	Th2v02343, Th2v03204
OG0010498	Bra034386	Th2v08337
OG0010499	Bra008213	Th2v04075
OG0010500	Bra007471	Th2v03322, Th2v13366, Th2v25985
OG0010501	Bra025612	Th2v06353, Th2v15051
OG0010502	Bra012620	Th2v27158
OG0010503	Bra001116	Th2v18502
OG0010504	Bra033515	Th2v26261, Th2v25500
OG0010505	Bra013907	Th2v17467
OG0010506	Bra037134	Th2v13494, Th2v14216, Th2v26667
OG0010507	Bra002448, Bra020228	Th2v18862
OG0010508	Bra038676, Bra001418	Th2v24334
OG0010509	Bra025314, Bra035915	Th2v24041
OG0010510	Bra038384	Th2v10947
OG0010511	Bra023398	Th2v28179
OG0010512	Bra037093	Th2v01023
OG0010513	Bra037196	Th2v19734, Th2v25168
OG0010514	Bra031781	Th2v28207, Th2v29787
OG0010515	Bra007683, Bra014401	Th2v05098, Th2v07322
OG0010516	Bra034241	Th2v00842
OG0010517	Bra005339	Th2v01479, Th2v27764
OG0010518	Bra016786, Bra026987	Th2v29506
OG0010519	Bra005144	Th2v14581
OG0010520	Bra009711, Bra029386	Th2v14097
OG0010521	Bra001865, Bra031351	Th2v24608
OG0010522	Bra031749, Bra018423	Th2v06113, Th2v14822
OG0010523	Bra016514, Bra025725	Th2v19824
OG0010524	Bra010636	Th2v02361, Th2v12726
OG0010525	Bra006496, Bra023708	Th2v11297
OG0010526	Bra024190	Th2v02239, Th2v12529
OG0010527	Bra011469	Th2v02732
OG0010528	Bra029691	Th2v11630
OG0010529	Bra026688	Th2v05976, Th2v21102
OG0010530	Bra022505	Th2v03791, Th2v19813
OG0010531	Bra029186, Bra035726	Th2v16435
OG0010532	Bra013535	Th2v16672
OG0010533	Bra019505	Th2v26405, Th2v27698
OG0010534	Bra002845	Th2v05519, Th2v09498
OG0010535	Bra012016	Th2v08377
OG0010537	Bra035100	Th2v05649
OG0010538	Bra008935, Bra006119	Th2v19258
OG0010539	Bra020042	Th2v19220
OG0010540	Bra027023	Th2v04903
OG0010541	Bra012304	Th2v21272, Th2v05675, Th2v20756
OG0010542	Bra008651	Th2v09058
OG0010543	Bra012253, Bra025851	Th2v09792
OG0010544	Bra011990	Th2v08350, Th2v07644, Th2v15649
OG0010545	Bra010856	Th2v01310
OG0010546	Bra026632, Bra024857	Th2v06533, Th2v15232
OG0010547	Bra033678	Th2v08040, Th2v27079
OG0010548	Bra015052	Th2v19551, Th2v25308
OG0010549	Bra005232, Bra023088	Th2v14655
OG0010550	Bra021485	Th2v07024, Th2v18144
OG0010552	Bra015032	Th2v19526
OG0010553	Bra026136, Bra022105	Th2v23191
OG0010554	Bra028491, Bra025512	Th2v06042, Th2v14751
OG0010555	Bra029188	Th2v09354
OG0010556	Bra002227, Bra020034	Th2v11273
OG0010557	Bra027839	Th2v30426
OG0010559	Bra012824	Th2v13108, Th2v22818
OG0010560	Bra020507	Th2v17636, Th2v21447
OG0010561	Bra034240, Bra025202	Th2v00227, Th2v28523
OG0010562	Bra028620	Th2v13681
OG0010564	Bra011912	Th2v23646, Th2v26137
OG0010565	Bra036621, Bra020583	Th2v25439
OG0010566	Bra011921, Bra035662	Th2v14267, Th2v22091
OG0010567	Bra035459	Th2v05050, Th2v24311
OG0010568	Bra037241	Th2v02996, Th2v21559
OG0010569	Bra007468, Bra003384	Th2v03324, Th2v06928
OG0010570	Bra038945	Th2v19725
OG0010571	Bra020445, Bra006824	Th2v05567
OG0010572	Bra039859	Th2v24579, Th2v28744
OG0010573	Bra027514	Th2v16138
OG0010574	Bra035415, Bra017889	Th2v24255
OG0010575	Bra020049	Th2v17489, Th2v19747
OG0010577	Bra009678	Th2v13791
OG0010578	Bra015782	Th2v05797, Th2v20891
OG0010579	Bra030539, Bra033414	Th2v16197
OG0010580	Bra005580, Bra022882	Th2v15999
OG0010581	Bra019881	Th2v04968
OG0010582	Bra015887	Th2v20350
OG0010583	Bra040549	Th2v06979, Th2v18181
OG0010584	Bra022236	Th2v25544
OG0010585	Bra007962	Th2v00687
OG0010588	Bra017837, Bra010603	Th2v02393, Th2v12335
OG0010589	Bra025345	Th2v06357, Th2v15056
OG0010590	Bra022278	Th2v26348, Th2v27618
OG0010591	Bra004895	Th2v12825
OG0010594	Bra037222	Th2v03028, Th2v21527
OG0010595	Bra022186	Th2v18268, Th2v26272, Th2v26273
OG0010596	Bra013442	Th2v04286, Th2v16619
OG0010597	Bra015246	Th2v02857, Th2v12061
OG0010598	Bra035513	Th2v27774
OG0010599	Bra029837	Th2v14417, Th2v22245
OG0010600	Bra004718, Bra016856	Th2v13282, Th2v25915
OG0010601	Bra005417, Bra021919	Th2v01363
OG0010602	Bra011824, Bra010648	Th2v03186
OG0010603	Bra021249	Th2v25537
OG0010605	Bra010363, Bra011036	Th2v12670
OG0010606	Bra022921, Bra005547	Th2v08092
OG0010607	Bra039678	Th2v23745, Th2v27419
OG0010608	Bra019226	Th2v01897
OG0010609	Bra040640, Bra039455	Th2v11171
OG0010610	Bra036796, Bra038901	Th2v11639
OG0010611	Bra013133	Th2v02677
OG0010612	Bra004848	Th2v12768, Th2v22455
OG0010613	Bra033055, Bra025350	Th2v00374
OG0010614	Bra037645	Th2v12765, Th2v22452
OG0010616	Bra010382	Th2v16698
OG0010617	Bra033627	Th2v05706, Th2v20792
OG0010619	Bra030339, Bra025600	Th2v00343
OG0010620	Bra018473	Th2v16731
OG0010622	Bra034929, Bra034930	Th2v17267, Th2v11011, Th2v17266
OG0010623	Bra009735, Bra026466	Th2v30401
OG0010624	Bra030042	Th2v03888, Th2v28206
OG0010625	Bra028644	Th2v11827
OG0010626	Bra011679	Th2v03008, Th2v21548
OG0010629	Bra028338	Th2v19469
OG0010630	Bra000912	Th2v16337
OG0010631	Bra023199	Th2v01447, Th2v27807
OG0010632	Bra040027, Bra029677	Th2v11510
OG0010633	Bra028598	Th2v13633
OG0010635	Bra027973	Th2v06236, Th2v14937
OG0010636	Bra011947	Th2v07599, Th2v15691
OG0010637	Bra009186	Th2v14337, Th2v22161
OG0010638	Bra014080	Th2v29668
OG0010639	Bra003623, Bra008393	Th2v10100
OG0010640	Bra039073, Bra025293	Th2v00315
OG0010641	Bra040594	Th2v07025, Th2v18143
OG0010642	Bra029847, Bra034122	Th2v20126
OG0010643	Bra034408	Th2v04711
OG0010644	Bra006816	Th2v09590
OG0010645	Bra016613, Bra025990	Th2v05969, Th2v21093, Th2v23287
OG0010646	Bra018893	Th2v23753, Th2v27411
OG0010647	Bra040363, Bra029624	Th2v11433
OG0010648	Bra013138, Bra013137	Th2v11967
OG0010649	Bra034364, Bra012003	Th2v07664, Th2v15628
OG0010650	Bra003035	Th2v28320
OG0010651	Bra015671	Th2v28027
OG0010652	Bra039749, Bra004144	Th2v05255
OG0010653	Bra023677	Th2v03812
OG0010655	Bra000871, Bra036253	Th2v07948, Th2v16267
OG0010656	Bra004190, Bra040630	Th2v05320
OG0010657	Bra023995, Bra011283	Th2v01844
OG0010658	Bra025090	Th2v04259
OG0010659	Bra003806, Bra015916	Th2v09868
OG0010660	Bra030006, Bra030007	Th2v13497
OG0010661	Bra014192, Bra032286	Th2v29545
OG0010662	Bra033009, Bra025275	Th2v00299
OG0010663	Bra005492, Bra021856	Th2v26458
OG0010664	Bra014734	Th2v06687, Th2v15386, Th2v12910
OG0010665	Bra029674, Bra040025	Th2v11506
OG0010666	Bra012204, Bra025788	Th2v03855
OG0010667	Bra034401	Th2v04752, Th2v10956
OG0010668	Bra022534, Bra035721	Th2v26849
OG0010669	Bra022212	Th2v12633
OG0010670	Bra032170, Bra039196	Th2v03085
OG0010671	Bra021630, Bra022795	Th2v10440, Th2v15837
OG0010672	Bra013164	Th2v08520, Th2v19677
OG0010673	Bra031370, Bra012311	Th2v30566
OG0010674	Bra021063, Bra026237	Th2v27224
OG0010675	Bra002005, Bra013040	Th2v02890
OG0010676	Bra039473	Th2v11160, Th2v25419
OG0010677	Bra027997	Th2v16871
OG0010678	Bra020559	Th2v18436, Th2v25463
OG0010679	Bra023101, Bra017205	Th2v16889
OG0010680	Bra007271	Th2v28436
OG0010681	Bra006874	Th2v16995
OG0010683	Bra018795	Th2v29419
OG0010684	Bra024573, Bra012368	Th2v25713
OG0010686	Bra032893	Th2v26488
OG0010687	Bra004596	Th2v28427
OG0010688	Bra032393, Bra010764	Th2v10500
OG0010689	Bra033928, Bra004314	Th2v24846, Th2v30625
OG0010690	Bra017433, Bra024842	Th2v00053
OG0010691	Bra001246	Th2v11455, Th2v24791
OG0010692	Bra013311	Th2v27257
OG0010693	Bra038949	Th2v19731
OG0010694	Bra027050	Th2v04918, Th2v20600
OG0010695	Bra013396	Th2v04244
OG0010697	Bra005483	Th2v19717, Th2v25157
OG0010698	Bra003474	Th2v12929, Th2v22625
OG0010699	Bra030135, Bra032316	Th2v10386, Th2v26547
OG0010700	Bra036927	Th2v17216, Th2v30549
OG0010701	Bra004854	Th2v12774, Th2v22461
OG0010703	Bra031966	Th2v22872
OG0010704	Bra006879	Th2v03719
OG0010705	Bra027985	Th2v20333, Th2v30828
OG0010706	Bra024370, Bra031869	Th2v13617
OG0010707	Bra019919	Th2v06100, Th2v14809
OG0010708	Bra015149, Bra004631	Th2v19621
OG0010709	Bra013162	Th2v25190
OG0010710	Bra012653, Bra040170	Th2v27199
OG0010711	Bra004990	Th2v03386
OG0010712	Bra039980	Th2v07503, Th2v15769
OG0010713	Bra011770	Th2v03113
OG0010714	Bra032994, Bra039088, Bra025262	Th2v00287
OG0010715	Bra029824	Th2v14424, Th2v22252
OG0010716	Bra035648, Bra006834, Bra002763	Th2v09561
OG0010717	Bra005633	Th2v15983, Th2v27142
OG0010718	Bra036005, Bra033712, Bra027519	Th2v08013
OG0010719	Bra038785, Bra020887	Th2v04344
OG0010720	Bra024664, Bra016304	Th2v04004
OG0010721	Bra024390	Th2v26634, Th2v31206
OG0010723	Bra030661	Th2v01143
OG0010724	Bra013159, Bra013160	Th2v08533, Th2v25197
OG0010725	Bra034366	Th2v07658, Th2v15634
OG0010726	Bra030759	Th2v00809, Th2v06181, Th2v14885
OG0010727	Bra024337	Th2v24228
OG0010729	Bra014051, Bra040255	Th2v01235
OG0010730	Bra040597, Bra021415	Th2v23009
OG0010731	Bra021145	Th2v21960
OG0010732	Bra010967, Bra012504, Bra032795	Th2v28247
OG0010733	Bra007097, Bra014787	Th2v29179
OG0010734	Bra007034, Bra003159	Th2v03689
OG0010735	Bra025572	Th2v28914
OG0010736	Bra032632	Th2v16380
OG0010737	Bra005205, Bra017195	Th2v16904
OG0010738	Bra025388	Th2v00420
OG0010739	Bra033314	Th2v16349
OG0010740	Bra005063	Th2v26246
OG0010741	Bra012015, Bra000508	Th2v07678, Th2v15615
OG0010742	Bra022209	Th2v12632
OG0010744	Bra036989	Th2v02715
OG0010745	Bra023165	Th2v27831
OG0010746	Bra035784	Th2v21809
OG0010747	Bra008701	Th2v24668
OG0010748	Bra012175, Bra038857	Th2v01686
OG0010749	Bra004436	Th2v13039, Th2v22746
OG0010750	Bra007227	Th2v15429
OG0010751	Bra021272, Bra022241	Th2v25546
OG0010752	Bra032650, Bra033233	Th2v16462
OG0010753	Bra027458	Th2v01209
OG0010754	Bra013091	Th2v02858
OG0010755	Bra021878	Th2v01288
OG0010756	Bra016245	Th2v04007
OG0010757	Bra040727	Th2v00164
OG0010758	Bra035524	Th2v05204, Th2v31481
OG0010759	Bra025456	Th2v04808
OG0010760	Bra011007	Th2v24874
OG0010761	Bra002258, Bra006515	Th2v17472
OG0010762	Bra026129, Bra016657	Th2v10238
OG0010763	Bra013539	Th2v13962
OG0010764	Bra029707, Bra001348, Bra029708	Th2v14528
OG0010765	Bra011448	Th2v02671
OG0010766	Bra005721, Bra009594	Th2v19973
OG0010767	Bra021344, Bra021343	Th2v30929
OG0010768	Bra004250	Th2v07893
OG0010769	Bra013551, Bra038760	Th2v04391
OG0010770	Bra003923	Th2v04171
OG0010772	Bra023502	Th2v23130, Th2v07014, Th2v18153
OG0010773	Bra027057, Bra034482	Th2v20609
OG0010774	Bra031287, Bra023875	Th2v18236
OG0010775	Bra040413	Th2v18485, Th2v18486
OG0010776	Bra010771, Bra032391	Th2v10496, Th2v15882
OG0010777	Bra034992	Th2v21482
OG0010779	Bra040682	Th2v12485
OG0010780	Bra012412, Bra022761	Th2v09374
OG0010782	Bra017877	Th2v03189, Th2v12703
OG0010783	Bra032145	Th2v02408, Th2v03056
OG0010784	Bra015549	Th2v10417, Th2v15817
OG0010785	Bra038091, Bra040692	Th2v19312
OG0010786	Bra003005	Th2v09680, Th2v28344
OG0010787	Bra031984	Th2v22905
OG0010788	Bra038591, Bra031421	Th2v01441
OG0010789	Bra002158	Th2v03577, Th2v30293
OG0010790	Bra001078	Th2v09141
OG0010791	Bra011328	Th2v11115
OG0010792	Bra013629	Th2v10824
OG0010794	Bra022692	Th2v09670
OG0010795	Bra031272	Th2v23901, Th2v27427
OG0010796	Bra031586	Th2v07550, Th2v15734
OG0010797	Bra036451	Th2v01602, Th2v12513
OG0010798	Bra019377	Th2v04456, Th2v10823
OG0010799	Bra009208	Th2v17686
OG0010800	Bra039914	Th2v00681, Th2v05177
OG0010801	Bra005941, Bra009259	Th2v13898
OG0010802	Bra033645	Th2v25749
OG0010803	Bra018848, Bra014251	Th2v08438
OG0010805	Bra015023, Bra028367	Th2v19508, Th2v28805
OG0010806	Bra020485, Bra036534	Th2v17436, Th2v21402
OG0010807	Bra027368	Th2v23695
OG0010808	Bra035238	Th2v04553
OG0010809	Bra015470	Th2v15926, Th2v01168
OG0010810	Bra010812, Bra030172	Th2v10393, Th2v26566
OG0010811	Bra015123	Th2v19598
OG0010812	Bra001604, Bra021127	Th2v23830, Th2v27333
OG0010813	Bra012006	Th2v08367, Th2v07666, Th2v15626
OG0010814	Bra035916	Th2v13901, Th2v24047
OG0010815	Bra013226	Th2v00003
OG0010816	Bra005822, Bra009427	Th2v20151
OG0010817	Bra036554, Bra009863	Th2v19282
OG0010818	Bra040331	Th2v12797, Th2v22484
OG0010819	Bra004116	Th2v00613, Th2v05245
OG0010820	Bra012599, Bra013306	Th2v27245
OG0010821	Bra008619	Th2v23003
OG0010822	Bra005613	Th2v23633
OG0010823	Bra005810	Th2v08884
OG0010824	Bra038494, Bra009754	Th2v11017
OG0010825	Bra003604	Th2v10119
OG0010826	Bra026475	Th2v14103, Th2v26788
OG0010827	Bra032768, Bra010750	Th2v19462
OG0010828	Bra003012	Th2v09673
OG0010829	Bra031286	Th2v25488
OG0010830	Bra039155	Th2v23080, Th2v24657
OG0010831	Bra019638	Th2v03638
OG0010832	Bra011119, Bra010324	Th2v01655
OG0010834	Bra005074	Th2v06629, Th2v15328
OG0010835	Bra023985, Bra010221, Bra026568	Th2v01832
OG0010836	Bra015401, Bra032478	Th2v16007
OG0010837	Bra020059, Bra002257	Th2v19066
OG0010838	Bra003561, Bra008479	Th2v10225
OG0010839	Bra040386	Th2v10969, Th2v17171
OG0010840	Bra006437, Bra002129	Th2v01489
OG0010841	Bra017353, Bra025155	Th2v28563
OG0010842	Bra002993	Th2v09644
OG0010843	Bra003011	Th2v19463
OG0010844	Bra005414	Th2v01367
OG0010846	Bra025071	Th2v16572, Th2v27300
OG0010847	Bra013665, Bra019342	Th2v04511
OG0010848	Bra000447, Bra004464	Th2v12999, Th2v22702
OG0010850	Bra036299	Th2v17657, Th2v16319
OG0010851	Bra029161	Th2v08512
OG0010853	Bra018318	Th2v01129, Th2v10441
OG0010854	Bra018059	Th2v09269, Th2v17376, Th2v29727
OG0010855	Bra016768	Th2v04887
OG0010856	Bra010694	Th2v02324
OG0010857	Bra015141	Th2v25235
OG0010858	Bra030818	Th2v21499
OG0010859	Bra015902	Th2v05887, Th2v20994
OG0010860	Bra037018, Bra011423	Th2v01933
OG0010861	Bra004099, Bra034013	Th2v00472
OG0010862	Bra004408	Th2v25633
OG0010863	Bra012959	Th2v13881, Th2v24063
OG0010864	Bra012044	Th2v07739, Th2v15562, Th2v08410
OG0010865	Bra036518	Th2v09244, Th2v17401
OG0010866	Bra003536	Th2v05603, Th2v07770
OG0010868	Bra008673	Th2v23058
OG0010869	Bra030896	Th2v07745, Th2v07743, Th2v15557
OG0010871	Bra001106, Bra040191	Th2v09178
OG0010872	Bra018763, Bra018761	Th2v26403, Th2v27700
OG0010873	Bra013127	Th2v11984
OG0010874	Bra035960, Bra013016	Th2v11859, Th2v13821
OG0010875	Bra031658	Th2v05113
OG0010876	Bra002152	Th2v22843
OG0010877	Bra028819	Th2v20065
OG0010878	Bra027756	Th2v20475
OG0010879	Bra015949	Th2v09896
OG0010880	Bra000863	Th2v27032
OG0010881	Bra030796	Th2v06149, Th2v14857
OG0010882	Bra037889	Th2v17124
OG0010883	Bra011183, Bra024085	Th2v01736, Th2v02132
OG0010884	Bra012750	Th2v26289, Th2v27681
OG0010885	Bra020232	Th2v20474
OG0010886	Bra005827	Th2v20161
OG0010887	Bra023277, Bra035490	Th2v01497
OG0010888	Bra008891, Bra023375	Th2v17542
OG0010890	Bra029185	Th2v19108
OG0010891	Bra038412	Th2v27836
OG0010892	Bra029654	Th2v08648
OG0010894	Bra026724	Th2v10118
OG0010895	Bra036317	Th2v07885, Th2v16347
OG0010896	Bra002563, Bra006716	Th2v18767
OG0010898	Bra013757, Bra019248	Th2v10882, Th2v16841
OG0010899	Bra036423, Bra031960	Th2v22831
OG0010900	Bra025211	Th2v19169
OG0010901	Bra023335, Bra008948	Th2v30122
OG0010902	Bra005134	Th2v03710
OG0010904	Bra007116, Bra003200	Th2v22280
OG0010905	Bra007757, Bra007708	Th2v30796
OG0010906	Bra005707	Th2v14473, Th2v19951
OG0010907	Bra008788, Bra006229	Th2v24737
OG0010908	Bra012069	Th2v14174, Th2v26711
OG0010909	Bra009620, Bra005701	Th2v19943, Th2v08947, Th2v14475
OG0010911	Bra037576, Bra022334	Th2v30188
OG0010912	Bra005682	Th2v08971
OG0010913	Bra015609	Th2v17304
OG0010914	Bra030836	Th2v26170
OG0010915	Bra032622, Bra033282	Th2v16366
OG0010916	Bra011120	Th2v01659
OG0010917	Bra031750	Th2v04986, Th2v20703
OG0010918	Bra001801, Bra023929, Bra023932	Th2v24421
OG0010919	Bra012386, Bra024617	Th2v04996, Th2v25045
OG0010920	Bra019985	Th2v05065
OG0010921	Bra035336, Bra033654	Th2v01220, Th2v29068
OG0010922	Bra002834	Th2v05521, Th2v21689
OG0010923	Bra024534, Bra012343	Th2v21176
OG0010924	Bra015612	Th2v19089
OG0010925	Bra019547	Th2v09271, Th2v17373
OG0010926	Bra036453	Th2v01600
OG0010927	Bra014755	Th2v06662, Th2v15362
OG0010928	Bra023368, Bra023370	Th2v17566
OG0010931	Bra013318, Bra012594	Th2v27259
OG0010932	Bra009509, Bra005780	Th2v20064
OG0010933	Bra001128	Th2v11141, Th2v18488
OG0010934	Bra039620	Th2v03021, Th2v21534
OG0010935	Bra018818	Th2v25075, Th2v29428
OG0010936	Bra000701	Th2v04654
OG0010938	Bra029140	Th2v09780
OG0010939	Bra029776	Th2v08916
OG0010940	Bra028231, Bra008065	Th2v06330, Th2v15028
OG0010941	Bra019192, Bra019190	Th2v09364
OG0010942	Bra033168, Bra035279	Th2v10885
OG0010943	Bra039136, Bra021489	Th2v23115
OG0010944	Bra023759	Th2v19399
OG0010945	Bra029566	Th2v10764
OG0010946	Bra012165	Th2v11739, Th2v14245, Th2v26637
OG0010948	Bra014710	Th2v06725, Th2v15422
OG0010949	Bra007806, Bra032029	Th2v03685
OG0010951	Bra009915	Th2v11246, Th2v18433
OG0010952	Bra041154, Bra024596	Th2v25695
OG0010953	Bra017292, Bra023029	Th2v03593
OG0010954	Bra025747	Th2v28045, Th2v28046
OG0010955	Bra002254, Bra020056	Th2v19074
OG0010956	Bra001111	Th2v17673, Th2v25390
OG0010957	Bra004285	Th2v29994
OG0010958	Bra023824	Th2v18661
OG0010959	Bra018963	Th2v21943
OG0010960	Bra015166	Th2v08540
OG0010961	Bra029357	Th2v24112
OG0010962	Bra020076, Bra006526	Th2v21509
OG0010963	Bra024445	Th2v11744
OG0010964	Bra015122	Th2v08583, Th2v19595
OG0010965	Bra004269	Th2v28268
OG0010966	Bra006890	Th2v11584, Th2v08630
OG0010967	Bra011564	Th2v02799
OG0010968	Bra014563	Th2v03505
OG0010969	Bra013169	Th2v19702
OG0010970	Bra013438	Th2v04282, Th2v16615
OG0010971	Bra002306, Bra020106	Th2v18996
OG0010972	Bra003963	Th2v04279
OG0010973	Bra002622	Th2v18715
OG0010974	Bra004067, Bra033974	Th2v28258
OG0010975	Bra021349	Th2v18956
OG0010976	Bra002919	Th2v09440, Th2v21648
OG0010977	Bra034294	Th2v01942, Th2v02626
OG0010978	Bra003026, Bra022679	Th2v09662
OG0010981	Bra013206	Th2v00685, Th2v30249, Th2v31385
OG0010982	Bra002975, Bra029019	Th2v20410
OG0010984	Bra023273	Th2v29229
OG0010985	Bra027007	Th2v02702
OG0010986	Bra015186, Bra000994	Th2v23181
OG0010987	Bra014841, Bra007041	Th2v03696
OG0010988	Bra020311, Bra002558	Th2v03848
OG0010989	Bra021218	Th2v18275
OG0010990	Bra033438, Bra012807	Th2v31047
OG0010991	Bra041168, Bra019766	Th2v06025, Th2v14733
OG0010992	Bra034550, Bra011424	Th2v01932
OG0010993	Bra029523	Th2v04398
OG0010994	Bra040884	Th2v10842
OG0010995	Bra013150	Th2v19718
OG0010996	Bra004275, Bra004055	Th2v12599
OG0010997	Bra012439	Th2v25625
OG0010998	Bra021864	Th2v17231
OG0010999	Bra028252, Bra022547	Th2v09335
OG0011000	Bra027722	Th2v20433
OG0011001	Bra026848	Th2v28687
OG0011002	Bra002650	Th2v17787, Th2v21330
OG0011003	Bra028526	Th2v06089, Th2v14798
OG0011005	Bra020444	Th2v05568, Th2v09583
OG0011006	Bra037501, Bra036182, Bra020710	Th2v11505
OG0011007	Bra003041	Th2v29562, Th2v29564
OG0011008	Bra022211, Bra022210	Th2v25532
OG0011009	Bra005960, Bra028680	Th2v13864
OG0011010	Bra036274, Bra018558	Th2v07931
OG0011013	Bra024249, Bra031943	Th2v13747
OG0011014	Bra016973	Th2v28399
OG0011015	Bra012107, Bra031824	Th2v14204, Th2v26678
OG0011016	Bra035781	Th2v21811
OG0011017	Bra023111, Bra017200	Th2v14626
OG0011018	Bra015866	Th2v31187
OG0011019	Bra003932	Th2v07445
